,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
340.12,,,,,,,1.7051,1.732,1.7512,,,,,,,0.092735,0.094046,0.095512,0.15855,0.15946,0.14747,0.050591,0.050918,0.050701,0.0025315,0.0025651,0.0025576
353.73,,,,,,,1.6124,1.6383,1.6558,,,,,,,0.086854,0.088042,0.089369,0.1513,0.15225,0.1412,0.048004,0.048341,0.048158,0.0023553,0.0024094,0.0024016
367.33,,,,,,,1.5258,1.5508,1.5668,0.37974,0.38611,0.36568,,,,0.081273,0.082487,0.083688,0.14451,0.14549,0.13529,0.045612,0.045958,0.045803,0.002314,0.0022653,0.0022597
380.94,,,,,,,1.4449,1.469,1.4836,0.37011,0.37653,0.35699,,,,0.076209,0.077346,0.07843,0.13813,0.13914,0.1297,0.043394,0.043748,0.043619,0.0020947,0.0021338,0.0021305
394.54,,,,,,,1.3691,1.3924,1.4055,0.36073,0.36719,0.3485,,,,0.071536,0.072576,0.073556,0.13213,0.13316,0.12441,0.041332,0.041694,0.041585,0.0019667,0.0020163,0.0020124
408.15,,,,,,,1.298,1.3204,1.3323,0.35159,0.35808,0.34019,,,,0.067084,0.068149,0.069032,0.12647,0.12753,0.1194,0.039411,0.039779,0.039688,0.0019473,0.0019068,0.0019043
421.75,,,,,,,1.2314,1.2529,1.2637,0.3427,0.34922,0.33208,,,,0.06304,0.06404,0.064836,0.12114,0.12221,0.11465,0.037622,0.037995,0.03792,0.0017789,0.0018061,0.0018053
435.36,,,,,,,1.1688,1.1895,1.1992,0.33405,0.34059,0.32416,,,,0.059313,0.060222,0.060939,0.11611,0.1172,0.11015,0.035951,0.036329,0.036268,0.0016584,0.001716,0.0017144
448.96,,,,,,,1.11,1.1301,1.1387,0.32565,0.3322,0.31644,0.06926,0.07116,0.070787,0.055752,0.056678,0.057322,0.11137,0.11247,0.10589,0.034391,0.034773,0.034723,0.0016586,0.0016318,0.0016308
462.57,,,,,,,1.055,1.0743,1.082,0.31752,0.32408,0.30894,0.067656,0.06956,0.069203,0.0525,0.05339,0.053968,0.1069,0.10801,0.10185,0.032933,0.033319,0.03328,0.0015499,0.0015532,0.0015538
476.17,,,,,,,1.0034,1.0219,1.0288,0.30964,0.31621,0.30166,0.066108,0.068016,0.067672,0.049537,0.050337,0.050855,0.10268,0.1038,0.098026,0.031569,0.031958,0.031927,0.0014199,0.0014824,0.0014825
489.78,,,,,,,0.955,0.97285,0.97888,0.30202,0.30859,0.2946,0.064613,0.066524,0.066192,0.046705,0.047501,0.047965,0.098693,0.099819,0.094404,0.03029,0.030682,0.030658,0.0014164,0.0014166,0.0014164
503.38,,,,,,,0.90956,0.92674,0.93203,0.29465,0.30121,0.28775,0.06317,0.065083,0.064762,0.044073,0.044867,0.045281,0.094929,0.096061,0.09097,0.02909,0.029485,0.029467,0.0013758,0.0013539,0.0013549
516.99,,,,,,,0.86684,0.88338,0.88797,0.2875,0.29406,0.28109,0.061772,0.063688,0.063377,0.041698,0.042416,0.042783,0.091366,0.092503,0.087709,0.027961,0.028357,0.028345,0.0012491,0.0012962,0.0012975
530.59,,,,,,,0.82664,0.84255,0.8465,0.28057,0.28712,0.27462,0.060418,0.062335,0.062033,0.03945,0.040131,0.040458,0.08799,0.08913,0.08461,0.026897,0.027295,0.027286,0.0012061,0.0012432,0.0012438
544.2,,,,,,,0.78876,0.80406,0.80741,0.27385,0.28038,0.26833,0.059105,0.061023,0.060729,0.037303,0.038,0.038289,0.084787,0.085928,0.08166,0.025892,0.026292,0.026287,0.0012154,0.0011923,0.0011933
557.8,,,,,,,0.75302,0.76774,0.77054,0.26732,0.27383,0.2622,0.05783,0.059748,0.059461,0.035353,0.036011,0.036264,0.081744,0.082886,0.07885,0.024943,0.025344,0.025342,0.0011354,0.0011439,0.0011457
571.41,,,,,,,0.71928,0.73344,0.73572,0.26097,0.26746,0.25623,0.056593,0.05851,0.05823,0.033556,0.034151,0.034373,0.07885,0.079991,0.076171,0.024045,0.024446,0.024447,0.001045,0.0010996,0.0011009
585.01,,,,,,,0.68743,0.70105,0.70285,0.25481,0.26127,0.25042,0.055394,0.057309,0.057035,0.031819,0.032412,0.032605,0.076097,0.077237,0.073616,0.023194,0.023597,0.023599,0.0010448,0.0010577,0.0010585
598.62,,,,,,,0.65734,0.67044,0.6718,0.24883,0.25526,0.24477,0.05423,0.056144,0.055875,0.030188,0.030786,0.030952,0.073478,0.074615,0.071178,0.022389,0.022792,0.022795,0.0010377,0.0010171,0.0010185
612.22,,,,,,,0.62892,0.64151,0.64247,0.24303,0.24943,0.23928,0.053102,0.055014,0.054749,0.028717,0.029263,0.029404,0.070985,0.072119,0.068853,0.021625,0.022028,0.022033,0.00095314,0.00097892,0.00098072
625.83,,,,,,,0.60206,0.61416,0.61474,0.2374,0.24377,0.23394,0.052008,0.053917,0.053656,0.027332,0.027836,0.027955,0.06861,0.06974,0.066632,0.020901,0.021304,0.021309,0.00089515,0.00094374,0.00094492
639.43,,,,,,,0.57668,0.58832,0.58854,0.23196,0.23829,0.22876,0.05095,0.052856,0.052598,0.025986,0.026499,0.026598,0.06635,0.067476,0.064516,0.020214,0.020617,0.020622,0.00090794,0.00091015,0.00091106
653.04,,,,,,,0.55267,0.56385,0.56375,0.22667,0.23297,0.22374,0.049924,0.051826,0.051571,0.024738,0.025245,0.025325,0.064196,0.065316,0.062493,0.019562,0.019964,0.019969,0.00089279,0.00087751,0.00087899
666.64,,,,,,,0.52993,0.54067,0.54027,0.22155,0.22781,0.21885,0.048928,0.050827,0.050575,0.023609,0.024067,0.02413,0.062141,0.063255,0.060561,0.018941,0.019342,0.019348,0.00081723,0.00084695,0.00084859
680.25,,,,,,,0.5084,0.51872,0.51803,0.21659,0.2228,0.21411,0.047963,0.049858,0.049607,0.022531,0.022959,0.023006,0.06018,0.061289,0.058713,0.01835,0.018751,0.018757,0.0007746,0.00081873,0.00081978
693.85,,,,,,,0.48795,0.49786,0.49692,0.21177,0.21794,0.2095,0.047024,0.048914,0.048666,0.021478,0.021915,0.021948,0.058305,0.059407,0.056943,0.017787,0.018187,0.018192,0.00078939,0.00079159,0.00079242
707.46,,,,,,,0.46855,0.47807,0.47689,0.20709,0.21321,0.20501,0.046113,0.047998,0.047751,0.020502,0.020932,0.020951,0.056513,0.057607,0.055247,0.017249,0.017649,0.017653,0.00077779,0.00076518,0.00076645
721.06,,,,,,,0.45012,0.45925,0.45785,0.20254,0.20862,0.20065,0.045226,0.047106,0.04686,0.019616,0.020004,0.020011,0.054797,0.055884,0.053621,0.016736,0.017135,0.017138,0.00071371,0.00074037,0.00074177
734.67,,,,,,,0.4326,0.44136,0.43976,0.19812,0.20416,0.1964,0.044364,0.046239,0.045993,0.018767,0.019128,0.019124,0.053153,0.054232,0.052062,0.016246,0.016643,0.016646,0.00067394,0.00071744,0.00071832
748.27,,,,,,,0.41592,0.42433,0.42255,0.19382,0.19981,0.19226,0.043524,0.045393,0.045148,0.01793,0.018299,0.018285,0.051577,0.052647,0.050563,0.015776,0.016172,0.016174,0.00068668,0.00069542,0.000696
761.88,,,,,,,0.40007,0.40813,0.40618,0.18964,0.19558,0.18823,0.042707,0.04457,0.044325,0.017149,0.017516,0.017493,0.050065,0.051127,0.049123,0.015327,0.015722,0.015723,0.00068638,0.00067386,0.00067476
775.48,,,,,,,0.38497,0.3927,0.3906,0.18558,0.19147,0.1843,0.041911,0.043769,0.043524,0.016442,0.016775,0.016743,0.048615,0.049668,0.04774,0.014897,0.01529,0.01529,0.00063612,0.00065344,0.00065454
789.09,,,,,,,0.37061,0.37802,0.37577,0.18164,0.18747,0.18049,0.041138,0.042989,0.042744,0.015769,0.016074,0.016034,0.047223,0.048268,0.046411,0.014485,0.014877,0.014876,0.00059235,0.00063456,0.00063528
802.69,,,,,,,0.35692,0.36402,0.36164,0.1778,0.18358,0.17677,0.040385,0.04223,0.041984,0.015101,0.015409,0.015363,0.045887,0.046922,0.045133,0.01409,0.01448,0.014478,0.00059694,0.00061658,0.00061691
816.3,,,,,,,0.34389,0.35068,0.34818,0.17407,0.1798,0.17315,0.039653,0.041491,0.041244,0.014467,0.01478,0.014727,0.044604,0.04563,0.043904,0.013712,0.0141,0.014097,0.00060896,0.00059891,0.00059938
829.9,,,,,,,0.33146,0.33797,0.33536,0.17045,0.17613,0.16964,0.038941,0.040772,0.040525,0.013893,0.014184,0.014125,0.043372,0.044388,0.042722,0.013348,0.013735,0.013731,0.00057779,0.0005819,0.00058265
843.51,,,,,,,0.31962,0.32584,0.32313,0.16693,0.17256,0.16622,0.038248,0.040072,0.039824,0.013357,0.013618,0.013554,0.042188,0.043195,0.041585,0.013,0.013385,0.013379,0.00053035,0.00056609,0.00056666
857.11,,,,,,,0.30831,0.31426,0.31146,0.16351,0.16908,0.16289,0.037574,0.03939,0.039141,0.012826,0.01308,0.013011,0.04105,0.042047,0.04049,0.012665,0.013049,0.013041,0.00051904,0.00055123,0.00055136
870.72,,,,,,,0.2975,0.30319,0.30031,0.16019,0.1657,0.15964,0.036917,0.038726,0.038476,0.012307,0.012569,0.012496,0.039955,0.040942,0.039435,0.012344,0.012725,0.012717,0.00053587,0.00053666,0.0005367
884.32,,,,,,,0.28718,0.29262,0.28966,0.15695,0.16241,0.15649,0.036277,0.038079,0.037827,0.01183,0.012084,0.012007,0.0389,0.039877,0.038419,0.012034,0.012414,0.012404,0.0005292,0.00052235,0.00052264
897.93,,,,,,,0.27732,0.28251,0.27948,0.15381,0.15921,0.15341,0.035654,0.037448,0.037195,0.011395,0.011622,0.011542,0.037885,0.038852,0.037439,0.011737,0.012114,0.012103,0.0004884,0.00050879,0.00050914
911.53,,,,,,,0.26788,0.27283,0.26975,0.15074,0.15609,0.15041,0.035046,0.036832,0.036578,0.010973,0.011183,0.011099,0.036907,0.037863,0.036493,0.01145,0.011826,0.011813,0.00045856,0.00049614,0.00049617
925.14,,,,,,,0.25884,0.26356,0.26043,0.14776,0.15305,0.14749,0.034453,0.036231,0.035975,0.010549,0.010764,0.010678,0.035963,0.036909,0.035579,0.011174,0.011548,0.011534,0.00046499,0.00048396,0.00048368
938.74,,,,,,,0.25019,0.25469,0.25151,0.14485,0.15008,0.14464,0.033874,0.035644,0.035386,0.010147,0.010365,0.010276,0.035052,0.035988,0.034697,0.010907,0.011279,0.011264,0.00047802,0.00047185,0.00047165
952.35,,,,,,,0.24191,0.24619,0.24297,0.14202,0.14719,0.14186,0.033309,0.035071,0.034811,0.0097824,0.009985,0.0098935,0.034173,0.035099,0.033844,0.01065,0.01102,0.011003,0.00045939,0.00046004,0.00046005
965.95,,,,,,,0.23397,0.23804,0.23479,0.13927,0.14438,0.13915,0.032759,0.034512,0.03425,0.009443,0.0096224,0.0095289,0.033325,0.03424,0.033021,0.010403,0.01077,0.010752,0.00042163,0.00044893,0.00044887
979.56,,,,,,,0.22637,0.23024,0.22695,0.13658,0.14163,0.1365,0.032221,0.033965,0.033702,0.0091047,0.0092764,0.0091813,0.032506,0.03341,0.032224,0.010163,0.010529,0.010509,0.00040506,0.00043848,0.00043809
993.16,,,,,,,0.21908,0.22275,0.21944,0.13396,0.13896,0.13392,0.031696,0.033431,0.033166,0.0087678,0.0089462,0.0088496,0.031715,0.032608,0.031454,0.0099322,0.010296,0.010275,0.00041713,0.00042825,0.00042767
1006.77,,,,,,,0.21209,0.21557,0.21224,0.13141,0.13634,0.1314,0.031183,0.03291,0.032643,0.0084533,0.0086311,0.008533,0.03095,0.031833,0.030709,0.0097088,0.01007,0.010048,0.00042486,0.00041807,0.00041761
1020.37,,,,,,,0.20539,0.20869,0.20534,0.12892,0.1338,0.12895,0.030684,0.032401,0.032132,0.0081696,0.0083303,0.0082309,0.030212,0.031084,0.029989,0.0094933,0.0098523,0.0098291,0.00040275,0.0004082,0.0004079
1033.98,,,,,,,0.19896,0.20208,0.19872,0.1265,0.13132,0.12656,0.030196,0.031904,0.031633,0.0079004,0.0080425,0.0079423,0.029498,0.030359,0.029291,0.0092849,0.0096417,0.0096172,0.00037019,0.00039893,0.00039851
1047.58,,,,,,,0.19278,0.19573,0.19237,0.12414,0.12891,0.12423,0.02972,0.031419,0.031146,0.0076287,0.0077673,0.0076664,0.028808,0.029658,0.028617,0.0090835,0.009438,0.0094123,0.00035985,0.00039017,0.00038945
1061.19,,,,,,,0.18685,0.18964,0.18627,0.12185,0.12655,0.12195,0.029255,0.030944,0.030669,0.0073591,0.0075041,0.0074026,0.02814,0.02898,0.027963,0.0088886,0.0092409,0.0092139,0.00037261,0.00038155,0.00038069
1074.79,,,,,,,0.18115,0.18378,0.1804,0.1196,0.12425,0.11972,0.028801,0.03048,0.030203,0.0071089,0.0072521,0.0071499,0.027494,0.028323,0.02733,0.0086999,0.0090499,0.0090218,0.00037868,0.00037296,0.00037221
1088.4,,,,,,,0.17568,0.17815,0.17478,0.11742,0.12201,0.11756,0.028358,0.030028,0.029749,0.0068836,0.0070111,0.0069085,0.026869,0.027688,0.026718,0.0085177,0.0088654,0.0088361,0.0003584,0.00036465,0.00036403
1102.0,,,,,,,0.17042,0.17274,0.16936,0.11529,0.11982,0.11544,0.027925,0.029585,0.029304,0.006668,0.0067798,0.006677,0.026264,0.027072,0.026124,0.008341,0.0086864,0.0086559,0.00032961,0.00035683,0.0003561
1115.61,,,,,,,0.16536,0.16753,0.16416,0.11321,0.11768,0.11338,0.027502,0.029152,0.028869,0.0064489,0.006558,0.0064551,0.025677,0.026474,0.025548,0.0081698,0.008513,0.0084813,0.00032019,0.00034944,0.00034844
1129.21,,,,,,,0.16048,0.16251,0.15915,0.11118,0.11559,0.11136,0.027088,0.028729,0.028443,0.0062304,0.0063453,0.0062424,0.025109,0.025895,0.024989,0.0080038,0.0083447,0.0083119,0.00033173,0.00034217,0.00034103
1142.82,,,,,,,0.1558,0.15769,0.15434,0.10921,0.11356,0.10939,0.026684,0.028315,0.028027,0.0060275,0.0061415,0.0060386,0.024558,0.025334,0.024447,0.0078431,0.0081817,0.0081477,0.00033949,0.00033491,0.00033386
1156.42,,,,,,,0.15127,0.15303,0.1497,0.10727,0.11156,0.10746,0.026287,0.027908,0.027619,0.0058444,0.0059455,0.0058426,0.024023,0.024788,0.02392,0.0076868,0.0080231,0.007988,0.0003242,0.00032783,0.0003269
1170.03,,,,,,,0.14692,0.14855,0.14523,0.10539,0.10962,0.10558,0.0259,0.027511,0.027219,0.0056705,0.0057573,0.0056547,0.023505,0.024259,0.023409,0.0075353,0.0078692,0.0078331,0.00029794,0.00032116,0.00032017
1183.63,,,,,,,0.14273,0.14424,0.14093,0.10354,0.10772,0.10374,0.025521,0.027122,0.026828,0.0054935,0.0055765,0.0054743,0.023001,0.023745,0.022912,0.0073882,0.0077198,0.0076826,0.0002858,0.00031487,0.00031366
1197.24,,,,,,,0.13869,0.14008,0.13679,0.10174,0.10586,0.10194,0.02515,0.026741,0.026445,0.0053148,0.0054028,0.0053011,0.022513,0.023246,0.02243,0.0072454,0.0075746,0.0075364,0.00029415,0.00030872,0.00030734
1210.84,,,,,,,0.1348,0.13607,0.1328,0.099988,0.10405,0.10018,0.024787,0.026368,0.02607,0.0051466,0.0052361,0.0051348,0.022039,0.022762,0.021961,0.0071068,0.0074336,0.0073944,0.00030483,0.00030257,0.00030123
1224.45,,,,,,,0.13105,0.1322,0.12895,0.098271,0.10227,0.098459,0.024432,0.026002,0.025703,0.0049953,0.0050757,0.0049748,0.021578,0.022291,0.021506,0.006972,0.0072965,0.0072562,0.00029707,0.00029651,0.0002953
1238.05,,,,,,,0.12743,0.12848,0.12525,0.096594,0.10054,0.096778,0.024084,0.025644,0.025343,0.0048544,0.0049214,0.0048211,0.021131,0.021833,0.021063,0.0068411,0.0071631,0.0071219,0.00027404,0.00029075,0.00028955
1251.66,,,,,,,0.12394,0.12488,0.12167,0.094956,0.098841,0.095135,0.023744,0.025294,0.02499,0.0047121,0.004773,0.0046733,0.020697,0.021389,0.020632,0.0067138,0.0070335,0.0069914,0.0002574,0.00028535,0.00028397
1265.26,,,,,,,0.12057,0.12141,0.11823,0.093358,0.097186,0.09353,0.023411,0.02495,0.024645,0.0045661,0.0046302,0.0045312,0.020275,0.020957,0.020214,0.0065902,0.0069075,0.0068644,0.00025974,0.00028013,0.00027856
1278.87,,,,,,,0.11733,0.11807,0.11491,0.091796,0.095568,0.091961,0.023085,0.024614,0.024307,0.0044249,0.0044928,0.0043946,0.019865,0.020537,0.019807,0.00647,0.0067849,0.006741,0.0002718,0.00027492,0.00027332
1292.47,,,,,,,0.11419,0.11483,0.1117,0.09027,0.093985,0.090426,0.022766,0.024285,0.023975,0.0042971,0.0043605,0.004263,0.019467,0.020128,0.019412,0.0063531,0.0066657,0.0066208,0.00027325,0.00026972,0.00026823
1306.08,,,,,,,0.11116,0.11171,0.1086,0.088779,0.092437,0.088925,0.022454,0.023962,0.023651,0.0041809,0.0042331,0.0041362,0.01908,0.019731,0.019027,0.0062394,0.0065496,0.0065038,0.00025677,0.0002647,0.00026328
1319.68,,,,,,,0.10823,0.10869,0.10561,0.087321,0.090923,0.087457,0.022148,0.023646,0.023332,0.0040669,0.0041102,0.0040142,0.018703,0.019344,0.018652,0.0061288,0.0064365,0.0063899,0.00023677,0.00025998,0.00025847
1333.29,,,,,,,0.1054,0.10578,0.10272,0.085897,0.089443,0.08602,0.021848,0.023335,0.02302,0.0039487,0.0039918,0.0038967,0.018337,0.018968,0.018288,0.0060211,0.0063264,0.006279,0.00023045,0.00025549,0.0002538
1346.89,,,,,,,0.10267,0.10296,0.099935,0.084504,0.087995,0.084616,0.021555,0.023032,0.022715,0.00383,0.0038777,0.0037835,0.01798,0.018602,0.017933,0.0059163,0.0062193,0.006171,0.00023921,0.00025106,0.00024925
1360.5,,,,,,,0.10003,0.10023,0.097238,0.083143,0.086579,0.083241,0.021267,0.022734,0.022415,0.0037194,0.0037677,0.0036743,0.017634,0.018245,0.017587,0.0058142,0.0061148,0.0060658,0.00024826,0.0002466,0.00024483
1374.1,,,,,,,0.097468,0.097596,0.094631,0.08181,0.085191,0.081895,0.020985,0.022441,0.022121,0.0036206,0.0036616,0.003569,0.017296,0.017898,0.01725,0.0057148,0.006013,0.0059632,0.00024248,0.00024219,0.00024052
1387.71,,,,,,,0.094993,0.095045,0.09211,0.080506,0.083833,0.080576,0.020709,0.022155,0.021832,0.0035281,0.0035591,0.0034675,0.016967,0.01756,0.016922,0.0056179,0.0059137,0.0058631,0.00022415,0.00023797,0.00023633
1401.31,,,,,,,0.092599,0.092578,0.089673,0.07923,0.082502,0.079285,0.020438,0.021873,0.021549,0.0034339,0.0034602,0.0033696,0.016647,0.01723,0.016602,0.0055233,0.0058168,0.0057655,0.0002094,0.000234,0.00023223
1414.92,,,,,,,0.090283,0.09019,0.087316,0.077982,0.0812,0.078021,0.020172,0.021596,0.021271,0.003336,0.0033647,0.0032751,0.016335,0.016908,0.01629,0.0054312,0.0057222,0.0056702,0.00020923,0.00023017,0.00022824
1428.52,,,,,,,0.088041,0.087879,0.085036,0.076762,0.079926,0.076784,0.019912,0.021326,0.020999,0.00324,0.0032726,0.003184,0.016031,0.016595,0.015986,0.0053415,0.0056301,0.0055774,0.00021939,0.00022635,0.00022436
1442.13,,,,,,,0.08587,0.085641,0.08283,0.075566,0.078678,0.075572,0.019657,0.02106,0.020731,0.0031527,0.0031837,0.003096,0.015735,0.016289,0.01569,0.0052539,0.0055402,0.0054868,0.00022499,0.00022249,0.00022057
1455.73,,,,,,,0.083767,0.083474,0.080694,0.074396,0.077454,0.074384,0.019406,0.020799,0.020468,0.0030745,0.0030978,0.003011,0.015446,0.015991,0.015401,0.0051684,0.0054523,0.0053983,0.00021605,0.0002187,0.00021686
1469.34,,,,,,,0.08173,0.081375,0.078627,0.07325,0.076256,0.073221,0.01916,0.020542,0.02021,0.0029994,0.0030147,0.0029289,0.015164,0.015701,0.015119,0.005085,0.0053665,0.0053118,0.00019887,0.00021511,0.00021325
1482.94,,,,,,,0.079757,0.079342,0.076625,0.072127,0.07508,0.07208,0.018918,0.020289,0.019956,0.0029214,0.0029344,0.0028497,0.014889,0.015417,0.014843,0.0050034,0.0052826,0.0052273,0.0001879,0.0002117,0.00020971
1496.55,,,,,,,0.077847,0.077374,0.074689,0.071032,0.073934,0.070966,0.018683,0.020043,0.019708,0.0028407,0.0028569,0.0027732,0.014622,0.015141,0.014575,0.0049242,0.0052011,0.0051452,0.00019034,0.00020839,0.00020628
1510.15,,,,,,,0.075995,0.075466,0.072813,0.069957,0.072807,0.069873,0.01845,0.0198,0.019464,0.0027627,0.0027819,0.0026992,0.014361,0.014871,0.014314,0.0048467,0.0051211,0.0050646,0.00020022,0.00020506,0.00020291
1523.76,,,,,,,0.0742,0.073616,0.070996,0.068906,0.071704,0.068802,0.018223,0.019562,0.019224,0.0026925,0.0027094,0.0026277,0.014107,0.014608,0.014058,0.004771,0.0050431,0.004986,0.00020421,0.00020171,0.00019963
1537.36,,,,,,,0.072459,0.071823,0.069234,0.067876,0.070624,0.067753,0.018,0.019328,0.018989,0.0026295,0.0026393,0.0025585,0.013859,0.014351,0.013809,0.0046971,0.0049669,0.0049093,0.00019504,0.00019843,0.00019642
1550.97,,,,,,,0.070769,0.070083,0.067526,0.066866,0.069564,0.066724,0.01778,0.019098,0.018758,0.0025682,0.0025713,0.0024916,0.013617,0.0141,0.013565,0.0046249,0.0048924,0.0048342,0.00017947,0.00019531,0.00019328
1564.57,,,,,,,0.06913,0.068395,0.065871,0.065876,0.068523,0.065714,0.017565,0.018871,0.01853,0.0025038,0.0025055,0.0024268,0.01338,0.013855,0.013327,0.0045542,0.0048194,0.0047606,0.00017008,0.00019235,0.00019021
1578.18,,,,,,,0.067542,0.06676,0.064268,0.064912,0.06751,0.06473,0.017355,0.018651,0.018308,0.002437,0.0024419,0.0023642,0.01315,0.013617,0.013096,0.0044856,0.0047485,0.0046892,0.00017268,0.00018949,0.00018723
1591.78,,,,,,,0.065999,0.065171,0.062712,0.063964,0.066512,0.063761,0.017147,0.018433,0.018089,0.0023727,0.0023803,0.0023036,0.012925,0.013383,0.012869,0.0044183,0.0046788,0.0046191,0.0001819,0.00018659,0.00018431
1605.39,,,,,,,0.064501,0.06363,0.061202,0.063035,0.065535,0.062812,0.016944,0.018219,0.017874,0.002315,0.0023206,0.0022449,0.012705,0.013155,0.012648,0.0043525,0.0046108,0.0045506,0.00018606,0.00018367,0.00018145
1618.99,,,,,,,0.063047,0.062133,0.059737,0.062125,0.064576,0.061882,0.016745,0.018009,0.017662,0.0022633,0.0022627,0.002188,0.01249,0.012932,0.012431,0.0042882,0.0045442,0.0044835,0.00017842,0.00018081,0.00017866
1632.6,,,,,,,0.061632,0.060678,0.058314,0.061232,0.063635,0.060968,0.016548,0.017802,0.017454,0.002213,0.0022066,0.0021329,0.012281,0.012714,0.01222,0.0042253,0.004479,0.0044179,0.00016424,0.00017809,0.00017594
1646.2,,,,,,,0.060264,0.05927,0.056937,0.06036,0.062715,0.060076,0.016357,0.017599,0.017251,0.0021603,0.0021523,0.0020796,0.012076,0.012502,0.012014,0.004164,0.0044155,0.0043539,0.00015466,0.00017552,0.00017328
1659.81,,,,,,,0.058928,0.057897,0.055596,0.059501,0.061808,0.059196,0.016167,0.017399,0.017049,0.0021047,0.0020995,0.0020278,0.011876,0.012294,0.011811,0.0041038,0.0043529,0.0042909,0.00015571,0.00017302,0.00017067
