,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
4530.46,0.015101,0.015198,0.015212,0.0080571,0.0079223,0.0079343,0.001448,0.0011366,0.0011984,0.0061148,0.0051903,0.0049754,0.002974,0.0028187,0.0026673,0.00081457,0.0007038,0.00067353,0.00049527,0.00047411,0.00044855,4.6275e-05,4.1568e-05,3.9388e-05
4544.07,0.014997,0.015097,0.015112,0.0080188,0.0078872,0.0078992,0.001429,0.0011223,0.0011849,0.0060714,0.0051466,0.0049352,0.0029602,0.0028018,0.0026514,0.00080854,0.0006977,0.0006679,0.00049277,0.0004711,0.00044569,3.8203e-05,4.1306e-05,3.9136e-05
4557.67,0.014893,0.014996,0.015012,0.0079799,0.0078516,0.0078637,0.0014104,0.0011083,0.0011716,0.0060283,0.0051033,0.0048954,0.0029462,0.0027847,0.0026353,0.00080257,0.00069165,0.00066232,0.00049024,0.00046807,0.00044282,3.253e-05,4.1062e-05,3.8882e-05
4571.28,0.0148,0.014907,0.014923,0.0079468,0.0078217,0.0078338,0.0013921,0.0010946,0.0011586,0.0059897,0.0050638,0.0048592,0.0029344,0.0027698,0.0026212,0.00079721,0.00068613,0.00065725,0.00048807,0.00046539,0.00044029,3.0675e-05,4.0861e-05,3.8657e-05
4584.88,0.014698,0.014807,0.014824,0.0079082,0.0077864,0.0077985,0.0013739,0.001081,0.0011457,0.0059471,0.0050212,0.00482,0.0029206,0.0027529,0.0026053,0.00079133,0.00068017,0.00065176,0.00048558,0.0004624,0.00043746,3.2879e-05,4.0632e-05,3.8407e-05
4598.49,0.014598,0.01471,0.014728,0.0078707,0.0077521,0.0077641,0.001356,0.0010676,0.001133,0.0059057,0.0049796,0.0047818,0.0029072,0.0027365,0.0025898,0.0007856,0.00067437,0.00064642,0.00048315,0.00045948,0.0004347,3.8606e-05,4.0395e-05,3.8163e-05
4612.09,0.0145,0.014615,0.014633,0.0078336,0.0077182,0.0077303,0.0013383,0.0010544,0.0011204,0.0058649,0.0049386,0.0047442,0.002894,0.0027203,0.0025745,0.00077997,0.00066866,0.00064116,0.00048076,0.0004566,0.00043197,4.6191e-05,4.014e-05,3.7922e-05
4625.7,0.014403,0.014521,0.014539,0.0077971,0.0076848,0.0076969,0.0013208,0.0010413,0.001108,0.0058246,0.0048982,0.0047071,0.002881,0.0027043,0.0025594,0.00077439,0.00066302,0.00063597,0.0004784,0.00045376,0.00042929,5.2821e-05,3.9868e-05,3.7684e-05
4639.3,0.014307,0.014428,0.014446,0.0077609,0.0076518,0.0076639,0.0013035,0.0010284,0.0010957,0.0057846,0.0048582,0.0046704,0.0028682,0.0026885,0.0025446,0.00076886,0.00065744,0.00063083,0.00047608,0.00045095,0.00042664,5.5564e-05,3.9586e-05,3.745e-05
4652.91,0.014211,0.014335,0.014354,0.0077252,0.0076192,0.0076312,0.0012864,0.0010157,0.0010836,0.0057448,0.0048184,0.0046339,0.0028555,0.0026729,0.0025299,0.00076335,0.0006519,0.00062574,0.00047378,0.00044818,0.00042402,5.3073e-05,3.9306e-05,3.7218e-05
4666.51,0.014115,0.014242,0.014262,0.0076896,0.0075867,0.0075987,0.0012695,0.0010031,0.0010716,0.0057051,0.0047789,0.0045976,0.0028429,0.0026573,0.0025152,0.00075785,0.00064639,0.00062067,0.00047151,0.00044542,0.00042142,4.6481e-05,3.9039e-05,3.6989e-05
4680.12,0.014019,0.014148,0.014168,0.0076537,0.0075539,0.007566,0.0012527,0.00099073,0.0010597,0.0056649,0.004739,0.004561,0.0028302,0.0026418,0.0025006,0.00075228,0.00064084,0.00061556,0.00046922,0.00044266,0.00041882,3.8612e-05,3.8792e-05,3.6758e-05
4693.72,0.01392,0.014052,0.014072,0.0076165,0.0075197,0.0075318,0.0012363,0.00097853,0.001048,0.0056238,0.0046986,0.0045238,0.0028171,0.0026257,0.0024855,0.0007466,0.00063522,0.00061038,0.00046685,0.00043983,0.00041615,3.2291e-05,3.8559e-05,3.6522e-05
4707.33,0.013839,0.013974,0.013995,0.0075851,0.0074913,0.0075034,0.0012205,0.00096692,0.001037,0.0055901,0.0046643,0.0044925,0.0028061,0.0026118,0.0024724,0.00074189,0.00063043,0.000606,0.00046484,0.00043735,0.00041381,2.9244e-05,3.837e-05,3.6316e-05
4720.93,0.013746,0.013883,0.013904,0.0075496,0.0074589,0.0074709,0.0012045,0.00095511,0.0010257,0.0055511,0.0046258,0.0044572,0.0027936,0.0025965,0.002458,0.00073649,0.00062508,0.00060107,0.00046259,0.00043464,0.00041125,2.9995e-05,3.8165e-05,3.609e-05
4734.54,0.013654,0.013794,0.013815,0.0075144,0.0074267,0.0074386,0.0011888,0.00094351,0.0010145,0.0055129,0.004588,0.0044226,0.0027812,0.0025813,0.0024438,0.00073119,0.00061983,0.00059625,0.00046036,0.00043195,0.00040873,3.4336e-05,3.7953e-05,3.5866e-05
4748.14,0.013564,0.013706,0.013727,0.0074794,0.0073947,0.0074066,0.0011733,0.00093208,0.0010036,0.0054753,0.0045508,0.0043885,0.002769,0.0025662,0.0024297,0.00072598,0.00061466,0.00059149,0.00045815,0.0004293,0.00040622,4.116e-05,3.7725e-05,3.5645e-05
4761.75,0.013475,0.013619,0.013641,0.0074449,0.0073631,0.007375,0.0011579,0.0009208,0.00099276,0.0054381,0.0045141,0.0043548,0.0027569,0.0025513,0.0024157,0.00072084,0.00060956,0.00058681,0.00045597,0.00042666,0.00040375,4.8224e-05,3.748e-05,3.5426e-05
4775.35,0.013386,0.013533,0.013555,0.0074107,0.0073319,0.0073437,0.0011428,0.00090965,0.00098204,0.0054013,0.0044778,0.0043216,0.0027449,0.0025366,0.0024019,0.00071577,0.00060452,0.00058218,0.00045382,0.00042407,0.0004013,5.2659e-05,3.7222e-05,3.521e-05
4788.96,0.013299,0.013448,0.01347,0.0073769,0.007301,0.0073128,0.0011277,0.00089862,0.00097143,0.0053648,0.0044419,0.0042886,0.0027331,0.0025221,0.0023883,0.00071074,0.00059953,0.00057759,0.00045169,0.0004215,0.00039889,5.2413e-05,3.6961e-05,3.4997e-05
4802.56,0.013212,0.013363,0.013386,0.0073436,0.0072705,0.0072822,0.0011129,0.00088772,0.00096092,0.0053284,0.0044062,0.0042559,0.0027215,0.0025077,0.0023748,0.00070573,0.00059457,0.00057304,0.0004496,0.00041897,0.00039651,4.7544e-05,3.671e-05,3.4786e-05
4816.17,0.013123,0.013276,0.013299,0.0073103,0.0072401,0.0072518,0.001098,0.00087681,0.00095037,0.0052914,0.00437,0.0042227,0.0027099,0.0024934,0.0023615,0.00070065,0.00058956,0.00056843,0.00044751,0.00041645,0.00039414,4.0171e-05,3.6475e-05,3.4577e-05
4829.77,0.013048,0.013204,0.013227,0.007278,0.0072107,0.0072223,0.0010847,0.00086719,0.00094122,0.00526,0.0043385,0.0041941,0.0026987,0.0024795,0.0023484,0.00069632,0.00058518,0.00056443,0.00044549,0.00041399,0.00039184,3.3126e-05,3.6265e-05,3.4373e-05
4843.38,0.012958,0.013116,0.013139,0.0072449,0.0071804,0.007192,0.00107,0.00085638,0.00093071,0.0052224,0.0043021,0.0041606,0.0026871,0.0024654,0.0023352,0.00069118,0.00058014,0.00055979,0.00044343,0.00041149,0.0003895,2.8533e-05,3.6068e-05,3.4166e-05
4856.98,0.012873,0.013032,0.013056,0.007212,0.0071503,0.0071618,0.0010559,0.0008461,0.00092077,0.0051866,0.0042673,0.0041287,0.0026757,0.0024513,0.002322,0.00068628,0.00057532,0.00055536,0.00044138,0.00040902,0.00038718,2.7376e-05,3.5882e-05,3.396e-05
4870.59,0.012788,0.01295,0.012974,0.0071791,0.0071202,0.0071316,0.0010421,0.00083602,0.00091103,0.0051513,0.004233,0.0040973,0.0026643,0.0024373,0.0023089,0.00068144,0.00057057,0.00055099,0.00043933,0.00040655,0.00038487,2.9791e-05,3.5693e-05,3.3756e-05
4884.19,0.012705,0.012868,0.012893,0.0071463,0.0070902,0.0071015,0.0010285,0.00082611,0.00090143,0.0051165,0.0041992,0.0040663,0.0026529,0.0024233,0.0022959,0.00067666,0.00056588,0.00054668,0.00043729,0.0004041,0.00038256,3.5235e-05,3.5493e-05,3.3552e-05
4897.8,0.012623,0.012788,0.012812,0.0071136,0.0070602,0.0070715,0.001015,0.00081633,0.00089196,0.005082,0.0041657,0.0040357,0.0026415,0.0024095,0.0022829,0.00067193,0.00056125,0.00054243,0.00043526,0.00040166,0.00038028,4.2222e-05,3.5276e-05,3.335e-05
4911.4,0.012542,0.012709,0.012733,0.0070813,0.0070306,0.0070418,0.0010017,0.00080668,0.00088259,0.005048,0.0041327,0.0040054,0.0026303,0.0023957,0.0022701,0.00066726,0.00055668,0.00053824,0.00043326,0.00039925,0.00037802,4.8285e-05,3.5044e-05,3.315e-05
4925.01,0.012462,0.01263,0.012655,0.0070492,0.0070012,0.0070123,0.00098858,0.00079712,0.00087331,0.0050143,0.0041001,0.0039756,0.0026192,0.0023821,0.0022574,0.00066263,0.00055217,0.0005341,0.00043128,0.00039686,0.00037579,5.0876e-05,3.4803e-05,3.2953e-05
4938.61,0.012382,0.012552,0.012577,0.0070176,0.0069723,0.0069833,0.00097553,0.00078765,0.00086409,0.0049809,0.0040678,0.003946,0.0026082,0.0023687,0.0022449,0.00065803,0.0005477,0.00053,0.00042932,0.0003945,0.00037358,4.8785e-05,3.4564e-05,3.2758e-05
4952.22,0.012302,0.012474,0.012499,0.0069863,0.0069436,0.0069545,0.00096237,0.00077808,0.00085472,0.0049473,0.0040354,0.0039164,0.0025974,0.0023554,0.0022325,0.00065341,0.00054322,0.00052588,0.00042739,0.00039217,0.0003714,4.2918e-05,3.4337e-05,3.2565e-05
4965.82,0.012228,0.012402,0.012427,0.0069556,0.0069155,0.0069264,0.00095089,0.0007699,0.0008469,0.0049162,0.0040052,0.0038888,0.0025868,0.0023424,0.0022204,0.00064914,0.00053904,0.00052206,0.0004255,0.00038988,0.00036926,3.5689e-05,3.413e-05,3.2376e-05
4979.43,0.012149,0.012324,0.012349,0.0069247,0.0068873,0.0068981,0.00093794,0.00076047,0.00083763,0.0048828,0.0039732,0.0038595,0.0025761,0.0023293,0.0022082,0.00064455,0.00053461,0.000518,0.00042361,0.0003876,0.00036713,2.961e-05,3.394e-05,3.2187e-05
4993.03,0.012071,0.012247,0.012273,0.0068941,0.0068593,0.0068699,0.00092555,0.0007515,0.00082886,0.00485,0.0039417,0.0038307,0.0025655,0.0023164,0.0021962,0.00064005,0.00053027,0.00051401,0.00042172,0.00038532,0.000365,2.6274e-05,3.3765e-05,3.1999e-05
5006.64,0.011993,0.012171,0.012197,0.0068634,0.0068312,0.0068417,0.00091338,0.00074272,0.00082026,0.0048174,0.0039106,0.0038022,0.002555,0.0023034,0.0021841,0.0006356,0.00052597,0.00051007,0.00041984,0.00038306,0.00036289,2.6272e-05,3.3595e-05,3.1812e-05
5020.24,0.011917,0.012096,0.012122,0.0068327,0.006803,0.0068134,0.00090141,0.00073408,0.00081182,0.0047851,0.0038798,0.0037739,0.0025444,0.0022905,0.0021721,0.00063119,0.00052171,0.00050616,0.00041796,0.0003808,0.00036078,2.9534e-05,3.342e-05,3.1625e-05
5033.85,0.011841,0.012022,0.012048,0.006802,0.0067749,0.0067852,0.00088962,0.00072558,0.00080349,0.0047531,0.0038492,0.003746,0.0025337,0.0022776,0.0021601,0.00062683,0.0005175,0.00050229,0.00041608,0.00037854,0.00035868,3.5333e-05,3.3232e-05,3.1439e-05
5047.45,0.011766,0.011948,0.011974,0.0067714,0.0067467,0.0067569,0.00087798,0.0007172,0.00079528,0.0047215,0.0038191,0.0037184,0.0025231,0.0022648,0.0021482,0.00062252,0.00051334,0.00049848,0.00041421,0.0003763,0.00035659,4.2003e-05,3.3028e-05,3.1254e-05
5061.06,0.011692,0.011875,0.011902,0.0067409,0.0067187,0.0067288,0.00086647,0.00070892,0.00078715,0.0046902,0.0037893,0.0036912,0.0025126,0.002252,0.0021363,0.00061827,0.00050924,0.00049472,0.00041235,0.00037407,0.00035451,4.7116e-05,3.281e-05,3.1071e-05
5074.66,0.011619,0.011803,0.01183,0.0067106,0.0066909,0.0067009,0.00085506,0.00070072,0.00077908,0.0046593,0.0037599,0.0036643,0.0025022,0.0022394,0.0021246,0.00061408,0.00050519,0.000491,0.0004105,0.00037186,0.00035245,4.8504e-05,3.2586e-05,3.0889e-05
5088.27,0.011546,0.011732,0.011759,0.0066801,0.0066628,0.0066726,0.0008436,0.00069244,0.0007709,0.0046286,0.0037308,0.0036377,0.0024916,0.0022267,0.0021128,0.00060991,0.00050117,0.00048732,0.00040864,0.00036964,0.00035038,4.5512e-05,3.2363e-05,3.0706e-05
5101.87,0.011475,0.011662,0.011689,0.0066537,0.0066389,0.0066486,0.00083353,0.00068534,0.00076403,0.0045987,0.0037024,0.0036117,0.0024826,0.0022154,0.0021023,0.00060585,0.00049726,0.00048373,0.00040704,0.00036767,0.00034854,3.9441e-05,3.2172e-05,3.0544e-05
5115.48,0.011404,0.011592,0.011619,0.0066235,0.0066111,0.0066206,0.00082211,0.00067708,0.00075582,0.0045683,0.0036738,0.0035855,0.0024721,0.0022028,0.0020907,0.00060173,0.00049331,0.00048011,0.0004052,0.00036548,0.00034651,3.2623e-05,3.1978e-05,3.0364e-05
5129.08,0.011333,0.011522,0.011549,0.0065946,0.0065845,0.0065939,0.00081122,0.00066925,0.00074807,0.0045382,0.0036454,0.0035596,0.0024622,0.0021907,0.0020795,0.00059765,0.0004894,0.00047653,0.00040344,0.00036337,0.00034455,2.7289e-05,3.1806e-05,3.019e-05
5142.69,0.011262,0.011452,0.011479,0.0065659,0.0065582,0.0065675,0.00080053,0.00066157,0.00074046,0.0045082,0.0036172,0.0035338,0.0024523,0.0021787,0.0020684,0.00059358,0.00048552,0.00047297,0.0004017,0.00036128,0.0003426,2.47e-05,3.1647e-05,3.0019e-05
5156.29,0.011192,0.011383,0.01141,0.0065372,0.0065319,0.006541,0.00079,0.00065402,0.00073299,0.0044784,0.0035891,0.0035081,0.0024424,0.0021668,0.0020573,0.00058951,0.00048166,0.00046943,0.00039997,0.0003592,0.00034067,2.5264e-05,3.1492e-05,2.9848e-05
5169.9,0.011122,0.011314,0.011341,0.0065086,0.0065055,0.0065145,0.00077964,0.0006466,0.00072563,0.0044486,0.0035613,0.0034826,0.0024325,0.0021549,0.0020463,0.00058547,0.00047783,0.00046592,0.00039823,0.00035712,0.00033874,2.8833e-05,3.133e-05,2.9678e-05
5183.5,0.011053,0.011245,0.011273,0.0064798,0.0064791,0.0064879,0.00076943,0.0006393,0.00071838,0.0044191,0.0035337,0.0034574,0.0024226,0.002143,0.0020352,0.00058146,0.00047404,0.00046244,0.00039649,0.00035504,0.00033681,3.462e-05,3.1155e-05,2.9508e-05
5197.11,0.010984,0.011177,0.011205,0.006451,0.0064525,0.0064613,0.00075936,0.0006321,0.00071124,0.0043899,0.0035064,0.0034324,0.0024126,0.002131,0.0020242,0.00057748,0.00047028,0.000459,0.00039475,0.00035297,0.00033489,4.0952e-05,3.0964e-05,2.9338e-05
5210.71,0.010916,0.01111,0.011138,0.0064221,0.0064259,0.0064345,0.00074941,0.00062498,0.00070416,0.004361,0.0034795,0.0034078,0.0024027,0.0021191,0.0020132,0.00057354,0.00046658,0.0004556,0.000393,0.0003509,0.00033297,4.5524e-05,3.076e-05,2.9168e-05
5224.32,0.010849,0.011044,0.011071,0.0063925,0.0063985,0.0064069,0.0007395,0.0006179,0.0006971,0.0043323,0.0034528,0.0033834,0.0023924,0.002107,0.0020019,0.00056964,0.00046291,0.00045224,0.00039121,0.00034879,0.00033101,4.6411e-05,3.0547e-05,2.8996e-05
5237.92,0.010783,0.010979,0.011006,0.0063634,0.0063716,0.0063799,0.00072958,0.00061078,0.00068997,0.0043041,0.0034266,0.0033594,0.0023823,0.0020951,0.0019909,0.00056582,0.00045931,0.00044894,0.00038946,0.00034673,0.00032909,4.3197e-05,3.034e-05,2.8826e-05
5251.53,0.010718,0.010915,0.010942,0.0063406,0.006351,0.0063591,0.00072053,0.00060438,0.00068364,0.0042766,0.003401,0.003336,0.0023746,0.0020852,0.0019818,0.00056209,0.00045579,0.00044572,0.00038809,0.00034501,0.0003275,3.7241e-05,3.0173e-05,2.8686e-05
5265.13,0.010653,0.010851,0.010878,0.0063127,0.0063252,0.0063332,0.00071101,0.00059756,0.00067681,0.0042487,0.0033752,0.0033124,0.002365,0.0020737,0.0019712,0.00055832,0.00045225,0.00044247,0.0003864,0.00034301,0.00032565,3.0728e-05,2.9997e-05,2.8523e-05
5278.74,0.010589,0.010787,0.010814,0.0062855,0.0063002,0.006308,0.00070163,0.00059085,0.00067009,0.0042211,0.0033496,0.003289,0.0023556,0.0020625,0.0019608,0.00055459,0.00044874,0.00043925,0.00038476,0.00034106,0.00032385,2.5707e-05,2.984e-05,2.8364e-05
5292.34,0.010524,0.010723,0.01075,0.0062586,0.0062754,0.006283,0.00069239,0.00058425,0.00066346,0.0041935,0.0033242,0.0032658,0.0023463,0.0020514,0.0019506,0.00055087,0.00044525,0.00043606,0.00038315,0.00033913,0.00032206,2.3301e-05,2.9694e-05,2.8206e-05
5305.95,0.01046,0.010659,0.010687,0.0062318,0.0062508,0.0062582,0.00068329,0.00057775,0.00065692,0.004166,0.0032989,0.0032426,0.0023371,0.0020403,0.0019404,0.00054717,0.00044178,0.00043287,0.00038154,0.00033721,0.00032029,2.3864e-05,2.9552e-05,2.805e-05
5319.55,0.010396,0.010596,0.010623,0.0062051,0.0062261,0.0062334,0.00067433,0.00057135,0.00065049,0.0041386,0.0032737,0.0032196,0.0023279,0.0020293,0.0019303,0.00054349,0.00043833,0.00042971,0.00037993,0.0003353,0.00031853,2.7253e-05,2.9404e-05,2.7894e-05
5333.16,0.010333,0.010533,0.01056,0.0061782,0.0062013,0.0062084,0.0006655,0.00056505,0.00064416,0.0041113,0.0032487,0.0031967,0.0023186,0.0020183,0.0019201,0.00053982,0.0004349,0.00042657,0.00037832,0.00033339,0.00031676,3.2753e-05,2.9243e-05,2.7739e-05
5346.76,0.010269,0.01047,0.010497,0.0061511,0.0061762,0.0061831,0.00065679,0.00055885,0.00063792,0.0040841,0.0032239,0.003174,0.0023093,0.0020072,0.0019099,0.00053617,0.0004315,0.00042345,0.00037669,0.00033147,0.00031498,3.8831e-05,2.9068e-05,2.7582e-05
5360.37,0.010206,0.010407,0.010435,0.0061232,0.0061503,0.0061571,0.00064819,0.00055273,0.00063175,0.004057,0.0031992,0.0031514,0.0022996,0.0019959,0.0018994,0.00053253,0.00042812,0.00042034,0.00037501,0.00032952,0.00031318,4.3344e-05,2.8877e-05,2.7423e-05
5373.97,0.010145,0.010346,0.010374,0.0060957,0.0061249,0.0061315,0.00063967,0.00054667,0.00062562,0.0040306,0.0031751,0.0031294,0.0022901,0.0019847,0.0018891,0.00052898,0.00042482,0.00041732,0.00037336,0.00032759,0.00031139,4.4458e-05,2.8682e-05,2.7266e-05
5387.58,0.010088,0.01029,0.010317,0.0060755,0.0061066,0.0061131,0.00063151,0.00054084,0.00061973,0.0040059,0.0031525,0.0031088,0.0022833,0.001976,0.0018811,0.00052566,0.00042171,0.00041448,0.00037216,0.00032606,0.00030999,4.1716e-05,2.8523e-05,2.7142e-05
5401.18,0.010027,0.010229,0.010256,0.0060478,0.0060809,0.0060872,0.00062321,0.00053493,0.00061374,0.0039796,0.0031286,0.0030869,0.0022738,0.0019648,0.0018708,0.00052211,0.00041844,0.00041149,0.0003705,0.00032413,0.00030821,3.6145e-05,2.8338e-05,2.6985e-05
5414.79,0.0099675,0.010169,0.010197,0.0060216,0.0060566,0.0060627,0.00061502,0.00052909,0.00060782,0.0039538,0.0031052,0.0030655,0.0022647,0.0019541,0.001861,0.00051864,0.00041524,0.00040855,0.00036893,0.00032228,0.0003065,2.9889e-05,2.8174e-05,2.6835e-05
5428.39,0.0099085,0.010111,0.010138,0.005996,0.0060329,0.0060388,0.00060695,0.00052332,0.00060195,0.0039283,0.0030821,0.0030444,0.0022559,0.0019436,0.0018514,0.00051519,0.00041208,0.00040565,0.00036739,0.00032047,0.00030483,2.4874e-05,2.8027e-05,2.6688e-05
5442.0,0.0098498,0.010052,0.01008,0.0059707,0.0060095,0.0060152,0.00059897,0.00051763,0.00059615,0.0039028,0.0030592,0.0030234,0.0022472,0.0019333,0.0018419,0.00051176,0.00040893,0.00040277,0.00036588,0.00031869,0.00030319,2.2238e-05,2.7892e-05,2.6543e-05
5455.6,0.0097913,0.0099938,0.010021,0.0059457,0.0059864,0.0059919,0.00059111,0.00051201,0.00059042,0.0038775,0.0030363,0.0030025,0.0022386,0.0019231,0.0018325,0.00050834,0.00040581,0.00039991,0.00036438,0.00031692,0.00030156,2.2378e-05,2.7761e-05,2.64e-05
5469.21,0.0097328,0.0099354,0.0099628,0.0059207,0.0059633,0.0059686,0.00058336,0.00050647,0.00058477,0.0038521,0.0030135,0.0029816,0.00223,0.0019129,0.0018231,0.00050492,0.0004027,0.00039705,0.00036289,0.00031516,0.00029994,2.5223e-05,2.7627e-05,2.6257e-05
5482.81,0.0096744,0.009877,0.0099044,0.0058957,0.00594,0.0059452,0.00057573,0.00050103,0.0005792,0.0038268,0.0029909,0.0029608,0.0022213,0.0019027,0.0018137,0.0005015,0.00039959,0.0003942,0.00036139,0.0003134,0.00029832,3.0221e-05,2.7481e-05,2.6114e-05
5496.42,0.0096158,0.0098185,0.0098458,0.0058702,0.0059164,0.0059213,0.00056821,0.00049567,0.00057372,0.0038014,0.0029682,0.00294,0.0022125,0.0018924,0.0018043,0.00049808,0.0003965,0.00039136,0.00035986,0.00031163,0.00029668,3.6086e-05,2.7321e-05,2.597e-05
5510.02,0.0095548,0.0097574,0.0097846,0.0058424,0.0058903,0.0058951,0.00056076,0.00049038,0.00056831,0.003775,0.0029448,0.0029185,0.0022029,0.0018813,0.0017941,0.00049454,0.00039331,0.00038842,0.00035819,0.00030973,0.00029494,4.0865e-05,2.7138e-05,2.5816e-05
5523.63,0.0095129,0.0097157,0.009743,0.0058281,0.005878,0.0058825,0.00055365,0.00048524,0.00056302,0.0037561,0.0029273,0.0029029,0.0021983,0.0018747,0.0017881,0.00049199,0.00039091,0.00038626,0.00035736,0.00030856,0.00029387,4.2806e-05,2.7012e-05,2.5722e-05
5537.23,0.0094509,0.0096536,0.0096808,0.005799,0.0058506,0.0058549,0.00054637,0.00048009,0.00055774,0.0037294,0.0029038,0.0028812,0.0021881,0.0018633,0.0017776,0.00048841,0.0003877,0.0003833,0.00035561,0.0003066,0.00029207,4.0906e-05,2.6816e-05,2.5563e-05
5550.84,0.0093948,0.0095974,0.0096245,0.0057736,0.0058269,0.005831,0.00053925,0.00047501,0.00055252,0.0037049,0.0028821,0.0028613,0.0021793,0.0018531,0.0017682,0.00048514,0.00038473,0.00038058,0.00035409,0.00030485,0.00029045,3.6044e-05,2.6646e-05,2.5421e-05
5564.44,0.00934,0.0095424,0.0095695,0.005749,0.0058039,0.0058079,0.00053221,0.00046999,0.00054734,0.0036809,0.0028608,0.0028418,0.0021708,0.0018431,0.0017591,0.00048193,0.00038183,0.00037791,0.00035261,0.00030313,0.00028888,3.0027e-05,2.649e-05,2.5282e-05
5578.05,0.0092859,0.0094882,0.0095153,0.0057248,0.0057814,0.0057852,0.00052526,0.00046502,0.00054221,0.0036572,0.0028398,0.0028226,0.0021625,0.0018333,0.0017501,0.00047876,0.00037897,0.00037529,0.00035116,0.00030145,0.00028733,2.4777e-05,2.635e-05,2.5146e-05
5591.65,0.0092322,0.0094344,0.0094614,0.005701,0.0057593,0.0057628,0.00051839,0.0004601,0.00053712,0.0036337,0.0028191,0.0028036,0.0021543,0.0018237,0.0017413,0.00047562,0.00037613,0.00037269,0.00034974,0.00029979,0.00028581,2.1563e-05,2.6223e-05,2.5012e-05
5605.26,0.0091788,0.0093808,0.0094078,0.0056775,0.0057374,0.0057408,0.00051161,0.00045524,0.00053207,0.0036103,0.0027984,0.0027847,0.0021462,0.0018142,0.0017326,0.00047249,0.00037331,0.0003701,0.00034834,0.00029816,0.00028431,2.0911e-05,2.6102e-05,2.488e-05
5618.86,0.0091255,0.0093272,0.0093541,0.0056542,0.0057158,0.005719,0.00050492,0.00045044,0.00052709,0.0035869,0.0027778,0.0027658,0.0021382,0.0018047,0.001724,0.00046935,0.0003705,0.00036753,0.00034694,0.00029653,0.00028282,2.2867e-05,2.598e-05,2.4748e-05
5632.47,0.0090719,0.0092734,0.0093002,0.0056309,0.0056941,0.0056971,0.00049833,0.0004457,0.00052217,0.0035634,0.0027572,0.0027469,0.0021302,0.0017953,0.0017154,0.00046621,0.0003677,0.00036495,0.00034555,0.00029492,0.00028134,2.7086e-05,2.585e-05,2.4618e-05
5646.07,0.0090174,0.0092185,0.0092453,0.0056072,0.005672,0.0056748,0.00049182,0.00044104,0.00051731,0.0035395,0.0027364,0.0027278,0.002122,0.0017858,0.0017067,0.00046301,0.00036486,0.00036234,0.00034413,0.00029328,0.00027984,3.2614e-05,2.5706e-05,2.4486e-05
5659.68,0.0089637,0.0091645,0.0091911,0.0055831,0.0056494,0.0056519,0.00048544,0.00043648,0.00051257,0.003516,0.0027159,0.0027089,0.0021136,0.0017762,0.0016978,0.00045985,0.00036207,0.00035977,0.00034268,0.00029162,0.00027832,3.7802e-05,2.5549e-05,2.4352e-05
5673.28,0.0089221,0.0091227,0.0091493,0.0055646,0.0056325,0.0056349,0.0004793,0.00043206,0.00050797,0.0034971,0.002699,0.0026937,0.0021074,0.0017683,0.0016907,0.00045729,0.00035976,0.00035768,0.00034158,0.00029027,0.00027709,4.0813e-05,2.541e-05,2.4243e-05
5686.89,0.0088674,0.0090676,0.0090941,0.0055402,0.0056097,0.0056118,0.00047305,0.00042759,0.00050329,0.0034731,0.0026783,0.0026747,0.0020989,0.0017586,0.0016819,0.00045408,0.00035694,0.00035508,0.00034012,0.00028861,0.00027557,4.0359e-05,2.5241e-05,2.4109e-05
5700.49,0.0088156,0.0090154,0.0090419,0.0055168,0.0055877,0.0055896,0.00046692,0.0004232,0.0004987,0.0034503,0.0026585,0.0026565,0.0020908,0.0017492,0.0016733,0.000451,0.00035425,0.0003526,0.00033871,0.000287,0.00027409,3.6643e-05,2.5081e-05,2.3979e-05
5714.1,0.008765,0.0089644,0.0089907,0.0054936,0.005566,0.0055677,0.00046088,0.00041887,0.00049416,0.0034279,0.0026391,0.0026387,0.0020827,0.00174,0.0016648,0.00044798,0.00035161,0.00035018,0.00033732,0.00028541,0.00027264,3.108e-05,2.4932e-05,2.3851e-05
5727.7,0.0087152,0.0089141,0.0089404,0.0054707,0.0055446,0.0055461,0.00045491,0.00041457,0.00048965,0.0034058,0.00262,0.0026212,0.0020748,0.0017308,0.0016564,0.00044501,0.00034901,0.00034779,0.00033595,0.00028384,0.0002712,2.5548e-05,2.4796e-05,2.3724e-05
5741.31,0.008666,0.0088645,0.0088907,0.0054482,0.0055235,0.0055248,0.000449,0.00041032,0.00048518,0.003384,0.0026012,0.0026039,0.002067,0.0017218,0.0016482,0.00044207,0.00034644,0.00034543,0.0003346,0.0002823,0.00026978,2.1532e-05,2.4674e-05,2.3599e-05
5754.91,0.0086173,0.0088152,0.0088413,0.0054261,0.0055028,0.0055039,0.00044317,0.00040611,0.00048074,0.0033623,0.0025824,0.0025867,0.0020594,0.0017129,0.0016401,0.00043915,0.00034389,0.0003431,0.00033327,0.00028077,0.00026839,1.9789e-05,2.456e-05,2.3477e-05
