,1s,1s,1s,2p,2p,2p,2s,2s,2s
571.41,,,,0.015188,0.015684,0.015408,0.024898,0.02522,0.024518
585.01,,,,0.014092,0.014594,0.014316,0.023692,0.024009,0.023342
598.62,,,,0.013151,0.0136,0.01332,0.022564,0.022874,0.02224
612.22,,,,0.012329,0.012689,0.01241,0.021506,0.02181,0.021206
625.83,,,,0.011575,0.011854,0.011578,0.020513,0.02081,0.020235
639.43,,,,0.010846,0.011088,0.010816,0.019582,0.019872,0.019323
653.04,,,,0.01013,0.010384,0.010116,0.018705,0.018989,0.018464
666.64,,,,0.0094445,0.0097366,0.0094721,0.01788,0.018158,0.017656
680.25,,,,0.0088159,0.0091417,0.0088797,0.017102,0.017376,0.016895
693.85,0.077009,0.075211,0.073416,0.0082647,0.008593,0.0083333,0.01637,0.016638,0.016177
707.46,0.075071,0.073263,0.071522,0.0077925,0.0080861,0.0078288,0.015679,0.015941,0.0155
721.06,0.073198,0.071381,0.069693,0.0073805,0.0076164,0.0073624,0.015027,0.015284,0.01486
734.67,0.071388,0.069563,0.067926,0.0070009,0.0071803,0.0069306,0.014411,0.014663,0.014255
748.27,0.069638,0.067806,0.066219,0.006629,0.006775,0.0065302,0.01383,0.014076,0.013684
761.88,0.067946,0.066108,0.064569,0.0062545,0.0063984,0.0061587,0.013279,0.01352,0.013142
775.48,0.066309,0.064466,0.062974,0.0058828,0.0060484,0.0058134,0.012758,0.012994,0.01263
789.09,0.064726,0.062879,0.061433,0.0055298,0.0057232,0.0054923,0.012264,0.012495,0.012144
802.69,0.063193,0.061344,0.059942,0.0052114,0.0054206,0.0051932,0.011795,0.012022,0.011684
816.3,0.061709,0.059858,0.0585,0.0049366,0.0051384,0.0049143,0.011351,0.011574,0.011246
829.9,0.060272,0.058419,0.057103,0.0047023,0.0048747,0.0046542,0.010929,0.011147,0.010831
843.51,0.05888,0.057027,0.055752,0.0044961,0.0046278,0.0044112,0.010528,0.010742,0.010436
857.11,0.05753,0.055678,0.054443,0.0043017,0.0043962,0.0041841,0.010148,0.010357,0.010061
870.72,0.056221,0.05437,0.053175,0.0041057,0.0041789,0.0039715,0.0097853,0.0099896,0.009703
884.32,0.054951,0.053102,0.051944,0.0039031,0.0039752,0.0037725,0.0094402,0.00964,0.0093623
897.93,0.05372,0.051873,0.050752,0.0036975,0.0037842,0.003586,0.0091113,0.009307,0.0090377
911.53,0.052523,0.05068,0.049595,0.0034984,0.0036053,0.0034111,0.0087974,0.0089891,0.008728
925.14,0.051361,0.049522,0.048473,0.0033165,0.0034375,0.0032469,0.0084979,0.0086859,0.0084324
938.74,0.050233,0.048398,0.047383,0.0031587,0.0032799,0.0030926,0.008212,0.0083962,0.00815
952.35,0.049135,0.047305,0.046324,0.0030257,0.0031316,0.0029476,0.0079388,0.0081193,0.0078801
965.95,0.04807,0.046247,0.045297,0.002912,0.0029917,0.0028112,0.0076782,0.007855,0.0076224
979.56,0.047034,0.045217,0.044299,0.0028082,0.0028595,0.0026828,0.0074291,0.0076019,0.0073757
993.16,0.046026,0.044216,0.043329,0.002705,0.0027345,0.0025618,0.0071908,0.0073598,0.0071396
1006.77,0.045046,0.043243,0.042386,0.0025963,0.0026164,0.0024477,0.0069627,0.0071278,0.0069135
1020.37,0.044093,0.042298,0.041471,0.002481,0.0025048,0.00234,0.0067443,0.0069058,0.0066971
1033.98,0.043166,0.041379,0.04058,0.0023629,0.0023994,0.0022383,0.0065349,0.0066929,0.0064896
1047.58,0.042263,0.040485,0.039714,0.0022487,0.0023,0.0021423,0.0063341,0.0064888,0.0062907
1061.19,0.041385,0.039616,0.038872,0.002145,0.002206,0.0020514,0.0061416,0.0062931,0.0060999
1074.79,0.04053,0.038771,0.038053,0.002056,0.0021171,0.0019654,0.0059568,0.0061053,0.0059168
1088.4,0.0397,0.03795,0.037257,0.0019822,0.0020328,0.001884,0.0057798,0.0059252,0.0057412
1102.0,0.03889,0.03715,0.036483,0.0019202,0.0019527,0.0018068,0.0056099,0.0057521,0.0055725
1115.61,0.038102,0.036372,0.03573,0.0018645,0.0018764,0.0017336,0.0054469,0.0055859,0.0054105
1129.21,0.037335,0.035616,0.034997,0.0018088,0.0018038,0.0016641,0.0052905,0.0054261,0.0052549
1142.82,0.036588,0.034881,0.034284,0.0017488,0.0017346,0.0015982,0.0051402,0.0052727,0.0051053
1156.42,0.035861,0.034164,0.033591,0.0016827,0.0016686,0.0015355,0.0049956,0.005125,0.0049614
1170.03,0.035152,0.033467,0.032916,0.0016124,0.001606,0.0014759,0.0048565,0.0049829,0.004823
1183.63,0.034462,0.032789,0.032258,0.0015415,0.0015464,0.0014192,0.0047226,0.0048462,0.0046898
1197.24,0.03379,0.032129,0.031619,0.0014747,0.0014897,0.0013652,0.0045937,0.0047146,0.0045616
1210.84,0.033135,0.031486,0.030996,0.0014159,0.0014359,0.0013138,0.0044696,0.0045879,0.0044381
1224.45,0.032497,0.03086,0.03039,0.0013668,0.0013844,0.0012647,0.0043501,0.0044658,0.0043192
1238.05,0.031875,0.03025,0.0298,0.0013271,0.0013353,0.001218,0.004235,0.0043481,0.0042045
1251.66,0.031268,0.029656,0.029224,0.001294,0.0012883,0.0011734,0.0041241,0.0042346,0.004094
1265.26,0.030676,0.029077,0.028664,0.0012637,0.0012432,0.0011308,0.0040173,0.0041251,0.0039873
1278.87,0.0301,0.028514,0.028118,0.0012323,0.0012,0.0010902,0.0039144,0.0040195,0.0038845
1292.47,0.029537,0.027964,0.027585,0.0011969,0.0011585,0.0010513,0.003815,0.0039176,0.0037852
1306.08,0.028988,0.027428,0.027066,0.0011567,0.0011188,0.0010141,0.0037191,0.0038191,0.0036894
1319.68,0.028452,0.026906,0.02656,0.0011128,0.0010808,0.0009786,0.0036264,0.0037239,0.0035967
1333.29,0.027929,0.026396,0.026066,0.0010678,0.0010445,0.00094461,0.0035367,0.0036319,0.0035072
1346.89,0.027419,0.025899,0.025585,0.0010246,0.0010098,0.00091208,0.0034502,0.0035431,0.0034207
1360.5,0.02692,0.025414,0.025115,0.00098621,0.0009766,0.00088092,0.0033663,0.0034571,0.003337
1374.1,0.026433,0.024941,0.024656,0.00095417,0.0009448,0.00085107,0.0032853,0.0033739,0.0032561
1387.71,0.025958,0.024479,0.024209,0.00092871,0.00091428,0.00082246,0.0032069,0.0032934,0.0031777
1401.31,0.025493,0.024028,0.023771,0.00090853,0.00088494,0.00079504,0.0031311,0.0032154,0.0031019
1414.92,0.025038,0.023587,0.023344,0.0008913,0.00085668,0.00076875,0.0030577,0.0031398,0.0030284
1428.52,0.024595,0.023158,0.022928,0.00087426,0.00082946,0.00074353,0.0029869,0.0030668,0.0029573
1442.13,0.024161,0.022738,0.022521,0.00085505,0.00080322,0.00071933,0.0029182,0.0029959,0.0028884
1455.73,0.023736,0.022328,0.022123,0.00083225,0.00077796,0.00069609,0.0028517,0.0029272,0.0028216
1469.34,0.023322,0.021927,0.021735,0.00080579,0.00075367,0.00067377,0.0027871,0.0028606,0.0027568
1482.94,0.022915,0.021535,0.021354,0.00077679,0.00073034,0.00065234,0.0027245,0.0027959,0.0026939
1496.55,0.02252,0.021153,0.020984,0.00074719,0.00070797,0.00063176,0.0026638,0.0027333,0.0026331
1510.15,0.022131,0.020779,0.020621,0.00071913,0.0006865,0.00061197,0.0026048,0.0026724,0.002574
1523.76,0.021751,0.020413,0.020267,0.00069446,0.00066588,0.00059294,0.0025476,0.0026133,0.0025166
1537.36,0.02138,0.020056,0.01992,0.00067426,0.00064604,0.00057464,0.002492,0.002556,0.002461
1550.97,0.021017,0.019707,0.019581,0.00065866,0.00062693,0.00055703,0.0024382,0.0025004,0.0024069
1564.57,0.02066,0.019365,0.019249,0.00064681,0.00060848,0.00054008,0.0023858,0.0024462,0.0023543
1578.18,0.020313,0.019032,0.018926,0.00063718,0.00059067,0.00052379,0.0023352,0.0023938,0.0023034
1591.78,0.019972,0.018706,0.018609,0.00062782,0.00057342,0.00050809,0.002286,0.0023428,0.0022539
1605.39,0.019639,0.018386,0.018299,0.000617,0.00055674,0.00049297,0.0022382,0.0022931,0.0022057
1618.99,0.019313,0.018074,0.017996,0.00060355,0.00054061,0.0004784,0.0021918,0.002245,0.002159
1632.6,0.018994,0.017769,0.017699,0.00058713,0.00052502,0.00046435,0.0021467,0.0021981,0.0021135
1646.2,0.018681,0.017471,0.01741,0.00056831,0.00051004,0.00045084,0.0021029,0.0021526,0.0020694
1659.81,0.018375,0.017179,0.017126,0.0005482,0.00049557,0.00043778,0.0020602,0.0021082,0.0020264
1673.41,0.018075,0.016893,0.016848,0.00052837,0.00048165,0.0004252,0.0020187,0.0020651,0.0019846
1687.02,0.017781,0.016613,0.016576,0.00051026,0.00046825,0.00041307,0.0019782,0.0020231,0.0019439
1700.62,0.017494,0.01634,0.01631,0.00049498,0.00045533,0.00040136,0.0019389,0.0019823,0.0019043
1714.23,0.017212,0.016072,0.01605,0.00048303,0.00044285,0.00039004,0.0019007,0.0019426,0.0018659
1727.83,0.016937,0.01581,0.015795,0.00047432,0.00043081,0.00037916,0.0018635,0.001904,0.0018284
1741.44,0.016667,0.015554,0.015546,0.00046801,0.00041912,0.00036861,0.0018273,0.0018663,0.001792
1755.04,0.016402,0.015303,0.015302,0.00046296,0.00040778,0.00035844,0.0017922,0.0018297,0.0017565
1768.65,0.016142,0.015057,0.015062,0.00045779,0.00039677,0.00034862,0.001758,0.0017939,0.0017219
1782.25,0.015888,0.014817,0.014828,0.0004513,0.00038609,0.00033912,0.0017247,0.0017592,0.0016882
1795.86,0.015639,0.014581,0.014599,0.00044268,0.00037572,0.00032994,0.0016923,0.0017253,0.0016555
1809.46,0.015395,0.014351,0.014374,0.00043177,0.00036571,0.00032109,0.0016607,0.0016923,0.0016235
1823.07,0.015156,0.014125,0.014154,0.00041887,0.000356,0.00031251,0.0016299,0.0016601,0.0015924
1836.67,0.014921,0.013904,0.013939,0.00040486,0.00034663,0.00030422,0.0015999,0.0016287,0.0015621
1850.28,0.014691,0.013687,0.013727,0.00039081,0.00033759,0.0002962,0.0015706,0.0015981,0.0015325
1863.88,0.014465,0.013474,0.01352,0.00037781,0.00032887,0.00028845,0.001542,0.0015683,0.0015037
1877.49,0.014243,0.013266,0.013317,0.00036672,0.00032043,0.00028094,0.0015141,0.0015392,0.0014755
1891.09,0.014027,0.013062,0.013119,0.00035805,0.00031229,0.00027369,0.001487,0.0015109,0.0014482
1904.7,0.013814,0.012863,0.012924,0.00035182,0.00030438,0.00026666,0.0014605,0.0014832,0.0014214
1918.3,0.013605,0.012667,0.012732,0.00034767,0.00029671,0.00025986,0.0014347,0.0014562,0.0013954
1931.91,0.0134,0.012475,0.012545,0.00034483,0.00028925,0.00025327,0.0014095,0.0014298,0.0013699
1945.51,0.013199,0.012286,0.012361,0.00034235,0.00028199,0.00024689,0.001385,0.001404,0.0013451
1959.12,0.013001,0.012101,0.01218,0.00033926,0.00027492,0.00024071,0.001361,0.0013789,0.0013208
1972.72,0.012809,0.011921,0.012004,0.0003348,0.00026805,0.00023473,0.0013378,0.0013544,0.0012972
1986.33,0.012618,0.011743,0.01183,0.00032854,0.00026137,0.00022893,0.001315,0.0013304,0.001274
1999.93,0.012431,0.011569,0.01166,0.00032049,0.00025488,0.00022331,0.0012927,0.001307,0.0012515
2013.54,0.012248,0.011398,0.011493,0.00031103,0.0002486,0.00021785,0.001271,0.0012841,0.0012295
2027.14,0.012068,0.011231,0.011329,0.00030085,0.00024251,0.00021257,0.0012497,0.0012618,0.0012079
2040.75,0.011891,0.011066,0.011168,0.00029076,0.00023663,0.00020745,0.0012289,0.00124,0.0011869
2054.35,0.011717,0.010904,0.011009,0.00028155,0.00023094,0.00020248,0.0012085,0.0012185,0.0011662
2067.96,0.011548,0.010747,0.010855,0.00027381,0.00022544,0.00019766,0.0011888,0.0011978,0.0011463
2081.56,0.01138,0.010591,0.010703,0.0002679,0.0002201,0.00019299,0.0011693,0.0011774,0.0011267
2095.17,0.011216,0.010439,0.010554,0.00026384,0.00021491,0.00018845,0.0011503,0.0011575,0.0011075
2108.77,0.011054,0.010289,0.010407,0.00026136,0.00020986,0.00018404,0.0011318,0.001138,0.0010888
2122.38,0.010896,0.010142,0.010263,0.00025994,0.00020494,0.00017976,0.0011137,0.001119,0.0010705
2135.98,0.01074,0.0099979,0.010121,0.00025887,0.00020013,0.00017561,0.001096,0.0011003,0.0010525
2149.59,0.010588,0.0098575,0.0099834,0.00025744,0.00019545,0.00017158,0.0010789,0.0010822,0.0010351
2163.19,0.010437,0.009718,0.0098465,0.00025502,0.00019088,0.00016766,0.001062,0.0010643,0.0010179
2176.8,0.010289,0.0095815,0.0097124,0.00025122,0.00018642,0.00016386,0.0010455,0.0010468,0.0010012
2190.4,0.010143,0.0094476,0.0095808,0.00024595,0.00018208,0.00016016,0.0010294,0.0010298,0.00098477
2204.01,0.010001,0.0093162,0.0094517,0.00023941,0.00017786,0.00015656,0.0010136,0.0010131,0.00096875
2217.61,0.0098607,0.0091871,0.0093249,0.00023203,0.00017376,0.00015306,0.0009981,0.00099674,0.00095307
2231.22,0.0097226,0.0090601,0.0091999,0.00022439,0.00016978,0.00014966,0.00098291,0.00098072,0.00093769
2244.82,0.0095879,0.0089363,0.0090781,0.00021712,0.00016595,0.00014637,0.00096813,0.00096514,0.00092275
2258.43,0.0094545,0.0088138,0.0089576,0.00021072,0.00016221,0.00014315,0.00095356,0.00094978,0.00090803
2272.03,0.0093235,0.0086936,0.0088392,0.00020559,0.00015859,0.00014002,0.0009393,0.00093476,0.00089363
2285.64,0.0091948,0.0085756,0.008723,0.00020189,0.00015507,0.00013698,0.00092535,0.00092006,0.00087955
2299.24,0.0090684,0.0084597,0.0086089,0.00019957,0.00015163,0.00013402,0.00091171,0.00090568,0.00086577
2312.85,0.0089442,0.008346,0.0084968,0.00019838,0.00014828,0.00013113,0.00089838,0.0008916,0.00085228
2326.45,0.0088218,0.008234,0.0083863,0.00019786,0.00014498,0.00012831,0.00088531,0.00087777,0.00083904
2340.06,0.0087022,0.0081246,0.0082784,0.00019756,0.0001418,0.0001256,0.0008726,0.0008643,0.00082615
2353.66,0.008584,0.0080166,0.0081718,0.00019684,0.00013866,0.00012294,0.00086011,0.00085104,0.00081346
2367.27,0.0084677,0.0079105,0.008067,0.00019529,0.0001356,0.00012034,0.00084787,0.00083805,0.00080103
2380.87,0.0083533,0.0078062,0.007964,0.00019264,0.0001326,0.00011782,0.00083589,0.00082532,0.00078886
2394.48,0.008241,0.0077037,0.0078628,0.00018881,0.00012967,0.00011536,0.00082415,0.00081285,0.00077694
2408.08,0.0081306,0.0076031,0.0077634,0.00018395,0.00012682,0.00011296,0.00081264,0.00080063,0.00076527
2421.69,0.008022,0.0075043,0.0076657,0.00017837,0.00012404,0.00011062,0.00080135,0.00078866,0.00075383
2435.29,0.0079153,0.0074072,0.0075696,0.00017255,0.00012136,0.00010835,0.00079027,0.00077693,0.00074263
2448.9,0.0078102,0.0073116,0.007475,0.00016689,0.00011874,0.00010613,0.00077938,0.00076542,0.00073164
2462.5,0.0077067,0.0072176,0.0073819,0.00016183,0.0001162,0.00010396,0.00076868,0.00075412,0.00072085
2476.11,0.0076048,0.0071251,0.0072903,0.00015768,0.00011373,0.00010185,0.00075818,0.00074303,0.00071027
2489.71,0.0075045,0.0070342,0.0072002,0.00015462,0.00011132,9.9791e-05,0.00074788,0.00073216,0.0006999
2503.32,0.007406,0.0069448,0.0071116,0.00015268,0.00010897,9.7782e-05,0.00073779,0.00072149,0.00068973
2516.92,0.0073092,0.0068571,0.0070246,0.00015168,0.00010667,9.581e-05,0.00072793,0.00071105,0.00067978
2530.53,0.0072139,0.0067708,0.006939,0.00015143,0.00010444,9.3915e-05,0.00071826,0.00070081,0.00067001
2544.13,0.0071201,0.0066859,0.0068547,0.00015148,0.00010224,9.2047e-05,0.00070878,0.00069075,0.00066043
2557.74,0.0070278,0.0066024,0.0067718,0.00015143,0.00010008,9.0224e-05,0.00069949,0.00068088,0.00065102
2571.34,0.0069368,0.0065201,0.00669,0.00015091,9.7962e-05,8.8447e-05,0.00069037,0.00067117,0.00064178
2584.95,0.0068471,0.0064391,0.0066095,0.00014962,9.589e-05,8.6713e-05,0.00068141,0.00066164,0.00063271
2598.55,0.0067588,0.0063594,0.0065302,0.00014741,9.3864e-05,8.502e-05,0.00067262,0.00065227,0.00062379
2612.16,0.0066718,0.0062809,0.0064521,0.00014427,9.1881e-05,8.3365e-05,0.00066397,0.00064307,0.00061504
2625.76,0.006587,0.0062044,0.006376,0.00014038,8.9957e-05,8.1756e-05,0.00065555,0.00063412,0.00060653
2639.37,0.0065029,0.0061286,0.0063005,0.00013598,8.8075e-05,8.0178e-05,0.00064721,0.00062527,0.00059812
2652.97,0.0064202,0.0060541,0.0062263,0.00013143,8.6243e-05,7.8637e-05,0.00063901,0.00061659,0.00058986
2666.58,0.0063387,0.0059807,0.0061532,0.00012706,8.4462e-05,7.7132e-05,0.00063095,0.00060806,0.00058175
2680.18,0.0062583,0.0059084,0.0060811,0.00012319,8.273e-05,7.5662e-05,0.000623,0.00059966,0.00057378
2693.79,0.0061791,0.0058371,0.00601,0.00012004,8.1045e-05,7.4228e-05,0.00061518,0.00059141,0.00056594
2707.39,0.0061005,0.0057665,0.0059394,0.00011775,7.9402e-05,7.2826e-05,0.00060744,0.00058325,0.00055819
2721.0,0.0060252,0.0056988,0.0058719,0.00011632,7.7801e-05,7.1459e-05,0.00060004,0.00057542,0.00055077
2734.6,0.0059493,0.0056307,0.0058038,0.00011566,7.6231e-05,7.012e-05,0.00059262,0.00056757,0.00054332
2748.21,0.0058749,0.0055639,0.0057371,0.00011558,7.4692e-05,6.8812e-05,0.00058536,0.00055989,0.00053603
2761.81,0.0058018,0.0054982,0.0056714,0.00011579,7.3182e-05,6.7532e-05,0.00057825,0.00055235,0.00052888
2775.42,0.0057297,0.0054335,0.0056067,0.00011599,7.17e-05,6.6281e-05,0.00057127,0.00054494,0.00052185
2789.02,0.0056585,0.0053698,0.0055429,0.00011588,7.0244e-05,6.5058e-05,0.0005644,0.00053764,0.00051494
2802.63,0.0055882,0.0053067,0.0054797,0.00011521,6.8817e-05,6.3863e-05,0.00055763,0.00053044,0.00050812
2816.23,0.0055189,0.0052446,0.0054175,0.00011382,6.742e-05,6.2697e-05,0.00055097,0.00052336,0.00050141
2829.84,0.0054519,0.0051847,0.0053574,0.00011169,6.6053e-05,6.1556e-05,0.00054455,0.00051652,0.00049493
2843.44,0.0053847,0.0051245,0.0052971,0.00010888,6.4716e-05,6.044e-05,0.00053811,0.00050969,0.00048846
2857.05,0.0053187,0.0050655,0.0052379,0.00010558,6.3411e-05,5.9348e-05,0.00053179,0.00050298,0.00048212
2870.65,0.0052538,0.0050074,0.0051796,0.00010203,6.2139e-05,5.8279e-05,0.00052557,0.0004964,0.00047589
2884.26,0.0051899,0.0049503,0.0051222,9.8478e-05,6.09e-05,5.7233e-05,0.00051944,0.00048993,0.00046977
2897.86,0.0051268,0.0048939,0.0050655,9.5186e-05,5.9694e-05,5.621e-05,0.0005134,0.00048355,0.00046374
2911.47,0.0050642,0.0048379,0.0050092,9.2356e-05,5.8518e-05,5.5207e-05,0.0005074,0.00047724,0.00045778
2925.07,0.0050042,0.0047844,0.0049554,9.0153e-05,5.7381e-05,5.4236e-05,0.00050167,0.00047119,0.00045206
2938.68,0.0049433,0.00473,0.0049007,8.8612e-05,5.6263e-05,5.3278e-05,0.00049585,0.00046508,0.00044629
2952.28,0.0048837,0.0046767,0.0048471,8.7739e-05,5.5172e-05,5.2342e-05,0.00049017,0.0004591,0.00044064
2965.89,0.004825,0.0046244,0.0047943,8.7438e-05,5.4103e-05,5.1426e-05,0.0004846,0.00045322,0.00043509
2979.49,0.0047673,0.0045729,0.0047424,8.7546e-05,5.3054e-05,5.0528e-05,0.00047913,0.00044745,0.00042964
2993.1,0.0047104,0.0045222,0.0046913,8.7849e-05,5.2022e-05,4.965e-05,0.00047376,0.00044178,0.00042428
3006.7,0.0046544,0.0044722,0.0046409,8.8108e-05,5.1007e-05,4.8788e-05,0.00046849,0.00043619,0.00041901
3020.31,0.0045989,0.0044227,0.004591,8.8097e-05,5.0009e-05,4.7944e-05,0.00046328,0.00043068,0.00041381
3033.91,0.0045451,0.0043748,0.0045425,8.7657e-05,4.9039e-05,4.7129e-05,0.00045824,0.00042532,0.00040876
3047.52,0.0044912,0.0043267,0.004494,8.6631e-05,4.8078e-05,4.6321e-05,0.00045319,0.00041997,0.00040372
3061.12,0.0044381,0.0042794,0.0044462,8.5017e-05,4.7139e-05,4.5532e-05,0.00044823,0.00041472,0.00039877
3074.73,0.0043858,0.0042329,0.0043991,8.2868e-05,4.622e-05,4.476e-05,0.00044334,0.00040955,0.00039389
3088.33,0.0043344,0.004187,0.0043527,8.0312e-05,4.5322e-05,4.4003e-05,0.00043852,0.00040446,0.00038911
3101.94,0.0042837,0.0041419,0.0043071,7.7526e-05,4.4446e-05,4.3262e-05,0.00043378,0.00039947,0.0003844
3115.54,0.0042338,0.0040975,0.0042621,7.4705e-05,4.359e-05,4.2534e-05,0.0004291,0.00039455,0.00037977
3129.15,0.0041845,0.0040536,0.0042176,7.2036e-05,4.2754e-05,4.1817e-05,0.00042448,0.00038971,0.00037521
3142.75,0.0041362,0.0040107,0.0041741,6.972e-05,4.1956e-05,4.1133e-05,0.00041994,0.00038496,0.00037075
3156.36,0.0040883,0.003968,0.0041308,6.7823e-05,4.1164e-05,4.0448e-05,0.00041545,0.00038026,0.00036633
3169.96,0.004041,0.0039259,0.0040881,6.6442e-05,4.0393e-05,3.978e-05,0.00041101,0.00037563,0.00036197
3183.57,0.0039944,0.0038844,0.0040459,6.5589e-05,3.964e-05,3.9126e-05,0.00040664,0.00037106,0.00035768
3197.17,0.0039484,0.0038435,0.0040043,6.5218e-05,3.8902e-05,3.8485e-05,0.00040233,0.00036657,0.00035345
3210.78,0.0039031,0.0038032,0.0039634,6.523e-05,3.8178e-05,3.7857e-05,0.00039811,0.00036215,0.0003493
3224.38,0.0038585,0.0037635,0.003923,6.5481e-05,3.7465e-05,3.724e-05,0.00039396,0.0003578,0.00034521
3237.99,0.0038146,0.0037244,0.0038833,6.5795e-05,3.6761e-05,3.6632e-05,0.00038988,0.00035353,0.0003412
3251.59,0.0037713,0.0036859,0.0038441,6.6029e-05,3.6083e-05,3.6052e-05,0.00038587,0.00034932,0.00033724
3265.2,0.0037286,0.0036479,0.0038054,6.5969e-05,3.5404e-05,3.547e-05,0.00038192,0.00034517,0.00033335
3278.8,0.0036864,0.0036104,0.0037671,6.5521e-05,3.4738e-05,3.4901e-05,0.00037802,0.00034108,0.0003295
3292.41,0.0036447,0.0035733,0.0037293,6.4619e-05,3.4085e-05,3.4344e-05,0.00037417,0.00033704,0.00032571
3306.01,0.0036035,0.0035366,0.0036919,6.3262e-05,3.3446e-05,3.3799e-05,0.00037036,0.00033305,0.00032197
3319.62,0.0035629,0.0035005,0.003655,6.1509e-05,3.282e-05,3.3265e-05,0.00036661,0.00032912,0.00031829
3333.22,0.0035228,0.0034648,0.0036186,5.9466e-05,3.2208e-05,3.2741e-05,0.0003629,0.00032526,0.00031466
3346.83,0.0034834,0.0034298,0.0035828,5.7269e-05,3.1609e-05,3.2225e-05,0.00035924,0.00032146,0.0003111
3360.43,0.0034448,0.0033954,0.0035477,5.5082e-05,3.1033e-05,3.1728e-05,0.00035566,0.00031774,0.00030761
3374.04,0.0034065,0.0033613,0.0035129,5.3015e-05,3.0464e-05,3.1232e-05,0.00035209,0.00031405,0.00030415
3387.64,0.0033687,0.0033277,0.0034785,5.1202e-05,2.991e-05,3.0746e-05,0.00034857,0.00031041,0.00030075
3401.25,0.0033314,0.0032945,0.0034445,4.9731e-05,2.937e-05,3.027e-05,0.00034509,0.00030683,0.00029739
3414.85,0.0032946,0.0032617,0.0034109,4.8651e-05,2.8843e-05,2.9804e-05,0.00034166,0.00030329,0.00029407
3428.46,0.0032581,0.0032292,0.0033776,4.7975e-05,2.8328e-05,2.9347e-05,0.00033826,0.0002998,0.0002908
3442.06,0.0032221,0.0031971,0.0033447,4.7674e-05,2.7823e-05,2.8899e-05,0.00033491,0.00029635,0.00028757
3455.67,0.0031863,0.0031652,0.0033119,4.7681e-05,2.7327e-05,2.8459e-05,0.00033158,0.00029292,0.00028436
3469.27,0.0031524,0.0031351,0.0032811,4.7902e-05,2.6844e-05,2.8032e-05,0.00032845,0.00028968,0.00028133
3482.88,0.0031177,0.0031041,0.0032492,4.8201e-05,2.6363e-05,2.7607e-05,0.00032523,0.00028636,0.00027822
3496.48,0.0030837,0.0030738,0.0032181,4.8454e-05,2.5891e-05,2.7192e-05,0.0003221,0.00028312,0.00027519
