,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
1959.12,0.064628,0.061963,0.060831,0.023358,0.022289,0.022042,0.007996,0.0076922,0.0072044,0.021451,0.022235,0.021398,0.0082167,0.008648,0.0085664,0.00039413,0.00041271,0.00039727,0.00085092,0.0009013,0.0008942
1972.72,0.063823,0.061183,0.060075,0.023181,0.02211,0.021867,0.0078265,0.0075106,0.00703,0.021111,0.021881,0.021053,0.0081163,0.0085448,0.0084624,0.0003877,0.0004059,0.00039061,0.00084184,0.00088969,0.00088245
1986.33,0.063023,0.060406,0.059322,0.023003,0.02193,0.021691,0.0076626,0.007334,0.0068606,0.020775,0.021531,0.020712,0.0080165,0.0084421,0.008359,0.00038387,0.00039917,0.00038404,0.00083366,0.00087814,0.0008708
1999.93,0.062237,0.059644,0.058584,0.022828,0.021754,0.021518,0.0075038,0.0071624,0.0066962,0.020448,0.02119,0.02038,0.0079188,0.0083416,0.0082577,0.00038056,0.0003926,0.00037764,0.00082552,0.00086685,0.00085942
2013.54,0.061465,0.058896,0.057859,0.022654,0.021579,0.021347,0.0073491,0.0069956,0.0065366,0.020128,0.020856,0.020055,0.007823,0.0082429,0.0081584,0.00037542,0.00038615,0.00037138,0.00081646,0.00085575,0.00084826
2027.14,0.060704,0.058159,0.057145,0.022483,0.021407,0.021178,0.0071978,0.0068334,0.0063816,0.019814,0.020529,0.019736,0.007729,0.008146,0.0080608,0.00036769,0.00037984,0.00036525,0.00080594,0.00084487,0.00083732
2040.75,0.059954,0.057433,0.056441,0.022313,0.021236,0.021011,0.0070494,0.0066757,0.006231,0.019507,0.020208,0.019424,0.0076365,0.0080507,0.0079648,0.00035879,0.00037368,0.00035925,0.00079398,0.00083419,0.00082658
2054.35,0.059213,0.056715,0.055745,0.022144,0.021066,0.020845,0.0069034,0.0065223,0.0060847,0.019205,0.019893,0.019117,0.0075453,0.0079566,0.00787,0.00035108,0.00036765,0.00035335,0.00078108,0.00082368,0.00081599
2067.96,0.058492,0.056018,0.05507,0.02198,0.020901,0.020683,0.00676,0.0063737,0.0059431,0.018913,0.019587,0.018819,0.0074567,0.0078651,0.0077779,0.00034608,0.00036181,0.00034765,0.0007683,0.00081349,0.00080571
2081.56,0.057776,0.055326,0.054399,0.021814,0.020735,0.020521,0.0066182,0.0062288,0.0058052,0.018624,0.019285,0.018525,0.0073688,0.0077744,0.0076866,0.00034315,0.00035604,0.00034201,0.00075633,0.00080342,0.00079553
2095.17,0.057071,0.054644,0.053739,0.021651,0.020571,0.02036,0.0064785,0.006088,0.0056712,0.018342,0.01899,0.018238,0.0072825,0.0076853,0.0075969,0.00034035,0.00035037,0.00033651,0.00074593,0.00079354,0.00078555
2108.77,0.056377,0.053974,0.053089,0.02149,0.020409,0.020202,0.0063409,0.005951,0.005541,0.018065,0.018701,0.017956,0.0071977,0.0075977,0.0075087,0.0003357,0.00034481,0.00033111,0.00073731,0.00078385,0.00077575
2122.38,0.055693,0.053315,0.05245,0.02133,0.020249,0.020046,0.0062057,0.0058178,0.0054144,0.017794,0.018417,0.01768,0.0071144,0.0075116,0.007422,0.00032877,0.00033937,0.00032583,0.00073017,0.00077433,0.00076613
2135.98,0.055018,0.052664,0.051818,0.021172,0.020091,0.019891,0.0060732,0.005688,0.0052912,0.017528,0.018138,0.017409,0.0070325,0.0074268,0.0073367,0.00032094,0.00033404,0.00032065,0.00072383,0.00076496,0.00075667
2149.59,0.054359,0.052028,0.051203,0.021016,0.019935,0.019738,0.0059448,0.0055625,0.0051721,0.017269,0.017867,0.017145,0.0069522,0.0073437,0.0072531,0.00031429,0.00032887,0.00031561,0.00071746,0.00075576,0.00074741
2163.19,0.053703,0.051396,0.050589,0.02086,0.01978,0.019586,0.005819,0.0054397,0.0050556,0.017013,0.017599,0.016884,0.0068729,0.0072615,0.0071704,0.00030997,0.00032377,0.00031063,0.00071024,0.00074666,0.00073827
2176.8,0.053058,0.050775,0.049987,0.020706,0.019626,0.019436,0.0056975,0.0053204,0.0049425,0.016763,0.017336,0.016629,0.0067949,0.0071807,0.0070891,0.00030753,0.00031877,0.00030575,0.00070175,0.00073772,0.00072929
2190.4,0.052424,0.050164,0.049394,0.020553,0.019474,0.019287,0.0055802,0.0052044,0.0048325,0.016517,0.017079,0.016379,0.0067182,0.0071012,0.007009,0.00030521,0.00031386,0.00030098,0.00069198,0.00072893,0.00072046
2204.01,0.051799,0.049563,0.048811,0.020402,0.019323,0.01914,0.0054672,0.0050914,0.0047255,0.016277,0.016827,0.016134,0.0066428,0.0070229,0.0069303,0.00030128,0.00030904,0.00029631,0.00068136,0.00072031,0.00071178
2217.61,0.051183,0.048971,0.048237,0.020253,0.019174,0.018994,0.0053586,0.0049814,0.0046214,0.016042,0.01658,0.015893,0.0065687,0.006946,0.006853,0.00029527,0.00030431,0.00029173,0.0006706,0.00071185,0.00070327
2231.22,0.050576,0.048387,0.047671,0.020105,0.019027,0.01885,0.005254,0.004874,0.0045199,0.015811,0.016337,0.015657,0.0064958,0.0068703,0.0067769,0.0002883,0.00029969,0.00028723,0.00066047,0.00070356,0.00069489
2244.82,0.04998,0.047815,0.047116,0.019958,0.018882,0.018708,0.0051544,0.0047701,0.0044217,0.015585,0.0161,0.015427,0.0064241,0.0067959,0.006702,0.00028222,0.00029519,0.00028284,0.00065156,0.00069541,0.00068667
2258.43,0.049391,0.047248,0.046567,0.019813,0.018737,0.018567,0.005058,0.0046683,0.0043257,0.015363,0.015866,0.0152,0.0063536,0.0067225,0.0066282,0.00027817,0.00029076,0.00027852,0.00064414,0.0006874,0.00067857
2272.03,0.04881,0.046691,0.046026,0.019669,0.018594,0.018428,0.0049651,0.0045692,0.0042322,0.015145,0.015637,0.014977,0.0062841,0.0066502,0.0065555,0.00027598,0.00028641,0.00027429,0.00063807,0.00067951,0.0006706
2285.64,0.048237,0.046142,0.045493,0.019526,0.018453,0.018289,0.0048753,0.0044727,0.0041413,0.014932,0.015412,0.014759,0.0062157,0.006579,0.0064839,0.00027421,0.00028214,0.00027014,0.00063289,0.00067173,0.00066276
2299.24,0.047673,0.045601,0.044969,0.019385,0.018313,0.018152,0.004788,0.0043786,0.0040527,0.014722,0.015191,0.014545,0.0061484,0.0065089,0.0064134,0.00027123,0.00027794,0.00026607,0.00062792,0.00066407,0.00065505
2312.85,0.047118,0.045069,0.044453,0.019245,0.018174,0.018017,0.0047027,0.0042867,0.0039664,0.014517,0.014975,0.014335,0.0060822,0.0064399,0.0063441,0.00026637,0.00027382,0.00026209,0.00062248,0.00065653,0.00064747
2326.45,0.046571,0.044545,0.043944,0.019106,0.018037,0.017883,0.0046187,0.0041968,0.003882,0.014316,0.014763,0.014129,0.0060171,0.0063721,0.0062759,0.00026032,0.00026979,0.00025818,0.00061606,0.0006491,0.00064002
2340.06,0.046033,0.04403,0.043444,0.01897,0.017902,0.017751,0.0045371,0.0041101,0.0038007,0.014118,0.014555,0.013927,0.0059532,0.0063054,0.0062089,0.00025466,0.00026586,0.00025435,0.0006085,0.00064181,0.00063271
2353.66,0.045501,0.043521,0.04295,0.018834,0.017768,0.017621,0.0044556,0.0040248,0.0037209,0.013924,0.01435,0.013728,0.0058902,0.0062396,0.0061428,0.00025066,0.000262,0.00025059,0.00059998,0.00063464,0.00062551
2367.27,0.044976,0.043019,0.042462,0.018699,0.017636,0.017491,0.004375,0.0039417,0.0036431,0.013734,0.014149,0.013533,0.0058281,0.0061748,0.0060777,0.00024851,0.00025821,0.00024689,0.00059097,0.00062759,0.00061842
2380.87,0.044459,0.042525,0.041982,0.018566,0.017504,0.017362,0.0042951,0.0038607,0.0035673,0.013547,0.013952,0.013342,0.005767,0.0061109,0.0060135,0.00024722,0.00025448,0.00024327,0.00058212,0.00062065,0.00061144
2394.48,0.043949,0.042037,0.041509,0.018434,0.017374,0.017235,0.0042157,0.0037817,0.0034935,0.013364,0.013758,0.013154,0.0057067,0.0060479,0.0059502,0.00024529,0.00025081,0.00023972,0.00057402,0.00061384,0.00060456
2408.08,0.043446,0.041557,0.041043,0.018302,0.017245,0.017109,0.0041371,0.0037046,0.0034216,0.013184,0.013568,0.01297,0.0056474,0.0059858,0.0058878,0.00024173,0.0002472,0.00023623,0.00056709,0.00060713,0.00059779
2421.69,0.042951,0.041085,0.040584,0.018172,0.017117,0.016984,0.0040591,0.0036293,0.0033513,0.013007,0.013382,0.012789,0.005589,0.0059247,0.0058265,0.00023672,0.00024367,0.00023282,0.00056145,0.00060054,0.00059114
2435.29,0.042463,0.04062,0.040132,0.018045,0.016992,0.016862,0.0039826,0.0035562,0.0032831,0.012834,0.013198,0.012611,0.0055319,0.0058649,0.0057664,0.00023143,0.00024022,0.00022947,0.0005569,0.00059408,0.00058463
2448.9,0.041982,0.040161,0.039687,0.017918,0.016867,0.01674,0.0039069,0.0034845,0.0032163,0.012664,0.013018,0.012437,0.0054754,0.0058056,0.0057069,0.00022723,0.00023684,0.00022618,0.00055293,0.00058769,0.00057819
2462.5,0.041507,0.039708,0.039247,0.017792,0.016743,0.01662,0.0038328,0.0034146,0.0031512,0.012497,0.012841,0.012265,0.0054197,0.0057473,0.0056483,0.00022475,0.00023352,0.00022295,0.00054897,0.00058138,0.00057186
2476.11,0.041038,0.039261,0.038812,0.017667,0.016621,0.0165,0.0037606,0.0033465,0.0030877,0.012332,0.012667,0.012097,0.0053649,0.0056897,0.0055905,0.00022354,0.00023025,0.00021978,0.00054447,0.00057516,0.00056562
2489.71,0.040575,0.03882,0.038384,0.017542,0.016499,0.016381,0.0036904,0.00328,0.0030259,0.012171,0.012496,0.011931,0.0053107,0.0056328,0.0055334,0.00022238,0.00022703,0.00021666,0.00053906,0.00056902,0.00055947
2503.32,0.040118,0.038386,0.037962,0.017419,0.016378,0.016263,0.0036225,0.0032151,0.0029655,0.012012,0.012328,0.011768,0.0052573,0.0055767,0.0054771,0.00022007,0.00022386,0.00021361,0.00053263,0.00056296,0.0005534
2516.92,0.039667,0.037957,0.037545,0.017296,0.016259,0.016147,0.0035569,0.0031517,0.0029066,0.011856,0.012163,0.011608,0.0052047,0.0055213,0.0054215,0.00021621,0.00022075,0.0002106,0.0005254,0.000557,0.00054742
2530.53,0.039227,0.037538,0.037138,0.017177,0.016143,0.016033,0.0034939,0.00309,0.0028492,0.011704,0.012001,0.011452,0.0051535,0.0054675,0.0053675,0.00021146,0.00021772,0.00020768,0.00051786,0.00055121,0.00054161
2544.13,0.03879,0.037123,0.036734,0.017058,0.016026,0.015919,0.0034332,0.0030296,0.0027931,0.011554,0.011842,0.011298,0.0051025,0.0054138,0.0053137,0.000207,0.00021474,0.00020479,0.00051042,0.00054546,0.00053583
2557.74,0.038359,0.036714,0.036336,0.016939,0.01591,0.015807,0.0033748,0.0029705,0.0027383,0.011407,0.011686,0.011147,0.0050523,0.005361,0.0052607,0.00020386,0.00021183,0.00020196,0.00050365,0.00053982,0.00053015
2571.34,0.037933,0.03631,0.035943,0.016822,0.015796,0.015695,0.0033187,0.0029128,0.0026848,0.011262,0.011532,0.010998,0.0050029,0.0053089,0.0052084,0.00020224,0.00020896,0.00019917,0.00049787,0.00053427,0.00052455
2584.95,0.037513,0.035911,0.035555,0.016705,0.015683,0.015585,0.0032646,0.0028565,0.0026326,0.011119,0.01138,0.010851,0.0049542,0.0052575,0.0051569,0.0002014,0.00020613,0.00019644,0.00049318,0.0005288,0.00051903
2598.55,0.037098,0.035517,0.035172,0.016589,0.01557,0.015475,0.0032124,0.0028014,0.0025817,0.010979,0.011231,0.010707,0.004906,0.0052066,0.0051059,0.00020019,0.00020334,0.00019374,0.00048942,0.00052339,0.00051359
2612.16,0.036687,0.035127,0.034793,0.016473,0.015457,0.015365,0.0031618,0.0027477,0.002532,0.010841,0.011084,0.010565,0.0048582,0.0051561,0.0050553,0.00019772,0.00020059,0.0001911,0.00048618,0.00051801,0.00050818
2625.76,0.036289,0.03475,0.034426,0.016362,0.01535,0.01526,0.0031124,0.0026951,0.0024835,0.010707,0.010942,0.010428,0.0048124,0.0051077,0.0050068,0.00019398,0.00019793,0.00018853,0.00048317,0.00051285,0.000503
2639.37,0.035891,0.034373,0.034059,0.016249,0.01524,0.015153,0.003064,0.0026437,0.0024361,0.010574,0.0108,0.010291,0.0047662,0.0050589,0.0049578,0.00018969,0.00019529,0.00018599,0.00047965,0.00050764,0.00049779
2652.97,0.035499,0.034002,0.033698,0.016137,0.015132,0.015047,0.0030163,0.0025935,0.0023897,0.010443,0.010662,0.010157,0.0047208,0.0050109,0.0049097,0.00018598,0.00019272,0.00018349,0.0004754,0.00050252,0.00049267
2666.58,0.035113,0.033636,0.033342,0.016027,0.015026,0.014943,0.002969,0.0025442,0.0023444,0.010315,0.010525,0.010025,0.0046762,0.0049636,0.0048623,0.00018359,0.00019019,0.00018104,0.00047028,0.00049748,0.00048763
2680.18,0.034731,0.033275,0.03299,0.015918,0.01492,0.01484,0.002922,0.0024961,0.0023002,0.010189,0.010391,0.0098955,0.0046322,0.004917,0.0048156,0.00018249,0.0001877,0.00017863,0.00046439,0.00049253,0.00048267
2693.79,0.034353,0.032918,0.032642,0.015809,0.014815,0.014738,0.0028752,0.002449,0.0022569,0.010065,0.010258,0.0097677,0.0045888,0.0048709,0.0047695,0.00018188,0.00018524,0.00017625,0.00045804,0.00048764,0.00047777
2707.39,0.033978,0.032563,0.032297,0.0157,0.01471,0.014635,0.0028284,0.002403,0.0022146,0.0099415,0.010127,0.0096412,0.0045456,0.0048251,0.0047237,0.00018073,0.0001828,0.00017391,0.00045163,0.0004828,0.00047291
2721.0,0.033619,0.032224,0.031966,0.015596,0.01461,0.014538,0.002782,0.0023582,0.0021735,0.0098238,0.010002,0.00952,0.0045042,0.0047812,0.0046797,0.00017844,0.00018046,0.00017166,0.00044575,0.00047816,0.00046825
2734.6,0.033254,0.03188,0.031631,0.015489,0.014507,0.014437,0.0027355,0.0023142,0.0021332,0.0097051,0.009875,0.009398,0.0044623,0.0047367,0.0046351,0.00017499,0.00017811,0.00016939,0.00044053,0.00047348,0.00046353
2748.21,0.032897,0.031542,0.031302,0.015384,0.014406,0.014338,0.0026892,0.0022712,0.0020938,0.009589,0.0097511,0.0092785,0.0044212,0.0046929,0.0045913,0.0001712,0.00017582,0.00016718,0.00043627,0.00046888,0.00045891
2761.81,0.032545,0.03121,0.030978,0.01528,0.014306,0.014241,0.0026433,0.0022291,0.0020552,0.009475,0.0096293,0.0091612,0.0043807,0.0046498,0.0045482,0.00016804,0.00017357,0.00016501,0.00043291,0.00046435,0.00045435
2775.42,0.032197,0.030882,0.030659,0.015177,0.014207,0.014144,0.0025978,0.0021879,0.0020175,0.0093628,0.0095096,0.0090458,0.0043408,0.0046074,0.0045057,0.0001661,0.00017137,0.00016287,0.00043022,0.00045989,0.00044987
2789.02,0.031854,0.030558,0.030343,0.015075,0.014109,0.014049,0.0025528,0.0021476,0.0019806,0.0092525,0.0093917,0.0089323,0.0043015,0.0045655,0.0044638,0.00016529,0.00016919,0.00016077,0.00042782,0.00045548,0.00044545
2802.63,0.031513,0.030237,0.03003,0.014973,0.014012,0.013954,0.0025087,0.0021081,0.0019445,0.0091435,0.0092754,0.0088202,0.0042627,0.0045242,0.0044224,0.00016487,0.00016704,0.0001587,0.0004253,0.00045112,0.00044109
2816.23,0.031177,0.02992,0.029721,0.014872,0.013915,0.013859,0.0024655,0.0020694,0.0019091,0.0090361,0.0091606,0.0087097,0.0042242,0.0044832,0.0043814,0.00016394,0.00016491,0.00015665,0.00042226,0.0004468,0.00043677
2829.84,0.030851,0.029614,0.029422,0.014774,0.013821,0.013768,0.0024241,0.0020321,0.001875,0.0089323,0.0090496,0.0086028,0.0041869,0.0044433,0.0043415,0.00016194,0.00016285,0.00015468,0.00041855,0.0004426,0.00043257
2843.44,0.030524,0.029306,0.029122,0.014675,0.013726,0.013675,0.0023836,0.0019953,0.0018413,0.0088285,0.0089386,0.008496,0.0041495,0.0044034,0.0043016,0.00015888,0.00016079,0.0001527,0.00041404,0.00043839,0.00042838
2857.05,0.030202,0.029002,0.028826,0.014576,0.013632,0.013583,0.0023445,0.0019592,0.0018084,0.0087265,0.0088295,0.0083911,0.0041126,0.004364,0.0042622,0.00015548,0.00015878,0.00015076,0.00040892,0.00043425,0.00042424
2870.65,0.029884,0.028703,0.028534,0.014479,0.013539,0.013493,0.0023068,0.0019239,0.0017761,0.0086263,0.0087223,0.0082879,0.0040763,0.0043251,0.0042234,0.00015261,0.00015681,0.00014886,0.0004035,0.00043017,0.00042016
2884.26,0.02957,0.028409,0.028246,0.014382,0.013447,0.013403,0.0022706,0.0018894,0.0017446,0.0085277,0.0086168,0.0081865,0.0040405,0.0042868,0.0041851,0.00015083,0.00015487,0.00014699,0.00039817,0.00042617,0.00041614
2897.86,0.029261,0.028118,0.027962,0.014287,0.013357,0.013314,0.0022357,0.0018555,0.0017137,0.0084307,0.008513,0.0080867,0.0040052,0.004249,0.0041473,0.00015009,0.00015296,0.00014515,0.00039329,0.00042222,0.00041219
2911.47,0.028954,0.027829,0.02768,0.014192,0.013267,0.013226,0.002202,0.0018222,0.0016833,0.0083348,0.0084103,0.007988,0.0039704,0.0042117,0.0041101,0.00014979,0.00015107,0.00014332,0.00038912,0.00041834,0.00040828
2925.07,0.028656,0.02755,0.027408,0.014099,0.013178,0.01314,0.0021703,0.0017902,0.0016542,0.0082421,0.0083109,0.0078925,0.0039362,0.004175,0.0040734,0.00014914,0.00014923,0.00014156,0.00038577,0.00041451,0.00040444
2938.68,0.028356,0.027268,0.027133,0.014005,0.013089,0.013053,0.0021389,0.0017582,0.0016251,0.0081489,0.0082112,0.0077967,0.0039022,0.0041385,0.004037,0.0001475,0.00014738,0.0001398,0.00038317,0.00041072,0.00040063
2952.28,0.028061,0.026991,0.026862,0.013913,0.013001,0.012967,0.0021086,0.0017271,0.0015968,0.0080575,0.0081132,0.0077026,0.0038687,0.0041025,0.004001,0.00014488,0.00014557,0.00013806,0.0003811,0.00040697,0.00039687
2965.89,0.02777,0.026718,0.026595,0.013821,0.012914,0.012882,0.0020791,0.0016966,0.0015691,0.0079676,0.0080169,0.0076101,0.0038355,0.0040669,0.0039655,0.00014182,0.00014379,0.00013636,0.00037924,0.00040325,0.00039316
2979.49,0.027483,0.026448,0.026331,0.013729,0.012827,0.012798,0.0020502,0.0016668,0.001542,0.0078792,0.0079221,0.0075192,0.0038028,0.0040317,0.0039303,0.0001391,0.00014205,0.00013468,0.00037724,0.00039958,0.00038949
2993.1,0.0272,0.026183,0.026072,0.013639,0.012742,0.012714,0.0020216,0.0016375,0.0015154,0.0077922,0.0078288,0.0074297,0.0037705,0.003997,0.0038957,0.00013729,0.00014034,0.00013303,0.00037479,0.00039594,0.00038587
3006.7,0.02692,0.025921,0.025816,0.013549,0.012657,0.012631,0.0019933,0.0016088,0.0014894,0.0077067,0.0077371,0.0073417,0.0037387,0.0039627,0.0038615,0.00013649,0.00013866,0.00013141,0.00037171,0.00039236,0.00038231
3020.31,0.026644,0.025662,0.025563,0.01346,0.012574,0.01255,0.0019649,0.0015805,0.0014638,0.0076223,0.0076465,0.0072548,0.0037074,0.003929,0.0038278,0.00013626,0.00013699,0.00012981,0.00036795,0.00038883,0.0003788
3033.91,0.026373,0.025408,0.025314,0.013373,0.012491,0.012469,0.0019371,0.0015533,0.0014392,0.0075398,0.0075579,0.0071699,0.0036765,0.0038956,0.0037946,0.0001359,0.00013536,0.00012825,0.00036365,0.00038535,0.00037533
3047.52,0.026103,0.025155,0.025067,0.013285,0.012409,0.012389,0.0019087,0.0015262,0.0014146,0.0074578,0.00747,0.0070856,0.003646,0.0038627,0.0037617,0.00013476,0.00013373,0.0001267,0.00035905,0.00038192,0.00037191
3061.12,0.025836,0.024906,0.024823,0.013199,0.012327,0.012309,0.0018803,0.0014997,0.0013907,0.0073771,0.0073833,0.0070026,0.0036158,0.0038301,0.0037292,0.00013268,0.00013213,0.00012517,0.00035446,0.00037854,0.00036853
3074.73,0.025573,0.024659,0.024582,0.013113,0.012246,0.01223,0.0018518,0.0014737,0.0013673,0.0072975,0.0072979,0.0069208,0.0035859,0.0037978,0.0036971,0.00012999,0.00013056,0.00012367,0.0003502,0.0003752,0.00036518
3088.33,0.025313,0.024416,0.024344,0.013027,0.012166,0.012151,0.0018233,0.0014483,0.0013443,0.0072192,0.0072138,0.0068402,0.0035564,0.0037659,0.0036653,0.00012736,0.00012902,0.00012219,0.00034651,0.00037189,0.00036187
3101.94,0.025057,0.024176,0.024109,0.012942,0.012086,0.012073,0.0017947,0.0014234,0.0013219,0.0071421,0.007131,0.006761,0.0035272,0.0037343,0.0036338,0.00012541,0.0001275,0.00012073,0.00034352,0.00036863,0.00035861
3115.54,0.024804,0.02394,0.023877,0.012858,0.012007,0.011996,0.0017662,0.001399,0.0012998,0.0070663,0.0070496,0.006683,0.0034984,0.0037031,0.0036027,0.00012441,0.00012602,0.0001193,0.00034122,0.00036541,0.00035538
3129.15,0.024554,0.023706,0.023649,0.012774,0.011928,0.01192,0.0017377,0.0013749,0.0012781,0.0069917,0.0069694,0.0066063,0.00347,0.0036724,0.003572,0.00012414,0.00012455,0.00011789,0.00033944,0.00036223,0.0003522
3142.75,0.024308,0.023476,0.023424,0.012693,0.011852,0.011845,0.0017101,0.0013518,0.0012573,0.0069182,0.0068904,0.0065307,0.0034423,0.0036424,0.0035422,0.00012403,0.0001231,0.0001165,0.00033797,0.00035912,0.0003491
3156.36,0.024064,0.023249,0.0232,0.012611,0.011776,0.01177,0.0016824,0.0013287,0.0012365,0.0068457,0.0068125,0.0064562,0.0034147,0.0036124,0.0035123,0.00012343,0.00012166,0.00011513,0.00033644,0.00035601,0.000346
3169.96,0.023823,0.023023,0.02298,0.01253,0.0117,0.011696,0.0016553,0.0013062,0.0012161,0.0067741,0.0067355,0.0063826,0.0033875,0.0035828,0.0034829,0.00012197,0.00012024,0.00011379,0.0003346,0.00035294,0.00034295
3183.57,0.023584,0.022801,0.022761,0.012449,0.011625,0.011623,0.0016289,0.0012841,0.0011962,0.0067034,0.0066596,0.0063101,0.0033605,0.0035535,0.0034537,0.00011976,0.00011885,0.00011246,0.00033224,0.0003499,0.00033993
3197.17,0.023349,0.02258,0.022545,0.012369,0.01155,0.01155,0.0016033,0.0012624,0.0011767,0.0066337,0.0065847,0.0062385,0.0033338,0.0035245,0.0034249,0.00011728,0.00011747,0.00011115,0.00032927,0.00034689,0.00033695
3210.78,0.023116,0.022363,0.022332,0.012289,0.011475,0.011477,0.0015785,0.0012412,0.0011576,0.0065651,0.0065108,0.006168,0.0033074,0.0034958,0.0033963,0.00011515,0.00011613,0.00010985,0.00032575,0.00034391,0.00033399
3224.38,0.022885,0.022148,0.022122,0.01221,0.011401,0.011404,0.0015546,0.0012204,0.0011388,0.0064974,0.0064381,0.0060985,0.0032812,0.0034672,0.0033679,0.00011381,0.0001148,0.00010858,0.00032184,0.00034096,0.00033106
3237.99,0.022659,0.021937,0.021914,0.01213,0.011328,0.011332,0.0015315,0.0012,0.0011204,0.0064309,0.0063665,0.0060302,0.0032552,0.0034389,0.0033398,0.00011329,0.0001135,0.00010733,0.00031779,0.00033805,0.00032816
3251.59,0.022436,0.021729,0.02171,0.012056,0.011258,0.011264,0.0015096,0.0011802,0.0011026,0.0063656,0.0062963,0.0059632,0.0032306,0.0034121,0.003313,0.00011324,0.00011222,0.00010611,0.000314,0.00033528,0.00032539
3265.2,0.022215,0.021523,0.021508,0.011978,0.011186,0.011194,0.0014882,0.0011605,0.0010848,0.006301,0.0062268,0.0058969,0.0032054,0.0033846,0.0032857,0.00011307,0.00011094,0.0001049,0.00031053,0.00033246,0.00032258
3278.8,0.021996,0.021319,0.021308,0.011902,0.011116,0.011125,0.0014677,0.0011412,0.0010675,0.0062373,0.0061582,0.0058315,0.0031807,0.0033576,0.0032589,0.00011229,0.00010969,0.0001037,0.00030764,0.00032969,0.00031981
3292.41,0.02178,0.021117,0.02111,0.011826,0.011045,0.011056,0.001448,0.0011223,0.0010505,0.0061743,0.0060905,0.005767,0.0031563,0.0033309,0.0032324,0.00011071,0.00010844,0.00010253,0.00030538,0.00032696,0.00031708
3306.01,0.021566,0.020918,0.020914,0.011751,0.010976,0.010988,0.0014289,0.0011038,0.0010338,0.0061122,0.0060237,0.0057032,0.0031321,0.0033045,0.0032061,0.00010856,0.00010722,0.00010136,0.00030369,0.00032425,0.00031438
3319.62,0.021354,0.02072,0.02072,0.011677,0.010907,0.010921,0.0014103,0.0010856,0.0010175,0.0060508,0.0059577,0.0056403,0.0031082,0.0032783,0.0031801,0.00010637,0.00010602,0.00010022,0.00030238,0.00032157,0.0003117
3333.22,0.021144,0.020525,0.020528,0.011602,0.010838,0.010853,0.0013923,0.0010678,0.0010015,0.0059901,0.0058925,0.0055782,0.0030844,0.0032522,0.0031542,0.00010466,0.00010484,9.9087e-05,0.00030122,0.00031889,0.00030904
3346.83,0.020937,0.020332,0.020339,0.011527,0.010769,0.010785,0.0013745,0.0010503,0.00098575,0.0059304,0.0058282,0.005517,0.0030607,0.0032263,0.0031285,0.00010372,0.00010367,9.7973e-05,0.00029995,0.00031623,0.0003064
3360.43,0.020736,0.020146,0.020155,0.011457,0.010704,0.010723,0.0013569,0.0010331,0.00097039,0.0058727,0.005766,0.0054578,0.0030385,0.003202,0.0031043,0.00010348,0.00010255,9.6895e-05,0.00029847,0.00031372,0.00030391
3374.04,0.020534,0.019958,0.019971,0.011384,0.010637,0.010656,0.0013394,0.0010162,0.00095526,0.0058146,0.0057035,0.0053983,0.0030154,0.0031766,0.0030792,0.0001035,0.00010141,9.5814e-05,0.00029639,0.00031112,0.00030134
3387.64,0.020336,0.019773,0.019789,0.011312,0.01057,0.010591,0.0013219,0.00099966,0.00094041,0.0057576,0.0056422,0.00534,0.0029928,0.0031518,0.0030546,0.00010329,0.00010029,9.4753e-05,0.0002938,0.00030857,0.00029882
3401.25,0.020139,0.01959,0.019609,0.011241,0.010505,0.010527,0.0013043,0.00098336,0.00092583,0.0057014,0.0055817,0.0052824,0.0029706,0.0031274,0.0030303,0.00010243,9.9185e-05,9.3707e-05,0.00029076,0.00030606,0.00029633
3414.85,0.019945,0.019409,0.019431,0.01117,0.01044,0.010464,0.0012866,0.00096736,0.00091152,0.0056458,0.0055219,0.0052256,0.0029486,0.0031032,0.0030064,0.00010086,9.8094e-05,9.2676e-05,0.00028741,0.00030358,0.00029388
3428.46,0.019752,0.01923,0.019255,0.0111,0.010375,0.010401,0.0012687,0.00095166,0.00089748,0.0055909,0.0054628,0.0051694,0.0029269,0.0030793,0.0029827,9.8866e-05,9.702e-05,9.1657e-05,0.00028397,0.00030114,0.00029145
3442.06,0.019561,0.019052,0.01908,0.01103,0.010311,0.010338,0.0012507,0.00093626,0.00088371,0.0055366,0.0054044,0.0051139,0.0029053,0.0030556,0.0029592,9.6921e-05,9.5961e-05,9.0649e-05,0.00028068,0.00029872,0.00028905
3455.67,0.01937,0.018875,0.018905,0.010959,0.010246,0.010274,0.0012326,0.00092115,0.00087021,0.0054823,0.0053461,0.0050585,0.0028836,0.0030316,0.0029355,9.5472e-05,9.4909e-05,8.9646e-05,0.00027771,0.00029629,0.00028663
3469.27,0.019193,0.01871,0.018743,0.010895,0.010188,0.010217,0.0012144,0.00090638,0.00085701,0.005432,0.0052917,0.0050068,0.0028638,0.0030098,0.0029138,9.4796e-05,9.3928e-05,8.8708e-05,0.00027541,0.00029407,0.00028441
3482.88,0.019007,0.018537,0.018572,0.010825,0.010124,0.010154,0.0011962,0.00089183,0.00084401,0.0053792,0.005235,0.004953,0.0028425,0.0029863,0.0028905,9.4658e-05,9.2905e-05,8.7734e-05,0.00027348,0.00029169,0.00028204
