,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
244.89,,,,,,,,,,1.9035,1.8911,1.9138,0.57723,0.57996,0.55023,0.12838,0.12891,0.13077,0.015923,0.015934,0.016178
258.49,,,,,,,,,,1.6979,1.6894,1.7109,0.55244,0.55518,0.52775,0.12255,0.12308,0.12479,0.014738,0.014757,0.014973
272.1,,,,,,,,,,1.5081,1.5138,1.5338,0.52857,0.5313,0.50595,0.1171,0.11764,0.11921,0.013699,0.013721,0.013913
285.7,,,,,,,,,,1.3412,1.3607,1.3787,0.50564,0.50838,0.48489,0.11201,0.11255,0.114,0.012785,0.012801,0.012974
299.31,,,,,,,,,,1.2016,1.2268,1.2424,0.48368,0.48641,0.46461,0.10722,0.10775,0.1091,0.011949,0.011975,0.012132
312.91,,,,,,,,,,1.0886,1.1095,1.1229,0.46291,0.46563,0.44536,0.10277,0.10331,0.10456,0.011218,0.011239,0.011381
326.52,,,,,,,,,,0.99499,1.0053,1.0171,0.44302,0.44573,0.42685,0.098562,0.0991,0.10026,0.010547,0.010569,0.010698
340.12,,,,,,,,,,0.91299,0.91258,0.92332,0.42407,0.42677,0.40915,0.094595,0.095133,0.096208,0.0099295,0.0099589,0.010076
353.73,,,,,,,,,,0.83591,0.8297,0.83977,0.40594,0.40863,0.39216,0.090833,0.091371,0.092373,0.0093756,0.0093988,0.009506
367.33,,,,,,,,,,0.76109,0.75584,0.76538,0.38868,0.39135,0.37594,0.087283,0.087821,0.088754,0.0088583,0.0088844,0.0089829
380.94,,,,,,,,,,0.68914,0.69001,0.69895,0.37224,0.37489,0.36045,0.083924,0.084462,0.085332,0.0083798,0.0084104,0.0085008
394.54,,,,,,,,,,0.62273,0.63133,0.63949,0.35655,0.35919,0.34564,0.080738,0.081275,0.082087,0.007947,0.0079716,0.0080549
408.15,,,,,,,,,,0.5647,0.57905,0.58626,0.34166,0.34427,0.33154,0.077728,0.078264,0.079023,0.0075389,0.0075658,0.0076428
421.75,,,,,,,,,,0.51624,0.53227,0.5385,0.32752,0.33011,0.31813,0.074879,0.075414,0.076124,0.0071584,0.0071898,0.007261
435.36,,,,,,,,,,0.47672,0.49018,0.49552,0.31408,0.31665,0.30536,0.072177,0.072711,0.073376,0.0068137,0.0068404,0.0069064
448.96,,,,,,,,,,0.44406,0.45216,0.4568,0.30132,0.30387,0.29322,0.069619,0.070152,0.070775,0.0064884,0.0065157,0.006577
462.57,,,,,,,,,,0.41553,0.4177,0.42186,0.28926,0.29179,0.28173,0.067202,0.067734,0.068318,0.0061818,0.0062144,0.0062714
476.17,,,,,,,,,,0.38854,0.38633,0.39019,0.2778,0.2803,0.27078,0.064904,0.065434,0.065983,0.0059032,0.0059332,0.0059863
489.78,,,,,,,,,,0.36151,0.35775,0.36142,0.26687,0.26935,0.26034,0.062713,0.063242,0.063757,0.0056421,0.0056701,0.0057196
503.38,,,,,,,,,,0.33418,0.33184,0.33534,0.25656,0.25901,0.25047,0.060647,0.061174,0.061658,0.0053931,0.0054258,0.0054721
516.99,,,,,,,,,,0.30709,0.30824,0.31152,0.24672,0.24915,0.24104,0.058671,0.059197,0.059652,0.0051635,0.0051967,0.0052399
530.59,,,,,,,,,,0.28152,0.28677,0.28975,0.23732,0.23973,0.23202,0.056781,0.057306,0.057734,0.0049522,0.0049814,0.0050218
544.2,,,,,,,,,,0.25873,0.26727,0.26988,0.22841,0.23079,0.22346,0.054987,0.05551,0.055913,0.0047494,0.0047802,0.0048182
557.8,,,,,,,,,,0.23939,0.24946,0.25167,0.21989,0.22225,0.21527,0.053268,0.053789,0.054169,0.0045568,0.0045909,0.0046264
571.41,,,,,,,,,,0.22358,0.23314,0.23496,0.21177,0.2141,0.20745,0.051625,0.052144,0.052501,0.0043814,0.0044129,0.0044462
585.01,,,,,,,,,,0.21081,0.21816,0.21965,0.20404,0.20635,0.2,0.050057,0.050574,0.050911,0.0042166,0.0042456,0.0042769
598.62,,,,,,,,,,0.20011,0.20429,0.20554,0.19663,0.19891,0.19286,0.048549,0.049064,0.049381,0.0040556,0.0040873,0.0041167
612.22,,,,,,,,,,0.19048,0.19148,0.19256,0.18958,0.19184,0.18605,0.047109,0.047623,0.047921,0.0039053,0.0039384,0.0039661
625.83,,,,,,,,,,0.18095,0.17959,0.18059,0.18285,0.18508,0.17954,0.045728,0.04624,0.046521,0.0037677,0.0037976,0.0038237
639.43,,,,,,,,,,0.171,0.16862,0.16957,0.17644,0.17865,0.17335,0.044412,0.044922,0.045186,0.0036361,0.003665,0.0036896
653.04,,,,,,,,,,0.16039,0.15846,0.15937,0.17031,0.17249,0.16741,0.043146,0.043653,0.043903,0.0035073,0.0035392,0.0035625
666.64,,,,,,,,,,0.14939,0.14908,0.14994,0.16446,0.16661,0.16175,0.041934,0.04244,0.042674,0.0033875,0.0034203,0.0034422
680.25,,,,,,,,,,0.13852,0.14043,0.14121,0.15888,0.16101,0.15634,0.040774,0.041277,0.041498,0.0032776,0.0033077,0.0033283
693.85,,,,,,,,,,0.12833,0.13243,0.13309,0.15354,0.15564,0.15116,0.039659,0.04016,0.040368,0.003171,0.0032005,0.0032201
707.46,,,,,,,,,,0.11934,0.12504,0.12555,0.14842,0.1505,0.1462,0.038588,0.039087,0.039283,0.0030664,0.0030987,0.0031171
721.06,,,,,,,,,,0.11183,0.11819,0.11854,0.14354,0.14559,0.14145,0.037559,0.038056,0.03824,0.0029688,0.0030019,0.0030192
734.67,,,,,,,,,,0.1058,0.11183,0.11201,0.13886,0.14089,0.1369,0.036572,0.037067,0.03724,0.0028791,0.0029097,0.0029261
748.27,,,,,,,,,,0.10105,0.10587,0.10592,0.13438,0.13639,0.13255,0.035622,0.036114,0.036277,0.002792,0.0028216,0.0028371
761.88,,,,,,,,,,0.097207,0.10029,0.10024,0.13008,0.13206,0.12836,0.034705,0.035195,0.035348,0.0027056,0.0027374,0.002752
775.48,,,,,,,,,,0.09384,0.095053,0.094937,0.12595,0.12791,0.12434,0.033822,0.03431,0.034453,0.002624,0.0026568,0.0026706
789.09,,,,,,,,,,0.090524,0.090127,0.089982,0.122,0.12394,0.12049,0.032973,0.033459,0.033594,0.002549,0.0025798,0.0025929
802.69,,,,,,,,,,0.086927,0.085495,0.085345,0.11821,0.12012,0.11679,0.032153,0.032637,0.032763,0.0024768,0.002506,0.0025183
816.3,,,,,,,,,,0.082873,0.081144,0.081002,0.11456,0.11645,0.11323,0.031362,0.031843,0.031961,0.0024045,0.0024351,0.0024467
829.9,,,,,,,,,,0.078364,0.077069,0.076934,0.11105,0.11292,0.10981,0.030596,0.031075,0.031186,0.0023347,0.0023669,0.0023779
843.51,,,,,,,,,,0.073556,0.073263,0.073123,0.1077,0.10954,0.10653,0.029861,0.030338,0.030441,0.0022706,0.0023018,0.0023122
857.11,,,,,,,,,,0.0687,0.069707,0.069546,0.10447,0.10628,0.10337,0.029149,0.029624,0.02972,0.0022099,0.002239,0.0022488
870.72,,,,,,,,,,0.064081,0.066385,0.066185,0.10136,0.10315,0.10034,0.028462,0.028934,0.029023,0.0021495,0.0021787,0.0021879
884.32,,,,,,,,,,0.059947,0.06328,0.063024,0.098373,0.10014,0.097414,0.027797,0.028267,0.028349,0.0020897,0.0021207,0.0021293
897.93,,,,,,,,,,0.056467,0.060377,0.060056,0.095512,0.09726,0.094614,0.027157,0.027625,0.027702,0.0020337,0.0020651,0.0020733
911.53,,,,,,,,,,0.053688,0.057645,0.057258,0.092746,0.094472,0.091906,0.026535,0.027001,0.027072,0.0019817,0.0020113,0.002019
925.14,,,,,,,,,,0.051569,0.055069,0.054622,0.090092,0.091796,0.089305,0.025936,0.026399,0.026464,0.0019312,0.0019597,0.0019669
938.74,,,,,,,,,,0.049979,0.05263,0.052134,0.087537,0.089219,0.0868,0.025356,0.025817,0.025877,0.0018805,0.0019099,0.0019167
952.35,,,,,,,,,,0.048734,0.05031,0.049783,0.085066,0.086726,0.084376,0.024792,0.02525,0.025305,0.0018309,0.0018618,0.0018682
965.95,,,,,,,,,,0.047643,0.048113,0.047571,0.082708,0.084347,0.082063,0.024252,0.024708,0.024758,0.0017854,0.001816,0.0018219
979.56,,,,,,,,,,0.046497,0.046017,0.045476,0.080423,0.08204,0.079819,0.023726,0.02418,0.024225,0.0017426,0.0017715,0.001777
993.16,,,,,,,,,,0.045148,0.044023,0.043494,0.078222,0.079818,0.077658,0.023216,0.023668,0.023709,0.0017003,0.0017286,0.0017338
1006.77,,,,,,,,,,0.043503,0.042127,0.041616,0.076098,0.077673,0.07557,0.022723,0.023172,0.023209,0.0016577,0.0016872,0.0016921
1020.37,,,,,,,,,,0.041559,0.040336,0.039844,0.074054,0.075608,0.07356,0.022245,0.022692,0.022725,0.0016169,0.0016474,0.0016519
1033.98,,,,0.17028,0.16687,0.16248,,,,0.039362,0.038637,0.038159,0.072073,0.073607,0.071612,0.02178,0.022225,0.022253,0.0015791,0.0016089,0.001613
1047.58,,,,0.16724,0.16381,0.1595,,,,0.037032,0.037037,0.036565,0.070162,0.071676,0.069732,0.021329,0.021772,0.021796,0.0015436,0.0015716,0.0015755
1061.19,,,,0.16427,0.16082,0.15659,,,,0.034709,0.035527,0.035052,0.068319,0.069813,0.067917,0.020892,0.021332,0.021353,0.0015081,0.0015357,0.0015393
1074.79,,,,0.16136,0.1579,0.15375,,,,0.03253,0.0341,0.033611,0.066537,0.06801,0.066162,0.020468,0.020906,0.020923,0.0014723,0.001501,0.0015043
1088.4,,,,0.15853,0.15505,0.15098,,,,0.030624,0.032764,0.032255,0.064818,0.066272,0.064469,0.020056,0.020492,0.020506,0.001438,0.0014675,0.0014705
1102.0,,,,0.15575,0.15226,0.14826,,,,0.029047,0.031494,0.030959,0.063153,0.064588,0.062827,0.019655,0.020089,0.020099,0.0014063,0.001435,0.0014377
1115.61,,,,0.15303,0.14953,0.14561,,,,0.02783,0.030291,0.02973,0.061544,0.062959,0.061241,0.019266,0.019697,0.019704,0.0013764,0.0014036,0.001406
1129.21,,,,0.15038,0.14687,0.14302,,,,0.026952,0.029145,0.02856,0.05999,0.061386,0.059707,0.018887,0.019316,0.019321,0.0013465,0.0013732,0.0013754
1142.82,,,,0.14779,0.14427,0.14049,,,,0.026353,0.028053,0.02745,0.058488,0.059865,0.058225,0.01852,0.018946,0.018948,0.0013161,0.0013438,0.0013458
1156.42,,,,0.14525,0.14173,0.13802,,,,0.025943,0.027003,0.026389,0.057035,0.058393,0.05679,0.018163,0.018587,0.018586,0.0012868,0.0013154,0.0013172
1170.03,,,,0.14277,0.13924,0.1356,0.039034,0.038587,0.038013,0.025626,0.025996,0.02538,0.055628,0.056968,0.0554,0.017816,0.018237,0.018233,0.0012597,0.0012879,0.0012894
1183.63,,,,0.14034,0.1368,0.13323,0.03864,0.038174,0.037604,0.025301,0.025029,0.024419,0.054266,0.055588,0.054054,0.017477,0.017896,0.01789,0.0012343,0.0012612,0.0012625
1197.24,,,,0.13797,0.13443,0.13092,0.038252,0.037766,0.0372,0.02488,0.024101,0.023503,0.052949,0.054252,0.052751,0.017148,0.017565,0.017556,0.001209,0.0012353,0.0012365
1210.84,,,,0.13565,0.13211,0.12867,0.037872,0.037368,0.036805,0.0243,0.023211,0.02263,0.051676,0.052961,0.051492,0.016829,0.017244,0.017233,0.0011832,0.0012103,0.0012113
1224.45,,,,0.13339,0.12984,0.12647,0.037496,0.036974,0.036415,0.023526,0.022359,0.021796,0.050442,0.05171,0.050271,0.016518,0.01693,0.016917,0.0011579,0.001186,0.0011868
1238.05,,,,0.13117,0.12762,0.12431,0.037125,0.036586,0.03603,0.022565,0.021544,0.021,0.049247,0.050497,0.049088,0.016216,0.016625,0.01661,0.0011344,0.0011625,0.0011631
1251.66,,,,0.12899,0.12545,0.1222,0.03676,0.036203,0.035651,0.021452,0.020769,0.020239,0.048088,0.04932,0.04794,0.015921,0.016328,0.01631,0.0011127,0.0011397,0.0011401
1265.26,,,,0.12686,0.12332,0.12013,0.036398,0.035824,0.035276,0.020252,0.020032,0.019513,0.046963,0.048178,0.046826,0.015633,0.016038,0.016018,0.0010914,0.0011174,0.0011177
1278.87,,,,0.12479,0.12125,0.11812,0.036046,0.035455,0.034912,0.019038,0.019333,0.018819,0.045878,0.047076,0.045751,0.015355,0.015758,0.015735,0.0010697,0.001096,0.0010961
1292.47,,,,0.12275,0.11921,0.11615,0.035695,0.035088,0.034548,0.017885,0.018669,0.018155,0.044822,0.046003,0.044704,0.015082,0.015482,0.015458,0.0010479,0.001075,0.001075
1306.08,,,,0.12076,0.11722,0.11421,0.03535,0.034727,0.034191,0.016859,0.018039,0.01752,0.043799,0.044963,0.043689,0.014817,0.015215,0.015189,0.0010272,0.0010547,0.0010545
1319.68,,,,0.1188,0.11527,0.11232,0.035009,0.034371,0.033839,0.016003,0.017438,0.016912,0.042805,0.043953,0.042703,0.014558,0.014954,0.014926,0.0010081,0.0010349,0.0010345
1333.29,,,,0.11688,0.11336,0.11047,0.034672,0.034019,0.033491,0.015342,0.016866,0.01633,0.04184,0.042972,0.041745,0.014305,0.014699,0.014669,0.00098998,0.0010157,0.0010151
1346.89,,,,0.11502,0.1115,0.10866,0.034345,0.033677,0.033153,0.014876,0.016319,0.015773,0.040909,0.042025,0.040821,0.014061,0.014452,0.014421,0.0009718,0.00099705,0.0009964
1360.5,,,,0.11317,0.10966,0.10688,0.034015,0.033332,0.032813,0.014583,0.015792,0.01524,0.039998,0.041097,0.039915,0.01382,0.014208,0.014176,0.00095288,0.00097872,0.00097794
1374.1,,,,0.11137,0.10787,0.10514,0.033692,0.032994,0.032479,0.014426,0.015285,0.014728,0.039116,0.0402,0.039039,0.013585,0.013972,0.013938,0.00093435,0.00096097,0.00096005
1387.71,,,,0.10961,0.10611,0.10344,0.033374,0.032662,0.032151,0.014358,0.014795,0.014238,0.03826,0.039328,0.038188,0.013357,0.013741,0.013705,0.00091712,0.00094369,0.00094264
1401.31,,,,0.10787,0.10439,0.10177,0.033059,0.032333,0.031827,0.014324,0.01432,0.013767,0.037427,0.03848,0.037359,0.013134,0.013516,0.013478,0.00090119,0.00092684,0.00092567
1414.92,,,,0.10617,0.1027,0.10013,0.032746,0.032007,0.031505,0.014271,0.013859,0.013315,0.036616,0.037652,0.036552,0.012915,0.013294,0.013256,0.00088561,0.00091033,0.00090905
1428.52,,,,0.10452,0.10106,0.098541,0.032443,0.031691,0.031194,0.014156,0.013416,0.012884,0.035835,0.036856,0.035775,0.012704,0.013081,0.013041,0.00086975,0.00089441,0.00089302
1442.13,,,,0.10289,0.099441,0.096973,0.032139,0.031374,0.030882,0.013939,0.012987,0.012469,0.035071,0.036077,0.035014,0.012496,0.012871,0.012829,0.00085342,0.00087877,0.00087726
1455.73,,,,0.1013,0.097858,0.095438,0.03184,0.031063,0.030575,0.013602,0.012573,0.01207,0.03433,0.035321,0.034275,0.012293,0.012665,0.012623,0.00083765,0.00086353,0.00086192
1469.34,,,,0.099732,0.096307,0.093936,0.031546,0.030756,0.030273,0.013144,0.012175,0.011687,0.033609,0.034585,0.033557,0.012095,0.012465,0.012421,0.00082313,0.00084869,0.00084697
1482.94,,,,0.098194,0.094783,0.092459,0.031254,0.030453,0.029974,0.01258,0.011792,0.011318,0.032906,0.033868,0.032856,0.011901,0.012269,0.012224,0.0008096,0.00083419,0.00083236
1496.55,,,,0.096702,0.093304,0.091026,0.030969,0.030155,0.029681,0.011942,0.011428,0.010965,0.032228,0.033175,0.03218,0.011713,0.012078,0.012032,0.00079627,0.00082009,0.00081817
1510.15,,,,0.095224,0.09184,0.089608,0.030685,0.02986,0.02939,0.011266,0.011079,0.010625,0.031563,0.032496,0.031517,0.011528,0.011891,0.011843,0.0007824,0.00080626,0.00080425
1523.76,,,,0.093778,0.090409,0.088222,0.030404,0.029568,0.029103,0.010595,0.010746,0.010298,0.030918,0.031837,0.030873,0.011347,0.011708,0.011659,0.00076827,0.00079276,0.00079067
1537.36,,,,0.092362,0.089008,0.086865,0.030128,0.029281,0.028821,0.0099706,0.010429,0.0099829,0.03029,0.031195,0.030247,0.01117,0.011529,0.011479,0.0007547,0.00077961,0.00077743
1550.97,,,,0.090973,0.087635,0.085536,0.029856,0.028998,0.028542,0.0094249,0.010125,0.0096796,0.02968,0.030571,0.029637,0.010998,0.011354,0.011304,0.00074222,0.00076679,0.00076451
1564.57,,,,0.089607,0.086286,0.084229,0.029587,0.028719,0.028268,0.0089807,0.0098343,0.0093869,0.029084,0.029962,0.029042,0.010829,0.011183,0.011132,0.00073057,0.00075426,0.0007519
1578.18,,,,0.088278,0.084972,0.082957,0.029322,0.028444,0.027998,0.0086517,0.009557,0.0091071,0.028508,0.029372,0.028466,0.010665,0.011016,0.010964,0.000719,0.00074204,0.0007396
1591.78,,,,0.086964,0.083676,0.081702,0.02906,0.028171,0.02773,0.0084345,0.0092886,0.0088362,0.027943,0.028795,0.027902,0.010503,0.010853,0.010799,0.00070695,0.00073007,0.00072756
1605.39,,,,0.085676,0.082405,0.080471,0.0288,0.027902,0.027466,0.0083199,0.0090294,0.0085754,0.027394,0.028232,0.027353,0.010345,0.010693,0.010638,0.00069464,0.00071838,0.0007158
1618.99,,,,0.084414,0.08116,0.079266,0.028544,0.027637,0.027205,0.0082881,0.008778,0.008324,0.026859,0.027684,0.026818,0.010191,0.010536,0.010481,0.0006828,0.00070697,0.00070431
1632.6,,,,0.083176,0.07994,0.078085,0.028292,0.027376,0.026948,0.0083134,0.0085334,0.0080814,0.026339,0.027151,0.026298,0.01004,0.010383,0.010327,0.00067193,0.00069583,0.00069309
1646.2,,,,0.081962,0.078744,0.076928,0.028043,0.027118,0.026696,0.0083676,0.0082962,0.0078486,0.025832,0.026631,0.02579,0.009892,0.010233,0.010176,0.00066186,0.00068496,0.00068215
1659.81,,,,0.080767,0.077568,0.07579,0.027797,0.026863,0.026446,0.0084175,0.0080634,0.0076225,0.025338,0.026124,0.025295,0.0097475,0.010086,0.010028,0.00065192,0.00067433,0.00067145
1673.41,,,,0.079594,0.076414,0.074673,0.027554,0.026612,0.026199,0.0084369,0.007837,0.0074047,0.024855,0.025629,0.024812,0.0096058,0.009942,0.0098837,0.0006416,0.00066392,0.00066098
1687.02,,,,0.078442,0.07528,0.073576,0.027313,0.026363,0.025955,0.0084018,0.0076167,0.0071948,0.024384,0.025146,0.02434,0.009467,0.0098009,0.0097419,0.00063095,0.00065374,0.00065074
1700.62,,,,0.077311,0.074169,0.0725,0.027075,0.026117,0.025713,0.0082958,0.0074029,0.0069922,0.023926,0.024675,0.02388,0.0093309,0.0096626,0.0096029,0.00062058,0.00064378,0.00064072
1714.23,,,,0.076201,0.073079,0.071445,0.026839,0.025873,0.025475,0.0081111,0.0071955,0.0067965,0.023479,0.024216,0.023432,0.0091974,0.0095269,0.0094665,0.00061098,0.00063404,0.00063091
1727.83,,,,0.075113,0.072011,0.070412,0.026609,0.025636,0.025242,0.0078504,0.0069957,0.0066081,0.023043,0.023768,0.022995,0.0090677,0.009395,0.0093339,0.00060222,0.00062458,0.00062139
1741.44,,,,0.074044,0.070961,0.069397,0.02638,0.025399,0.02501,0.0075229,0.0068026,0.0064254,0.022618,0.023331,0.022569,0.0089399,0.009265,0.0092034,0.00059369,0.00061527,0.00061203
1755.04,,,,0.072992,0.06993,0.068399,0.026154,0.025166,0.024781,0.0071477,0.006617,0.006249,0.022203,0.022905,0.022152,0.0088148,0.0091377,0.0090754,0.00058488,0.00060617,0.00060288
1768.65,,,,0.071959,0.068917,0.067419,0.02593,0.024935,0.024555,0.0067476,0.0064392,0.0060786,0.021798,0.022488,0.021745,0.0086921,0.0090128,0.0089499,0.00057568,0.00059726,0.00059393
1782.25,,,,0.070943,0.067922,0.066457,0.025708,0.024706,0.024331,0.0063469,0.006269,0.005914,0.021402,0.02208,0.021348,0.0085716,0.0088901,0.0088267,0.00056649,0.00058854,0.00058515
1795.86,,,,0.069944,0.066945,0.065511,0.025486,0.024479,0.024108,0.0059693,0.006106,0.0057549,0.021015,0.021683,0.020959,0.008453,0.0087693,0.0087053,0.00055783,0.00057996,0.00057652
1809.46,,,,0.068971,0.065992,0.064589,0.025274,0.024259,0.023894,0.005635,0.00595,0.0056012,0.02064,0.021297,0.020583,0.0083386,0.0086527,0.0085882,0.00055004,0.00057171,0.00056821
1823.07,,,,0.06801,0.065052,0.06368,0.025059,0.024039,0.023678,0.0053588,0.0058001,0.0054523,0.020273,0.020918,0.020213,0.0082251,0.0085371,0.008472,0.00054259,0.00056353,0.00055999
1836.67,,,,0.067066,0.06413,0.062788,0.024848,0.023822,0.023466,0.0051499,0.0056556,0.0053083,0.019914,0.020549,0.019853,0.0081141,0.0084239,0.0083583,0.00053508,0.00055553,0.00055195
1850.28,,,,0.066138,0.063224,0.061912,0.024639,0.023608,0.023256,0.0050112,0.0055161,0.0051688,0.019564,0.020187,0.0195,0.0080052,0.0083129,0.0082468,0.00052719,0.00054771,0.00054409
1863.88,,,,0.065225,0.062332,0.061049,0.024433,0.023396,0.023049,0.0049396,0.005381,0.0050339,0.019221,0.019834,0.019156,0.0078983,0.0082038,0.0081373,0.00051909,0.00054004,0.00053638
1877.49,,,,0.064325,0.061454,0.0602,0.024226,0.023184,0.022842,0.0049269,0.0052496,0.0049034,0.018886,0.019488,0.018818,0.0077928,0.0080962,0.0080293,0.00051122,0.00053249,0.00052879
1891.09,,,,0.063453,0.060604,0.059378,0.024029,0.022981,0.022644,0.0049604,0.0051215,0.0047771,0.018562,0.019153,0.018492,0.0076914,0.0079926,0.0079253,0.00050411,0.00052523,0.00052149
1904.7,,,,0.062586,0.059759,0.058561,0.023828,0.022776,0.022443,0.0050241,0.0049961,0.0046547,0.018242,0.018824,0.01817,0.0075901,0.0078892,0.0078214,0.00049749,0.000518,0.00051422
1918.3,,,,0.061736,0.058932,0.05776,0.02363,0.022574,0.022246,0.0051004,0.0048732,0.004536,0.017931,0.018502,0.017857,0.0074912,0.0077881,0.00772,0.00049109,0.00051095,0.00050712
1931.91,,,,0.060901,0.058119,0.056974,0.023436,0.022375,0.022051,0.0051714,0.0047525,0.004421,0.017626,0.018188,0.01755,0.0073943,0.0076891,0.0076206,0.00048446,0.00050404,0.00050018
1945.51,,,,0.060079,0.057319,0.056201,0.023243,0.022178,0.021859,0.0052203,0.0046343,0.0043096,0.017329,0.01788,0.01725,0.0072991,0.0075919,0.007523,0.00047749,0.00049727,0.00049338
1959.12,,,,0.059268,0.056531,0.055438,0.023052,0.021983,0.021668,0.0052329,0.0045186,0.0042015,0.017037,0.017578,0.016956,0.0072055,0.0074961,0.0074268,0.00047043,0.00049061,0.00048669
1972.72,,,,0.058486,0.055771,0.054703,0.022868,0.021794,0.021484,0.0051998,0.0044059,0.0040971,0.016756,0.017287,0.016672,0.0071151,0.0074036,0.007334,0.00046384,0.00048419,0.00048024
1986.33,,,,0.057697,0.055005,0.053962,0.022679,0.021602,0.021297,0.0051146,0.0042958,0.0039956,0.016476,0.016997,0.01639,0.0070243,0.0073107,0.0072408,0.00045771,0.00047776,0.00047377
1999.93,,,,0.056929,0.054259,0.053241,0.022494,0.021414,0.021113,0.0049782,0.004189,0.0038972,0.016204,0.016716,0.016115,0.0069357,0.0072201,0.0071498,0.00045206,0.00047149,0.00046746
2013.54,,,,0.056174,0.053527,0.052533,0.022312,0.021228,0.020932,0.0047953,0.0040855,0.0038018,0.015938,0.01644,0.015847,0.0068489,0.0071312,0.0070607,0.00044647,0.00046535,0.00046129
2027.14,,,,0.055431,0.052808,0.051837,0.022132,0.021045,0.020753,0.0045756,0.0039856,0.0037092,0.015678,0.016171,0.015584,0.0067638,0.0070441,0.0069732,0.0004406,0.00045932,0.00045525
2040.75,,,,0.0547,0.052099,0.051151,0.021954,0.020864,0.020576,0.0043318,0.0038893,0.0036192,0.015423,0.015907,0.015327,0.0066803,0.0069584,0.0068873,0.00043445,0.00045341,0.00044931
2054.35,,,,0.053973,0.051396,0.050471,0.021777,0.020683,0.0204,0.0040782,0.0037966,0.0035318,0.015172,0.015646,0.015073,0.0065976,0.0068737,0.0068023,0.00042827,0.00044758,0.00044345
2067.96,,,,0.053277,0.050722,0.049819,0.021605,0.020509,0.02023,0.0038305,0.0037082,0.0034476,0.014931,0.015397,0.01483,0.0065177,0.0067918,0.0067202,0.00042256,0.00044194,0.00043778
2081.56,,,,0.052579,0.050047,0.049166,0.021432,0.020333,0.020059,0.0036007,0.003623,0.0033655,0.014692,0.015149,0.014588,0.0064382,0.0067102,0.0066384,0.00041731,0.00043634,0.00043215
2095.17,,,,0.051893,0.049385,0.048526,0.021261,0.02016,0.01989,0.0034009,0.003541,0.0032858,0.014458,0.014906,0.014352,0.0063602,0.0066301,0.006558,0.00041241,0.00043084,0.00042662
2108.77,,,,0.05122,0.048735,0.047897,0.021092,0.019988,0.019723,0.0032393,0.0034621,0.0032084,0.01423,0.014669,0.014121,0.0062836,0.0065515,0.0064792,0.00040751,0.00042544,0.0004212
2122.38,,,,0.050558,0.048096,0.047278,0.020925,0.019819,0.019558,0.0031208,0.0033858,0.0031332,0.014006,0.014437,0.013895,0.0062084,0.0064743,0.0064018,0.00040234,0.00042014,0.00041588
2135.98,,,,0.049904,0.047465,0.046668,0.02076,0.019652,0.019395,0.0030471,0.0033116,0.00306,0.013787,0.014209,0.013673,0.0061346,0.0063985,0.0063257,0.00039691,0.00041494,0.00041066
