,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5p,5p,5p,5s,5s,5s
204.07,,,,,,,,,,,,,,,,0.89136,0.90485,0.89038,0.37265,0.3753,0.34354,0.11626,0.11726,0.11062,0.065394,0.065684,0.058108,0.043565,0.043744,0.040381
217.68,,,,,,,,,,,,,,,,0.89289,0.90608,0.89298,0.36033,0.36296,0.33354,0.11105,0.11205,0.10587,0.061475,0.061752,0.05504,0.040039,0.040214,0.037255
231.28,,,,,,,,,,,,,,,,0.88704,0.8999,0.8879,0.34824,0.35086,0.32355,0.10614,0.10712,0.10137,0.057884,0.058158,0.052179,0.036928,0.037099,0.034478
244.89,,,,,,,,,,,,,,,,0.87522,0.88771,0.87662,0.33635,0.33895,0.31357,0.1015,0.10247,0.097094,0.054574,0.05484,0.04949,0.034162,0.03433,0.031995
258.49,,,,,,,,,,,,,,,,0.85871,0.87082,0.86047,0.3248,0.32737,0.30374,0.097157,0.098115,0.093086,0.05152,0.05178,0.04697,0.031708,0.031872,0.02978
272.1,,,,,,,,,,,,,,,,0.83849,0.85021,0.84047,0.31363,0.31618,0.29413,0.093098,0.094044,0.089327,0.048697,0.048955,0.044612,0.02952,0.029681,0.027796
285.7,,,,,,,,,,,,,,,,0.8159,0.82722,0.81801,0.30296,0.30548,0.28487,0.089311,0.090246,0.085811,0.046107,0.046358,0.04242,0.027566,0.027725,0.026017
299.31,,,,,,,,,,,,,,,,0.79169,0.80262,0.79385,0.29278,0.29528,0.27597,0.085788,0.086713,0.082533,0.043719,0.043969,0.040384,0.025818,0.025975,0.024421
312.91,,,,,,,,,,,,,,,,0.76664,0.77718,0.7688,0.28298,0.28546,0.26733,0.082425,0.083338,0.079394,0.041507,0.041753,0.038478,0.024226,0.02438,0.022961
326.52,,,,,,,,,,,,,,,,0.74138,0.75154,0.74351,0.27364,0.27609,0.25905,0.079267,0.08017,0.076441,0.039469,0.039711,0.036709,0.022787,0.022939,0.021637
340.12,,,,,,,,,,,,,,,,0.71604,0.72585,0.71812,0.26465,0.26708,0.25104,0.076269,0.077161,0.073631,0.037574,0.037816,0.035055,0.021474,0.021624,0.020426
353.73,,,,,,,,,,,,,,,,0.69092,0.70037,0.69293,0.25604,0.25844,0.24331,0.073433,0.074314,0.070966,0.035821,0.036058,0.033511,0.020277,0.020424,0.019318
367.33,,,,,,,,,,,,,,,,0.66614,0.67525,0.66806,0.24773,0.2501,0.23581,0.070732,0.071602,0.068424,0.034187,0.03442,0.032065,0.019177,0.019321,0.018298
380.94,,,,,,,,,,,,,,,,0.64163,0.65041,0.64345,0.23971,0.24206,0.22855,0.06817,0.069029,0.066008,0.032659,0.032892,0.030707,0.018168,0.01831,0.01736
394.54,,,,,,,,,,,,,,,,0.61765,0.62612,0.61938,0.23203,0.23435,0.22156,0.065749,0.066597,0.063721,0.031241,0.031468,0.029438,0.017242,0.017381,0.016497
408.15,,,,,,,,,,,,,,,,0.59443,0.60259,0.59605,0.22469,0.22698,0.21485,0.063454,0.064292,0.06155,0.029918,0.030142,0.02825,0.016389,0.016526,0.0157
421.75,,,,,,,,,,,,,,,,0.57162,0.57948,0.57313,0.21761,0.21988,0.20837,0.06128,0.062108,0.05949,0.028676,0.028898,0.027131,0.015601,0.015736,0.014964
435.36,,,,,,,,,,,,,,,,0.54974,0.55731,0.55114,0.21088,0.21311,0.20217,0.059226,0.060044,0.057541,0.027521,0.027738,0.026084,0.014875,0.015007,0.014283
448.96,,,,,,,,,,,,,,,,0.52885,0.53615,0.53015,0.20447,0.20668,0.19627,0.057281,0.058089,0.055693,0.026443,0.026655,0.025103,0.014201,0.014331,0.013651
462.57,,,,,,,,,,,,,,,,0.50851,0.51556,0.50971,0.19828,0.20046,0.19054,0.055418,0.056217,0.053921,0.025419,0.025628,0.02417,0.013572,0.013699,0.013058
476.17,,,,,,,,,,,,,,,,0.48915,0.49594,0.49024,0.19237,0.19452,0.18506,0.053651,0.054439,0.052237,0.02446,0.024664,0.023292,0.012985,0.013111,0.012506
489.78,,,,,,,,,,,,,,,,0.47066,0.47722,0.47166,0.18673,0.18886,0.17982,0.051973,0.052752,0.050637,0.023558,0.023757,0.022463,0.012439,0.012562,0.01199
503.38,,,,,,,,,,,,,,,,0.45277,0.45909,0.45367,0.18125,0.18335,0.17471,0.050349,0.051118,0.049086,0.022693,0.022889,0.021667,0.011921,0.012042,0.011501
516.99,,,,,,,,,,,,,,,,0.43569,0.44179,0.4365,0.176,0.17807,0.16981,0.048805,0.049565,0.04761,0.021875,0.022068,0.020913,0.011436,0.011555,0.011042
530.59,,,,,,,,,,,,,,,,0.41927,0.42516,0.42,0.17096,0.173,0.16508,0.047332,0.048082,0.0462,0.021099,0.021287,0.020193,0.010981,0.011098,0.010611
544.2,,,,,,,,,,,,,,,,0.40351,0.40919,0.40415,0.16609,0.1681,0.16051,0.045916,0.046656,0.044843,0.020357,0.020542,0.019504,0.01055,0.010665,0.010202
557.8,,,,,,,,,,,,,,,,0.38843,0.39391,0.38899,0.16142,0.1634,0.15612,0.044567,0.045298,0.043549,0.019651,0.019834,0.018849,0.010145,0.010258,0.0098176
571.41,,,,,,,,,,,,,,,,0.37397,0.37926,0.37446,0.15692,0.15887,0.15189,0.043276,0.043998,0.04231,0.018979,0.019158,0.018222,0.0097631,0.0098742,0.0094542
585.01,,,,,,,,,,,,,,,,0.36012,0.36523,0.36054,0.15259,0.15452,0.1478,0.04204,0.042753,0.041122,0.018339,0.018514,0.017624,0.009402,0.0095112,0.0091103
598.62,,,,,,,,,,,,,,,,0.34691,0.35185,0.34726,0.14845,0.15035,0.14389,0.040863,0.041567,0.03999,0.01773,0.017903,0.017054,0.0090621,0.0091696,0.0087864
612.22,,,,,,,,,,,,,,,,0.33429,0.33906,0.33457,0.14446,0.14634,0.14012,0.039735,0.04043,0.038904,0.017149,0.01732,0.01651,0.0087402,0.008846,0.0084794
625.83,,,,,,,,,,,,,,,,0.32223,0.32683,0.32244,0.14063,0.14248,0.13648,0.038653,0.03934,0.037861,0.016596,0.016763,0.015991,0.0084352,0.0085395,0.0081883
639.43,,,,,,,,,,,,,,,,0.31068,0.31513,0.31084,0.13694,0.13876,0.13298,0.037614,0.038292,0.036859,0.016069,0.016233,0.015494,0.0081459,0.0082486,0.0079118
653.04,,,,,,,0.69187,0.70018,0.69178,,,,,,,0.29966,0.30396,0.29976,0.13339,0.13518,0.1296,0.036618,0.037288,0.035899,0.015564,0.015727,0.01502,0.0078718,0.007973,0.0076497
666.64,,,,,,,0.67328,0.68117,0.67273,,,,,,,0.28912,0.29327,0.28916,0.12996,0.13173,0.12635,0.03566,0.036322,0.034974,0.015083,0.015243,0.014567,0.0076111,0.0077109,0.0074003
680.25,,,,,,,0.65525,0.66273,0.65425,,,,,,,0.279,0.28301,0.27899,0.12665,0.12839,0.12319,0.034737,0.03539,0.034081,0.014623,0.01478,0.014131,0.0073628,0.0074612,0.0071624
693.85,,,,,,,0.63785,0.64492,0.63641,,,,,,,0.26931,0.2732,0.26926,0.12346,0.12517,0.12014,0.033848,0.034493,0.033221,0.014183,0.014337,0.013715,0.0071264,0.0072235,0.0069359
707.46,,,,,,,0.621,0.62768,0.61915,,,,,,,0.26003,0.26378,0.25993,0.12037,0.12206,0.1172,0.032993,0.03363,0.032393,0.013761,0.013914,0.013316,0.0069016,0.0069972,0.0067202
721.06,,,,,,,0.60471,0.61102,0.60248,,,,,,,0.25114,0.25477,0.251,0.1174,0.11906,0.11435,0.03217,0.032799,0.031596,0.013358,0.013509,0.012934,0.0066873,0.0067817,0.0065145
734.67,,,,,,,0.58889,0.59483,0.58628,,,,,,,0.24259,0.2461,0.24241,0.11451,0.11615,0.11159,0.031375,0.031995,0.030825,0.012971,0.013119,0.012567,0.0064826,0.0065757,0.0063179
748.27,,,,,,,0.57362,0.5792,0.57066,,,,,,,0.23442,0.23781,0.2342,0.11173,0.11334,0.10892,0.03061,0.031222,0.030083,0.012602,0.012747,0.012215,0.0062875,0.0063793,0.0061303
761.88,,,,,,,0.55884,0.56408,0.55554,,,,,,,0.22658,0.22986,0.22632,0.10904,0.11063,0.10634,0.029873,0.030478,0.029368,0.012247,0.01239,0.011878,0.0061015,0.0061921,0.0059514
775.48,,,,,,,0.54459,0.54949,0.54097,,,,,,,0.21908,0.22226,0.21879,0.10645,0.10801,0.10385,0.029165,0.029762,0.02868,0.011907,0.012049,0.011555,0.0059243,0.0060137,0.0057808
789.09,,,,,,,0.53074,0.53532,0.52682,,,,,,,0.21188,0.21495,0.21155,0.10394,0.10547,0.10144,0.028479,0.029069,0.028013,0.011581,0.011721,0.011244,0.0057543,0.0058424,0.005617
802.69,,,,,,,0.51741,0.52167,0.51319,,,,,,,0.20499,0.20796,0.20464,0.10152,0.10303,0.099109,0.02782,0.028402,0.027372,0.01127,0.011406,0.010946,0.0055922,0.0056791,0.0054608
816.3,,,,,,,0.5045,0.50846,0.5,,,,,,,0.19838,0.20125,0.198,0.099175,0.10066,0.096854,0.027184,0.027758,0.026753,0.01097,0.011104,0.01066,0.0054369,0.0055227,0.0053111
829.9,,,,,,,0.49202,0.49569,0.48726,,,,,,,0.19205,0.19483,0.19164,0.096916,0.098378,0.094676,0.026571,0.027138,0.026156,0.010681,0.010815,0.010385,0.0052885,0.0053732,0.0051678
843.51,,,,,,,0.4799,0.48328,0.47489,,,,,,,0.18595,0.18864,0.18552,0.094719,0.096158,0.092557,0.025976,0.026535,0.025576,0.010403,0.010535,0.010119,0.0051456,0.0052291,0.0050298
857.11,,,,,,,0.46821,0.47131,0.46296,,,,,,,0.18012,0.18273,0.17966,0.092603,0.094018,0.090514,0.025403,0.025955,0.025017,0.010137,0.010267,0.009864,0.0050089,0.0050914,0.0048978
870.72,,,,,,,0.45686,0.45969,0.45138,0.16797,0.17276,0.16648,,,,0.17451,0.17703,0.17403,0.090548,0.09194,0.088529,0.024848,0.025393,0.024476,0.0098808,0.010007,0.0096175,0.0048774,0.0049588,0.0047706
884.32,,,,,,,0.44584,0.44841,0.44015,0.16575,0.17045,0.16423,,,,0.16912,0.17156,0.16861,0.088556,0.089925,0.086602,0.02431,0.024848,0.023951,0.0096321,0.0097573,0.0093794,0.004751,0.0048313,0.0046483
897.93,,,,,,,0.43513,0.43745,0.42924,0.16356,0.16815,0.16202,,,,0.16392,0.16628,0.16339,0.086619,0.087964,0.084727,0.023788,0.024319,0.023441,0.0093915,0.0095153,0.0091489,0.004629,0.0047082,0.0045302
911.53,,,,,,,0.42479,0.42686,0.4187,0.16143,0.16592,0.15985,,,,0.15894,0.16122,0.15839,0.084749,0.086072,0.082916,0.023285,0.023809,0.022949,0.0091613,0.0092825,0.0089271,0.0045122,0.0045903,0.0044171
925.14,,,,,,,0.41474,0.41657,0.40847,0.15932,0.16371,0.15772,,,,0.15414,0.15635,0.15358,0.082932,0.084232,0.081155,0.022797,0.023313,0.022472,0.0089389,0.0090573,0.0087122,0.0043995,0.0044765,0.0043078
938.74,,,,,,,0.40498,0.40658,0.39854,0.15724,0.16154,0.15561,,,,0.14952,0.15166,0.14894,0.081166,0.082444,0.079442,0.022323,0.022833,0.022008,0.0087231,0.0088393,0.0085042,0.0042908,0.0043668,0.0042024
952.35,,,,,,,0.39552,0.3969,0.38891,0.15521,0.15941,0.15355,,,,0.14507,0.14715,0.14448,0.079454,0.08071,0.077781,0.021865,0.022368,0.021559,0.008514,0.0086287,0.0083032,0.0041863,0.0042612,0.004101
965.95,,,,,,,0.38632,0.38748,0.37956,0.1532,0.1573,0.15151,,,,0.14079,0.1428,0.14018,0.077789,0.079023,0.076164,0.021419,0.021915,0.021123,0.0083117,0.0084246,0.0081083,0.0040852,0.004159,0.0040028
979.56,,,,,,,0.37742,0.37838,0.37052,0.15124,0.15524,0.14951,,,,0.13668,0.13862,0.13605,0.076178,0.07739,0.074598,0.020988,0.021478,0.020701,0.0081176,0.0082278,0.0079202,0.0039881,0.0040609,0.0039084
993.16,,,,,,,0.36879,0.36954,0.36175,0.14931,0.15322,0.14755,0.033083,0.034829,0.033446,0.13272,0.1346,0.13208,0.074615,0.075805,0.073078,0.020571,0.021054,0.020291,0.00793,0.0080374,0.0077382,0.0038944,0.0039661,0.0038173
1006.77,,,,,,,0.36041,0.36096,0.35324,0.14741,0.15123,0.14563,0.032721,0.034444,0.033071,0.1289,0.13072,0.12825,0.073096,0.074265,0.0716,0.020166,0.020642,0.019894,0.0077475,0.0078531,0.0075619,0.003804,0.0038746,0.0037294
1020.37,,,,,,,0.35227,0.35264,0.34498,0.14555,0.14928,0.14373,0.032366,0.034065,0.032703,0.12523,0.12699,0.12457,0.071621,0.072769,0.070164,0.019772,0.020242,0.019508,0.0075705,0.0076747,0.0073912,0.0037167,0.0037863,0.0036444
1033.98,,,,,,,0.34438,0.34456,0.33697,0.14373,0.14736,0.14187,0.032018,0.033694,0.032341,0.12169,0.1234,0.12102,0.070189,0.071317,0.068769,0.019391,0.019855,0.019134,0.0073998,0.0075022,0.0072261,0.0036325,0.0037011,0.0035624
1047.58,,,,,,,0.33672,0.33673,0.32921,0.14194,0.14548,0.14005,0.031676,0.033329,0.031986,0.11828,0.11993,0.1176,0.0688,0.069907,0.067415,0.019022,0.019479,0.018771,0.0072354,0.0073354,0.0070663,0.0035512,0.0036188,0.0034832
1061.19,,,,,,,0.32929,0.32912,0.32167,0.14018,0.14363,0.13826,0.03134,0.03297,0.031637,0.115,0.11659,0.11431,0.06745,0.068537,0.066098,0.018663,0.019113,0.018418,0.0070762,0.0071739,0.0069116,0.0034727,0.0035393,0.0034067
1074.79,,,,,,,0.32205,0.32172,0.31434,0.13845,0.14181,0.13649,0.031009,0.032616,0.031292,0.11183,0.11337,0.11113,0.066136,0.067204,0.064817,0.018313,0.018758,0.018074,0.0069211,0.0070173,0.0067615,0.0033967,0.0034623,0.0033326
1088.4,,,,,,,0.31501,0.31451,0.30721,0.13674,0.14001,0.13475,0.030683,0.032267,0.030952,0.10876,0.11026,0.10805,0.064856,0.065904,0.063567,0.017973,0.018412,0.01774,0.0067701,0.0068653,0.0066159,0.0033232,0.0033878,0.0032608
1102.0,,,,,,,0.30817,0.30752,0.30029,0.13507,0.13825,0.13304,0.030362,0.031923,0.030617,0.1058,0.10725,0.10509,0.063612,0.06464,0.062352,0.017643,0.018076,0.017415,0.0066244,0.0067182,0.0064747,0.003252,0.0033157,0.0031914
1115.61,,,,,,,0.30152,0.30072,0.29356,0.13342,0.13651,0.13136,0.030047,0.031585,0.030288,0.10295,0.10435,0.10223,0.062402,0.063411,0.061169,0.017322,0.017749,0.017099,0.0064839,0.0065756,0.0063379,0.0031832,0.0032459,0.0031242
1129.21,,,,,,,0.29506,0.2941,0.28703,0.1318,0.13481,0.12971,0.029737,0.031252,0.029965,0.10019,0.10155,0.099467,0.061224,0.062214,0.060018,0.01701,0.01743,0.016791,0.0063477,0.0064374,0.0062053,0.0031166,0.0031784,0.0030591
1142.82,,,,,,,0.28874,0.28765,0.28065,0.1302,0.13312,0.12807,0.029429,0.030922,0.029643,0.097523,0.098837,0.096791,0.060072,0.061043,0.058891,0.016704,0.017119,0.01649,0.0062144,0.0063027,0.0060761,0.0030518,0.0031127,0.0029958
1156.42,,,,,,,0.28262,0.28139,0.27447,0.12863,0.13146,0.12647,0.029129,0.030598,0.029328,0.094951,0.096222,0.094213,0.058955,0.059908,0.057798,0.016409,0.016817,0.016199,0.0060852,0.0061727,0.0059512,0.0029893,0.0030493,0.0029347
1170.03,,,,,,,0.27666,0.2753,0.26845,0.12709,0.12983,0.12489,0.028832,0.030279,0.029017,0.092461,0.093692,0.091719,0.057865,0.058799,0.056731,0.01612,0.016523,0.015914,0.00596,0.0060462,0.0058298,0.0029286,0.0029878,0.0028754
1183.63,,,,,,,0.27086,0.26937,0.2626,0.12557,0.12823,0.12334,0.02854,0.029965,0.028712,0.090057,0.091247,0.08931,0.056804,0.057719,0.055691,0.015839,0.016236,0.015637,0.0058393,0.0059236,0.005712,0.0028698,0.0029281,0.0028179
1197.24,,,,,,,0.26522,0.26361,0.25692,0.12408,0.12666,0.12181,0.028253,0.029656,0.028411,0.087735,0.088886,0.086985,0.055772,0.056669,0.054679,0.015566,0.015958,0.015367,0.0057224,0.0058047,0.0055978,0.0028129,0.0028704,0.0027623
1210.84,,,,,,,0.25971,0.25798,0.25137,0.1226,0.12509,0.1203,0.027969,0.029349,0.028113,0.085481,0.086595,0.084728,0.05476,0.05564,0.053688,0.015299,0.015685,0.015103,0.0056079,0.0056887,0.0054863,0.0027575,0.0028141,0.002708
1224.45,,,,,,,0.25438,0.25254,0.246,0.12116,0.12357,0.11883,0.027692,0.02905,0.027822,0.08331,0.084388,0.082554,0.053781,0.054643,0.052728,0.01504,0.01542,0.014847,0.005497,0.0055768,0.0053786,0.002704,0.0027598,0.0026557
1238.05,,,,,,,0.24918,0.24722,0.24076,0.11974,0.12207,0.11737,0.027418,0.028755,0.027534,0.081208,0.082251,0.080449,0.052824,0.05367,0.051789,0.014787,0.015162,0.014598,0.0053893,0.0054678,0.0052738,0.002652,0.002707,0.0026048
1251.66,,,,,,,0.24412,0.24206,0.23567,0.11835,0.1206,0.11594,0.027149,0.028464,0.027251,0.079174,0.080183,0.078413,0.051892,0.052721,0.050874,0.014541,0.01491,0.014354,0.0052852,0.0053619,0.005172,0.0026015,0.0026558,0.0025553
1265.26,,,,,,,0.2392,0.23703,0.23072,0.11698,0.11915,0.11454,0.026885,0.028178,0.026974,0.077208,0.078184,0.076446,0.050985,0.051797,0.049984,0.014302,0.014666,0.014117,0.0051845,0.0052591,0.0050732,0.0025526,0.0026061,0.0025074
1278.87,,,,,,,0.23438,0.23211,0.22588,0.11562,0.11771,0.11315,0.026623,0.027895,0.026697,0.075298,0.076241,0.074534,0.050096,0.050891,0.049111,0.014067,0.014425,0.013885,0.0050859,0.0051588,0.0049766,0.0025049,0.0025576,0.0024607
1292.47,,,,,,,0.22972,0.22735,0.2212,0.1143,0.11631,0.11179,0.026368,0.027618,0.026429,0.073457,0.074369,0.072691,0.049235,0.050013,0.048264,0.013839,0.014193,0.01366,0.0049901,0.0050617,0.0048832,0.0024589,0.0025108,0.0024155
1306.08,,,,,,,0.22516,0.22271,0.21663,0.113,0.11493,0.11045,0.026116,0.027345,0.026163,0.07167,0.072551,0.070903,0.048393,0.049155,0.047436,0.013617,0.013965,0.01344,0.0048966,0.0049671,0.0047921,0.002414,0.0024652,0.0023715
1319.68,,,,,,,0.22072,0.21817,0.21217,0.11171,0.11357,0.10913,0.025867,0.027075,0.0259,0.069938,0.07079,0.06917,0.04757,0.048316,0.046628,0.0134,0.013743,0.013225,0.0048058,0.0048749,0.0047034,0.0023703,0.0024207,0.0023286
1333.29,,,,,,,0.21639,0.21376,0.20783,0.11045,0.11223,0.10783,0.025623,0.026809,0.025642,0.068259,0.069083,0.067492,0.046768,0.047498,0.045838,0.013188,0.013526,0.013015,0.0047179,0.0047851,0.004617,0.0023279,0.0023775,0.0022869
1346.89,,,,,,,0.21215,0.20943,0.20359,0.1092,0.1109,0.10655,0.02538,0.026545,0.025385,0.066627,0.067422,0.065859,0.045981,0.046696,0.045064,0.012981,0.013314,0.012809,0.0046319,0.0046974,0.0045325,0.0022864,0.0023354,0.0022462
1360.5,,,,,,,0.20804,0.20525,0.19947,0.10797,0.1096,0.1053,0.025144,0.026288,0.025135,0.065052,0.065821,0.064284,0.045217,0.045917,0.044313,0.012779,0.013107,0.01261,0.0045481,0.0046123,0.0044506,0.0022463,0.0022945,0.0022068
1374.1,,,,,,,0.20402,0.20115,0.19546,0.10677,0.10832,0.10406,0.02491,0.026033,0.024887,0.063522,0.064264,0.062754,0.04447,0.045154,0.043577,0.012582,0.012905,0.012414,0.004466,0.0045292,0.0043706,0.0022071,0.0022546,0.0021683
1387.71,,,,,,,0.2001,0.19716,0.19154,0.10558,0.10706,0.10283,0.024679,0.025781,0.024643,0.062037,0.062754,0.06127,0.04374,0.044409,0.042857,0.01239,0.012707,0.012223,0.0043859,0.0044481,0.0042925,0.002169,0.0022157,0.0021308
1401.31,,,,,,,0.19627,0.19326,0.18771,0.10441,0.10582,0.10163,0.024451,0.025533,0.024401,0.060595,0.061287,0.059829,0.043025,0.043679,0.042153,0.012201,0.012514,0.012036,0.0043081,0.004369,0.0042162,0.0021318,0.0021778,0.0020942
1414.92,,,,,,,0.19255,0.18947,0.18399,0.10325,0.10459,0.10044,0.024226,0.025288,0.024163,0.059199,0.059867,0.058433,0.042327,0.042967,0.041466,0.012017,0.012325,0.011853,0.0042326,0.0042918,0.0041419,0.0020956,0.0021409,0.0020585
1428.52,,,,,,,0.18889,0.18575,0.18035,0.10212,0.10338,0.099275,0.024005,0.025045,0.023928,0.057839,0.058483,0.057075,0.041644,0.042269,0.040792,0.011837,0.01214,0.011674,0.0041586,0.0042164,0.0040692,0.0020602,0.0021048,0.0020237
1442.13,,,,,,,0.18534,0.18214,0.17681,0.101,0.10219,0.098125,0.023787,0.024807,0.023696,0.056523,0.057145,0.05576,0.040978,0.041589,0.040136,0.011661,0.01196,0.011499,0.0040862,0.0041429,0.0039984,0.0020258,0.0020697,0.0019898
1455.73,,,,,,,0.18188,0.17861,0.17336,0.099898,0.10102,0.096993,0.023572,0.024573,0.023468,0.055245,0.055845,0.054483,0.040327,0.040923,0.039493,0.01149,0.011783,0.011328,0.0040152,0.0040713,0.0039293,0.0019922,0.0020355,0.0019568
1469.34,,,,,,,0.17849,0.17517,0.16999,0.098814,0.099869,0.095879,0.023361,0.024341,0.023243,0.054004,0.054582,0.053244,0.03969,0.040273,0.038865,0.011322,0.011611,0.011161,0.0039462,0.0040013,0.0038618,0.0019595,0.0020021,0.0019246
1482.94,,,,,,,0.17519,0.17181,0.1667,0.097746,0.098733,0.09478,0.023152,0.024112,0.023021,0.052798,0.053356,0.05204,0.039068,0.039636,0.038251,0.011157,0.011442,0.010998,0.0038791,0.0039329,0.0037959,0.0019276,0.0019695,0.0018931
1496.55,,,,,,,0.17196,0.16853,0.1635,0.096694,0.097614,0.093698,0.022946,0.023887,0.022802,0.051627,0.052165,0.050871,0.038459,0.039014,0.03765,0.010997,0.011277,0.010838,0.0038139,0.0038662,0.0037316,0.0018965,0.0019377,0.0018624
1510.15,,,,,,,0.16882,0.16534,0.16037,0.095659,0.096512,0.092633,0.022744,0.023665,0.022587,0.050491,0.051008,0.049736,0.037864,0.038405,0.037062,0.01084,0.011115,0.010682,0.00375,0.0038011,0.0036688,0.0018661,0.0019067,0.0018324
1523.76,,,,,,,0.16575,0.16222,0.15732,0.094641,0.095428,0.091586,0.022545,0.023446,0.022374,0.049386,0.049885,0.048634,0.037282,0.03781,0.036488,0.010686,0.010957,0.010529,0.0036873,0.0037375,0.0036075,0.0018365,0.0018764,0.0018032
1537.36,,,,,,,0.16275,0.15917,0.15435,0.093639,0.094361,0.090554,0.022348,0.02323,0.022165,0.048313,0.048793,0.047563,0.036714,0.037229,0.035926,0.010536,0.010802,0.010379,0.003626,0.0036754,0.0035476,0.0018076,0.0018469,0.0017747
1550.97,,,,,,,0.15981,0.15619,0.15144,0.092653,0.09331,0.089539,0.022155,0.023017,0.021958,0.04727,0.047731,0.046522,0.036157,0.036659,0.035376,0.010389,0.010651,0.010233,0.0035662,0.0036148,0.0034892,0.0017794,0.001818,0.0017469
1564.57,,,,,,,0.15695,0.15329,0.1486,0.09168,0.092273,0.088537,0.021964,0.022807,0.021755,0.046254,0.046698,0.045509,0.035612,0.036102,0.034838,0.010246,0.010503,0.01009,0.0035082,0.0035556,0.003432,0.0017519,0.0017899,0.0017197
1578.18,,,,,,,0.15415,0.15045,0.14583,0.09072,0.09125,0.087549,0.021775,0.022599,0.021553,0.045267,0.045694,0.044524,0.035079,0.035556,0.03431,0.010105,0.010358,0.0099492,0.0034516,0.0034977,0.0033761,0.001725,0.0017623,0.0016931
1591.78,,,,,,,0.15141,0.14767,0.14312,0.089775,0.090243,0.086577,0.02159,0.022394,0.021355,0.044306,0.044717,0.043566,0.034557,0.035021,0.033794,0.0099667,0.010216,0.0098117,0.0033962,0.0034411,0.0033215,0.0016988,0.0017354,0.0016671
1605.39,,,,,,,0.14873,0.14496,0.14047,0.088844,0.08925,0.085619,0.021407,0.022192,0.021159,0.043372,0.043766,0.042635,0.034046,0.034498,0.033289,0.0098318,0.010076,0.009677,0.0033418,0.0033858,0.0032682,0.0016731,0.0017091,0.0016417
1618.99,,,,,,,0.14612,0.14231,0.13789,0.087927,0.088272,0.084675,0.021226,0.021993,0.020966,0.042463,0.042841,0.041728,0.033546,0.033986,0.032794,0.0096996,0.0099402,0.0095451,0.0032884,0.0033317,0.0032161,0.001648,0.0016835,0.001617
1632.6,,,,,,,0.14356,0.13972,0.13536,0.087024,0.087309,0.083745,0.021048,0.021797,0.020775,0.041578,0.041941,0.040846,0.033056,0.033484,0.032309,0.0095703,0.0098066,0.009416,0.0032365,0.0032789,0.0031651,0.0016236,0.0016584,0.0015927
1646.2,,,,,,,0.14105,0.13718,0.13289,0.086129,0.086354,0.082824,0.020872,0.021601,0.020586,0.040715,0.041063,0.039987,0.032574,0.032991,0.031833,0.009443,0.0096752,0.0092889,0.0031859,0.0032271,0.0031151,0.0015995,0.0016338,0.001569
