,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5p,5p,5p,5s,5s,5s
3074.73,,,,,,,0.0308,0.028184,0.027692,0.035003,0.032105,0.030969,0.010419,0.0097878,0.0092785,0.0073432,0.0072257,0.0070078,0.0099106,0.0096962,0.0093835,0.003349,0.0033094,0.00316,0.00090627,0.00089313,0.00086486,0.0005169,0.00051417,0.00049151
3088.33,,,,,,,0.03042,0.027829,0.027352,0.034747,0.031842,0.030722,0.010363,0.0097248,0.0092194,0.0072475,0.0071299,0.0069152,0.0098214,0.0096049,0.009296,0.0033241,0.003283,0.0031348,0.00089779,0.00088445,0.00085653,0.00051278,0.00050985,0.00048738
3101.94,,,,,,,0.030045,0.02748,0.027017,0.034493,0.031581,0.030476,0.010309,0.0096622,0.0091607,0.0071533,0.0070357,0.0068241,0.0097332,0.0095146,0.0092095,0.0032994,0.0032569,0.00311,0.00088933,0.00087588,0.0008483,0.00050871,0.00050558,0.00048331
3115.54,,,,,,,0.029675,0.027135,0.026687,0.034241,0.031322,0.030232,0.010254,0.0095999,0.0091024,0.0070605,0.0069429,0.0067344,0.0096458,0.0094252,0.0091239,0.0032749,0.003231,0.0030853,0.00088094,0.0008674,0.00084016,0.00050468,0.00050135,0.00047927
3129.15,,,,,,,0.029309,0.026795,0.026362,0.033989,0.031064,0.029989,0.010199,0.0095375,0.0090439,0.0069691,0.0068515,0.006646,0.0095588,0.0093363,0.0090387,0.0032505,0.0032051,0.0030607,0.00087264,0.00085897,0.00083207,0.00050067,0.00049714,0.00047525
3142.75,,,,,,,0.028954,0.026465,0.026046,0.03375,0.030818,0.029757,0.010147,0.0094783,0.0089885,0.0068805,0.0067629,0.0065603,0.0094757,0.0092513,0.0089573,0.0032273,0.0031805,0.0030373,0.00086477,0.00085091,0.00082433,0.00049684,0.00049311,0.00047142
3156.36,,,,,,,0.0286,0.026136,0.025731,0.033504,0.030567,0.029521,0.010094,0.0094174,0.0089315,0.0067922,0.0066746,0.006475,0.0093913,0.0091651,0.0088746,0.0032035,0.0031554,0.0030134,0.00085684,0.00084274,0.00081649,0.00049295,0.00048902,0.00046752
3169.96,,,,,,,0.028252,0.025812,0.025421,0.033262,0.030319,0.029287,0.010041,0.0093573,0.0088752,0.0067055,0.006588,0.0063912,0.0093083,0.0090802,0.0087933,0.0031802,0.0031307,0.0029898,0.00084905,0.00083471,0.00080878,0.00048911,0.000485,0.00046368
3183.57,,,,,,,0.027909,0.025494,0.025117,0.033022,0.030075,0.029057,0.0099889,0.0092979,0.0088197,0.0066202,0.0065028,0.0063088,0.0092264,0.0089965,0.0087132,0.0031571,0.0031063,0.0029666,0.00084135,0.00082679,0.00080118,0.00048534,0.00048102,0.0004599
3197.17,,,,,,,0.02757,0.02518,0.024816,0.032786,0.029833,0.02883,0.0099373,0.0092391,0.0087647,0.0065362,0.0064189,0.0062277,0.0091455,0.008914,0.0086341,0.0031344,0.0030822,0.0029437,0.00083367,0.00081898,0.00079369,0.00048161,0.00047711,0.00045616
3210.78,,,,,,,0.027235,0.024871,0.02452,0.032551,0.029593,0.028604,0.0098861,0.0091809,0.0087103,0.0064534,0.0063363,0.0061478,0.0090656,0.0088324,0.008556,0.0031119,0.0030584,0.0029211,0.00082603,0.00081127,0.00078629,0.00047793,0.00047324,0.00045248
3224.38,,,,,,,0.026905,0.024565,0.024227,0.032317,0.029356,0.028381,0.0098353,0.009123,0.0086562,0.0063717,0.0062547,0.006069,0.0089864,0.0087516,0.0084786,0.0030896,0.0030348,0.0028987,0.00081842,0.00080364,0.00077897,0.0004743,0.00046941,0.00044883
3237.99,,,,,,,0.026577,0.024263,0.023937,0.032084,0.029118,0.028157,0.0097842,0.0090651,0.0086021,0.0062909,0.0061742,0.0059911,0.0089075,0.0086711,0.0084016,0.0030674,0.0030113,0.0028764,0.00081086,0.00079605,0.00077168,0.00047067,0.0004656,0.0004452
3251.59,,,,,,,0.026263,0.023972,0.023659,0.031861,0.028891,0.027944,0.0097356,0.0090095,0.0085502,0.0062133,0.0060968,0.0059163,0.008832,0.008594,0.0083278,0.0030461,0.0029887,0.0028549,0.00080368,0.00078877,0.0007647,0.00046718,0.00046193,0.00044171
3265.2,,,,,,,0.025945,0.02368,0.023379,0.031633,0.02866,0.027726,0.0096856,0.0089528,0.0084973,0.0061353,0.006019,0.0058411,0.0087553,0.0085158,0.0082529,0.0030244,0.0029658,0.0028331,0.00079645,0.00078139,0.00075762,0.00046366,0.00045822,0.00043817
3278.8,,,,,,,0.025633,0.023393,0.023104,0.031408,0.028431,0.027511,0.0096361,0.0088967,0.0084449,0.0060588,0.0059427,0.0057674,0.0086796,0.0084387,0.0081791,0.003003,0.0029431,0.0028116,0.00078938,0.00077412,0.00075065,0.00046017,0.00045455,0.00043469
3292.41,,,,,,,0.025326,0.02311,0.022833,0.031185,0.028205,0.027298,0.0095871,0.0088411,0.0083931,0.0059835,0.0058677,0.0056949,0.008605,0.0083626,0.0081063,0.0029819,0.0029208,0.0027904,0.00078241,0.00076695,0.00074377,0.00045673,0.00045093,0.00043124
3306.01,,,,,,,0.025023,0.022832,0.022566,0.030964,0.027982,0.027088,0.0095386,0.0087861,0.0083418,0.0059094,0.0057939,0.0056236,0.0085313,0.0082876,0.0080344,0.002961,0.0028987,0.0027694,0.00077549,0.00075988,0.00073699,0.00045333,0.00044736,0.00042784
3319.62,,,,,,,0.024725,0.022557,0.022303,0.030746,0.027761,0.026881,0.0094906,0.0087317,0.008291,0.0058364,0.0057212,0.0055533,0.0084586,0.0082135,0.0079636,0.0029404,0.0028769,0.0027487,0.0007686,0.00075291,0.0007303,0.00044998,0.00044384,0.00042449
3333.22,,,,,,,0.024429,0.022286,0.022044,0.03053,0.027542,0.026675,0.009443,0.0086778,0.0082408,0.0057643,0.0056494,0.0054839,0.0083867,0.0081403,0.0078935,0.0029201,0.0028554,0.0027282,0.00076173,0.00074601,0.00072368,0.00044667,0.00044036,0.00042118
3346.83,,,,,,,0.024136,0.022018,0.021786,0.030314,0.027325,0.026471,0.0093957,0.0086242,0.0081909,0.005693,0.0055785,0.0054154,0.0083152,0.0080676,0.0078239,0.0028999,0.002834,0.002708,0.0007549,0.00073918,0.00071713,0.00044339,0.00043691,0.0004179
3360.43,,,,,,,0.023855,0.02176,0.021539,0.030104,0.027113,0.026272,0.0093492,0.0085715,0.0081418,0.0056245,0.0055103,0.0053495,0.0082458,0.0079969,0.0077563,0.0028801,0.002813,0.0026881,0.00074827,0.00073252,0.00071074,0.00044016,0.00043352,0.00041468
3374.04,,,,,,,0.02357,0.021499,0.021289,0.029892,0.026899,0.026071,0.0093026,0.0085187,0.0080927,0.0055554,0.0054415,0.005283,0.0081759,0.0079259,0.0076883,0.0028603,0.0027921,0.0026682,0.00074167,0.00072584,0.00070434,0.00043695,0.00043015,0.00041147
3387.64,,,,,,,0.02329,0.021244,0.021044,0.029682,0.026688,0.025873,0.0092562,0.0084663,0.0080439,0.0054875,0.0053741,0.0052179,0.0081069,0.0078557,0.0076212,0.0028407,0.0027714,0.0026486,0.00073522,0.00071925,0.00069801,0.00043376,0.00042681,0.00040829
3401.25,,,,,,,0.023015,0.020992,0.020803,0.029474,0.026479,0.025676,0.00921,0.0084143,0.0079955,0.0054208,0.0053078,0.0051538,0.0080386,0.0077864,0.0075548,0.0028213,0.0027508,0.0026291,0.00072888,0.00071273,0.00069176,0.0004306,0.0004235,0.00040515
3414.85,,,,,,,0.022743,0.020744,0.020565,0.029268,0.026272,0.025482,0.0091643,0.0083627,0.0079475,0.0053552,0.0052426,0.0050908,0.0079712,0.0077179,0.0074894,0.0028021,0.0027305,0.0026098,0.00072261,0.0007063,0.00068559,0.00042748,0.00042023,0.00040204
3428.46,,,,,,,0.022475,0.020501,0.020331,0.029064,0.026068,0.02529,0.0091189,0.0083115,0.0078999,0.0052907,0.0051784,0.0050288,0.0079047,0.0076504,0.0074247,0.0027831,0.0027105,0.0025908,0.00071639,0.00069995,0.00067951,0.00042439,0.000417,0.00039897
3442.06,,,,,,,0.022211,0.02026,0.0201,0.028863,0.025866,0.0251,0.009074,0.0082609,0.0078529,0.005227,0.0051152,0.0049677,0.007839,0.0075837,0.007361,0.0027643,0.0026906,0.002572,0.00071019,0.00069369,0.0006735,0.00042135,0.00041381,0.00039594
3455.67,,,,,,,0.021949,0.020022,0.019871,0.028663,0.025666,0.024913,0.0090296,0.0082109,0.0078064,0.0051639,0.0050526,0.0049072,0.0077741,0.0075178,0.0072979,0.0027458,0.002671,0.0025534,0.00070402,0.00068751,0.00066757,0.00041833,0.00041065,0.00039295
3469.27,,,,,,,0.021697,0.019792,0.019652,0.028466,0.025468,0.024727,0.0089856,0.0081613,0.0077603,0.0051033,0.0049924,0.0048491,0.0077101,0.0074529,0.0072358,0.0027275,0.0026517,0.0025351,0.00069793,0.00068141,0.00066173,0.00041536,0.00040754,0.00038999
3482.88,,,,,,,0.021441,0.01956,0.019428,0.028269,0.025272,0.024543,0.0089419,0.0081121,0.0077146,0.0050419,0.0049315,0.0047902,0.0076465,0.0073884,0.0071742,0.0027093,0.0026325,0.0025169,0.00069192,0.00067536,0.00065593,0.00041241,0.00040446,0.00038707
3496.48,,,,,,,0.021189,0.019332,0.019209,0.028074,0.025077,0.02436,0.0088984,0.0080632,0.0076693,0.0049817,0.0048717,0.0047325,0.0075835,0.0073246,0.0071132,0.0026914,0.0026135,0.0024989,0.00068602,0.00066938,0.00065019,0.00040949,0.00040141,0.00038417
3510.09,,,,,,,0.020942,0.019107,0.018994,0.02788,0.024884,0.024179,0.0088551,0.0080146,0.0076241,0.0049224,0.004813,0.0046758,0.0075212,0.0072615,0.0070528,0.0026735,0.0025947,0.0024811,0.00068024,0.00066346,0.00064451,0.00040659,0.00039839,0.0003813
3523.69,,,,,,,0.020698,0.018886,0.018781,0.027687,0.024693,0.023999,0.008812,0.0079663,0.0075793,0.0048641,0.0047552,0.0046199,0.0074594,0.007199,0.006993,0.0026558,0.002576,0.0024634,0.00067454,0.0006576,0.00063889,0.00040372,0.00039539,0.00037846
3537.3,,,,,,,0.020457,0.018669,0.018572,0.027496,0.024503,0.023822,0.0087692,0.0079183,0.0075348,0.0048067,0.0046983,0.004565,0.0073984,0.0071372,0.0069339,0.0026383,0.0025575,0.0024459,0.0006689,0.00065181,0.00063334,0.00040088,0.00039243,0.00037564
3550.9,,,,,,,0.02022,0.018454,0.018366,0.027308,0.024316,0.023646,0.0087267,0.0078707,0.0074906,0.0047502,0.0046423,0.0045109,0.0073381,0.0070762,0.0068756,0.0026209,0.0025392,0.0024285,0.00066329,0.00064609,0.00062786,0.00039806,0.00038949,0.00037285
3564.51,,,,,,,0.019986,0.018243,0.018163,0.027121,0.02413,0.023472,0.0086844,0.0078234,0.0074468,0.0046945,0.0045871,0.0044576,0.0072786,0.007016,0.006818,0.0026037,0.002521,0.0024114,0.0006577,0.00064045,0.00062245,0.00039527,0.00038659,0.0003701
3578.11,,,,,,,0.019753,0.018034,0.017962,0.026936,0.023948,0.0233,0.0086427,0.0077767,0.0074036,0.0046393,0.0045325,0.0044048,0.0072198,0.0069566,0.0067613,0.0025868,0.0025031,0.0023944,0.00065214,0.00063489,0.00061712,0.00039252,0.00038372,0.00036738
3591.72,,,,,,,0.019528,0.01783,0.017766,0.026753,0.023766,0.02313,0.0086021,0.0077312,0.0073614,0.0045857,0.0044794,0.0043535,0.0071618,0.006898,0.0067052,0.0025702,0.0024856,0.0023779,0.00064663,0.00062939,0.00061186,0.00038984,0.00038092,0.00036473
3605.32,,,,,,,0.019302,0.017627,0.017571,0.026571,0.023587,0.022962,0.0085611,0.0076854,0.007319,0.0045322,0.0044265,0.0043024,0.0071043,0.0068399,0.0066497,0.0025537,0.0024682,0.0023614,0.00064119,0.00062396,0.00060664,0.00038716,0.00037813,0.00036207
3618.93,,,,,,,0.019079,0.017426,0.017378,0.026391,0.023409,0.022795,0.0085205,0.00764,0.007277,0.0044794,0.0043743,0.004252,0.0070473,0.0067823,0.0065947,0.0025373,0.0024509,0.002345,0.00063586,0.00061857,0.00060148,0.0003845,0.00037536,0.00035945
3632.53,,,,,,,0.018859,0.017229,0.017187,0.026211,0.023232,0.022629,0.0084801,0.0075949,0.0072352,0.0044274,0.0043229,0.0042023,0.0069908,0.0067253,0.0065402,0.002521,0.0024337,0.0023288,0.00063063,0.00061324,0.00059637,0.00038187,0.00037262,0.00035685
3646.14,,,,,,,0.018642,0.017034,0.017,0.026033,0.023056,0.022464,0.0084397,0.00755,0.0071937,0.0043762,0.0042722,0.0041534,0.0069348,0.0066688,0.0064862,0.0025048,0.0024167,0.0023127,0.00062547,0.00060796,0.00059131,0.00037926,0.0003699,0.00035427
3659.74,,,,,,,0.018428,0.016842,0.016815,0.025856,0.022882,0.022301,0.0083996,0.0075054,0.0071524,0.0043257,0.0042224,0.0041052,0.0068793,0.0066129,0.0064327,0.0024888,0.0023997,0.0022967,0.00062037,0.00060273,0.0005863,0.00037667,0.0003672,0.00035171
3673.35,,,,,,,0.018217,0.016652,0.016633,0.02568,0.02271,0.022139,0.0083595,0.0074609,0.0071112,0.004276,0.0041733,0.0040578,0.0068244,0.0065576,0.0063798,0.0024728,0.002383,0.0022808,0.00061528,0.00059756,0.00058134,0.0003741,0.00036452,0.00034917
3686.95,,,,,,,0.018009,0.016466,0.016453,0.025504,0.022538,0.021978,0.0083188,0.007416,0.0070697,0.0042271,0.0041249,0.0040111,0.0067697,0.0065026,0.0063272,0.0024568,0.0023661,0.0022649,0.00061017,0.00059243,0.00057642,0.00037152,0.00036184,0.00034663
3700.56,,,,,,,0.017804,0.016283,0.016277,0.025337,0.022374,0.021824,0.0082826,0.0073751,0.007032,0.0041789,0.0040774,0.0039652,0.0067175,0.0064499,0.0062769,0.0024421,0.0023506,0.0022502,0.00060524,0.00058751,0.00057171,0.00036915,0.00035936,0.00034428
3714.16,,,,,,,0.017601,0.016101,0.016102,0.025166,0.022206,0.021667,0.0082429,0.0073313,0.0069915,0.0041313,0.0040304,0.0039198,0.0066643,0.0063964,0.0062257,0.0024265,0.0023341,0.0022347,0.00060021,0.00058251,0.00056692,0.00036664,0.00035674,0.0003418
3727.77,,,,,,,0.0174,0.015922,0.015929,0.024997,0.022041,0.021512,0.0082043,0.0072885,0.006952,0.0040843,0.003984,0.003875,0.0066119,0.0063437,0.0061754,0.0024113,0.0023181,0.0022196,0.00059528,0.0005776,0.00056221,0.0003642,0.00035419,0.00033938
3741.37,,,,,,,0.017202,0.015745,0.015759,0.024829,0.021877,0.021359,0.0081661,0.0072463,0.006913,0.0040379,0.0039383,0.0038308,0.0065601,0.0062916,0.0061256,0.0023962,0.0023023,0.0022046,0.00059044,0.00057274,0.00055756,0.00036179,0.00035167,0.000337
3754.98,,,,,,,0.017006,0.015571,0.01559,0.024662,0.021715,0.021207,0.0081282,0.0072043,0.0068742,0.0039921,0.0038931,0.0037871,0.0065087,0.00624,0.0060763,0.0023813,0.0022866,0.0021898,0.00058569,0.00056793,0.00055295,0.0003594,0.00034918,0.00033463
3768.58,,,,,,,0.016812,0.015398,0.015424,0.024497,0.021554,0.021056,0.0080904,0.0071625,0.0068357,0.0039469,0.0038486,0.0037441,0.0064578,0.0061888,0.0060274,0.0023665,0.002271,0.0021751,0.00058101,0.00056316,0.00054838,0.00035703,0.0003467,0.00033229
3782.19,,,,,,,0.016622,0.015228,0.01526,0.024332,0.021393,0.020906,0.0080526,0.0071209,0.0067972,0.0039024,0.0038047,0.0037017,0.0064072,0.006138,0.0059788,0.0023518,0.0022555,0.0021605,0.00057636,0.00055843,0.00054384,0.00035467,0.00034424,0.00032996
3795.79,,,,,,,0.016433,0.015061,0.015098,0.024167,0.021234,0.020756,0.0080146,0.0070792,0.0067587,0.0038585,0.0037615,0.0036599,0.0063569,0.0060875,0.0059306,0.0023371,0.0022401,0.0021459,0.00057173,0.00055374,0.00053934,0.00035232,0.00034179,0.00032764
3809.4,,,,,,,0.016248,0.014896,0.014939,0.024004,0.021076,0.020608,0.0079765,0.0070375,0.0067203,0.0038154,0.0037189,0.0036189,0.006307,0.0060376,0.0058829,0.0023224,0.0022247,0.0021314,0.00056709,0.00054909,0.00053489,0.00034998,0.00033935,0.00032533
3823.0,,,,,,,0.016065,0.014734,0.014783,0.02385,0.020926,0.020468,0.0079425,0.0069994,0.0066853,0.0037729,0.0036772,0.0035785,0.0062599,0.0059902,0.0058377,0.0023089,0.0022105,0.002118,0.00056265,0.00054469,0.00053067,0.00034783,0.00033709,0.00032319
3836.61,,,,,,,0.015884,0.014574,0.014628,0.02369,0.020771,0.020323,0.0079051,0.0069585,0.0066475,0.0037309,0.0036359,0.0035386,0.0062111,0.0059414,0.005791,0.0022946,0.0021954,0.0021038,0.00055804,0.00054015,0.00052632,0.00034554,0.0003347,0.00032093
3850.21,,,,,,,0.015706,0.014415,0.014475,0.023532,0.020619,0.02018,0.0078685,0.0069185,0.0066106,0.0036895,0.0035951,0.0034992,0.0061633,0.0058935,0.0057452,0.0022805,0.0021806,0.0020898,0.00055353,0.0005357,0.00052206,0.00034331,0.00033237,0.00031872
3863.82,,,,,,,0.015529,0.014259,0.014324,0.023376,0.020469,0.020039,0.0078325,0.0068789,0.0065742,0.0036486,0.0035549,0.0034604,0.006116,0.0058462,0.0057,0.0022666,0.0021661,0.0020761,0.0005491,0.0005313,0.00051785,0.0003411,0.00033006,0.00031654
3877.42,,,,,,,0.015355,0.014104,0.014175,0.023221,0.02032,0.0199,0.0077967,0.0068398,0.0065382,0.0036082,0.0035151,0.003422,0.0060692,0.0057994,0.0056553,0.0022529,0.0021517,0.0020626,0.00054478,0.00052696,0.00051368,0.00033892,0.00032779,0.00031439
3891.03,,,,,,,0.015182,0.013952,0.014027,0.023067,0.020172,0.019761,0.0077612,0.0068009,0.0065024,0.0035683,0.0034759,0.003384,0.0060228,0.0057529,0.0056109,0.0022393,0.0021374,0.0020491,0.00054053,0.00052265,0.00050955,0.00033676,0.00032553,0.00031226
3904.63,,,,,,,0.015011,0.013801,0.013881,0.022914,0.020024,0.019623,0.0077257,0.0067621,0.0064667,0.0035288,0.0034371,0.0033466,0.0059766,0.0057068,0.0055668,0.0022258,0.0021233,0.0020357,0.00053633,0.00051837,0.00050545,0.00033462,0.00032329,0.00031014
3918.24,,,,,,,0.014842,0.013652,0.013737,0.02276,0.019877,0.019485,0.0076898,0.0067231,0.0064308,0.0034899,0.0033988,0.0033096,0.0059305,0.0056608,0.0055228,0.0022122,0.0021091,0.0020224,0.00053213,0.00051411,0.00050136,0.00033247,0.00032105,0.00030801
3931.84,,,,,,,0.014676,0.013505,0.013595,0.022605,0.019729,0.019346,0.0076532,0.0066835,0.0063943,0.0034515,0.0033612,0.0032732,0.0058843,0.0056147,0.0054788,0.0021985,0.0020947,0.0020088,0.00052789,0.00050984,0.00049727,0.00033029,0.00031878,0.00030587
3945.45,,,,,,,0.014515,0.013363,0.013457,0.022466,0.019595,0.019221,0.007622,0.0066488,0.0063625,0.0034144,0.0033248,0.003238,0.0058423,0.0055727,0.0054387,0.0021864,0.0020819,0.0019968,0.000524,0.00050594,0.00049354,0.00032837,0.00031676,0.00030396
3959.05,,,,,,,0.014353,0.013221,0.013319,0.022316,0.019452,0.019087,0.0075866,0.0066106,0.0063273,0.0033772,0.0032882,0.0032027,0.0057976,0.0055281,0.0053961,0.0021731,0.0020681,0.0019837,0.00051984,0.00050181,0.00048959,0.00032627,0.00031457,0.0003019
3972.66,,,,,,,0.014194,0.01308,0.013183,0.022168,0.019311,0.018955,0.007552,0.006573,0.0062928,0.0033405,0.0032522,0.0031679,0.0057537,0.0054844,0.0053543,0.0021601,0.0020545,0.0019709,0.00051575,0.00049777,0.00048571,0.00032421,0.00031243,0.00029987
3986.26,,,,,,,0.014036,0.012942,0.013049,0.022023,0.019173,0.018825,0.0075178,0.006536,0.0062587,0.0033043,0.0032167,0.0031336,0.0057104,0.0054413,0.0053131,0.0021473,0.002041,0.0019583,0.00051174,0.00049378,0.00048189,0.00032218,0.00031031,0.00029787
3999.87,,,,,,,0.01388,0.012805,0.012916,0.021878,0.019036,0.018696,0.007484,0.0064993,0.0062251,0.0032685,0.0031817,0.0030997,0.0056677,0.0053987,0.0052724,0.0021346,0.0020278,0.0019458,0.00050781,0.00048984,0.00047812,0.00032018,0.00030823,0.0002959
4013.47,,,,,,,0.013726,0.012669,0.012785,0.021735,0.0189,0.018569,0.0074505,0.0064631,0.0061918,0.0032332,0.003147,0.0030662,0.0056253,0.0053565,0.0052321,0.0021221,0.0020147,0.0019335,0.00050396,0.00048594,0.00047438,0.0003182,0.00030617,0.00029395
4027.08,,,,,,,0.013573,0.012535,0.012655,0.021592,0.018764,0.018442,0.0074172,0.006427,0.0061587,0.0031982,0.0031127,0.0030331,0.0055832,0.0053146,0.0051921,0.0021097,0.0020017,0.0019213,0.00050017,0.00048207,0.00047067,0.00031624,0.00030412,0.00029202
4040.68,,,,,,,0.013421,0.012402,0.012526,0.021449,0.018629,0.018315,0.0073837,0.0063909,0.0061255,0.0031634,0.0030787,0.0030002,0.005541,0.0052728,0.0051521,0.0020972,0.0019887,0.0019091,0.00049638,0.0004782,0.00046696,0.00031428,0.00030208,0.0002901
4054.29,,,,,,,0.013271,0.01227,0.012398,0.021304,0.018492,0.018187,0.0073493,0.0063542,0.0060918,0.003129,0.003045,0.0029676,0.0054985,0.0052306,0.0051118,0.0020846,0.0019756,0.0018967,0.00049253,0.00047431,0.00046323,0.00031228,0.00030002,0.00028815
4067.89,,,,,,,0.013129,0.012147,0.012278,0.021175,0.018369,0.018072,0.0073192,0.0063212,0.0060616,0.0030968,0.0030134,0.0029371,0.0054604,0.0051926,0.0050756,0.0020733,0.0019637,0.0018855,0.00048903,0.00047079,0.00045987,0.00031048,0.00029814,0.00028638
4081.5,,,,,,,0.012984,0.012019,0.012154,0.021035,0.018237,0.017948,0.007286,0.0062856,0.0060289,0.0030635,0.0029808,0.0029056,0.0054193,0.0051519,0.0050366,0.0020611,0.001951,0.0018735,0.00048524,0.00046703,0.00045626,0.00030855,0.00029614,0.00028449
4095.1,,,,,,,0.01284,0.011894,0.012032,0.020897,0.018107,0.017826,0.0072532,0.0062505,0.0059967,0.0030309,0.0029489,0.0028747,0.0053789,0.0051118,0.0049984,0.002049,0.0019384,0.0018617,0.00048148,0.00046334,0.00045273,0.00030665,0.00029417,0.00028263
4108.71,,,,,,,0.012699,0.011771,0.011912,0.02076,0.017979,0.017706,0.0072207,0.0062157,0.0059648,0.0029987,0.0029174,0.0028443,0.0053391,0.0050724,0.0049607,0.0020371,0.001926,0.0018501,0.00047778,0.0004597,0.00044924,0.00030477,0.00029223,0.0002808
4122.31,,,,,,,0.01256,0.011649,0.011794,0.020625,0.017852,0.017587,0.0071885,0.0061813,0.0059332,0.002967,0.0028864,0.0028143,0.0052998,0.0050335,0.0049235,0.0020253,0.0019138,0.0018386,0.00047414,0.00045611,0.0004458,0.00030291,0.00029031,0.00027898
4135.92,,,,,,,0.012422,0.011529,0.011677,0.020491,0.017726,0.01747,0.0071567,0.0061473,0.0059021,0.0029356,0.0028557,0.0027847,0.005261,0.004995,0.0048868,0.0020137,0.0019017,0.0018272,0.00047059,0.00045256,0.0004424,0.00030107,0.00028841,0.00027719
4149.52,,,,,,,0.012285,0.01141,0.011561,0.020358,0.017602,0.017353,0.0071252,0.0061136,0.0058712,0.0029045,0.0028253,0.0027553,0.0052225,0.0049569,0.0048504,0.0020022,0.0018897,0.0018159,0.0004671,0.00044905,0.00043903,0.00029926,0.00028654,0.00027542
4163.13,,,,,,,0.012149,0.011291,0.011446,0.020226,0.017478,0.017237,0.0070939,0.0060802,0.0058406,0.0028736,0.0027951,0.0027261,0.0051841,0.004919,0.0048141,0.0019909,0.0018779,0.0018048,0.00046366,0.00044555,0.00043568,0.00029746,0.00028468,0.00027367
4176.73,,,,,,,0.012014,0.011174,0.011331,0.020092,0.017354,0.01712,0.0070623,0.0060466,0.0058099,0.0028429,0.0027651,0.0026971,0.0051456,0.0048809,0.0047778,0.0019794,0.001866,0.0017937,0.00046019,0.00044204,0.00043232,0.00029565,0.00028282,0.00027192
4190.34,,,,,,,0.011888,0.011065,0.011225,0.019968,0.017238,0.017012,0.0070323,0.0060145,0.0057805,0.0028145,0.0027374,0.0026703,0.0051098,0.0048455,0.0047439,0.0019685,0.0018546,0.0017829,0.00045694,0.00043877,0.00042919,0.00029392,0.00028103,0.00027024
4203.94,,,,,,,0.011757,0.01095,0.011113,0.019837,0.017116,0.016898,0.0070011,0.0059815,0.0057503,0.0027846,0.0027083,0.0026421,0.0050722,0.0048084,0.0047084,0.0019573,0.001843,0.001772,0.0004535,0.00043535,0.00042591,0.00029215,0.00027921,0.00026852
4217.55,,,,,,,0.011628,0.010838,0.011004,0.019708,0.016996,0.016785,0.0069701,0.0059487,0.0057202,0.0027555,0.0026798,0.0026146,0.005035,0.0047717,0.0046734,0.0019462,0.0018314,0.0017612,0.00045006,0.00043198,0.00042267,0.0002904,0.00027741,0.00026682
4231.15,,,,,,,0.011501,0.010728,0.010897,0.01958,0.016877,0.016673,0.0069393,0.0059161,0.0056903,0.0027268,0.0026518,0.0025875,0.0049983,0.0047355,0.0046388,0.0019351,0.00182,0.0017504,0.00044665,0.00042864,0.00041948,0.00028865,0.00027562,0.00026512
4244.76,,,,,,,0.011376,0.01062,0.010791,0.019453,0.016759,0.016563,0.0069085,0.0058837,0.0056607,0.0026985,0.0026242,0.0025608,0.004962,0.0046998,0.0046047,0.0019241,0.0018086,0.0017397,0.00044328,0.00042535,0.00041632,0.00028692,0.00027384,0.00026345
4258.36,,,,,,,0.011252,0.010513,0.010686,0.019327,0.016643,0.016454,0.0068781,0.0058516,0.0056314,0.0026706,0.002597,0.0025345,0.0049262,0.0046645,0.004571,0.0019133,0.0017974,0.0017292,0.00043997,0.0004221,0.00041321,0.00028521,0.00027208,0.00026179
4271.97,,,,,,,0.01113,0.010407,0.010583,0.019203,0.016528,0.016346,0.006848,0.0058199,0.0056023,0.0026429,0.0025701,0.0025085,0.0048908,0.0046297,0.0045377,0.0019026,0.0017863,0.0017188,0.00043674,0.00041889,0.00041013,0.00028352,0.00027035,0.00026016
4285.57,,,,,,,0.011009,0.010302,0.01048,0.019079,0.016414,0.01624,0.0068182,0.0057886,0.0055737,0.0026156,0.0025434,0.0024826,0.0048557,0.0045952,0.0045047,0.001892,0.0017753,0.0017085,0.00043357,0.00041572,0.00040709,0.00028185,0.00026864,0.00025855
4299.18,,,,,,,0.010885,0.010194,0.010375,0.018957,0.016301,0.016134,0.0067888,0.0057576,0.0055454,0.0025875,0.0025161,0.0024562,0.0048208,0.0045609,0.004472,0.0018815,0.0017645,0.0016983,0.00043043,0.00041256,0.00040406,0.0002802,0.00026695,0.00025695
4312.78,,,,,,,0.010775,0.0101,0.010283,0.018837,0.016191,0.016031,0.0067594,0.0057267,0.0055172,0.0025629,0.0024921,0.0024331,0.004787,0.0045276,0.0044402,0.0018711,0.0017537,0.0016882,0.00042738,0.00040949,0.00040113,0.00027857,0.00026527,0.00025537
4326.39,,,,,,,0.010656,0.0099972,0.010183,0.018716,0.01608,0.015926,0.0067302,0.0056961,0.0054892,0.0025362,0.0024661,0.0024078,0.0047526,0.0044939,0.0044079,0.0018608,0.0017431,0.0016782,0.00042426,0.00040639,0.00039815,0.00027695,0.0002636,0.0002538
4339.99,,,,,,,0.01054,0.0098969,0.010084,0.018595,0.015969,0.015822,0.006701,0.0056656,0.0054614,0.00251,0.0024406,0.0023832,0.0047186,0.0044605,0.004376,0.0018506,0.0017324,0.0016683,0.00042113,0.00040332,0.00039521,0.00027534,0.00026195,0.00025224
