,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s,4s,4s,4s
2190.4,,,,0.012517,0.011178,0.010795,0.010632,0.010232,0.0097716,0.0016367,0.0015519,0.0014945,0.0017131,0.001691,0.0016267,2.0084e-05,4.2661e-05,4.0879e-05
2204.01,,,,0.012306,0.010976,0.010604,0.010519,0.01011,0.009655,0.0016069,0.0015223,0.0014663,0.0016928,0.0016681,0.0016046,4.7484e-05,4.2147e-05,4.0315e-05
2217.61,,,,0.012099,0.010778,0.010418,0.010408,0.0099889,0.0095402,0.0015778,0.0014934,0.0014388,0.0016727,0.0016456,0.001583,8.1194e-05,4.1447e-05,3.976e-05
2231.22,,,,0.011897,0.010585,0.010237,0.010298,0.0098696,0.009427,0.0015493,0.0014652,0.0014119,0.0016528,0.0016235,0.0015617,8.6293e-05,4.0656e-05,3.9215e-05
2244.82,,,,0.011699,0.010396,0.010059,0.010192,0.0097536,0.009317,0.0015216,0.0014377,0.0013857,0.0016332,0.001602,0.0015411,5.6534e-05,3.9944e-05,3.8687e-05
2258.43,,,,0.011505,0.010212,0.0098855,0.010085,0.0096383,0.0092076,0.0014944,0.0014109,0.0013601,0.0016133,0.0015807,0.0015206,2.4513e-05,3.9412e-05,3.8163e-05
2272.03,,,,0.011315,0.010031,0.0097154,0.0099809,0.009525,0.0091002,0.0014678,0.0013846,0.0013351,0.0015935,0.0015598,0.0015006,1.1444e-05,3.9052e-05,3.7651e-05
2285.64,,,,0.011129,0.009854,0.009549,0.0098781,0.0094135,0.0089945,0.0014418,0.0013589,0.0013106,0.0015736,0.0015393,0.0014809,1.5044e-05,3.8738e-05,3.7148e-05
2299.24,,,,0.010946,0.0096808,0.0093861,0.0097766,0.0093035,0.0088903,0.0014164,0.0013338,0.0012867,0.0015537,0.0015191,0.0014615,3.6507e-05,3.8324e-05,3.6654e-05
2312.85,,,,0.010767,0.0095113,0.0092267,0.0096764,0.0091949,0.0087875,0.0013916,0.0013093,0.0012634,0.0015339,0.0014992,0.0014425,6.9278e-05,3.7742e-05,3.6168e-05
2326.45,,,,0.010592,0.0093454,0.0090706,0.0095764,0.0090868,0.0086851,0.0013673,0.0012853,0.0012406,0.0015141,0.0014795,0.0014236,8.3094e-05,3.7046e-05,3.5685e-05
2340.06,,,,0.010421,0.0091839,0.0089188,0.0094816,0.0089838,0.0085878,0.0013436,0.001262,0.0012184,0.0014953,0.0014607,0.0014056,6.1857e-05,3.6392e-05,3.5226e-05
2353.66,,,,0.010252,0.0090253,0.0087696,0.0093857,0.0088802,0.0084897,0.0013204,0.0012392,0.0011967,0.0014764,0.0014419,0.0013875,2.9379e-05,3.5874e-05,3.4767e-05
2367.27,,,,0.010087,0.00887,0.0086236,0.0092915,0.0087783,0.0083934,0.0012977,0.0012169,0.0011754,0.0014582,0.0014234,0.0013698,1.179e-05,3.5525e-05,3.4316e-05
2380.87,,,,0.0099253,0.0087179,0.0084806,0.0091988,0.008678,0.0082986,0.0012754,0.001195,0.0011546,0.0014405,0.0014053,0.0013524,1.037e-05,3.5259e-05,3.3875e-05
2394.48,,,,0.0097664,0.0085689,0.0083405,0.0091073,0.0085792,0.0082052,0.0012536,0.0011736,0.0011343,0.0014234,0.0013875,0.0013353,2.3825e-05,3.4944e-05,3.3441e-05
2408.08,,,,0.0096104,0.0084229,0.0082032,0.0090169,0.0084815,0.0081131,0.0012323,0.0011527,0.0011144,0.001407,0.0013699,0.0013184,5.2715e-05,3.4489e-05,3.3013e-05
2421.69,,,,0.0094575,0.0082799,0.0080688,0.0089273,0.008385,0.0080219,0.0012114,0.0011323,0.0010949,0.001391,0.0013526,0.0013018,7.6421e-05,3.3903e-05,3.2592e-05
2435.29,,,,0.0093085,0.0081409,0.0079381,0.0088409,0.0082916,0.0079338,0.0011911,0.0011124,0.001076,0.0013759,0.0013358,0.0012858,6.9392e-05,3.3297e-05,3.2185e-05
2448.9,,,,0.0091615,0.0080039,0.0078093,0.0087542,0.0081982,0.0078457,0.0011711,0.0010928,0.0010574,0.001361,0.0013191,0.0012698,3.9584e-05,3.2776e-05,3.178e-05
2462.5,,,,0.0090175,0.0078699,0.0076833,0.0086688,0.0081063,0.007759,0.0011516,0.0010737,0.0010392,0.0013465,0.0013027,0.0012541,1.5665e-05,3.2408e-05,3.1383e-05
2476.11,,,,0.008876,0.0077386,0.0075599,0.0085849,0.0080159,0.0076738,0.0011324,0.001055,0.0010215,0.0013322,0.0012866,0.0012386,8.0249e-06,3.2159e-05,3.0993e-05
2489.71,,,,0.0087372,0.0076099,0.0074388,0.0085021,0.0079268,0.0075899,0.0011136,0.0010367,0.0010041,0.0013181,0.0012707,0.0012235,1.3057e-05,3.1923e-05,3.061e-05
2503.32,,,,0.0086006,0.0074835,0.0073199,0.0084204,0.007839,0.0075072,0.0010952,0.0010188,0.00098701,0.0013041,0.0012551,0.0012086,3.313e-05,3.1595e-05,3.0234e-05
2516.92,,,,0.0084654,0.0073587,0.0072025,0.0083395,0.0077521,0.0074254,0.001077,0.0010011,0.00097018,0.00129,0.0012397,0.0011939,6.162e-05,3.1134e-05,2.9862e-05
2530.53,,,,0.0083363,0.0072395,0.0070905,0.0082608,0.0076676,0.0073458,0.0010596,0.0009842,0.00095412,0.001276,0.0012247,0.0011795,7.2893e-05,3.0596e-05,2.9501e-05
2544.13,,,,0.0082073,0.0071207,0.0069787,0.0081821,0.0075832,0.0072664,0.0010423,0.0009674,0.00093815,0.0012617,0.0012098,0.0011653,5.4394e-05,3.0075e-05,2.9142e-05
2557.74,,,,0.0080808,0.0070044,0.0068694,0.0081046,0.0075002,0.0071883,0.0010254,0.00095097,0.00092253,0.0012474,0.0011951,0.0011513,2.598e-05,2.9667e-05,2.879e-05
2571.34,,,,0.0079567,0.0068905,0.0067622,0.0080282,0.0074183,0.0071114,0.0010088,0.0009349,0.00090725,0.0012331,0.0011807,0.0011376,9.7915e-06,2.9393e-05,2.8443e-05
2584.95,,,,0.0078348,0.0067788,0.0066572,0.0079529,0.0073378,0.0070357,0.00099255,0.00091916,0.00089229,0.0012188,0.0011666,0.0011241,7.1947e-06,2.9195e-05,2.8103e-05
2598.55,,,,0.007715,0.0066692,0.006554,0.0078787,0.0072585,0.0069611,0.00097659,0.00090372,0.00087762,0.0012047,0.0011526,0.0011108,1.601e-05,2.8972e-05,2.7769e-05
2612.16,,,,0.0075966,0.0065612,0.0064524,0.0078053,0.0071801,0.0068875,0.00096086,0.00088854,0.00086319,0.0011907,0.0011389,0.0010978,3.883e-05,2.8646e-05,2.7439e-05
2625.76,,,,0.0074826,0.0064571,0.0063545,0.0077333,0.0071032,0.0068153,0.00094572,0.00087392,0.00084929,0.001177,0.0011255,0.001085,6.3495e-05,2.821e-05,2.7116e-05
2639.37,,,,0.0073688,0.0063536,0.006257,0.0076618,0.0070269,0.0067437,0.00093065,0.0008594,0.00083549,0.0011637,0.0011122,0.0010723,6.6103e-05,2.7724e-05,2.6797e-05
2652.97,,,,0.0072573,0.0062523,0.0061617,0.0075911,0.0069517,0.0066731,0.00091591,0.0008452,0.000822,0.0011507,0.0010991,0.0010598,4.3757e-05,2.7281e-05,2.6482e-05
2666.58,,,,0.0071479,0.0061531,0.0060683,0.0075213,0.0068774,0.0066035,0.00090148,0.00083131,0.0008088,0.0011381,0.0010863,0.0010475,1.8851e-05,2.695e-05,2.6173e-05
2680.18,,,,0.0070405,0.0060559,0.0059767,0.0074525,0.0068042,0.0065348,0.00088733,0.00081772,0.00079588,0.001126,0.0010736,0.0010354,7.1652e-06,2.6731e-05,2.5868e-05
2693.79,,,,0.0069349,0.0059605,0.0058868,0.0073846,0.0067321,0.0064672,0.00087345,0.00080439,0.00078321,0.0011144,0.0010611,0.0010236,6.7606e-06,2.6562e-05,2.5568e-05
2707.39,,,,0.0068308,0.0058665,0.0057983,0.0073176,0.0066611,0.0064007,0.00085978,0.00079128,0.00077075,0.0011032,0.0010489,0.0010119,1.7019e-05,2.6355e-05,2.5274e-05
2721.0,,,,0.00673,0.0057757,0.0057128,0.0072516,0.0065911,0.0063351,0.00084657,0.00077862,0.00075872,0.0010924,0.0010368,0.0010004,3.9816e-05,2.6051e-05,2.4984e-05
2734.6,,,,0.0066294,0.0056853,0.0056276,0.0071864,0.006522,0.0062704,0.00083342,0.00076603,0.00074675,0.0010818,0.0010249,0.00098906,6.1349e-05,2.5651e-05,2.4698e-05
2748.21,,,,0.0065308,0.0055968,0.0055441,0.0071218,0.0064538,0.0062065,0.00082054,0.00075372,0.00073505,0.0010715,0.0010132,0.00097789,6.0564e-05,2.5217e-05,2.4416e-05
2761.81,,,,0.0064339,0.00551,0.0054623,0.007058,0.0063863,0.0061434,0.00080791,0.00074167,0.00072359,0.0010612,0.0010016,0.00096689,3.8282e-05,2.4831e-05,2.4139e-05
2775.42,,,,0.0063389,0.005425,0.0053821,0.0069948,0.0063197,0.006081,0.00079553,0.00072986,0.00071237,0.0010511,0.00099019,0.00095604,1.585e-05,2.4546e-05,2.3865e-05
2789.02,,,,0.0062455,0.0053416,0.0053035,0.0069324,0.006254,0.0060196,0.00078339,0.0007183,0.00070138,0.0010409,0.00097894,0.00094536,5.9614e-06,2.4358e-05,2.3595e-05
2802.63,,,,0.0061537,0.0052597,0.0052263,0.0068709,0.0061892,0.0059589,0.00077147,0.00070696,0.0006906,0.0010307,0.00096786,0.00093485,5.9631e-06,2.4211e-05,2.3329e-05
2816.23,,,,0.0060633,0.0051793,0.0051504,0.0068103,0.0061255,0.0058994,0.00075975,0.00069582,0.00068001,0.0010205,0.00095699,0.00092453,1.5632e-05,2.4029e-05,2.3069e-05
2829.84,,,,0.005975,0.0051009,0.0050764,0.0067506,0.0060628,0.0058407,0.00074833,0.00068498,0.0006697,0.0010101,0.00094629,0.00091438,3.6953e-05,2.3758e-05,2.2812e-05
2843.44,,,,0.0058876,0.0050234,0.0050032,0.0066915,0.0060007,0.0057828,0.00073703,0.00067427,0.00065952,0.00099971,0.00093573,0.00090437,5.7456e-05,2.3402e-05,2.2559e-05
2857.05,,,,0.0058017,0.0049473,0.0049314,0.006633,0.0059394,0.0057255,0.00072595,0.00066377,0.00064953,0.00098923,0.00092533,0.0008945,5.7635e-05,2.3013e-05,2.231e-05
2870.65,,,,0.0057172,0.0048727,0.0048608,0.0065751,0.0058789,0.0056689,0.00071506,0.00065348,0.00063974,0.00097871,0.00091506,0.00088476,3.7284e-05,2.2664e-05,2.2063e-05
2884.26,,,,0.0056341,0.0047994,0.0047916,0.0065178,0.005819,0.005613,0.00070437,0.00064339,0.00063014,0.00096822,0.00090493,0.00087515,1.5691e-05,2.2403e-05,2.182e-05
2897.86,,,,0.0055526,0.0047276,0.0047237,0.0064611,0.0057598,0.0055578,0.00069389,0.0006335,0.00062074,0.00095782,0.00089494,0.00086567,5.5498e-06,2.2232e-05,2.1581e-05
2911.47,,,,0.0054724,0.0046571,0.004657,0.0064046,0.0057011,0.005503,0.0006836,0.0006238,0.00061151,0.00094753,0.00088504,0.00085628,4.712e-06,2.2102e-05,2.1343e-05
2925.07,,,,0.0053937,0.004588,0.0045917,0.0063507,0.0056448,0.0054505,0.00067351,0.00061431,0.00060248,0.00093774,0.00087556,0.00084729,1.2137e-05,2.1954e-05,2.1116e-05
2938.68,,,,0.005316,0.00452,0.0045274,0.0062959,0.0055878,0.0053973,0.00066357,0.00060497,0.00059359,0.00092798,0.00086599,0.00083821,3.0682e-05,2.1726e-05,2.0886e-05
2952.28,,,,0.0052396,0.0044532,0.0044642,0.006242,0.0055319,0.0053452,0.00065381,0.0005958,0.00058487,0.00091858,0.00085661,0.00082931,5.1565e-05,2.1418e-05,2.0661e-05
2965.89,,,,0.0051644,0.0043875,0.004402,0.0061888,0.0054767,0.0052938,0.00064421,0.0005868,0.0005763,0.00090952,0.00084738,0.00082054,5.6175e-05,2.107e-05,2.0439e-05
2979.49,,,,0.0050904,0.004323,0.0043409,0.0061362,0.0054222,0.0052429,0.00063478,0.00057796,0.00056788,0.00090077,0.00083826,0.00081189,3.9773e-05,2.0746e-05,2.0221e-05
2993.1,,,,0.0050175,0.0042597,0.0042808,0.006084,0.0053683,0.0051927,0.00062551,0.00056929,0.00055962,0.00089233,0.00082925,0.00080335,1.8172e-05,2.0495e-05,2.0005e-05
3006.7,,,,0.0049459,0.0041975,0.0042219,0.0060321,0.0053148,0.0051428,0.00061641,0.00056078,0.00055152,0.00088414,0.00082035,0.00079491,6.0895e-06,2.0327e-05,1.9791e-05
3020.31,,,,0.0048756,0.0041365,0.004164,0.0059806,0.0052618,0.0050935,0.00060748,0.00055244,0.00054357,0.00087617,0.00081152,0.00078654,3.5236e-06,2.0211e-05,1.958e-05
3033.91,,,,0.0048065,0.0040767,0.0041074,0.0059316,0.0052112,0.0050464,0.00059872,0.00054427,0.0005358,0.00086868,0.00080309,0.00077856,7.7668e-06,2.0095e-05,1.9379e-05
3047.52,,,,0.0047384,0.0040179,0.0040515,0.0058814,0.0051597,0.0049984,0.0005901,0.00053624,0.00052814,0.00086107,0.00079453,0.00077045,2.1939e-05,1.9916e-05,1.9174e-05
3061.12,,,,0.0046713,0.00396,0.0039966,0.0058321,0.0051091,0.0049513,0.00058162,0.00052835,0.00052062,0.0008536,0.00078613,0.00076251,4.271e-05,1.9663e-05,1.8973e-05
3074.73,,,,0.0046053,0.0039032,0.0039426,0.0057835,0.0050592,0.0049049,0.00057328,0.00052059,0.00051323,0.00084617,0.00077786,0.00075469,5.3949e-05,1.9358e-05,1.8776e-05
3088.33,,,,0.0045402,0.0038472,0.0038894,0.0057354,0.00501,0.0048591,0.00056507,0.00051297,0.00050597,0.00083872,0.0007697,0.00074697,4.4637e-05,1.9054e-05,1.8582e-05
3101.94,,,,0.0044761,0.0037922,0.0038371,0.0056877,0.0049613,0.0048137,0.000557,0.00050548,0.00049883,0.0008312,0.00076164,0.00073936,2.3952e-05,1.8802e-05,1.839e-05
3115.54,,,,0.004413,0.0037382,0.0037857,0.0056402,0.004913,0.0047688,0.00054906,0.00049813,0.00049181,0.00082356,0.00075365,0.00073181,8.5278e-06,1.8626e-05,1.8199e-05
3129.15,,,,0.0043509,0.003685,0.0037351,0.0055927,0.0048647,0.0047238,0.00054125,0.0004909,0.00048492,0.00081574,0.00074568,0.00072429,3.1766e-06,1.851e-05,1.801e-05
3142.75,,,,0.0042905,0.0036334,0.003686,0.0055482,0.0048193,0.0046817,0.00053368,0.00048389,0.00047823,0.00080822,0.00073818,0.00071721,4.2261e-06,1.8421e-05,1.7832e-05
3156.36,,,,0.0042304,0.0035822,0.0036373,0.0055021,0.0047725,0.0046382,0.00052615,0.00047693,0.00047159,0.00080031,0.00073049,0.00070994,1.279e-05,1.8291e-05,1.7649e-05
3169.96,,,,0.0041713,0.003532,0.0035894,0.0054568,0.0047266,0.0045955,0.00051876,0.00047011,0.00046508,0.0007924,0.00072294,0.00070282,3.0674e-05,1.8097e-05,1.747e-05
3183.57,,,,0.0041132,0.0034826,0.0035423,0.0054121,0.0046814,0.0045535,0.00051149,0.00046341,0.00045868,0.00078451,0.00071552,0.00069581,4.7874e-05,1.7842e-05,1.7294e-05
3197.17,,,,0.0040559,0.003434,0.0034959,0.0053679,0.0046368,0.004512,0.00050433,0.00045682,0.00045239,0.00077667,0.00070821,0.0006889,4.908e-05,1.7562e-05,1.712e-05
3210.78,,,,0.0039994,0.0033861,0.0034502,0.0053242,0.0045928,0.0044711,0.00049728,0.00045033,0.00044619,0.00076893,0.000701,0.00068209,3.3114e-05,1.7307e-05,1.6949e-05
3224.38,,,,0.0039436,0.0033389,0.0034052,0.0052807,0.0045491,0.0044305,0.00049033,0.00044394,0.00044009,0.0007613,0.00069386,0.00067534,1.4457e-05,1.7113e-05,1.678e-05
3237.99,,,,0.0038885,0.0032925,0.0033608,0.0052372,0.0045055,0.00439,0.00048347,0.00043765,0.00043408,0.00075376,0.00068675,0.00066862,4.55e-06,1.6985e-05,1.6611e-05
3251.59,,,,0.0038356,0.0032479,0.0033182,0.0051961,0.0044641,0.0043516,0.0004769,0.00043162,0.00042832,0.00074673,0.00068,0.00066224,2.4864e-06,1.6904e-05,1.6451e-05
3265.2,,,,0.0037824,0.0032031,0.0032754,0.0051538,0.0044217,0.0043122,0.00047029,0.00042557,0.00042253,0.00073969,0.00067311,0.00065573,5.7293e-06,1.6814e-05,1.6288e-05
3278.8,,,,0.0037302,0.0031593,0.0032334,0.005112,0.00438,0.0042735,0.00046382,0.00041964,0.00041686,0.00073291,0.00066634,0.00064932,1.7257e-05,1.6679e-05,1.6128e-05
3292.41,,,,0.0036788,0.0031162,0.0031922,0.0050707,0.0043389,0.0042353,0.00045745,0.00041382,0.00041129,0.0007264,0.00065966,0.00064301,3.5564e-05,1.6483e-05,1.597e-05
3306.01,,,,0.0036282,0.0030738,0.0031516,0.00503,0.0042983,0.0041977,0.00045119,0.0004081,0.00040582,0.00072014,0.00065309,0.0006368,4.7793e-05,1.6242e-05,1.5815e-05
3319.62,,,,0.0035783,0.003032,0.0031116,0.0049897,0.0042584,0.0041605,0.00044502,0.00040246,0.00040043,0.0007141,0.00064661,0.00063068,4.2644e-05,1.5994e-05,1.5661e-05
3333.22,,,,0.003529,0.0029909,0.0030721,0.0049499,0.0042188,0.0041239,0.00043893,0.00039691,0.00039511,0.00070825,0.00064022,0.00062464,2.5034e-05,1.5782e-05,1.551e-05
3346.83,,,,0.0034802,0.0029502,0.003033,0.0049103,0.0041796,0.0040874,0.00043291,0.00039143,0.00038986,0.0007025,0.00063388,0.00061865,9.4913e-06,1.5628e-05,1.5361e-05
3360.43,,,,0.0034335,0.0029114,0.0029959,0.0048718,0.0041415,0.0040521,0.00042716,0.0003862,0.00038486,0.00069697,0.00062771,0.00061284,2.8751e-06,1.5534e-05,1.5216e-05
3374.04,,,,0.0033862,0.0028721,0.0029581,0.0048329,0.0041032,0.0040165,0.00042133,0.00038091,0.00037978,0.00069137,0.00062152,0.000607,2.275e-06,1.5463e-05,1.507e-05
3387.64,,,,0.0033399,0.0028336,0.0029211,0.0047943,0.0040653,0.0039813,0.00041563,0.00037573,0.00037482,0.00068579,0.00061541,0.00060124,6.7153e-06,1.5378e-05,1.4926e-05
3401.25,,,,0.0032943,0.0027959,0.0028848,0.0047562,0.0040278,0.0039466,0.00041003,0.00037065,0.00036995,0.00068018,0.00060937,0.00059555,1.9383e-05,1.5247e-05,1.4784e-05
3414.85,,,,0.0032495,0.0027588,0.0028491,0.0047184,0.0039908,0.0039123,0.00040452,0.00036566,0.00036517,0.00067453,0.00060342,0.00058994,3.6668e-05,1.5062e-05,1.4644e-05
3428.46,,,,0.0032053,0.0027223,0.0028139,0.0046812,0.0039544,0.0038784,0.00039909,0.00036076,0.00036046,0.00066882,0.00059755,0.00058442,4.5558e-05,1.4841e-05,1.4506e-05
3442.06,,,,0.0031616,0.0026863,0.0027792,0.0046444,0.0039184,0.0038451,0.00039374,0.00035592,0.00035582,0.00066304,0.00059177,0.00057897,3.7846e-05,1.4621e-05,1.437e-05
3455.67,,,,0.0031182,0.0026505,0.0027447,0.0046079,0.0038829,0.0038121,0.00038842,0.00035112,0.00035121,0.00065718,0.00058607,0.0005736,2.0682e-05,1.4438e-05,1.4236e-05
3469.27,,,,0.0030772,0.0026169,0.0027123,0.0045719,0.0038479,0.0037797,0.00038341,0.00034659,0.00034687,0.00065126,0.00058045,0.00056831,7.2724e-06,1.4311e-05,1.4104e-05
3482.88,,,,0.003035,0.0025822,0.0026787,0.0045362,0.0038131,0.0037474,0.00037824,0.00034194,0.0003424,0.00064527,0.00057488,0.00056307,2.1522e-06,1.4231e-05,1.3973e-05
3496.48,,,,0.0029937,0.0025483,0.002646,0.0045006,0.0037787,0.0037155,0.0003732,0.0003374,0.00033804,0.00063924,0.00056938,0.00055788,2.0309e-06,1.4171e-05,1.3843e-05
3510.09,,,,0.0029532,0.0025151,0.0026139,0.0044654,0.0037446,0.0036839,0.00036825,0.00033295,0.00033376,0.00063321,0.00056393,0.00055275,6.6268e-06,1.4095e-05,1.3715e-05
3523.69,,,,0.0029133,0.0024825,0.0025824,0.0044304,0.0037109,0.0036526,0.00036338,0.00032858,0.00032956,0.00062721,0.00055855,0.00054767,1.9023e-05,1.3975e-05,1.3589e-05
3537.3,,,,0.002874,0.0024505,0.0025513,0.0043957,0.0036775,0.0036216,0.00035859,0.00032429,0.00032542,0.0006213,0.00055324,0.00054266,3.532e-05,1.3805e-05,1.3464e-05
3550.9,,,,0.0028353,0.0024189,0.0025208,0.0043614,0.0036446,0.0035911,0.00035387,0.00032006,0.00032136,0.0006155,0.000548,0.00053772,4.329e-05,1.3605e-05,1.334e-05
3564.51,,,,0.0027971,0.0023878,0.0024906,0.0043275,0.0036121,0.0035609,0.00034922,0.0003159,0.00031735,0.00060986,0.00054283,0.00053285,3.5716e-05,1.3407e-05,1.3218e-05
3578.11,0.011652,0.01153,0.011617,0.002759,0.0023568,0.0024605,0.0042941,0.0035801,0.0035313,0.00034458,0.00031175,0.00031336,0.00060441,0.00053775,0.00052806,1.947e-05,1.3242e-05,1.3099e-05
3591.72,0.01159,0.01147,0.011558,0.0027228,0.0023275,0.002432,0.004261,0.0035485,0.003502,0.00034019,0.00030782,0.00030958,0.00059915,0.00053274,0.00052333,6.7855e-06,1.3127e-05,1.2981e-05
3605.32,0.011529,0.011411,0.011499,0.0026861,0.0022977,0.0024031,0.0042281,0.0035172,0.0034729,0.00033573,0.00030384,0.00030574,0.00059406,0.00052778,0.00051864,1.8879e-06,1.3056e-05,1.2864e-05
3618.93,0.011469,0.011352,0.01144,0.00265,0.0022684,0.0023746,0.0041955,0.0034862,0.0034441,0.00033134,0.00029993,0.00030197,0.00058916,0.00052287,0.00051401,1.6108e-06,1.3004e-05,1.2748e-05
3632.53,0.011408,0.011293,0.011381,0.0026144,0.0022397,0.0023466,0.004163,0.0034554,0.0034156,0.00032703,0.00029609,0.00029826,0.00058442,0.00051801,0.00050943,5.3965e-06,1.2939e-05,1.2633e-05
3646.14,0.011348,0.011234,0.011322,0.0025794,0.0022114,0.002319,0.0041308,0.0034249,0.0033873,0.00032278,0.00029231,0.00029462,0.00057983,0.0005132,0.00050488,1.6354e-05,1.2835e-05,1.252e-05
3659.74,0.011288,0.011175,0.011263,0.0025449,0.0021836,0.0022919,0.0040988,0.0033948,0.0033593,0.00031861,0.0002886,0.00029103,0.00057536,0.00050844,0.00050039,3.1866e-05,1.2687e-05,1.2407e-05
3673.35,0.011228,0.011117,0.011205,0.002511,0.0021562,0.0022653,0.0040671,0.0033649,0.0033316,0.0003145,0.00028495,0.00028751,0.000571,0.00050372,0.00049595,4.0975e-05,1.2507e-05,1.2296e-05
3686.95,0.011168,0.011058,0.011147,0.0024774,0.0021292,0.0022389,0.0040354,0.0033351,0.003304,0.00031044,0.00028134,0.00028403,0.00056668,0.00049904,0.00049153,3.5675e-05,1.2324e-05,1.2186e-05
3700.56,0.011113,0.011004,0.011093,0.0024448,0.002103,0.0022133,0.0040055,0.003307,0.0032779,0.00030649,0.00027785,0.00028065,0.00056262,0.00049459,0.00048735,2.0729e-05,1.2173e-05,1.2081e-05
3714.16,0.011054,0.010947,0.011036,0.0024121,0.0020768,0.0021877,0.0039747,0.0032781,0.0032511,0.00030254,0.00027435,0.00027727,0.00055838,0.00049005,0.00048306,7.6731e-06,1.2061e-05,1.1974e-05
3727.77,0.010997,0.010891,0.01098,0.00238,0.0020511,0.0021625,0.0039443,0.0032498,0.0032248,0.00029865,0.00027091,0.00027394,0.00055416,0.00048558,0.00047886,1.9864e-06,1.1992e-05,1.1869e-05
3741.37,0.01094,0.010836,0.010925,0.0023483,0.0020257,0.0021376,0.0039142,0.0032217,0.0031988,0.00029482,0.00026753,0.00027067,0.00054989,0.00048117,0.00047471,1.1254e-06,1.1946e-05,1.1765e-05
3754.98,0.010883,0.01078,0.01087,0.002317,0.0020006,0.002113,0.0038844,0.003194,0.003173,0.00029104,0.00026419,0.00026744,0.00054556,0.00047681,0.0004706,3.4724e-06,1.1894e-05,1.1662e-05
3768.58,0.010827,0.010725,0.010815,0.0022862,0.001976,0.0020889,0.0038547,0.0031664,0.0031475,0.00028733,0.00026091,0.00026426,0.00054114,0.00047248,0.00046653,1.1907e-05,1.1811e-05,1.156e-05
3782.19,0.01077,0.01067,0.010759,0.0022559,0.0019518,0.0020651,0.0038251,0.0031391,0.0031221,0.00028366,0.00025769,0.00026114,0.00053662,0.00046819,0.00046249,2.6186e-05,1.1687e-05,1.1459e-05
3795.79,0.010713,0.010615,0.010704,0.002226,0.001928,0.0020417,0.0037956,0.0031119,0.0030968,0.00028006,0.00025452,0.00025806,0.00053201,0.00046393,0.00045848,3.7585e-05,1.153e-05,1.1359e-05
3809.4,0.010657,0.01056,0.010649,0.0021966,0.0019046,0.0020187,0.0037663,0.003085,0.0030718,0.00027651,0.0002514,0.00025504,0.00052734,0.00045971,0.00045451,3.6594e-05,1.1363e-05,1.1259e-05
3823.0,0.010606,0.01051,0.0106,0.0021677,0.0018816,0.0019961,0.003739,0.0030597,0.0030484,0.00027303,0.00024834,0.00025207,0.00052287,0.00045576,0.00045079,2.4109e-05,1.1217e-05,1.1166e-05
3836.61,0.010551,0.010456,0.010546,0.0021391,0.0018589,0.0019737,0.0037103,0.0030335,0.003024,0.00026958,0.00024531,0.00024913,0.00051815,0.00045165,0.00044692,1.0252e-05,1.1103e-05,1.1069e-05
3850.21,0.010496,0.010403,0.010493,0.0021108,0.0018365,0.0019516,0.0036822,0.0030077,0.0030001,0.00026617,0.00024233,0.00024624,0.00051349,0.00044763,0.00044313,2.7436e-06,1.103e-05,1.0974e-05
3863.82,0.010443,0.010351,0.010441,0.0020829,0.0018144,0.0019297,0.0036544,0.0029823,0.0029765,0.00026281,0.00023938,0.00024338,0.00050888,0.00044367,0.0004394,8.5889e-07,1.0986e-05,1.0881e-05
3877.42,0.01039,0.010299,0.010389,0.0020554,0.0017926,0.0019082,0.0036268,0.0029572,0.0029532,0.00025949,0.00023648,0.00024055,0.00050433,0.00043976,0.0004357,1.7222e-06,1.0946e-05,1.0788e-05
3891.03,0.010337,0.010247,0.010337,0.0020283,0.0017711,0.0018869,0.0035994,0.0029323,0.00293,0.00025622,0.00023362,0.00023777,0.00049986,0.00043588,0.00043204,6.9474e-06,1.0886e-05,1.0697e-05
3904.63,0.010284,0.010195,0.010285,0.0020015,0.0017499,0.001866,0.003572,0.0029075,0.002907,0.000253,0.00023081,0.00023503,0.00049549,0.00043203,0.00042841,1.8702e-05,1.079e-05,1.0606e-05
3918.24,0.01023,0.010143,0.010233,0.0019751,0.0017291,0.0018453,0.0035446,0.0028827,0.0028839,0.00024982,0.00022803,0.00023233,0.0004912,0.00042819,0.00042478,3.2008e-05,1.0658e-05,1.0515e-05
3931.84,0.010175,0.010089,0.01018,0.0019491,0.0017086,0.001825,0.0035169,0.0028579,0.0028607,0.00024669,0.00022531,0.00022968,0.00048699,0.00042433,0.00042113,3.685e-05,1.0506e-05,1.0423e-05
3945.45,0.01013,0.010045,0.010135,0.0019238,0.0016886,0.0018052,0.0034924,0.0028356,0.0028402,0.00024364,0.00022266,0.0002271,0.00048333,0.00042087,0.00041788,2.9084e-05,1.0367e-05,1.0342e-05
3959.05,0.010077,0.0099935,0.010084,0.0018986,0.0016688,0.0017855,0.0034657,0.0028117,0.0028179,0.00024061,0.00022001,0.00022452,0.00047949,0.00041716,0.00041437,1.5257e-05,1.0247e-05,1.0254e-05
3972.66,0.010026,0.0099434,0.010034,0.0018737,0.0016492,0.001766,0.0034395,0.0027882,0.002796,0.00023761,0.00021741,0.00022198,0.00047582,0.00041353,0.00041094,4.9759e-06,1.0165e-05,1.0168e-05
