,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s
7577.98,0.007601,0.0074257,0.007518,0.0044956,0.004338,0.0043237,0.00035476,0.00064372,0.00068829,0.0027701,0.0024758,0.0027024,0.0019968,0.00145,0.0015106,9.1828e-05,7.5026e-05,7.7226e-05,0.00052091,0.00047915,0.00050905,0.00040686,0.00031732,0.00032561
7591.59,0.007571,0.0073951,0.0074876,0.0044847,0.0043266,0.0043124,0.00035086,0.00063986,0.00068363,0.0027508,0.0024631,0.0026894,0.0019883,0.0014442,0.0015052,9.0949e-05,7.4463e-05,7.6688e-05,0.00051747,0.00047662,0.0005065,0.00040512,0.00031601,0.0003244
7605.19,0.0075408,0.0073644,0.007457,0.0044736,0.004315,0.0043009,0.00034704,0.00063609,0.00067908,0.0027315,0.0024503,0.0026763,0.0019798,0.0014383,0.0014999,8.7789e-05,7.3918e-05,7.6162e-05,0.00051404,0.00047409,0.00050395,0.00040336,0.00031469,0.00032318
7618.8,0.0075105,0.0073336,0.0074264,0.0044624,0.0043032,0.0042893,0.00034327,0.00063241,0.00067462,0.0027122,0.0024375,0.0026633,0.0019711,0.0014324,0.0014945,8.2679e-05,7.3392e-05,7.5646e-05,0.00051062,0.00047156,0.0005014,0.00040157,0.00031335,0.00032194
7632.4,0.0074803,0.0073029,0.0073958,0.0044508,0.0042911,0.0042773,0.00033956,0.00062881,0.00067024,0.0026931,0.0024248,0.0026503,0.0019623,0.0014265,0.001489,7.6071e-05,7.2887e-05,7.5139e-05,0.00050721,0.00046904,0.00049887,0.00039976,0.00031201,0.00032069
7646.01,0.0074504,0.0072725,0.0073656,0.004439,0.0042788,0.0042652,0.0003359,0.00062526,0.00066592,0.0026741,0.0024122,0.0026374,0.0019535,0.0014205,0.0014834,6.8468e-05,7.2405e-05,7.464e-05,0.00050383,0.00046656,0.00049636,0.00039792,0.00031065,0.00031942
7659.61,0.0074209,0.0072425,0.0073358,0.004427,0.0042663,0.0042528,0.00033228,0.00062175,0.00066164,0.0026553,0.0023998,0.0026248,0.0019445,0.0014144,0.0014778,6.038e-05,7.1945e-05,7.4145e-05,0.00050049,0.0004641,0.00049388,0.00039605,0.00030928,0.00031815
7673.22,0.007392,0.0072131,0.0073066,0.0044148,0.0042536,0.0042402,0.00032868,0.00061824,0.00065737,0.0026367,0.0023876,0.0026123,0.0019355,0.0014083,0.0014722,5.228e-05,7.1503e-05,7.3651e-05,0.00049719,0.00046169,0.00049145,0.00039417,0.0003079,0.00031686
7686.82,0.0073636,0.0071842,0.0072778,0.0044022,0.0042405,0.0042272,0.00032508,0.00061468,0.00065303,0.0026182,0.0023756,0.0026001,0.0019262,0.0014021,0.0014664,4.4596e-05,7.1071e-05,7.315e-05,0.00049393,0.00045932,0.00048905,0.00039224,0.0003065,0.00031554
7700.43,0.007335,0.0071552,0.0072489,0.0043858,0.0042238,0.0042107,0.00032126,0.00061066,0.00064822,0.0025994,0.0023636,0.0025877,0.0019154,0.0013947,0.0014593,3.7681e-05,7.0602e-05,7.2596e-05,0.00049061,0.00045693,0.00048664,0.00038998,0.00030484,0.00031396
7714.03,0.0073106,0.00713,0.007224,0.0043898,0.0042266,0.0042136,0.00031884,0.00060918,0.00064609,0.0025838,0.0023531,0.002577,0.0019134,0.0013938,0.0014591,3.2046e-05,7.0438e-05,7.2343e-05,0.00048781,0.00045485,0.00048455,0.00038952,0.0003046,0.00031384
7727.64,0.0072825,0.0071015,0.0071956,0.0043738,0.0042103,0.0041975,0.00031502,0.00060497,0.00064108,0.0025654,0.0023413,0.0025649,0.0019028,0.0013865,0.0014522,2.7683e-05,6.9968e-05,7.1768e-05,0.00048456,0.00045251,0.00048219,0.0003873,0.00030298,0.0003123
7741.24,0.0072552,0.0070738,0.0071681,0.0043623,0.0041983,0.0041856,0.00031155,0.00060138,0.00063673,0.0025476,0.0023298,0.0025532,0.0018941,0.0013807,0.0014468,2.5037e-05,6.9573e-05,7.1266e-05,0.00048141,0.00045024,0.00047989,0.00038547,0.00030167,0.00031108
7754.85,0.0072279,0.0070459,0.0071404,0.0043516,0.004187,0.0041744,0.00030815,0.00059788,0.00063247,0.0025299,0.0023184,0.0025414,0.0018857,0.0013752,0.0014417,2.4271e-05,6.9188e-05,7.0776e-05,0.00047829,0.00044797,0.0004776,0.00038372,0.00030042,0.00030992
7768.45,0.0072003,0.0070179,0.0071125,0.0043412,0.0041761,0.0041636,0.00030482,0.00059444,0.00062828,0.0025123,0.0023069,0.0025296,0.0018775,0.0013698,0.0014367,2.5486e-05,6.8805e-05,7.0292e-05,0.00047516,0.00044569,0.00047529,0.00038199,0.0002992,0.00030878
7782.06,0.0071725,0.0069895,0.0070843,0.0043309,0.0041651,0.0041528,0.00030153,0.00059106,0.00062416,0.0024946,0.0022953,0.0025177,0.0018693,0.0013644,0.0014318,2.8662e-05,6.842e-05,6.9817e-05,0.00047203,0.00044341,0.00047297,0.00038028,0.00029799,0.00030765
7795.66,0.0071443,0.0069609,0.0070558,0.0043204,0.0041541,0.0041419,0.00029829,0.00058775,0.0006201,0.002477,0.0022838,0.0025058,0.0018611,0.001359,0.0014268,3.3625e-05,6.803e-05,6.9349e-05,0.0004689,0.00044111,0.00047064,0.00037855,0.00029677,0.00030652
7809.27,0.007116,0.0069321,0.0070272,0.0043097,0.0041428,0.0041308,0.00029511,0.0005845,0.00061612,0.0024593,0.0022721,0.0024938,0.0018528,0.0013535,0.0014217,4.0035e-05,6.7634e-05,6.889e-05,0.00046576,0.00043881,0.00046831,0.00037682,0.00029554,0.00030537
7822.87,0.0070876,0.0069033,0.0069985,0.0042987,0.0041313,0.0041193,0.00029196,0.00058132,0.00061221,0.0024417,0.0022605,0.0024818,0.0018443,0.001348,0.0014166,4.7402e-05,6.723e-05,6.8439e-05,0.00046263,0.00043652,0.00046597,0.00037505,0.00029429,0.0003042
7836.48,0.0070594,0.0068746,0.0069699,0.0042872,0.0041193,0.0041075,0.00028886,0.0005782,0.00060836,0.0024242,0.002249,0.0024698,0.0018357,0.0013423,0.0014113,5.5116e-05,6.6815e-05,6.7994e-05,0.00045952,0.00043424,0.00046365,0.00037326,0.00029301,0.000303
7850.08,0.0070312,0.006846,0.0069415,0.0042751,0.0041067,0.004095,0.00028578,0.0005751,0.00060454,0.0024067,0.0022376,0.002458,0.0018268,0.0013365,0.0014058,6.2512e-05,6.6389e-05,6.7553e-05,0.00045642,0.00043198,0.00046134,0.00037142,0.0002917,0.00030177
7863.69,0.0070026,0.006817,0.0069126,0.0042611,0.0040922,0.0040806,0.00028268,0.00057199,0.00060069,0.002389,0.002226,0.0024459,0.0018171,0.00133,0.0013997,6.8943e-05,6.5947e-05,6.7109e-05,0.00045328,0.00042968,0.000459,0.00036943,0.00029026,0.00030039
7877.29,0.0069779,0.0067918,0.0068876,0.0042505,0.004081,0.0040696,0.00027966,0.00056883,0.00059681,0.0023727,0.0022157,0.0024353,0.0018088,0.0013247,0.0013948,7.3854e-05,6.549e-05,6.6662e-05,0.00045041,0.00042764,0.00045693,0.00036774,0.00028906,0.00029927
7890.9,0.006957,0.0067703,0.0068663,0.004251,0.0040805,0.0040692,0.00027707,0.00056627,0.00059358,0.0023585,0.0022067,0.0024261,0.0018053,0.0013228,0.0013934,7.6945e-05,6.5097e-05,6.6288e-05,0.00044789,0.00042585,0.00045513,0.00036701,0.00028861,0.00029893
7904.5,0.0069297,0.0067425,0.0068387,0.0042372,0.0040663,0.0040551,0.00027405,0.00056314,0.00058972,0.0023413,0.0021956,0.0024146,0.0017957,0.0013165,0.0013874,7.7855e-05,6.4633e-05,6.5843e-05,0.00044486,0.00042366,0.00045289,0.00036506,0.0002872,0.00029758
7918.11,0.0069038,0.0067162,0.0068125,0.0042258,0.0040543,0.0040433,0.00027111,0.00056005,0.00058592,0.0023249,0.0021851,0.0024036,0.0017872,0.001311,0.0013823,7.6675e-05,6.4176e-05,6.5406e-05,0.00044195,0.00042157,0.00045075,0.00036333,0.00028596,0.00029641
7931.71,0.0068784,0.0066903,0.0067868,0.0042152,0.0040432,0.0040323,0.00026822,0.00055698,0.00058214,0.0023086,0.0021746,0.0023928,0.001779,0.0013057,0.0013774,7.3584e-05,6.3726e-05,6.497e-05,0.00043908,0.0004195,0.00044865,0.00036168,0.00028477,0.0002953
7945.32,0.0068529,0.0066644,0.006761,0.0042052,0.0040325,0.0040218,0.00026537,0.00055392,0.00057838,0.0022925,0.0021643,0.002382,0.001771,0.0013006,0.0013726,6.8906e-05,6.3287e-05,6.4537e-05,0.00043622,0.00041745,0.00044655,0.00036008,0.00028362,0.00029422
7958.92,0.0068272,0.0066382,0.006735,0.0041953,0.0040221,0.0040115,0.00026255,0.00055088,0.00057464,0.0022763,0.0021539,0.0023712,0.0017631,0.0012956,0.001368,6.3045e-05,6.2861e-05,6.4107e-05,0.00043337,0.00041539,0.00044444,0.00035851,0.00028249,0.00029317
7972.53,0.0068012,0.0066118,0.0067087,0.0041856,0.0040117,0.0040013,0.00025977,0.00054789,0.00057094,0.0022602,0.0021434,0.0023603,0.0017553,0.0012906,0.0013633,5.6432e-05,6.2455e-05,6.3681e-05,0.0004305,0.00041331,0.00044232,0.00035696,0.00028138,0.00029212
7986.13,0.0067748,0.006585,0.006682,0.0041757,0.0040012,0.0039909,0.00025703,0.00054494,0.00056731,0.002244,0.0021328,0.0023493,0.0017474,0.0012856,0.0013587,4.9485e-05,6.2069e-05,6.3263e-05,0.00042763,0.00041122,0.00044017,0.0003554,0.00028025,0.00029107
7999.74,0.006748,0.0065578,0.006655,0.0041655,0.0039905,0.0039803,0.00025434,0.00054206,0.00056373,0.0022278,0.0021222,0.0023381,0.0017394,0.0012805,0.001354,4.2579e-05,6.1705e-05,6.2851e-05,0.00042475,0.00040912,0.00043801,0.00035383,0.00027911,0.00029
8013.34,0.0067209,0.0065303,0.0066276,0.0041549,0.0039793,0.0039692,0.00025168,0.00053923,0.00056022,0.0022115,0.0021115,0.0023269,0.0017312,0.0012753,0.0013491,3.6045e-05,6.1363e-05,6.2447e-05,0.00042185,0.000407,0.00043583,0.00035222,0.00027795,0.0002889
8026.95,0.006693,0.0065021,0.0065994,0.0041432,0.0039671,0.0039572,0.00024904,0.00053646,0.00055677,0.002195,0.0021005,0.0023154,0.0017226,0.0012698,0.0013439,3.0175e-05,6.104e-05,6.2049e-05,0.00041892,0.00040484,0.00043361,0.00035053,0.00027671,0.00028773
8040.55,0.0066609,0.0064697,0.0065671,0.0041272,0.0039507,0.0039409,0.00024637,0.00053373,0.00055335,0.0021771,0.0020883,0.0023025,0.0017122,0.001263,0.0013373,2.5227e-05,6.0731e-05,6.1655e-05,0.00041572,0.00040243,0.00043111,0.00034848,0.00027519,0.00028626
8054.16,0.006638,0.0064464,0.006544,0.004116,0.003939,0.0039294,0.00024381,0.00053101,0.00054995,0.0021621,0.002079,0.0022928,0.0017038,0.0012577,0.0013323,2.1469e-05,6.043e-05,6.1263e-05,0.00041309,0.00040058,0.00042922,0.00034685,0.000274,0.00028513
8067.76,0.0066265,0.0064341,0.006532,0.0041203,0.0039421,0.0039326,0.00024155,0.0005284,0.0005467,0.0021513,0.0020733,0.002287,0.0017019,0.0012571,0.0013323,1.9129e-05,6.015e-05,6.089e-05,0.00041123,0.00039943,0.00042807,0.00034652,0.00027385,0.00028508
8081.37,0.0065996,0.0064068,0.0065048,0.0041076,0.0039289,0.0039196,0.00023902,0.00052572,0.00054335,0.0021353,0.0020628,0.0022759,0.0016929,0.0012514,0.0013268,1.8343e-05,5.9858e-05,6.0504e-05,0.00040838,0.00039735,0.00042593,0.00034477,0.00027256,0.00028386
8094.97,0.0065746,0.0063814,0.0064796,0.0040965,0.0039173,0.003908,0.00023654,0.00052304,0.00054,0.0021199,0.0020529,0.0022655,0.0016846,0.0012461,0.0013219,1.9255e-05,5.9562e-05,6.0118e-05,0.00040566,0.00039539,0.00042391,0.00034315,0.00027139,0.00028274
8108.58,0.0065504,0.0063568,0.0064552,0.004086,0.0039062,0.0038972,0.00023409,0.00052034,0.00053664,0.0021049,0.0020433,0.0022554,0.0016765,0.0012411,0.0013171,2.1875e-05,5.9257e-05,5.9732e-05,0.000403,0.00039349,0.00042195,0.00034159,0.00027026,0.00028167
8122.18,0.0065266,0.0063326,0.0064311,0.0040761,0.0038957,0.0038867,0.00023166,0.00051763,0.00053327,0.00209,0.0020338,0.0022455,0.0016687,0.0012362,0.0013126,2.6083e-05,5.894e-05,5.9344e-05,0.00040037,0.00039161,0.00042002,0.00034007,0.00026917,0.00028064
8135.79,0.0065028,0.0063084,0.006407,0.0040665,0.0038855,0.0038767,0.00022926,0.00051492,0.0005299,0.0020752,0.0020244,0.0022356,0.0016611,0.0012315,0.0013081,3.1614e-05,5.8611e-05,5.8957e-05,0.00039776,0.00038975,0.0004181,0.00033859,0.0002681,0.00027964
8149.39,0.0064788,0.006284,0.0063828,0.0040572,0.0038755,0.0038669,0.00022688,0.00051221,0.00052654,0.0020605,0.002015,0.0022256,0.0016535,0.0012268,0.0013038,3.8062e-05,5.8269e-05,5.8571e-05,0.00039515,0.00038788,0.00041617,0.00033712,0.00026706,0.00027866
8163.0,0.0064545,0.0062593,0.0063582,0.004048,0.0038657,0.0038572,0.00022454,0.00050952,0.00052321,0.0020457,0.0020054,0.0022156,0.001646,0.0012222,0.0012995,4.4913e-05,5.7916e-05,5.8189e-05,0.00039253,0.00038599,0.00041422,0.00033566,0.00026603,0.00027769
8176.6,0.0064296,0.0062341,0.0063331,0.0040387,0.0038558,0.0038474,0.00022223,0.00050688,0.00051992,0.0020309,0.0019958,0.0022054,0.0016385,0.0012176,0.0012952,5.1592e-05,5.7554e-05,5.7811e-05,0.0003899,0.00038408,0.00041224,0.00033419,0.00026499,0.00027671
8190.21,0.006404,0.0062081,0.0063073,0.0040291,0.0038455,0.0038373,0.00021995,0.00050427,0.00051667,0.0020159,0.0019859,0.0021949,0.0016308,0.0012129,0.0012907,5.7532e-05,5.7185e-05,5.7438e-05,0.00038723,0.00038213,0.00041021,0.0003327,0.00026394,0.00027572
8203.81,0.0063766,0.0061805,0.0062797,0.0040185,0.0038344,0.0038263,0.00021769,0.0005017,0.00051346,0.0020004,0.0019755,0.0021839,0.0016228,0.001208,0.001286,6.2233e-05,5.6811e-05,5.707e-05,0.00038447,0.00038008,0.00040809,0.00033112,0.00026283,0.00027466
8217.42,0.0063384,0.0061424,0.0062415,0.0040023,0.0038179,0.0038099,0.00021535,0.00049908,0.00051019,0.0019819,0.0019619,0.0021692,0.0016125,0.0012013,0.0012795,6.5314e-05,5.6422e-05,5.6694e-05,0.00038111,0.0003774,0.00040528,0.00032907,0.00026135,0.00027322
8231.02,0.0063545,0.006157,0.0062569,0.0040119,0.003826,0.0038182,0.0002136,0.00049711,0.00050763,0.0019792,0.0019649,0.002173,0.0016127,0.0012024,0.0012813,6.6672e-05,5.6108e-05,5.6398e-05,0.00038084,0.00037793,0.00040591,0.00032914,0.00026156,0.00027355
8244.63,0.0063168,0.0061192,0.006219,0.0039957,0.0038095,0.0038019,0.00021133,0.00049455,0.00050443,0.0019609,0.0019515,0.0021585,0.0016024,0.0011958,0.0012748,6.61e-05,5.5724e-05,5.6031e-05,0.00037752,0.00037529,0.00040314,0.0003271,0.0002601,0.00027212
8258.23,0.0062903,0.0060925,0.0061924,0.0039844,0.0037977,0.0037902,0.0002092,0.00049215,0.0005014,0.0019459,0.0019415,0.0021478,0.0015941,0.0011907,0.0012699,6.3838e-05,5.5361e-05,5.5683e-05,0.00037485,0.00037331,0.00040108,0.00032544,0.00025895,0.00027102
8271.84,0.0062659,0.0060678,0.0061678,0.0039738,0.0037865,0.0037791,0.0002071,0.00048977,0.0004984,0.0019316,0.0019321,0.0021379,0.0015862,0.0011858,0.0012652,6.0127e-05,5.5008e-05,5.5338e-05,0.0003723,0.00037147,0.00039916,0.00032384,0.00025785,0.00026997
8285.44,0.0062425,0.0060441,0.0061442,0.0039636,0.0037757,0.0037685,0.00020503,0.00048739,0.00049541,0.0019176,0.0019232,0.0021283,0.0015783,0.001181,0.0012607,5.5303e-05,5.4664e-05,5.4994e-05,0.00036982,0.00036969,0.00039731,0.00032227,0.00025678,0.00026895
8299.05,0.0062198,0.0060211,0.0061213,0.0039537,0.0037652,0.0037581,0.00020297,0.000485,0.0004924,0.0019038,0.0019144,0.002119,0.0015707,0.0011764,0.0012563,4.9735e-05,5.433e-05,5.4648e-05,0.00036738,0.00036796,0.00039551,0.00032073,0.00025574,0.00026796
8312.65,0.0061975,0.0059984,0.0060988,0.0039442,0.0037551,0.0037482,0.00020094,0.00048259,0.00048938,0.0018902,0.0019058,0.0021098,0.0015632,0.0011718,0.001252,4.3783e-05,5.4007e-05,5.4302e-05,0.00036498,0.00036625,0.00039373,0.0003192,0.00025472,0.000267
8326.26,0.0061753,0.0059759,0.0060764,0.003935,0.0037453,0.0037385,0.00019893,0.00048016,0.00048635,0.0018767,0.0018973,0.0021007,0.0015558,0.0011674,0.0012478,3.7771e-05,5.3696e-05,5.3955e-05,0.00036259,0.00036455,0.00039197,0.00031771,0.00025373,0.00026606
8339.86,0.006153,0.0059532,0.0060539,0.0039261,0.0037358,0.0037291,0.00019694,0.00047773,0.00048331,0.0018633,0.0018887,0.0020916,0.0015486,0.0011631,0.0012437,3.198e-05,5.3398e-05,5.3607e-05,0.00036021,0.00036286,0.0003902,0.00031624,0.00025277,0.00026514
8353.47,0.0061303,0.0059302,0.006031,0.0039174,0.0037265,0.00372,0.00019497,0.00047529,0.00048028,0.0018498,0.0018801,0.0020823,0.0015414,0.0011589,0.0012397,2.6648e-05,5.3111e-05,5.326e-05,0.00035782,0.00036115,0.00038841,0.00031478,0.00025181,0.00026424
8367.07,0.0061067,0.0059064,0.0060073,0.0039088,0.0037171,0.0037108,0.00019302,0.00047286,0.00047726,0.0018362,0.0018712,0.0020728,0.0015343,0.0011546,0.0012357,2.1993e-05,5.2835e-05,5.2913e-05,0.0003554,0.00035939,0.00038658,0.00031332,0.00025087,0.00026334
8380.68,0.0060813,0.0058807,0.0059816,0.0038997,0.0037075,0.0037013,0.00019108,0.0004704,0.00047421,0.0018222,0.0018618,0.0020627,0.001527,0.0011503,0.0012316,1.8216e-05,5.2563e-05,5.2564e-05,0.00035288,0.00035753,0.00038462,0.00031183,0.0002499,0.00026242
8394.28,0.0060423,0.0058419,0.0059427,0.0038876,0.0036949,0.0036888,0.00018898,0.00046748,0.00047071,0.0018046,0.0018483,0.002048,0.0015185,0.0011451,0.0012266,1.5503e-05,5.2246e-05,5.2166e-05,0.00034967,0.00035489,0.00038183,0.0003101,0.00024874,0.0002613
8407.89,0.0060598,0.0058579,0.0059595,0.0038876,0.0036938,0.0036879,0.00018774,0.00046688,0.00046952,0.001802,0.001852,0.0020524,0.0015148,0.0011434,0.0012254,1.4116e-05,5.2187e-05,5.2023e-05,0.00034945,0.00035553,0.00038258,0.00030933,0.00024835,0.00026099
8421.49,0.0060255,0.0058237,0.0059252,0.0038763,0.003682,0.0036762,0.00018576,0.00046419,0.00046625,0.0017858,0.0018399,0.0020393,0.0015067,0.0011385,0.0012206,1.4077e-05,5.1895e-05,5.165e-05,0.0003465,0.00035317,0.00038008,0.00030767,0.00024725,0.00025992
8435.1,0.0060001,0.0057981,0.0058997,0.0038666,0.0036717,0.003666,0.00018395,0.00046193,0.00046341,0.001772,0.0018306,0.0020293,0.0014992,0.001134,0.0012163,1.5539e-05,5.1646e-05,5.1325e-05,0.00034402,0.00035133,0.00037815,0.00030613,0.00024625,0.00025896
8448.7,0.0059765,0.0057742,0.0058759,0.0038569,0.0036614,0.0036559,0.00018218,0.00045976,0.00046067,0.0017587,0.0018218,0.0020199,0.0014917,0.0011296,0.001212,1.8474e-05,5.1399e-05,5.101e-05,0.00034165,0.0003496,0.00037633,0.0003046,0.00024525,0.00025801
8462.31,0.0059537,0.0057512,0.005853,0.0038472,0.0036511,0.0036458,0.00018044,0.00045763,0.00045796,0.0017457,0.0018134,0.0020107,0.0014842,0.0011251,0.0012078,2.2741e-05,5.1147e-05,5.07e-05,0.00033933,0.00034793,0.00037457,0.00030308,0.00024426,0.00025706
8475.91,0.0059317,0.0057289,0.0058308,0.0038376,0.0036409,0.0036358,0.00017872,0.0004555,0.00045527,0.0017329,0.0018052,0.0020019,0.0014768,0.0011207,0.0012036,2.8065e-05,5.0885e-05,5.0392e-05,0.00033706,0.0003463,0.00037286,0.00030156,0.00024328,0.00025612
8489.52,0.0059103,0.0057072,0.0058092,0.0038281,0.0036309,0.0036259,0.00017702,0.00045337,0.00045257,0.0017203,0.0017972,0.0019932,0.0014695,0.0011164,0.0011994,3.4055e-05,5.0611e-05,5.0083e-05,0.00033482,0.00034471,0.00037119,0.00030006,0.00024231,0.00025519
8503.12,0.0058893,0.005686,0.0057881,0.0038189,0.0036211,0.0036162,0.00017534,0.00045122,0.00044986,0.0017079,0.0017893,0.0019847,0.0014622,0.0011121,0.0011953,4.0229e-05,5.0322e-05,4.9772e-05,0.00033262,0.00034315,0.00036955,0.00029859,0.00024136,0.00025428
8516.73,0.0058685,0.005665,0.0057672,0.0038101,0.0036116,0.0036068,0.00017367,0.00044905,0.00044713,0.0016956,0.0017816,0.0019763,0.0014551,0.001108,0.0011914,4.6073e-05,5.002e-05,4.946e-05,0.00033044,0.00034161,0.00036793,0.00029715,0.00024044,0.00025339
8530.33,0.0058478,0.0056439,0.0057463,0.0038015,0.0036024,0.0035978,0.00017201,0.00044684,0.00044437,0.0016834,0.0017738,0.001968,0.0014481,0.0011039,0.0011875,5.1095e-05,4.9705e-05,4.9145e-05,0.00032827,0.00034008,0.00036632,0.00029575,0.00023953,0.00025253
8543.94,0.0058267,0.0056226,0.0057251,0.0037932,0.0035935,0.003589,0.00017036,0.00044459,0.00044158,0.0016711,0.001766,0.0019595,0.0014413,0.0011,0.0011838,5.4885e-05,4.9378e-05,4.8827e-05,0.0003261,0.00033852,0.00036468,0.00029437,0.00023865,0.00025169
8557.54,0.0058043,0.0056,0.0057026,0.0037852,0.0035847,0.0035805,0.0001687,0.00044225,0.0004387,0.0016587,0.0017578,0.0019506,0.0014346,0.0010961,0.0011801,5.7154e-05,4.9035e-05,4.8498e-05,0.00032387,0.00033691,0.00036297,0.00029302,0.00023779,0.00025086
8571.15,0.0057744,0.0055701,0.0056726,0.0037771,0.003576,0.0035718,0.00016686,0.00043923,0.00043516,0.0016443,0.0017474,0.0019392,0.0014278,0.0010922,0.0011764,5.7702e-05,4.8616e-05,4.8098e-05,0.00032126,0.00033486,0.0003608,0.00029167,0.00023692,0.00025003
8584.75,0.0057809,0.0055755,0.0056787,0.0037699,0.0035681,0.0035641,0.00016617,0.00044,0.00043532,0.0016393,0.001748,0.00194,0.0014214,0.0010887,0.001173,5.7121e-05,4.8611e-05,4.8104e-05,0.00032053,0.00033491,0.00036089,0.0002904,0.00023611,0.00024927
8598.36,0.0057502,0.0055449,0.005648,0.0037617,0.0035592,0.0035554,0.00016434,0.00043691,0.00043172,0.0016249,0.0017374,0.0019284,0.0014146,0.0010848,0.0011693,5.4609e-05,4.819e-05,4.7698e-05,0.00031791,0.00033283,0.00035867,0.00028906,0.00023525,0.00024844
8611.96,0.0057268,0.0055214,0.0056245,0.0037534,0.0035503,0.0035466,0.00016279,0.0004347,0.00042899,0.0016124,0.001729,0.0019193,0.0014078,0.0010809,0.0011656,5.1022e-05,4.787e-05,4.7386e-05,0.00031567,0.00033117,0.00035691,0.00028773,0.00023438,0.00024761
8625.57,0.0057045,0.0054988,0.0056021,0.0037449,0.0035412,0.0035376,0.0001613,0.00043265,0.00042641,0.0016002,0.0017209,0.0019105,0.0014009,0.001077,0.0011618,4.6579e-05,4.7576e-05,4.7092e-05,0.00031349,0.00032957,0.00035522,0.00028638,0.0002335,0.00024676
8639.17,0.0056826,0.0054768,0.0055801,0.0037362,0.0035318,0.0035284,0.00015984,0.00043068,0.00042391,0.0015882,0.001713,0.0019019,0.001394,0.001073,0.0011579,4.1592e-05,4.7301e-05,4.6806e-05,0.00031134,0.00032801,0.00035357,0.00028502,0.00023261,0.0002459
8652.78,0.0056612,0.0054552,0.0055586,0.0037272,0.0035222,0.003519,0.00015842,0.00042875,0.00042146,0.0015764,0.0017053,0.0018934,0.001387,0.0010689,0.001154,3.6358e-05,4.7042e-05,4.6526e-05,0.00030922,0.00032648,0.00035194,0.00028366,0.00023171,0.00024503
8666.38,0.0056403,0.0054341,0.0055377,0.0037181,0.0035126,0.0035095,0.00015701,0.00042684,0.00041903,0.0015647,0.0016977,0.0018851,0.0013799,0.0010648,0.0011501,3.1136e-05,4.6797e-05,4.6249e-05,0.00030714,0.00032498,0.00035035,0.00028229,0.0002308,0.00024415
8679.99,0.00562,0.0054136,0.0055172,0.003709,0.0035029,0.0035,0.00015563,0.00042493,0.00041661,0.0015531,0.0016904,0.0018771,0.0013729,0.0010608,0.0011462,2.6145e-05,4.6564e-05,4.5972e-05,0.00030509,0.00032351,0.0003488,0.00028093,0.0002299,0.00024328
8693.59,0.0056001,0.0053935,0.0054973,0.0037001,0.0034933,0.0034905,0.00015425,0.00042301,0.00041418,0.0015418,0.0016831,0.0018692,0.0013659,0.0010568,0.0011423,2.157e-05,4.6339e-05,4.5694e-05,0.00030307,0.00032208,0.00034727,0.00027959,0.000229,0.00024241
8707.2,0.0055806,0.0053738,0.0054777,0.0036913,0.0034839,0.0034813,0.00015289,0.00042106,0.00041172,0.0015306,0.0016761,0.0018614,0.001359,0.0010528,0.0011385,1.7581e-05,4.612e-05,4.5414e-05,0.00030108,0.00032068,0.00034578,0.00027826,0.00022812,0.00024156
8720.8,0.0055613,0.0053543,0.0054583,0.0036828,0.0034748,0.0034724,0.00015153,0.00041905,0.00040921,0.0015195,0.0016691,0.0018537,0.0013522,0.001049,0.0011347,1.4341e-05,4.5901e-05,4.5128e-05,0.0002991,0.00031929,0.0003443,0.00027697,0.00022726,0.00024073
8734.41,0.0055418,0.0053346,0.0054388,0.0036746,0.003466,0.0034637,0.00015015,0.00041694,0.0004066,0.0015084,0.0016621,0.001846,0.0013455,0.0010452,0.0011311,1.2015e-05,4.5675e-05,4.4832e-05,0.00029712,0.00031789,0.00034281,0.0002757,0.00022642,0.00023992
8748.01,0.0055205,0.0053132,0.0054174,0.0036664,0.0034571,0.003455,0.00014865,0.00041432,0.00040353,0.0014968,0.0016545,0.0018377,0.0013389,0.0010415,0.0011275,1.0755e-05,4.5398e-05,4.4484e-05,0.00029506,0.00031639,0.00034121,0.00027443,0.00022559,0.00023911
8761.62,0.0054994,0.0052919,0.0053962,0.0036598,0.0034498,0.0034478,0.00014741,0.00041251,0.00040123,0.0014856,0.001647,0.0018295,0.0013329,0.0010382,0.0011244,1.0726e-05,4.5206e-05,4.4222e-05,0.00029304,0.00031491,0.00033963,0.00027329,0.00022486,0.00023842
8775.22,0.0054886,0.0052806,0.0053852,0.0036524,0.0034418,0.0034399,0.00014663,0.00041228,0.00040043,0.001477,0.0016426,0.0018247,0.0013265,0.0010347,0.001121,1.204e-05,4.518e-05,4.4125e-05,0.00029155,0.00031402,0.00033869,0.00027209,0.00022407,0.00023767
8788.83,0.0054679,0.0052599,0.0053645,0.0036448,0.0034335,0.0034318,0.00014531,0.00041009,0.00039777,0.0014658,0.0016353,0.0018166,0.0013201,0.0010312,0.0011176,1.4609e-05,4.4937e-05,4.3823e-05,0.00028956,0.00031257,0.00033714,0.00027088,0.00022329,0.00023691
