,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
2108.77,0.063704,0.061574,0.06062,0.021413,0.020465,0.020322,0.014625,0.013806,0.012995,0.027005,0.02798,0.026737,0.009123,0.009806,0.0096336,0.0028712,0.002979,0.0028499,0.001417,0.0015175,0.0014951
2122.38,0.06303,0.060922,0.059987,0.021273,0.020328,0.020186,0.014338,0.013513,0.012715,0.026638,0.027591,0.026359,0.0090259,0.0097031,0.0095297,0.0028293,0.0029346,0.0028068,0.0014,0.0014996,0.001477
2135.98,0.062363,0.060278,0.059361,0.021133,0.020191,0.020052,0.014058,0.013227,0.012443,0.026278,0.027209,0.025988,0.0089304,0.0096016,0.0094274,0.0027881,0.0028911,0.0027646,0.0013832,0.001482,0.0014592
2149.59,0.061708,0.059646,0.058746,0.020996,0.020056,0.019919,0.013786,0.01295,0.012178,0.025926,0.026834,0.025625,0.0088367,0.009502,0.009327,0.0027479,0.0028486,0.0027233,0.0013668,0.0014647,0.0014418
2163.19,0.061059,0.059019,0.058136,0.020859,0.019922,0.019787,0.013519,0.012678,0.01192,0.025579,0.026465,0.025267,0.0087443,0.0094036,0.0092278,0.0027084,0.0028067,0.0026827,0.0013507,0.0014477,0.0014246
2176.8,0.060418,0.058401,0.057535,0.020724,0.019789,0.019656,0.01326,0.012414,0.011668,0.025239,0.026103,0.024916,0.0086533,0.0093067,0.0091301,0.0026696,0.0027657,0.0026429,0.0013348,0.001431,0.0014077
2190.4,0.059786,0.057791,0.056942,0.02059,0.019657,0.019526,0.013007,0.012157,0.011423,0.024905,0.025748,0.024571,0.0085639,0.0092113,0.0090339,0.0026316,0.0027255,0.0026038,0.0013192,0.0014145,0.0013911
2204.01,0.059163,0.05719,0.056357,0.020456,0.019526,0.019398,0.01276,0.011906,0.011184,0.024577,0.025398,0.024233,0.0084759,0.0091173,0.0089392,0.0025944,0.002686,0.0025656,0.0013038,0.0013984,0.0013748
2217.61,0.058547,0.056596,0.05578,0.020325,0.019397,0.019271,0.012519,0.011661,0.010952,0.024255,0.025055,0.0239,0.0083893,0.0090247,0.008846,0.0025579,0.0026473,0.002528,0.0012887,0.0013825,0.0013588
2231.22,0.057938,0.056009,0.055209,0.020194,0.019269,0.019145,0.012283,0.011422,0.010725,0.023938,0.024718,0.023573,0.008304,0.0089335,0.0087541,0.002522,0.0026093,0.0024912,0.0012739,0.0013669,0.0013431
2244.82,0.05734,0.055433,0.054648,0.020064,0.019142,0.01902,0.012054,0.01119,0.010504,0.023628,0.024387,0.023253,0.0082201,0.0088437,0.0086636,0.0024869,0.0025722,0.0024551,0.0012593,0.0013516,0.0013276
2258.43,0.056747,0.054861,0.054093,0.019935,0.019016,0.018896,0.011829,0.010962,0.010289,0.023323,0.024061,0.022938,0.0081373,0.008755,0.0085744,0.0024524,0.0025356,0.0024197,0.001245,0.0013365,0.0013123
2272.03,0.056161,0.054298,0.053544,0.019807,0.018891,0.018773,0.011611,0.010741,0.010079,0.023023,0.023741,0.022628,0.0080557,0.0086676,0.0084864,0.0024186,0.0024997,0.0023849,0.001231,0.0013216,0.0012973
2285.64,0.055584,0.053742,0.053003,0.01968,0.018767,0.018651,0.011397,0.010525,0.0098739,0.022728,0.023426,0.022323,0.0079754,0.0085815,0.0083997,0.0023854,0.0024645,0.0023508,0.0012172,0.001307,0.0012826
2299.24,0.055014,0.053193,0.052469,0.019554,0.018644,0.018531,0.011188,0.010314,0.0096743,0.022439,0.023117,0.022024,0.0078962,0.0084966,0.0083142,0.0023529,0.00243,0.0023173,0.0012036,0.0012926,0.0012681
2312.85,0.054451,0.052652,0.051942,0.01943,0.018523,0.018411,0.010984,0.010108,0.0094796,0.022155,0.022814,0.02173,0.0078183,0.0084129,0.0082301,0.002321,0.0023961,0.0022845,0.0011903,0.0012784,0.0012538
2326.45,0.053894,0.052116,0.051421,0.019306,0.018402,0.018293,0.010784,0.0099067,0.0092892,0.021875,0.022515,0.021441,0.0077415,0.0083305,0.0081471,0.0022897,0.0023628,0.0022523,0.0011772,0.0012645,0.0012398
2340.06,0.053347,0.05159,0.050909,0.019183,0.018283,0.018175,0.010591,0.0097114,0.0091048,0.021602,0.022222,0.021158,0.0076657,0.0082492,0.0080654,0.002259,0.0023302,0.0022207,0.0011643,0.0012508,0.001226
2353.66,0.052805,0.051069,0.050402,0.019061,0.018164,0.018059,0.0104,0.00952,0.008924,0.021332,0.021933,0.020879,0.0075911,0.0081691,0.0079848,0.0022289,0.0022981,0.0021897,0.0011516,0.0012373,0.0012124
2367.27,0.05227,0.050555,0.049902,0.018941,0.018047,0.017943,0.010214,0.0093331,0.0087476,0.021067,0.021649,0.020604,0.0075174,0.00809,0.0079052,0.0021993,0.0022666,0.0021592,0.0011391,0.0012241,0.0011991
2380.87,0.051741,0.050047,0.049407,0.018821,0.01793,0.017829,0.010033,0.0091507,0.0085756,0.020807,0.02137,0.020335,0.0074448,0.0080119,0.0078268,0.0021703,0.0022357,0.0021293,0.0011268,0.001211,0.0011859
2394.48,0.05122,0.049547,0.04892,0.018702,0.017815,0.017715,0.0098553,0.0089726,0.0084078,0.020551,0.021096,0.02007,0.0073732,0.007935,0.0077495,0.0021418,0.0022053,0.0020999,0.0011147,0.0011981,0.001173
2408.08,0.050705,0.049053,0.048439,0.018584,0.0177,0.017603,0.0096817,0.0087986,0.0082439,0.0203,0.020826,0.019809,0.0073026,0.0078592,0.0076733,0.0021139,0.0021755,0.0020711,0.0011028,0.0011855,0.0011602
2421.69,0.050197,0.048565,0.047964,0.018467,0.017587,0.017491,0.0095117,0.0086284,0.0080837,0.020053,0.020561,0.019553,0.0072331,0.0077845,0.0075983,0.0020865,0.0021463,0.0020428,0.0010912,0.001173,0.0011477
2435.29,0.049695,0.048084,0.047495,0.018351,0.017475,0.017381,0.0093462,0.0084628,0.007928,0.01981,0.020301,0.019302,0.0071646,0.0077109,0.0075243,0.0020596,0.0021175,0.0020151,0.0010797,0.0011608,0.0011354
2448.9,0.0492,0.047609,0.047032,0.018236,0.017364,0.017272,0.0091837,0.0083004,0.0077753,0.019571,0.020044,0.019054,0.007097,0.0076383,0.0074513,0.0020332,0.0020893,0.0019878,0.0010684,0.0011487,0.0011232
2462.5,0.04871,0.047139,0.046575,0.018122,0.017254,0.017164,0.0090247,0.0081418,0.0076263,0.019337,0.019792,0.018811,0.0070304,0.0075666,0.0073794,0.0020072,0.0020616,0.001961,0.0010574,0.0011369,0.0011113
2476.11,0.048226,0.046676,0.046123,0.018009,0.017144,0.017056,0.0088693,0.0079869,0.0074809,0.019106,0.019543,0.018571,0.0069646,0.0074958,0.0073083,0.0019817,0.0020343,0.0019346,0.0010465,0.0011252,0.0010995
2489.71,0.047749,0.046218,0.045677,0.017897,0.017036,0.016949,0.0087172,0.0078355,0.0073388,0.018878,0.019299,0.018336,0.0068998,0.007426,0.0072382,0.0019567,0.0020075,0.0019088,0.0010357,0.0011136,0.0010879
2503.32,0.047277,0.045766,0.045237,0.017785,0.016928,0.016843,0.0085685,0.0076875,0.0072001,0.018655,0.019059,0.018104,0.0068358,0.0073571,0.0071691,0.0019321,0.0019812,0.0018834,0.0010252,0.0011022,0.0010765
2516.92,0.046811,0.04532,0.044802,0.017675,0.016821,0.016739,0.0084226,0.0075426,0.0070643,0.018436,0.018823,0.017876,0.0067728,0.0072892,0.0071009,0.0019079,0.0019553,0.0018584,0.0010147,0.0010911,0.0010652
2530.53,0.046352,0.044881,0.044374,0.017566,0.016716,0.016636,0.0082804,0.0074015,0.0069321,0.01822,0.01859,0.017652,0.0067109,0.0072225,0.007034,0.0018842,0.0019299,0.0018339,0.0010045,0.0010801,0.0010542
2544.13,0.045898,0.044446,0.04395,0.017457,0.016612,0.016533,0.0081407,0.0072632,0.0068026,0.018008,0.018362,0.017432,0.0066497,0.0071565,0.0069678,0.0018609,0.0019049,0.0018098,0.00099442,0.0010693,0.0010433
2557.74,0.045449,0.044016,0.043531,0.01735,0.016508,0.016431,0.0080039,0.0071279,0.006676,0.017799,0.018137,0.017215,0.0065894,0.0070914,0.0069024,0.001838,0.0018803,0.0017861,0.00098447,0.0010586,0.0010326
2571.34,0.045005,0.043592,0.043117,0.017243,0.016406,0.01633,0.00787,0.0069956,0.0065523,0.017593,0.017915,0.017002,0.0065299,0.0070271,0.006838,0.0018155,0.0018562,0.0017628,0.00097467,0.001048,0.001022
2584.95,0.044566,0.043172,0.042708,0.017137,0.016304,0.01623,0.0077389,0.0068662,0.0064314,0.017391,0.017696,0.016791,0.0064712,0.0069635,0.0067743,0.0017934,0.0018324,0.0017399,0.00096502,0.0010377,0.0010116
2598.55,0.044132,0.042757,0.042303,0.017031,0.016202,0.01613,0.0076105,0.0067397,0.0063133,0.017191,0.017481,0.016584,0.0064132,0.0069007,0.0067113,0.0017716,0.001809,0.0017173,0.00095552,0.0010274,0.0010013
2612.16,0.043703,0.042347,0.041903,0.016926,0.016101,0.016031,0.0074849,0.006616,0.0061979,0.016995,0.017269,0.016381,0.0063559,0.0068385,0.006649,0.0017502,0.0017859,0.0016951,0.00094615,0.0010173,0.00099109
2625.76,0.043283,0.041945,0.041511,0.016824,0.016003,0.015935,0.0073618,0.0064951,0.0060851,0.016803,0.017062,0.016181,0.0063003,0.0067782,0.0065885,0.0017293,0.0017634,0.0016734,0.00093707,0.0010074,0.00098121
2639.37,0.042865,0.041546,0.041122,0.016721,0.015904,0.015837,0.0072411,0.0063767,0.0059747,0.016613,0.016857,0.015984,0.0062448,0.0067178,0.006528,0.0017086,0.0017411,0.001652,0.00092803,0.00099762,0.00097136
2652.97,0.042452,0.041152,0.040737,0.016619,0.015807,0.015741,0.0071229,0.0062608,0.0058667,0.016427,0.016655,0.01579,0.0061902,0.0066583,0.0064684,0.0016883,0.0017193,0.0016309,0.00091914,0.00098796,0.00096167
2666.58,0.042044,0.040762,0.040357,0.016518,0.01571,0.015646,0.007007,0.0061474,0.0057611,0.016243,0.016457,0.015599,0.0061364,0.0065996,0.0064096,0.0016683,0.0016977,0.0016102,0.00091039,0.00097844,0.00095212
2680.18,0.04164,0.040377,0.039981,0.016418,0.015614,0.015552,0.0068934,0.0060365,0.0056578,0.016062,0.016261,0.015411,0.0060833,0.0065416,0.0063515,0.0016487,0.0016765,0.0015898,0.00090174,0.00096905,0.0009427
2693.79,0.041241,0.039996,0.039609,0.016318,0.015518,0.015458,0.0067821,0.0059279,0.0055568,0.015883,0.016068,0.015226,0.0060309,0.0064842,0.0062941,0.0016293,0.0016556,0.0015697,0.0008932,0.00095977,0.0009334
2707.39,0.040844,0.039618,0.039239,0.016217,0.015423,0.015364,0.0066731,0.0058216,0.005458,0.015707,0.015877,0.015042,0.0059788,0.0064271,0.006237,0.0016101,0.001635,0.0015499,0.00088472,0.00095056,0.00092417
2721.0,0.040461,0.039252,0.038882,0.016122,0.015331,0.015274,0.0065664,0.0057178,0.0053615,0.015536,0.015692,0.014865,0.0059288,0.0063722,0.006182,0.0015916,0.001615,0.0015307,0.00087655,0.00094169,0.00091528
2734.6,0.040074,0.038883,0.038522,0.016023,0.015237,0.015182,0.0064617,0.0056161,0.005267,0.015365,0.015507,0.014688,0.0058783,0.0063167,0.0061265,0.0015731,0.001595,0.0015115,0.00086831,0.00093275,0.00090632
2748.21,0.039694,0.038521,0.038168,0.015926,0.015145,0.015091,0.006359,0.0055165,0.0051746,0.015198,0.015325,0.014514,0.0058288,0.0062621,0.0060719,0.0015549,0.0015755,0.0014927,0.00086023,0.00092396,0.00089751
2761.81,0.039319,0.038163,0.037819,0.01583,0.015053,0.015001,0.0062583,0.005419,0.0050841,0.015033,0.015147,0.014342,0.00578,0.0062082,0.006018,0.0015371,0.0015562,0.0014742,0.00085229,0.0009153,0.00088885
2775.42,0.038948,0.037809,0.037473,0.015735,0.014963,0.014912,0.0061595,0.0053234,0.0049955,0.01487,0.014971,0.014174,0.0057319,0.0061551,0.0059649,0.0015195,0.0015372,0.0014561,0.00084447,0.00090677,0.0008803
2789.02,0.038581,0.03746,0.037132,0.015641,0.014873,0.014823,0.0060625,0.0052298,0.0049087,0.01471,0.014798,0.014008,0.0056845,0.0061026,0.0059124,0.0015022,0.0015186,0.0014381,0.00083678,0.00089835,0.00087187
2802.63,0.038217,0.037113,0.036793,0.015547,0.014783,0.014735,0.0059674,0.0051381,0.0048237,0.014552,0.014626,0.013843,0.0056377,0.0060506,0.0058605,0.0014851,0.0015001,0.0014205,0.0008292,0.00089002,0.00086354
2816.23,0.037857,0.03677,0.036458,0.015453,0.014694,0.014647,0.005874,0.0050483,0.0047405,0.014396,0.014457,0.013682,0.0055913,0.0059991,0.005809,0.0014682,0.001482,0.0014031,0.0008217,0.00088178,0.0008553
2829.84,0.037507,0.036437,0.036132,0.015362,0.014608,0.014563,0.0057831,0.0049609,0.0046596,0.014245,0.014293,0.013525,0.0055464,0.005949,0.0057591,0.0014519,0.0014643,0.0013861,0.00081443,0.00087377,0.00084729
2843.44,0.037156,0.036103,0.035805,0.01527,0.01452,0.014476,0.0056934,0.0048748,0.00458,0.014094,0.014129,0.013368,0.0055013,0.0058988,0.0057089,0.0014356,0.0014468,0.0013693,0.00080715,0.00086576,0.00083927
2857.05,0.03681,0.035773,0.035483,0.015178,0.014434,0.014391,0.0056055,0.0047906,0.0045021,0.013946,0.013968,0.013214,0.005457,0.0058493,0.0056595,0.0014195,0.0014295,0.0013527,0.00079998,0.00085786,0.00083138
2870.65,0.036468,0.035448,0.035165,0.015088,0.014348,0.014307,0.0055191,0.004708,0.0044257,0.0138,0.01381,0.013062,0.0054133,0.0058004,0.0056108,0.0014038,0.0014125,0.0013365,0.0007929,0.00085008,0.0008236
2884.26,0.03613,0.035127,0.034851,0.014998,0.014263,0.014224,0.0054342,0.004627,0.0043509,0.013656,0.013654,0.012913,0.0053702,0.0057522,0.0055627,0.0013883,0.0013958,0.0013204,0.00078592,0.0008424,0.00081593
2897.86,0.035796,0.034809,0.03454,0.01491,0.014179,0.014141,0.0053509,0.0045476,0.0042776,0.013514,0.0135,0.012766,0.0053277,0.0057045,0.0055152,0.001373,0.0013793,0.0013047,0.00077904,0.00083483,0.00080837
2911.47,0.035464,0.034493,0.034231,0.014821,0.014095,0.014059,0.0052688,0.0044696,0.0042055,0.013374,0.013347,0.01262,0.0052857,0.0056574,0.0054681,0.0013579,0.0013629,0.001289,0.00077223,0.00082734,0.00080089
2925.07,0.035143,0.034188,0.033933,0.014735,0.014014,0.013978,0.0051894,0.0043942,0.004136,0.013238,0.0132,0.012479,0.0052446,0.0056112,0.0054222,0.0013433,0.0013472,0.001274,0.00076557,0.00082002,0.00079358
2938.68,0.034818,0.033879,0.03363,0.014647,0.013931,0.013897,0.0051103,0.0043193,0.0040669,0.013101,0.013051,0.012337,0.0052036,0.0055651,0.0053762,0.0013286,0.0013313,0.0012588,0.00075894,0.00081271,0.00078629
2952.28,0.034498,0.033575,0.033333,0.014561,0.013849,0.013817,0.005033,0.0042461,0.0039994,0.012967,0.012905,0.012198,0.0051631,0.0055195,0.0053308,0.0013142,0.0013158,0.0012439,0.00075242,0.0008055,0.00077909
2965.89,0.034182,0.033275,0.033039,0.014475,0.013768,0.013737,0.004957,0.0041744,0.0039334,0.012835,0.012762,0.012061,0.0051231,0.0054744,0.005286,0.0013,0.0013005,0.0012293,0.00074599,0.00079838,0.00077199
2979.49,0.03387,0.032978,0.032749,0.01439,0.013688,0.013658,0.0048825,0.0041042,0.0038686,0.012705,0.012621,0.011926,0.0050836,0.00543,0.0052417,0.0012861,0.0012854,0.0012149,0.00073967,0.00079135,0.00076499
2993.1,0.033562,0.032685,0.032462,0.014305,0.013608,0.013579,0.0048092,0.0040352,0.0038052,0.012577,0.012481,0.011793,0.0050447,0.005386,0.005198,0.0012724,0.0012706,0.0012008,0.00073344,0.00078443,0.00075808
3006.7,0.033257,0.032396,0.032178,0.014222,0.01353,0.013502,0.004737,0.0039676,0.0037429,0.012451,0.012344,0.011663,0.0050063,0.0053427,0.0051549,0.0012589,0.001256,0.0011868,0.00072732,0.0007776,0.00075127
3020.31,0.032955,0.032109,0.031897,0.014139,0.013452,0.013425,0.004666,0.0039011,0.0036816,0.012326,0.012208,0.011533,0.0049683,0.0052999,0.0051123,0.0012455,0.0012415,0.001173,0.00072127,0.00077085,0.00074455
3033.91,0.03266,0.031828,0.031623,0.014057,0.013374,0.013349,0.0045973,0.0038368,0.0036225,0.012204,0.012076,0.011407,0.0049309,0.0052576,0.0050702,0.0012325,0.0012275,0.0011596,0.00071531,0.0007642,0.00073793
3047.52,0.032364,0.031547,0.031347,0.013975,0.013297,0.013273,0.0045288,0.0037729,0.0035637,0.012083,0.011944,0.011281,0.0048938,0.0052156,0.0050286,0.0012196,0.0012134,0.0011462,0.0007094,0.00075762,0.00073137
3061.12,0.032071,0.03127,0.031075,0.013893,0.013221,0.013198,0.0044617,0.0037104,0.0035063,0.011963,0.011813,0.011157,0.0048571,0.0051741,0.0049874,0.0012068,0.0011996,0.0011331,0.00070356,0.0007511,0.00072489
3074.73,0.031782,0.030995,0.030806,0.013812,0.013145,0.013123,0.0043959,0.0036491,0.00345,0.011845,0.011685,0.011035,0.0048207,0.0051331,0.0049466,0.0011942,0.001186,0.0011201,0.00069777,0.00074466,0.00071848
3088.33,0.031497,0.030724,0.030541,0.013732,0.013069,0.013049,0.0043312,0.0035891,0.0033949,0.011729,0.011558,0.010914,0.0047847,0.0050924,0.0049062,0.0011819,0.0011726,0.0011073,0.00069205,0.0007383,0.00071215
3101.94,0.031215,0.030457,0.030278,0.013652,0.012995,0.012975,0.0042676,0.0035302,0.0033408,0.011614,0.011434,0.010796,0.0047492,0.0050522,0.0048663,0.0011697,0.0011594,0.0010948,0.0006864,0.00073202,0.0007059
3115.54,0.030936,0.030192,0.030019,0.013573,0.012921,0.012902,0.004205,0.0034723,0.0032877,0.011501,0.011311,0.010679,0.0047141,0.0050125,0.004827,0.0011577,0.0011464,0.0010824,0.00068083,0.00072582,0.00069974
3129.15,0.03066,0.029931,0.029763,0.013495,0.012847,0.01283,0.0041431,0.0034154,0.0032354,0.01139,0.01119,0.010564,0.0046795,0.0049734,0.0047881,0.0011459,0.0011336,0.0010702,0.00067536,0.0007197,0.00069367
3142.75,0.030388,0.029673,0.02951,0.013417,0.012775,0.012759,0.0040836,0.0033604,0.003185,0.01128,0.01107,0.01045,0.0046453,0.0049347,0.0047498,0.0011343,0.001121,0.0010582,0.00066996,0.00071367,0.00068767
3156.36,0.030118,0.029417,0.029259,0.01334,0.012703,0.012688,0.004024,0.0033057,0.0031348,0.011172,0.010952,0.010338,0.0046114,0.0048964,0.0047118,0.0011228,0.0011086,0.0010464,0.00066464,0.00070771,0.00068175
3169.96,0.029851,0.029163,0.02901,0.013263,0.012631,0.012617,0.0039655,0.0032521,0.0030856,0.011065,0.010836,0.010228,0.0045779,0.0048585,0.0046742,0.0011115,0.0010963,0.0010347,0.00065939,0.00070181,0.00067589
3183.57,0.029586,0.028912,0.028764,0.013187,0.01256,0.012547,0.0039081,0.0031996,0.0030375,0.010959,0.01072,0.010118,0.0045446,0.0048209,0.004637,0.0011003,0.0010842,0.0010232,0.0006542,0.00069597,0.00067009
3197.17,0.029324,0.028664,0.02852,0.013111,0.012489,0.012477,0.0038518,0.0031481,0.0029903,0.010854,0.010607,0.01001,0.0045117,0.0047837,0.0046001,0.0010893,0.0010722,0.0010118,0.00064907,0.00069018,0.00066435
3210.78,0.029066,0.028419,0.028279,0.013035,0.012418,0.012408,0.0037963,0.0030976,0.002944,0.010752,0.010495,0.0099042,0.0044791,0.0047468,0.0045636,0.0010784,0.0010604,0.0010006,0.000644,0.00068446,0.00065868
3224.38,0.02881,0.028177,0.028042,0.01296,0.012348,0.012339,0.0037418,0.0030479,0.0028986,0.01065,0.010384,0.0097995,0.0044468,0.0047103,0.0045275,0.0010677,0.0010488,0.0009896,0.00063898,0.00067881,0.00065307
3237.99,0.028558,0.027938,0.027807,0.012886,0.012279,0.01227,0.0036879,0.0029991,0.0028538,0.01055,0.010276,0.0096965,0.004415,0.0046742,0.0044918,0.0010572,0.0010374,0.00097876,0.00063402,0.00067322,0.00064753
3251.59,0.028309,0.027702,0.027575,0.012814,0.012211,0.012204,0.0036357,0.0029517,0.0028105,0.010452,0.010168,0.0095949,0.004384,0.0046391,0.0044571,0.0010469,0.0010262,0.00096809,0.00062919,0.00066779,0.00064214
3265.2,0.028062,0.027468,0.027345,0.01274,0.012143,0.012137,0.0035837,0.0029047,0.0027675,0.010354,0.010063,0.0094945,0.0043529,0.0046039,0.0044223,0.0010366,0.0010151,0.00095755,0.00062436,0.00066235,0.00063676
3278.8,0.027818,0.027236,0.027118,0.012668,0.012076,0.01207,0.0035325,0.0028586,0.0027252,0.010258,0.0099579,0.0093954,0.0043223,0.0045691,0.0043879,0.0010265,0.0010041,0.00094715,0.00061958,0.00065698,0.00063144
3292.41,0.027575,0.027007,0.026892,0.012596,0.012009,0.012005,0.0034822,0.0028133,0.0026838,0.010163,0.0098545,0.0092976,0.004292,0.0045347,0.0043539,0.0010165,0.00099326,0.00093689,0.00061486,0.00065167,0.00062618
3306.01,0.027336,0.026779,0.026669,0.012525,0.011943,0.011939,0.0034327,0.0027689,0.0026432,0.010069,0.0097524,0.0092009,0.0042619,0.0045006,0.0043202,0.0010067,0.00098258,0.00092677,0.00061019,0.00064642,0.00062098
3319.62,0.027098,0.026554,0.026448,0.012453,0.011876,0.011874,0.0033841,0.0027254,0.0026034,0.0099765,0.0096515,0.0091055,0.0042321,0.0044668,0.0042868,0.00099694,0.00097203,0.00091678,0.00060557,0.00064121,0.00061583
3333.22,0.026863,0.026332,0.026229,0.012382,0.01181,0.011808,0.0033363,0.0026827,0.0025644,0.0098849,0.009552,0.0090114,0.0042026,0.0044332,0.0042536,0.00098735,0.00096163,0.00090693,0.00060099,0.00063604,0.00061072
3346.83,0.026632,0.026112,0.026014,0.012311,0.011744,0.011744,0.0032892,0.0026407,0.002526,0.0097948,0.0094539,0.0089187,0.0041733,0.0043998,0.0042207,0.00097791,0.00095139,0.00089723,0.00059647,0.00063093,0.00060566
3360.43,0.026404,0.025897,0.025802,0.012244,0.011682,0.011682,0.0032431,0.0025996,0.0024885,0.0097065,0.0093579,0.0088279,0.0041454,0.0043681,0.0041893,0.00096869,0.00094137,0.00088775,0.00059218,0.00062604,0.00060082
3374.04,0.026178,0.025682,0.025591,0.012174,0.011618,0.011619,0.0031974,0.0025591,0.0024514,0.0096187,0.0092624,0.0087377,0.0041169,0.0043355,0.0041572,0.00095951,0.00093141,0.00087832,0.00058779,0.00062104,0.00059589
3387.64,0.025954,0.02547,0.025382,0.012106,0.011554,0.011556,0.0031525,0.0025193,0.002415,0.0095321,0.0091682,0.0086488,0.0040889,0.0043035,0.0041257,0.00095047,0.00092159,0.00086904,0.0005835,0.00061614,0.00059104
3401.25,0.025732,0.02526,0.025176,0.012038,0.011492,0.011494,0.0031082,0.0024802,0.0023793,0.0094465,0.0090752,0.0085609,0.0040613,0.0042719,0.0040945,0.00094154,0.0009119,0.00085988,0.00057926,0.0006113,0.00058626
3414.85,0.025512,0.025052,0.024971,0.011971,0.011429,0.011433,0.0030646,0.0024418,0.0023442,0.0093618,0.0089832,0.0084741,0.004034,0.0042406,0.0040637,0.00093271,0.00090232,0.00085083,0.00057508,0.00060651,0.00058154
3428.46,0.025294,0.024846,0.024768,0.011903,0.011367,0.011371,0.0030218,0.0024041,0.0023098,0.0092781,0.0088922,0.0083883,0.004007,0.0042096,0.0040331,0.00092397,0.00089286,0.00084189,0.00057093,0.00060177,0.00057686
3442.06,0.025078,0.024641,0.024566,0.011836,0.011305,0.01131,0.0029796,0.0023671,0.002276,0.0091952,0.0088023,0.0083035,0.0039801,0.0041787,0.0040027,0.00091533,0.0008835,0.00083305,0.0005668,0.00059706,0.00057221
3455.67,0.024863,0.024437,0.024365,0.011768,0.011242,0.011248,0.0029382,0.0023307,0.0022428,0.0091127,0.0087128,0.0082191,0.0039531,0.0041476,0.0039721,0.00090674,0.0008742,0.00082428,0.00056265,0.00059232,0.00056754
3469.27,0.024659,0.024244,0.024176,0.011707,0.011186,0.011193,0.0028974,0.0022951,0.0022103,0.0090347,0.0086278,0.0081391,0.0039286,0.0041193,0.0039442,0.00089862,0.00086537,0.00081594,0.00055885,0.00058798,0.00056325
3482.88,0.024448,0.024045,0.023979,0.01164,0.011124,0.011131,0.0028572,0.0022601,0.0021783,0.0089544,0.0085408,0.008057,0.0039022,0.0040888,0.0039142,0.00089028,0.00085633,0.00080741,0.00055479,0.00058334,0.00055869
3496.48,0.024242,0.02385,0.023787,0.011575,0.011064,0.011072,0.0028176,0.0022257,0.0021468,0.0088759,0.0084555,0.0079768,0.0038766,0.0040592,0.0038851,0.00088212,0.00084749,0.00079907,0.00055084,0.00057883,0.00055425
3510.09,0.024039,0.023657,0.023597,0.011511,0.011005,0.011013,0.0027786,0.0021918,0.0021159,0.0087984,0.0083715,0.0078976,0.0038514,0.00403,0.0038564,0.00087407,0.00083877,0.00079085,0.00054695,0.00057439,0.00054987
3523.69,0.023837,0.023466,0.023409,0.011447,0.010946,0.010956,0.0027401,0.0021585,0.0020855,0.0087219,0.0082885,0.0078195,0.0038266,0.0040012,0.0038281,0.00086612,0.00083016,0.00078274,0.00054313,0.00057001,0.00054556
3537.3,0.023637,0.023276,0.023223,0.011384,0.010888,0.010898,0.0027022,0.0021257,0.0020556,0.0086462,0.0082063,0.0077422,0.0038021,0.0039726,0.0038,0.00085825,0.00082165,0.00077472,0.00053935,0.00056567,0.00054129
3550.9,0.023438,0.023088,0.023037,0.011321,0.01083,0.010841,0.0026649,0.0020936,0.0020263,0.0085711,0.008125,0.0076657,0.0037778,0.0039443,0.0037722,0.00085046,0.00081322,0.00076678,0.00053562,0.00056138,0.00053706
3564.51,0.023241,0.022901,0.022853,0.011257,0.010772,0.010783,0.0026282,0.002062,0.0019974,0.0084964,0.0080442,0.0075898,0.0037536,0.0039161,0.0037445,0.00084272,0.00080486,0.00075891,0.00053191,0.00055709,0.00053285
3578.11,0.023042,0.022713,0.022667,0.011193,0.010712,0.010724,0.0025921,0.002031,0.0019691,0.0084217,0.0079635,0.0075139,0.003729,0.0038874,0.0037164,0.00083499,0.00079651,0.00075105,0.00052816,0.00055276,0.00052859
3591.72,0.022859,0.02254,0.022497,0.011135,0.01066,0.010673,0.0025567,0.0020007,0.0019415,0.0083527,0.0078884,0.0074434,0.0037071,0.0038615,0.0036909,0.00082783,0.00078873,0.00074373,0.00052478,0.00054881,0.00052471
3605.32,0.022668,0.022359,0.022318,0.011073,0.010603,0.010616,0.0025217,0.0019708,0.0019142,0.0082809,0.0078107,0.0073704,0.0036836,0.0038339,0.0036639,0.00082041,0.00078069,0.00073618,0.00052119,0.00054465,0.00052063
3618.93,0.02248,0.022181,0.022143,0.011012,0.010546,0.010561,0.0024872,0.0019414,0.0018873,0.0082104,0.0077344,0.0072987,0.0036605,0.0038068,0.0036374,0.00081311,0.0007728,0.00072876,0.00051766,0.00054055,0.0005166
3632.53,0.022295,0.022005,0.02197,0.010951,0.010491,0.010506,0.0024532,0.0019125,0.0018609,0.0081408,0.0076591,0.0072281,0.0036378,0.0037801,0.0036112,0.00080592,0.00076502,0.00072145,0.00051418,0.00053651,0.00051263
3646.14,0.022111,0.021831,0.021798,0.010891,0.010436,0.010451,0.0024196,0.001884,0.001835,0.0080721,0.0075848,0.0071584,0.0036154,0.0037536,0.0035853,0.00079881,0.00075735,0.00071423,0.00051073,0.00053251,0.00050872
