,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
952.35,,,,0.083334,0.083742,0.080794,0.037187,0.038783,0.037464,0.011451,0.011626,0.011306,0.0072472,0.0074497,0.0072473
965.95,,,,0.080691,0.081016,0.078122,0.036418,0.03798,0.036679,0.011031,0.011194,0.010881,0.0070233,0.0072508,0.0070527
979.56,,,,0.078161,0.078406,0.075564,0.035674,0.037201,0.035919,0.010631,0.010783,0.010476,0.0068092,0.0070601,0.0068656
993.16,,,,0.075734,0.075902,0.073113,0.034952,0.036446,0.03518,0.010249,0.010392,0.010091,0.0066113,0.0068769,0.0066856
1006.77,,,,0.073403,0.073498,0.070761,0.034251,0.035712,0.034464,0.0098844,0.010018,0.0097233,0.0064329,0.0067008,0.0065124
1020.37,,,,0.071165,0.07119,0.068503,0.033569,0.034997,0.033765,0.0095374,0.0096618,0.0093727,0.0062742,0.0065307,0.0063451
1033.98,,,,0.069015,0.068973,0.066337,0.032908,0.034303,0.033087,0.0092071,0.0093215,0.0090382,0.006133,0.0063669,0.0061841
1047.58,,,,0.066951,0.066843,0.064257,0.032265,0.033628,0.032428,0.0088916,0.0089966,0.0087191,0.0060041,0.0062086,0.0060288
1061.19,,,,0.064965,0.064797,0.06226,0.031641,0.032972,0.031787,0.0085893,0.0086861,0.0084143,0.0058813,0.0060556,0.005879
1074.79,,,,0.063056,0.062828,0.06034,0.031035,0.032334,0.031164,0.0082996,0.0083892,0.008123,0.0057588,0.0059078,0.0057346
1088.4,,,,0.061218,0.060933,0.058494,0.030442,0.031709,0.030554,0.0080222,0.0081051,0.0078444,0.0056314,0.0057643,0.0055946
1102.0,,,,0.05945,0.059111,0.05672,0.029866,0.031103,0.029962,0.0077575,0.0078334,0.0075782,0.0054977,0.0056259,0.0054596
1115.61,,,,0.05775,0.057359,0.055014,0.029306,0.030512,0.029386,0.0075051,0.0075735,0.0073236,0.0053577,0.0054921,0.0053291
1129.21,,,,0.056113,0.055672,0.053374,0.028762,0.029938,0.028825,0.0072637,0.0073248,0.0070801,0.0052142,0.005363,0.0052031
1142.82,,,,0.054534,0.054046,0.051793,0.028229,0.029375,0.028275,0.0070318,0.0070862,0.0068466,0.0050708,0.005238,0.0050808
1156.42,,,,0.053016,0.052483,0.050275,0.027713,0.02883,0.027743,0.0068093,0.0068579,0.0066234,0.0049332,0.0051179,0.004963
1170.03,,,,0.051553,0.050976,0.048812,0.02721,0.028297,0.027224,0.0065955,0.006639,0.0064095,0.0048046,0.0050017,0.0048488
1183.63,,,,0.050143,0.049524,0.047404,0.026719,0.027777,0.026717,0.0063907,0.0064292,0.0062045,0.0046882,0.0048892,0.0047382
1197.24,,,,0.048785,0.048126,0.046049,0.026242,0.027271,0.026223,0.006195,0.0062281,0.0060081,0.0045848,0.0047805,0.0046313
1210.84,,,,0.047472,0.046776,0.044741,0.025775,0.026776,0.025741,0.0060073,0.0060346,0.0058193,0.0044933,0.0046749,0.0045275
1224.45,,,,0.046209,0.045476,0.043482,0.025323,0.026296,0.025272,0.0058276,0.0058493,0.0056386,0.0044116,0.0045728,0.0044273
1238.05,,,,0.044989,0.044221,0.042268,0.024881,0.025826,0.024815,0.0056545,0.0056712,0.0054649,0.0043357,0.0044735,0.0043301
1251.66,,,,0.043811,0.04301,0.041097,0.02445,0.025368,0.024369,0.0054876,0.0055,0.0052981,0.0042617,0.0043771,0.0042359
1265.26,,,,0.042674,0.041841,0.039968,0.024031,0.024922,0.023934,0.005327,0.0053355,0.0051379,0.0041859,0.0042834,0.0041446
1278.87,,,,0.041573,0.04071,0.038877,0.023621,0.024486,0.023509,0.0051722,0.005177,0.0049836,0.0041058,0.0041924,0.0040559
1292.47,,,,0.040512,0.039621,0.037825,0.023223,0.024061,0.023095,0.0050241,0.0050248,0.0048356,0.0040204,0.0041043,0.0039701
1306.08,,,,0.039486,0.038567,0.036809,0.022835,0.023647,0.022692,0.0048818,0.0048782,0.004693,0.00393,0.0040188,0.0038869
1319.68,,,,0.038493,0.037548,0.035827,0.022455,0.023242,0.022298,0.0047447,0.0047369,0.0045557,0.0038364,0.0039358,0.0038061
1333.29,,,,0.037532,0.036563,0.034878,0.022085,0.022847,0.021913,0.0046124,0.0046008,0.0044235,0.0037423,0.0038554,0.0037276
1346.89,,,,0.036601,0.035608,0.033959,0.021724,0.02246,0.021538,0.0044842,0.0044694,0.004296,0.0036508,0.0037775,0.0036513
1360.5,,,,0.035702,0.034688,0.033073,0.021372,0.022084,0.021171,0.0043605,0.0043431,0.0041734,0.0035647,0.003702,0.0035773
1374.1,,,,0.034831,0.033796,0.032216,0.021028,0.021715,0.020813,0.0042411,0.0042211,0.0040551,0.0034863,0.0036287,0.0035053
1387.71,,,,0.033987,0.032932,0.031386,0.020692,0.021355,0.020463,0.0041262,0.0041034,0.0039409,0.0034164,0.0035574,0.0034354
1401.31,,,,0.03317,0.032096,0.030583,0.020364,0.021004,0.020122,0.0040156,0.0039897,0.0038308,0.0033551,0.0034881,0.0033674
1414.92,,,,0.032378,0.031286,0.029806,0.020043,0.020659,0.019787,0.003909,0.0038801,0.0037246,0.0033011,0.0034206,0.0033011
1428.52,,,,0.03161,0.030502,0.029053,0.01973,0.020323,0.01946,0.0038058,0.0037741,0.003622,0.0032524,0.0033547,0.0032367
1442.13,,,,0.030866,0.029742,0.028326,0.019424,0.019994,0.019141,0.0037058,0.0036718,0.003523,0.0032063,0.0032904,0.003174
1455.73,,,,0.030145,0.029006,0.027621,0.019124,0.019672,0.018828,0.0036089,0.0035729,0.0034274,0.0031604,0.0032277,0.003113
1469.34,,,,0.029446,0.028293,0.026938,0.018832,0.019357,0.018523,0.003515,0.0034774,0.0033351,0.0031123,0.0031666,0.0030535
1482.94,,,,0.028768,0.027602,0.026276,0.018545,0.019049,0.018224,0.0034245,0.0033851,0.0032458,0.0030605,0.0031069,0.0029956
1496.55,,,,0.02811,0.026931,0.025635,0.018265,0.018747,0.017931,0.0033373,0.0032958,0.0031596,0.0030042,0.0030486,0.0029391
1510.15,,,,0.027472,0.026282,0.025015,0.017991,0.018451,0.017645,0.0032532,0.0032095,0.0030763,0.002944,0.0029919,0.0028841
1523.76,,,,0.026853,0.025652,0.024413,0.017723,0.018162,0.017365,0.0031719,0.003126,0.0029958,0.0028809,0.0029367,0.0028305
1537.36,,,,0.026252,0.025041,0.02383,0.017461,0.017879,0.017091,0.003093,0.0030453,0.0029179,0.0028168,0.002883,0.0027783
1550.97,,,,0.025668,0.024449,0.023264,0.017204,0.017602,0.016823,0.0030163,0.0029671,0.0028425,0.0027538,0.0028308,0.0027274
1564.57,,,,0.025101,0.023873,0.022716,0.016954,0.017331,0.016561,0.0029419,0.0028915,0.0027697,0.0026939,0.0027799,0.0026777
1578.18,,,,0.024551,0.023315,0.022184,0.016708,0.017065,0.016303,0.0028698,0.0028182,0.0026991,0.0026386,0.0027303,0.0026292
1591.78,,,,0.024016,0.022773,0.021667,0.016467,0.016805,0.016052,0.0028002,0.0027474,0.0026309,0.0025892,0.0026821,0.002582
1605.39,,,,0.023497,0.022247,0.021167,0.016232,0.01655,0.015806,0.002733,0.0026787,0.0025648,0.0025458,0.002635,0.0025359
1618.99,,,,0.022992,0.021736,0.020681,0.016002,0.016301,0.015565,0.0026682,0.0026122,0.0025008,0.0025081,0.002589,0.002491
1632.6,,,,0.022501,0.02124,0.020209,0.015776,0.016057,0.015329,0.0026053,0.0025478,0.0024389,0.002475,0.0025441,0.0024472
1646.2,,,,0.022024,0.020758,0.01975,0.015555,0.015817,0.015097,0.0025441,0.0024853,0.0023788,0.0024448,0.0025001,0.0024043
1659.81,,,,0.021559,0.020289,0.019305,0.01534,0.015583,0.014871,0.0024845,0.0024248,0.0023207,0.002416,0.0024571,0.0023626
1673.41,,,,0.021108,0.019834,0.018872,0.015128,0.015353,0.01465,0.0024265,0.0023661,0.0022643,0.0023867,0.002415,0.0023218
1687.02,,,,0.020668,0.019391,0.018452,0.014921,0.015128,0.014433,0.0023703,0.0023092,0.0022097,0.0023554,0.0023739,0.002282
1700.62,,,,0.02024,0.01896,0.018043,0.014718,0.014908,0.01422,0.0023158,0.002254,0.0021567,0.0023212,0.0023336,0.0022431
1714.23,,,,0.019824,0.018541,0.017646,0.014519,0.014691,0.014012,0.0022633,0.0022004,0.0021054,0.0022835,0.0022943,0.0022052
1727.83,,,,0.019418,0.018134,0.01726,0.014324,0.014479,0.013807,0.0022123,0.0021485,0.0020555,0.0022426,0.0022559,0.0021681
1741.44,,,,0.019023,0.017737,0.016884,0.014133,0.014271,0.013607,0.002163,0.002098,0.0020072,0.0021993,0.0022184,0.0021319
1755.04,,,,0.018638,0.017352,0.016519,0.013946,0.014068,0.013411,0.0021149,0.0020491,0.0019603,0.0021548,0.0021818,0.0020965
1768.65,,,,0.018263,0.016976,0.016164,0.013762,0.013868,0.013219,0.0020679,0.0020016,0.0019148,0.0021104,0.0021461,0.0020619
1782.25,,,,0.017897,0.016611,0.015818,0.013582,0.013671,0.01303,0.0020222,0.0019554,0.0018707,0.0020677,0.0021113,0.0020281
1795.86,,,,0.017542,0.016255,0.015482,0.013405,0.013479,0.012845,0.0019777,0.0019106,0.0018278,0.0020279,0.0020773,0.001995
1809.46,,,,0.017194,0.015909,0.015154,0.013232,0.01329,0.012663,0.0019345,0.0018671,0.0017862,0.0019919,0.0020441,0.0019627
1823.07,,,,0.016856,0.015572,0.014836,0.013062,0.013105,0.012485,0.0018928,0.0018249,0.0017458,0.0019602,0.0020116,0.001931
1836.67,,,,0.016526,0.015243,0.014526,0.012895,0.012923,0.012311,0.0018524,0.0017838,0.0017065,0.0019328,0.0019799,0.0019001
1850.28,,,,0.016205,0.014924,0.014224,0.012731,0.012744,0.012139,0.0018132,0.0017439,0.0016684,0.0019092,0.0019488,0.0018699
1863.88,,,,0.015891,0.014612,0.01393,0.012571,0.012569,0.011971,0.001775,0.0017051,0.0016314,0.0018885,0.0019183,0.0018403
1877.49,,,,0.015585,0.014309,0.013643,0.012413,0.012396,0.011806,0.0017377,0.0016675,0.0015954,0.0018697,0.0018884,0.0018113
1891.09,,,,0.015287,0.014013,0.013365,0.012258,0.012227,0.011644,0.0017012,0.0016308,0.0015605,0.0018515,0.001859,0.001783
1904.7,,,,0.014996,0.013725,0.013093,0.012106,0.012061,0.011485,0.0016656,0.0015952,0.0015265,0.0018326,0.0018302,0.0017552
1918.3,,,,0.014712,0.013444,0.012828,0.011957,0.011898,0.011329,0.001631,0.0015606,0.0014935,0.0018121,0.001802,0.0017281
1931.91,,,,0.014434,0.01317,0.01257,0.01181,0.011738,0.011175,0.0015975,0.0015269,0.0014613,0.0017893,0.0017743,0.0017015
1945.51,,,,0.014164,0.012904,0.012319,0.011666,0.011581,0.011025,0.001565,0.0014942,0.0014301,0.0017637,0.0017472,0.0016755
1959.12,,,,0.0139,0.012643,0.012074,0.011525,0.011426,0.010877,0.0015335,0.0014623,0.0013998,0.0017356,0.0017206,0.00165
1972.72,,,,0.013642,0.01239,0.011836,0.011386,0.011274,0.010732,0.0015028,0.0014313,0.0013702,0.0017055,0.0016947,0.0016251
1986.33,,,,0.01339,0.012143,0.011603,0.01125,0.011125,0.010589,0.0014728,0.0014011,0.0013415,0.001674,0.0016693,0.0016007
1999.93,,,,0.013144,0.011901,0.011376,0.011116,0.010979,0.01045,0.0014435,0.0013717,0.0013135,0.0016422,0.0016445,0.0015768
2013.54,,,,0.012904,0.011666,0.011155,0.010984,0.010835,0.010312,0.0014147,0.001343,0.0012862,0.0016111,0.0016202,0.0015533
2027.14,,,,0.012669,0.011436,0.010939,0.010855,0.010694,0.010177,0.0013867,0.0013152,0.0012597,0.0015817,0.0015965,0.0015304
2040.75,,,,0.01244,0.011212,0.010728,0.010728,0.010555,0.010045,0.0013593,0.001288,0.0012339,0.0015548,0.0015732,0.0015079
2054.35,,,,0.012215,0.010993,0.010523,0.010603,0.010418,0.0099146,0.0013328,0.0012616,0.0012088,0.0015309,0.0015505,0.0014859
2067.96,,,,0.011996,0.01078,0.010323,0.010481,0.010284,0.0097868,0.0013071,0.0012358,0.0011843,0.0015102,0.0015283,0.0014644
2081.56,,,,0.011782,0.010571,0.010127,0.01036,0.010152,0.0096612,0.0012821,0.0012107,0.0011604,0.0014925,0.0015064,0.0014432
2095.17,,,,0.011572,0.010368,0.0099359,0.010242,0.010023,0.0095378,0.0012577,0.0011862,0.0011371,0.0014775,0.001485,0.0014225
2108.77,,,,0.011367,0.010169,0.0097494,0.010125,0.0098953,0.0094166,0.0012338,0.0011623,0.0011145,0.0014645,0.0014639,0.0014022
2122.38,,,,0.011167,0.009975,0.0095673,0.010011,0.00977,0.0092974,0.0012103,0.001139,0.0010923,0.0014527,0.0014432,0.0013823
2135.98,,,,0.010971,0.0097854,0.0093895,0.0098982,0.0096468,0.0091802,0.0011873,0.0011163,0.0010708,0.0014412,0.0014229,0.0013627
2149.59,,,,0.010779,0.0096003,0.009216,0.0097877,0.0095259,0.0090653,0.0011648,0.0010942,0.0010498,0.0014291,0.0014029,0.0013436
2163.19,,,,0.010592,0.0094193,0.0090464,0.0096788,0.0094068,0.0089521,0.0011429,0.0010726,0.0010293,0.0014156,0.0013833,0.0013248
2176.8,,,,0.010408,0.0092425,0.0088807,0.0095718,0.0092897,0.0088408,0.0011216,0.0010515,0.0010093,0.0014003,0.0013639,0.0013064
2190.4,,,,0.010228,0.0090697,0.0087188,0.0094665,0.0091745,0.0087315,0.0011009,0.001031,0.00098976,0.001383,0.001345,0.0012883
2204.01,,,,0.010052,0.0089009,0.0085606,0.0093628,0.0090611,0.0086239,0.0010807,0.0010109,0.00097072,0.0013635,0.0013264,0.0012706
2217.61,,,,0.00988,0.0087359,0.008406,0.0092607,0.0089495,0.0085181,0.0010611,0.00099128,0.00095214,0.0013422,0.0013081,0.0012532
2231.22,,,,0.0097114,0.0085746,0.008255,0.0091602,0.0088396,0.0084138,0.0010418,0.00097215,0.00093401,0.0013196,0.0012902,0.0012361
2244.82,,,,0.0095464,0.0084171,0.0081074,0.0090617,0.008732,0.0083118,0.0010229,0.00095349,0.00091632,0.0012966,0.0012727,0.0012194
2258.43,,,,0.0093847,0.008263,0.0079632,0.0089644,0.0086256,0.0082111,0.0010044,0.00093526,0.00089905,0.0012736,0.0012555,0.0012029
2272.03,,,,0.0092265,0.0081123,0.0078221,0.0088687,0.0085211,0.008112,0.00098614,0.00091745,0.00088218,0.0012514,0.0012387,0.0011867
2285.64,,,,0.0090714,0.007965,0.0076842,0.0087744,0.0084181,0.0080146,0.00096834,0.00090006,0.00086571,0.0012308,0.0012222,0.0011709
2299.24,,,,0.0089195,0.0078209,0.0075494,0.0086816,0.0083168,0.0079187,0.000951,0.00088308,0.00084962,0.0012123,0.001206,0.0011553
2312.85,,,,0.0087706,0.0076799,0.0074175,0.0085901,0.0082169,0.0078243,0.00093416,0.00086648,0.0008339,0.001196,0.0011901,0.00114
2326.45,,,,0.0086248,0.007542,0.0072884,0.0084995,0.0081182,0.0077309,0.00091776,0.00085026,0.00081854,0.001182,0.0011744,0.0011249
2340.06,,,,0.0084823,0.0074075,0.0071626,0.0084116,0.0080222,0.0076403,0.00090182,0.00083446,0.00080359,0.0011705,0.0011591,0.0011102
2353.66,,,,0.0083424,0.0072757,0.0070393,0.0083242,0.0079269,0.0075503,0.00088618,0.000819,0.00078895,0.0011608,0.001144,0.0010957
2367.27,,,,0.0082054,0.0071468,0.0069187,0.0082382,0.0078332,0.0074617,0.0008708,0.00080388,0.00077465,0.0011525,0.0011292,0.0010814
2380.87,,,,0.008071,0.0070206,0.0068007,0.0081535,0.0077409,0.0073747,0.00085566,0.00078911,0.00076067,0.0011449,0.0011145,0.0010674
2394.48,,,,0.0079392,0.0068971,0.0066852,0.0080701,0.0076501,0.0072889,0.00084076,0.00077466,0.000747,0.0011376,0.0011001,0.0010537
2408.08,,,,0.00781,0.0067762,0.0065721,0.0079878,0.0075605,0.0072045,0.00082613,0.00076054,0.00073364,0.0011297,0.0010859,0.0010402
2421.69,,,,0.0076833,0.0066578,0.0064615,0.0079065,0.0074721,0.0071212,0.00081185,0.00074673,0.00072058,0.0011208,0.0010718,0.0010268
2435.29,,,,0.0075596,0.0065424,0.0063535,0.0078272,0.0073858,0.0070398,0.00079799,0.00073327,0.00070786,0.0011106,0.0010581,0.0010139
2448.9,,,,0.0074378,0.0064291,0.0062476,0.0077484,0.0073002,0.0069592,0.00078446,0.00072008,0.00069538,0.0010986,0.0010445,0.001001
2462.5,,,,0.0073185,0.0063182,0.0061439,0.0076708,0.0072159,0.0068799,0.00077128,0.00070719,0.00068319,0.001085,0.0010312,0.00098839
2476.11,,,,0.0072015,0.0062096,0.0060424,0.0075944,0.007133,0.0068019,0.0007584,0.00069458,0.00067127,0.0010698,0.0010181,0.000976
2489.71,,,,0.0070867,0.0061033,0.005943,0.0075192,0.0070514,0.0067251,0.00074574,0.00068224,0.0006596,0.0010535,0.0010052,0.00096382
2503.32,,,,0.0069739,0.0059991,0.0058455,0.0074451,0.006971,0.0066494,0.00073325,0.00067016,0.00064819,0.0010364,0.00099263,0.00095185
2516.92,,,,0.0068627,0.0058966,0.0057496,0.0073718,0.0068916,0.0065748,0.00072089,0.00065829,0.00063697,0.0010191,0.00098024,0.00094007
2530.53,,,,0.0067552,0.0057975,0.005657,0.0073,0.0068138,0.0065017,0.00070887,0.00064683,0.00062614,0.0010022,0.00096813,0.00092853
2544.13,,,,0.0066487,0.0056996,0.0055654,0.0072289,0.0067368,0.0064294,0.00069698,0.00063553,0.00061545,0.00098609,0.00095619,0.00091714
2557.74,,,,0.0065442,0.0056037,0.0054758,0.0071587,0.0066609,0.0063582,0.00068537,0.00062447,0.000605,0.0009713,0.00094448,0.00090594
2571.34,,,,0.0064418,0.0055099,0.005388,0.0070896,0.0065862,0.006288,0.00067407,0.00061366,0.00059478,0.00095814,0.00093297,0.00089492
2584.95,,,,0.0063412,0.0054179,0.005302,0.0070214,0.0065126,0.006219,0.00066306,0.00060307,0.00058478,0.00094678,0.00092167,0.0008841
2598.55,,,,0.0062423,0.0053277,0.0052176,0.0069543,0.0064401,0.006151,0.00065232,0.00059271,0.00057498,0.00093724,0.00091055,0.00087346
2612.16,,,,0.006145,0.0052391,0.0051347,0.006888,0.0063686,0.006084,0.00064178,0.00058254,0.00056537,0.00092939,0.0008996,0.000863
2625.76,,,,0.0060504,0.0051531,0.0050542,0.0068228,0.0062982,0.006018,0.00063152,0.00057266,0.00055604,0.00092296,0.00088883,0.00085271
2639.37,,,,0.0059568,0.0050681,0.0049747,0.0067583,0.0062288,0.005953,0.00062133,0.00056293,0.00054685,0.00091756,0.00087818,0.00084258
2652.97,,,,0.0058649,0.0049849,0.0048968,0.0066946,0.0061602,0.0058888,0.00061128,0.00055341,0.00053785,0.00091274,0.00086768,0.0008326
2666.58,,,,0.0057747,0.0049034,0.0048205,0.0066317,0.0060926,0.0058255,0.00060138,0.00054409,0.00052905,0.00090804,0.00085731,0.00082278
2680.18,,,,0.0056862,0.0048235,0.0047457,0.0065697,0.006026,0.0057632,0.00059166,0.00053497,0.00052043,0.00090299,0.00084708,0.00081312
2693.79,,,,0.0055993,0.0047452,0.0046724,0.0065085,0.0059603,0.0057017,0.00058216,0.00052605,0.00051199,0.00089717,0.000837,0.00080361
