,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
2122.38,,,,0.047143,0.044678,0.043897,0.020452,0.01935,0.019058,0.0022716,0.0024055,0.0022092,0.012381,0.012721,0.012257,0.0057917,0.0059994,0.0059294,0.00038423,0.00039886,0.00039466
2135.98,,,,0.046517,0.044075,0.043313,0.020286,0.019181,0.018894,0.002345,0.0023522,0.0021571,0.012184,0.012517,0.012059,0.005722,0.005928,0.0058581,0.00037889,0.00039385,0.00038965
2149.59,,,,0.045906,0.043487,0.042745,0.020122,0.019015,0.018732,0.0024339,0.0023001,0.0021071,0.011992,0.012319,0.011866,0.0056536,0.0058579,0.005788,0.00037352,0.00038894,0.00038472
2163.19,,,,0.045298,0.042902,0.04218,0.01996,0.018849,0.018571,0.002525,0.002248,0.0020579,0.011803,0.012122,0.011675,0.0055863,0.0057888,0.005719,0.00036853,0.00038411,0.00037988
2176.8,,,,0.044702,0.042328,0.041625,0.019798,0.018686,0.018413,0.0026072,0.0021966,0.0020103,0.011618,0.011931,0.011488,0.00552,0.0057209,0.005651,0.00036413,0.00037936,0.00037512
2190.4,,,,0.044115,0.041764,0.041081,0.019639,0.018524,0.018255,0.0026694,0.002146,0.001964,0.011437,0.011743,0.011306,0.0054549,0.005654,0.0055842,0.00036014,0.00037469,0.00037044
2204.01,,,,0.043539,0.041211,0.040546,0.019481,0.018364,0.0181,0.0027026,0.0020961,0.001919,0.01126,0.011559,0.011127,0.0053908,0.0055883,0.0055185,0.00035616,0.00037009,0.00036584
2217.61,,,,0.042973,0.040667,0.04002,0.019325,0.018207,0.017947,0.0027006,0.0020471,0.0018753,0.011087,0.01138,0.010952,0.005328,0.0055238,0.005454,0.00035186,0.00036558,0.00036132
2231.22,,,,0.042415,0.040132,0.039503,0.019171,0.018051,0.017796,0.0026607,0.0019991,0.0018326,0.010917,0.011203,0.010781,0.0052663,0.0054604,0.0053907,0.00034719,0.00036115,0.0003569
2244.82,,,,0.041868,0.039608,0.038996,0.019019,0.017898,0.017647,0.0025846,0.0019527,0.0017915,0.010751,0.011031,0.010613,0.0052056,0.0053981,0.0053285,0.00034244,0.00035681,0.00035255
2258.43,,,,0.041327,0.03909,0.038495,0.018869,0.017746,0.017499,0.0024751,0.0019074,0.0017512,0.010588,0.010862,0.010448,0.005146,0.0053368,0.0052672,0.00033798,0.00035254,0.00034827
2272.03,,,,0.040794,0.038581,0.038003,0.01872,0.017595,0.017353,0.00234,0.0018637,0.0017121,0.010428,0.010696,0.010287,0.0050872,0.0052764,0.0052069,0.00033403,0.00034834,0.00034406
2285.64,,,,0.04027,0.038079,0.037518,0.018572,0.017446,0.017209,0.0021879,0.0018217,0.001674,0.010271,0.010533,0.010129,0.0050294,0.005217,0.0051475,0.00033049,0.0003442,0.00033992
2299.24,,,,0.039754,0.037586,0.037041,0.018425,0.017299,0.017066,0.0020286,0.0017814,0.001637,0.010118,0.010373,0.0099736,0.0049724,0.0051584,0.005089,0.00032703,0.00034013,0.00033585
2312.85,,,,0.039247,0.037102,0.036573,0.01828,0.017153,0.016924,0.0018718,0.0017428,0.001601,0.0099673,0.010217,0.0098218,0.0049164,0.0051008,0.0050314,0.00032331,0.00033613,0.00033185
2326.45,,,,0.038748,0.036626,0.036112,0.018136,0.017008,0.016784,0.0017262,0.0017056,0.0015657,0.00982,0.010064,0.009673,0.0048612,0.005044,0.0049747,0.00031922,0.00033218,0.0003279
2340.06,,,,0.038258,0.036158,0.03566,0.017996,0.016868,0.016648,0.0016002,0.0016705,0.0015319,0.0096757,0.0099138,0.0095273,0.0048075,0.0049887,0.0049196,0.00031498,0.00032835,0.00032407
2353.66,,,,0.037774,0.035697,0.035214,0.017856,0.016727,0.016511,0.0014987,0.0016364,0.0014986,0.009534,0.0097665,0.0093842,0.0047544,0.004934,0.0048649,0.00031089,0.00032456,0.00032028
2367.27,,,,0.037297,0.035243,0.034774,0.017718,0.016588,0.016377,0.001426,0.0016036,0.0014662,0.009395,0.0096219,0.0092437,0.004702,0.0048801,0.0048111,0.00030722,0.00032084,0.00031655
2380.87,,,,0.036827,0.034796,0.034341,0.01758,0.016451,0.016243,0.0013837,0.0015718,0.0014347,0.0092586,0.0094799,0.0091059,0.0046504,0.0048269,0.004758,0.00030397,0.00031717,0.00031288
2394.48,,,,0.036364,0.034355,0.033915,0.017444,0.016314,0.016111,0.0013718,0.0015409,0.001404,0.0091248,0.0093406,0.0089707,0.0045995,0.0047745,0.0047057,0.00030091,0.00031355,0.00030926
2408.08,,,,0.035908,0.033922,0.033496,0.017308,0.016179,0.01598,0.0013879,0.0015107,0.0013742,0.0089937,0.009204,0.0088381,0.0045493,0.0047227,0.004654,0.00029771,0.00030998,0.00030569
2421.69,,,,0.035461,0.033497,0.033085,0.017174,0.016045,0.01585,0.0014282,0.0014808,0.001345,0.0088653,0.0090703,0.0087083,0.0045,0.0046718,0.0046032,0.00029418,0.00030647,0.00030219
2435.29,,,,0.03502,0.03308,0.032681,0.017044,0.015916,0.015725,0.0014874,0.0014516,0.0013168,0.0087396,0.0089393,0.0085812,0.0044521,0.0046224,0.0045539,0.00029045,0.00030307,0.00029879
2448.9,,,,0.034586,0.032668,0.032282,0.016913,0.015785,0.015598,0.0015583,0.0014224,0.0012891,0.0086161,0.0088105,0.0084562,0.0044044,0.0045732,0.0045048,0.00028669,0.00029969,0.0002954
2462.5,,,,0.034158,0.032262,0.031889,0.016784,0.015657,0.015474,0.0016336,0.0013935,0.0012621,0.0084949,0.0086841,0.0083336,0.0043575,0.0045248,0.0044565,0.00028326,0.00029637,0.00029208
2476.11,,,,0.033736,0.031863,0.031502,0.016656,0.01553,0.01535,0.0017053,0.0013647,0.0012359,0.0083759,0.0085599,0.0082131,0.0043114,0.0044771,0.004409,0.00028025,0.0002931,0.00028881
2489.71,,,,0.03332,0.031469,0.031121,0.016529,0.015403,0.015228,0.0017659,0.0013362,0.0012103,0.008259,0.0084378,0.0080948,0.0042658,0.0044301,0.004362,0.00027756,0.00028988,0.00028559
2503.32,,,,0.03291,0.031081,0.030745,0.016402,0.015278,0.015107,0.0018089,0.001308,0.0011853,0.0081441,0.0083179,0.0079785,0.0042208,0.0043835,0.0043156,0.00027488,0.0002867,0.00028241
2516.92,,,,0.032504,0.030697,0.030373,0.016276,0.015154,0.014986,0.0018293,0.0012801,0.001161,0.008031,0.0081998,0.007864,0.0041763,0.0043376,0.0042698,0.00027198,0.00028356,0.00027928
2530.53,,,,0.032112,0.030327,0.030015,0.016156,0.015034,0.01487,0.0018242,0.0012527,0.0011373,0.0079221,0.008086,0.0077536,0.0041336,0.0042934,0.0042257,0.00026885,0.00028054,0.00027626
2544.13,,,,0.031721,0.029958,0.029657,0.016033,0.014913,0.014753,0.0017926,0.0012258,0.0011142,0.0078139,0.0079728,0.007644,0.0040906,0.004249,0.0041814,0.00026551,0.00027751,0.00027323
2557.74,,,,0.031336,0.029595,0.029305,0.015912,0.014794,0.014637,0.001736,0.0011996,0.0010916,0.0077077,0.0078619,0.0075365,0.0040485,0.0042053,0.0041379,0.00026232,0.00027454,0.00027026
2571.34,,,,0.030957,0.029237,0.028959,0.015793,0.014676,0.014523,0.0016577,0.0011741,0.0010696,0.0076034,0.0077528,0.0074308,0.004007,0.0041624,0.0040951,0.00025948,0.00027162,0.00026734
2584.95,,,,0.030582,0.028885,0.028617,0.015675,0.014559,0.01441,0.0015627,0.0011494,0.0010481,0.0075009,0.0076456,0.007327,0.0039661,0.0041201,0.0040529,0.00025702,0.00026874,0.00026447
2598.55,,,,0.030213,0.028536,0.028279,0.015557,0.014443,0.014298,0.0014568,0.0011256,0.0010271,0.0074,0.00754,0.0072248,0.0039257,0.0040782,0.0040112,0.00025475,0.0002659,0.00026163
2612.16,,,,0.029846,0.028192,0.027945,0.015439,0.014327,0.014186,0.0013463,0.0011028,0.0010067,0.0073004,0.0074359,0.0071239,0.0038856,0.0040366,0.0039697,0.00025239,0.00026307,0.00025881
2625.76,,,,0.029495,0.027861,0.027624,0.015327,0.014217,0.01408,0.0012374,0.001081,0.00098679,0.0072049,0.0073359,0.0070271,0.0038473,0.003997,0.0039302,0.00024985,0.00026038,0.00025612
2639.37,,,,0.029141,0.027529,0.027302,0.015212,0.014105,0.01397,0.0011356,0.00106,0.00096733,0.0071093,0.0072359,0.0069304,0.0038086,0.0039568,0.0038902,0.00024698,0.00025765,0.0002534
2652.97,,,,0.028793,0.027202,0.026985,0.015099,0.013994,0.013863,0.0010458,0.0010399,0.00094833,0.0070157,0.007138,0.0068356,0.0037705,0.0039173,0.0038508,0.00024402,0.00025498,0.00025074
2666.58,,,,0.028451,0.026881,0.026673,0.014987,0.013884,0.013757,0.00097199,0.0010205,0.00092976,0.0069239,0.0070418,0.0067425,0.0037331,0.0038785,0.0038122,0.00024122,0.00025236,0.00024811
2680.18,,,,0.028114,0.026565,0.026366,0.014876,0.013776,0.013652,0.00091683,0.0010018,0.00091162,0.0068336,0.0069473,0.0066511,0.0036962,0.0038402,0.0037741,0.00023875,0.00024977,0.00024553
2693.79,,,,0.02778,0.026252,0.026063,0.014767,0.013669,0.013549,0.00088198,0.00098375,0.00089391,0.0067447,0.0068542,0.006561,0.0036599,0.0038025,0.0037365,0.00023658,0.00024723,0.00024299
2707.39,,,,0.027448,0.025941,0.025761,0.014657,0.013562,0.013445,0.00086794,0.00096613,0.00087659,0.0066565,0.0067618,0.0064717,0.0036239,0.0037651,0.0036993,0.00023452,0.0002447,0.00024047
2721.0,,,,0.027133,0.025646,0.025474,0.014552,0.01346,0.013346,0.00087422,0.00094906,0.00085983,0.0065728,0.006674,0.0063868,0.0035892,0.0037291,0.0036634,0.00023241,0.00024226,0.00023804
2734.6,,,,0.026811,0.025345,0.025182,0.014445,0.013355,0.013245,0.00089875,0.00093213,0.00084334,0.0064879,0.006585,0.0063008,0.0035542,0.0036926,0.0036271,0.00022999,0.00023981,0.0002356
2748.21,,,,0.026496,0.02505,0.024895,0.014339,0.013252,0.013145,0.00093882,0.00091543,0.00082726,0.006405,0.0064981,0.0062168,0.0035197,0.0036568,0.0035914,0.00022734,0.00023739,0.00023319
2761.81,,,,0.026186,0.02476,0.024614,0.014233,0.01315,0.013046,0.00099055,0.00089884,0.00081154,0.0063236,0.0064128,0.0061343,0.0034858,0.0036215,0.0035563,0.00022464,0.00023502,0.00023082
2775.42,,,,0.025881,0.024475,0.024337,0.01413,0.013049,0.012948,0.0010493,0.00088231,0.00079617,0.0062438,0.006329,0.0060534,0.0034524,0.0035868,0.0035217,0.00022211,0.00023268,0.00022849
2789.02,,,,0.02558,0.024194,0.024064,0.014027,0.012949,0.012852,0.0011098,0.00086582,0.00078114,0.0061653,0.0062466,0.0059738,0.0034195,0.0035526,0.0034877,0.00021989,0.00023038,0.00022619
2802.63,,,,0.025282,0.023916,0.023793,0.013925,0.012851,0.012757,0.0011669,0.00084934,0.00076643,0.0060879,0.0061653,0.0058953,0.0033872,0.0035188,0.0034541,0.00021796,0.00022811,0.00022393
2816.23,,,,0.024987,0.023641,0.023526,0.013824,0.012753,0.012662,0.0012153,0.00083283,0.00075198,0.0060115,0.0060851,0.0058179,0.0033551,0.0034855,0.0034209,0.00021615,0.00022587,0.00022169
2829.84,,,,0.024703,0.023376,0.023268,0.013725,0.012657,0.012569,0.0012513,0.00081678,0.00073817,0.005938,0.0060078,0.0057432,0.0033238,0.0034528,0.0033884,0.00021426,0.00022368,0.00021951
2843.44,,,,0.024417,0.02311,0.023009,0.013626,0.012561,0.012477,0.0012708,0.00080063,0.00072447,0.0058643,0.0059304,0.0056685,0.0032926,0.0034203,0.0033561,0.00021213,0.00022149,0.00021733
2857.05,,,,0.024135,0.022847,0.022754,0.013527,0.012466,0.012385,0.001272,0.0007847,0.00071109,0.005792,0.0058543,0.0055951,0.0032618,0.0033882,0.0033242,0.00020978,0.00021934,0.00021518
2870.65,,,,0.023858,0.022589,0.022503,0.01343,0.012372,0.012294,0.0012543,0.00076903,0.00069801,0.005721,0.0057797,0.0055231,0.0032314,0.0033565,0.0032926,0.00020737,0.00021721,0.00021306
2884.26,,,,0.023585,0.022336,0.022256,0.013333,0.012279,0.012203,0.0012186,0.00075368,0.00068522,0.0056513,0.0057064,0.0054524,0.0032015,0.0033253,0.0032616,0.00020512,0.00021512,0.00021098
2897.86,,,,0.023316,0.022085,0.022012,0.013237,0.012187,0.012115,0.001167,0.00073869,0.00067268,0.0055827,0.0056343,0.0053829,0.003172,0.0032945,0.003231,0.00020314,0.00021306,0.00020892
2911.47,,,,0.02305,0.021838,0.021771,0.013143,0.012096,0.012027,0.0011025,0.00072408,0.00066035,0.005515,0.0055631,0.0053142,0.003143,0.0032642,0.0032008,0.00020145,0.00021103,0.00020689
2925.07,,,,0.022791,0.021598,0.021537,0.013049,0.012007,0.01194,0.0010296,0.00071029,0.00064861,0.0054494,0.005494,0.0052477,0.0031144,0.0032343,0.0031711,0.0001999,0.00020902,0.0002049
2938.68,,,,0.022531,0.021357,0.021302,0.012956,0.011918,0.011854,0.00095131,0.00069668,0.00063681,0.0053838,0.005425,0.0051811,0.0030861,0.0032048,0.0031418,0.00019829,0.00020705,0.00020293
2952.28,,,,0.022276,0.021119,0.021071,0.012864,0.011829,0.011768,0.00087235,0.00068369,0.00062535,0.0053193,0.0053572,0.0051158,0.0030582,0.0031756,0.0031128,0.00019648,0.00020509,0.00020098
2965.89,,,,0.022024,0.020886,0.020843,0.012772,0.011742,0.011684,0.00079648,0.00067124,0.00061415,0.0052559,0.0052905,0.0050515,0.0030306,0.0031467,0.0030841,0.00019445,0.00020315,0.00019906
2979.49,,,,0.021775,0.020655,0.020619,0.012681,0.011655,0.011599,0.00072704,0.00065931,0.0006032,0.0051936,0.0052249,0.0049884,0.0030033,0.0031182,0.0030557,0.00019232,0.00020124,0.00019715
2993.1,,,,0.02153,0.020429,0.020398,0.012591,0.011569,0.011516,0.00066687,0.00064785,0.00059248,0.0051323,0.0051604,0.0049263,0.0029763,0.00309,0.0030277,0.00019028,0.00019936,0.00019528
3006.7,,,,0.021289,0.020206,0.02018,0.012502,0.011484,0.011434,0.00061815,0.0006368,0.00058197,0.0050721,0.0050971,0.0048653,0.0029498,0.0030621,0.0030001,0.00018846,0.0001975,0.00019342
3020.31,,,,0.021051,0.019985,0.019966,0.012413,0.0114,0.011352,0.0005825,0.00062609,0.00057164,0.0050129,0.0050347,0.0048053,0.0029236,0.0030348,0.0029729,0.00018691,0.00019567,0.0001916
3033.91,,,,0.020818,0.019769,0.019755,0.012327,0.011317,0.011273,0.00056113,0.00061592,0.00056174,0.0049548,0.0049735,0.0047464,0.002898,0.0030079,0.0029462,0.00018553,0.00019388,0.00018982
3047.52,,,,0.020586,0.019555,0.019545,0.01224,0.011235,0.011193,0.00055395,0.00060579,0.00055185,0.0048973,0.004913,0.0046882,0.0028726,0.0029813,0.0029197,0.00018414,0.00019209,0.00018804
3061.12,,,,0.020357,0.019343,0.019339,0.012154,0.011154,0.011114,0.00056088,0.0005959,0.00054219,0.0048407,0.0048534,0.0046308,0.0028475,0.002955,0.0028936,0.00018259,0.00019033,0.00018629
3074.73,,,,0.02013,0.019134,0.019135,0.012069,0.011073,0.011036,0.00058085,0.00058616,0.00053276,0.0047849,0.0047946,0.0045743,0.0028226,0.0029289,0.0028678,0.00018083,0.00018859,0.00018456
3088.33,,,,0.019907,0.018928,0.018933,0.011984,0.010993,0.010958,0.00061212,0.00057652,0.00052354,0.00473,0.0047368,0.0045187,0.0027981,0.0029032,0.0028422,0.00017893,0.00018687,0.00018285
3101.94,,,,0.019687,0.018725,0.018735,0.0119,0.010913,0.010881,0.00065226,0.00056692,0.0005145,0.004676,0.0046798,0.0044639,0.0027738,0.0028777,0.0028169,0.00017703,0.00018517,0.00018116
3115.54,,,,0.01947,0.018525,0.01854,0.011816,0.010834,0.010805,0.00069822,0.00055732,0.00050565,0.0046229,0.0046239,0.0044101,0.0027497,0.0028524,0.0027918,0.00017529,0.00018349,0.00017949
3129.15,,,,0.019257,0.018328,0.018347,0.011733,0.010756,0.010729,0.0007465,0.00054767,0.00049693,0.0045707,0.0045688,0.0043573,0.0027259,0.0028274,0.002767,0.0001738,0.00018182,0.00017783
3142.75,,,,0.019046,0.018134,0.018158,0.011654,0.010681,0.010656,0.00079374,0.00053819,0.00048855,0.0045195,0.0045147,0.0043053,0.0027032,0.0028035,0.0027433,0.00017254,0.00018023,0.00017624
3156.36,,,,0.018838,0.017942,0.01797,0.011573,0.010605,0.010582,0.00083582,0.00052853,0.0004802,0.0044689,0.0044613,0.004254,0.0026802,0.0027793,0.0027193,0.00017132,0.00017861,0.00017464
3169.96,,,,0.018632,0.017753,0.017785,0.011493,0.010529,0.01051,0.00086971,0.00051891,0.00047204,0.004419,0.0044087,0.0042035,0.0026575,0.0027555,0.0026957,0.00017,0.00017702,0.00017306
3183.57,,,,0.018429,0.017566,0.017602,0.011413,0.010455,0.010437,0.00089272,0.00050933,0.00046405,0.0043697,0.0043568,0.0041536,0.0026351,0.002732,0.0026723,0.0001685,0.00017546,0.00017151
3197.17,,,,0.018228,0.017381,0.017421,0.011334,0.010381,0.010366,0.00090301,0.00049982,0.00045623,0.0043212,0.0043055,0.0041044,0.002613,0.0027087,0.0026492,0.00016681,0.0001739,0.00016997
3210.78,,,,0.018029,0.017198,0.017242,0.011256,0.010307,0.010294,0.00089967,0.00049043,0.00044858,0.0042734,0.004255,0.004056,0.002591,0.0026856,0.0026263,0.00016504,0.00017237,0.00016844
3224.38,,,,0.017833,0.017018,0.017065,0.011177,0.010234,0.010223,0.00088277,0.00048119,0.00044108,0.0042262,0.0042053,0.0040082,0.0025692,0.0026626,0.0026035,0.00016335,0.00017084,0.00016692
3237.99,,,,0.01764,0.01684,0.016892,0.011098,0.01016,0.010152,0.00085329,0.00047211,0.00043371,0.0041798,0.0041563,0.0039613,0.0025475,0.0026397,0.0025808,0.00016184,0.00016932,0.00016542
3251.59,,,,0.017452,0.016668,0.016722,0.011026,0.010093,0.010086,0.00081319,0.00046334,0.00042656,0.0041347,0.0041087,0.0039156,0.0025272,0.0026184,0.0025597,0.00016062,0.00016791,0.00016401
3265.2,,,,0.017264,0.016495,0.016553,0.010949,0.010021,0.010017,0.00076456,0.00045474,0.00041949,0.0040898,0.0040612,0.0038701,0.0025062,0.0025962,0.0025378,0.00015949,0.00016644,0.00016255
3278.8,,,,0.017079,0.016325,0.016387,0.010874,0.0099513,0.0099493,0.00071023,0.00044643,0.00041256,0.0040456,0.0040146,0.0038253,0.0024856,0.0025745,0.0025163,0.00015837,0.000165,0.00016112
3292.41,,,,0.016896,0.016157,0.016222,0.0108,0.0098822,0.0098824,0.00065298,0.00043842,0.00040576,0.004002,0.0039685,0.0037812,0.0024654,0.0025531,0.0024951,0.00015713,0.00016358,0.00015971
3306.01,,,,0.016714,0.015991,0.016059,0.010726,0.0098137,0.009816,0.00059552,0.00043073,0.00039911,0.0039589,0.0039231,0.0037377,0.0024453,0.002532,0.0024741,0.00015572,0.00016218,0.00015832
3319.62,,,,0.016535,0.015827,0.015898,0.010653,0.0097457,0.0097501,0.00054032,0.00042335,0.00039259,0.0039163,0.0038782,0.0036947,0.0024255,0.002511,0.0024533,0.00015416,0.00016079,0.00015695
3333.22,,,,0.016358,0.015664,0.015738,0.01058,0.0096779,0.0096842,0.00048954,0.00041629,0.00038621,0.0038743,0.0038338,0.0036522,0.0024057,0.0024902,0.0024327,0.00015258,0.00015941,0.00015558
3346.83,,,,0.016183,0.015504,0.015581,0.010506,0.0096098,0.0096182,0.00044497,0.00040951,0.00037995,0.0038328,0.0037901,0.0036103,0.002386,0.0024694,0.0024121,0.00015109,0.00015804,0.00015422
3360.43,,,,0.016014,0.01535,0.01543,0.010438,0.0095471,0.0095575,0.00040806,0.00040301,0.00037383,0.0037931,0.0037482,0.0035702,0.0023677,0.00245,0.0023929,0.00014988,0.00015676,0.00015294
3374.04,,,,0.015844,0.015194,0.015277,0.010366,0.0094804,0.0094927,0.00037991,0.00039672,0.00036781,0.0037529,0.0037057,0.0035296,0.0023485,0.0024297,0.0023728,0.00014879,0.00015542,0.00015162
3387.64,,,,0.015676,0.015041,0.015126,0.010295,0.0094151,0.0094294,0.00036129,0.00039062,0.00036191,0.0037135,0.0036641,0.0034897,0.0023297,0.0024099,0.0023532,0.00014781,0.00015411,0.00015032
3401.25,,,,0.015511,0.01489,0.014978,0.010226,0.0093507,0.0093669,0.00035263,0.00038468,0.00035611,0.0036747,0.0036231,0.0034506,0.0023112,0.0023903,0.0023338,0.00014682,0.00015282,0.00014904
3414.85,,,,0.015348,0.01474,0.014831,0.010156,0.0092872,0.0093052,0.00035401,0.00037886,0.00035042,0.0036364,0.0035827,0.0034119,0.002293,0.002371,0.0023147,0.0001457,0.00015155,0.00014778
3428.46,,,,0.015186,0.014593,0.014686,0.010088,0.0092242,0.0092441,0.00036507,0.00037313,0.00034484,0.0035985,0.0035428,0.0033737,0.002275,0.0023519,0.0022959,0.00014442,0.00015029,0.00014653
3442.06,,,,0.015026,0.014446,0.014542,0.01002,0.0091617,0.0091834,0.00038503,0.00036745,0.00033937,0.0035611,0.0035033,0.003336,0.0022571,0.002333,0.0022772,0.00014303,0.00014905,0.0001453
3455.67,,,,0.014865,0.0143,0.014397,0.009951,0.0090986,0.0091221,0.00041258,0.0003618,0.00033401,0.0035236,0.0034638,0.0032982,0.0022392,0.0023141,0.0022584,0.00014163,0.0001478,0.00014406
3469.27,,,,0.014718,0.014165,0.014265,0.0098879,0.0090407,0.009066,0.00044602,0.0003562,0.00032878,0.0034892,0.0034274,0.0032634,0.0022226,0.0022965,0.002241,0.00014041,0.00014664,0.00014292
3482.88,,,,0.014561,0.014022,0.014124,0.0098198,0.0089784,0.0090055,0.0004831,0.00035054,0.00032362,0.0034528,0.003389,0.0032267,0.002205,0.0022779,0.0022226,0.00013931,0.00014542,0.0001417
3496.48,,,,0.014409,0.013883,0.013988,0.0097532,0.0089175,0.0089463,0.00052141,0.00034487,0.00031857,0.0034175,0.0033517,0.0031911,0.0021878,0.0022597,0.0022046,0.00013839,0.00014423,0.00014052
3510.09,,,,0.014259,0.013747,0.013853,0.0096874,0.0088575,0.008888,0.0005583,0.00033916,0.0003136,0.0033828,0.003315,0.0031561,0.0021709,0.0022417,0.0021868,0.00013755,0.00014305,0.00013935
3523.69,,,,0.014111,0.013612,0.013721,0.0096223,0.0087982,0.0088303,0.00059122,0.00033343,0.00030872,0.0033486,0.003279,0.0031217,0.0021542,0.002224,0.0021694,0.00013668,0.00014189,0.00013821
3537.3,,,,0.013965,0.013479,0.01359,0.009558,0.0087396,0.0087734,0.00061785,0.00032768,0.00030393,0.0033149,0.0032434,0.0030877,0.0021378,0.0022066,0.0021521,0.00013569,0.00014074,0.00013707
3550.9,,,,0.013821,0.013348,0.01346,0.0094943,0.0086817,0.0087172,0.00063633,0.00032193,0.00029922,0.0032816,0.0032082,0.0030541,0.0021216,0.0021894,0.0021351,0.00013453,0.00013961,0.00013596
3564.51,,,,0.013677,0.013217,0.013331,0.0094311,0.0086242,0.0086613,0.00064537,0.0003162,0.0002946,0.0032484,0.0031732,0.0030208,0.0021055,0.0021723,0.0021182,0.00013327,0.00013849,0.00013485
3578.11,,,,0.013532,0.013085,0.0132,0.0093671,0.0085662,0.0086049,0.00064436,0.00031052,0.00029006,0.0032151,0.0031381,0.0029873,0.0020894,0.0021552,0.0021013,0.00013199,0.00013737,0.00013374
3591.72,,,,0.0134,0.012965,0.013082,0.0093069,0.0085116,0.0085518,0.00063356,0.000305,0.00028568,0.0031848,0.003106,0.0029566,0.0020741,0.0021389,0.0020853,0.00013085,0.00013631,0.00013269
3605.32,,,,0.013261,0.012838,0.012958,0.0092446,0.0084552,0.008497,0.00061336,0.00029951,0.00028132,0.003153,0.0030724,0.0029246,0.0020585,0.0021223,0.0020689,0.00012986,0.00013523,0.00013162
3618.93,,,,0.013125,0.012714,0.012835,0.0091828,0.0083993,0.0084426,0.00058518,0.00029415,0.00027705,0.0031217,0.0030394,0.0028932,0.002043,0.0021059,0.0020526,0.00012902,0.00013415,0.00013055
3632.53,,,,0.012991,0.012592,0.012714,0.0091215,0.008344,0.0083887,0.00055063,0.00028893,0.00027286,0.003091,0.003007,0.0028623,0.0020278,0.0020896,0.0020366,0.00012827,0.00013309,0.0001295
3646.14,,,,0.012858,0.012472,0.012596,0.0090608,0.0082892,0.0083354,0.00051157,0.00028387,0.00026873,0.0030607,0.0029751,0.0028319,0.0020127,0.0020736,0.0020207,0.00012749,0.00013204,0.00012846
3659.74,,,,0.012728,0.012353,0.012478,0.0090008,0.0082351,0.0082828,0.00046993,0.00027897,0.00026468,0.0030309,0.0029436,0.0028019,0.0019978,0.0020577,0.0020051,0.00012661,0.000131,0.00012744
3673.35,,,,0.012598,0.012236,0.012362,0.0089414,0.0081817,0.0082308,0.00042756,0.00027425,0.00026069,0.0030014,0.0029125,0.0027723,0.0019831,0.0020421,0.0019897,0.00012559,0.00012998,0.00012643
3686.95,,,,0.012468,0.012118,0.012245,0.0088826,0.0081288,0.0081794,0.0003861,0.00026968,0.00025673,0.0029718,0.0028813,0.0027426,0.0019686,0.0020267,0.0019744,0.00012445,0.00012897,0.00012544
3700.56,,,,0.012347,0.012008,0.012137,0.0088244,0.0080766,0.0081285,0.00034734,0.00026549,0.00025303,0.0029443,0.0028522,0.0027149,0.0019543,0.0020114,0.0019594,0.00012329,0.00012798,0.00012446
3714.16,,,,0.01222,0.011893,0.012023,0.0087664,0.0080246,0.0080779,0.00031198,0.00026129,0.00024922,0.0029154,0.0028219,0.002686,0.0019401,0.0019963,0.0019445,0.00012221,0.00012699,0.00012348
3727.77,,,,0.012096,0.01178,0.011911,0.0087087,0.0079729,0.0080275,0.00028135,0.0002573,0.00024553,0.0028872,0.0027922,0.0026578,0.0019261,0.0019813,0.0019297,0.00012126,0.00012601,0.00012251
3741.37,,,,0.011974,0.011669,0.011801,0.0086512,0.0079214,0.0079773,0.0002562,0.00025348,0.0002419,0.0028594,0.0027629,0.0026299,0.0019121,0.0019664,0.001915,0.00012047,0.00012504,0.00012155
3754.98,,,,0.011853,0.011559,0.011693,0.008594,0.0078703,0.0079275,0.00023717,0.00024979,0.00023834,0.002832,0.0027341,0.0026025,0.0018982,0.0019516,0.0019004,0.00011977,0.00012408,0.0001206
3768.58,,,,0.011734,0.011451,0.011586,0.0085372,0.0078195,0.007878,0.00022473,0.00024621,0.00023484,0.0028051,0.0027057,0.0025756,0.0018845,0.001937,0.001886,0.00011907,0.00012313,0.00011966
3782.19,,,,0.011617,0.011345,0.01148,0.0084809,0.0077694,0.0078291,0.00021921,0.00024272,0.0002314,0.0027785,0.0026778,0.002549,0.001871,0.0019225,0.0018717,0.00011829,0.00012218,0.00011873
3795.79,,,,0.0115,0.01124,0.011376,0.0084252,0.0077198,0.0077808,0.00022071,0.00023928,0.000228,0.0027523,0.0026502,0.0025227,0.0018576,0.0019082,0.0018577,0.00011739,0.00012125,0.00011782
3809.4,,,,0.011385,0.011135,0.011272,0.0083703,0.007671,0.0077332,0.00022909,0.00023587,0.00022465,0.0027263,0.0026228,0.0024967,0.0018445,0.0018942,0.0018438,0.00011638,0.00012034,0.00011691
3823.0,,,,0.011274,0.011034,0.011172,0.008316,0.0076227,0.0076861,0.00024409,0.00023263,0.00022149,0.0027012,0.0025963,0.0024716,0.0018315,0.0018803,0.0018302,0.00011534,0.00011943,0.00011602
3836.61,,,,0.011161,0.010932,0.011071,0.0082619,0.0075747,0.0076393,0.00026465,0.00022925,0.00021825,0.0026758,0.0025696,0.0024462,0.0018186,0.0018666,0.0018166,0.00011434,0.00011854,0.00011514
