,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
367.33,,,,,,,1.5649,1.5927,1.6038,,,,,,,0.28058,0.28528,0.28829,0.18826,0.18999,0.17723,0.057581,0.058224,0.05744,0.0027582,0.0027584,0.0027234
380.94,,,,,,,1.4954,1.5222,1.5321,,,,,,,0.26477,0.27021,0.27288,0.1807,0.18243,0.17056,0.054992,0.055636,0.054912,0.0025653,0.0026075,0.002576
394.54,,,,,,,1.4293,1.4551,1.4639,,,,,,,0.25144,0.25592,0.25826,0.17351,0.17525,0.16418,0.052568,0.053213,0.052543,0.0024374,0.0024688,0.0024395
408.15,,,,,,,1.3662,1.3911,1.3989,,,,,,,0.23941,0.24233,0.24442,0.16666,0.16841,0.15808,0.05029,0.050936,0.050314,0.0023369,0.0023391,0.0023127
421.75,,,,,,,1.3071,1.331,1.3378,,,,,,,0.22718,0.2296,0.23148,0.16025,0.162,0.15233,0.048181,0.048827,0.048248,0.0021835,0.0022202,0.0021962
435.36,,,,,,,1.2508,1.2739,1.2798,,,,,,,0.21435,0.2176,0.21929,0.15415,0.1559,0.14683,0.046196,0.046841,0.046301,0.0020745,0.0021104,0.0020878
448.96,,,,,,,1.1974,1.2196,1.2247,,,,,,,0.20211,0.20634,0.20781,0.14834,0.15009,0.14158,0.044322,0.044967,0.044461,0.0020036,0.0020074,0.0019867
462.57,,,,,,,1.1472,1.1686,1.1729,,,,,,,0.19169,0.19584,0.1971,0.14289,0.14464,0.13663,0.042581,0.043224,0.04275,0.0018865,0.0019125,0.0018936
476.17,,,,,,,1.0994,1.1201,1.1236,,,,,,,0.18287,0.18594,0.18702,0.13769,0.13943,0.1319,0.040932,0.041574,0.041127,0.0017835,0.0018245,0.0018067
489.78,,,,,,,1.0542,1.0741,1.0769,,,,,,,0.17459,0.17661,0.17756,0.13275,0.13449,0.12738,0.039372,0.040012,0.039591,0.0017311,0.0017422,0.0017255
503.38,,,,,,,1.0113,1.0304,1.0326,0.28778,0.29585,0.28303,,,,0.16594,0.16783,0.16867,0.12806,0.12979,0.12307,0.037907,0.038544,0.038146,0.0016528,0.0016653,0.00165
516.99,,,,,,,0.97045,0.98888,0.99049,0.28184,0.28986,0.27743,,,,0.15694,0.15957,0.16029,0.12358,0.1253,0.11895,0.036514,0.037149,0.036772,0.0015547,0.0015938,0.0015794
530.59,,,,,,,0.93165,0.94938,0.95043,0.27605,0.28402,0.27195,,,,0.14847,0.15182,0.15242,0.11932,0.12103,0.11501,0.035197,0.035829,0.03547,0.0015019,0.0015273,0.0015134
544.2,,,,,,,0.89475,0.9118,0.91234,0.2704,0.27832,0.2666,,,,0.14122,0.14453,0.145,0.11525,0.11695,0.11125,0.033949,0.034578,0.034236,0.0014591,0.0014645,0.0014517
557.8,,,,,,,0.85958,0.87599,0.87605,0.26486,0.27273,0.26135,,,,0.13512,0.13765,0.13801,0.11136,0.11305,0.10764,0.032762,0.033388,0.033063,0.0013809,0.0014056,0.0013937
571.41,,,,,,,0.8261,0.84187,0.84149,0.25947,0.26728,0.25621,,,,0.12949,0.13114,0.13143,0.10766,0.10933,0.10418,0.031638,0.03226,0.031949,0.0013144,0.001351,0.0013394
585.01,,,,,,,0.7943,0.80946,0.80867,0.25422,0.26197,0.25121,0.054259,0.056737,0.055859,0.12365,0.125,0.12523,0.10412,0.10579,0.10089,0.030571,0.031191,0.030892,0.0012849,0.0012996,0.0012885
598.62,,,,,,,0.76403,0.7786,0.77743,0.24911,0.2568,0.24632,0.053271,0.055738,0.054874,0.11747,0.11922,0.11939,0.10075,0.1024,0.097729,0.029558,0.030174,0.029887,0.0012426,0.001251,0.0012407
612.22,,,,,,,0.73521,0.7492,0.74768,0.24412,0.25174,0.24155,0.052308,0.054764,0.053914,0.11138,0.11378,0.11389,0.097525,0.099162,0.094706,0.028594,0.029206,0.02893,0.0011755,0.0012054,0.0011956
625.83,,,,,,,0.70773,0.72117,0.71932,0.23925,0.24681,0.23688,0.051371,0.053816,0.052978,0.10597,0.10866,0.10869,0.09444,0.096063,0.091807,0.027677,0.028285,0.028019,0.0011307,0.0011627,0.0011531
639.43,,,,,,,0.68171,0.69461,0.69246,0.23456,0.24206,0.23237,0.050466,0.0529,0.052074,0.10148,0.10385,0.10382,0.091512,0.09312,0.08905,0.026808,0.027412,0.027155,0.0011108,0.0011223,0.0011131
653.04,,,,,,,0.65686,0.66925,0.66682,0.22998,0.23741,0.22796,0.049583,0.052005,0.05119,0.097631,0.099294,0.099206,0.088704,0.090297,0.086402,0.025978,0.026578,0.02633,0.0010723,0.0010838,0.0010751
666.64,,,,,,,0.63315,0.64503,0.64235,0.2255,0.23286,0.22365,0.04872,0.05113,0.050326,0.093889,0.094972,0.094848,0.086014,0.087592,0.08386,0.025185,0.025782,0.025541,0.0010167,0.0010475,0.0010392
680.25,,,,,,,0.61061,0.62202,0.6191,0.22117,0.22847,0.21947,0.047885,0.050284,0.049489,0.089898,0.090894,0.090744,0.08345,0.085013,0.081433,0.024432,0.025024,0.02479,0.00098342,0.0010134,0.0010051
693.85,,,,,,,0.58897,0.5999,0.59677,0.21691,0.22413,0.21535,0.047065,0.04945,0.048665,0.085644,0.087022,0.086843,0.080978,0.082524,0.079088,0.023708,0.024296,0.024069,0.00096898,0.00098066,0.00097259
707.46,,,,,,,0.56835,0.57883,0.5755,0.21278,0.21993,0.21134,0.046267,0.04864,0.047864,0.0815,0.083374,0.083161,0.078615,0.080145,0.076843,0.023018,0.023602,0.02338,0.00093758,0.0009493,0.00094168
721.06,,,,,,,0.54862,0.55866,0.55514,0.20873,0.21581,0.20742,0.045486,0.047845,0.047078,0.077836,0.079923,0.079669,0.076343,0.077856,0.074681,0.022356,0.022935,0.022719,0.00089083,0.00091954,0.00091214
734.67,,,,,,,0.52979,0.53941,0.53573,0.2048,0.21181,0.2036,0.044728,0.047075,0.046315,0.074806,0.07666,0.076369,0.07417,0.075666,0.07261,0.021724,0.022299,0.022087,0.00086172,0.00089144,0.00088402
748.27,,,,,,,0.51171,0.52092,0.51708,0.20094,0.20787,0.19985,0.043982,0.046316,0.045563,0.072226,0.073549,0.073229,0.072072,0.073551,0.070607,0.021116,0.021686,0.02148,0.00085091,0.00086431,0.00085704
761.88,,,,,,,0.49444,0.50325,0.49928,0.19719,0.20404,0.19619,0.043257,0.045576,0.044831,0.069762,0.070593,0.070256,0.07006,0.071522,0.068684,0.020534,0.0211,0.020897,0.00082837,0.00083819,0.00083127
775.48,,,,,,,0.4779,0.48632,0.48222,0.19351,0.20029,0.1926,0.042547,0.044852,0.044114,0.067119,0.06778,0.067434,0.068125,0.06957,0.06683,0.019975,0.020537,0.020338,0.00078895,0.00081329,0.00080657
789.09,,,,,,,0.4621,0.47015,0.46593,0.18995,0.19665,0.18912,0.041858,0.04415,0.043417,0.064246,0.065116,0.06476,0.066269,0.067696,0.065051,0.01944,0.019998,0.019802,0.00075965,0.00078974,0.00078299
802.69,,,,,,,0.44691,0.4546,0.45028,0.18645,0.19307,0.18569,0.04118,0.043458,0.042732,0.061318,0.062584,0.062213,0.064476,0.065886,0.06333,0.018925,0.019478,0.019286,0.0007497,0.00076701,0.00076031
816.3,,,,,,,0.43239,0.43973,0.43532,0.18304,0.18959,0.18235,0.040521,0.042785,0.042064,0.058627,0.060188,0.059798,0.062755,0.064148,0.061676,0.018431,0.018979,0.01879,0.00073654,0.00074506,0.0007386
829.9,,,,,,,0.41849,0.42549,0.421,0.17972,0.18619,0.1791,0.039879,0.042128,0.041413,0.056357,0.057914,0.057503,0.0611,0.062475,0.060083,0.017956,0.0185,0.018315,0.00070585,0.00072404,0.0007178
843.51,,,,,,,0.40518,0.41185,0.40729,0.17649,0.18288,0.17593,0.039253,0.041488,0.040778,0.054502,0.055751,0.055323,0.059509,0.060867,0.05855,0.017501,0.018041,0.017858,0.00067517,0.00070411,0.00069787
857.11,,,,,,,0.39238,0.39874,0.39411,0.17333,0.17964,0.17282,0.03864,0.04086,0.040155,0.052867,0.053683,0.053245,0.057974,0.059314,0.057068,0.017063,0.017597,0.017417,0.00066213,0.00068499,0.00067871
870.72,,,,,,,0.38012,0.38617,0.38148,0.17025,0.17648,0.16978,0.038042,0.040247,0.039547,0.051214,0.051708,0.051267,0.056495,0.057817,0.055639,0.016641,0.017171,0.016992,0.00065617,0.00066648,0.00066032
884.32,,,,,,,0.36836,0.37411,0.36937,0.16724,0.1734,0.16682,0.037459,0.03965,0.038953,0.049384,0.049826,0.049384,0.055072,0.056376,0.054263,0.016235,0.016761,0.016584,0.00063719,0.00064864,0.00064269
897.93,,,,,,,0.35707,0.36253,0.35775,0.16432,0.1704,0.16393,0.03689,0.039067,0.038374,0.047382,0.048033,0.04759,0.0537,0.054988,0.052935,0.015845,0.016366,0.016191,0.0006082,0.00063164,0.00062578
911.53,,,,,,,0.34621,0.3514,0.34658,0.16146,0.16746,0.16111,0.036334,0.038495,0.037806,0.045357,0.046324,0.045877,0.052376,0.053646,0.051651,0.015468,0.015985,0.015812,0.00058883,0.00061543,0.00060951
925.14,,,,,,,0.33577,0.34068,0.33584,0.15866,0.16458,0.15834,0.035789,0.037935,0.03725,0.043507,0.044697,0.044241,0.051096,0.052349,0.05041,0.015104,0.015616,0.015445,0.00058365,0.00059978,0.00059386
938.74,,,,,,,0.32573,0.33038,0.32551,0.15593,0.16177,0.15564,0.035256,0.037387,0.036705,0.041958,0.043144,0.042678,0.04986,0.051096,0.049209,0.014753,0.015261,0.015092,0.00057638,0.00058459,0.00057882
952.35,,,,,,,0.31607,0.32047,0.31559,0.15326,0.15903,0.15299,0.034735,0.036851,0.036172,0.040702,0.04166,0.041186,0.048667,0.049885,0.048049,0.014415,0.014918,0.01475,0.00055557,0.00056998,0.00056436
965.95,,,,,,,0.30678,0.31094,0.30604,0.15066,0.15635,0.15041,0.034226,0.036327,0.035651,0.039617,0.040236,0.03976,0.047515,0.048716,0.046928,0.014089,0.014587,0.014421,0.00053161,0.00055607,0.00055046
979.56,,,,,,,0.29783,0.30175,0.29684,0.14811,0.15372,0.14788,0.033727,0.035813,0.03514,0.038529,0.038869,0.038394,0.046399,0.047583,0.045841,0.013773,0.014267,0.014101,0.00051958,0.00054275,0.00053707
993.16,,,,,,,0.28921,0.2929,0.28798,0.14562,0.15115,0.14539,0.033238,0.035308,0.034638,0.03731,0.037558,0.037087,0.045319,0.046486,0.044787,0.013467,0.013957,0.013792,0.00051714,0.00052982,0.00052417
1006.77,,,,,,,0.2809,0.28437,0.27945,0.14317,0.14862,0.14296,0.032758,0.034813,0.034146,0.035938,0.036302,0.035836,0.044272,0.045422,0.043765,0.013171,0.013656,0.013493,0.00050897,0.00051724,0.00051173
1020.37,,,,,,,0.27292,0.27617,0.27126,0.1408,0.14617,0.1406,0.032292,0.034332,0.033667,0.034501,0.035105,0.03464,0.043264,0.044397,0.04278,0.012886,0.013367,0.013205,0.00048939,0.0005052,0.0004998
1033.98,,,,,,,0.26522,0.26826,0.26336,0.13847,0.14376,0.13827,0.031834,0.033858,0.033195,0.033131,0.03396,0.033494,0.042285,0.043402,0.041824,0.01261,0.013086,0.012925,0.00046979,0.0004937,0.00048828
1047.58,,,,,,,0.2578,0.26064,0.25574,0.13619,0.14141,0.136,0.031386,0.033394,0.032734,0.031948,0.032865,0.032395,0.041338,0.042438,0.040896,0.012342,0.012814,0.012654,0.00046151,0.00048266,0.00047717
1061.19,,,,,,,0.25064,0.25328,0.2484,0.13397,0.1391,0.13377,0.030947,0.032939,0.032281,0.030991,0.031815,0.031342,0.04042,0.041503,0.039997,0.012083,0.012551,0.012391,0.00046034,0.0004719,0.00046645
1074.79,,,,,,,0.24371,0.24616,0.2413,0.13178,0.13684,0.13159,0.030514,0.032491,0.031835,0.030212,0.030803,0.030329,0.039528,0.040595,0.039122,0.011831,0.012294,0.012136,0.0004531,0.00046141,0.00045607
1088.4,,,,,,,0.2371,0.23936,0.23452,0.12967,0.13465,0.12947,0.030098,0.032059,0.031405,0.029511,0.029836,0.029365,0.038671,0.039722,0.038282,0.01159,0.012049,0.011891,0.00043604,0.0004514,0.00044614
1102.0,,,,,,,0.23068,0.23277,0.22795,0.12759,0.1325,0.12739,0.029686,0.031632,0.03098,0.028759,0.028902,0.028437,0.037837,0.038872,0.037463,0.011355,0.011809,0.011652,0.00041919,0.0004418,0.00043651
1115.61,,,,,,,0.22449,0.22641,0.22161,0.12556,0.13039,0.12536,0.029284,0.031214,0.030563,0.027888,0.028004,0.027546,0.037029,0.038048,0.036669,0.011127,0.011577,0.011421,0.00041222,0.00043256,0.00042721
1129.21,,,,,,,0.2185,0.22025,0.21548,0.12357,0.12833,0.12336,0.028889,0.030803,0.030155,0.026904,0.027142,0.026689,0.036244,0.037247,0.035897,0.010906,0.011352,0.011196,0.00041189,0.00042353,0.0004182
1142.82,,,,,,,0.21276,0.21434,0.2096,0.12165,0.12633,0.12142,0.028507,0.030405,0.029758,0.025882,0.026319,0.025869,0.035488,0.036476,0.035153,0.010693,0.011135,0.01098,0.000407,0.00041478,0.00040954
1156.42,,,,,,,0.20716,0.20858,0.20387,0.11974,0.12434,0.1195,0.028126,0.030009,0.029363,0.024914,0.025524,0.025076,0.034747,0.035719,0.034423,0.010484,0.010922,0.010767,0.0003929,0.00040624,0.00040108
1170.03,,,,,,,0.20176,0.20304,0.19836,0.11788,0.1224,0.11763,0.027756,0.029622,0.028979,0.024089,0.024764,0.024316,0.034031,0.034987,0.033716,0.010283,0.010716,0.010562,0.00037746,0.00039808,0.00039291
1183.63,,,,,,,0.19655,0.19768,0.19303,0.11606,0.12051,0.1158,0.027393,0.029244,0.028602,0.02343,0.024033,0.023585,0.033336,0.034276,0.033031,0.010087,0.010516,0.010363,0.00036996,0.00039023,0.000385
1197.24,,,,,,,0.1915,0.19249,0.18787,0.11428,0.11865,0.114,0.027037,0.028872,0.028231,0.022904,0.023327,0.022881,0.03266,0.033585,0.032364,0.0098967,0.010321,0.010169,0.00036973,0.00038255,0.00037732
1210.84,,,,,,,0.18664,0.18749,0.18291,0.11254,0.11685,0.11225,0.02669,0.02851,0.02787,0.022438,0.022648,0.022206,0.032006,0.032917,0.031718,0.0097127,0.010133,0.009981,0.00036757,0.00037506,0.00036989
1224.45,,,,,,,0.1819,0.18262,0.17808,0.11083,0.11506,0.11052,0.026347,0.02815,0.027512,0.021939,0.021988,0.021553,0.031366,0.032262,0.031085,0.0095326,0.009949,0.0097972,0.00035712,0.00036773,0.00036264
1238.05,,,,,,,0.17733,0.17792,0.17342,0.10915,0.11331,0.10883,0.02601,0.027798,0.027161,0.021354,0.021353,0.020925,0.030746,0.031626,0.030471,0.0093578,0.0097701,0.0096187,0.00034279,0.00036068,0.0003556
1251.66,,,,,,,0.17291,0.17337,0.16891,0.10751,0.1116,0.10717,0.025681,0.027453,0.026818,0.020672,0.020741,0.02032,0.030143,0.031008,0.029874,0.009188,0.0095962,0.0094453,0.00033355,0.00035389,0.00034877
1265.26,,,,,,,0.16863,0.16897,0.16455,0.10591,0.10992,0.10554,0.025358,0.027114,0.02648,0.019934,0.020153,0.019737,0.029556,0.030407,0.029293,0.0090229,0.009427,0.0092765,0.00033215,0.00034729,0.00034213
1278.87,,,,,,,0.16449,0.16472,0.16034,0.10434,0.10828,0.10396,0.025042,0.026783,0.02615,0.019212,0.019589,0.019177,0.028987,0.029824,0.028729,0.0088625,0.0092626,0.0091125,0.00033235,0.0003408,0.00033568
1292.47,,,,,,,0.16047,0.16058,0.15624,0.1028,0.10666,0.10239,0.024731,0.026455,0.025823,0.01857,0.019044,0.018634,0.028431,0.029253,0.028177,0.0087059,0.009102,0.0089523,0.00032644,0.00033443,0.00032938
1306.08,,,,,,,0.15657,0.15658,0.15228,0.10129,0.10508,0.10086,0.024425,0.026134,0.025503,0.01805,0.018519,0.018111,0.02789,0.028698,0.027641,0.0085535,0.0089455,0.0087962,0.00031435,0.00032826,0.00032326
1319.68,,,,,,,0.15281,0.1527,0.14845,0.099806,0.10353,0.099356,0.024125,0.025818,0.025189,0.017647,0.018013,0.017608,0.027364,0.028158,0.027118,0.0084051,0.0087932,0.0086443,0.00030331,0.00032233,0.0003173
1333.29,,,,,,,0.14916,0.14895,0.14474,0.098358,0.10201,0.097885,0.023832,0.025509,0.02488,0.017321,0.017524,0.017122,0.026852,0.027632,0.026609,0.0082609,0.008645,0.0084965,0.00029912,0.00031658,0.00031151
1346.89,,,,,,,0.14562,0.14532,0.14115,0.096941,0.10052,0.096444,0.023544,0.025205,0.024578,0.01701,0.017051,0.016654,0.026354,0.027121,0.026115,0.0081205,0.0085007,0.0083525,0.00029993,0.00031095,0.00030587
1360.5,,,,,,,0.14219,0.14179,0.13767,0.095551,0.099066,0.09503,0.023261,0.024907,0.024281,0.016653,0.016591,0.016201,0.025869,0.026622,0.025632,0.0079838,0.00836,0.0082122,0.00029857,0.0003054,0.00030038
1374.1,,,,,,,0.13886,0.13836,0.13429,0.094187,0.097633,0.093643,0.022984,0.024614,0.023989,0.01622,0.016147,0.015764,0.025396,0.026136,0.025161,0.0078504,0.0082227,0.0080753,0.00029066,0.00029998,0.00029502
1387.71,,,,,,,0.13563,0.13505,0.13102,0.09285,0.096228,0.092281,0.022711,0.024325,0.023701,0.015714,0.015718,0.015341,0.024936,0.025661,0.024703,0.0077203,0.0080888,0.0079417,0.0002794,0.00029475,0.0002898
1401.31,,,,,,,0.1325,0.13183,0.12784,0.09154,0.09485,0.090946,0.022443,0.024042,0.023419,0.015173,0.015304,0.014933,0.024487,0.025199,0.024255,0.0075936,0.0079582,0.0078115,0.00027159,0.0002897,0.00028472
1414.92,,,,,,,0.12946,0.12871,0.12477,0.090258,0.093501,0.089639,0.022181,0.023764,0.023142,0.014649,0.014906,0.014539,0.02405,0.02475,0.02382,0.0074703,0.0078311,0.0076846,0.00027013,0.00028479,0.00027978
1428.52,,,,,,,0.12652,0.12568,0.12179,0.089003,0.092179,0.088358,0.021924,0.023492,0.022871,0.014191,0.014523,0.014158,0.023625,0.024311,0.023396,0.0073502,0.0077072,0.0075611,0.00027127,0.00027996,0.00027497
1442.13,,,,,,,0.12365,0.12274,0.11889,0.087771,0.090881,0.087101,0.021672,0.023224,0.022604,0.013824,0.014151,0.01379,0.02321,0.023883,0.022981,0.0072329,0.0075861,0.0074404,0.00026874,0.00027521,0.00027027
1455.73,,,,,,,0.12087,0.11988,0.11608,0.086561,0.089606,0.085865,0.021423,0.02296,0.022341,0.013546,0.013791,0.013433,0.022805,0.023465,0.022577,0.0071184,0.0074679,0.0073224,0.00026045,0.00027058,0.0002657
1469.34,,,,,,,0.11816,0.1171,0.11335,0.085373,0.088352,0.08465,0.021179,0.0227,0.022082,0.013326,0.013442,0.013087,0.022409,0.023057,0.022181,0.0070065,0.0073523,0.0072071,0.00025059,0.00026611,0.00026123
1482.94,,,,,,,0.11554,0.11441,0.1107,0.084205,0.08712,0.083456,0.020938,0.022444,0.021827,0.013119,0.013103,0.012753,0.022023,0.022658,0.021795,0.0068971,0.0072391,0.0070943,0.00024484,0.00026178,0.00025686
1496.55,,,,,,,0.11299,0.11179,0.10813,0.08307,0.085921,0.082295,0.020705,0.022195,0.021579,0.012883,0.012774,0.01243,0.021648,0.022271,0.02142,0.0067912,0.0071296,0.0069851,0.00024458,0.00025759,0.00025264
1510.15,,,,,,,0.11051,0.10925,0.10563,0.081949,0.084736,0.081147,0.020473,0.021948,0.021333,0.012588,0.012454,0.012117,0.021281,0.021892,0.021053,0.0066872,0.0070219,0.0068777,0.00024574,0.00025343,0.0002485
1523.76,,,,,,,0.1081,0.10677,0.1032,0.08085,0.083574,0.080022,0.020246,0.021706,0.021092,0.012231,0.012144,0.011813,0.020922,0.021521,0.020694,0.0065857,0.0069168,0.0067729,0.00024305,0.00024934,0.00024447
1537.36,,,,,,,0.10576,0.10437,0.10084,0.07977,0.082432,0.078915,0.020023,0.021467,0.020854,0.011834,0.011845,0.011519,0.020572,0.021159,0.020343,0.0064865,0.0068139,0.0066704,0.00023539,0.00024536,0.00024053
1550.97,,,,,,,0.10347,0.10203,0.09855,0.078708,0.081307,0.077826,0.019802,0.021231,0.020619,0.011436,0.011555,0.011234,0.020229,0.020804,0.019999,0.0063893,0.0067131,0.0065699,0.00022678,0.00024152,0.00023668
1564.57,,,,,,,0.10126,0.099753,0.096322,0.077662,0.080199,0.076753,0.019584,0.020998,0.020387,0.011074,0.011275,0.010958,0.019894,0.020457,0.019663,0.006294,0.0066141,0.0064713,0.00022202,0.00023778,0.00023291
1578.18,,,,,,,0.099107,0.097549,0.094163,0.076649,0.079126,0.075714,0.019375,0.020773,0.020163,0.010778,0.011005,0.010691,0.01957,0.020121,0.019338,0.0062022,0.0065188,0.0063763,0.00022215,0.00023417,0.00022929
1591.78,,,,,,,0.097011,0.095401,0.09206,0.075646,0.078062,0.074684,0.019166,0.020549,0.01994,0.010552,0.010743,0.010431,0.019251,0.01979,0.019017,0.0061115,0.0064246,0.0062824,0.00022351,0.00023057,0.00022572
1605.39,,,,,,,0.094971,0.093311,0.090016,0.074663,0.077019,0.073673,0.01896,0.020329,0.019721,0.010385,0.010488,0.01018,0.018939,0.019467,0.018705,0.006023,0.0063326,0.0061907,0.00022148,0.00022704,0.00022223
1618.99,,,,,,,0.092985,0.091276,0.088026,0.073696,0.075993,0.07268,0.018759,0.020112,0.019505,0.010248,0.01024,0.0099357,0.018635,0.019152,0.018399,0.0059364,0.0062425,0.006101,0.00021488,0.0002236,0.00021883
1632.6,,,,,,,0.091048,0.089293,0.086088,0.072744,0.074981,0.071701,0.018559,0.019897,0.019292,0.010105,0.0099979,0.0096986,0.018336,0.018842,0.018099,0.0058515,0.0061541,0.0060129,0.00020703,0.00022026,0.0002155
1646.2,,,,,,,0.089179,0.087379,0.084219,0.071823,0.074001,0.070753,0.018366,0.01969,0.019085,0.0099293,0.0097641,0.0094702,0.018048,0.018542,0.017809,0.0057694,0.0060686,0.0059277,0.00020235,0.00021707,0.00021228
1659.81,,,,,,,0.087343,0.0855,0.082384,0.070902,0.073022,0.069805,0.018173,0.019481,0.018878,0.0097019,0.009535,0.0092469,0.017762,0.018245,0.017521,0.0056879,0.0059837,0.0058431,0.0002021,0.0002139,0.0002091
1673.41,,,,,,,0.085561,0.083677,0.080605,0.070003,0.072066,0.068879,0.017984,0.019277,0.018675,0.0094289,0.0093134,0.0090307,0.017483,0.017956,0.017241,0.0056085,0.0059009,0.0057606,0.00020363,0.00021078,0.000206
1687.02,,,,,,,0.083826,0.081902,0.078874,0.069121,0.071127,0.067971,0.017798,0.019077,0.018475,0.0091295,0.0090989,0.0088209,0.017211,0.017674,0.016968,0.005531,0.00582,0.0056801,0.00020273,0.00020772,0.00020297
1700.62,,,,,,,0.082134,0.080173,0.077188,0.068255,0.070205,0.067079,0.017616,0.018879,0.018279,0.0088331,0.0088911,0.0086171,0.016945,0.017397,0.0167,0.0054552,0.0057407,0.0056012,0.00019756,0.00020472,0.00020002
1714.23,,,,,,,0.08048,0.078483,0.075541,0.067401,0.069295,0.066199,0.017436,0.018684,0.018086,0.0085675,0.0086893,0.0084185,0.016685,0.017126,0.016437,0.0053807,0.0056629,0.0055237,0.00019035,0.00020181,0.00019712
