,1s,1s,1s,2p,2p,2p,2s,2s,2s
448.96,0.075704,0.076398,0.074153,0.0002357,0.00024002,0.00023818,0.0075146,0.0075179,0.0073535
462.57,0.071582,0.072165,0.069992,0.00021392,0.00021676,0.00021478,0.0068889,0.0069811,0.0068253
476.17,0.067759,0.068236,0.066136,0.00019188,0.00019633,0.00019424,0.0063119,0.0064974,0.0063467
489.78,0.064206,0.064585,0.062554,0.00017422,0.00017837,0.00017614,0.0058842,0.0060591,0.0059119
503.38,0.060899,0.061186,0.059223,0.00016009,0.00016246,0.00016016,0.0055848,0.0056585,0.0055162
516.99,0.057815,0.058017,0.05612,0.00014525,0.00014834,0.000146,0.0053059,0.0052903,0.0051551
530.59,0.054936,0.055058,0.053226,0.00013194,0.00013583,0.00013342,0.0049658,0.0049525,0.0048249
544.2,0.052245,0.052292,0.050523,0.00012214,0.00012466,0.00012221,0.0045821,0.0046441,0.0045226
557.8,0.049727,0.049705,0.047996,0.00011262,0.00011464,0.00011219,0.0042373,0.0043629,0.0042453
571.41,0.047369,0.047282,0.045632,0.00010254,0.00010567,0.0001032,0.00399,0.0041052,0.0039904
585.01,0.045159,0.045011,0.043419,9.4681e-05,9.7605e-05,9.5108e-05,0.0038245,0.0038669,0.0037559
598.62,0.043086,0.042881,0.041345,8.8587e-05,9.0303e-05,8.781e-05,0.0036733,0.0036455,0.0035396
612.22,0.041141,0.040883,0.0394,8.1752e-05,8.3677e-05,8.1205e-05,0.0034785,0.0034401,0.00334
625.83,0.039312,0.039005,0.037574,7.4982e-05,7.7676e-05,7.521e-05,0.0032401,0.0032507,0.0031554
639.43,0.037593,0.03724,0.03586,7.011e-05,7.2215e-05,6.9756e-05,0.0030073,0.0030763,0.0029845
653.04,0.035975,0.035579,0.034247,6.5974e-05,6.7211e-05,6.4781e-05,0.0028297,0.0029154,0.0028259
666.64,0.034451,0.034014,0.03273,6.1002e-05,6.2627e-05,6.0233e-05,0.0027172,0.0027657,0.0026786
680.25,0.033013,0.032539,0.031301,5.6286e-05,5.8438e-05,5.6067e-05,0.0026371,0.0026252,0.0025415
693.85,0.031656,0.031147,0.029953,5.3021e-05,5.4589e-05,5.2244e-05,0.0025424,0.0024933,0.0024136
707.46,0.030374,0.029832,0.02868,5.0128e-05,5.1033e-05,4.8729e-05,0.0024083,0.0023698,0.0022942
721.06,0.02916,0.028588,0.027478,4.6502e-05,4.7754e-05,4.5494e-05,0.0022489,0.0022549,0.0021826
734.67,0.028011,0.027411,0.026341,4.3037e-05,4.4738e-05,4.2512e-05,0.0021011,0.002148,0.002078
748.27,0.026923,0.026296,0.025265,4.0688e-05,4.1952e-05,3.9759e-05,0.0019946,0.0020482,0.00198
761.88,0.02589,0.025239,0.024246,3.8699e-05,3.9364e-05,3.7216e-05,0.0019316,0.0019542,0.0018879
775.48,0.024909,0.024236,0.023279,3.6105e-05,3.6965e-05,3.4864e-05,0.0018886,0.0018651,0.0018013
789.09,0.023978,0.023284,0.022362,3.344e-05,3.4748e-05,3.2687e-05,0.0018338,0.0017806,0.0017198
802.69,0.023093,0.02238,0.021492,3.16e-05,3.2695e-05,3.067e-05,0.0017492,0.0017008,0.001643
816.3,0.022251,0.02152,0.020665,3.0252e-05,3.0782e-05,2.8799e-05,0.0016419,0.0016258,0.0015706
829.9,0.021449,0.020702,0.01988,2.85e-05,2.8999e-05,2.7064e-05,0.0015364,0.0015555,0.0015022
843.51,0.020686,0.019924,0.019133,2.6439e-05,2.7346e-05,2.5452e-05,0.001456,0.0014896,0.0014377
857.11,0.019959,0.019184,0.018422,2.4867e-05,2.5813e-05,2.3955e-05,0.0014083,0.0014272,0.0013767
870.72,0.019266,0.018479,0.017746,2.39e-05,2.4382e-05,2.2562e-05,0.0013826,0.0013679,0.001319
884.32,0.018605,0.017807,0.017102,2.2834e-05,2.3042e-05,2.1267e-05,0.0013574,0.0013111,0.0012644
897.93,0.017975,0.017166,0.016488,2.1337e-05,2.1794e-05,2.0061e-05,0.0013141,0.0012571,0.0012127
911.53,0.017373,0.016555,0.015903,1.9924e-05,2.0634e-05,1.8937e-05,0.0012482,0.0012059,0.0011636
925.14,0.016798,0.015972,0.015346,1.9054e-05,1.9553e-05,1.7891e-05,0.001171,0.0011577,0.0011172
938.74,0.016249,0.015415,0.014813,1.8431e-05,1.8538e-05,1.6914e-05,0.001101,0.0011124,0.0010731
952.35,0.015724,0.014883,0.014305,1.7504e-05,1.7587e-05,1.6004e-05,0.001052,0.0010695,0.0010313
965.95,0.015221,0.014375,0.01382,1.6323e-05,1.67e-05,1.5153e-05,0.0010262,0.0010288,0.00099153
979.56,0.01474,0.013889,0.013356,1.5395e-05,1.5874e-05,1.4359e-05,0.0010141,0.00098973,0.00095377
993.16,0.01428,0.013424,0.012913,1.4894e-05,1.51e-05,1.3617e-05,0.0010004,0.00095226,0.00091786
1006.77,0.013838,0.012979,0.012488,1.4437e-05,1.437e-05,1.2923e-05,0.00097238,0.00091638,0.00088371
1020.37,0.013414,0.012553,0.012082,1.3671e-05,1.3686e-05,1.2273e-05,0.00092695,0.00088226,0.0008512
1033.98,0.013008,0.012144,0.011693,1.2777e-05,1.3046e-05,1.1664e-05,0.00087189,0.00084996,0.00082023
1047.58,0.012618,0.011752,0.01132,1.2156e-05,1.2448e-05,1.1094e-05,0.00082027,0.00081947,0.00079072
1061.19,0.012243,0.011376,0.010962,1.1856e-05,1.1884e-05,1.0559e-05,0.00078287,0.0007906,0.0007626
1074.79,0.011883,0.011015,0.010619,1.1529e-05,1.1351e-05,1.0057e-05,0.00076309,0.00076306,0.00073578
1088.4,0.011537,0.010669,0.01029,1.0931e-05,1.0849e-05,9.5853e-06,0.00075613,0.0007366,0.00071019
1102.0,0.011204,0.010336,0.0099742,1.0246e-05,1.0378e-05,9.1417e-06,0.00075175,0.00071109,0.00068575
1115.61,0.010883,0.010017,0.0096707,9.7937e-06,9.9357e-06,8.7241e-06,0.00073938,0.00068651,0.00066242
1129.21,0.010575,0.0097096,0.0093792,9.6033e-06,9.5168e-06,8.3306e-06,0.00071349,0.00066296,0.00064013
1142.82,0.010278,0.0094144,0.0090991,9.3893e-06,9.1186e-06,7.9597e-06,0.00067628,0.00064056,0.00061883
1156.42,0.0099925,0.0091305,0.0088298,8.941e-06,8.741e-06,7.6094e-06,0.00063593,0.00061933,0.00059846
1170.03,0.0097171,0.0088575,0.0085709,8.3948e-06,8.3854e-06,7.2784e-06,0.00060179,0.0005992,0.00057897
1183.63,0.0094516,0.0085947,0.0083218,8.0216e-06,8.0501e-06,6.9654e-06,0.00057993,0.00058003,0.00056032
1197.24,0.0091957,0.0083417,0.0080821,7.8835e-06,7.7312e-06,6.6691e-06,0.00057082,0.00056164,0.00054247
1210.84,0.008949,0.0080983,0.0078515,7.768e-06,7.4262e-06,6.3884e-06,0.00056967,0.00054388,0.00052537
1224.45,0.008711,0.0078639,0.0076295,7.4613e-06,7.1352e-06,6.1221e-06,0.00056863,0.00052667,0.00050899
1238.05,0.0084813,0.007638,0.0074157,7.0195e-06,6.8596e-06,5.8693e-06,0.00056034,0.00051004,0.00049328
1251.66,0.0082596,0.0074203,0.0072096,6.6712e-06,6.5989e-06,5.6292e-06,0.00054138,0.00049405,0.00047821
1265.26,0.0080454,0.0072105,0.007011,6.5329e-06,6.3504e-06,5.4009e-06,0.00051377,0.00047878,0.00046375
1278.87,0.0078387,0.0070083,0.0068197,6.4823e-06,6.1118e-06,5.1838e-06,0.0004836,0.00046427,0.00044988
1292.47,0.0076388,0.0068131,0.0066351,6.3074e-06,5.8827e-06,4.977e-06,0.00045779,0.00045047,0.00043654
1306.08,0.0074456,0.0066248,0.0064571,5.9683e-06,5.6645e-06,4.78e-06,0.00044104,0.00043728,0.00042373
1319.68,0.0072587,0.0064431,0.0062852,5.6297e-06,5.4574e-06,4.5923e-06,0.00043423,0.00042459,0.00041141
1333.29,0.0070779,0.0062675,0.0061193,5.4529e-06,5.2601e-06,4.4132e-06,0.00043445,0.00041228,0.00039955
1346.89,0.0069032,0.0060982,0.0059593,5.4216e-06,5.0706e-06,4.2424e-06,0.00043626,0.00040031,0.00038815
1360.5,0.0067337,0.0059344,0.0058044,5.3647e-06,4.8878e-06,4.0794e-06,0.00043378,0.00038865,0.00037716
1374.1,0.0065698,0.0057762,0.0056548,5.1551e-06,4.7123e-06,3.9237e-06,0.00042336,0.00037738,0.00036658
1387.71,0.0064109,0.0056232,0.0055103,4.8552e-06,4.5452e-06,3.7749e-06,0.00040501,0.00036654,0.00035638
1401.31,0.006257,0.0054753,0.0053705,4.6277e-06,4.3862e-06,3.6328e-06,0.00038228,0.00035618,0.00034655
1414.92,0.0061076,0.0053321,0.0052352,4.5548e-06,4.2339e-06,3.4969e-06,0.00036038,0.0003463,0.00033705
1428.52,0.0059631,0.0051939,0.0051046,4.5585e-06,4.0868e-06,3.3671e-06,0.00034388,0.00033686,0.00032791
1442.13,0.0058228,0.0050599,0.004978,4.4841e-06,3.9449e-06,3.2429e-06,0.00033504,0.00032778,0.00031907
1455.73,0.0056867,0.0049303,0.0048556,4.2743e-06,3.8088e-06,3.1241e-06,0.00033334,0.00031897,0.00031054
1469.34,0.0055547,0.0048048,0.004737,4.0256e-06,3.6791e-06,3.0104e-06,0.00033581,0.00031038,0.00030231
1482.94,0.0054265,0.0046832,0.0046221,3.8708e-06,3.5555e-06,2.9017e-06,0.00033809,0.00030197,0.00029434
1496.55,0.0053022,0.0045657,0.004511,3.8459e-06,3.4368e-06,2.7976e-06,0.00033605,0.00029379,0.00028666
1510.15,0.0051814,0.0044516,0.0044032,3.8582e-06,3.3219e-06,2.698e-06,0.00032742,0.00028584,0.00027922
1523.76,0.005064,0.0043411,0.0042988,3.7814e-06,3.2109e-06,2.6027e-06,0.00031276,0.00027818,0.00027202
1537.36,0.0049501,0.0042341,0.0041976,3.5919e-06,3.1046e-06,2.5114e-06,0.00029501,0.00027085,0.00026507
1550.97,0.0048394,0.0041304,0.0040995,3.3862e-06,3.0033e-06,2.4239e-06,0.00027815,0.00026385,0.00025835
1564.57,0.0047318,0.0040298,0.0040044,3.2719e-06,2.9066e-06,2.3402e-06,0.00026552,0.00025714,0.00025184
1578.18,0.0046273,0.0039323,0.0039123,3.2681e-06,2.8136e-06,2.26e-06,0.00025888,0.00025067,0.00024554
1591.78,0.0045257,0.0038378,0.0038228,3.2891e-06,2.7235e-06,2.1832e-06,0.0002579,0.00024439,0.00023945
1605.39,0.0044268,0.003746,0.003736,3.2282e-06,2.6364e-06,2.1096e-06,0.00026053,0.00023824,0.00023354
1618.99,0.0043307,0.003657,0.0036518,3.068e-06,2.5529e-06,2.0391e-06,0.00026357,0.00023222,0.00022783
1632.6,0.0042372,0.0035707,0.0035701,2.8915e-06,2.4733e-06,1.9715e-06,0.00026374,0.00022633,0.00022229
1646.2,0.0041463,0.003487,0.0034908,2.7928e-06,2.3974e-06,1.9069e-06,0.00025891,0.00022059,0.00021694
1659.81,0.0040577,0.0034056,0.0034138,2.7929e-06,2.3242e-06,1.8447e-06,0.00024891,0.00021504,0.00021174
1673.41,0.0039715,0.0033267,0.0033389,2.8246e-06,2.2533e-06,1.7852e-06,0.0002355,0.00020972,0.00020671
1687.02,0.0038876,0.0032499,0.0032662,2.7923e-06,2.1846e-06,1.7281e-06,0.0002216,0.00020461,0.00020183
1700.62,0.0038059,0.0031754,0.0031956,2.6679e-06,2.1186e-06,1.6734e-06,0.00021006,0.00019973,0.0001971
1714.23,0.0037263,0.0031031,0.003127,2.514e-06,2.0556e-06,1.6208e-06,0.0002028,0.00019502,0.00019251
1727.83,0.0036487,0.0030328,0.0030603,2.417e-06,1.9956e-06,1.5705e-06,0.00020032,0.00019047,0.00018807
1741.44,0.0035732,0.0029645,0.0029954,2.411e-06,1.9377e-06,1.5221e-06,0.00020174,0.00018601,0.00018375
1755.04,0.0034995,0.002898,0.0029324,2.453e-06,1.8815e-06,1.4757e-06,0.00020503,0.00018164,0.00017957
1768.65,0.0034277,0.0028334,0.002871,2.457e-06,1.8269e-06,1.4311e-06,0.00020762,0.00017734,0.00017551
1782.25,0.0033576,0.0027706,0.0028113,2.3754e-06,1.7742e-06,1.3882e-06,0.00020719,0.00017313,0.00017156
1795.86,0.0032892,0.0027094,0.0027531,2.2427e-06,1.7237e-06,1.3471e-06,0.00020253,0.00016903,0.00016774
1809.46,0.0032227,0.0026501,0.0026967,2.1365e-06,1.6755e-06,1.3075e-06,0.00019394,0.00016508,0.00016403
1823.07,0.0031577,0.0025923,0.0026417,2.1079e-06,1.6292e-06,1.2694e-06,0.00018304,0.00016127,0.00016042
1836.67,0.0030943,0.002536,0.0025881,2.1438e-06,1.5842e-06,1.2328e-06,0.00017214,0.00015763,0.00015692
1850.28,0.0030324,0.0024813,0.0025359,2.1765e-06,1.5403e-06,1.1975e-06,0.00016336,0.00015413,0.00015352
1863.88,0.0029719,0.002428,0.0024851,2.1413e-06,1.4977e-06,1.1636e-06,0.00015806,0.00015075,0.00015022
1877.49,0.0029128,0.002376,0.0024356,2.0367e-06,1.4567e-06,1.1308e-06,0.00015655,0.00014747,0.000147
1891.09,0.0028554,0.0023257,0.0023875,1.9216e-06,1.4174e-06,1.0993e-06,0.00015816,0.00014427,0.00014389
1904.7,0.0027991,0.0022764,0.0023405,1.8593e-06,1.3797e-06,1.0689e-06,0.00016133,0.00014112,0.00014086
1918.3,0.0027442,0.0022286,0.0022947,1.8692e-06,1.3432e-06,1.0396e-06,0.0001641,0.00013801,0.00013791
1931.91,0.0026906,0.0021819,0.0022501,1.914e-06,1.3076e-06,1.0112e-06,0.00016464,0.00013495,0.00013505
1945.51,0.0026382,0.0021365,0.0022067,1.9269e-06,1.2727e-06,9.839e-07,0.00016182,0.00013197,0.00013226
1959.12,0.0025869,0.0020922,0.0021642,1.8696e-06,1.2389e-06,9.5748e-07,0.00015567,0.00012907,0.00012955
1972.72,0.0025372,0.0020493,0.0021231,1.7658e-06,1.2063e-06,9.3195e-07,0.00014728,0.0001263,0.00012693
1986.33,0.0024881,0.0020071,0.0020827,1.6754e-06,1.175e-06,9.0726e-07,0.00013833,0.00012362,0.00012436
1999.93,0.0024403,0.0019662,0.0020434,1.6443e-06,1.1449e-06,8.8337e-07,0.0001306,0.00012106,0.00012186
2013.54,0.0023937,0.0019263,0.0020051,1.6731e-06,1.1155e-06,8.6024e-07,0.00012536,0.00011859,0.00011943
2027.14,0.002348,0.0018874,0.0019677,1.7166e-06,1.0867e-06,8.3783e-07,0.00012316,0.00011619,0.00011707
2040.75,0.0023034,0.0018495,0.0019312,1.7172e-06,1.0584e-06,8.1614e-07,0.00012378,0.00011384,0.00011477
2054.35,0.0022596,0.0018124,0.0018955,1.6534e-06,1.031e-06,7.9512e-07,0.0001263,0.00011153,0.00011252
2067.96,0.0022171,0.0017765,0.001861,1.5576e-06,1.0046e-06,7.7476e-07,0.00012936,0.00010926,0.00011035
2081.56,0.0021753,0.0017413,0.001827,1.484e-06,9.7913e-07,7.5501e-07,0.00013137,0.00010701,0.00010822
2095.17,0.0021345,0.001707,0.0017939,1.4673e-06,9.5453e-07,7.3585e-07,0.0001311,0.00010479,0.00010614
2108.77,0.0020945,0.0016736,0.0017616,1.501e-06,9.3048e-07,7.1725e-07,0.00012798,0.00010263,0.00010412
2122.38,0.0020554,0.0016409,0.00173,1.5411e-06,9.0682e-07,6.992e-07,0.00012236,0.00010054,0.00010215
2135.98,0.0020171,0.0016091,0.0016992,1.5378e-06,8.8358e-07,6.8166e-07,0.00011528,9.8523e-05,0.00010023
2149.59,0.0019798,0.0015781,0.0016692,1.477e-06,8.6105e-07,6.647e-07,0.00010815,9.6593e-05,9.8362e-05
2163.19,0.0019431,0.0015477,0.0016397,1.3897e-06,8.3926e-07,6.4817e-07,0.00010227,9.4727e-05,9.6531e-05
2176.8,0.0019072,0.0015181,0.001611,1.3245e-06,8.183e-07,6.3213e-07,9.8526e-05,9.2926e-05,9.4745e-05
2190.4,0.001872,0.0014891,0.0015829,1.3114e-06,7.9801e-07,6.1655e-07,9.7245e-05,9.1174e-05,9.3003e-05
2204.01,0.0018376,0.0014609,0.0015554,1.3441e-06,7.7814e-07,6.014e-07,9.8186e-05,8.9455e-05,9.1304e-05
2217.61,0.0018039,0.0014334,0.0015286,1.3839e-06,7.5857e-07,5.8668e-07,0.00010061,8.7757e-05,8.9645e-05
2231.22,0.0017709,0.0014064,0.0015024,1.3857e-06,7.3931e-07,5.7235e-07,0.0001034,8.6073e-05,8.8025e-05
2244.82,0.0017386,0.0013802,0.0014768,1.334e-06,7.2066e-07,5.5851e-07,0.00010537,8.4408e-05,8.6445e-05
2258.43,0.0017069,0.0013545,0.0014517,1.2539e-06,7.0257e-07,5.4499e-07,0.00010549,8.2764e-05,8.4898e-05
2272.03,0.0016759,0.0013294,0.0014271,1.1891e-06,6.8518e-07,5.3186e-07,0.00010329,8.1153e-05,8.3386e-05
2285.64,0.0016454,0.0013049,0.0014031,1.1694e-06,6.6836e-07,5.191e-07,9.8963e-05,7.9589e-05,8.1909e-05
2299.24,0.0016156,0.0012809,0.0013796,1.1946e-06,6.5193e-07,5.067e-07,9.3286e-05,7.8078e-05,8.0466e-05
2312.85,0.0015865,0.0012575,0.0013567,1.2341e-06,6.3575e-07,4.9463e-07,8.7349e-05,7.6626e-05,7.9057e-05
2326.45,0.0015579,0.0012346,0.0013342,1.2463e-06,6.1976e-07,4.8284e-07,8.2215e-05,7.523e-05,7.7679e-05
2340.06,0.0015298,0.0012123,0.0013123,1.2101e-06,6.0434e-07,4.7154e-07,7.8668e-05,7.3882e-05,7.6333e-05
2353.66,0.0015023,0.0011905,0.0012908,1.14e-06,5.8931e-07,4.6045e-07,7.7085e-05,7.2569e-05,7.5015e-05
2367.27,0.0014754,0.0011691,0.0012697,1.0738e-06,5.7485e-07,4.4968e-07,7.7414e-05,7.1281e-05,7.3726e-05
2380.87,0.0014489,0.0011482,0.0012491,1.0435e-06,5.6092e-07,4.3921e-07,7.9208e-05,7.0008e-05,7.2465e-05
2394.48,0.001423,0.0011278,0.0012289,1.0574e-06,5.4735e-07,4.2904e-07,8.1699e-05,6.8745e-05,7.1231e-05
2408.08,0.0013976,0.0011078,0.0012092,1.0962e-06,5.3401e-07,4.1914e-07,8.3943e-05,6.749e-05,7.0025e-05
2421.69,0.0013727,0.0010883,0.0011898,1.123e-06,5.2085e-07,4.095e-07,8.5034e-05,6.6249e-05,6.8846e-05
2435.29,0.0013483,0.0010692,0.0011709,1.1091e-06,5.0803e-07,4.0019e-07,8.4356e-05,6.5028e-05,6.7693e-05
2448.9,0.0013244,0.0010506,0.0011524,1.0549e-06,4.9552e-07,3.9109e-07,8.1773e-05,6.3835e-05,6.6564e-05
2462.5,0.0013009,0.0010323,0.0011343,9.8914e-07,4.8348e-07,3.8225e-07,7.7661e-05,6.2678e-05,6.5459e-05
2476.11,0.0012779,0.0010145,0.0011165,9.4529e-07,4.719e-07,3.7367e-07,7.2771e-05,6.1561e-05,6.4377e-05
2489.71,0.0012553,0.00099698,0.001099,9.4141e-07,4.6068e-07,3.6532e-07,6.799e-05,6.0486e-05,6.3317e-05
2503.32,0.0012331,0.00097987,0.001082,9.7144e-07,4.497e-07,3.5721e-07,6.4101e-05,5.945e-05,6.2279e-05
2516.92,0.0012113,0.00096315,0.0010652,1.0078e-06,4.3886e-07,3.493e-07,6.1629e-05,5.8449e-05,6.1265e-05
2530.53,0.0011901,0.00094684,0.0010489,1.018e-06,4.2828e-07,3.4167e-07,6.0781e-05,5.7476e-05,6.0276e-05
2544.13,0.0011691,0.00093083,0.0010329,9.867e-07,4.1789e-07,3.3421e-07,6.1439e-05,5.6516e-05,5.9304e-05
2557.74,0.0011486,0.00091517,0.0010172,9.2791e-07,4.0784e-07,3.2695e-07,6.3205e-05,5.5565e-05,5.8352e-05
2571.34,0.0011285,0.00089984,0.0010017,8.7197e-07,3.9819e-07,3.199e-07,6.5449e-05,5.4618e-05,5.742e-05
2584.95,0.0011087,0.00088481,0.00098662,8.449e-07,3.8888e-07,3.1305e-07,6.7416e-05,5.3676e-05,5.6507e-05
2598.55,0.0010892,0.00087009,0.00097177,8.5474e-07,3.7984e-07,3.0639e-07,6.8395e-05,5.2741e-05,5.5611e-05
2612.16,0.0010701,0.00085563,0.00095717,8.8817e-07,3.7096e-07,2.9991e-07,6.7907e-05,5.1817e-05,5.4731e-05
2625.76,0.0010515,0.00084168,0.00094307,9.1679e-07,3.6223e-07,2.9362e-07,6.5866e-05,5.0925e-05,5.3882e-05
2639.37,0.0010332,0.00082786,0.00092908,9.1432e-07,3.5364e-07,2.8749e-07,6.2538e-05,5.0051e-05,5.304e-05
2652.97,0.0010152,0.00081436,0.00091539,8.7544e-07,3.4527e-07,2.8152e-07,5.8528e-05,4.9209e-05,5.2217e-05
2666.58,0.00099748,0.00080114,0.00090196,8.1875e-07,3.372e-07,2.7572e-07,5.4538e-05,4.8399e-05,5.1412e-05
2680.18,0.00098012,0.00078819,0.00088879,7.7218e-07,3.2943e-07,2.7007e-07,5.1205e-05,4.7619e-05,5.0622e-05
2693.79,0.00096305,0.00077548,0.00087584,7.5563e-07,3.2193e-07,2.6457e-07,4.8974e-05,4.6864e-05,4.9847e-05
2707.39,0.00094619,0.00076296,0.00086305,7.7191e-07,3.1463e-07,2.5923e-07,4.8046e-05,4.6123e-05,4.9082e-05
2721.0,0.00092998,0.00075096,0.00085081,8.0553e-07,3.0745e-07,2.5402e-07,4.8411e-05,4.5411e-05,4.835e-05
2734.6,0.00091376,0.00073897,0.00083853,8.299e-07,3.0037e-07,2.4896e-07,4.9779e-05,4.4692e-05,4.7618e-05
2748.21,0.00089789,0.00072726,0.00082653,8.2353e-07,2.9341e-07,2.4402e-07,5.1721e-05,4.3979e-05,4.6903e-05
2761.81,0.00088233,0.00071581,0.00081477,7.8499e-07,2.8663e-07,2.392e-07,5.3656e-05,4.3268e-05,4.6203e-05
2775.42,0.00086705,0.00070459,0.00080323,7.3299e-07,2.8008e-07,2.3451e-07,5.4986e-05,4.2561e-05,4.5517e-05
2789.02,0.00085204,0.00069359,0.0007919,6.9245e-07,2.7377e-07,2.2994e-07,5.5234e-05,4.1862e-05,4.4845e-05
2802.63,0.00083726,0.00068279,0.00078075,6.8e-07,2.6768e-07,2.2548e-07,5.4175e-05,4.1173e-05,4.4184e-05
2816.23,0.00082272,0.00067218,0.00076978,6.9697e-07,2.6173e-07,2.2113e-07,5.1904e-05,4.0501e-05,4.3534e-05
2829.84,0.00080862,0.00066193,0.00075918,7.2877e-07,2.5589e-07,2.1691e-07,4.8808e-05,3.9859e-05,4.2907e-05
2843.44,0.00079461,0.00065174,0.00074861,7.5146e-07,2.501e-07,2.1277e-07,4.5405e-05,3.9233e-05,4.2283e-05
2857.05,0.00078087,0.00064178,0.00073826,7.4591e-07,2.4441e-07,2.0874e-07,4.2261e-05,3.8632e-05,4.1672e-05
2870.65,0.00076738,0.00063202,0.0007281,7.1069e-07,2.3886e-07,2.048e-07,3.9826e-05,3.8054e-05,4.1074e-05
2884.26,0.00075414,0.00062246,0.00071814,6.6237e-07,2.3349e-07,2.0095e-07,3.8379e-05,3.7493e-05,4.0488e-05
2897.86,0.00074114,0.00061309,0.00070836,6.2338e-07,2.2831e-07,1.9718e-07,3.8014e-05,3.6944e-05,3.9912e-05
2911.47,0.00072833,0.00060387,0.00069871,6.0925e-07,2.2329e-07,1.9349e-07,3.8646e-05,3.6401e-05,3.9346e-05
2925.07,0.00071587,0.00059494,0.00068936,6.225e-07,2.1845e-07,1.8994e-07,4.0038e-05,3.5868e-05,3.8798e-05
2938.68,0.00070349,0.00058606,0.00068004,6.5112e-07,2.1363e-07,1.8642e-07,4.1792e-05,3.5329e-05,3.8252e-05
2952.28,0.00069135,0.00057737,0.0006709,6.7435e-07,2.0888e-07,1.83e-07,4.3443e-05,3.4791e-05,3.7717e-05
2965.89,0.00067942,0.00056885,0.00066193,6.7354e-07,2.0419e-07,1.7964e-07,4.4518e-05,3.4255e-05,3.7193e-05
2979.49,0.00066772,0.0005605,0.00065312,6.4453e-07,1.9961e-07,1.7636e-07,4.4657e-05,3.3726e-05,3.6678e-05
2993.1,0.00065622,0.00055232,0.00064448,5.9999e-07,1.9517e-07,1.7315e-07,4.3707e-05,3.3206e-05,3.6174e-05
3006.7,0.00064494,0.0005443,0.00063599,5.6003e-07,1.9088e-07,1.7e-07,4.1768e-05,3.2699e-05,3.568e-05
3020.31,0.00063384,0.00053643,0.00062764,5.4048e-07,1.8672e-07,1.6691e-07,3.9154e-05,3.2209e-05,3.5193e-05
3033.91,0.00062297,0.00052873,0.00061946,5.4656e-07,1.8273e-07,1.6394e-07,3.6304e-05,3.1738e-05,3.4718e-05
