,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
340.12,,,,,,,1.6655,1.6912,1.7111,0.40374,0.40947,0.38673,,,,0.042912,0.043496,0.044186,0.1468,0.14758,0.13652,0.046946,0.047237,0.047159,0.0058114,0.0058528,0.0058439
353.73,,,,,,,1.5706,1.5953,1.6135,0.39289,0.39869,0.37704,,,,0.040048,0.040595,0.04122,0.13991,0.14073,0.13056,0.0445,0.0448,0.044745,0.0054256,0.0055012,0.0054932
367.33,,,,,,,1.4823,1.5062,1.5227,0.3824,0.38826,0.36763,,,,0.037388,0.037924,0.038489,0.13348,0.13433,0.12495,0.042247,0.042555,0.042519,0.0052252,0.0051801,0.0051755
380.94,,,,,,,1.4002,1.4231,1.4382,0.37225,0.37817,0.35849,,,,0.034957,0.035466,0.035976,0.12747,0.12835,0.11968,0.040166,0.040481,0.040461,0.0048357,0.0048873,0.0048862
394.54,,,,,,,1.3236,1.3457,1.3594,0.36242,0.36838,0.34959,,,,0.032721,0.0332,0.033662,0.12184,0.12274,0.11471,0.038236,0.038558,0.038551,0.0045499,0.0046221,0.004621
408.15,,,,,,,1.2521,1.2734,1.2859,0.35287,0.35887,0.34092,0.075011,0.076692,0.076439,0.03064,0.031109,0.031526,0.11654,0.11747,0.11001,0.036442,0.036769,0.036774,0.0044099,0.0043759,0.0043768
421.75,,,,,,,1.1853,1.2058,1.2171,0.34359,0.34963,0.33245,0.073151,0.074841,0.074604,0.028731,0.029178,0.029554,0.11156,0.1125,0.10557,0.034771,0.035103,0.035117,0.0041089,0.0041477,0.0041511
435.36,,,,,,,1.1228,1.1425,1.1526,0.33457,0.34063,0.3242,0.071353,0.073052,0.072828,0.026972,0.027392,0.027731,0.10686,0.10782,0.10137,0.033213,0.033549,0.033571,0.0038583,0.0039391,0.003942
448.96,,,,,,,1.0642,1.0832,1.0923,0.32582,0.3319,0.31617,0.069617,0.071323,0.071112,0.025329,0.02574,0.026045,0.10244,0.10341,0.097388,0.031759,0.032099,0.032127,0.0037604,0.0037444,0.0037481
462.57,,,,,,,1.0095,1.0277,1.0359,0.31735,0.32345,0.30836,0.067944,0.069657,0.069456,0.023817,0.024212,0.024487,0.098272,0.099258,0.093625,0.030401,0.030744,0.030777,0.0035494,0.0035623,0.0035681
476.17,,,,,,,0.95826,0.97584,0.98315,0.30916,0.31526,0.3008,0.066331,0.06805,0.067859,0.02243,0.022799,0.023046,0.094345,0.09534,0.090065,0.029132,0.029478,0.029515,0.0033092,0.0033953,0.0034007
489.78,,,,,,,0.91034,0.92726,0.93375,0.30124,0.30735,0.29346,0.064777,0.066501,0.066319,0.021132,0.021491,0.021712,0.090642,0.091645,0.086697,0.027943,0.028292,0.028332,0.0032216,0.00324,0.0032451
503.38,,,,,,,0.86547,0.88174,0.88748,0.29359,0.2997,0.28636,0.063277,0.065006,0.064831,0.019929,0.020278,0.020476,0.087146,0.088156,0.083508,0.026828,0.027179,0.027222,0.0031058,0.0030937,0.0031002
516.99,,,,,,,0.82338,0.83904,0.84408,0.28618,0.2923,0.27947,0.061827,0.06356,0.063392,0.018824,0.019152,0.019328,0.083841,0.084856,0.080482,0.02578,0.026133,0.026178,0.0028911,0.0029582,0.002965
530.59,,,,,,,0.78385,0.79891,0.8033,0.27901,0.28512,0.27277,0.060424,0.062161,0.061998,0.017791,0.018104,0.018261,0.080712,0.08173,0.077609,0.024793,0.025148,0.025194,0.002772,0.0028329,0.0028388
544.2,,,,,,,0.74667,0.76116,0.76495,0.27206,0.27816,0.26627,0.059065,0.060804,0.060646,0.01682,0.017127,0.017266,0.077744,0.078765,0.074875,0.023862,0.024218,0.024265,0.0027244,0.0027145,0.0027208
557.8,,,,,,,0.71167,0.72561,0.72884,0.26531,0.2714,0.25994,0.057747,0.059488,0.059335,0.015924,0.016216,0.016339,0.074925,0.075948,0.072272,0.022983,0.023339,0.023387,0.0025814,0.0026032,0.0026104
571.41,,,,,,,0.67871,0.69212,0.69483,0.25877,0.26484,0.2538,0.05647,0.058212,0.058063,0.015091,0.015365,0.015474,0.072247,0.07327,0.069792,0.022151,0.022508,0.022556,0.0024223,0.0025003,0.0025069
585.01,,,,,,,0.64766,0.66055,0.66279,0.25243,0.25848,0.24782,0.055233,0.056976,0.05683,0.014304,0.01457,0.014665,0.069701,0.070723,0.067429,0.021365,0.021722,0.02177,0.0023706,0.002404,0.0024099
598.62,,,,,,,0.61841,0.6308,0.63259,0.24628,0.25231,0.24202,0.054036,0.055779,0.055635,0.013567,0.013827,0.01391,0.06728,0.068302,0.065177,0.02062,0.020978,0.021025,0.0023207,0.0023124,0.0023189
612.22,,,,,,,0.59083,0.60275,0.60413,0.24033,0.24633,0.2364,0.052878,0.05462,0.054478,0.012887,0.013132,0.013203,0.064978,0.065998,0.06303,0.019915,0.020273,0.020319,0.0021839,0.0022265,0.0022333
625.83,,,,,,,0.56483,0.57628,0.57728,0.23458,0.24055,0.23094,0.051757,0.053498,0.053358,0.01225,0.012482,0.012542,0.062788,0.063804,0.060983,0.019246,0.019605,0.01965,0.0020738,0.0021467,0.0021528
639.43,,,,,,,0.54028,0.5513,0.55194,0.22901,0.23495,0.22565,0.050672,0.052412,0.052273,0.011645,0.011872,0.011923,0.060703,0.061716,0.05903,0.018612,0.018971,0.019015,0.0020497,0.0020713,0.0020769
653.04,,,,,,,0.5171,0.52768,0.528,0.22361,0.22952,0.22052,0.04962,0.051359,0.05122,0.01108,0.0113,0.011342,0.058717,0.059726,0.057165,0.01801,0.018368,0.018411,0.002001,0.0019991,0.0020051
666.64,,,,,,,0.49517,0.50534,0.50536,0.21838,0.22426,0.21554,0.048601,0.050337,0.050199,0.010556,0.010764,0.010797,0.056821,0.057826,0.055383,0.017437,0.017795,0.017836,0.0018826,0.001931,0.0019372
680.25,,,,,,,0.47441,0.48418,0.48392,0.21331,0.21915,0.2107,0.047611,0.049345,0.049208,0.010062,0.010259,0.010285,0.055011,0.056011,0.053678,0.016891,0.017249,0.017289,0.0017986,0.0018674,0.0018727
693.85,,,,,,,0.45473,0.46412,0.4636,0.20839,0.2142,0.206,0.04665,0.048381,0.048243,0.00959,0.0097839,0.0098037,0.053281,0.054276,0.052044,0.01637,0.016728,0.016766,0.0017849,0.0018065,0.0018114
707.46,,,,,,,0.43608,0.44509,0.44434,0.20361,0.20938,0.20142,0.045716,0.047444,0.047306,0.0091484,0.0093367,0.0093502,0.051626,0.052614,0.050479,0.015874,0.01623,0.016267,0.0017467,0.0017478,0.001753
721.06,,,,,,,0.41839,0.42704,0.42607,0.19897,0.2047,0.19698,0.044808,0.046533,0.046394,0.0087384,0.0089152,0.0089231,0.050041,0.051024,0.048978,0.015399,0.015755,0.015791,0.0016476,0.0016921,0.0016974
734.67,,,,,,,0.4016,0.40991,0.40873,0.19447,0.20016,0.19265,0.043927,0.045648,0.045507,0.00835,0.0085179,0.0085206,0.048524,0.0495,0.047538,0.014946,0.015301,0.015335,0.0015729,0.0016398,0.0016443
748.27,,,,,,,0.38567,0.39364,0.39227,0.1901,0.19575,0.18845,0.043069,0.044787,0.044645,0.0079781,0.0081431,0.008141,0.047071,0.04804,0.046156,0.014513,0.014867,0.014899,0.0015615,0.0015896,0.0015937
761.88,,,,,,,0.37055,0.37819,0.37665,0.18586,0.19146,0.18436,0.042237,0.04395,0.043807,0.0076287,0.0077894,0.0077829,0.045678,0.04664,0.044831,0.014099,0.014452,0.014482,0.0015401,0.0015411,0.0015453
775.48,,,,,,,0.35618,0.3635,0.36181,0.18175,0.18731,0.1804,0.041429,0.043137,0.042993,0.0073041,0.0074554,0.0074448,0.044344,0.045299,0.043558,0.013703,0.014055,0.014083,0.0014616,0.0014947,0.0014991
789.09,,,,,,,0.34252,0.34955,0.34771,0.17776,0.18327,0.17654,0.040644,0.042348,0.042201,0.006997,0.0071396,0.0071254,0.043065,0.044012,0.042337,0.013323,0.013674,0.013701,0.001387,0.0014511,0.001455
802.69,,,,,,,0.32953,0.33627,0.3343,0.17389,0.17935,0.1728,0.039881,0.04158,0.041432,0.0067016,0.0068408,0.0068233,0.041838,0.042777,0.041163,0.01296,0.01331,0.013334,0.0013692,0.0014095,0.0014127
816.3,,,,,,,0.31717,0.32362,0.32153,0.17013,0.17555,0.16916,0.039139,0.040834,0.040683,0.0064214,0.006558,0.0065374,0.04066,0.041591,0.040035,0.012612,0.01296,0.012983,0.0013644,0.0013691,0.0013724
829.9,,,,,,,0.30539,0.31157,0.30937,0.16648,0.17185,0.16562,0.038418,0.040107,0.039955,0.0061604,0.0062899,0.0062665,0.039529,0.040451,0.03895,0.012277,0.012624,0.012645,0.0013119,0.0013303,0.0013337
843.51,,,,,,,0.29417,0.30008,0.29778,0.16293,0.16825,0.16217,0.037716,0.0394,0.039245,0.0059145,0.0060355,0.0060096,0.038441,0.039355,0.037905,0.011956,0.012302,0.012321,0.001238,0.0012936,0.0012967
857.11,,,,,,,0.28346,0.28912,0.28672,0.15949,0.16476,0.15882,0.037032,0.038711,0.038554,0.0056772,0.005794,0.0057657,0.037394,0.0383,0.036899,0.011648,0.011992,0.01201,0.0012045,0.0012588,0.0012613
870.72,,,,,,,0.27324,0.27865,0.27618,0.15613,0.16135,0.15556,0.036366,0.038039,0.037879,0.0054494,0.0055645,0.0055342,0.036386,0.037283,0.035928,0.011351,0.011694,0.01171,0.0012066,0.0012251,0.0012274
884.32,,,,,,,0.26349,0.26866,0.26611,0.15287,0.15804,0.15238,0.035717,0.037384,0.037222,0.0052357,0.0053465,0.0053143,0.035416,0.036304,0.034993,0.011066,0.011407,0.011421,0.0011849,0.0011924,0.0011948
897.93,,,,,,,0.25418,0.25912,0.2565,0.1497,0.15482,0.14928,0.035085,0.036746,0.036581,0.0050357,0.0051392,0.0051052,0.034481,0.035361,0.03409,0.010791,0.011131,0.011143,0.0011235,0.0011612,0.0011636
911.53,,,,,,,0.24529,0.25,0.24732,0.14661,0.15168,0.14627,0.034469,0.036123,0.035956,0.0048441,0.0049419,0.0049065,0.03358,0.034451,0.03322,0.010526,0.010864,0.010875,0.0010721,0.0011317,0.0011336
925.14,,,,,,,0.23679,0.24129,0.23855,0.14361,0.14863,0.14333,0.033868,0.035516,0.035346,0.0046584,0.0047542,0.0047174,0.032712,0.033573,0.032379,0.010271,0.010608,0.010616,0.0010636,0.0011035,0.0011049
938.74,,,,,,,0.22867,0.23296,0.23017,0.14069,0.14565,0.14047,0.033283,0.034925,0.034752,0.0044815,0.0045755,0.0045374,0.031875,0.032727,0.031568,0.010025,0.01036,0.010367,0.0010659,0.0010759,0.0010773
952.35,,,,,,,0.2209,0.22499,0.22217,0.13785,0.14276,0.13768,0.032713,0.034348,0.034172,0.0043163,0.0044054,0.0043661,0.031067,0.03191,0.030785,0.0097885,0.010122,0.010127,0.0010339,0.0010493,0.0010508
965.95,,,,,,,0.21348,0.21737,0.21451,0.13509,0.13995,0.13498,0.032158,0.033786,0.033608,0.0041604,0.0042432,0.0042029,0.030289,0.031123,0.030029,0.0095602,0.0098916,0.0098953,0.00097823,0.0010239,0.0010253
979.56,,,,,,,0.20637,0.21007,0.20718,0.13241,0.13721,0.13234,0.031617,0.033238,0.033057,0.0040092,0.0040884,0.0040473,0.029537,0.030362,0.029299,0.0093399,0.0096696,0.0096716,0.00094522,0.0009999,0.0010007
993.16,,,,,,,0.19956,0.20308,0.20016,0.12979,0.13454,0.12977,0.03109,0.032703,0.032519,0.0038627,0.0039408,0.003899,0.028812,0.029627,0.028593,0.0091272,0.0094552,0.0094556,0.00094681,0.00097663,0.00097713
1006.77,,,,,,,0.19304,0.19638,0.19343,0.12725,0.13195,0.12726,0.030575,0.032181,0.031994,0.0037238,0.0037999,0.0037573,0.028111,0.028917,0.02791,0.0089217,0.009248,0.0092468,0.00094612,0.00095384,0.00095436
1020.37,,,,,,,0.18679,0.18996,0.18699,0.12477,0.12942,0.12482,0.030074,0.031672,0.031483,0.003594,0.0036654,0.0036222,0.027434,0.028231,0.02725,0.0087233,0.0090478,0.0090451,0.00091209,0.00093179,0.00093241
1033.98,,,,,,,0.18079,0.18379,0.18081,0.12236,0.12695,0.12244,0.029584,0.031174,0.030982,0.0034704,0.0035367,0.0034931,0.026779,0.027566,0.02661,0.0085314,0.0088541,0.0088499,0.0008639,0.0009108,0.00091121
1047.58,,,,,,,0.17504,0.17788,0.17489,0.12001,0.12454,0.12011,0.029106,0.030688,0.030493,0.0033499,0.0034137,0.0033696,0.026146,0.026923,0.025991,0.0083458,0.0086667,0.0086609,0.0008401,0.00089075,0.00089072
1061.19,,,,,,,0.16951,0.1722,0.1692,0.11772,0.1222,0.11785,0.028639,0.030213,0.030015,0.003233,0.0032961,0.0032517,0.025533,0.026301,0.025392,0.0081661,0.0084851,0.0084779,0.00084449,0.00087121,0.0008709
1074.79,,,,,,,0.16421,0.16675,0.16374,0.11548,0.11991,0.11563,0.028182,0.029749,0.029548,0.0031224,0.0031835,0.0031388,0.024939,0.025698,0.02481,0.007992,0.0083092,0.0083006,0.00084343,0.00085199,0.00085171
1088.4,,,,,,,0.15912,0.16152,0.1585,0.1133,0.11768,0.11348,0.027737,0.029295,0.029092,0.003019,0.0030759,0.0030309,0.024365,0.025114,0.024248,0.0078236,0.008139,0.0081289,0.00081274,0.00083336,0.00083316
1102.0,,,,,,,0.15424,0.15649,0.15348,0.11118,0.1155,0.11137,0.027301,0.028852,0.028645,0.0029202,0.0029728,0.0029277,0.023808,0.024548,0.023702,0.0076604,0.0079739,0.0079625,0.00077035,0.00081558,0.00081518
1115.61,,,,,,,0.14954,0.15166,0.14865,0.10911,0.11338,0.10932,0.026876,0.028418,0.028209,0.0028235,0.002874,0.0028288,0.02327,0.024,0.023172,0.0075023,0.0078139,0.0078011,0.00074923,0.00079855,0.00079776
1129.21,,,,,,,0.14503,0.14701,0.14401,0.10709,0.1113,0.10731,0.026461,0.027994,0.027782,0.0027295,0.0027794,0.0027342,0.022748,0.023469,0.022659,0.007349,0.0076587,0.0076446,0.00075363,0.00078194,0.00078088
1142.82,,,,,,,0.14069,0.14255,0.13955,0.10513,0.10928,0.10536,0.026055,0.02758,0.027365,0.0026404,0.0026888,0.0026436,0.022242,0.022954,0.022162,0.0072005,0.0075083,0.0074929,0.00075573,0.00076559,0.00076453
1156.42,,,,,,,0.13652,0.13825,0.13526,0.10321,0.10731,0.10345,0.025658,0.027175,0.026957,0.002557,0.0026019,0.0025566,0.021752,0.022454,0.021679,0.0070564,0.0073623,0.0073456,0.00073219,0.00074965,0.00074866
1170.03,,,,,,,0.13251,0.13412,0.13114,0.10134,0.10539,0.10158,0.025271,0.026778,0.026558,0.0024773,0.0025184,0.0024733,0.021276,0.021969,0.021211,0.0069167,0.0072206,0.0072027,0.00069451,0.00073441,0.00073329
1183.63,,,,,,,0.12865,0.13014,0.12717,0.099518,0.10351,0.099766,0.024892,0.026391,0.026168,0.0023992,0.0024384,0.0023933,0.020816,0.021499,0.020756,0.0067811,0.0070832,0.007064,0.00067183,0.00071983,0.00071838
1197.24,,,,,,,0.12493,0.12631,0.12335,0.097739,0.10168,0.09799,0.024522,0.026012,0.025787,0.0023228,0.0023615,0.0023166,0.020369,0.021043,0.020315,0.0066496,0.0069497,0.0069293,0.00067359,0.00070565,0.00070393
1210.84,,,,,,,0.12135,0.12262,0.11968,0.096004,0.09989,0.096257,0.02416,0.025641,0.025413,0.0022499,0.0022877,0.0022429,0.019935,0.0206,0.019886,0.0065219,0.0068201,0.0067985,0.00067971,0.00069167,0.00068991
1224.45,,,,,,,0.11789,0.11906,0.11614,0.094309,0.098142,0.094562,0.023806,0.025278,0.025048,0.0021815,0.0022167,0.0021721,0.019514,0.02017,0.01947,0.0063978,0.006694,0.0066713,0.00066574,0.00067798,0.0006763
1238.05,,,,,,,0.11457,0.11563,0.11273,0.092655,0.096434,0.092906,0.023459,0.024923,0.02469,0.0021166,0.0021484,0.002104,0.019104,0.019751,0.019065,0.0062772,0.0065714,0.0065476,0.00063326,0.00066481,0.00066309
1251.66,,,,,,,0.11136,0.11233,0.10944,0.091039,0.094765,0.091288,0.02312,0.024575,0.024339,0.0020532,0.0020828,0.0020386,0.018707,0.019345,0.018671,0.00616,0.0064523,0.0064273,0.00060652,0.00065224,0.00065026
1265.26,,,,,,,0.10827,0.10914,0.10627,0.089461,0.093135,0.089706,0.022788,0.024234,0.023996,0.0019906,0.0020196,0.0019758,0.018321,0.01895,0.018288,0.0060461,0.0063363,0.0063103,0.0006018,0.00064008,0.00063782
1278.87,,,,,,,0.10528,0.10606,0.10322,0.08792,0.091541,0.08816,0.022463,0.0239,0.023659,0.0019303,0.0019589,0.0019153,0.017946,0.018566,0.017916,0.0059353,0.0062235,0.0061964,0.00060963,0.00062811,0.00062573
1292.47,,,,,,,0.1024,0.1031,0.10027,0.086415,0.089983,0.086648,0.022145,0.023573,0.02333,0.0018736,0.0019004,0.0018571,0.017581,0.018192,0.017554,0.0058274,0.0061136,0.0060856,0.00060665,0.00061632,0.00061399
1306.08,,,,,,,0.099627,0.10023,0.097431,0.084944,0.08846,0.08517,0.021833,0.023252,0.023007,0.0018202,0.0018441,0.0018011,0.017226,0.017828,0.017201,0.0057224,0.0060067,0.0059776,0.00058318,0.00060488,0.00060258
1319.68,,,,,,,0.096947,0.097468,0.094691,0.083506,0.08697,0.083725,0.021528,0.022938,0.02269,0.0017684,0.0017899,0.0017472,0.016881,0.017474,0.016858,0.0056203,0.0059025,0.0058724,0.00055422,0.00059395,0.0005915
1333.29,,,,,,,0.09436,0.0948,0.092047,0.082102,0.085515,0.082312,0.021229,0.02263,0.02238,0.0017172,0.0017376,0.0016954,0.016546,0.01713,0.016525,0.0055208,0.005801,0.00577,0.00054034,0.00058345,0.00058072
1346.89,,,,,,,0.091862,0.092223,0.089495,0.080731,0.084092,0.080931,0.020936,0.022328,0.022076,0.0016671,0.0016873,0.0016454,0.01622,0.016795,0.0162,0.0054241,0.0057023,0.0056703,0.00054472,0.00057318,0.00057026
1360.5,,,,,,,0.089448,0.089734,0.087031,0.079392,0.082701,0.07958,0.02065,0.022033,0.021778,0.0016193,0.0016388,0.0015973,0.015902,0.016469,0.015884,0.0053299,0.005606,0.0055731,0.00055079,0.00056303,0.00056008
1374.1,,,,,,,0.087116,0.087328,0.084651,0.078082,0.081341,0.078259,0.020369,0.021743,0.021486,0.0015746,0.001592,0.0015509,0.015594,0.016152,0.015576,0.0052381,0.0055122,0.0054785,0.00054075,0.00055307,0.00055018
1387.71,,,,,,,0.084861,0.085002,0.082352,0.076802,0.08001,0.076967,0.020095,0.021459,0.0212,0.001532,0.0015469,0.0015062,0.015293,0.015843,0.015276,0.0051487,0.0054208,0.0053861,0.00051569,0.00054346,0.00054055
1401.31,,,,,,,0.082681,0.082754,0.08013,0.075551,0.078708,0.075703,0.019825,0.02118,0.020919,0.00149,0.0015034,0.0014631,0.015,0.015542,0.014984,0.0050615,0.0053316,0.0052961,0.00049342,0.00053427,0.00053117
1414.92,,,,,,,0.080574,0.08058,0.077983,0.074327,0.077435,0.074466,0.019561,0.020907,0.020643,0.0014484,0.0014614,0.0014215,0.014716,0.015249,0.014699,0.0049765,0.0052446,0.0052083,0.00048786,0.00052537,0.00052204
1428.52,,,,,,,0.078535,0.078476,0.075907,0.073132,0.07619,0.073256,0.019303,0.020639,0.020374,0.001408,0.0014209,0.0013814,0.014438,0.014963,0.014422,0.0048938,0.0051599,0.0051228,0.00049517,0.00051661,0.00051315
1442.13,,,,,,,0.076561,0.07644,0.073899,0.071962,0.07497,0.072072,0.01905,0.020377,0.020109,0.0013698,0.0013818,0.0013427,0.014168,0.014684,0.014151,0.0048131,0.0050772,0.0050393,0.00049832,0.00050791,0.00050448
1455.73,,,,,,,0.07465,0.07447,0.071956,0.070817,0.073777,0.070912,0.018801,0.020119,0.01985,0.0013339,0.001344,0.0013053,0.013905,0.014413,0.013888,0.0047344,0.0049964,0.0049578,0.00048521,0.0004994,0.00049603
1469.34,,,,,,,0.072801,0.072562,0.070076,0.069697,0.072607,0.069776,0.018558,0.019866,0.019595,0.0012994,0.0013074,0.0012692,0.013648,0.014148,0.01363,0.0046575,0.0049175,0.0048781,0.00046165,0.0004912,0.00048777
1482.94,,,,,,,0.071009,0.070715,0.068257,0.068599,0.071461,0.068663,0.018318,0.019617,0.019344,0.0012652,0.0012721,0.0012343,0.013397,0.013889,0.013379,0.0045824,0.0048404,0.0048003,0.0004441,0.00048331,0.00047971
1496.55,,,,,,,0.069276,0.068927,0.066498,0.067528,0.070342,0.067576,0.018085,0.019374,0.019099,0.0012312,0.0012381,0.0012007,0.013153,0.013638,0.013135,0.0045094,0.0047654,0.0047245,0.00044213,0.00047567,0.00047187
1510.15,,,,,,,0.067596,0.067195,0.064795,0.066478,0.069244,0.066509,0.017855,0.019135,0.018858,0.0011984,0.0012051,0.0011682,0.012915,0.013392,0.012896,0.0044379,0.0046918,0.0046503,0.00044958,0.00046807,0.00046419
1523.76,,,,,,,0.065969,0.065517,0.063145,0.06545,0.068169,0.065464,0.017629,0.0189,0.018621,0.0011675,0.0011733,0.0011368,0.012683,0.013152,0.012663,0.0043681,0.00462,0.0045778,0.00045121,0.00046054,0.00045669
1537.36,,,,,,,0.064392,0.063891,0.061548,0.064444,0.067115,0.064441,0.017408,0.018669,0.018388,0.0011384,0.0011425,0.0011064,0.012457,0.012918,0.012435,0.0042999,0.0045499,0.004507,0.00043804,0.00045317,0.00044936
1550.97,,,,,,,0.062863,0.062315,0.06,0.063459,0.066083,0.063438,0.017191,0.018442,0.01816,0.0011102,0.0011127,0.0010771,0.012236,0.012689,0.012213,0.0042333,0.0044813,0.0044378,0.00041665,0.00044607,0.0004422
1564.57,,,,,,,0.06138,0.060786,0.058501,0.062493,0.06507,0.062454,0.016977,0.018219,0.017935,0.0010822,0.0010838,0.0010487,0.01202,0.012466,0.011996,0.0041681,0.0044141,0.00437,0.00040148,0.00043922,0.00043519
1578.18,,,,,,,0.059945,0.059307,0.057051,0.061552,0.064083,0.061495,0.016769,0.018001,0.017716,0.0010543,0.001056,0.0010213,0.011811,0.012248,0.011785,0.0041048,0.0043488,0.004304,0.00040036,0.00043258,0.00042838
1591.78,,,,,,,0.058552,0.057871,0.055643,0.060627,0.063113,0.060552,0.016564,0.017787,0.017499,0.0010273,0.001029,0.00099473,0.011605,0.012036,0.011578,0.0040427,0.0042847,0.0042393,0.00040769,0.00042597,0.00042169
1605.39,,,,,,,0.0572,0.056479,0.054279,0.059722,0.062162,0.059629,0.016363,0.017576,0.017287,0.001002,0.0010029,0.00096904,0.011405,0.011828,0.011377,0.003982,0.004222,0.0041761,0.0004101,0.00041941,0.00041516
1618.99,,,,,,,0.055888,0.055127,0.052956,0.058836,0.061231,0.058724,0.016166,0.017369,0.017079,0.00097811,0.00097755,0.00094417,0.01121,0.011625,0.011179,0.0039227,0.0041607,0.0041143,0.00039932,0.00041298,0.00040878
1632.6,,,,,,,0.054614,0.053814,0.051672,0.057968,0.060318,0.057837,0.015972,0.017165,0.016874,0.00095499,0.000953,0.00092007,0.011019,0.011427,0.010987,0.0038648,0.0041008,0.0040538,0.00038028,0.00040677,0.00040254
1646.2,,,,,,,0.05338,0.052544,0.05043,0.05712,0.059425,0.05697,0.015782,0.016966,0.016673,0.00093198,0.00092928,0.00089679,0.010833,0.011234,0.010799,0.0038082,0.0040423,0.0039948,0.00036563,0.00040082,0.00039645
