,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
7088.2,0.0009448,0.00096554,0.00099032,1.9867e-05,5.8504e-06,8.2771e-06,8.2748e-05,6.8118e-05,8.2679e-05,1.5844e-06,1.0591e-06,1.2897e-06
7101.81,0.00094064,0.00096056,0.00098523,1.9855e-05,5.8299e-06,8.2175e-06,8.1207e-05,6.7689e-05,8.221e-05,1.0253e-06,1.0524e-06,1.2824e-06
7115.41,0.00093658,0.0009557,0.00098025,1.9841e-05,5.8096e-06,8.1581e-06,7.971e-05,6.727e-05,8.1752e-05,6.3493e-07,1.0467e-06,1.2752e-06
7129.02,0.00093262,0.00095093,0.00097538,1.9826e-05,5.7894e-06,8.0987e-06,7.8265e-05,6.686e-05,8.1303e-05,4.3704e-07,1.0417e-06,1.2681e-06
7142.62,0.00092873,0.00094623,0.00097058,1.9809e-05,5.7694e-06,8.0394e-06,7.6875e-05,6.6459e-05,8.0861e-05,4.0423e-07,1.0372e-06,1.2612e-06
7156.23,0.00092488,0.00094158,0.00096582,1.9792e-05,5.7495e-06,7.9803e-06,7.5544e-05,6.6062e-05,8.0423e-05,5.2587e-07,1.0326e-06,1.2543e-06
7169.83,0.00092102,0.00093693,0.00096106,1.9773e-05,5.7298e-06,7.9215e-06,7.4276e-05,6.5669e-05,7.9986e-05,8.2169e-07,1.0275e-06,1.2474e-06
7183.44,0.0009171,0.0009322,0.00095624,1.9754e-05,5.7103e-06,7.8627e-06,7.3069e-05,6.5272e-05,7.9543e-05,1.2892e-06,1.0214e-06,1.2405e-06
7197.04,0.0009128,0.0009271,0.00095102,1.9731e-05,5.6895e-06,7.8022e-06,7.1903e-05,6.4852e-05,7.9069e-05,1.8405e-06,1.0141e-06,1.233e-06
7210.65,0.00090851,0.000922,0.00094582,1.9712e-05,5.6731e-06,7.7477e-06,7.0813e-05,6.4434e-05,7.8596e-05,2.302e-06,1.0061e-06,1.2256e-06
7224.25,0.0009065,0.00091923,0.000943,1.9694e-05,5.6629e-06,7.7012e-06,6.9975e-05,6.418e-05,7.8322e-05,2.4982e-06,1.0001e-06,1.2213e-06
7237.86,0.00090239,0.00091432,0.00093798,1.9667e-05,5.6455e-06,7.6451e-06,6.9053e-05,6.3779e-05,7.7866e-05,2.3333e-06,9.9188e-07,1.2141e-06
7251.46,0.00089844,0.00090957,0.00093314,1.9637e-05,5.6295e-06,7.5909e-06,6.8221e-05,6.339e-05,7.7425e-05,1.8807e-06,9.8422e-07,1.2072e-06
7265.07,0.00089457,0.00090491,0.00092838,1.9605e-05,5.6143e-06,7.5375e-06,6.7473e-05,6.3009e-05,7.6992e-05,1.3168e-06,9.7737e-07,1.2004e-06
7278.67,0.00089077,0.00090032,0.0009237,1.9568e-05,5.5995e-06,7.4846e-06,6.6809e-05,6.2635e-05,7.6566e-05,8.2201e-07,9.7149e-07,1.1937e-06
7292.28,0.00088705,0.00089582,0.00091911,1.9528e-05,5.5848e-06,7.432e-06,6.6226e-05,6.2268e-05,7.6147e-05,4.9466e-07,9.6653e-07,1.1871e-06
7305.88,0.00088342,0.00089141,0.00091461,1.9484e-05,5.5702e-06,7.3793e-06,6.5723e-05,6.1907e-05,7.5737e-05,3.3998e-07,9.6226e-07,1.1807e-06
7319.49,0.00087986,0.00088707,0.00091019,1.9438e-05,5.5556e-06,7.3266e-06,6.5295e-05,6.1554e-05,7.5334e-05,3.2727e-07,9.5831e-07,1.1743e-06
7333.09,0.00087636,0.00088279,0.00090583,1.9388e-05,5.5408e-06,7.2737e-06,6.4938e-05,6.1205e-05,7.4937e-05,4.5057e-07,9.5425e-07,1.1681e-06
7346.7,0.00087287,0.00087853,0.00090149,1.9336e-05,5.5256e-06,7.2203e-06,6.4644e-05,6.0857e-05,7.4541e-05,7.331e-07,9.4969e-07,1.1618e-06
7360.3,0.00086929,0.00087418,0.00089706,1.9278e-05,5.5082e-06,7.1641e-06,6.4401e-05,6.0505e-05,7.4139e-05,1.1729e-06,9.4426e-07,1.1555e-06
7373.91,0.00086559,0.0008697,0.0008925,1.923e-05,5.4951e-06,7.1136e-06,6.42e-05,6.0144e-05,7.3727e-05,1.6858e-06,9.3789e-07,1.149e-06
7387.51,0.00086293,0.00086628,0.00088902,1.9198e-05,5.4942e-06,7.0781e-06,6.4123e-05,5.9855e-05,7.3404e-05,2.1108e-06,9.3199e-07,1.1439e-06
7401.12,0.00085934,0.00086192,0.00088459,1.9141e-05,5.4794e-06,7.0254e-06,6.4016e-05,5.9503e-05,7.3003e-05,2.2767e-06,9.2473e-07,1.1376e-06
7414.72,0.00085579,0.00085761,0.0008802,1.9087e-05,5.467e-06,6.9755e-06,6.3945e-05,5.9154e-05,7.2606e-05,2.113e-06,9.1752e-07,1.1314e-06
7428.33,0.00085224,0.0008533,0.00087582,1.9033e-05,5.4555e-06,6.927e-06,6.3901e-05,5.8806e-05,7.221e-05,1.6871e-06,9.1071e-07,1.1252e-06
7441.93,0.00084871,0.00084902,0.00087146,1.8979e-05,5.4448e-06,6.8793e-06,6.3877e-05,5.8459e-05,7.1817e-05,1.1642e-06,9.0459e-07,1.119e-06
7455.54,0.00084522,0.00084477,0.00086714,1.8923e-05,5.4346e-06,6.8322e-06,6.3867e-05,5.8115e-05,7.1427e-05,7.1029e-07,8.9933e-07,1.1129e-06
7469.14,0.00084179,0.00084058,0.00086288,1.8866e-05,5.4245e-06,6.7854e-06,6.3866e-05,5.7775e-05,7.1044e-05,4.1302e-07,8.949e-07,1.1068e-06
7482.75,0.00083842,0.00083647,0.0008587,1.8807e-05,5.4145e-06,6.7386e-06,6.3866e-05,5.7441e-05,7.0666e-05,2.7299e-07,8.911e-07,1.1009e-06
7496.35,0.00083514,0.00083244,0.0008546,1.8747e-05,5.4043e-06,6.6917e-06,6.3862e-05,5.7112e-05,7.0297e-05,2.5798e-07,8.8762e-07,1.0951e-06
7509.96,0.00083192,0.00082848,0.00085058,1.8683e-05,5.3936e-06,6.6441e-06,6.3846e-05,5.6788e-05,6.9934e-05,3.6096e-07,8.8407e-07,1.0894e-06
7523.56,0.00082876,0.00082458,0.00084662,1.8613e-05,5.3811e-06,6.5944e-06,6.3809e-05,5.6468e-05,6.9576e-05,6.0662e-07,8.801e-07,1.0838e-06
7537.17,0.00082561,0.00082068,0.00084267,1.8553e-05,5.3709e-06,6.5477e-06,6.3741e-05,5.6149e-05,6.9219e-05,1.0017e-06,8.7545e-07,1.0781e-06
7550.77,0.00082257,0.0008169,0.00083883,1.8528e-05,5.3763e-06,6.5196e-06,6.3644e-05,5.5838e-05,6.8873e-05,1.4787e-06,8.7017e-07,1.0727e-06
7564.38,0.00081944,0.00081305,0.00083492,1.8452e-05,5.3629e-06,6.469e-06,6.3498e-05,5.5522e-05,6.8521e-05,1.8913e-06,8.6418e-07,1.0672e-06
7577.98,0.0008163,0.00080918,0.00083099,1.8384e-05,5.353e-06,6.4228e-06,6.3303e-05,5.5205e-05,6.8167e-05,2.08e-06,8.5779e-07,1.0616e-06
7591.59,0.00081313,0.00080527,0.00082703,1.8317e-05,5.3444e-06,6.3781e-06,6.3052e-05,5.4887e-05,6.7812e-05,1.9636e-06,8.5135e-07,1.056e-06
7605.19,0.00080992,0.00080134,0.00082305,1.8249e-05,5.3366e-06,6.3345e-06,6.2743e-05,5.4568e-05,6.7455e-05,1.5899e-06,8.4519e-07,1.0504e-06
7618.8,0.0008067,0.0007974,0.00081905,1.8179e-05,5.3295e-06,6.2917e-06,6.2373e-05,5.4248e-05,6.7097e-05,1.1058e-06,8.3961e-07,1.0448e-06
7632.4,0.00080347,0.00079346,0.00081505,1.8107e-05,5.323e-06,6.2496e-06,6.1942e-05,5.3929e-05,6.674e-05,6.7043e-07,8.3478e-07,1.0392e-06
7646.01,0.00080028,0.00078955,0.00081109,1.8031e-05,5.3168e-06,6.2078e-06,6.145e-05,5.3613e-05,6.6386e-05,3.7582e-07,8.307e-07,1.0336e-06
7659.61,0.00079713,0.00078569,0.00080717,1.7951e-05,5.3106e-06,6.1663e-06,6.0899e-05,5.3301e-05,6.6037e-05,2.29e-07,8.2722e-07,1.0281e-06
7673.22,0.00079403,0.00078189,0.00080332,1.7867e-05,5.3043e-06,6.1245e-06,6.0291e-05,5.2995e-05,6.5693e-05,1.9679e-07,8.2409e-07,1.0227e-06
7686.82,0.000791,0.00077815,0.00079954,1.7776e-05,5.2971e-06,6.0817e-06,5.9626e-05,5.2694e-05,6.5355e-05,2.6475e-07,8.2095e-07,1.0174e-06
7700.43,0.00078794,0.00077438,0.00079573,1.7658e-05,5.284e-06,6.0322e-06,5.8899e-05,5.2392e-05,6.5015e-05,4.5473e-07,8.174e-07,1.0121e-06
7714.03,0.00078543,0.00077117,0.00079248,1.7659e-05,5.3012e-06,6.018e-06,5.8158e-05,5.2129e-05,6.4721e-05,7.8674e-07,8.1382e-07,1.0075e-06
7727.64,0.00078246,0.0007675,0.00078877,1.7536e-05,5.287e-06,5.9676e-06,5.7329e-05,5.1836e-05,6.439e-05,1.2196e-06,8.0907e-07,1.0023e-06
7741.24,0.0007796,0.00076395,0.00078518,1.7436e-05,5.2796e-06,5.925e-06,5.646e-05,5.1553e-05,6.407e-05,1.6338e-06,8.0382e-07,9.9726e-07
7754.85,0.00077675,0.0007604,0.00078159,1.7339e-05,5.2733e-06,5.8839e-06,5.5548e-05,5.1272e-05,6.375e-05,1.8761e-06,7.9815e-07,9.9224e-07
7768.45,0.00077388,0.00075684,0.00077799,1.7243e-05,5.2677e-06,5.8437e-06,5.4596e-05,5.0992e-05,6.343e-05,1.8445e-06,7.9236e-07,9.8721e-07
7782.06,0.00077097,0.00075325,0.00077436,1.7148e-05,5.2628e-06,5.8043e-06,5.3609e-05,5.0711e-05,6.3107e-05,1.5506e-06,7.8674e-07,9.8215e-07
7795.66,0.00076803,0.00074963,0.0007707,1.7052e-05,5.2584e-06,5.7657e-06,5.2593e-05,5.0429e-05,6.2782e-05,1.1126e-06,7.8158e-07,9.7705e-07
7809.27,0.00076505,0.00074598,0.00076702,1.6956e-05,5.2546e-06,5.7278e-06,5.1555e-05,5.0148e-05,6.2455e-05,6.8406e-07,7.7705e-07,9.7194e-07
7822.87,0.00076207,0.00074232,0.00076332,1.6859e-05,5.2513e-06,5.6904e-06,5.0502e-05,4.9868e-05,6.2129e-05,3.7252e-07,7.732e-07,9.6681e-07
7836.48,0.00075908,0.00073867,0.00075963,1.6761e-05,5.2482e-06,5.6533e-06,4.9442e-05,4.959e-05,6.1803e-05,2.0262e-07,7.6994e-07,9.6171e-07
7850.08,0.0007561,0.00073503,0.00075595,1.6661e-05,5.2451e-06,5.6162e-06,4.8381e-05,4.9314e-05,6.1477e-05,1.4406e-07,7.6704e-07,9.5661e-07
7863.69,0.00075303,0.0007313,0.00075218,1.6553e-05,5.2411e-06,5.5782e-06,4.7319e-05,4.9035e-05,6.1145e-05,1.6999e-07,7.641e-07,9.5141e-07
7877.29,0.00075047,0.00072808,0.00074893,1.6449e-05,5.2368e-06,5.5402e-06,4.6301e-05,4.8791e-05,6.0857e-05,2.916e-07,7.6143e-07,9.4689e-07
7890.9,0.00074846,0.00072539,0.00074623,1.639e-05,5.2417e-06,5.5127e-06,4.5333e-05,4.8585e-05,6.0612e-05,5.3886e-07,7.5883e-07,9.4306e-07
7904.5,0.00074556,0.00072184,0.00074265,1.6279e-05,5.2371e-06,5.4743e-06,4.4331e-05,4.8322e-05,6.0297e-05,9.0465e-07,7.5469e-07,9.3811e-07
7918.11,0.00074286,0.00071849,0.00073927,1.6173e-05,5.2334e-06,5.4373e-06,4.3369e-05,4.8075e-05,5.9998e-05,1.3091e-06,7.5015e-07,9.3344e-07
7931.71,0.00074022,0.0007152,0.00073596,1.6069e-05,5.23e-06,5.4007e-06,4.2442e-05,4.7834e-05,5.9705e-05,1.6155e-06,7.4519e-07,9.2885e-07
7945.32,0.0007376,0.00071193,0.00073267,1.5966e-05,5.2268e-06,5.3645e-06,4.1551e-05,4.7595e-05,5.9414e-05,1.7001e-06,7.4002e-07,9.2429e-07
7958.92,0.00073495,0.00070865,0.00072936,1.5862e-05,5.224e-06,5.3288e-06,4.0698e-05,4.7357e-05,5.9122e-05,1.5255e-06,7.3489e-07,9.1972e-07
7972.53,0.00073227,0.00070533,0.00072602,1.5759e-05,5.2216e-06,5.2938e-06,3.9886e-05,4.7118e-05,5.8828e-05,1.1636e-06,7.3008e-07,9.1512e-07
7986.13,0.00072955,0.00070198,0.00072264,1.5655e-05,5.2197e-06,5.2593e-06,3.9116e-05,4.6878e-05,5.8531e-05,7.5183e-07,7.2578e-07,9.1048e-07
7999.74,0.00072678,0.00069858,0.00071922,1.555e-05,5.2184e-06,5.2255e-06,3.8392e-05,4.6637e-05,5.8231e-05,4.1518e-07,7.2207e-07,9.0578e-07
8013.34,0.00072395,0.00069514,0.00071575,1.5443e-05,5.2175e-06,5.1922e-06,3.7714e-05,4.6393e-05,5.7927e-05,2.0854e-07,7.1892e-07,9.0103e-07
8026.95,0.00072101,0.0006916,0.00071218,1.5332e-05,5.217e-06,5.1592e-06,3.708e-05,4.6144e-05,5.7615e-05,1.1738e-07,7.161e-07,8.9616e-07
8040.55,0.00071752,0.00068752,0.00070806,1.5213e-05,5.2162e-06,5.126e-06,3.647e-05,4.5861e-05,5.7259e-05,1.0562e-07,7.1291e-07,8.906e-07
8054.16,0.00071515,0.00068453,0.00070506,1.5093e-05,5.2147e-06,5.0922e-06,3.5968e-05,4.5651e-05,5.6995e-05,1.6539e-07,7.1074e-07,8.8647e-07
8067.76,0.00071429,0.00068299,0.00070354,1.5007e-05,5.2172e-06,5.0636e-06,3.5592e-05,4.5538e-05,5.685e-05,3.2474e-07,7.0972e-07,8.842e-07
8081.37,0.00071145,0.00067955,0.00070008,1.4885e-05,5.2166e-06,5.031e-06,3.5168e-05,4.5299e-05,5.6549e-05,6.0574e-07,7.0619e-07,8.7949e-07
8094.97,0.00070885,0.00067636,0.00069687,1.4762e-05,5.2158e-06,4.9985e-06,3.4804e-05,4.5077e-05,5.6268e-05,9.7655e-07,7.0231e-07,8.751e-07
8108.58,0.00070636,0.00067326,0.00069376,1.4639e-05,5.2149e-06,4.966e-06,3.4494e-05,4.4863e-05,5.5996e-05,1.334e-06,6.98e-07,8.7085e-07
8122.18,0.00070392,0.00067023,0.00069071,1.4514e-05,5.2138e-06,4.9336e-06,3.4232e-05,4.4652e-05,5.5728e-05,1.5458e-06,6.9339e-07,8.6667e-07
8135.79,0.00070149,0.00066721,0.00068768,1.4388e-05,5.2127e-06,4.9013e-06,3.4015e-05,4.4443e-05,5.5463e-05,1.523e-06,6.8869e-07,8.6252e-07
8149.39,0.00069906,0.00066418,0.00068464,1.4262e-05,5.2117e-06,4.8694e-06,3.3839e-05,4.4234e-05,5.5197e-05,1.2741e-06,6.8415e-07,8.5837e-07
8163.0,0.00069658,0.00066112,0.00068157,1.4136e-05,5.2111e-06,4.8379e-06,3.37e-05,4.4023e-05,5.4928e-05,8.9956e-07,6.7999e-07,8.5418e-07
8176.6,0.00069404,0.000658,0.00067844,1.401e-05,5.2108e-06,4.807e-06,3.3594e-05,4.3808e-05,5.4656e-05,5.3261e-07,6.7633e-07,8.4993e-07
8190.21,0.0006914,0.0006548,0.00067523,1.3883e-05,5.211e-06,4.7766e-06,3.3516e-05,4.3588e-05,5.4376e-05,2.6742e-07,6.7318e-07,8.4557e-07
8203.81,0.00068856,0.00065141,0.00067181,1.3756e-05,5.2117e-06,4.7467e-06,3.3456e-05,4.3355e-05,5.4081e-05,1.2479e-07,6.7035e-07,8.4097e-07
8217.42,0.00068439,0.00064676,0.00066711,1.3625e-05,5.2126e-06,4.717e-06,3.3356e-05,4.3038e-05,5.3683e-05,7.3211e-08,6.6657e-07,8.3476e-07
8231.02,0.00068656,0.00064812,0.00066859,1.3513e-05,5.2147e-06,4.6893e-06,3.3587e-05,4.3121e-05,5.3783e-05,8.1929e-08,6.6905e-07,8.363e-07
8244.63,0.00068256,0.00064365,0.00066407,1.3382e-05,5.216e-06,4.6602e-06,3.3534e-05,4.2816e-05,5.3399e-05,1.5485e-07,6.6535e-07,8.3032e-07
8258.23,0.0006798,0.00064036,0.00066075,1.3254e-05,5.2174e-06,4.6314e-06,3.3553e-05,4.2588e-05,5.3113e-05,3.2556e-07,6.6247e-07,8.2587e-07
8271.84,0.00067728,0.00063729,0.00065768,1.3125e-05,5.2186e-06,4.6027e-06,3.3592e-05,4.2376e-05,5.2847e-05,6.0832e-07,6.5929e-07,8.2171e-07
8285.44,0.00067487,0.00063434,0.00065472,1.2996e-05,5.2196e-06,4.5739e-06,3.3641e-05,4.2172e-05,5.259e-05,9.5633e-07,6.5568e-07,8.1771e-07
8299.05,0.00067255,0.00063147,0.00065185,1.2867e-05,5.2202e-06,4.545e-06,3.3693e-05,4.1972e-05,5.234e-05,1.262e-06,6.5169e-07,8.1382e-07
8312.65,0.00067028,0.00062865,0.00064903,1.2738e-05,5.2206e-06,4.516e-06,3.3742e-05,4.1776e-05,5.2096e-05,1.407e-06,6.4749e-07,8.1001e-07
8326.26,0.00066803,0.00062587,0.00064624,1.261e-05,5.2207e-06,4.4871e-06,3.3782e-05,4.1582e-05,5.1853e-05,1.3293e-06,6.4328e-07,8.0623e-07
8339.86,0.00066578,0.00062308,0.00064346,1.2481e-05,5.2208e-06,4.4583e-06,3.3809e-05,4.1387e-05,5.1611e-05,1.0611e-06,6.3928e-07,8.0246e-07
8353.47,0.00066349,0.00062026,0.00064063,1.2354e-05,5.221e-06,4.4298e-06,3.3815e-05,4.119e-05,5.1367e-05,7.0892e-07,6.3566e-07,7.9865e-07
8367.07,0.0006611,0.00061736,0.00063773,1.2226e-05,5.2213e-06,4.4016e-06,3.3795e-05,4.0988e-05,5.1116e-05,3.9207e-07,6.325e-07,7.9474e-07
8380.68,0.0006585,0.00061425,0.00063462,1.2099e-05,5.2217e-06,4.3736e-06,3.3737e-05,4.0772e-05,5.0848e-05,1.8109e-07,6.2967e-07,7.9058e-07
8394.28,0.00065435,0.00060972,0.00063002,1.1968e-05,5.2191e-06,4.3437e-06,3.3572e-05,4.0461e-05,5.0463e-05,7.815e-08,6.2582e-07,7.8457e-07
8407.89,0.00065643,0.00061098,0.00063143,1.185e-05,5.2313e-06,4.3249e-06,3.3694e-05,4.0535e-05,5.0557e-05,4.7526e-08,6.2819e-07,7.8604e-07
8421.49,0.0006529,0.00060704,0.00062744,1.1719e-05,5.2308e-06,4.2968e-06,3.3494e-05,4.0264e-05,5.0221e-05,6.2585e-08,6.2524e-07,7.808e-07
8435.1,0.00065029,0.00060395,0.00062434,1.1589e-05,5.2326e-06,4.2706e-06,3.3305e-05,4.0049e-05,4.9956e-05,1.3662e-07,6.2296e-07,7.7667e-07
8448.7,0.00064785,0.00060103,0.00062142,1.1457e-05,5.2349e-06,4.2448e-06,3.3087e-05,3.9846e-05,4.9705e-05,3.0377e-07,6.2046e-07,7.7276e-07
8462.31,0.00064552,0.0005982,0.00061859,1.1324e-05,5.2372e-06,4.2191e-06,3.2835e-05,3.965e-05,4.9462e-05,5.7364e-07,6.1756e-07,7.6898e-07
8475.91,0.00064326,0.00059546,0.00061585,1.119e-05,5.2392e-06,4.1934e-06,3.2548e-05,3.9459e-05,4.9226e-05,8.953e-07,6.1423e-07,7.6531e-07
8489.52,0.00064107,0.00059279,0.00061318,1.1053e-05,5.2409e-06,4.1676e-06,3.2224e-05,3.9273e-05,4.8996e-05,1.1645e-06,6.1057e-07,7.6173e-07
8503.12,0.00063895,0.00059017,0.00061058,1.0915e-05,5.2422e-06,4.1417e-06,3.1864e-05,3.9092e-05,4.8771e-05,1.2745e-06,6.0674e-07,7.5822e-07
8516.73,0.00063685,0.00058759,0.00060801,1.0776e-05,5.2431e-06,4.1156e-06,3.1468e-05,3.8914e-05,4.855e-05,1.1774e-06,6.0294e-07,7.5477e-07
8530.33,0.00063477,0.00058503,0.00060545,1.0637e-05,5.2436e-06,4.0895e-06,3.1034e-05,3.8737e-05,4.8329e-05,9.1321e-07,5.9938e-07,7.5134e-07
8543.94,0.00063265,0.00058244,0.00060287,1.0496e-05,5.2437e-06,4.0634e-06,3.0565e-05,3.8559e-05,4.8107e-05,5.8599e-07,5.962e-07,7.4788e-07
8557.54,0.00063041,0.00057974,0.00060017,1.0355e-05,5.2429e-06,4.0367e-06,3.0056e-05,3.8375e-05,4.7876e-05,3.0427e-07,5.934e-07,7.4429e-07
8571.15,0.00062738,0.00057632,0.00059674,1.0208e-05,5.2354e-06,4.0056e-06,2.9481e-05,3.8144e-05,4.7586e-05,1.2619e-07,5.9038e-07,7.3978e-07
8584.75,0.00062796,0.00057622,0.00059673,1.0094e-05,5.2636e-06,3.9998e-06,2.9046e-05,3.8134e-05,4.757e-05,4.6298e-08,5.9117e-07,7.3952e-07
8598.36,0.00062493,0.0005728,0.0005933,9.9475e-06,5.2567e-06,3.9695e-06,2.842e-05,3.7905e-05,4.7281e-05,2.4498e-08,5.8881e-07,7.3502e-07
8611.96,0.00062256,0.00057,0.0005905,9.8082e-06,5.2574e-06,3.9446e-06,2.7804e-05,3.7717e-05,4.7042e-05,3.6359e-08,5.8709e-07,7.3131e-07
8625.57,0.00062027,0.00056729,0.00058779,9.6701e-06,5.2594e-06,3.9208e-06,2.7176e-05,3.7537e-05,4.6812e-05,9.5945e-08,5.8527e-07,7.2771e-07
8639.17,0.00061804,0.00056462,0.00058513,9.5325e-06,5.2619e-06,3.8976e-06,2.6537e-05,3.7361e-05,4.6585e-05,2.3949e-07,5.8312e-07,7.2418e-07
8652.78,0.00061584,0.000562,0.00058252,9.395e-06,5.2646e-06,3.8745e-06,2.5892e-05,3.7188e-05,4.6362e-05,4.8098e-07,5.8055e-07,7.2071e-07
8666.38,0.0006137,0.00055944,0.00057996,9.2578e-06,5.2671e-06,3.8516e-06,2.5245e-05,3.702e-05,4.6143e-05,7.7717e-07,5.7755e-07,7.1731e-07
8679.99,0.00061162,0.00055693,0.00057746,9.1206e-06,5.2693e-06,3.8285e-06,2.4599e-05,3.6858e-05,4.593e-05,1.0328e-06,5.7422e-07,7.1399e-07
8693.59,0.0006096,0.00055448,0.00057503,8.9836e-06,5.271e-06,3.8053e-06,2.3958e-05,3.67e-05,4.5722e-05,1.1468e-06,5.7073e-07,7.1074e-07
8707.2,0.00060763,0.00055209,0.00057265,8.8468e-06,5.2721e-06,3.7818e-06,2.3326e-05,3.6546e-05,4.5518e-05,1.0701e-06,5.6728e-07,7.0757e-07
8720.8,0.0006057,0.00054972,0.0005703,8.7103e-06,5.2724e-06,3.7579e-06,2.2705e-05,3.6396e-05,4.5318e-05,8.3468e-07,5.6405e-07,7.0444e-07
8734.41,0.00060375,0.00054736,0.00056796,8.5733e-06,5.2712e-06,3.7333e-06,2.2096e-05,3.6248e-05,4.5117e-05,5.3496e-07,5.6118e-07,7.0132e-07
8748.01,0.00060167,0.00054488,0.00056549,8.4306e-06,5.2635e-06,3.7046e-06,2.1499e-05,3.6092e-05,4.4907e-05,2.731e-07,5.5866e-07,6.9805e-07
8761.62,0.00059951,0.00054232,0.00056294,8.3041e-06,5.2676e-06,3.6841e-06,2.0918e-05,3.5932e-05,4.4691e-05,1.0694e-07,5.5653e-07,6.9468e-07
8775.22,0.00059831,0.00054065,0.00056131,8.191e-06,5.2885e-06,3.6745e-06,2.0392e-05,3.5831e-05,4.4547e-05,3.3099e-08,5.557e-07,6.9244e-07
8788.83,0.00059625,0.0005382,0.00055888,8.057e-06,5.2865e-06,3.6502e-06,1.9859e-05,3.5681e-05,4.4341e-05,1.3022e-08,5.5432e-07,6.8922e-07
8802.43,0.0005942,0.00053577,0.00055646,7.926e-06,5.2871e-06,3.6277e-06,1.9353e-05,3.5532e-05,4.4135e-05,1.8481e-08,5.53e-07,6.8602e-07
8816.04,0.00059213,0.00053332,0.00055402,7.7961e-06,5.2887e-06,3.6061e-06,1.8873e-05,3.5383e-05,4.3929e-05,5.8692e-08,5.5151e-07,6.828e-07
8829.64,0.00059005,0.00053087,0.00055159,7.6667e-06,5.291e-06,3.5849e-06,1.8422e-05,3.5234e-05,4.3722e-05,1.6952e-07,5.4968e-07,6.7958e-07
8843.25,0.00058798,0.00052843,0.00054916,7.5372e-06,5.2935e-06,3.5641e-06,1.8001e-05,3.5087e-05,4.3517e-05,3.7334e-07,5.4744e-07,6.7638e-07
8856.85,0.00058594,0.00052602,0.00054677,7.4074e-06,5.2961e-06,3.5435e-06,1.7611e-05,3.4943e-05,4.3314e-05,6.4198e-07,5.4478e-07,6.7322e-07
8870.46,0.00058393,0.00052366,0.00054442,7.277e-06,5.2984e-06,3.5229e-06,1.7254e-05,3.4802e-05,4.3115e-05,8.9387e-07,5.4177e-07,6.7012e-07
8884.06,0.00058198,0.00052135,0.00054212,7.1458e-06,5.3003e-06,3.5021e-06,1.6929e-05,3.4665e-05,4.292e-05,1.0315e-06,5.3857e-07,6.6708e-07
8897.67,0.00058009,0.00051909,0.00053989,7.0137e-06,5.3014e-06,3.481e-06,1.6638e-05,3.4532e-05,4.2731e-05,9.9596e-07,5.3538e-07,6.6412e-07
8911.27,0.00057825,0.00051689,0.0005377,6.8803e-06,5.3012e-06,3.4592e-06,1.6379e-05,3.4404e-05,4.2545e-05,8.0176e-07,5.3238e-07,6.6123e-07
8924.88,0.00057646,0.00051473,0.00053557,6.7427e-06,5.297e-06,3.4351e-06,1.6152e-05,3.4278e-05,4.2364e-05,5.2843e-07,5.2973e-07,6.584e-07
8938.48,0.00057467,0.00051258,0.00053344,6.6138e-06,5.2981e-06,3.4147e-06,1.5955e-05,3.4153e-05,4.2183e-05,2.7453e-07,5.2752e-07,6.5559e-07
8952.09,0.00057292,0.00051047,0.00053136,6.5058e-06,5.3213e-06,3.4082e-06,1.5789e-05,3.4032e-05,4.2006e-05,1.0518e-07,5.2578e-07,6.5282e-07
8965.69,0.00057114,0.00050833,0.00052925,6.3686e-06,5.3157e-06,3.3838e-06,1.565e-05,3.3908e-05,4.1827e-05,2.7236e-08,5.2443e-07,6.5003e-07
8979.3,0.00056933,0.00050618,0.00052712,6.2368e-06,5.3145e-06,3.3623e-06,1.5537e-05,3.3784e-05,4.1647e-05,5.6842e-09,5.2332e-07,6.4721e-07
8992.9,0.00056748,0.00050399,0.00052495,6.107e-06,5.3145e-06,3.3418e-06,1.545e-05,3.3657e-05,4.1464e-05,5.1029e-09,5.2227e-07,6.4436e-07
9006.51,0.00056558,0.00050178,0.00052276,5.9786e-06,5.3153e-06,3.322e-06,1.5385e-05,3.3528e-05,4.1278e-05,2.3408e-08,5.211e-07,6.4147e-07
9020.11,0.00056365,0.00049953,0.00052053,5.8513e-06,5.3167e-06,3.3027e-06,1.5343e-05,3.3398e-05,4.1091e-05,9.2324e-08,5.1964e-07,6.3854e-07
9033.72,0.0005617,0.00049727,0.00051829,5.7252e-06,5.3185e-06,3.2838e-06,1.5321e-05,3.3266e-05,4.0902e-05,2.4487e-07,5.1778e-07,6.356e-07
9047.32,0.00055974,0.00049501,0.00051605,5.5999e-06,5.3206e-06,3.2652e-06,1.5318e-05,3.3134e-05,4.0714e-05,4.7533e-07,5.1549e-07,6.3266e-07
9060.93,0.0005578,0.00049277,0.00051382,5.4754e-06,5.3226e-06,3.2467e-06,1.5333e-05,3.3002e-05,4.0527e-05,7.236e-07,5.1282e-07,6.2974e-07
9074.53,0.00055588,0.00049056,0.00051163,5.3515e-06,5.3244e-06,3.2281e-06,1.5363e-05,3.2873e-05,4.0343e-05,8.9844e-07,5.0991e-07,6.2686e-07
9088.14,0.000554,0.00048839,0.00050948,5.2281e-06,5.3254e-06,3.2093e-06,1.5407e-05,3.2746e-05,4.0162e-05,9.2652e-07,5.0692e-07,6.2404e-07
