,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
884.32,,,,0.054553,0.055474,0.053466,0.031835,0.033212,0.032055,0.0023978,0.0024572,0.0023841,0.0044053,0.0045601,0.0044132
897.93,,,,0.052479,0.053329,0.051355,0.03102,0.032374,0.03124,0.0022883,0.0023541,0.002282,0.0042715,0.0044237,0.0042807
911.53,,,,0.050509,0.05129,0.049351,0.030235,0.031566,0.030454,0.0022034,0.0022566,0.0021856,0.0041436,0.0042931,0.0041537
925.14,,,,0.048635,0.049351,0.047446,0.029479,0.030786,0.029696,0.0021307,0.002164,0.0020943,0.0040212,0.004168,0.0040321
938.74,,,,0.04685,0.047504,0.045634,0.028749,0.030034,0.028964,0.0020513,0.0020761,0.0020079,0.003904,0.0040481,0.0039155
952.35,,,,0.04515,0.045745,0.043908,0.028045,0.029307,0.028257,0.0019597,0.0019927,0.0019259,0.0037916,0.0039331,0.0038036
965.95,,,,0.04353,0.044068,0.042264,0.027364,0.028604,0.027573,0.0018682,0.0019137,0.0018481,0.0036836,0.0038225,0.0036961
979.56,,,,0.041986,0.042469,0.040699,0.026707,0.027924,0.026912,0.0017924,0.0018388,0.0017743,0.00358,0.0037163,0.0035927
993.16,,,,0.040513,0.040943,0.039206,0.026072,0.027267,0.026273,0.0017344,0.0017676,0.0017041,0.0034805,0.0036143,0.0034934
1006.77,,,,0.039108,0.039486,0.037782,0.025459,0.026632,0.025655,0.001682,0.0016996,0.0016374,0.0033849,0.0035161,0.0033979
1020.37,,,,0.037767,0.038095,0.036423,0.024864,0.026015,0.025055,0.0016215,0.0016347,0.0015739,0.0032928,0.0034215,0.0033057
1033.98,,,,0.036487,0.036766,0.035127,0.02429,0.025419,0.024474,0.0015515,0.0015731,0.0015136,0.0032042,0.0033304,0.0032171
1047.58,,,,0.035264,0.035496,0.033888,0.023733,0.024841,0.023912,0.0014829,0.0015145,0.0014561,0.0031188,0.0032426,0.0031316
1061.19,,,,0.034096,0.034282,0.032706,0.023195,0.024281,0.023367,0.001427,0.0014587,0.0014014,0.0030366,0.003158,0.0030492
1074.79,,,,0.032979,0.033121,0.031575,0.022675,0.023739,0.022839,0.001385,0.0014055,0.0013492,0.0029575,0.0030765,0.0029698
1088.4,,,,0.03191,0.032009,0.030494,0.022169,0.023212,0.022326,0.0013471,0.0013546,0.0012995,0.0028811,0.0029976,0.002893
1102.0,,,,0.030887,0.030946,0.02946,0.02168,0.022702,0.02183,0.0013027,0.0013059,0.0012521,0.0028075,0.0029216,0.002819
1115.61,,,,0.029908,0.029927,0.028471,0.021206,0.022207,0.021348,0.0012498,0.0012594,0.0012068,0.0027365,0.0028483,0.0027475
1129.21,,,,0.028969,0.028951,0.027524,0.020748,0.021728,0.020882,0.0011964,0.0012152,0.0011636,0.002668,0.0027774,0.0026785
1142.82,,,,0.028069,0.028014,0.026616,0.020302,0.021262,0.020428,0.0011521,0.001173,0.0011224,0.0026018,0.002709,0.0026118
1156.42,,,,0.027205,0.027117,0.025747,0.019872,0.020811,0.019989,0.0011194,0.0011326,0.001083,0.002538,0.002643,0.0025475
1170.03,,,,0.026376,0.026256,0.024914,0.019454,0.020373,0.019563,0.0010921,0.0010939,0.0010453,0.0024764,0.0025791,0.0024854
1183.63,,,,0.02558,0.025429,0.024114,0.019048,0.019947,0.019149,0.0010611,0.0010568,0.0010093,0.002417,0.0025174,0.0024252
1197.24,,,,0.024814,0.024635,0.023347,0.018655,0.019534,0.018747,0.0010224,0.0010213,0.00097492,0.0023595,0.0024578,0.0023671
1210.84,,,,0.024078,0.023871,0.02261,0.018273,0.019133,0.018356,0.00098034,0.00098733,0.00094195,0.0023039,0.0024,0.0023109
1224.45,,,,0.02337,0.023138,0.021903,0.017903,0.018743,0.017977,0.00094289,0.00095492,0.00091043,0.0022502,0.0023442,0.0022565
1238.05,,,,0.022689,0.022432,0.021224,0.017543,0.018365,0.017609,0.00091486,0.00092387,0.00088023,0.0021982,0.0022902,0.0022039
1251.66,,,,0.022033,0.021754,0.02057,0.017193,0.017996,0.017251,0.00089406,0.00089405,0.00085131,0.002148,0.0022379,0.002153
1265.26,,,,0.021402,0.021102,0.019943,0.016853,0.017638,0.016902,0.00087352,0.00086539,0.00082361,0.0020994,0.0021872,0.0021036
1278.87,,,,0.020794,0.020473,0.019338,0.016523,0.017289,0.016563,0.00084738,0.00083782,0.00079703,0.0020524,0.0021381,0.0020558
1292.47,,,,0.02021,0.019869,0.018758,0.016202,0.01695,0.016233,0.00081564,0.00081143,0.00077158,0.0020068,0.0020905,0.0020095
1306.08,,,,0.019646,0.019286,0.018199,0.015889,0.01662,0.015912,0.00078358,0.00078618,0.00074717,0.0019627,0.0020444,0.0019646
1319.68,,,,0.019103,0.018726,0.017661,0.015586,0.016298,0.0156,0.00075725,0.00076199,0.00072374,0.0019199,0.0019997,0.0019211
1333.29,,,,0.018581,0.018185,0.017144,0.01529,0.015985,0.015296,0.00073862,0.00073875,0.00070127,0.0018785,0.0019563,0.0018789
1346.89,,,,0.018076,0.017664,0.016645,0.015002,0.01568,0.014999,0.00072428,0.00071636,0.00067968,0.0018383,0.0019143,0.001838
1360.5,,,,0.017591,0.017162,0.016165,0.014722,0.015383,0.014711,0.00070843,0.0006948,0.00065896,0.0017994,0.0018734,0.0017983
1374.1,,,,0.017123,0.016678,0.015702,0.014449,0.015093,0.01443,0.00068734,0.00067403,0.00063905,0.0017617,0.0018338,0.0017598
1387.71,,,,0.016671,0.016212,0.015256,0.014184,0.014811,0.014156,0.0006621,0.00065409,0.00061992,0.0017251,0.0017954,0.0017224
1401.31,,,,0.016236,0.015761,0.014826,0.013926,0.014536,0.013889,0.00063741,0.00063497,0.00060151,0.0016896,0.0017581,0.0016861
1414.92,,,,0.015815,0.015326,0.014412,0.013674,0.014268,0.013629,0.00061784,0.0006166,0.00058381,0.0016551,0.0017218,0.0016509
1428.52,,,,0.015409,0.014906,0.014012,0.013429,0.014007,0.013376,0.00060443,0.0005989,0.00056677,0.0016217,0.0016867,0.0016167
1442.13,,,,0.015017,0.014501,0.013626,0.013191,0.013753,0.013129,0.00059418,0.00058179,0.00055037,0.0015893,0.0016525,0.0015835
1455.73,,,,0.014638,0.014109,0.013253,0.012958,0.013504,0.012889,0.0005824,0.00056526,0.00053457,0.0015578,0.0016193,0.0015512
1469.34,,,,0.014272,0.01373,0.012893,0.012732,0.013262,0.012654,0.00056614,0.00054929,0.00051934,0.0015272,0.001587,0.0015199
1482.94,,,,0.013918,0.013364,0.012545,0.012512,0.013026,0.012425,0.00054623,0.00053391,0.00050466,0.0014975,0.0015556,0.0014894
1496.55,,,,0.013575,0.01301,0.012209,0.012297,0.012796,0.012202,0.00052639,0.00051911,0.0004905,0.0014685,0.0015251,0.0014598
1510.15,,,,0.013243,0.012668,0.011885,0.012087,0.012571,0.011984,0.00051045,0.00050487,0.00047684,0.0014404,0.0014954,0.001431
1523.76,,,,0.012921,0.012336,0.011571,0.011882,0.012352,0.011772,0.00049964,0.00049111,0.00046365,0.0014131,0.0014665,0.0014029
1537.36,,,,0.012609,0.012016,0.011267,0.011683,0.012137,0.011564,0.00049197,0.00047778,0.00045093,0.0013865,0.0014384,0.0013757
1550.97,,,,0.012307,0.011705,0.010974,0.011488,0.011928,0.011362,0.00048368,0.00046486,0.00043863,0.0013607,0.001411,0.0013491
1564.57,,,,0.012015,0.011405,0.01069,0.011299,0.011724,0.011164,0.00047191,0.00045234,0.00042676,0.0013356,0.0013843,0.0013232
1578.18,,,,0.011731,0.011114,0.010415,0.011113,0.011524,0.010971,0.00045656,0.00044026,0.00041528,0.0013111,0.0013583,0.001298
1591.78,,,,0.011455,0.010832,0.010149,0.010932,0.011329,0.010783,0.00044021,0.0004286,0.0004042,0.0012872,0.001333,0.0012735
1605.39,,,,0.011188,0.010559,0.009892,0.010755,0.011138,0.010598,0.0004262,0.00041737,0.00039348,0.0012639,0.0013083,0.0012496
1618.99,,,,0.010929,0.010295,0.0096429,0.010582,0.010952,0.010418,0.00041642,0.00040651,0.00038311,0.0012412,0.0012842,0.0012263
1632.6,,,,0.010677,0.010039,0.0094016,0.010414,0.010769,0.010242,0.00041017,0.00039598,0.00037309,0.0012192,0.0012607,0.0012035
1646.2,,,,0.010433,0.0097905,0.009168,0.010249,0.010591,0.01007,0.00040472,0.00038575,0.00036339,0.0011977,0.0012378,0.0011814
1659.81,,,,0.010196,0.0095498,0.0089416,0.010087,0.010417,0.009902,0.00039716,0.00037582,0.00035401,0.0011767,0.0012155,0.0011598
1673.41,,,,0.0099661,0.0093165,0.0087223,0.0099298,0.010247,0.0097376,0.00038626,0.0003662,0.00034493,0.0011563,0.0011937,0.0011387
1687.02,,,,0.0097429,0.0090902,0.0085098,0.0097758,0.01008,0.0095769,0.00037314,0.0003569,0.00033614,0.0011363,0.0011724,0.0011181
1700.62,,,,0.0095261,0.0088706,0.0083038,0.0096253,0.0099168,0.0094197,0.00036047,0.00034793,0.00032763,0.0011169,0.0011517,0.001098
1714.23,,,,0.0093156,0.0086576,0.008104,0.0094781,0.0097573,0.009266,0.00035063,0.00033926,0.0003194,0.0010979,0.0011314,0.0010785
1727.83,,,,0.0091113,0.008451,0.0079103,0.0093343,0.0096014,0.0091158,0.00034434,0.00033086,0.00031142,0.0010794,0.0011116,0.0010594
1741.44,,,,0.0089128,0.0082503,0.0077224,0.0091936,0.0094486,0.0089688,0.00034026,0.00032269,0.00030369,0.0010613,0.0010923,0.0010407
1755.04,,,,0.00872,0.0080555,0.0075401,0.0090561,0.0092992,0.008825,0.00033591,0.00031474,0.0002962,0.0010437,0.0010735,0.0010225
1768.65,,,,0.0085327,0.0078664,0.0073632,0.0089215,0.009153,0.0086843,0.00032922,0.00030701,0.00028895,0.0010265,0.001055,0.0010047
1782.25,,,,0.0083507,0.0076827,0.0071915,0.00879,0.0090099,0.0085467,0.00031975,0.00029953,0.00028192,0.0010098,0.0010371,0.00098737
1795.86,,,,0.0081738,0.0075041,0.0070247,0.0086613,0.0088698,0.0084121,0.00030887,0.00029228,0.0002751,0.00099337,0.0010195,0.00097042
1809.46,,,,0.008002,0.0073308,0.0068629,0.0085354,0.0087327,0.0082803,0.00029887,0.00028529,0.00026849,0.00097736,0.0010023,0.00095387
1823.07,,,,0.0078348,0.0071623,0.0067056,0.0084122,0.0085984,0.0081513,0.00029149,0.00027851,0.00026208,0.00096172,0.00098554,0.0009377
1836.67,,,,0.0076722,0.0069984,0.0065529,0.0082916,0.0084668,0.0080249,0.00028701,0.00027193,0.00025587,0.00094645,0.00096914,0.0009219
1850.28,,,,0.007514,0.0068392,0.0064045,0.0081736,0.0083379,0.0079013,0.00028416,0.00026553,0.00024984,0.00093156,0.00095311,0.00090646
1863.88,,,,0.00736,0.0066843,0.0062603,0.0080581,0.0082116,0.0077801,0.00028086,0.00025929,0.00024399,0.00091701,0.00093744,0.00089138
1877.49,,,,0.0072101,0.0065337,0.0061201,0.007945,0.0080879,0.0076615,0.00027548,0.00025321,0.00023831,0.0009028,0.00092211,0.00087663
1891.09,,,,0.0070643,0.0063874,0.005984,0.0078342,0.0079667,0.0075453,0.00026776,0.00024732,0.00023281,0.0008889,0.00090713,0.00086222
1904.7,,,,0.006922,0.0062448,0.0058515,0.0077257,0.0078479,0.0074315,0.00025885,0.00024162,0.00022746,0.0008753,0.00089247,0.00084813
1918.3,,,,0.0067834,0.0061062,0.0057227,0.0076194,0.0077313,0.0073199,0.00025062,0.0002361,0.00022227,0.00086199,0.00087813,0.00083434
1931.91,,,,0.0066484,0.0059713,0.0055975,0.0075152,0.0076171,0.0072105,0.00024456,0.00023075,0.00021723,0.00084897,0.0008641,0.00082086
1945.51,,,,0.0065167,0.0058401,0.0054757,0.0074131,0.007505,0.0071033,0.00024098,0.00022555,0.00021234,0.00083626,0.00085037,0.00080767
1959.12,,,,0.0063883,0.0057123,0.0053573,0.007313,0.0073952,0.0069983,0.00023892,0.00022048,0.00020759,0.00082384,0.00083693,0.00079477
1972.72,,,,0.0062632,0.0055881,0.0052421,0.007215,0.0072875,0.0068953,0.0002367,0.00021554,0.00020298,0.0008117,0.00082379,0.00078216
1986.33,,,,0.0061408,0.005467,0.0051299,0.0071188,0.0071818,0.0067944,0.00023285,0.00021072,0.00019849,0.00079983,0.00081092,0.00076982
1999.93,,,,0.0060215,0.0053491,0.0050208,0.0070245,0.0070782,0.0066954,0.00022693,0.00020603,0.00019413,0.0007882,0.00079832,0.00075774
2013.54,,,,0.0059049,0.0052343,0.0049146,0.006932,0.0069765,0.0065983,0.00021968,0.00020149,0.0001899,0.00077681,0.00078598,0.00074591
2027.14,,,,0.0057912,0.0051225,0.0048112,0.0068413,0.0068767,0.0065031,0.00021262,0.00019709,0.00018578,0.00076565,0.0007739,0.00073434
2040.75,,,,0.0056802,0.0050136,0.0047105,0.0067523,0.0067788,0.0064097,0.00020711,0.00019282,0.00018177,0.00075473,0.00076206,0.00072301
2054.35,,,,0.0055717,0.0049075,0.0046125,0.006665,0.0066826,0.0063181,0.00020376,0.00018866,0.00017788,0.00074404,0.00075047,0.00071191
2067.96,,,,0.0054658,0.0048043,0.0045171,0.0065795,0.0065886,0.0062284,0.00020206,0.00018462,0.00017409,0.00073361,0.00073915,0.00070107
2081.56,,,,0.0053623,0.0047035,0.0044241,0.0064955,0.0064961,0.0061403,0.00020073,0.00018066,0.0001704,0.00072339,0.00072804,0.00069045
2095.17,,,,0.0052612,0.0046053,0.0043335,0.0064132,0.0064053,0.006054,0.00019841,0.00017679,0.00016681,0.00071339,0.00071715,0.00068004
2108.77,,,,0.0051624,0.0045096,0.0042452,0.0063323,0.0063162,0.0059692,0.00019433,0.00017301,0.00016332,0.00070359,0.00070648,0.00066985
2122.38,,,,0.0050659,0.0044163,0.0041591,0.0062528,0.0062287,0.005886,0.00018871,0.00016934,0.00015992,0.00069397,0.00069603,0.00065986
2135.98,0.021212,0.020644,0.020657,0.0049717,0.0043253,0.0040753,0.0061748,0.0061427,0.0058042,0.00018259,0.00016578,0.00015661,0.00068452,0.00068577,0.00065006
2149.59,0.021026,0.020466,0.020481,0.0048797,0.0042366,0.0039935,0.0060987,0.0060588,0.0057244,0.00017725,0.00016233,0.00015338,0.00067531,0.00067576,0.00064052
2163.19,0.020841,0.020288,0.020305,0.0047898,0.0041501,0.0039139,0.0060234,0.0059759,0.0056457,0.00017357,0.00015897,0.00015024,0.00066624,0.0006659,0.00063111
2176.8,0.020658,0.020112,0.020132,0.0047019,0.0040657,0.0038361,0.0059497,0.0058946,0.0055685,0.00017163,0.00015568,0.00014717,0.00065736,0.00065625,0.00062191
2190.4,0.020478,0.019939,0.019961,0.0046161,0.0039833,0.0037603,0.0058774,0.0058148,0.0054928,0.00017069,0.00015247,0.00014419,0.00064867,0.00064679,0.00061289
2204.01,0.0203,0.019767,0.019792,0.0045323,0.003903,0.0036864,0.0058063,0.0057364,0.0054184,0.00016956,0.00014933,0.00014127,0.00064016,0.00063751,0.00060405
2217.61,0.020123,0.019598,0.019625,0.0044503,0.0038245,0.0036142,0.0057364,0.0056593,0.0053453,0.00016723,0.00014626,0.00013843,0.0006318,0.0006284,0.00059537
2231.22,0.019948,0.019429,0.019459,0.0043703,0.003748,0.0035438,0.0056676,0.0055834,0.0052734,0.00016335,0.00014326,0.00013567,0.00062357,0.00061944,0.00058684
2244.82,0.019777,0.019265,0.019296,0.0042922,0.0036734,0.0034753,0.0056006,0.0055094,0.0052033,0.00015837,0.00014034,0.00013297,0.00061556,0.00061071,0.00057854
2258.43,0.019606,0.0191,0.019134,0.0042159,0.0036005,0.0034083,0.0055344,0.0054362,0.0051341,0.00015327,0.00013751,0.00013034,0.00060764,0.0006021,0.00057035
2272.03,0.019437,0.018938,0.018974,0.0041412,0.0035294,0.0033429,0.0054693,0.0053643,0.0050661,0.00014909,0.00013475,0.00012777,0.00059987,0.00059365,0.00056232
2285.64,0.01927,0.018778,0.018816,0.0040683,0.0034599,0.0032791,0.0054054,0.0052938,0.0049993,0.00014642,0.00013206,0.00012526,0.00059226,0.00058537,0.00055444
2299.24,0.019105,0.018619,0.01866,0.0039969,0.003392,0.0032168,0.0053427,0.0052244,0.0049338,0.00014515,0.00012944,0.00012282,0.00058479,0.00057723,0.00054672
2312.85,0.018942,0.018462,0.018505,0.0039271,0.0033257,0.003156,0.0052809,0.0051561,0.0048692,0.00014457,0.00012686,0.00012043,0.00057746,0.00056923,0.00053913
2326.45,0.018779,0.018306,0.01835,0.0038587,0.0032609,0.0030965,0.0052198,0.0050886,0.0048055,0.00014367,0.00012434,0.00011809,0.00057022,0.00056134,0.00053163
2340.06,0.018621,0.018154,0.0182,0.0037922,0.0031979,0.0030387,0.0051607,0.0050233,0.0047438,0.00014168,0.00012188,0.00011583,0.00056324,0.0005537,0.00052439
2353.66,0.018463,0.018002,0.01805,0.0037269,0.0031362,0.0029821,0.005102,0.0049583,0.0046825,0.00013835,0.00011947,0.00011361,0.00055629,0.00054612,0.0005172
2367.27,0.018306,0.017852,0.017902,0.0036629,0.0030759,0.0029268,0.0050443,0.0048945,0.0046224,0.00013413,0.00011712,0.00011145,0.00054947,0.00053868,0.00051015
2380.87,0.018152,0.017704,0.017755,0.0036003,0.003017,0.0028729,0.0049877,0.0048318,0.0045633,0.00012985,0.00011484,0.00010933,0.00054277,0.00053138,0.00050323
2394.48,0.017999,0.017557,0.01761,0.003539,0.0029595,0.0028201,0.004932,0.0047702,0.0045052,0.00012638,0.00011262,0.00010727,0.00053618,0.00052421,0.00049644
2408.08,0.017848,0.017412,0.017467,0.0034788,0.0029031,0.0027685,0.0048771,0.0047095,0.0044481,0.0001242,0.00011045,0.00010525,0.00052971,0.00051716,0.00048977
2421.69,0.017697,0.017268,0.017324,0.0034198,0.0028481,0.002718,0.0048231,0.0046498,0.0043918,0.00012323,0.00010833,0.00010327,0.00052335,0.00051022,0.0004832
2435.29,0.01755,0.017126,0.017185,0.0033623,0.0027946,0.002669,0.0047703,0.0045914,0.0043369,0.0001229,0.00010626,0.00010136,0.00051715,0.00050344,0.00047679
2448.9,0.017404,0.016986,0.017045,0.0033056,0.002742,0.0026209,0.0047181,0.0045336,0.0042825,0.00012235,0.00010422,9.9478e-05,0.00051102,0.00049675,0.00047047
2462.5,0.017259,0.016847,0.016908,0.0032501,0.0026907,0.0025739,0.0046667,0.0044767,0.0042291,0.0001209,0.00010222,9.7642e-05,0.00050499,0.00049017,0.00046425
2476.11,0.017115,0.016709,0.016772,0.0031957,0.0026405,0.0025279,0.0046162,0.0044209,0.0041766,0.00011828,0.00010027,9.5849e-05,0.00049907,0.00048371,0.00045815
2489.71,0.016974,0.016573,0.016637,0.0031422,0.0025914,0.002483,0.0045665,0.0043659,0.004125,0.0001148,9.8368e-05,9.4097e-05,0.00049325,0.00047736,0.00045216
2503.32,0.016834,0.016439,0.016504,0.0030897,0.0025433,0.002439,0.0045176,0.0043119,0.0040743,0.00011112,9.6514e-05,9.2383e-05,0.00048752,0.00047113,0.00044627
2516.92,0.016695,0.016306,0.016373,0.0030378,0.0024961,0.0023958,0.0044694,0.0042587,0.0040244,0.00010798,9.4699e-05,9.0698e-05,0.00048187,0.00046499,0.00044049
2530.53,0.016558,0.016174,0.016243,0.0029879,0.0024506,0.0023541,0.0044221,0.0042064,0.0039754,0.00010593,9.2957e-05,8.9078e-05,0.00047634,0.00045898,0.00043481
