,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
2544.13,0.016423,0.016044,0.016114,0.0029382,0.0024056,0.002313,0.0043754,0.0041549,0.0039271,0.00010496,9.1235e-05,8.7478e-05,0.00047089,0.00045305,0.00042922
2557.74,0.016288,0.015915,0.015987,0.0028895,0.0023617,0.0022727,0.0043294,0.0041041,0.0038795,0.0001047,8.9548e-05,8.5915e-05,0.00046553,0.00044722,0.00042373
2571.34,0.016155,0.015788,0.01586,0.0028418,0.0023187,0.0022334,0.0042841,0.0040542,0.0038327,0.00010449,8.7891e-05,8.4388e-05,0.00046027,0.00044148,0.00041833
2584.95,0.016024,0.015661,0.015735,0.002795,0.0022766,0.0021949,0.0042395,0.004005,0.0037867,0.00010365,8.6265e-05,8.2895e-05,0.00045509,0.00043584,0.00041302
2598.55,0.015894,0.015537,0.015612,0.002749,0.0022355,0.0021573,0.0041956,0.0039566,0.0037415,0.00010184,8.4672e-05,8.1435e-05,0.00045,0.0004303,0.00040781
2612.16,0.015765,0.015414,0.01549,0.0027037,0.0021951,0.0021203,0.0041524,0.0039091,0.003697,9.9114e-05,8.3113e-05,8.0003e-05,0.000445,0.00042486,0.00040269
2625.76,0.015638,0.015292,0.015369,0.0026597,0.0021559,0.0020844,0.0041098,0.0038622,0.0036532,9.5977e-05,8.1607e-05,7.8615e-05,0.00044007,0.0004195,0.00039765
2639.37,0.015512,0.015171,0.015249,0.0026162,0.0021173,0.0020491,0.0040678,0.0038161,0.0036101,9.3031e-05,8.013e-05,7.7248e-05,0.00043521,0.00041423,0.0003927
2652.97,0.015387,0.015051,0.015131,0.0025735,0.0020795,0.0020145,0.0040265,0.0037706,0.0035676,9.0831e-05,7.8692e-05,7.5912e-05,0.00043043,0.00040904,0.00038782
2666.58,0.015264,0.014933,0.015013,0.0025317,0.0020425,0.0019807,0.0039856,0.0037258,0.0035258,8.9613e-05,7.7287e-05,7.4606e-05,0.00042572,0.00040393,0.00038303
2680.18,0.015141,0.014815,0.014897,0.0024907,0.0020064,0.0019475,0.0039454,0.0036816,0.0034845,8.9223e-05,7.5911e-05,7.3329e-05,0.0004211,0.0003989,0.00037831
2693.79,0.01502,0.014699,0.014782,0.0024506,0.001971,0.0019151,0.0039057,0.0036381,0.003444,8.9188e-05,7.4559e-05,7.208e-05,0.00041655,0.00039396,0.00037367
2707.39,0.0149,0.014584,0.014668,0.0024111,0.0019363,0.0018834,0.0038666,0.0035952,0.003404,8.8911e-05,7.3228e-05,7.0857e-05,0.00041208,0.00038909,0.0003691
2721.0,0.014783,0.014471,0.014556,0.0023726,0.0019025,0.0018524,0.0038283,0.0035533,0.0033649,8.793e-05,7.1929e-05,6.9666e-05,0.00040771,0.00038432,0.00036463
2734.6,0.014665,0.014359,0.014444,0.0023346,0.0018692,0.0018219,0.0037904,0.0035117,0.0033262,8.6073e-05,7.065e-05,6.8494e-05,0.00040338,0.00037962,0.00036022
2748.21,0.014549,0.014248,0.014334,0.0022974,0.0018366,0.0017921,0.0037531,0.0034709,0.0032882,8.3559e-05,6.9402e-05,6.7347e-05,0.00039912,0.00037499,0.00035588
2761.81,0.014435,0.014137,0.014225,0.0022609,0.0018047,0.0017628,0.0037162,0.0034306,0.0032506,8.086e-05,6.8186e-05,6.6225e-05,0.00039492,0.00037043,0.00035162
2775.42,0.014321,0.014028,0.014117,0.0022251,0.0017735,0.0017342,0.0036798,0.0033908,0.0032137,7.8509e-05,6.7003e-05,6.5127e-05,0.00039078,0.00036593,0.00034741
2789.02,0.014208,0.01392,0.014009,0.00219,0.0017429,0.0017062,0.0036439,0.0033516,0.0031772,7.6897e-05,6.5848e-05,6.4053e-05,0.0003867,0.00036151,0.00034327
2802.63,0.014096,0.013813,0.013903,0.0021556,0.0017129,0.0016787,0.0036085,0.0033129,0.0031412,7.6131e-05,6.4718e-05,6.3001e-05,0.00038267,0.00035714,0.00033919
2816.23,0.013986,0.013707,0.013797,0.0021218,0.0016836,0.0016518,0.0035736,0.0032749,0.0031059,7.5999e-05,6.3607e-05,6.1971e-05,0.00037873,0.00035286,0.00033518
2829.84,0.013877,0.013603,0.013695,0.0020888,0.0016549,0.0016255,0.0035396,0.0032377,0.0030714,7.6062e-05,6.2517e-05,6.0965e-05,0.00037488,0.00034867,0.00033127
2843.44,0.013769,0.013499,0.013592,0.0020562,0.0016267,0.0015997,0.0035057,0.0032008,0.0030371,7.5816e-05,6.1442e-05,5.9976e-05,0.00037106,0.00034452,0.00032739
2857.05,0.013663,0.013397,0.01349,0.0020242,0.0015991,0.0015743,0.0034724,0.0031644,0.0030034,7.4904e-05,6.0386e-05,5.9007e-05,0.00036731,0.00034043,0.00032358
2870.65,0.013557,0.013295,0.013389,0.0019928,0.001572,0.0015495,0.0034395,0.0031286,0.0029701,7.3246e-05,5.9351e-05,5.8058e-05,0.0003636,0.00033641,0.00031983
2884.26,0.013452,0.013195,0.013289,0.0019619,0.0015455,0.0015251,0.003407,0.0030933,0.0029374,7.1061e-05,5.834e-05,5.7128e-05,0.00035994,0.00033245,0.00031613
2897.86,0.013348,0.013095,0.01319,0.0019316,0.0015195,0.0015012,0.0033749,0.0030583,0.002905,6.8763e-05,5.7355e-05,5.6217e-05,0.00035632,0.00032854,0.00031248
2911.47,0.013244,0.012995,0.013091,0.0019018,0.001494,0.0014778,0.0033429,0.0030237,0.0028729,6.6798e-05,5.6394e-05,5.5324e-05,0.00035271,0.00032466,0.00030887
2925.07,0.013145,0.0129,0.012997,0.0018726,0.0014691,0.001455,0.0033125,0.0029905,0.0028422,6.5484e-05,5.5458e-05,5.4451e-05,0.00034928,0.00032095,0.00030541
2938.68,0.013043,0.012803,0.0129,0.0018439,0.0014447,0.0014325,0.0032815,0.0029569,0.0028111,6.4891e-05,5.4538e-05,5.3594e-05,0.00034579,0.00031719,0.00030191
2952.28,0.012943,0.012707,0.012805,0.0018155,0.0014207,0.0014104,0.0032511,0.002924,0.0027806,6.484e-05,5.3634e-05,5.2753e-05,0.00034238,0.00031351,0.00029849
2965.89,0.012845,0.012613,0.012711,0.0017877,0.0013971,0.0013888,0.0032212,0.0028916,0.0027506,6.4956e-05,5.2743e-05,5.1928e-05,0.00033902,0.0003099,0.00029512
2979.49,0.012747,0.012519,0.012618,0.0017602,0.001374,0.0013676,0.0031917,0.0028597,0.0027211,6.4814e-05,5.1864e-05,5.1119e-05,0.00033571,0.00030634,0.00029181
2993.1,0.012651,0.012426,0.012525,0.0017332,0.0013514,0.0013467,0.0031625,0.0028281,0.002692,6.4104e-05,5.1e-05,5.0325e-05,0.00033244,0.00030282,0.00028854
3006.7,0.012555,0.012334,0.012434,0.0017066,0.0013292,0.0013263,0.0031336,0.002797,0.0026632,6.2742e-05,5.0153e-05,4.9546e-05,0.0003292,0.00029935,0.00028532
3020.31,0.012459,0.012242,0.012342,0.0016805,0.0013074,0.0013062,0.0031049,0.0027661,0.0026346,6.0894e-05,4.9324e-05,4.8782e-05,0.00032599,0.00029592,0.00028212
3033.91,0.012367,0.012154,0.012255,0.0016548,0.0012862,0.0012866,0.0030774,0.0027364,0.0026072,5.8902e-05,4.852e-05,4.8037e-05,0.0003229,0.00029261,0.00027905
3047.52,0.012274,0.012064,0.012165,0.0016295,0.0012652,0.0012674,0.0030495,0.0027064,0.0025795,5.7139e-05,4.7732e-05,4.7303e-05,0.00031976,0.00028928,0.00027596
3061.12,0.012181,0.011976,0.012077,0.0016046,0.0012447,0.0012484,0.003022,0.0026769,0.0025523,5.5903e-05,4.6962e-05,4.6583e-05,0.00031668,0.00028601,0.00027292
3074.73,0.01209,0.011888,0.01199,0.00158,0.0012246,0.0012299,0.002995,0.0026479,0.0025255,5.5299e-05,4.6207e-05,4.5876e-05,0.00031365,0.00028279,0.00026993
3088.33,0.012,0.011802,0.011904,0.0015558,0.0012048,0.0012116,0.0029683,0.0026193,0.0024992,5.5216e-05,4.5463e-05,4.5182e-05,0.00031067,0.00027962,0.00026699
3101.94,0.011911,0.011716,0.011819,0.001532,0.0011855,0.0011937,0.0029419,0.0025911,0.0024732,5.5365e-05,4.473e-05,4.45e-05,0.00030773,0.00027649,0.00026409
3115.54,0.011822,0.011631,0.011734,0.0015085,0.0011664,0.0011761,0.0029158,0.0025632,0.0024474,5.5384e-05,4.4007e-05,4.383e-05,0.00030482,0.0002734,0.00026122
3129.15,0.011733,0.011545,0.011649,0.0014854,0.0011477,0.0011588,0.0028897,0.0025354,0.0024219,5.4971e-05,4.3293e-05,4.3172e-05,0.00030193,0.00027034,0.00025838
3142.75,0.011648,0.011464,0.011568,0.0014629,0.0011296,0.0011421,0.0028648,0.0025088,0.0023974,5.4004e-05,4.2602e-05,4.2535e-05,0.00029916,0.00026739,0.00025565
3156.36,0.011562,0.011381,0.011485,0.0014406,0.0011116,0.0011255,0.0028395,0.0024819,0.0023726,5.2537e-05,4.1917e-05,4.1902e-05,0.00029634,0.00026442,0.0002529
3169.96,0.011476,0.011299,0.011403,0.0014186,0.001094,0.0011092,0.0028145,0.0024554,0.0023483,5.0827e-05,4.1249e-05,4.1282e-05,0.00029357,0.00026149,0.00025019
3183.57,0.011392,0.011218,0.011322,0.001397,0.0010768,0.0010932,0.0027899,0.0024294,0.0023243,4.9198e-05,4.0598e-05,4.0674e-05,0.00029083,0.00025861,0.00024752
3197.17,0.011308,0.011137,0.011242,0.0013757,0.0010598,0.0010774,0.0027656,0.0024037,0.0023006,4.7936e-05,3.9961e-05,4.0076e-05,0.00028813,0.00025577,0.00024489
3210.78,0.011225,0.011058,0.011163,0.0013548,0.0010431,0.001062,0.0027416,0.0023783,0.0022773,4.7202e-05,3.9336e-05,3.9489e-05,0.00028547,0.00025298,0.00024231
3224.38,0.011144,0.010979,0.011085,0.0013342,0.0010268,0.0010468,0.0027179,0.0023533,0.0022543,4.6981e-05,3.8721e-05,3.8911e-05,0.00028285,0.00025022,0.00023976
3237.99,0.011062,0.010901,0.011007,0.0013138,0.0010106,0.0010318,0.0026943,0.0023285,0.0022315,4.709e-05,3.8113e-05,3.8341e-05,0.00028025,0.00024749,0.00023723
3251.59,0.010983,0.010825,0.010931,0.0012942,0.00099515,0.0010174,0.0026714,0.0023044,0.0022094,4.7258e-05,3.7526e-05,3.7795e-05,0.00027773,0.00024483,0.00023477
3265.2,0.010903,0.010748,0.010854,0.0012746,0.00097966,0.001003,0.0026484,0.0022803,0.0021872,4.7158e-05,3.6936e-05,3.7247e-05,0.0002752,0.00024218,0.00023232
3278.8,0.010823,0.010672,0.010778,0.0012554,0.00096449,0.00098889,0.0026257,0.0022565,0.0021654,4.6607e-05,3.6357e-05,3.6711e-05,0.0002727,0.00023956,0.0002299
3292.41,0.010745,0.010596,0.010703,0.0012365,0.00094962,0.00097503,0.0026032,0.002233,0.0021438,4.5574e-05,3.579e-05,3.6185e-05,0.00027023,0.00023698,0.00022751
3306.01,0.010667,0.010522,0.010629,0.001218,0.00093502,0.00096143,0.0025811,0.0022098,0.0021225,4.4191e-05,3.5234e-05,3.5669e-05,0.00026779,0.00023443,0.00022516
3319.62,0.010591,0.010448,0.010555,0.0011997,0.00092068,0.00094805,0.0025592,0.002187,0.0021016,4.2707e-05,3.4692e-05,3.5162e-05,0.00026538,0.00023192,0.00022284
3333.22,0.010515,0.010375,0.010482,0.0011817,0.00090657,0.00093488,0.0025376,0.0021645,0.002081,4.1392e-05,3.4161e-05,3.4662e-05,0.000263,0.00022945,0.00022056
3346.83,0.01044,0.010303,0.01041,0.001164,0.00089267,0.00092188,0.0025162,0.0021423,0.0020606,4.0456e-05,3.364e-05,3.4169e-05,0.00026065,0.00022701,0.00021831
3360.43,0.010366,0.010231,0.010339,0.0011469,0.0008793,0.00090941,0.0024952,0.0021204,0.0020405,4.0006e-05,3.314e-05,3.3697e-05,0.00025833,0.00022461,0.00021609
3374.04,0.010292,0.01016,0.010268,0.0011298,0.00086589,0.00089686,0.0024743,0.0020987,0.0020207,3.9954e-05,3.2637e-05,3.3222e-05,0.00025604,0.00022224,0.0002139
3387.64,0.010219,0.01009,0.010198,0.001113,0.00085277,0.00088457,0.0024536,0.0020773,0.002001,4.0127e-05,3.2142e-05,3.2756e-05,0.00025377,0.00021989,0.00021174
3401.25,0.010146,0.01002,0.010128,0.0010965,0.0008399,0.00087251,0.0024331,0.0020561,0.0019816,4.0267e-05,3.1655e-05,3.23e-05,0.00025153,0.00021757,0.0002096
3414.85,0.010074,0.0099507,0.010059,0.0010803,0.00082728,0.00086067,0.0024128,0.0020352,0.0019625,4.0135e-05,3.1174e-05,3.1852e-05,0.00024931,0.00021528,0.00020749
3428.46,0.010003,0.009882,0.0099903,0.0010643,0.00081488,0.00084904,0.0023927,0.0020145,0.0019435,3.9592e-05,3.0702e-05,3.1413e-05,0.00024712,0.00021302,0.00020541
3442.06,0.009932,0.0098141,0.0099224,0.0010486,0.00080269,0.0008376,0.002373,0.0019942,0.0019249,3.8642e-05,3.0238e-05,3.098e-05,0.00024496,0.0002108,0.00020335
3455.67,0.0098622,0.0097468,0.0098553,0.001033,0.00079065,0.00082627,0.0023534,0.0019741,0.0019065,3.7419e-05,2.9782e-05,3.0553e-05,0.00024282,0.0002086,0.00020133
3469.27,0.0097935,0.0096808,0.0097893,0.0010181,0.0007791,0.00081544,0.0023342,0.0019543,0.0018885,3.6159e-05,2.9347e-05,3.0144e-05,0.00024072,0.00020645,0.00019935
3482.88,0.0097251,0.0096149,0.0097235,0.001003,0.00076746,0.00080446,0.0023151,0.0019348,0.0018706,3.5059e-05,2.891e-05,2.973e-05,0.00023863,0.00020431,0.00019738
3496.48,0.0096574,0.0095497,0.0096583,0.0009882,0.00075607,0.00079373,0.0022962,0.0019155,0.0018529,3.4304e-05,2.8486e-05,2.9326e-05,0.00023656,0.00020221,0.00019544
3510.09,0.0095901,0.0094849,0.0095935,0.00097363,0.0007449,0.00078319,0.0022775,0.0018963,0.0018354,3.3957e-05,2.8069e-05,2.8929e-05,0.00023452,0.00020012,0.00019352
3523.69,0.0095232,0.0094204,0.0095291,0.00095929,0.00073393,0.00077284,0.0022589,0.0018774,0.0018181,3.3956e-05,2.7659e-05,2.8539e-05,0.0002325,0.00019806,0.00019162
3537.3,0.0094569,0.0093565,0.0094652,0.00094518,0.00072317,0.00076267,0.0022405,0.0018587,0.001801,3.4137e-05,2.7255e-05,2.8156e-05,0.0002305,0.00019603,0.00018975
3550.9,0.009391,0.009293,0.0094017,0.00093128,0.00071259,0.00075268,0.0022222,0.0018402,0.0017841,3.4281e-05,2.6856e-05,2.778e-05,0.00022852,0.00019401,0.0001879
3564.51,0.0093257,0.00923,0.0093387,0.00091756,0.0007022,0.00074284,0.0022041,0.001822,0.0017674,3.4187e-05,2.6462e-05,2.7411e-05,0.00022657,0.00019203,0.00018607
3578.11,0.009261,0.0091676,0.0092763,0.00090397,0.00069192,0.0007331,0.0021863,0.0018039,0.0017509,3.3733e-05,2.6071e-05,2.7045e-05,0.00022464,0.00019007,0.00018426
3591.72,0.0091987,0.0091076,0.0092163,0.0008908,0.00068201,0.00072371,0.002169,0.0017864,0.0017349,3.2933e-05,2.5696e-05,2.6692e-05,0.00022277,0.00018817,0.00018252
3605.32,0.0091356,0.0090467,0.0091554,0.00087763,0.00067212,0.00071433,0.0021516,0.0017689,0.0017189,3.1884e-05,2.5322e-05,2.634e-05,0.00022089,0.00018626,0.00018077
3618.93,0.0090732,0.0089865,0.0090952,0.00086465,0.00066241,0.0007051,0.0021343,0.0017516,0.0017031,3.0774e-05,2.4957e-05,2.5994e-05,0.00021903,0.00018439,0.00017904
3632.53,0.0090112,0.0089267,0.0090354,0.00085184,0.00065286,0.00069602,0.0021173,0.0017345,0.0016875,2.9796e-05,2.4601e-05,2.5654e-05,0.00021718,0.00018253,0.00017734
3646.14,0.0089497,0.0088673,0.0089759,0.00083922,0.00064348,0.00068709,0.0021003,0.0017176,0.001672,2.9099e-05,2.4252e-05,2.5319e-05,0.00021535,0.0001807,0.00017565
3659.74,0.0088884,0.0088082,0.0089168,0.00082679,0.00063427,0.00067831,0.0020835,0.0017008,0.0016567,2.8753e-05,2.3911e-05,2.499e-05,0.00021354,0.00017888,0.00017398
3673.35,0.0088275,0.0087494,0.0088579,0.00081454,0.00062523,0.00066969,0.0020668,0.0016842,0.0016416,2.8722e-05,2.3574e-05,2.4668e-05,0.00021174,0.00017709,0.00017233
3686.95,0.0087659,0.0086899,0.0087983,0.00080246,0.00061633,0.0006612,0.0020499,0.0016676,0.0016263,2.8882e-05,2.3242e-05,2.435e-05,0.00020994,0.00017529,0.00017067
3700.56,0.0087104,0.0086364,0.0087447,0.00079062,0.00060764,0.00065289,0.0020345,0.0016522,0.0016123,2.9054e-05,2.2915e-05,2.4039e-05,0.00020829,0.00017362,0.00016915
3714.16,0.0086504,0.0085784,0.0086867,0.00077888,0.00059904,0.00064467,0.0020181,0.001636,0.0015976,2.9054e-05,2.2591e-05,2.3732e-05,0.00020654,0.00017188,0.00016754
3727.77,0.0085921,0.008522,0.0086303,0.0007673,0.00059059,0.00063657,0.0020021,0.0016203,0.0015832,2.8764e-05,2.227e-05,2.3429e-05,0.00020484,0.00017018,0.00016598
3741.37,0.0085345,0.0084664,0.0085745,0.00075588,0.00058227,0.00062859,0.0019863,0.0016048,0.001569,2.8159e-05,2.1955e-05,2.3131e-05,0.00020316,0.0001685,0.00016444
3754.98,0.0084774,0.0084112,0.0085193,0.00074461,0.00057409,0.00062073,0.0019707,0.0015894,0.0015551,2.7309e-05,2.1647e-05,2.2837e-05,0.00020149,0.00016685,0.00016292
3768.58,0.0084207,0.0083564,0.0084644,0.00073352,0.00056604,0.00061299,0.0019551,0.0015743,0.0015412,2.6355e-05,2.1344e-05,2.2548e-05,0.00019984,0.00016521,0.00016142
3782.19,0.0083643,0.0083019,0.0084097,0.00072259,0.00055813,0.00060538,0.0019397,0.0015592,0.0015275,2.5462e-05,2.1049e-05,2.2264e-05,0.00019819,0.00016359,0.00015993
3795.79,0.0083079,0.0082473,0.008355,0.00071184,0.00055036,0.00059789,0.0019243,0.0015443,0.0015138,2.4771e-05,2.0761e-05,2.1985e-05,0.00019655,0.00016198,0.00015845
3809.4,0.0082514,0.0081927,0.0083003,0.00070126,0.00054273,0.00059054,0.0019089,0.0015294,0.0015002,2.437e-05,2.0478e-05,2.171e-05,0.00019492,0.00016038,0.00015698
3823.0,0.0082,0.008143,0.0082505,0.0006909,0.00053527,0.00058333,0.0018947,0.0015155,0.0014876,2.4265e-05,2.0201e-05,2.1441e-05,0.00019341,0.00015888,0.00015561
3836.61,0.0081448,0.0080895,0.0081969,0.00068065,0.00052789,0.0005762,0.0018796,0.001501,0.0014744,2.4375e-05,1.9926e-05,2.1175e-05,0.00019181,0.00015733,0.00015418
3850.21,0.0080907,0.0080372,0.0081445,0.00067056,0.00052064,0.00056917,0.0018649,0.0014868,0.0014614,2.4565e-05,1.9654e-05,2.0913e-05,0.00019025,0.0001558,0.00015278
3863.82,0.0080375,0.0079856,0.0080927,0.00066061,0.0005135,0.00056225,0.0018503,0.0014729,0.0014487,2.4675e-05,1.9385e-05,2.0655e-05,0.00018872,0.0001543,0.0001514
3877.42,0.0079848,0.0079346,0.0080416,0.00065082,0.00050646,0.00055542,0.0018359,0.0014591,0.0014361,2.4574e-05,1.9119e-05,2.04e-05,0.0001872,0.00015282,0.00015004
3891.03,0.0079325,0.007884,0.0079909,0.00064118,0.00049954,0.00054869,0.0018216,0.0014454,0.0014237,2.42e-05,1.8856e-05,2.0149e-05,0.0001857,0.00015135,0.0001487
3904.63,0.0078806,0.0078337,0.0079404,0.00063168,0.00049273,0.00054205,0.0018075,0.0014319,0.0014113,2.3573e-05,1.8598e-05,1.9902e-05,0.0001842,0.0001499,0.00014737
3918.24,0.0078284,0.0077832,0.0078897,0.00062233,0.00048602,0.00053551,0.0017933,0.0014185,0.0013991,2.2785e-05,1.8345e-05,1.9658e-05,0.0001827,0.00014846,0.00014604
3931.84,0.0077756,0.0077319,0.0078382,0.00061314,0.00047942,0.00052908,0.0017789,0.0014049,0.0013867,2.1968e-05,1.8098e-05,1.9418e-05,0.00018118,0.00014701,0.00014471
3945.45,0.0077288,0.0076866,0.0077929,0.00060425,0.00047305,0.00052287,0.001766,0.0013926,0.0013755,2.1261e-05,1.786e-05,1.9186e-05,0.00017981,0.00014569,0.00014349
3959.05,0.0076778,0.0076371,0.0077432,0.00059537,0.00046669,0.00051664,0.0017522,0.0013795,0.0013636,2.076e-05,1.7624e-05,1.8954e-05,0.00017834,0.00014429,0.00014221
3972.66,0.0076276,0.0075885,0.0076944,0.00058666,0.00046044,0.00051052,0.0017385,0.0013667,0.0013519,2.0516e-05,1.7392e-05,1.8726e-05,0.0001769,0.00014291,0.00014095
3986.26,0.0075782,0.0075405,0.0076463,0.00057808,0.00045428,0.00050449,0.0017251,0.0013541,0.0013403,2.051e-05,1.7163e-05,1.8501e-05,0.00017548,0.00014156,0.00013971
3999.87,0.0075294,0.0074932,0.0075987,0.00056963,0.00044822,0.00049854,0.0017118,0.0013417,0.001329,2.0654e-05,1.6936e-05,1.8279e-05,0.00017408,0.00014023,0.00013849
4013.47,0.0074811,0.0074463,0.0075517,0.0005613,0.00044225,0.00049266,0.0016987,0.0013294,0.0013178,2.0825e-05,1.6711e-05,1.806e-05,0.0001727,0.00013892,0.00013728
4027.08,0.0074332,0.0073998,0.007505,0.0005531,0.00043637,0.00048686,0.0016856,0.0013172,0.0013067,2.0889e-05,1.6488e-05,1.7844e-05,0.00017133,0.00013762,0.00013609
4040.68,0.0073853,0.0073533,0.0074583,0.00054499,0.00043055,0.00048112,0.0016726,0.0013051,0.0012956,2.0749e-05,1.6267e-05,1.763e-05,0.00016996,0.00013632,0.0001349
4054.29,0.0073367,0.0073061,0.0074109,0.000537,0.00042482,0.00047545,0.0016595,0.001293,0.0012845,2.0372e-05,1.6049e-05,1.7419e-05,0.00016858,0.00013503,0.00013371
4067.89,0.0072927,0.0072634,0.007368,0.0005294,0.00041939,0.00047012,0.0016474,0.0012817,0.0012743,1.9802e-05,1.5843e-05,1.722e-05,0.0001673,0.00013382,0.0001326
4081.5,0.0072457,0.0072177,0.0073221,0.00052169,0.00041387,0.00046465,0.0016347,0.00127,0.0012636,1.9107e-05,1.5635e-05,1.7016e-05,0.00016596,0.00013257,0.00013145
4095.1,0.0071992,0.0071725,0.0072767,0.00051413,0.00040846,0.00045928,0.0016221,0.0012584,0.001253,1.8412e-05,1.5431e-05,1.6816e-05,0.00016463,0.00013133,0.00013031
4108.71,0.0071533,0.0071278,0.0072318,0.00050669,0.00040315,0.00045401,0.0016096,0.001247,0.0012425,1.7824e-05,1.5233e-05,1.662e-05,0.00016331,0.00013011,0.00012919
4122.31,0.0071078,0.0070836,0.0071874,0.00049935,0.00039791,0.00044881,0.0015973,0.0012357,0.0012322,1.7425e-05,1.5038e-05,1.6426e-05,0.00016201,0.0001289,0.00012808
4135.92,0.007063,0.00704,0.0071436,0.00049212,0.00039275,0.00044367,0.0015851,0.0012246,0.0012221,1.7246e-05,1.4847e-05,1.6234e-05,0.00016073,0.00012772,0.00012699
4149.52,0.0070187,0.0069969,0.0071003,0.00048498,0.00038766,0.0004386,0.0015731,0.0012136,0.001212,1.7264e-05,1.4657e-05,1.6045e-05,0.00015947,0.00012655,0.00012592
4163.13,0.0069747,0.0069541,0.0070573,0.0004779,0.00038262,0.00043356,0.0015611,0.0012027,0.0012021,1.7404e-05,1.4468e-05,1.5858e-05,0.00015821,0.00012539,0.00012485
4176.73,0.0069307,0.0069112,0.0070142,0.0004709,0.00037764,0.00042857,0.0015492,0.0011919,0.0011922,1.7556e-05,1.428e-05,1.5672e-05,0.00015696,0.00012424,0.0001238
4190.34,0.0068884,0.0068701,0.0069728,0.0004643,0.00037298,0.00042394,0.0015377,0.0011815,0.0011827,1.7624e-05,1.4103e-05,1.5499e-05,0.00015576,0.00012312,0.00012277
4203.94,0.0068452,0.006828,0.0069305,0.00045752,0.00036818,0.00041911,0.001526,0.0011709,0.001173,1.7506e-05,1.3919e-05,1.5319e-05,0.00015453,0.000122,0.00012174
4217.55,0.0068023,0.0067862,0.0068885,0.00045087,0.00036347,0.00041439,0.0015143,0.0011605,0.0011635,1.7186e-05,1.374e-05,1.5143e-05,0.00015331,0.00012088,0.00012071
4231.15,0.0067597,0.0067446,0.0068467,0.00044433,0.00035886,0.00040974,0.0015028,0.0011501,0.001154,1.6694e-05,1.3565e-05,1.497e-05,0.0001521,0.00011978,0.0001197
4244.76,0.0067174,0.0067034,0.0068053,0.00043788,0.00035432,0.00040518,0.0014913,0.0011399,0.0011447,1.61e-05,1.3393e-05,1.48e-05,0.0001509,0.00011869,0.0001187
4258.36,0.0066756,0.0066626,0.0067643,0.00043152,0.00034985,0.00040067,0.00148,0.0011298,0.0011354,1.5499e-05,1.3225e-05,1.4633e-05,0.00014971,0.00011762,0.00011771
4271.97,0.0066343,0.0066224,0.0067238,0.00042524,0.00034544,0.00039622,0.0014688,0.0011198,0.0011263,1.4984e-05,1.306e-05,1.4467e-05,0.00014853,0.00011655,0.00011673
4285.57,0.0065935,0.0065826,0.0066837,0.00041902,0.00034109,0.00039181,0.0014577,0.00111,0.0011173,1.4623e-05,1.2898e-05,1.4303e-05,0.00014737,0.00011551,0.00011577
4299.18,0.0065532,0.0065433,0.0066442,0.00041286,0.00033678,0.00038744,0.0014467,0.0011003,0.0011084,1.4449e-05,1.2738e-05,1.4141e-05,0.00014622,0.00011448,0.00011482
4312.78,0.0065133,0.0065042,0.0066049,0.00040704,0.00033274,0.00038337,0.0014358,0.0010907,0.0010996,1.4459e-05,1.2588e-05,1.3989e-05,0.00014508,0.00011346,0.00011388
4326.39,0.0064736,0.0064655,0.0065659,0.00040102,0.00032853,0.00037908,0.001425,0.0010812,0.0010909,1.4576e-05,1.243e-05,1.383e-05,0.00014395,0.00011245,0.00011295
4339.99,0.006434,0.0064269,0.0065271,0.00039514,0.00032444,0.0003749,0.0014142,0.0010717,0.0010823,1.4725e-05,1.2275e-05,1.3675e-05,0.00014284,0.00011145,0.00011203
4353.6,0.0063947,0.0063884,0.0064884,0.00038935,0.00032042,0.0003708,0.0014035,0.0010624,0.0010737,1.4811e-05,1.2123e-05,1.3522e-05,0.00014172,0.00011045,0.00011111
4367.2,0.0063555,0.0063501,0.0064499,0.00038365,0.00031646,0.00036676,0.0013928,0.0010531,0.0010652,1.4758e-05,1.1972e-05,1.3372e-05,0.00014062,0.00010947,0.00011021
4380.81,0.0063166,0.006312,0.0064115,0.00037805,0.00031258,0.00036279,0.0013822,0.0010439,0.0010568,1.4534e-05,1.1824e-05,1.3225e-05,0.00013952,0.00010849,0.00010931
4394.41,0.006278,0.0062743,0.0063735,0.00037252,0.00030875,0.00035887,0.0013717,0.0010349,0.0010485,1.4152e-05,1.1678e-05,1.308e-05,0.00013843,0.00010753,0.00010842
4408.02,0.0062398,0.0062369,0.0063359,0.00036707,0.00030498,0.000355,0.0013613,0.0010259,0.0010403,1.3665e-05,1.1535e-05,1.2936e-05,0.00013735,0.00010658,0.00010754
4421.62,0.0062019,0.0061998,0.0062986,0.00036165,0.00030124,0.00035115,0.0013509,0.001017,0.0010321,1.3146e-05,1.1394e-05,1.2793e-05,0.00013627,0.00010563,0.00010667
4435.23,0.0061657,0.0061645,0.006263,0.0003566,0.00029777,0.00034759,0.001341,0.0010085,0.0010243,1.2687e-05,1.1264e-05,1.2661e-05,0.00013524,0.00010473,0.00010584
4448.83,0.0061284,0.006128,0.0062262,0.00035126,0.00029407,0.00034376,0.0013308,0.00099977,0.0010163,1.2329e-05,1.1127e-05,1.2519e-05,0.00013418,0.00010381,0.00010499
