,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5p,5p,5p,5s,5s,5s
3169.96,,,,,,,0.024611,0.022255,0.021878,0.03107,0.028431,0.027335,0.0095284,0.0090173,0.0085328,0.0050205,0.0048724,0.0047305,0.0080317,0.0077809,0.0075049,0.0028317,0.0027914,0.0026609,0.00034107,0.00033224,0.00032064,0.00037216,0.00036882,0.00035199
3183.57,,,,,,,0.024303,0.021971,0.021606,0.03084,0.028193,0.027111,0.0094777,0.0089585,0.0084776,0.0049549,0.0048075,0.004668,0.0079602,0.0077074,0.0074347,0.0028112,0.0027694,0.0026399,0.00033869,0.00032902,0.00031756,0.0003693,0.00036579,0.00034909
3197.17,,,,,,,0.024,0.02169,0.021339,0.030613,0.027958,0.02689,0.0094275,0.0089003,0.0084229,0.0048904,0.0047437,0.0046065,0.0078896,0.0076349,0.0073656,0.002791,0.0027477,0.0026192,0.00033575,0.00032585,0.00031453,0.00036647,0.00036279,0.00034623
3210.78,,,,,,,0.023701,0.021414,0.021075,0.030388,0.027726,0.026672,0.0093778,0.0088428,0.0083688,0.0048268,0.0046808,0.0045459,0.0078199,0.0075633,0.0072973,0.0027711,0.0027262,0.0025988,0.00033219,0.00032271,0.00031154,0.00036368,0.00035984,0.00034341
3224.38,,,,,,,0.023406,0.021141,0.020815,0.030165,0.027495,0.026455,0.0093285,0.0087857,0.0083152,0.0047641,0.0046188,0.0044861,0.0077509,0.0074924,0.0072297,0.0027513,0.002705,0.0025785,0.00032824,0.00031961,0.00030858,0.00036092,0.00035692,0.00034062
3237.99,,,,,,,0.023113,0.020872,0.020557,0.029941,0.027265,0.026239,0.0092793,0.0087287,0.0082618,0.0047022,0.0045576,0.0044271,0.0076822,0.007422,0.0071625,0.0027317,0.0026839,0.0025584,0.00032437,0.00031654,0.00030564,0.00035818,0.00035401,0.00033785
3251.59,,,,,,,0.022832,0.020613,0.02031,0.029727,0.027044,0.026032,0.0092317,0.0086734,0.0082099,0.0046426,0.0044988,0.0043704,0.0076161,0.0073541,0.0070978,0.0027126,0.0026634,0.0025389,0.00032109,0.00031358,0.00030281,0.00035552,0.00035119,0.00033516
3265.2,,,,,,,0.022549,0.020352,0.020062,0.029509,0.026819,0.025821,0.0091834,0.0086175,0.0081575,0.0045828,0.0044397,0.0043134,0.0075492,0.0072855,0.0070325,0.0026934,0.0026428,0.0025193,0.00031842,0.00031059,0.00029995,0.00035285,0.00034836,0.00033245
3278.8,,,,,,,0.02227,0.020096,0.019817,0.029293,0.026598,0.025613,0.0091355,0.0085621,0.0081056,0.0045241,0.0043818,0.0042576,0.0074832,0.0072179,0.006968,0.0026745,0.0026224,0.0024999,0.00031629,0.00030764,0.00029713,0.00035021,0.00034556,0.00032978
3292.41,,,,,,,0.021996,0.019845,0.019577,0.02908,0.026379,0.025407,0.009088,0.0085072,0.0080541,0.0044664,0.0043248,0.0042027,0.0074181,0.0071512,0.0069045,0.0026557,0.0026022,0.0024807,0.00031431,0.00030473,0.00029435,0.0003476,0.00034279,0.00032715
3306.01,,,,,,,0.021726,0.019597,0.019341,0.028869,0.026162,0.025204,0.009041,0.0084529,0.0080032,0.0044096,0.0042688,0.0041488,0.0073539,0.0070855,0.0068418,0.0026372,0.0025823,0.0024617,0.00031203,0.00030185,0.00029161,0.00034503,0.00034006,0.00032454
3319.62,,,,,,,0.02146,0.019353,0.019108,0.028661,0.025948,0.025003,0.0089946,0.0083991,0.0079529,0.0043537,0.0042137,0.0040956,0.0072905,0.0070205,0.0067799,0.0026189,0.0025626,0.002443,0.00030919,0.00029902,0.0002889,0.0003425,0.00033736,0.00032197
3333.22,,,,,,,0.021197,0.019112,0.018878,0.028454,0.025737,0.024805,0.0089486,0.008346,0.0079031,0.0042985,0.0041594,0.0040433,0.0072278,0.0069564,0.0067188,0.0026008,0.0025432,0.0024246,0.00030583,0.00029622,0.00028623,0.00034,0.0003347,0.00031943
3346.83,,,,,,,0.020936,0.018874,0.018651,0.028249,0.025526,0.024608,0.008903,0.0082932,0.0078538,0.004244,0.0041057,0.0039915,0.0071658,0.0068929,0.0066583,0.002583,0.002524,0.0024063,0.00030224,0.00029345,0.00028359,0.00033752,0.00033207,0.00031693
3360.43,,,,,,,0.020685,0.018645,0.018432,0.028048,0.025321,0.024415,0.0088579,0.0082411,0.007805,0.0041914,0.0040539,0.0039417,0.007105,0.0068308,0.0065991,0.0025654,0.002505,0.0023883,0.00029889,0.00029074,0.000281,0.00033509,0.00032947,0.00031445
3374.04,,,,,,,0.020432,0.018414,0.018211,0.027846,0.025115,0.024222,0.008813,0.0081892,0.0077565,0.0041385,0.0040019,0.0038915,0.0070443,0.0067687,0.00654,0.0025479,0.0024862,0.0023704,0.00029605,0.00028805,0.00027842,0.00033268,0.0003269,0.000312
3387.64,,,,,,,0.020183,0.018187,0.017994,0.027646,0.024911,0.024031,0.0087684,0.0081377,0.0077083,0.0040866,0.0039508,0.0038423,0.0069842,0.0067074,0.0064815,0.0025305,0.0024676,0.0023527,0.00029384,0.00028538,0.00027587,0.00033029,0.00032435,0.00030957
3401.25,,,,,,,0.019937,0.017964,0.017781,0.027448,0.024709,0.023842,0.008724,0.0080865,0.0076605,0.0040356,0.0039007,0.003794,0.0069248,0.0066467,0.0064238,0.0025133,0.0024491,0.0023351,0.00029205,0.00028274,0.00027336,0.00032793,0.00032182,0.00030717
3414.85,,,,,,,0.019696,0.017744,0.017571,0.027252,0.024509,0.023654,0.0086799,0.0080356,0.007613,0.0039854,0.0038513,0.0037464,0.0068661,0.0065868,0.0063667,0.0024963,0.0024308,0.0023178,0.00029031,0.00028014,0.00027087,0.00032559,0.00031932,0.00030479
3428.46,,,,,,,0.019458,0.017528,0.017364,0.027057,0.024311,0.023469,0.0086361,0.0079853,0.007566,0.0039359,0.0038028,0.0036997,0.0068082,0.0065277,0.0063104,0.0024795,0.0024127,0.0023006,0.00028823,0.00027756,0.00026841,0.00032328,0.00031685,0.00030244
3442.06,,,,,,,0.019223,0.017315,0.01716,0.026865,0.024116,0.023286,0.0085929,0.0079354,0.0075194,0.0038873,0.003755,0.0036536,0.0067509,0.0064693,0.0062549,0.0024629,0.0023948,0.0022836,0.00028562,0.00027502,0.000266,0.000321,0.00031441,0.00030012
3455.67,,,,,,,0.018991,0.017104,0.016959,0.026675,0.023923,0.023106,0.00855,0.007886,0.0074734,0.0038391,0.0037078,0.0036081,0.0066944,0.0064117,0.0062,0.0024464,0.0023772,0.0022668,0.00028254,0.00027252,0.00026361,0.00031875,0.000312,0.00029782
3469.27,,,,,,,0.018766,0.0169,0.016764,0.026487,0.023732,0.022927,0.0085079,0.0078375,0.0074281,0.0037926,0.0036621,0.0035641,0.0066387,0.0063549,0.0061459,0.0024303,0.0023598,0.0022504,0.00027932,0.00027005,0.00026125,0.00031653,0.00030963,0.00029557
3482.88,,,,,,,0.018539,0.016695,0.016568,0.0263,0.023543,0.02275,0.0084658,0.007789,0.0073829,0.0037458,0.0036162,0.0035198,0.0065834,0.0062986,0.0060923,0.0024142,0.0023425,0.002234,0.00027631,0.00026761,0.00025892,0.00031434,0.00030728,0.00029333
3496.48,,,,,,,0.018316,0.016494,0.016375,0.026115,0.023356,0.022574,0.0084241,0.007741,0.0073381,0.0036998,0.0035711,0.0034764,0.0065287,0.0062428,0.0060393,0.0023983,0.0023254,0.0022178,0.00027382,0.0002652,0.00025662,0.00031216,0.00030495,0.00029112
3510.09,,,,,,,0.018096,0.016295,0.016185,0.02593,0.023169,0.0224,0.0083826,0.0076932,0.0072937,0.0036545,0.0035268,0.0034337,0.0064744,0.0061877,0.0059868,0.0023825,0.0023085,0.0022017,0.00027188,0.00026281,0.00025433,0.00031,0.00030264,0.00028893
3523.69,,,,,,,0.017879,0.0161,0.015998,0.025748,0.022985,0.022227,0.0083413,0.0076458,0.0072495,0.00361,0.0034831,0.0033916,0.0064207,0.0061331,0.0059348,0.0023668,0.0022917,0.0021858,0.00027031,0.00026044,0.00025208,0.00030787,0.00030035,0.00028676
3537.3,,,,,,,0.017665,0.015907,0.015814,0.025566,0.022802,0.022056,0.0083001,0.0075986,0.0072055,0.0035661,0.0034402,0.0033503,0.0063676,0.0060791,0.0058834,0.0023513,0.002275,0.00217,0.00026876,0.0002581,0.00024985,0.00030575,0.00029809,0.00028461
3550.9,,,,,,,0.017455,0.015718,0.015633,0.025387,0.022621,0.021887,0.0082593,0.0075517,0.0071619,0.003523,0.003398,0.0033096,0.0063151,0.0060257,0.0058327,0.0023359,0.0022585,0.0021543,0.00026689,0.00025579,0.00024764,0.00030365,0.00029584,0.00028248
3564.51,,,,,,,0.017248,0.015532,0.015454,0.025209,0.022443,0.02172,0.0082186,0.0075052,0.0071186,0.0034805,0.0033564,0.0032696,0.0062632,0.005973,0.0057825,0.0023207,0.0022421,0.0021388,0.00026452,0.0002535,0.00024547,0.00030157,0.00029362,0.00028036
3578.11,,,,,,,0.017042,0.015347,0.015278,0.025033,0.022266,0.021555,0.0081783,0.007459,0.0070757,0.0034384,0.0033154,0.00323,0.006212,0.0059211,0.0057331,0.0023056,0.0022259,0.0021235,0.00026173,0.00025125,0.00024333,0.00029951,0.00029142,0.00027828
3591.72,,,,,,,0.016841,0.015167,0.015106,0.02486,0.022092,0.021392,0.0081398,0.0074147,0.0070345,0.0033974,0.0032753,0.0031914,0.0061617,0.00587,0.0056845,0.002291,0.0022103,0.0021087,0.0002588,0.00024904,0.00024122,0.00029753,0.0002893,0.00027627
3605.32,,,,,,,0.016642,0.014988,0.014934,0.024688,0.021919,0.02123,0.0081005,0.0073696,0.0069926,0.0033567,0.0032355,0.003153,0.0061116,0.0058192,0.0056362,0.0022763,0.0021945,0.0020938,0.00025606,0.00024685,0.00023913,0.00029552,0.00028716,0.00027424
3618.93,,,,,,,0.016445,0.014812,0.014765,0.024517,0.021748,0.02107,0.0080615,0.007325,0.0069512,0.0033165,0.0031963,0.0031152,0.0060621,0.005769,0.0055885,0.0022618,0.0021789,0.002079,0.00025378,0.00024469,0.00023706,0.00029354,0.00028505,0.00027223
3632.53,,,,,,,0.01625,0.014638,0.014598,0.024347,0.021578,0.020911,0.0080228,0.0072807,0.0069101,0.0032768,0.0031576,0.0030779,0.006013,0.0057193,0.0055412,0.0022474,0.0021635,0.0020644,0.00025203,0.00024254,0.00023501,0.00029158,0.00028296,0.00027025
3646.14,,,,,,,0.016058,0.014466,0.014434,0.024178,0.021409,0.020753,0.0079843,0.0072367,0.0068692,0.0032378,0.0031195,0.0030412,0.0059643,0.00567,0.0054943,0.0022331,0.0021481,0.0020499,0.00025063,0.00024042,0.00023299,0.00028963,0.00028088,0.00026828
3659.74,,,,,,,0.015868,0.014297,0.014272,0.02401,0.021242,0.020597,0.0079459,0.0071929,0.0068285,0.0031993,0.003082,0.0030051,0.0059161,0.0056212,0.0054479,0.0022189,0.0021329,0.0020355,0.00024928,0.00023831,0.00023098,0.00028769,0.00027883,0.00026633
3673.35,,,,,,,0.015682,0.014131,0.014112,0.023843,0.021076,0.020442,0.0079075,0.0071492,0.0067879,0.0031615,0.0030451,0.0029695,0.0058683,0.0055729,0.005402,0.0022048,0.0021178,0.0020212,0.00024766,0.00023622,0.00022899,0.00028576,0.00027678,0.00026439
3686.95,,,,,,,0.015498,0.013967,0.013955,0.023676,0.02091,0.020287,0.0078684,0.0071049,0.0067468,0.0031242,0.0030088,0.0029345,0.0058206,0.0055247,0.0053562,0.0021905,0.0021025,0.0020068,0.00024557,0.00023414,0.00022701,0.00028382,0.00027472,0.00026244
3700.56,,,,,,,0.015317,0.013806,0.0138,0.023519,0.020754,0.020141,0.0078342,0.0070652,0.0067101,0.0030875,0.0029731,0.0029001,0.0057756,0.0054791,0.0053129,0.0021777,0.0020887,0.0019937,0.00024314,0.00023217,0.00022514,0.00028206,0.00027284,0.00026067
3714.16,,,,,,,0.015137,0.013647,0.013647,0.023356,0.020592,0.01999,0.0077961,0.007022,0.0066701,0.0030513,0.0029379,0.0028662,0.0057292,0.0054323,0.0052683,0.0021638,0.0020738,0.0019797,0.00024044,0.00023015,0.00022322,0.00028016,0.00027084,0.00025877
3727.77,,,,,,,0.01496,0.01349,0.013497,0.023196,0.020433,0.019842,0.0077591,0.00698,0.0066311,0.0030156,0.0029031,0.0028327,0.0056836,0.0053863,0.0052246,0.0021503,0.0020594,0.0019661,0.00023786,0.00022817,0.00022133,0.00027831,0.00026889,0.00025692
3741.37,,,,,,,0.014786,0.013335,0.013348,0.023038,0.020277,0.019695,0.0077227,0.0069385,0.0065927,0.0029803,0.0028688,0.0027996,0.0056387,0.0053409,0.0051815,0.002137,0.0020451,0.0019526,0.00023567,0.00022622,0.00021947,0.00027649,0.00026696,0.0002551
3754.98,,,,,,,0.014613,0.013181,0.013201,0.022881,0.020121,0.01955,0.0076865,0.0068974,0.0065546,0.0029455,0.002835,0.002767,0.0055941,0.005296,0.0051388,0.0021239,0.002031,0.0019393,0.00023397,0.00022429,0.00021763,0.00027468,0.00026506,0.0002533
3768.58,,,,,,,0.014442,0.01303,0.013055,0.022724,0.019966,0.019406,0.0076505,0.0068565,0.0065168,0.0029111,0.0028016,0.0027348,0.0055499,0.0052514,0.0050964,0.0021108,0.002017,0.001926,0.00023264,0.00022237,0.0002158,0.00027289,0.00026317,0.00025151
3782.19,,,,,,,0.014273,0.012881,0.012912,0.022569,0.019813,0.019262,0.0076145,0.0068157,0.0064791,0.0028772,0.0027687,0.0027031,0.0055059,0.0052072,0.0050544,0.0020978,0.0020031,0.0019129,0.00023144,0.00022047,0.00021399,0.00027111,0.0002613,0.00024974
3795.79,,,,,,,0.014107,0.012734,0.012771,0.022413,0.01966,0.019119,0.0075784,0.0067749,0.0064414,0.0028438,0.0027363,0.0026718,0.0054623,0.0051633,0.0050127,0.0020848,0.0019892,0.0018998,0.00023005,0.00021857,0.00021218,0.00026934,0.00025943,0.00024797
3809.4,,,,,,,0.013944,0.01259,0.012632,0.022259,0.019508,0.018978,0.0075421,0.006734,0.0064035,0.002811,0.0027045,0.0026411,0.0054189,0.0051197,0.0049712,0.0020718,0.0019753,0.0018867,0.00022827,0.0002167,0.0002104,0.00026756,0.00025756,0.0002462
3823.0,,,,,,,0.013783,0.012449,0.012496,0.022114,0.019366,0.018845,0.0075098,0.0066969,0.0063692,0.0027788,0.0026733,0.0026111,0.0053782,0.0050787,0.0049323,0.00206,0.0019626,0.0018747,0.00022616,0.00021492,0.00020872,0.00026594,0.00025584,0.00024458
3836.61,,,,,,,0.013623,0.012308,0.012361,0.021963,0.019217,0.018706,0.0074742,0.0066568,0.0063321,0.0027469,0.0026423,0.0025812,0.0053358,0.0050361,0.0048918,0.0020473,0.001949,0.0018619,0.0002237,0.00021309,0.00020697,0.0002642,0.00025402,0.00024285
3850.21,,,,,,,0.013466,0.01217,0.012228,0.021814,0.019071,0.01857,0.0074393,0.0066175,0.0062959,0.0027154,0.0026119,0.0025518,0.0052942,0.0049943,0.0048522,0.0020348,0.0019357,0.0018494,0.00022126,0.0002113,0.00020526,0.0002625,0.00025223,0.00024116
3863.82,,,,,,,0.013311,0.012033,0.012096,0.021667,0.018927,0.018435,0.007405,0.0065787,0.0062601,0.0026844,0.0025818,0.0025228,0.0052532,0.0049532,0.004813,0.0020226,0.0019226,0.001837,0.0002191,0.00020953,0.00020357,0.00026083,0.00025047,0.0002395
3877.42,,,,,,,0.013157,0.011898,0.011966,0.021521,0.018785,0.018302,0.007371,0.0065404,0.0062247,0.0026537,0.0025521,0.0024942,0.0052126,0.0049124,0.0047743,0.0020105,0.0019096,0.0018248,0.00021738,0.00020778,0.00020191,0.00025918,0.00024873,0.00023785
3891.03,,,,,,,0.013005,0.011765,0.011838,0.021376,0.018643,0.01817,0.0073373,0.0065024,0.0061896,0.0026234,0.0025228,0.0024659,0.0051723,0.0048721,0.004736,0.0019985,0.0018968,0.0018127,0.00021607,0.00020605,0.00020025,0.00025754,0.00024701,0.00023623
3904.63,,,,,,,0.012855,0.011633,0.011711,0.021231,0.018502,0.018039,0.0073036,0.0064645,0.0061547,0.0025934,0.0024938,0.002438,0.0051323,0.004832,0.0046979,0.0019866,0.0018841,0.0018007,0.00021498,0.00020433,0.00019861,0.00025592,0.0002453,0.00023461
3918.24,,,,,,,0.012706,0.011503,0.011585,0.021087,0.018362,0.017907,0.0072698,0.0064266,0.0061197,0.0025638,0.0024652,0.0024104,0.0050923,0.004792,0.0046599,0.0019746,0.0018713,0.0017888,0.00021384,0.00020261,0.00019698,0.0002543,0.00024359,0.000233
3931.84,,,,,,,0.012559,0.011374,0.011461,0.020941,0.01822,0.017775,0.0072351,0.006388,0.0060841,0.0025346,0.002437,0.0023832,0.0050522,0.0047519,0.0046218,0.0019625,0.0018585,0.0017766,0.00021238,0.00020088,0.00019534,0.00025267,0.00024186,0.00023137
3945.45,,,,,,,0.012418,0.011251,0.011343,0.02081,0.018092,0.017656,0.0072052,0.0063537,0.0060525,0.0025066,0.00241,0.0023571,0.0050158,0.0047154,0.0045872,0.0019517,0.0018469,0.0017657,0.00021067,0.00019931,0.00019384,0.0002512,0.0002403,0.0002299
3959.05,,,,,,,0.012276,0.011127,0.011222,0.020668,0.017955,0.017528,0.0071717,0.0063164,0.0060181,0.0024783,0.0023827,0.0023308,0.004977,0.0046766,0.0045503,0.00194,0.0018344,0.001754,0.0002085,0.00019764,0.00019226,0.00024962,0.00023863,0.00022832
3972.66,,,,,,,0.012135,0.011004,0.011104,0.020529,0.017821,0.017403,0.0071388,0.0062796,0.0059843,0.0024505,0.0023558,0.0023049,0.0049389,0.0046386,0.0045142,0.0019285,0.0018222,0.0017425,0.00020623,0.000196,0.0001907,0.00024807,0.00023699,0.00022677
3986.26,,,,,,,0.011997,0.010883,0.010988,0.020392,0.017688,0.017279,0.0071063,0.0062433,0.0059509,0.002423,0.0023294,0.0022793,0.0049013,0.0046011,0.0044786,0.0019172,0.0018101,0.0017311,0.0002041,0.00019439,0.00018917,0.00024653,0.00023537,0.00022524
3999.87,,,,,,,0.01186,0.010764,0.010873,0.020256,0.017557,0.017157,0.0070742,0.0062075,0.0059178,0.0023959,0.0023033,0.0022541,0.0048642,0.004564,0.0044434,0.001906,0.0017981,0.0017199,0.00020233,0.00019281,0.00018765,0.00024502,0.00023377,0.00022373
4013.47,,,,,,,0.011724,0.010646,0.010759,0.020122,0.017427,0.017036,0.0070425,0.006172,0.0058852,0.0023691,0.0022774,0.0022292,0.0048274,0.0045274,0.0044086,0.0018949,0.0017864,0.0017088,0.00020097,0.00019124,0.00018615,0.00024353,0.00023219,0.00022224
4027.08,,,,,,,0.01159,0.01053,0.010646,0.019988,0.017298,0.016915,0.0070109,0.0061368,0.0058528,0.0023426,0.0022519,0.0022046,0.0047909,0.0044911,0.0043741,0.001884,0.0017747,0.0016978,0.00019993,0.00018968,0.00018467,0.00024206,0.00023063,0.00022077
4040.68,,,,,,,0.011457,0.010414,0.010534,0.019854,0.01717,0.016795,0.0069794,0.0061017,0.0058205,0.0023163,0.0022266,0.0021802,0.0047545,0.0044548,0.0043397,0.001873,0.0017631,0.0016869,0.00019899,0.00018812,0.00018319,0.00024059,0.00022907,0.0002193
4054.29,,,,,,,0.011325,0.010299,0.010423,0.019717,0.017039,0.016673,0.0069471,0.006066,0.0057877,0.0022902,0.0022015,0.0021559,0.0047177,0.0044183,0.004305,0.001862,0.0017513,0.0016759,0.00019788,0.00018655,0.00018169,0.00023911,0.0002275,0.00021782
4067.89,,,,,,,0.011201,0.010192,0.01032,0.019595,0.016922,0.016564,0.0069181,0.0060333,0.0057577,0.0022658,0.0021781,0.0021333,0.0046844,0.004385,0.0042735,0.0018518,0.0017404,0.0016656,0.00019659,0.00018512,0.00018034,0.00023775,0.00022604,0.00021645
4081.5,,,,,,,0.011073,0.010081,0.010212,0.019464,0.016796,0.016446,0.0068868,0.0059986,0.0057259,0.0022406,0.0021538,0.0021099,0.0046488,0.0043497,0.0042399,0.001841,0.001729,0.0016549,0.00019481,0.00018361,0.00017889,0.00023631,0.00022452,0.00021501
4095.1,,,,,,,0.010948,0.0099726,0.010107,0.019334,0.016672,0.016331,0.0068558,0.0059643,0.0056943,0.0022158,0.0021301,0.002087,0.0046138,0.004315,0.004207,0.0018304,0.0017178,0.0016444,0.0001928,0.00018211,0.00017747,0.00023489,0.00022301,0.00021359
4108.71,,,,,,,0.010824,0.0098655,0.010003,0.019205,0.016549,0.016216,0.006825,0.0059303,0.0056631,0.0021915,0.0021067,0.0020644,0.0045793,0.0042807,0.0041744,0.0018199,0.0017066,0.0016339,0.00019076,0.00018064,0.00017608,0.00023349,0.00022152,0.00021218
4122.31,,,,,,,0.010702,0.00976,0.009901,0.019079,0.016428,0.016104,0.0067945,0.0058967,0.0056322,0.0021675,0.0020837,0.0020422,0.0045452,0.0042469,0.0041423,0.0018095,0.0016955,0.0016235,0.00018892,0.0001792,0.0001747,0.0002321,0.00022004,0.00021079
4135.92,0.026949,0.026576,0.026551,,,,0.010581,0.0096557,0.0097999,0.018953,0.016309,0.015992,0.0067644,0.0058634,0.0056016,0.0021437,0.0020609,0.0020202,0.0045115,0.0042135,0.0041106,0.0017992,0.0016846,0.0016133,0.00018743,0.00017777,0.00017333,0.00023073,0.00021859,0.00020942
4149.52,0.026816,0.026446,0.026422,,,,0.010461,0.0095524,0.0096998,0.018828,0.016191,0.015882,0.0067346,0.0058305,0.0055715,0.0021203,0.0020384,0.0019984,0.0044781,0.0041805,0.0040793,0.0017891,0.0016739,0.0016032,0.00018632,0.00017635,0.00017199,0.00022937,0.00021715,0.00020807
4163.13,0.026683,0.026316,0.026293,,,,0.010342,0.0094499,0.0096002,0.018704,0.016073,0.015772,0.006705,0.0057979,0.0055416,0.0020969,0.002016,0.0019768,0.004445,0.0041477,0.0040482,0.001779,0.0016632,0.0015932,0.00018545,0.00017495,0.00017065,0.00022804,0.00021573,0.00020673
4176.73,0.026549,0.026184,0.026163,,,,0.010224,0.0093478,0.0095011,0.01858,0.015955,0.015662,0.0066755,0.0057654,0.0055118,0.0020737,0.0019938,0.0019553,0.0044118,0.0041149,0.004017,0.001769,0.0016526,0.0015832,0.00018459,0.00017354,0.00016931,0.0002267,0.00021431,0.0002054
4190.34,0.026425,0.026062,0.026043,,,,0.010114,0.0092534,0.0094096,0.018463,0.015844,0.015558,0.0066467,0.0057336,0.0054827,0.0020522,0.0019732,0.0019354,0.0043804,0.0040839,0.0039875,0.0017592,0.0016423,0.0015735,0.00018361,0.00017221,0.00016804,0.0002254,0.00021293,0.0002041
4203.94,0.026293,0.025933,0.025915,,,,0.0099986,0.0091544,0.0093134,0.01834,0.015728,0.015451,0.0066175,0.0057016,0.0054533,0.0020296,0.0019516,0.0019146,0.0043479,0.0040518,0.0039571,0.0017494,0.0016318,0.0015638,0.00018225,0.00017083,0.00016674,0.00022409,0.00021154,0.00020279
4217.55,0.026162,0.025804,0.025788,,,,0.0098858,0.0090574,0.0092191,0.018219,0.015614,0.015344,0.0065884,0.0056697,0.0054241,0.0020076,0.0019305,0.0018942,0.0043158,0.0040201,0.003927,0.0017396,0.0016215,0.001554,0.00018056,0.00016948,0.00016545,0.00022278,0.00021016,0.00020149
4231.15,0.026033,0.025677,0.025663,,,,0.0097747,0.0089621,0.0091265,0.018099,0.015501,0.015238,0.0065593,0.0056379,0.0053949,0.0019859,0.0019097,0.0018741,0.004284,0.0039888,0.0038972,0.0017299,0.0016112,0.0015444,0.00017866,0.00016813,0.00016417,0.00022148,0.00020878,0.0002002
4244.76,0.025904,0.025551,0.025538,,,,0.0096653,0.0088682,0.0090352,0.01798,0.015389,0.015134,0.0065303,0.0056063,0.005366,0.0019645,0.0018893,0.0018544,0.0042525,0.0039578,0.0038678,0.0017202,0.001601,0.0015348,0.00017678,0.00016681,0.00016291,0.00022019,0.00020742,0.00019892
4258.36,0.025777,0.025426,0.025415,,,,0.0095572,0.0087756,0.0089451,0.017862,0.015278,0.015031,0.0065016,0.005575,0.0053373,0.0019434,0.0018691,0.0018349,0.0042214,0.0039272,0.0038388,0.0017106,0.0015908,0.0015253,0.00017512,0.0001655,0.00016166,0.00021891,0.00020607,0.00019765
4271.97,0.025651,0.025302,0.025293,,,,0.0094504,0.0086841,0.008856,0.017746,0.015169,0.014929,0.0064732,0.005544,0.005309,0.0019226,0.0018492,0.0018157,0.0041907,0.003897,0.0038101,0.0017011,0.0015808,0.001516,0.0001738,0.00016421,0.00016043,0.00021764,0.00020474,0.0001964
4285.57,0.025526,0.02518,0.025172,,,,0.0093444,0.0085935,0.0087677,0.01763,0.015061,0.014828,0.006445,0.0055134,0.0052809,0.0019019,0.0018295,0.0017966,0.0041604,0.0038672,0.0037818,0.0016918,0.001571,0.0015067,0.00017282,0.00016294,0.00015922,0.00021639,0.00020343,0.00019517
4299.18,0.025402,0.025058,0.025052,,,,0.0092367,0.008501,0.0086775,0.017515,0.014954,0.014728,0.0064173,0.0054832,0.0052533,0.0018809,0.0018094,0.0017771,0.0041303,0.0038376,0.0037537,0.0016825,0.0015612,0.0014976,0.00017206,0.00016168,0.00015802,0.00021517,0.00020213,0.00019395
4312.78,0.025281,0.024939,0.024934,,,,0.0091399,0.0084189,0.0085977,0.017403,0.014849,0.01463,0.0063897,0.0054532,0.0052259,0.0018621,0.0017916,0.0017599,0.0041007,0.0038086,0.0037262,0.0016734,0.0015516,0.0014886,0.00017131,0.00016044,0.00015684,0.00021394,0.00020085,0.00019274
4326.39,0.025158,0.024818,0.024815,,,,0.0090365,0.0083304,0.0085114,0.01729,0.014743,0.014532,0.0063622,0.0054234,0.0051986,0.001842,0.0017723,0.0017413,0.0040711,0.0037795,0.0036986,0.0016643,0.001542,0.0014796,0.00017037,0.00015919,0.00015565,0.00021273,0.00019957,0.00019155
4339.99,0.025035,0.024698,0.024696,,,,0.0089351,0.0082439,0.0084269,0.017177,0.014639,0.014434,0.0063349,0.0053937,0.0051715,0.0018223,0.0017535,0.0017231,0.0040416,0.0037507,0.0036712,0.0016553,0.0015325,0.0014707,0.00016912,0.00015796,0.00015448,0.00021153,0.00019831,0.00019036
4353.6,0.024913,0.024578,0.024577,,,,0.0088353,0.0081587,0.0083438,0.017065,0.014534,0.014337,0.0063075,0.0053641,0.0051445,0.0018028,0.0017351,0.0017052,0.0040124,0.0037221,0.003644,0.0016463,0.001523,0.0014618,0.00016756,0.00015674,0.00015332,0.00021033,0.00019705,0.00018918
4367.2,0.024791,0.024458,0.024459,,,,0.0087369,0.0080749,0.0082619,0.016953,0.014431,0.01424,0.0062801,0.0053346,0.0051175,0.0017837,0.0017168,0.0016876,0.0039834,0.0036937,0.0036171,0.0016373,0.0015136,0.001453,0.00016583,0.00015552,0.00015217,0.00020913,0.0001958,0.000188
4380.81,0.02467,0.024339,0.024341,,,,0.0086398,0.0079923,0.0081812,0.016843,0.014329,0.014145,0.0062528,0.0053052,0.0050907,0.0017649,0.0016989,0.0016702,0.0039546,0.0036656,0.0035904,0.0016283,0.0015042,0.0014442,0.00016411,0.00015433,0.00015103,0.00020794,0.00019455,0.00018683
4394.41,0.02455,0.024222,0.024225,,,,0.0085441,0.0079108,0.0081016,0.016733,0.014227,0.01405,0.0062256,0.005276,0.005064,0.0017463,0.0016812,0.0016531,0.0039262,0.0036378,0.003564,0.0016195,0.0014949,0.0014355,0.0001626,0.00015314,0.0001499,0.00020676,0.00019332,0.00018567
4408.02,0.024432,0.024105,0.02411,0.009113,0.0088244,0.008771,0.0084495,0.0078305,0.008023,0.016624,0.014127,0.013956,0.0061985,0.005247,0.0050375,0.001728,0.0016638,0.0016363,0.0038981,0.0036104,0.003538,0.0016107,0.0014856,0.0014269,0.0001614,0.00015198,0.00014879,0.00020559,0.00019209,0.00018452
