,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
380.94,,,,,,,,,,,,,,,,0.44558,0.45259,0.45473,0.20647,0.20866,0.19568,0.061679,0.06251,0.061054,0.0072786,0.007354,0.0071717
394.54,,,,,,,,,,,,,,,,0.42509,0.43187,0.43369,0.19895,0.20113,0.18896,0.059164,0.05999,0.058621,0.0068989,0.0069665,0.006798
408.15,,,,,,,,,,,,,,,,0.4054,0.41187,0.4134,0.19173,0.1939,0.18248,0.056789,0.05761,0.056319,0.0065474,0.0066074,0.0064514
421.75,,,,,,,,,,,,,,,,0.38696,0.3931,0.39436,0.18499,0.18714,0.1764,0.054583,0.055399,0.05418,0.0062071,0.0062792,0.0061342
435.36,,,,,,,1.2501,1.2727,1.2745,,,,,,,0.36923,0.37508,0.37611,0.17851,0.18065,0.17053,0.052489,0.053299,0.052146,0.0059061,0.0059741,0.0058388
448.96,,,,,,,1.203,1.2248,1.2259,,,,,,,0.35219,0.35784,0.35864,0.17229,0.17441,0.16486,0.050493,0.051296,0.050203,0.0056306,0.0056888,0.0055626
462.57,,,,,,,1.1588,1.1798,1.1802,,,,,,,0.33616,0.34164,0.34225,0.16644,0.16855,0.15953,0.04864,0.049436,0.048397,0.0053607,0.0054279,0.0053097
476.17,,,,,,,1.1161,1.1364,1.1362,,,,,,,0.32084,0.32613,0.32656,0.16081,0.1629,0.15437,0.04687,0.047658,0.046669,0.0051145,0.0051837,0.0050725
489.78,,,,,,,1.0753,1.0948,1.0942,,,,,,,0.30634,0.31138,0.31164,0.15541,0.15748,0.1494,0.045179,0.045959,0.045017,0.0048964,0.0049548,0.0048502
503.38,,,,,,,1.0364,1.0552,1.054,,,,,,,0.29263,0.29741,0.29752,0.15029,0.15234,0.14467,0.043597,0.044369,0.043469,0.0046825,0.0047436,0.004645
516.99,,,,,,,0.99904,1.0171,1.0155,,,,,,,0.27953,0.28409,0.28406,0.14535,0.14738,0.1401,0.042083,0.042847,0.041988,0.0044768,0.0045453,0.0044521
530.59,,,,,,,0.96335,0.98068,0.97866,,,,,,,0.26706,0.27146,0.27132,0.14065,0.14266,0.13573,0.040647,0.041404,0.040581,0.0042989,0.0043602,0.0042718
544.2,,,,,,,0.92925,0.9459,0.94348,,,,,,,0.25522,0.2595,0.25924,0.13615,0.13814,0.13155,0.039286,0.040035,0.039246,0.0041312,0.0041871,0.0041032
557.8,,,,,,,0.89656,0.91256,0.90978,,,,,,,0.24399,0.24813,0.24777,0.13184,0.13381,0.12752,0.037987,0.03873,0.037972,0.003961,0.0040243,0.0039445
571.41,,,,,,,0.86532,0.8807,0.87757,,,,,,,0.2334,0.23736,0.23691,0.12772,0.12967,0.12367,0.036755,0.037492,0.036763,0.003807,0.0038719,0.0037958
585.01,,,,,,,0.83555,0.85032,0.84687,,,,,,,0.22341,0.22717,0.22664,0.1238,0.12572,0.11999,0.035585,0.036315,0.035613,0.0036723,0.0037287,0.003656
598.62,,,,,,,0.80708,0.82125,0.81752,,,,,,,0.21394,0.21752,0.21692,0.12003,0.12193,0.11646,0.034468,0.035192,0.034515,0.0035375,0.0035934,0.003524
612.22,,,,,,,0.77979,0.79339,0.78939,0.23945,0.24736,0.2376,,,,0.20492,0.20835,0.20768,0.11642,0.1183,0.11306,0.033402,0.034119,0.033466,0.0034027,0.0034656,0.003399
625.83,,,,,,,0.75364,0.76667,0.76243,0.23523,0.24304,0.2335,,,,0.19632,0.19964,0.19892,0.11296,0.11482,0.10979,0.032386,0.033097,0.032465,0.0032837,0.0033448,0.0032809
639.43,,,,,,,0.72876,0.74126,0.73679,0.23114,0.23887,0.22953,,,,0.18819,0.19143,0.19065,0.10966,0.1115,0.10668,0.031418,0.032122,0.031511,0.0031769,0.0032305,0.0031691
653.04,,,,,,,0.70483,0.71681,0.71213,0.22712,0.23477,0.22561,,,,0.18048,0.18361,0.18278,0.10648,0.1083,0.10367,0.030491,0.031187,0.030595,0.0030668,0.0031217,0.0030627
666.64,,,,,,,0.68182,0.6933,0.68843,0.22317,0.23073,0.22176,,,,0.17317,0.17616,0.1753,0.10343,0.10521,0.10077,0.029602,0.03029,0.029716,0.0029575,0.0030181,0.0029612
680.25,,,,,,,0.65989,0.67087,0.66583,0.21935,0.22682,0.21803,,,,0.16627,0.16912,0.16822,0.1005,0.10227,0.097994,0.028755,0.029436,0.028878,0.002862,0.00292,0.002865
693.85,,,,,,,0.63866,0.64916,0.64397,0.21556,0.22294,0.21432,,,,0.15967,0.16238,0.16144,0.097673,0.099416,0.095301,0.027939,0.028613,0.028071,0.0027746,0.002826,0.0027729
707.46,,,,,,,0.61836,0.6284,0.62306,0.21187,0.21916,0.21071,,,,0.15338,0.15598,0.15502,0.094961,0.096681,0.092717,0.027159,0.027825,0.027298,0.002684,0.0027364,0.0026852
721.06,,,,,,,0.59881,0.60841,0.60294,0.20825,0.21544,0.20715,0.044863,0.047371,0.046199,0.14737,0.14989,0.14891,0.092344,0.094041,0.090219,0.026408,0.027066,0.026554,0.0025932,0.0026507,0.0026011
734.67,,,,,,,0.58016,0.58932,0.58374,0.20474,0.21184,0.20371,0.04419,0.046679,0.04552,0.14166,0.14412,0.14312,0.089842,0.091517,0.08783,0.025692,0.026344,0.025844,0.0025136,0.0025694,0.0025213
748.27,,,,,,,0.56213,0.57087,0.56519,0.20127,0.20828,0.2003,0.043526,0.045996,0.044849,0.13622,0.1386,0.13758,0.08742,0.089072,0.085512,0.025001,0.025646,0.025159,0.0024416,0.0024913,0.0024447
761.88,,,,,,,0.54487,0.55321,0.54743,0.1979,0.20482,0.19698,0.04288,0.045331,0.044195,0.13107,0.13336,0.13232,0.085096,0.086725,0.083285,0.024339,0.024978,0.024503,0.0023674,0.0024168,0.0023715
775.48,,,,,,,0.52827,0.53621,0.53035,0.19459,0.20142,0.19372,0.042245,0.044677,0.043552,0.12618,0.12836,0.12731,0.082853,0.08446,0.081134,0.023701,0.024334,0.02387,0.0022912,0.0023454,0.0023014
789.09,,,,,,,0.5124,0.51996,0.51403,0.19139,0.19813,0.19056,0.041633,0.044045,0.042931,0.12155,0.12362,0.12256,0.080708,0.082292,0.079073,0.023093,0.02372,0.023266,0.0022233,0.0022776,0.0022347
802.69,,,,,,,0.49705,0.50424,0.49825,0.18823,0.19487,0.18744,0.041027,0.04342,0.042316,0.1171,0.11908,0.11801,0.078627,0.080189,0.077072,0.022504,0.023125,0.022681,0.0021634,0.0022122,0.0021704
816.3,,,,,,,0.48234,0.48917,0.48313,0.18515,0.19171,0.18439,0.040437,0.042811,0.041717,0.11285,0.11476,0.11369,0.076627,0.078167,0.075147,0.021939,0.022554,0.02212,0.0021034,0.0021497,0.0021091
829.9,,,,,,,0.46818,0.47467,0.46858,0.18215,0.18861,0.18142,0.03986,0.042214,0.04113,0.10878,0.11064,0.10956,0.0747,0.076218,0.073289,0.021396,0.022004,0.021579,0.00204,0.0020899,0.0020503
843.51,,,,,,,0.4546,0.46075,0.45462,0.17922,0.18559,0.17852,0.039299,0.041634,0.040558,0.1049,0.10672,0.10564,0.072846,0.074342,0.0715,0.020875,0.021477,0.02106,0.0019806,0.0020328,0.0019941
857.11,,,,,,,0.44145,0.44727,0.44112,0.17633,0.18261,0.17565,0.038743,0.041059,0.039992,0.10119,0.10295,0.10187,0.071047,0.072521,0.069762,0.020369,0.020965,0.020556,0.0019292,0.0019777,0.0019398
870.72,,,,,,,0.4288,0.43431,0.42813,0.17351,0.1797,0.17284,0.038201,0.040497,0.039439,0.097672,0.099359,0.098275,0.069312,0.070764,0.068084,0.019883,0.020472,0.020071,0.0018808,0.0019249,0.0018879
884.32,,,,,,,0.41663,0.42183,0.41563,0.17076,0.17685,0.17011,0.037671,0.039948,0.038898,0.094323,0.095927,0.094844,0.067638,0.069069,0.066464,0.019415,0.019997,0.019603,0.0018292,0.0018743,0.0018381
897.93,,,,,,,0.40491,0.40982,0.40361,0.16806,0.17407,0.16742,0.037154,0.039411,0.038369,0.091125,0.092647,0.091566,0.066023,0.067432,0.064899,0.018964,0.019539,0.019152,0.0017772,0.0018258,0.0017904
911.53,,,,,,,0.39357,0.39819,0.39198,0.16542,0.17133,0.16479,0.036643,0.03888,0.037846,0.088047,0.0895,0.088422,0.064457,0.065844,0.06338,0.018526,0.019095,0.018714,0.001731,0.0017791,0.0017444
925.14,,,,,,,0.38263,0.38698,0.38076,0.16282,0.16864,0.16219,0.036142,0.03836,0.037333,0.085086,0.086486,0.085412,0.06294,0.064306,0.061907,0.018103,0.018665,0.018291,0.0016906,0.0017341,0.0017001
938.74,,,,,,,0.37209,0.37616,0.36995,0.16028,0.16601,0.15966,0.035652,0.03785,0.03683,0.08224,0.083602,0.082534,0.061474,0.062819,0.060483,0.017695,0.018251,0.017883,0.0016497,0.0016909,0.0016577
952.35,,,,,,,0.36193,0.36575,0.35954,0.1578,0.16344,0.15718,0.035173,0.037352,0.036339,0.079515,0.080843,0.07978,0.060059,0.061382,0.059106,0.017301,0.017851,0.017489,0.0016059,0.0016495,0.0016168
965.95,,,,,,,0.35213,0.35569,0.3495,0.15537,0.16092,0.15475,0.034704,0.036863,0.035857,0.07691,0.0782,0.077144,0.058689,0.059992,0.057772,0.01692,0.017464,0.017107,0.0015635,0.0016096,0.0015776
979.56,,,,,,,0.34266,0.34598,0.3398,0.15299,0.15844,0.15236,0.034244,0.036382,0.035383,0.074424,0.075664,0.074614,0.057361,0.058643,0.056479,0.016551,0.017089,0.016738,0.001527,0.0015712,0.0015397
993.16,,,,,,,0.33351,0.33659,0.33043,0.15065,0.15602,0.15002,0.033791,0.03591,0.034917,0.072051,0.073232,0.072189,0.056074,0.057335,0.055223,0.016194,0.016726,0.016379,0.001494,0.0015342,0.0015033
1006.77,,,,,,,0.32468,0.32753,0.3214,0.14836,0.15364,0.14772,0.033348,0.035447,0.034461,0.069782,0.070899,0.069864,0.054827,0.056068,0.054007,0.015848,0.016374,0.016033,0.0014593,0.0014985,0.0014681
1020.37,,,,,,,0.31618,0.31881,0.3127,0.14614,0.15132,0.14549,0.032918,0.034997,0.034016,0.067608,0.068667,0.067641,0.053626,0.054847,0.052834,0.015514,0.016035,0.015699,0.0014224,0.0014643,0.0014344
1033.98,,,,,,,0.30796,0.31037,0.30429,0.14395,0.14905,0.14329,0.032494,0.034554,0.033579,0.06551,0.066523,0.065505,0.05246,0.053661,0.051694,0.015191,0.015707,0.015375,0.0013876,0.0014312,0.0014018
1047.58,,,,,,,0.3,0.30221,0.29616,0.14181,0.14682,0.14114,0.032079,0.034119,0.03315,0.063483,0.064462,0.063454,0.051329,0.05251,0.050587,0.014878,0.015388,0.01506,0.0013578,0.0013993,0.0013703
1061.19,,,,,,,0.2923,0.29431,0.28829,0.13971,0.14463,0.13902,0.03167,0.033691,0.032727,0.061527,0.062481,0.061482,0.05023,0.051392,0.049512,0.014574,0.015078,0.014755,0.0013306,0.0013684,0.0013398
1074.79,,,,,,,0.28483,0.28664,0.28067,0.13764,0.14248,0.13694,0.031268,0.033269,0.032311,0.059642,0.060572,0.059583,0.049162,0.050304,0.048465,0.014278,0.014777,0.014458,0.0013014,0.0013384,0.0013103
1088.4,,,,,,,0.27769,0.27931,0.27337,0.13565,0.1404,0.13493,0.030881,0.032862,0.031909,0.057853,0.058755,0.057775,0.048137,0.04926,0.047461,0.013995,0.014489,0.014173,0.0012703,0.0013098,0.0012821
1102.0,,,,,,,0.27074,0.27217,0.26627,0.13368,0.13834,0.13294,0.030497,0.032459,0.031511,0.056134,0.056998,0.056028,0.047137,0.048241,0.046479,0.013719,0.014207,0.013895,0.0012409,0.0012819,0.0012546
1115.61,,,,,,,0.264,0.26525,0.2594,0.13175,0.13633,0.13099,0.030121,0.032063,0.03112,0.054488,0.055307,0.054347,0.046166,0.047251,0.045526,0.013451,0.013933,0.013625,0.0012158,0.001255,0.001228
1129.21,,,,,,,0.25746,0.25854,0.25273,0.12985,0.13434,0.12907,0.029749,0.031672,0.030734,0.052904,0.053676,0.052727,0.04522,0.046286,0.044597,0.013191,0.013667,0.013362,0.001193,0.0012288,0.0012022
1142.82,,,,,,,0.25119,0.2521,0.24634,0.12802,0.13242,0.12721,0.029392,0.031295,0.030362,0.05139,0.052118,0.051179,0.044311,0.045359,0.043704,0.01294,0.013411,0.013109,0.0011688,0.0012036,0.0011774
1156.42,,,,,,,0.24503,0.24579,0.24007,0.12618,0.1305,0.12535,0.029032,0.030915,0.029987,0.049909,0.050601,0.049674,0.043414,0.044444,0.042821,0.012693,0.013158,0.01286,0.0011419,0.0011788,0.001153
1170.03,,,,,,,0.2391,0.2397,0.23403,0.12439,0.12863,0.12354,0.028682,0.030546,0.029622,0.04848,0.049147,0.048231,0.042548,0.04356,0.041969,0.012455,0.012914,0.012619,0.0011163,0.001155,0.0011294
1183.63,,,,,,,0.23336,0.2338,0.22819,0.12264,0.12679,0.12177,0.028338,0.030183,0.029264,0.047097,0.047747,0.046841,0.041707,0.042701,0.041141,0.012223,0.012677,0.012385,0.0010943,0.0011319,0.0011066
1197.24,,,,,,,0.22777,0.22807,0.22251,0.12091,0.12499,0.12002,0.028,0.029825,0.02891,0.04576,0.046394,0.045499,0.040887,0.041863,0.040333,0.011997,0.012446,0.012157,0.0010748,0.0011094,0.0010844
1210.84,,,,,,,0.22241,0.22257,0.21705,0.11924,0.12324,0.11832,0.027673,0.029479,0.028568,0.044484,0.045099,0.044216,0.040097,0.041055,0.039553,0.01178,0.012223,0.011937,0.0010547,0.0010877,0.001063
1224.45,,,,,,,0.21715,0.21717,0.21171,0.11758,0.12149,0.11663,0.027345,0.029131,0.028225,0.04325,0.04384,0.042967,0.039319,0.04026,0.038786,0.011566,0.012003,0.01172,0.001032,0.0010664,0.001042
1238.05,,,,,,,0.21207,0.21196,0.20655,0.11596,0.11978,0.11498,0.027025,0.028792,0.02789,0.04207,0.042629,0.041767,0.038565,0.039489,0.038042,0.011358,0.011791,0.01151,0.0010093,0.0010458,0.0010217
1251.66,,,,,,,0.20716,0.20691,0.20156,0.11437,0.11811,0.11336,0.026712,0.028459,0.027562,0.040938,0.041462,0.040611,0.037833,0.03874,0.037319,0.011156,0.011584,0.011306,0.00098949,0.0010258,0.0010019
1265.26,,,,,,,0.20238,0.20201,0.19671,0.11281,0.11647,0.11178,0.026404,0.028132,0.027239,0.039845,0.040334,0.039494,0.037121,0.03801,0.036614,0.01096,0.011383,0.011107,0.00097261,0.0010064,0.00098275
1278.87,,,,,,,0.19777,0.19728,0.19204,0.11129,0.11487,0.11023,0.026104,0.027814,0.026924,0.038792,0.039252,0.038423,0.036431,0.037304,0.035932,0.010769,0.011188,0.010915,0.00095618,0.00098756,0.00096419
1292.47,,,,,,,0.19326,0.19265,0.18746,0.10978,0.11329,0.10869,0.025806,0.027496,0.02661,0.037761,0.038198,0.03738,0.035753,0.03661,0.035262,0.010582,0.010996,0.010726,0.00093768,0.00096911,0.00094601
1306.08,,,,,,,0.18889,0.18817,0.18304,0.1083,0.11173,0.10719,0.025513,0.027185,0.026303,0.036761,0.037182,0.036375,0.035095,0.035935,0.03461,0.010401,0.01081,0.010542,0.00091797,0.00095121,0.00092834
1319.68,,,,,,,0.18465,0.18383,0.17875,0.10686,0.11021,0.10572,0.025227,0.026879,0.026001,0.035793,0.036202,0.035406,0.034455,0.035279,0.033976,0.010224,0.010629,0.010363,0.00089968,0.00093385,0.0009112
1333.29,,,,,,,0.18054,0.17961,0.17459,0.10545,0.10872,0.10427,0.024946,0.02658,0.025706,0.034856,0.035255,0.03447,0.033832,0.03464,0.033359,0.010053,0.010452,0.010189,0.00088434,0.00091698,0.00089454
1346.89,,,,,,,0.17656,0.17553,0.17056,0.10406,0.10726,0.10286,0.024671,0.026286,0.025415,0.033958,0.034343,0.033568,0.033227,0.034019,0.032759,0.0098861,0.010281,0.010019,0.00087066,0.00090058,0.00087835
1360.5,,,,,,,0.17266,0.17153,0.16663,0.1027,0.10582,0.10146,0.0244,0.025996,0.025129,0.033088,0.033455,0.032691,0.032634,0.033411,0.032172,0.009723,0.010113,0.0098537,0.00085604,0.00088456,0.00086256
1374.1,,,,,,,0.16888,0.16765,0.16281,0.10135,0.1044,0.10009,0.024133,0.02571,0.024847,0.032253,0.032597,0.031843,0.032057,0.032818,0.031598,0.009564,0.0099492,0.0096919,0.00083953,0.00086895,0.00084718
1387.71,,,,,,,0.1652,0.16389,0.1591,0.10004,0.10301,0.098742,0.02387,0.025429,0.024569,0.03145,0.031767,0.031024,0.031493,0.032239,0.031039,0.009409,0.0097893,0.009534,0.00082273,0.00085377,0.0008322
1401.31,,,,,,,0.16164,0.16023,0.1555,0.098743,0.10164,0.09742,0.023612,0.025152,0.024296,0.030674,0.030965,0.030232,0.030945,0.031675,0.030494,0.009258,0.0096334,0.0093802,0.00080789,0.00083902,0.00081763
1414.92,,,,,,,0.15816,0.15668,0.152,0.097477,0.1003,0.096124,0.023359,0.024881,0.024028,0.029919,0.030188,0.029465,0.03041,0.031126,0.029963,0.009111,0.0094816,0.0092303,0.0007955,0.00082467,0.00080347
1428.52,,,,,,,0.15479,0.15322,0.14861,0.096233,0.098987,0.094849,0.023111,0.024614,0.023764,0.029185,0.029436,0.028724,0.029889,0.030589,0.029444,0.0089675,0.0093333,0.0090839,0.00078378,0.00081068,0.00078968
1442.13,,,,,,,0.15151,0.14986,0.1453,0.095009,0.097692,0.093595,0.022866,0.02435,0.023504,0.028468,0.028707,0.028005,0.029379,0.030065,0.028937,0.0088273,0.0091883,0.0089408,0.00077071,0.00079703,0.00077623
1455.73,,,,,,,0.1483,0.14658,0.14208,0.093804,0.096415,0.09236,0.022624,0.02409,0.023248,0.027769,0.028,0.027308,0.028881,0.029552,0.028442,0.0086902,0.0090465,0.0088008,0.0007561,0.00078371,0.00076311
1469.34,,,,,,,0.14519,0.14339,0.13895,0.092619,0.09516,0.091145,0.022386,0.023834,0.022995,0.02709,0.027315,0.026633,0.028394,0.029051,0.027957,0.0085562,0.0089077,0.008664,0.00074169,0.00077074,0.00075031
1482.94,,,,,,,0.14216,0.1403,0.13591,0.091454,0.093924,0.08995,0.022152,0.023581,0.022745,0.026435,0.026652,0.02598,0.027919,0.028562,0.027484,0.0084251,0.0087721,0.0085301,0.00072927,0.00075809,0.00073783
1496.55,,,,,,,0.13922,0.13729,0.13296,0.09032,0.092721,0.088785,0.021924,0.023336,0.022503,0.025805,0.02601,0.025348,0.027458,0.028087,0.027025,0.0082981,0.0086406,0.0084004,0.00071893,0.00074586,0.00072576
1510.15,,,,,,,0.13636,0.13436,0.13009,0.0892,0.091532,0.087635,0.021699,0.023092,0.022263,0.025198,0.025387,0.024735,0.027006,0.027621,0.026575,0.0081734,0.0085115,0.008273,0.00070881,0.00073386,0.00071393
1523.76,,,,,,,0.13356,0.1315,0.12729,0.0881,0.090363,0.086504,0.021477,0.022852,0.022026,0.024613,0.024783,0.02414,0.026565,0.027166,0.026134,0.0080514,0.0083853,0.0081485,0.00069736,0.00072215,0.0007024
1537.36,,,,,,,0.13084,0.12872,0.12456,0.087016,0.089212,0.08539,0.021258,0.022615,0.021792,0.024046,0.024196,0.023563,0.026133,0.026721,0.025704,0.0079321,0.0082617,0.0080266,0.00068463,0.00071073,0.00069114
1550.97,,,,,,,0.12819,0.12601,0.12191,0.085948,0.088077,0.084293,0.021042,0.022381,0.021562,0.023496,0.023627,0.023003,0.02571,0.026285,0.025282,0.0078151,0.0081406,0.0079071,0.00067225,0.00069957,0.00068014
1564.57,,,,,,,0.12561,0.12337,0.11933,0.084897,0.086959,0.083212,0.020829,0.02215,0.021334,0.022959,0.023075,0.022461,0.025296,0.025858,0.024869,0.0077004,0.0080218,0.00779,0.00066168,0.00068867,0.00066937
1578.18,,,,,,,0.1231,0.12081,0.11682,0.083881,0.085878,0.082166,0.020624,0.021927,0.021114,0.022436,0.022541,0.021936,0.024897,0.025446,0.024471,0.0075902,0.0079076,0.0076773,0.00065302,0.00067818,0.00065902
1591.78,,,,,,,0.12066,0.11831,0.11438,0.082872,0.084804,0.081128,0.020419,0.021705,0.020895,0.021924,0.022022,0.021425,0.024504,0.02504,0.024078,0.0074813,0.0077946,0.0075659,0.00064451,0.00066783,0.00064883
1605.39,,,,,,,0.11827,0.11588,0.112,0.081881,0.083748,0.080108,0.020218,0.021486,0.020679,0.021423,0.021517,0.02093,0.02412,0.024643,0.023694,0.0073749,0.0076843,0.0074571,0.00063481,0.00065773,0.00063888
1618.99,,,,,,,0.11594,0.1135,0.10968,0.080905,0.082709,0.079103,0.02002,0.02127,0.020467,0.020937,0.021026,0.020448,0.023744,0.024254,0.023318,0.0072707,0.0075761,0.0073504,0.0006239,0.00064785,0.00062916
1632.6,,,,,,,0.11367,0.11118,0.10741,0.079941,0.081681,0.07811,0.019823,0.021056,0.020256,0.020465,0.020549,0.01998,0.023375,0.023872,0.022949,0.0071684,0.0074697,0.0072456,0.00061311,0.00063818,0.00061961
1646.2,,,,,,,0.11147,0.10894,0.10522,0.079014,0.080691,0.077154,0.019635,0.020851,0.020054,0.020014,0.02009,0.019529,0.02302,0.023505,0.022594,0.0070703,0.0073676,0.0071449,0.000604,0.0006289,0.00061046
1659.81,,,,,,,0.10931,0.10673,0.10307,0.078078,0.079694,0.07619,0.019444,0.020642,0.019848,0.019575,0.019639,0.019087,0.022666,0.023139,0.02224,0.0069722,0.0072654,0.0070441,0.00059634,0.00061963,0.00060132
1673.41,,,,,,,0.10721,0.10459,0.10098,0.077166,0.078721,0.07525,0.019258,0.020439,0.019648,0.019152,0.019203,0.018659,0.022321,0.022783,0.021896,0.0068768,0.007166,0.0069462,0.00058914,0.00061062,0.00059244
1687.02,,,,,,,0.10515,0.1025,0.098943,0.076271,0.077764,0.074326,0.019075,0.020239,0.019451,0.018742,0.018778,0.018243,0.021985,0.022434,0.021559,0.0067837,0.0070689,0.0068504,0.00058099,0.00060181,0.00058378
1700.62,,,,,,,0.10315,0.10046,0.096953,0.075389,0.076822,0.073416,0.018895,0.020042,0.019256,0.018343,0.018365,0.017838,0.021656,0.022093,0.021229,0.0066926,0.0069736,0.0067566,0.0005716,0.00059318,0.00057529
1714.23,,,,,,,0.10118,0.098455,0.095004,0.074514,0.075888,0.072514,0.018715,0.019845,0.019063,0.017951,0.017961,0.017442,0.021331,0.021757,0.020904,0.0066027,0.0068797,0.006664,0.00056193,0.00058471,0.00056694
1727.83,,,,,,,0.099293,0.096532,0.093132,0.073675,0.074989,0.071647,0.018544,0.019657,0.018878,0.017572,0.017574,0.017063,0.021019,0.021434,0.020592,0.0065164,0.0067894,0.0065751,0.00055353,0.00057656,0.00055891
1741.44,,,,,,,0.097423,0.09463,0.091281,0.072828,0.074085,0.070774,0.01837,0.019466,0.01869,0.017195,0.017193,0.01669,0.020708,0.021111,0.02028,0.0064303,0.0066991,0.0064862,0.00054656,0.00056845,0.00055091
1755.04,,,,,,,0.095604,0.092781,0.089483,0.072,0.073199,0.069918,0.018199,0.019279,0.018506,0.016828,0.016823,0.016328,0.020405,0.020797,0.019976,0.0063462,0.006611,0.0063994,0.00054039,0.00056051,0.0005431
1768.65,,,,,,,0.09383,0.090978,0.087729,0.071186,0.072328,0.069079,0.018032,0.019095,0.018325,0.01647,0.016464,0.015976,0.020108,0.020489,0.019679,0.0062639,0.0065248,0.0063146,0.00053369,0.00055275,0.00053547
