,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
3306.01,,,,,,,0.017021,0.015078,0.014834,0.025392,0.023196,0.02219,0.00819,0.007865,0.0074301,0.0025801,0.0024448,0.0023783,0.0056987,0.0054489,0.0052288,0.002164,0.002136,0.0020319,0.00017396,0.0001719,0.00016369
3319.62,,,,,,,0.016805,0.014881,0.014647,0.025201,0.022996,0.022003,0.0081461,0.0078131,0.007381,0.0025467,0.0024118,0.0023467,0.0056487,0.0053971,0.0051797,0.002149,0.0021194,0.002016,0.00017297,0.00017053,0.00016238
3333.22,,,,,,,0.016591,0.014686,0.014462,0.025013,0.022799,0.021819,0.0081028,0.0077618,0.0073326,0.0025142,0.0023794,0.0023156,0.0055993,0.005346,0.0051312,0.0021342,0.0021031,0.0020004,0.00017163,0.00016917,0.00016108
3346.83,,,,,,,0.016379,0.014493,0.014279,0.024826,0.022604,0.021636,0.0080601,0.0077112,0.0072848,0.0024822,0.0023472,0.0022847,0.0055505,0.0052955,0.0050834,0.0021196,0.002087,0.001985,0.00017001,0.00016784,0.00015981
3360.43,,,,,,,0.016177,0.014309,0.014104,0.024642,0.022412,0.021457,0.0080177,0.007661,0.0072375,0.0024518,0.0023165,0.0022553,0.0055027,0.0052459,0.0050364,0.0021052,0.002071,0.0019698,0.0001683,0.00016652,0.00015855
3374.04,,,,,,,0.015971,0.014121,0.013926,0.024459,0.02222,0.021277,0.0079757,0.0076112,0.0071905,0.0024207,0.0022853,0.0022254,0.0054549,0.0051966,0.0049896,0.0020909,0.0020553,0.0019548,0.00016675,0.00016522,0.0001573
3387.64,,,,,,,0.015768,0.013938,0.013752,0.024276,0.02203,0.0211,0.007934,0.0075618,0.0071439,0.0023899,0.0022548,0.0021962,0.0054076,0.0051477,0.0049433,0.0020767,0.0020396,0.0019398,0.00016553,0.00016393,0.00015606
3401.25,,,,,,,0.01557,0.013757,0.013581,0.024095,0.021842,0.020924,0.0078923,0.0075125,0.0070974,0.0023592,0.0022248,0.0021675,0.0053608,0.0050993,0.0048975,0.0020626,0.0020241,0.001925,0.00016465,0.00016265,0.00015484
3414.85,,,,,,,0.015374,0.01358,0.013412,0.023916,0.021656,0.02075,0.0078509,0.0074636,0.0070513,0.0023286,0.0021954,0.0021392,0.0053145,0.0050515,0.0048522,0.0020487,0.0020087,0.0019103,0.00016397,0.00016138,0.00015362
3428.46,,,,,,,0.015181,0.013406,0.013247,0.023739,0.021472,0.020578,0.0078098,0.007415,0.0070055,0.0022981,0.0021665,0.0021116,0.0052688,0.0050044,0.0048075,0.0020348,0.0019935,0.0018958,0.00016326,0.00016011,0.00015241
3442.06,,,,,,,0.014992,0.013235,0.013084,0.023564,0.021291,0.020408,0.007769,0.0073668,0.0069602,0.0022677,0.0021381,0.0020843,0.0052237,0.0049579,0.0047635,0.0020211,0.0019784,0.0018814,0.00016231,0.00015886,0.00015122
3455.67,,,,,,,0.014804,0.013065,0.012923,0.023391,0.021111,0.020241,0.0077284,0.0073189,0.0069151,0.0022374,0.00211,0.0020574,0.0051793,0.004912,0.0047201,0.0020074,0.0019634,0.0018671,0.00016102,0.00015762,0.00015004
3469.27,,,,,,,0.014622,0.012902,0.012768,0.023221,0.020935,0.020076,0.0076902,0.0072734,0.0068723,0.0022082,0.0020829,0.0020314,0.0051356,0.004867,0.0046775,0.0019945,0.0019491,0.0018535,0.00015953,0.00015644,0.00014891
3482.88,,,,,,,0.014439,0.012737,0.012611,0.023051,0.02076,0.019912,0.0076507,0.0072266,0.0068283,0.0021788,0.0020556,0.0020053,0.0050922,0.0048223,0.0046352,0.0019812,0.0019345,0.0018396,0.00015794,0.00015524,0.00014777
3496.48,,,,,,,0.014259,0.012575,0.012457,0.022883,0.020586,0.01975,0.0076118,0.0071806,0.006785,0.0021502,0.0020288,0.0019796,0.0050493,0.0047781,0.0045934,0.0019682,0.0019202,0.001826,0.00015654,0.00015406,0.00014664
3510.09,,,,,,,0.014081,0.012415,0.012306,0.022717,0.020414,0.01959,0.0075732,0.0071349,0.0067421,0.0021224,0.0020025,0.0019543,0.0050068,0.0047343,0.0045519,0.0019553,0.001906,0.0018125,0.00015544,0.00015289,0.00014552
3523.69,,,,,,,0.013906,0.012259,0.012157,0.022551,0.020243,0.01943,0.0075348,0.0070895,0.0066994,0.0020955,0.0019766,0.0019295,0.0049646,0.0046909,0.0045109,0.0019425,0.0018919,0.0017991,0.00015467,0.00015172,0.00014441
3537.3,,,,,,,0.013733,0.012104,0.01201,0.022386,0.020074,0.019272,0.0074965,0.0070442,0.006657,0.0020695,0.0019511,0.0019051,0.0049228,0.004648,0.0044703,0.0019298,0.0018779,0.0017857,0.00015407,0.00015057,0.00014331
3550.9,0.033021,0.032533,0.032385,,,,0.013564,0.011953,0.011866,0.022223,0.019906,0.019115,0.0074583,0.0069991,0.0066147,0.0020442,0.0019261,0.0018811,0.0048814,0.0046055,0.0044301,0.0019172,0.001864,0.0017725,0.00015343,0.00014942,0.00014221
3564.51,0.032829,0.032346,0.0322,,,,0.013397,0.011803,0.011724,0.022061,0.01974,0.01896,0.00742,0.0069541,0.0065724,0.0020196,0.0019015,0.0018575,0.0048405,0.0045635,0.0043904,0.0019046,0.0018502,0.0017593,0.00015257,0.00014828,0.00014113
3578.11,0.032638,0.03216,0.032018,,,,0.013231,0.011656,0.011584,0.021902,0.019576,0.018807,0.0073815,0.0069089,0.0065301,0.0019953,0.0018772,0.0018342,0.0048002,0.0045221,0.0043512,0.001892,0.0018363,0.0017462,0.0001514,0.00014713,0.00014004
3591.72,0.032456,0.031982,0.031843,,,,0.01307,0.011512,0.011447,0.021748,0.019418,0.01866,0.0073477,0.0068683,0.006492,0.0019715,0.0018535,0.0018115,0.0047613,0.0044821,0.0043135,0.0018807,0.0018237,0.0017342,0.00015007,0.00014609,0.00013905
3605.32,0.03227,0.031801,0.031664,,,,0.012909,0.011369,0.011311,0.021592,0.019258,0.018511,0.007311,0.0068249,0.0064514,0.0019477,0.00183,0.0017889,0.004722,0.0044418,0.0042754,0.0018687,0.0018104,0.0017215,0.00014862,0.00014499,0.000138
3618.93,0.032085,0.031621,0.031487,,,,0.01275,0.011228,0.011177,0.021438,0.0191,0.018364,0.0072749,0.0067823,0.0064114,0.0019238,0.0018068,0.0017667,0.0046832,0.0044021,0.0042379,0.0018569,0.0017973,0.0017091,0.00014733,0.00014392,0.00013698
3632.53,0.031902,0.031442,0.031311,,,,0.012594,0.011089,0.011044,0.021285,0.018943,0.018218,0.0072392,0.00674,0.0063719,0.0018999,0.0017839,0.0017448,0.0046448,0.0043627,0.0042007,0.0018452,0.0017844,0.0016969,0.00014632,0.00014285,0.00013597
3646.14,0.031718,0.031263,0.031135,,,,0.012439,0.010952,0.010914,0.021132,0.018788,0.018073,0.0072036,0.006698,0.0063326,0.0018759,0.0017614,0.0017231,0.0046066,0.0043237,0.0041638,0.0018337,0.0017716,0.0016847,0.00014562,0.0001418,0.00013496
3659.74,0.031536,0.031085,0.030959,,,,0.012286,0.010817,0.010785,0.020981,0.018633,0.017929,0.0071681,0.0066562,0.0062934,0.001852,0.0017392,0.0017019,0.0045688,0.004285,0.0041272,0.0018221,0.0017588,0.0016726,0.0001451,0.00014075,0.00013396
3673.35,0.031353,0.030907,0.030784,,,,0.012136,0.010684,0.010659,0.02083,0.01848,0.017786,0.0071324,0.0066143,0.0062543,0.0018282,0.0017174,0.001681,0.0045312,0.0042466,0.0040909,0.0018107,0.0017461,0.0016605,0.00014457,0.0001397,0.00013297
3686.95,0.031167,0.030725,0.030605,,,,0.011988,0.010554,0.010534,0.020677,0.018325,0.017641,0.0070953,0.0065711,0.0062139,0.0018047,0.001696,0.0016604,0.0044933,0.004208,0.0040544,0.0017988,0.001733,0.0016481,0.00014383,0.00013863,0.00013195
3700.56,0.031007,0.030569,0.030451,,,,0.011844,0.010426,0.010412,0.020542,0.018186,0.017512,0.007066,0.0065352,0.0061804,0.0017818,0.001675,0.0016404,0.0044592,0.004173,0.0040215,0.001789,0.001722,0.0016377,0.00014295,0.00013771,0.00013108
3714.16,0.030825,0.030392,0.030277,,,,0.0117,0.010299,0.010292,0.020393,0.018035,0.017372,0.0070299,0.0064931,0.0061411,0.0017592,0.0016543,0.0016204,0.0044224,0.0041355,0.0039861,0.0017776,0.0017093,0.0016257,0.00014169,0.00013667,0.0001301
3727.77,0.03065,0.030221,0.030109,,,,0.011558,0.010175,0.010173,0.020249,0.017889,0.017236,0.0069956,0.0064528,0.0061035,0.0017373,0.0016338,0.0016008,0.0043867,0.0040991,0.0039517,0.0017666,0.0016971,0.0016141,0.00014035,0.00013567,0.00012915
3741.37,0.030478,0.030053,0.029943,,,,0.011418,0.010052,0.010055,0.020106,0.017745,0.017102,0.0069619,0.0064131,0.0060665,0.0017159,0.0016137,0.0015815,0.0043515,0.0040632,0.0039178,0.0017558,0.0016851,0.0016028,0.00013912,0.00013469,0.00012821
3754.98,0.030306,0.029885,0.029778,,,,0.011279,0.00993,0.0099393,0.019965,0.017602,0.016969,0.0069286,0.0063739,0.0060299,0.0016952,0.0015938,0.0015624,0.0043167,0.0040277,0.0038843,0.0017451,0.0016733,0.0015916,0.00013812,0.00013372,0.00012729
3768.58,0.030135,0.029718,0.029613,,,,0.011142,0.00981,0.0098248,0.019825,0.01746,0.016837,0.0068956,0.006335,0.0059936,0.0016751,0.0015742,0.0015436,0.0042821,0.0039926,0.0038511,0.0017345,0.0016616,0.0015805,0.00013741,0.00013276,0.00012638
3782.19,0.029964,0.029552,0.029449,,,,0.011007,0.0096916,0.0097117,0.019685,0.017319,0.016706,0.0068626,0.0062962,0.0059575,0.0016554,0.0015548,0.001525,0.0042477,0.0039576,0.0038182,0.001724,0.0016499,0.0015695,0.00013691,0.00013181,0.00012548
3795.79,0.029792,0.029384,0.029283,0.010776,0.010466,0.010395,0.010874,0.0095749,0.0096003,0.019545,0.017178,0.016575,0.0068294,0.0062573,0.0059212,0.0016362,0.0015358,0.0015067,0.0042134,0.0039228,0.0037853,0.0017135,0.0016383,0.0015585,0.00013644,0.00013085,0.00012457
3809.4,0.029619,0.029215,0.029117,0.010734,0.010426,0.010355,0.010742,0.0094603,0.0094908,0.019405,0.017038,0.016444,0.0067956,0.006218,0.0058846,0.0016174,0.001517,0.0014887,0.0041792,0.003888,0.0037525,0.0017028,0.0016265,0.0015473,0.00013583,0.00012989,0.00012366
3823.0,0.029469,0.029068,0.028972,0.010701,0.010394,0.010324,0.010615,0.0093492,0.0093848,0.01928,0.01691,0.016325,0.006767,0.0061834,0.0058525,0.001599,0.0014989,0.0014713,0.0041482,0.0038564,0.0037227,0.0016935,0.0016161,0.0015375,0.00013506,0.00012903,0.00012285
3836.61,0.029299,0.028902,0.028809,0.01066,0.010355,0.010285,0.010487,0.0092379,0.0092784,0.019142,0.016773,0.016198,0.0067339,0.0061449,0.0058166,0.0015804,0.0014807,0.0014539,0.0041147,0.0038225,0.0036907,0.001683,0.0016046,0.0015266,0.00013395,0.00012809,0.00012196
3850.21,0.029134,0.028741,0.02865,0.01062,0.010317,0.010248,0.010362,0.0091285,0.0091739,0.019009,0.016638,0.016073,0.0067017,0.0061073,0.0057816,0.0015618,0.0014629,0.0014367,0.0040821,0.0037895,0.0036596,0.0016728,0.0015934,0.0015161,0.0001327,0.00012717,0.0001211
3863.82,0.028972,0.028583,0.028494,0.010582,0.01028,0.010211,0.010238,0.0090207,0.0090708,0.018877,0.016506,0.01595,0.0066701,0.0060702,0.0057472,0.0015432,0.0014453,0.0014199,0.00405,0.003757,0.0036289,0.0016628,0.0015824,0.0015057,0.00013148,0.00012627,0.00012024
3877.42,0.028811,0.028426,0.028339,0.010543,0.010243,0.010174,0.010115,0.0089142,0.0089689,0.018747,0.016376,0.015829,0.0066389,0.0060337,0.0057132,0.0015244,0.0014279,0.0014032,0.0040183,0.0037249,0.0035986,0.0016529,0.0015715,0.0014954,0.00013044,0.00012538,0.0001194
3891.03,0.028652,0.02827,0.028186,0.010505,0.010207,0.010139,0.0099935,0.0088089,0.0088681,0.018617,0.016247,0.015709,0.0066081,0.0059975,0.0056797,0.0015056,0.0014108,0.0013867,0.0039869,0.0036931,0.0035687,0.0016432,0.0015608,0.0014853,0.00012967,0.00012451,0.00011858
3904.63,0.028492,0.028114,0.028032,0.010468,0.01017,0.010103,0.0098734,0.0087048,0.0087685,0.018488,0.016118,0.015589,0.0065775,0.0059616,0.0056463,0.0014869,0.0013938,0.0013704,0.0039557,0.0036616,0.003539,0.0016335,0.0015502,0.0014752,0.00012915,0.00012364,0.00011775
3918.24,0.028331,0.027957,0.027877,0.010429,0.010134,0.010067,0.0097543,0.0086017,0.0086697,0.018359,0.015989,0.015469,0.0065467,0.0059257,0.005613,0.0014682,0.001377,0.0013543,0.0039244,0.00363,0.0035092,0.0016238,0.0015395,0.0014652,0.00012874,0.00012278,0.00011693
3931.84,0.028166,0.027795,0.027718,0.01039,0.010096,0.010029,0.0096365,0.0084999,0.0085721,0.018227,0.015859,0.015348,0.006515,0.005889,0.0055789,0.0014498,0.0013605,0.0013384,0.0038928,0.0035982,0.0034792,0.0016139,0.0015287,0.001455,0.00012827,0.00012189,0.0001161
3945.45,0.028028,0.027661,0.027585,0.010357,0.010064,0.0099978,0.0095259,0.0084045,0.0084809,0.018113,0.015744,0.015242,0.0064879,0.0058565,0.0055488,0.0014327,0.0013449,0.0013235,0.003865,0.0035699,0.0034526,0.0016052,0.0015191,0.0014459,0.0001277,0.0001211,0.00011536
3959.05,0.02787,0.027506,0.027432,0.010319,0.010027,0.0099615,0.0094119,0.0083061,0.0083866,0.017986,0.015618,0.015125,0.0064573,0.005821,0.0055159,0.0014152,0.001329,0.0013081,0.0038345,0.0035393,0.0034237,0.0015956,0.0015086,0.0014361,0.00012681,0.00012025,0.00011455
3972.66,0.027715,0.027354,0.027282,0.010281,0.0099912,0.0099256,0.0093,0.0082097,0.0082942,0.017862,0.015495,0.015011,0.0064272,0.005786,0.0054834,0.0013984,0.0013133,0.0012931,0.0038046,0.0035092,0.0033954,0.0015862,0.0014983,0.0014264,0.00012572,0.00011941,0.00011376
3986.26,0.027562,0.027205,0.027135,0.010243,0.0099554,0.0098902,0.0091898,0.0081149,0.0082033,0.017739,0.015374,0.014898,0.0063974,0.0057513,0.0054513,0.0013822,0.0012979,0.0012783,0.0037752,0.0034796,0.0033675,0.001577,0.0014882,0.0014168,0.00012457,0.00011859,0.00011298
3999.87,0.027411,0.027057,0.02699,0.010207,0.0099199,0.0098552,0.009081,0.0080214,0.0081135,0.017618,0.015254,0.014787,0.006368,0.0057172,0.0054197,0.0013665,0.0012827,0.0012637,0.0037463,0.0034505,0.0033401,0.0015678,0.0014781,0.0014074,0.00012352,0.00011777,0.00011221
4013.47,0.027261,0.026911,0.026846,0.01017,0.009885,0.0098207,0.0089733,0.0079289,0.0080248,0.017499,0.015136,0.014677,0.0063391,0.0056834,0.0053884,0.0013511,0.0012677,0.0012492,0.0037176,0.0034217,0.003313,0.0015588,0.0014682,0.0013981,0.00012269,0.00011697,0.00011145
4027.08,0.027113,0.026766,0.026702,0.010134,0.0098505,0.0097866,0.0088666,0.0078373,0.0079369,0.01738,0.015019,0.014568,0.0063105,0.00565,0.0053576,0.001336,0.0012529,0.0012349,0.0036892,0.0033932,0.0032861,0.00155,0.0014585,0.0013889,0.0001221,0.00011618,0.0001107
4040.68,0.026964,0.02662,0.026558,0.010098,0.0098161,0.0097525,0.0087603,0.0077462,0.0078493,0.017261,0.014902,0.01446,0.006282,0.0056169,0.0053269,0.0013211,0.0012381,0.0012207,0.0036609,0.0033648,0.0032594,0.0015411,0.0014488,0.0013798,0.00012171,0.00011539,0.00010996
4054.29,0.02681,0.02647,0.02641,0.010062,0.0097808,0.0097177,0.0086544,0.0076555,0.007762,0.017139,0.014783,0.014349,0.0062531,0.0055835,0.005296,0.0013061,0.0012234,0.0012066,0.0036321,0.0033361,0.0032323,0.0015323,0.0014391,0.0013706,0.00012135,0.0001146,0.00010922
4067.89,0.026678,0.02634,0.026283,0.010028,0.0097486,0.0096859,0.0085578,0.0075732,0.0076831,0.017032,0.014676,0.014251,0.0062263,0.0055519,0.0052669,0.0012923,0.00121,0.0011938,0.0036063,0.0033101,0.0032078,0.0015239,0.0014298,0.0013619,0.00012093,0.00011385,0.00010851
4081.5,0.02653,0.026196,0.02614,0.0099922,0.0097142,0.0096518,0.0084558,0.0074859,0.0075992,0.016914,0.014561,0.014144,0.0061981,0.0055193,0.0052367,0.0012775,0.0011959,0.0011801,0.0035786,0.0032823,0.0031817,0.0015153,0.0014203,0.001353,0.00012026,0.00011307,0.00010778
4095.1,0.026384,0.026053,0.025999,0.0099564,0.0096797,0.0096178,0.0083558,0.0074007,0.0075171,0.016799,0.014448,0.014039,0.00617,0.0054868,0.0052067,0.0012628,0.0011821,0.0011669,0.0035512,0.003255,0.003156,0.0015067,0.0014109,0.0013442,0.00011938,0.00011231,0.00010706
4108.71,0.02624,0.025912,0.025859,0.0099206,0.0096454,0.0095838,0.0082575,0.0073169,0.0074365,0.016684,0.014337,0.013935,0.006142,0.0054545,0.0051768,0.0012481,0.0011685,0.0011538,0.0035242,0.003228,0.0031306,0.0014982,0.0014015,0.0013354,0.00011833,0.00011155,0.00010635
4122.31,0.026098,0.025772,0.025722,0.0098851,0.0096112,0.0095501,0.0081606,0.0072344,0.0073571,0.016571,0.014226,0.013833,0.0061142,0.0054224,0.0051473,0.0012333,0.0011551,0.001141,0.0034976,0.0032014,0.0031055,0.0014898,0.0013923,0.0013266,0.00011728,0.00011079,0.00010564
4135.92,0.025957,0.025635,0.025586,0.00985,0.0095775,0.0095167,0.0080649,0.007153,0.0072788,0.01646,0.014118,0.013732,0.0060868,0.0053908,0.005118,0.0012185,0.001142,0.0011283,0.0034713,0.0031752,0.0030809,0.0014815,0.0013831,0.0013181,0.00011636,0.00011005,0.00010494
4149.52,0.025818,0.025498,0.025452,0.0098153,0.0095441,0.0094837,0.0079701,0.0070725,0.0072012,0.01635,0.01401,0.013633,0.0060597,0.0053595,0.0050892,0.0012038,0.0011289,0.0011157,0.0034453,0.0031493,0.0030565,0.0014733,0.0013741,0.0013096,0.00011566,0.00010932,0.00010425
4163.13,0.02568,0.025363,0.025318,0.0097811,0.0095112,0.0094512,0.0078758,0.0069924,0.0071239,0.01624,0.013904,0.013534,0.006033,0.0053286,0.0050608,0.0011892,0.001116,0.0011033,0.0034196,0.0031237,0.0030324,0.0014652,0.0013652,0.0013012,0.0001152,0.0001086,0.00010357
4176.73,0.02554,0.025227,0.025183,0.0097472,0.0094787,0.0094191,0.0077816,0.0069125,0.0070467,0.01613,0.013797,0.013435,0.0060066,0.0052981,0.0050326,0.0011746,0.0011031,0.0010908,0.0033938,0.0030981,0.0030083,0.0014572,0.0013563,0.001293,0.00011489,0.00010789,0.0001029
4190.34,0.025409,0.025098,0.025056,0.0097135,0.0094463,0.009387,0.0076954,0.0068397,0.0069767,0.016026,0.013695,0.013341,0.0059804,0.0052678,0.0050047,0.0011615,0.0010913,0.0010795,0.0033692,0.0030736,0.0029853,0.0014493,0.0013476,0.0012848,0.00011459,0.00010718,0.00010223
4203.94,0.025272,0.024964,0.024924,0.0096798,0.0094139,0.009355,0.007604,0.0067623,0.0069019,0.015918,0.013591,0.013244,0.0059542,0.0052376,0.0049769,0.0011477,0.0010788,0.0010674,0.003344,0.0030486,0.0029617,0.0014414,0.0013389,0.0012766,0.00011418,0.00010647,0.00010157
4217.55,0.025136,0.02483,0.024792,0.009646,0.0093814,0.0093229,0.0075145,0.0066866,0.0068288,0.015811,0.013488,0.013148,0.005928,0.0052075,0.0049492,0.0011346,0.0010666,0.0010557,0.003319,0.0030238,0.0029384,0.0014336,0.0013303,0.0012685,0.00011355,0.00010577,0.00010091
4231.15,0.025,0.024697,0.024661,0.0096121,0.0093488,0.0092906,0.0074265,0.0066123,0.006757,0.015704,0.013385,0.013053,0.0059019,0.0051775,0.0049216,0.0011219,0.0010546,0.0010441,0.0032942,0.0029992,0.0029152,0.0014257,0.0013217,0.0012605,0.00011272,0.00010507,0.00010026
4244.76,0.024866,0.024565,0.02453,0.0095781,0.0093161,0.0092583,0.0073399,0.0065392,0.0066864,0.015598,0.013283,0.012958,0.0058757,0.0051476,0.0048941,0.0011096,0.0010428,0.0010327,0.0032696,0.0029749,0.0028924,0.0014179,0.0013131,0.0012525,0.00011175,0.00010438,9.9608e-05
4258.36,0.024732,0.024435,0.024402,0.0095442,0.0092834,0.009226,0.0072544,0.0064673,0.0066168,0.015494,0.013183,0.012865,0.0058497,0.0051178,0.0048667,0.0010976,0.0010312,0.0010215,0.0032454,0.0029509,0.0028698,0.0014101,0.0013046,0.0012445,0.0001108,0.00010369,9.8962e-05
4271.97,0.024601,0.024306,0.024274,0.0095105,0.009251,0.0091939,0.0071701,0.0063963,0.0065482,0.015391,0.013084,0.012773,0.0058238,0.0050883,0.0048396,0.0010859,0.0010198,0.0010105,0.0032214,0.0029272,0.0028475,0.0014024,0.0012962,0.0012366,0.00010997,0.00010301,9.8322e-05
4285.57,0.024471,0.024179,0.024149,0.0094771,0.0092189,0.0091622,0.0070865,0.006326,0.0064801,0.015289,0.012986,0.012683,0.0057983,0.0050591,0.0048128,0.0010743,0.0010084,0.00099955,0.0031978,0.0029039,0.0028255,0.0013948,0.0012879,0.0012288,0.00010936,0.00010234,9.7689e-05
4299.18,0.024343,0.024053,0.024024,0.0094445,0.0091876,0.0091312,0.0070015,0.0062544,0.0064107,0.015188,0.012889,0.012593,0.0057733,0.0050305,0.0047865,0.0010624,0.00099688,0.00098841,0.0031744,0.0028808,0.0028039,0.0013873,0.0012797,0.0012212,0.00010896,0.00010168,9.7069e-05
4312.78,0.024216,0.023928,0.023901,0.009413,0.0091572,0.0091012,0.0069252,0.0061906,0.0063492,0.015088,0.012794,0.012505,0.005749,0.0050026,0.0047608,0.0010517,0.00098659,0.00097851,0.0031513,0.0028581,0.0027825,0.0013801,0.0012718,0.0012138,0.00010869,0.00010103,9.6464e-05
4326.39,0.024089,0.023804,0.023778,0.0093806,0.009126,0.0090703,0.0068435,0.0061221,0.0062827,0.014989,0.012699,0.012417,0.0057241,0.0049743,0.0047349,0.00104,0.00097553,0.00096783,0.0031284,0.0028354,0.0027612,0.0013727,0.0012637,0.0012062,0.00010841,0.00010038,9.5853e-05
4339.99,0.023962,0.023679,0.023655,0.0093486,0.0090951,0.0090398,0.0067635,0.006055,0.0062176,0.014889,0.012604,0.012329,0.0056996,0.0049463,0.0047092,0.0010282,0.00096472,0.0009574,0.0031055,0.002813,0.00274,0.0013653,0.0012558,0.0011988,0.00010801,9.9734e-05,9.525e-05
4353.6,0.023835,0.023555,0.023533,0.0093165,0.0090643,0.0090093,0.0066846,0.0059889,0.0061534,0.014791,0.01251,0.012242,0.0056752,0.0049185,0.0046836,0.0010165,0.00095408,0.00094712,0.0030828,0.0027906,0.002719,0.0013581,0.0012479,0.0011914,0.00010742,9.9093e-05,9.465e-05
4367.2,0.023709,0.023431,0.02341,0.0092843,0.0090333,0.0089787,0.0066069,0.0059239,0.0060903,0.014692,0.012417,0.012155,0.0056507,0.0048907,0.0046582,0.0010047,0.0009436,0.00093701,0.0030602,0.0027685,0.0026982,0.0013508,0.00124,0.0011841,0.00010663,9.8454e-05,9.4053e-05
4380.81,0.023583,0.023308,0.023288,0.009252,0.0090021,0.0089478,0.0065303,0.0058599,0.0060282,0.014594,0.012324,0.012069,0.0056262,0.0048629,0.0046327,0.00099294,0.0009333,0.00092706,0.0030378,0.0027465,0.0026775,0.0013435,0.0012321,0.0011768,0.00010573,9.7818e-05,9.3459e-05
4394.41,0.023459,0.023185,0.023167,0.0092196,0.0089709,0.0089169,0.0064548,0.005797,0.005967,0.014497,0.012232,0.011984,0.0056016,0.0048352,0.0046073,0.00098128,0.00092317,0.00091727,0.0030156,0.0027248,0.002657,0.0013363,0.0012243,0.0011695,0.00010483,9.7186e-05,9.2866e-05
4408.02,0.023335,0.023064,0.023048,0.009187,0.0089395,0.0088859,0.0063804,0.0057349,0.0059067,0.014401,0.012141,0.0119,0.0055771,0.0048076,0.004582,0.00096978,0.00091318,0.00090762,0.0029936,0.0027033,0.0026368,0.0013291,0.0012166,0.0011622,0.00010405,9.6558e-05,9.2277e-05
4421.62,0.023213,0.022944,0.022929,0.0091536,0.0089073,0.008854,0.0063066,0.0056734,0.0058469,0.014306,0.012051,0.011816,0.0055521,0.0047796,0.0045563,0.00095844,0.00090329,0.00089805,0.0029719,0.002682,0.0026168,0.0013218,0.0012087,0.0011549,0.00010346,9.5924e-05,9.1682e-05
4435.23,0.023097,0.022831,0.022817,0.0091294,0.008884,0.008831,0.006236,0.0056148,0.0057899,0.014215,0.011966,0.011737,0.0055327,0.0047566,0.0045354,0.00094772,0.00089385,0.00088893,0.0029512,0.0026617,0.0025978,0.0013158,0.0012021,0.0011487,0.00010317,9.539e-05,9.1183e-05
4448.83,0.022976,0.022711,0.022699,0.0090949,0.0088507,0.0087981,0.006163,0.005554,0.0057307,0.014121,0.011877,0.011655,0.0055071,0.0047283,0.0045094,0.00093683,0.00088409,0.00087949,0.0029297,0.0026408,0.0025781,0.0013084,0.0011942,0.0011413,0.00010289,9.4751e-05,9.0584e-05
4462.44,0.022857,0.022595,0.022584,0.0090638,0.0088207,0.0087684,0.0060916,0.0054947,0.0056729,0.014029,0.011791,0.011575,0.0054837,0.0047019,0.0044852,0.00092639,0.00087456,0.00087026,0.0029088,0.0026204,0.0025589,0.0013015,0.0011868,0.0011344,0.00010265,9.415e-05,9.0023e-05
4476.04,0.02274,0.022479,0.02247,0.0090332,0.0087912,0.0087392,0.0060211,0.0054361,0.0056157,0.013937,0.011705,0.011495,0.0054606,0.0046758,0.0044614,0.00091628,0.00086515,0.00086114,0.0028879,0.0026001,0.0025398,0.0012947,0.0011795,0.0011276,0.00010231,9.3557e-05,8.947e-05
4489.65,0.022622,0.022364,0.022355,0.0090028,0.0087619,0.0087102,0.0059513,0.0053782,0.0055593,0.013846,0.011619,0.011416,0.0054376,0.00465,0.0044378,0.00090647,0.00085585,0.00085213,0.0028672,0.0025799,0.0025209,0.001288,0.0011722,0.0011209,0.00010179,9.297e-05,8.8922e-05
4503.25,0.022504,0.022248,0.022241,0.0089723,0.0087325,0.0086811,0.0058825,0.0053212,0.0055035,0.013755,0.011534,0.011337,0.0054147,0.0046243,0.0044143,0.00089694,0.00084668,0.00084325,0.0028466,0.0025599,0.002502,0.0012813,0.001165,0.0011142,0.00010109,9.2385e-05,8.8378e-05
4516.86,0.022386,0.022132,0.022127,0.0089416,0.0087029,0.0086518,0.0058147,0.005265,0.0054486,0.013664,0.011449,0.011258,0.0053917,0.0045985,0.0043907,0.00088764,0.00083765,0.00083451,0.0028261,0.00254,0.0024833,0.0012746,0.0011578,0.0011075,0.00010026,9.1802e-05,8.7834e-05
4530.46,0.022269,0.022017,0.022013,0.0089106,0.0086729,0.0086222,0.0057478,0.0052096,0.0053946,0.013573,0.011365,0.01118,0.0053685,0.0045727,0.0043672,0.0008785,0.00082876,0.0008259,0.0028057,0.0025202,0.0024647,0.0012679,0.0011507,0.0011008,9.9405e-05,9.1221e-05,8.729e-05
4544.07,0.022152,0.021902,0.021899,0.0088789,0.0086423,0.0085919,0.0056818,0.0051552,0.0053414,0.013483,0.011281,0.011102,0.0053449,0.0045466,0.0043433,0.00086945,0.00082001,0.00081742,0.0027854,0.0025006,0.0024462,0.0012612,0.0011434,0.001094,9.8643e-05,9.0636e-05,8.6743e-05
