,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
353.73,,,,,,,1.636,1.6636,1.6787,,,,,,,0.17797,0.18057,0.18308,0.17512,0.17651,0.16401,0.054506,0.05501,0.054566,0.0026833,0.0027198,0.0026987
367.33,,,,,,,1.5556,1.5822,1.5959,,,,,,,0.16472,0.17007,0.17229,0.1676,0.16901,0.15743,0.051894,0.052403,0.052004,0.0025802,0.0025612,0.0025434
380.94,,,,,,,1.4795,1.5051,1.5175,,,,,,,0.15602,0.16026,0.16216,0.16046,0.16189,0.15116,0.049455,0.049968,0.049609,0.0023753,0.0024154,0.0024001
394.54,,,,,,,1.4081,1.4329,1.444,,,,,,,0.15014,0.15103,0.15273,0.15377,0.15521,0.14523,0.047193,0.04771,0.047386,0.0022486,0.0022833,0.0022689
408.15,,,,,,,1.3416,1.3654,1.3754,,,,,,,0.14292,0.1424,0.144,0.14752,0.14898,0.13968,0.045106,0.045627,0.045332,0.0021762,0.0021616,0.0021492
421.75,,,,,,,1.278,1.301,1.3099,,,,,,,0.13292,0.13427,0.13576,0.14153,0.14299,0.13432,0.04312,0.043643,0.043375,0.002015,0.0020477,0.0020372
435.36,,,,,,,1.2186,1.2407,1.2486,0.32762,0.33512,0.31929,,,,0.1229,0.12681,0.12813,0.13591,0.13738,0.12928,0.041276,0.041801,0.041557,0.0019036,0.0019448,0.0019347
448.96,,,,,,,1.1627,1.1841,1.191,0.32019,0.32769,0.31244,,,,0.11574,0.11991,0.12102,0.13062,0.1321,0.12451,0.039562,0.040089,0.039866,0.001858,0.0018495,0.0018406
462.57,,,,,,,1.1095,1.1301,1.1362,0.31281,0.32029,0.30559,,,,0.11138,0.11338,0.11434,0.12555,0.12704,0.11992,0.037923,0.038451,0.038246,0.0017415,0.0017596,0.0017522
476.17,,,,,,,1.0595,1.0793,1.0846,0.30569,0.31316,0.29898,,,,0.10744,0.10724,0.10811,0.12078,0.12226,0.11558,0.036395,0.036923,0.036735,0.0016305,0.0016781,0.0016709
489.78,,,,,,,1.0122,1.0312,1.0358,0.29874,0.3062,0.29251,,,,0.10168,0.10146,0.10228,0.11625,0.11773,0.11144,0.034961,0.035489,0.035315,0.0015966,0.0016024,0.0015957
503.38,,,,,,,0.96733,0.98568,0.98952,0.29195,0.29938,0.28616,,,,0.094406,0.096065,0.096821,0.11193,0.11341,0.10749,0.0336,0.034128,0.033967,0.0015303,0.0015309,0.0015254
516.99,,,,,,,0.92508,0.94274,0.94593,0.28539,0.29279,0.28002,0.06079,0.063037,0.062401,0.087733,0.091086,0.091727,0.10786,0.10933,0.10374,0.032326,0.032853,0.032703,0.0014236,0.0014654,0.0014603
530.59,,,,,,,0.88509,0.90209,0.90467,0.279,0.28637,0.27401,0.059544,0.061787,0.061166,0.083221,0.086443,0.086956,0.10398,0.10545,0.10017,0.031121,0.031647,0.031507,0.0013765,0.0014047,0.0013995
544.2,,,,,,,0.84724,0.86359,0.86562,0.27278,0.28012,0.26816,0.058335,0.060574,0.059967,0.080578,0.08207,0.082488,0.10029,0.10176,0.096758,0.029983,0.030509,0.030377,0.0013523,0.0013472,0.0013427
557.8,,,,,,,0.81152,0.82726,0.82876,0.26677,0.27407,0.26249,0.05717,0.059404,0.05881,0.078135,0.077939,0.078313,0.096796,0.098255,0.093521,0.028911,0.029435,0.029312,0.0012739,0.0012934,0.0012896
571.41,,,,,,,0.77777,0.79291,0.79393,0.26094,0.2682,0.25698,0.05604,0.058269,0.057687,0.074427,0.07405,0.074406,0.093479,0.09493,0.090438,0.027896,0.02842,0.028303,0.0012013,0.0012438,0.0012399
585.01,,,,,,,0.74572,0.76027,0.76085,0.25525,0.26247,0.2516,0.054938,0.057162,0.05659,0.069483,0.070409,0.070735,0.090311,0.091755,0.087488,0.026933,0.027454,0.027344,0.0011837,0.0011968,0.001193
598.62,,,,,,,0.71536,0.72936,0.72952,0.24974,0.25691,0.24636,0.053868,0.056087,0.055526,0.064619,0.067028,0.067293,0.087297,0.088732,0.084674,0.026019,0.026539,0.026434,0.0011535,0.001152,0.0011488
612.22,,,,,,,0.68661,0.70006,0.69984,0.24439,0.25152,0.24127,0.052833,0.055045,0.054493,0.061086,0.063879,0.064064,0.084429,0.085854,0.08199,0.025154,0.025672,0.025571,0.0010808,0.00111,0.0011071
625.83,,,,,,,0.65939,0.67233,0.67175,0.23923,0.24631,0.23635,0.051831,0.054037,0.053494,0.059095,0.060921,0.061037,0.081705,0.083121,0.079437,0.024334,0.02485,0.024753,0.0010333,0.0010709,0.0010678
639.43,,,,,,,0.63329,0.64572,0.64481,0.23409,0.24112,0.23145,0.050837,0.053036,0.052501,0.057749,0.058087,0.058166,0.079069,0.080474,0.076959,0.023544,0.024058,0.023965,0.0010254,0.0010332,0.0010301
653.04,,,,,,,0.60858,0.62051,0.6193,0.22914,0.23612,0.22672,0.049878,0.052069,0.051541,0.055894,0.055402,0.055473,0.076564,0.077958,0.0746,0.022796,0.023308,0.023218,0.00099453,0.00099711,0.00099449
666.64,,,,,,,0.58511,0.59657,0.59507,0.22434,0.23126,0.22211,0.048948,0.051131,0.05061,0.052964,0.052872,0.052939,0.074174,0.075556,0.072344,0.022085,0.022594,0.022507,0.00093242,0.00096318,0.00096071
680.25,,,,,,,0.56263,0.57364,0.57188,0.21961,0.22647,0.21757,0.048031,0.050207,0.049692,0.049397,0.050491,0.050538,0.071869,0.073239,0.070166,0.021402,0.021908,0.021824,0.00089693,0.00093109,0.00092835
693.85,,,,,,,0.54147,0.55203,0.55003,0.21508,0.22189,0.21322,0.047154,0.049321,0.048812,0.046203,0.048288,0.048294,0.069689,0.071047,0.068101,0.020756,0.02126,0.021178,0.00089331,0.00090052,0.00089782
707.46,,,,,,,0.52121,0.53134,0.52912,0.21064,0.21739,0.20894,0.046292,0.048451,0.047947,0.04405,0.046211,0.046167,0.06759,0.068935,0.066109,0.020136,0.020638,0.020557,0.00086805,0.00087091,0.00086859
721.06,,,,,,,0.50195,0.51167,0.50925,0.20633,0.21302,0.20478,0.045458,0.047608,0.047109,0.04293,0.044245,0.044162,0.065583,0.066916,0.064203,0.019546,0.020045,0.019966,0.00081522,0.00084301,0.00084081
734.67,,,,,,,0.48353,0.49285,0.49024,0.20211,0.20874,0.2007,0.044639,0.046779,0.046285,0.04219,0.042362,0.042261,0.063651,0.06497,0.062363,0.018979,0.019475,0.019397,0.00078297,0.00081662,0.00081417
748.27,,,,,,,0.46609,0.47502,0.47224,0.19805,0.20461,0.19677,0.043851,0.045982,0.045492,0.041049,0.040575,0.040474,0.061813,0.06312,0.060612,0.01844,0.018934,0.018857,0.00078069,0.00079144,0.00078893
761.88,,,,,,,0.4494,0.45796,0.45502,0.19408,0.20058,0.19292,0.04308,0.045201,0.044715,0.039103,0.038876,0.03878,0.060045,0.061338,0.058924,0.017923,0.018414,0.018338,0.00076507,0.000767,0.00076478
775.48,,,,,,,0.4335,0.44169,0.43861,0.19022,0.19666,0.18918,0.042331,0.044443,0.04396,0.036624,0.037279,0.037177,0.05835,0.059629,0.057303,0.017429,0.017916,0.017841,0.00072154,0.00074384,0.00074175
789.09,,,,,,,0.41826,0.42611,0.42289,0.18644,0.19282,0.18551,0.041596,0.043698,0.043218,0.034263,0.035777,0.035653,0.056717,0.057983,0.055739,0.016953,0.017437,0.017362,0.00068766,0.00072197,0.00071966
802.69,,,,,,,0.40378,0.41129,0.40796,0.1828,0.18911,0.18196,0.040887,0.042979,0.042502,0.032583,0.034369,0.034215,0.055158,0.05641,0.054244,0.0165,0.016981,0.016906,0.00068338,0.00070115,0.00069869
816.3,,,,,,,0.3899,0.39708,0.39365,0.17924,0.18549,0.17849,0.040194,0.042275,0.041801,0.031699,0.033029,0.032848,0.053655,0.054893,0.052801,0.016063,0.016541,0.016467,0.00067863,0.00068089,0.00067859
829.9,,,,,,,0.37662,0.38348,0.37995,0.17576,0.18194,0.1751,0.039515,0.041586,0.041114,0.031288,0.031744,0.031548,0.052208,0.053432,0.051409,0.015644,0.016119,0.016044,0.00064742,0.00066146,0.00065934
843.51,,,,,,,0.36389,0.37045,0.36682,0.17237,0.17848,0.17179,0.038852,0.040912,0.040443,0.030796,0.030507,0.030311,0.050813,0.052023,0.050066,0.01524,0.015711,0.015637,0.0006114,0.00064314,0.0006409
857.11,,,,,,,0.35174,0.358,0.3543,0.16907,0.17512,0.16856,0.038208,0.040258,0.03979,0.029789,0.029326,0.029138,0.049474,0.05067,0.048776,0.014853,0.015321,0.015247,0.0005999,0.00062578,0.00062331
870.72,,,,,,,0.34011,0.34608,0.3423,0.16586,0.17184,0.16542,0.03758,0.039618,0.039152,0.028212,0.028205,0.028022,0.048184,0.049366,0.047531,0.01448,0.014945,0.014871,0.00060219,0.00060892,0.00060646
884.32,,,,,,,0.32894,0.33464,0.3308,0.16272,0.16864,0.16234,0.036965,0.038992,0.038527,0.026403,0.027145,0.026958,0.046939,0.048107,0.046328,0.014121,0.014583,0.014509,0.00058722,0.00059257,0.00059029
897.93,,,,,,,0.31824,0.32366,0.31977,0.15966,0.1655,0.15933,0.036363,0.038379,0.037915,0.024835,0.026146,0.025944,0.045738,0.046891,0.045165,0.013775,0.014233,0.014159,0.00055434,0.00057702,0.00057478
911.53,,,,,,,0.30799,0.31315,0.30921,0.15667,0.16245,0.15639,0.035776,0.037781,0.037318,0.023818,0.0252,0.02498,0.044579,0.045718,0.044043,0.013441,0.013896,0.013822,0.00053212,0.00056235,0.00055992
925.14,,,,,,,0.29818,0.30309,0.2991,0.15377,0.15947,0.15353,0.035205,0.037198,0.036737,0.023357,0.024297,0.024061,0.043464,0.044589,0.042962,0.01312,0.013572,0.013498,0.00053168,0.00054825,0.00054568
938.74,,,,,,,0.28876,0.29343,0.28941,0.15094,0.15658,0.15075,0.034648,0.03663,0.036169,0.023184,0.023427,0.023186,0.042389,0.0435,0.041918,0.012812,0.01326,0.013185,0.00053144,0.0005345,0.00053202
952.35,,,,,,,0.27972,0.28415,0.2801,0.14818,0.15375,0.14802,0.034104,0.036073,0.035613,0.022909,0.022587,0.022349,0.041351,0.042447,0.040909,0.012513,0.012959,0.012883,0.00051123,0.00052123,0.00051889
965.95,,,,,,,0.27104,0.27524,0.27116,0.14547,0.15098,0.14535,0.03357,0.035527,0.035068,0.022235,0.021779,0.021551,0.040346,0.041428,0.039931,0.012225,0.012667,0.012591,0.00048285,0.00050863,0.00050623
979.56,,,,,,,0.26271,0.26669,0.26259,0.14285,0.14828,0.14276,0.03305,0.034996,0.034537,0.021127,0.02101,0.020789,0.039377,0.040445,0.038987,0.011947,0.012385,0.012309,0.00047,0.00049667,0.00049409
993.16,,,,,,,0.25472,0.25848,0.25437,0.14029,0.14565,0.14022,0.032544,0.034478,0.034019,0.019814,0.020283,0.020062,0.038442,0.039496,0.038077,0.011679,0.012114,0.012037,0.00047309,0.00048508,0.00048241
1006.77,,,,,,,0.24705,0.2506,0.24648,0.1378,0.1431,0.13776,0.032051,0.033973,0.033515,0.01863,0.019595,0.019367,0.037541,0.038582,0.037198,0.011421,0.011853,0.011776,0.00047039,0.00047375,0.0004712
1020.37,,,,,,,0.23964,0.24299,0.23886,0.13535,0.14058,0.13533,0.031564,0.033473,0.033015,0.01782,0.01894,0.0187,0.036663,0.037689,0.03634,0.011169,0.011598,0.01152,0.00044985,0.00046276,0.00046029
1033.98,,,,,,,0.23252,0.23568,0.23155,0.13297,0.13813,0.13297,0.031091,0.032988,0.03253,0.017441,0.018313,0.018064,0.035818,0.03683,0.035514,0.010928,0.011353,0.011274,0.00042625,0.00045237,0.00044982
1047.58,,,,,,,0.22568,0.22865,0.22451,0.13065,0.13574,0.13066,0.030628,0.032513,0.032055,0.017351,0.017708,0.017454,0.035,0.035998,0.034713,0.010693,0.011115,0.011036,0.00041799,0.00044243,0.00043969
1061.19,,,,,,,0.2191,0.22188,0.21775,0.12839,0.13341,0.12841,0.030177,0.032049,0.031591,0.017289,0.017123,0.016871,0.034208,0.035193,0.033938,0.010467,0.010886,0.010806,0.00042209,0.00043272,0.00042993
1074.79,,,,,,,0.21279,0.2154,0.21128,0.12619,0.13114,0.12622,0.029738,0.031599,0.03114,0.017002,0.016559,0.016315,0.033446,0.034417,0.03319,0.010249,0.010664,0.010584,0.00041946,0.00042323,0.00042053
1088.4,,,,,,,0.20664,0.20907,0.20496,0.124,0.12889,0.12404,0.0293,0.031147,0.030689,0.016361,0.016011,0.015776,0.032697,0.033654,0.032455,0.010035,0.010447,0.010366,0.00040115,0.00041392,0.0004113
1102.0,,,,,,,0.20075,0.20302,0.19891,0.12189,0.1267,0.12193,0.028876,0.030711,0.030253,0.015453,0.015491,0.015262,0.031976,0.03292,0.031747,0.0098286,0.010237,0.010156,0.00038053,0.00040514,0.00040244
1115.61,,,,,,,0.19507,0.19718,0.19309,0.11982,0.12457,0.11987,0.028461,0.030283,0.029824,0.01449,0.014999,0.014769,0.031277,0.032207,0.03106,0.0096287,0.010034,0.0099526,0.00037326,0.0003967,0.00039384
1129.21,,,,,,,0.18961,0.19156,0.18749,0.11781,0.12248,0.11785,0.028056,0.029865,0.029406,0.013703,0.014532,0.014297,0.030601,0.031517,0.030395,0.0094353,0.0098375,0.0097553,0.00037735,0.00038844,0.00038552
1142.82,,,,,,,0.1843,0.1861,0.18205,0.11581,0.12042,0.11586,0.027654,0.02945,0.02899,0.013223,0.014082,0.013841,0.029939,0.030842,0.029743,0.009246,0.0096449,0.0095622,0.00037654,0.00038023,0.00037739
1156.42,,,,,,,0.17925,0.1809,0.17687,0.1139,0.11844,0.11394,0.027268,0.029051,0.028592,0.013054,0.013654,0.013408,0.029306,0.030196,0.029119,0.009065,0.0094606,0.0093774,0.0003619,0.00037238,0.00036961
1170.03,,,,,,,0.17434,0.17585,0.17185,0.11202,0.11649,0.11205,0.026888,0.028658,0.028198,0.013063,0.013237,0.01299,0.028688,0.029565,0.02851,0.0088884,0.0092807,0.009197,0.00034288,0.00036484,0.00036202
1183.63,,,,,,,0.16961,0.17098,0.167,0.11018,0.11458,0.1102,0.026514,0.028272,0.027811,0.01306,0.012832,0.012589,0.028088,0.028952,0.027917,0.0087168,0.0091058,0.0090215,0.00033416,0.00035761,0.00035465
1197.24,,,,,,,0.16505,0.16629,0.16233,0.10838,0.11271,0.1084,0.026149,0.027894,0.027433,0.012868,0.012439,0.012203,0.027506,0.028357,0.027343,0.0085503,0.0089361,0.0088512,0.0003372,0.00035054,0.0003475
1210.84,,,,,,,0.16062,0.16173,0.1578,0.10661,0.11088,0.10662,0.02579,0.027521,0.02706,0.012408,0.012058,0.011831,0.026939,0.027776,0.026782,0.0083879,0.0087704,0.0086851,0.00033931,0.00034352,0.00034053
1224.45,,,,,,,0.15638,0.15737,0.15346,0.1049,0.1091,0.1049,0.025442,0.02716,0.026698,0.011739,0.011697,0.011475,0.026392,0.027217,0.02624,0.0082314,0.0086106,0.0085248,0.0003296,0.00033673,0.00033381
1238.05,,,,,,,0.15227,0.15313,0.14926,0.10322,0.10736,0.10321,0.0251,0.026805,0.026343,0.011015,0.011352,0.011132,0.02586,0.026672,0.025713,0.0080791,0.0084551,0.0083688,0.00031233,0.00033021,0.00032728
1251.66,,,,,,,0.14829,0.14904,0.1452,0.10158,0.10565,0.10155,0.024764,0.026457,0.025994,0.010404,0.011024,0.010802,0.025342,0.026141,0.0252,0.0079309,0.0083037,0.0082169,0.00030086,0.00032397,0.00032093
1265.26,,,,,,,0.14445,0.14509,0.14128,0.099967,0.10397,0.09993,0.024435,0.026115,0.025651,0.010019,0.01071,0.010484,0.024839,0.025625,0.024701,0.0077867,0.0081563,0.008069,0.00030108,0.00031789,0.00031476
1278.87,,,,,,,0.14072,0.14125,0.13747,0.09839,0.10233,0.098339,0.024113,0.025779,0.025315,0.0098728,0.010406,0.010177,0.024348,0.025123,0.024215,0.0076463,0.0080127,0.0079249,0.00030539,0.00031189,0.00030876
1292.47,,,,,,,0.13714,0.13756,0.13381,0.096853,0.10073,0.096787,0.023797,0.02545,0.024986,0.009896,0.010112,0.0098821,0.023873,0.024635,0.023743,0.0075101,0.0078732,0.007785,0.00030177,0.000306,0.00030294
1306.08,,,,,,,0.13366,0.13398,0.13027,0.09535,0.099162,0.095268,0.023488,0.025128,0.024664,0.0099558,0.0098247,0.0095978,0.023411,0.02416,0.023283,0.0073777,0.0077376,0.0076489,0.00028807,0.00030032,0.00029729
1319.68,,,,,,,0.1303,0.13052,0.12684,0.093878,0.097626,0.093779,0.023186,0.024812,0.024347,0.0099129,0.0095443,0.0093235,0.022961,0.023698,0.022836,0.0072488,0.0076055,0.0075163,0.00027411,0.00029489,0.0002918
1333.29,,,,,,,0.12704,0.12717,0.12353,0.092434,0.096119,0.092318,0.022888,0.024502,0.024036,0.0096759,0.0092722,0.0090587,0.022523,0.023248,0.022399,0.0071231,0.0074766,0.007387,0.00026949,0.00028965,0.00028646
1346.89,,,,,,,0.12388,0.12391,0.12031,0.091019,0.09464,0.090884,0.022596,0.024196,0.02373,0.0092423,0.00901,0.008803,0.022095,0.022808,0.021974,0.0070005,0.0073508,0.0072608,0.00027322,0.0002845,0.00028126
1360.5,,,,,,,0.12083,0.12077,0.11721,0.089634,0.093193,0.089481,0.022309,0.023897,0.02343,0.0086981,0.0087598,0.0085569,0.021679,0.022381,0.021559,0.0068811,0.0072282,0.0071379,0.0002753,0.0002794,0.0002762
1374.1,,,,,,,0.11788,0.11773,0.1142,0.088279,0.091776,0.088107,0.022029,0.023603,0.023136,0.0081701,0.0085213,0.0083193,0.021275,0.021964,0.021156,0.0067649,0.0071089,0.0070181,0.00026791,0.00027443,0.00027128
1387.71,,,,,,,0.11501,0.11478,0.11129,0.086954,0.090388,0.086761,0.021753,0.023314,0.022847,0.0077702,0.0082934,0.00809,0.020881,0.021558,0.020763,0.0066518,0.0069926,0.0069014,0.00025425,0.00026965,0.00026651
1401.31,,,,,,,0.11224,0.11193,0.10847,0.085656,0.089029,0.085443,0.021484,0.023032,0.022564,0.0075544,0.0080741,0.0078684,0.020497,0.021163,0.02038,0.0065415,0.0068792,0.0067877,0.00024429,0.00026509,0.00026186
1414.92,,,,,,,0.10955,0.10916,0.10574,0.084382,0.087694,0.084149,0.021219,0.022753,0.022285,0.0075118,0.0078613,0.0076542,0.020123,0.020777,0.020006,0.0064339,0.0067685,0.0066765,0.0002436,0.00026065,0.00025734
1428.52,,,,,,,0.10694,0.10647,0.1031,0.083132,0.086383,0.082877,0.020957,0.022479,0.02201,0.0075751,0.0076535,0.0074473,0.019757,0.0204,0.01964,0.0063286,0.0066601,0.0065678,0.00024798,0.00025625,0.00025292
1442.13,,,,,,,0.10441,0.10387,0.10054,0.081909,0.0851,0.081633,0.020702,0.02221,0.021741,0.0076441,0.0074501,0.0072476,0.019402,0.020033,0.019285,0.0062262,0.0065545,0.0064619,0.00024814,0.00025191,0.00024863
1455.73,,,,,,,0.10196,0.10135,0.098055,0.080713,0.083844,0.080415,0.020451,0.021946,0.021477,0.0076192,0.0072515,0.0070546,0.019055,0.019675,0.018938,0.0061263,0.0064515,0.0063586,0.00023957,0.00024769,0.00024445
1469.34,,,,,,,0.099588,0.098912,0.095651,0.079543,0.082615,0.079223,0.020206,0.021688,0.021218,0.0074396,0.0070586,0.0068681,0.018718,0.019327,0.0186,0.006029,0.0063512,0.0062579,0.00022738,0.00024365,0.00024039
1482.94,,,,,,,0.097284,0.096542,0.09332,0.078399,0.081412,0.078056,0.019966,0.021435,0.020965,0.0071088,0.0068725,0.0066877,0.018389,0.018987,0.018271,0.0059344,0.0062535,0.0061599,0.00022018,0.00023978,0.00023644
1496.55,,,,,,,0.095044,0.094238,0.091056,0.077267,0.080221,0.076901,0.019727,0.021183,0.020712,0.006691,0.0066939,0.0065128,0.018066,0.018653,0.017947,0.005841,0.006157,0.0060632,0.00022116,0.00023596,0.00023256
1510.15,,,,,,,0.092872,0.092005,0.088861,0.076165,0.079061,0.075776,0.019495,0.020938,0.020467,0.0062817,0.0065235,0.0063439,0.017752,0.018329,0.017633,0.0057505,0.0060635,0.0059694,0.00022547,0.00023221,0.00022879
1523.76,,,,,,,0.090764,0.089837,0.086733,0.075083,0.077921,0.074671,0.019267,0.020696,0.020225,0.0059655,0.0063604,0.0061804,0.017446,0.018012,0.017325,0.005662,0.005972,0.0058776,0.00022499,0.00022848,0.00022512
1537.36,,,,,,,0.088719,0.087735,0.08467,0.074024,0.076805,0.073589,0.019042,0.020459,0.019988,0.005789,0.0062034,0.0060223,0.017148,0.017703,0.017026,0.0055757,0.0058826,0.005788,0.00021676,0.00022486,0.00022154
1550.97,,,,,,,0.086734,0.085694,0.082668,0.072988,0.075712,0.072529,0.018823,0.020226,0.019755,0.0057512,0.0060511,0.0058693,0.016857,0.017402,0.016733,0.0054915,0.0057954,0.0057006,0.00020588,0.00022139,0.00021805
1564.57,,,,,,,0.084805,0.083712,0.080725,0.071975,0.074643,0.071492,0.018609,0.019999,0.019527,0.0058092,0.0059022,0.0057212,0.016573,0.017108,0.016449,0.0054096,0.0057106,0.0056155,0.00019979,0.00021806,0.00021465
1578.18,,,,,,,0.082924,0.08178,0.078832,0.070968,0.07358,0.070461,0.018394,0.019771,0.019299,0.0058923,0.0057555,0.0055772,0.016294,0.016818,0.016167,0.0053284,0.0056264,0.005531,0.00020097,0.00021476,0.00021129
1591.78,,,,,,,0.0811,0.079906,0.076997,0.069989,0.072545,0.069458,0.018186,0.01955,0.019078,0.0059242,0.0056118,0.0054379,0.016022,0.016537,0.015894,0.0052498,0.0055448,0.0054493,0.00020511,0.00021151,0.00020804
1605.39,,,,,,,0.079327,0.078086,0.075216,0.069028,0.071529,0.068473,0.017981,0.019332,0.01886,0.0058466,0.0054715,0.0053031,0.015757,0.016262,0.015627,0.0051728,0.0054649,0.0053691,0.00020507,0.00020828,0.00020485
1618.99,,,,,,,0.077605,0.076318,0.073486,0.068085,0.070531,0.067506,0.017779,0.019118,0.018645,0.0056426,0.0053356,0.0051724,0.015498,0.015993,0.015366,0.0050975,0.0053867,0.0052907,0.00019802,0.00020512,0.00020174
1632.6,,,,,,,0.075933,0.074601,0.071808,0.067163,0.069554,0.066559,0.017582,0.018907,0.018435,0.0053429,0.005205,0.0050459,0.015245,0.01573,0.015112,0.0050241,0.0053103,0.0052142,0.00018809,0.00020209,0.0001987
1646.2,,,,,,,0.074296,0.072922,0.070167,0.066248,0.068585,0.06562,0.017386,0.018698,0.018225,0.0050109,0.0050791,0.0049226,0.014996,0.015471,0.014861,0.0049516,0.0052349,0.0051386,0.00018189,0.00019915,0.0001957
1659.81,,,,,,,0.072716,0.071301,0.068584,0.065362,0.067646,0.064709,0.017196,0.018495,0.018022,0.0047194,0.0049594,0.0048038,0.014755,0.015221,0.014618,0.0048815,0.0051619,0.0050655,0.00018236,0.00019631,0.0001928
1673.41,,,,,,,0.071175,0.06972,0.067041,0.064488,0.066719,0.063812,0.017008,0.018295,0.017821,0.0045198,0.0048442,0.0046883,0.014519,0.014975,0.014379,0.0048126,0.0050903,0.0049937,0.00018636,0.00019347,0.00018995
1687.02,,,,,,,0.069675,0.068182,0.065541,0.06363,0.065809,0.062929,0.016823,0.018097,0.017624,0.0044329,0.0047326,0.0045763,0.014287,0.014734,0.014146,0.0047452,0.0050199,0.0049232,0.00018762,0.00019064,0.00018716
