,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
217.68,,,,,,,,,,0.10872,0.10899,0.11016,0.54385,0.55029,0.54756,0.12353,0.1246,0.12309,0.015207,0.015223,0.015035
231.28,,,,,,,,,,0.091674,0.091903,0.092901,0.50101,0.50704,0.50427,0.1151,0.11614,0.11479,0.013741,0.013881,0.013719
244.89,,,,,,,,,,0.078043,0.078101,0.078968,0.46221,0.46785,0.46507,0.10747,0.10849,0.10726,0.012624,0.012705,0.01256
258.49,,,,,,,,,,0.066665,0.066856,0.067614,0.4271,0.43239,0.42961,0.10057,0.10155,0.10044,0.011611,0.01166,0.011534
272.1,,,,,,,,,,0.057372,0.05762,0.058279,0.39539,0.40035,0.39759,0.09431,0.09527,0.094251,0.010592,0.010739,0.010626
285.7,,,,,,,,,,0.049848,0.049951,0.050528,0.36664,0.37131,0.36857,0.088614,0.089548,0.08861,0.0099057,0.009919,0.0098173
299.31,,,,,,,,,,0.043424,0.04352,0.044031,0.34057,0.34496,0.34226,0.083417,0.084326,0.083458,0.009078,0.0091871,0.0090964
312.91,,,,,,,,,,0.037915,0.038121,0.038572,0.3169,0.32103,0.31838,0.078673,0.079559,0.078754,0.0084468,0.0085382,0.0084536
326.52,,,,,,,,,,0.03336,0.033536,0.033932,0.29526,0.29915,0.29655,0.074301,0.075166,0.074414,0.0079344,0.0079516,0.0078757
340.12,,,,,,,,,,0.029549,0.029625,0.029977,0.27548,0.27916,0.27661,0.070274,0.071118,0.070414,0.0073068,0.0074257,0.0073559
353.73,,,,,,,,,,0.026172,0.026272,0.026586,0.25734,0.26081,0.25832,0.066546,0.067371,0.066708,0.0068911,0.006952,0.0068861
367.33,,,,,,,,,,0.023221,0.023391,0.023671,0.24072,0.244,0.24157,0.063101,0.063905,0.06328,0.0064953,0.006521,0.0064612
380.94,,,,,,,,,,0.020761,0.020904,0.021151,0.2255,0.22861,0.22623,0.059917,0.0607,0.060108,0.0060214,0.0061325,0.0060764
394.54,,,,,,,,,,0.018669,0.01874,0.018961,0.21152,0.21446,0.21214,0.056962,0.057725,0.057163,0.0057248,0.0057798,0.0057261
408.15,,,,,,,,,,0.016775,0.016853,0.017052,0.19866,0.20144,0.19918,0.054215,0.054959,0.054424,0.0054316,0.0054554,0.0054061
421.75,,,,,,,,,,0.015069,0.0152,0.015379,0.18685,0.18949,0.18729,0.051675,0.052401,0.051889,0.0050624,0.0051611,0.0051144
435.36,,,,,,,,,,0.013617,0.013748,0.013906,0.17594,0.17844,0.1763,0.049301,0.05001,0.04952,0.0048278,0.0048909,0.0048456
448.96,,,,,,,,,,0.012388,0.012465,0.012607,0.16582,0.1682,0.16611,0.047074,0.047767,0.047297,0.004622,0.0046388,0.0045965
462.57,,,,,,,,,,0.011275,0.01133,0.011458,0.1565,0.15875,0.15672,0.045009,0.045687,0.045234,0.004329,0.0044077,0.0043676
476.17,,,,0.39477,0.40046,0.3938,,,,0.010234,0.010322,0.010437,0.14782,0.14997,0.14799,0.043065,0.043727,0.043291,0.0041155,0.0041934,0.0041541
489.78,,,,0.38,0.38535,0.37874,,,,0.0093116,0.0094261,0.0095282,0.13974,0.14178,0.13985,0.041232,0.041879,0.041457,0.0039745,0.0039919,0.0039545
503.38,,,,0.36606,0.37108,0.36452,,,,0.0085376,0.0086288,0.0087195,0.13227,0.13421,0.13234,0.039524,0.040155,0.039748,0.0037572,0.0038047,0.0037695
516.99,,,,0.35273,0.35743,0.35093,,,,0.0078607,0.0079139,0.0079951,0.12531,0.12715,0.12533,0.037912,0.038527,0.038132,0.0035458,0.0036305,0.003596
530.59,,,,0.34002,0.34442,0.33797,,,,0.0072208,0.0072715,0.0073446,0.11881,0.12057,0.11879,0.036393,0.036994,0.03661,0.0034311,0.0034672,0.0034336
544.2,,,,0.32796,0.33207,0.32568,,,,0.0066164,0.0066951,0.0067606,0.11278,0.11445,0.11272,0.034966,0.035552,0.035179,0.0032952,0.0033137,0.0032818
557.8,,,,0.31643,0.32026,0.31394,0.075135,0.0778,0.076138,0.0060833,0.0061754,0.0062333,0.10713,0.10872,0.10704,0.033616,0.034189,0.033827,0.0031025,0.00317,0.0031393
571.41,,,,0.30546,0.30901,0.30277,0.073588,0.0762,0.074556,0.0056339,0.0057054,0.0057564,0.10186,0.10338,0.10174,0.032344,0.032904,0.032551,0.002971,0.0030363,0.0030059
585.01,,,,0.29499,0.29829,0.29212,0.072089,0.074649,0.073024,0.0052359,0.0052795,0.0053248,0.096936,0.098383,0.096792,0.031144,0.031691,0.031347,0.0028921,0.0029101,0.0028807
598.62,,,,0.28495,0.28801,0.2819,0.070629,0.073135,0.071529,0.0048505,0.0048917,0.0049321,0.092308,0.093689,0.09214,0.030005,0.030541,0.030204,0.0027607,0.0027908,0.0027628
612.22,,,,0.27536,0.27818,0.27216,0.069211,0.071665,0.070076,0.0044784,0.0045397,0.0045754,0.087971,0.089288,0.087781,0.028927,0.029451,0.029122,0.0026099,0.0026793,0.0026519
625.83,,,,0.26619,0.26879,0.26284,0.067835,0.070237,0.068665,0.0041448,0.0042189,0.0042499,0.083899,0.085156,0.083689,0.027906,0.028417,0.028096,0.002526,0.0025748,0.0025475
639.43,,,,0.25742,0.2598,0.25393,0.066496,0.068847,0.067292,0.0038648,0.0039272,0.0039539,0.080073,0.081273,0.079845,0.026936,0.027436,0.027121,0.0024628,0.0024755,0.0024492
653.04,,,,0.24901,0.25117,0.24538,0.065191,0.06749,0.065951,0.0036198,0.0036597,0.0036827,0.076469,0.077614,0.076224,0.026014,0.026501,0.026193,0.0023477,0.0023816,0.0023563
666.64,,,,0.24095,0.24292,0.23721,0.063919,0.066168,0.064645,0.0033836,0.0034146,0.0034347,0.073077,0.07417,0.072817,0.025136,0.025612,0.02531,0.0022297,0.0022936,0.0022686
680.25,,,,0.23325,0.23502,0.2294,0.062686,0.064885,0.063377,0.003148,0.0031903,0.0032075,0.069886,0.070929,0.069611,0.024302,0.024767,0.02447,0.0021699,0.0022106,0.0021859
693.85,,,,0.22587,0.22745,0.22191,0.061486,0.063634,0.062142,0.0029271,0.002984,0.0029984,0.066876,0.067873,0.06659,0.023507,0.023962,0.023671,0.0021205,0.0021315,0.0021076
707.46,,,,0.21879,0.2202,0.21474,0.060318,0.062417,0.060939,0.002738,0.0027947,0.0028062,0.064036,0.064988,0.063737,0.02275,0.023194,0.022908,0.0020257,0.0020565,0.0020334
721.06,,,,0.21201,0.21324,0.20787,0.059179,0.061229,0.059766,0.0025789,0.0026202,0.0026293,0.061353,0.062263,0.061045,0.022027,0.022461,0.02218,0.0019282,0.001986,0.0019631
734.67,,,,0.20551,0.20658,0.20129,0.058079,0.060081,0.058631,0.0024323,0.002459,0.0024662,0.058823,0.059692,0.058505,0.021339,0.021764,0.021488,0.0018798,0.0019194,0.0018966
748.27,,,,0.19927,0.20019,0.19498,0.057006,0.058959,0.057523,0.0022835,0.0023099,0.0023153,0.056429,0.057259,0.056103,0.020682,0.021097,0.020826,0.0018448,0.0018555,0.0018334
761.88,,,,0.19328,0.19404,0.18892,0.055962,0.057868,0.056445,0.0021344,0.002172,0.0021758,0.05416,0.054954,0.053827,0.020054,0.02046,0.020193,0.0017716,0.0017946,0.0017732
775.48,,,,0.18751,0.18813,0.18309,0.054942,0.056801,0.055391,0.0019981,0.0020447,0.0020468,0.052009,0.052767,0.051669,0.019453,0.01985,0.019587,0.0016864,0.001737,0.0017158
789.09,,,,0.18198,0.18246,0.17751,0.053956,0.055769,0.054372,0.0018837,0.0019268,0.0019272,0.049975,0.050699,0.049628,0.018881,0.019269,0.01901,0.0016397,0.0016825,0.0016614
802.69,,,,0.17666,0.17701,0.17213,0.052989,0.054756,0.053373,0.0017869,0.0018172,0.0018162,0.048041,0.048733,0.047689,0.018331,0.01871,0.018455,0.0016161,0.0016299,0.0016092
816.3,,,,0.17153,0.17175,0.16696,0.052049,0.053771,0.052399,0.0016951,0.0017152,0.001713,0.046205,0.046866,0.045848,0.017805,0.018175,0.017923,0.0015658,0.0015794,0.0015594
829.9,,,,0.16659,0.16669,0.16198,0.051129,0.052806,0.051447,0.0015997,0.0016202,0.0016171,0.044458,0.04509,0.044097,0.0173,0.01766,0.017413,0.0014914,0.0015313,0.0015117
843.51,,,,0.16186,0.16184,0.15721,0.050238,0.05187,0.050524,0.0015028,0.001532,0.001528,0.042803,0.043406,0.042438,0.016817,0.017169,0.016925,0.0014397,0.0014858,0.0014661
857.11,,,,0.15728,0.15715,0.1526,0.049363,0.050951,0.049616,0.0014136,0.00145,0.0014449,0.041224,0.041801,0.040856,0.016351,0.016695,0.016454,0.0014197,0.0014418,0.0014223
870.72,,,,0.15289,0.15264,0.14817,0.048511,0.050056,0.048733,0.001339,0.0013734,0.0013674,0.039723,0.040274,0.039353,0.015905,0.01624,0.016003,0.0013919,0.0013993,0.0013804
884.32,,,,0.14865,0.1483,0.14391,0.047681,0.049183,0.047872,0.0012768,0.0013018,0.0012949,0.038294,0.03882,0.037921,0.015476,0.015803,0.01557,0.0013342,0.0013587,0.0013402
897.93,,,,0.14458,0.14413,0.13982,0.046875,0.048334,0.047035,0.0012188,0.0012348,0.0012273,0.036936,0.037439,0.036561,0.015064,0.015385,0.015154,0.0012768,0.0013201,0.0013018
911.53,,,,0.14063,0.14009,0.13585,0.046083,0.0475,0.046212,0.0011576,0.001172,0.0011639,0.035636,0.036116,0.035259,0.014667,0.01498,0.014753,0.0012497,0.001283,0.0012647
925.14,,,,0.13684,0.13621,0.13204,0.045312,0.046687,0.045412,0.001093,0.0011131,0.0011046,0.034399,0.034857,0.034021,0.014286,0.014592,0.014367,0.0012367,0.0012471,0.0012292
938.74,,,,0.13318,0.13246,0.12838,0.044562,0.045896,0.044632,0.0010311,0.001058,0.001049,0.033219,0.033656,0.032839,0.01392,0.014218,0.013996,0.0012031,0.0012126,0.0011951
952.35,,,,0.12964,0.12884,0.12482,0.043828,0.045122,0.043869,0.00097809,0.0010063,0.00099665,0.032088,0.032505,0.031708,0.013567,0.013858,0.013639,0.0011496,0.0011795,0.0011623
965.95,,,,0.12624,0.12536,0.12142,0.043116,0.04437,0.043128,0.00093529,0.00095792,0.00094775,0.031014,0.031412,0.030634,0.013228,0.013512,0.013296,0.0011089,0.001148,0.0011309
979.56,,,,0.12295,0.12199,0.11812,0.042417,0.043632,0.042401,0.00089774,0.00091223,0.00090168,0.029983,0.030362,0.029602,0.0129,0.013178,0.012964,0.0010944,0.0011177,0.0011006
993.16,,,,0.11976,0.11873,0.11494,0.041735,0.04291,0.04169,0.00085928,0.00086916,0.00085836,0.028997,0.029359,0.028617,0.012585,0.012855,0.012645,0.0010825,0.0010882,0.0010715
1006.77,,,,0.11669,0.11559,0.11186,0.041069,0.042206,0.040997,0.00081697,0.00082856,0.00081755,0.028054,0.028399,0.027674,0.012281,0.012545,0.012336,0.0010484,0.0010598,0.0010436
1020.37,,,,0.11372,0.11255,0.1089,0.040419,0.041518,0.04032,0.0007733,0.00079049,0.00077923,0.027152,0.02748,0.026772,0.011987,0.012245,0.012039,0.0010025,0.0010327,0.0010166
1033.98,,,,0.11084,0.10961,0.10603,0.039784,0.040845,0.039657,0.00073313,0.00075457,0.00074302,0.026286,0.026598,0.025906,0.011704,0.011955,0.011751,0.00097252,0.0010067,0.00099072
1047.58,,,,0.10806,0.10677,0.10325,0.039161,0.040185,0.039008,0.00070015,0.00072075,0.0007089,0.025456,0.025753,0.025077,0.011429,0.011674,0.011473,0.00096373,0.00098163,0.00096574
1061.19,,,,0.10537,0.10402,0.10057,0.038552,0.03954,0.038373,0.00067365,0.00068879,0.00067671,0.024661,0.024943,0.024283,0.011164,0.011403,0.011205,0.00095327,0.00095723,0.00094166
1074.79,,,,0.10277,0.10136,0.097981,0.037957,0.038909,0.037753,0.00064948,0.00065844,0.00064623,0.023899,0.024167,0.023522,0.010908,0.011141,0.010945,0.00092276,0.00093368,0.00091849
1088.4,,,,0.10026,0.098793,0.095478,0.037378,0.038293,0.037148,0.00062366,0.00062987,0.0006176,0.023168,0.023423,0.022792,0.01066,0.010888,0.010694,0.00088342,0.0009112,0.00089618
1102.0,,,,0.09782,0.096306,0.093055,0.03681,0.03769,0.036556,0.00059449,0.00060274,0.00059041,0.022466,0.022708,0.022091,0.010421,0.010643,0.010451,0.00085866,0.00088964,0.00087465
1115.61,,,,0.095459,0.093897,0.09071,0.036254,0.0371,0.035975,0.00056432,0.00057712,0.00056471,0.021792,0.022021,0.021418,0.010189,0.010405,0.010216,0.00085238,0.00086875,0.00085386
1129.21,,,,0.093174,0.091566,0.088441,0.035709,0.036521,0.035407,0.0005369,0.00055291,0.00054038,0.021144,0.021361,0.020772,0.0099648,0.010175,0.0099887,0.00084514,0.00084839,0.00083378
1142.82,,,,0.090965,0.089313,0.086249,0.035181,0.035959,0.034855,0.00051474,0.00053001,0.00051736,0.020523,0.020728,0.020152,0.0097488,0.009954,0.0097694,0.00082061,0.00082877,0.00081449
1156.42,,,,0.088821,0.087128,0.084125,0.034661,0.035405,0.034311,0.00049726,0.00050822,0.00049548,0.019925,0.020119,0.019556,0.0095386,0.0097384,0.009556,0.00078644,0.00080986,0.00079576
1170.03,,,,0.086743,0.08501,0.082067,0.034153,0.034864,0.033781,0.00048159,0.0004875,0.00047475,0.01935,0.019533,0.018982,0.0093355,0.00953,0.0093496,0.00076316,0.00079176,0.0007777
1183.63,,,,0.084726,0.082955,0.080071,0.033656,0.034335,0.033261,0.00046452,0.0004678,0.00045509,0.018796,0.018969,0.01843,0.0091387,0.0093278,0.0091496,0.0007571,0.0007742,0.00076022
1197.24,,,,0.082768,0.080962,0.078136,0.033168,0.033815,0.032751,0.00044472,0.00044909,0.00043643,0.018262,0.018425,0.017898,0.0089475,0.0091313,0.0089552,0.00075371,0.00075702,0.00074327
1210.84,,,,0.080876,0.079036,0.076267,0.032695,0.03331,0.032257,0.00042348,0.00043135,0.00041872,0.01775,0.017903,0.017388,0.0087634,0.0089421,0.0087679,0.00073647,0.00074041,0.00072696
1224.45,,,,0.079035,0.077163,0.074449,0.032227,0.032811,0.031768,0.00040356,0.00041451,0.00040187,0.017255,0.017399,0.016895,0.0085835,0.0087571,0.008585,0.00070714,0.00072429,0.00071106
1238.05,,,,0.077249,0.075347,0.072688,0.03177,0.032324,0.03129,0.0003872,0.00039852,0.00038586,0.016779,0.016914,0.016421,0.0084093,0.008578,0.0084079,0.00068295,0.00070885,0.00069568
1251.66,,,,0.075514,0.073583,0.070979,0.031323,0.031846,0.030823,0.00037472,0.00038329,0.00037062,0.016319,0.016446,0.015964,0.0082401,0.0084042,0.008236,0.00067436,0.0006939,0.00068077
1265.26,,,,0.073826,0.071868,0.069318,0.030884,0.031377,0.030363,0.00036437,0.00036876,0.00035613,0.015875,0.015994,0.015522,0.0080754,0.0082349,0.0080687,0.00067351,0.00067924,0.00066628
1278.87,,,,0.072197,0.070215,0.067716,0.030457,0.030921,0.029917,0.00035362,0.00035488,0.00034234,0.015449,0.01556,0.015098,0.0079166,0.0080716,0.0079073,0.00066429,0.00066499,0.0006523
1292.47,,,,0.070606,0.0686,0.066153,0.030034,0.030469,0.029475,0.00034078,0.00034164,0.00032921,0.015037,0.01514,0.014688,0.0077609,0.0079116,0.0077491,0.00064137,0.00065108,0.00063862
1306.08,,,,0.069064,0.067035,0.064639,0.029621,0.030028,0.029043,0.00032598,0.00032901,0.00031668,0.014639,0.014734,0.014292,0.0076101,0.0077565,0.0075959,0.00061638,0.00063773,0.00062538
1319.68,,,,0.067565,0.065516,0.06317,0.029217,0.029595,0.02862,0.00031096,0.00031699,0.00030473,0.014255,0.014343,0.013911,0.0074636,0.0076058,0.007447,0.00060297,0.00062484,0.00061252
1333.29,,,,0.066106,0.064037,0.061741,0.028821,0.029172,0.028206,0.0002978,0.00030554,0.00029332,0.013884,0.013965,0.013542,0.0073213,0.0074593,0.0073023,0.00060152,0.00061226,0.00060003
1346.89,,,,0.064699,0.062612,0.060363,0.028436,0.028759,0.027802,0.00028767,0.00029463,0.00028246,0.013527,0.013602,0.013188,0.0071836,0.0073174,0.0071622,0.00059952,0.00059997,0.00058795
1360.5,,,,0.063317,0.061213,0.059011,0.028053,0.028349,0.027403,0.00028008,0.00028418,0.00027206,0.01318,0.013249,0.012843,0.0070487,0.0071783,0.0070249,0.00058571,0.00058789,0.00057612
1374.1,,,,0.061978,0.059858,0.057703,0.02768,0.027949,0.027012,0.00027339,0.00027415,0.00026214,0.012845,0.012908,0.012511,0.0069178,0.0070433,0.0068916,0.00056307,0.00057624,0.00056465
1387.71,,,,0.060676,0.058542,0.056433,0.027314,0.027557,0.02663,0.00026574,0.00026454,0.00025265,0.012522,0.012579,0.01219,0.0067906,0.006912,0.0067621,0.00054441,0.00056504,0.0005535
1401.31,,,,0.05941,0.057262,0.055198,0.026956,0.027173,0.026255,0.00025623,0.00025532,0.00024357,0.012209,0.01226,0.011879,0.006667,0.0067843,0.0066361,0.00053785,0.00055417,0.00054268
1414.92,,,,0.058173,0.056013,0.053994,0.026604,0.026796,0.025887,0.00024532,0.0002465,0.00023487,0.011905,0.011951,0.011578,0.0065465,0.0066599,0.0065133,0.00053857,0.00054351,0.00053214
1428.52,,,,0.056979,0.054808,0.052832,0.026261,0.026428,0.025528,0.00023455,0.00023813,0.0002266,0.011614,0.011654,0.011289,0.0064295,0.006539,0.0063941,0.0005345,0.00053308,0.00052193
1442.13,,,,0.055809,0.053628,0.051695,0.025922,0.026064,0.025174,0.00022535,0.00023011,0.00021865,0.01133,0.011365,0.011008,0.0063151,0.0064209,0.0062777,0.00051928,0.0005229,0.00051196
1455.73,,,,0.054671,0.052481,0.05059,0.02559,0.025708,0.024826,0.00021849,0.00022242,0.00021105,0.011055,0.011086,0.010736,0.0062036,0.0063057,0.0061642,0.00049907,0.00051307,0.00050225
1469.34,,,,0.053564,0.051366,0.049515,0.025264,0.025358,0.024486,0.00021352,0.00021504,0.00020376,0.010789,0.010815,0.010472,0.006095,0.0061936,0.0060536,0.00048516,0.00050359,0.00049282
1482.94,,,,0.052484,0.050279,0.048469,0.024945,0.025015,0.024152,0.00020911,0.00020792,0.00019676,0.010531,0.010553,0.010217,0.0059892,0.0060843,0.005946,0.00048205,0.00049436,0.00048365
1496.55,,,,0.051436,0.049225,0.047454,0.024631,0.024679,0.023824,0.00020392,0.00020112,0.00019009,0.010282,0.010299,0.0099705,0.0058861,0.0059778,0.0058411,0.00048338,0.0004853,0.00047472
1510.15,,,,0.05041,0.048193,0.046462,0.024323,0.024348,0.023503,0.00019718,0.00019455,0.00018367,0.01004,0.010053,0.0097308,0.0057854,0.0058739,0.0057387,0.00047868,0.0004764,0.00046603
1523.76,,,,0.04941,0.04719,0.045497,0.024021,0.024023,0.023186,0.00018924,0.00018826,0.00017751,0.0098051,0.0098139,0.0094986,0.0056871,0.0057724,0.0056387,0.00046418,0.00046774,0.00045755
1537.36,,,,0.048437,0.046213,0.044558,0.023723,0.023703,0.022876,0.00018117,0.00018225,0.00017161,0.0095776,0.0095825,0.0092736,0.0055912,0.0056733,0.0055412,0.00044646,0.00045937,0.0004493
1550.97,,,,0.04749,0.045262,0.043644,0.023431,0.023389,0.022571,0.00017419,0.00017648,0.00016594,0.0093571,0.0093582,0.0090556,0.0054977,0.0055766,0.005446,0.00043515,0.00045129,0.00044126
1564.57,,,,0.046565,0.044336,0.042754,0.023145,0.023081,0.022272,0.00016899,0.00017093,0.00016049,0.0091431,0.0091407,0.0088442,0.0054066,0.0054823,0.0053532,0.00043335,0.00044341,0.00043344
1578.18,,,,0.045666,0.043435,0.041889,0.022864,0.02278,0.021978,0.00016544,0.00016563,0.00015528,0.0089358,0.0089299,0.0086395,0.0053178,0.0053904,0.0052628,0.00043507,0.00043567,0.00042582
1591.78,,,,0.044786,0.042555,0.041044,0.022588,0.022483,0.02169,0.00016258,0.00016048,0.00015026,0.0087342,0.008725,0.0084405,0.0052311,0.0053006,0.0051745,0.00043123,0.00042806,0.0004184
1605.39,,,,0.043929,0.041697,0.040221,0.022316,0.022191,0.021407,0.00015934,0.00015553,0.00014544,0.0085385,0.0085261,0.0082474,0.0051464,0.0052128,0.0050882,0.00041861,0.00042064,0.00041115
1618.99,,,,0.043092,0.040861,0.039419,0.022049,0.021904,0.021128,0.00015493,0.00015075,0.0001408,0.0083485,0.008333,0.00806,0.0050636,0.005127,0.0050038,0.00040284,0.00041347,0.00040409
1632.6,,,,0.042276,0.040047,0.038637,0.021786,0.021621,0.020854,0.00014933,0.00014615,0.00013634,0.0081641,0.0081457,0.0078781,0.0049827,0.0050431,0.0049213,0.00039239,0.00040652,0.00039718
1646.2,,,,0.041481,0.039254,0.037877,0.021531,0.021346,0.020588,0.00014323,0.00014175,0.00013207,0.0079852,0.0079639,0.0077018,0.0049043,0.0049617,0.0048414,0.00039057,0.00039978,0.0003905
1659.81,,,,0.040705,0.03848,0.037135,0.021277,0.021074,0.020324,0.00013756,0.00013751,0.00012794,0.0078112,0.0077873,0.0075304,0.0048271,0.0048817,0.0047627,0.00039268,0.00039311,0.00038394
1673.41,,,,0.039946,0.037724,0.036411,0.021029,0.020807,0.020065,0.00013312,0.00013344,0.00012397,0.0076421,0.0076155,0.0073638,0.0047519,0.0048036,0.0046861,0.00039074,0.00038655,0.00037755
1687.02,,,,0.039205,0.036987,0.035704,0.020785,0.020544,0.019811,0.00013011,0.00012952,0.00012015,0.0074776,0.0074485,0.0072018,0.0046783,0.0047273,0.0046111,0.0003808,0.00038014,0.00037131
1700.62,,,,0.038481,0.036267,0.035014,0.020544,0.020285,0.019561,0.00012811,0.00012573,0.00011647,0.0073175,0.007286,0.0070443,0.0046062,0.0046526,0.0045377,0.00036664,0.00037392,0.0003652
1714.23,,,,0.037773,0.035564,0.034341,0.020306,0.02003,0.019313,0.00012627,0.00012207,0.00011293,0.0071619,0.007128,0.0068912,0.0045353,0.0045792,0.0044657,0.00035581,0.00036788,0.00035922
1727.83,,,,0.037085,0.034881,0.033688,0.020077,0.019783,0.019075,0.00012378,0.00011853,0.00010953,0.0070111,0.0069751,0.0067429,0.0044671,0.0045084,0.0043963,0.00035267,0.00036207,0.00035345
1741.44,,,,0.036411,0.034213,0.033048,0.019848,0.019537,0.018837,0.00012023,0.00011511,0.00010624,0.006864,0.0068259,0.0065984,0.0043994,0.0044384,0.0043275,0.00035458,0.00035627,0.00034774
1755.04,,,,0.035753,0.033561,0.032424,0.019623,0.019295,0.018603,0.00011581,0.00011181,0.00010308,0.006721,0.0066808,0.0064578,0.0043335,0.0043701,0.0042605,0.00035478,0.00035057,0.00034218
1768.65,,,,0.035109,0.032923,0.031814,0.019403,0.019058,0.018374,0.00011118,0.00010864,0.00010002,0.0065817,0.0065395,0.006321,0.004269,0.0043032,0.004195,0.00034814,0.00034498,0.00033675
1782.25,,,,0.034479,0.032301,0.031219,0.019185,0.018824,0.018148,0.00010709,0.0001056,9.7081e-05,0.006446,0.006402,0.0061878,0.0042058,0.0042377,0.0041308,0.00033595,0.00033953,0.00033142
1795.86,,,,0.033862,0.031691,0.030635,0.018969,0.018592,0.017925,0.00010406,0.00010266,9.4245e-05,0.0063135,0.0062678,0.0060579,0.0041436,0.0041732,0.0040675,0.00032439,0.00033422,0.00032619
1809.46,,,,0.033265,0.031102,0.030072,0.018762,0.018369,0.017709,0.00010215,9.9824e-05,9.151e-05,0.0061859,0.0061384,0.0059327,0.0040838,0.0041112,0.0040067,0.00031898,0.00032915,0.00032115
1823.07,,,,0.032677,0.030522,0.029518,0.018554,0.018146,0.017494,0.00010093,9.7074e-05,8.8868e-05,0.0060607,0.0060116,0.0058099,0.0040244,0.0040495,0.0039463,0.00031972,0.00032408,0.00031615
1836.67,,,,0.032103,0.029956,0.028978,0.01835,0.017926,0.017282,9.9736e-05,9.4405e-05,8.6318e-05,0.0059389,0.0058883,0.0056906,0.0039665,0.0039893,0.0038874,0.00032173,0.00031909,0.00031126
1850.28,,,,0.031541,0.029404,0.02845,0.01815,0.017711,0.017075,9.7936e-05,9.1816e-05,8.3854e-05,0.0058203,0.0057682,0.0055744,0.0039098,0.0039305,0.0038297,0.00031912,0.00031418,0.00030649
1863.88,,,,0.030992,0.028864,0.027934,0.017952,0.017499,0.016871,9.5254e-05,8.9311e-05,8.1475e-05,0.0057046,0.0056512,0.0054612,0.0038543,0.0038728,0.0037733,0.00031021,0.00030937,0.00030182
1877.49,,,,0.030452,0.028334,0.027428,0.017758,0.01729,0.016669,9.186e-05,8.6894e-05,7.9178e-05,0.0055916,0.0055368,0.0053506,0.0037998,0.0038161,0.0037178,0.00029884,0.0003047,0.00029723
1891.09,,,,0.029932,0.027823,0.02694,0.017569,0.017087,0.016474,8.827e-05,8.4567e-05,7.6961e-05,0.0054827,0.0054266,0.005244,0.003747,0.0037612,0.003664,0.00029086,0.00030021,0.00029279
1904.7,,,,0.029416,0.027317,0.026457,0.017379,0.016884,0.016279,8.5083e-05,8.2322e-05,7.4817e-05,0.0053754,0.0053181,0.0051391,0.0036946,0.0037068,0.0036108,0.00028904,0.00029576,0.00028839
1918.3,,,,0.028913,0.026824,0.025987,0.017194,0.016685,0.016087,8.2733e-05,8.0154e-05,7.2745e-05,0.0052711,0.0052126,0.0050372,0.0036434,0.0036535,0.0035587,0.00029132,0.00029138,0.00028409
