,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
217.68,,,,,,,,,,0.43587,0.43471,0.43943,0.59901,0.60525,0.59621,0.13359,0.13467,0.13474,0.0061457,0.0061219,0.0061313
231.28,,,,,,,,,,0.36797,0.37049,0.37461,0.55827,0.56416,0.55571,0.12525,0.1263,0.12634,0.0055104,0.0055868,0.0055956
244.89,,,,,,,,,,0.31599,0.31791,0.32141,0.52056,0.52615,0.51825,0.11764,0.11865,0.11867,0.0051084,0.0051272,0.0051323
258.49,,,,,,,,,,0.27524,0.27438,0.27748,0.48586,0.49118,0.48376,0.11069,0.11167,0.11167,0.0047095,0.0047235,0.0047293
272.1,,,,,,,,,,0.23735,0.23813,0.24091,0.45401,0.45903,0.45206,0.10433,0.10529,0.10527,0.0042997,0.0043729,0.0043759
285.7,,,,,,,,,,0.20548,0.20785,0.21026,0.42483,0.42954,0.42297,0.098521,0.099448,0.099411,0.0040811,0.0040615,0.0040639
299.31,,,,,,,,,,0.1818,0.1823,0.18439,0.398,0.40242,0.39622,0.093187,0.094088,0.094036,0.0037262,0.003784,0.0037862
312.91,,,,,,,,,,0.16097,0.16046,0.16235,0.3732,0.37736,0.37149,0.088247,0.089123,0.089056,0.0035033,0.0035361,0.003536
326.52,,,,,,,,,,0.14071,0.14184,0.14354,0.3503,0.35424,0.34869,0.083687,0.08454,0.084461,0.0033197,0.0033099,0.0033103
340.12,,,,,,,,,,0.12413,0.12591,0.12739,0.32908,0.33284,0.32757,0.079453,0.080283,0.080193,0.0030417,0.0031054,0.0031051
353.73,,,,,,,,,,0.11184,0.11217,0.11347,0.30944,0.31305,0.30805,0.075524,0.076333,0.076232,0.0029064,0.0029196,0.0029179
367.33,,,,,,,,,,0.10058,0.10024,0.10142,0.29125,0.2947,0.28994,0.071863,0.072652,0.072542,0.0027487,0.0027473,0.0027462
380.94,,,,,,,,,,0.089122,0.08988,0.090958,0.2744,0.27768,0.27315,0.06845,0.069218,0.0691,0.0025319,0.0025903,0.0025885
394.54,,,,,,,,,,0.079444,0.080895,0.081838,0.25881,0.26192,0.25761,0.065272,0.066021,0.065895,0.0024355,0.0024463,0.0024434
408.15,,,,,,,,,,0.072419,0.073024,0.07385,0.24438,0.24732,0.2432,0.062308,0.063038,0.062905,0.0023143,0.0023121,0.0023098
421.75,,,,,,,,,,0.066321,0.066076,0.066828,0.23096,0.23373,0.2298,0.059532,0.060243,0.060105,0.0021373,0.0021889,0.0021862
435.36,,,,,,,,,,0.059742,0.059942,0.060635,0.2185,0.22114,0.21738,0.056942,0.057636,0.057491,0.002057,0.0020758,0.0020721
448.96,,,,,,,,,,0.053489,0.054533,0.055149,0.20692,0.20945,0.20585,0.054524,0.055201,0.055051,0.0019779,0.0019701,0.0019668
462.57,,,,,,,,,,0.048795,0.049735,0.05027,0.19609,0.19851,0.19507,0.052241,0.052902,0.052748,0.0018321,0.0018721,0.0018687
476.17,,,,,,,,,,0.045312,0.045448,0.045924,0.18599,0.18834,0.18503,0.050104,0.050749,0.050591,0.0017498,0.0017822,0.0017779
489.78,,,,,,,,,,0.041768,0.041601,0.042041,0.1766,0.17885,0.17568,0.0481,0.048731,0.048569,0.0017067,0.0016979,0.0016938
503.38,,,,,,,,,,0.037782,0.03815,0.038553,0.16777,0.16994,0.16689,0.046199,0.046814,0.046649,0.0015992,0.0016188,0.001615
516.99,,,,,,,,,,0.03419,0.03507,0.035424,0.15954,0.1616,0.15868,0.04441,0.045011,0.044843,0.0015042,0.0015462,0.0015418
530.59,,,,,,,,,,0.031634,0.032305,0.032609,0.15184,0.1538,0.15099,0.04272,0.043307,0.043137,0.0014741,0.0014782,0.0014735
544.2,,,,,,,,,,0.02972,0.029797,0.030067,0.1446,0.14646,0.14375,0.041119,0.041692,0.041519,0.001416,0.0014138,0.0014095
557.8,,,,,,,,,,0.027642,0.027521,0.027771,0.13781,0.13958,0.13698,0.039605,0.040165,0.03999,0.0013196,0.0013541,0.0013498
571.41,,,,,,,,,,0.025199,0.025463,0.025692,0.13142,0.13312,0.13061,0.03817,0.038716,0.03854,0.0012712,0.0012987,0.0012938
585.01,,,,0.32028,0.32249,0.31547,,,,0.022931,0.023605,0.023804,0.12541,0.12703,0.12461,0.036807,0.037341,0.037163,0.0012516,0.0012461,0.0012413
598.62,,,,0.31056,0.31254,0.30563,,,,0.021323,0.021923,0.02209,0.11975,0.12133,0.11899,0.035517,0.036039,0.03586,0.0011875,0.0011965,0.0011921
612.22,,,,0.30121,0.30299,0.29617,,,,0.020216,0.020383,0.020528,0.11443,0.11595,0.11369,0.034292,0.034802,0.034622,0.0011146,0.0011505,0.0011458
625.83,,,,0.29224,0.29381,0.28709,,,,0.019073,0.018971,0.019103,0.10941,0.11088,0.1087,0.033127,0.033626,0.033445,0.0010902,0.0011073,0.0011022
639.43,,,,0.28361,0.28499,0.27837,,,,0.017606,0.017676,0.017797,0.10468,0.1061,0.104,0.03202,0.032508,0.032326,0.0010722,0.001066,0.0010611
653.04,,,,0.27534,0.27652,0.27,,,,0.016065,0.016498,0.016603,0.10023,0.1016,0.099563,0.030968,0.031445,0.031263,0.0010133,0.001027,0.0010224
666.64,,,,0.26738,0.26838,0.26196,,,,0.014865,0.015423,0.015507,0.09603,0.097342,0.095373,0.029967,0.030433,0.030251,0.00095762,0.00099067,0.00098573
680.25,,,,0.25971,0.26053,0.25422,0.06332,0.065188,0.063922,0.014107,0.014433,0.014499,0.092062,0.093314,0.091409,0.029012,0.029467,0.029285,0.00094332,0.00095622,0.00095102
693.85,,,,0.25232,0.25298,0.24676,0.062253,0.064071,0.062812,0.013512,0.013518,0.013574,0.08831,0.089504,0.087659,0.0281,0.028546,0.028363,0.00092904,0.00092307,0.0009181
707.46,,,,0.24521,0.24571,0.2396,0.061214,0.062983,0.06173,0.012741,0.01267,0.012721,0.084757,0.085897,0.08411,0.027231,0.027667,0.027484,0.00087945,0.00089162,0.00088686
721.06,,,,0.23836,0.23871,0.23269,0.060199,0.06192,0.060674,0.011747,0.01189,0.011934,0.081384,0.082477,0.080746,0.026401,0.026827,0.026644,0.00083237,0.00086213,0.00085716
734.67,,,,0.23174,0.23194,0.22602,0.059205,0.060877,0.059638,0.010778,0.011174,0.011207,0.078177,0.079229,0.077552,0.025605,0.026022,0.025839,0.00082055,0.000834,0.00082881
748.27,,,,0.22537,0.22542,0.2196,0.058234,0.05986,0.058627,0.010089,0.010515,0.010536,0.07513,0.076148,0.074522,0.024844,0.025252,0.025069,0.00081229,0.00080681,0.00080181
761.88,,,,0.21922,0.21913,0.21341,0.057286,0.058864,0.057638,0.0096852,0.0099042,0.0099142,0.072234,0.073223,0.071646,0.024115,0.024514,0.024332,0.0007735,0.0007808,0.00077603
775.48,,,,0.21329,0.21308,0.20745,0.056361,0.057893,0.056674,0.0093482,0.0093335,0.0093381,0.069485,0.070446,0.068916,0.023418,0.023808,0.023627,0.00072976,0.00075633,0.00075144
789.09,,,,0.20756,0.20722,0.20169,0.055452,0.056938,0.055726,0.0088599,0.0088013,0.0088034,0.066867,0.067801,0.066315,0.022747,0.023129,0.022948,0.00071526,0.00073297,0.00072786
802.69,,,,0.20203,0.20157,0.19614,0.054567,0.056008,0.054803,0.008202,0.0083082,0.0083069,0.064384,0.065289,0.063846,0.022105,0.022479,0.022299,0.00071317,0.00071037,0.00070535
816.3,,,,0.1967,0.19612,0.19079,0.053701,0.055097,0.053899,0.0075497,0.007853,0.0078453,0.062026,0.062898,0.061496,0.021489,0.021855,0.021675,0.0006879,0.00068856,0.0006838
829.9,,,,0.19156,0.19088,0.18563,0.052857,0.054209,0.053018,0.0070845,0.0074313,0.0074154,0.059787,0.060625,0.059262,0.020899,0.021256,0.021077,0.00064752,0.00066795,0.00066319
843.51,,,,0.18659,0.18579,0.18064,0.052028,0.053336,0.052153,0.0068303,0.007037,0.0070144,0.057652,0.058454,0.05713,0.02033,0.02068,0.020502,0.00062629,0.00064835,0.00064339
857.11,,,,0.1818,0.1809,0.17584,0.051223,0.052488,0.051312,0.0066519,0.0066663,0.0066401,0.055623,0.05639,0.055102,0.019786,0.020128,0.01995,0.00062609,0.00062946,0.00062448
870.72,,,,0.17716,0.17617,0.1712,0.050434,0.051657,0.050488,0.0063828,0.0063178,0.0062906,0.053686,0.054419,0.053166,0.019262,0.019597,0.01942,0.00061568,0.0006111,0.00060633
884.32,,,,0.17269,0.1716,0.16672,0.049664,0.050845,0.049684,0.0059683,0.005992,0.0059638,0.051838,0.05254,0.051321,0.018759,0.019086,0.01891,0.00058333,0.00059356,0.00058893
897.93,,,,0.16834,0.16717,0.16238,0.048909,0.050048,0.048894,0.0055013,0.0056886,0.0056575,0.050066,0.050742,0.049556,0.018274,0.018593,0.018419,0.00055436,0.00057695,0.00057221
911.53,,,,0.16416,0.1629,0.1582,0.048175,0.049274,0.048127,0.0051271,0.0054067,0.0053708,0.048376,0.04903,0.047875,0.017808,0.018121,0.017947,0.000548,0.00056108,0.00055622
925.14,,,,0.16011,0.15877,0.15415,0.047456,0.048514,0.047375,0.0049148,0.0051425,0.0051018,0.046756,0.04739,0.046266,0.017359,0.017666,0.017493,0.00054846,0.00054562,0.00054085
938.74,,,,0.15619,0.15476,0.15023,0.046752,0.04777,0.046639,0.0048125,0.0048932,0.0048495,0.045204,0.045822,0.044727,0.016927,0.017226,0.017054,0.00053116,0.00053064,0.00052608
952.35,,,,0.1524,0.1509,0.14645,0.046064,0.047043,0.045919,0.0046991,0.0046572,0.0046128,0.043721,0.044323,0.043257,0.01651,0.016803,0.016632,0.000501,0.00051643,0.00051191
965.95,,,,0.1487,0.14713,0.14277,0.045388,0.046328,0.045212,0.0044819,0.0044337,0.0043896,0.042296,0.042883,0.041844,0.016107,0.016394,0.016224,0.00048266,0.0005029,0.00049825
979.56,,,,0.14514,0.1435,0.13921,0.044728,0.04563,0.044522,0.0041692,0.0042246,0.0041801,0.040937,0.041507,0.040494,0.015719,0.016,0.015831,0.00048261,0.00048985,0.00048515
993.16,,,,0.14168,0.13998,0.13577,0.044082,0.044946,0.043845,0.003852,0.0040293,0.0039828,0.039636,0.040187,0.0392,0.015344,0.015619,0.015451,0.00048116,0.00047711,0.00047254
1006.77,,,,0.13833,0.13657,0.13244,0.043448,0.044274,0.043182,0.0036256,0.0038468,0.0037972,0.038392,0.038922,0.037959,0.014982,0.015251,0.015084,0.00046223,0.0004648,0.00046039
1020.37,,,,0.13508,0.13326,0.12921,0.042826,0.043616,0.042531,0.0035165,0.0036742,0.0036219,0.037199,0.037708,0.036769,0.014632,0.014895,0.014729,0.00043669,0.00045311,0.0004487
1033.98,,,,0.13194,0.13005,0.12608,0.042218,0.042971,0.041895,0.0034723,0.0035105,0.0034569,0.036058,0.036545,0.035628,0.014294,0.014551,0.014387,0.00042462,0.00044197,0.00043745
1047.58,,,,0.12889,0.12695,0.12305,0.041623,0.04234,0.041271,0.0034036,0.0033544,0.003301,0.034963,0.035428,0.034534,0.013967,0.014218,0.014055,0.00042681,0.00043116,0.00042662
1061.19,,,,0.12593,0.12394,0.12012,0.041039,0.041721,0.04066,0.0032519,0.0032064,0.0031538,0.033911,0.034356,0.033483,0.013651,0.013897,0.013735,0.00042499,0.00042058,0.00041619
1074.79,,,,0.12305,0.12102,0.11727,0.040467,0.041114,0.040061,0.0030287,0.0030673,0.0030149,0.032899,0.033325,0.032473,0.013345,0.013585,0.013425,0.00040764,0.00041037,0.00040612
1088.4,,,,0.12027,0.11819,0.11451,0.039906,0.040518,0.039474,0.0028012,0.0029364,0.0028831,0.031924,0.032335,0.031504,0.013049,0.013284,0.013124,0.00038571,0.00040066,0.00039641
1102.0,,,,0.11757,0.11544,0.11184,0.039357,0.039935,0.038899,0.0026394,0.0028137,0.0027586,0.030987,0.031385,0.030573,0.012763,0.012992,0.012834,0.00037594,0.00039138,0.00038705
1115.61,,,,0.11495,0.11278,0.10924,0.038819,0.039364,0.038336,0.0025663,0.0026974,0.0026407,0.030084,0.030471,0.029677,0.012485,0.01271,0.012553,0.00037852,0.00038237,0.00037803
1129.21,,,,0.1124,0.11019,0.10673,0.038293,0.038805,0.037785,0.0025481,0.0025864,0.002529,0.029214,0.029591,0.028817,0.012217,0.012436,0.012281,0.00037793,0.00037353,0.00036931
1142.82,,,,0.10993,0.10768,0.10429,0.037775,0.038255,0.037244,0.0025208,0.0024799,0.002423,0.028377,0.028745,0.027988,0.011957,0.012171,0.012016,0.00036366,0.00036495,0.00036088
1156.42,,,,0.10753,0.10524,0.10192,0.03727,0.037718,0.036714,0.0024342,0.0023785,0.0023226,0.027571,0.02793,0.02719,0.011705,0.011914,0.011761,0.00034398,0.0003568,0.00035275
1170.03,,,,0.10519,0.10288,0.099615,0.036774,0.03719,0.036195,0.0022844,0.0022823,0.0022272,0.026796,0.027145,0.026422,0.01146,0.011665,0.011513,0.00033378,0.00034901,0.00034488
1183.63,,,,0.10293,0.10058,0.097382,0.036288,0.036673,0.035686,0.002113,0.0021918,0.0021367,0.026051,0.02639,0.025683,0.011223,0.011423,0.011273,0.00033557,0.00034142,0.00033727
1197.24,,,,0.10072,0.098348,0.095213,0.035812,0.036167,0.035188,0.0019755,0.0021066,0.0020507,0.025335,0.025662,0.024971,0.010994,0.011189,0.01104,0.00033728,0.00033397,0.00032991
1210.84,,,,0.098578,0.096173,0.093102,0.035343,0.035667,0.034697,0.0019037,0.0020259,0.0019689,0.024645,0.024959,0.024283,0.01077,0.010961,0.010813,0.00032756,0.00032669,0.00032276
1224.45,,,,0.096493,0.094062,0.091052,0.034885,0.035179,0.034217,0.0018889,0.0019487,0.0018912,0.023981,0.024281,0.02362,0.010554,0.010741,0.010594,0.00031016,0.00031973,0.00031586
1238.05,,,,0.094464,0.092009,0.08906,0.034434,0.0347,0.033746,0.00189,0.0018745,0.0018172,0.023341,0.023628,0.022981,0.010344,0.010526,0.010381,0.00029817,0.00031308,0.00030915
1251.66,,,,0.092491,0.090013,0.087123,0.033992,0.034229,0.033284,0.0018609,0.0018031,0.0017469,0.022724,0.022997,0.022364,0.01014,0.010318,0.010173,0.0002977,0.00030663,0.00030265
1265.26,,,,0.090572,0.088073,0.085242,0.033559,0.033768,0.032831,0.0017785,0.001735,0.0016799,0.022128,0.022388,0.021769,0.0099419,0.010115,0.0099722,0.00030137,0.00030027,0.00029635
1278.87,,,,0.088699,0.08618,0.083407,0.033132,0.033313,0.032384,0.0016567,0.0016704,0.001616,0.02155,0.021799,0.021194,0.0097487,0.009918,0.0097761,0.00029729,0.00029401,0.00029021
1292.47,,,,0.086881,0.084343,0.081627,0.032715,0.032868,0.031947,0.0015339,0.0016095,0.0015551,0.020992,0.021231,0.020639,0.0095616,0.0097268,0.0095861,0.00028347,0.00028799,0.00028427
1306.08,,,,0.085109,0.082554,0.079894,0.032304,0.03243,0.031518,0.0014479,0.0015519,0.0014971,0.020452,0.020682,0.020102,0.0093795,0.0095405,0.0094012,0.00026963,0.00028222,0.00027849
1319.68,,,,0.083384,0.080814,0.078209,0.031901,0.032,0.031096,0.0014138,0.0014971,0.0014418,0.019928,0.020152,0.019584,0.0092022,0.0093593,0.0092212,0.00026507,0.00027665,0.00027287
1333.29,,,,0.081705,0.079121,0.07657,0.031505,0.031578,0.030683,0.0014172,0.0014443,0.001389,0.019421,0.01964,0.019084,0.0090297,0.009183,0.0090462,0.00026843,0.00027119,0.00026741
1346.89,,,,0.080065,0.077468,0.07497,0.031115,0.031162,0.030275,0.0014247,0.0013932,0.0013385,0.01893,0.019143,0.018599,0.0088615,0.009011,0.0088754,0.00026971,0.00026577,0.00026209
1360.5,,,,0.078475,0.075866,0.07342,0.030734,0.030756,0.029877,0.0014032,0.0013439,0.0012903,0.018456,0.018664,0.018131,0.0086985,0.0088443,0.0087099,0.00026166,0.00026051,0.00025694
1374.1,,,,0.076923,0.074303,0.071909,0.030359,0.030356,0.029485,0.0013396,0.0012967,0.0012442,0.017998,0.018201,0.017679,0.0085396,0.0086818,0.0085486,0.00024798,0.00025545,0.00025192
1387.71,,,,0.075411,0.072781,0.070437,0.029991,0.029963,0.0291,0.0012467,0.0012519,0.0012001,0.017555,0.017752,0.017241,0.0083848,0.0085234,0.0083915,0.00023852,0.00025059,0.00024704
1401.31,,,,0.073937,0.071299,0.069005,0.029629,0.029576,0.028723,0.0011542,0.0012095,0.001158,0.017127,0.017318,0.016817,0.0082341,0.0083692,0.0082385,0.00023806,0.00024587,0.00024228
1414.92,,,,0.072503,0.069858,0.067612,0.029274,0.029197,0.028352,0.0010904,0.0011693,0.0011177,0.016715,0.016898,0.016407,0.0080875,0.0082191,0.0080897,0.00024182,0.00024121,0.00023766
1428.52,,,,0.0711,0.068448,0.06625,0.028924,0.028824,0.027987,0.0010668,0.0011308,0.001079,0.016315,0.016491,0.01601,0.0079444,0.0080726,0.0079444,0.00024072,0.0002366,0.00023316
1442.13,,,,0.069735,0.067078,0.064927,0.028581,0.028458,0.027629,0.0010739,0.0010936,0.001042,0.01593,0.016097,0.015625,0.0078053,0.0079301,0.0078031,0.00023125,0.00023213,0.00022878
1455.73,,,,0.068403,0.065742,0.063637,0.028245,0.028099,0.027278,0.001087,0.0010576,0.0010065,0.015556,0.015715,0.015253,0.0076697,0.0077912,0.0076654,0.00021919,0.00022785,0.00022451
1469.34,,,,0.067104,0.064439,0.06238,0.027913,0.027745,0.026933,0.0010802,0.0010226,0.0009725,0.015195,0.015344,0.014891,0.0075375,0.0076557,0.0075311,0.00021274,0.00022373,0.00022036
1482.94,,,,0.065837,0.06317,0.061155,0.027588,0.027398,0.026594,0.0010402,0.00098895,0.00093992,0.014844,0.014985,0.014542,0.0074087,0.0075236,0.0074001,0.00021404,0.0002197,0.00021632
1496.55,,,,0.064598,0.06193,0.059959,0.027268,0.027056,0.02626,0.00097287,0.00095679,0.00090862,0.014503,0.014637,0.014202,0.007283,0.0073947,0.0072724,0.00021749,0.00021571,0.00021238
1510.15,,,,0.063391,0.060722,0.058794,0.026954,0.026721,0.025933,0.0008991,0.00092631,0.00087863,0.014172,0.0143,0.013873,0.0071604,0.007269,0.0071479,0.00021548,0.00021178,0.00020854
1523.76,,,,0.062213,0.059544,0.057658,0.026645,0.026391,0.025611,0.00084194,0.00089738,0.00084983,0.01385,0.013972,0.013554,0.0070408,0.0071464,0.0070264,0.00020632,0.00020797,0.0002048
1537.36,,,,0.061062,0.058393,0.056549,0.026341,0.026066,0.025295,0.00081517,0.00086972,0.00082218,0.013537,0.013654,0.013244,0.0069241,0.0070267,0.0069079,0.00019585,0.00020431,0.00020116
1550.97,,,,0.059938,0.057271,0.055468,0.026042,0.025747,0.024983,0.00081726,0.00084302,0.00079563,0.013232,0.013345,0.012943,0.0068102,0.0069098,0.0067922,0.00019087,0.00020079,0.00019761
1564.57,,,,0.058841,0.056176,0.054412,0.025747,0.025433,0.024677,0.00083298,0.00081706,0.00077014,0.012935,0.013046,0.012651,0.0066989,0.0067956,0.0066792,0.00019264,0.00019734,0.00019415
1578.18,,,,0.057768,0.055106,0.053382,0.025458,0.025124,0.024376,0.00084127,0.00079173,0.0007456,0.012647,0.012755,0.012368,0.0065902,0.0066841,0.0065688,0.00019598,0.00019391,0.00019078
1591.78,,,,0.056721,0.054063,0.052377,0.025173,0.02482,0.024081,0.0008262,0.00076719,0.00072204,0.012367,0.012472,0.012093,0.006484,0.0065752,0.0064611,0.00019433,0.00019054,0.00018748
1605.39,,,,0.055698,0.053044,0.051397,0.024893,0.024521,0.02379,0.0007848,0.0007436,0.00069938,0.012095,0.012198,0.011825,0.0063803,0.0064688,0.0063558,0.00018626,0.00018726,0.00018428
1618.99,,,,0.054698,0.05205,0.05044,0.024617,0.024227,0.023503,0.00072788,0.00072111,0.00067759,0.011832,0.011931,0.011566,0.006279,0.0063649,0.006253,0.0001768,0.00018412,0.00018115
1632.6,,,,0.053721,0.051078,0.049505,0.024346,0.023938,0.023222,0.00067341,0.00069976,0.00065663,0.011577,0.011672,0.011314,0.00618,0.0062633,0.0061525,0.00017201,0.00018109,0.0001781
1646.2,,,,0.052767,0.05013,0.048592,0.024078,0.023652,0.022945,0.00063727,0.00067939,0.00063644,0.011329,0.01142,0.011068,0.0060832,0.0061638,0.0060542,0.00017338,0.00017811,0.00017512
1659.81,,,,0.051834,0.049203,0.047701,0.023815,0.023372,0.022672,0.0006263,0.00065984,0.00061703,0.011089,0.011176,0.01083,0.0059887,0.0060667,0.0059582,0.00017683,0.00017517,0.00017221
1673.41,,,,0.050922,0.048299,0.046832,0.023557,0.023096,0.022404,0.00063571,0.00064085,0.00059833,0.010857,0.010938,0.010599,0.0058962,0.0059718,0.0058643,0.00017641,0.00017226,0.00016938
1687.02,,,,0.05003,0.047415,0.045982,0.023302,0.022824,0.02214,0.00065175,0.00062229,0.00058031,0.010631,0.010706,0.010374,0.0058058,0.0058789,0.0057726,0.00016999,0.00016942,0.00016661
1700.62,,,,0.049159,0.046552,0.045152,0.023051,0.022557,0.021881,0.00065821,0.00060415,0.00056296,0.010411,0.010481,0.010155,0.0057175,0.0057881,0.0056829,0.00016122,0.00016669,0.00016391
1714.23,,,,0.048307,0.045709,0.044342,0.022804,0.022294,0.021625,0.00064435,0.00058653,0.00054623,0.010198,0.010262,0.0099417,0.0056311,0.0056993,0.0055952,0.00015571,0.00016407,0.00016127
1727.83,,,,0.047473,0.044885,0.04355,0.022561,0.022035,0.021374,0.00060984,0.00056957,0.00053011,0.0099897,0.010049,0.0097345,0.0055466,0.0056124,0.0055093,0.00015589,0.0001615,0.0001587
1741.44,,,,0.046658,0.044079,0.042776,0.022322,0.02178,0.021127,0.00056429,0.0005534,0.00051456,0.0097868,0.009842,0.009533,0.0054639,0.0055274,0.0054253,0.00015922,0.00015896,0.00015618
1755.04,,,,0.045861,0.043292,0.04202,0.022086,0.021529,0.020884,0.00052177,0.00053801,0.00049957,0.0095889,0.0096402,0.0093368,0.005383,0.0054442,0.0053432,0.00016044,0.00015644,0.00015372
1768.65,,,,0.045081,0.042522,0.041281,0.021854,0.021282,0.020644,0.00049434,0.00052332,0.00048511,0.0093956,0.0094438,0.0091459,0.0053038,0.0053628,0.0052628,0.00015628,0.00015397,0.00015132
1782.25,,,,0.044317,0.04177,0.040558,0.021626,0.021039,0.020409,0.00048711,0.00050916,0.00047116,0.0092069,0.0092525,0.00896,0.0052264,0.0052831,0.0051842,0.00014849,0.00015158,0.00014898
1795.86,,,,0.04357,0.041034,0.039852,0.021401,0.0208,0.020177,0.00049653,0.00049539,0.0004577,0.0090226,0.0090662,0.008779,0.0051505,0.0052051,0.0051073,0.00014197,0.00014929,0.00014669
1809.46,,,,0.042839,0.040314,0.039161,0.021179,0.020564,0.019949,0.00051209,0.00048189,0.0004447,0.0088426,0.0088847,0.0086027,0.0050762,0.0051287,0.0050319,0.00014027,0.00014706,0.00014444
1823.07,,,,0.042123,0.03961,0.038485,0.020961,0.020332,0.019724,0.00052095,0.00046865,0.00043215,0.0086672,0.008708,0.0084309,0.0050035,0.005054,0.0049581,0.00014279,0.00014487,0.00014225
1836.67,,,,0.041422,0.038922,0.037825,0.020746,0.020103,0.019503,0.00051387,0.00045574,0.00042003,0.0084961,0.0085357,0.0082636,0.0049322,0.0049807,0.0048859,0.0001455,0.00014268,0.0001401
1850.28,,,,0.040736,0.038248,0.037178,0.020534,0.019878,0.019285,0.00048936,0.00044328,0.00040833,0.0083296,0.0083679,0.0081006,0.0048624,0.004909,0.0048151,0.0001442,0.00014051,0.00013801
1863.88,,,,0.040063,0.037589,0.036546,0.020325,0.019656,0.019071,0.00045382,0.00043135,0.00039702,0.0081675,0.0082043,0.0079416,0.0047941,0.0048387,0.0047459,0.00013833,0.0001384,0.00013595
1877.49,,,,0.039405,0.036944,0.035927,0.020119,0.019438,0.018859,0.00041801,0.00041998,0.00038609,0.0080099,0.0080448,0.0077867,0.0047271,0.0047698,0.004678,0.0001313,0.00013637,0.00013394
1891.09,,,,0.03876,0.036313,0.035322,0.019917,0.019222,0.018651,0.00039219,0.00040914,0.00037553,0.0078567,0.0078892,0.0076357,0.0046614,0.0047023,0.0046115,0.00012731,0.00013442,0.00013197
1904.7,,,,0.038129,0.035695,0.034729,0.019717,0.01901,0.018447,0.0003822,0.0003987,0.00036532,0.0077077,0.0077376,0.0074884,0.0045971,0.0046362,0.0045463,0.0001279,0.00013249,0.00013004
1918.3,,,,0.03751,0.03509,0.03415,0.01952,0.018801,0.018245,0.00038749,0.00038856,0.00035545,0.0075628,0.0075896,0.0073448,0.0045341,0.0045713,0.0044824,0.00013098,0.00013058,0.00012815
1931.91,,,,0.036903,0.034499,0.033582,0.019325,0.018595,0.018046,0.00040142,0.00037862,0.0003459,0.0074218,0.0074453,0.0072048,0.0044723,0.0045077,0.0044197,0.00013249,0.00012868,0.0001263
1945.51,,,,0.036309,0.033919,0.033027,0.019134,0.018392,0.01785,0.00041396,0.00036883,0.00033667,0.0072845,0.0073046,0.0070681,0.0044117,0.0044454,0.0043583,0.0001297,0.00012681,0.00012449
1959.12,,,,0.035727,0.033352,0.032483,0.018945,0.018192,0.017657,0.00041602,0.00035922,0.00032773,0.0071506,0.0071672,0.0069348,0.0043523,0.0043842,0.0042981,0.00012356,0.00012499,0.00012271
1972.72,,,,0.035157,0.032797,0.031951,0.018759,0.017995,0.017467,0.00040339,0.00034988,0.00031908,0.00702,0.0070332,0.0068049,0.004294,0.0043243,0.0042391,0.00011774,0.00012324,0.00012097
