,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
231.28,,,,,,,,,,0.50235,0.50375,0.50929,0.58001,0.58535,0.57295,0.1283,0.12928,0.1299,0.015738,0.015834,0.015923
244.89,,,,,,,,,,0.43411,0.43554,0.44041,0.54379,0.54887,0.53738,0.12097,0.12192,0.12246,0.01452,0.014582,0.014657
258.49,,,,,,,,,,0.37717,0.37849,0.38278,0.51013,0.51497,0.50428,0.11421,0.11513,0.1156,0.013407,0.013472,0.013537
272.1,,,,,,,,,,0.32922,0.33047,0.33427,0.47881,0.48342,0.47347,0.10796,0.10886,0.10927,0.012398,0.012483,0.012538
285.7,,,,,,,,,,0.2886,0.28987,0.29323,0.4497,0.45408,0.44478,0.10219,0.10306,0.10341,0.01155,0.011594,0.011641
299.31,,,,,,,,,,0.25416,0.25538,0.25836,0.42266,0.42681,0.41812,0.096834,0.097688,0.097991,0.010713,0.010792,0.010832
312.91,,,,,,,,,,0.22485,0.22596,0.22861,0.39758,0.40153,0.39338,0.09188,0.092711,0.092971,0.010007,0.010068,0.010102
326.52,,,,,,,,,,0.19967,0.20074,0.20311,0.37435,0.3781,0.37045,0.087292,0.088101,0.088323,0.0093666,0.0094114,0.0094412
340.12,,,,,,,,,,0.17795,0.17902,0.18113,0.35283,0.35642,0.34922,0.08304,0.083829,0.084015,0.0087412,0.0088167,0.0088419
353.73,,,,,,,,,,0.15919,0.16021,0.1621,0.33289,0.33633,0.32954,0.079093,0.079863,0.080018,0.0082279,0.0082763,0.0082974
367.33,,,,,,,,,,0.1429,0.14384,0.14552,0.3144,0.31769,0.31129,0.075421,0.076173,0.0763,0.0077375,0.0077833,0.0078015
380.94,,,,,,,,,,0.12862,0.12952,0.13103,0.29721,0.30037,0.29431,0.071998,0.072731,0.072833,0.0072635,0.0073339,0.0073489
394.54,,,,,,,,,,0.11605,0.11694,0.1183,0.28122,0.28424,0.2785,0.068797,0.069513,0.069592,0.0068766,0.0069225,0.0069346
408.15,,,,,,,,,,0.10501,0.10587,0.10708,0.2663,0.26919,0.26375,0.065797,0.066497,0.066555,0.0065013,0.0065444,0.0065546
421.75,,,,,,,,,,0.095287,0.096086,0.097175,0.25238,0.25514,0.24997,0.062982,0.063665,0.063704,0.006132,0.0061974,0.0062053
435.36,,,,,,,,,,0.08667,0.087418,0.088395,0.23936,0.242,0.23709,0.060335,0.061003,0.061025,0.0058309,0.0058778,0.0058836
448.96,,,,,,,,,,0.078988,0.079718,0.080596,0.22719,0.22972,0.22504,0.057846,0.058498,0.058505,0.0055456,0.0055824,0.0055869
462.57,,,,,,,,,,0.072142,0.072863,0.07365,0.2158,0.21823,0.21378,0.055503,0.05614,0.056133,0.0052524,0.0053098,0.0053127
476.17,,,,,,,,,,0.066056,0.066741,0.067447,0.20514,0.20749,0.20324,0.053296,0.053919,0.053899,0.0050078,0.0050577,0.0050591
489.78,,,,,,,,,,0.060624,0.061259,0.061891,0.19517,0.19743,0.19337,0.051217,0.051827,0.051795,0.0047916,0.0048236,0.0048239
503.38,,,,,,,,,,0.055734,0.056336,0.056903,0.18583,0.18801,0.18413,0.049258,0.049854,0.049811,0.0045602,0.0046061,0.0046055
516.99,,,,,,,,,,0.051312,0.051903,0.05241,0.17708,0.17918,0.17547,0.047408,0.047991,0.047939,0.0043509,0.004404,0.0044022
530.59,,,,,,,,,,0.047321,0.047901,0.048354,0.16887,0.17089,0.16733,0.04566,0.046231,0.04617,0.0041806,0.0042152,0.0042125
544.2,,,,,,,,,,0.043729,0.044281,0.044685,0.16116,0.16309,0.15969,0.044007,0.044565,0.044495,0.0040048,0.0040383,0.0040351
557.8,,,,,,,,,,0.040485,0.040998,0.041358,0.1539,0.15576,0.15249,0.04244,0.042985,0.042909,0.0038234,0.0038726,0.0038686
571.41,,,,,,,,,,0.037531,0.038016,0.038336,0.14706,0.14885,0.14571,0.040952,0.041487,0.041403,0.003674,0.0037169,0.0037121
585.01,,,,,,,,,,0.034829,0.035303,0.035586,0.1406,0.14233,0.13931,0.03954,0.040062,0.039973,0.0035419,0.00357,0.0035647
598.62,,,,,,,,,,0.032364,0.032831,0.03308,0.13451,0.13617,0.13327,0.038196,0.038707,0.038612,0.0033956,0.0034313,0.0034256
612.22,,,,,,,,,,0.030126,0.030575,0.030794,0.12875,0.13036,0.12757,0.036917,0.037417,0.037317,0.0032544,0.0033004,0.0032942
625.83,,,,,,,,,,0.028092,0.028512,0.028703,0.12331,0.12486,0.12218,0.035698,0.036188,0.036084,0.0031413,0.0031765,0.0031698
639.43,,,,,,,,,,0.026229,0.026624,0.026789,0.11816,0.11967,0.11708,0.034537,0.035017,0.034908,0.0030336,0.0030589,0.0030519
653.04,,,,,,,,,,0.024511,0.024891,0.025034,0.1133,0.11476,0.11226,0.033431,0.033901,0.033788,0.0029125,0.0029475,0.0029403
666.64,,,,0.27201,0.27237,0.26576,,,,0.022925,0.023299,0.023421,0.1087,0.11011,0.1077,0.032375,0.032836,0.032719,0.0028,0.002842,0.0028344
680.25,,,,0.26464,0.26485,0.25834,,,,0.02147,0.021835,0.021937,0.10435,0.10571,0.10339,0.031369,0.031819,0.0317,0.0027105,0.0027419,0.0027339
693.85,,,,0.25754,0.25759,0.25119,,,,0.020137,0.020485,0.02057,0.10023,0.10154,0.099296,0.030408,0.030849,0.030727,0.0026228,0.0026467,0.0026385
707.46,,,,0.25069,0.25059,0.2443,,,,0.018913,0.019238,0.019307,0.09632,0.097585,0.095418,0.02949,0.029922,0.029797,0.0025235,0.0025562,0.0025479
721.06,,,,0.24407,0.24384,0.23765,,,,0.017779,0.018086,0.01814,0.092612,0.093832,0.091737,0.028612,0.029036,0.028909,0.0024311,0.0024704,0.0024618
734.67,,,,0.23769,0.23732,0.23123,,,,0.016721,0.017018,0.017059,0.089089,0.090268,0.088242,0.027773,0.028188,0.028059,0.0023583,0.0023887,0.0023799
748.27,,,,0.23152,0.23102,0.22504,,,,0.015737,0.016029,0.016058,0.085739,0.086879,0.084919,0.026969,0.027376,0.027245,0.0022884,0.0023108,0.0023019
761.88,,,,0.22555,0.22493,0.21905,0.056847,0.058206,0.057092,0.014826,0.015112,0.015129,0.082551,0.083655,0.081757,0.026199,0.026597,0.026465,0.0022078,0.0022366,0.0022276
775.48,,,,0.21978,0.21905,0.21327,0.055987,0.0573,0.056191,0.013988,0.014259,0.014266,0.079514,0.080585,0.078747,0.02546,0.025851,0.025716,0.0021298,0.002166,0.0021568
789.09,,,,0.2142,0.21335,0.20767,0.055144,0.056413,0.055308,0.013213,0.013467,0.013464,0.076621,0.077661,0.07588,0.024751,0.025134,0.024998,0.0020682,0.0020986,0.0020892
802.69,,,,0.2088,0.20784,0.20226,0.054319,0.055543,0.054444,0.01249,0.012729,0.012717,0.073864,0.074874,0.073147,0.024071,0.024445,0.024309,0.0020131,0.0020342,0.0020248
816.3,,,,0.20358,0.20251,0.19703,0.053512,0.054692,0.053597,0.011811,0.012041,0.012022,0.071236,0.072217,0.070542,0.023416,0.023784,0.023646,0.0019493,0.0019727,0.0019632
829.9,,,,0.19852,0.19736,0.19197,0.05272,0.053857,0.052767,0.011174,0.0114,0.011374,0.06873,0.069681,0.068056,0.022787,0.023147,0.023009,0.0018823,0.0019139,0.0019044
843.51,,,,0.19363,0.19237,0.18708,0.051946,0.053039,0.051955,0.01058,0.010802,0.010769,0.066341,0.067262,0.065685,0.022183,0.022535,0.022396,0.0018272,0.0018579,0.0018482
857.11,,,,0.18889,0.18754,0.18235,0.051188,0.052238,0.051159,0.010031,0.010243,0.010204,0.064062,0.064953,0.063421,0.021601,0.021947,0.021807,0.0017827,0.0018042,0.0017945
870.72,,,,0.18431,0.18287,0.17777,0.050446,0.051454,0.05038,0.0095213,0.00972,0.0096756,0.061886,0.062747,0.06126,0.021041,0.02138,0.02124,0.0017342,0.0017527,0.001743
884.32,,,,0.17988,0.17835,0.17334,0.04972,0.050686,0.049617,0.0090445,0.0092303,0.009181,0.059807,0.06064,0.059194,0.020502,0.020834,0.020694,0.0016781,0.0017035,0.0016938
897.93,,,,0.17558,0.17398,0.16906,0.049009,0.049934,0.048872,0.0085942,0.0087713,0.0087176,0.05782,0.058626,0.057221,0.019984,0.020309,0.020168,0.0016266,0.0016565,0.0016467
911.53,,,,0.17142,0.16974,0.16492,0.048314,0.049198,0.048141,0.0081679,0.0083407,0.008283,0.055919,0.0567,0.055334,0.019484,0.019803,0.019662,0.001587,0.0016113,0.0016015
925.14,,,,0.16739,0.16564,0.1609,0.047633,0.048477,0.047426,0.0077666,0.0079364,0.007875,0.054099,0.054857,0.053528,0.019003,0.019315,0.019174,0.0015508,0.001568,0.0015582
938.74,,,,0.16349,0.16166,0.15701,0.046967,0.047771,0.046726,0.0073918,0.0075566,0.0074918,0.052356,0.053092,0.051799,0.018539,0.018845,0.018704,0.0015074,0.0015263,0.0015166
952.35,,,,0.1597,0.15781,0.15324,0.046314,0.047079,0.046041,0.0070433,0.0071993,0.0071314,0.050685,0.0514,0.050142,0.018091,0.018391,0.01825,0.0014605,0.0014863,0.0014766
965.95,,,,0.15603,0.15407,0.14959,0.045675,0.046402,0.04537,0.0067178,0.0068632,0.0067926,0.049084,0.04978,0.048555,0.017659,0.017953,0.017812,0.0014211,0.001448,0.0014382
979.56,,,,0.15246,0.15045,0.14605,0.045049,0.045738,0.044712,0.0064104,0.0065465,0.0064735,0.047548,0.048226,0.047033,0.017242,0.017531,0.01739,0.0013907,0.001411,0.0014012
993.16,,,,0.149,0.14693,0.14262,0.044435,0.045086,0.044067,0.0061179,0.006248,0.0061729,0.046075,0.046735,0.045572,0.016839,0.017122,0.016981,0.0013597,0.0013754,0.0013656
1006.77,,,,0.14564,0.14351,0.13928,0.043833,0.044447,0.043435,0.0058393,0.0059665,0.0058895,0.044662,0.045303,0.044171,0.01645,0.016727,0.016587,0.0013219,0.001341,0.0013313
1020.37,,,,0.14238,0.1402,0.13605,0.043242,0.043821,0.042814,0.0055761,0.005701,0.0056223,0.043306,0.043929,0.042825,0.016073,0.016345,0.016205,0.0012831,0.0013079,0.0012982
1033.98,,,,0.13921,0.13698,0.13291,0.042662,0.043205,0.042206,0.0053296,0.0054503,0.00537,0.042003,0.042608,0.041532,0.015709,0.015975,0.015836,0.0012518,0.001276,0.0012663
1047.58,,,,0.13613,0.13386,0.12986,0.042093,0.042602,0.041609,0.0050996,0.0052134,0.0051318,0.040753,0.041339,0.040289,0.015357,0.015618,0.015479,0.0012275,0.0012451,0.0012354
1061.19,,,,0.13314,0.13082,0.1269,0.041535,0.042009,0.041023,0.004884,0.0049894,0.0049066,0.039551,0.040119,0.039095,0.015016,0.015271,0.015133,0.0012012,0.0012152,0.0012056
1074.79,,,,0.13024,0.12788,0.12403,0.040987,0.041427,0.040449,0.0046793,0.0047774,0.0046936,0.038396,0.038946,0.037948,0.014685,0.014936,0.014798,0.0011688,0.0011864,0.0011768
1088.4,,,,0.12742,0.12502,0.12125,0.040449,0.040857,0.039885,0.0044836,0.0045768,0.0044922,0.037285,0.037819,0.036844,0.014365,0.014611,0.014474,0.0011359,0.0011585,0.001149
1102.0,,,,0.12468,0.12224,0.11854,0.039921,0.040297,0.039332,0.0042959,0.0043866,0.0043014,0.036216,0.036734,0.035782,0.014056,0.014296,0.014159,0.0011098,0.0011316,0.0011221
1115.61,,,,0.12202,0.11954,0.11591,0.039403,0.039747,0.03879,0.0041173,0.0042063,0.0041206,0.035187,0.035689,0.034761,0.013755,0.013991,0.013855,0.0010895,0.0011056,0.0010961
1129.21,,,,0.11943,0.11691,0.11336,0.038895,0.039208,0.038258,0.0039491,0.0040354,0.0039491,0.034195,0.034684,0.033777,0.013464,0.013695,0.01356,0.0010678,0.0010803,0.0010709
1142.82,,,,0.11691,0.11436,0.11088,0.038397,0.038679,0.037736,0.0037916,0.0038731,0.0037864,0.03324,0.033716,0.03283,0.013183,0.013409,0.013274,0.0010405,0.0010558,0.0010465
1156.42,,,,0.11446,0.11189,0.10847,0.037908,0.03816,0.037225,0.0036438,0.0037188,0.0036319,0.03232,0.032784,0.031918,0.012909,0.013131,0.012997,0.0010121,0.0010322,0.0010229
1170.03,,,,0.11208,0.10948,0.10613,0.037428,0.037651,0.036723,0.0035035,0.0035722,0.0034852,0.031433,0.031885,0.031039,0.012644,0.012862,0.012728,0.00098905,0.0010094,0.0010001
1183.63,,,,0.10976,0.10713,0.10385,0.036957,0.037151,0.03623,0.0033688,0.0034328,0.0033457,0.030578,0.031018,0.030192,0.012387,0.0126,0.012467,0.00097177,0.00098725,0.00097802
1197.24,,,,0.10751,0.10485,0.10164,0.036495,0.03666,0.035747,0.0032388,0.0033001,0.0032131,0.029753,0.030182,0.029374,0.012137,0.012346,0.012214,0.00095427,0.00096575,0.00095661
1210.84,,,,0.10531,0.10264,0.099484,0.036041,0.036179,0.035273,0.0031139,0.0031738,0.0030869,0.028958,0.029376,0.028586,0.011895,0.0121,0.011968,0.00093201,0.00094493,0.00093589
1224.45,,,,0.10318,0.10048,0.097388,0.035595,0.035705,0.034807,0.0029951,0.0030536,0.0029668,0.028191,0.028597,0.027824,0.011659,0.01186,0.01173,0.00090726,0.00092477,0.0009158
1238.05,,,,0.1011,0.098375,0.095349,0.035157,0.035241,0.03435,0.0028833,0.002939,0.0028524,0.027451,0.027846,0.02709,0.011431,0.011627,0.011498,0.00088602,0.00090528,0.00089633
1251.66,,,,0.099067,0.096328,0.093363,0.034727,0.034784,0.033901,0.0027785,0.0028298,0.0027435,0.026736,0.027119,0.02638,0.011209,0.011401,0.011273,0.00087047,0.00088638,0.00087745
1265.26,,,,0.09709,0.094334,0.091429,0.034304,0.034335,0.03346,0.0026795,0.0027256,0.0026397,0.026046,0.026417,0.025694,0.010993,0.011181,0.011053,0.00085662,0.00086799,0.00085913
1278.87,,,,0.095166,0.092395,0.089548,0.033889,0.033895,0.033027,0.0025849,0.0026262,0.0025407,0.02538,0.02574,0.025032,0.010783,0.010968,0.010841,0.00083935,0.00085015,0.00084139
1292.47,,,,0.093288,0.090503,0.087714,0.03348,0.033461,0.032601,0.0024933,0.0025313,0.0024462,0.024735,0.025084,0.024391,0.010578,0.010759,0.010633,0.00081835,0.00083283,0.00082415
1306.08,,,,0.091459,0.088661,0.08593,0.033078,0.033035,0.032182,0.0024044,0.0024407,0.0023561,0.024112,0.02445,0.023772,0.01038,0.010557,0.010432,0.00079832,0.00081608,0.00080743
1319.68,,,,0.089676,0.086866,0.084191,0.032684,0.032616,0.031771,0.0023188,0.0023542,0.0022701,0.023509,0.023837,0.023173,0.010186,0.01036,0.010235,0.0007832,0.00079983,0.0007912
1333.29,,,,0.087937,0.085117,0.082497,0.032295,0.032205,0.031367,0.0022373,0.0022715,0.0021879,0.022925,0.023244,0.022594,0.0099979,0.010168,0.010044,0.00077175,0.00078402,0.00077545
1346.89,,,,0.086245,0.083416,0.08085,0.031915,0.031801,0.030971,0.0021605,0.0021924,0.0021094,0.022361,0.022671,0.022034,0.0098149,0.0099815,0.0098588,0.00075927,0.00076866,0.00076017
1360.5,,,,0.084591,0.081754,0.079241,0.031539,0.031402,0.03058,0.0020884,0.0021168,0.0020344,0.021813,0.022116,0.021492,0.0096362,0.0097994,0.0096776,0.00074288,0.00075369,0.0007453
1374.1,,,,0.08298,0.080136,0.077676,0.03117,0.031011,0.030196,0.0020201,0.0020444,0.0019626,0.021283,0.021578,0.020967,0.0094624,0.0096222,0.0095013,0.00072474,0.0007392,0.00073087
1387.71,,,,0.081409,0.078559,0.07615,0.030807,0.030626,0.029819,0.0019545,0.001975,0.0018939,0.02077,0.021058,0.020459,0.0092931,0.0094496,0.0093296,0.00070928,0.00072515,0.00071685
1401.31,,,,0.079876,0.077021,0.074663,0.030451,0.030248,0.029449,0.0018907,0.0019085,0.0018282,0.020274,0.020554,0.019967,0.0091283,0.0092815,0.0091624,0.00069825,0.00071149,0.00070323
1414.92,,,,0.078379,0.07552,0.073212,0.030101,0.029876,0.029085,0.0018285,0.0018448,0.0017652,0.019792,0.020066,0.01949,0.0089676,0.0091176,0.0089994,0.00068898,0.00069817,0.00068998
1428.52,,,,0.076922,0.07406,0.071801,0.029757,0.029512,0.028728,0.0017682,0.0017839,0.0017049,0.019327,0.019594,0.019029,0.0088112,0.0089581,0.0088408,0.00067743,0.00068521,0.00067712
1442.13,,,,0.075497,0.072633,0.070422,0.029418,0.029152,0.028376,0.0017105,0.0017254,0.0016472,0.018876,0.019135,0.018582,0.0086586,0.0088024,0.008686,0.00066246,0.00067259,0.00066459
1455.73,,,,0.074107,0.071242,0.069077,0.029085,0.028799,0.02803,0.0016559,0.0016693,0.0015918,0.018439,0.018691,0.018148,0.0085098,0.0086506,0.0085352,0.00064696,0.00066035,0.0006524
1469.34,,,,0.072749,0.069884,0.067766,0.028758,0.028452,0.027691,0.0016045,0.0016154,0.0015387,0.018016,0.01826,0.017728,0.0083649,0.0085026,0.0083881,0.00063456,0.00064846,0.00064055
1482.94,,,,0.071423,0.068558,0.066485,0.028437,0.028111,0.027357,0.0015559,0.0015637,0.0014877,0.017605,0.017842,0.01732,0.0082235,0.0083583,0.0082447,0.00062581,0.00063687,0.000629
1496.55,,,,0.070129,0.067266,0.065238,0.02812,0.027775,0.027029,0.0015094,0.0015141,0.0014389,0.017207,0.017436,0.016925,0.0080856,0.0082175,0.0081048,0.00061783,0.00062555,0.00061776
1510.15,,,,0.068863,0.066002,0.064018,0.027809,0.027444,0.026706,0.0014642,0.0014663,0.001392,0.016821,0.017042,0.01654,0.007951,0.00808,0.0079682,0.00060732,0.0006145,0.0006068
1523.76,,,,0.067626,0.064768,0.062827,0.027503,0.027119,0.026388,0.0014198,0.0014205,0.0013469,0.016445,0.01666,0.016168,0.0078196,0.0079457,0.0078349,0.00059396,0.00060373,0.00059612
1537.36,,,,0.066417,0.063563,0.061665,0.027201,0.026799,0.026075,0.0013764,0.0013764,0.0013037,0.016081,0.016289,0.015806,0.0076913,0.0078147,0.0077047,0.00058057,0.00059326,0.0005857
1550.97,,,,0.065237,0.062387,0.06053,0.026904,0.026484,0.025768,0.0013344,0.0013341,0.0012622,0.015727,0.015928,0.015454,0.007566,0.0076867,0.0075777,0.00057014,0.00058307,0.00057554
1564.57,,,,0.064082,0.061238,0.059422,0.026612,0.026174,0.025465,0.0012944,0.0012933,0.0012222,0.015382,0.015578,0.015113,0.0074437,0.0075617,0.0074536,0.00056289,0.00057312,0.00056564
1578.18,,,,0.062954,0.060116,0.05834,0.026325,0.025868,0.025167,0.0012567,0.0012542,0.0011839,0.015048,0.015238,0.014782,0.0073242,0.0074396,0.0073324,0.00055618,0.00056338,0.00055597
1591.78,,,,0.061851,0.059019,0.057283,0.026042,0.025568,0.024874,0.0012212,0.0012165,0.001147,0.014723,0.014908,0.014459,0.0072075,0.0073202,0.007214,0.00054719,0.00055385,0.00054653
1605.39,,,,0.060772,0.057947,0.05625,0.025763,0.025272,0.024586,0.0011875,0.0011802,0.0011115,0.014406,0.014587,0.014146,0.0070933,0.0072036,0.0070982,0.00053563,0.00054456,0.0005373
1618.99,,,,0.059717,0.0569,0.055241,0.025489,0.02498,0.024302,0.0011548,0.0011452,0.0010774,0.014099,0.014274,0.013842,0.0069818,0.0070895,0.006985,0.00052393,0.0005355,0.0005283
1632.6,,,,0.058686,0.055877,0.054255,0.025218,0.024693,0.024022,0.0011229,0.0011115,0.0010445,0.0138,0.013971,0.013546,0.0068727,0.006978,0.0068744,0.00051476,0.00052667,0.0005195
1646.2,,,,0.057678,0.054878,0.053293,0.024953,0.024411,0.023747,0.0010914,0.0010791,0.001013,0.013509,0.013676,0.013259,0.0067662,0.0068691,0.0067664,0.00050852,0.00051804,0.00051092
1659.81,,,,0.056692,0.053901,0.052352,0.024691,0.024133,0.023476,0.0010604,0.0010478,0.00098247,0.013227,0.013389,0.01298,0.006662,0.0067625,0.0066608,0.00050305,0.00050959,0.00050253
1673.41,,,,0.055727,0.052945,0.051432,0.024433,0.023859,0.02321,0.0010305,0.0010176,0.00095312,0.012953,0.01311,0.012708,0.0065602,0.0066583,0.0065575,0.00049576,0.00050131,0.00049433
1687.02,,,,0.054783,0.052011,0.050533,0.024179,0.023589,0.022947,0.0010019,0.00098853,0.00092484,0.012686,0.012838,0.012443,0.0064606,0.0065564,0.0064564,0.000486,0.00049322,0.00048632
1700.62,,,,0.053859,0.051098,0.049654,0.023929,0.023323,0.022689,0.00097503,0.00096047,0.00089759,0.012426,0.012574,0.012186,0.0063631,0.0064567,0.0063575,0.00047559,0.00048533,0.00047848
1714.23,,,,0.052955,0.050205,0.048795,0.023682,0.023061,0.022434,0.00094968,0.00093338,0.00087131,0.012174,0.012317,0.011935,0.0062676,0.0063589,0.0062607,0.00046703,0.00047762,0.00047082
1727.83,,,,0.052071,0.049333,0.047956,0.02344,0.022805,0.022185,0.00092556,0.00090724,0.00084598,0.011929,0.012067,0.011692,0.0061747,0.0062638,0.0061665,0.00046124,0.00047012,0.00046336
1741.44,,,,0.051205,0.048479,0.047134,0.023201,0.022551,0.021938,0.00090214,0.00088197,0.00082152,0.01169,0.011823,0.011455,0.0060834,0.0061704,0.0060739,0.00045673,0.00046274,0.00045604
1755.04,,,,0.050358,0.047644,0.046331,0.022966,0.022301,0.021696,0.00087908,0.00085755,0.00079792,0.011458,0.011586,0.011224,0.0059942,0.006079,0.0059834,0.0004511,0.00045551,0.00044889
1768.65,,,,0.049528,0.046827,0.045544,0.022734,0.022055,0.021457,0.00085622,0.00083396,0.00077515,0.011231,0.011355,0.010999,0.0059069,0.0059896,0.0058948,0.00044314,0.00044845,0.0004419
1782.25,,,,0.048714,0.046027,0.044775,0.022506,0.021812,0.021221,0.00083366,0.00081118,0.00075317,0.01101,0.011129,0.01078,0.0058214,0.0059019,0.005808,0.00043384,0.00044154,0.00043506
1795.86,,,,0.047917,0.045243,0.044021,0.022279,0.021573,0.020989,0.0008117,0.00078917,0.00073195,0.010795,0.01091,0.010566,0.0057374,0.0058159,0.0057229,0.00042544,0.00043479,0.00042835
1809.46,,,,0.047139,0.044479,0.043287,0.022059,0.021339,0.020762,0.00079069,0.0007679,0.00071146,0.010585,0.010696,0.010358,0.0056558,0.0057323,0.0056401,0.0004195,0.00042824,0.00042184
1823.07,,,,0.046375,0.043729,0.042566,0.02184,0.021107,0.020537,0.00077084,0.00074733,0.00069166,0.01038,0.010488,0.010155,0.0055754,0.0056499,0.0055586,0.00041541,0.00042178,0.00041544
1836.67,,,,0.045626,0.042995,0.04186,0.021624,0.020878,0.020315,0.00075215,0.00072743,0.00067252,0.01018,0.010284,0.0099577,0.0054967,0.0055693,0.0054788,0.00041123,0.00041545,0.00040917
1850.28,,,,0.044893,0.042276,0.041169,0.021412,0.020653,0.020097,0.00073442,0.00070817,0.00065403,0.0099853,0.010086,0.009765,0.0054196,0.0054903,0.0054006,0.00040522,0.00040925,0.00040305
1863.88,,,,0.044174,0.041572,0.040493,0.021202,0.020431,0.019882,0.0007173,0.00068953,0.00063616,0.0097951,0.009893,0.009577,0.0053441,0.0054129,0.0053241,0.00039736,0.00040319,0.00039705
1877.49,,,,0.043468,0.040881,0.039829,0.020995,0.020211,0.019669,0.00070046,0.00067149,0.00061888,0.0096092,0.0097042,0.0093935,0.0052699,0.0053369,0.0052488,0.00038927,0.00039726,0.00039117
1891.09,,,,0.04278,0.040209,0.039184,0.020792,0.019997,0.019462,0.00068371,0.00065403,0.00060218,0.0094289,0.009521,0.0092154,0.0051976,0.0052628,0.0051756,0.00038288,0.0003915,0.00038545
1904.7,,,,0.042102,0.039548,0.038548,0.02059,0.019783,0.019255,0.00066703,0.00063712,0.00058603,0.0092522,0.0093415,0.0090409,0.0051263,0.0051897,0.0051033,0.00037866,0.00038583,0.00037982
1918.3,,,,0.041439,0.038901,0.037926,0.020392,0.019573,0.019052,0.00065062,0.00062075,0.0005704,0.0090802,0.0091665,0.0088709,0.0050565,0.0051182,0.0050326,0.00037548,0.00038026,0.00037431
1931.91,,,,0.040789,0.038267,0.037318,0.020196,0.019366,0.018852,0.00063475,0.00060489,0.00055527,0.0089125,0.0089959,0.008705,0.0049881,0.005048,0.0049633,0.00037148,0.00037481,0.00036892
1945.51,,,,0.040152,0.037646,0.036721,0.020003,0.019163,0.018655,0.00061965,0.00058953,0.00054062,0.008749,0.0088293,0.0085431,0.0049211,0.0049793,0.0048953,0.00036561,0.00036946,0.00036364
1959.12,,,,0.039526,0.037037,0.036136,0.019812,0.018961,0.018461,0.00060544,0.00057464,0.00052644,0.0085893,0.0086665,0.0083849,0.0048553,0.0049118,0.0048286,0.00035848,0.00036423,0.00035847
1972.72,,,,0.038917,0.036445,0.035568,0.019625,0.018764,0.01827,0.00059209,0.00056023,0.00051274,0.0084346,0.0085086,0.0082315,0.004791,0.0048459,0.0047635,0.0003518,0.00035915,0.00035343
1986.33,,,,0.038314,0.035859,0.035005,0.019439,0.018568,0.018081,0.00057931,0.00054623,0.00049944,0.0082824,0.0083531,0.0080805,0.0047276,0.0047808,0.0046992,0.00034689,0.00035414,0.00034846
1999.93,,,,0.037724,0.035286,0.034455,0.019255,0.018375,0.017894,0.00056686,0.00053266,0.00048657,0.0081342,0.0082017,0.0079334,0.0046654,0.0047171,0.0046362,0.00034378,0.00034923,0.00034359
