,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
244.89,,,,,,,,,,1.1956,1.1809,1.1966,0.57653,0.58005,0.55739,0.12715,0.12783,0.12941,0.015491,0.015536,0.015756
258.49,,,,,,,,,,1.0413,1.0429,1.0575,0.54762,0.55106,0.53016,0.1209,0.12157,0.12301,0.014336,0.014385,0.01458
272.1,,,,,,,,,,0.9075,0.92527,0.93816,0.5203,0.52366,0.50434,0.1151,0.11577,0.11707,0.013318,0.01337,0.013542
285.7,,,,,,,,,,0.80033,0.82431,0.83512,0.49443,0.49772,0.47982,0.1097,0.11035,0.11154,0.012426,0.012464,0.012617
299.31,,,,,,,,,,0.71832,0.73664,0.74559,0.46992,0.47313,0.45652,0.10462,0.10526,0.10635,0.011594,0.011647,0.011783
312.91,,,,,,,,,,0.65439,0.6603,0.66796,0.44693,0.45006,0.43461,0.099921,0.10056,0.10155,0.010872,0.010914,0.011036
326.52,,,,,,,,,,0.59857,0.59294,0.59993,0.42509,0.42814,0.41375,0.095486,0.096112,0.09702,0.010205,0.010244,0.010354
340.12,,,,,,,,,,0.54416,0.53359,0.54032,0.40447,0.40745,0.39401,0.091323,0.091941,0.092772,0.0095832,0.0096334,0.0097317
353.73,,,,,,,,,,0.48885,0.48133,0.48785,0.38493,0.38783,0.37527,0.087398,0.088007,0.088769,0.0090346,0.0090721,0.0091608
367.33,,,,,,,,,,0.43497,0.43555,0.44169,0.36654,0.36938,0.35762,0.08372,0.08432,0.08502,0.0085185,0.0085577,0.0086382
380.94,,,,,,,,,,0.3864,0.39543,0.40094,0.34922,0.35199,0.34096,0.080265,0.080857,0.0815,0.0080384,0.0080852,0.0081581
394.54,,,,,,,,,,0.34616,0.36011,0.36482,0.33288,0.3356,0.32524,0.07701,0.077594,0.078185,0.0076138,0.0076494,0.0077155
408.15,,,,,,,,,,0.31511,0.32887,0.33276,0.31753,0.32018,0.31044,0.073954,0.074531,0.075074,0.0072111,0.0072479,0.0073083
421.75,,,,,,,,,,0.29174,0.30097,0.3042,0.3031,0.3057,0.29651,0.07108,0.07165,0.072149,0.0068333,0.0068777,0.0069327
435.36,,,,,,,,,,0.27315,0.27584,0.27863,0.28949,0.29202,0.28336,0.068365,0.068927,0.069387,0.0064991,0.0065347,0.0065848
448.96,,,,,,,,,,0.25625,0.25314,0.25572,0.27664,0.27911,0.27093,0.065799,0.066353,0.066777,0.0061824,0.0062164,0.0062624
462.57,,,,,,,,,,0.23869,0.23262,0.23513,0.26456,0.26698,0.25924,0.063384,0.063932,0.064322,0.00588,0.0059224,0.0059645
476.17,,,,,,,,,,0.21952,0.21407,0.21656,0.25311,0.25548,0.24814,0.061089,0.06163,0.061989,0.0056108,0.0056484,0.0056869
489.78,,,,,,,,,,0.19934,0.19735,0.19976,0.24224,0.24456,0.2376,0.0589,0.059434,0.059765,0.0053602,0.0053921,0.0054274
503.38,,,,,,,,,,0.17974,0.18238,0.18461,0.23203,0.2343,0.22769,0.056844,0.057371,0.057675,0.0051166,0.005155,0.0051876
516.99,,,,,,,,,,0.16226,0.16889,0.17086,0.22231,0.22454,0.21826,0.054879,0.055399,0.055679,0.0048938,0.0049329,0.0049627
530.59,,,,,,,,,,0.14799,0.15672,0.15835,0.21309,0.21527,0.2093,0.053003,0.053518,0.053775,0.0046934,0.0047245,0.0047519
544.2,,,,,,,,,,0.13722,0.14571,0.14701,0.20439,0.20652,0.20083,0.051229,0.051737,0.051973,0.0044983,0.0045303,0.0045556
557.8,,,,,,,,,,0.12941,0.13564,0.13666,0.19612,0.19821,0.19279,0.049534,0.050036,0.050253,0.0043104,0.0043479,0.0043712
571.41,,,,,,,,,,0.12353,0.12638,0.12722,0.18828,0.19033,0.18516,0.047921,0.048417,0.048616,0.0041437,0.0041769,0.0041983
585.01,,,,,,,,,,0.11843,0.11786,0.1186,0.18087,0.18288,0.17793,0.046389,0.046879,0.04706,0.0039884,0.0040165,0.0040363
598.62,,,,,,,,,,0.11299,0.10997,0.11068,0.17381,0.17577,0.17105,0.04492,0.045404,0.04557,0.0038326,0.0038649,0.0038832
612.22,,,,,,,,,,0.10661,0.1027,0.10343,0.16712,0.16904,0.16452,0.043523,0.044001,0.044153,0.003687,0.0037226,0.0037393
625.83,,,,,,,,,,0.099127,0.096009,0.096752,0.16076,0.16265,0.15832,0.042189,0.042662,0.042799,0.0035577,0.0035881,0.0036035
639.43,,,,,,,,,,0.090985,0.0899,0.090631,0.15474,0.15658,0.15243,0.040919,0.041386,0.041511,0.0034336,0.0034613,0.0034756
653.04,,,,,,,,,,0.082833,0.084298,0.084971,0.14898,0.15079,0.14681,0.0397,0.040162,0.040275,0.0033085,0.0033409,0.0033541
666.64,,,,,,,,,,0.07542,0.079179,0.079751,0.14351,0.14529,0.14147,0.038535,0.038991,0.039093,0.0031928,0.003227,0.003239
680.25,,,,,,,,,,0.069283,0.074496,0.074934,0.1383,0.14005,0.13638,0.03742,0.037872,0.037963,0.0030895,0.0031188,0.0031298
693.85,,,,,,,,,,0.064623,0.070164,0.070459,0.13333,0.13504,0.13151,0.036351,0.036797,0.036879,0.0029884,0.0030158,0.0030259
707.46,,,,,,,,,,0.061379,0.066157,0.06632,0.12858,0.13026,0.12687,0.035323,0.035764,0.035837,0.0028859,0.0029175,0.0029269
721.06,,,,,,,,,,0.059224,0.062422,0.062485,0.12405,0.1257,0.12243,0.034337,0.034773,0.034837,0.0027907,0.002824,0.0028324
734.67,,,,,,,,,,0.057695,0.058926,0.058926,0.11974,0.12135,0.1182,0.033392,0.033823,0.033879,0.0027057,0.0027348,0.0027425
748.27,,,,,,,,,,0.056283,0.055637,0.055614,0.11561,0.11719,0.11416,0.032483,0.03291,0.032958,0.0026228,0.0026495,0.0026565
761.88,,,,,,,,,,0.054558,0.05255,0.052534,0.11166,0.11321,0.11029,0.031608,0.03203,0.032071,0.002538,0.0025679,0.0025743
775.48,,,,,,,,,,0.05224,0.049659,0.049668,0.10788,0.10941,0.10659,0.030766,0.031183,0.031218,0.0024577,0.0024898,0.0024955
789.09,,,,,,,,,,0.049259,0.046962,0.046997,0.10429,0.10578,0.10305,0.02996,0.030373,0.030401,0.0023865,0.0024154,0.0024205
802.69,,,,,,,,,,0.045755,0.044454,0.044503,0.10084,0.10231,0.099674,0.029183,0.029591,0.029613,0.0023185,0.002344,0.0023486
816.3,,,,,,,,,,0.042023,0.042128,0.042172,0.097541,0.098985,0.096436,0.028434,0.028838,0.028855,0.0022485,0.0022755,0.0022796
829.9,,,,,,,,,,0.038416,0.039976,0.039993,0.094379,0.095797,0.09333,0.027712,0.028112,0.028123,0.0021798,0.0022099,0.0022135
843.51,,,,,,,,,,0.035249,0.037985,0.037955,0.091363,0.092756,0.090369,0.027021,0.027416,0.027423,0.0021186,0.0021473,0.0021504
857.11,,,,,,,,,,0.032724,0.036134,0.036044,0.088466,0.089835,0.087523,0.026352,0.026743,0.026745,0.0020622,0.002087,0.0020897
870.72,,,,0.20497,0.20247,0.19706,,,,0.030913,0.034403,0.034251,0.085691,0.087036,0.084795,0.025708,0.026095,0.026092,0.0020048,0.0020292,0.0020316
884.32,,,,0.20069,0.19813,0.19281,,,,0.029765,0.032776,0.032566,0.083024,0.084346,0.082174,0.025086,0.025469,0.025462,0.0019463,0.0019737,0.0019757
897.93,,,,0.19655,0.19393,0.18871,,,,0.029136,0.03124,0.030987,0.080478,0.081777,0.07967,0.024489,0.024868,0.024857,0.0018923,0.0019207,0.0019223
911.53,,,,0.19249,0.18981,0.18469,,,,0.028813,0.029778,0.0295,0.078019,0.079294,0.07725,0.023907,0.024283,0.024268,0.0018439,0.0018694,0.0018707
925.14,,,,0.18854,0.18582,0.18079,,,,0.028569,0.028387,0.028101,0.075663,0.076915,0.074931,0.023348,0.023719,0.023701,0.0017972,0.0018202,0.0018212
938.74,,,,0.1847,0.18193,0.17699,,,,0.028185,0.02706,0.026783,0.073399,0.074629,0.072701,0.022807,0.023175,0.023153,0.0017486,0.0017729,0.0017737
952.35,,,,0.18094,0.17812,0.17327,,,,0.027494,0.025797,0.025539,0.071211,0.072419,0.070547,0.022282,0.022645,0.022621,0.0017003,0.0017272,0.0017277
965.95,,,,0.17732,0.17446,0.16969,,,,0.026422,0.024607,0.024372,0.069129,0.070316,0.068495,0.021779,0.022139,0.022111,0.0016572,0.0016837,0.0016839
979.56,,,,0.17376,0.17086,0.16618,,,,0.02497,0.023482,0.023269,0.067113,0.068279,0.066509,0.021288,0.021645,0.021614,0.001618,0.0016416,0.0016415
993.16,,,,0.1703,0.16736,0.16277,0.045097,0.045227,0.044463,0.02324,0.022427,0.022227,0.065175,0.066321,0.064599,0.020814,0.021167,0.021134,0.0015789,0.001601,0.0016007
1006.77,,,,0.16693,0.16395,0.15945,0.044569,0.044669,0.043909,0.021388,0.021438,0.021241,0.063309,0.064435,0.062759,0.020355,0.020704,0.020669,0.0015379,0.0015619,0.0015614
1020.37,,,,0.16366,0.16064,0.15622,0.044051,0.044123,0.043366,0.019592,0.020518,0.020314,0.061517,0.062624,0.060992,0.019912,0.020257,0.020219,0.0014983,0.0015243,0.0015236
1033.98,,,,0.16045,0.15739,0.15306,0.043539,0.043582,0.042829,0.018004,0.019656,0.019433,0.059785,0.060873,0.059283,0.01948,0.019822,0.019782,0.0014629,0.0014879,0.001487
1047.58,,,,0.15732,0.15424,0.14999,0.043035,0.04305,0.042301,0.016735,0.018848,0.018601,0.058118,0.059187,0.057639,0.019062,0.019401,0.019359,0.0014305,0.0014529,0.0014518
1061.19,,,,0.15428,0.15117,0.147,0.042541,0.042528,0.041783,0.015833,0.018088,0.017812,0.056513,0.057565,0.056056,0.018658,0.018993,0.018949,0.0013977,0.0014191,0.0014178
1074.79,,,,0.15132,0.14818,0.14409,0.042056,0.042016,0.041275,0.015289,0.017365,0.017062,0.054967,0.056001,0.054529,0.018266,0.018598,0.018552,0.0013632,0.0013865,0.0013851
1088.4,,,,0.14844,0.14527,0.14126,0.041579,0.041513,0.040776,0.015055,0.016682,0.016357,0.053478,0.054495,0.053059,0.017886,0.018215,0.018167,0.0013301,0.001355,0.0013534
1102.0,,,,0.14561,0.14243,0.13849,0.041109,0.041017,0.040284,0.015033,0.016023,0.015684,0.052039,0.053039,0.051638,0.017518,0.017843,0.017794,0.0013006,0.0013246,0.0013229
1115.61,,,,0.14286,0.13966,0.13579,0.040646,0.040529,0.0398,0.015116,0.01539,0.015046,0.050651,0.051634,0.050266,0.017159,0.017482,0.017431,0.0012737,0.0012952,0.0012933
1129.21,,,,0.14018,0.13696,0.13317,0.040192,0.040049,0.039324,0.01519,0.01478,0.01444,0.049313,0.050279,0.048944,0.016812,0.017131,0.017079,0.0012463,0.0012668,0.0012647
1142.82,,,,0.13757,0.13433,0.13061,0.039747,0.039579,0.038859,0.01515,0.014194,0.013865,0.048023,0.048971,0.047667,0.016476,0.016792,0.016738,0.0012174,0.0012393,0.0012372
1156.42,,,,0.13502,0.13176,0.12811,0.039308,0.039116,0.0384,0.014916,0.013628,0.013316,0.046776,0.047708,0.046434,0.016149,0.016462,0.016406,0.0011891,0.0012127,0.0012104
1170.03,,,,0.13252,0.12925,0.12567,0.038876,0.03866,0.037949,0.01445,0.013089,0.012794,0.04557,0.046486,0.045241,0.015831,0.016141,0.016084,0.0011638,0.0011869,0.0011845
1183.63,,,,0.13009,0.1268,0.12329,0.038449,0.03821,0.037504,0.013757,0.012575,0.012297,0.044403,0.045304,0.044087,0.015522,0.015829,0.015771,0.0011411,0.0011619,0.0011594
1197.24,,,,0.12771,0.12441,0.12097,0.038029,0.037766,0.037065,0.012883,0.012089,0.011825,0.043276,0.044161,0.042971,0.015221,0.015525,0.015466,0.0011181,0.0011377,0.001135
1210.84,,,,0.12539,0.12208,0.11871,0.037619,0.037334,0.036637,0.011905,0.011632,0.011375,0.042188,0.043058,0.041894,0.01493,0.015231,0.015171,0.0010937,0.0011142,0.0011115
1224.45,,,,0.12312,0.1198,0.1165,0.037212,0.036905,0.036213,0.010915,0.011201,0.010946,0.041134,0.04199,0.040851,0.014646,0.014944,0.014883,0.0010691,0.0010914,0.0010886
1238.05,,,,0.1209,0.11758,0.11434,0.036812,0.036483,0.035797,0.0099987,0.010795,0.010537,0.040114,0.040956,0.039841,0.01437,0.014665,0.014603,0.0010467,0.0010693,0.0010664
1251.66,,,,0.11873,0.1154,0.11223,0.036418,0.036067,0.035386,0.0092285,0.010414,0.010147,0.039126,0.039954,0.038863,0.014101,0.014393,0.01433,0.001027,0.0010478,0.0010448
1265.26,,,,0.11661,0.11328,0.11016,0.036027,0.035656,0.03498,0.0086484,0.010053,0.0097746,0.038169,0.038983,0.037914,0.013839,0.014128,0.014064,0.0010077,0.0010268,0.0010237
1278.87,,,,0.11455,0.11121,0.10816,0.035649,0.035256,0.034585,0.0082743,0.0097109,0.0094196,0.037247,0.038047,0.037001,0.013585,0.013872,0.013807,0.00098728,0.0010066,0.0010035
1292.47,,,,0.11253,0.10919,0.10619,0.035269,0.034857,0.034192,0.0080957,0.0093835,0.0090803,0.036351,0.037138,0.036113,0.013336,0.01362,0.013555,0.00096584,0.00098679,0.00098359
1306.08,,,,0.11055,0.10721,0.10428,0.034898,0.034466,0.033806,0.0080809,0.0090683,0.008756,0.035484,0.036258,0.035253,0.013095,0.013376,0.01331,0.00094564,0.00096761,0.00096432
1319.68,,,,0.10862,0.10528,0.1024,0.034533,0.034081,0.033426,0.008182,0.0087631,0.0084459,0.034644,0.035404,0.03442,0.012859,0.013138,0.013071,0.00092789,0.00094895,0.00094559
1333.29,,,,0.10673,0.10339,0.10057,0.034171,0.0337,0.033051,0.0083414,0.0084669,0.0081493,0.033829,0.034576,0.033611,0.01263,0.012905,0.012838,0.00091157,0.00093075,0.00092732
1346.89,,,,0.1049,0.10156,0.098796,0.033821,0.033332,0.032687,0.0084984,0.0081793,0.007866,0.033045,0.03378,0.032834,0.012408,0.012681,0.012613,0.00089488,0.0009132,0.00090972
1360.5,,,,0.10308,0.099748,0.097041,0.033467,0.03296,0.032321,0.0085943,0.0078993,0.0075945,0.032278,0.033,0.032072,0.012189,0.012459,0.012391,0.00087666,0.00089589,0.00089236
1374.1,,,,0.10132,0.097988,0.095335,0.033122,0.032597,0.031964,0.008583,0.007628,0.0073345,0.031537,0.032246,0.031336,0.011977,0.012244,0.012175,0.00085847,0.00087914,0.00087555
1387.71,,,,0.099595,0.096268,0.093669,0.032783,0.03224,0.031613,0.0084349,0.0073658,0.0070853,0.030819,0.031516,0.030623,0.01177,0.012035,0.011966,0.00084201,0.00086287,0.00085921
1401.31,,,,0.097906,0.094584,0.092038,0.032449,0.031889,0.031267,0.0081424,0.0071138,0.0068464,0.030122,0.030807,0.02993,0.011568,0.01183,0.011761,0.00082756,0.00084702,0.0008433
1414.92,,,,0.096246,0.092931,0.090436,0.032117,0.03154,0.030924,0.0077197,0.0068725,0.0066169,0.029442,0.030115,0.029255,0.011371,0.01163,0.01156,0.00081367,0.0008315,0.00082774
1428.52,,,,0.094644,0.091335,0.088892,0.031797,0.031202,0.030592,0.0072028,0.0066446,0.0063983,0.02879,0.029452,0.028607,0.01118,0.011437,0.011367,0.00079902,0.00081654,0.00081275
1442.13,,,,0.093062,0.08976,0.087366,0.031476,0.030865,0.030261,0.0066347,0.0064279,0.0061879,0.028152,0.028802,0.027973,0.010992,0.011247,0.011176,0.00078327,0.00080185,0.00079803
1455.73,,,,0.091515,0.088221,0.085877,0.03116,0.030534,0.029935,0.0060668,0.006223,0.0059858,0.027533,0.028173,0.027358,0.01081,0.011062,0.010991,0.00076793,0.00078758,0.00078371
1469.34,,,,0.090002,0.086717,0.084421,0.03085,0.030208,0.029615,0.0055462,0.0060293,0.0057918,0.026932,0.027561,0.026761,0.010631,0.010881,0.01081,0.00075433,0.00077369,0.00076977
1482.94,,,,0.088516,0.08524,0.082991,0.030544,0.029887,0.029299,0.0051104,0.0058457,0.0056051,0.026347,0.026965,0.026179,0.010457,0.010705,0.010633,0.00074231,0.00076014,0.00075618
1496.55,,,,0.087074,0.083807,0.081605,0.030244,0.029571,0.02899,0.0047853,0.0056724,0.0054269,0.025782,0.02639,0.025617,0.010288,0.010533,0.010461,0.0007305,0.00074696,0.00074298
1510.15,,,,0.085648,0.082392,0.080236,0.029945,0.029258,0.028682,0.0045796,0.0055061,0.0052549,0.02523,0.025827,0.025068,0.010122,0.010364,0.010292,0.00071764,0.00073405,0.00073005
1523.76,,,,0.084254,0.081009,0.078898,0.029651,0.02895,0.028379,0.0044916,0.0053464,0.0050897,0.024693,0.02528,0.024534,0.0099591,0.010199,0.010127,0.00070396,0.00072146,0.00071744
1537.36,,,,0.08289,0.079657,0.07759,0.029361,0.028646,0.028081,0.0045068,0.0051919,0.0049309,0.024172,0.024749,0.024015,0.0098004,0.010038,0.0099659,0.0006908,0.00070921,0.00070515
1550.97,,,,0.081556,0.078334,0.076311,0.029075,0.028346,0.027788,0.0046014,0.0050414,0.0047781,0.023665,0.024232,0.023511,0.0096455,0.0098812,0.0098086,0.0006792,0.00069728,0.00069319
1564.57,,,,0.080244,0.077035,0.075055,0.028794,0.028051,0.027498,0.0047449,0.0048939,0.0046307,0.023172,0.023729,0.023019,0.0094942,0.0097276,0.0096549,0.00066894,0.00068563,0.00068152
1578.18,,,,0.078968,0.075772,0.073834,0.028517,0.027761,0.027214,0.004905,0.0047505,0.00449,0.022694,0.023241,0.022544,0.0093464,0.0095774,0.0095046,0.00065876,0.00067427,0.00067014
1591.78,,,,0.07771,0.074528,0.072631,0.028242,0.027473,0.026932,0.0050451,0.0046091,0.0043538,0.022228,0.022765,0.022079,0.0092015,0.0094304,0.0093575,0.00064765,0.00066316,0.00065902
1605.39,,,,0.076478,0.073309,0.071453,0.027971,0.027189,0.026654,0.0051351,0.0044709,0.0042228,0.021774,0.022301,0.021626,0.0090597,0.0092864,0.0092134,0.00063578,0.00065231,0.00064815
1618.99,,,,0.075272,0.072118,0.070301,0.027703,0.026909,0.02638,0.0051509,0.0043361,0.0040967,0.021332,0.02185,0.021186,0.0089211,0.0091455,0.0090724,0.00062429,0.00064173,0.00063755
1632.6,,,,0.074092,0.070952,0.069175,0.027439,0.026633,0.02611,0.0050779,0.004205,0.0039751,0.020903,0.021412,0.020758,0.0087855,0.0090078,0.0089347,0.00061417,0.00063141,0.00062721
1646.2,,,,0.072937,0.069811,0.068072,0.02718,0.026362,0.025845,0.004915,0.004079,0.0038584,0.020485,0.020985,0.020341,0.0086533,0.0088734,0.0088003,0.00060531,0.00062136,0.00061714
1659.81,,,,0.071802,0.068692,0.066991,0.026924,0.026095,0.025583,0.0046695,0.0039572,0.0037452,0.020078,0.020569,0.019935,0.0085238,0.0087418,0.0086686,0.00059663,0.00061153,0.0006073
1673.41,,,,0.07069,0.067595,0.065931,0.026671,0.02583,0.025324,0.0043622,0.003841,0.0036363,0.019681,0.020164,0.01954,0.008397,0.0086129,0.0085396,0.00058718,0.00060191,0.00059768
1687.02,,,,0.069598,0.06652,0.064892,0.026421,0.025569,0.025069,0.0040189,0.0037305,0.0035313,0.019295,0.019768,0.019154,0.0082727,0.0084865,0.0084133,0.00057694,0.00059251,0.00058827
1700.62,,,,0.068529,0.065466,0.063875,0.026174,0.025311,0.024817,0.0036684,0.0036257,0.00343,0.018918,0.019383,0.018779,0.008151,0.0083627,0.0082895,0.00056681,0.00058333,0.00057908
1714.23,,,,0.067481,0.064435,0.062879,0.02593,0.025056,0.024568,0.0033381,0.0035264,0.0033323,0.018552,0.019008,0.018413,0.0080316,0.0082413,0.0081681,0.00055775,0.00057435,0.00057007
1727.83,,,,0.066456,0.063427,0.061905,0.025692,0.024809,0.024326,0.003052,0.0034324,0.0032382,0.018195,0.018644,0.018057,0.007916,0.0081237,0.0080505,0.00054999,0.00056565,0.00056136
1741.44,,,,0.065449,0.062437,0.06095,0.025456,0.024562,0.024084,0.0028268,0.0033427,0.0031471,0.017847,0.018288,0.01771,0.007802,0.0080076,0.0079345,0.00054259,0.00055709,0.00055279
1755.04,,,,0.064461,0.061466,0.060012,0.025222,0.024319,0.023847,0.0026728,0.0032569,0.0030591,0.017508,0.017941,0.017371,0.0076905,0.0078941,0.0078211,0.00053468,0.00054872,0.00054442
1768.65,,,,0.063491,0.060514,0.059092,0.024992,0.024078,0.023613,0.002593,0.0031745,0.0029741,0.017177,0.017602,0.01704,0.0075812,0.0077829,0.0077098,0.00052593,0.00054052,0.00053623
1782.25,,,,0.062538,0.059579,0.05819,0.024764,0.023841,0.023381,0.0025838,0.0030947,0.0028921,0.016854,0.017271,0.016718,0.0074739,0.0076737,0.0076007,0.00051694,0.0005325,0.0005282
1795.86,,,,0.061602,0.058661,0.057303,0.024536,0.023605,0.02315,0.0026353,0.0030169,0.0028129,0.016538,0.016948,0.016403,0.0073682,0.007566,0.0074931,0.00050861,0.00052462,0.0005203
1809.46,,,,0.060692,0.057769,0.056442,0.024319,0.023378,0.022929,0.0027333,0.0029407,0.0027363,0.016233,0.016635,0.016097,0.0072667,0.0074626,0.0073898,0.00050156,0.00051705,0.00051271
1823.07,,,,0.059793,0.056888,0.055592,0.024099,0.023149,0.022706,0.0028593,0.0028655,0.0026623,0.015933,0.016328,0.015798,0.0071657,0.0073597,0.007287,0.00049515,0.00050952,0.00050518
1836.67,,,,0.058911,0.056026,0.05476,0.023883,0.022925,0.022488,0.0029931,0.0027913,0.0025906,0.015641,0.016029,0.015506,0.007067,0.0072592,0.0071866,0.00048861,0.00050217,0.00049783
1850.28,,,,0.058045,0.055178,0.053942,0.02367,0.022703,0.022272,0.003114,0.002718,0.0025213,0.015356,0.015736,0.015221,0.0069704,0.0071606,0.0070881,0.00048133,0.00049497,0.00049063
1863.88,,,,0.057193,0.054346,0.053139,0.023459,0.022484,0.022058,0.0032031,0.0026458,0.0024543,0.015078,0.01545,0.014943,0.0068754,0.0070638,0.0069914,0.00047349,0.00048791,0.00048357
1877.49,,,,0.056354,0.053526,0.052348,0.023248,0.022266,0.021846,0.0032453,0.0025749,0.0023895,0.014805,0.01517,0.01467,0.0067818,0.0069683,0.0068961,0.00046583,0.00048096,0.00047662
1891.09,,,,0.055543,0.052735,0.051583,0.023046,0.022057,0.021642,0.0032309,0.0025056,0.0023268,0.014542,0.0149,0.014407,0.0066918,0.0068765,0.0068044,0.00045919,0.00047429,0.00046993
1904.7,,,,0.054736,0.051948,0.050824,0.022841,0.021844,0.021435,0.0031566,0.0024382,0.0022662,0.014283,0.014634,0.014147,0.0066018,0.0067847,0.0067127,0.00045338,0.00046762,0.00046326
1918.3,,,,0.053946,0.051178,0.050081,0.02264,0.021636,0.021232,0.003026,0.002373,0.0022074,0.01403,0.014374,0.013894,0.0065139,0.006695,0.0066232,0.00044791,0.00046111,0.00045674
1931.91,,,,0.053171,0.050423,0.049352,0.022442,0.021431,0.021032,0.002849,0.0023103,0.0021505,0.013783,0.014121,0.013647,0.0064278,0.0066072,0.0065355,0.00044203,0.00045472,0.00045037
1945.51,,,,0.052409,0.049681,0.048637,0.022246,0.021228,0.020835,0.0026395,0.0022503,0.0020953,0.013542,0.013873,0.013405,0.0063434,0.006521,0.0064495,0.00043546,0.00044847,0.00044411
1959.12,,,,0.051657,0.04895,0.047931,0.022051,0.021027,0.02064,0.0024142,0.0021932,0.0020419,0.013305,0.01363,0.013168,0.0062603,0.0064362,0.0063648,0.00042856,0.00044232,0.00043797
1972.72,,,,0.050934,0.048247,0.047253,0.021864,0.020833,0.020451,0.0021905,0.0021391,0.0019904,0.013078,0.013396,0.012941,0.00618,0.0063542,0.006283,0.00042217,0.00043638,0.00043203
1986.33,,,,0.050205,0.047539,0.04657,0.021672,0.020635,0.020259,0.0019837,0.0020875,0.0019402,0.012851,0.013163,0.012714,0.0060994,0.0062719,0.0062009,0.00041655,0.00043043,0.00042608
1999.93,,,,0.049495,0.04685,0.045905,0.021484,0.020442,0.020071,0.001807,0.0020385,0.0018917,0.012631,0.012937,0.012493,0.0060209,0.0061917,0.0061208,0.00041168,0.00042463,0.00042027
2013.54,,,,0.048798,0.046175,0.045254,0.021299,0.020251,0.019886,0.0016701,0.0019918,0.0018446,0.012416,0.012716,0.012278,0.0059439,0.006113,0.0060423,0.0004069,0.00041894,0.00041459
2027.14,,,,0.048115,0.045512,0.044614,0.021117,0.020063,0.019703,0.0015786,0.001947,0.0017989,0.012206,0.0125,0.012068,0.0058684,0.0060359,0.0059653,0.00040161,0.00041336,0.00040902
2040.75,,,,0.047442,0.04486,0.043985,0.020937,0.019878,0.019523,0.0015345,0.0019037,0.0017546,0.012001,0.012288,0.011862,0.0057944,0.0059602,0.0058898,0.0003957,0.00040789,0.00040356
2054.35,,,,0.046775,0.044215,0.043363,0.020757,0.019694,0.019344,0.0015362,0.0018615,0.0017115,0.011798,0.01208,0.011659,0.0057213,0.0058855,0.0058153,0.0003896,0.0004025,0.00039818
2067.96,,,,0.046135,0.043597,0.042766,0.020583,0.019515,0.01917,0.0015789,0.0018206,0.00167,0.011604,0.011881,0.011465,0.0056504,0.005813,0.005743,0.00038404,0.00039728,0.00039295
2081.56,,,,0.045495,0.042978,0.042169,0.020408,0.019335,0.018996,0.0016541,0.0017801,0.0016296,0.011412,0.011682,0.011272,0.0055801,0.0057411,0.0056713,0.00037924,0.00039211,0.00038778
