,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5p,5p,5p,5s,5s,5s
3265.2,,,,,,,0.024236,0.021998,0.021703,0.030598,0.027758,0.026788,0.0094426,0.0087916,0.0083326,0.0053288,0.0051966,0.0050464,0.0081469,0.0078907,0.0076318,0.0028588,0.0028027,0.0026743,0.00053003,0.00051777,0.00050103,0.00040778,0.00040259,0.00038457
3278.8,,,,,,,0.02394,0.021726,0.021443,0.030376,0.027532,0.026576,0.0093937,0.0087357,0.0082802,0.0052613,0.0051298,0.0049818,0.008076,0.0078182,0.0075626,0.0028386,0.0027812,0.0026538,0.00052548,0.00051289,0.00049636,0.00040471,0.00039936,0.00038149
3292.41,,,,,,,0.02365,0.021459,0.021188,0.030158,0.027309,0.026367,0.0093453,0.0086802,0.0082284,0.0051951,0.0050641,0.0049184,0.008006,0.0077468,0.0074944,0.0028186,0.0027599,0.0026335,0.00052101,0.00050809,0.00049176,0.00040168,0.00039616,0.00037845
3306.01,,,,,,,0.023363,0.021196,0.020936,0.029942,0.027089,0.02616,0.0092974,0.0086254,0.0081772,0.00513,0.0049995,0.0048561,0.0079371,0.0076764,0.0074271,0.0027989,0.0027389,0.0026136,0.00051648,0.00050335,0.00048723,0.00039869,0.00039301,0.00037545
3319.62,,,,,,,0.02308,0.020937,0.020688,0.029728,0.026871,0.025955,0.0092501,0.0085712,0.0081266,0.0050658,0.0049359,0.0047947,0.007869,0.0076069,0.0073608,0.0027795,0.0027181,0.0025939,0.00051183,0.00049868,0.00048276,0.00039575,0.0003899,0.00037249
3333.22,,,,,,,0.022801,0.020681,0.020443,0.029517,0.026656,0.025753,0.0092033,0.0085177,0.0080765,0.0050024,0.0048731,0.0047341,0.0078018,0.0075383,0.0072953,0.0027603,0.0026976,0.0025744,0.00050706,0.00049406,0.00047834,0.00039285,0.00038684,0.00036957
3346.83,,,,,,,0.022523,0.020427,0.0202,0.029306,0.026441,0.025552,0.0091569,0.0084645,0.0080269,0.0049396,0.0048109,0.0046741,0.007735,0.0074702,0.0072303,0.0027413,0.0026774,0.0025552,0.00050226,0.00048948,0.00047396,0.00038998,0.0003838,0.00036668
3360.43,,,,,,,0.022259,0.020185,0.019969,0.029101,0.026234,0.025357,0.0091112,0.0084121,0.007978,0.0048797,0.0047517,0.0046169,0.0076702,0.0074041,0.0071672,0.0027226,0.0026574,0.0025362,0.00049767,0.00048504,0.00046971,0.00038715,0.00038082,0.00036384
3374.04,,,,,,,0.021989,0.019939,0.019733,0.028894,0.026023,0.02516,0.0090654,0.0083597,0.0079291,0.0048188,0.0046914,0.0045587,0.0076048,0.0073375,0.0071036,0.002704,0.0026376,0.0025174,0.00049323,0.00048057,0.00046543,0.00038435,0.00037785,0.00036101
3387.64,,,,,,,0.021724,0.019697,0.019501,0.028688,0.025815,0.024964,0.0090198,0.0083076,0.0078806,0.0047591,0.0046324,0.0045017,0.0075402,0.0072717,0.0070408,0.0026855,0.0026179,0.0024987,0.00048903,0.00047615,0.0004612,0.00038156,0.0003749,0.00035821
3401.25,,,,,,,0.021464,0.01946,0.019274,0.028485,0.025609,0.024771,0.0089744,0.0082559,0.0078323,0.0047004,0.0045744,0.0044458,0.0074764,0.0072067,0.0069787,0.0026672,0.0025983,0.0024802,0.00048502,0.00047179,0.00045702,0.00037881,0.00037198,0.00035543
3414.85,,,,,,,0.021207,0.019226,0.01905,0.028283,0.025405,0.02458,0.0089293,0.0082045,0.0077844,0.0046428,0.0045174,0.0043908,0.0074133,0.0071425,0.0069175,0.002649,0.002579,0.0024618,0.00048106,0.00046748,0.0004529,0.00037608,0.0003691,0.00035269
3428.46,,,,,,,0.020954,0.018996,0.01883,0.028084,0.025204,0.024391,0.0088848,0.0081537,0.0077371,0.004586,0.0044613,0.0043367,0.0073511,0.0070792,0.0068571,0.0026311,0.0025599,0.0024437,0.00047704,0.00046323,0.00044884,0.00037339,0.00036625,0.00034998
3442.06,,,,,,,0.020705,0.018769,0.018613,0.027887,0.025006,0.024205,0.0088407,0.0081034,0.0076903,0.0045301,0.0044061,0.0042834,0.0072897,0.0070168,0.0067975,0.0026134,0.0025411,0.0024258,0.0004729,0.00045905,0.00044484,0.00037074,0.00036344,0.00034731
3455.67,,,,,,,0.020457,0.018544,0.018397,0.027692,0.024809,0.024021,0.0087971,0.0080537,0.007644,0.0044746,0.0043513,0.0042305,0.0072291,0.0069551,0.0067387,0.002596,0.0025225,0.0024082,0.00046867,0.00045491,0.00044088,0.00036812,0.00036066,0.00034467
3469.27,,,,,,,0.02022,0.018329,0.018191,0.0275,0.024615,0.023839,0.0087541,0.0080047,0.0075984,0.0044216,0.004299,0.00418,0.0071694,0.0068944,0.0066807,0.0025788,0.0025041,0.0023908,0.00046445,0.00045084,0.00043699,0.00036555,0.00035793,0.00034207
3482.88,,,,,,,0.019977,0.018109,0.017981,0.027308,0.024422,0.023658,0.0087113,0.0079559,0.007553,0.0043675,0.0042456,0.0041285,0.00711,0.0068341,0.0066232,0.0025617,0.0024859,0.0023736,0.00046034,0.0004468,0.00043312,0.00036299,0.00035522,0.0003395
3496.48,,,,,,,0.01974,0.017894,0.017774,0.027118,0.024231,0.023479,0.0086688,0.0079075,0.007508,0.0043145,0.0041934,0.0040781,0.0070512,0.0067743,0.0065662,0.0025448,0.0024679,0.0023565,0.00045643,0.0004428,0.0004293,0.00036047,0.00035253,0.00033695
3510.09,,,,,,,0.019506,0.017682,0.017571,0.026928,0.024041,0.023301,0.0086264,0.0078592,0.0074631,0.0042624,0.004142,0.0040286,0.0069929,0.0067152,0.0065098,0.002528,0.00245,0.0023396,0.00045272,0.00043884,0.00042551,0.00035796,0.00034987,0.00033442
3523.69,,,,,,,0.019275,0.017474,0.017371,0.02674,0.023853,0.023124,0.0085841,0.0078113,0.0074185,0.0042111,0.0040915,0.0039798,0.0069351,0.0066566,0.0064539,0.0025114,0.0024323,0.0023228,0.00044915,0.00043492,0.00042176,0.00035547,0.00034723,0.00033192
3537.3,,,,,,,0.019048,0.017269,0.017175,0.026554,0.023666,0.02295,0.008542,0.0077636,0.0073742,0.0041607,0.0040418,0.0039319,0.006878,0.0065987,0.0063987,0.0024948,0.0024147,0.0023061,0.00044559,0.00043104,0.00041806,0.000353,0.00034461,0.00032943
3550.9,,,,,,,0.018824,0.017067,0.016981,0.026369,0.023482,0.022777,0.0085002,0.0077162,0.0073302,0.0041111,0.0039929,0.0038847,0.0068216,0.0065415,0.0063441,0.0024784,0.0023972,0.0022896,0.00044196,0.00042722,0.0004144,0.00035055,0.00034202,0.00032697
3564.51,,,,,,,0.018603,0.016868,0.01679,0.026186,0.023299,0.022606,0.0084587,0.0076692,0.0072865,0.0040622,0.0039448,0.0038382,0.0067658,0.006485,0.0062903,0.0024622,0.00238,0.0022732,0.0004382,0.00042344,0.0004108,0.00034813,0.00033946,0.00032454
3578.11,,,,,,,0.018384,0.016671,0.016601,0.026006,0.023119,0.022438,0.0084175,0.0076227,0.0072434,0.0040137,0.0038971,0.0037922,0.006711,0.0064294,0.0062373,0.0024462,0.0023629,0.0022571,0.00043436,0.00041973,0.00040725,0.00034574,0.00033692,0.00032214
3591.72,,,,,,,0.018171,0.01648,0.016417,0.025828,0.022942,0.022272,0.0083783,0.007578,0.0072019,0.0039667,0.0038509,0.0037476,0.0066568,0.0063746,0.006185,0.0024307,0.0023464,0.0022415,0.00043051,0.00041607,0.00040375,0.00034344,0.00033448,0.00031982
3605.32,,,,,,,0.017958,0.016288,0.016234,0.025651,0.022766,0.022106,0.0083382,0.0075325,0.0071597,0.0039197,0.0038047,0.0037031,0.0066031,0.0063203,0.0061332,0.0024151,0.0023298,0.0022258,0.00042675,0.00041244,0.00040028,0.00034111,0.00033202,0.00031748
3618.93,,,,,,,0.017748,0.0161,0.016053,0.025475,0.022591,0.021942,0.0082984,0.0074875,0.007118,0.0038734,0.0037592,0.0036591,0.0065498,0.0062664,0.0060818,0.0023997,0.0023134,0.0022102,0.00042317,0.00040885,0.00039685,0.0003388,0.00032958,0.00031517
3632.53,,,,,,,0.01754,0.015914,0.015874,0.0253,0.022417,0.02178,0.0082588,0.0074427,0.0070765,0.0038277,0.0037143,0.0036158,0.006497,0.006213,0.0060309,0.0023843,0.0022971,0.0021948,0.00041978,0.00040529,0.00039344,0.00033652,0.00032717,0.00031288
3646.14,,,,,,,0.017335,0.01573,0.015698,0.025126,0.022244,0.021618,0.0082193,0.0073982,0.0070352,0.0037827,0.0036701,0.0035732,0.0064446,0.0061601,0.0059805,0.0023691,0.0022809,0.0021795,0.00041651,0.00040176,0.00039007,0.00033425,0.00032477,0.00031061
3659.74,,,,,,,0.017133,0.01555,0.015524,0.024952,0.022073,0.021458,0.0081798,0.0073537,0.0069941,0.0037384,0.0036267,0.0035312,0.0063927,0.0061077,0.0059305,0.002354,0.0022648,0.0021643,0.00041328,0.00039826,0.00038674,0.00033199,0.00032239,0.00030836
3673.35,,,,,,,0.016935,0.015372,0.015353,0.024781,0.021903,0.021299,0.0081404,0.0073094,0.006953,0.0036949,0.0035839,0.00349,0.0063412,0.0060558,0.005881,0.0023389,0.0022488,0.0021492,0.00040997,0.00039481,0.00038343,0.00032975,0.00032002,0.00030611
3686.95,,,,,,,0.016739,0.015197,0.015185,0.024609,0.021733,0.02114,0.0081,0.0072644,0.0069113,0.003652,0.0035418,0.0034494,0.0062899,0.006004,0.0058317,0.0023236,0.0022326,0.0021339,0.00040651,0.00039136,0.00038014,0.00032748,0.00031763,0.00030385
3700.56,,,,,,,0.016546,0.015025,0.01502,0.024448,0.021574,0.020991,0.0080657,0.0072249,0.0068748,0.0036098,0.0035005,0.0034094,0.0062417,0.0059553,0.0057853,0.0023101,0.0022181,0.0021202,0.00040312,0.00038812,0.00037705,0.00032546,0.00031549,0.00030183
3714.16,,,,,,,0.016355,0.014855,0.014856,0.02428,0.021409,0.020837,0.0080264,0.007181,0.0068342,0.0035681,0.0034596,0.00337,0.0061917,0.005905,0.0057374,0.0022953,0.0022024,0.0021054,0.00039955,0.00038477,0.00037385,0.00032325,0.00031318,0.00029963
3727.77,,,,,,,0.016166,0.014687,0.014694,0.024116,0.021247,0.020685,0.0079886,0.0071386,0.0067949,0.0035269,0.0034192,0.0033311,0.0061428,0.0058558,0.0056904,0.0022809,0.0021872,0.002091,0.00039609,0.0003815,0.00037072,0.00032111,0.00031093,0.0002975
3741.37,,,,,,,0.015979,0.014521,0.014535,0.023952,0.021087,0.020535,0.0079513,0.0070966,0.0067562,0.0034863,0.0033794,0.0032926,0.0060945,0.0058071,0.005644,0.0022667,0.0021721,0.0020768,0.00039279,0.00037826,0.00036763,0.000319,0.00030871,0.0002954
3754.98,,,,,,,0.015795,0.014357,0.014377,0.02379,0.020928,0.020386,0.0079142,0.0070551,0.0067177,0.0034461,0.0033401,0.0032547,0.0060465,0.0057588,0.0055981,0.0022527,0.0021572,0.0020627,0.00038966,0.00037506,0.00036457,0.00031691,0.00030651,0.00029332
3768.58,,,,,,,0.015613,0.014195,0.014221,0.023629,0.02077,0.020238,0.0078773,0.0070137,0.0066795,0.0034065,0.0033013,0.0032172,0.0059989,0.005711,0.0055524,0.0022388,0.0021425,0.0020488,0.00038666,0.00037188,0.00036154,0.00031483,0.00030433,0.00029126
3782.19,,,,,,,0.015433,0.014035,0.014067,0.023468,0.020612,0.020091,0.0078403,0.0069724,0.0066413,0.0033674,0.0032631,0.0031804,0.0059516,0.0056634,0.0055071,0.0022249,0.0021277,0.0020349,0.00038371,0.00036873,0.00035852,0.00031276,0.00030217,0.00028921
3795.79,,,,,,,0.015255,0.013878,0.013916,0.023308,0.020456,0.019944,0.0078031,0.0069309,0.006603,0.0033289,0.0032255,0.003144,0.0059045,0.0056162,0.0054621,0.002211,0.002113,0.002021,0.00038071,0.00036559,0.00035553,0.00031069,0.0003,0.00028717
3809.4,,,,,,,0.015081,0.013724,0.013767,0.023148,0.0203,0.019799,0.0077656,0.0068893,0.0065646,0.0032911,0.0031885,0.0031084,0.0058578,0.0055693,0.0054175,0.0021971,0.0020983,0.0020071,0.00037759,0.00036249,0.00035256,0.00030862,0.00029784,0.00028512
3823.0,,,,,,,0.01491,0.013572,0.013621,0.023001,0.020155,0.019664,0.0077332,0.0068524,0.0065306,0.0032541,0.0031523,0.0030734,0.0058143,0.0055256,0.0053758,0.0021847,0.002085,0.0019946,0.00037455,0.00035958,0.00034979,0.00030676,0.00029589,0.00028327
3836.61,,,,,,,0.01474,0.013422,0.013476,0.022844,0.020003,0.019521,0.0076964,0.0068116,0.006493,0.0032173,0.0031163,0.0030387,0.0057687,0.0054798,0.0053322,0.0021711,0.0020707,0.0019811,0.00037129,0.00035655,0.00034689,0.00030473,0.00029378,0.00028128
3850.21,,,,,,,0.014572,0.013273,0.013333,0.022691,0.019854,0.019382,0.0076606,0.0067719,0.0064563,0.003181,0.0030809,0.0030045,0.005724,0.005435,0.0052895,0.0021578,0.0020566,0.0019678,0.0003681,0.00035358,0.00034406,0.00030276,0.00029172,0.00027933
3863.82,,,,,,,0.014406,0.013127,0.013192,0.022539,0.019707,0.019244,0.0076254,0.0067327,0.0064202,0.0031452,0.003046,0.0029708,0.0056799,0.0053908,0.0052474,0.0021448,0.0020428,0.0019548,0.00036504,0.00035066,0.00034126,0.00030081,0.00028969,0.00027741
3877.42,,,,,,,0.014241,0.012982,0.013052,0.022389,0.019561,0.019108,0.0075906,0.006694,0.0063845,0.0031098,0.0030114,0.0029374,0.0056362,0.0053471,0.0052058,0.0021319,0.0020291,0.001942,0.00036216,0.00034777,0.0003385,0.00029889,0.00028769,0.00027552
3891.03,,,,,,,0.014079,0.012839,0.012914,0.022239,0.019416,0.018972,0.007556,0.0066555,0.006349,0.0030748,0.0029773,0.0029045,0.0055929,0.0053037,0.0051645,0.0021191,0.0020156,0.0019292,0.00035943,0.0003449,0.00033576,0.00029699,0.0002857,0.00027365
3904.63,,,,,,,0.013918,0.012698,0.012777,0.02209,0.019272,0.018837,0.0075214,0.0066172,0.0063137,0.0030402,0.0029436,0.0028719,0.0055498,0.0052606,0.0051234,0.0021064,0.0020022,0.0019165,0.00035678,0.00034204,0.00033303,0.0002951,0.00028373,0.00027178
3918.24,,,,,,,0.013759,0.012558,0.012642,0.02194,0.019127,0.018702,0.0074864,0.0065786,0.0062781,0.003006,0.0029102,0.0028397,0.0055066,0.0052175,0.0050823,0.0020936,0.0019887,0.0019038,0.00035411,0.00033919,0.00033031,0.00029321,0.00028175,0.00026992
3931.84,,,,,,,0.013602,0.01242,0.012509,0.021788,0.018981,0.018565,0.0074504,0.0065391,0.0062418,0.0029723,0.0028774,0.002808,0.0054632,0.0051742,0.005041,0.0020806,0.001975,0.0018909,0.00035132,0.00033633,0.00032757,0.00029128,0.00027975,0.00026802
3945.45,,,,,,,0.013452,0.012288,0.012382,0.021655,0.018852,0.018445,0.0074206,0.0065053,0.0062107,0.0029401,0.002846,0.0027777,0.0054246,0.0051355,0.0050043,0.0020694,0.001963,0.0018796,0.00034871,0.00033377,0.00032513,0.0002896,0.00027799,0.00026636
3959.05,,,,,,,0.0133,0.012154,0.012253,0.021509,0.018711,0.018314,0.007386,0.0064673,0.0061758,0.0029074,0.0028142,0.002747,0.0053827,0.0050937,0.0049645,0.0020568,0.0019498,0.0018672,0.00034579,0.000331,0.00032249,0.00028775,0.00027606,0.00026454
3972.66,,,,,,,0.01315,0.012023,0.012126,0.021365,0.018574,0.018185,0.0073522,0.0064301,0.0061415,0.0028753,0.002783,0.0027168,0.0053416,0.0050528,0.0049255,0.0020446,0.0019368,0.001855,0.0003429,0.0003283,0.00031991,0.00028593,0.00027417,0.00026275
3986.26,,,,,,,0.013002,0.011893,0.012,0.021224,0.018438,0.018058,0.0073188,0.0063933,0.0061077,0.0028436,0.0027522,0.0026871,0.0053012,0.0050126,0.0048871,0.0020325,0.0019241,0.001843,0.0003401,0.00032564,0.00031736,0.00028415,0.0002723,0.00026099
3999.87,,,,,,,0.012855,0.011765,0.011876,0.021084,0.018304,0.017932,0.0072858,0.006357,0.0060743,0.0028124,0.0027218,0.0026577,0.0052613,0.0049728,0.0048492,0.0020205,0.0019115,0.0018312,0.00033744,0.00032301,0.00031485,0.00028239,0.00027046,0.00025926
4013.47,,,,,,,0.01271,0.011639,0.011754,0.020945,0.018171,0.017808,0.0072532,0.0063211,0.0060413,0.0027814,0.0026917,0.0026286,0.0052217,0.0049334,0.0048117,0.0020088,0.0018991,0.0018195,0.00033494,0.00032041,0.00031237,0.00028065,0.00026865,0.00025754
4027.08,,,,,,,0.012567,0.011513,0.011632,0.020806,0.018038,0.017684,0.0072207,0.0062855,0.0060086,0.0027507,0.0026619,0.0025999,0.0051824,0.0048943,0.0047745,0.0019971,0.0018867,0.0018079,0.00033255,0.00031783,0.0003099,0.00027892,0.00026685,0.00025584
4040.68,,,,,,,0.012424,0.011389,0.011511,0.020667,0.017906,0.01756,0.0071882,0.0062498,0.0059758,0.0027203,0.0026323,0.0025713,0.005143,0.0048552,0.0047372,0.0019854,0.0018744,0.0017963,0.00033018,0.00031524,0.00030743,0.00027721,0.00026505,0.00025415
4054.29,,,,,,,0.012282,0.011265,0.011391,0.020525,0.017771,0.017434,0.0071546,0.0062134,0.0059423,0.0026901,0.002603,0.002543,0.0051031,0.0048156,0.0046995,0.0019735,0.0018619,0.0017846,0.00032772,0.00031263,0.00030493,0.00027546,0.00026323,0.00025243
4067.89,,,,,,,0.012151,0.011151,0.011281,0.020402,0.017652,0.017324,0.0071255,0.0061809,0.0059126,0.0026622,0.0025759,0.0025168,0.0050679,0.0047805,0.0046661,0.0019628,0.0018506,0.001774,0.00032546,0.00031031,0.00030272,0.00027389,0.00026158,0.00025087
4081.5,,,,,,,0.012013,0.011031,0.011165,0.020265,0.017523,0.017202,0.0070931,0.0061456,0.0058802,0.002633,0.0025476,0.0024895,0.0050294,0.0047424,0.0046298,0.0019513,0.0018386,0.0017626,0.00032286,0.00030779,0.00030032,0.00027221,0.00025982,0.00024921
4095.1,,,,,,,0.011879,0.010914,0.011052,0.02013,0.017395,0.017083,0.007061,0.0061108,0.0058482,0.0026044,0.0025199,0.0024627,0.0049917,0.0047049,0.0045941,0.00194,0.0018266,0.0017514,0.00032023,0.00030532,0.00029796,0.00027055,0.00025808,0.00024757
4108.71,,,,,,,0.011747,0.010799,0.01094,0.019997,0.01727,0.016966,0.0070293,0.0060763,0.0058165,0.0025763,0.0024926,0.0024364,0.0049545,0.0046681,0.004559,0.0019287,0.0018148,0.0017403,0.00031763,0.00030288,0.00029563,0.00026891,0.00025636,0.00024595
4122.31,,,,,,,0.011616,0.010686,0.01083,0.019866,0.017146,0.01685,0.0069979,0.0060422,0.0057852,0.0025486,0.0024658,0.0024104,0.0049178,0.0046317,0.0045244,0.0019176,0.0018032,0.0017294,0.00031513,0.00030049,0.00029334,0.00026729,0.00025466,0.00024435
4135.92,,,,,,,0.011486,0.010574,0.010721,0.019737,0.017023,0.016735,0.0069669,0.0060085,0.0057543,0.0025212,0.0024392,0.0023847,0.0048815,0.0045958,0.0044902,0.0019067,0.0017917,0.0017186,0.00031277,0.00029812,0.00029108,0.00026569,0.00025298,0.00024277
4149.52,,,,,,,0.011358,0.010462,0.010613,0.019608,0.016902,0.016622,0.0069362,0.0059752,0.0057238,0.002494,0.0024129,0.0023593,0.0048456,0.0045603,0.0044564,0.0018959,0.0017803,0.0017079,0.00031054,0.00029577,0.00028884,0.00026412,0.00025133,0.00024121
4163.13,,,,,,,0.011231,0.010352,0.010505,0.019479,0.016781,0.016509,0.0069058,0.0059421,0.0056935,0.002467,0.0023867,0.002334,0.0048098,0.004525,0.0044227,0.0018852,0.0017691,0.0016974,0.00030839,0.00029344,0.00028661,0.00026256,0.00024969,0.00023967
4176.73,,,,,,,0.011103,0.010241,0.010398,0.01935,0.016659,0.016395,0.0068752,0.005909,0.0056632,0.0024401,0.0023607,0.0023088,0.0047739,0.0044895,0.0043889,0.0018744,0.0017578,0.0016868,0.00030621,0.0002911,0.00028438,0.000261,0.00024806,0.00023813
4190.34,,,,,,,0.010987,0.010141,0.0103,0.01923,0.016546,0.01629,0.0068459,0.0058772,0.005634,0.0024155,0.0023369,0.0022858,0.0047405,0.0044565,0.0043576,0.0018641,0.001747,0.0016766,0.00030413,0.00028892,0.0002823,0.0002595,0.00024648,0.00023664
4203.94,,,,,,,0.010863,0.010034,0.010196,0.019103,0.016427,0.016178,0.0068157,0.0058446,0.0056042,0.0023894,0.0023116,0.0022614,0.0047054,0.0044219,0.0043246,0.0018536,0.0017359,0.0016663,0.00030182,0.00028664,0.00028012,0.00025798,0.00024487,0.00023513
4217.55,,,,,,,0.010742,0.0099295,0.010094,0.018977,0.01631,0.016068,0.0067856,0.0058122,0.0055745,0.0023638,0.002287,0.0022376,0.0046707,0.0043877,0.004292,0.0018431,0.001725,0.001656,0.00029943,0.00028438,0.00027797,0.00025646,0.00024328,0.00023363
4231.15,,,,,,,0.010623,0.0098268,0.0099943,0.018853,0.016193,0.015959,0.0067555,0.0057799,0.0055449,0.0023388,0.0022627,0.0022141,0.0046364,0.0043539,0.0042598,0.0018327,0.0017141,0.0016458,0.00029699,0.00028215,0.00027584,0.00025495,0.0002417,0.00023214
4244.76,,,,,,,0.010506,0.0097257,0.0098958,0.01873,0.016079,0.015852,0.0067256,0.0057478,0.0055156,0.002314,0.0022389,0.0021911,0.0046025,0.0043206,0.0042281,0.0018224,0.0017033,0.0016357,0.00029458,0.00027996,0.00027374,0.00025345,0.00024013,0.00023066
4258.36,,,,,,,0.01039,0.0096259,0.0097986,0.018608,0.015965,0.015746,0.006696,0.0057161,0.0054865,0.0022897,0.0022153,0.0021683,0.0045691,0.0042877,0.0041967,0.0018121,0.0016926,0.0016256,0.00029227,0.00027779,0.00027167,0.00025197,0.00023857,0.0002292
4271.97,,,,,,,0.010276,0.0095273,0.0097024,0.018487,0.015853,0.015641,0.0066667,0.0056847,0.0054578,0.0022656,0.0021921,0.0021458,0.004536,0.0042552,0.0041658,0.001802,0.0016821,0.0016158,0.00029009,0.00027565,0.00026962,0.0002505,0.00023704,0.00022776
4285.57,,,,,,,0.010162,0.0094294,0.0096069,0.018368,0.015742,0.015537,0.0066378,0.0056537,0.0054295,0.0022416,0.002169,0.0021235,0.0045034,0.0042231,0.0041352,0.0017921,0.0016716,0.001606,0.00028804,0.00027353,0.00026761,0.00024905,0.00023553,0.00022634
4299.18,,,,,,,0.010045,0.0093287,0.0095083,0.018249,0.015632,0.015434,0.0066092,0.0056231,0.0054015,0.0022171,0.0021453,0.0021005,0.0044709,0.0041912,0.0041049,0.0017822,0.0016614,0.0015964,0.00028606,0.00027143,0.0002656,0.00024763,0.00023404,0.00022493
4312.78,,,,,,,0.0099435,0.0092418,0.009424,0.018134,0.015525,0.015334,0.0065808,0.0055927,0.0053737,0.0021958,0.0021247,0.0020807,0.0044393,0.0041602,0.0040753,0.0017725,0.0016512,0.0015868,0.00028413,0.00026939,0.00026365,0.00024621,0.00023256,0.00022354
4326.39,,,,,,,0.009832,0.0091459,0.0093302,0.018016,0.015416,0.015232,0.0065525,0.0055625,0.0053461,0.0021724,0.0021022,0.0020588,0.0044073,0.0041288,0.0040454,0.0017628,0.0016411,0.0015774,0.0002821,0.00026732,0.00026167,0.0002448,0.00023109,0.00022216
4339.99,,,,,,,0.0097232,0.0090524,0.0092387,0.017899,0.015308,0.015131,0.0065242,0.0055325,0.0053187,0.0021495,0.0020801,0.0020375,0.0043755,0.0040977,0.0040158,0.0017531,0.001631,0.0015679,0.00028,0.00026528,0.00025972,0.0002434,0.00022964,0.00022079
4353.6,0.025174,0.024827,0.024835,,,,0.009616,0.0089605,0.0091488,0.017783,0.015201,0.015031,0.0064959,0.0055024,0.0052912,0.002127,0.0020585,0.0020166,0.004344,0.0040668,0.0039864,0.0017435,0.001621,0.0015586,0.00027781,0.00026324,0.00025778,0.000242,0.00022818,0.00021943
4367.2,0.025053,0.024709,0.024718,,,,0.0095104,0.0088699,0.0090602,0.017667,0.015094,0.014931,0.0064676,0.0054724,0.0052638,0.0021049,0.0020372,0.001996,0.0043126,0.0040362,0.0039572,0.0017339,0.001611,0.0015492,0.00027559,0.00026123,0.00025585,0.00024061,0.00022674,0.00021807
4380.81,0.024934,0.024592,0.024602,,,,0.0094064,0.0087808,0.008973,0.017552,0.014989,0.014832,0.0064394,0.0054426,0.0052365,0.0020831,0.0020162,0.0019757,0.0042816,0.0040059,0.0039283,0.0017244,0.0016011,0.0015399,0.0002734,0.00025924,0.00025395,0.00023922,0.0002253,0.00021672
4394.41,0.024816,0.024476,0.024488,,,,0.0093037,0.0086929,0.008887,0.017439,0.014885,0.014735,0.0064112,0.0054129,0.0052094,0.0020616,0.0019955,0.0019556,0.004251,0.003976,0.0038998,0.0017149,0.0015913,0.0015307,0.00027131,0.00025727,0.00025207,0.00023784,0.00022388,0.00021538
4408.02,0.0247,0.024362,0.024375,,,,0.0092022,0.0086061,0.008802,0.017326,0.014782,0.014639,0.0063833,0.0053835,0.0051826,0.0020404,0.0019751,0.0019359,0.0042208,0.0039465,0.0038717,0.0017055,0.0015815,0.0015216,0.00026935,0.00025533,0.00025022,0.00023647,0.00022247,0.00021405
4421.62,0.024585,0.024249,0.024263,,,,0.0091011,0.0085196,0.0087172,0.017215,0.01468,0.014544,0.0063554,0.0053542,0.0051558,0.0020193,0.0019548,0.0019162,0.0041909,0.0039173,0.0038439,0.0016962,0.0015718,0.0015125,0.0002675,0.00025342,0.00024839,0.00023511,0.00022106,0.00021274
4435.23,0.024471,0.024137,0.024153,,,,0.0090068,0.0084394,0.0086388,0.017106,0.01458,0.01445,0.0063301,0.0053272,0.0051312,0.0019996,0.0019359,0.0018979,0.0041615,0.0038887,0.0038166,0.0016875,0.0015628,0.0015041,0.00026575,0.00025154,0.00024659,0.00023384,0.00021976,0.00021151
4448.83,0.024358,0.024025,0.024042,,,,0.0089059,0.0083531,0.008554,0.016996,0.01448,0.014357,0.0063023,0.0052981,0.0051047,0.0019785,0.0019156,0.0018783,0.0041322,0.0038601,0.0037894,0.0016783,0.0015533,0.0014951,0.00026399,0.00024966,0.0002448,0.00023249,0.00021837,0.00021021
4462.44,0.024245,0.023914,0.023933,,,,0.0088083,0.0082696,0.0084721,0.016888,0.014381,0.014264,0.0062754,0.0052699,0.005079,0.0019581,0.001896,0.0018593,0.0041031,0.0038318,0.0037624,0.0016693,0.001544,0.0014864,0.0002622,0.0002478,0.00024302,0.00023118,0.00021703,0.00020895
4476.04,0.024132,0.023803,0.023823,,,,0.0087119,0.0081873,0.0083912,0.016779,0.014283,0.014172,0.0062487,0.0052419,0.0050535,0.001938,0.0018767,0.0018406,0.0040742,0.0038037,0.0037356,0.0016604,0.0015347,0.0014778,0.00026031,0.00024595,0.00024126,0.00022988,0.00021569,0.00020769
4489.65,0.024018,0.023692,0.023713,,,,0.0086167,0.0081061,0.0083115,0.016671,0.014185,0.01408,0.0062221,0.005214,0.005028,0.0019181,0.0018576,0.0018221,0.0040454,0.0037757,0.003709,0.0016515,0.0015256,0.0014692,0.00025835,0.00024412,0.0002395,0.00022858,0.00021437,0.00020645
4503.25,0.023906,0.023581,0.023603,,,,0.0085228,0.0080261,0.0082328,0.016564,0.014087,0.013988,0.0061953,0.0051862,0.0050026,0.0018985,0.0018388,0.0018039,0.0040167,0.0037479,0.0036825,0.0016427,0.0015164,0.0014607,0.00025634,0.00024229,0.00023776,0.00022729,0.00021305,0.00020521
