,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5p,5p,5p,5s,5s,5s
190.47,,,,,,,,,,,,,,,,0.84545,0.85905,0.84859,0.38064,0.3832,0.34779,0.12214,0.12313,0.11647,0.047127,0.047321,0.041497,0.042436,0.042608,0.039538
204.07,,,,,,,,,,,,,,,,0.85762,0.871,0.86203,0.36796,0.37051,0.33787,0.11639,0.11738,0.11123,0.044225,0.044428,0.039298,0.038821,0.038991,0.036316
217.68,,,,,,,,,,,,,,,,0.85983,0.87292,0.86505,0.35544,0.35799,0.32784,0.11097,0.11195,0.10625,0.041605,0.041792,0.037246,0.03565,0.035817,0.033469
231.28,,,,,,,,,,,,,,,,0.85411,0.86686,0.85981,0.3431,0.34563,0.31774,0.10586,0.10683,0.10154,0.039167,0.039363,0.035315,0.03285,0.033014,0.03094
244.89,,,,,,,,,,,,,,,,0.84206,0.85445,0.848,0.33104,0.33357,0.30771,0.10109,0.10205,0.097125,0.036934,0.037122,0.0335,0.030376,0.030538,0.028693
258.49,,,,,,,,,,,,,,,,0.82511,0.8371,0.83111,0.31936,0.32188,0.29786,0.096639,0.097589,0.092997,0.034867,0.035052,0.031797,0.028183,0.028342,0.026691
272.1,,,,,,,,,,,,,,,,0.80466,0.81625,0.8106,0.30815,0.31065,0.2883,0.092498,0.093439,0.089144,0.032956,0.033146,0.030208,0.026233,0.026389,0.024903
285.7,,,,,,,,,,,,,,,,0.78186,0.79304,0.78764,0.29742,0.29991,0.27906,0.088629,0.089562,0.085535,0.031211,0.031389,0.028726,0.024489,0.024643,0.023298
299.31,,,,,,,,,,,,,,,,0.75771,0.7685,0.7633,0.28717,0.28963,0.27014,0.084991,0.085915,0.082131,0.029585,0.02977,0.027346,0.022919,0.02307,0.021849
312.91,,,,,,,,,,,,,,,,0.7329,0.74329,0.73826,0.27737,0.27982,0.26157,0.081579,0.082494,0.078931,0.028097,0.028278,0.026064,0.021505,0.021653,0.020538
326.52,,,,,,,,,,,,,,,,0.70777,0.71779,0.7129,0.26796,0.27039,0.25327,0.078344,0.07925,0.07589,0.026722,0.026895,0.024866,0.020218,0.020363,0.019342
340.12,,,,,,,,,,,,,,,,0.68265,0.6923,0.68752,0.25891,0.26132,0.24523,0.075282,0.076178,0.073005,0.025434,0.025612,0.023747,0.019046,0.019189,0.01825
353.73,,,,,,,,,,,,,,,,0.65765,0.66695,0.66227,0.25019,0.25258,0.23745,0.072379,0.073265,0.070264,0.024249,0.02442,0.0227,0.017974,0.018115,0.017249
367.33,,,,,,,,,,,,,,,,0.63291,0.64186,0.63728,0.24182,0.24419,0.22992,0.069636,0.070513,0.067669,0.023145,0.02331,0.02172,0.016995,0.017133,0.016333
380.94,,,,,,,,,,,,,,,,0.60864,0.61726,0.61275,0.23379,0.23613,0.22267,0.067047,0.067914,0.065215,0.022109,0.022278,0.020804,0.016099,0.016234,0.015492
394.54,,,,,,,,,,,,,,,,0.58494,0.59323,0.58879,0.2261,0.22842,0.2157,0.064602,0.06546,0.062894,0.021155,0.021317,0.019947,0.015275,0.015409,0.014718
408.15,,,,,,,,,,,,,,,,0.56188,0.56987,0.56549,0.21875,0.22105,0.20901,0.062294,0.063143,0.0607,0.020263,0.02042,0.019144,0.014518,0.01465,0.014005
421.75,,,,,,,,,,,,,,,,0.53974,0.54743,0.54312,0.21175,0.21403,0.20261,0.060114,0.060954,0.058625,0.019422,0.019584,0.018393,0.01382,0.01395,0.013347
435.36,,,,,,,,,,,,,,,,0.51841,0.52581,0.52156,0.20506,0.20731,0.19648,0.058047,0.058878,0.056655,0.018644,0.0188,0.017685,0.013173,0.013301,0.012735
448.96,,,,,,,,,,,,,,,,0.49789,0.50502,0.50083,0.19865,0.20087,0.19058,0.056082,0.056903,0.054778,0.017912,0.018062,0.017017,0.012571,0.012697,0.012166
462.57,,,,,,,,,,,,,,,,0.47832,0.48518,0.48105,0.19253,0.19473,0.18493,0.054218,0.05503,0.052996,0.017215,0.017369,0.016387,0.012011,0.012135,0.011635
476.17,,,,,,,,,,,,,,,,0.4595,0.46611,0.46204,0.18665,0.18883,0.17949,0.052439,0.053241,0.051293,0.01656,0.016712,0.015788,0.011487,0.011609,0.011137
489.78,,,,,,,,,,,,,,,,0.44143,0.4478,0.44379,0.18099,0.18314,0.17424,0.050737,0.05153,0.049661,0.015944,0.016088,0.015217,0.010995,0.011114,0.010669
503.38,,,,,,,,,,,,,,,,0.42415,0.43029,0.42633,0.17557,0.17769,0.1692,0.04912,0.049904,0.04811,0.015352,0.015497,0.014675,0.010534,0.010652,0.010231
516.99,,,,,,,,,,,,,,,,0.40755,0.41346,0.40956,0.17035,0.17244,0.16433,0.047574,0.048349,0.046624,0.014788,0.014934,0.014157,0.010101,0.010217,0.0098176
530.59,,,,,,,,,,,,,,,,0.39165,0.39735,0.39351,0.16533,0.1674,0.15964,0.046098,0.046864,0.045205,0.014259,0.014398,0.013663,0.0096938,0.0098081,0.0094286
544.2,,,,,,,,,,,,,,,,0.37645,0.38195,0.37816,0.16052,0.16256,0.15513,0.044694,0.04545,0.043853,0.013754,0.013889,0.013193,0.0093113,0.0094238,0.0090629
557.8,,,,,,,,,,,,,,,,0.36191,0.36721,0.36348,0.1559,0.15792,0.15079,0.043352,0.0441,0.04256,0.013267,0.013405,0.012744,0.0089509,0.0090616,0.008718
571.41,,,,,,,,,,,,,,,,0.34805,0.35315,0.34948,0.15148,0.15346,0.14663,0.042073,0.042811,0.041326,0.01281,0.012945,0.012316,0.0086116,0.0087205,0.0083929
585.01,,,,,,,,,,,,,,,,0.33482,0.33975,0.33613,0.14723,0.14919,0.14263,0.040852,0.041582,0.040147,0.012379,0.012507,0.011909,0.0082918,0.008399,0.0080861
598.62,,,,,,,0.78365,0.7947,0.78732,,,,,,,0.3222,0.32696,0.3234,0.14315,0.14508,0.13878,0.039682,0.040404,0.039017,0.011964,0.01209,0.011521,0.0079894,0.0080948,0.0077957
612.22,,,,,,,0.76106,0.77162,0.76412,,,,,,,0.31016,0.31474,0.31124,0.13923,0.14113,0.13507,0.038563,0.039276,0.037934,0.011565,0.011693,0.01115,0.0077036,0.0078073,0.007521
625.83,,,,,,,0.73932,0.74939,0.74178,,,,,,,0.29866,0.30309,0.29964,0.13546,0.13734,0.1315,0.037491,0.038195,0.036896,0.011191,0.011315,0.010797,0.007433,0.0075351,0.0072607
639.43,,,,,,,0.71836,0.72796,0.72027,,,,,,,0.28769,0.29195,0.28856,0.13183,0.13369,0.12806,0.036461,0.037158,0.035899,0.010836,0.010955,0.010459,0.0071765,0.007277,0.0070137
653.04,,,,,,,0.69813,0.70727,0.69949,,,,,,,0.27718,0.2813,0.27796,0.12833,0.13016,0.12474,0.035472,0.03616,0.034939,0.010491,0.01061,0.010136,0.0069328,0.0070318,0.006779
666.64,,,,,,,0.67857,0.68726,0.67942,,,,,,,0.26713,0.27111,0.26782,0.12496,0.12676,0.12153,0.034521,0.035201,0.034017,0.010161,0.010281,0.0098272,0.0067013,0.0067988,0.0065558
680.25,,,,,,,0.6597,0.66796,0.66005,,,,,,,0.25752,0.26136,0.25813,0.12171,0.12348,0.11843,0.033608,0.034279,0.033129,0.0098503,0.0099672,0.009532,0.0064814,0.0065775,0.0063437
693.85,,,,,,,0.64145,0.64929,0.64133,,,,,,,0.24832,0.25203,0.24885,0.11857,0.12031,0.11543,0.032729,0.033392,0.032276,0.0095547,0.0096669,0.0092493,0.0062723,0.0063671,0.0061419
707.46,,,,,,,0.62382,0.63126,0.62326,,,,,,,0.23952,0.2431,0.23997,0.11554,0.11726,0.11254,0.031884,0.03254,0.031454,0.0092672,0.0093798,0.0089789,0.0060733,0.0061668,0.0059497
721.06,,,,,,,0.60679,0.61383,0.6058,,,,,,,0.23109,0.23455,0.23148,0.11261,0.11431,0.10974,0.031072,0.031719,0.030663,0.0089911,0.0091052,0.0087198,0.0058838,0.0059761,0.0057666
734.67,,,,,,,0.59038,0.59704,0.58899,,,,,,,0.22305,0.22639,0.22336,0.1098,0.11147,0.10705,0.030292,0.030931,0.029903,0.0087323,0.0088431,0.0084722,0.0057036,0.0057947,0.0055923
748.27,,,,,,,0.57453,0.58082,0.57275,,,,,,,0.21535,0.21857,0.2156,0.10708,0.10872,0.10445,0.029541,0.030172,0.029171,0.0084859,0.0085919,0.0082349,0.0055318,0.0056217,0.0054261
761.88,,,,,,,0.55924,0.56517,0.55709,,,,,,,0.20798,0.2111,0.20818,0.10446,0.10608,0.10193,0.028819,0.029442,0.028467,0.0082459,0.0083515,0.0080075,0.005368,0.0054567,0.0052675
775.48,,,,,,,0.54446,0.55004,0.54196,,,,,,,0.20093,0.20394,0.20107,0.10193,0.10352,0.099502,0.028122,0.028738,0.027787,0.008014,0.0081209,0.0077892,0.0052114,0.005299,0.0051158
789.09,,,,,,,0.53022,0.53547,0.52738,,,,,,,0.1942,0.1971,0.19428,0.099492,0.10106,0.09716,0.027453,0.028061,0.027133,0.0077955,0.0079002,0.00758,0.0050622,0.0051486,0.004971
802.69,,,,,,,0.51644,0.52136,0.51328,,,,,,,0.18774,0.19054,0.18777,0.097133,0.098678,0.09489,0.026806,0.027407,0.026501,0.0075879,0.0076878,0.0073786,0.0049192,0.0050044,0.0048322
816.3,,,,,,,0.50312,0.50772,0.49966,0.17921,0.18478,0.17799,,,,0.18155,0.18426,0.18153,0.094854,0.096374,0.092694,0.026182,0.026776,0.025891,0.0073856,0.0074837,0.0071849,0.0047823,0.0048663,0.0046993
829.9,,,,,,,0.49023,0.49452,0.48647,0.17671,0.18218,0.17548,,,,0.17561,0.17823,0.17555,0.092647,0.094143,0.090567,0.025579,0.026165,0.025301,0.0071878,0.0072871,0.0069982,0.0046509,0.0047337,0.0045715
843.51,,,,,,,0.47777,0.48176,0.47374,0.17426,0.17963,0.17301,,,,0.16992,0.17245,0.16982,0.090515,0.091987,0.088509,0.024998,0.025576,0.024732,0.0069995,0.0070981,0.0068185,0.0045251,0.0046067,0.0044492
857.11,,,,,,,0.46567,0.46938,0.46138,0.17184,0.17711,0.17058,,,,0.16445,0.16689,0.16431,0.088445,0.089893,0.08651,0.024434,0.025005,0.024179,0.006821,0.0069154,0.0066447,0.0044039,0.0044844,0.0043313
870.72,,,,,,,0.45397,0.45739,0.44943,0.16947,0.17464,0.16819,,,,0.1592,0.16156,0.15902,0.086442,0.087866,0.084574,0.023889,0.024453,0.023645,0.0066483,0.0067393,0.0064771,0.0042877,0.004367,0.004218
884.32,,,,,,,0.44264,0.44579,0.43786,0.16714,0.17221,0.16584,,,,0.15416,0.15644,0.15394,0.084501,0.085901,0.082696,0.023362,0.023919,0.023129,0.0064783,0.0065693,0.0063152,0.0041758,0.0042541,0.0041091
897.93,,,,,,,0.43167,0.43456,0.42667,0.16485,0.16982,0.16353,,,,0.14932,0.15153,0.14908,0.082622,0.084,0.080877,0.022853,0.023403,0.022629,0.0063138,0.0064054,0.0061589,0.0040684,0.0041456,0.0040044
911.53,,,,,,,0.42103,0.42366,0.41581,0.1626,0.16747,0.16126,,,,0.14467,0.1468,0.14439,0.080798,0.082152,0.079109,0.02236,0.022903,0.022144,0.0061576,0.0062468,0.0060077,0.0039648,0.0040409,0.0039034
925.14,,,,,,,0.41073,0.41312,0.40531,0.1604,0.16517,0.15903,,,,0.14021,0.14227,0.13989,0.079031,0.080363,0.077396,0.021882,0.022418,0.021675,0.0060085,0.0060937,0.0058616,0.0038652,0.0039403,0.0038063
938.74,,,,,,,0.40077,0.40291,0.39516,0.15823,0.16291,0.15685,0.034855,0.036808,0.035444,0.13592,0.13791,0.13558,0.077321,0.078629,0.075736,0.021421,0.02195,0.021222,0.0058624,0.005946,0.0057206,0.0037694,0.0038435,0.0037128
952.35,,,,,,,0.39112,0.39303,0.38532,0.15611,0.16069,0.1547,0.03445,0.036379,0.035026,0.1318,0.13372,0.13143,0.075663,0.076949,0.074126,0.020974,0.021496,0.020782,0.0057187,0.0058033,0.0055842,0.0036771,0.0037502,0.0036226
965.95,,,,,,,0.38177,0.38346,0.37581,0.15404,0.15852,0.1526,0.034054,0.03596,0.034617,0.12784,0.1297,0.12745,0.074057,0.075321,0.072566,0.020542,0.021057,0.020357,0.005581,0.0056655,0.0054526,0.0035883,0.0036604,0.0035359
979.56,,,,,,,0.37271,0.37418,0.36659,0.152,0.15638,0.15053,0.033664,0.035547,0.034214,0.12403,0.12583,0.12362,0.072499,0.073741,0.07105,0.020123,0.020631,0.019944,0.0054505,0.0055323,0.0053251,0.0035026,0.0035738,0.0034522
993.16,,,,,,,0.36393,0.36519,0.35765,0.14999,0.15428,0.1485,0.033281,0.035141,0.033818,0.12037,0.1221,0.11993,0.070987,0.072207,0.069579,0.019717,0.020219,0.019544,0.0053248,0.0054035,0.0052019,0.0034201,0.0034903,0.0033715
1006.77,,,,,,,0.35542,0.35647,0.349,0.14803,0.15222,0.1465,0.032906,0.034742,0.033429,0.11684,0.11852,0.11639,0.069521,0.07072,0.068152,0.019323,0.019819,0.019156,0.0052011,0.005279,0.0050828,0.0033405,0.0034097,0.0032936
1020.37,,,,,,,0.34717,0.34802,0.3406,0.1461,0.1502,0.14455,0.032537,0.034351,0.033047,0.11345,0.11507,0.11297,0.068098,0.069275,0.066765,0.018941,0.01943,0.018779,0.0050798,0.0051587,0.0049676,0.0032637,0.003332,0.0032184
1033.98,,,,,,,0.33916,0.33982,0.33246,0.14421,0.14821,0.14262,0.032175,0.033965,0.03267,0.11018,0.11175,0.10969,0.066715,0.067872,0.065417,0.018571,0.019053,0.018414,0.0049638,0.0050422,0.004856,0.0031895,0.0032569,0.0031458
1047.58,,,,,,,0.33137,0.33185,0.32456,0.14234,0.14626,0.14073,0.031818,0.033585,0.0323,0.10703,0.10855,0.10652,0.065371,0.066507,0.064106,0.018211,0.018687,0.018058,0.0048539,0.0049295,0.0047478,0.0031179,0.0031843,0.0030755
1061.19,,,,,,,0.32381,0.32411,0.31688,0.14051,0.14433,0.13886,0.031466,0.033211,0.031934,0.10399,0.10546,0.10346,0.064063,0.065179,0.06283,0.017861,0.018331,0.017713,0.0047476,0.0048202,0.0046431,0.0030486,0.0031141,0.0030076
1074.79,,,,,,,0.31647,0.31659,0.30943,0.13871,0.14244,0.13703,0.031121,0.032843,0.031575,0.10106,0.10248,0.10052,0.062792,0.063887,0.061588,0.017521,0.017984,0.017377,0.0046426,0.0047144,0.0045416,0.0029816,0.0030462,0.0029419
1088.4,,,,,,,0.30935,0.3093,0.30221,0.13694,0.14058,0.13523,0.030782,0.032481,0.031222,0.098242,0.099606,0.097682,0.061558,0.062633,0.060382,0.017191,0.017648,0.017051,0.0045397,0.004612,0.0044434,0.0029169,0.0029806,0.0028784
1102.0,,,,,,,0.30243,0.30221,0.29519,0.1352,0.13875,0.13346,0.030448,0.032124,0.030873,0.095518,0.096836,0.094944,0.060356,0.061411,0.059207,0.01687,0.017321,0.016733,0.0044413,0.0045128,0.0043482,0.0028543,0.0029171,0.002817
1115.61,,,,,,,0.2957,0.29532,0.28837,0.13349,0.13695,0.13172,0.030119,0.031772,0.03053,0.092889,0.094161,0.092302,0.059186,0.060221,0.058063,0.016557,0.017003,0.016424,0.0043481,0.0044165,0.0042558,0.0027937,0.0028556,0.0027574
1129.21,,,,,,,0.28916,0.28863,0.28175,0.13181,0.13518,0.13,0.029795,0.031426,0.030192,0.090351,0.09158,0.089753,0.058047,0.059063,0.056948,0.016253,0.016693,0.016123,0.0042578,0.0043232,0.0041662,0.002735,0.0027961,0.0026998
1142.82,,,,,,,0.28282,0.28215,0.27533,0.13016,0.13345,0.12832,0.029479,0.031087,0.029861,0.087908,0.089094,0.087298,0.056943,0.05794,0.055867,0.015959,0.016392,0.015832,0.0041686,0.004233,0.0040796,0.0026783,0.0027386,0.0026441
1156.42,,,,,,,0.27664,0.27583,0.26909,0.12854,0.13174,0.12666,0.029166,0.030752,0.029534,0.085544,0.086689,0.084924,0.055865,0.056842,0.05481,0.015672,0.016099,0.015547,0.0040805,0.0041452,0.0039953,0.0026233,0.0026827,0.00259
1170.03,,,,,,,0.27065,0.2697,0.26303,0.12695,0.13006,0.12504,0.028859,0.030423,0.029213,0.083264,0.08437,0.082635,0.054817,0.055775,0.053783,0.015392,0.015814,0.01527,0.003996,0.0040603,0.0039136,0.00257,0.0026287,0.0025377
1183.63,,,,,,,0.26483,0.26374,0.25715,0.12538,0.12841,0.12344,0.028557,0.030099,0.028897,0.081062,0.082129,0.080424,0.053797,0.054737,0.052783,0.015121,0.015537,0.015001,0.0039159,0.0039779,0.0038344,0.0025185,0.0025764,0.002487
1197.24,,,,,,,0.25916,0.25795,0.25142,0.12384,0.12678,0.12186,0.02826,0.02978,0.028586,0.078933,0.079964,0.078287,0.052803,0.053725,0.051808,0.014856,0.015267,0.014739,0.0038386,0.0038978,0.0037574,0.0024685,0.0025255,0.0024377
1210.84,,,,,,,0.25367,0.25233,0.24588,0.12234,0.12519,0.12033,0.02797,0.029468,0.028281,0.076882,0.077877,0.076229,0.05184,0.052743,0.050862,0.0146,0.015005,0.014484,0.0037624,0.0038203,0.0036829,0.0024202,0.0024765,0.0023902
1224.45,,,,,,,0.24831,0.24685,0.24047,0.12085,0.12362,0.1188,0.027683,0.029159,0.027979,0.074894,0.075853,0.074233,0.050897,0.051783,0.049936,0.014349,0.014748,0.014235,0.0036865,0.0037448,0.0036103,0.0023731,0.0024286,0.0023438
1238.05,,,,,,,0.2431,0.24152,0.23522,0.11939,0.12208,0.11731,0.027401,0.028855,0.027683,0.072973,0.073898,0.072306,0.04998,0.050848,0.049035,0.014105,0.014499,0.013993,0.0036131,0.0036715,0.0035398,0.0023276,0.0023823,0.0022989
1251.66,,,,,,,0.23804,0.23634,0.23011,0.11796,0.12057,0.11584,0.027124,0.028556,0.027391,0.071115,0.072008,0.070442,0.049086,0.049937,0.048157,0.013868,0.014256,0.013757,0.0035435,0.0036003,0.0034712,0.0022833,0.0023373,0.0022553
1265.26,,,,,,,0.2331,0.2313,0.22514,0.11655,0.11907,0.1144,0.02685,0.028261,0.027104,0.069316,0.070177,0.068638,0.048214,0.049048,0.0473,0.013636,0.014018,0.013526,0.0034767,0.0035309,0.0034045,0.0022403,0.0022935,0.0022129
1278.87,,,,,,,0.2283,0.2264,0.22031,0.11517,0.11761,0.11298,0.026583,0.027973,0.026822,0.067579,0.068409,0.066896,0.047367,0.048183,0.046467,0.013411,0.013788,0.013302,0.0034112,0.0034636,0.0033397,0.0021987,0.002251,0.0021717
1292.47,,,,,,,0.22361,0.22161,0.2156,0.1138,0.11616,0.11158,0.026317,0.027686,0.026542,0.065892,0.066692,0.065204,0.046536,0.047336,0.045649,0.01319,0.013562,0.013083,0.0033457,0.0033978,0.0032764,0.0021581,0.0022096,0.0021316
1306.08,,,,,,,0.21905,0.21695,0.21101,0.11245,0.11474,0.1102,0.026057,0.027403,0.026267,0.06426,0.065031,0.063568,0.045727,0.04651,0.044853,0.012975,0.013341,0.012869,0.0032813,0.0033338,0.0032147,0.0021186,0.0021693,0.0020925
1319.68,,,,,,,0.21461,0.21241,0.20655,0.11113,0.11334,0.10884,0.0258,0.027126,0.025996,0.06268,0.063423,0.061984,0.044938,0.045705,0.044076,0.012765,0.013127,0.01266,0.0032198,0.0032715,0.0031547,0.0020802,0.0021302,0.0020546
1333.29,,,,,,,0.21028,0.20799,0.20221,0.10983,0.11196,0.10751,0.025547,0.026852,0.025728,0.061149,0.061864,0.06045,0.044168,0.044918,0.043317,0.012561,0.012917,0.012456,0.0031612,0.0032107,0.0030962,0.0020428,0.002092,0.0020176
1346.89,,,,,,,0.20608,0.2037,0.19799,0.10855,0.11061,0.1062,0.025299,0.026583,0.025466,0.05967,0.060358,0.058968,0.043417,0.044152,0.042578,0.012362,0.012712,0.012258,0.0031044,0.0031517,0.0030393,0.0020066,0.002055,0.0019817
1360.5,,,,,,,0.20196,0.1995,0.19386,0.10729,0.10927,0.10491,0.025053,0.026316,0.025206,0.05823,0.058893,0.057526,0.042682,0.043401,0.041853,0.012166,0.012512,0.012063,0.0030476,0.0030938,0.0029836,0.0019711,0.0020188,0.0019466
1374.1,,,,,,,0.19796,0.19542,0.18985,0.10605,0.10795,0.10363,0.024811,0.026053,0.024949,0.056837,0.057475,0.05613,0.041965,0.042668,0.041146,0.011976,0.012316,0.011873,0.0029911,0.0030375,0.0029293,0.0019366,0.0019835,0.0019124
1387.71,,,,,,,0.19406,0.19144,0.18594,0.10483,0.10666,0.10238,0.024573,0.025794,0.024697,0.055488,0.056101,0.054779,0.041265,0.041953,0.040455,0.01179,0.012125,0.011688,0.0029362,0.0029827,0.0028765,0.001903,0.0019492,0.0018791
1401.31,,,,,,,0.19026,0.18756,0.18214,0.10363,0.10539,0.10115,0.024339,0.02554,0.024449,0.05418,0.054769,0.05347,0.040583,0.041255,0.039782,0.011609,0.011939,0.011507,0.0028839,0.0029292,0.0028249,0.0018703,0.0019158,0.0018467
1414.92,,,,,,,0.18655,0.18378,0.17843,0.10245,0.10413,0.099936,0.024109,0.025289,0.024205,0.052911,0.053477,0.052199,0.039916,0.040573,0.039123,0.011432,0.011757,0.01133,0.002834,0.0028771,0.0027747,0.0018384,0.0018832,0.0018152
1428.52,,,,,,,0.18295,0.18011,0.17483,0.1013,0.1029,0.098745,0.023882,0.025042,0.023964,0.051683,0.052227,0.05097,0.039265,0.039907,0.038481,0.011259,0.01158,0.011157,0.002785,0.0028263,0.0027257,0.0018074,0.0018515,0.0017844
1442.13,,,,,,,0.17943,0.17652,0.17131,0.10015,0.10169,0.097571,0.023659,0.024798,0.023726,0.050489,0.051012,0.049775,0.038629,0.039256,0.037853,0.01109,0.011406,0.010988,0.0027359,0.0027766,0.0026778,0.0017771,0.0018206,0.0017544
1455.73,,,,,,,0.17599,0.17302,0.16788,0.09903,0.10049,0.096416,0.023438,0.024558,0.023492,0.049331,0.049832,0.048617,0.038008,0.03862,0.037238,0.010925,0.011236,0.010823,0.0026872,0.0027282,0.0026312,0.0017476,0.0017904,0.0017252
1469.34,,,,,,,0.17264,0.16961,0.16454,0.097924,0.099319,0.095279,0.023222,0.024321,0.023262,0.048208,0.048688,0.047493,0.0374,0.037999,0.036638,0.010763,0.01107,0.010662,0.0026401,0.002681,0.0025856,0.0017188,0.001761,0.0016966
1482.94,,,,,,,0.16937,0.16629,0.16128,0.096838,0.098163,0.094161,0.023009,0.024088,0.023035,0.047117,0.047578,0.046402,0.036807,0.037391,0.036052,0.010606,0.010907,0.010504,0.0025954,0.0026349,0.0025412,0.0016908,0.0017323,0.0016688
1496.55,,,,,,,0.16619,0.16304,0.15811,0.095769,0.097026,0.093061,0.022799,0.023858,0.022811,0.046058,0.0465,0.045343,0.036228,0.036798,0.035479,0.010452,0.010749,0.01035,0.0025525,0.00259,0.0024979,0.0016635,0.0017043,0.0016417
1510.15,,,,,,,0.16307,0.15987,0.15501,0.094716,0.095905,0.091978,0.022592,0.023632,0.022591,0.045029,0.045452,0.044315,0.035661,0.036217,0.034918,0.010301,0.010594,0.0102,0.0025101,0.0025461,0.0024555,0.0016368,0.0016771,0.0016153
1523.76,,,,,,,0.16003,0.15678,0.15198,0.093679,0.0948,0.09091,0.022388,0.023408,0.022373,0.044029,0.044434,0.043315,0.035106,0.035649,0.034369,0.010154,0.010442,0.010052,0.0024675,0.0025033,0.0024142,0.0016107,0.0016504,0.0015894
1537.36,,,,,,,0.15706,0.15376,0.14903,0.092656,0.09371,0.089857,0.022187,0.023187,0.022158,0.043057,0.043444,0.042344,0.034564,0.035093,0.033832,0.01001,0.010293,0.0099074,0.0024254,0.0024614,0.0023738,0.0015853,0.0016244,0.0015642
1550.97,,,,,,,0.15416,0.15081,0.14615,0.091648,0.092636,0.08882,0.021988,0.022969,0.021946,0.042113,0.042483,0.0414,0.034032,0.034548,0.033306,0.0098685,0.010147,0.0097659,0.0023847,0.0024205,0.0023343,0.0015605,0.0015989,0.0015395
1564.57,,,,,,,0.15133,0.14794,0.14334,0.090656,0.091579,0.087798,0.021792,0.022754,0.021736,0.041195,0.041549,0.040484,0.033513,0.034015,0.032792,0.0097303,0.010004,0.0096274,0.002346,0.0023806,0.0022958,0.0015363,0.0015741,0.0015154
1578.18,,,,,,,0.14856,0.14513,0.1406,0.089682,0.09054,0.086795,0.0216,0.022543,0.021531,0.040303,0.04064,0.039593,0.033005,0.033495,0.032289,0.0095954,0.0098651,0.0094921,0.0023089,0.0023416,0.0022582,0.0015127,0.0015499,0.001492
1591.78,,,,,,,0.14586,0.14239,0.13792,0.08872,0.089515,0.085804,0.02141,0.022334,0.021327,0.039436,0.039757,0.038727,0.032508,0.032984,0.031796,0.0094631,0.0097284,0.0093594,0.0022721,0.0023035,0.0022215,0.0014896,0.0015262,0.001469
1605.39,,,,,,,0.14322,0.13971,0.13531,0.087772,0.088503,0.084828,0.021223,0.022127,0.021127,0.038591,0.038898,0.037884,0.032021,0.032485,0.031314,0.0093335,0.0095945,0.0092293,0.0022351,0.0022663,0.0021855,0.0014671,0.0015031,0.0014466
1618.99,,,,,,,0.14064,0.13709,0.13276,0.086837,0.087506,0.083865,0.021038,0.021923,0.020928,0.03777,0.038062,0.037064,0.031543,0.031995,0.030841,0.0092065,0.0094631,0.0091018,0.0021984,0.0022299,0.0021504,0.001445,0.0014804,0.0014247
