,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5p,5p,5p,5s,5s,5s
3265.2,,,,,,,0.027669,0.025388,0.02508,0.032612,0.029523,0.028631,0.0099123,0.0091027,0.0086539,0.0070016,0.0069069,0.0066975,0.0093734,0.0091598,0.0088936,0.0031902,0.003132,0.0029956,0.0011208,0.0011056,0.0010739,0.00052039,0.00051552,0.00049356
3278.8,,,,,,,0.027341,0.025086,0.02479,0.032382,0.029291,0.028413,0.009862,0.0090463,0.0086013,0.0069154,0.0068206,0.006614,0.0092928,0.0090778,0.0088149,0.0031675,0.0031083,0.002973,0.0011108,0.0010954,0.0010641,0.00051644,0.0005114,0.00048964
3292.41,,,,,,,0.027018,0.024789,0.024505,0.032155,0.029063,0.028198,0.0098122,0.0089904,0.0085493,0.0068307,0.0067358,0.006532,0.0092133,0.008997,0.0087374,0.0031452,0.0030848,0.0029507,0.0011009,0.0010853,0.0010544,0.00051254,0.00050733,0.00048577
3306.01,,,,,,,0.0267,0.024496,0.024223,0.03193,0.028837,0.027985,0.009763,0.0089352,0.0084979,0.0067473,0.0066523,0.0064512,0.0091349,0.0089172,0.0086609,0.0031231,0.0030616,0.0029287,0.0010911,0.0010754,0.0010449,0.00050868,0.00050331,0.00048195
3319.62,,,,,,,0.026386,0.024206,0.023946,0.031708,0.028613,0.027775,0.0097142,0.0088805,0.008447,0.0066651,0.00657,0.0063716,0.0090575,0.0088385,0.0085854,0.0031013,0.0030387,0.002907,0.0010815,0.0010656,0.0010355,0.00050488,0.00049935,0.00047818
3333.22,,,,,,,0.026075,0.023921,0.023672,0.031487,0.028392,0.027566,0.0096659,0.0088264,0.0083966,0.006584,0.0064888,0.006293,0.0089809,0.0087607,0.0085107,0.0030798,0.0030161,0.0028855,0.0010719,0.001056,0.0010262,0.00050113,0.00049544,0.00047446
3346.83,,,,,,,0.025767,0.023638,0.0234,0.031267,0.028171,0.027359,0.0096178,0.0087725,0.0083465,0.0065037,0.0064084,0.0062153,0.0089047,0.0086833,0.0084365,0.0030584,0.0029936,0.0028642,0.0010624,0.0010464,0.0010169,0.00049741,0.00049157,0.00047077
3360.43,,,,,,,0.025471,0.023367,0.02314,0.031054,0.027958,0.027158,0.0095708,0.0087198,0.0082975,0.0064267,0.0063314,0.0061408,0.008831,0.0086084,0.0083647,0.0030375,0.0029717,0.0028434,0.0010532,0.0010371,0.001008,0.00049376,0.00048777,0.00046717
3374.04,,,,,,,0.025171,0.023092,0.022876,0.030838,0.027741,0.026954,0.0095233,0.0086667,0.0082482,0.0063487,0.0062535,0.0060654,0.0087565,0.0085328,0.0082921,0.0030166,0.0029497,0.0028226,0.001044,0.0010277,0.00099898,0.00049012,0.00048398,0.00046356
3387.64,,,,,,,0.024876,0.022822,0.022617,0.030624,0.027527,0.026753,0.0094761,0.0086141,0.0081992,0.0062723,0.0061771,0.0059915,0.008683,0.0084582,0.0082206,0.0029958,0.0029279,0.0028019,0.0010349,0.0010185,0.00099009,0.00048651,0.00048023,0.00045999
3401.25,,,,,,,0.024586,0.022557,0.022362,0.030411,0.027316,0.026554,0.0094292,0.0085618,0.0081507,0.0061972,0.006102,0.0059188,0.0086104,0.0083845,0.0081499,0.0029753,0.0029063,0.0027815,0.0010259,0.0010093,0.00098131,0.00048294,0.00047652,0.00045647
3414.85,,,,,,,0.0243,0.022296,0.022111,0.030201,0.027106,0.026357,0.0093827,0.00851,0.0081025,0.0061232,0.0060281,0.0058474,0.0085386,0.0083118,0.0080801,0.002955,0.002885,0.0027612,0.001017,0.0010003,0.00097265,0.00047941,0.00047285,0.00045298
3428.46,,,,,,,0.024018,0.022038,0.021863,0.029994,0.026899,0.026162,0.0093367,0.0084587,0.0080549,0.0060504,0.0059554,0.005777,0.0084679,0.00824,0.0080113,0.0029349,0.002864,0.0027413,0.0010082,0.00099143,0.00096411,0.00047593,0.00046923,0.00044954
3442.06,,,,,,,0.02374,0.021784,0.021619,0.029788,0.026695,0.02597,0.0092911,0.0084079,0.0080078,0.0059786,0.0058837,0.0057077,0.008398,0.0081692,0.0079434,0.0029151,0.0028432,0.0027216,0.00099957,0.00098266,0.00095568,0.00047249,0.00046566,0.00044614
3455.67,,,,,,,0.023463,0.021532,0.021376,0.029584,0.026492,0.025779,0.009246,0.0083577,0.0079612,0.0059074,0.0058126,0.0056389,0.0083288,0.0080991,0.0078762,0.0028955,0.0028226,0.0027021,0.00099098,0.000974,0.00094735,0.00046909,0.00046213,0.00044279
3469.27,,,,,,,0.023198,0.021291,0.021145,0.029383,0.026293,0.025591,0.0092013,0.0083079,0.0079151,0.0058393,0.0057445,0.0055731,0.0082608,0.0080302,0.0078101,0.0028762,0.0028023,0.0026829,0.00098254,0.00096548,0.00093916,0.00046574,0.00045864,0.00043948
3482.88,,,,,,,0.022927,0.021045,0.020908,0.029182,0.026093,0.025404,0.0091569,0.0082585,0.0078693,0.0057698,0.0056753,0.0055061,0.008193,0.0079616,0.0077443,0.002857,0.0027822,0.0026638,0.00097415,0.000957,0.000931,0.00046242,0.00045519,0.0004362
3496.48,,,,,,,0.022662,0.020803,0.020676,0.028983,0.025896,0.025218,0.0091127,0.0082094,0.0078237,0.0057019,0.0056074,0.0054405,0.0081259,0.0078937,0.0076792,0.002838,0.0027623,0.0026449,0.00096587,0.00094862,0.00092294,0.00045913,0.00045177,0.00043295
3510.09,,,,,,,0.022401,0.020566,0.020447,0.028785,0.0257,0.025034,0.0090686,0.0081606,0.0077784,0.0056349,0.0055407,0.005376,0.0080595,0.0078265,0.0076147,0.0028191,0.0027425,0.0026262,0.00095769,0.00094032,0.00091496,0.00045586,0.00044839,0.00042973
3523.69,,,,,,,0.022143,0.020332,0.020222,0.028588,0.025505,0.024851,0.0090248,0.008112,0.0077334,0.0055691,0.0054751,0.0053125,0.0079937,0.0077599,0.0075509,0.0028004,0.0027229,0.0026076,0.00094961,0.00093211,0.00090706,0.00045263,0.00044503,0.00042654
3537.3,,,,,,,0.021889,0.020102,0.020001,0.028393,0.025313,0.024671,0.0089811,0.0080637,0.0076887,0.0055043,0.0054105,0.00525,0.0079286,0.0076942,0.0074879,0.0027818,0.0027034,0.0025892,0.00094162,0.00092399,0.00089927,0.00044943,0.0004417,0.00042339
3550.9,,,,,,,0.021639,0.019875,0.019783,0.0282,0.025123,0.024492,0.0089378,0.0080159,0.0076444,0.0054405,0.0053469,0.0051886,0.0078644,0.0076293,0.0074257,0.0027635,0.0026842,0.002571,0.00093373,0.00091599,0.00089157,0.00044626,0.00043841,0.00042026
3564.51,,,,,,,0.021391,0.019651,0.019567,0.028009,0.024935,0.024315,0.0088949,0.0079684,0.0076005,0.0053776,0.0052842,0.0051279,0.007801,0.0075652,0.0073642,0.0027453,0.0026652,0.002553,0.00092592,0.00090809,0.00088397,0.00044313,0.00043516,0.00041718
3578.11,,,,,,,0.021146,0.019429,0.019353,0.02782,0.024749,0.024141,0.0088525,0.0079216,0.0075571,0.0053152,0.005222,0.0050678,0.0077384,0.007502,0.0073036,0.0027274,0.0026464,0.0025352,0.0009182,0.00090029,0.00087648,0.00044004,0.00043195,0.00041413
3591.72,,,,,,,0.020908,0.019214,0.019146,0.027633,0.024565,0.023968,0.0088109,0.0078756,0.0075146,0.0052548,0.0051619,0.0050097,0.0076764,0.0074395,0.0072437,0.0027098,0.002628,0.0025178,0.00091057,0.00089259,0.00086907,0.00043702,0.00042881,0.00041115
3605.32,,,,,,,0.020669,0.018999,0.018939,0.027447,0.024383,0.023796,0.0087692,0.0078296,0.007472,0.0051944,0.0051017,0.0049515,0.0076151,0.0073776,0.0071844,0.0026923,0.0026097,0.0025005,0.00090303,0.00088496,0.00086174,0.000434,0.00042568,0.00040818
3618.93,,,,,,,0.020434,0.018787,0.018734,0.027262,0.024202,0.023626,0.0087277,0.0077839,0.0074298,0.0051348,0.0050424,0.0048941,0.0075543,0.0073162,0.0071256,0.0026749,0.0025915,0.0024833,0.00089557,0.00087741,0.00085448,0.00043101,0.00042258,0.00040523
3632.53,,,,,,,0.020201,0.018577,0.018532,0.027078,0.024022,0.023457,0.0086864,0.0077385,0.0073878,0.005076,0.0049839,0.0048376,0.007494,0.0072555,0.0070673,0.0026577,0.0025734,0.0024662,0.0008882,0.00086993,0.00084729,0.00042805,0.0004195,0.00040231
3646.14,,,,,,,0.019972,0.018371,0.018333,0.026895,0.023843,0.02329,0.0086452,0.0076932,0.007346,0.0050181,0.0049263,0.0047819,0.0074343,0.0071952,0.0070096,0.0026406,0.0025555,0.0024493,0.00088091,0.00086252,0.00084016,0.00042511,0.00041645,0.00039942
3659.74,,,,,,,0.019746,0.018167,0.018137,0.026714,0.023666,0.023123,0.0086041,0.0076482,0.0073043,0.0049612,0.0048696,0.0047271,0.0073751,0.0071356,0.0069525,0.0026235,0.0025377,0.0024324,0.00087369,0.00085518,0.00083311,0.00042219,0.00041342,0.00039655
3673.35,,,,,,,0.019523,0.017967,0.017944,0.026534,0.023491,0.022958,0.0085632,0.0076034,0.0072629,0.0049051,0.0048138,0.0046732,0.0073165,0.0070767,0.006896,0.0026067,0.0025201,0.0024157,0.00086655,0.00084793,0.00082614,0.0004193,0.00041042,0.0003937
3686.95,,,,,,,0.019303,0.01777,0.017753,0.026355,0.023316,0.022795,0.0085217,0.0075582,0.0072212,0.0048498,0.0047589,0.00462,0.0072584,0.0070182,0.0068399,0.0025897,0.0025024,0.002399,0.00085944,0.00084073,0.00081922,0.0004164,0.00040741,0.00039084
3700.56,,,,,,,0.019086,0.017575,0.017566,0.026183,0.023149,0.022638,0.0084846,0.007517,0.0071832,0.0047954,0.0047048,0.0045678,0.0072025,0.0069619,0.006786,0.0025741,0.002486,0.0023836,0.0008526,0.00083381,0.00081257,0.00041372,0.00040462,0.0003882
3714.16,,,,,,,0.018872,0.017383,0.01738,0.026007,0.022979,0.022478,0.0084441,0.0074729,0.0071425,0.0047416,0.0046514,0.0045161,0.0071458,0.0069049,0.0067314,0.0025576,0.0024688,0.0023673,0.00084566,0.00082681,0.00080584,0.0004109,0.00040169,0.00038542
3727.77,,,,,,,0.01866,0.017193,0.017197,0.025835,0.022811,0.02232,0.0084048,0.0074299,0.0071028,0.0046886,0.0045986,0.0044651,0.00709,0.0068488,0.0066776,0.0025415,0.002452,0.0023514,0.00083884,0.00081991,0.00079921,0.00040814,0.00039883,0.00038271
3741.37,,,,,,,0.01845,0.017005,0.017016,0.025663,0.022645,0.022164,0.0083658,0.0073873,0.0070635,0.0046361,0.0045466,0.0044148,0.0070348,0.0067933,0.0066244,0.0025255,0.0024353,0.0023357,0.0008321,0.00081309,0.00079266,0.00040542,0.00039601,0.00038003
3754.98,,,,,,,0.018243,0.01682,0.016836,0.025492,0.02248,0.022009,0.008327,0.007345,0.0070245,0.0045843,0.0044952,0.0043651,0.00698,0.0067383,0.0065717,0.0025098,0.0024189,0.0023201,0.00082544,0.00080633,0.00078616,0.00040272,0.00039321,0.00037738
3768.58,,,,,,,0.018039,0.016637,0.01666,0.025322,0.022316,0.021855,0.0082883,0.0073029,0.0069857,0.0045333,0.0044444,0.004316,0.0069257,0.0066837,0.0065194,0.0024941,0.0024025,0.0023046,0.00081885,0.00079963,0.00077972,0.00040004,0.00039043,0.00037475
3782.19,,,,,,,0.017837,0.016457,0.016485,0.025153,0.022153,0.021702,0.0082496,0.007261,0.006947,0.0044829,0.0043945,0.0042677,0.0068717,0.0066296,0.0064675,0.0024785,0.0023862,0.0022892,0.0008123,0.00079299,0.00077334,0.00039738,0.00038767,0.00037213
3795.79,,,,,,,0.017637,0.016279,0.016314,0.024985,0.02199,0.021549,0.0082108,0.0072189,0.0069082,0.0044334,0.0043453,0.0042202,0.0068181,0.0065758,0.006416,0.0024629,0.00237,0.0022739,0.00080578,0.00078639,0.000767,0.00039472,0.00038492,0.00036953
3809.4,,,,,,,0.017441,0.016104,0.016145,0.024818,0.02183,0.021398,0.0081719,0.007177,0.0068695,0.0043846,0.0042969,0.0041734,0.0067651,0.0065227,0.006365,0.0024473,0.0023538,0.0022586,0.00079931,0.00077987,0.00076073,0.00039207,0.00038218,0.00036693
3823.0,,,,,,,0.017248,0.015932,0.015978,0.02466,0.021678,0.021256,0.0081372,0.0071387,0.0068344,0.0043366,0.0042493,0.0041274,0.0067148,0.0064722,0.0063166,0.0024331,0.0023389,0.0022446,0.00079315,0.00077367,0.00075477,0.00038964,0.00037965,0.00036454
3836.61,,,,,,,0.017057,0.015762,0.015813,0.024496,0.02152,0.021108,0.008099,0.0070976,0.0067965,0.0042891,0.0042022,0.0040819,0.0066629,0.0064202,0.0062668,0.0024179,0.0023231,0.0022296,0.00078679,0.0007673,0.00074865,0.00038705,0.00037697,0.000362
3850.21,,,,,,,0.016868,0.015594,0.015651,0.024335,0.021366,0.020963,0.0080617,0.0070573,0.0067594,0.0042423,0.0041558,0.004037,0.0066119,0.0063692,0.0062179,0.002403,0.0023076,0.002215,0.00078055,0.00076104,0.00074264,0.00038452,0.00037436,0.00035952
3863.82,,,,,,,0.016681,0.015427,0.01549,0.024175,0.021213,0.020819,0.0080249,0.0070175,0.0067228,0.004196,0.0041099,0.0039926,0.0065615,0.0063188,0.0061696,0.0023884,0.0022923,0.0022006,0.00077438,0.00075487,0.0007367,0.00038203,0.00037178,0.00035708
3877.42,,,,,,,0.016496,0.015263,0.01533,0.024016,0.021061,0.020677,0.0079884,0.0069781,0.0066865,0.0041502,0.0040646,0.0039488,0.0065116,0.0062688,0.0061218,0.0023739,0.0022772,0.0021864,0.00076829,0.00074875,0.00073082,0.00037956,0.00036922,0.00035466
3891.03,,,,,,,0.016313,0.015101,0.015173,0.023858,0.02091,0.020535,0.0079521,0.0069389,0.0066504,0.004105,0.0040198,0.0039055,0.0064621,0.0062193,0.0060743,0.0023595,0.0022623,0.0021722,0.00076225,0.00074269,0.000725,0.00037712,0.00036669,0.00035226
3904.63,,,,,,,0.016132,0.01494,0.015018,0.023701,0.02076,0.020394,0.0079157,0.0068998,0.0066145,0.0040604,0.0039756,0.0038627,0.0064129,0.0061701,0.0060271,0.0023451,0.0022474,0.0021582,0.00075625,0.00073666,0.0007192,0.00037468,0.00036418,0.00034988
3918.24,,,,,,,0.015953,0.014782,0.014864,0.023543,0.02061,0.020253,0.007879,0.0068605,0.0065783,0.0040163,0.0039319,0.0038205,0.0063636,0.0061209,0.00598,0.0023308,0.0022324,0.0021441,0.00075025,0.00073065,0.00071343,0.00037225,0.00036166,0.00034749
3931.84,,,,,,,0.015776,0.014625,0.014712,0.023384,0.020459,0.020111,0.0078414,0.0068205,0.0065415,0.0039729,0.0038889,0.003779,0.0063143,0.0060717,0.0059328,0.0023162,0.0022173,0.0021298,0.00074424,0.00072464,0.00070765,0.00036978,0.00035911,0.00034508
3945.45,,,,,,,0.015606,0.014474,0.014566,0.023241,0.020323,0.019984,0.0078097,0.0067858,0.0065097,0.0039309,0.0038473,0.0037388,0.0062696,0.006027,0.00589,0.0023034,0.002204,0.0021173,0.00073875,0.00071917,0.00070239,0.00036761,0.00035685,0.00034295
3959.05,,,,,,,0.015434,0.014323,0.014419,0.023087,0.020177,0.019846,0.0077735,0.0067472,0.0064742,0.0038887,0.0038056,0.0036984,0.0062219,0.0059794,0.0058444,0.0022894,0.0021894,0.0021035,0.00073291,0.00071335,0.0006968,0.00036523,0.0003544,0.00034062
3972.66,,,,,,,0.015265,0.014173,0.014274,0.022936,0.020034,0.019712,0.0077381,0.0067094,0.0064394,0.0038472,0.0037645,0.0036587,0.0061751,0.0059328,0.0057997,0.0022756,0.0021751,0.00209,0.00072718,0.00070766,0.00069133,0.0003629,0.00035199,0.00033835
3986.26,,,,,,,0.015098,0.014026,0.014131,0.022786,0.019892,0.019579,0.0077031,0.0066721,0.0064051,0.0038062,0.003724,0.0036195,0.006129,0.0058868,0.0057556,0.002262,0.002161,0.0020768,0.00072154,0.00070204,0.00068593,0.00036061,0.00034962,0.0003361
3999.87,,,,,,,0.014932,0.01388,0.013989,0.022638,0.019752,0.019448,0.0076685,0.0066351,0.0063712,0.0037657,0.0036839,0.0035808,0.0060834,0.0058413,0.005712,0.0022486,0.0021471,0.0020637,0.00071597,0.00069649,0.00068059,0.00035835,0.00034728,0.00033389
4013.47,,,,,,,0.014768,0.013735,0.013849,0.022491,0.019614,0.019318,0.0076342,0.0065986,0.0063377,0.0037256,0.0036443,0.0035425,0.0060381,0.0057963,0.0056689,0.0022353,0.0021333,0.0020507,0.00071048,0.000691,0.00067531,0.00035611,0.00034497,0.0003317
4027.08,,,,,,,0.014606,0.013592,0.01371,0.022345,0.019476,0.019188,0.0076,0.0065622,0.0063043,0.003686,0.0036051,0.0035046,0.0059931,0.0057515,0.005626,0.0022222,0.0021197,0.0020378,0.00070503,0.00068554,0.00067007,0.00035389,0.00034267,0.00032953
4040.68,,,,,,,0.014445,0.013451,0.013572,0.022197,0.019337,0.019058,0.0075655,0.0065257,0.0062708,0.0036466,0.0035662,0.003467,0.0059481,0.0057067,0.005583,0.002209,0.002106,0.002025,0.00069958,0.00068008,0.00066482,0.00035167,0.00034038,0.00032736
4054.29,,,,,,,0.014286,0.01331,0.013435,0.022047,0.019197,0.018926,0.00753,0.0064884,0.0062365,0.0036076,0.0035277,0.0034298,0.0059026,0.0056615,0.0055397,0.0021955,0.0020922,0.0020119,0.00069407,0.00067458,0.00065953,0.00034942,0.00033805,0.00032516
4067.89,,,,,,,0.014136,0.013179,0.013307,0.021916,0.019073,0.01881,0.0074996,0.0064555,0.0062064,0.0035711,0.0034916,0.0033949,0.0058621,0.0056212,0.0055011,0.0021836,0.0020797,0.0020002,0.00068915,0.00066966,0.0006548,0.00034741,0.00033596,0.00032318
4081.5,,,,,,,0.013981,0.013043,0.013175,0.021771,0.018938,0.018683,0.0074654,0.0064195,0.0061734,0.0035334,0.0034544,0.0033589,0.0058182,0.0055776,0.0054593,0.0021707,0.0020663,0.0019876,0.00068383,0.00066436,0.0006497,0.00034523,0.00033371,0.00032106
4095.1,,,,,,,0.013829,0.012909,0.013045,0.021629,0.018805,0.018558,0.0074317,0.006384,0.0061408,0.0034965,0.0034179,0.0033236,0.0057752,0.0055349,0.0054184,0.0021579,0.0020531,0.0019751,0.0006786,0.00065916,0.0006447,0.00034309,0.0003315,0.00031897
4108.71,,,,,,,0.01368,0.012778,0.012917,0.021489,0.018674,0.018435,0.0073983,0.0063489,0.0061086,0.0034601,0.003382,0.0032889,0.0057327,0.0054927,0.005378,0.0021453,0.0020401,0.0019629,0.00067344,0.00065403,0.00063978,0.00034098,0.00032932,0.0003169
4122.31,,,,,,,0.013532,0.012648,0.012791,0.02135,0.018544,0.018313,0.0073654,0.0063142,0.0060767,0.0034241,0.0033465,0.0032546,0.0056908,0.0054512,0.0053381,0.0021328,0.0020272,0.0019507,0.00066837,0.00064898,0.00063492,0.00033889,0.00032716,0.00031486
4135.92,,,,,,,0.013385,0.01252,0.012666,0.021213,0.018416,0.018193,0.0073327,0.0062799,0.0060453,0.0033885,0.0033114,0.0032206,0.0056493,0.0054101,0.0052987,0.0021205,0.0020145,0.0019388,0.00066337,0.00064398,0.00063011,0.00033684,0.00032503,0.00031285
4149.52,,,,,,,0.01324,0.012393,0.012542,0.021076,0.01829,0.018074,0.0073004,0.0062459,0.0060142,0.0033533,0.0032767,0.003187,0.0056083,0.0053694,0.0052597,0.0021083,0.002002,0.0019269,0.00065844,0.00063904,0.00062536,0.0003348,0.00032293,0.00031086
4163.13,,,,,,,0.013095,0.012266,0.012418,0.02094,0.018163,0.017955,0.0072682,0.0062121,0.0059832,0.0033183,0.0032421,0.0031536,0.0055673,0.0053288,0.0052208,0.0020962,0.0019895,0.0019152,0.00065353,0.00063411,0.00062062,0.00033278,0.00032084,0.00030889
4176.73,,,,,,,0.012952,0.01214,0.012296,0.020802,0.018035,0.017834,0.0072356,0.0061781,0.0059521,0.0032834,0.0032078,0.0031204,0.0055261,0.005288,0.0051817,0.0020841,0.001977,0.0019034,0.0006486,0.00062917,0.00061587,0.00033076,0.00031875,0.00030692
4190.34,,,,,,,0.012819,0.012024,0.012183,0.020676,0.017918,0.017725,0.0072051,0.0061459,0.0059227,0.0032513,0.0031761,0.0030898,0.0054881,0.0052504,0.0051457,0.0020726,0.0019651,0.0018922,0.00064404,0.00062459,0.00061147,0.00032883,0.00031676,0.00030504
4203.94,,,,,,,0.012679,0.011902,0.012063,0.020541,0.017793,0.017607,0.0071731,0.0061125,0.0058921,0.0032175,0.0031428,0.0030576,0.0054479,0.0052107,0.0051076,0.0020607,0.0019528,0.0018807,0.00063922,0.00061977,0.00060684,0.00032685,0.00031472,0.0003031
4217.55,,,,,,,0.012542,0.011783,0.011947,0.020408,0.01767,0.017492,0.0071412,0.0060794,0.0058617,0.0031844,0.0031102,0.003026,0.0054083,0.0051715,0.0050701,0.0020489,0.0019407,0.0018693,0.00063446,0.00061503,0.00060227,0.00032488,0.00031269,0.00030119
4231.15,,,,,,,0.012407,0.011665,0.011832,0.020276,0.017549,0.017378,0.0071094,0.0060464,0.0058315,0.0031518,0.0030781,0.002995,0.0053691,0.0051329,0.005033,0.0020372,0.0019286,0.0018579,0.00062976,0.00061034,0.00059776,0.00032292,0.00031068,0.00029929
4244.76,,,,,,,0.012274,0.011549,0.011719,0.020145,0.017429,0.017265,0.0070779,0.0060137,0.0058016,0.0031198,0.0030465,0.0029645,0.0053304,0.0050947,0.0049964,0.0020256,0.0019167,0.0018467,0.00062511,0.00060571,0.00059331,0.00032099,0.00030869,0.00029741
4258.36,,,,,,,0.012143,0.011435,0.011607,0.020016,0.01731,0.017153,0.0070467,0.0059814,0.005772,0.0030881,0.0030154,0.0029343,0.0052922,0.005057,0.0049602,0.0020141,0.0019049,0.0018356,0.00062054,0.00060114,0.00058892,0.00031908,0.00030672,0.00029555
4271.97,,,,,,,0.012013,0.011321,0.011496,0.019889,0.017193,0.017043,0.0070159,0.0059494,0.0057427,0.0030568,0.0029845,0.0029045,0.0052545,0.0050198,0.0049246,0.0020028,0.0018932,0.0018246,0.00061603,0.00059663,0.00058459,0.00031719,0.00030478,0.00029372
4285.57,,,,,,,0.011884,0.011209,0.011386,0.019762,0.017077,0.016934,0.0069853,0.0059178,0.0057139,0.0030257,0.0029539,0.0028749,0.0052171,0.0049829,0.0048892,0.0019916,0.0018817,0.0018138,0.00061157,0.00059217,0.0005803,0.00031532,0.00030286,0.00029191
4299.18,,,,,,,0.011751,0.011093,0.011272,0.019635,0.016961,0.016825,0.0069551,0.0058865,0.0056852,0.0029937,0.0029225,0.0028445,0.0051799,0.0049462,0.004854,0.0019805,0.0018703,0.0018031,0.00060714,0.00058773,0.00057602,0.00031347,0.00030096,0.00029012
4312.78,,,,,,,0.011636,0.010994,0.011175,0.019513,0.016849,0.01672,0.006925,0.0058555,0.0056569,0.002966,0.0028952,0.0028182,0.0051439,0.0049108,0.0048201,0.0019695,0.0018591,0.0017925,0.00060285,0.00058344,0.0005719,0.00031164,0.00029909,0.00028835
4326.39,,,,,,,0.011509,0.010883,0.011067,0.019388,0.016735,0.016612,0.006895,0.0058246,0.0056286,0.0029356,0.0028653,0.0027892,0.0051072,0.0048747,0.0047855,0.0019586,0.0018479,0.001782,0.00059846,0.00057907,0.0005677,0.00030982,0.00029722,0.00028659
4339.99,,,,,,,0.011386,0.010776,0.010962,0.019263,0.016621,0.016506,0.006865,0.0057938,0.0056004,0.0029059,0.0028361,0.002761,0.0050709,0.004839,0.0047512,0.0019477,0.0018367,0.0017715,0.0005941,0.00057474,0.00056354,0.000308,0.00029537,0.00028483
4353.6,,,,,,,0.011264,0.01067,0.010858,0.01914,0.016509,0.0164,0.006835,0.005763,0.0055723,0.0028766,0.0028074,0.0027332,0.0050348,0.0048035,0.0047172,0.0019369,0.0018256,0.0017611,0.00058976,0.00057045,0.00055941,0.00030619,0.00029352,0.00028309
4367.2,,,,,,,0.011144,0.010566,0.010756,0.019017,0.016397,0.016295,0.006805,0.0057323,0.0055443,0.0028479,0.0027791,0.0027058,0.004999,0.0047684,0.0046835,0.0019261,0.0018146,0.0017507,0.00058546,0.00056621,0.00055533,0.00030439,0.00029169,0.00028136
4380.81,,,,,,,0.011026,0.010464,0.010655,0.018895,0.016287,0.016191,0.0067751,0.0057018,0.0055164,0.0028195,0.0027513,0.0026789,0.0049636,0.0047336,0.0046502,0.0019153,0.0018036,0.0017404,0.0005812,0.00056201,0.00055129,0.0003026,0.00028986,0.00027964
4394.41,,,,,,,0.010909,0.010363,0.010556,0.018775,0.016178,0.016088,0.0067454,0.0056716,0.0054888,0.0027916,0.0027238,0.0026523,0.0049287,0.0046993,0.0046173,0.0019047,0.0017927,0.0017302,0.00057699,0.00055786,0.0005473,0.00030083,0.00028806,0.00027794
4408.02,,,,,,,0.010793,0.010262,0.010458,0.018655,0.01607,0.015987,0.006716,0.0056417,0.0054614,0.0027639,0.0026966,0.002626,0.0048942,0.0046655,0.0045848,0.0018942,0.001782,0.0017201,0.00057285,0.00055377,0.00054336,0.00029908,0.00028628,0.00027625
4421.62,,,,,,,0.010678,0.010163,0.01036,0.018537,0.015963,0.015886,0.0066868,0.005612,0.0054343,0.0027363,0.0026695,0.0025998,0.00486,0.004632,0.0045527,0.0018838,0.0017713,0.0017101,0.00056877,0.00054972,0.00053947,0.00029734,0.00028451,0.00027459
4435.23,,,,,,,0.010572,0.010071,0.01027,0.018421,0.015858,0.015787,0.0066589,0.0055835,0.0054083,0.0027109,0.0026446,0.0025757,0.0048264,0.004599,0.004521,0.0018738,0.0017611,0.0017004,0.00056475,0.00054574,0.00053564,0.00029566,0.00028281,0.00027299
4448.83,,,,,,,0.010456,0.0099708,0.010171,0.018304,0.015753,0.015689,0.00663,0.0055542,0.0053816,0.0026833,0.0026175,0.0025494,0.0047928,0.0045662,0.0044895,0.0018635,0.0017506,0.0016906,0.00056074,0.00054177,0.00053182,0.00029395,0.00028108,0.00027135
4462.44,,,,,,,0.010345,0.0098745,0.010076,0.018189,0.015649,0.01559,0.0066016,0.0055254,0.0053553,0.0026566,0.0025914,0.0025242,0.0047595,0.0045336,0.0044583,0.0018534,0.0017403,0.0016809,0.00055676,0.00053783,0.00052803,0.00029227,0.00027937,0.00026974
4476.04,,,,,,,0.010235,0.0097796,0.009983,0.018073,0.015546,0.015493,0.0065732,0.0054967,0.0053291,0.0026304,0.0025656,0.0024993,0.0047264,0.0045012,0.0044272,0.0018434,0.0017301,0.0016713,0.00055279,0.00053392,0.00052427,0.0002906,0.00027768,0.00026814
4489.65,,,,,,,0.010127,0.0096859,0.0098907,0.017958,0.015442,0.015396,0.0065448,0.0054681,0.005303,0.0026045,0.0025403,0.0024747,0.0046934,0.004469,0.0043963,0.0018334,0.0017199,0.0016618,0.00054883,0.00053003,0.00052052,0.00028893,0.00027599,0.00026655
4503.25,,,,,,,0.01002,0.0095936,0.0097998,0.017843,0.01534,0.015299,0.0065164,0.0054396,0.0052769,0.002579,0.0025152,0.0024505,0.0046607,0.004437,0.0043656,0.0018234,0.0017098,0.0016522,0.0005449,0.00052617,0.00051681,0.00028727,0.00027431,0.00026496
4516.86,,,,,,,0.0099147,0.0095026,0.0097101,0.017729,0.015238,0.015203,0.006488,0.0054111,0.0052509,0.0025539,0.0024906,0.0024267,0.0046282,0.0044053,0.0043352,0.0018135,0.0016997,0.0016427,0.000541,0.00052234,0.00051313,0.00028561,0.00027264,0.00026338
4530.46,,,,,,,0.0098107,0.009413,0.0096217,0.017616,0.015137,0.015108,0.0064596,0.0053827,0.005225,0.0025291,0.0024663,0.0024032,0.0045961,0.004374,0.0043051,0.0018036,0.0016896,0.0016333,0.00053715,0.00051856,0.00050948,0.00028397,0.00027097,0.00026182
