,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5p,5p,5p,5s,5s,5s
204.07,,,,,,,,,,,,,,,,0.92153,0.93454,0.91381,0.37639,0.37898,0.34796,0.11592,0.1169,0.10977,0.090712,0.091003,0.080382,0.048299,0.048486,0.044347
217.68,,,,,,,,,,,,,,,,0.92211,0.93486,0.91579,0.36432,0.36688,0.33807,0.11096,0.11193,0.10527,0.08524,0.08553,0.076119,0.044438,0.04462,0.04097
231.28,,,,,,,,,,,,,,,,0.91585,0.92829,0.91064,0.35251,0.35506,0.32824,0.10625,0.10721,0.10098,0.08026,0.080551,0.072165,0.041024,0.041201,0.037962
244.89,,,,,,,,,,,,,,,,0.90412,0.91622,0.89981,0.3409,0.34343,0.31843,0.10177,0.10272,0.096889,0.075681,0.075968,0.06846,0.037982,0.038155,0.035264
258.49,,,,,,,,,,,,,,,,0.88801,0.89977,0.88441,0.32956,0.33206,0.30872,0.097553,0.098486,0.093016,0.071457,0.071742,0.06499,0.035271,0.03544,0.032846
272.1,,,,,,,,,,,,,,,,0.86832,0.87973,0.8653,0.31853,0.32101,0.29918,0.093586,0.094506,0.089363,0.067551,0.067834,0.061736,0.032848,0.033013,0.030673
285.7,,,,,,,,,,,,,,,,0.84612,0.85716,0.84355,0.30793,0.31038,0.28993,0.089871,0.090779,0.085933,0.063953,0.064232,0.058701,0.03068,0.03084,0.02872
299.31,,,,,,,,,,,,,,,,0.8221,0.83278,0.81989,0.29778,0.30021,0.28102,0.08641,0.087307,0.082731,0.060637,0.060914,0.055878,0.028739,0.028896,0.026965
312.91,,,,,,,,,,,,,,,,0.79704,0.80736,0.79512,0.28802,0.29042,0.27237,0.083123,0.084007,0.07968,0.057564,0.057837,0.053237,0.026976,0.02713,0.025365
326.52,,,,,,,,,,,,,,,,0.77163,0.7816,0.76995,0.27872,0.2811,0.2641,0.080038,0.080912,0.076812,0.054733,0.055003,0.050785,0.025384,0.025534,0.023915
340.12,,,,,,,,,,,,,,,,0.74614,0.75578,0.74466,0.26982,0.27217,0.25613,0.077115,0.077978,0.074088,0.052109,0.052376,0.048496,0.023933,0.02408,0.022589
353.73,,,,,,,,,,,,,,,,0.7209,0.73021,0.71958,0.26129,0.26361,0.24846,0.074345,0.075197,0.071501,0.049679,0.049942,0.046363,0.022607,0.022753,0.021375
367.33,,,,,,,,,,,,,,,,0.69604,0.70504,0.69485,0.25307,0.25537,0.24103,0.071703,0.072544,0.069028,0.047413,0.047675,0.044363,0.021389,0.021532,0.020257
380.94,,,,,,,,,,,,,,,,0.67151,0.6802,0.67043,0.24514,0.24741,0.23383,0.069187,0.070016,0.066668,0.045298,0.045557,0.042486,0.020269,0.02041,0.019225
394.54,,,,,,,,,,,,,,,,0.64748,0.65588,0.64648,0.23751,0.23975,0.22688,0.066797,0.067615,0.064423,0.043327,0.043582,0.040727,0.019238,0.019377,0.018273
408.15,,,,,,,,,,,,,,,,0.62408,0.63219,0.62315,0.23017,0.23239,0.22016,0.064521,0.065329,0.062282,0.041484,0.041737,0.039076,0.018287,0.018423,0.017393
421.75,,,,,,,,,,,,,,,,0.60108,0.6089,0.6002,0.2231,0.22529,0.21367,0.062361,0.063158,0.060246,0.039757,0.040006,0.037522,0.017408,0.017542,0.016578
435.36,,,,,,,,,,,,,,,,0.57886,0.58641,0.57802,0.21633,0.21849,0.20743,0.060314,0.061101,0.058314,0.038145,0.038391,0.036066,0.016596,0.016728,0.015825
448.96,,,,,,,,,,,,,,,,0.5575,0.5648,0.5567,0.20988,0.21201,0.20147,0.058373,0.05915,0.05648,0.036639,0.036881,0.034701,0.015845,0.015974,0.015125
462.57,,,,,,,,,,,,,,,,0.53673,0.54377,0.53594,0.20365,0.20575,0.1957,0.056522,0.057288,0.054728,0.035218,0.035457,0.033409,0.015145,0.015272,0.014473
476.17,,,,,,,,,,,,,,,,0.51687,0.52368,0.51611,0.19771,0.19979,0.19018,0.054764,0.055521,0.053062,0.033887,0.034123,0.032195,0.014494,0.014619,0.013865
489.78,,,,,,,,,,,,,,,,0.49789,0.50447,0.49714,0.19204,0.19409,0.18491,0.053094,0.053841,0.051478,0.032637,0.03287,0.031052,0.013888,0.014011,0.013298
503.38,,,,,,,,,,,,,,,,0.47957,0.48592,0.47883,0.18655,0.18857,0.17978,0.051485,0.052222,0.04995,0.031447,0.031678,0.029961,0.013316,0.013437,0.012762
516.99,,,,,,,,,,,,,,,,0.46206,0.4682,0.46132,0.18129,0.18329,0.17487,0.049951,0.050679,0.048491,0.030324,0.030552,0.028928,0.01278,0.0129,0.01226
530.59,,,,,,,,,,,,,,,,0.44524,0.45118,0.44451,0.17624,0.1782,0.17013,0.048484,0.049203,0.047094,0.029258,0.029483,0.027946,0.012277,0.012394,0.011787
544.2,,,,,,,,,,,,,,,,0.42907,0.43482,0.42834,0.17135,0.17329,0.16554,0.047072,0.047781,0.045748,0.028242,0.028464,0.027006,0.0118,0.011916,0.011339
557.8,,,,,,,,,,,,,,,,0.41357,0.41912,0.41284,0.16665,0.16856,0.16113,0.045721,0.046421,0.04446,0.027275,0.027495,0.02611,0.011352,0.011466,0.010916
571.41,,,,,,,,,,,,,,,,0.39867,0.40404,0.39793,0.16211,0.164,0.15685,0.044425,0.045116,0.043222,0.026352,0.02657,0.025253,0.010928,0.01104,0.010516
585.01,,,,,,,,,,,,,,,,0.38435,0.38954,0.38361,0.15774,0.15959,0.15272,0.043182,0.043863,0.042033,0.025472,0.025686,0.024433,0.010527,0.010637,0.010137
598.62,,,,,,,,,,,,,,,,0.37063,0.37566,0.36989,0.15353,0.15536,0.14875,0.041995,0.042667,0.040897,0.024634,0.024845,0.023652,0.010148,0.010257,0.0097791
612.22,,,,,,,,,,,,,,,,0.3575,0.36236,0.35675,0.14948,0.15129,0.14491,0.040855,0.041519,0.039806,0.023833,0.024042,0.022904,0.0097898,0.0098964,0.0094397
625.83,,,,,,,,,,,,,,,,0.34491,0.34961,0.34415,0.14558,0.14736,0.14122,0.039763,0.040419,0.038759,0.02307,0.023276,0.022189,0.0094503,0.0095554,0.0091181
639.43,,,,,,,,,,,,,,,,0.33286,0.33741,0.3321,0.14183,0.14358,0.13765,0.038714,0.039361,0.037753,0.022341,0.022544,0.021506,0.0091282,0.0092317,0.0088126
653.04,,,,,,,,,,,,,,,,0.32134,0.32574,0.32057,0.13822,0.13995,0.13422,0.03771,0.038349,0.036789,0.021646,0.021847,0.020853,0.0088231,0.0089251,0.0085229
666.64,,,,,,,,,,,,,,,,0.31031,0.31458,0.30954,0.13474,0.13644,0.13091,0.036745,0.037375,0.035861,0.020982,0.02118,0.020228,0.0085331,0.0086337,0.0082474
680.25,,,,,,,,,,,,,,,,0.29974,0.30387,0.29896,0.13139,0.13306,0.12771,0.035815,0.036437,0.034967,0.020348,0.020542,0.01963,0.0082571,0.0083563,0.0079849
693.85,,,,,,,0.63271,0.63895,0.62991,,,,,,,0.28962,0.29362,0.28883,0.12815,0.1298,0.12462,0.03492,0.035534,0.034105,0.019741,0.019932,0.019057,0.0079942,0.0080921,0.0077348
707.46,,,,,,,0.61665,0.62252,0.61348,,,,,,,0.27991,0.28378,0.27912,0.12502,0.12664,0.12164,0.034058,0.034664,0.033275,0.019159,0.019348,0.018507,0.0077439,0.0078405,0.0074965
721.06,,,,,,,0.6011,0.60662,0.59759,,,,,,,0.2706,0.27436,0.2698,0.122,0.1236,0.11875,0.033227,0.033825,0.032474,0.018602,0.018788,0.017981,0.0075051,0.0076005,0.0072689
734.67,,,,,,,0.58599,0.59116,0.58214,,,,,,,0.26165,0.26529,0.26084,0.11907,0.12064,0.11594,0.032423,0.033013,0.031699,0.018067,0.01825,0.017474,0.0072768,0.0073709,0.0070511
748.27,,,,,,,0.57136,0.57619,0.56719,,,,,,,0.25306,0.25658,0.25225,0.11623,0.11778,0.11323,0.031648,0.032231,0.030951,0.017555,0.017735,0.016988,0.0070588,0.0071517,0.006843
761.88,,,,,,,0.55717,0.56167,0.5527,,,,,,,0.24481,0.24822,0.24399,0.11349,0.11502,0.1106,0.0309,0.031475,0.030229,0.017063,0.017241,0.016521,0.0068507,0.0069423,0.0066441
775.48,,,,,,,0.54344,0.54762,0.53867,,,,,,,0.2369,0.24021,0.23608,0.11084,0.11234,0.10806,0.030179,0.030747,0.029532,0.016591,0.016767,0.016073,0.0066521,0.0067424,0.0064541
789.09,,,,,,,0.53008,0.53395,0.52504,,,,,,,0.22928,0.23249,0.22845,0.10827,0.10975,0.10559,0.029481,0.030041,0.028857,0.016138,0.01631,0.015641,0.0064615,0.0065506,0.0062718
802.69,,,,,,,0.51717,0.52074,0.51187,,,,,,,0.22198,0.22509,0.22115,0.10579,0.10724,0.1032,0.028809,0.029361,0.028206,0.015703,0.015873,0.015228,0.0062797,0.0063675,0.0060976
816.3,,,,,,,0.50466,0.50794,0.49911,,,,,,,0.21497,0.21798,0.21413,0.10338,0.10482,0.10089,0.028159,0.028705,0.027577,0.015285,0.015453,0.01483,0.0061056,0.0061921,0.0059307
829.9,,,,,,,0.49255,0.49555,0.48677,,,,,,,0.20825,0.21117,0.20741,0.10106,0.10247,0.098651,0.027534,0.028072,0.026971,0.014885,0.01505,0.014448,0.0059393,0.0060245,0.0057711
843.51,,,,,,,0.48079,0.48352,0.47478,,,,,,,0.20178,0.20461,0.20093,0.09881,0.1002,0.096478,0.026927,0.027458,0.026383,0.014498,0.014662,0.014079,0.0057794,0.0058633,0.0056175
857.11,,,,,,,0.46944,0.47191,0.46322,,,,,,,0.19558,0.19832,0.19473,0.096637,0.098,0.094382,0.026342,0.026866,0.025816,0.014129,0.014289,0.013725,0.0056265,0.0057092,0.0054707
870.72,,,,,,,0.45843,0.46063,0.452,,,,,,,0.18962,0.19228,0.18877,0.09453,0.09587,0.092347,0.025776,0.026293,0.025267,0.013772,0.013931,0.013384,0.0054796,0.005561,0.0053294
884.32,,,,,,,0.44774,0.4497,0.44113,,,,,,,0.18389,0.18647,0.18303,0.092489,0.093807,0.090375,0.025229,0.025739,0.024735,0.013429,0.013585,0.013056,0.0053386,0.0054187,0.0051938
897.93,,,,,,,0.43736,0.43907,0.43056,,,,,,,0.17836,0.18087,0.17751,0.090505,0.091801,0.088457,0.024698,0.025201,0.024219,0.013097,0.013251,0.012738,0.0052027,0.0052816,0.0050629
911.53,,,,,,,0.42732,0.4288,0.42035,,,,,,,0.17307,0.1755,0.17221,0.088589,0.089863,0.086603,0.024185,0.024682,0.02372,0.012778,0.012929,0.012432,0.0050724,0.0051501,0.0049374
925.14,,,,,,,0.41755,0.41881,0.41042,0.15805,0.16203,0.1562,,,,0.16796,0.17032,0.1671,0.086726,0.087979,0.084799,0.023687,0.024177,0.023236,0.01247,0.012619,0.012136,0.0049468,0.0050232,0.0048163
938.74,,,,,,,0.40806,0.40909,0.40077,0.15607,0.15996,0.15418,,,,0.16304,0.16532,0.16218,0.084916,0.086147,0.083045,0.023204,0.023687,0.022766,0.012173,0.012318,0.011849,0.0048256,0.0049008,0.0046994
952.35,,,,,,,0.39883,0.39966,0.39141,0.15412,0.15792,0.15221,,,,0.1583,0.16052,0.15743,0.083159,0.084369,0.081342,0.022736,0.023212,0.02231,0.011884,0.012027,0.011572,0.0047089,0.004783,0.0045868
965.95,,,,,,,0.38985,0.39047,0.38229,0.1522,0.1559,0.15025,,,,0.15373,0.15588,0.15286,0.081447,0.082637,0.079682,0.02228,0.02275,0.021865,0.011605,0.011746,0.011304,0.004596,0.0046689,0.0044778
979.56,,,,,,,0.38115,0.38157,0.37346,0.15032,0.15392,0.14834,,,,0.14932,0.15141,0.14845,0.079789,0.080958,0.078072,0.021839,0.022302,0.021435,0.011336,0.011474,0.011044,0.0044873,0.0045591,0.0043728
993.16,,,,,,,0.37268,0.37291,0.36487,0.14847,0.15198,0.14645,,,,0.14508,0.1471,0.14421,0.078176,0.079325,0.076505,0.02141,0.021867,0.021017,0.011076,0.01121,0.010792,0.0043823,0.004453,0.0042714
1006.77,,,,,,,0.36445,0.36449,0.35653,0.14664,0.15006,0.14459,,,,0.14098,0.14295,0.14011,0.076608,0.077736,0.074981,0.020994,0.021445,0.020611,0.010823,0.010955,0.010548,0.0042809,0.0043505,0.0041733
1020.37,,,,,,,0.35645,0.35631,0.34842,0.14485,0.14817,0.14276,,,,0.13704,0.13894,0.13616,0.075083,0.076192,0.073499,0.02059,0.021034,0.020217,0.010579,0.010708,0.010312,0.004183,0.0042515,0.0040786
1033.98,,,,,,,0.34868,0.34837,0.34055,0.14308,0.14632,0.14096,,,,0.13323,0.13508,0.13236,0.073603,0.074692,0.072059,0.020198,0.020636,0.019834,0.010342,0.010468,0.010083,0.0040884,0.004156,0.0039871
1047.58,,,,,,,0.34114,0.34065,0.33292,0.14135,0.14449,0.13919,0.031509,0.033035,0.031648,0.12956,0.13136,0.12869,0.072166,0.073235,0.070659,0.019817,0.02025,0.019462,0.010113,0.010237,0.0098616,0.0039971,0.0040636,0.0038988
1061.19,,,,,,,0.33381,0.33316,0.3255,0.13966,0.14271,0.13746,0.031185,0.032688,0.031311,0.12603,0.12777,0.12516,0.070768,0.071819,0.069299,0.019448,0.019874,0.019101,0.0098915,0.010012,0.0096469,0.0039089,0.0039744,0.0038133
1074.79,,,,,,,0.32668,0.32588,0.3183,0.13798,0.14094,0.13575,0.030866,0.032346,0.030979,0.12261,0.1243,0.12174,0.069409,0.07044,0.067974,0.019089,0.019509,0.01875,0.0096763,0.0097948,0.0094387,0.0038235,0.0038881,0.0037306
1088.4,,,,,,,0.31975,0.31879,0.31129,0.13634,0.13921,0.13407,0.030553,0.032009,0.030652,0.11932,0.12095,0.11845,0.068087,0.069099,0.066685,0.018739,0.019154,0.018408,0.0094675,0.0095839,0.0092367,0.0037409,0.0038046,0.0036506
1102.0,,,,,,,0.31301,0.3119,0.30448,0.13473,0.13751,0.13242,0.030245,0.031678,0.03033,0.11614,0.11772,0.11527,0.066801,0.067795,0.065431,0.0184,0.018809,0.018076,0.0092653,0.0093795,0.009041,0.0036611,0.0037238,0.0035732
1115.61,,,,,,,0.30645,0.3052,0.29786,0.13314,0.13584,0.1308,0.029942,0.031353,0.030014,0.11306,0.1146,0.1122,0.065551,0.066526,0.064211,0.01807,0.018473,0.017753,0.0090695,0.0091815,0.0088512,0.0035838,0.0036456,0.0034983
1129.21,,,,,,,0.30008,0.29869,0.29143,0.13158,0.13419,0.12921,0.029644,0.031032,0.029703,0.1101,0.11159,0.10923,0.064335,0.065292,0.063024,0.01775,0.018147,0.017439,0.0088795,0.0089895,0.0086672,0.003509,0.0035699,0.0034258
1142.82,,,,,,,0.29385,0.29233,0.28515,0.13004,0.13257,0.12763,0.02935,0.030715,0.029395,0.10722,0.10867,0.10636,0.063146,0.064085,0.061863,0.017436,0.017828,0.017132,0.0086944,0.0088027,0.008488,0.0034363,0.0034964,0.0033553
1156.42,,,,,,,0.28781,0.28616,0.27906,0.12853,0.13097,0.12609,0.029061,0.030403,0.029093,0.10445,0.10585,0.10358,0.061992,0.062913,0.060735,0.017132,0.017518,0.016833,0.0085151,0.0086218,0.0083146,0.003366,0.0034253,0.0032871
1170.03,,,,,,,0.28191,0.28013,0.27312,0.12704,0.1294,0.12456,0.028776,0.030096,0.028794,0.10176,0.10313,0.1009,0.060865,0.061769,0.059633,0.016836,0.017216,0.016542,0.0083408,0.008446,0.0081459,0.0032978,0.0033563,0.0032209
1183.63,,,,,,,0.27617,0.27427,0.26734,0.12558,0.12785,0.12306,0.028495,0.029793,0.0285,0.099164,0.10049,0.098301,0.059767,0.060654,0.05856,0.016547,0.016922,0.016259,0.0081718,0.0082753,0.0079821,0.0032317,0.0032893,0.0031567
1197.24,,,,,,,0.27058,0.26856,0.26171,0.12414,0.12633,0.12158,0.028219,0.029494,0.02821,0.096651,0.097936,0.095791,0.058698,0.059568,0.057513,0.016265,0.016635,0.015983,0.0080078,0.0081097,0.0078231,0.0031676,0.0032245,0.0030945
1210.84,,,,,,,0.26511,0.26299,0.25622,0.12271,0.12482,0.12012,0.027944,0.029198,0.027923,0.094213,0.095459,0.093354,0.05765,0.058504,0.056489,0.01599,0.016354,0.015712,0.0078477,0.0079482,0.007668,0.0031052,0.0031613,0.0030338
1224.45,,,,,,,0.2598,0.25757,0.25088,0.12131,0.12334,0.11869,0.027676,0.028907,0.027641,0.091858,0.093067,0.091002,0.056633,0.05747,0.055493,0.015723,0.016081,0.01545,0.0076926,0.0077918,0.0075178,0.0030448,0.0031002,0.0029752
1238.05,,,,,,,0.25462,0.25229,0.24568,0.11993,0.12188,0.11727,0.027411,0.02862,0.027363,0.089577,0.090749,0.088722,0.055639,0.05646,0.054519,0.015461,0.015815,0.015193,0.0075417,0.0076397,0.0073716,0.0029861,0.0030407,0.0029181
1251.66,,,,,,,0.24958,0.24714,0.24061,0.11858,0.12044,0.11588,0.02715,0.028337,0.027088,0.087368,0.088505,0.086516,0.05467,0.055474,0.053569,0.015207,0.015555,0.014942,0.0073953,0.0074918,0.0072295,0.0029292,0.002983,0.0028627
1265.26,,,,,,,0.24466,0.24213,0.23568,0.11724,0.11903,0.11451,0.026894,0.028059,0.026818,0.08523,0.086333,0.084381,0.053726,0.054514,0.052644,0.014959,0.015302,0.014699,0.0072534,0.0073481,0.0070914,0.0028739,0.002927,0.002809
1278.87,,,,,,,0.23986,0.23723,0.23087,0.11592,0.11763,0.11316,0.026639,0.027783,0.026551,0.083155,0.084225,0.082309,0.052801,0.053573,0.051737,0.014716,0.015054,0.01446,0.0071149,0.0072081,0.0069568,0.0028201,0.0028725,0.0027566
1292.47,,,,,,,0.2352,0.23248,0.22619,0.11463,0.11627,0.11183,0.026391,0.027514,0.026289,0.081151,0.082189,0.080308,0.051903,0.052659,0.050856,0.01448,0.014813,0.014228,0.0069807,0.0070724,0.0068263,0.0027681,0.0028197,0.0027059
1306.08,,,,,,,0.23065,0.22784,0.22164,0.11336,0.11492,0.11053,0.026146,0.027247,0.02603,0.079208,0.080214,0.078367,0.051026,0.051767,0.049995,0.01425,0.014578,0.014001,0.00685,0.0069404,0.0066993,0.0027175,0.0027683,0.0026566
1319.68,,,,,,,0.22621,0.22332,0.21719,0.11211,0.11359,0.10924,0.025904,0.026984,0.025776,0.077324,0.078299,0.076486,0.050169,0.050895,0.049154,0.014025,0.014348,0.013779,0.0067231,0.0068118,0.0065756,0.0026683,0.0027184,0.0026086
1333.29,,,,,,,0.22188,0.21891,0.21287,0.11088,0.11228,0.10798,0.025667,0.026726,0.025525,0.075499,0.076444,0.074664,0.049334,0.050044,0.048334,0.013806,0.014124,0.013563,0.0065998,0.0066868,0.0064553,0.0026205,0.0026698,0.002562
1346.89,,,,,,,0.21765,0.21461,0.20864,0.10966,0.11099,0.10673,0.025432,0.02647,0.025277,0.073725,0.074642,0.072893,0.048516,0.049212,0.047531,0.013592,0.013905,0.013352,0.0064797,0.0065648,0.0063379,0.0025739,0.0026225,0.0025165
1360.5,,,,,,,0.21355,0.21042,0.20454,0.10847,0.10973,0.1055,0.025202,0.026219,0.025034,0.072011,0.0729,0.071182,0.047721,0.048402,0.04675,0.013383,0.013692,0.013146,0.0063629,0.0064465,0.006224,0.0025288,0.0025766,0.0024724
1374.1,,,,,,,0.20953,0.20634,0.20053,0.1073,0.10848,0.1043,0.024975,0.025971,0.024794,0.070346,0.071207,0.06952,0.046943,0.04761,0.045986,0.013179,0.013483,0.012945,0.0062491,0.0063311,0.0061129,0.0024848,0.0025319,0.0024295
1387.71,,,,,,,0.20561,0.20235,0.19661,0.10614,0.10726,0.10311,0.024752,0.025727,0.024557,0.068729,0.069564,0.067907,0.046183,0.046836,0.045238,0.01298,0.013279,0.012749,0.0061381,0.0062185,0.0060046,0.0024419,0.0024883,0.0023876
1401.31,,,,,,,0.20178,0.19845,0.1928,0.105,0.10605,0.10194,0.024531,0.025486,0.024323,0.067159,0.067968,0.06634,0.04544,0.046079,0.044508,0.012785,0.013079,0.012556,0.0060301,0.0061088,0.0058989,0.0024002,0.0024459,0.0023468
1414.92,,,,,,,0.19805,0.19466,0.18908,0.10388,0.10485,0.10078,0.024314,0.025248,0.024093,0.065636,0.066421,0.064821,0.044714,0.045339,0.043794,0.012595,0.012885,0.012368,0.0059248,0.0060018,0.0057959,0.0023595,0.0024045,0.0023071
1428.52,,,,,,,0.19439,0.19094,0.18543,0.10277,0.10367,0.099643,0.024099,0.025013,0.023865,0.064154,0.064914,0.063342,0.044004,0.044614,0.043095,0.012409,0.012694,0.012184,0.005822,0.0058973,0.0056952,0.0023199,0.0023642,0.0022683
1442.13,,,,,,,0.19082,0.18731,0.18188,0.10168,0.10252,0.098522,0.023887,0.024781,0.02364,0.062716,0.063452,0.061909,0.04331,0.043907,0.042411,0.012227,0.012507,0.012004,0.0057217,0.0057954,0.005597,0.0022812,0.0023249,0.0022305
1455.73,,,,,,,0.18734,0.18377,0.17842,0.1006,0.10137,0.097417,0.023678,0.024552,0.023419,0.06132,0.062033,0.060516,0.042631,0.043214,0.041743,0.012049,0.012325,0.011829,0.0056237,0.0056959,0.0055012,0.0022436,0.0022865,0.0021936
1469.34,,,,,,,0.18393,0.18031,0.17504,0.099543,0.10025,0.096327,0.023472,0.024326,0.0232,0.059962,0.060652,0.059162,0.041966,0.042536,0.041089,0.011875,0.012146,0.011656,0.005528,0.0055988,0.0054076,0.0022068,0.0022491,0.0021576
1482.94,,,,,,,0.1806,0.17694,0.17173,0.098497,0.099135,0.095252,0.023269,0.024103,0.022984,0.058643,0.059311,0.057846,0.041316,0.041873,0.040448,0.011704,0.011971,0.011488,0.0054347,0.0055039,0.0053162,0.0021709,0.0022125,0.0021225
1496.55,,,,,,,0.17735,0.17364,0.16851,0.097467,0.098038,0.094192,0.023068,0.023883,0.022771,0.05736,0.058007,0.056567,0.04068,0.041224,0.039821,0.011537,0.0118,0.011322,0.0053435,0.0054112,0.0052268,0.0021359,0.0021768,0.0020882
1510.15,,,,,,,0.17418,0.17042,0.16536,0.096451,0.096958,0.093148,0.022871,0.023665,0.02256,0.056114,0.05674,0.055325,0.040057,0.040589,0.039208,0.011374,0.011632,0.011161,0.0052544,0.0053206,0.0051395,0.0021017,0.002142,0.0020547
1523.76,,,,,,,0.17107,0.16727,0.16229,0.095451,0.095894,0.092119,0.022676,0.023451,0.022353,0.054903,0.055509,0.054118,0.039449,0.039967,0.038608,0.011214,0.011468,0.011003,0.0051673,0.0052322,0.0050543,0.0020683,0.002108,0.002022
1537.36,,,,,,,0.16804,0.1642,0.15929,0.094466,0.094845,0.091106,0.022483,0.023239,0.022148,0.053725,0.054312,0.052945,0.038853,0.039359,0.038021,0.011058,0.011308,0.010848,0.0050821,0.0051458,0.004971,0.0020358,0.0020749,0.0019901
1550.97,,,,,,,0.16508,0.1612,0.15635,0.093495,0.093812,0.090107,0.022294,0.02303,0.021946,0.05258,0.053148,0.051803,0.03827,0.038764,0.037446,0.010905,0.01115,0.010696,0.0049989,0.0050614,0.0048896,0.002004,0.0020425,0.001959
1564.57,,,,,,,0.16218,0.15826,0.15349,0.092538,0.092792,0.089123,0.022107,0.022824,0.021746,0.051466,0.052015,0.050694,0.037699,0.038181,0.036883,0.010755,0.010996,0.010548,0.0049177,0.0049789,0.0048101,0.0019729,0.0020108,0.0019285
1578.18,,,,,,,0.15935,0.1554,0.1507,0.091594,0.091788,0.088153,0.021922,0.02262,0.021549,0.050383,0.050914,0.049614,0.03714,0.03761,0.036332,0.010609,0.010846,0.010403,0.0048385,0.0048983,0.0047323,0.0019426,0.0019799,0.0018988
1591.78,,,,,,,0.15659,0.1526,0.14796,0.090665,0.090798,0.087197,0.02174,0.02242,0.021355,0.049329,0.049843,0.048565,0.036594,0.037051,0.035792,0.010465,0.010698,0.01026,0.0047609,0.0048195,0.0046563,0.001913,0.0019497,0.0018698
1605.39,,,,,,,0.15388,0.14986,0.1453,0.08975,0.089823,0.086256,0.021561,0.022222,0.021164,0.048304,0.0488,0.047544,0.036058,0.036505,0.035264,0.010325,0.010554,0.010121,0.0046851,0.0047425,0.0045821,0.0018841,0.0019202,0.0018414
1618.99,,,,,,,0.15124,0.14719,0.14269,0.088848,0.088863,0.085329,0.021384,0.022026,0.020975,0.047306,0.047786,0.04655,0.035535,0.035969,0.034747,0.010187,0.010412,0.0099846,0.0046109,0.0046672,0.0045095,0.0018558,0.0018913,0.0018137
1632.6,,,,,,,0.14865,0.14457,0.14014,0.08796,0.087916,0.084415,0.02121,0.021834,0.020789,0.046335,0.046798,0.045583,0.035022,0.035445,0.03424,0.010052,0.010273,0.0098509,0.0045385,0.0045937,0.0044385,0.0018282,0.0018632,0.0017866
1646.2,,,,,,,0.14612,0.14201,0.13765,0.087083,0.086981,0.083513,0.021038,0.021643,0.020605,0.045388,0.045836,0.044641,0.034519,0.034931,0.033744,0.0099201,0.010137,0.0097197,0.0044677,0.0045216,0.004369,0.0018012,0.0018356,0.00176
1659.81,,,,,,,0.14364,0.13951,0.13521,0.086219,0.08606,0.082625,0.020868,0.021455,0.020423,0.044467,0.044899,0.043723,0.034026,0.034427,0.033257,0.0097908,0.010004,0.0095913,0.0043987,0.0044513,0.0043011,0.0017748,0.0018087,0.0017341
1673.41,,,,,,,0.14122,0.13706,0.13283,0.085367,0.085152,0.081748,0.020701,0.021269,0.020244,0.043569,0.043986,0.04283,0.033544,0.033934,0.032781,0.0096639,0.0098733,0.0094653,0.004331,0.0043824,0.0042347,0.001749,0.0017823,0.0017088
