,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
217.68,,,,,,,,,,0.038115,0.038328,0.038746,0.50317,0.50987,0.50994,0.11684,0.11783,0.11548,0.014108,0.014084,0.013797
231.28,,,,,,,,,,0.032177,0.032156,0.032511,0.46069,0.46691,0.46664,0.10847,0.10944,0.10735,0.012649,0.0128,0.012557
244.89,,,,,,,,,,0.027214,0.027202,0.027514,0.42269,0.42847,0.42794,0.10096,0.10191,0.10004,0.011595,0.011685,0.011468
258.49,,,,,,,,,,0.023031,0.023195,0.023464,0.38869,0.39408,0.39333,0.094211,0.09514,0.093451,0.010684,0.010698,0.010512
272.1,,,,,,,,,,0.019864,0.019913,0.020144,0.35819,0.36322,0.3623,0.088124,0.089028,0.087497,0.0096453,0.0098355,0.009668
285.7,,,,,,,,,,0.017236,0.017193,0.017397,0.33073,0.33544,0.33438,0.082605,0.083485,0.082091,0.009092,0.0090711,0.0089216
299.31,,,,,,,,,,0.014844,0.014927,0.015108,0.30591,0.31032,0.30915,0.077573,0.078433,0.077157,0.0082725,0.0083898,0.0082582
312.91,,,,,,,,,,0.012917,0.01303,0.013186,0.28341,0.28755,0.28629,0.072967,0.073808,0.072637,0.0076748,0.0077885,0.0076664
326.52,,,,,,,,,,0.011431,0.011427,0.011565,0.26299,0.26688,0.26556,0.068744,0.069569,0.068488,0.0072642,0.0072461,0.0071373
340.12,,,,,,,,,,0.010074,0.010065,0.010189,0.24445,0.2481,0.24673,0.064868,0.065676,0.064674,0.006619,0.0067615,0.0066628
353.73,,,,,,,,,,0.00882,0.0089057,0.0090154,0.22759,0.23103,0.22963,0.061308,0.062098,0.061167,0.0062613,0.0063289,0.0062361
367.33,,,,,,,,,,0.0078336,0.0079127,0.0080082,0.21225,0.21549,0.21406,0.058034,0.058805,0.057936,0.0059383,0.0059344,0.005851
380.94,,,,,,,,,,0.0070577,0.0070542,0.0071391,0.19826,0.20132,0.19987,0.055016,0.055768,0.054954,0.005445,0.0055793,0.005502
394.54,,,,,,,,,,0.006312,0.0063085,0.0063857,0.18547,0.18835,0.1869,0.052228,0.052961,0.052196,0.005199,0.005258,0.0051844
408.15,,,,,,,,,,0.0055966,0.0056607,0.0057297,0.17375,0.17647,0.17502,0.049644,0.05036,0.04964,0.0049643,0.0049608,0.004894
421.75,,,,0.45306,0.46093,0.45487,,,,0.0050259,0.0050961,0.0051565,0.16297,0.16554,0.1641,0.047239,0.04794,0.047259,0.0045729,0.0046893,0.0046268
435.36,,,,0.43413,0.44158,0.43549,,,,0.0045891,0.0046004,0.004654,0.15305,0.15549,0.15405,0.045,0.045687,0.045042,0.0043671,0.0044408,0.0043805
448.96,,,,0.4162,0.42324,0.41716,,,,0.0041724,0.0041631,0.004212,0.14391,0.14622,0.14479,0.042913,0.043586,0.042974,0.0042171,0.0042084,0.0041527
462.57,,,,0.3992,0.40585,0.39977,,,,0.0037435,0.0037777,0.003822,0.13547,0.13765,0.13624,0.040961,0.04162,0.041036,0.0039083,0.003993,0.0039411
476.17,,,,0.38312,0.38938,0.38332,,,,0.0033749,0.0034378,0.0034768,0.12768,0.12974,0.12835,0.039138,0.039782,0.039225,0.0036992,0.0037953,0.0037447
489.78,,,,0.36789,0.3738,0.36776,0.084631,0.087662,0.085658,0.0031027,0.003136,0.0031702,0.12047,0.12243,0.12106,0.037434,0.038063,0.03753,0.0036112,0.00361,0.0035622
503.38,,,,0.35345,0.35901,0.35301,0.082663,0.085641,0.083674,0.0028706,0.0028659,0.0028968,0.1138,0.11566,0.1143,0.035837,0.03645,0.03594,0.0033981,0.0034363,0.003392
516.99,,,,0.33977,0.345,0.33903,0.080765,0.08369,0.081758,0.0026201,0.0026241,0.0026524,0.10761,0.10938,0.10804,0.03434,0.034938,0.034448,0.0031714,0.0032766,0.0032336
530.59,,,,0.32678,0.3317,0.32577,0.07893,0.081803,0.079904,0.0023683,0.002408,0.0024333,0.10187,0.10354,0.10223,0.032934,0.033518,0.033047,0.0030923,0.0031277,0.0030858
544.2,,,,0.31443,0.31905,0.31316,0.077154,0.079976,0.078107,0.0021668,0.0022144,0.0022364,0.096523,0.098112,0.096824,0.031611,0.032182,0.031728,0.0029876,0.0029868,0.0029477
557.8,,,,0.30269,0.30701,0.30118,0.075436,0.078206,0.076367,0.0020207,0.0020398,0.002059,0.091543,0.093052,0.091788,0.030364,0.030923,0.030485,0.0027804,0.0028558,0.0028185
571.41,,,,0.2915,0.29555,0.28977,0.073769,0.076488,0.074677,0.001886,0.0018815,0.0018988,0.086895,0.088329,0.087088,0.029186,0.029735,0.029311,0.0026533,0.0027345,0.0026976
585.01,,,,0.28084,0.28462,0.2789,0.072152,0.074819,0.073035,0.0017317,0.0017381,0.001754,0.082551,0.083914,0.082698,0.028074,0.028611,0.028201,0.0026134,0.0026197,0.0025842
598.62,,,,0.27069,0.27422,0.26856,0.070583,0.073199,0.071442,0.0015761,0.0016088,0.0016228,0.078491,0.079787,0.078596,0.027023,0.027549,0.027151,0.0024932,0.0025111,0.0024778
612.22,,,,0.26102,0.2643,0.2587,0.069061,0.071626,0.069894,0.0014536,0.0014918,0.0015037,0.074691,0.075924,0.074756,0.026029,0.026542,0.026157,0.0023272,0.0024103,0.0023779
625.83,,,,0.2518,0.25484,0.24931,0.067584,0.070098,0.06839,0.0013677,0.0013852,0.0013954,0.071132,0.072304,0.071161,0.025087,0.025589,0.025214,0.0022577,0.0023161,0.0022839
639.43,,,,0.243,0.24582,0.24036,0.066151,0.068615,0.06693,0.0012898,0.0012876,0.0012967,0.067796,0.068911,0.067792,0.024195,0.024684,0.02432,0.0022279,0.0022263,0.0021955
653.04,,,,0.23462,0.23722,0.23183,0.064763,0.067176,0.065514,0.0011965,0.0011984,0.0012066,0.064666,0.065728,0.064633,0.023349,0.023827,0.023472,0.0021152,0.0021414,0.0021122
666.64,,,,0.22662,0.22901,0.22369,0.063417,0.065781,0.064141,0.0010953,0.001117,0.0011242,0.061728,0.062738,0.061667,0.022546,0.023012,0.022667,0.0019849,0.0020624,0.0020336
680.25,,,,0.21897,0.22117,0.21592,0.062111,0.064427,0.062807,0.0010109,0.0010428,0.0010486,0.058964,0.059926,0.058878,0.021783,0.022239,0.021902,0.001941,0.001988,0.0019594
693.85,,,,0.21167,0.21367,0.20849,0.060845,0.063112,0.061513,0.00095362,0.00097475,0.00097938,0.056363,0.057279,0.056254,0.021057,0.021503,0.021174,0.0019196,0.0019166,0.0018892
707.46,,,,0.20468,0.2065,0.2014,0.059617,0.061835,0.060255,0.00090896,0.00091192,0.00091575,0.053913,0.054784,0.053782,0.020366,0.020802,0.020481,0.0018251,0.0018488,0.0018226
721.06,,,,0.19799,0.19963,0.19461,0.058424,0.060594,0.059033,0.00085635,0.00085387,0.0008572,0.051601,0.052431,0.05145,0.019707,0.020135,0.019821,0.0017153,0.0017853,0.0017595
734.67,,,,0.19158,0.19306,0.1881,0.057263,0.059386,0.057844,0.00079149,0.00080048,0.00080327,0.049418,0.050208,0.049249,0.019079,0.019498,0.019191,0.0016781,0.0017252,0.0016995
748.27,,,,0.18544,0.18676,0.18188,0.056135,0.058211,0.056687,0.00072861,0.00075149,0.00075355,0.047356,0.048107,0.04717,0.01848,0.01889,0.018589,0.0016675,0.0016672,0.0016423
761.88,,,,0.17956,0.18072,0.17592,0.055038,0.057068,0.055561,0.00068255,0.00070641,0.00070764,0.045406,0.046121,0.045205,0.017909,0.018309,0.018015,0.0015973,0.0016117,0.0015879
775.48,,,,0.17392,0.17493,0.1702,0.053971,0.055955,0.054465,0.000653,0.00066462,0.00066518,0.043561,0.044242,0.043346,0.017363,0.017754,0.017465,0.0014995,0.0015593,0.0015359
789.09,,,,0.16851,0.16938,0.16473,0.052932,0.05487,0.053397,0.00062638,0.0006257,0.00062588,0.041814,0.042463,0.041587,0.016841,0.017223,0.016939,0.0014569,0.0015098,0.0014863
802.69,,,,0.16333,0.16405,0.15948,0.051923,0.053815,0.052358,0.00059058,0.0005895,0.00058943,0.04016,0.040777,0.039921,0.016342,0.016714,0.016436,0.0014546,0.0014619,0.001439
816.3,,,,0.15835,0.15895,0.15445,0.05094,0.052788,0.051347,0.00054664,0.00055599,0.00055561,0.038593,0.039179,0.038343,0.015865,0.016227,0.015955,0.0014131,0.0014157,0.0013937
829.9,,,,0.15358,0.15404,0.14962,0.049985,0.051788,0.050363,0.00050596,0.00052502,0.00052416,0.037106,0.037664,0.036846,0.015407,0.015761,0.015494,0.0013283,0.0013719,0.0013505
843.51,,,,0.14899,0.14934,0.14499,0.049056,0.050815,0.049405,0.00047786,0.00049627,0.0004949,0.035694,0.036225,0.035425,0.014968,0.015314,0.015051,0.0012726,0.0013305,0.0013091
857.11,,,,0.14459,0.14482,0.14054,0.048153,0.049868,0.048473,0.00046083,0.0004694,0.00046763,0.034353,0.034858,0.034077,0.014548,0.014886,0.014628,0.0012682,0.0012908,0.0012695
870.72,,,,0.14035,0.14047,0.13627,0.047273,0.048946,0.047566,0.00044505,0.00044417,0.0004422,0.033079,0.033558,0.032794,0.014144,0.014475,0.014221,0.0012557,0.0012522,0.0012317
884.32,,,,0.13628,0.13629,0.13216,0.046418,0.048048,0.046681,0.00042207,0.00042054,0.00041846,0.031866,0.032322,0.031575,0.013757,0.014081,0.013831,0.0011947,0.0012153,0.0011954
897.93,,,,0.13236,0.13227,0.12821,0.045584,0.047172,0.04582,0.00039229,0.00039851,0.00039628,0.030711,0.031144,0.030414,0.013385,0.013702,0.013456,0.0011278,0.0011804,0.0011607
911.53,,,,0.12859,0.1284,0.12441,0.044772,0.046319,0.04498,0.00036364,0.00037804,0.00037554,0.029611,0.030022,0.029309,0.013028,0.013337,0.013095,0.0011061,0.0011471,0.0011274
925.14,,,,0.12495,0.12467,0.12075,0.043981,0.045486,0.044161,0.00034346,0.00035895,0.00035613,0.028562,0.028953,0.028255,0.012684,0.012987,0.012749,0.00111,0.0011149,0.0010955
938.74,,,,0.12145,0.12108,0.11723,0.043209,0.044674,0.043362,0.00033219,0.00034103,0.00033795,0.027562,0.027933,0.02725,0.012354,0.01265,0.012415,0.0010837,0.0010836,0.0010649
952.35,,,,0.11808,0.11762,0.11385,0.042456,0.043881,0.042583,0.00032361,0.00032411,0.00032091,0.026607,0.026959,0.026292,0.012037,0.012325,0.012094,0.0010224,0.0010538,0.0010355
965.95,,,,0.11483,0.11428,0.11058,0.041722,0.043107,0.041822,0.00031066,0.00030815,0.00030491,0.025696,0.026029,0.025378,0.011731,0.012012,0.011784,0.00097643,0.0010256,0.0010073
979.56,,,,0.11169,0.11107,0.10744,0.041006,0.042352,0.04108,0.00029142,0.00029317,0.00028989,0.024826,0.025142,0.024504,0.011437,0.01171,0.011486,0.00097137,0.00099847,0.00098025
993.16,,,,0.10867,0.10797,0.10441,0.040308,0.041615,0.040356,0.00027024,0.00027917,0.00027578,0.023994,0.024294,0.02367,0.011153,0.011419,0.011198,0.0009739,0.00097204,0.00095426
1006.77,,,,0.10576,0.10499,0.10149,0.039627,0.040896,0.039649,0.00025335,0.00026609,0.00026251,0.0232,0.023483,0.022873,0.01088,0.011139,0.010921,0.00094248,0.00094647,0.00092927
1020.37,,,,0.10295,0.10211,0.098673,0.038963,0.040194,0.038959,0.00024363,0.00025378,0.00025002,0.02244,0.022707,0.022111,0.010615,0.010868,0.010654,0.00088845,0.00092216,0.00090525
1033.98,,,,0.10024,0.099329,0.095959,0.038316,0.039509,0.038286,0.00023863,0.00024212,0.00023825,0.021712,0.021965,0.021382,0.01036,0.010607,0.010396,0.00085579,0.00089909,0.00088214
1047.58,,,,0.097619,0.096646,0.09334,0.037684,0.03884,0.03763,0.00023291,0.00023104,0.00022716,0.021016,0.021254,0.020684,0.010114,0.010356,0.010147,0.00085705,0.00087678,0.00085991
1061.19,,,,0.095089,0.094056,0.090813,0.037067,0.038187,0.036989,0.00022251,0.00022056,0.0002167,0.020349,0.020573,0.020016,0.0098767,0.010112,0.0099064,0.00085886,0.00085495,0.0008385
1074.79,,,,0.092645,0.091554,0.088373,0.036466,0.03755,0.036363,0.00020792,0.00021069,0.00020683,0.019709,0.019921,0.019376,0.0096472,0.0098772,0.0096741,0.00082935,0.00083381,0.00081786
1088.4,,,,0.090282,0.089135,0.086016,0.035878,0.036927,0.035752,0.00019327,0.00020144,0.00019751,0.019096,0.019295,0.018762,0.0094255,0.00965,0.0094496,0.00078238,0.00081368,0.00079795
1102.0,,,,0.087998,0.086798,0.083739,0.035305,0.036318,0.035154,0.00018276,0.00019275,0.00018871,0.018508,0.018694,0.018173,0.0092114,0.0094302,0.0092325,0.00075527,0.00079449,0.00077874
1115.61,,,,0.085788,0.084537,0.081539,0.034744,0.035723,0.034571,0.00017756,0.00018452,0.00018038,0.017943,0.018118,0.017608,0.0090046,0.0092177,0.0090225,0.00075768,0.00077588,0.00076019
1129.21,,,,0.08365,0.082351,0.079411,0.034197,0.035141,0.034,0.00017519,0.00017668,0.00017251,0.017401,0.017565,0.017066,0.0088046,0.0090119,0.0088193,0.00076138,0.0007576,0.00074226
1142.82,,,,0.081581,0.080236,0.077354,0.033662,0.034572,0.033443,0.0001716,0.0001692,0.00016506,0.01688,0.017033,0.016545,0.0086111,0.0088126,0.0086226,0.0007381,0.00073981,0.00072492
1156.42,,,,0.079579,0.07819,0.075365,0.033138,0.034016,0.032897,0.00016418,0.00016209,0.000158,0.016379,0.016522,0.016044,0.0084238,0.0086196,0.008432,0.00069697,0.00072281,0.00070815
1170.03,,,,0.07764,0.07621,0.073441,0.032627,0.033471,0.032364,0.00015358,0.00015538,0.00015131,0.015898,0.016031,0.015564,0.0082424,0.0084326,0.0082474,0.00067008,0.00070658,0.00069191
1183.63,,,,0.075764,0.074293,0.07158,0.032127,0.032939,0.031842,0.00014292,0.00014906,0.00014497,0.015435,0.015559,0.015102,0.0080665,0.0082513,0.0080685,0.00067029,0.00069084,0.00067619
1197.24,,,,0.073946,0.072438,0.069779,0.031638,0.032418,0.031332,0.00013532,0.0001431,0.00013895,0.01499,0.015104,0.014657,0.007896,0.0080755,0.007895,0.00067724,0.00067535,0.00066097
1210.84,,,,0.072186,0.070641,0.068037,0.03116,0.031908,0.030833,0.0001318,0.00013743,0.00013324,0.014562,0.014667,0.01423,0.0077306,0.0079051,0.0077269,0.00066338,0.00066019,0.00064622
1224.45,,,,0.07048,0.068902,0.06635,0.030692,0.031409,0.030345,0.00013072,0.00013201,0.00012781,0.01415,0.014247,0.013819,0.0075701,0.0077398,0.0075639,0.00062877,0.00064563,0.00063193
1238.05,,,,0.068827,0.067216,0.064716,0.030235,0.030921,0.029867,0.00012907,0.00012681,0.00012265,0.013753,0.013842,0.013423,0.0074143,0.0075795,0.0074057,0.00059945,0.00063174,0.00061808
1251.66,,,,0.067224,0.065583,0.063134,0.029788,0.030444,0.0294,0.00012458,0.00012184,0.00011774,0.013371,0.013452,0.013042,0.0072632,0.0074239,0.0072523,0.00059382,0.00061832,0.00060465
1265.26,,,,0.06567,0.064,0.061601,0.02935,0.029976,0.028944,0.00011723,0.00011712,0.00011307,0.013002,0.013076,0.012675,0.0071165,0.0072729,0.0071034,0.00060214,0.00060514,0.00059163
1278.87,,,,0.064163,0.062466,0.060116,0.028923,0.029519,0.028497,0.00010906,0.00011266,0.00010862,0.012647,0.012713,0.012321,0.0069742,0.0071263,0.0069589,0.00059898,0.00059217,0.00057901
1292.47,,,,0.0627,0.060977,0.058676,0.028504,0.029071,0.028059,0.00010261,0.00010844,0.00010439,0.012304,0.012364,0.01198,0.0068361,0.0069839,0.0068186,0.00057367,0.00057961,0.00056677
1306.08,,,,0.061281,0.059533,0.05728,0.028094,0.028633,0.027631,9.9274e-05,0.00010443,0.00010035,0.011974,0.012026,0.011651,0.0067021,0.0068456,0.0066822,0.00054264,0.00056761,0.00055489
1319.68,,,,0.059903,0.058132,0.055926,0.027693,0.028203,0.027211,9.851e-05,0.00010058,9.6508e-05,0.011655,0.011701,0.011333,0.0065721,0.0067111,0.0065498,0.0005281,0.0005561,0.00054337
1333.29,,,,0.058564,0.056772,0.054612,0.0273,0.027782,0.026801,9.8286e-05,9.6877e-05,9.284e-05,0.011347,0.011387,0.011027,0.0064458,0.0065804,0.006421,0.00053293,0.00054486,0.00053219
1346.89,,,,0.057265,0.055453,0.053338,0.026916,0.02737,0.026399,9.6441e-05,9.3314e-05,8.9341e-05,0.011049,0.011084,0.010731,0.0063232,0.0064533,0.0062959,0.0005388,0.00053376,0.00052133
1360.5,,,,0.056002,0.054171,0.052101,0.026539,0.026966,0.026005,9.2075e-05,8.9908e-05,8.6001e-05,0.010762,0.010791,0.010446,0.0062039,0.0063296,0.0061741,0.00052688,0.00052289,0.00051079
1374.1,,,,0.054775,0.052926,0.0509,0.02617,0.02657,0.025618,8.6029e-05,8.6673e-05,8.2813e-05,0.010484,0.010507,0.01017,0.0060878,0.0062093,0.0060556,0.00049953,0.00051244,0.00050055
1387.71,,,,0.053583,0.051718,0.049735,0.025808,0.026182,0.02524,8.0194e-05,8.3611e-05,7.9768e-05,0.010216,0.010234,0.0099035,0.0059749,0.0060921,0.0059403,0.00047641,0.00050246,0.00049061
1401.31,,,,0.052425,0.050544,0.048604,0.025453,0.025802,0.024869,7.6273e-05,8.0703e-05,7.6858e-05,0.0099567,0.0099695,0.0096461,0.0058649,0.0059781,0.0058282,0.00047156,0.00049281,0.00048095
1414.92,,,,0.051298,0.049404,0.047505,0.025106,0.025429,0.024506,7.4812e-05,7.792e-05,7.4075e-05,0.0097059,0.0097137,0.0093972,0.0057578,0.0058671,0.0057189,0.00047942,0.00048331,0.00047157
1428.52,,,,0.050204,0.048296,0.046439,0.024766,0.025063,0.02415,7.4954e-05,7.5239e-05,7.1417e-05,0.0094634,0.0094666,0.0091567,0.0056534,0.005759,0.0056126,0.00048133,0.00047393,0.00046245
1442.13,,,,0.04914,0.04722,0.045402,0.024432,0.024704,0.023801,7.4988e-05,7.2645e-05,6.8872e-05,0.0092287,0.0092274,0.0089241,0.0055516,0.0056536,0.0055091,0.00046567,0.00046479,0.00045359
1455.73,,,,0.048104,0.046173,0.044396,0.024105,0.024353,0.023458,7.3419e-05,7.0143e-05,6.6437e-05,0.0090016,0.008996,0.0086991,0.0054524,0.005551,0.0054082,0.00044052,0.00045602,0.00044497
1469.34,,,,0.047098,0.045156,0.043417,0.023784,0.024008,0.023123,6.9855e-05,6.7748e-05,6.4106e-05,0.0087818,0.0087721,0.0084814,0.0053558,0.005451,0.0053099,0.00042368,0.00044762,0.00043658
1482.94,,,,0.046118,0.044167,0.042467,0.02347,0.02367,0.022794,6.5154e-05,6.5469e-05,6.1874e-05,0.008569,0.0085553,0.0082707,0.0052617,0.0053536,0.0052142,0.00042357,0.00043946,0.00042843
1496.55,,,,0.045165,0.043206,0.041543,0.023162,0.023338,0.022472,6.0806e-05,6.3308e-05,5.9737e-05,0.0083629,0.0083454,0.0080667,0.00517,0.0052587,0.0051209,0.00043179,0.00043139,0.0004205
1510.15,,,,0.044236,0.04227,0.040644,0.022859,0.023013,0.022156,5.8047e-05,6.1249e-05,5.7688e-05,0.0081631,0.008142,0.0078692,0.0050808,0.0051661,0.00503,0.00043182,0.00042342,0.00041278
1523.76,,,,0.043332,0.04136,0.03977,0.022563,0.022694,0.021846,5.7224e-05,5.9272e-05,5.5724e-05,0.0079696,0.007945,0.0076778,0.0049938,0.0050758,0.0049414,0.00041608,0.00041566,0.00040526
1537.36,,,,0.042452,0.040474,0.038919,0.022272,0.022381,0.021542,5.7648e-05,5.7361e-05,5.3842e-05,0.0077819,0.007754,0.0074924,0.0049091,0.0049878,0.0048549,0.00039374,0.00040822,0.00039794
1550.97,,,,0.041595,0.039612,0.038092,0.021987,0.022073,0.021244,5.7999e-05,5.5505e-05,5.2036e-05,0.0076,0.0075688,0.0073128,0.0048266,0.0049018,0.0047706,0.00038008,0.00040106,0.0003908
1564.57,,,,0.04076,0.038773,0.037287,0.021707,0.021772,0.020951,5.7093e-05,5.3709e-05,5.0303e-05,0.0074236,0.0073893,0.0071386,0.0047461,0.004818,0.0046883,0.00038121,0.00039409,0.00038385
1578.18,,,,0.039946,0.037956,0.036503,0.021433,0.021476,0.020664,5.4559e-05,5.1986e-05,4.8642e-05,0.0072525,0.0072153,0.0069698,0.0046677,0.0047362,0.004608,0.00038906,0.00038718,0.00037707
1591.78,,,,0.039153,0.03716,0.035741,0.021163,0.021185,0.020382,5.0973e-05,5.034e-05,4.7046e-05,0.0070864,0.0070464,0.006806,0.0045911,0.0046563,0.0045297,0.00038928,0.00038034,0.00037046
1605.39,,,,0.03838,0.036385,0.034998,0.020899,0.0209,0.020106,4.7465e-05,4.8776e-05,4.5514e-05,0.0069253,0.0068825,0.0066471,0.0045163,0.0045783,0.0044532,0.00037541,0.00037366,0.00036401
1618.99,,,,0.037626,0.03563,0.034275,0.020639,0.02062,0.019834,4.5073e-05,4.7286e-05,4.4042e-05,0.0067688,0.0067235,0.006493,0.0044432,0.0045021,0.0043785,0.00035528,0.00036724,0.0003577
1632.6,,,,0.036892,0.034895,0.033571,0.020383,0.020344,0.019567,4.4239e-05,4.5854e-05,4.2628e-05,0.006617,0.0065691,0.0063435,0.0043717,0.0044276,0.0043055,0.00034231,0.00036107,0.00035155
1646.2,,,,0.036176,0.034179,0.032886,0.020133,0.020074,0.019306,4.4621e-05,4.4468e-05,4.1269e-05,0.0064696,0.0064194,0.0061984,0.0043019,0.0043549,0.0042343,0.00034262,0.00035505,0.00034556
1659.81,,,,0.035477,0.033481,0.032218,0.019887,0.019808,0.019049,4.5275e-05,4.3117e-05,3.9962e-05,0.0063264,0.0062739,0.0060575,0.0042335,0.0042838,0.0041646,0.00035018,0.00034908,0.00033969
1673.41,,,,0.034796,0.032801,0.031567,0.019645,0.019548,0.018797,4.5168e-05,4.1804e-05,3.8704e-05,0.0061873,0.0061327,0.0059208,0.0041667,0.0042143,0.0040966,0.00035245,0.00034315,0.00033396
1687.02,,,,0.034131,0.032138,0.030934,0.019408,0.019291,0.018549,4.3745e-05,4.0535e-05,3.7494e-05,0.0060521,0.0059955,0.005788,0.0041014,0.0041464,0.0040301,0.0003421,0.00033734,0.00032837
1700.62,,,,0.033483,0.031492,0.030316,0.019175,0.019039,0.018305,4.1193e-05,3.9318e-05,3.633e-05,0.0059208,0.0058621,0.0056589,0.0040375,0.00408,0.0039652,0.00032411,0.00033174,0.0003229
1714.23,,,,0.03285,0.030861,0.029714,0.018945,0.018792,0.018066,3.8278e-05,3.8157e-05,3.5209e-05,0.005793,0.0057326,0.0055336,0.0039749,0.0040151,0.0039016,0.00031026,0.00032636,0.00031755
1727.83,,,,0.032233,0.030248,0.029128,0.018721,0.018549,0.017832,3.5902e-05,3.7051e-05,3.413e-05,0.0056691,0.0056068,0.0054119,0.0039141,0.0039518,0.0038397,0.000308,0.00032114,0.00031234
1741.44,,,,0.031631,0.029649,0.028556,0.018499,0.01831,0.017601,3.4676e-05,3.5991e-05,3.309e-05,0.0055484,0.0054844,0.0052936,0.0038544,0.0038897,0.0037789,0.0003145,0.00031595,0.00030724
1755.04,,,,0.031043,0.029065,0.027998,0.018282,0.018076,0.017375,3.4657e-05,3.4965e-05,3.2088e-05,0.005431,0.0053655,0.0051786,0.0037962,0.003829,0.0037196,0.00031941,0.0003108,0.00030225
1768.65,,,,0.030468,0.028495,0.027454,0.018069,0.017845,0.017153,3.5335e-05,3.3966e-05,3.1122e-05,0.0053169,0.0052498,0.0050668,0.0037393,0.0037696,0.0036615,0.00031391,0.00030573,0.00029738
1782.25,,,,0.029907,0.027939,0.026923,0.017859,0.017619,0.016934,3.5877e-05,3.2989e-05,3.0191e-05,0.0052057,0.0051372,0.004958,0.0036837,0.0037115,0.0036048,0.00029895,0.00030081,0.00029261
1795.86,,,,0.029358,0.027396,0.026405,0.017652,0.017396,0.016719,3.556e-05,3.2039e-05,2.9294e-05,0.0050975,0.0050276,0.0048521,0.0036293,0.0036546,0.0035491,0.00028391,0.00029608,0.00028795
1809.46,,,,0.028824,0.026867,0.025901,0.01745,0.017177,0.016509,3.4142e-05,3.112e-05,2.8429e-05,0.0049925,0.0049213,0.0047494,0.0035763,0.0035991,0.003495,0.00027772,0.00029153,0.0002834
1823.07,,,,0.028301,0.02635,0.025408,0.01725,0.016962,0.016301,3.1947e-05,3.0239e-05,2.7594e-05,0.00489,0.0048175,0.0046492,0.0035242,0.0035446,0.0034417,0.00028148,0.00028703,0.00027895
1836.67,,,,0.02779,0.025846,0.024927,0.017054,0.01675,0.016097,2.9651e-05,2.9399e-05,2.6788e-05,0.0047902,0.0047166,0.0045518,0.0034733,0.0034913,0.0033896,0.00028817,0.00028255,0.00027459
1850.28,,,,0.02729,0.025353,0.024458,0.016862,0.016542,0.015897,2.7936e-05,2.8596e-05,2.601e-05,0.0046931,0.0046184,0.004457,0.0034234,0.003439,0.0033387,0.00028829,0.00027811,0.00027033
1863.88,,,,0.026802,0.024872,0.024,0.016672,0.016337,0.0157,2.7204e-05,2.7824e-05,2.526e-05,0.0045984,0.0045227,0.0043646,0.0033744,0.0033879,0.0032888,0.00027823,0.00027378,0.00026616
1877.49,,,,0.026324,0.024402,0.023552,0.016485,0.016135,0.015506,2.7421e-05,2.7074e-05,2.4535e-05,0.0045061,0.0044294,0.0042746,0.0033264,0.0033378,0.0032399,0.0002634,0.0002696,0.00026208
