,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
340.12,,,,,,,1.645,1.6691,1.6893,0.4101,0.41528,0.39204,,,,0.01692,0.017158,0.017439,0.13273,0.13339,0.12342,0.043185,0.043402,0.043405,0.0051313,0.005161,0.0051633
353.73,,,,,,,1.5471,1.5703,1.5887,0.39867,0.40392,0.38184,,,,0.015784,0.015976,0.016231,0.12642,0.12712,0.11795,0.040903,0.041129,0.041148,0.0047436,0.0048531,0.004854
367.33,,,,,,,1.4562,1.4785,1.4954,0.38757,0.3929,0.37189,,,,0.014669,0.014892,0.015122,0.12052,0.12125,0.1128,0.038797,0.039033,0.039064,0.0046638,0.0045687,0.0045722
380.94,,,,,,,1.3717,1.3933,1.4087,0.37683,0.38221,0.36222,0.080194,0.081646,0.081536,0.013694,0.013897,0.014105,0.11501,0.11576,0.10796,0.036853,0.037097,0.037139,0.0042603,0.0043073,0.0043145
394.54,,,,,,,1.2931,1.3139,1.3279,0.36638,0.37181,0.35277,0.078075,0.07954,0.079443,0.012813,0.012982,0.01317,0.10983,0.11061,0.10339,0.035051,0.035303,0.035353,0.0039697,0.0040724,0.0040776
408.15,,,,,,,1.2199,1.2398,1.2525,0.35621,0.3617,0.34354,0.076025,0.077502,0.077417,0.011944,0.012138,0.012309,0.10496,0.10576,0.099071,0.033377,0.033635,0.033692,0.0039286,0.0038523,0.003859
421.75,,,,,,,1.1518,1.171,1.1825,0.34641,0.35193,0.33461,0.074065,0.075554,0.075479,0.011185,0.011365,0.011518,0.1004,0.10122,0.095007,0.031828,0.032092,0.032155,0.0036217,0.0036485,0.003658
435.36,,,,,,,1.0883,1.1068,1.1172,0.33691,0.34247,0.32592,0.072174,0.073674,0.073608,0.010505,0.010651,0.01079,0.09612,0.096948,0.091168,0.030387,0.030655,0.030722,0.0033524,0.0034643,0.0034722
448.96,,,,,,,1.0292,1.047,1.0564,0.32774,0.33332,0.31751,0.070353,0.071863,0.071805,0.0098278,0.0099939,0.010119,0.092095,0.092935,0.087545,0.029043,0.029317,0.029387,0.003337,0.0032923,0.0033002
462.57,,,,,,,0.97426,0.99139,0.99984,0.3189,0.32451,0.30938,0.068608,0.070127,0.070076,0.0092255,0.0093893,0.009502,0.088314,0.089165,0.08413,0.027793,0.028071,0.028144,0.0031462,0.0031309,0.0031413
476.17,,,,,,,0.92292,0.93941,0.94699,0.31035,0.31598,0.30149,0.066921,0.068449,0.068403,0.0087005,0.00883,0.0089314,0.08475,0.085609,0.080899,0.026623,0.026904,0.026979,0.0028718,0.0029843,0.0029938
489.78,,,,,,,0.87498,0.89085,0.89762,0.30209,0.30773,0.29385,0.065293,0.066829,0.066788,0.0081756,0.0083122,0.0084037,0.081388,0.082255,0.07784,0.025526,0.025811,0.025887,0.002836,0.0028487,0.0028569
503.38,,,,,,,0.83012,0.84539,0.85141,0.2941,0.29974,0.28643,0.063721,0.065263,0.065226,0.0076845,0.0078328,0.0079146,0.078211,0.079084,0.074939,0.024497,0.024785,0.024861,0.0027711,0.0027197,0.0027297
516.99,,,,,,,0.78808,0.80277,0.80809,0.28635,0.292,0.27922,0.062198,0.063746,0.063712,0.0072666,0.0073873,0.0074604,0.075202,0.07608,0.072184,0.023528,0.023819,0.023895,0.0025254,0.0026007,0.0026111
530.59,,,,,,,0.74867,0.7628,0.76748,0.27884,0.28449,0.27222,0.060726,0.06228,0.062248,0.0068632,0.0069728,0.0070385,0.072352,0.073233,0.069566,0.022617,0.02291,0.022986,0.0024121,0.0024921,0.0025007
544.2,,,,,,,0.71174,0.72534,0.72941,0.27158,0.27723,0.26544,0.059306,0.060863,0.060833,0.0064607,0.0065877,0.0066463,0.069654,0.070537,0.067079,0.021759,0.022054,0.022129,0.0024273,0.0023889,0.0023976
557.8,,,,,,,0.6771,0.69017,0.69369,0.26456,0.2702,0.25886,0.057933,0.059494,0.059465,0.0061113,0.0062296,0.0062813,0.067094,0.06798,0.064715,0.020949,0.021246,0.021321,0.0022899,0.0022913,0.0023013
571.41,,,,,,,0.64458,0.65715,0.66016,0.25777,0.2634,0.25248,0.056606,0.058171,0.058143,0.0058013,0.0058956,0.0059414,0.064666,0.065553,0.062467,0.020186,0.020484,0.020557,0.0021025,0.002202,0.0022112
585.01,,,,,,,0.61406,0.62616,0.62869,0.25122,0.25684,0.24632,0.055328,0.056894,0.056867,0.0054846,0.0055843,0.0056249,0.062365,0.063253,0.060331,0.019465,0.019765,0.019837,0.0020827,0.002119,0.0021267
598.62,,,,,,,0.58538,0.59701,0.5991,0.24489,0.25048,0.24035,0.054092,0.05566,0.055632,0.0051835,0.0052942,0.0053296,0.06018,0.061066,0.058297,0.018783,0.019085,0.019155,0.00208,0.0020388,0.0020473
612.22,,,,,,,0.55838,0.56956,0.57125,0.23876,0.24434,0.23456,0.052895,0.054465,0.054437,0.0049291,0.0050231,0.0050538,0.058102,0.058987,0.056359,0.018138,0.01844,0.018509,0.0019285,0.0019633,0.0019725
625.83,,,,,,,0.53291,0.54366,0.54497,0.23282,0.23837,0.22893,0.051734,0.053304,0.053275,0.00469,0.004769,0.0047956,0.05612,0.057004,0.054507,0.017524,0.017827,0.017894,0.0018005,0.0018937,0.0019016
639.43,,,,,,,0.50895,0.51929,0.52025,0.22709,0.23263,0.2235,0.050616,0.052187,0.052156,0.0044424,0.0045315,0.0045544,0.054239,0.055121,0.052745,0.016944,0.017248,0.017313,0.0018131,0.0018278,0.0018349
653.04,,,,,,,0.48631,0.49625,0.49688,0.22153,0.22704,0.21822,0.049528,0.051099,0.051067,0.0042146,0.004309,0.0043282,0.052441,0.05332,0.051058,0.016391,0.016695,0.016758,0.0017969,0.0017636,0.0017714
666.64,,,,,,,0.46493,0.47447,0.47481,0.21613,0.22162,0.21309,0.048473,0.050042,0.050009,0.0040225,0.0041001,0.004116,0.050725,0.051601,0.049444,0.015865,0.01617,0.01623,0.0016581,0.001703,0.0017111
680.25,,,,,,,0.44475,0.45392,0.45399,0.21092,0.21637,0.20812,0.047452,0.049021,0.048985,0.0038366,0.0039041,0.0039171,0.049089,0.049962,0.047903,0.015365,0.01567,0.015728,0.0015603,0.001647,0.0016539
693.85,,,,,,,0.42563,0.43444,0.43425,0.20585,0.21127,0.20327,0.046458,0.048025,0.047987,0.0036423,0.0037197,0.00373,0.047521,0.04839,0.046423,0.014887,0.015192,0.015249,0.001579,0.0015931,0.0015993
707.46,,,,,,,0.40758,0.41605,0.41562,0.20094,0.20633,0.19858,0.045496,0.047062,0.047022,0.003466,0.0035467,0.0035544,0.046025,0.04689,0.045009,0.014432,0.014737,0.014792,0.0015682,0.0015407,0.0015474
721.06,,,,,,,0.3905,0.39863,0.39799,0.1962,0.20155,0.19404,0.044564,0.046128,0.046085,0.0033179,0.003384,0.0033893,0.044596,0.045456,0.043655,0.013998,0.014303,0.014356,0.0014513,0.001491,0.001498
734.67,,,,,,,0.37435,0.38215,0.38131,0.1916,0.19692,0.18963,0.043662,0.045224,0.045178,0.0031738,0.0032307,0.003234,0.04323,0.044086,0.04236,0.013585,0.013889,0.01394,0.0013616,0.001445,0.001451
748.27,,,,,,,0.35902,0.36651,0.36548,0.18715,0.19243,0.18535,0.042784,0.044344,0.044296,0.0030212,0.0030861,0.0030875,0.041921,0.042771,0.041116,0.013189,0.013493,0.013542,0.0013755,0.001401,0.0014062
761.88,,,,,,,0.3445,0.35168,0.35049,0.18283,0.18807,0.1812,0.041934,0.043491,0.04344,0.0028804,0.0029499,0.0029494,0.040668,0.041513,0.039923,0.012811,0.013115,0.013161,0.0013829,0.0013579,0.0013634
775.48,,,,,,,0.33071,0.33761,0.33625,0.17865,0.18385,0.17717,0.041108,0.042663,0.042608,0.0027631,0.0028213,0.002819,0.039467,0.040307,0.038779,0.01245,0.012753,0.012797,0.0012944,0.0013167,0.0013227
789.09,,,,,,,0.31763,0.32424,0.32274,0.17459,0.17976,0.17325,0.040306,0.041858,0.0418,0.0026517,0.0026995,0.0026959,0.038316,0.03915,0.03768,0.012103,0.012406,0.012448,0.0012009,0.0012786,0.0012838
802.69,,,,,,,0.30518,0.31152,0.30989,0.17065,0.17577,0.16945,0.039525,0.041074,0.041013,0.0025318,0.0025842,0.0025793,0.03721,0.038037,0.036622,0.011771,0.012073,0.012113,0.0011971,0.0012423,0.0012466
816.3,,,,,,,0.29335,0.29942,0.29767,0.16682,0.1719,0.16574,0.038766,0.040311,0.040247,0.0024161,0.0024753,0.002469,0.036148,0.036969,0.035605,0.011452,0.011754,0.011792,0.0012227,0.0012067,0.0012111
829.9,,,,,,,0.2821,0.28792,0.28606,0.16311,0.16815,0.16215,0.038028,0.03957,0.039502,0.0023194,0.0023721,0.0023646,0.035127,0.035941,0.034627,0.011147,0.011447,0.011483,0.0011729,0.0011723,0.0011772
843.51,,,,,,,0.2714,0.27697,0.27501,0.1595,0.1645,0.15865,0.03731,0.038849,0.038777,0.002233,0.0022743,0.0022657,0.034147,0.034954,0.033685,0.010853,0.011153,0.011187,0.0010789,0.0011401,0.0011447
857.11,,,,,,,0.26121,0.26654,0.26449,0.156,0.16095,0.15525,0.036612,0.038146,0.038071,0.0021405,0.0021814,0.002172,0.033203,0.034004,0.032778,0.010571,0.01087,0.010902,0.0010447,0.00111,0.0011137
870.72,,,,,,,0.2515,0.25661,0.25447,0.1526,0.15751,0.15195,0.035932,0.037463,0.037384,0.002045,0.0020933,0.0020831,0.032296,0.033089,0.031904,0.0103,0.010597,0.010627,0.0010726,0.0010806,0.0010839
884.32,,,,,,,0.24226,0.24714,0.24493,0.1493,0.15416,0.14873,0.035271,0.036798,0.036716,0.0019618,0.0020099,0.0019988,0.031423,0.032209,0.031063,0.010039,0.010336,0.010364,0.001068,0.0010518,0.0010555
897.93,,,,,,,0.23345,0.23812,0.23584,0.1461,0.15091,0.14561,0.034629,0.036152,0.036066,0.0018923,0.0019306,0.0019187,0.030584,0.031362,0.030252,0.0097887,0.010084,0.01011,0.00099418,0.0010243,0.0010282
911.53,,,,,,,0.22505,0.22951,0.22717,0.14299,0.14776,0.14258,0.034005,0.035522,0.035433,0.0018229,0.0018551,0.0018427,0.029776,0.030546,0.029471,0.0095475,0.0098419,0.0098661,0.0009285,0.00099874,0.001002
925.14,,,,,,,0.21703,0.22129,0.21889,0.13997,0.14469,0.13963,0.033396,0.034909,0.034816,0.0017467,0.0017834,0.0017704,0.028997,0.029759,0.028717,0.0093152,0.0096085,0.0096308,0.00093087,0.00097427,0.00097678
938.74,,,,,,,0.20937,0.21344,0.21099,0.13703,0.1417,0.13675,0.032804,0.034311,0.034215,0.0016735,0.0017152,0.0017016,0.028245,0.029,0.027989,0.0090913,0.0093833,0.0094038,0.0009572,0.00095007,0.00095255
952.35,,,,,,,0.20205,0.20593,0.20344,0.13417,0.1388,0.13395,0.032226,0.033728,0.033628,0.0016131,0.0016503,0.0016362,0.02752,0.028267,0.027286,0.0088752,0.009166,0.0091847,0.00092981,0.00092638,0.00092921
965.95,,,,,,,0.19506,0.19876,0.19623,0.1314,0.13598,0.13124,0.031665,0.033162,0.033058,0.0015601,0.0015884,0.0015739,0.026822,0.027561,0.026608,0.0086673,0.0089569,0.0089739,0.0008578,0.00090405,0.00090678
979.56,,,,,,,0.18837,0.19189,0.18933,0.1287,0.13323,0.12859,0.031117,0.032608,0.032501,0.0015031,0.0015294,0.0015145,0.026148,0.026878,0.025952,0.0084664,0.0087547,0.0087699,0.00081701,0.00088305,0.00088511
993.16,,,,,,,0.18197,0.18532,0.18273,0.12607,0.13055,0.126,0.030583,0.032068,0.031957,0.0014415,0.0014731,0.001458,0.025496,0.026218,0.025318,0.0082722,0.0085592,0.0085728,0.00083369,0.00086263,0.00086419
1006.77,,,,,,,0.17584,0.17903,0.17642,0.1235,0.12794,0.12348,0.03006,0.03154,0.031425,0.0013854,0.0014195,0.001404,0.024866,0.02558,0.024704,0.0080844,0.00837,0.0083819,0.0008526,0.00084229,0.00084395
1020.37,,,,,,,0.16999,0.17302,0.17038,0.12102,0.1254,0.12104,0.029554,0.031027,0.030908,0.00134,0.0013685,0.0013527,0.024259,0.024964,0.024112,0.0079034,0.0081877,0.008198,0.00081755,0.00082252,0.00082446
1033.98,,,,,,,0.16438,0.16725,0.1646,0.1186,0.12293,0.11865,0.029058,0.030524,0.030402,0.0012982,0.0013196,0.0013036,0.023671,0.024368,0.023537,0.0077281,0.008011,0.0080197,0.00075376,0.00080384,0.00080558
1047.58,,,,,,,0.159,0.16173,0.15906,0.11624,0.12052,0.11633,0.028574,0.030034,0.029909,0.0012518,0.0012729,0.0012568,0.023102,0.023792,0.022982,0.0075587,0.0078402,0.0078474,0.00072543,0.00078621,0.00078735
1061.19,,,,,,,0.15385,0.15643,0.15376,0.11394,0.11818,0.11406,0.028103,0.029556,0.029427,0.0012022,0.0012284,0.0012121,0.022553,0.023234,0.022444,0.0073948,0.0076749,0.0076805,0.00074481,0.00076897,0.00076971
1074.79,,,,,,,0.1489,0.15135,0.14866,0.11171,0.11589,0.11185,0.027642,0.029088,0.028955,0.0011581,0.0011857,0.0011693,0.02202,0.022693,0.021923,0.0072359,0.0075145,0.0075186,0.00076053,0.00075175,0.00075261
1088.4,,,,,,,0.14418,0.14649,0.1438,0.10954,0.11368,0.10971,0.027195,0.028635,0.028498,0.0011227,0.0011451,0.0011285,0.021507,0.022172,0.02142,0.0070829,0.0073601,0.0073627,0.00072796,0.00073507,0.00073615
1102.0,,,,,,,0.13964,0.14182,0.13912,0.10742,0.11151,0.10761,0.026757,0.028189,0.02805,0.0010897,0.0011061,0.0010895,0.021009,0.021666,0.020932,0.0069342,0.0072099,0.0072111,0.00067141,0.00071928,0.00072018
1115.61,,,,,,,0.13528,0.13733,0.13464,0.10536,0.1094,0.10557,0.026329,0.027755,0.027612,0.0010523,0.0010688,0.0010521,0.020528,0.021176,0.020458,0.0067903,0.0070645,0.0070643,0.00064575,0.00070437,0.00070473
1129.21,,,,,,,0.13109,0.13302,0.13033,0.10335,0.10734,0.10357,0.025912,0.027331,0.027184,0.0010122,0.001033,0.0010163,0.020061,0.020701,0.02,0.0066508,0.0069235,0.006922,0.00066296,0.00068979,0.00068978
1142.82,,,,,,,0.12708,0.12888,0.1262,0.1014,0.10534,0.10163,0.025506,0.026917,0.026767,0.00097639,0.00099883,0.00098202,0.019609,0.020241,0.019555,0.0065158,0.0067871,0.0067842,0.00068101,0.00067527,0.00067533
1156.42,,,,,,,0.1232,0.1249,0.12221,0.099485,0.10337,0.099734,0.025107,0.026511,0.026358,0.00094777,0.00096596,0.0009491,0.01917,0.019794,0.019123,0.0063844,0.0066541,0.0066499,0.0006578,0.00066101,0.00066128
1170.03,,,,,,,0.11948,0.12107,0.11839,0.097623,0.10146,0.097883,0.024717,0.026114,0.025957,0.00092175,0.00093442,0.00091759,0.018744,0.01936,0.018703,0.006257,0.0065252,0.0065197,0.00060751,0.00064751,0.00064769
1183.63,,,,,,,0.11591,0.11739,0.11472,0.095809,0.0996,0.096076,0.024336,0.025726,0.025566,0.00089226,0.00090415,0.00088739,0.018332,0.01894,0.018297,0.0061334,0.0064,0.0063933,0.00057794,0.0006348,0.00063453
1197.24,,,,,,,0.11247,0.11384,0.11119,0.09404,0.097781,0.094314,0.023964,0.025347,0.025184,0.00085957,0.00087511,0.0008584,0.017932,0.018532,0.017902,0.0060135,0.0062785,0.0062705,0.00058844,0.00062244,0.00062178
1210.84,,,,,,,0.10917,0.11044,0.1078,0.092316,0.096009,0.092595,0.023601,0.024976,0.02481,0.00082943,0.00084732,0.00083063,0.017544,0.018136,0.017518,0.005897,0.0061605,0.0061514,0.00061014,0.00061011,0.00060943
1224.45,,,,,,,0.10599,0.10716,0.10453,0.090632,0.094275,0.090914,0.023245,0.024612,0.024443,0.0008054,0.00082059,0.00080392,0.017167,0.017751,0.017146,0.0057838,0.0060457,0.0060354,0.00060103,0.00059791,0.00059744
1238.05,,,,,,,0.10292,0.104,0.10139,0.088989,0.092584,0.089273,0.022897,0.024257,0.024085,0.00078484,0.00079489,0.00077829,0.016801,0.017377,0.016783,0.0056738,0.0059341,0.0059226,0.00055906,0.00058625,0.00058581
1251.66,,,,,,,0.099973,0.10096,0.098363,0.087387,0.090933,0.087672,0.022557,0.023909,0.023734,0.00076225,0.00077017,0.00075368,0.016446,0.017014,0.016432,0.0055669,0.0058256,0.005813,0.0005228,0.00057528,0.00057453
1265.26,,,,,,,0.097132,0.09803,0.095451,0.085826,0.089323,0.086109,0.022224,0.023569,0.023391,0.00073606,0.00074641,0.00073005,0.016101,0.016661,0.01609,0.0054631,0.0057202,0.0057064,0.0005212,0.00056475,0.00056359
1278.87,,,,,,,0.094397,0.095209,0.092648,0.084303,0.087752,0.084584,0.021899,0.023236,0.023055,0.0007102,0.00072363,0.00070735,0.015766,0.016319,0.015758,0.0053622,0.0056176,0.0056028,0.00054276,0.00055429,0.00055297
1292.47,,,,,,,0.091756,0.092486,0.089944,0.082816,0.086216,0.083094,0.021581,0.022911,0.022727,0.00068896,0.00070171,0.00068549,0.015441,0.015986,0.015435,0.0052641,0.0055179,0.005502,0.00054972,0.00054383,0.00054266
1306.08,,,,,,,0.08921,0.089859,0.087337,0.081363,0.084716,0.081637,0.02127,0.022591,0.022405,0.00067206,0.0006806,0.00066448,0.015124,0.015662,0.015121,0.0051686,0.0054207,0.0054039,0.00052223,0.00053366,0.00053263
1319.68,,,,,,,0.086755,0.087327,0.084825,0.079945,0.08325,0.080214,0.020965,0.022279,0.02209,0.00065515,0.00066025,0.00064427,0.014817,0.015347,0.014815,0.0050756,0.0053261,0.0053082,0.00048241,0.00052405,0.00052287
1333.29,,,,,,,0.084387,0.084884,0.082403,0.078561,0.081818,0.078823,0.020667,0.021973,0.021781,0.000635,0.00064065,0.00062483,0.014518,0.01504,0.014517,0.0049851,0.005234,0.0052151,0.00046473,0.00051492,0.00051338
1346.89,,,,,,,0.082102,0.082526,0.080067,0.07721,0.08042,0.077465,0.020375,0.021674,0.021479,0.00061305,0.0006218,0.00060612,0.014228,0.014742,0.014228,0.0048971,0.0051444,0.0051246,0.00047742,0.00050598,0.00050416
1360.5,,,,,,,0.079895,0.080249,0.077812,0.07589,0.079053,0.076137,0.020089,0.02138,0.021182,0.00059347,0.00060368,0.0005881,0.013945,0.014452,0.013947,0.0048114,0.005057,0.0050362,0.00049603,0.00049699,0.00049517
1374.1,,,,,,,0.077764,0.078049,0.075635,0.0746,0.077716,0.074838,0.019809,0.021092,0.020892,0.00057829,0.0005862,0.00057074,0.01367,0.014169,0.013672,0.0047278,0.0049718,0.0049501,0.00048969,0.00048807,0.00048642
1387.71,,,,,,,0.075705,0.075924,0.073533,0.073338,0.076408,0.073567,0.019535,0.02081,0.020607,0.00056531,0.00056934,0.00055402,0.013402,0.013894,0.013405,0.0046464,0.0048887,0.0048661,0.00045672,0.00047949,0.00047788
1401.31,,,,,,,0.073716,0.073872,0.071505,0.072105,0.075129,0.072324,0.019266,0.020533,0.020328,0.00055072,0.00055306,0.00053791,0.013141,0.013626,0.013144,0.0045669,0.0048076,0.0047842,0.00042538,0.00047138,0.00046954
1414.92,,,,,,,0.071796,0.07189,0.069546,0.0709,0.073877,0.071108,0.019002,0.020261,0.020054,0.00053327,0.00053737,0.00052239,0.012887,0.013364,0.012891,0.0044895,0.0047284,0.0047042,0.00041993,0.00046359,0.00046142
1428.52,,,,,,,0.06994,0.069974,0.067655,0.069726,0.072657,0.069922,0.018745,0.019996,0.019786,0.00051549,0.00052227,0.00050743,0.01264,0.01311,0.012644,0.0044142,0.0046516,0.0046265,0.00043702,0.00045587,0.00045352
1442.13,,,,,,,0.068145,0.068122,0.065827,0.068576,0.071462,0.06876,0.018493,0.019735,0.019523,0.00050069,0.00050771,0.000493,0.0124,0.012863,0.012403,0.0043407,0.0045764,0.0045505,0.00045018,0.00044808,0.0004458
1455.73,,,,,,,0.066409,0.06633,0.06406,0.067452,0.070292,0.067624,0.018245,0.01948,0.019265,0.00048941,0.00049365,0.00047908,0.012165,0.012621,0.012169,0.004269,0.004503,0.0044763,0.00043721,0.00044041,0.00043827
1469.34,,,,,,,0.064729,0.064596,0.062352,0.066352,0.069148,0.066511,0.018002,0.019229,0.019012,0.00047901,0.00048005,0.00046565,0.011937,0.012386,0.01194,0.004199,0.0044314,0.0044039,0.00040506,0.00043307,0.00043092
1482.94,,,,,,,0.063104,0.062919,0.060699,0.065275,0.068025,0.06542,0.017764,0.018982,0.018763,0.00046656,0.0004669,0.00045268,0.011714,0.012156,0.011716,0.0041305,0.0043612,0.004333,0.00038047,0.00042612,0.00042373
1496.55,,,,,,,0.061533,0.061298,0.059104,0.064229,0.066935,0.06436,0.017532,0.018742,0.018521,0.00045187,0.00045423,0.00044018,0.011498,0.011933,0.0115,0.0040642,0.0042933,0.0042644,0.00038058,0.00041944,0.00041676
1510.15,,,,,,,0.060012,0.059728,0.057559,0.0632,0.065862,0.063317,0.017304,0.018505,0.018282,0.00043746,0.00044199,0.0004281,0.011287,0.011715,0.011288,0.0039992,0.0042266,0.0041969,0.00039791,0.00041272,0.00040992
1523.76,,,,,,,0.058538,0.058207,0.056064,0.062195,0.064813,0.062298,0.01708,0.018273,0.018048,0.00042588,0.00043018,0.00041643,0.011081,0.011502,0.011081,0.0039357,0.0041615,0.0041311,0.00040822,0.00040598,0.00040326
1537.36,,,,,,,0.057111,0.056734,0.054617,0.061212,0.063787,0.0613,0.01686,0.018045,0.017818,0.0004171,0.00041875,0.00040514,0.01088,0.011294,0.010879,0.0038738,0.0040979,0.0040669,0.0003944,0.00039935,0.00039675
1550.97,,,,,,,0.055727,0.055306,0.053215,0.060249,0.06278,0.060321,0.016645,0.017822,0.017592,0.00040868,0.00040766,0.00039423,0.010684,0.011092,0.010682,0.0038132,0.0040357,0.004004,0.00036507,0.00039301,0.00039039
1564.57,,,,,,,0.054385,0.053922,0.051856,0.059304,0.061792,0.059361,0.016433,0.017601,0.017369,0.00039829,0.00039692,0.00038367,0.010492,0.010893,0.010489,0.0037539,0.0039747,0.0039424,0.00034382,0.000387,0.00038416
1578.18,,,,,,,0.053089,0.052585,0.050545,0.058387,0.060833,0.058428,0.016227,0.017387,0.017153,0.00038604,0.00038657,0.0003735,0.010307,0.010701,0.010302,0.0036965,0.0039156,0.0038827,0.00034477,0.00038122,0.00037814
1591.78,,,,,,,0.051831,0.051287,0.049273,0.057484,0.059888,0.057509,0.016024,0.017175,0.016939,0.00037411,0.00037655,0.00036364,0.010125,0.010513,0.010119,0.00364,0.0038575,0.0038239,0.00036105,0.00037541,0.00037221
1605.39,,,,,,,0.05061,0.050029,0.04804,0.056601,0.058963,0.05661,0.015824,0.016967,0.01673,0.00036464,0.00036687,0.0003541,0.0099471,0.010329,0.00994,0.0035848,0.0038006,0.0037665,0.00037146,0.00036955,0.00036643
1618.99,,,,,,,0.049427,0.048808,0.046845,0.055737,0.058057,0.055729,0.015629,0.016763,0.016524,0.00035758,0.00035749,0.00034487,0.0097739,0.010149,0.0097653,0.0035309,0.0037451,0.0037103,0.00036041,0.00036379,0.00036079
1632.6,,,,,,,0.048277,0.047623,0.045686,0.05489,0.057168,0.054865,0.015437,0.016562,0.016321,0.00035088,0.00034837,0.00033593,0.0096046,0.0099731,0.0095945,0.0034782,0.0036907,0.0036554,0.00033415,0.00035827,0.00035527
