,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
843.51,,,,0.035048,0.035833,0.034521,0.026475,0.027453,0.02653,0.00029241,0.00027858,0.0002695,0.0024647,0.0025458,0.0024621
857.11,,,,0.033506,0.034276,0.032987,0.025694,0.02666,0.025761,0.00026634,0.00026559,0.00025693,0.0023862,0.0024631,0.002382
870.72,,,,0.032051,0.032805,0.031539,0.024944,0.025898,0.025021,0.00023073,0.00025369,0.00024509,0.0023076,0.0023841,0.0023054
884.32,,,,0.030678,0.031415,0.030171,0.024223,0.025165,0.02431,0.00022477,0.00024265,0.00023393,0.0022298,0.0023085,0.0022321
897.93,,,,0.029386,0.030101,0.028878,0.02353,0.024462,0.023627,0.00023864,0.00023197,0.00022341,0.002157,0.0022363,0.0021621
911.53,,,,0.02817,0.028857,0.027654,0.022864,0.023785,0.022969,0.00023294,0.00022162,0.00021346,0.0020909,0.0021672,0.0020949
925.14,,,,0.027027,0.027678,0.026496,0.022224,0.023133,0.022336,0.0002024,0.00021198,0.00020407,0.0020288,0.0021009,0.0020306
938.74,,,,0.025953,0.026561,0.0254,0.021609,0.022505,0.021726,0.00018178,0.00020315,0.0001952,0.0019669,0.0020373,0.0019689
952.35,,,,0.024943,0.025502,0.024361,0.021017,0.021901,0.021138,0.00018802,0.00019477,0.00018681,0.0019047,0.0019764,0.0019097
965.95,,,,0.023993,0.024496,0.023376,0.02045,0.02132,0.020574,0.00019806,0.00018658,0.00017887,0.0018451,0.0019181,0.001853
979.56,,,,0.023096,0.02354,0.02244,0.019904,0.02076,0.020029,0.00018479,0.00017871,0.00017135,0.0017907,0.0018621,0.0017985
993.16,,,,0.022248,0.022631,0.021552,0.019379,0.02022,0.019503,0.00015849,0.00017144,0.00016422,0.0017408,0.0018083,0.0017463
1006.77,,,,0.021444,0.021766,0.020708,0.018874,0.019699,0.018996,0.00014798,0.00016474,0.00015747,0.0016924,0.0017566,0.001696
1020.37,,,,0.020679,0.020943,0.019905,0.018389,0.019197,0.018509,0.00015763,0.00015829,0.00015108,0.0016433,0.001707,0.0016478
1033.98,,,,0.019949,0.020158,0.019142,0.017921,0.018713,0.018037,0.00016398,0.00015195,0.00014501,0.0015943,0.0016593,0.0016014
1047.58,,,,0.01925,0.01941,0.018414,0.01747,0.018245,0.017582,0.00014954,0.00014589,0.00013925,0.0015483,0.0016135,0.0015569
1061.19,,,,0.018578,0.018697,0.017722,0.017035,0.017793,0.017143,0.00012808,0.00014032,0.00013378,0.0015065,0.0015694,0.001514
1074.79,,,,0.017932,0.018016,0.017061,0.016614,0.017356,0.016717,0.00012195,0.00013515,0.00012858,0.0014676,0.0015269,0.0014726
1088.4,,,,0.017311,0.017367,0.016433,0.016209,0.016935,0.016307,0.00013156,0.00013014,0.00012365,0.0014292,0.0014862,0.001433
1102.0,,,,0.016712,0.016747,0.015833,0.015815,0.016527,0.01591,0.00013682,0.0001252,0.00011895,0.0013897,0.0014468,0.0013947
1115.61,,,,0.016134,0.016155,0.01526,0.015435,0.016132,0.015526,0.00012442,0.00012048,0.00011449,0.0013506,0.0014089,0.0013578
1129.21,,,,0.015578,0.015589,0.014714,0.015067,0.01575,0.015154,0.00010619,0.00011613,0.00011024,0.0013142,0.0013724,0.0013223
1142.82,,,,0.015043,0.01505,0.014193,0.01471,0.01538,0.014795,0.00010056,0.0001121,0.0001062,0.0012812,0.0013373,0.0012881
1156.42,,,,0.014528,0.014532,0.013693,0.014364,0.015022,0.014446,0.00010882,0.00010819,0.00010234,0.0012504,0.0013033,0.0012551
1170.03,,,,0.014035,0.014038,0.013217,0.014029,0.014675,0.014109,0.00011505,0.00010431,9.867e-05,0.0012196,0.0012705,0.0012232
1183.63,,,,0.013563,0.013566,0.012761,0.013704,0.014339,0.013782,0.00010651,0.00010057,9.5166e-05,0.001188,0.0012389,0.0011924
1197.24,,,,0.013112,0.013113,0.012325,0.013389,0.014014,0.013465,9.0578e-05,9.7105e-05,9.1819e-05,0.0011565,0.0012084,0.0011628
1210.84,,,,0.012684,0.01268,0.011909,0.013085,0.013699,0.013159,8.3259e-05,9.3909e-05,8.8628e-05,0.001127,0.001179,0.0011342
1224.45,,,,0.012275,0.012265,0.011509,0.012789,0.013393,0.012861,8.8999e-05,9.0818e-05,8.5571e-05,0.0011004,0.0011506,0.0011065
1238.05,,,,0.011887,0.011866,0.011126,0.012503,0.013097,0.012573,9.6783e-05,8.7742e-05,8.2649e-05,0.0010757,0.0011232,0.0010798
1251.66,,,,0.011518,0.011485,0.010759,0.012226,0.012809,0.012294,9.3362e-05,8.4733e-05,7.9853e-05,0.0010513,0.0010966,0.001054
1265.26,,,,0.011168,0.011118,0.010408,0.011958,0.012531,0.012023,8.0142e-05,8.1909e-05,7.7174e-05,0.001026,0.0010709,0.001029
1278.87,,,,0.010837,0.010767,0.010071,0.011699,0.012261,0.01176,7.0277e-05,7.9312e-05,7.461e-05,0.0010005,0.0010461,0.0010048
1292.47,,,,0.010521,0.010428,0.0097467,0.011448,0.011998,0.011505,7.1863e-05,7.6836e-05,7.2147e-05,0.00097612,0.0010221,0.00098147
1306.08,,,,0.01022,0.010103,0.0094359,0.011205,0.011744,0.011257,7.9889e-05,7.438e-05,6.9786e-05,0.00095405,0.0009988,0.00095882
1319.68,,,,0.0099336,0.0097911,0.0091376,0.010969,0.011496,0.011016,8.2049e-05,7.1936e-05,6.7521e-05,0.00093397,0.00097625,0.00093688
1333.29,,,,0.0096591,0.0094907,0.0088511,0.010741,0.011256,0.010783,7.3376e-05,6.9594e-05,6.5346e-05,0.00091451,0.00095438,0.00091563
1346.89,,,,0.009396,0.009202,0.0085762,0.01052,0.011022,0.010556,6.2008e-05,6.7432e-05,6.3259e-05,0.00089446,0.00093318,0.00089503
1360.5,,,,0.0091419,0.0089236,0.0083114,0.010306,0.010796,0.010335,5.8248e-05,6.5411e-05,6.1251e-05,0.00087365,0.00091262,0.00087505
1374.1,,,,0.0088965,0.0086557,0.008057,0.010098,0.010575,0.010121,6.3598e-05,6.3442e-05,5.9321e-05,0.00085314,0.00089267,0.00085566
1387.71,,,,0.0086586,0.0083977,0.0078123,0.0098956,0.01036,0.0099121,6.9812e-05,6.1465e-05,5.7467e-05,0.00083413,0.00087331,0.00083683
1401.31,,,,0.0084274,0.0081494,0.0075771,0.0096991,0.010151,0.0097091,6.7751e-05,5.9519e-05,5.5684e-05,0.00081703,0.0008545,0.00081855
1414.92,,,,0.0082021,0.00791,0.0073507,0.0095081,0.0099476,0.0095116,5.8144e-05,5.7685e-05,5.3969e-05,0.0008011,0.00083623,0.0008008
1428.52,,,,0.0079824,0.0076796,0.007133,0.0093228,0.0097502,0.00932,4.9944e-05,5.5995e-05,5.2321e-05,0.00078516,0.0008185,0.00078359
1442.13,,,,0.0077675,0.0074573,0.0069232,0.0091421,0.0095578,0.0091333,4.9781e-05,5.4395e-05,5.0733e-05,0.00076841,0.00080125,0.00076686
1455.73,,,,0.0075577,0.0072429,0.0067211,0.0089661,0.0093705,0.0089516,5.594e-05,5.2809e-05,4.9204e-05,0.00075119,0.0007845,0.0007506
1469.34,,,,0.0073527,0.0070363,0.0065264,0.0087946,0.009188,0.0087746,6.0168e-05,5.1214e-05,4.7733e-05,0.00073452,0.00076821,0.00073479
1482.94,,,,0.0071529,0.0068371,0.0063388,0.008627,0.0090101,0.0086021,5.6386e-05,4.9658e-05,4.6317e-05,0.00071928,0.00075237,0.00071939
1496.55,,,,0.0069584,0.006645,0.006158,0.0084647,0.0088378,0.0084351,4.7574e-05,4.8203e-05,4.4953e-05,0.00070566,0.00073704,0.00070451
1510.15,,,,0.0067693,0.0064595,0.0059836,0.0083057,0.0086693,0.0082718,4.1572e-05,4.6859e-05,4.364e-05,0.00069273,0.00072206,0.00068999
1523.76,,,,0.0065859,0.0062805,0.0058153,0.0081508,0.0085053,0.0081129,4.2776e-05,4.5576e-05,4.2373e-05,0.00067956,0.0007075,0.00067588
1537.36,,,,0.0064084,0.0061076,0.0056529,0.0079997,0.0083455,0.0079581,4.8584e-05,4.4295e-05,4.1153e-05,0.00066567,0.00069334,0.00066215
1550.97,0.031015,0.029904,0.029719,0.0062373,0.0059407,0.0054962,0.0078523,0.0081897,0.0078071,5.1741e-05,4.3005e-05,3.9977e-05,0.00065142,0.00067955,0.00064879
1564.57,0.030646,0.029547,0.02937,0.0060727,0.0057795,0.0053449,0.0077081,0.0080373,0.0076596,4.7836e-05,4.1751e-05,3.8843e-05,0.00063769,0.00066611,0.00063576
1578.18,0.030286,0.029199,0.02903,0.0059148,0.0056239,0.0051989,0.0075687,0.00789,0.007517,4.0065e-05,4.0582e-05,3.7751e-05,0.00062532,0.00065313,0.00062317
1591.78,0.029929,0.028854,0.028692,0.0057636,0.0054734,0.0050578,0.0074321,0.0077456,0.0073772,3.5028e-05,3.9502e-05,3.6697e-05,0.00061418,0.00064043,0.00061086
1605.39,0.029578,0.028515,0.02836,0.0056189,0.0053279,0.0049215,0.0072991,0.0076048,0.007241,3.6233e-05,3.847e-05,3.568e-05,0.00060368,0.00062807,0.00059888
1618.99,0.029232,0.028181,0.028034,0.0054808,0.0051871,0.0047897,0.0071695,0.0074675,0.0071081,4.1458e-05,3.7436e-05,3.4699e-05,0.00059295,0.00061601,0.00058722
1632.6,0.028891,0.027851,0.027711,0.0053489,0.0050509,0.0046622,0.0070432,0.0073333,0.0069784,4.4567e-05,3.6392e-05,3.3752e-05,0.00058155,0.00060426,0.00057586
1646.2,0.028557,0.027529,0.027396,0.0052235,0.0049194,0.0045394,0.0069208,0.007203,0.0068524,4.1582e-05,3.5375e-05,3.284e-05,0.00056982,0.00059287,0.00056484
1659.81,0.028225,0.027208,0.027082,0.0051033,0.0047918,0.0044202,0.0068008,0.007075,0.0067286,3.4851e-05,3.4421e-05,3.1958e-05,0.00055838,0.00058171,0.00055404
1673.41,0.027898,0.026893,0.026773,0.0049886,0.0046684,0.0043051,0.0066842,0.0069502,0.006608,2.9953e-05,3.3542e-05,3.1106e-05,0.00054796,0.00057086,0.00054353
1687.02,0.027577,0.026583,0.02647,0.0048786,0.0045488,0.0041937,0.0065708,0.0068285,0.0064904,3.0333e-05,3.2707e-05,3.0284e-05,0.00053869,0.00056029,0.00053331
1700.62,0.02726,0.026278,0.026171,0.0047729,0.0044329,0.0040859,0.0064604,0.0067096,0.0063756,3.4833e-05,3.1873e-05,2.9488e-05,0.00053009,0.00054998,0.00052334
1714.23,0.026948,0.025977,0.025877,0.0046708,0.0043204,0.0039814,0.0063528,0.0065934,0.0062634,3.849e-05,3.1025e-05,2.8719e-05,0.0005214,0.00053991,0.00051363
1727.83,0.026642,0.025682,0.025588,0.0045727,0.0042119,0.0038808,0.0062484,0.0064802,0.0061542,3.7102e-05,3.019e-05,2.7978e-05,0.00051219,0.00053013,0.00050418
1741.44,0.026338,0.02539,0.025301,0.0044768,0.0041063,0.0037829,0.0061462,0.0063693,0.0060472,3.155e-05,2.9398e-05,2.7259e-05,0.00050245,0.00052055,0.00049494
1755.04,0.026039,0.025102,0.025019,0.0043835,0.0040039,0.0036882,0.0060466,0.0062609,0.0059426,2.6389e-05,2.8669e-05,2.6564e-05,0.00049278,0.00051122,0.00048594
1768.65,0.025745,0.024819,0.024742,0.0042922,0.0039046,0.0035965,0.0059495,0.006155,0.0058406,2.5332e-05,2.7984e-05,2.5891e-05,0.0004838,0.00050213,0.00047716
1782.25,0.025455,0.02454,0.024469,0.0042025,0.0038083,0.0035076,0.0058549,0.0060515,0.005741,2.862e-05,2.7308e-05,2.524e-05,0.00047583,0.00049326,0.0004686
1795.86,0.02517,0.024265,0.0242,0.004114,0.0037146,0.0034213,0.0057625,0.0059505,0.0056436,3.2773e-05,2.6618e-05,2.4608e-05,0.00046864,0.00048461,0.00046025
1809.46,0.024889,0.023995,0.023935,0.0040274,0.0036243,0.0033381,0.0056723,0.0058517,0.0055486,3.3391e-05,2.5928e-05,2.3999e-05,0.00046165,0.00047616,0.00045211
1823.07,0.024611,0.023729,0.023673,0.0039412,0.0035361,0.003257,0.0055839,0.005755,0.0054555,2.9503e-05,2.526e-05,2.3405e-05,0.00045428,0.0004679,0.00044416
1836.67,0.024338,0.023466,0.023415,0.0038562,0.0034506,0.0031784,0.0054974,0.0056604,0.0053646,2.4258e-05,2.4642e-05,2.2831e-05,0.00044636,0.00045983,0.00043639
1850.28,0.024068,0.023206,0.023161,0.0037722,0.0033677,0.0031023,0.0054128,0.0055679,0.0052756,2.1504e-05,2.4069e-05,2.2274e-05,0.00043819,0.00045194,0.00042881
1863.88,0.023802,0.022951,0.022911,0.0036892,0.0032871,0.0030284,0.0053299,0.0054774,0.0051887,2.2879e-05,2.3516e-05,2.1734e-05,0.00043032,0.00044426,0.0004214
1877.49,0.02354,0.0227,0.022664,0.0036073,0.0032089,0.0029566,0.0052487,0.0053889,0.0051037,2.6792e-05,2.2955e-05,2.1209e-05,0.0004232,0.00043675,0.00041418
1891.09,0.023282,0.022452,0.022422,0.0035271,0.0031332,0.0028873,0.0051692,0.0053024,0.0050206,2.9367e-05,2.2386e-05,2.0702e-05,0.00041692,0.00042942,0.00040712
1904.7,0.023028,0.022208,0.022182,0.0034479,0.0030594,0.0028196,0.0050912,0.0052176,0.0049393,2.7894e-05,2.182e-05,2.0207e-05,0.00041113,0.00042224,0.00040022
1918.3,0.022776,0.021968,0.021946,0.0033704,0.0029877,0.002754,0.0050147,0.0051347,0.0048597,2.3449e-05,2.1286e-05,1.9728e-05,0.00040529,0.00041521,0.00039347
1931.91,0.022529,0.02173,0.021712,0.0032948,0.0029182,0.0026903,0.0049396,0.0050534,0.0047818,1.9403e-05,2.0795e-05,1.9262e-05,0.00039902,0.00040833,0.00038687
1945.51,0.022284,0.021495,0.021482,0.0032213,0.0028507,0.0026285,0.0048659,0.0049738,0.0047055,1.8424e-05,2.0333e-05,1.881e-05,0.00039227,0.0004016,0.00038041
1959.12,0.022043,0.021264,0.021255,0.0031499,0.0027851,0.0025684,0.0047937,0.0048958,0.0046308,2.0867e-05,1.9877e-05,1.8371e-05,0.00038539,0.00039502,0.0003741
1972.72,0.021806,0.021038,0.021033,0.0030809,0.0027215,0.0025102,0.0047232,0.0048197,0.0045579,2.4429e-05,1.9412e-05,1.7946e-05,0.00037889,0.0003886,0.00036794
1986.33,0.021571,0.020813,0.020812,0.0030142,0.0026595,0.0024534,0.0046539,0.004745,0.0044864,2.5704e-05,1.8938e-05,1.7531e-05,0.00037305,0.00038231,0.0003619
1999.93,0.02134,0.020592,0.020595,0.00295,0.0025992,0.0023983,0.0045861,0.0046719,0.0044164,2.3349e-05,1.8475e-05,1.7128e-05,0.0003679,0.00037616,0.000356
2013.54,0.021112,0.020373,0.02038,0.0028883,0.0025407,0.0023447,0.0045196,0.0046002,0.0043478,1.9187e-05,1.8043e-05,1.6736e-05,0.0003631,0.00037012,0.00035022
2027.14,0.020887,0.020158,0.020168,0.0028293,0.0024837,0.0022927,0.0044545,0.0045299,0.0042806,1.6155e-05,1.7645e-05,1.6356e-05,0.00035819,0.00036421,0.00034456
2040.75,0.020664,0.019945,0.019959,0.0027728,0.0024284,0.0022421,0.0043908,0.004461,0.0042147,1.609e-05,1.7267e-05,1.5986e-05,0.00035285,0.00035841,0.00033901
2054.35,0.020444,0.019734,0.019752,0.0027187,0.0023745,0.0021929,0.0043282,0.0043933,0.00415,1.8773e-05,1.6889e-05,1.5627e-05,0.0003471,0.00035272,0.00033357
2067.96,0.02023,0.01953,0.019551,0.002667,0.0023221,0.0021451,0.0042678,0.0043277,0.0040873,2.1834e-05,1.6502e-05,1.5278e-05,0.00034129,0.00034721,0.0003283
2081.56,0.020017,0.019326,0.019351,0.0026175,0.002271,0.0020985,0.0042083,0.0042629,0.0040255,2.2448e-05,1.6109e-05,1.4938e-05,0.00033576,0.00034178,0.00032311
2095.17,0.019807,0.019126,0.019153,0.0025699,0.0022213,0.0020532,0.0041502,0.0041995,0.0039649,1.9951e-05,1.5729e-05,1.4608e-05,0.00033083,0.00033647,0.00031803
2108.77,0.0196,0.018928,0.018959,0.0025242,0.0021728,0.0020091,0.0040934,0.0041373,0.0039056,1.6226e-05,1.5375e-05,1.4286e-05,0.00032651,0.00033126,0.00031305
2122.38,0.019395,0.018732,0.018766,0.0024802,0.0021256,0.0019661,0.0040379,0.0040762,0.0038473,1.3743e-05,1.5048e-05,1.3974e-05,0.00032251,0.00032615,0.00030817
2135.98,0.019192,0.018538,0.018575,0.0024376,0.0020796,0.0019244,0.0039834,0.0040161,0.0037901,1.3923e-05,1.4737e-05,1.367e-05,0.00031844,0.00032113,0.00030337
2149.59,0.018995,0.018351,0.018391,0.0023963,0.0020349,0.0018838,0.0039309,0.0039581,0.0037348,1.6446e-05,1.4426e-05,1.3374e-05,0.00031407,0.00031627,0.00029874
2163.19,0.018798,0.018163,0.018205,0.0023559,0.0019912,0.0018442,0.0038788,0.0039003,0.0036797,1.9194e-05,1.4104e-05,1.3087e-05,0.00030925,0.00031144,0.00029414
2176.8,0.018604,0.017978,0.018023,0.0023164,0.0019486,0.0018056,0.003828,0.0038438,0.003626,1.9735e-05,1.3779e-05,1.2807e-05,0.00030429,0.00030673,0.00028965
2190.4,0.018413,0.017795,0.017844,0.0022774,0.0019071,0.001768,0.0037784,0.0037885,0.0035734,1.7533e-05,1.3463e-05,1.2535e-05,0.00029953,0.00030212,0.00028526
2204.01,0.018224,0.017615,0.017667,0.002239,0.0018665,0.0017314,0.0037297,0.0037342,0.0035217,1.4218e-05,1.3169e-05,1.2269e-05,0.00029526,0.0002976,0.00028095
2217.61,0.018037,0.017438,0.017491,0.0022008,0.001827,0.0016958,0.003682,0.0036808,0.003471,1.1917e-05,1.2898e-05,1.2011e-05,0.00029153,0.00029317,0.00027673
2231.22,0.017852,0.017261,0.017317,0.0021629,0.0017884,0.001661,0.003635,0.0036282,0.0034211,1.1909e-05,1.2641e-05,1.176e-05,0.00028815,0.0002888,0.00027257
2244.82,0.017673,0.01709,0.017149,0.0021253,0.001751,0.0016272,0.0035896,0.0035774,0.0033728,1.4069e-05,1.2385e-05,1.1517e-05,0.00028486,0.00028458,0.00026856
2258.43,0.017493,0.016919,0.01698,0.0020876,0.0017143,0.0015943,0.0035444,0.0035268,0.0033248,1.6687e-05,1.2119e-05,1.1279e-05,0.00028125,0.00028038,0.00026457
2272.03,0.017316,0.01675,0.016814,0.0020501,0.0016786,0.0015621,0.0035002,0.0034773,0.0032779,1.7554e-05,1.1849e-05,1.1047e-05,0.00027728,0.00027628,0.00026068
2285.64,0.017141,0.016584,0.01665,0.0020126,0.0016438,0.0015308,0.0034567,0.0034287,0.0032318,1.5908e-05,1.1585e-05,1.0822e-05,0.00027306,0.00027226,0.00025686
2299.24,0.016969,0.01642,0.016488,0.0019752,0.0016097,0.0015002,0.0034139,0.003381,0.0031867,1.2962e-05,1.1337e-05,1.0602e-05,0.00026889,0.00026832,0.00025312
2312.85,0.016799,0.016258,0.016328,0.0019379,0.0015765,0.0014703,0.0033718,0.0033341,0.0031423,1.0584e-05,1.1109e-05,1.0388e-05,0.00026504,0.00026445,0.00024945
2326.45,0.016629,0.016096,0.016169,0.0019007,0.001544,0.0014411,0.0033299,0.0032877,0.0030984,1.0065e-05,1.0895e-05,1.0178e-05,0.00026165,0.00026063,0.00024582
