,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s,4s,4s,4s
4122.31,0.0098141,0.0097445,0.0098311,0.0020358,0.0018637,0.0019959,0.0035746,0.0029148,0.0029497,0.00030152,0.00028248,0.0002864,0.00053934,0.00047527,0.00047441,3.5022e-05,3.714e-05,3.702e-05
4135.92,0.0097686,0.0096999,0.0097865,0.00201,0.0018432,0.0019753,0.0035481,0.002892,0.0029283,0.00029797,0.00027932,0.00028331,0.00053521,0.00047137,0.00047071,3.5607e-05,3.6854e-05,3.6727e-05
4149.52,0.0097232,0.0096555,0.0097421,0.0019846,0.0018229,0.0019548,0.0035219,0.0028694,0.0029071,0.00029446,0.0002762,0.00028025,0.00053112,0.00046751,0.00046703,3.849e-05,3.6563e-05,3.6437e-05
4163.13,0.0096775,0.0096108,0.0096974,0.0019593,0.0018029,0.0019346,0.0034956,0.0028468,0.0028859,0.00029098,0.00027311,0.00027722,0.00052704,0.00046367,0.00046337,4.2549e-05,3.6262e-05,3.6148e-05
4176.73,0.0096308,0.009565,0.0096517,0.0019344,0.0017831,0.0019145,0.003469,0.0028241,0.0028646,0.00028754,0.00027005,0.00027422,0.00052292,0.0004598,0.00045968,4.6061e-05,3.5946e-05,3.5857e-05
4190.34,0.0095904,0.0095255,0.0096122,0.0019109,0.0017645,0.0018959,0.0034449,0.0028034,0.0028452,0.0002843,0.00026719,0.00027142,0.00051917,0.00045626,0.00045632,4.7394e-05,3.5648e-05,3.5592e-05
4203.94,0.0095448,0.0094809,0.0095676,0.0018867,0.0017453,0.0018764,0.0034189,0.0027813,0.0028244,0.00028096,0.00026423,0.00026852,0.00051514,0.0004525,0.00045274,4.5764e-05,3.5332e-05,3.531e-05
4217.55,0.0095,0.0094369,0.0095237,0.001863,0.0017265,0.0018574,0.0033933,0.0027596,0.0028039,0.00027769,0.00026133,0.00026567,0.00051117,0.0004488,0.00044922,4.1853e-05,3.5029e-05,3.5032e-05
4231.15,0.0094557,0.0093935,0.0094802,0.0018396,0.001708,0.0018386,0.003368,0.0027381,0.0027838,0.00027447,0.00025848,0.00026287,0.00050722,0.00044515,0.00044574,3.7273e-05,3.4741e-05,3.4758e-05
4244.76,0.0094119,0.0093506,0.0094373,0.0018166,0.0016898,0.0018201,0.003343,0.0027169,0.0027638,0.0002713,0.00025567,0.00026011,0.00050331,0.00044156,0.00044231,3.3705e-05,3.447e-05,3.4488e-05
4258.36,0.0093686,0.0093082,0.0093949,0.0017938,0.0016718,0.0018019,0.0033183,0.0026961,0.0027442,0.00026816,0.00025289,0.00025738,0.00049943,0.00043801,0.00043894,3.2237e-05,3.421e-05,3.4221e-05
4271.97,0.0093258,0.0092662,0.009353,0.0017713,0.001654,0.0017837,0.0032938,0.0026755,0.0027248,0.00026505,0.00025014,0.00025468,0.00049558,0.00043451,0.0004356,3.3192e-05,3.3953e-05,3.3959e-05
4285.57,0.0092832,0.0092245,0.0093112,0.001749,0.0016363,0.0017657,0.0032695,0.002655,0.0027056,0.00026197,0.00024742,0.000252,0.00049174,0.00043105,0.0004323,3.6162e-05,3.3692e-05,3.3699e-05
4299.18,0.0092404,0.0091826,0.0092693,0.0017269,0.0016188,0.0017479,0.0032453,0.0026347,0.0026864,0.00025891,0.00024472,0.00024934,0.00048789,0.0004276,0.00042901,4.0031e-05,3.342e-05,3.344e-05
4312.78,0.0092,0.0091431,0.0092298,0.0017062,0.0016026,0.0017315,0.0032219,0.0026152,0.002668,0.00025608,0.00024222,0.0002469,0.00048419,0.00042428,0.00042585,4.3203e-05,3.3148e-05,3.3191e-05
4326.39,0.0091575,0.0091013,0.009188,0.0016846,0.0015855,0.0017139,0.0031979,0.0025951,0.0026491,0.00025308,0.00023958,0.00024429,0.00048037,0.00042089,0.00042262,4.4181e-05,3.2863e-05,3.2937e-05
4339.99,0.0091152,0.00906,0.0091466,0.0016635,0.0015688,0.0016968,0.0031741,0.0025753,0.0026304,0.00025017,0.00023701,0.00024175,0.0004766,0.00041754,0.00041942,4.2428e-05,3.2581e-05,3.2685e-05
4353.6,0.0090732,0.0090187,0.0091054,0.0016427,0.0015524,0.0016801,0.0031505,0.0025557,0.0026119,0.0002473,0.00023448,0.00023926,0.00047285,0.00041423,0.00041625,3.8639e-05,3.2309e-05,3.2436e-05
4367.2,0.0090315,0.0089778,0.0090644,0.0016223,0.0015363,0.0016636,0.003127,0.0025362,0.0025935,0.00024448,0.00023199,0.00023681,0.00046914,0.00041094,0.00041312,3.4329e-05,3.2052e-05,3.219e-05
4380.81,0.0089901,0.0089373,0.0090239,0.0016021,0.0015204,0.0016473,0.0031038,0.002517,0.0025754,0.00024169,0.00022954,0.00023439,0.00046548,0.0004077,0.00041002,3.1017e-05,3.1808e-05,3.1946e-05
4394.41,0.0089493,0.0088972,0.0089838,0.0015822,0.0015047,0.0016312,0.0030809,0.0024981,0.0025575,0.00023894,0.00022712,0.000232,0.00046187,0.00040451,0.00040697,2.9666e-05,3.1575e-05,3.1706e-05
4408.02,0.0089089,0.0088577,0.0089442,0.0015625,0.0014891,0.0016152,0.0030582,0.0024794,0.0025399,0.00023622,0.00022473,0.00022963,0.00045832,0.00040136,0.00040396,3.0551e-05,3.1345e-05,3.147e-05
4421.62,0.008869,0.0088185,0.0089051,0.0015428,0.0014735,0.0015992,0.0030357,0.002461,0.0025224,0.00023349,0.00022232,0.00022726,0.00045483,0.00039824,0.00040099,3.3302e-05,3.1111e-05,3.1236e-05
4435.23,0.0088295,0.0087798,0.0088663,0.001525,0.0014598,0.0015851,0.0030134,0.0024427,0.0025052,0.00023105,0.0002202,0.00022517,0.00045139,0.00039517,0.00039805,3.6918e-05,3.087e-05,3.1006e-05
4448.83,0.00879,0.008741,0.0088275,0.0015053,0.0014441,0.001569,0.0029913,0.0024246,0.0024881,0.00022832,0.00021779,0.00022278,0.00044799,0.00039212,0.00039514,3.994e-05,3.062e-05,3.0777e-05
4462.44,0.0087505,0.0087023,0.0087888,0.0014865,0.0014293,0.0015536,0.0029692,0.0024066,0.002471,0.00022571,0.0002155,0.00022051,0.00044462,0.0003891,0.00039224,4.0998e-05,3.0366e-05,3.0549e-05
4476.04,0.008711,0.0086636,0.00875,0.0014681,0.0014147,0.0015386,0.0029472,0.0023888,0.0024541,0.00022315,0.00021325,0.00021828,0.00044129,0.00038609,0.00038936,3.9524e-05,3.0113e-05,3.0324e-05
4489.65,0.0086716,0.0086249,0.0087113,0.0014499,0.0014004,0.0015238,0.0029253,0.002371,0.0024373,0.00022063,0.00021104,0.00021609,0.00043799,0.0003831,0.00038651,3.6082e-05,2.9869e-05,3.0099e-05
4503.25,0.0086322,0.0085863,0.0086726,0.001432,0.0013862,0.0015092,0.0029036,0.0023534,0.0024205,0.00021815,0.00020887,0.00021394,0.00043472,0.00038014,0.00038367,3.2021e-05,2.9636e-05,2.9877e-05
4516.86,0.0085931,0.008548,0.0086342,0.0014143,0.0013723,0.0014948,0.002882,0.0023359,0.002404,0.00021571,0.00020672,0.00021181,0.00043148,0.00037721,0.00038086,2.8757e-05,2.9416e-05,2.9657e-05
4530.46,0.0085544,0.00851,0.0085962,0.0013968,0.0013586,0.0014805,0.0028606,0.0023187,0.0023876,0.00021329,0.00020461,0.00020971,0.00042828,0.00037432,0.00037809,2.7232e-05,2.9205e-05,2.9439e-05
4544.07,0.0085161,0.0084724,0.0085585,0.0013796,0.001345,0.0014664,0.0028394,0.0023016,0.0023714,0.0002109,0.00020251,0.00020763,0.00042512,0.00037146,0.00037536,2.7772e-05,2.8997e-05,2.9225e-05
4557.67,0.0084786,0.0084356,0.0085217,0.0013624,0.0013315,0.0014524,0.0028185,0.0022849,0.0023556,0.00020852,0.00020042,0.00020556,0.00042202,0.00036866,0.00037267,3.0132e-05,2.8789e-05,2.9014e-05
4571.28,0.0084415,0.0083992,0.0084853,0.0013462,0.0013188,0.0014392,0.0027979,0.0022684,0.0023399,0.00020627,0.00019847,0.00020361,0.00041894,0.00036589,0.00037002,3.3499e-05,2.8574e-05,2.8806e-05
4584.88,0.0084043,0.0083627,0.0084487,0.0013295,0.0013056,0.0014255,0.0027773,0.002252,0.0023243,0.00020395,0.00019643,0.00020159,0.00041586,0.00036313,0.00036738,3.6592e-05,2.835e-05,2.8599e-05
4598.49,0.0083673,0.0083263,0.0084123,0.001313,0.0012926,0.0014119,0.0027569,0.0022357,0.0023088,0.00020166,0.00019443,0.0001996,0.00041279,0.00036041,0.00036477,3.8087e-05,2.8122e-05,2.8394e-05
4612.09,0.0083303,0.00829,0.008376,0.0012968,0.0012798,0.0013986,0.0027365,0.0022195,0.0022934,0.00019941,0.00019245,0.00019763,0.00040972,0.0003577,0.00036217,3.7257e-05,2.7894e-05,2.819e-05
4625.7,0.0082933,0.0082537,0.0083395,0.0012809,0.0012672,0.0013854,0.0027162,0.0022034,0.0022781,0.00019719,0.00019051,0.0001957,0.00040665,0.000355,0.00035959,3.4391e-05,2.7671e-05,2.7988e-05
4639.3,0.0082562,0.0082173,0.0083031,0.0012651,0.0012548,0.0013725,0.002696,0.0021874,0.0022628,0.000195,0.0001886,0.00019379,0.00040358,0.00035233,0.00035702,3.0608e-05,2.7458e-05,2.7786e-05
4652.91,0.0082192,0.0081809,0.0082667,0.0012496,0.0012426,0.0013597,0.0026759,0.0021715,0.0022477,0.00019285,0.00018671,0.00019192,0.00040052,0.00034967,0.00035447,2.7249e-05,2.7256e-05,2.7586e-05
4666.51,0.0081823,0.0081447,0.0082303,0.0012343,0.0012306,0.0013471,0.0026558,0.0021557,0.0022326,0.00019072,0.00018486,0.00019006,0.00039745,0.00034703,0.00035193,2.5314e-05,2.7063e-05,2.7387e-05
4680.12,0.0081452,0.0081082,0.0081938,0.0012192,0.0012187,0.0013346,0.0026358,0.00214,0.0022176,0.00018862,0.00018302,0.00018823,0.00039439,0.00034441,0.00034941,2.5252e-05,2.6873e-05,2.7189e-05
4693.72,0.0081088,0.0080725,0.008158,0.0012041,0.0012068,0.0013221,0.0026161,0.0021245,0.0022028,0.00018652,0.00018118,0.0001864,0.00039136,0.00034183,0.00034693,2.6998e-05,2.6683e-05,2.6995e-05
4707.33,0.0080763,0.0080406,0.0081261,0.0011898,0.0011955,0.0013103,0.0025978,0.0021102,0.0021892,0.00018453,0.00017945,0.00018466,0.00038853,0.00033943,0.00034463,2.9989e-05,2.65e-05,2.6814e-05
4720.93,0.0080408,0.0080058,0.0080912,0.0011752,0.001184,0.0012982,0.0025785,0.0020951,0.0021748,0.0001825,0.00017767,0.00018289,0.00038557,0.00033692,0.00034222,3.315e-05,2.6299e-05,2.6625e-05
4734.54,0.0080059,0.0079715,0.0080568,0.0011609,0.0011727,0.0012863,0.0025595,0.0020803,0.0021607,0.00018049,0.00017592,0.00018114,0.00038265,0.00033445,0.00033985,3.5228e-05,2.6093e-05,2.6439e-05
4748.14,0.0079712,0.0079373,0.0080226,0.0011466,0.0011614,0.0012744,0.0025406,0.0020656,0.0021466,0.00017851,0.00017419,0.0001794,0.00037975,0.000332,0.00033749,3.5288e-05,2.5886e-05,2.6254e-05
4761.75,0.0079364,0.0079032,0.0079884,0.0011326,0.0011503,0.0012627,0.0025217,0.002051,0.0021327,0.00017655,0.00017247,0.00017769,0.00037688,0.00032957,0.00033515,3.3232e-05,2.5682e-05,2.6071e-05
4775.35,0.0079016,0.007869,0.0079541,0.0011188,0.0011394,0.0012511,0.002503,0.0020365,0.0021188,0.00017462,0.00017079,0.000176,0.00037402,0.00032716,0.00033283,2.9851e-05,2.5486e-05,2.5888e-05
4788.96,0.0078666,0.0078346,0.0079197,0.0011052,0.0011286,0.0012398,0.0024842,0.002022,0.0021049,0.00017271,0.00016912,0.00017433,0.00037119,0.00032475,0.0003305,2.6368e-05,2.5299e-05,2.5706e-05
4802.56,0.0078314,0.0078,0.007885,0.0010917,0.001118,0.0012285,0.0024655,0.0020075,0.002091,0.00017084,0.00016748,0.00017269,0.00036836,0.00032235,0.00032819,2.3872e-05,2.5121e-05,2.5524e-05
4816.17,0.0077946,0.0077638,0.0078486,0.0010784,0.0011075,0.0012174,0.0024463,0.0019927,0.0020768,0.00016898,0.00016587,0.00017107,0.00036549,0.00031989,0.00032581,2.2986e-05,2.4942e-05,2.5338e-05
4829.77,0.0077698,0.0077395,0.0078244,0.0010657,0.0010974,0.0012066,0.0024309,0.0019811,0.0020658,0.00016719,0.0001643,0.00016949,0.00036321,0.00031794,0.00032396,2.3891e-05,2.4803e-05,2.5191e-05
4843.38,0.0077321,0.0077024,0.0077871,0.0010527,0.0010871,0.0011958,0.0024116,0.0019662,0.0020514,0.00016537,0.00016271,0.0001679,0.00036035,0.00031548,0.00032157,2.6211e-05,2.4618e-05,2.5005e-05
4856.98,0.0076981,0.007669,0.0077537,0.0010399,0.0010771,0.0011851,0.0023935,0.0019524,0.0020381,0.00016359,0.00016116,0.00016634,0.00035769,0.00031319,0.00031936,2.9237e-05,2.4438e-05,2.4831e-05
4870.59,0.0076649,0.0076364,0.007721,0.0010273,0.0010671,0.0011744,0.0023757,0.0019389,0.0020251,0.00016182,0.00015962,0.00016479,0.00035509,0.00031094,0.00031719,3.1853e-05,2.4254e-05,2.466e-05
4884.19,0.0076321,0.0076041,0.0076887,0.0010148,0.0010572,0.0011639,0.0023581,0.0019255,0.0020123,0.00016008,0.00015809,0.00016325,0.00035253,0.00030872,0.00031505,3.2976e-05,2.4067e-05,2.4492e-05
4897.8,0.0075995,0.0075721,0.0076565,0.0010025,0.0010474,0.0011535,0.0023407,0.0019123,0.0019995,0.00015835,0.00015658,0.00016173,0.00035,0.00030653,0.00031292,3.2074e-05,2.3881e-05,2.4326e-05
4911.4,0.0075669,0.00754,0.0076244,0.00099036,0.0010378,0.0011432,0.0023233,0.0018991,0.0019868,0.00015664,0.00015508,0.00016023,0.00034748,0.00030434,0.00031081,2.9459e-05,2.37e-05,2.416e-05
4925.01,0.0075341,0.0075077,0.007592,0.00097837,0.0010282,0.0011329,0.0023059,0.0018859,0.0019742,0.00015495,0.00015361,0.00015874,0.00034496,0.00030216,0.00030871,2.6103e-05,2.3526e-05,2.3995e-05
4938.61,0.0075008,0.007475,0.0075592,0.00096652,0.0010188,0.0011229,0.0022884,0.0018727,0.0019614,0.00015329,0.00015215,0.00015727,0.00034244,0.00029998,0.00030659,2.3128e-05,2.336e-05,2.3829e-05
4952.22,0.0074647,0.0074394,0.0075234,0.00095475,0.0010094,0.0011128,0.0022701,0.0018589,0.001948,0.00015163,0.0001507,0.00015581,0.00033979,0.00029769,0.00030437,2.1358e-05,2.3193e-05,2.3655e-05
4965.82,0.0074435,0.0074187,0.0075028,0.00094369,0.0010007,0.0011035,0.0022565,0.0018489,0.0019386,0.00015008,0.00014935,0.00015445,0.00033782,0.00029602,0.00030278,2.1226e-05,2.3075e-05,2.3529e-05
4979.43,0.0074074,0.0073832,0.0074671,0.00093222,0.00099158,0.0010937,0.0022383,0.0018352,0.0019253,0.00014846,0.00014794,0.00015302,0.00033518,0.00029376,0.00030058,2.2617e-05,2.2909e-05,2.3357e-05
4993.03,0.0073748,0.0073511,0.0074349,0.00092102,0.00098268,0.0010841,0.0022213,0.0018225,0.0019129,0.00014689,0.00014656,0.00015163,0.0003327,0.00029165,0.00029854,2.5159e-05,2.2749e-05,2.3197e-05
5006.64,0.0073431,0.0073199,0.0074036,0.00090997,0.0009739,0.0010747,0.0022047,0.00181,0.0019009,0.00014533,0.0001452,0.00015026,0.00033025,0.00028959,0.00029655,2.8021e-05,2.2585e-05,2.3041e-05
5020.24,0.0073119,0.0072892,0.0073729,0.00089904,0.0009652,0.0010653,0.0021882,0.0017978,0.001889,0.00014379,0.00014386,0.0001489,0.00032783,0.00028757,0.00029458,3.0141e-05,2.2417e-05,2.2887e-05
5033.85,0.0072811,0.0072589,0.0073425,0.00088823,0.00095657,0.001056,0.0021719,0.0017857,0.0018773,0.00014226,0.00014252,0.00014755,0.00032543,0.00028557,0.00029265,3.0637e-05,2.2248e-05,2.2735e-05
5047.45,0.0072505,0.0072288,0.0073122,0.00087755,0.00094803,0.0010468,0.0021558,0.0017737,0.0018658,0.00014075,0.0001412,0.00014621,0.00032303,0.00028359,0.00029073,2.9251e-05,2.2081e-05,2.2585e-05
5061.06,0.0072199,0.0071986,0.007282,0.00086699,0.00093956,0.0010376,0.0021397,0.0017618,0.0018542,0.00013926,0.00013989,0.00014488,0.00032064,0.00028163,0.00028882,2.6491e-05,2.1919e-05,2.2435e-05
5074.66,0.0071889,0.0071681,0.0072514,0.00085654,0.00093117,0.0010285,0.0021235,0.0017499,0.0018426,0.00013777,0.00013859,0.00014356,0.00031823,0.00027965,0.00028691,2.3343e-05,2.1764e-05,2.2285e-05
5088.27,0.0071557,0.0071354,0.0072185,0.0008461,0.00092273,0.0010194,0.0021068,0.0017375,0.0018305,0.00013629,0.00013728,0.00014224,0.00031572,0.00027761,0.00028491,2.0786e-05,2.1611e-05,2.2129e-05
5101.87,0.0071353,0.0071155,0.0071986,0.0008367,0.00091548,0.0010115,0.0020939,0.0017283,0.0018218,0.00013498,0.00013615,0.0001411,0.00031379,0.00027608,0.00028344,1.9516e-05,2.1502e-05,2.2014e-05
5115.48,0.0071007,0.0070814,0.0071644,0.00082644,0.00090714,0.0010025,0.0020769,0.0017156,0.0018094,0.00013351,0.00013486,0.00013978,0.00031124,0.000274,0.00028142,1.9706e-05,2.1352e-05,2.1855e-05
5129.08,0.0070696,0.0070508,0.0071336,0.00081656,0.00089922,0.00099384,0.002061,0.001704,0.001798,0.00013211,0.00013364,0.00013854,0.00030886,0.00027207,0.00027954,2.13e-05,2.121e-05,2.1708e-05
5142.69,0.0070393,0.0070209,0.0071036,0.00080684,0.00089144,0.00098537,0.0020453,0.0016925,0.0017868,0.00013073,0.00013243,0.00013731,0.00030652,0.00027019,0.0002777,2.3825e-05,2.1066e-05,2.1565e-05
5156.29,0.0070094,0.0069915,0.0070741,0.00079725,0.00088375,0.000977,0.0020299,0.0016812,0.0017759,0.00012937,0.00013124,0.0001361,0.00030423,0.00026833,0.00027589,2.6465e-05,2.0916e-05,2.1423e-05
5169.9,0.00698,0.0069626,0.0070451,0.00078777,0.00087614,0.0009687,0.0020146,0.0016701,0.001765,0.00012802,0.00013006,0.0001349,0.00030197,0.0002665,0.00027411,2.8243e-05,2.0764e-05,2.1284e-05
5183.5,0.0069511,0.006934,0.0070165,0.00077839,0.0008686,0.00096046,0.0019996,0.0016592,0.0017544,0.00012669,0.00012889,0.00013371,0.00029974,0.0002647,0.00027236,2.8418e-05,2.0611e-05,2.1146e-05
5197.11,0.0069223,0.0069057,0.0069881,0.00076911,0.0008611,0.00095226,0.0019846,0.0016484,0.0017438,0.00012536,0.00012772,0.00013252,0.00029755,0.00026292,0.00027062,2.6869e-05,2.046e-05,2.101e-05
5210.71,0.0068936,0.0068774,0.0069597,0.00075991,0.00085364,0.0009441,0.0019698,0.0016376,0.0017333,0.00012405,0.00012657,0.00013134,0.00029538,0.00026114,0.00026889,2.4151e-05,2.0315e-05,2.0875e-05
5224.32,0.0068641,0.0068484,0.0069305,0.00075071,0.0008461,0.00093583,0.0019547,0.0016267,0.0017226,0.00012273,0.0001254,0.00013015,0.0002932,0.00025935,0.00026714,2.1197e-05,2.0176e-05,2.0738e-05
5237.92,0.0068328,0.0068175,0.0068995,0.00074162,0.00083863,0.00092763,0.0019392,0.0016154,0.0017116,0.00012142,0.00012424,0.00012897,0.00029096,0.0002575,0.00026533,1.8882e-05,2.0038e-05,2.0597e-05
5251.53,0.0068101,0.0067953,0.0068772,0.00073349,0.0008324,0.0009208,0.0019262,0.0016063,0.0017027,0.00012028,0.00012327,0.00012798,0.00028911,0.00025599,0.00026386,1.7786e-05,1.993e-05,2.0482e-05
5265.13,0.006781,0.0067665,0.0068484,0.00072474,0.00082527,0.00091296,0.0019115,0.0015956,0.0016923,0.00011903,0.00012216,0.00012685,0.000287,0.00025424,0.00026215,1.8064e-05,1.9805e-05,2.0349e-05
5278.74,0.0067522,0.0067382,0.0068199,0.00071617,0.00081832,0.0009053,0.0018969,0.0015852,0.001682,0.0001178,0.00012108,0.00012574,0.00028493,0.00025252,0.00026047,1.9613e-05,1.9679e-05,2.0217e-05
5292.34,0.0067237,0.0067101,0.0067917,0.00070773,0.00081148,0.00089777,0.0018824,0.0015748,0.0016718,0.00011659,0.00012002,0.00012466,0.00028288,0.00025081,0.0002588,2.1996e-05,1.9549e-05,2.0086e-05
5305.95,0.0066956,0.0066823,0.0067638,0.0006994,0.00080474,0.00089033,0.0018681,0.0015645,0.0016617,0.0001154,0.00011897,0.00012358,0.00028086,0.00024913,0.00025715,2.446e-05,1.9414e-05,1.9958e-05
5319.55,0.0066678,0.006655,0.0067364,0.00069117,0.00079806,0.00088296,0.001854,0.0015545,0.0016518,0.00011422,0.00011793,0.00012252,0.00027887,0.00024747,0.00025553,2.6109e-05,1.9275e-05,1.9831e-05
5333.16,0.0066404,0.006628,0.0067093,0.00068302,0.00079144,0.00087564,0.00184,0.0015445,0.001642,0.00011305,0.0001169,0.00012147,0.0002769,0.00024584,0.00025393,2.6271e-05,1.9137e-05,1.9706e-05
5346.76,0.0066134,0.0066014,0.0066826,0.00067495,0.00078485,0.00086835,0.0018262,0.0015347,0.0016324,0.00011189,0.00011588,0.00012042,0.00027496,0.00024423,0.00025235,2.4834e-05,1.9001e-05,1.9583e-05
5360.37,0.0065866,0.006575,0.006656,0.0006669,0.00077822,0.00086099,0.0018124,0.001525,0.0016228,0.00011072,0.00011485,0.00011936,0.00027302,0.00024263,0.00025079,2.2304e-05,1.887e-05,1.9461e-05
5373.97,0.0065594,0.0065482,0.0066291,0.00065896,0.00077164,0.0008537,0.0017987,0.0015152,0.0016132,0.00010957,0.00011382,0.00011831,0.00027107,0.00024103,0.00024922,1.9534e-05,1.8746e-05,1.9338e-05
5387.58,0.0065342,0.0065233,0.0066042,0.00065179,0.00076611,0.00084755,0.0017855,0.001506,0.0016041,0.00010856,0.00011296,0.00011742,0.00026921,0.00023951,0.00024773,1.7338e-05,1.8633e-05,1.9222e-05
5401.18,0.0065073,0.0064968,0.0065775,0.000644,0.00075962,0.00084034,0.0017719,0.0014964,0.0015947,0.00010743,0.00011195,0.00011639,0.00026727,0.00023794,0.00024619,1.6225e-05,1.8521e-05,1.9101e-05
5414.79,0.0064804,0.0064704,0.006551,0.00063641,0.00075336,0.00083337,0.0017584,0.0014869,0.0015853,0.00010633,0.00011097,0.00011539,0.00026534,0.00023638,0.00024465,1.6394e-05,1.841e-05,1.8982e-05
5428.39,0.0064536,0.0064439,0.0065243,0.00062896,0.00074722,0.00082654,0.001745,0.0014774,0.0015759,0.00010525,0.00011002,0.00011441,0.00026341,0.00023482,0.00024312,1.7762e-05,1.8297e-05,1.8862e-05
5442.0,0.0064267,0.0064174,0.0064978,0.00062162,0.0007412,0.00081981,0.0017316,0.001468,0.0015666,0.00010419,0.00010908,0.00011344,0.00026147,0.00023328,0.00024161,1.9964e-05,1.818e-05,1.8744e-05
5455.6,0.0064001,0.0063911,0.0064714,0.00061438,0.00073526,0.00081318,0.0017183,0.0014587,0.0015573,0.00010314,0.00010815,0.00011249,0.00025954,0.00023175,0.0002401,2.2345e-05,1.8058e-05,1.8626e-05
5469.21,0.0063737,0.0063652,0.0064453,0.00060723,0.00072939,0.00080662,0.0017052,0.0014495,0.0015482,0.00010211,0.00010724,0.00011155,0.00025763,0.00023024,0.00023862,2.4082e-05,1.7933e-05,1.851e-05
5482.81,0.0063478,0.0063396,0.0064195,0.00060016,0.00072357,0.00080011,0.0016922,0.0014404,0.0015392,0.00010108,0.00010633,0.00011061,0.00025573,0.00022875,0.00023715,2.4502e-05,1.7806e-05,1.8396e-05
5496.42,0.0063222,0.0063143,0.0063942,0.00059313,0.00071776,0.0007936,0.0016794,0.0014315,0.0015303,0.00010006,0.00010543,0.00010968,0.00025385,0.00022729,0.00023571,2.3407e-05,1.7682e-05,1.8283e-05
5510.02,0.0062969,0.0062894,0.0063692,0.00058601,0.00071177,0.00078689,0.0016667,0.0014227,0.0015216,9.9019e-05,0.00010449,0.00010872,0.00025199,0.00022584,0.00023428,2.1177e-05,1.7563e-05,1.8172e-05
5523.63,0.006272,0.0062649,0.0063445,0.00058005,0.00070723,0.00078177,0.0016541,0.001414,0.0015129,9.8178e-05,0.00010378,0.00010798,0.00025014,0.00022442,0.00023288,1.8569e-05,1.745e-05,1.8062e-05
5537.23,0.0062471,0.0062403,0.0063198,0.00057295,0.00070116,0.00077495,0.0016416,0.0014053,0.0015043,9.7131e-05,0.00010283,0.000107,0.00024831,0.000223,0.00023148,1.6355e-05,1.7344e-05,1.7953e-05
5550.84,0.0062222,0.0062158,0.0062952,0.00056624,0.00069552,0.00076861,0.0016292,0.0013967,0.0014958,9.6147e-05,0.00010195,0.0001061,0.00024649,0.00022159,0.00023009,1.5072e-05,1.7243e-05,1.7844e-05
5564.44,0.0061972,0.0061911,0.0062704,0.00055965,0.00069,0.00076239,0.0016168,0.0013881,0.0014872,9.5181e-05,0.00010109,0.00010521,0.00024468,0.00022019,0.0002287,1.4957e-05,1.7143e-05,1.7736e-05
5578.05,0.0061721,0.0061663,0.0062455,0.00055316,0.00068458,0.00075627,0.0016044,0.0013796,0.0014787,9.4231e-05,0.00010025,0.00010433,0.00024287,0.00021879,0.00022732,1.5993e-05,1.7042e-05,1.7628e-05
5591.65,0.0061469,0.0061415,0.0062205,0.00054677,0.00067924,0.00075025,0.001592,0.001371,0.0014702,9.3295e-05,9.9414e-05,0.00010347,0.00024108,0.00021739,0.00022593,1.7917e-05,1.6937e-05,1.752e-05
5605.26,0.0061217,0.0061166,0.0061955,0.00054047,0.00067398,0.00074431,0.0015797,0.0013625,0.0014617,9.2373e-05,9.8593e-05,0.00010262,0.0002393,0.000216,0.00022456,2.0197e-05,1.6827e-05,1.7412e-05
5618.86,0.0060966,0.0060919,0.0061706,0.00053425,0.0006688,0.00073844,0.0015675,0.0013541,0.0014532,9.1463e-05,9.7783e-05,0.00010178,0.00023755,0.00021462,0.00022319,2.2095e-05,1.6713e-05,1.7305e-05
5632.47,0.0060718,0.0060673,0.006146,0.0005281,0.00066368,0.00073264,0.0015553,0.0013458,0.0014449,9.0563e-05,9.6981e-05,0.00010095,0.00023582,0.00021326,0.00022184,2.2913e-05,1.6597e-05,1.72e-05
5646.07,0.0060471,0.006043,0.0061215,0.00052199,0.00065857,0.00072685,0.0015433,0.0013375,0.0014366,8.9668e-05,9.6182e-05,0.00010012,0.00023412,0.00021191,0.0002205,2.2309e-05,1.6482e-05,1.7095e-05
5659.68,0.0060234,0.0060196,0.006098,0.00051594,0.00065346,0.00072105,0.0015316,0.0013295,0.0014286,8.8775e-05,9.5384e-05,9.9293e-05,0.00023247,0.0002106,0.00021921,2.0479e-05,1.6372e-05,1.6994e-05
5673.28,0.0060008,0.0059973,0.0060756,0.00051039,0.00064889,0.00071584,0.0015202,0.0013218,0.0014209,8.7962e-05,9.4666e-05,9.8548e-05,0.00023087,0.00020934,0.00021795,1.8042e-05,1.627e-05,1.6896e-05
5686.89,0.0059769,0.0059738,0.0060519,0.00050443,0.00064384,0.0007101,0.0015086,0.0013138,0.0014129,8.7083e-05,9.3877e-05,9.7729e-05,0.00022925,0.00020804,0.00021666,1.5735e-05,1.6171e-05,1.6795e-05
5700.49,0.0059535,0.0059506,0.0060287,0.00049861,0.00063891,0.00070448,0.001497,0.001306,0.001405,8.6222e-05,9.3105e-05,9.6927e-05,0.00022765,0.00020676,0.00021539,1.4149e-05,1.6077e-05,1.6696e-05
