,1s,1s,1s,2p,2p,2p,2s,2s,2s,3s,3s,3s
5142.69,0.0026588,0.0027524,0.0028246,4.7097e-05,3.6552e-05,5.0811e-05,0.00040163,0.00028026,0.00029698,2.1079e-05,1.4603e-05,1.544e-05
5156.29,0.0026418,0.0027353,0.002807,4.6033e-05,3.6132e-05,5.0313e-05,0.00039812,0.00027791,0.0002948,2.0601e-05,1.4479e-05,1.5326e-05
5169.9,0.0026249,0.0027183,0.0027895,4.4973e-05,3.5722e-05,4.9822e-05,0.0003946,0.00027559,0.00029264,2.0091e-05,1.4357e-05,1.5212e-05
5183.5,0.0026083,0.0027015,0.0027723,4.3917e-05,3.532e-05,4.9337e-05,0.00039109,0.0002733,0.0002905,1.9662e-05,1.4238e-05,1.51e-05
5197.11,0.0025919,0.0026849,0.0027553,4.2865e-05,3.4925e-05,4.8856e-05,0.00038759,0.00027104,0.0002884,1.94e-05,1.412e-05,1.4989e-05
5210.71,0.0025758,0.0026686,0.0027385,4.1817e-05,3.4536e-05,4.8378e-05,0.00038413,0.00026881,0.00028633,1.9334e-05,1.4005e-05,1.488e-05
5224.32,0.0025598,0.0026524,0.0027219,4.0773e-05,3.4146e-05,4.7894e-05,0.00038069,0.00026662,0.00028429,1.9436e-05,1.389e-05,1.4772e-05
5237.92,0.0025441,0.0026365,0.0027055,3.9743e-05,3.3758e-05,4.7404e-05,0.00037729,0.00026445,0.00028227,1.9626e-05,1.3776e-05,1.4666e-05
5251.53,0.0025285,0.0026207,0.0026893,3.8784e-05,3.3434e-05,4.7008e-05,0.00037392,0.00026231,0.00028027,1.9797e-05,1.3663e-05,1.4561e-05
5265.13,0.002513,0.0026049,0.0026731,3.7807e-05,3.3069e-05,4.6545e-05,0.00037059,0.00026018,0.00027828,1.9846e-05,1.355e-05,1.4456e-05
5278.74,0.0024975,0.0025892,0.002657,3.6866e-05,3.2713e-05,4.6094e-05,0.00036729,0.00025807,0.0002763,1.9712e-05,1.3437e-05,1.4352e-05
5292.34,0.0024821,0.0025735,0.0026409,3.5967e-05,3.2365e-05,4.5651e-05,0.00036403,0.00025597,0.00027433,1.9395e-05,1.3325e-05,1.4248e-05
5305.95,0.0024667,0.0025578,0.0026248,3.5116e-05,3.2024e-05,4.5215e-05,0.00036082,0.00025388,0.00027237,1.8954e-05,1.3214e-05,1.4145e-05
5319.55,0.0024514,0.0025422,0.0026088,3.4321e-05,3.1688e-05,4.4786e-05,0.00035767,0.00025181,0.00027042,1.8486e-05,1.3105e-05,1.4043e-05
5333.16,0.0024363,0.0025268,0.0025929,3.3588e-05,3.1356e-05,4.4362e-05,0.00035459,0.00024976,0.00026849,1.8095e-05,1.2998e-05,1.3941e-05
5346.76,0.0024213,0.0025115,0.0025772,3.2923e-05,3.1028e-05,4.3942e-05,0.00035159,0.00024774,0.00026658,1.7856e-05,1.2892e-05,1.3841e-05
5360.37,0.0024065,0.0024964,0.0025617,3.233e-05,3.07e-05,4.3523e-05,0.00034867,0.00024574,0.0002647,1.7798e-05,1.2787e-05,1.3742e-05
5373.97,0.0023921,0.0024817,0.0025466,3.1817e-05,3.0373e-05,4.3103e-05,0.00034586,0.00024379,0.00026287,1.7897e-05,1.2685e-05,1.3645e-05
5387.58,0.0023781,0.0024673,0.0025319,3.1425e-05,3.008e-05,4.2732e-05,0.00034317,0.00024189,0.00026107,1.808e-05,1.2585e-05,1.3551e-05
5401.18,0.0023639,0.0024527,0.0025169,3.1075e-05,2.9758e-05,4.2321e-05,0.0003405,0.00023996,0.00025926,1.8246e-05,1.2482e-05,1.3455e-05
5414.79,0.0023498,0.0024383,0.002502,3.0813e-05,2.9443e-05,4.192e-05,0.00033791,0.00023807,0.00025747,1.8304e-05,1.2381e-05,1.3361e-05
5428.39,0.0023358,0.0024239,0.0024873,3.0632e-05,2.9132e-05,4.1524e-05,0.00033539,0.00023619,0.00025569,1.8194e-05,1.228e-05,1.3268e-05
5442.0,0.0023218,0.0024096,0.0024726,3.0526e-05,2.8825e-05,4.1135e-05,0.00033292,0.00023431,0.00025391,1.7908e-05,1.218e-05,1.3174e-05
5455.6,0.0023079,0.0023953,0.0024579,3.0488e-05,2.8521e-05,4.0752e-05,0.00033051,0.00023245,0.00025215,1.7498e-05,1.2081e-05,1.3081e-05
5469.21,0.002294,0.002381,0.0024432,3.0511e-05,2.8221e-05,4.0375e-05,0.00032814,0.00023059,0.00025039,1.7049e-05,1.1983e-05,1.2989e-05
5482.81,0.0022802,0.0023667,0.0024285,3.0585e-05,2.7923e-05,4.0004e-05,0.00032583,0.00022875,0.00024863,1.6658e-05,1.1886e-05,1.2897e-05
5496.42,0.0022664,0.0023525,0.0024139,3.0701e-05,2.7627e-05,3.9636e-05,0.00032356,0.00022691,0.00024689,1.6397e-05,1.179e-05,1.2805e-05
5510.02,0.0022522,0.0023379,0.0023989,3.084e-05,2.7329e-05,3.9268e-05,0.00032126,0.00022504,0.00024511,1.6298e-05,1.1693e-05,1.2712e-05
5523.63,0.0022416,0.0023269,0.0023876,3.1063e-05,2.706e-05,3.8932e-05,0.00031949,0.00022354,0.00024371,1.6374e-05,1.1614e-05,1.2638e-05
5537.23,0.0022274,0.0023123,0.0023726,3.1239e-05,2.6763e-05,3.8566e-05,0.00031724,0.00022169,0.00024194,1.6516e-05,1.1517e-05,1.2545e-05
5550.84,0.0022144,0.0022988,0.0023587,3.144e-05,2.6475e-05,3.8211e-05,0.00031516,0.00021995,0.00024029,1.6669e-05,1.1425e-05,1.2458e-05
5564.44,0.0022015,0.0022855,0.0023451,3.1648e-05,2.619e-05,3.786e-05,0.00031312,0.00021824,0.00023867,1.674e-05,1.1335e-05,1.2373e-05
5578.05,0.0021888,0.0022724,0.0023316,3.1856e-05,2.5908e-05,3.7513e-05,0.00031109,0.00021654,0.00023706,1.6665e-05,1.1244e-05,1.2289e-05
5591.65,0.0021762,0.0022593,0.0023181,3.2063e-05,2.563e-05,3.717e-05,0.00030907,0.00021486,0.00023546,1.6426e-05,1.1155e-05,1.2205e-05
5605.26,0.0021636,0.0022462,0.0023047,3.2264e-05,2.5356e-05,3.6832e-05,0.00030703,0.00021319,0.00023387,1.6057e-05,1.1067e-05,1.2121e-05
5618.86,0.002151,0.002233,0.0022912,3.2459e-05,2.5086e-05,3.6499e-05,0.00030498,0.00021152,0.00023228,1.563e-05,1.0979e-05,1.2038e-05
5632.47,0.0021383,0.0022199,0.0022777,3.2647e-05,2.4821e-05,3.6171e-05,0.00030289,0.00020984,0.00023068,1.5233e-05,1.0892e-05,1.1954e-05
5646.07,0.0021254,0.0022065,0.0022639,3.2827e-05,2.4559e-05,3.5848e-05,0.00030075,0.00020816,0.00022907,1.494e-05,1.0805e-05,1.187e-05
5659.68,0.0021129,0.0021935,0.0022505,3.2998e-05,2.4301e-05,3.5528e-05,0.00029863,0.00020652,0.0002275,1.4798e-05,1.072e-05,1.1788e-05
5673.28,0.0021031,0.0021832,0.00224,3.3195e-05,2.4054e-05,3.5217e-05,0.00029685,0.00020514,0.00022622,1.4824e-05,1.0649e-05,1.1721e-05
5686.89,0.0020904,0.00217,0.0022264,3.3359e-05,2.3803e-05,3.4904e-05,0.00029461,0.00020349,0.00022464,1.4937e-05,1.0563e-05,1.1637e-05
5700.49,0.0020784,0.0021574,0.0022135,3.3525e-05,2.3558e-05,3.4593e-05,0.00029244,0.0002019,0.00022312,1.509e-05,1.048e-05,1.1558e-05
5714.1,0.0020666,0.0021451,0.0022009,3.3691e-05,2.3316e-05,3.4285e-05,0.00029025,0.00020036,0.00022164,1.5199e-05,1.0399e-05,1.1481e-05
5727.7,0.002055,0.002133,0.0021884,3.3856e-05,2.3078e-05,3.3979e-05,0.00028805,0.00019883,0.00022019,1.5194e-05,1.0318e-05,1.1404e-05
5741.31,0.0020436,0.002121,0.0021761,3.402e-05,2.2845e-05,3.3676e-05,0.00028581,0.00019732,0.00021874,1.504e-05,1.0239e-05,1.1329e-05
5754.91,0.0020322,0.002109,0.0021638,3.4179e-05,2.2616e-05,3.3377e-05,0.00028353,0.00019581,0.00021731,1.4749e-05,1.016e-05,1.1253e-05
5768.52,0.0020207,0.002097,0.0021514,3.4329e-05,2.2393e-05,3.3081e-05,0.00028121,0.00019431,0.00021587,1.4375e-05,1.0081e-05,1.1178e-05
5782.12,0.0020092,0.0020849,0.002139,3.4465e-05,2.2176e-05,3.279e-05,0.00027882,0.00019281,0.00021442,1.3993e-05,1.0003e-05,1.1103e-05
5795.73,0.0019972,0.0020723,0.0021261,3.4579e-05,2.1963e-05,3.2503e-05,0.00027634,0.00019127,0.00021293,1.3677e-05,9.9234e-06,1.1025e-05
5809.33,0.0019853,0.0020598,0.0021132,3.4659e-05,2.1757e-05,3.2222e-05,0.00027382,0.00018975,0.00021146,1.3486e-05,9.8449e-06,1.0947e-05
5822.94,0.0019772,0.0020512,0.0021044,3.4726e-05,2.1559e-05,3.1947e-05,0.0002718,0.00018859,0.00021038,1.3462e-05,9.7855e-06,1.0891e-05
5836.54,0.0019656,0.002039,0.0020919,3.473e-05,2.1362e-05,3.1671e-05,0.00026926,0.0001871,0.00020894,1.3537e-05,9.7087e-06,1.0816e-05
5850.15,0.0019545,0.0020273,0.0020798,3.4684e-05,2.1169e-05,3.1398e-05,0.00026676,0.00018567,0.00020756,1.3684e-05,9.6343e-06,1.0744e-05
5863.75,0.0019436,0.0020159,0.0020681,3.4581e-05,2.098e-05,3.1127e-05,0.00026427,0.00018427,0.0002062,1.3828e-05,9.5609e-06,1.0673e-05
5877.36,0.001933,0.0020047,0.0020566,3.4415e-05,2.0794e-05,3.0857e-05,0.0002618,0.00018289,0.00020487,1.3898e-05,9.4884e-06,1.0603e-05
5890.96,0.0019225,0.0019936,0.0020452,3.4182e-05,2.0613e-05,3.0589e-05,0.00025933,0.00018153,0.00020356,1.3841e-05,9.4167e-06,1.0535e-05
5904.57,0.0019122,0.0019826,0.0020339,3.388e-05,2.0434e-05,3.0324e-05,0.00025686,0.00018019,0.00020226,1.3646e-05,9.3458e-06,1.0467e-05
5918.17,0.0019018,0.0019716,0.0020227,3.3508e-05,2.0259e-05,3.0061e-05,0.0002544,0.00017886,0.00020096,1.3341e-05,9.2756e-06,1.0399e-05
5931.78,0.0018914,0.0019606,0.0020113,3.3065e-05,2.0088e-05,2.98e-05,0.00025193,0.00017753,0.00019966,1.2985e-05,9.2056e-06,1.0331e-05
5945.38,0.0018805,0.001949,0.0019995,3.2555e-05,1.9919e-05,2.9539e-05,0.0002494,0.00017615,0.00019831,1.2648e-05,9.1341e-06,1.0261e-05
5958.99,0.0018693,0.0019372,0.0019873,3.1978e-05,1.9757e-05,2.9288e-05,0.00024685,0.00017476,0.00019693,1.2395e-05,9.0619e-06,1.0189e-05
5972.59,0.0018621,0.0019295,0.0019794,3.1346e-05,1.9608e-05,2.9056e-05,0.00024484,0.00017374,0.00019598,1.2291e-05,9.0093e-06,1.0139e-05
5986.2,0.0018516,0.0019183,0.0019679,3.0659e-05,1.9451e-05,2.8809e-05,0.00024242,0.00017241,0.00019467,1.2294e-05,8.9408e-06,1.0071e-05
5999.8,0.0018414,0.0019074,0.0019567,2.993e-05,1.9297e-05,2.8566e-05,0.00024006,0.00017113,0.00019341,1.2396e-05,8.8738e-06,1.0005e-05
6013.41,0.0018314,0.0018968,0.0019458,2.9168e-05,1.9146e-05,2.8327e-05,0.00023776,0.00016986,0.00019216,1.2542e-05,8.8075e-06,9.9397e-06
6027.01,0.0018216,0.0018863,0.001935,2.8385e-05,1.8996e-05,2.8089e-05,0.00023552,0.00016862,0.00019094,1.266e-05,8.7419e-06,9.8759e-06
6040.62,0.0018119,0.001876,0.0019245,2.7593e-05,1.8848e-05,2.7852e-05,0.00023333,0.0001674,0.00018974,1.2691e-05,8.677e-06,9.8131e-06
6054.22,0.0018024,0.0018658,0.001914,2.6806e-05,1.8701e-05,2.7617e-05,0.00023121,0.0001662,0.00018855,1.2598e-05,8.613e-06,9.7513e-06
6067.83,0.001793,0.0018558,0.0019037,2.6034e-05,1.8554e-05,2.7383e-05,0.00022913,0.00016501,0.00018738,1.2379e-05,8.5498e-06,9.6901e-06
6081.43,0.0017837,0.0018458,0.0018934,2.5291e-05,1.8407e-05,2.7149e-05,0.00022711,0.00016383,0.00018621,1.2071e-05,8.4873e-06,9.6292e-06
6095.04,0.0017741,0.0018355,0.0018829,2.4584e-05,1.8258e-05,2.6911e-05,0.00022509,0.00016263,0.00018502,1.1732e-05,8.4245e-06,9.5672e-06
6108.64,0.0017642,0.0018249,0.001872,2.3929e-05,1.8115e-05,2.6683e-05,0.00022308,0.00016141,0.0001838,1.1427e-05,8.3607e-06,9.5036e-06
6122.25,0.0017567,0.0018168,0.0018637,2.3328e-05,1.7995e-05,2.6493e-05,0.00022142,0.00016041,0.00018284,1.1226e-05,8.309e-06,9.4531e-06
6135.85,0.0017473,0.0018067,0.0018533,2.2785e-05,1.7853e-05,2.6268e-05,0.00021956,0.00015924,0.00018167,1.1131e-05,8.2483e-06,9.3922e-06
6149.46,0.001738,0.0017967,0.0018431,2.2308e-05,1.7714e-05,2.6051e-05,0.00021775,0.00015809,0.00018052,1.115e-05,8.1883e-06,9.3322e-06
6163.06,0.0017288,0.0017868,0.0018329,2.1899e-05,1.7577e-05,2.5837e-05,0.00021599,0.00015695,0.00017938,1.1252e-05,8.1288e-06,9.2728e-06
6176.67,0.0017197,0.001777,0.0018229,2.1561e-05,1.7441e-05,2.5626e-05,0.00021429,0.00015582,0.00017825,1.1381e-05,8.0696e-06,9.214e-06
6190.27,0.0017107,0.0017674,0.001813,2.1294e-05,1.7306e-05,2.5417e-05,0.00021264,0.00015471,0.00017714,1.1476e-05,8.0108e-06,9.1561e-06
6203.88,0.0017019,0.0017579,0.0018033,2.1097e-05,1.717e-05,2.5209e-05,0.00021104,0.00015361,0.00017605,1.1483e-05,7.9527e-06,9.0992e-06
6217.48,0.0016933,0.0017486,0.0017937,2.097e-05,1.7034e-05,2.5001e-05,0.00020949,0.00015254,0.00017497,1.1373e-05,7.8955e-06,9.0431e-06
6231.09,0.0016847,0.0017393,0.0017842,2.0911e-05,1.6897e-05,2.4793e-05,0.00020797,0.00015148,0.00017391,1.1151e-05,7.8392e-06,8.9878e-06
6244.69,0.0016763,0.0017302,0.0017748,2.0914e-05,1.6757e-05,2.458e-05,0.00020649,0.00015042,0.00017286,1.0853e-05,7.7837e-06,8.9329e-06
6258.3,0.0016677,0.0017209,0.0017653,2.0987e-05,1.662e-05,2.4374e-05,0.00020501,0.00014936,0.0001718,1.0534e-05,7.7283e-06,8.8776e-06
6271.9,0.0016598,0.0017123,0.0017565,2.1131e-05,1.6513e-05,2.4214e-05,0.00020363,0.00014837,0.00017081,1.0258e-05,7.6766e-06,8.8259e-06
6285.51,0.0016514,0.0017032,0.0017472,2.1314e-05,1.6377e-05,2.4009e-05,0.0002022,0.00014733,0.00016977,1.0064e-05,7.6231e-06,8.7717e-06
6299.11,0.001643,0.0016941,0.0017379,2.1553e-05,1.6245e-05,2.3812e-05,0.00020077,0.0001463,0.00016874,9.9795e-06,7.57e-06,8.7177e-06
6312.72,0.0016347,0.0016851,0.0017286,2.1842e-05,1.6117e-05,2.3619e-05,0.00019935,0.00014527,0.0001677,1e-05,7.517e-06,8.6637e-06
6326.32,0.0016263,0.001676,0.0017193,2.2177e-05,1.599e-05,2.343e-05,0.00019792,0.00014425,0.00016667,1.0095e-05,7.464e-06,8.61e-06
6339.93,0.001618,0.001667,0.00171,2.2556e-05,1.5866e-05,2.3243e-05,0.0001965,0.00014323,0.00016565,1.0215e-05,7.4111e-06,8.5566e-06
6353.53,0.0016098,0.0016581,0.0017009,2.2976e-05,1.5743e-05,2.3059e-05,0.00019508,0.00014223,0.00016464,1.0304e-05,7.3584e-06,8.5038e-06
6367.14,0.0016017,0.0016492,0.0016918,2.3435e-05,1.5621e-05,2.2875e-05,0.00019366,0.00014124,0.00016364,1.0313e-05,7.3062e-06,8.4518e-06
6380.74,0.0015938,0.0016406,0.001683,2.393e-05,1.55e-05,2.2692e-05,0.00019224,0.00014027,0.00016266,1.0216e-05,7.2548e-06,8.4006e-06
6394.35,0.001586,0.0016321,0.0016742,2.4456e-05,1.5378e-05,2.2506e-05,0.00019082,0.00013931,0.00016169,1.0017e-05,7.2043e-06,8.3502e-06
6407.95,0.0015784,0.0016237,0.0016657,2.5022e-05,1.5258e-05,2.2322e-05,0.00018939,0.00013837,0.00016075,9.7476e-06,7.1552e-06,8.3009e-06
6421.56,0.0015707,0.0016154,0.0016572,2.5657e-05,1.5169e-05,2.2182e-05,0.00018795,0.00013743,0.0001598,9.4572e-06,7.1066e-06,8.2517e-06
6435.16,0.0015632,0.0016071,0.0016487,2.6268e-05,1.5048e-05,2.1992e-05,0.00018648,0.00013651,0.00015887,9.2001e-06,7.0588e-06,8.2028e-06
6448.77,0.0015556,0.0015989,0.0016402,2.6912e-05,1.4935e-05,2.1813e-05,0.00018499,0.00013558,0.00015794,9.0193e-06,7.0115e-06,8.1542e-06
6462.37,0.0015481,0.0015906,0.0016317,2.7577e-05,1.4826e-05,2.1639e-05,0.00018347,0.00013466,0.00015701,8.938e-06,6.9645e-06,8.1056e-06
6475.98,0.0015405,0.0015823,0.0016232,2.8253e-05,1.4721e-05,2.1468e-05,0.00018192,0.00013375,0.00015607,8.9547e-06,6.9174e-06,8.0569e-06
6489.58,0.0015329,0.001574,0.0016147,2.8934e-05,1.4619e-05,2.13e-05,0.00018033,0.00013283,0.00015514,9.0441e-06,6.8701e-06,8.0082e-06
6503.19,0.0015253,0.0015656,0.0016062,2.9609e-05,1.4521e-05,2.1134e-05,0.00017872,0.00013191,0.00015421,9.163e-06,6.8227e-06,7.9596e-06
6516.79,0.0015178,0.0015574,0.0015977,3.0268e-05,1.4425e-05,2.0971e-05,0.00017709,0.00013101,0.00015328,9.2601e-06,6.7753e-06,7.9113e-06
6530.4,0.0015103,0.0015491,0.0015893,3.0902e-05,1.4332e-05,2.0808e-05,0.00017543,0.00013011,0.00015236,9.2894e-06,6.7282e-06,7.8635e-06
6544.0,0.0015029,0.001541,0.0015809,3.1497e-05,1.424e-05,2.0646e-05,0.00017377,0.00012922,0.00015146,9.223e-06,6.6814e-06,7.8161e-06
6557.61,0.0014954,0.0015328,0.0015725,3.2029e-05,1.4146e-05,2.0479e-05,0.00017206,0.00012833,0.00015054,9.0579e-06,6.6345e-06,7.7684e-06
6571.21,0.0014885,0.0015252,0.0015648,3.2515e-05,1.4052e-05,2.0309e-05,0.00017042,0.0001275,0.00014969,8.8232e-06,6.591e-06,7.7242e-06
6584.82,0.0014821,0.001518,0.0015574,3.3032e-05,1.3991e-05,2.0185e-05,0.00016879,0.00012671,0.00014888,8.56e-06,6.5494e-06,7.6819e-06
6598.42,0.0014751,0.0015103,0.0015495,3.3388e-05,1.3907e-05,2.0024e-05,0.00016709,0.00012587,0.00014802,8.3128e-06,6.5062e-06,7.6371e-06
6612.03,0.0014682,0.0015027,0.0015417,3.3668e-05,1.3826e-05,1.9867e-05,0.00016539,0.00012505,0.00014718,8.1276e-06,6.4638e-06,7.5929e-06
6625.63,0.0014613,0.0014951,0.001534,3.3861e-05,1.3748e-05,1.9712e-05,0.00016369,0.00012423,0.00014633,8.03e-06,6.4219e-06,7.5489e-06
6639.24,0.0014545,0.0014875,0.0015262,3.3961e-05,1.3672e-05,1.9559e-05,0.00016197,0.00012341,0.00014549,8.0244e-06,6.38e-06,7.5049e-06
6652.84,0.0014476,0.0014798,0.0015184,3.3961e-05,1.36e-05,1.9409e-05,0.00016025,0.0001226,0.00014465,8.0932e-06,6.3379e-06,7.4609e-06
6666.45,0.0014406,0.0014722,0.0015105,3.3857e-05,1.353e-05,1.9261e-05,0.00015853,0.00012178,0.0001438,8.201e-06,6.2956e-06,7.4167e-06
6680.05,0.0014337,0.0014645,0.0015026,3.3649e-05,1.3462e-05,1.9116e-05,0.0001568,0.00012097,0.00014295,8.3022e-06,6.253e-06,7.3725e-06
6693.66,0.0014267,0.0014568,0.0014947,3.3335e-05,1.3397e-05,1.8972e-05,0.00015509,0.00012016,0.0001421,8.3521e-06,6.2102e-06,7.3283e-06
6707.26,0.0014196,0.0014489,0.0014867,3.2914e-05,1.3333e-05,1.8829e-05,0.00015337,0.00011934,0.00014124,8.3186e-06,6.1668e-06,7.2836e-06
6720.87,0.001413,0.0014416,0.0014793,3.2398e-05,1.3269e-05,1.8686e-05,0.00015172,0.00011857,0.00014044,8.1956e-06,6.126e-06,7.2416e-06
6734.47,0.0014081,0.001436,0.0014735,3.1854e-05,1.3215e-05,1.8557e-05,0.00015026,0.00011795,0.0001398,8.0043e-06,6.0928e-06,7.2084e-06
6748.08,0.001401,0.0014282,0.0014655,3.1157e-05,1.3152e-05,1.8414e-05,0.00014859,0.00011714,0.00013895,7.7569e-06,6.0504e-06,7.1638e-06
6761.68,0.0013944,0.0014209,0.0014581,3.0402e-05,1.3092e-05,1.8274e-05,0.000147,0.00011638,0.00013815,7.5137e-06,6.011e-06,7.1223e-06
6775.29,0.0013881,0.0014138,0.0014509,2.9591e-05,1.3031e-05,1.8135e-05,0.00014546,0.00011564,0.00013737,7.3146e-06,5.9728e-06,7.0819e-06
6788.89,0.0013818,0.0014068,0.0014437,2.8736e-05,1.2972e-05,1.7998e-05,0.00014395,0.00011492,0.0001366,7.189e-06,5.9352e-06,7.0419e-06
6802.5,0.0013756,0.0013998,0.0014366,2.7848e-05,1.2913e-05,1.7861e-05,0.00014247,0.00011419,0.00013584,7.1488e-06,5.898e-06,7.0021e-06
6816.1,0.0013693,0.0013929,0.0014294,2.694e-05,1.2854e-05,1.7726e-05,0.00014101,0.00011347,0.00013508,7.1862e-06,5.8607e-06,6.9623e-06
6829.71,0.001363,0.0013858,0.0014222,2.6024e-05,1.2797e-05,1.7593e-05,0.00013958,0.00011275,0.00013431,7.2752e-06,5.8231e-06,6.9224e-06
6843.31,0.0013566,0.0013787,0.001415,2.5112e-05,1.2741e-05,1.7463e-05,0.00013818,0.00011203,0.00013354,7.3774e-06,5.785e-06,6.8821e-06
6856.92,0.0013501,0.0013714,0.0014076,2.4214e-05,1.2685e-05,1.7334e-05,0.00013679,0.00011129,0.00013275,7.4504e-06,5.7463e-06,6.8413e-06
6870.52,0.0013431,0.0013637,0.0013997,2.334e-05,1.263e-05,1.7207e-05,0.0001354,0.00011053,0.00013192,7.4567e-06,5.7056e-06,6.7982e-06
6884.13,0.0013368,0.0013567,0.0013925,2.25e-05,1.2575e-05,1.7082e-05,0.0001341,0.00010982,0.00013116,7.3835e-06,5.6678e-06,6.7586e-06
6897.73,0.0013333,0.0013525,0.0013882,2.1737e-05,1.2522e-05,1.696e-05,0.00013311,0.00010934,0.00013068,7.2449e-06,5.6421e-06,6.7333e-06
6911.34,0.0013267,0.0013451,0.0013807,2.0997e-05,1.2467e-05,1.6836e-05,0.00013184,0.00010861,0.00012988,7.0314e-06,5.6035e-06,6.6921e-06
6924.94,0.0013205,0.0013383,0.0013737,2.0319e-05,1.2411e-05,1.6713e-05,0.00013064,0.00010792,0.00012914,6.8e-06,5.5674e-06,6.6536e-06
6938.55,0.0013146,0.0013316,0.0013669,1.9708e-05,1.2355e-05,1.659e-05,0.0001295,0.00010725,0.00012842,6.5894e-06,5.5326e-06,6.6162e-06
6952.15,0.0013088,0.0013251,0.0013603,1.9166e-05,1.2297e-05,1.6468e-05,0.0001284,0.00010659,0.00012772,6.4331e-06,5.4988e-06,6.5796e-06
6965.76,0.0013031,0.0013187,0.0013537,1.8698e-05,1.224e-05,1.6346e-05,0.00012733,0.00010595,0.00012702,6.351e-06,5.4655e-06,6.5434e-06
6979.36,0.0012974,0.0013123,0.0013472,1.8304e-05,1.2182e-05,1.6225e-05,0.00012628,0.0001053,0.00012633,6.346e-06,5.4324e-06,6.5074e-06
6992.97,0.0012917,0.0013058,0.0013406,1.7986e-05,1.2124e-05,1.6105e-05,0.00012526,0.00010466,0.00012563,6.4038e-06,5.3992e-06,6.4713e-06
7006.57,0.0012859,0.0012993,0.0013339,1.7744e-05,1.2066e-05,1.5987e-05,0.00012424,0.00010401,0.00012493,6.4955e-06,5.3656e-06,6.435e-06
7020.18,0.0012799,0.0012926,0.0013271,1.7575e-05,1.2009e-05,1.587e-05,0.00012323,0.00010335,0.00012422,6.5836e-06,5.3311e-06,6.3978e-06
7033.78,0.0012732,0.0012852,0.0013196,1.7478e-05,1.1951e-05,1.5754e-05,0.00012216,0.00010264,0.00012343,6.6283e-06,5.2935e-06,6.3571e-06
7047.39,0.001267,0.0012783,0.0013125,1.7449e-05,1.1898e-05,1.5644e-05,0.00012114,0.00010197,0.0001227,6.6085e-06,5.258e-06,6.3191e-06
7060.99,0.0012646,0.0012752,0.0013094,1.75e-05,1.1845e-05,1.5536e-05,0.0001205,0.0001016,0.00012233,6.5308e-06,5.2382e-06,6.2998e-06
7074.6,0.0012584,0.0012683,0.0013023,1.7608e-05,1.179e-05,1.5425e-05,0.00011951,0.00010093,0.0001216,6.3653e-06,5.2032e-06,6.2619e-06
7088.2,0.0012526,0.0012618,0.0012957,1.7779e-05,1.1736e-05,1.5316e-05,0.00011855,0.0001003,0.00012091,6.16e-06,5.1701e-06,6.2261e-06
7101.81,0.001247,0.0012555,0.0012893,1.8011e-05,1.1682e-05,1.5207e-05,0.00011762,9.9688e-05,0.00012024,5.9491e-06,5.1383e-06,6.1914e-06
7115.41,0.0012416,0.0012494,0.0012831,1.8302e-05,1.1628e-05,1.5098e-05,0.0001167,9.9087e-05,0.00011959,5.7678e-06,5.1075e-06,6.1574e-06
7129.02,0.0012363,0.0012434,0.0012769,1.8649e-05,1.1574e-05,1.4989e-05,0.00011579,9.8498e-05,0.00011894,5.6433e-06,5.0774e-06,6.1241e-06
7142.62,0.0012311,0.0012374,0.0012709,1.9051e-05,1.152e-05,1.4881e-05,0.00011487,9.7917e-05,0.00011831,5.5893e-06,5.0478e-06,6.0913e-06
7156.23,0.0012259,0.0012316,0.0012649,1.9504e-05,1.1467e-05,1.4773e-05,0.00011396,9.7341e-05,0.00011768,5.6041e-06,5.0185e-06,6.0586e-06
7169.83,0.0012206,0.0012256,0.0012589,2.0007e-05,1.1414e-05,1.4666e-05,0.00011303,9.6765e-05,0.00011705,5.6709e-06,4.989e-06,6.026e-06
7183.44,0.0012153,0.0012196,0.0012527,2.0555e-05,1.1362e-05,1.4559e-05,0.00011207,9.6181e-05,0.00011641,5.7612e-06,4.9588e-06,5.9928e-06
7197.04,0.0012094,0.001213,0.001246,2.1144e-05,1.1309e-05,1.4449e-05,0.00011105,9.5554e-05,0.00011572,5.8385e-06,4.9262e-06,5.9568e-06
7210.65,0.0012035,0.0012065,0.0012393,2.1772e-05,1.1264e-05,1.435e-05,0.00011003,9.4937e-05,0.00011503,5.8739e-06,4.8939e-06,5.9215e-06
7224.25,0.001201,0.0012033,0.0012361,2.2432e-05,1.123e-05,1.4263e-05,0.0001093,9.4584e-05,0.00011467,5.8611e-06,4.8752e-06,5.9025e-06
7237.86,0.0011954,0.001197,0.0012297,2.3115e-05,1.1184e-05,1.4161e-05,0.00010826,9.3988e-05,0.00011401,5.7626e-06,4.8439e-06,5.8682e-06
7251.46,0.0011901,0.0011909,0.0012236,2.3816e-05,1.1141e-05,1.4062e-05,0.00010723,9.3413e-05,0.00011337,5.6063e-06,4.8139e-06,5.8353e-06
7265.07,0.0011848,0.001185,0.0012175,2.4528e-05,1.1101e-05,1.3965e-05,0.00010619,9.285e-05,0.00011275,5.4174e-06,4.7847e-06,5.803e-06
7278.67,0.0011797,0.0011792,0.0012116,2.5243e-05,1.1062e-05,1.3868e-05,0.00010515,9.2299e-05,0.00011214,5.2283e-06,4.7563e-06,5.7714e-06
