,1s,1s,1s,2p,2p,2p,2s,2s,2s
557.8,0.095341,0.094056,0.091602,0.0071569,0.0074177,0.0072862,0.01948,0.019702,0.019188
571.41,0.092339,0.091015,0.088636,0.0067345,0.0068759,0.0067442,0.018467,0.01868,0.018192
585.01,0.08946,0.088099,0.085794,0.0063187,0.0063818,0.0062522,0.017524,0.017727,0.017264
598.62,0.086699,0.085304,0.08307,0.0058653,0.0059315,0.0058048,0.016644,0.016839,0.016398
612.22,0.084051,0.082624,0.08046,0.0053889,0.0055218,0.0053972,0.015822,0.01601,0.01559
625.83,0.08151,0.080054,0.077958,0.0049413,0.0051494,0.0050251,0.015051,0.015234,0.014834
639.43,0.079074,0.07759,0.075559,0.0045707,0.00481,0.0046848,0.014331,0.014509,0.014127
653.04,0.076735,0.075226,0.073258,0.0042916,0.0044989,0.0043732,0.013656,0.01383,0.013464
666.64,0.07449,0.072957,0.071052,0.0040794,0.0042124,0.0040873,0.013026,0.013193,0.012843
680.25,0.072334,0.07078,0.068934,0.0038878,0.0039475,0.0038246,0.012434,0.012595,0.01226
693.85,0.070262,0.068688,0.066901,0.0036768,0.0037026,0.0035828,0.01188,0.012034,0.011713
707.46,0.06827,0.066678,0.064947,0.003434,0.0034767,0.0033601,0.011357,0.011506,0.011198
721.06,0.066355,0.064746,0.06307,0.0031763,0.0032688,0.0031545,0.010865,0.011009,0.010713
734.67,0.064511,0.062888,0.061265,0.0029362,0.0030777,0.0029647,0.0104,0.01054,0.010256
748.27,0.062736,0.061099,0.059529,0.0027407,0.0029015,0.0027892,0.0099614,0.010099,0.0098256
761.88,0.061026,0.059376,0.057856,0.0025981,0.0027382,0.0026266,0.0095479,0.0096817,0.0094188
775.48,0.059377,0.057717,0.056246,0.0024952,0.0025862,0.0024759,0.009158,0.0092876,0.0090345
789.09,0.057787,0.056117,0.054694,0.0024057,0.0024443,0.0023361,0.00879,0.0089149,0.008671
802.69,0.056253,0.054575,0.053198,0.0023044,0.0023115,0.0022062,0.008442,0.008562,0.0083269
816.3,0.054771,0.053086,0.051754,0.0021792,0.0021878,0.0020854,0.0081121,0.0082277,0.0080009
829.9,0.05334,0.051649,0.050361,0.0020356,0.0020728,0.001973,0.0077987,0.0079107,0.0076918
843.51,0.051958,0.050262,0.049017,0.0018914,0.0019661,0.0018682,0.0075009,0.00761,0.0073986
857.11,0.050622,0.048922,0.047718,0.0017659,0.0018671,0.0017705,0.0072178,0.0073245,0.0071202
870.72,0.04933,0.047628,0.046464,0.0016713,0.0017749,0.0016793,0.0069489,0.0070532,0.0068557
884.32,0.048081,0.046376,0.045252,0.0016074,0.0016884,0.001594,0.0066937,0.0067953,0.0066042
897.93,0.046873,0.045168,0.044082,0.0015631,0.001607,0.0015142,0.0064516,0.00655,0.0063651
911.53,0.045704,0.043999,0.04295,0.0015217,0.0015302,0.0014395,0.0062216,0.0063165,0.0061374
925.14,0.044573,0.042869,0.041856,0.0014685,0.0014578,0.0013694,0.0060029,0.0060942,0.0059206
938.74,0.043479,0.041776,0.040798,0.0013975,0.0013896,0.0013037,0.0057943,0.0058823,0.0057141
952.35,0.042419,0.040718,0.039775,0.001313,0.0013257,0.0012419,0.005595,0.0056803,0.0055172
965.95,0.041394,0.039696,0.038786,0.001226,0.0012659,0.0011839,0.0054046,0.0054877,0.0053295
979.56,0.040402,0.038707,0.037829,0.0011491,0.0012099,0.0011292,0.0052226,0.0053039,0.0051503
993.16,0.03944,0.03775,0.036903,0.0010909,0.0011573,0.0010777,0.0050489,0.0051284,0.0049793
1006.77,0.038509,0.036823,0.036007,0.0010531,0.0011077,0.0010292,0.0048832,0.0049607,0.0048159
1020.37,0.037608,0.035927,0.03514,0.0010305,0.0010606,0.00098342,0.0047253,0.0048005,0.0046598
1033.98,0.036733,0.035059,0.034301,0.0010132,0.0010157,0.00094016,0.0045747,0.0046473,0.0045105
1047.58,0.035886,0.034218,0.033488,0.00099065,0.0009729,0.00089928,0.0044308,0.0045007,0.0043677
1061.19,0.035065,0.033403,0.032701,0.00095612,0.00093223,0.00086061,0.0042932,0.0043604,0.004231
1074.79,0.034269,0.032614,0.031938,0.000909,0.00089369,0.00082399,0.0041611,0.0042259,0.0041
1088.4,0.033497,0.03185,0.031199,0.00085443,0.00085733,0.00078932,0.0040343,0.0040972,0.0039746
1102.0,0.032747,0.031108,0.030483,0.00080042,0.00082306,0.00075644,0.0039124,0.0039736,0.0038543
1115.61,0.03202,0.030389,0.029788,0.00075471,0.00079072,0.00072525,0.0037953,0.0038552,0.0037389
1129.21,0.031314,0.029692,0.029115,0.00072203,0.0007601,0.00069565,0.0036829,0.0037415,0.0036282
1142.82,0.030629,0.029016,0.028462,0.00070288,0.00073097,0.00066754,0.0035753,0.0036323,0.0035219
1156.42,0.029963,0.028359,0.027827,0.00069343,0.00070307,0.00064081,0.0034721,0.0035274,0.0034197
1170.03,0.029316,0.027722,0.027212,0.00068712,0.00067631,0.0006154,0.0033732,0.0034265,0.0033215
1183.63,0.028687,0.027103,0.026614,0.00067697,0.00065062,0.00059123,0.0032783,0.0033295,0.003227
1197.24,0.028075,0.026502,0.026033,0.00065821,0.00062601,0.00056823,0.003187,0.0032361,0.0031362
1210.84,0.027481,0.025918,0.025469,0.00062994,0.00060255,0.00054633,0.0030991,0.0031462,0.0030487
1224.45,0.026903,0.02535,0.024921,0.00059497,0.00058025,0.00052545,0.0030141,0.0030596,0.0029645
1238.05,0.02634,0.024798,0.024388,0.00055849,0.00055913,0.00050555,0.002932,0.0029762,0.0028833
1251.66,0.025792,0.024262,0.02387,0.00052596,0.00053912,0.00048658,0.0028527,0.0028958,0.002805
1265.26,0.025259,0.02374,0.023366,0.00050141,0.00052011,0.00046848,0.0027762,0.0028182,0.0027296
1278.87,0.02474,0.023233,0.022876,0.00048648,0.00050198,0.00045121,0.0027025,0.0027434,0.0026568
1292.47,0.024235,0.022739,0.0224,0.00047999,0.00048456,0.00043471,0.0026316,0.0026712,0.0025866
1306.08,0.023743,0.022259,0.021936,0.00047839,0.00046779,0.00041895,0.0025633,0.0026015,0.0025188
1319.68,0.023263,0.021792,0.021485,0.00047688,0.00045159,0.0004039,0.0024976,0.0025342,0.0024534
1333.29,0.022796,0.021337,0.021045,0.00047101,0.00043597,0.0003895,0.0024342,0.0024692,0.0023901
1346.89,0.022341,0.020895,0.020618,0.00045821,0.00042095,0.00037574,0.002373,0.0024064,0.0023291
1360.5,0.021898,0.020463,0.020202,0.00043854,0.00040657,0.00036257,0.0023137,0.0023456,0.00227
1374.1,0.021466,0.020044,0.019797,0.00041437,0.00039286,0.00034997,0.0022563,0.0022869,0.002213
1387.71,0.021044,0.019636,0.019402,0.00038939,0.00037982,0.0003379,0.0022005,0.0022301,0.0021578
1401.31,0.020634,0.019238,0.019018,0.00036729,0.00036742,0.00032635,0.0021464,0.0021752,0.0021044
1414.92,0.020233,0.01885,0.018643,0.00035085,0.00035561,0.00031528,0.002094,0.002122,0.0020527
1428.52,0.019843,0.018473,0.018279,0.00034126,0.00034428,0.00030467,0.0020434,0.0020706,0.0020028
1442.13,0.019462,0.018105,0.017924,0.00033794,0.00033338,0.00029449,0.0019946,0.0020208,0.0019544
1455.73,0.019091,0.017747,0.017577,0.00033865,0.00032283,0.00028474,0.0019474,0.0019726,0.0019076
1469.34,0.018729,0.017398,0.01724,0.00034016,0.0003126,0.00027538,0.0019019,0.0019259,0.0018623
1482.94,0.018375,0.017058,0.016911,0.00033916,0.00030267,0.00026639,0.0018579,0.0018807,0.0018183
1496.55,0.018031,0.016727,0.016591,0.00033334,0.00029308,0.00025778,0.0018154,0.0018369,0.0017759
1510.15,0.017694,0.016404,0.016279,0.00032204,0.00028384,0.0002495,0.0017741,0.0017944,0.0017346
1523.76,0.017366,0.016088,0.015974,0.00030637,0.00027499,0.00024155,0.0017339,0.0017532,0.0016946
1537.36,0.017045,0.015781,0.015677,0.00028862,0.00026653,0.00023391,0.0016949,0.0017133,0.0016559
1550.97,0.016732,0.015482,0.015387,0.00027152,0.00025847,0.00022656,0.0016569,0.0016745,0.0016183
1564.57,0.016426,0.015189,0.015104,0.00025744,0.00025077,0.0002195,0.0016199,0.0016369,0.0015818
1578.18,0.016128,0.014904,0.014829,0.00024795,0.00024341,0.00021272,0.0015841,0.0016005,0.0015465
1591.78,0.015836,0.014626,0.014559,0.0002435,0.00023632,0.0002062,0.0015493,0.0015651,0.0015122
1605.39,0.015551,0.014355,0.014296,0.00024337,0.00022945,0.00019992,0.0015157,0.0015308,0.0014789
1618.99,0.015273,0.01409,0.01404,0.00024578,0.00022278,0.00019388,0.0014831,0.0014974,0.0014465
1632.6,0.015001,0.013831,0.013789,0.00024834,0.00021628,0.00018806,0.0014517,0.0014651,0.0014151
1646.2,0.014735,0.013578,0.013545,0.00024875,0.00020996,0.00018247,0.0014213,0.0014336,0.0013846
1659.81,0.014475,0.013332,0.013306,0.00024534,0.00020382,0.00017707,0.0013917,0.001403,0.001355
1673.41,0.01422,0.013091,0.013072,0.00023772,0.00019789,0.00017188,0.0013629,0.0013733,0.0013262
1687.02,0.013972,0.012855,0.012844,0.00022665,0.00019219,0.00016688,0.0013348,0.0013444,0.0012982
1700.62,0.013728,0.012625,0.012621,0.00021378,0.00018673,0.00016206,0.0013074,0.0013163,0.001271
1714.23,0.01349,0.012401,0.012404,0.00020105,0.00018151,0.0001574,0.0012807,0.001289,0.0012445
1727.83,0.013258,0.012181,0.012191,0.00019028,0.00017652,0.00015293,0.0012546,0.0012624,0.0012188
1741.44,0.01303,0.011967,0.011983,0.00018271,0.00017173,0.00014861,0.0012292,0.0012366,0.0011938
1755.04,0.012807,0.011757,0.011779,0.00017891,0.00016712,0.00014444,0.0012045,0.0012114,0.0011694
1768.65,0.012589,0.011552,0.01158,0.00017866,0.00016265,0.00014041,0.0011806,0.0011869,0.0011457
1782.25,0.012375,0.011351,0.011385,0.00018094,0.0001583,0.00013653,0.0011574,0.0011631,0.0011226
1795.86,0.012166,0.011155,0.011195,0.00018417,0.00015405,0.00013278,0.0011349,0.0011399,0.0011002
1809.46,0.011961,0.010963,0.011009,0.00018656,0.0001499,0.00012917,0.0011131,0.0011173,0.0010783
1823.07,0.011761,0.010776,0.010827,0.00018653,0.00014583,0.00012567,0.0010919,0.0010953,0.0010571
1836.67,0.011565,0.010592,0.010649,0.00018326,0.00014189,0.00012229,0.0010712,0.0010739,0.0010363
1850.28,0.011372,0.010413,0.010474,0.00017679,0.00013807,0.00011902,0.0010511,0.001053,0.0010161
1863.88,0.011184,0.010237,0.010303,0.00016798,0.00013439,0.00011586,0.0010314,0.0010326,0.00099646
1877.49,0.010999,0.010065,0.010136,0.00015815,0.00013087,0.00011281,0.001012,0.0010128,0.00097728
1891.09,0.010819,0.0098976,0.0099727,0.00014876,0.00012749,0.00010986,0.00099321,0.0009935,0.00095865
1904.7,0.010642,0.0097331,0.0098126,0.00014104,0.00012425,0.00010701,0.00097475,0.00097466,0.00094044
1918.3,0.010468,0.0095722,0.0096559,0.00013587,0.00012113,0.00010424,0.00095674,0.00095631,0.00092271
1931.91,0.010298,0.0094147,0.0095025,0.00013358,0.00011811,0.00010156,0.00093921,0.0009384,0.00090541
1945.51,0.010132,0.0092604,0.0093522,0.00013401,0.00011518,9.8973e-05,0.00092215,0.00092094,0.00088854
1959.12,0.0099683,0.0091092,0.0092048,0.00013641,0.00011232,9.6464e-05,0.00090557,0.00090388,0.00087207
1972.72,0.0098091,0.0089621,0.0090615,0.00013963,0.00010951,9.4035e-05,0.00088958,0.00088735,0.0008561
1986.33,0.0096519,0.0088171,0.00892,0.00014231,0.00010675,9.1679e-05,0.00087393,0.0008711,0.00084042
1999.93,0.0094982,0.0086754,0.0087818,0.00014324,0.00010405,8.9396e-05,0.00085875,0.00085528,0.00082515
2013.54,0.0093475,0.0085367,0.0086464,0.00014166,0.00010141,8.7182e-05,0.00084394,0.00083985,0.00081026
2027.14,0.0091998,0.0084009,0.0085138,0.00013746,9.884e-05,8.5035e-05,0.00082946,0.00082478,0.00079573
2040.75,0.0090548,0.0082677,0.0083837,0.00013115,9.6357e-05,8.2953e-05,0.00081526,0.00081006,0.00078153
2054.35,0.0089121,0.0081368,0.0082557,0.00012366,9.3966e-05,8.0934e-05,0.00080127,0.00079563,0.00076762
2067.96,0.0087738,0.0080101,0.0081319,0.00011608,9.167e-05,7.8975e-05,0.00078769,0.00078169,0.00075418
2081.56,0.008637,0.0078848,0.0080094,0.00010944,8.9464e-05,7.7074e-05,0.00077428,0.00076798,0.00074096
2095.17,0.008503,0.0077623,0.0078896,0.00010449,8.734e-05,7.5228e-05,0.00076115,0.00075459,0.00072806
2108.77,0.0083716,0.0076423,0.0077721,0.00010171,8.5287e-05,7.3434e-05,0.00074833,0.00074152,0.00071546
2122.38,0.0082427,0.0075247,0.0076569,0.00010116,8.3291e-05,7.1693e-05,0.00073583,0.00072875,0.00070315
2135.98,0.0081159,0.0074091,0.0075437,0.00010256,8.134e-05,7e-05,0.00072363,0.00071624,0.0006911
2149.59,0.0079925,0.0072968,0.0074337,0.00010523,7.943e-05,6.8361e-05,0.00071186,0.00070411,0.00067941
2163.19,0.0078702,0.0071857,0.0073247,0.00010822,7.7546e-05,6.6764e-05,0.00070031,0.00069214,0.00066789
2176.8,0.0077505,0.0070769,0.0072181,0.00011051,7.5692e-05,6.5214e-05,0.00068909,0.00068046,0.00065664
2190.4,0.0076331,0.0069704,0.0071135,0.00011123,7.3871e-05,6.3706e-05,0.00067815,0.00066905,0.00064566
2204.01,0.0075179,0.006866,0.0070111,0.00010989,7.2087e-05,6.224e-05,0.00066746,0.00065789,0.00063492
2217.61,0.0074048,0.0067637,0.0069105,0.00010647,7.0349e-05,6.0813e-05,0.00065698,0.00064698,0.00062441
2231.22,0.0072936,0.0066631,0.0068117,0.00010141,6.8664e-05,5.9425e-05,0.00064667,0.00063628,0.00061412
2244.82,0.007185,0.006565,0.0067153,9.5463e-05,6.7045e-05,5.8082e-05,0.00063657,0.00062586,0.0006041
2258.43,0.0070777,0.0064682,0.0066201,8.9444e-05,6.5481e-05,5.677e-05,0.00062659,0.00061562,0.00059425
2272.03,0.0069725,0.0063733,0.0065267,8.4132e-05,6.3978e-05,5.5495e-05,0.00061677,0.00060559,0.00058461
2285.64,0.0068691,0.0062802,0.0064351,8.0117e-05,6.2529e-05,5.4254e-05,0.00060713,0.00059579,0.00057518
2299.24,0.0067677,0.006189,0.0063452,7.7762e-05,6.1128e-05,5.3046e-05,0.0005977,0.00058619,0.00056595
2312.85,0.0066681,0.0060995,0.006257,7.7178e-05,5.9764e-05,5.1869e-05,0.00058848,0.0005768,0.00055693
2326.45,0.0065701,0.0060115,0.0061703,7.8196e-05,5.8425e-05,5.0719e-05,0.00057947,0.00056759,0.00054807
2340.06,0.0064742,0.0059255,0.0060855,8.0413e-05,5.7126e-05,4.9614e-05,0.00057073,0.0005586,0.00053943
2353.66,0.0063796,0.0058408,0.0060019,8.3122e-05,5.5835e-05,4.8529e-05,0.00056218,0.00054976,0.00053094
2367.27,0.0062867,0.0057576,0.0059197,8.5556e-05,5.4562e-05,4.7473e-05,0.00055386,0.00054111,0.00052263
2380.87,0.0061954,0.0056759,0.005839,8.6972e-05,5.3308e-05,4.6445e-05,0.00054573,0.00053262,0.00051448
2394.48,0.0061057,0.0055958,0.0057598,8.6849e-05,5.2075e-05,4.5444e-05,0.00053778,0.00052431,0.0005065
2408.08,0.0060176,0.0055172,0.0056821,8.5004e-05,5.0868e-05,4.4467e-05,0.00052998,0.00051618,0.00049869
2421.69,0.0059311,0.0054401,0.0056058,8.1618e-05,4.9691e-05,4.3515e-05,0.00052232,0.0005082,0.00049103
2435.29,0.005846,0.0053643,0.0055308,7.7178e-05,4.856e-05,4.2594e-05,0.00051478,0.00050039,0.00048353
2448.9,0.0057624,0.0052899,0.0054571,7.228e-05,4.7462e-05,4.169e-05,0.00050733,0.00049272,0.00047618
2462.5,0.0056801,0.0052168,0.0053846,6.7573e-05,4.6405e-05,4.0811e-05,0.00049998,0.0004852,0.00046897
2476.11,0.0055992,0.0051449,0.0053134,6.3599e-05,4.5389e-05,3.9955e-05,0.00049273,0.00047783,0.00046189
2489.71,0.0055197,0.0050743,0.0052433,6.075e-05,4.4407e-05,3.912e-05,0.0004856,0.00047059,0.00045495
2503.32,0.0054415,0.005005,0.0051745,5.925e-05,4.3456e-05,3.8306e-05,0.00047861,0.0004635,0.00044815
2516.92,0.0053648,0.004937,0.005107,5.9136e-05,4.2524e-05,3.7508e-05,0.00047179,0.00045656,0.00044149
2530.53,0.0052894,0.0048703,0.0050407,6.028e-05,4.1623e-05,3.6741e-05,0.00046513,0.00044975,0.00043497
2544.13,0.0052152,0.0048047,0.0049755,6.2304e-05,4.0728e-05,3.5986e-05,0.00045863,0.00044307,0.00042856
2557.74,0.0051422,0.0047402,0.0049113,6.47e-05,3.9845e-05,3.5249e-05,0.00045229,0.00043652,0.00042228
2571.34,0.0050704,0.0046768,0.0048482,6.6863e-05,3.8973e-05,3.4532e-05,0.0004461,0.00043008,0.00041611
2584.95,0.0049997,0.0046145,0.0047861,6.8214e-05,3.8112e-05,3.3832e-05,0.00044005,0.00042376,0.00041005
2598.55,0.0049301,0.0045531,0.004725,6.8338e-05,3.7265e-05,3.315e-05,0.00043412,0.00041755,0.0004041
2612.16,0.0048616,0.0044928,0.0046648,6.7069e-05,3.6434e-05,3.2484e-05,0.00042829,0.00041145,0.00039826
2625.76,0.004795,0.0044342,0.0046063,6.4526e-05,3.5626e-05,3.1837e-05,0.00042262,0.00040553,0.00039259
2639.37,0.0047289,0.0043761,0.0045483,6.1044e-05,3.4839e-05,3.1202e-05,0.00041697,0.00039967,0.00038698
2652.97,0.004664,0.0043191,0.0044914,5.71e-05,3.4079e-05,3.0584e-05,0.0004114,0.00039392,0.00038148
2666.58,0.0046001,0.004263,0.0044353,5.3191e-05,3.3345e-05,2.998e-05,0.00040589,0.00038828,0.00037608
2680.18,0.0045372,0.0042078,0.0043801,4.9756e-05,3.264e-05,2.9391e-05,0.00040045,0.00038274,0.00037078
2693.79,0.0044753,0.0041535,0.0043258,4.7125e-05,3.1959e-05,2.8816e-05,0.00039507,0.00037729,0.00036557
2707.39,0.0044139,0.0040997,0.0042719,4.5513e-05,3.1301e-05,2.8255e-05,0.00038975,0.00037191,0.00036042
2721.0,0.004355,0.0040482,0.0042203,4.5005e-05,3.0661e-05,2.7709e-05,0.00038467,0.00036675,0.00035548
2734.6,0.0042958,0.0039964,0.0041684,4.5555e-05,3.0035e-05,2.7174e-05,0.00037958,0.00036158,0.00035053
2748.21,0.0042379,0.0039458,0.0041176,4.6975e-05,2.9419e-05,2.6652e-05,0.00037464,0.00035652,0.0003457
2761.81,0.0041809,0.003896,0.0040676,4.8936e-05,2.8811e-05,2.6142e-05,0.00036982,0.00035156,0.00034095
2775.42,0.0041248,0.0038471,0.0040185,5.0999e-05,2.8209e-05,2.5644e-05,0.00036512,0.00034669,0.00033629
2789.02,0.0040696,0.0037989,0.00397,5.2691e-05,2.7614e-05,2.5158e-05,0.00036052,0.0003419,0.00033171
2802.63,0.004015,0.0037513,0.0039222,5.3594e-05,2.7026e-05,2.4683e-05,0.000356,0.00033718,0.0003272
2816.23,0.0039613,0.0037044,0.003875,5.3441e-05,2.6448e-05,2.422e-05,0.00035157,0.00033253,0.00032276
2829.84,0.0039093,0.0036592,0.0038295,5.2167e-05,2.5881e-05,2.3768e-05,0.00034728,0.00032804,0.00031847
2843.44,0.0038573,0.0036139,0.0037839,4.9913e-05,2.5329e-05,2.3326e-05,0.00034298,0.00032357,0.0003142
2857.05,0.0038062,0.0035695,0.0037391,4.698e-05,2.4792e-05,2.2894e-05,0.00033873,0.00031918,0.00031001
2870.65,0.003756,0.0035259,0.0036951,4.3747e-05,2.4272e-05,2.2471e-05,0.00033454,0.00031487,0.00030589
2884.26,0.0037066,0.003483,0.0036518,4.0596e-05,2.3771e-05,2.2058e-05,0.00033038,0.00031063,0.00030185
2897.86,0.0036579,0.0034407,0.0036091,3.785e-05,2.3288e-05,2.1654e-05,0.00032627,0.00030647,0.00029788
2911.47,0.0036097,0.0033989,0.0035668,3.5751e-05,2.2822e-05,2.1259e-05,0.00032218,0.00030235,0.00029394
2925.07,0.0035633,0.0033587,0.0035261,3.446e-05,2.2374e-05,2.0877e-05,0.00031825,0.00029839,0.00029017
2938.68,0.0035165,0.0033181,0.0034851,3.4032e-05,2.1935e-05,2.05e-05,0.00031429,0.00029441,0.00028637
2952.28,0.0034706,0.0032783,0.0034448,3.4449e-05,2.1507e-05,2.0132e-05,0.00031042,0.00029051,0.00028265
2965.89,0.0034255,0.0032392,0.0034052,3.5584e-05,2.1086e-05,1.9772e-05,0.00030665,0.00028669,0.000279
2979.49,0.0033811,0.0032008,0.0033662,3.7205e-05,2.0669e-05,1.9421e-05,0.00030297,0.00028293,0.00027541
2993.1,0.0033374,0.003163,0.0033279,3.8988e-05,2.0257e-05,1.9076e-05,0.00029938,0.00027924,0.00027189
3006.7,0.0032944,0.0031258,0.0032901,4.0565e-05,1.9848e-05,1.8739e-05,0.00029588,0.00027561,0.00026843
3020.31,0.0032519,0.003089,0.0032527,4.159e-05,1.9443e-05,1.8409e-05,0.00029243,0.00027202,0.00026501
3033.91,0.0032105,0.0030533,0.0032164,4.1824e-05,1.9047e-05,1.809e-05,0.00028909,0.00026854,0.00026169
3047.52,0.0031693,0.0030177,0.0031801,4.1139e-05,1.8654e-05,1.7774e-05,0.00028576,0.00026507,0.00025838
3061.12,0.0031287,0.0029826,0.0031444,3.9607e-05,1.827e-05,1.7466e-05,0.00028247,0.00026166,0.00025513
3074.73,0.0030887,0.002948,0.0031092,3.7422e-05,1.7896e-05,1.7165e-05,0.00027921,0.00025831,0.00025194
3088.33,0.0030493,0.0029141,0.0030746,3.4864e-05,1.7534e-05,1.687e-05,0.00027599,0.00025501,0.0002488
3101.94,0.0030106,0.0028807,0.0030405,3.2233e-05,1.7183e-05,1.6581e-05,0.0002728,0.00025178,0.00024571
3115.54,0.0029725,0.0028478,0.003007,2.9803e-05,1.6845e-05,1.6298e-05,0.00026964,0.0002486,0.00024268
3129.15,0.002935,0.0028154,0.0029739,2.7784e-05,1.6517e-05,1.6019e-05,0.00026651,0.00024546,0.0002397
3142.75,0.0028981,0.0027836,0.0029414,2.6341e-05,1.6206e-05,1.5753e-05,0.00026342,0.00024239,0.00023677
3156.36,0.0028616,0.0027522,0.0029093,2.554e-05,1.59e-05,1.5487e-05,0.00026037,0.00023936,0.00023388
3169.96,0.0028256,0.0027212,0.0028775,2.542e-05,1.5602e-05,1.5227e-05,0.00025737,0.00023637,0.00023104
3183.57,0.0027901,0.0026906,0.0028462,2.5944e-05,1.531e-05,1.4973e-05,0.00025443,0.00023342,0.00022823
3197.17,0.0027552,0.0026605,0.0028153,2.7002e-05,1.5023e-05,1.4724e-05,0.00025155,0.00023053,0.00022547
3210.78,0.0027208,0.0026308,0.0027849,2.8403e-05,1.4738e-05,1.448e-05,0.00024874,0.00022768,0.00022276
3224.38,0.0026869,0.0026017,0.002755,2.9892e-05,1.4456e-05,1.4241e-05,0.000246,0.00022488,0.00022009
3237.99,0.0026536,0.002573,0.0027256,3.118e-05,1.4174e-05,1.4005e-05,0.00024332,0.00022213,0.00021747
3251.59,0.0026208,0.0025448,0.0026965,3.202e-05,1.39e-05,1.378e-05,0.0002407,0.00021942,0.0002149
3265.2,0.0025884,0.0025169,0.0026679,3.2196e-05,1.3625e-05,1.3554e-05,0.00023813,0.00021675,0.00021236
3278.8,0.0025565,0.0024894,0.0026396,3.1648e-05,1.3354e-05,1.3333e-05,0.00023558,0.00021412,0.00020986
3292.41,0.002525,0.0024623,0.0026117,3.0422e-05,1.309e-05,1.3117e-05,0.00023307,0.00021153,0.00020739
3306.01,0.0024939,0.0024356,0.0025841,2.8673e-05,1.2832e-05,1.2906e-05,0.00023057,0.00020897,0.00020496
3319.62,0.0024633,0.0024092,0.0025569,2.6618e-05,1.2581e-05,1.2699e-05,0.00022808,0.00020645,0.00020256
3333.22,0.0024331,0.0023832,0.0025301,2.4491e-05,1.2338e-05,1.2495e-05,0.00022562,0.00020397,0.0002002
3346.83,0.0024034,0.0023576,0.0025037,2.2499e-05,1.2103e-05,1.2295e-05,0.00022317,0.00020154,0.00019789
3360.43,0.0023744,0.0023326,0.0024779,2.0813e-05,1.1879e-05,1.2102e-05,0.00022077,0.00019916,0.00019562
3374.04,0.0023455,0.0023078,0.0024522,1.9536e-05,1.166e-05,1.191e-05,0.00021837,0.00019679,0.00019338
3387.64,0.0023172,0.0022834,0.002427,1.8748e-05,1.1447e-05,1.1721e-05,0.00021601,0.00019447,0.00019117
