,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
2067.96,0.064353,0.062081,0.061084,0.021968,0.020975,0.020813,0.012908,0.012238,0.011502,0.025725,0.026695,0.025555,0.0089314,0.009558,0.0094157,0.0020439,0.0021237,0.0020348,0.0012834,0.0013707,0.0013537
2081.56,0.06364,0.061391,0.060414,0.021818,0.020826,0.020667,0.012647,0.011971,0.011247,0.025361,0.02631,0.02518,0.008832,0.0094538,0.0093107,0.002013,0.0020912,0.0020031,0.0012675,0.0013541,0.0013369
2095.17,0.062938,0.060712,0.059754,0.021669,0.02068,0.020523,0.012393,0.011711,0.010999,0.025003,0.025932,0.024814,0.0087345,0.0093515,0.0092075,0.0019829,0.0020593,0.0019721,0.001252,0.0013378,0.0013205
2108.77,0.062246,0.060043,0.059105,0.021522,0.020535,0.02038,0.012146,0.011457,0.010757,0.024653,0.025562,0.024454,0.0086387,0.009251,0.009106,0.0019533,0.0020281,0.0019418,0.0012368,0.0013219,0.0013043
2122.38,0.061562,0.059383,0.058463,0.021377,0.020391,0.020239,0.011905,0.011211,0.010522,0.02431,0.025198,0.024101,0.0085444,0.009152,0.0090062,0.0019243,0.0019975,0.0019121,0.0012218,0.0013061,0.0012885
2135.98,0.060886,0.05873,0.057828,0.021232,0.020248,0.020099,0.011669,0.01097,0.010292,0.023971,0.02484,0.023753,0.0084515,0.0090543,0.0089077,0.0018957,0.0019674,0.0018828,0.0012071,0.0012907,0.0012728
2149.59,0.06023,0.058096,0.057213,0.021091,0.020109,0.019962,0.011442,0.010738,0.010071,0.023644,0.024493,0.023416,0.0083609,0.0089591,0.0088117,0.0018682,0.0019383,0.0018546,0.0011927,0.0012756,0.0012576
2163.19,0.059569,0.057459,0.056594,0.020948,0.019968,0.019823,0.011218,0.010509,0.0098534,0.023318,0.024147,0.02308,0.0082707,0.0088641,0.0087159,0.0018408,0.0019094,0.0018264,0.0011783,0.0012607,0.0012425
2176.8,0.058921,0.056834,0.055986,0.020807,0.019829,0.019687,0.011,0.010287,0.0096424,0.022999,0.023809,0.022752,0.0081821,0.0087708,0.0086218,0.0018141,0.0018811,0.001799,0.0011642,0.001246,0.0012277
2190.4,0.058283,0.056219,0.055388,0.020667,0.019691,0.019552,0.010788,0.010071,0.0094369,0.022686,0.023477,0.02243,0.008095,0.0086789,0.0085292,0.001788,0.0018534,0.0017721,0.0011503,0.0012316,0.0012131
2204.01,0.057654,0.055612,0.054799,0.020529,0.019555,0.019418,0.010581,0.0098604,0.0092367,0.02238,0.023152,0.022115,0.0080094,0.0085886,0.0084382,0.0017623,0.0018263,0.0017458,0.0011368,0.0012174,0.0011988
2217.61,0.057033,0.055014,0.054217,0.020392,0.01942,0.019286,0.010379,0.0096548,0.0090415,0.022079,0.022833,0.021805,0.0079252,0.0084998,0.0083486,0.0017372,0.0017997,0.0017199,0.0011235,0.0012035,0.0011848
2231.22,0.056419,0.054422,0.053642,0.020256,0.019287,0.019155,0.010181,0.0094538,0.0088509,0.021783,0.022518,0.0215,0.0078423,0.0084121,0.0082603,0.0017124,0.0017735,0.0016946,0.0011105,0.0011898,0.001171
2244.82,0.05582,0.053846,0.053081,0.020122,0.019155,0.019026,0.0099899,0.0092598,0.008667,0.021495,0.022212,0.021203,0.007761,0.0083262,0.0081737,0.0016884,0.0017481,0.0016699,0.0010978,0.0011764,0.0011575
2258.43,0.055222,0.05327,0.052522,0.019988,0.019024,0.018897,0.0098017,0.0090691,0.0084864,0.02121,0.021908,0.020909,0.0076806,0.0082411,0.008088,0.0016647,0.001723,0.0016455,0.0010854,0.0011632,0.0011441
2272.03,0.054632,0.052703,0.05197,0.019855,0.018894,0.018769,0.0096184,0.0088834,0.0083106,0.02093,0.021611,0.020621,0.0076014,0.0081572,0.0080035,0.0016414,0.0016983,0.0016216,0.0010731,0.0011502,0.001131
2285.64,0.054052,0.052145,0.051427,0.019724,0.018765,0.018643,0.0094396,0.0087023,0.0081393,0.020656,0.021319,0.020337,0.0075234,0.0080745,0.0079203,0.0016187,0.0016741,0.0015981,0.001061,0.0011373,0.0011181
2299.24,0.053479,0.051594,0.050892,0.019593,0.018638,0.018517,0.0092649,0.0085257,0.0079723,0.020387,0.021032,0.02006,0.0074468,0.0079932,0.0078384,0.0015963,0.0016504,0.0015752,0.0010491,0.0011248,0.0011054
2312.85,0.052915,0.051052,0.050364,0.019465,0.018512,0.018394,0.0090941,0.0083531,0.0078093,0.020123,0.02075,0.019787,0.0073714,0.0079132,0.0077578,0.0015744,0.0016272,0.0015527,0.0010374,0.0011124,0.0010929
2326.45,0.052356,0.050515,0.049842,0.019337,0.018388,0.018272,0.0089261,0.0081837,0.0076494,0.019863,0.020473,0.019518,0.0072973,0.0078344,0.0076785,0.0015528,0.0016043,0.0015305,0.0010258,0.0011003,0.0010806
2340.06,0.051809,0.04999,0.049331,0.019211,0.018264,0.01815,0.0087653,0.0080212,0.0074962,0.019609,0.020202,0.019256,0.0072243,0.0077568,0.0076004,0.0015317,0.001582,0.0015089,0.0010144,0.0010883,0.0010686
2353.66,0.051265,0.049468,0.048823,0.019085,0.018142,0.01803,0.0086059,0.0078606,0.0073448,0.019358,0.019935,0.018997,0.0071523,0.0076802,0.0075233,0.001511,0.00156,0.0014876,0.0010032,0.0010765,0.0010567
2367.27,0.050728,0.048952,0.048322,0.018961,0.01802,0.017911,0.0084505,0.0077041,0.0071974,0.019112,0.019671,0.018743,0.0070814,0.0076046,0.0074472,0.0014906,0.0015384,0.0014666,0.00099221,0.0010649,0.001045
2380.87,0.050198,0.048444,0.047827,0.018837,0.0179,0.017793,0.0082988,0.0075515,0.0070537,0.01887,0.019413,0.018492,0.0070114,0.00753,0.0073722,0.0014706,0.0015172,0.0014461,0.0009814,0.0010535,0.0010335
2394.48,0.049675,0.047942,0.047339,0.018714,0.01778,0.017675,0.0081506,0.0074025,0.0069135,0.018632,0.019159,0.018247,0.0069425,0.0074565,0.0072983,0.001451,0.0014964,0.0014259,0.00097082,0.0010423,0.0010222
2408.08,0.04916,0.047448,0.046858,0.018592,0.017662,0.017559,0.0080056,0.0072569,0.0067767,0.018399,0.018909,0.018005,0.0068747,0.007384,0.0072254,0.0014318,0.0014759,0.0014061,0.00096044,0.0010312,0.001011
2421.69,0.048652,0.046961,0.046384,0.018472,0.017545,0.017444,0.0078635,0.0071144,0.0066428,0.01817,0.018664,0.017768,0.006808,0.0073128,0.0071537,0.0014128,0.0014558,0.0013867,0.00095029,0.0010203,0.0010001
2435.29,0.04815,0.04648,0.045916,0.018353,0.01743,0.017331,0.0077258,0.0069764,0.0065132,0.017944,0.018423,0.017535,0.0067425,0.0072427,0.0070832,0.0013943,0.0014361,0.0013676,0.00094032,0.0010097,0.00098934
2448.9,0.047654,0.046005,0.045453,0.018235,0.017315,0.017218,0.0075901,0.0068406,0.0063858,0.017723,0.018186,0.017306,0.0066778,0.0071734,0.0070136,0.001376,0.0014167,0.0013489,0.00093047,0.00099911,0.00097873
2462.5,0.047163,0.045535,0.044996,0.018118,0.017201,0.017107,0.0074575,0.006708,0.0062615,0.017505,0.017952,0.01708,0.0066139,0.007105,0.0069448,0.0013581,0.0013977,0.0013304,0.00092074,0.00098873,0.00096827
2476.11,0.046678,0.045071,0.044544,0.018001,0.017088,0.016996,0.0073279,0.0065786,0.0061402,0.01729,0.017722,0.016858,0.0065509,0.0070375,0.006877,0.0013406,0.0013789,0.0013123,0.0009111,0.00097848,0.00095796
2489.71,0.046199,0.044613,0.044098,0.017885,0.016976,0.016885,0.0072013,0.0064523,0.006022,0.017079,0.017496,0.01664,0.0064888,0.0069707,0.0068099,0.0013233,0.0013605,0.0012945,0.00090156,0.00096837,0.00094778
2503.32,0.045727,0.044161,0.043657,0.01777,0.016864,0.016776,0.0070774,0.0063289,0.0059065,0.016872,0.017274,0.016425,0.0064273,0.0069047,0.0067436,0.0013064,0.0013424,0.001277,0.00089214,0.0009584,0.00093775
2516.92,0.045261,0.043716,0.043223,0.017656,0.016754,0.016668,0.0069558,0.006208,0.0057934,0.016668,0.017055,0.016214,0.006367,0.0068398,0.0066784,0.0012897,0.0013246,0.0012598,0.00088287,0.00094859,0.00092788
2530.53,0.044803,0.043278,0.042797,0.017544,0.016646,0.016562,0.0068377,0.0060906,0.0056837,0.016469,0.016841,0.016008,0.0063081,0.0067765,0.0066148,0.0012734,0.0013072,0.001243,0.00087386,0.00093903,0.00091826
2544.13,0.044349,0.042844,0.042374,0.017432,0.016538,0.016456,0.0067214,0.0059753,0.005576,0.016272,0.01663,0.015804,0.0062495,0.0067134,0.0065515,0.0012574,0.00129,0.0012264,0.00086493,0.00092952,0.0009087
2557.74,0.043901,0.042416,0.041957,0.017322,0.016431,0.016351,0.0066075,0.0058625,0.0054708,0.016079,0.016422,0.015604,0.0061919,0.0066512,0.0064891,0.0012417,0.0012731,0.0012101,0.00085619,0.00092017,0.00089929
2571.34,0.043457,0.041993,0.041544,0.017211,0.016325,0.016247,0.006496,0.0057523,0.005368,0.015888,0.016217,0.015406,0.006135,0.0065898,0.0064275,0.0012262,0.0012565,0.0011941,0.00084761,0.00091094,0.00089001
2584.95,0.043018,0.041574,0.041136,0.017102,0.016219,0.016143,0.006387,0.0056447,0.0052676,0.015701,0.016015,0.015212,0.0060788,0.0065291,0.0063666,0.001211,0.0012401,0.0011783,0.00083918,0.00090183,0.00088086
2598.55,0.042585,0.04116,0.040732,0.016993,0.016114,0.01604,0.0062803,0.0055394,0.0051696,0.015516,0.015817,0.01502,0.0060232,0.006469,0.0063063,0.0011961,0.001224,0.0011628,0.00083085,0.00089282,0.0008718
2612.16,0.042156,0.040751,0.040334,0.016883,0.016009,0.015937,0.0061759,0.0054366,0.0050738,0.015334,0.015621,0.014832,0.0059679,0.0064093,0.0062464,0.0011813,0.0012082,0.0011475,0.00082259,0.00088388,0.00086282
2625.76,0.04174,0.040354,0.039946,0.01678,0.01591,0.015839,0.0060737,0.0053361,0.0049803,0.015158,0.015431,0.014649,0.0059153,0.0063524,0.0061892,0.001167,0.0011928,0.0011326,0.00081469,0.00087535,0.00085425
2639.37,0.041323,0.039957,0.039559,0.016673,0.015807,0.015739,0.0059735,0.0052377,0.0048888,0.014982,0.015242,0.014467,0.005862,0.0062946,0.0061313,0.0011528,0.0011775,0.0011179,0.00080668,0.00086672,0.00084558
2652.97,0.040913,0.039566,0.039178,0.016569,0.015707,0.01564,0.0058753,0.0051414,0.0047992,0.01481,0.015056,0.014288,0.0058097,0.0062379,0.0060745,0.0011388,0.0011625,0.0011035,0.00079879,0.00085825,0.00083708
2666.58,0.040507,0.039179,0.038801,0.016465,0.015607,0.015542,0.005779,0.0050471,0.0047116,0.014641,0.014874,0.014112,0.0057582,0.0061819,0.0060184,0.0011251,0.0011478,0.0010892,0.00079099,0.00084991,0.0008287
2680.18,0.040106,0.038797,0.038428,0.016361,0.015508,0.015445,0.0056846,0.0049548,0.004626,0.014473,0.014693,0.013939,0.0057074,0.0061267,0.0059631,0.0011116,0.0011332,0.0010752,0.00078329,0.00084168,0.00082045
2693.79,0.039709,0.038419,0.038059,0.016259,0.01541,0.015349,0.0055922,0.0048646,0.0045422,0.014309,0.014516,0.013768,0.0056571,0.0060721,0.0059083,0.0010983,0.0011189,0.0010615,0.00077569,0.00083355,0.00081229
2707.39,0.039312,0.038041,0.03769,0.016155,0.01531,0.015251,0.0055016,0.0047762,0.0044603,0.014145,0.014339,0.013599,0.0056069,0.0060174,0.0058536,0.0010851,0.0011047,0.0010478,0.00076812,0.00082544,0.00080415
2721.0,0.038936,0.037683,0.037341,0.016059,0.015218,0.015161,0.0054133,0.0046902,0.0043805,0.01399,0.014171,0.013437,0.0055596,0.0059659,0.005802,0.0010725,0.0010911,0.0010347,0.00076101,0.00081777,0.00079645
2734.6,0.038551,0.037317,0.036983,0.015957,0.015121,0.015065,0.0053264,0.0046057,0.0043023,0.013832,0.014001,0.013274,0.005511,0.0059128,0.0057489,0.0010598,0.0010774,0.0010216,0.00075375,0.00080991,0.00078857
2748.21,0.038174,0.036958,0.036633,0.015857,0.015026,0.014972,0.0052413,0.004523,0.0042257,0.013678,0.013834,0.013114,0.0054633,0.0058608,0.0056968,0.0010473,0.001064,0.0010087,0.00074668,0.00080221,0.00078085
2761.81,0.037802,0.036604,0.036288,0.015759,0.014932,0.01488,0.0051578,0.004442,0.0041508,0.013526,0.013671,0.012956,0.0054165,0.0058096,0.0056456,0.0010351,0.0010509,0.00099604,0.00073976,0.00079464,0.00077325
2775.42,0.037434,0.036255,0.035946,0.015661,0.014839,0.014789,0.0050758,0.0043626,0.0040774,0.013377,0.013509,0.012801,0.0053703,0.0057592,0.0055951,0.001023,0.0010379,0.00098358,0.00073295,0.00078718,0.00076578
2789.02,0.03707,0.035909,0.035608,0.015565,0.014747,0.014698,0.0049953,0.0042849,0.0040055,0.013229,0.01335,0.012649,0.0053248,0.0057094,0.0055453,0.0010112,0.0010251,0.00097132,0.00072624,0.00077982,0.00075841
2802.63,0.036709,0.035565,0.035273,0.015468,0.014655,0.014608,0.0049164,0.0042087,0.0039351,0.013084,0.013193,0.012498,0.0052798,0.00566,0.0054959,0.00099952,0.0010125,0.0009592,0.00071958,0.00077254,0.00075111
2816.23,0.036351,0.035225,0.034941,0.015372,0.014564,0.014518,0.0048388,0.004134,0.0038662,0.01294,0.013037,0.012349,0.005235,0.005611,0.0054469,0.00098799,0.0010001,0.00094727,0.00071295,0.00076532,0.00074388
2829.84,0.036007,0.034899,0.034622,0.01528,0.014476,0.014432,0.0047637,0.0040618,0.0037995,0.012802,0.012888,0.012205,0.005192,0.0055638,0.0053997,0.00097688,0.0009881,0.00093576,0.00070655,0.00075837,0.00073691
2843.44,0.035658,0.034568,0.034298,0.015185,0.014386,0.014344,0.0046894,0.0039904,0.0037337,0.012663,0.012737,0.012061,0.0051486,0.0055161,0.005352,0.00096569,0.00097608,0.00092423,0.00070006,0.00075135,0.00072989
2857.05,0.035315,0.034242,0.03398,0.015092,0.014297,0.014257,0.0046165,0.0039206,0.0036693,0.012527,0.01259,0.011919,0.0051058,0.005469,0.005305,0.00095471,0.00096427,0.0009129,0.00069367,0.00074444,0.00072298
2870.65,0.034977,0.033921,0.033666,0.014999,0.01421,0.01417,0.0045449,0.0038522,0.0036063,0.012392,0.012444,0.01178,0.0050636,0.0054226,0.0052587,0.00094394,0.00095267,0.00090178,0.00068738,0.00073764,0.00071617
2884.26,0.034643,0.033603,0.033356,0.014908,0.014123,0.014085,0.0044746,0.0037851,0.0035444,0.01226,0.012301,0.011643,0.0050221,0.0053769,0.005213,0.00093336,0.00094125,0.00089084,0.00068121,0.00073094,0.00070946
2897.86,0.034312,0.03329,0.033049,0.014817,0.014037,0.014001,0.0044055,0.0037192,0.0034838,0.01213,0.01216,0.011508,0.0049811,0.0053317,0.0051679,0.00092296,0.00093,0.00088005,0.00067515,0.00072433,0.00070285
2911.47,0.033982,0.032976,0.032742,0.014726,0.013951,0.013917,0.0043372,0.0036545,0.0034242,0.012,0.01202,0.011374,0.0049406,0.005287,0.0051233,0.00091264,0.00091884,0.00086936,0.00066918,0.00071779,0.00069631
2925.07,0.033667,0.032678,0.032451,0.014638,0.013868,0.013835,0.004272,0.0035924,0.0033672,0.011877,0.011886,0.011246,0.004901,0.0052433,0.0050797,0.00090278,0.00090816,0.00085913,0.0006634,0.0007114,0.00068993
2938.68,0.033344,0.032372,0.032151,0.014549,0.013783,0.013751,0.0042063,0.0035303,0.0033101,0.011751,0.011749,0.011115,0.0048614,0.0051995,0.005036,0.00089274,0.00089732,0.00084875,0.00065763,0.00070502,0.00068354
2952.28,0.033027,0.032071,0.031857,0.01446,0.013699,0.013669,0.0041422,0.0034698,0.0032545,0.011628,0.011616,0.010987,0.0048223,0.0051562,0.0049928,0.0008829,0.0008867,0.0008386,0.00065196,0.00069871,0.00067724
2965.89,0.032714,0.031775,0.031567,0.014372,0.013616,0.013587,0.0040794,0.0034105,0.0032,0.011506,0.011484,0.010862,0.0047837,0.0051135,0.0049502,0.00087322,0.00087627,0.00082861,0.00064636,0.00069248,0.00067102
2979.49,0.032406,0.031483,0.031281,0.014284,0.013534,0.013507,0.0040177,0.0033524,0.0031467,0.011387,0.011355,0.010738,0.0047456,0.0050712,0.0049081,0.00086372,0.00086601,0.0008188,0.00064083,0.00068634,0.00066489
2993.1,0.032102,0.031195,0.030999,0.014198,0.013452,0.013426,0.0039571,0.0032955,0.0030944,0.01127,0.011227,0.010616,0.004708,0.0050295,0.0048665,0.0008544,0.00085592,0.00080915,0.00063536,0.00068029,0.00065885
3006.7,0.031801,0.03091,0.03072,0.014112,0.013372,0.013347,0.0038973,0.0032395,0.0030431,0.011154,0.011102,0.010497,0.004671,0.0049884,0.0048256,0.00084523,0.00084598,0.00079965,0.00062994,0.00067432,0.00065289
3020.31,0.031502,0.030627,0.030443,0.014027,0.013292,0.013269,0.0038385,0.0031845,0.0029926,0.01104,0.010978,0.010378,0.0046345,0.0049479,0.0047852,0.00083618,0.00083615,0.00079026,0.00062459,0.00066844,0.00064702
3033.91,0.031212,0.030352,0.030174,0.013943,0.013213,0.013191,0.0037821,0.0031316,0.0029442,0.010928,0.010857,0.010263,0.0045984,0.0049078,0.0047453,0.00082739,0.0008266,0.00078113,0.00061929,0.00066263,0.00064123
3047.52,0.03092,0.030076,0.029903,0.01386,0.013134,0.013114,0.0037253,0.0030788,0.0028958,0.010817,0.010736,0.010148,0.0045628,0.0048681,0.0047057,0.00081859,0.00081706,0.00077202,0.00061404,0.00065689,0.0006355
3061.12,0.030631,0.029803,0.029636,0.013776,0.013056,0.013037,0.0036699,0.0030272,0.0028485,0.010707,0.010617,0.010034,0.0045275,0.0048288,0.0046666,0.00080991,0.00080766,0.00076306,0.00060886,0.0006512,0.00062983
3074.73,0.030346,0.029533,0.029371,0.013694,0.012978,0.012961,0.0036155,0.0029766,0.0028022,0.010599,0.0105,0.0099222,0.0044926,0.0047898,0.0046279,0.00080135,0.00079841,0.00075423,0.00060376,0.00064558,0.00062423
3088.33,0.030065,0.029267,0.02911,0.013611,0.012901,0.012885,0.0035621,0.0029271,0.0027569,0.010493,0.010384,0.0098122,0.0044581,0.0047513,0.0045895,0.00079294,0.0007893,0.00074554,0.00059874,0.00064002,0.00061869
3101.94,0.029787,0.029004,0.028853,0.01353,0.012824,0.012809,0.0035096,0.0028785,0.0027124,0.010388,0.010271,0.0097038,0.004424,0.0047132,0.0045517,0.00078469,0.00078035,0.000737,0.00059381,0.00063454,0.00061322
3115.54,0.029513,0.028745,0.028599,0.013449,0.012749,0.012735,0.0034579,0.0028307,0.0026688,0.010285,0.010159,0.0095972,0.0043904,0.0046756,0.0045143,0.00077659,0.00077153,0.00072859,0.00058898,0.00062913,0.00060784
3129.15,0.029242,0.028488,0.028348,0.013369,0.012674,0.012662,0.0034067,0.0027836,0.0026257,0.010183,0.010048,0.0094919,0.0043573,0.0046386,0.0044775,0.00076861,0.00076283,0.0007203,0.00058424,0.0006238,0.00060253
3142.75,0.028975,0.028236,0.028101,0.01329,0.0126,0.012589,0.0033578,0.0027385,0.0025845,0.010084,0.0099396,0.0093887,0.0043248,0.0046021,0.0044412,0.00076079,0.0007543,0.00071218,0.00057959,0.00061856,0.00059731
3156.36,0.02871,0.027986,0.027855,0.013211,0.012527,0.012517,0.0033085,0.0026933,0.0025431,0.0099846,0.009832,0.0092863,0.0042925,0.0045659,0.0044053,0.00075302,0.00074584,0.00070413,0.00057498,0.00061336,0.00059214
3169.96,0.028447,0.027737,0.027611,0.013133,0.012454,0.012445,0.0032602,0.002649,0.0025027,0.0098868,0.0097258,0.0091853,0.0042606,0.0045301,0.0043697,0.00074534,0.0007375,0.00069618,0.00057041,0.00060822,0.00058703
3183.57,0.028187,0.027491,0.02737,0.013055,0.012381,0.012374,0.0032128,0.0026057,0.0024632,0.0097902,0.0096209,0.0090855,0.0042291,0.0044946,0.0043345,0.00073775,0.00072926,0.00068835,0.00056586,0.00060314,0.00058197
3197.17,0.02793,0.027248,0.027131,0.012978,0.012309,0.012302,0.0031663,0.0025632,0.0024244,0.009695,0.0095174,0.0089871,0.0041978,0.0044594,0.0042996,0.00073025,0.00072115,0.00068062,0.00056134,0.0005981,0.00057697
3210.78,0.027675,0.027008,0.026896,0.012901,0.012237,0.012232,0.0031205,0.0025216,0.0023864,0.0096011,0.0094154,0.0088902,0.0041668,0.0044246,0.004265,0.00072288,0.00071315,0.00067302,0.00055684,0.00059311,0.00057201
3224.38,0.027425,0.026771,0.026663,0.012824,0.012165,0.012161,0.0030755,0.0024807,0.0023491,0.0095086,0.0093149,0.0087948,0.0041361,0.00439,0.0042307,0.00071564,0.00070527,0.00066553,0.00055239,0.00058818,0.00056711
3237.99,0.027177,0.026538,0.026434,0.012748,0.012095,0.012092,0.0030309,0.0024404,0.0023123,0.0094176,0.009216,0.0087009,0.0041058,0.0043559,0.0041969,0.00070853,0.00069753,0.00065817,0.00054798,0.0005833,0.00056227
3251.59,0.026933,0.026307,0.026207,0.012675,0.012027,0.012025,0.0029879,0.0024015,0.0022769,0.009328,0.0091186,0.0086084,0.0040768,0.0043231,0.0041643,0.00070153,0.0006899,0.00065092,0.00054375,0.00057861,0.0005576
3265.2,0.026691,0.026079,0.025983,0.0126,0.011958,0.011957,0.0029449,0.0023627,0.0022415,0.0092394,0.0090223,0.008517,0.0040474,0.0042898,0.0041314,0.00069461,0.00068236,0.00064377,0.00053949,0.00057387,0.0005529
3278.8,0.026451,0.025852,0.025761,0.012527,0.011889,0.01189,0.0029026,0.0023247,0.0022069,0.0091518,0.0089271,0.0084267,0.0040184,0.004257,0.0040989,0.00068776,0.00067492,0.0006367,0.00053532,0.0005692,0.00054827
3292.41,0.026214,0.025628,0.02554,0.012454,0.011821,0.011823,0.002861,0.0022874,0.0021729,0.0090652,0.0088331,0.0083376,0.0039897,0.0042246,0.0040668,0.00068097,0.00066757,0.00062972,0.00053123,0.00056458,0.00054368
3306.01,0.025978,0.025406,0.025322,0.012381,0.011754,0.011756,0.0028201,0.0022508,0.0021396,0.0089796,0.0087401,0.0082494,0.0039613,0.0041925,0.0040349,0.00067425,0.0006603,0.00062283,0.00052719,0.00056001,0.00053915
3319.62,0.025745,0.025186,0.025106,0.012308,0.011686,0.01169,0.00278,0.002215,0.002107,0.0088951,0.0086483,0.0081624,0.0039332,0.0041605,0.0040033,0.00066762,0.00065313,0.00061603,0.0005232,0.00055547,0.00053465
3333.22,0.025515,0.024968,0.024892,0.012236,0.011619,0.011624,0.0027405,0.0021798,0.002075,0.0088116,0.0085577,0.0080766,0.0039052,0.0041287,0.0039719,0.00066107,0.00064605,0.00060932,0.00051924,0.00055096,0.00053018
3346.83,0.025287,0.024753,0.024681,0.012163,0.011552,0.011558,0.0027016,0.0021453,0.0020435,0.0087295,0.0084684,0.0079921,0.0038774,0.0040972,0.0039407,0.00065464,0.00063909,0.00060272,0.00051532,0.00054649,0.00052575
3360.43,0.025066,0.024544,0.024475,0.012096,0.01149,0.011497,0.0026635,0.0021116,0.0020128,0.0086495,0.0083815,0.0079097,0.0038514,0.0040676,0.0039114,0.00064839,0.0006323,0.00059629,0.00051163,0.00054227,0.00052157
3374.04,0.024843,0.024335,0.024269,0.012025,0.011424,0.011432,0.0026258,0.0020782,0.0019825,0.0085695,0.0082946,0.0078275,0.0038242,0.0040367,0.0038809,0.00064213,0.00062553,0.00058988,0.00050777,0.00053791,0.00051725
3387.64,0.024624,0.024128,0.024066,0.011955,0.011359,0.011368,0.0025887,0.0020455,0.0019527,0.0084908,0.0082091,0.0077466,0.0037977,0.0040065,0.0038511,0.00063597,0.00061886,0.00058356,0.00050398,0.00053363,0.00051301
3401.25,0.024407,0.023923,0.023864,0.011886,0.011296,0.011305,0.0025522,0.0020133,0.0019235,0.0084129,0.0081246,0.0076667,0.0037716,0.0039767,0.0038216,0.00062986,0.00061227,0.00057733,0.00050023,0.00052941,0.00050884
3414.85,0.024192,0.02372,0.023664,0.011817,0.011232,0.011243,0.0025162,0.0019817,0.0018948,0.008336,0.008041,0.0075877,0.0037458,0.0039472,0.0037925,0.0006238,0.00060577,0.00057117,0.0004965,0.00052524,0.00050471
3428.46,0.023978,0.023519,0.023466,0.011749,0.011169,0.011181,0.0024809,0.0019508,0.0018666,0.0082598,0.0079583,0.0075096,0.0037201,0.003918,0.0037636,0.0006178,0.00059933,0.00056508,0.00049281,0.0005211,0.00050062
3442.06,0.023767,0.023319,0.023269,0.011681,0.011106,0.011119,0.0024461,0.0019204,0.001839,0.0081843,0.0078765,0.0074323,0.0036946,0.0038889,0.0037349,0.00061187,0.00059296,0.00055906,0.00048914,0.00051699,0.00049656
3455.67,0.023555,0.023119,0.023073,0.011611,0.011042,0.011055,0.002412,0.0018905,0.0018118,0.008109,0.007795,0.0073553,0.0036688,0.0038594,0.0037058,0.00060596,0.00058662,0.00055307,0.00048543,0.00051284,0.00049245
3469.27,0.023358,0.022934,0.02289,0.01155,0.010986,0.011,0.0023784,0.0018613,0.0017853,0.0080391,0.0077187,0.0072833,0.003646,0.0038331,0.0036798,0.00060048,0.00058068,0.00054746,0.00048215,0.0005091,0.00048876
3482.88,0.023151,0.022738,0.022698,0.011481,0.010923,0.010938,0.0023453,0.0018326,0.0017592,0.0079658,0.0076394,0.0072084,0.0036207,0.0038042,0.0036513,0.00059476,0.00057452,0.00054163,0.00047857,0.00050504,0.00048475
3496.48,0.02295,0.022548,0.022511,0.011415,0.010862,0.010877,0.0023127,0.0018043,0.0017335,0.0078945,0.0075621,0.0071355,0.0035963,0.0037762,0.0036237,0.0005892,0.00056851,0.00053596,0.00047512,0.0005011,0.00048086
3510.09,0.022751,0.022361,0.022326,0.011349,0.010801,0.010818,0.0022806,0.0017765,0.0017082,0.0078243,0.0074859,0.0070636,0.0035723,0.0037486,0.0035966,0.00058372,0.00056259,0.00053037,0.00047175,0.00049722,0.00047703
3523.69,0.022554,0.022175,0.022143,0.011284,0.010742,0.010759,0.0022489,0.0017492,0.0016834,0.007755,0.0074107,0.0069927,0.0035486,0.0037215,0.0035698,0.0005783,0.00055675,0.00052486,0.00046844,0.0004934,0.00047325
3537.3,0.022359,0.021991,0.021962,0.01122,0.010683,0.010701,0.0022177,0.0017223,0.001659,0.0076863,0.0073363,0.0069226,0.0035252,0.0036946,0.0035434,0.00057293,0.00055098,0.00051941,0.00046517,0.00048962,0.00046953
3550.9,0.022165,0.021809,0.021782,0.011156,0.010624,0.010643,0.0021869,0.0016959,0.001635,0.0076182,0.0072626,0.0068531,0.0035021,0.0036679,0.0035171,0.00056761,0.00054526,0.00051402,0.00046193,0.00048587,0.00046583
3564.51,0.021972,0.021626,0.021602,0.011092,0.010565,0.010585,0.0021567,0.00167,0.0016114,0.0075505,0.0071893,0.0067841,0.003479,0.0036413,0.0034909,0.00056232,0.00053958,0.00050866,0.00045868,0.00048213,0.00046215
3578.11,0.021778,0.021443,0.021421,0.011025,0.010504,0.010525,0.0021269,0.0016445,0.0015883,0.0074823,0.0071158,0.0067148,0.0034553,0.0036142,0.0034643,0.00055703,0.00053388,0.00050329,0.00045535,0.00047833,0.00045841
3591.72,0.021602,0.021277,0.021258,0.010968,0.010452,0.010473,0.0020978,0.0016197,0.0015658,0.0074207,0.0070486,0.0066516,0.0034345,0.00359,0.0034405,0.00055224,0.00052867,0.00049838,0.00045239,0.00047492,0.00045505
3605.32,0.021415,0.021101,0.021085,0.010905,0.010394,0.010416,0.002069,0.0015952,0.0015435,0.0073556,0.0069782,0.0065854,0.003412,0.0035641,0.003415,0.00054721,0.00052322,0.00049324,0.00044918,0.00047129,0.00045147
