,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
244.89,,,,,,,2.6386,2.66,2.696,0.55197,0.55428,0.51645,0.12017,0.12072,0.12152,0.085043,0.085071,0.076884,0.043708,0.043674,0.043927
258.49,,,,,,,2.4268,2.4476,2.4808,0.53412,0.5366,0.50127,0.11588,0.11646,0.11723,0.080283,0.080345,0.073006,0.040601,0.040585,0.040828
272.1,,,,,,,2.2343,2.2544,2.2849,0.51657,0.5192,0.48616,0.11176,0.11238,0.11312,0.075854,0.075943,0.069342,0.037816,0.037815,0.038048
285.7,,,,,,,2.0587,2.0782,2.1062,0.49932,0.50209,0.47117,0.10782,0.10846,0.10918,0.071715,0.071829,0.065872,0.035307,0.035317,0.035541
299.31,,,,,,,1.8984,1.9173,1.9429,0.48237,0.48527,0.45631,0.10405,0.10471,0.10541,0.067836,0.067972,0.062583,0.033036,0.033056,0.03327
312.91,,,,,,,1.7529,1.7712,1.7946,0.46599,0.469,0.44184,0.10048,0.10116,0.10183,0.064229,0.064384,0.059492,0.030983,0.031015,0.03122
326.52,,,,,,,1.6205,1.6381,1.6595,0.45009,0.4532,0.4277,0.097074,0.097782,0.098428,0.060856,0.061029,0.056577,0.029119,0.02916,0.029357
340.12,,,,,,,1.5003,1.5172,1.5368,0.43479,0.43799,0.41403,0.09385,0.094578,0.095202,0.057718,0.057907,0.053844,0.027428,0.027476,0.027665
353.73,,,,,,,1.3911,1.4074,1.4253,0.42008,0.42337,0.40082,0.09079,0.091536,0.092139,0.054796,0.054998,0.05128,0.025887,0.025941,0.026122
367.33,,,,,,,1.2919,1.3076,1.3239,0.406,0.40937,0.38812,0.087882,0.088646,0.089228,0.052078,0.052293,0.048881,0.024476,0.024538,0.024712
380.94,,,,,,,1.2015,1.2166,1.2315,0.39252,0.39596,0.3759,0.08512,0.0859,0.086463,0.049549,0.049775,0.046636,0.023183,0.023253,0.02342
394.54,,,,,,,1.119,1.1335,1.1471,0.37957,0.38307,0.36412,0.08248,0.083276,0.083819,0.047189,0.047425,0.04453,0.021994,0.02207,0.02223
408.15,,,,,,,1.0434,1.0574,1.0698,0.36713,0.37068,0.35276,0.079953,0.080763,0.081288,0.044983,0.045228,0.042553,0.020897,0.020977,0.021131
421.75,,,,,,,0.97406,0.98756,0.99877,0.35516,0.35876,0.3418,0.077537,0.07836,0.078867,0.04292,0.043172,0.040695,0.019884,0.019968,0.020115
435.36,,,,,,,0.91025,0.92324,0.93342,0.34361,0.34726,0.33119,0.075213,0.076049,0.076539,0.040983,0.041242,0.038944,0.018942,0.01903,0.019172
448.96,,,,,,,0.85152,0.86402,0.87324,0.3325,0.33618,0.32093,0.072984,0.073832,0.074305,0.039166,0.039432,0.037295,0.018065,0.018158,0.018294
462.57,,,,,,,0.79739,0.80942,0.81777,0.32179,0.3255,0.31103,0.070846,0.071704,0.07216,0.037458,0.03773,0.03574,0.01725,0.017347,0.017478
476.17,,,,,,,0.74747,0.75903,0.76658,0.31147,0.31521,0.30145,0.068792,0.06966,0.0701,0.035853,0.03613,0.034273,0.01649,0.01659,0.016716
489.78,,,,,,,0.70143,0.71255,0.71935,0.30155,0.30531,0.29223,0.066824,0.067701,0.068126,0.034344,0.034625,0.03289,0.015783,0.015885,0.016006
503.38,,,,,,,0.65897,0.66965,0.67577,0.29204,0.29582,0.28337,0.06494,0.065826,0.066236,0.032925,0.033212,0.031587,0.015122,0.015227,0.015343
516.99,,,,,,,0.61972,0.62999,0.63548,0.2829,0.2867,0.27483,0.063134,0.064028,0.064424,0.03159,0.03188,0.030357,0.014502,0.01461,0.014722
530.59,,,,,,,0.58341,0.59328,0.59819,0.27413,0.27794,0.26662,0.061403,0.062304,0.062685,0.030332,0.030625,0.029194,0.013921,0.014033,0.014141
544.2,,,,,,,0.54981,0.5593,0.56368,0.26574,0.26956,0.25875,0.059747,0.060656,0.061023,0.029147,0.029443,0.028097,0.013378,0.013493,0.013596
557.8,,,,,,,0.51863,0.52776,0.53165,0.25768,0.26151,0.25118,0.058158,0.059072,0.059427,0.028028,0.028326,0.027058,0.012869,0.012985,0.013084
571.41,,,,,,,0.48964,0.49842,0.50186,0.24994,0.25377,0.24388,0.056629,0.05755,0.057891,0.026969,0.027268,0.026072,0.012389,0.012506,0.012602
585.01,,,,,,,0.46269,0.47113,0.47415,0.24251,0.24634,0.23687,0.055162,0.056089,0.056418,0.025967,0.026267,0.025137,0.011936,0.012054,0.012147
598.62,,,,,,,0.43755,0.44567,0.4483,0.23534,0.23917,0.2301,0.053747,0.054678,0.054995,0.025013,0.025314,0.024246,0.011506,0.011627,0.011716
612.22,,,,,,,0.4141,0.4219,0.42418,0.22845,0.23227,0.22357,0.052384,0.05332,0.053625,0.024107,0.024409,0.023397,0.0111,0.011223,0.011308
625.83,,,,,,,0.39216,0.39967,0.40161,0.22179,0.2256,0.21726,0.051065,0.052004,0.052298,0.023243,0.023544,0.022585,0.010714,0.010838,0.01092
639.43,,,,,,,0.37172,0.37893,0.38057,0.2154,0.2192,0.21119,0.0498,0.050744,0.051026,0.022422,0.022724,0.021813,0.01035,0.010475,0.010554
653.04,,,,,,,0.35257,0.3595,0.36086,0.20922,0.21301,0.20531,0.048574,0.049521,0.049793,0.021637,0.021938,0.021073,0.010003,0.010128,0.010204
666.64,,,,,,,0.33466,0.34131,0.34242,0.20326,0.20704,0.19964,0.047391,0.048341,0.048602,0.020888,0.021188,0.020365,0.0096722,0.0097985,0.0098718
680.25,,,,,,,0.31791,0.3243,0.32517,0.19753,0.2013,0.19417,0.04625,0.047203,0.047454,0.020174,0.020473,0.019689,0.0093575,0.009485,0.0095555
693.85,,,,,,,0.30217,0.30831,0.30896,0.19199,0.19574,0.18887,0.045145,0.0461,0.04634,0.019489,0.019788,0.019041,0.0090565,0.0091854,0.0092532
707.46,,,,,,,0.28743,0.29334,0.29378,0.18665,0.19038,0.18377,0.04408,0.045036,0.045267,0.018836,0.019134,0.018421,0.0087702,0.0089002,0.0089654
721.06,,,,,,,0.27361,0.27928,0.27954,0.18151,0.18523,0.17885,0.043052,0.04401,0.044232,0.018212,0.018509,0.017828,0.0084979,0.0086284,0.0086911
734.67,,,,,,,0.26064,0.26609,0.26618,0.17657,0.18026,0.1741,0.04206,0.04302,0.043232,0.017617,0.017911,0.01726,0.0082387,0.0083692,0.0084295
748.27,,,,,,,0.24843,0.25366,0.25359,0.17179,0.17547,0.16952,0.041102,0.042063,0.042266,0.017046,0.01734,0.016717,0.007991,0.0081215,0.0081794
761.88,,,,,,,0.23695,0.24197,0.24176,0.16719,0.17085,0.1651,0.040176,0.041138,0.041332,0.016501,0.016793,0.016196,0.007754,0.0078848,0.0079405
775.48,,,,,,,0.22614,0.23096,0.23062,0.16276,0.16639,0.16083,0.039281,0.040244,0.04043,0.015979,0.01627,0.015697,0.0075272,0.0076587,0.0077122
789.09,,,,,,,0.21595,0.22058,0.22011,0.15849,0.16209,0.15671,0.038417,0.03938,0.039557,0.01548,0.015769,0.01522,0.0073101,0.0074424,0.0074938
802.69,,,,,,,0.20633,0.21077,0.21019,0.15435,0.15794,0.15272,0.03758,0.038543,0.038712,0.015001,0.015288,0.014761,0.0071023,0.0072352,0.0072846
816.3,,,,,,,0.19724,0.20151,0.20082,0.15036,0.15392,0.14887,0.036768,0.037732,0.037893,0.014542,0.014827,0.01432,0.0069035,0.0070365,0.0070839
829.9,,,,,,,0.18865,0.19275,0.19197,0.1465,0.15003,0.14513,0.035982,0.036946,0.037099,0.014102,0.014385,0.013897,0.0067133,0.0068459,0.0068915
843.51,,,,,,,0.18054,0.18447,0.1836,0.14277,0.14628,0.14152,0.035221,0.036185,0.03633,0.01368,0.013961,0.013491,0.0065309,0.0066632,0.0067069
857.11,,,,,,,0.17286,0.17662,0.17568,0.13917,0.14264,0.13803,0.034482,0.035445,0.035584,0.013274,0.013554,0.013101,0.0063553,0.0064876,0.0065295
870.72,,,,,,,0.16559,0.16919,0.16817,0.13567,0.13912,0.13464,0.033765,0.034727,0.034859,0.012885,0.013162,0.012725,0.0061863,0.0063188,0.0063589
884.32,,,,,,,0.1587,0.16215,0.16107,0.13229,0.13571,0.13135,0.033068,0.03403,0.034154,0.01251,0.012785,0.012364,0.0060234,0.0061563,0.0061948
897.93,,,,,,,0.15218,0.15549,0.15434,0.12902,0.13241,0.12818,0.032393,0.033354,0.033471,0.012151,0.012424,0.012017,0.0058672,0.0060004,0.0060373
911.53,,,,,,,0.14599,0.14917,0.14797,0.12585,0.12922,0.12509,0.031736,0.032696,0.032806,0.011806,0.012075,0.011682,0.0057169,0.0058501,0.0058854
925.14,,,,,,,0.14013,0.14317,0.14192,0.12279,0.12612,0.12211,0.031099,0.032057,0.032161,0.011474,0.011741,0.011361,0.0055728,0.0057055,0.0057393
938.74,,,,,,,0.13456,0.13747,0.13618,0.11982,0.12312,0.11921,0.03048,0.031437,0.031534,0.011154,0.011419,0.011051,0.0054341,0.0055662,0.0055985
952.35,,,,,,,0.12928,0.13206,0.13073,0.11694,0.12021,0.1164,0.029877,0.030832,0.030923,0.010846,0.011108,0.010752,0.0053,0.0054317,0.0054626
965.95,,,,,,,0.12426,0.12692,0.12555,0.11416,0.11741,0.1137,0.029296,0.030249,0.030334,0.010552,0.010811,0.010466,0.0051715,0.005303,0.0053324
979.56,,,,,,,0.11949,0.12204,0.12064,0.11147,0.11468,0.11107,0.028729,0.02968,0.02976,0.010267,0.010524,0.010189,0.0050469,0.0051784,0.0052066
993.16,,,,,,,0.11496,0.11738,0.11596,0.10887,0.11205,0.10852,0.028179,0.029128,0.029201,0.0099934,0.010248,0.0099227,0.0049267,0.0050584,0.0050853
1006.77,,,,,,,0.11063,0.11295,0.1115,0.10634,0.10949,0.10604,0.027643,0.028591,0.028658,0.0097289,0.0099808,0.0096654,0.0048108,0.0049425,0.0049681
1020.37,,,,,,,0.10653,0.10874,0.10726,0.1039,0.10701,0.10365,0.027125,0.02807,0.028132,0.0094749,0.0097244,0.0094179,0.0046996,0.004831,0.0048553
1033.98,,,,,,,0.10261,0.10471,0.10322,0.10152,0.10461,0.10132,0.026619,0.027562,0.027618,0.0092294,0.0094762,0.0091783,0.0045921,0.004723,0.0047461
1047.58,,,,,,,0.098869,0.10088,0.099366,0.099221,0.10228,0.099063,0.026128,0.027068,0.027119,0.0089925,0.0092369,0.0089471,0.0044884,0.0046187,0.0046406
1061.19,,,,,,,0.095302,0.097214,0.095689,0.096991,0.10001,0.096871,0.025649,0.026587,0.026633,0.0087636,0.0090057,0.0087237,0.0043881,0.0045179,0.0045387
1074.79,,,,,,,0.091889,0.093708,0.092171,0.094821,0.097813,0.094738,0.025183,0.026118,0.026159,0.008542,0.0087819,0.0085073,0.0042907,0.0044203,0.0044399
1088.4,,,,,,,0.088649,0.090377,0.088831,0.092724,0.095683,0.092674,0.024731,0.025663,0.025699,0.0083286,0.0085662,0.0082986,0.0041965,0.0043261,0.0043446
1102.0,,,,,,,0.085542,0.087184,0.08563,0.09068,0.093608,0.090661,0.024289,0.025219,0.02525,0.0081219,0.008357,0.0080961,0.004105,0.0042345,0.0042521
1115.61,,,,,,,0.082575,0.084132,0.082573,0.088697,0.091592,0.088707,0.023858,0.024785,0.024811,0.007922,0.0081545,0.0079002,0.0040165,0.0041459,0.0041624
1129.21,,,,,,,0.079737,0.081213,0.07965,0.086771,0.089634,0.086806,0.023439,0.024363,0.024384,0.0077284,0.0079586,0.0077104,0.003931,0.00406,0.0040755
1142.82,,,,,,,0.077029,0.078427,0.076861,0.084901,0.087732,0.084961,0.02303,0.023951,0.023968,0.0075411,0.0077691,0.0075268,0.0038483,0.0039768,0.0039913
1156.42,,,,,,,0.074429,0.075751,0.074185,0.08308,0.085878,0.083162,0.022631,0.023549,0.023561,0.0073595,0.0075851,0.0073484,0.0037682,0.003896,0.0039095
1170.03,,,,,,,0.071944,0.073193,0.071628,0.081311,0.084076,0.081412,0.022242,0.023156,0.023164,0.0071839,0.0074068,0.0071756,0.0036904,0.0038175,0.0038301
1183.63,,,,,,,0.069566,0.070745,0.069181,0.079591,0.082325,0.079711,0.021862,0.022773,0.022777,0.0070139,0.0072342,0.0070081,0.0036147,0.0037413,0.0037531
1197.24,,,,,,,0.067289,0.0684,0.066839,0.077921,0.080623,0.078058,0.021492,0.0224,0.022399,0.0068492,0.0070669,0.0068458,0.0035412,0.0036674,0.0036783
1210.84,,,,,,,0.06511,0.066154,0.064598,0.076299,0.078968,0.076449,0.021131,0.022035,0.022031,0.0066896,0.0069048,0.0066885,0.0034697,0.0035957,0.0036057
1224.45,,,,,,,0.063018,0.063998,0.062446,0.074721,0.077357,0.074885,0.020779,0.02168,0.021671,0.0065349,0.0067476,0.0065359,0.0034002,0.003526,0.0035352
1238.05,,,,,,,0.061013,0.06193,0.060385,0.073185,0.07579,0.073361,0.020435,0.021333,0.02132,0.0063852,0.0065951,0.0063878,0.0033329,0.0034583,0.0034667
1251.66,,,,,,,0.05909,0.059946,0.058408,0.071692,0.074265,0.071878,0.020099,0.020993,0.020977,0.0062401,0.0064472,0.0062441,0.0032677,0.0033925,0.0034001
1265.26,,,,,,,0.057245,0.058043,0.056512,0.070241,0.072782,0.070436,0.019772,0.020662,0.020642,0.0060994,0.0063037,0.0061048,0.0032045,0.0033286,0.0033354
1278.87,,,,,,,0.055474,0.056215,0.054693,0.06883,0.07134,0.069033,0.019453,0.02034,0.020316,0.0059629,0.0061647,0.0059697,0.0031433,0.0032666,0.0032726
1292.47,,,,,,,0.053772,0.054458,0.052945,0.067457,0.069935,0.067667,0.019142,0.020024,0.019997,0.0058305,0.0060298,0.0058385,0.0030836,0.0032062,0.0032115
1306.08,,,,,,,0.052136,0.052769,0.051266,0.066121,0.068567,0.066336,0.018837,0.019716,0.019686,0.0057022,0.0058987,0.0057111,0.0030255,0.0031475,0.0031521
1319.68,,,,,,,0.050564,0.051144,0.049652,0.064819,0.067234,0.065038,0.01854,0.019415,0.019381,0.0055777,0.0057714,0.0055873,0.0029688,0.0030904,0.0030943
1333.29,,,,,,,0.049051,0.049582,0.048101,0.06355,0.065934,0.063773,0.018249,0.019121,0.019083,0.0054567,0.0056477,0.0054671,0.0029135,0.0030348,0.003038
1346.89,,,,,,,0.047597,0.04808,0.04661,0.062319,0.064671,0.062544,0.017967,0.018834,0.018794,0.0053395,0.005528,0.0053505,0.0028599,0.0029809,0.0029834
1360.5,,,,,,,0.046197,0.046634,0.045176,0.061115,0.063437,0.061342,0.017689,0.018553,0.018509,0.0052252,0.0054112,0.005237,0.0028077,0.0029282,0.0029301
1374.1,,,,,,,0.04485,0.045241,0.043795,0.059943,0.062234,0.060171,0.017418,0.018278,0.01823,0.0051144,0.0052979,0.0051267,0.002757,0.0028769,0.0028782
1387.71,,,,,,,0.043551,0.0439,0.042467,0.058801,0.061061,0.059029,0.017153,0.018009,0.017958,0.0050068,0.0051877,0.0050195,0.0027078,0.002827,0.0028277
1401.31,,,,,,,0.042301,0.042608,0.041187,0.057686,0.059916,0.057913,0.016894,0.017745,0.017692,0.0049021,0.0050805,0.0049151,0.0026599,0.0027783,0.0027784
1414.92,,,,,,,0.041096,0.041362,0.039956,0.056598,0.058797,0.056824,0.016639,0.017486,0.01743,0.0048002,0.0049761,0.0048135,0.0026131,0.0027307,0.0027302
1428.52,,,,,,,0.039938,0.040165,0.038771,0.055543,0.057711,0.055766,0.016392,0.017235,0.017176,0.0047015,0.0048751,0.0047152,0.0025677,0.0026847,0.0026836
1442.13,,,,,,,0.03882,0.039009,0.03763,0.05451,0.056648,0.054731,0.016149,0.016988,0.016926,0.0046052,0.0047766,0.0046192,0.0025231,0.0026396,0.002638
1455.73,,,,,,,0.037742,0.037895,0.036529,0.053503,0.055612,0.053721,0.015912,0.016746,0.016682,0.0045117,0.0046807,0.0045259,0.0024796,0.0025957,0.0025935
1469.34,,,,,,,0.036703,0.036819,0.035468,0.05252,0.054599,0.052735,0.015679,0.016509,0.016442,0.0044208,0.0045875,0.0044351,0.0024371,0.0025528,0.0025501
1482.94,,,,,,,0.035699,0.035781,0.034444,0.051559,0.053609,0.051769,0.015451,0.016277,0.016207,0.0043322,0.0044965,0.0043464,0.0023957,0.0025109,0.0025077
1496.55,,,,,,,0.034735,0.034783,0.033461,0.050629,0.052649,0.050834,0.015229,0.016051,0.015978,0.0042465,0.0044086,0.0042608,0.0023557,0.0024703,0.0024666
1510.15,,,,,,,0.033802,0.033817,0.032509,0.049715,0.051706,0.049915,0.01501,0.015827,0.015752,0.0041625,0.0043225,0.0041769,0.0023165,0.0024305,0.0024262
1523.76,,,,,,,0.032901,0.032885,0.031592,0.048825,0.050787,0.04902,0.014796,0.015609,0.015532,0.0040809,0.0042388,0.0040954,0.0022784,0.0023916,0.0023869
1537.36,,,,,,,0.032031,0.031985,0.030707,0.047957,0.04989,0.048146,0.014587,0.015396,0.015316,0.0040017,0.0041574,0.0040161,0.0022413,0.0023537,0.0023485
1550.97,,,,,,,0.031191,0.031115,0.029851,0.047109,0.049014,0.047292,0.014382,0.015186,0.015104,0.0039246,0.004078,0.0039388,0.0022051,0.0023167,0.002311
1564.57,0.09941,0.096273,0.094268,,,,0.030377,0.030273,0.029024,0.046279,0.048155,0.046455,0.014181,0.014981,0.014896,0.0038494,0.0040006,0.0038632,0.0021695,0.0022805,0.0022744
1578.18,0.098191,0.095076,0.093107,,,,0.029595,0.029462,0.028229,0.045476,0.047323,0.045644,0.013986,0.014781,0.014694,0.0037766,0.0039256,0.0037902,0.0021348,0.0022454,0.0022388
1591.78,0.096982,0.093889,0.091955,,,,0.028835,0.028677,0.027458,0.044686,0.046506,0.044848,0.013793,0.014583,0.014494,0.0037052,0.0038522,0.0037186,0.0021008,0.0022109,0.0022039
1605.39,0.095793,0.092723,0.090824,,,,0.028101,0.027917,0.026714,0.043916,0.045708,0.04407,0.013604,0.01439,0.014299,0.0036358,0.0037807,0.0036489,0.0020676,0.0021773,0.0021698
1618.99,0.094623,0.091576,0.089711,,,,0.027391,0.027182,0.025994,0.043164,0.044929,0.043311,0.01342,0.014201,0.014107,0.0035683,0.003711,0.003581,0.0020353,0.0021444,0.0021366
1632.6,0.093471,0.090447,0.088615,,,,0.026703,0.02647,0.025297,0.04243,0.044167,0.042568,0.013239,0.014016,0.01392,0.0035025,0.003643,0.0035148,0.0020039,0.0021123,0.0021041
1646.2,0.092341,0.089339,0.087541,,,,0.02604,0.025784,0.024626,0.041714,0.043424,0.041844,0.013062,0.013834,0.013736,0.0034386,0.0035769,0.0034503,0.0019732,0.002081,0.0020723
1659.81,0.091222,0.088243,0.086477,,,,0.025394,0.025116,0.023973,0.041011,0.042694,0.041133,0.012888,0.013656,0.013556,0.003376,0.0035121,0.0033871,0.0019433,0.0020503,0.0020413
1673.41,0.09012,0.087164,0.08543,,,,0.02477,0.024471,0.023342,0.040325,0.041981,0.040438,0.012717,0.01348,0.013379,0.0033149,0.0034488,0.0033255,0.0019141,0.0020202,0.0020108
1687.02,0.089035,0.086102,0.0844,,,,0.024166,0.023846,0.022733,0.039654,0.041283,0.039758,0.01255,0.013309,0.013205,0.0032552,0.0033871,0.0032654,0.0018855,0.0019908,0.0019811
1700.62,0.087967,0.085058,0.083387,,,,0.02358,0.023241,0.022142,0.038998,0.040602,0.039093,0.012386,0.01314,0.013034,0.0031971,0.0033269,0.0032067,0.0018574,0.0019621,0.001952
1714.23,0.086916,0.08403,0.082389,,,,0.023013,0.022654,0.02157,0.038358,0.039935,0.038443,0.012225,0.012975,0.012867,0.0031405,0.0032681,0.0031494,0.0018298,0.001934,0.0019235
1727.83,0.085881,0.083018,0.081408,0.026193,0.025195,0.024967,0.022465,0.022088,0.021018,0.037731,0.039282,0.037808,0.012068,0.012812,0.012703,0.0030853,0.0032108,0.0030934,0.0018029,0.0019065,0.0018957
1741.44,0.084859,0.08202,0.080439,0.026004,0.025005,0.02478,0.021931,0.021536,0.020482,0.037118,0.038643,0.037185,0.011913,0.012653,0.012542,0.0030312,0.0031546,0.0030387,0.0017764,0.0018795,0.0018684
1755.04,0.083852,0.081036,0.079484,0.025817,0.024817,0.024595,0.021415,0.021002,0.019962,0.036518,0.038017,0.036575,0.011761,0.012496,0.012384,0.0029784,0.0030997,0.0029852,0.0017506,0.0018531,0.0018417
1768.65,0.082859,0.080067,0.078544,0.025631,0.02463,0.024411,0.020914,0.020485,0.019459,0.03593,0.037404,0.035978,0.011612,0.012342,0.012228,0.0029266,0.0030461,0.002933,0.0017253,0.0018272,0.0018155
1782.25,0.081881,0.079113,0.077618,0.025447,0.024446,0.024229,0.020429,0.019983,0.018972,0.035355,0.036805,0.035394,0.011465,0.012191,0.012075,0.0028762,0.0029937,0.0028819,0.0017007,0.0018019,0.0017898
1795.86,0.080919,0.078174,0.076707,0.025265,0.024262,0.024048,0.019958,0.019496,0.0185,0.034794,0.036218,0.034822,0.011321,0.012042,0.011925,0.002827,0.0029425,0.002832,0.0016766,0.001777,0.0017646
1809.46,0.079971,0.077251,0.075811,0.025086,0.024083,0.023871,0.019502,0.019025,0.018043,0.034244,0.035644,0.034263,0.01118,0.011897,0.011778,0.002779,0.0028925,0.0027833,0.0016532,0.0017527,0.0017401
1823.07,0.079038,0.07634,0.074927,0.024907,0.023904,0.023695,0.019058,0.018567,0.017599,0.033706,0.035082,0.033716,0.011042,0.011754,0.011633,0.002732,0.0028436,0.0027356,0.0016301,0.0017289,0.001716
1836.67,0.078117,0.075443,0.074057,0.02473,0.023727,0.023521,0.018627,0.018123,0.017168,0.03318,0.034531,0.033179,0.010906,0.011613,0.011491,0.0026861,0.0027957,0.002689,0.0016075,0.0017055,0.0016923
1850.28,0.077209,0.074559,0.073198,0.024555,0.023551,0.023348,0.01821,0.017691,0.01675,0.032664,0.033991,0.032653,0.010772,0.011475,0.011351,0.002641,0.0027489,0.0026434,0.0015852,0.0016826,0.0016691
1863.88,0.076313,0.073687,0.072353,0.024381,0.023377,0.023176,0.017804,0.017272,0.016345,0.032159,0.033462,0.032138,0.010641,0.011339,0.011214,0.002597,0.0027031,0.0025988,0.0015633,0.0016601,0.0016464
1877.49,0.075431,0.072829,0.071519,0.024208,0.023204,0.023006,0.01741,0.016866,0.015953,0.031664,0.032944,0.031634,0.010512,0.011205,0.011078,0.0025541,0.0026583,0.0025551,0.0015417,0.001638,0.001624
1891.09,0.074567,0.071988,0.070703,0.02404,0.023036,0.02284,0.017027,0.016472,0.015572,0.031182,0.032438,0.031142,0.010386,0.011074,0.010947,0.0025123,0.0026146,0.0025126,0.0015208,0.0016166,0.0016024
1904.7,0.073712,0.071157,0.069896,0.02387,0.022867,0.022674,0.016655,0.016088,0.015202,0.030709,0.031942,0.030658,0.010262,0.010945,0.010816,0.0024713,0.0025718,0.0024709,0.0015002,0.0015954,0.0015809
1918.3,0.07287,0.070339,0.069102,0.023704,0.0227,0.02251,0.016293,0.015715,0.014842,0.030246,0.031455,0.030185,0.01014,0.010819,0.010689,0.0024313,0.00253,0.0024301,0.0014801,0.0015747,0.0015599
1931.91,0.072039,0.069532,0.068319,0.023538,0.022536,0.022348,0.015941,0.015353,0.014493,0.029792,0.030978,0.029721,0.01002,0.010694,0.010563,0.0023921,0.002489,0.0023902,0.0014605,0.0015543,0.0015394
1945.51,0.071219,0.068736,0.067546,0.023374,0.022372,0.022187,0.015599,0.015001,0.014154,0.029347,0.030511,0.029266,0.0099025,0.010572,0.010439,0.0023536,0.0024488,0.0023511,0.0014413,0.0015344,0.0015191
1959.12,0.07041,0.06795,0.066783,0.023211,0.02221,0.022027,0.015266,0.014658,0.013824,0.02891,0.030052,0.028819,0.0097865,0.010451,0.010317,0.002316,0.0024095,0.0023128,0.0014224,0.0015147,0.0014993
1972.72,0.069622,0.067186,0.066041,0.023054,0.022053,0.021873,0.014943,0.014326,0.013505,0.028486,0.029606,0.028385,0.0096743,0.010334,0.010199,0.0022796,0.0023713,0.0022757,0.0014042,0.0014957,0.0014801
1986.33,0.068834,0.066421,0.065299,0.022892,0.021892,0.021715,0.014628,0.014003,0.013194,0.028066,0.029164,0.027955,0.0095618,0.010217,0.010081,0.0022436,0.0023336,0.0022389,0.0013859,0.0014767,0.0014609
1999.93,0.068061,0.065671,0.064571,0.022734,0.021735,0.021561,0.014322,0.013688,0.012892,0.027656,0.028732,0.027535,0.0094521,0.010102,0.0099652,0.0022086,0.0022967,0.0022031,0.001368,0.0014582,0.0014422
2013.54,0.067299,0.064933,0.063854,0.022578,0.02158,0.021408,0.014023,0.013382,0.012598,0.027255,0.028309,0.027124,0.0093443,0.0099899,0.0098516,0.0021742,0.0022607,0.002168,0.0013504,0.0014401,0.0014238
2027.14,0.066546,0.064204,0.063146,0.022424,0.021427,0.021257,0.013733,0.013084,0.012312,0.026861,0.027894,0.02672,0.0092384,0.0098792,0.00974,0.0021406,0.0022254,0.0021336,0.0013331,0.0014223,0.0014058
2040.75,0.065803,0.063484,0.062447,0.02227,0.021274,0.021107,0.01345,0.012794,0.012035,0.026474,0.027486,0.026323,0.0091341,0.0097702,0.0096299,0.0021076,0.0021907,0.0020999,0.0013162,0.0014047,0.0013881
2054.35,0.065065,0.06277,0.061753,0.022115,0.021121,0.020957,0.013175,0.012511,0.011764,0.026093,0.027083,0.025932,0.0090307,0.0096619,0.0095207,0.0020751,0.0021566,0.0020668,0.0012994,0.0013874,0.0013706
