,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
2666.58,,,,0.0045156,0.0037753,0.0036982,0.0057159,0.0052763,0.0050255,0.00035549,0.00031476,0.00030566,0.00072737,0.00068892,0.00065855
2680.18,,,,0.0044453,0.0037121,0.0036395,0.0056611,0.005217,0.00497,0.00034982,0.0003094,0.00030063,0.00071959,0.00068061,0.00065071
2693.79,,,,0.0043762,0.0036502,0.0035819,0.0056071,0.0051585,0.0049155,0.00034412,0.00030414,0.0002957,0.00071194,0.00067243,0.00064299
2707.39,,,,0.004308,0.0035893,0.0035252,0.0055539,0.005101,0.0048617,0.00033841,0.00029898,0.00029086,0.00070441,0.0006644,0.00063541
2721.0,,,,0.004242,0.0035303,0.0034704,0.0055017,0.0050445,0.004809,0.00033285,0.00029399,0.00028617,0.00069703,0.00065652,0.00062798
2734.6,,,,0.0041762,0.0034718,0.0034159,0.0054501,0.0049887,0.004757,0.00032741,0.00028904,0.00028153,0.00068974,0.00064875,0.00062065
2748.21,,,,0.0041117,0.0034145,0.0033626,0.0053991,0.0049337,0.0047057,0.00032221,0.0002842,0.00027698,0.00068256,0.00064109,0.00061344
2761.81,,,,0.0040484,0.0033584,0.0033103,0.0053487,0.0048793,0.004655,0.00031726,0.00027946,0.00027253,0.00067548,0.00063355,0.00060633
2775.42,,,,0.0039863,0.0033035,0.0032591,0.0052989,0.0048257,0.004605,0.0003125,0.00027482,0.00026817,0.00066849,0.00062611,0.00059932
2789.02,,,,0.0039253,0.0032496,0.003209,0.0052496,0.0047727,0.0045557,0.00030785,0.00027027,0.0002639,0.0006616,0.00061877,0.00059241
2802.63,0.015462,0.015194,0.015267,0.0038653,0.0031968,0.0031598,0.005201,0.0047204,0.004507,0.00030323,0.00026582,0.00025972,0.00065481,0.00061155,0.00058561
2816.23,0.015358,0.015093,0.015167,0.0038064,0.003145,0.0031115,0.0051532,0.0046691,0.0044593,0.00029857,0.00026145,0.00025561,0.00064814,0.00060446,0.00057894
2829.84,0.015255,0.014994,0.015069,0.0037487,0.0030944,0.0030644,0.0051064,0.0046188,0.0044125,0.00029389,0.00025718,0.00025161,0.00064162,0.00059752,0.00057241
2843.44,0.015153,0.014895,0.014971,0.0036917,0.0030446,0.0030179,0.0050599,0.0045689,0.004366,0.00028916,0.00025298,0.00024767,0.00063514,0.00059064,0.00056595
2857.05,0.015052,0.014797,0.014874,0.0036357,0.0029957,0.0029723,0.0050139,0.0045197,0.0043203,0.00028448,0.00024886,0.0002438,0.00062876,0.00058387,0.00055958
2870.65,0.014951,0.0147,0.014777,0.0035806,0.0029477,0.0029275,0.0049685,0.0044712,0.0042752,0.00027992,0.00024483,0.00024,0.00062247,0.00057719,0.00055331
2884.26,0.014851,0.014603,0.014681,0.0035265,0.0029007,0.0028837,0.0049235,0.0044231,0.0042305,0.00027555,0.00024087,0.00023628,0.00061625,0.0005706,0.00054712
2897.86,0.014751,0.014506,0.014585,0.0034734,0.0028546,0.0028406,0.004879,0.0043757,0.0041864,0.00027138,0.000237,0.00023264,0.0006101,0.0005641,0.000541
2911.47,0.014651,0.01441,0.014489,0.0034212,0.0028094,0.0027984,0.0048346,0.0043284,0.0041425,0.00026739,0.0002332,0.00022907,0.00060397,0.00055763,0.00053493
2925.07,0.014558,0.01432,0.014399,0.0033701,0.0027652,0.0027571,0.0047927,0.0042837,0.004101,0.00026353,0.00022948,0.00022557,0.00059819,0.00055149,0.00052917
2938.68,0.01446,0.014225,0.014305,0.0033196,0.0027217,0.0027165,0.0047496,0.0042379,0.0040585,0.0002597,0.00022583,0.00022214,0.00059226,0.00054524,0.0005233
2952.28,0.014364,0.014132,0.014214,0.00327,0.002679,0.0026766,0.0047074,0.0041931,0.0040169,0.00025585,0.00022224,0.00021877,0.00058646,0.00053912,0.00051756
2965.89,0.014269,0.014041,0.014123,0.0032212,0.0026371,0.0026374,0.0046658,0.0041489,0.003976,0.00025195,0.00021872,0.00021546,0.00058075,0.0005331,0.00051192
2979.49,0.014176,0.01395,0.014032,0.0031732,0.002596,0.0025989,0.0046247,0.0041053,0.0039356,0.00024801,0.00021527,0.00021221,0.00057511,0.00052717,0.00050636
2993.1,0.014082,0.01386,0.013943,0.003126,0.0025556,0.0025611,0.004584,0.0040623,0.0038957,0.00024408,0.00021188,0.00020902,0.00056954,0.00052131,0.00050086
3006.7,0.013989,0.013769,0.013853,0.0030795,0.0025159,0.002524,0.0045435,0.0040196,0.0038561,0.00024023,0.00020856,0.00020589,0.00056401,0.00051551,0.00049543
3020.31,0.013896,0.013679,0.013763,0.0030339,0.0024771,0.0024877,0.0045033,0.0039772,0.0038169,0.00023651,0.0002053,0.00020282,0.00055852,0.00050976,0.00049004
3033.91,0.013809,0.013595,0.01368,0.0029893,0.0024392,0.0024521,0.0044653,0.003937,0.0037796,0.00023297,0.00020212,0.00019983,0.00055332,0.00050429,0.00048492
3047.52,0.013717,0.013507,0.013592,0.0029452,0.0024017,0.0024171,0.0044261,0.0038958,0.0037415,0.00022959,0.00019899,0.00019688,0.00054799,0.00049872,0.0004797
3061.12,0.013628,0.01342,0.013506,0.0029018,0.002365,0.0023827,0.0043877,0.0038555,0.0037041,0.00022634,0.00019592,0.00019398,0.00054277,0.00049325,0.00047458
3074.73,0.013539,0.013334,0.013421,0.0028592,0.002329,0.0023489,0.0043499,0.0038157,0.0036674,0.00022315,0.0001929,0.00019114,0.00053763,0.00048788,0.00046956
3088.33,0.013452,0.01325,0.013336,0.0028171,0.0022936,0.0023156,0.0043125,0.0037766,0.0036312,0.00021998,0.00018994,0.00018834,0.00053256,0.00048259,0.0004646
3101.94,0.013365,0.013165,0.013253,0.0027758,0.0022587,0.0022829,0.0042755,0.0037379,0.0035954,0.00021677,0.00018702,0.00018559,0.00052754,0.00047736,0.00045972
3115.54,0.013278,0.013081,0.013169,0.002735,0.0022245,0.0022507,0.0042388,0.0036995,0.0035599,0.00021352,0.00018416,0.00018289,0.00052258,0.00047219,0.00045488
3129.15,0.01319,0.012997,0.013085,0.0026948,0.0021909,0.0022191,0.004202,0.0036612,0.0035245,0.00021023,0.00018135,0.00018024,0.00051761,0.00046704,0.00045006
3142.75,0.013109,0.012918,0.013007,0.002656,0.0021584,0.0021886,0.0041675,0.0036251,0.0034911,0.00020701,0.00017863,0.00017768,0.00051294,0.00046217,0.00044551
3156.36,0.013024,0.012836,0.012925,0.0026172,0.002126,0.0021581,0.0041318,0.003588,0.0034569,0.00020383,0.00017593,0.00017513,0.00050813,0.00045719,0.00044085
3169.96,0.01294,0.012755,0.012844,0.0025791,0.0020943,0.0021283,0.0040968,0.0035516,0.0034233,0.00020076,0.00017329,0.00017263,0.00050341,0.0004523,0.00043628
3183.57,0.012857,0.012675,0.012764,0.0025417,0.0020632,0.002099,0.0040622,0.0035158,0.0033901,0.00019784,0.00017069,0.00017017,0.00049876,0.00044748,0.00043179
3197.17,0.012776,0.012595,0.012685,0.0025048,0.0020326,0.0020701,0.0040281,0.0034804,0.0033575,0.00019505,0.00016814,0.00016776,0.00049418,0.00044275,0.00042736
3210.78,0.012695,0.012517,0.012607,0.0024684,0.0020024,0.0020417,0.0039944,0.0034456,0.0033253,0.00019236,0.00016563,0.00016539,0.00048966,0.00043808,0.000423
3224.38,0.012614,0.012439,0.01253,0.0024324,0.0019728,0.0020137,0.0039609,0.0034111,0.0032935,0.00018972,0.00016316,0.00016305,0.00048519,0.00043346,0.00041869
3237.99,0.012533,0.01236,0.012451,0.0023969,0.0019435,0.0019861,0.0039275,0.0033767,0.0032618,0.00018706,0.00016072,0.00016074,0.00048073,0.00042887,0.00041441
3251.59,0.012456,0.012286,0.012378,0.002363,0.0019156,0.0019598,0.0038957,0.0033438,0.0032315,0.00018446,0.00015839,0.00015854,0.00047647,0.00042447,0.0004103
3265.2,0.012377,0.012209,0.012301,0.0023287,0.0018875,0.0019332,0.0038631,0.0033104,0.0032007,0.00018174,0.00015605,0.00015633,0.00047214,0.00042001,0.00040614
3278.8,0.012298,0.012133,0.012225,0.0022951,0.00186,0.0019072,0.003831,0.0032775,0.0031703,0.00017901,0.00015376,0.00015416,0.00046786,0.00041563,0.00040205
3292.41,0.012221,0.012058,0.01215,0.0022621,0.001833,0.0018816,0.0037993,0.0032451,0.0031404,0.0001763,0.00015152,0.00015203,0.00046365,0.0004113,0.00039802
3306.01,0.012144,0.011983,0.012076,0.0022296,0.0018064,0.0018565,0.0037679,0.003213,0.0031109,0.00017364,0.00014931,0.00014994,0.00045949,0.00040704,0.00039404
3319.62,0.012068,0.01191,0.012003,0.0021975,0.0017803,0.0018318,0.003737,0.0031815,0.0030818,0.00017108,0.00014714,0.00014788,0.0004554,0.00040284,0.00039013
3333.22,0.011993,0.011837,0.01193,0.0021658,0.0017546,0.0018074,0.0037064,0.0031504,0.0030532,0.00016863,0.00014501,0.00014586,0.00045135,0.00039871,0.00038628
3346.83,0.011918,0.011765,0.011858,0.0021345,0.0017292,0.0017833,0.0036761,0.0031196,0.0030248,0.00016629,0.0001429,0.00014386,0.00044735,0.00039462,0.00038247
3360.43,0.011845,0.011694,0.011788,0.0021046,0.001705,0.0017604,0.0036464,0.0030894,0.002997,0.0001641,0.00014089,0.00014195,0.00044343,0.00039062,0.00037874
3374.04,0.011771,0.011622,0.011716,0.0020742,0.0016805,0.0017371,0.0036167,0.0030593,0.0029693,0.0001619,0.00013886,0.00014002,0.00043952,0.00038663,0.00037502
3387.64,0.011698,0.011551,0.011646,0.0020445,0.0016565,0.0017143,0.0035872,0.0030295,0.0029419,0.00015972,0.00013687,0.00013813,0.00043565,0.00038269,0.00037135
3401.25,0.011625,0.011481,0.011575,0.0020152,0.001633,0.0016919,0.0035579,0.0030001,0.0029147,0.00015752,0.00013493,0.00013628,0.00043182,0.0003788,0.00036772
3414.85,0.011553,0.011411,0.011505,0.0019865,0.0016099,0.0016699,0.003529,0.002971,0.002888,0.00015528,0.00013301,0.00013446,0.00042803,0.00037495,0.00036414
3428.46,0.011481,0.011341,0.011436,0.0019582,0.0015872,0.0016483,0.0035005,0.0029423,0.0028616,0.000153,0.00013113,0.00013267,0.00042429,0.00037117,0.00036062
3442.06,0.01141,0.011273,0.011368,0.0019303,0.0015649,0.001627,0.0034722,0.002914,0.0028355,0.00015073,0.00012929,0.00013091,0.00042061,0.00036744,0.00035714
3455.67,0.011341,0.011205,0.011301,0.0019025,0.0015427,0.0016059,0.0034444,0.0028862,0.0028099,0.00014847,0.00012745,0.00012917,0.00041697,0.00036376,0.00035372
3469.27,0.011271,0.011138,0.011234,0.0018762,0.0015218,0.0015859,0.0034168,0.0028586,0.0027846,0.00014636,0.00012572,0.00012752,0.00041338,0.00036014,0.00035035
3482.88,0.011203,0.011071,0.011167,0.0018492,0.0015003,0.0015654,0.0033895,0.0028314,0.0027595,0.00014426,0.00012395,0.00012583,0.00040983,0.00035656,0.00034702
3496.48,0.011134,0.011005,0.011101,0.0018229,0.0014794,0.0015454,0.0033625,0.0028045,0.0027348,0.00014228,0.00012222,0.00012418,0.00040631,0.00035302,0.00034373
3510.09,0.011066,0.010939,0.011035,0.001797,0.0014588,0.0015257,0.0033356,0.0027778,0.0027102,0.00014039,0.00012052,0.00012256,0.00040282,0.00034951,0.00034047
3523.69,0.010999,0.010873,0.01097,0.0017715,0.0014387,0.0015064,0.0033089,0.0027514,0.0026859,0.00013856,0.00011886,0.00012097,0.00039936,0.00034605,0.00033724
3537.3,0.010931,0.010808,0.010905,0.0017464,0.0014189,0.0014874,0.0032824,0.0027253,0.0026619,0.00013674,0.00011722,0.0001194,0.00039593,0.00034262,0.00033406
3550.9,0.010865,0.010743,0.01084,0.0017217,0.0013994,0.0014688,0.0032562,0.0026995,0.0026382,0.00013492,0.00011561,0.00011787,0.00039255,0.00033924,0.00033091
3564.51,0.010799,0.010679,0.010776,0.0016974,0.0013802,0.0014504,0.0032303,0.002674,0.0026147,0.00013305,0.00011403,0.00011636,0.0003892,0.0003359,0.00032781
3578.11,0.010733,0.010616,0.010713,0.0016732,0.0013612,0.0014321,0.0032047,0.0026489,0.0025916,0.00013114,0.00011246,0.00011485,0.0003859,0.00033262,0.00032475
3591.72,0.01067,0.010554,0.010651,0.00165,0.001343,0.0014146,0.0031797,0.0026244,0.0025691,0.00012926,0.00011096,0.00011342,0.00038267,0.00032941,0.00032177
3605.32,0.010606,0.010492,0.010589,0.0016267,0.0013247,0.001397,0.0031547,0.0025999,0.0025466,0.00012735,0.00010945,0.00011197,0.00037945,0.00032622,0.0003188
3618.93,0.010542,0.010431,0.010528,0.0016037,0.0013068,0.0013797,0.0031299,0.0025757,0.0025244,0.00012549,0.00010797,0.00011055,0.00037626,0.00032306,0.00031587
3632.53,0.010479,0.010369,0.010467,0.0015811,0.0012891,0.0013626,0.0031053,0.0025517,0.0025024,0.0001237,0.00010652,0.00010915,0.0003731,0.00031994,0.00031297
3646.14,0.010416,0.010308,0.010406,0.0015588,0.0012717,0.0013459,0.0030809,0.002528,0.0024805,0.000122,0.00010509,0.00010778,0.00036996,0.00031685,0.00031009
3659.74,0.010354,0.010247,0.010345,0.0015369,0.0012547,0.0013294,0.0030566,0.0025045,0.0024589,0.00012038,0.00010368,0.00010643,0.00036685,0.00031379,0.00030725
3673.35,0.010291,0.010187,0.010284,0.0015154,0.0012379,0.0013132,0.0030325,0.0024812,0.0024375,0.00011883,0.0001023,0.0001051,0.00036376,0.00031076,0.00030443
3686.95,0.010228,0.010125,0.010223,0.0014941,0.0012214,0.0012972,0.0030082,0.0024579,0.002416,0.00011732,0.00010094,0.00010379,0.00036066,0.00030773,0.00030161
3700.56,0.010172,0.01007,0.010168,0.0014733,0.0012053,0.0012816,0.002986,0.0024363,0.0023962,0.00011582,9.9612e-05,0.00010252,0.00035781,0.00030492,0.00029901
3714.16,0.01011,0.010011,0.010109,0.0014526,0.0011893,0.0012661,0.0029624,0.0024137,0.0023754,0.00011429,9.8293e-05,0.00010125,0.0003548,0.00030198,0.00029628
3727.77,0.010051,0.0099527,0.010051,0.0014323,0.0011735,0.0012509,0.0029393,0.0023916,0.0023551,0.00011273,9.6996e-05,9.9999e-05,0.00035186,0.00029912,0.00029362
3741.37,0.0099916,0.0098953,0.0099934,0.0014122,0.001158,0.0012358,0.0029166,0.0023698,0.0023351,0.00011114,9.5718e-05,9.8767e-05,0.00034896,0.0002963,0.00029099
3754.98,0.0099329,0.0098382,0.0099364,0.0013924,0.0011428,0.001221,0.002894,0.0023483,0.0023153,0.00010954,9.446e-05,9.7554e-05,0.00034608,0.00029351,0.0002884
3768.58,0.0098744,0.0097814,0.0098796,0.0013729,0.0011278,0.0012064,0.0028715,0.0023269,0.0022957,0.00010795,9.3223e-05,9.6359e-05,0.00034323,0.00029074,0.00028583
3782.19,0.0098161,0.0097246,0.0098229,0.0013537,0.001113,0.001192,0.0028492,0.0023057,0.0022762,0.0001064,9.2008e-05,9.5184e-05,0.00034039,0.000288,0.00028328
3795.79,0.0097576,0.0096677,0.009766,0.0013348,0.0010985,0.0011778,0.0028269,0.0022846,0.0022568,0.00010493,9.0813e-05,9.4029e-05,0.00033756,0.00028527,0.00028075
3809.4,0.0096991,0.0096108,0.0097091,0.0013162,0.0010842,0.0011639,0.0028046,0.0022637,0.0022375,0.00010352,8.9639e-05,9.2893e-05,0.00033475,0.00028257,0.00027823
3823.0,0.0096467,0.0095599,0.0096582,0.0012979,0.0010703,0.0011503,0.0027842,0.0022442,0.0022197,0.0001022,8.8489e-05,9.1779e-05,0.00033216,0.00028006,0.0002759
3836.61,0.0095893,0.0095041,0.0096024,0.0012799,0.0010565,0.0011368,0.0027624,0.0022238,0.0022009,0.00010091,8.7351e-05,9.0677e-05,0.00032941,0.00027742,0.00027345
3850.21,0.0095334,0.0094497,0.009548,0.001262,0.0010429,0.0011235,0.0027411,0.0022038,0.0021825,9.9658e-05,8.623e-05,8.959e-05,0.00032672,0.00027484,0.00027106
3863.82,0.0094783,0.009396,0.0094944,0.0012445,0.0010295,0.0011103,0.0027201,0.0021841,0.0021644,9.8401e-05,8.5125e-05,8.8518e-05,0.00032407,0.00027231,0.0002687
3877.42,0.0094236,0.0093428,0.0094412,0.0012271,0.0010162,0.0010974,0.0026992,0.0021647,0.0021466,9.7123e-05,8.4035e-05,8.746e-05,0.00032145,0.0002698,0.00026637
3891.03,0.0093693,0.0092899,0.0093883,0.00121,0.0010032,0.0010846,0.0026786,0.0021454,0.0021289,9.5814e-05,8.2961e-05,8.6417e-05,0.00031885,0.00026732,0.00026407
3904.63,0.009315,0.009237,0.0093354,0.0011931,0.00099042,0.001072,0.002658,0.0021263,0.0021113,9.4479e-05,8.1904e-05,8.5389e-05,0.00031626,0.00026486,0.00026178
3918.24,0.0092603,0.0091837,0.0092821,0.0011765,0.0009778,0.0010596,0.0026373,0.0021072,0.0020937,9.313e-05,8.0862e-05,8.4376e-05,0.00031367,0.00026241,0.0002595
3931.84,0.0092044,0.0091292,0.0092276,0.0011601,0.0009654,0.0010474,0.0026164,0.002088,0.0020759,9.1794e-05,7.9839e-05,8.338e-05,0.00031106,0.00025994,0.00025719
3945.45,0.0091571,0.0090832,0.0091816,0.0011442,0.00095339,0.0010355,0.0025979,0.0020708,0.0020602,9.051e-05,7.8849e-05,8.2415e-05,0.00030874,0.00025772,0.00025515
3959.05,0.0091035,0.0090309,0.0091293,0.0011283,0.0009414,0.0010237,0.0025777,0.0020523,0.0020432,8.9262e-05,7.786e-05,8.145e-05,0.00030622,0.00025535,0.00025294
3972.66,0.009051,0.0089798,0.0090781,0.0011127,0.00092961,0.001012,0.0025579,0.0020341,0.0020265,8.8076e-05,7.6887e-05,8.05e-05,0.00030375,0.00025302,0.00025077
3986.26,0.0089993,0.0089294,0.0090277,0.0010972,0.00091799,0.0010005,0.0025384,0.0020163,0.00201,8.6949e-05,7.5928e-05,7.9564e-05,0.00030131,0.00025073,0.00024864
3999.87,0.0089482,0.0088796,0.0089779,0.001082,0.00090653,0.0009892,0.0025191,0.0019986,0.0019938,8.5866e-05,7.4983e-05,7.8639e-05,0.00029891,0.00024847,0.00024654
4013.47,0.0088976,0.0088302,0.0089285,0.001067,0.00089523,0.00097799,0.0025,0.0019812,0.0019778,8.4808e-05,7.4049e-05,7.7726e-05,0.00029653,0.00024624,0.00024447
4027.08,0.0088471,0.0087811,0.0088793,0.0010522,0.00088408,0.00096691,0.002481,0.001964,0.0019619,8.3751e-05,7.3128e-05,7.6824e-05,0.00029417,0.00024403,0.00024241
4040.68,0.0087964,0.0087316,0.0088297,0.0010375,0.00087306,0.00095594,0.0024619,0.0019468,0.001946,8.2676e-05,7.2217e-05,7.5931e-05,0.0002918,0.00024182,0.00024036
4054.29,0.0087443,0.0086807,0.0087788,0.001023,0.00086219,0.0009451,0.0024426,0.0019294,0.00193,8.1573e-05,7.1318e-05,7.5049e-05,0.0002894,0.0002396,0.00023828
4067.89,0.0086997,0.0086373,0.0087354,0.0010092,0.00085193,0.00093493,0.0024253,0.0019137,0.0019156,8.0487e-05,7.047e-05,7.422e-05,0.00028726,0.00023759,0.00023642
4081.5,0.0086497,0.0085885,0.0086865,0.00099523,0.00084146,0.00092447,0.0024066,0.0018969,0.0019002,7.935e-05,6.9604e-05,7.3369e-05,0.00028495,0.00023545,0.00023443
4095.1,0.0086005,0.0085404,0.0086384,0.00098148,0.00083119,0.00091422,0.0023882,0.0018805,0.001885,7.8219e-05,6.8755e-05,7.2535e-05,0.00028267,0.00023334,0.00023247
4108.71,0.0085519,0.008493,0.0085909,0.00096794,0.00082109,0.00090413,0.00237,0.0018642,0.00187,7.7111e-05,6.792e-05,7.1713e-05,0.00028042,0.00023127,0.00023054
4122.31,0.0085039,0.0084462,0.008544,0.00095459,0.00081113,0.00089416,0.002352,0.0018482,0.0018552,7.6041e-05,6.7098e-05,7.0903e-05,0.0002782,0.00022922,0.00022863
4135.92,0.0084566,0.0083999,0.0084977,0.0009414,0.0008013,0.00088431,0.0023343,0.0018324,0.0018407,7.502e-05,6.6285e-05,7.0102e-05,0.00027601,0.0002272,0.00022675
4149.52,0.0084096,0.0083541,0.0084518,0.00092838,0.0007916,0.00087457,0.0023167,0.0018168,0.0018263,7.4049e-05,6.5483e-05,6.931e-05,0.00027384,0.00022521,0.0002249
4163.13,0.0083629,0.0083084,0.0084061,0.00091547,0.00078197,0.00086488,0.0022992,0.0018013,0.001812,7.3117e-05,6.4687e-05,6.8523e-05,0.00027169,0.00022324,0.00022306
4176.73,0.0083156,0.0082622,0.0083598,0.0009027,0.00077245,0.00085528,0.0022816,0.0017858,0.0017977,7.2212e-05,6.39e-05,6.7744e-05,0.00026952,0.00022126,0.00022122
4190.34,0.0082719,0.0082195,0.008317,0.00089072,0.00076362,0.00084645,0.002265,0.0017712,0.0017842,7.1369e-05,6.3169e-05,6.7025e-05,0.00026748,0.00021939,0.00021948
4203.94,0.0082255,0.0081742,0.0082716,0.00087836,0.00075443,0.00083716,0.0022477,0.0017561,0.0017703,7.0473e-05,6.2408e-05,6.6271e-05,0.00026536,0.00021747,0.00021769
4217.55,0.0081796,0.0081293,0.0082267,0.00086625,0.00074544,0.00082808,0.0022306,0.0017411,0.0017565,6.9565e-05,6.1664e-05,6.5534e-05,0.00026326,0.00021557,0.00021592
4231.15,0.008134,0.0080848,0.008182,0.00085435,0.00073661,0.00081916,0.0022136,0.0017263,0.0017428,6.8636e-05,6.0933e-05,6.481e-05,0.00026118,0.00021369,0.00021416
4244.76,0.0080889,0.0080407,0.0081378,0.00084262,0.00072793,0.00081037,0.0021968,0.0017117,0.0017293,6.7689e-05,6.0214e-05,6.4097e-05,0.00025912,0.00021183,0.00021243
4258.36,0.0080444,0.0079971,0.0080941,0.00083106,0.00071937,0.0008017,0.0021802,0.0016973,0.001716,6.6733e-05,5.9505e-05,6.3393e-05,0.00025709,0.00021,0.00021072
4271.97,0.0080003,0.007954,0.008051,0.00081964,0.00071091,0.00079311,0.0021638,0.0016831,0.0017029,6.5785e-05,5.8806e-05,6.2698e-05,0.00025508,0.00020819,0.00020904
4285.57,0.0079568,0.0079115,0.0080083,0.00080833,0.00070253,0.00078459,0.0021476,0.0016691,0.0016899,6.4857e-05,5.8113e-05,6.2007e-05,0.0002531,0.00020641,0.00020738
4299.18,0.0079136,0.0078692,0.0079659,0.00079715,0.00069424,0.00077614,0.0021315,0.0016552,0.0016771,6.3965e-05,5.7426e-05,6.1322e-05,0.00025113,0.00020465,0.00020573
4312.78,0.0078711,0.0078276,0.0079242,0.00078665,0.00068655,0.00076836,0.0021156,0.0016416,0.0016645,6.3162e-05,5.6791e-05,6.0691e-05,0.00024919,0.00020291,0.00020412
4326.39,0.0078284,0.0077858,0.0078823,0.00077572,0.00067844,0.00076006,0.0020997,0.001628,0.0016519,6.2354e-05,5.6119e-05,6.0019e-05,0.00024725,0.00020119,0.0002025
4339.99,0.0077858,0.0077441,0.0078405,0.00076505,0.00067054,0.00075198,0.0020838,0.0016145,0.0016394,6.159e-05,5.5466e-05,5.9366e-05,0.00024532,0.00019947,0.0002009
4353.6,0.0077433,0.0077025,0.0077988,0.00075457,0.00066279,0.00074405,0.0020681,0.0016011,0.001627,6.085e-05,5.4824e-05,5.8725e-05,0.0002434,0.00019777,0.00019931
4367.2,0.007701,0.007661,0.0077572,0.00074426,0.00065518,0.00073625,0.0020524,0.0015878,0.0016147,6.0117e-05,5.4194e-05,5.8094e-05,0.00024149,0.00019609,0.00019774
4380.81,0.007659,0.0076199,0.007716,0.00073411,0.00064769,0.00072857,0.0020368,0.0015746,0.0016025,5.9376e-05,5.3573e-05,5.7473e-05,0.0002396,0.00019442,0.00019618
4394.41,0.0076174,0.0075791,0.0076751,0.0007241,0.0006403,0.00072099,0.0020214,0.0015616,0.0015904,5.8617e-05,5.2962e-05,5.686e-05,0.00023773,0.00019277,0.00019464
4408.02,0.0075763,0.0075389,0.0076347,0.00071421,0.00063301,0.00071349,0.0020062,0.0015488,0.0015785,5.7836e-05,5.2358e-05,5.6254e-05,0.00023588,0.00019115,0.00019312
4421.62,0.0075357,0.007499,0.0075948,0.00070436,0.00062573,0.00070599,0.0019911,0.0015362,0.0015668,5.7032e-05,5.1755e-05,5.5649e-05,0.00023405,0.00018955,0.00019163
4435.23,0.0074961,0.0074602,0.0075558,0.00069532,0.00061915,0.00069925,0.0019763,0.0015238,0.0015553,5.6278e-05,5.121e-05,5.5104e-05,0.00023226,0.00018798,0.00019016
4448.83,0.0074561,0.007421,0.0075165,0.00068555,0.0006119,0.00069174,0.0019615,0.0015114,0.0015439,5.5464e-05,5.061e-05,5.4498e-05,0.00023047,0.00018641,0.0001887
4462.44,0.0074165,0.0073822,0.0074776,0.00067616,0.00060496,0.00068455,0.0019468,0.0014992,0.0015325,5.4692e-05,5.0036e-05,5.3919e-05,0.00022869,0.00018487,0.00018725
4476.04,0.0073771,0.0073435,0.0074388,0.00066693,0.00059814,0.00067748,0.0019322,0.001487,0.0015212,5.3956e-05,4.9472e-05,5.3349e-05,0.00022692,0.00018333,0.00018581
4489.65,0.0073377,0.0073049,0.0074,0.00065784,0.00059144,0.00067053,0.0019176,0.001475,0.00151,5.3261e-05,4.8917e-05,5.2789e-05,0.00022516,0.00018181,0.00018439
4503.25,0.0072983,0.0072663,0.0073613,0.0006489,0.00058485,0.00066368,0.0019031,0.001463,0.0014989,5.2604e-05,4.8371e-05,5.2237e-05,0.00022341,0.0001803,0.00018297
4516.86,0.0072591,0.0072278,0.0073226,0.0006401,0.00057837,0.00065694,0.0018887,0.0014511,0.0014878,5.1977e-05,4.7835e-05,5.1694e-05,0.00022167,0.0001788,0.00018156
4530.46,0.0072202,0.0071895,0.0072842,0.00063142,0.00057198,0.00065029,0.0018743,0.0014393,0.0014769,5.1368e-05,4.7306e-05,5.1159e-05,0.00021994,0.00017731,0.00018017
4544.07,0.0071814,0.0071515,0.007246,0.00062285,0.00056568,0.00064372,0.00186,0.0014276,0.001466,5.0761e-05,4.6784e-05,5.0631e-05,0.00021823,0.00017584,0.00017879
4557.67,0.0071435,0.0071143,0.0072087,0.00061436,0.00055942,0.00063719,0.001846,0.0014162,0.0014553,5.0143e-05,4.6266e-05,5.0105e-05,0.00021654,0.0001744,0.00017744
4571.28,0.0071075,0.007079,0.0071733,0.00060626,0.00055347,0.00063097,0.0018325,0.0014052,0.0014451,4.9529e-05,4.5773e-05,4.9605e-05,0.00021492,0.00017301,0.00017614
4584.88,0.00707,0.0070421,0.0071362,0.000598,0.00054738,0.0006246,0.0018187,0.001394,0.0014347,4.8876e-05,4.5268e-05,4.9092e-05,0.00021326,0.00017159,0.00017481
4598.49,0.0070331,0.0070058,0.0070998,0.00058988,0.0005414,0.00061831,0.001805,0.0013829,0.0014244,4.8211e-05,4.4772e-05,4.8588e-05,0.00021162,0.0001702,0.0001735
4612.09,0.0069964,0.0069698,0.0070637,0.00058188,0.0005355,0.00061211,0.0017915,0.001372,0.0014142,4.7541e-05,4.4283e-05,4.8089e-05,0.00021,0.00016882,0.00017221
4625.7,0.0069598,0.0069339,0.0070276,0.000574,0.00052968,0.00060598,0.001778,0.0013611,0.001404,4.6878e-05,4.3801e-05,4.7598e-05,0.00020838,0.00016746,0.00017092
4639.3,0.0069233,0.0068979,0.0069915,0.00056623,0.00052396,0.00059995,0.0017645,0.0013503,0.0013939,4.6234e-05,4.3327e-05,4.7114e-05,0.00020677,0.0001661,0.00016965
4652.91,0.0068867,0.006862,0.0069554,0.00055859,0.00051832,0.00059401,0.0017511,0.0013396,0.0013839,4.5619e-05,4.2861e-05,4.6637e-05,0.00020517,0.00016475,0.00016837
