,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
925.14,,,,0.074907,0.075612,0.072944,0.035983,0.037572,0.036271,0.007621,0.0077501,0.0075331,0.0063514,0.0065655,0.006374
938.74,,,,0.072375,0.072996,0.070374,0.035185,0.036742,0.035462,0.0073281,0.0074487,0.0072358,0.0061738,0.0063837,0.0061964
952.35,,,,0.069952,0.070493,0.067918,0.034412,0.035939,0.034678,0.0070472,0.0071622,0.0069534,0.0060035,0.0062091,0.0060258
965.95,,,,0.067637,0.0681,0.065572,0.033663,0.035159,0.033918,0.0067801,0.0068901,0.0066852,0.0058398,0.0060412,0.0058618
979.56,,,,0.065419,0.065808,0.063326,0.032937,0.034402,0.03318,0.0065279,0.0066309,0.00643,0.0056824,0.0058796,0.0057039
993.16,,,,0.063295,0.063613,0.061176,0.032232,0.033667,0.032463,0.0062901,0.0063842,0.0061872,0.0055308,0.0057239,0.0055518
1006.77,,,,0.061262,0.061512,0.059121,0.031547,0.032953,0.031766,0.0060641,0.0061494,0.0059563,0.0053849,0.0055739,0.0054052
1020.37,,,,0.059315,0.059499,0.057153,0.030885,0.032261,0.031091,0.0058473,0.0059258,0.0057365,0.0052448,0.0054297,0.0052643
1033.98,,,,0.057448,0.05757,0.055268,0.030241,0.031587,0.030435,0.0056386,0.0057126,0.0055271,0.0051096,0.0052906,0.0051283
1047.58,,,,0.055658,0.05572,0.053462,0.029616,0.030933,0.029797,0.005439,0.0055092,0.0053275,0.0049794,0.0051565,0.0049973
1061.19,,,,0.053941,0.053946,0.051731,0.029009,0.030297,0.029176,0.0052499,0.0053152,0.0051371,0.0048539,0.0050271,0.0048708
1074.79,,,,0.052294,0.052244,0.050072,0.028418,0.029678,0.028573,0.0050715,0.0051301,0.0049556,0.0047326,0.004902,0.0047485
1088.4,,,,0.050715,0.050613,0.048482,0.027848,0.029079,0.027989,0.0049019,0.0049534,0.0047825,0.0046163,0.004782,0.0046312
1102.0,,,,0.049198,0.049045,0.046956,0.027293,0.028496,0.02742,0.0047389,0.0047844,0.004617,0.0045038,0.0046658,0.0045176
1115.61,,,,0.04774,0.047538,0.045491,0.026753,0.027929,0.026868,0.0045811,0.0046228,0.0044588,0.0043953,0.0045536,0.004408
1129.21,,,,0.046338,0.04609,0.044083,0.026229,0.027377,0.02633,0.0044292,0.0044681,0.0043076,0.0042904,0.0044452,0.004302
1142.82,,,,0.044994,0.044701,0.042733,0.025722,0.026843,0.025809,0.0042845,0.0043204,0.0041631,0.0041896,0.0043409,0.0042001
1156.42,,,,0.043697,0.043361,0.041433,0.025225,0.02632,0.025299,0.0041472,0.0041785,0.0040245,0.0040916,0.0042394,0.0041009
1170.03,,,,0.04245,0.042074,0.040184,0.024745,0.025812,0.024805,0.0040169,0.0040427,0.0038919,0.0039972,0.0041416,0.0040053
1183.63,,,,0.04125,0.040834,0.038982,0.024277,0.025319,0.024324,0.0038919,0.0039124,0.0037648,0.003906,0.004047,0.0039129
1197.24,,,,0.040092,0.039639,0.037825,0.023822,0.024838,0.023856,0.0037706,0.0037873,0.0036428,0.0038177,0.0039553,0.0038233
1210.84,,,,0.03898,0.038491,0.036714,0.023381,0.024371,0.023401,0.0036532,0.0036676,0.0035261,0.0037325,0.0038669,0.0037369
1224.45,,,,0.037905,0.037382,0.035641,0.02295,0.023915,0.022956,0.0035396,0.0035523,0.0034138,0.0036497,0.0037808,0.0036528
1238.05,,,,0.036869,0.036313,0.034608,0.022531,0.02347,0.022524,0.0034315,0.0034416,0.0033061,0.0035696,0.0036975,0.0035715
1251.66,,,,0.03587,0.035283,0.033613,0.022123,0.023037,0.022102,0.0033289,0.0033353,0.0032026,0.0034921,0.0036168,0.0034927
1265.26,,,,0.034905,0.034289,0.032654,0.021725,0.022615,0.021692,0.0032309,0.003233,0.0031031,0.0034169,0.0035385,0.0034162
1278.87,,,,0.033978,0.033333,0.031732,0.021339,0.022205,0.021292,0.0031367,0.0031349,0.0030078,0.0033442,0.0034627,0.0033422
1292.47,,,,0.033078,0.032407,0.030839,0.020961,0.021803,0.020901,0.0030446,0.0030401,0.0029158,0.0032734,0.0033889,0.0032701
1306.08,,,,0.032211,0.031514,0.029979,0.020592,0.021411,0.02052,0.002955,0.0029491,0.0028274,0.0032047,0.0033173,0.0032002
1319.68,,,,0.031374,0.030653,0.02915,0.020233,0.021028,0.020148,0.0028686,0.0028615,0.0027425,0.0031382,0.0032477,0.0031323
1333.29,,,,0.030566,0.029821,0.02835,0.019884,0.020656,0.019786,0.0027861,0.0027771,0.0026607,0.0030735,0.0031802,0.0030664
1346.89,,,,0.029786,0.029019,0.027579,0.019543,0.020292,0.019432,0.0027079,0.0026961,0.0025821,0.0030108,0.0031146,0.0030024
1360.5,,,,0.02903,0.028242,0.026833,0.01921,0.019937,0.019087,0.0026329,0.0026177,0.0025062,0.0029499,0.0030508,0.0029402
1374.1,,,,0.028299,0.027491,0.026112,0.018885,0.019589,0.01875,0.0025604,0.0025422,0.0024332,0.0028906,0.0029888,0.0028797
1387.71,,,,0.027593,0.026767,0.025417,0.018568,0.01925,0.01842,0.0024898,0.0024695,0.0023629,0.0028331,0.0029284,0.0028208
1401.31,,,,0.026911,0.026066,0.024746,0.018259,0.01892,0.018099,0.0024207,0.0023994,0.0022951,0.0027771,0.0028698,0.0027636
1414.92,,,,0.02625,0.025388,0.024096,0.017958,0.018597,0.017786,0.0023538,0.0023318,0.0022298,0.0027228,0.0028128,0.0027081
1428.52,,,,0.025611,0.024734,0.02347,0.017664,0.018282,0.01748,0.0022897,0.0022667,0.0021669,0.00267,0.0027573,0.0026541
1442.13,,,,0.024992,0.024099,0.022862,0.017377,0.017974,0.017181,0.0022287,0.0022038,0.0021062,0.0026187,0.0027034,0.0026015
1455.73,,,,0.024392,0.023485,0.022275,0.017096,0.017673,0.016889,0.0021704,0.0021431,0.0020476,0.0025687,0.0026508,0.0025503
1469.34,,,,0.023812,0.022891,0.021707,0.016822,0.017378,0.016604,0.0021143,0.0020844,0.0019911,0.0025201,0.0025996,0.0025005
1482.94,,,,0.023249,0.022315,0.021158,0.016555,0.01709,0.016325,0.0020594,0.0020278,0.0019365,0.0024727,0.0025498,0.0024519
1496.55,,,,0.022704,0.021758,0.020627,0.016295,0.016811,0.016054,0.0020057,0.0019732,0.0018839,0.0024268,0.0025015,0.0024049
1510.15,,,,0.022176,0.021218,0.020111,0.01604,0.016536,0.015788,0.0019532,0.0019204,0.0018331,0.0023821,0.0024543,0.002359
1523.76,,,,0.021663,0.020694,0.019612,0.015791,0.016268,0.015529,0.0019025,0.0018693,0.0017839,0.0023385,0.0024083,0.0023143
1537.36,,,,0.021165,0.020187,0.019129,0.015548,0.016006,0.015275,0.0018541,0.0018199,0.0017364,0.0022961,0.0023635,0.0022707
1550.97,,,,0.020682,0.019695,0.01866,0.01531,0.015749,0.015026,0.0018081,0.0017722,0.0016906,0.0022547,0.0023198,0.0022282
1564.57,,,,0.020214,0.019217,0.018207,0.015076,0.015497,0.014783,0.0017639,0.0017261,0.0016463,0.0022143,0.0022772,0.0021867
1578.18,,,,0.019759,0.018755,0.017767,0.01485,0.015252,0.014546,0.0017209,0.0016814,0.0016034,0.0021753,0.0022359,0.0021466
1591.78,,,,0.019318,0.018306,0.01734,0.014628,0.015012,0.014314,0.0016787,0.0016383,0.001562,0.0021371,0.0021954,0.0021073
1605.39,,,,0.018889,0.01787,0.016926,0.014411,0.014777,0.014087,0.0016372,0.0015965,0.0015219,0.0020998,0.002156,0.002069
1618.99,,,,0.018472,0.017447,0.016525,0.014198,0.014547,0.013864,0.0015967,0.001556,0.0014831,0.0020635,0.0021175,0.0020316
1632.6,,,,0.018067,0.017036,0.016135,0.013989,0.01432,0.013646,0.0015578,0.0015168,0.0014456,0.002028,0.0020799,0.0019951
1646.2,,,,0.017675,0.016638,0.015758,0.013787,0.014101,0.013434,0.0015208,0.001479,0.0014094,0.0019936,0.0020434,0.0019597
1659.81,,,,0.017293,0.016251,0.015391,0.013587,0.013884,0.013225,0.0014853,0.0014423,0.0013742,0.0019598,0.0020076,0.0019249
1673.41,,,,0.016921,0.015876,0.015036,0.013392,0.013672,0.01302,0.0014513,0.0014067,0.0013402,0.0019269,0.0019726,0.0018911
1687.02,,,,0.01656,0.015511,0.01469,0.013201,0.013464,0.01282,0.001418,0.0013723,0.0013073,0.0018948,0.0019385,0.001858
1700.62,,,,0.016209,0.015156,0.014355,0.013014,0.013261,0.012624,0.0013851,0.0013389,0.0012754,0.0018634,0.0019053,0.0018258
1714.23,,,,0.015866,0.014811,0.014029,0.01283,0.013061,0.012432,0.0013527,0.0013065,0.0012444,0.0018328,0.0018727,0.0017942
1727.83,,,,0.015536,0.014477,0.013713,0.012651,0.012867,0.012245,0.0013213,0.0012752,0.0012146,0.0018031,0.0018411,0.0017636
1741.44,,,,0.015212,0.014152,0.013406,0.012475,0.012675,0.01206,0.0012909,0.0012448,0.0011856,0.0017739,0.00181,0.0017335
1755.04,,,,0.014897,0.013835,0.013108,0.012303,0.012488,0.01188,0.0012619,0.0012153,0.0011575,0.0017454,0.0017797,0.0017041
1768.65,,,,0.014591,0.013528,0.012818,0.012134,0.012304,0.011703,0.0012343,0.0011868,0.0011302,0.0017176,0.0017501,0.0016755
1782.25,,,,0.014293,0.013229,0.012536,0.011969,0.012124,0.01153,0.0012076,0.001159,0.0011037,0.0016904,0.0017212,0.0016475
1795.86,,,,0.014002,0.012937,0.012261,0.011807,0.011947,0.01136,0.0011814,0.001132,0.001078,0.0016639,0.0016929,0.0016201
1809.46,,,,0.013721,0.012656,0.011995,0.011649,0.011775,0.011195,0.0011558,0.0011059,0.0010532,0.0016381,0.0016653,0.0015936
1823.07,,,,0.013445,0.01238,0.011736,0.011493,0.011604,0.011031,0.0011303,0.0010805,0.001029,0.0016127,0.0016383,0.0015674
1836.67,,,,0.013176,0.012112,0.011484,0.01134,0.011438,0.010871,0.0011052,0.0010558,0.0010056,0.0015879,0.0016118,0.0015419
1850.28,,,,0.012915,0.011851,0.011238,0.011191,0.011274,0.010715,0.0010811,0.0010319,0.00098279,0.0015637,0.001586,0.0015169
1863.88,,,,0.01266,0.011597,0.011,0.011045,0.011114,0.010561,0.0010579,0.0010086,0.00096066,0.0015401,0.0015608,0.0014925
1877.49,,,,0.01241,0.011349,0.010767,0.010901,0.010957,0.010411,0.0010357,0.00098594,0.00093911,0.001517,0.0015361,0.0014687
1891.09,,,,0.012169,0.01111,0.010542,0.010761,0.010804,0.010264,0.0010146,0.00096404,0.00091832,0.0014944,0.0015119,0.0014454
1904.7,,,,0.011932,0.010874,0.010321,0.010622,0.010652,0.010119,0.0009938,0.0009426,0.00089796,0.0014723,0.0014883,0.0014226
1918.3,,,,0.011702,0.010646,0.010106,0.010487,0.010504,0.0099767,0.00097328,0.00092177,0.0008782,0.0014506,0.0014651,0.0014003
1931.91,,,,0.011477,0.010423,0.0098974,0.010354,0.010358,0.0098372,0.00095291,0.00090153,0.000859,0.0014294,0.0014424,0.0013784
1945.51,,,,0.011257,0.010206,0.0096941,0.010223,0.010215,0.0097005,0.00093281,0.00088184,0.00084033,0.0014087,0.0014202,0.0013571
1959.12,,,,0.011043,0.0099945,0.0094958,0.010095,0.010075,0.0095665,0.00091318,0.00086267,0.00082215,0.0013884,0.0013985,0.0013361
1972.72,,,,0.010835,0.0097894,0.0093036,0.0099697,0.0099375,0.009435,0.00089441,0.00084411,0.00080456,0.0013686,0.0013773,0.0013157
1986.33,,,,0.01063,0.0095879,0.0091148,0.0098465,0.0098024,0.009306,0.00087633,0.0008259,0.00078731,0.0013492,0.0013564,0.0012956
1999.93,,,,0.010431,0.0093918,0.0089312,0.0097254,0.0096696,0.0091792,0.00085907,0.00080821,0.00077056,0.0013301,0.001336,0.001276
2013.54,,,,0.010236,0.0092007,0.0087524,0.0096064,0.009539,0.0090546,0.00084236,0.000791,0.00075426,0.0013115,0.001316,0.0012567
2027.14,,,,0.010046,0.0090144,0.0085782,0.0094894,0.0094107,0.0089322,0.00082595,0.00077424,0.0007384,0.0012931,0.0012963,0.0012379
2040.75,,,,0.0098607,0.0088329,0.0084084,0.0093746,0.0092847,0.0088121,0.00080964,0.00075791,0.00072296,0.0012752,0.0012771,0.0012194
2054.35,,,,0.0096793,0.0086555,0.0082426,0.0092618,0.0091609,0.0086941,0.0007934,0.000742,0.00070791,0.0012576,0.0012582,0.0012013
2067.96,,,,0.0095028,0.0084832,0.0080815,0.0091515,0.0090398,0.0085787,0.00077745,0.00072655,0.00069331,0.0012405,0.0012398,0.0011836
2081.56,,,,0.0093296,0.0083145,0.0079239,0.0090428,0.0089204,0.0084651,0.00076189,0.00071145,0.00067904,0.0012236,0.0012217,0.0011662
2095.17,,,,0.0091604,0.0081498,0.0077701,0.008936,0.0088031,0.0083535,0.00074695,0.00069674,0.00066514,0.0012071,0.001204,0.0011492
2108.77,,,,0.0089951,0.0079892,0.0076202,0.0088309,0.0086877,0.0082437,0.00073269,0.0006824,0.00065159,0.0011908,0.0011865,0.0011324
2122.38,,,,0.0088335,0.0078325,0.007474,0.0087275,0.0085741,0.0081357,0.00071902,0.00066844,0.0006384,0.0011749,0.0011694,0.001116
2135.98,,,,0.0086757,0.0076797,0.0073313,0.0086257,0.0084623,0.0080294,0.00070573,0.00065482,0.00062555,0.0011592,0.0011526,0.0010999
2149.59,,,,0.0085215,0.0075306,0.0071923,0.0085269,0.0083537,0.0079263,0.00069264,0.00064157,0.00061304,0.001144,0.0011363,0.0010843
2163.19,,,,0.0083706,0.0073849,0.0070564,0.0084286,0.0082458,0.0078238,0.00067956,0.00062862,0.00060083,0.0011289,0.0011201,0.0010688
2176.8,,,,0.0082229,0.0072426,0.0069237,0.0083324,0.0081401,0.0077235,0.00066652,0.00061599,0.00058892,0.0011142,0.0011043,0.0010537
2190.4,,,,0.0080783,0.0071036,0.0067941,0.0082378,0.0080361,0.0076249,0.00065364,0.00060367,0.00057731,0.0010998,0.0010888,0.0010388
2204.01,,,,0.0079368,0.0069677,0.0066675,0.0081446,0.0079338,0.0075278,0.00064111,0.00059166,0.00056598,0.0010856,0.0010735,0.0010242
2217.61,,,,0.0077984,0.0068351,0.0065439,0.0080529,0.007833,0.0074323,0.00062907,0.00057994,0.00055493,0.0010716,0.0010585,0.0010099
2231.22,,,,0.007663,0.0067056,0.0064233,0.0079622,0.0077335,0.0073381,0.00061759,0.00056851,0.00054416,0.0010579,0.0010438,0.0009958
2244.82,,,,0.0075308,0.0065793,0.0063057,0.0078749,0.0076374,0.007247,0.0006066,0.00055738,0.00053368,0.0010446,0.0010295,0.00098218
2258.43,,,,0.0074012,0.0064557,0.0061906,0.0077875,0.0075415,0.0071563,0.00059591,0.0005465,0.00052343,0.0010314,0.0010153,0.00096865
2272.03,,,,0.0072742,0.0063349,0.0060782,0.0077019,0.0074475,0.0070673,0.00058535,0.00053588,0.00051343,0.0010185,0.0010015,0.0009554
2285.64,,,,0.0071498,0.0062167,0.0059682,0.0076178,0.0073551,0.0069799,0.0005748,0.0005255,0.00050367,0.0010058,0.00098785,0.0009424
2299.24,,,,0.0070279,0.0061011,0.0058606,0.0075349,0.0072641,0.0068939,0.00056424,0.00051537,0.00049413,0.0009934,0.00097447,0.00092964
2312.85,,,,0.0069084,0.0059881,0.0057554,0.0074531,0.0071744,0.0068092,0.00055377,0.00050548,0.00048482,0.00098114,0.0009613,0.00091708
2326.45,,,,0.0067912,0.0058773,0.0056524,0.0073714,0.0070849,0.0067246,0.00054351,0.0004958,0.00047572,0.00096895,0.00094821,0.0009046
2340.06,,,,0.0066776,0.0057701,0.0055527,0.0072944,0.0070001,0.0066446,0.00053373,0.00048644,0.00046691,0.00095742,0.00093579,0.00089277
2353.66,,,,0.0065655,0.0056647,0.0054546,0.0072164,0.0069146,0.0065639,0.00052432,0.00047724,0.00045826,0.0009458,0.0009233,0.00088088
2367.27,,,,0.0064558,0.0055615,0.0053587,0.0071398,0.0068306,0.0064847,0.00051533,0.00046826,0.00044982,0.00093442,0.00091107,0.00086923
2380.87,,,,0.0063481,0.0054606,0.0052648,0.0070645,0.006748,0.0064068,0.00050663,0.00045949,0.00044157,0.00092325,0.00089906,0.0008578
2394.48,,,,0.0062426,0.0053618,0.005173,0.0069903,0.0066668,0.0063303,0.00049806,0.00045091,0.0004335,0.00091228,0.00088726,0.00084657
2408.08,,,,0.0061389,0.005265,0.005083,0.0069172,0.0065866,0.0062548,0.0004895,0.00044251,0.00042561,0.00090148,0.00087565,0.00083553
2421.69,,,,0.0060374,0.0051703,0.0049949,0.0068447,0.0065073,0.0061801,0.00048092,0.00043431,0.00041791,0.00089081,0.00086419,0.00082463
2435.29,,,,0.0059388,0.0050785,0.0049096,0.0067748,0.0064306,0.0061079,0.00047242,0.00042636,0.00041045,0.00088051,0.0008531,0.00081409
2448.9,,,,0.0058415,0.004988,0.0048255,0.0067047,0.006354,0.0060358,0.00046399,0.00041855,0.0004031,0.00087022,0.00084205,0.0008036
2462.5,,,,0.0057461,0.0048996,0.0047433,0.0066358,0.0062786,0.0059649,0.00045581,0.00041092,0.00039594,0.00086013,0.00083121,0.0007933
2476.11,,,,0.0056526,0.004813,0.0046628,0.006568,0.0062045,0.0058953,0.00044797,0.00040346,0.00038893,0.00085022,0.00082057,0.0007832
2489.71,,,,0.0055609,0.0047282,0.0045841,0.0065013,0.0061315,0.0058267,0.00044048,0.00039617,0.00038208,0.00084049,0.00081011,0.00077328
2503.32,,,,0.0054707,0.0046451,0.0045068,0.0064355,0.0060597,0.0057593,0.00043327,0.00038902,0.00037537,0.00083091,0.00079984,0.00076353
2516.92,,,,0.0053813,0.004563,0.0044304,0.0063705,0.0059888,0.0056927,0.00042618,0.00038197,0.00036875,0.00082147,0.0007897,0.00075392
2530.53,,,,0.0052964,0.0044848,0.0043578,0.0063071,0.0059195,0.0056277,0.00041937,0.00037527,0.00036246,0.00081226,0.00077982,0.00074455
2544.13,,,,0.0052114,0.0044069,0.0042854,0.006244,0.0058507,0.0055631,0.00041239,0.00036859,0.00035619,0.00080313,0.00077002,0.00073527
2557.74,,,,0.0051281,0.0043307,0.0042146,0.0061818,0.0057828,0.0054995,0.0004054,0.00036207,0.00035007,0.00079414,0.00076038,0.00072614
2571.34,,,,0.0050465,0.0042561,0.0041453,0.0061205,0.0057161,0.005437,0.00039844,0.00035569,0.00034409,0.0007853,0.00075091,0.00071717
2584.95,,,,0.0049664,0.0041831,0.0040774,0.0060602,0.0056504,0.0053754,0.00039159,0.00034946,0.00033824,0.00077661,0.00074161,0.00070836
2598.55,,,,0.0048876,0.0041115,0.0040109,0.0060008,0.0055857,0.0053149,0.00038497,0.00034336,0.00033251,0.00076808,0.00073247,0.00069972
2612.16,,,,0.00481,0.0040411,0.0039454,0.0059422,0.0055221,0.0052553,0.0003786,0.00033736,0.00032687,0.00075969,0.00072348,0.00069122
2625.76,,,,0.0047351,0.0039732,0.0038823,0.0058846,0.0054594,0.0051967,0.00037263,0.00033158,0.00032145,0.00075143,0.00071465,0.00068286
2639.37,,,,0.0046605,0.0039058,0.0038196,0.0058277,0.0053976,0.0051388,0.00036681,0.00032584,0.00031607,0.00074329,0.00070594,0.00067464
2652.97,,,,0.0045873,0.0038399,0.0037583,0.0057714,0.0053365,0.0050817,0.00036113,0.00032024,0.00031081,0.00073527,0.00069736,0.00066653
