,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
897.93,,,,0.065973,0.066867,0.064491,0.034492,0.036016,0.03476,0.0046646,0.0047484,0.0046125,0.0054599,0.005649,0.0054746
911.53,,,,0.063591,0.064404,0.06207,0.033665,0.035161,0.033928,0.0044725,0.0045549,0.0044215,0.0052999,0.0054855,0.0053154
925.14,,,,0.061323,0.062057,0.059764,0.032866,0.034334,0.033123,0.0042878,0.0043717,0.0042407,0.0051464,0.0053285,0.0051625
938.74,,,,0.05916,0.05982,0.057568,0.032093,0.033534,0.032344,0.004117,0.0041981,0.0040694,0.0049992,0.0051779,0.0050157
952.35,,,,0.057097,0.057686,0.055475,0.031345,0.032759,0.03159,0.0039615,0.0040334,0.0039071,0.004858,0.0050333,0.0048748
965.95,,,,0.055129,0.05565,0.053479,0.030622,0.032009,0.03086,0.003816,0.003877,0.0037531,0.0047225,0.0048943,0.0047394
979.56,,,,0.05325,0.053705,0.051575,0.029923,0.031283,0.030153,0.0036736,0.0037284,0.0036069,0.0045924,0.0047608,0.0046093
993.16,,,,0.051456,0.051848,0.049757,0.029246,0.03058,0.029468,0.0035325,0.0035871,0.003468,0.0044674,0.0046325,0.0044842
1006.77,,,,0.04974,0.050073,0.04802,0.028591,0.029899,0.028805,0.0033968,0.0034527,0.003336,0.0043473,0.0045091,0.0043638
1020.37,,,,0.0481,0.048375,0.046361,0.027958,0.02924,0.028162,0.0032712,0.0033249,0.0032104,0.0042318,0.0043904,0.0042481
1033.98,,,,0.04653,0.04675,0.044774,0.027344,0.028601,0.02754,0.0031568,0.003203,0.0030907,0.0041208,0.0042761,0.0041366
1047.58,,,,0.045028,0.045194,0.043256,0.02675,0.027981,0.026936,0.0030494,0.0030868,0.0029767,0.0040139,0.004166,0.0040293
1061.19,,,,0.043588,0.043703,0.041803,0.026174,0.02738,0.026351,0.0029438,0.0029758,0.002868,0.003911,0.00406,0.0039258
1074.79,,,,0.042209,0.042274,0.040411,0.025616,0.026797,0.025783,0.0028382,0.0028699,0.0027643,0.0038118,0.0039577,0.0038261
1088.4,,,,0.040887,0.040904,0.039078,0.025076,0.026231,0.025232,0.0027354,0.0027688,0.0026654,0.0037162,0.0038591,0.0037299
1102.0,,,,0.039618,0.039591,0.0378,0.024551,0.025682,0.024697,0.0026396,0.0026722,0.0025708,0.003624,0.0037638,0.003637
1115.61,,,,0.038401,0.03833,0.036574,0.024042,0.025149,0.024178,0.0025523,0.0025798,0.0024804,0.003535,0.0036719,0.0035473
1129.21,,,,0.037232,0.037119,0.035399,0.023548,0.02463,0.023673,0.0024711,0.0024913,0.002394,0.0034491,0.003583,0.0034606
1142.82,,,,0.036111,0.035957,0.034271,0.023068,0.024127,0.023183,0.0023918,0.0024066,0.0023114,0.0033661,0.0034971,0.0033768
1156.42,,,,0.035033,0.034841,0.033189,0.022602,0.023637,0.022705,0.002312,0.0023255,0.0022323,0.0032859,0.0034139,0.0032957
1170.03,,,,0.033998,0.033768,0.03215,0.022149,0.02316,0.022242,0.0022328,0.0022479,0.0021567,0.0032083,0.0033335,0.0032172
1183.63,,,,0.033002,0.032738,0.031152,0.021709,0.022697,0.02179,0.0021576,0.0021735,0.0020842,0.0031333,0.0032557,0.0031413
1197.24,,,,0.032045,0.031747,0.030194,0.021281,0.022246,0.021352,0.0020887,0.0021022,0.0020148,0.0030607,0.0031803,0.0030678
1210.84,,,,0.031125,0.030795,0.029273,0.020865,0.021808,0.020925,0.0020257,0.0020339,0.0019483,0.0029905,0.0031073,0.0029966
1224.45,,,,0.030239,0.029878,0.028388,0.020461,0.021381,0.02051,0.0019657,0.0019683,0.0018845,0.0029225,0.0030366,0.0029276
1238.05,,,,0.029386,0.028996,0.027537,0.020067,0.020965,0.020105,0.0019056,0.0019054,0.0018234,0.0028567,0.0029681,0.0028608
1251.66,,,,0.028565,0.028147,0.026718,0.019685,0.020561,0.019712,0.0018449,0.001845,0.0017648,0.0027929,0.0029017,0.0027961
1265.26,,,,0.027774,0.027329,0.02593,0.019313,0.020167,0.019329,0.0017852,0.001787,0.0017085,0.0027312,0.0028373,0.0027333
1278.87,,,,0.027012,0.026542,0.025172,0.018952,0.019784,0.018957,0.0017294,0.0017314,0.0016546,0.0026714,0.0027749,0.0026725
1292.47,,,,0.026277,0.025783,0.024442,0.0186,0.019411,0.018594,0.0016786,0.0016779,0.0016027,0.0026135,0.0027144,0.0026136
1306.08,,,,0.025568,0.025052,0.023738,0.018257,0.019048,0.018241,0.0016317,0.0016265,0.0015529,0.0025573,0.0026557,0.0025563
1319.68,,,,0.024884,0.024346,0.023061,0.017924,0.018694,0.017897,0.0015864,0.001577,0.0015051,0.0025028,0.0025987,0.0025009
1333.29,,,,0.024224,0.023665,0.022407,0.0176,0.018349,0.017562,0.0015405,0.0015295,0.0014591,0.00245,0.0025435,0.002447
1346.89,,,,0.023587,0.023009,0.021778,0.017284,0.018013,0.017235,0.001494,0.0014837,0.0014149,0.0023988,0.0024899,0.0023948
1360.5,,,,0.022972,0.022375,0.02117,0.016977,0.017685,0.016917,0.0014483,0.0014397,0.0013724,0.0023491,0.0024378,0.0023441
1374.1,,,,0.022377,0.021762,0.020583,0.016677,0.017366,0.016607,0.0014057,0.0013973,0.0013314,0.0023009,0.0023872,0.0022948
1387.71,,,,0.021803,0.021171,0.020017,0.016385,0.017055,0.016305,0.0013671,0.0013566,0.0012921,0.002254,0.0023381,0.002247
1401.31,,,,0.021247,0.020599,0.01947,0.0161,0.016751,0.01601,0.0013315,0.0013173,0.0012542,0.0022085,0.0022903,0.0022005
1414.92,,,,0.020711,0.020047,0.018943,0.015823,0.016454,0.015722,0.0012971,0.0012794,0.0012177,0.0021643,0.0022439,0.0021554
1428.52,,,,0.020192,0.019514,0.018433,0.015552,0.016165,0.015442,0.001262,0.0012429,0.0011826,0.0021214,0.0021988,0.0021115
1442.13,,,,0.01969,0.018998,0.01794,0.015289,0.015883,0.015168,0.0012262,0.0012078,0.0011488,0.0020797,0.002155,0.0020688
1455.73,,,,0.019204,0.018498,0.017464,0.015031,0.015607,0.0149,0.0011908,0.0011739,0.0011162,0.0020392,0.0021123,0.0020273
1469.34,,,,0.018734,0.018016,0.017004,0.01478,0.015337,0.014639,0.0011575,0.0011412,0.0010848,0.0019997,0.0020708,0.0019869
1482.94,,,,0.01828,0.017549,0.01656,0.014534,0.015074,0.014384,0.0011273,0.0011097,0.0010545,0.0019613,0.0020303,0.0019476
1496.55,,,,0.017839,0.017097,0.01613,0.014295,0.014817,0.014135,0.0010998,0.0010793,0.0010254,0.0019241,0.0019911,0.0019095
1510.15,,,,0.017413,0.01666,0.015714,0.014062,0.014566,0.013892,0.0010735,0.0010499,0.0009972,0.0018878,0.0019528,0.0018723
1523.76,,,,0.017,0.016237,0.015312,0.013833,0.01432,0.013655,0.0010469,0.0010216,0.00097004,0.0018526,0.0019155,0.0018361
1537.36,,,,0.0166,0.015827,0.014923,0.013611,0.014081,0.013423,0.0010193,0.0009942,0.00094383,0.0018182,0.0018792,0.0018008
1550.97,,,,0.016212,0.01543,0.014546,0.013393,0.013846,0.013196,0.00099153,0.00096776,0.00091853,0.0017848,0.0018439,0.0017665
1564.57,,,,0.015836,0.015045,0.014181,0.01318,0.013617,0.012974,0.00096483,0.00094224,0.00089411,0.0017522,0.0018094,0.0017331
1578.18,,,,0.015471,0.014673,0.013828,0.012973,0.013393,0.012758,0.00094038,0.00091759,0.00087052,0.0017207,0.0017759,0.0017006
1591.78,,,,0.015118,0.014312,0.013486,0.01277,0.013174,0.012546,0.00091833,0.00089375,0.00084772,0.0016899,0.0017433,0.0016689
1605.39,,,,0.014774,0.013961,0.013155,0.012572,0.01296,0.012339,0.0008978,0.00087067,0.00082568,0.0016599,0.0017114,0.001638
1618.99,,,,0.014441,0.013622,0.012834,0.012379,0.012751,0.012137,0.00087746,0.00084833,0.00080437,0.0016307,0.0016804,0.0016079
1632.6,,,,0.014118,0.013293,0.012522,0.012189,0.012546,0.011939,0.00085639,0.00082669,0.00078375,0.0016022,0.0016501,0.0015786
1646.2,,,,0.013804,0.012973,0.012221,0.012005,0.012346,0.011746,0.00083459,0.00080578,0.00076383,0.0015745,0.0016207,0.0015501
1659.81,,,,0.013498,0.012663,0.011928,0.011824,0.01215,0.011557,0.00081287,0.00078552,0.00074452,0.0015474,0.0015919,0.0015222
1673.41,,,,0.013202,0.012363,0.011645,0.011647,0.011958,0.011372,0.0007924,0.00076591,0.00072584,0.0015211,0.0015639,0.001495
1687.02,,,,0.012914,0.012071,0.011369,0.011474,0.01177,0.011191,0.00077386,0.00074692,0.00070774,0.0014954,0.0015365,0.0014685
1700.62,,,,0.012633,0.011787,0.011102,0.011305,0.011587,0.011015,0.00075711,0.0007285,0.00069021,0.0014704,0.0015098,0.0014427
1714.23,,,,0.012361,0.011511,0.010843,0.011139,0.011407,0.010841,0.00074127,0.00071061,0.00067321,0.0014459,0.0014837,0.0014174
1727.83,,,,0.012096,0.011244,0.010591,0.010978,0.011231,0.010672,0.00072534,0.00069331,0.00065678,0.0014221,0.0014583,0.0013928
1741.44,,,,0.011839,0.010984,0.010347,0.010819,0.011059,0.010506,0.00070861,0.00067649,0.00064081,0.0013988,0.0014334,0.0013688
1755.04,,,,0.011588,0.010732,0.010109,0.010664,0.01089,0.010344,0.00069127,0.00066018,0.00062534,0.0013761,0.001409,0.0013453
1768.65,,,,0.011344,0.010487,0.009879,0.010512,0.010724,0.010185,0.00067409,0.00064437,0.00061034,0.0013539,0.0013853,0.0013223
1782.25,,,,0.011107,0.010248,0.0096551,0.010364,0.010562,0.010029,0.00065798,0.00062903,0.00059578,0.0013322,0.0013621,0.0012999
1795.86,,,,0.010876,0.010016,0.0094372,0.010218,0.010403,0.0098763,0.00064345,0.00061412,0.00058164,0.001311,0.0013394,0.001278
1809.46,,,,0.010652,0.0097911,0.0092265,0.010076,0.010248,0.0097271,0.00063042,0.00059971,0.00056798,0.0012904,0.0013173,0.0012567
1823.07,,,,0.010433,0.0095718,0.0090209,0.0099359,0.010095,0.0095805,0.00061805,0.00058566,0.00055467,0.0012701,0.0012956,0.0012358
1836.67,,,,0.01022,0.0093587,0.0088213,0.0097989,0.0099458,0.0094369,0.00060554,0.00057201,0.00054176,0.0012503,0.0012744,0.0012153
1850.28,,,,0.010013,0.0091515,0.0086273,0.0096647,0.0097991,0.0092962,0.00059235,0.00055875,0.00052923,0.001231,0.0012536,0.0011953
1863.88,,,,0.0098109,0.0089499,0.0084386,0.0095333,0.0096554,0.0091584,0.00057857,0.00054587,0.00051707,0.0012121,0.0012333,0.0011757
1877.49,,,,0.0096141,0.0087535,0.0082549,0.0094045,0.0095145,0.0090234,0.00056479,0.00053336,0.00050524,0.0011936,0.0012135,0.0011566
1891.09,,,,0.0094232,0.0085632,0.008077,0.0092783,0.0093764,0.0088911,0.00055184,0.00052125,0.00049379,0.0011755,0.0011941,0.0011379
1904.7,,,,0.0092363,0.0083771,0.0079032,0.0091545,0.0092408,0.0087613,0.00054011,0.00050944,0.00048263,0.0011578,0.0011751,0.0011196
1918.3,,,,0.0090544,0.0081962,0.0077342,0.0090331,0.0091078,0.008634,0.00052964,0.00049796,0.00047179,0.0011405,0.0011565,0.0011017
1931.91,,,,0.0088771,0.0080202,0.0075699,0.0089141,0.0089773,0.0085092,0.0005199,0.0004868,0.00046126,0.0011235,0.0011383,0.0010842
1945.51,,,,0.0087043,0.0078488,0.00741,0.0087974,0.0088494,0.0083868,0.00051015,0.00047594,0.00045103,0.0011069,0.0011204,0.0010671
1959.12,,,,0.0085357,0.0076818,0.0072542,0.0086831,0.0087239,0.0082669,0.00049987,0.00046538,0.00044108,0.0010907,0.001103,0.0010503
1972.72,,,,0.0083717,0.0075196,0.007103,0.008571,0.0086009,0.0081494,0.000489,0.00045513,0.00043144,0.0010749,0.0010859,0.0010339
1986.33,,,,0.008211,0.0073609,0.0069552,0.0084611,0.0084802,0.0080341,0.00047784,0.00044512,0.00042202,0.0010593,0.0010692,0.0010179
1999.93,,,,0.0080543,0.0072064,0.0068113,0.0083533,0.0083617,0.007921,0.00046709,0.0004354,0.00041286,0.0010441,0.0010528,0.0010021
2013.54,,,,0.0079015,0.0070559,0.0066712,0.0082474,0.0082453,0.0078099,0.00045726,0.00042595,0.00040397,0.0010292,0.0010368,0.00098674
2027.14,,,,0.0077523,0.0069092,0.0065348,0.0081435,0.0081311,0.007701,0.00044853,0.00041676,0.00039531,0.0010146,0.0010211,0.00097165
2040.75,,,,0.0076066,0.0067663,0.0064018,0.0080415,0.0080189,0.0075941,0.00044061,0.0004078,0.00038689,0.0010003,0.0010057,0.00095688
2054.35,,,,0.0074642,0.0066269,0.0062722,0.0079414,0.0079088,0.0074891,0.00043296,0.00039908,0.00037869,0.00098632,0.00099056,0.00094241
2067.96,,,,0.0073255,0.0064912,0.0061461,0.0078436,0.0078011,0.0073866,0.00042503,0.00039059,0.00037073,0.00097265,0.00097582,0.00092829
2081.56,,,,0.0071896,0.0063586,0.006023,0.0077473,0.0076951,0.0072856,0.0004165,0.00038231,0.00036297,0.00095923,0.00096135,0.00091443
2095.17,,,,0.0070568,0.0062293,0.0059029,0.0076527,0.0075909,0.0071865,0.00040753,0.00037425,0.00035541,0.00094608,0.00094716,0.00090084
2108.77,,,,0.006927,0.0061032,0.0057858,0.0075598,0.0074886,0.0070892,0.00039853,0.00036641,0.00034805,0.00093318,0.00093324,0.00088752
2122.38,,,,0.0068002,0.0059802,0.0056716,0.0074684,0.007388,0.0069935,0.00039003,0.00035877,0.00034089,0.00092053,0.00091959,0.00087446
2135.98,,,,0.0066764,0.0058602,0.0055603,0.0073785,0.007289,0.0068995,0.0003824,0.00035134,0.00033391,0.0009081,0.00090618,0.00086164
2149.59,,,,0.0065553,0.0057432,0.0054518,0.007291,0.0071925,0.0068079,0.00037565,0.00034411,0.00032713,0.00089604,0.00089314,0.00084917
2163.19,,,,0.0064369,0.005629,0.0053459,0.0072043,0.007097,0.0067172,0.00036945,0.00033705,0.00032051,0.00088411,0.00088025,0.00083686
2176.8,,,,0.0063211,0.0055175,0.0052426,0.0071193,0.0070033,0.0066283,0.00036333,0.00033016,0.00031406,0.00087245,0.00086764,0.00082481
2190.4,,,,0.0062078,0.0054086,0.0051417,0.0070358,0.0069113,0.006541,0.00035685,0.00032345,0.00030778,0.00086102,0.00085527,0.000813
2204.01,,,,0.006097,0.0053023,0.0050433,0.0069536,0.0068208,0.0064552,0.00034986,0.0003169,0.00030166,0.0008498,0.00084313,0.00080142
2217.61,,,,0.0059886,0.0051986,0.0049472,0.0068728,0.0067317,0.0063707,0.00034253,0.00031052,0.00029569,0.00083879,0.0008312,0.00079004
2231.22,,,,0.0058827,0.0050973,0.0048535,0.006793,0.0066438,0.0062875,0.00033524,0.0003043,0.00028988,0.00082795,0.00081947,0.00077885
2244.82,,,,0.0057792,0.0049986,0.0047621,0.0067157,0.0065585,0.0062068,0.00032844,0.00029826,0.00028422,0.00081745,0.00080809,0.000768
2258.43,,,,0.0056778,0.0049021,0.0046728,0.0066388,0.0064738,0.0061266,0.00032236,0.00029236,0.00027869,0.00080704,0.00079682,0.00075726
2272.03,,,,0.0055787,0.0048078,0.0045856,0.0065634,0.0063906,0.006048,0.00031701,0.0002866,0.00027331,0.00079686,0.00078577,0.00074675
2285.64,,,,0.0054816,0.0047157,0.0045004,0.0064892,0.006309,0.0059707,0.00031211,0.00028097,0.00026805,0.00078687,0.00077494,0.00073643
2299.24,,,,0.0053865,0.0046257,0.0044171,0.0064163,0.0062286,0.0058948,0.00030725,0.00027548,0.00026292,0.00077708,0.00076431,0.00072631
2312.85,,,,0.0052935,0.0045377,0.0043358,0.0063445,0.0061495,0.0058201,0.00030208,0.00027011,0.00025791,0.00076744,0.00075385,0.00071637
2326.45,,,,0.0052022,0.0044515,0.0042562,0.0062731,0.0060709,0.0057459,0.00029645,0.00026486,0.00025302,0.0007579,0.0007435,0.00070653
2340.06,,,,0.0051136,0.004368,0.004179,0.0062049,0.0059956,0.0056748,0.00029054,0.00025978,0.00024828,0.00074877,0.00073357,0.00069709
2353.66,,,,0.0050265,0.004286,0.0041032,0.0061365,0.0059202,0.0056037,0.00028459,0.0002548,0.00024363,0.00073965,0.00072367,0.00068768
2367.27,,,,0.0049411,0.0042058,0.0040292,0.0060693,0.0058462,0.0055339,0.00027898,0.00024994,0.00023909,0.0007307,0.00071396,0.00067846
2380.87,,,,0.0048575,0.0041274,0.0039568,0.0060033,0.0057735,0.0054654,0.00027397,0.0002452,0.00023465,0.00072193,0.00070443,0.00066942
2394.48,,,,0.0047755,0.0040508,0.003886,0.0059383,0.0057019,0.005398,0.00026958,0.00024056,0.00023032,0.00071332,0.00069507,0.00066055
2408.08,,,,0.0046951,0.0039757,0.0038166,0.0058744,0.0056315,0.0053317,0.00026562,0.00023601,0.00022608,0.00070485,0.00068588,0.00065182
2421.69,,,,0.0046164,0.0039023,0.0037489,0.0058112,0.005562,0.0052663,0.00026175,0.00023157,0.00022194,0.0006965,0.00067681,0.00064323
2435.29,,,,0.0045398,0.003831,0.003683,0.0057498,0.0054943,0.0052026,0.0002577,0.00022726,0.00021792,0.00068839,0.000668,0.00063488
2448.9,0.018091,0.017697,0.017749,0.0044642,0.0037609,0.0036183,0.0056887,0.005427,0.0051394,0.00025323,0.00022302,0.00021398,0.00068034,0.00065926,0.0006266
2462.5,0.017952,0.017563,0.017616,0.0043902,0.0036923,0.0035551,0.0056286,0.0053609,0.0050772,0.00024841,0.00021888,0.00021012,0.00067243,0.00065068,0.00061848
2476.11,0.017814,0.01743,0.017485,0.0043177,0.0036253,0.0034932,0.0055695,0.0052959,0.0050162,0.00024346,0.00021483,0.00020635,0.00066466,0.00064225,0.00061051
2489.71,0.017678,0.017299,0.017355,0.0042466,0.0035597,0.0034326,0.0055114,0.005232,0.0049561,0.00023868,0.00021088,0.00020266,0.00065702,0.00063398,0.00060268
2503.32,0.017543,0.017169,0.017226,0.0041767,0.0034954,0.0033733,0.0054542,0.005169,0.0048971,0.00023434,0.00020701,0.00019905,0.00064951,0.00062585,0.00059499
2516.92,0.017409,0.01704,0.017099,0.0041076,0.003432,0.0033148,0.0053977,0.005107,0.0048388,0.00023049,0.0002032,0.0001955,0.00064211,0.00061784,0.00058742
2530.53,0.017277,0.016913,0.016973,0.0040415,0.0033713,0.0032588,0.0053424,0.0050461,0.0047818,0.0002272,0.00019955,0.0001921,0.00063487,0.00061,0.00058001
2544.13,0.017146,0.016786,0.016848,0.0039756,0.0033111,0.0032032,0.0052876,0.004986,0.0047254,0.00022405,0.00019592,0.00018872,0.00062771,0.00060225,0.00057269
2557.74,0.017016,0.016661,0.016724,0.003911,0.0032522,0.0031489,0.0052335,0.0049267,0.0046698,0.00022082,0.00019238,0.00018542,0.00062066,0.00059463,0.0005655
2571.34,0.016887,0.016537,0.016601,0.0038477,0.0031946,0.0030958,0.0051803,0.0048683,0.0046152,0.00021732,0.00018891,0.0001822,0.00061372,0.00058713,0.00055843
2584.95,0.01676,0.016414,0.016479,0.0037855,0.0031383,0.0030438,0.0051279,0.0048108,0.0045614,0.00021345,0.00018552,0.00017904,0.0006069,0.00057977,0.00055148
2598.55,0.016634,0.016293,0.016359,0.0037245,0.003083,0.0029928,0.0050764,0.0047543,0.0045085,0.00020935,0.0001822,0.00017595,0.00060019,0.00057253,0.00054465
