,1s,1s,1s,2s,2s,2s
666.64,0.0077165,0.0077016,0.007191,0.00014322,0.00013176,0.0001238
680.25,0.0073251,0.0072912,0.0068006,0.00012394,0.00012413,0.00011664
693.85,0.0069601,0.0069087,0.0064373,0.00010626,0.00011735,0.00011003
707.46,0.0066194,0.0065517,0.0060988,0.00011091,0.00011107,0.00010391
721.06,0.0063012,0.0062183,0.0057831,0.00011609,0.00010498,9.8232e-05
734.67,0.0060037,0.0059065,0.0054884,0.00010074,9.9318e-05,9.2965e-05
748.27,0.0057252,0.0056146,0.0052129,8.5471e-05,9.4269e-05,8.8069e-05
761.88,0.0054643,0.005341,0.0049552,8.8629e-05,8.959e-05,8.3512e-05
775.48,0.0052195,0.0050843,0.0047137,9.5402e-05,8.5025e-05,7.9265e-05
789.09,0.0049896,0.0048434,0.0044874,8.541e-05,8.0708e-05,7.5303e-05
802.69,0.0047734,0.0046169,0.0042751,7.0729e-05,7.6838e-05,7.1602e-05
816.3,0.0045698,0.0044039,0.0040756,7.0257e-05,7.3291e-05,6.8139e-05
829.9,0.0043779,0.0042033,0.003888,7.8099e-05,6.9827e-05,6.4896e-05
843.51,0.0041968,0.0040143,0.0037116,7.4789e-05,6.6472e-05,6.1856e-05
857.11,0.0040258,0.003836,0.0035454,6.1386e-05,6.3416e-05,5.9002e-05
870.72,0.0038642,0.0036677,0.0033888,5.5907e-05,6.0662e-05,5.6321e-05
884.32,0.0037114,0.0035087,0.003241,6.1983e-05,5.8014e-05,5.3798e-05
897.93,0.0035669,0.0033585,0.0031015,6.5432e-05,5.5392e-05,5.1424e-05
911.53,0.00343,0.0032162,0.0029697,5.6628e-05,5.292e-05,4.9184e-05
925.14,0.0033004,0.0030815,0.002845,4.7e-05,5.0702e-05,4.7072e-05
938.74,0.0031775,0.0029539,0.0027271,4.7713e-05,4.8645e-05,4.5077e-05
952.35,0.0030608,0.0028329,0.0026154,5.4244e-05,4.6605e-05,4.3191e-05
965.95,0.00295,0.0027182,0.0025096,5.3382e-05,4.46e-05,4.1407e-05
979.56,0.0028446,0.0026091,0.0024093,4.3949e-05,4.2748e-05,3.9718e-05
993.16,0.0027443,0.0025056,0.0023141,3.8061e-05,4.1083e-05,3.8117e-05
1006.77,0.0026487,0.0024071,0.0022237,4.1184e-05,3.9499e-05,3.6599e-05
1020.37,0.0025575,0.0023135,0.0021378,4.6457e-05,3.7908e-05,3.5158e-05
1033.98,0.0024705,0.0022243,0.0020562,4.3718e-05,3.6356e-05,3.3788e-05
1047.58,0.0023875,0.0021394,0.0019785,3.5358e-05,3.4937e-05,3.2487e-05
1061.19,0.0023082,0.0020586,0.0019046,3.1533e-05,3.3653e-05,3.125e-05
1074.79,0.0022326,0.0019815,0.0018342,3.513e-05,3.2414e-05,3.0072e-05
1088.4,0.0021603,0.0019079,0.0017672,3.9592e-05,3.1162e-05,2.8951e-05
1102.0,0.0020912,0.0018378,0.0017033,3.6851e-05,2.9941e-05,2.7882e-05
1115.61,0.0020251,0.0017708,0.0016423,2.9606e-05,2.8825e-05,2.6863e-05
1129.21,0.0019619,0.0017068,0.0015842,2.6314e-05,2.7814e-05,2.5891e-05
1142.82,0.0019014,0.0016457,0.0015287,2.939e-05,2.6838e-05,2.4963e-05
1156.42,0.0018435,0.0015872,0.0014757,3.3675e-05,2.5846e-05,2.4077e-05
1170.03,0.0017879,0.0015313,0.001425,3.2068e-05,2.487e-05,2.3231e-05
1183.63,0.0017345,0.0014778,0.0013766,2.5832e-05,2.3972e-05,2.2422e-05
1197.24,0.0016832,0.0014266,0.0013302,2.2148e-05,2.3162e-05,2.1648e-05
1210.84,0.001634,0.0013776,0.001286,2.405e-05,2.2388e-05,2.0909e-05
1224.45,0.0015866,0.0013306,0.0012435,2.8298e-05,2.1601e-05,2.02e-05
1238.05,0.0015411,0.0012856,0.0012029,2.8491e-05,2.0814e-05,1.9522e-05
1251.66,0.0014973,0.0012424,0.001164,2.352e-05,2.0077e-05,1.8873e-05
1265.26,0.0014551,0.001201,0.0011267,1.9071e-05,1.9415e-05,1.825e-05
1278.87,0.0014146,0.0011614,0.001091,1.9209e-05,1.8797e-05,1.7654e-05
1292.47,0.0013755,0.0011233,0.0010567,2.2893e-05,1.8176e-05,1.7082e-05
1306.08,0.0013379,0.0010867,0.0010238,2.5094e-05,1.7542e-05,1.6533e-05
1319.68,0.0013018,0.0010516,0.00099224,2.2262e-05,1.6931e-05,1.6007e-05
1333.29,0.0012669,0.0010178,0.00096191,1.7491e-05,1.6376e-05,1.5501e-05
1346.89,0.0012334,0.00098539,0.00093282,1.5596e-05,1.5872e-05,1.5017e-05
1360.5,0.001201,0.00095417,0.00090481,1.7719e-05,1.5381e-05,1.455e-05
1374.1,0.0011697,0.00092417,0.0008779,2.1097e-05,1.4877e-05,1.4102e-05
1387.71,0.0011395,0.00089531,0.00085203,2.1186e-05,1.437e-05,1.3672e-05
1401.31,0.0011104,0.00086754,0.00082714,1.7386e-05,1.3896e-05,1.3258e-05
1414.92,0.0010821,0.00084078,0.00080317,1.38e-05,1.347e-05,1.286e-05
1428.52,0.0010548,0.00081507,0.00078014,1.3501e-05,1.3075e-05,1.2477e-05
1442.13,0.0010283,0.00079026,0.00075793,1.621e-05,1.2679e-05,1.2109e-05
1455.73,0.0010027,0.00076636,0.00073654,1.8746e-05,1.2271e-05,1.1754e-05
1469.34,0.00097788,0.00074334,0.00071593,1.7703e-05,1.1867e-05,1.1413e-05
1482.94,0.00095385,0.00072113,0.00069605,1.3996e-05,1.1495e-05,1.1084e-05
1496.55,0.0009306,0.00069974,0.00067691,1.1368e-05,1.1162e-05,1.0768e-05
1510.15,0.00090806,0.00067908,0.00065842,1.1764e-05,1.0847e-05,1.0463e-05
1523.76,0.00088623,0.00065914,0.00064058,1.444e-05,1.0527e-05,1.0168e-05
1537.36,0.00086509,0.00063991,0.00062337,1.6413e-05,1.0196e-05,9.8848e-06
1550.97,0.00084462,0.00062134,0.00060675,1.5089e-05,9.8719e-06,9.6114e-06
1564.57,0.00082477,0.00060341,0.0005907,1.175e-05,9.575e-06,9.3477e-06
1578.18,0.00080553,0.0005861,0.0005752,9.591e-06,9.3089e-06,9.0934e-06
1591.78,0.00078684,0.00056936,0.00056021,1.0078e-05,9.0568e-06,8.8478e-06
1605.39,0.00076869,0.00055318,0.00054573,1.2511e-05,8.7988e-06,8.6107e-06
1618.99,0.00075105,0.00053755,0.00053172,1.4339e-05,8.5311e-06,8.3818e-06
1632.6,0.0007339,0.00052243,0.00051818,1.3279e-05,8.2677e-06,8.1607e-06
1646.2,0.00071721,0.00050782,0.00050508,1.032e-05,8.0261e-06,7.9473e-06
1659.81,0.00070097,0.00049369,0.00049241,8.227e-06,7.8102e-06,7.7411e-06
1673.41,0.00068515,0.00048001,0.00048014,8.3969e-06,7.6074e-06,7.5418e-06
1687.02,0.00066974,0.00046678,0.00046825,1.0439e-05,7.4009e-06,7.349e-06
1700.62,0.00065474,0.00045397,0.00045675,1.237e-05,7.1849e-06,7.1626e-06
1714.23,0.00064012,0.00044156,0.0004456,1.1954e-05,6.9692e-06,6.9823e-06
1727.83,0.00062592,0.00042957,0.00043481,9.4702e-06,6.7693e-06,6.8082e-06
1741.44,0.00061209,0.00041795,0.00042436,7.2612e-06,6.5909e-06,6.6396e-06
1755.04,0.00059863,0.0004067,0.00041422,6.885e-06,6.4266e-06,6.4765e-06
1768.65,0.00058552,0.00039579,0.00040439,8.3747e-06,6.262e-06,6.3185e-06
1782.25,0.00057276,0.00038522,0.00039485,1.0431e-05,6.0889e-06,6.1655e-06
1795.86,0.00056033,0.00037497,0.00038559,1.0919e-05,5.9116e-06,6.0172e-06
1809.46,0.00054828,0.00036507,0.00037665,9.1689e-06,5.7433e-06,5.8742e-06
1823.07,0.0005365,0.00035545,0.00036795,6.861e-06,5.5919e-06,5.7352e-06
1836.67,0.00052502,0.00034613,0.00035951,5.7994e-06,5.4558e-06,5.6006e-06
1850.28,0.00051383,0.00033709,0.00035131,6.4914e-06,5.3242e-06,5.4701e-06
1863.88,0.0005029,0.00032832,0.00034335,8.3429e-06,5.187e-06,5.3436e-06
1877.49,0.00049221,0.0003198,0.00033561,9.686e-06,5.0428e-06,5.2207e-06
1891.09,0.00048182,0.00031157,0.00032814,9.0393e-06,4.9006e-06,5.1022e-06
1904.7,0.00047162,0.00030356,0.00032084,6.9626e-06,4.7693e-06,4.9866e-06
1918.3,0.00046166,0.00029579,0.00031376,5.2608e-06,4.6531e-06,4.8747e-06
1931.91,0.00045192,0.00028825,0.00030688,4.9823e-06,4.5461e-06,4.7661e-06
1945.51,0.0004424,0.00028094,0.00030019,6.1352e-06,4.4385e-06,4.6606e-06
1959.12,0.00043309,0.00027383,0.00029368,7.8428e-06,4.3243e-06,4.5582e-06
1972.72,0.00042404,0.00026696,0.00028739,8.5038e-06,4.2066e-06,4.4592e-06
1986.33,0.00041513,0.00026025,0.00028122,7.3455e-06,4.0922e-06,4.3623e-06
1999.93,0.00040644,0.00025374,0.00027524,5.43e-06,3.9893e-06,4.2685e-06
2013.54,0.00039797,0.00024743,0.00026943,4.2424e-06,3.898e-06,4.1773e-06
2027.14,0.0003897,0.0002413,0.00026377,4.3724e-06,3.8121e-06,4.0888e-06
2040.75,0.00038163,0.00023534,0.00025827,5.6459e-06,3.7237e-06,4.0027e-06
2054.35,0.00037372,0.00022954,0.0002529,7.1272e-06,3.629e-06,3.9187e-06
2067.96,0.00036605,0.00022393,0.0002477,7.4254e-06,3.5323e-06,3.8376e-06
2081.56,0.00035852,0.00021846,0.00024262,6.1679e-06,3.4398e-06,3.7583e-06
2095.17,0.00035115,0.00021314,0.00023767,4.4794e-06,3.3572e-06,3.6812e-06
2108.77,0.00034396,0.00020798,0.00023286,3.5636e-06,3.2838e-06,3.6062e-06
2122.38,0.00033691,0.00020296,0.00022817,3.8097e-06,3.2139e-06,3.5332e-06
2135.98,0.00033002,0.00019808,0.00022361,5.0165e-06,3.1412e-06,3.4622e-06
2149.59,0.00032327,0.00019334,0.00021916,6.3297e-06,3.0634e-06,3.3931e-06
2163.19,0.00031664,0.00018872,0.00021482,6.5404e-06,2.9834e-06,3.3257e-06
2176.8,0.00031014,0.00018423,0.00021059,5.3794e-06,2.9073e-06,3.26e-06
2190.4,0.00030377,0.00017986,0.00020647,3.8554e-06,2.8395e-06,3.196e-06
2204.01,0.00029753,0.00017561,0.00020245,3.0123e-06,2.7795e-06,3.1336e-06
2217.61,0.00029141,0.00017148,0.00019854,3.1837e-06,2.7226e-06,3.0729e-06
2231.22,0.00028542,0.00016746,0.00019472,4.2265e-06,2.6635e-06,3.0137e-06
2244.82,0.00027954,0.00016355,0.000191,5.4629e-06,2.5997e-06,2.956e-06
2258.43,0.00027379,0.00015975,0.00018737,5.8189e-06,2.5335e-06,2.8997e-06
2272.03,0.00026815,0.00015604,0.00018383,4.9064e-06,2.4699e-06,2.8447e-06
2285.64,0.00026263,0.00015243,0.00018036,3.5109e-06,2.4128e-06,2.7911e-06
2299.24,0.00025723,0.00014892,0.00017699,2.6108e-06,2.3627e-06,2.7388e-06
2312.85,0.00025195,0.0001455,0.00017369,2.5812e-06,2.3162e-06,2.6877e-06
2326.45,0.00024679,0.00014218,0.00017048,3.3699e-06,2.2684e-06,2.638e-06
2340.06,0.00024173,0.00013894,0.00016735,4.5283e-06,2.2167e-06,2.5894e-06
2353.66,0.00023678,0.00013579,0.00016429,5.1418e-06,2.162e-06,2.5419e-06
2367.27,0.00023193,0.00013272,0.00016129,4.6092e-06,2.1083e-06,2.4955e-06
2380.87,0.00022718,0.00012973,0.00015837,3.3771e-06,2.0593e-06,2.4502e-06
2394.48,0.00022252,0.00012681,0.00015552,2.3668e-06,2.0165e-06,2.4059e-06
2408.08,0.00021795,0.00012397,0.00015273,2.0683e-06,1.9778e-06,2.3627e-06
2421.69,0.00021347,0.00012121,0.00015,2.5274e-06,1.9394e-06,2.3204e-06
2435.29,0.00020907,0.00011852,0.00014735,3.5254e-06,1.8981e-06,2.2793e-06
2448.9,0.00020476,0.0001159,0.00014475,4.3993e-06,1.8535e-06,2.2389e-06
2462.5,0.00020052,0.00011334,0.00014221,4.3822e-06,1.808e-06,2.1995e-06
2476.11,0.00019635,0.00011085,0.00013973,3.4555e-06,1.7652e-06,2.1609e-06
2489.71,0.00019225,0.00010842,0.0001373,2.3662e-06,1.7274e-06,2.1232e-06
2503.32,0.00018823,0.00010605,0.00013492,1.7678e-06,1.6942e-06,2.0862e-06
2516.92,0.00018428,0.00010374,0.0001326,1.838e-06,1.6629e-06,2.0501e-06
2530.53,0.00018043,0.00010151,0.00013034,2.5176e-06,1.6305e-06,2.015e-06
2544.13,0.00017663,9.9315e-05,0.00012812,3.4656e-06,1.5949e-06,1.9805e-06
2557.74,0.00017291,9.7181e-05,0.00012596,3.9768e-06,1.557e-06,1.9467e-06
2571.34,0.00016926,9.5101e-05,0.00012383,3.5752e-06,1.5197e-06,1.9137e-06
2584.95,0.00016568,9.3071e-05,0.00012176,2.5858e-06,1.4856e-06,1.8814e-06
2598.55,0.00016218,9.109e-05,0.00011972,1.7269e-06,1.456e-06,1.8497e-06
2612.16,0.00015873,8.9152e-05,0.00011772,1.3967e-06,1.4296e-06,1.8185e-06
2625.76,0.0001554,8.7287e-05,0.0001158,1.642e-06,1.4042e-06,1.7885e-06
2639.37,0.0001521,8.545e-05,0.0001139,2.367e-06,1.3767e-06,1.7588e-06
2652.97,0.00014888,8.366e-05,0.00011203,3.1809e-06,1.3464e-06,1.7297e-06
2666.58,0.00014572,8.1916e-05,0.00011021,3.4472e-06,1.3148e-06,1.7012e-06
2680.18,0.00014262,8.0215e-05,0.00010843,2.9082e-06,1.2842e-06,1.6734e-06
2693.79,0.00013957,7.8555e-05,0.00010668,1.9994e-06,1.2568e-06,1.6461e-06
2707.39,0.00013657,7.6927e-05,0.00010496,1.3234e-06,1.233e-06,1.6192e-06
2721.0,0.00013367,7.5365e-05,0.00010331,1.1313e-06,1.2121e-06,1.5933e-06
2734.6,0.00013078,7.3817e-05,0.00010166,1.4271e-06,1.1908e-06,1.5676e-06
2748.21,0.00012795,7.2311e-05,0.00010005,2.1159e-06,1.1678e-06,1.5424e-06
2761.81,0.00012517,7.0844e-05,9.8478e-05,2.8209e-06,1.1424e-06,1.5177e-06
2775.42,0.00012244,6.9413e-05,9.6938e-05,2.9875e-06,1.116e-06,1.4936e-06
2789.02,0.00011976,6.8017e-05,9.543e-05,2.4509e-06,1.0907e-06,1.47e-06
2802.63,0.00011712,6.6653e-05,9.395e-05,1.637e-06,1.0682e-06,1.4468e-06
2816.23,0.00011453,6.5319e-05,9.2496e-05,1.0597e-06,1.0488e-06,1.424e-06
2829.84,0.000112,6.4028e-05,9.1088e-05,9.0579e-07,1.0316e-06,1.402e-06
2843.44,0.0001095,6.2759e-05,8.9693e-05,1.1698e-06,1.0142e-06,1.3801e-06
2857.05,0.00010705,6.152e-05,8.8327e-05,1.7816e-06,9.9522e-07,1.3587e-06
2870.65,0.00010465,6.0312e-05,8.6989e-05,2.4268e-06,9.7417e-07,1.3377e-06
2884.26,0.0001023,5.9133e-05,8.5679e-05,2.6126e-06,9.5214e-07,1.3171e-06
2897.86,9.9993e-05,5.7984e-05,8.4395e-05,2.1632e-06,9.3091e-07,1.297e-06
2911.47,9.7735e-05,5.686e-05,8.3135e-05,1.4329e-06,9.12e-07,1.2772e-06
2925.07,9.553e-05,5.5767e-05,8.1906e-05,8.8742e-07,8.9592e-07,1.258e-06
2938.68,9.3361e-05,5.4695e-05,8.0693e-05,7.0613e-07,8.8164e-07,1.2389e-06
2952.28,9.1237e-05,5.3648e-05,7.9503e-05,8.8309e-07,8.6758e-07,1.2203e-06
2965.89,8.9156e-05,5.2625e-05,7.8335e-05,1.3837e-06,8.5223e-07,1.2019e-06
2979.49,8.7117e-05,5.1627e-05,7.7191e-05,1.9921e-06,8.3506e-07,1.184e-06
2993.1,8.5119e-05,5.0652e-05,7.6069e-05,2.2777e-06,8.1674e-07,1.1664e-06
3006.7,8.3161e-05,4.9701e-05,7.4969e-05,1.9897e-06,7.9875e-07,1.1492e-06
3020.31,8.1241e-05,4.8773e-05,7.3891e-05,1.3549e-06,7.8252e-07,1.1322e-06
3033.91,7.9357e-05,4.7866e-05,7.2834e-05,8.0542e-07,7.6868e-07,1.1157e-06
3047.52,7.7506e-05,4.6979e-05,7.1795e-05,5.5953e-07,7.5673e-07,1.0994e-06
3061.12,7.5687e-05,4.6112e-05,7.0775e-05,6.2108e-07,7.454e-07,1.0834e-06
3074.73,7.3899e-05,4.5265e-05,6.9772e-05,9.7564e-07,7.3326e-07,1.0677e-06
3088.33,7.2142e-05,4.4436e-05,6.8787e-05,1.519e-06,7.1955e-07,1.0523e-06
3101.94,7.0417e-05,4.3627e-05,6.782e-05,1.919e-06,7.0453e-07,1.0371e-06
3115.54,6.8723e-05,4.2837e-05,6.6872e-05,1.8483e-06,6.8928e-07,1.0223e-06
3129.15,6.7062e-05,4.2065e-05,6.5943e-05,1.3539e-06,6.7514e-07,1.0077e-06
3142.75,6.5432e-05,4.1313e-05,6.5032e-05,8.0098e-07,6.6296e-07,9.935e-07
3156.36,6.3832e-05,4.0577e-05,6.4136e-05,4.7336e-07,6.5269e-07,9.795e-07
3169.96,6.2262e-05,3.9857e-05,6.3256e-05,4.1397e-07,6.4347e-07,9.6574e-07
3183.57,6.0722e-05,3.9153e-05,6.239e-05,6.0322e-07,6.3405e-07,9.5222e-07
3197.17,5.9212e-05,3.8464e-05,6.1539e-05,1.0231e-06,6.2347e-07,9.3893e-07
3210.78,5.7733e-05,3.779e-05,6.0702e-05,1.4891e-06,6.1149e-07,9.2587e-07
3224.38,5.6284e-05,3.7131e-05,5.9878e-05,1.6652e-06,5.9875e-07,9.1303e-07
3237.99,5.4866e-05,3.6487e-05,5.907e-05,1.3954e-06,5.8635e-07,9.0043e-07
3251.59,5.3488e-05,3.5863e-05,5.8287e-05,8.9069e-07,5.754e-07,8.8822e-07
3265.2,5.2133e-05,3.5249e-05,5.7508e-05,4.804e-07,5.6615e-07,8.761e-07
3278.8,5.0807e-05,3.4649e-05,5.6744e-05,3.0275e-07,5.5831e-07,8.6421e-07
3292.41,4.951e-05,3.4062e-05,5.5994e-05,3.3732e-07,5.5095e-07,8.5254e-07
3306.01,4.824e-05,3.3488e-05,5.5255e-05,5.8267e-07,5.4301e-07,8.4105e-07
3319.62,4.6995e-05,3.2925e-05,5.4527e-05,1.0023e-06,5.3384e-07,8.2975e-07
3333.22,4.5775e-05,3.2374e-05,5.381e-05,1.3721e-06,5.2354e-07,8.1861e-07
3346.83,4.4579e-05,3.1834e-05,5.3104e-05,1.406e-06,5.1283e-07,8.0766e-07
3360.43,4.3422e-05,3.1317e-05,5.2427e-05,1.0686e-06,5.0287e-07,7.9717e-07
3374.04,4.2273e-05,3.0801e-05,5.1745e-05,6.1733e-07,4.9409e-07,7.8661e-07
3387.64,4.1151e-05,3.0299e-05,5.1078e-05,3.1201e-07,4.8687e-07,7.7628e-07
3401.25,4.005e-05,2.9808e-05,5.0424e-05,2.0932e-07,4.8071e-07,7.6615e-07
3414.85,3.8971e-05,2.9328e-05,4.978e-05,2.7629e-07,4.7473e-07,7.5619e-07
3428.46,3.7911e-05,2.8857e-05,4.9145e-05,5.2435e-07,4.6806e-07,7.4639e-07
3442.06,3.6871e-05,2.8396e-05,4.8519e-05,9.0654e-07,4.6027e-07,7.3673e-07
3455.67,3.5845e-05,2.794e-05,4.7896e-05,1.2008e-06,4.515e-07,7.2712e-07
3469.27,3.4864e-05,2.7514e-05,4.7316e-05,1.1734e-06,4.4282e-07,7.1817e-07
3482.88,3.3879e-05,2.7078e-05,4.6713e-05,8.3977e-07,4.3445e-07,7.0888e-07
3496.48,3.2919e-05,2.6655e-05,4.6127e-05,4.5035e-07,4.2737e-07,6.9986e-07
3510.09,3.1981e-05,2.6243e-05,4.5553e-05,2.1033e-07,4.2161e-07,6.9102e-07
3523.69,3.1064e-05,2.5841e-05,4.4988e-05,1.3958e-07,4.1671e-07,6.8235e-07
3537.3,3.0168e-05,2.5447e-05,4.4433e-05,2.0244e-07,4.119e-07,6.7382e-07
3550.9,2.9291e-05,2.5061e-05,4.3886e-05,4.1726e-07,4.0645e-07,6.6542e-07
3564.51,2.8432e-05,2.4681e-05,4.3344e-05,7.4812e-07,4e-07,6.5711e-07
3578.11,2.7588e-05,2.4305e-05,4.2803e-05,1.0013e-06,3.9268e-07,6.488e-07
3591.72,2.6785e-05,2.3955e-05,4.2302e-05,9.7424e-07,3.8546e-07,6.4113e-07
3605.32,2.5986e-05,2.3599e-05,4.1785e-05,6.8319e-07,3.7856e-07,6.3321e-07
3618.93,2.5208e-05,2.3252e-05,4.1278e-05,3.4784e-07,3.7272e-07,6.2546e-07
3632.53,2.4449e-05,2.2912e-05,4.078e-05,1.4523e-07,3.6803e-07,6.1784e-07
3646.14,2.371e-05,2.2581e-05,4.0291e-05,8.4702e-08,3.6411e-07,6.1037e-07
3659.74,2.2988e-05,2.2257e-05,3.981e-05,1.2637e-07,3.603e-07,6.0303e-07
3673.35,2.2284e-05,2.1939e-05,3.9336e-05,2.9182e-07,3.5597e-07,5.9579e-07
3686.95,2.1593e-05,2.1626e-05,3.8865e-05,5.7336e-07,3.5074e-07,5.8861e-07
3700.56,2.0928e-05,2.1328e-05,3.8418e-05,8.1934e-07,3.449e-07,5.8179e-07
3714.16,2.0269e-05,2.1028e-05,3.796e-05,8.3577e-07,3.3865e-07,5.7482e-07
3727.77,1.9627e-05,2.0735e-05,3.7512e-05,6.0447e-07,3.3279e-07,5.68e-07
3741.37,1.8999e-05,2.0448e-05,3.7072e-05,3.0552e-07,3.278e-07,5.613e-07
3754.98,1.8385e-05,2.0168e-05,3.6638e-05,1.1298e-07,3.2383e-07,5.5471e-07
3768.58,1.7786e-05,1.9894e-05,3.6212e-05,4.8111e-08,3.2062e-07,5.4823e-07
3782.19,1.7201e-05,1.9626e-05,3.5794e-05,6.2212e-08,3.1764e-07,5.4187e-07
3795.79,1.6629e-05,1.9364e-05,3.5382e-05,1.6712e-07,3.1431e-07,5.3561e-07
3809.4,1.607e-05,1.9107e-05,3.4974e-05,3.8908e-07,3.1023e-07,5.2943e-07
3823.0,1.5526e-05,1.8858e-05,3.4578e-05,6.3558e-07,3.0545e-07,5.2341e-07
3836.61,1.4992e-05,1.8611e-05,3.4182e-05,7.2404e-07,3.0024e-07,5.1741e-07
3850.21,1.4471e-05,1.8369e-05,3.3792e-05,5.7604e-07,2.9517e-07,5.115e-07
3863.82,1.3963e-05,1.8133e-05,3.3408e-05,3.1181e-07,2.9074e-07,5.0567e-07
3877.42,1.3468e-05,1.7901e-05,3.3029e-05,1.1042e-07,2.872e-07,4.9993e-07
3891.03,1.2986e-05,1.7674e-05,3.2656e-05,3.024e-08,2.8446e-07,4.9429e-07
3904.63,1.2517e-05,1.7452e-05,3.229e-05,2.1538e-08,2.8211e-07,4.8874e-07
3918.24,1.2061e-05,1.7236e-05,3.1929e-05,6.6701e-08,2.7963e-07,4.8329e-07
3931.84,1.1618e-05,1.7024e-05,3.1575e-05,2.0909e-07,2.766e-07,4.7792e-07
3945.45,1.1187e-05,1.6816e-05,3.1225e-05,4.3076e-07,2.7286e-07,4.7263e-07
3959.05,1.0769e-05,1.6613e-05,3.088e-05,5.9124e-07,2.6859e-07,4.6741e-07
3972.66,1.0363e-05,1.6413e-05,3.0539e-05,5.5592e-07,2.6421e-07,4.6226e-07
3986.26,9.968e-06,1.6217e-05,3.0203e-05,3.5291e-07,2.6019e-07,4.5718e-07
3999.87,9.5848e-06,1.6025e-05,2.9871e-05,1.4082e-07,2.5688e-07,4.5215e-07
4013.47,9.2128e-06,1.5837e-05,2.9543e-05,3.1475e-08,2.5435e-07,4.472e-07
4027.08,8.8519e-06,1.5652e-05,2.922e-05,6.2782e-09,2.5237e-07,4.4233e-07
4040.68,8.5017e-06,1.5472e-05,2.8903e-05,1.3851e-08,2.5051e-07,4.3753e-07
4054.29,8.1623e-06,1.5296e-05,2.8591e-05,7.4738e-08,2.4836e-07,4.3282e-07
4067.89,7.8331e-06,1.5125e-05,2.8286e-05,2.2965e-07,2.4563e-07,4.282e-07
