,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s,5s,5s,5s
4435.23,0.014972,0.015071,0.015093,0.0081858,0.008015,0.0080376,0.0013315,0.001023,0.0010689,0.0057652,0.0049724,0.0047462,0.0028454,0.0027558,0.0026108,0.00067328,0.00058907,0.00056137,0.00043447,0.00042401,0.00040145,1.3627e-07,1.1975e-05,1.1329e-05
4448.83,0.01486,0.014962,0.014985,0.0081411,0.0079742,0.0079969,0.0013139,0.0010098,0.0010565,0.0057218,0.0049282,0.0047054,0.0028301,0.0027376,0.0025935,0.00066793,0.00058368,0.00055639,0.00043199,0.00042106,0.00039864,2.7376e-07,1.1965e-05,1.1249e-05
4462.44,0.014754,0.01486,0.014884,0.0081003,0.0079372,0.0079599,0.0012965,0.00099678,0.0010443,0.0056808,0.0048862,0.0046667,0.0028163,0.0027207,0.0025775,0.00066295,0.00057856,0.00055166,0.00042971,0.00041833,0.00039604,6.3172e-06,1.193e-05,1.1175e-05
4476.04,0.01465,0.01476,0.014784,0.0080604,0.0079009,0.0079237,0.0012794,0.00098393,0.0010322,0.0056405,0.0048449,0.0046287,0.0028028,0.0027042,0.0025618,0.00065814,0.00057353,0.00054702,0.00042749,0.00041564,0.00039348,2.3575e-05,1.1849e-05,1.1103e-05
4489.65,0.014547,0.014661,0.014685,0.0080209,0.0078652,0.007888,0.0012625,0.00097125,0.0010203,0.0056006,0.004804,0.0045911,0.0027895,0.0026879,0.0025463,0.00065344,0.00056855,0.00054243,0.0004253,0.000413,0.00039096,4.462e-05,1.1725e-05,1.1031e-05
4503.25,0.014444,0.014562,0.014587,0.007982,0.0078299,0.0078528,0.0012457,0.00095875,0.0010085,0.005561,0.0047636,0.0045539,0.0027763,0.0026718,0.002531,0.00064884,0.00056362,0.00053789,0.00042314,0.00041039,0.00038847,5.3511e-05,1.1576e-05,1.0961e-05
4516.86,0.014343,0.014464,0.01449,0.0079433,0.0077949,0.0078178,0.0012292,0.00094642,0.00099693,0.0055217,0.0047234,0.0045169,0.0027633,0.0026559,0.0025158,0.00064429,0.00055873,0.00053338,0.00042101,0.0004078,0.00038601,4.266e-05,1.143e-05,1.0891e-05
4530.46,0.014241,0.014366,0.014392,0.0079047,0.00776,0.0077829,0.0012129,0.00093429,0.0009855,0.0054824,0.0046835,0.0044802,0.0027504,0.00264,0.0025008,0.00063975,0.00055387,0.0005289,0.00041888,0.00040523,0.00038357,2.1344e-05,1.1313e-05,1.0822e-05
4544.07,0.014139,0.014268,0.014295,0.0078659,0.0077248,0.0077478,0.0011968,0.00092234,0.00097424,0.0054431,0.0046436,0.0044434,0.0027374,0.0026241,0.0024857,0.00063516,0.00054902,0.00052443,0.00041675,0.00040265,0.00038112,5.2003e-06,1.124e-05,1.0752e-05
4557.67,0.014038,0.01417,0.014197,0.0078265,0.0076891,0.007712,0.001181,0.00091062,0.00096319,0.0054039,0.0046039,0.0044069,0.0027243,0.0026081,0.0024704,0.00063054,0.0005442,0.00051998,0.00041459,0.00040006,0.00037865,1.3171e-07,1.1209e-05,1.0682e-05
4571.28,0.013949,0.014084,0.014111,0.0077926,0.0076586,0.0076816,0.0011656,0.00089917,0.00095239,0.0053692,0.0045681,0.0043741,0.0027131,0.0025939,0.002457,0.00062636,0.00053983,0.00051598,0.00041273,0.00039775,0.00037646,1.9615e-07,1.1215e-05,1.062e-05
4584.88,0.013849,0.013988,0.014015,0.0077536,0.0076232,0.0076462,0.0011502,0.00088777,0.00094162,0.0053305,0.0045291,0.0043382,0.0027001,0.002578,0.002442,0.00062164,0.00053509,0.00051161,0.0004106,0.00039519,0.00037403,2.1168e-08,1.1215e-05,1.0551e-05
4598.49,0.013752,0.013894,0.013922,0.0077155,0.0075886,0.0076116,0.001135,0.00087656,0.00093103,0.005293,0.0044911,0.0043033,0.0026874,0.0025625,0.0024273,0.00061698,0.00053047,0.00050736,0.00040853,0.00039269,0.00037165,3.6312e-06,1.1192e-05,1.0484e-05
4612.09,0.013656,0.013802,0.01383,0.0076778,0.0075545,0.0075775,0.00112,0.0008655,0.00092057,0.005256,0.0044537,0.0042689,0.002675,0.0025472,0.0024128,0.00061233,0.00052593,0.00050318,0.00040648,0.00039022,0.0003693,1.7604e-05,1.1129e-05,1.0417e-05
4625.7,0.013562,0.013711,0.013739,0.0076406,0.0075208,0.0075438,0.0011052,0.00085459,0.00091023,0.0052195,0.0044168,0.004235,0.0026627,0.0025321,0.0023985,0.0006077,0.00052145,0.00049906,0.00040446,0.00038778,0.00036699,3.8317e-05,1.1023e-05,1.0352e-05
4639.3,0.013468,0.01362,0.013649,0.0076039,0.0074876,0.0075106,0.0010905,0.00084381,0.00090001,0.0051833,0.0043803,0.0042015,0.0026506,0.0025172,0.0023844,0.00060311,0.00051702,0.00049498,0.00040248,0.00038537,0.00036471,5.1479e-05,1.0888e-05,1.0287e-05
4652.91,0.013376,0.013531,0.01356,0.0075676,0.0074547,0.0074777,0.001076,0.00083317,0.00088991,0.0051473,0.004344,0.0041682,0.0026387,0.0025024,0.0023704,0.00059856,0.00051262,0.00049094,0.00040051,0.00038299,0.00036245,4.6271e-05,1.0749e-05,1.0223e-05
4666.51,0.013283,0.013441,0.013471,0.0075315,0.0074221,0.007445,0.0010617,0.00082267,0.00087994,0.0051114,0.004308,0.0041351,0.0026268,0.0024878,0.0023566,0.00059408,0.00050825,0.00048692,0.00039857,0.00038063,0.00036022,2.7135e-05,1.0631e-05,1.016e-05
4680.12,0.013189,0.01335,0.01338,0.0074953,0.0073893,0.0074122,0.0010475,0.00081228,0.00087004,0.0050751,0.0042717,0.0041017,0.002615,0.0024732,0.0023428,0.00058961,0.00050386,0.00048287,0.00039662,0.00037827,0.00035799,8.7811e-06,1.055e-05,1.0096e-05
4693.72,0.013094,0.013257,0.013287,0.0074579,0.0073553,0.0073782,0.0010335,0.00080206,0.00086032,0.0050379,0.0042348,0.0040678,0.0026027,0.0024582,0.0023286,0.00058512,0.00049939,0.00047875,0.00039462,0.00037586,0.0003557,7.3743e-07,1.0509e-05,1.0032e-05
4707.33,0.013015,0.013182,0.013212,0.0074254,0.0073261,0.007349,0.0010202,0.00079241,0.00085117,0.0050075,0.0042035,0.0040393,0.0025921,0.0024448,0.002316,0.00058149,0.0004956,0.00047528,0.00039288,0.00037371,0.00035367,1.3476e-07,1.0508e-05,9.9739e-06
4720.93,0.012924,0.013094,0.013124,0.0073896,0.0072936,0.0073164,0.0010067,0.00078254,0.00084176,0.0049722,0.0041684,0.004007,0.0025804,0.0024304,0.0023024,0.00057737,0.00049135,0.00047137,0.00039096,0.00037139,0.00035147,8.5232e-08,1.0512e-05,9.9118e-06
4734.54,0.012836,0.013008,0.013038,0.0073539,0.0072613,0.0072841,0.00099337,0.00077285,0.00083253,0.0049376,0.004134,0.0039754,0.0025688,0.0024161,0.0022889,0.00057338,0.00048718,0.00046754,0.00038906,0.00036909,0.0003493,1.097e-06,1.0503e-05,9.8501e-06
4748.14,0.012748,0.012923,0.012953,0.0073185,0.0072292,0.0072519,0.00098023,0.0007633,0.00082342,0.0049036,0.0041001,0.0039443,0.0025573,0.0024019,0.0022755,0.00056948,0.00048307,0.00046376,0.00038718,0.00036681,0.00034715,1.0065e-05,1.0461e-05,9.789e-06
4761.75,0.012661,0.012839,0.01287,0.0072834,0.0071974,0.00722,0.00096725,0.00075388,0.00081443,0.00487,0.0040666,0.0039136,0.0025458,0.0023879,0.0022623,0.00056563,0.00047902,0.00046004,0.00038532,0.00036455,0.00034502,2.847e-05,1.0378e-05,9.7285e-06
4775.35,0.012576,0.012756,0.012787,0.0072487,0.0071659,0.0071885,0.00095441,0.00074458,0.00080553,0.0048367,0.0040335,0.0038833,0.0025346,0.002374,0.0022492,0.0005618,0.00047503,0.00045637,0.00038348,0.00036232,0.00034291,4.5995e-05,1.0263e-05,9.6688e-06
4788.96,0.012491,0.012674,0.012705,0.0072144,0.0071349,0.0071574,0.0009417,0.00073538,0.00079672,0.0048038,0.0040008,0.0038533,0.0025234,0.0023603,0.0022363,0.00055796,0.00047107,0.00045274,0.00038166,0.00036012,0.00034083,4.9159e-05,1.0133e-05,9.6098e-06
4802.56,0.012407,0.012592,0.012623,0.0071805,0.0071042,0.0071267,0.00092912,0.00072628,0.00078799,0.0047709,0.0039683,0.0038235,0.0025125,0.0023467,0.0022236,0.00055408,0.00046714,0.00044913,0.00037988,0.00035795,0.00033878,3.5388e-05,1.0012e-05,9.5515e-06
4816.17,0.012322,0.012509,0.01254,0.007147,0.0070738,0.0070962,0.00091652,0.00071717,0.00077921,0.0047376,0.0039355,0.0037933,0.0025016,0.0023333,0.0022109,0.00055007,0.00046317,0.00044549,0.00037811,0.00035579,0.00033675,1.572e-05,9.9202e-06,9.4939e-06
4829.77,0.012248,0.012438,0.01247,0.0071139,0.0070439,0.0070662,0.00090535,0.00070919,0.00077168,0.004709,0.0039065,0.003767,0.0024909,0.0023201,0.0021985,0.00054653,0.00045967,0.00044229,0.00037637,0.00035367,0.00033476,3.042e-06,9.8676e-06,9.4371e-06
4843.38,0.012162,0.012353,0.012385,0.0070806,0.0070138,0.007036,0.00089284,0.00070014,0.00076292,0.0046752,0.0038735,0.0037367,0.0024801,0.0023068,0.002186,0.00054235,0.00045569,0.00043863,0.00037462,0.00035155,0.00033275,2.189e-09,9.8501e-06,9.3803e-06
4856.98,0.012079,0.012273,0.012305,0.0070473,0.0069837,0.0070058,0.00088092,0.00069157,0.00075466,0.004643,0.0038419,0.0037076,0.0024694,0.0022936,0.0021736,0.00053832,0.00045187,0.00043512,0.00037288,0.00034943,0.00033076,3.0463e-07,9.8532e-06,9.3237e-06
4870.59,0.011997,0.012193,0.012226,0.0070141,0.0069536,0.0069756,0.00086922,0.00068316,0.00074657,0.0046111,0.0038106,0.003679,0.0024587,0.0022804,0.0021612,0.00053431,0.0004481,0.00043166,0.00037114,0.00034732,0.00032878,2.069e-08,9.8552e-06,9.2674e-06
4884.19,0.011917,0.012115,0.012147,0.0069809,0.0069235,0.0069454,0.0008577,0.00067489,0.0007386,0.0045797,0.0037798,0.0036507,0.0024479,0.0022673,0.0021489,0.00053036,0.00044438,0.00042825,0.0003694,0.00034522,0.0003268,3.5649e-06,9.835e-06,9.2112e-06
4897.8,0.011837,0.012037,0.01207,0.0069479,0.0068934,0.0069153,0.00084633,0.00066675,0.00073075,0.0045486,0.0037493,0.0036228,0.0024373,0.0022542,0.0021366,0.00052648,0.00044071,0.00042488,0.00036768,0.00034313,0.00032484,1.6656e-05,9.7796e-06,9.1555e-06
4911.4,0.011759,0.011961,0.011993,0.006915,0.0068636,0.0068853,0.0008351,0.00065871,0.00072298,0.0045178,0.0037193,0.0035953,0.0024267,0.0022413,0.0021245,0.0005227,0.00043708,0.00042155,0.00036597,0.00034106,0.00032289,3.5716e-05,9.6884e-06,9.1001e-06
4925.01,0.011681,0.011885,0.011918,0.0068825,0.0068341,0.0068557,0.00082398,0.00065075,0.00071529,0.0044875,0.0036896,0.0035681,0.0024162,0.0022284,0.0021125,0.00051903,0.00043351,0.00041827,0.00036428,0.00033901,0.00032097,4.8072e-05,9.573e-06,9.0455e-06
4938.61,0.011604,0.01181,0.011843,0.0068504,0.006805,0.0068265,0.00081295,0.00064286,0.00070764,0.0044574,0.0036602,0.0035412,0.0024058,0.0022158,0.0021006,0.00051546,0.00042997,0.00041503,0.00036261,0.00033699,0.00031907,4.3997e-05,9.453e-06,8.9915e-06
4952.22,0.011527,0.011735,0.011768,0.0068185,0.0067761,0.0067975,0.00080183,0.00063489,0.00069987,0.0044272,0.0036308,0.0035143,0.0023955,0.0022032,0.0020888,0.00051194,0.00042643,0.00041178,0.00036095,0.00033498,0.00031719,2.6833e-05,9.3493e-06,8.938e-06
4965.82,0.011455,0.011665,0.011698,0.0067878,0.0067483,0.0067696,0.00079215,0.00062809,0.00069341,0.0043989,0.0036031,0.003489,0.0023856,0.002191,0.0020774,0.00050869,0.00042309,0.00040873,0.00035937,0.00033304,0.00031536,9.3917e-06,9.2783e-06,8.8862e-06
4979.43,0.011379,0.01159,0.011623,0.0067565,0.0067199,0.0067411,0.00078119,0.00062023,0.00068572,0.0043689,0.0035741,0.0034624,0.0023756,0.0021787,0.0020659,0.00050529,0.0004196,0.00040552,0.00035775,0.00033108,0.00031352,9.8683e-07,9.2422e-06,8.8338e-06
4993.03,0.011304,0.011517,0.01155,0.0067255,0.0066918,0.0067128,0.00077072,0.00061276,0.00067844,0.0043395,0.0035455,0.0034363,0.0023656,0.0021665,0.0020545,0.00050195,0.00041617,0.00040237,0.00035615,0.00032913,0.0003117,1.199e-07,9.2355e-06,8.7821e-06
5006.64,0.011229,0.011444,0.011477,0.0066945,0.0066638,0.0066846,0.00076043,0.00060544,0.00067131,0.0043102,0.0035172,0.0034104,0.0023556,0.0021544,0.0020431,0.00049863,0.00041276,0.00039925,0.00035455,0.0003272,0.00030988,2.6582e-07,9.2414e-06,8.7305e-06
5020.24,0.011156,0.011371,0.011404,0.0066635,0.0066357,0.0066564,0.00075032,0.00059826,0.00066431,0.0042811,0.0034892,0.0033847,0.0023457,0.0021423,0.0020318,0.00049531,0.00040939,0.00039616,0.00035296,0.00032526,0.00030807,2.8437e-07,9.2396e-06,8.6791e-06
5033.85,0.011082,0.0113,0.011333,0.0066325,0.0066075,0.0066281,0.00074036,0.00059118,0.00065741,0.0042522,0.0034614,0.0033592,0.0023357,0.0021301,0.0020205,0.00049196,0.00040605,0.0003931,0.00035136,0.00032334,0.00030627,5.9793e-06,9.2125e-06,8.6279e-06
5047.45,0.01101,0.011229,0.011262,0.0066016,0.0065794,0.0065998,0.00073053,0.00058421,0.00065061,0.0042237,0.003434,0.0033341,0.0023257,0.0021181,0.0020092,0.0004886,0.00040275,0.00039008,0.00034977,0.00032141,0.00030447,2.1011e-05,9.1515e-06,8.5768e-06
5061.06,0.010938,0.011159,0.011192,0.0065707,0.0065513,0.0065716,0.00072082,0.00057733,0.00064388,0.0041955,0.0034069,0.0033094,0.0023157,0.002106,0.001998,0.00048522,0.0003995,0.0003871,0.00034819,0.0003195,0.00030268,3.8969e-05,9.0592e-06,8.526e-06
5074.66,0.010868,0.01109,0.011123,0.00654,0.0065233,0.0065435,0.00071119,0.00057051,0.0006372,0.0041676,0.0033801,0.0032849,0.0023058,0.0020941,0.0019868,0.00048181,0.00039628,0.00038415,0.00034661,0.0003176,0.00030091,4.7308e-05,8.9486e-06,8.4756e-06
5088.27,0.010798,0.011021,0.011054,0.0065087,0.0064948,0.0065148,0.00070153,0.00056365,0.00063045,0.00414,0.0033536,0.0032607,0.0022957,0.002082,0.0019756,0.00047839,0.0003931,0.00038124,0.00034501,0.00031569,0.00029912,3.9504e-05,8.8376e-06,8.4247e-06
5101.87,0.01073,0.010954,0.010987,0.006483,0.0064718,0.0064917,0.00069301,0.00055771,0.00062473,0.004113,0.0033278,0.0032371,0.0022876,0.0020717,0.001966,0.00047502,0.00039,0.0003784,0.0003437,0.00031404,0.00029758,2.1746e-05,8.7527e-06,8.3811e-06
5115.48,0.010661,0.010886,0.010919,0.006452,0.0064436,0.0064632,0.00068339,0.00055086,0.00061795,0.0040858,0.0033018,0.0032133,0.0022776,0.0020598,0.0019548,0.00047161,0.00038688,0.00037554,0.00034211,0.00031215,0.00029581,6.444e-06,8.6912e-06,8.3309e-06
5129.08,0.010593,0.010819,0.010852,0.0064227,0.0064169,0.0064364,0.0006742,0.00054436,0.00061153,0.0040588,0.003276,0.0031897,0.0022681,0.0020484,0.0019442,0.00046823,0.00038379,0.00037271,0.00034061,0.00031033,0.00029412,3.6315e-07,8.6645e-06,8.2829e-06
5142.69,0.010525,0.010753,0.010786,0.0063937,0.0063905,0.0064099,0.00066517,0.00053797,0.00060524,0.0040318,0.0032504,0.0031663,0.0022588,0.0020371,0.0019337,0.0004649,0.00038072,0.0003699,0.00033913,0.00030854,0.00029245,2.7247e-07,8.6626e-06,8.2355e-06
5156.29,0.010457,0.010686,0.010719,0.0063648,0.0063643,0.0063835,0.00065629,0.0005317,0.00059905,0.004005,0.003225,0.003143,0.0022495,0.0020259,0.0019233,0.00046162,0.00037766,0.0003671,0.00033766,0.00030676,0.00029079,2.2936e-07,8.6692e-06,8.1885e-06
5169.9,0.01039,0.01062,0.010653,0.0063359,0.006338,0.006357,0.00064755,0.00052553,0.00059296,0.0039783,0.0031997,0.0031199,0.0022403,0.0020147,0.0019128,0.00045842,0.00037464,0.00036433,0.00033618,0.00030499,0.00028914,5.038e-07,8.6658e-06,8.1416e-06
5183.5,0.010323,0.010554,0.010587,0.0063069,0.0063116,0.0063305,0.00063894,0.00051947,0.00058696,0.0039517,0.0031746,0.003097,0.002231,0.0020035,0.0019024,0.0004553,0.00037163,0.00036157,0.00033471,0.00030322,0.00028748,7.0459e-06,8.6373e-06,8.0947e-06
5197.11,0.010257,0.010489,0.010522,0.0062779,0.0062851,0.0063038,0.00063045,0.00051349,0.00058105,0.0039254,0.0031498,0.0030743,0.0022216,0.0019923,0.001892,0.00045226,0.00036866,0.00035885,0.00033323,0.00030144,0.00028583,2.2336e-05,8.577e-06,8.0479e-06
5210.71,0.010191,0.010424,0.010457,0.0062486,0.0062585,0.0062769,0.00062207,0.00050759,0.00057521,0.0038994,0.0031253,0.0030518,0.0022122,0.0019811,0.0018816,0.0004493,0.00036572,0.00035616,0.00033174,0.00029967,0.00028418,3.9189e-05,8.4885e-06,8.001e-06
5224.32,0.010127,0.01036,0.010393,0.0062185,0.0062309,0.0062491,0.00061373,0.00050172,0.00056938,0.0038735,0.003101,0.0030296,0.0022025,0.0019696,0.0018709,0.00044639,0.00036281,0.00035349,0.0003302,0.00029785,0.00028249,4.5803e-05,8.3834e-06,7.9531e-06
5237.92,0.010063,0.010298,0.01033,0.0061888,0.0062036,0.0062217,0.00060538,0.00049582,0.00056351,0.0038482,0.0030772,0.0030078,0.0021929,0.0019582,0.0018603,0.00044356,0.00035996,0.00035088,0.00032869,0.00029606,0.00028082,3.7108e-05,8.2807e-06,7.9059e-06
5251.53,0.010002,0.010237,0.010269,0.0061665,0.0061838,0.0062018,0.00059773,0.00049048,0.00055823,0.0038236,0.003054,0.0029867,0.0021859,0.0019493,0.0018521,0.0004408,0.00035719,0.00034835,0.00032757,0.00029463,0.00027949,1.9824e-05,8.2062e-06,7.8683e-06
5265.13,0.0099391,0.010175,0.010208,0.0061381,0.0061579,0.0061757,0.00058971,0.00048484,0.0005526,0.0037986,0.0030306,0.0029653,0.0021768,0.0019384,0.001842,0.00043798,0.00035438,0.00034578,0.00032613,0.00029291,0.0002779,5.5982e-06,8.1521e-06,7.8231e-06
5278.74,0.0098771,0.010114,0.010146,0.0061106,0.0061328,0.0061503,0.00058182,0.00047928,0.00054705,0.0037738,0.0030074,0.0029441,0.002168,0.0019278,0.0018322,0.00043513,0.0003516,0.00034324,0.00032474,0.00029124,0.00027634,2.4384e-07,8.1289e-06,7.779e-06
5292.34,0.0098153,0.010053,0.010085,0.0060834,0.0061081,0.0061254,0.00057404,0.0004738,0.00054157,0.003749,0.0029843,0.002923,0.0021593,0.0019174,0.0018225,0.00043225,0.00034884,0.00034071,0.00032336,0.00028959,0.00027481,3.3457e-07,8.1283e-06,7.7356e-06
5305.95,0.0097538,0.0099921,0.010024,0.0060565,0.0060835,0.0061006,0.00056638,0.00046841,0.00053617,0.0037244,0.0029614,0.002902,0.0021507,0.001907,0.0018129,0.00042932,0.0003461,0.0003382,0.00032199,0.00028795,0.00027329,2.704e-07,8.1352e-06,7.6926e-06
5319.55,0.0096925,0.0099314,0.0099632,0.0060295,0.0060589,0.0060758,0.00055883,0.0004631,0.00053085,0.0036998,0.0029386,0.0028811,0.0021421,0.0018967,0.0018033,0.00042635,0.00034337,0.0003357,0.00032063,0.00028632,0.00027177,4.1386e-07,8.1329e-06,7.6498e-06
5333.16,0.0096314,0.0098709,0.0099026,0.0060025,0.0060342,0.006051,0.0005514,0.00045788,0.00052562,0.0036752,0.0029159,0.0028604,0.0021334,0.0018864,0.0017937,0.00042335,0.00034066,0.00033322,0.00031926,0.00028468,0.00027026,6.4555e-06,8.1075e-06,7.607e-06
5346.76,0.0095707,0.0098106,0.0098422,0.0059752,0.0060093,0.0060258,0.00054407,0.00045274,0.00052046,0.0036508,0.0028934,0.0028397,0.0021247,0.001876,0.0017841,0.00042033,0.00033797,0.00033075,0.00031788,0.00028304,0.00026874,2.0934e-05,8.0526e-06,7.5639e-06
5360.37,0.00951,0.0097504,0.0097819,0.0059472,0.0059835,0.0059998,0.00053684,0.00044767,0.00051537,0.0036264,0.0028709,0.0028192,0.0021157,0.0018653,0.0017742,0.0004173,0.00033528,0.00032829,0.00031646,0.00028137,0.00026719,3.7354e-05,7.9705e-06,7.5201e-06
5373.97,0.0094511,0.0096919,0.0097233,0.0059194,0.005958,0.0059741,0.00052969,0.00044265,0.00051032,0.0036027,0.002849,0.0027991,0.0021067,0.0018548,0.0017645,0.00041434,0.00033266,0.0003259,0.00031505,0.00027971,0.00026565,4.4545e-05,7.8738e-06,7.4766e-06
5387.58,0.0093971,0.0096384,0.0096697,0.0058991,0.0059401,0.0059559,0.00052281,0.00043781,0.00050544,0.0035808,0.0028287,0.0027806,0.0021005,0.0018467,0.001757,0.00041163,0.00033024,0.00032368,0.00031404,0.00027842,0.00026445,3.7154e-05,7.7878e-06,7.4428e-06
5401.18,0.0093384,0.00958,0.0096112,0.0058712,0.0059143,0.00593,0.00051583,0.00043292,0.0005005,0.0035571,0.0028069,0.0027607,0.0020915,0.0018361,0.0017472,0.00040875,0.00032764,0.00032131,0.00031262,0.00027676,0.00026292,2.0702e-05,7.7074e-06,7.3994e-06
5414.79,0.0092811,0.0095232,0.0095542,0.0058447,0.00589,0.0059055,0.00050896,0.0004281,0.00049562,0.0035339,0.0027857,0.0027413,0.0020831,0.0018261,0.0017379,0.00040597,0.00032511,0.00031899,0.00031128,0.00027518,0.00026145,6.355e-06,7.6547e-06,7.358e-06
5428.39,0.0092246,0.0094669,0.0094978,0.0058187,0.0058663,0.0058815,0.00050218,0.00042332,0.00049078,0.003511,0.0027647,0.0027222,0.0020748,0.0018162,0.0017288,0.00040328,0.0003226,0.0003167,0.00030997,0.00027363,0.00026002,3.9805e-07,7.6306e-06,7.3174e-06
5442.0,0.0091684,0.009411,0.0094417,0.0057933,0.005843,0.005858,0.00049548,0.00041861,0.00048599,0.0034882,0.0027439,0.0027031,0.0020667,0.0018065,0.0017199,0.00040065,0.00032012,0.00031442,0.00030868,0.0002721,0.0002586,2.9599e-07,7.6286e-06,7.2775e-06
5455.6,0.0091124,0.0093553,0.0093859,0.005768,0.0058199,0.0058347,0.00048888,0.00041396,0.00048126,0.0034655,0.0027232,0.0026842,0.0020587,0.0017969,0.001711,0.00039808,0.00031765,0.00031216,0.00030741,0.00027059,0.0002572,4.2297e-07,7.6358e-06,7.238e-06
5469.21,0.0090565,0.0092995,0.00933,0.005743,0.0057969,0.0058115,0.00048237,0.00040938,0.0004766,0.0034428,0.0027026,0.0026653,0.0020507,0.0017874,0.0017022,0.00039554,0.0003152,0.00030991,0.00030614,0.00026908,0.00025582,1.1388e-07,7.6367e-06,7.1988e-06
5482.81,0.0090007,0.0092438,0.0092741,0.0057178,0.0057739,0.0057882,0.00047596,0.00040487,0.000472,0.0034201,0.002682,0.0026465,0.0020427,0.0017778,0.0016934,0.00039302,0.00031275,0.00030767,0.00030487,0.00026758,0.00025443,4.4608e-06,7.6181e-06,7.1596e-06
5496.42,0.0089446,0.0091878,0.0092179,0.0056923,0.0057505,0.0057645,0.00046965,0.00040044,0.00046748,0.0033973,0.0026614,0.0026276,0.0020346,0.0017682,0.0016845,0.00039049,0.00031029,0.00030542,0.00030359,0.00026607,0.00025303,1.7052e-05,7.5724e-06,7.1201e-06
5510.02,0.0088859,0.0091291,0.0091591,0.0056646,0.0057248,0.0057386,0.0004634,0.00039606,0.00046301,0.0033735,0.0026401,0.0026081,0.0020257,0.0017579,0.001675,0.00038783,0.00030776,0.00030309,0.00030218,0.00026445,0.00025154,3.335e-05,7.4984e-06,7.0779e-06
5523.63,0.0088467,0.0090903,0.0091202,0.0056495,0.0057119,0.0057255,0.00045744,0.00039182,0.00045866,0.0033571,0.0026246,0.0025942,0.0020213,0.0017515,0.0016692,0.00038599,0.0003059,0.00030142,0.00030145,0.00026343,0.00025061,4.3029e-05,7.4247e-06,7.0516e-06
5537.23,0.0087869,0.0090304,0.0090601,0.0056206,0.0056849,0.0056983,0.00045134,0.00038756,0.00045431,0.0033329,0.0026031,0.0025744,0.0020119,0.0017408,0.0016593,0.00038321,0.00030334,0.00029906,0.00029998,0.00026177,0.00024907,3.8892e-05,7.3301e-06,7.0081e-06
5550.84,0.0087331,0.0089765,0.009006,0.005595,0.0056613,0.0056745,0.00044537,0.00038337,0.00045001,0.0033109,0.0025834,0.0025563,0.0020038,0.0017313,0.0016505,0.00038064,0.00030099,0.00029691,0.00029869,0.00026027,0.00024768,2.4155e-05,7.2516e-06,6.9689e-06
5564.44,0.0086806,0.0089239,0.0089533,0.0055702,0.0056384,0.0056513,0.00043948,0.00037922,0.00044574,0.0032894,0.0025641,0.0025386,0.0019959,0.0017219,0.0016418,0.00037808,0.00029869,0.0002948,0.00029743,0.0002588,0.00024633,8.9529e-06,7.1961e-06,6.9307e-06
5578.05,0.0086288,0.0088721,0.0089013,0.0055458,0.005616,0.0056286,0.00043366,0.00037512,0.00044152,0.0032681,0.002545,0.0025212,0.0019881,0.0017127,0.0016334,0.0003755,0.00029643,0.00029273,0.0002962,0.00025735,0.000245,1.0906e-06,7.1672e-06,6.8931e-06
5591.65,0.0085776,0.0088208,0.0088498,0.0055218,0.0055939,0.0056063,0.00042791,0.00037105,0.00043732,0.0032471,0.0025262,0.002504,0.0019805,0.0017036,0.001625,0.00037291,0.00029419,0.00029068,0.00029499,0.00025593,0.00024369,1.2212e-07,7.161e-06,6.8562e-06
5605.26,0.0085266,0.0087697,0.0087986,0.0054981,0.0055721,0.0055843,0.00042223,0.00036704,0.00043317,0.0032261,0.0025075,0.0024869,0.001973,0.0016947,0.0016168,0.00037032,0.00029196,0.00028864,0.00029379,0.00025453,0.0002424,6.065e-07,7.1671e-06,6.8198e-06
5618.86,0.0084758,0.0087186,0.0087473,0.0054747,0.0055506,0.0055625,0.00041663,0.00036308,0.00042906,0.0032052,0.0024889,0.0024699,0.0019656,0.0016859,0.0016087,0.00036771,0.00028975,0.00028661,0.00029261,0.00025315,0.00024112,1.4977e-08,7.1719e-06,6.7837e-06
5632.47,0.0084247,0.0086673,0.0086959,0.0054513,0.0055291,0.0055408,0.00041111,0.00035917,0.00042501,0.0031842,0.0024702,0.0024528,0.0019582,0.001677,0.0016006,0.00036511,0.00028753,0.00028458,0.00029144,0.00025177,0.00023985,2.0125e-06,7.1621e-06,6.7478e-06
5646.07,0.0083728,0.0086151,0.0086435,0.0054277,0.0055073,0.0055187,0.00040567,0.00035531,0.00042099,0.0031628,0.0024514,0.0024355,0.0019507,0.0016682,0.0015924,0.0003625,0.0002853,0.00028253,0.00029024,0.00025037,0.00023857,1.1444e-05,7.1287e-06,6.7117e-06
5659.68,0.0083214,0.0085634,0.0085917,0.0054036,0.005485,0.0054962,0.00040033,0.00035155,0.00041709,0.0031417,0.0024328,0.0024184,0.0019431,0.0016591,0.0015841,0.00035994,0.00028309,0.0002805,0.00028902,0.00024896,0.00023727,2.6908e-05,7.0699e-06,6.675e-06
