,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
380.94,,,,,,,,,,,,,,,,0.39584,0.40237,0.40509,0.19827,0.20033,0.1876,0.059885,0.060667,0.05948,0.0026848,0.0027249,0.0026702
394.54,,,,,,,1.4331,1.459,1.4648,,,,,,,0.37667,0.3832,0.38557,0.19087,0.19292,0.18101,0.057372,0.058152,0.057041,0.0025578,0.0025856,0.0025347
408.15,,,,,,,1.3763,1.4012,1.4061,,,,,,,0.35919,0.365,0.36705,0.18387,0.18592,0.17476,0.055023,0.055801,0.054758,0.0024462,0.0024561,0.0024094
421.75,,,,,,,1.321,1.345,1.3491,,,,,,,0.34239,0.34735,0.34912,0.17708,0.17912,0.16865,0.052779,0.053555,0.052573,0.0022985,0.0023345,0.0022913
435.36,,,,,,,1.2687,1.2918,1.2951,,,,,,,0.32598,0.33066,0.33219,0.17066,0.17269,0.16285,0.050683,0.051454,0.050529,0.0021909,0.0022223,0.0021819
448.96,,,,,,,1.219,1.2414,1.2439,,,,,,,0.30992,0.31488,0.31619,0.16459,0.16661,0.15734,0.048729,0.049495,0.04862,0.0021078,0.0021181,0.0020805
462.57,,,,,,,1.1712,1.1927,1.1945,,,,,,,0.29454,0.29979,0.30087,0.15873,0.16073,0.15199,0.046854,0.047612,0.046785,0.0019905,0.0020193,0.0019844
476.17,,,,,,,1.1259,1.1466,1.1478,,,,,,,0.28054,0.2856,0.28647,0.15319,0.15518,0.14693,0.045103,0.045853,0.045068,0.0018918,0.0019283,0.0018953
489.78,,,,,,,1.0828,1.1027,1.1034,,,,,,,0.26776,0.27217,0.27286,0.14793,0.14991,0.14211,0.04346,0.044202,0.043456,0.0018289,0.0018434,0.0018124
503.38,,,,,,,1.0417,1.0609,1.061,,,,,,,0.25565,0.25945,0.25999,0.1429,0.14485,0.13747,0.041889,0.042623,0.041913,0.0017443,0.0017629,0.001734
516.99,,,,,,,1.0027,1.0212,1.0207,,,,,,,0.24386,0.24747,0.24787,0.13812,0.14006,0.13306,0.040412,0.041139,0.040461,0.0016519,0.0016884,0.001661
530.59,,,,,,,0.96556,0.98331,0.98238,,,,,,,0.23231,0.23613,0.23641,0.13356,0.13548,0.12883,0.039009,0.03973,0.039082,0.0015946,0.0016187,0.0015925
544.2,,,,,,,0.93007,0.94714,0.94577,,,,,,,0.22134,0.22542,0.22557,0.1292,0.13111,0.12479,0.037675,0.03839,0.03777,0.001541,0.0015527,0.0015281
557.8,,,,,,,0.89629,0.9127,0.91092,,,,,,,0.2113,0.21532,0.21535,0.12505,0.12694,0.12092,0.03641,0.037121,0.036527,0.0014638,0.001491,0.0014678
571.41,,,,,,,0.86403,0.87981,0.87765,0.25664,0.2648,0.25406,,,,0.20216,0.20575,0.20568,0.12108,0.12295,0.11721,0.035205,0.035911,0.035341,0.0014001,0.0014332,0.0014109
585.01,,,,,,,0.83312,0.84827,0.84576,0.25186,0.25994,0.24946,,,,0.1936,0.19666,0.1965,0.11726,0.11911,0.11364,0.034054,0.034757,0.034208,0.0013621,0.0013787,0.0013573
598.62,,,,,,,0.80356,0.81812,0.81529,0.24718,0.25519,0.24496,,,,0.18529,0.18805,0.18782,0.11361,0.11544,0.11022,0.03296,0.033658,0.033129,0.0013127,0.001327,0.0013068
612.22,,,,,,,0.77534,0.78932,0.78618,0.24263,0.25055,0.24057,,,,0.1771,0.1799,0.1796,0.11012,0.11193,0.10694,0.031918,0.032611,0.032101,0.0012487,0.0012786,0.0012593
625.83,,,,,,,0.7484,0.76181,0.7584,0.23818,0.24603,0.23627,,,,0.16916,0.17219,0.17183,0.10678,0.10857,0.10379,0.030925,0.031611,0.031119,0.0012042,0.0012332,0.0012145
639.43,,,,,,,0.72242,0.73529,0.73162,0.23378,0.24155,0.23201,,,,0.16168,0.16485,0.16442,0.10355,0.10532,0.10074,0.029973,0.030653,0.030177,0.0011758,0.0011899,0.0011719
653.04,,,,,,,0.69766,0.71,0.70609,0.22951,0.2372,0.22787,,,,0.15488,0.15791,0.15742,0.10047,0.10222,0.09783,0.029068,0.02974,0.029279,0.0011328,0.001149,0.0011318
666.64,,,,,,,0.67402,0.68584,0.68172,0.22536,0.23296,0.22384,0.048317,0.050865,0.049766,0.14868,0.15134,0.15079,0.097523,0.09925,0.095037,0.028205,0.02887,0.028423,0.0010808,0.0011105,0.001094
680.25,,,,,,,0.65126,0.66259,0.65827,0.22126,0.22878,0.21986,0.047531,0.050063,0.048978,0.1428,0.14507,0.14449,0.094676,0.096382,0.092336,0.027377,0.028034,0.0276,0.0010472,0.0010741,0.001058
693.85,,,,,,,0.62968,0.64053,0.63603,0.21732,0.22475,0.21602,0.046772,0.049288,0.048216,0.13711,0.13916,0.13855,0.091969,0.093654,0.089764,0.026589,0.027239,0.026817,0.0010258,0.0010395,0.0010239
707.46,,,,,,,0.60893,0.61931,0.61465,0.21345,0.2208,0.21224,0.04603,0.048528,0.047469,0.13145,0.13354,0.13289,0.08936,0.091025,0.087281,0.025833,0.026476,0.026066,0.00099098,0.0010065,0.0009916
721.06,,,,,,,0.58911,0.59904,0.59424,0.20969,0.21695,0.20857,0.045309,0.047792,0.046743,0.12594,0.12822,0.12754,0.086863,0.088507,0.084901,0.025111,0.025748,0.025349,0.0009479,0.00097542,0.00096094
734.67,,,,,,,0.57003,0.57953,0.57458,0.20599,0.21317,0.20495,0.044598,0.047064,0.046027,0.12074,0.12315,0.12244,0.084451,0.086074,0.082598,0.024415,0.025046,0.024656,0.00091953,0.00094577,0.00093158
748.27,,,,,,,0.55185,0.56093,0.55586,0.20241,0.2095,0.20144,0.043911,0.04636,0.045333,0.116,0.11835,0.11762,0.082148,0.08375,0.080397,0.023751,0.024376,0.023997,0.00090325,0.00091751,0.00090373
761.88,,,,,,,0.53436,0.54303,0.53785,0.19891,0.20591,0.198,0.043237,0.045668,0.044652,0.11168,0.11378,0.11302,0.079927,0.081508,0.07827,0.023112,0.023732,0.023361,0.00087693,0.00089035,0.00087708
775.48,,,,,,,0.5176,0.52588,0.5206,0.19549,0.2024,0.19464,0.042581,0.044995,0.043989,0.10765,0.10944,0.10866,0.077793,0.079354,0.076225,0.0225,0.023115,0.022753,0.00084028,0.00086456,0.00085166
789.09,,,,,,,0.50144,0.50933,0.50397,0.19212,0.19895,0.19133,0.041933,0.044329,0.043333,0.10373,0.10528,0.10449,0.075728,0.077268,0.074243,0.021908,0.022518,0.022163,0.00081305,0.00083988,0.00082719
802.69,,,,,,,0.486,0.49352,0.48808,0.18886,0.1956,0.18812,0.041305,0.043685,0.042697,0.099839,0.10134,0.10054,0.073752,0.075271,0.072344,0.021342,0.021948,0.021601,0.00079946,0.00081631,0.00080388
816.3,,,,,,,0.47112,0.47828,0.47277,0.18565,0.19231,0.18496,0.040688,0.04305,0.042071,0.095975,0.097574,0.096768,0.071841,0.07334,0.070506,0.020797,0.021398,0.021057,0.0007817,0.0007935,0.00078146
829.9,,,,,,,0.45681,0.46362,0.45805,0.18252,0.18908,0.18187,0.040085,0.042429,0.041458,0.092243,0.093987,0.093171,0.069998,0.071476,0.06873,0.020273,0.020868,0.020534,0.00075191,0.00077163,0.00075993
843.51,,,,,,,0.44302,0.4495,0.44387,0.17944,0.18592,0.17883,0.039491,0.041817,0.040854,0.088753,0.090563,0.089736,0.068215,0.069673,0.067011,0.019767,0.020355,0.020028,0.00072428,0.00075071,0.00073919
857.11,,,,,,,0.42981,0.43596,0.43029,0.17645,0.18284,0.17587,0.038915,0.041223,0.040268,0.085582,0.087309,0.086472,0.066504,0.067941,0.065358,0.019282,0.019865,0.019543,0.00071004,0.00073071,0.00071934
870.72,,,,,,,0.41709,0.42292,0.41722,0.17352,0.17982,0.17296,0.038349,0.040639,0.039692,0.08268,0.084199,0.083354,0.06485,0.066267,0.063759,0.018815,0.01939,0.019074,0.00069928,0.00071132,0.00070022
884.32,,,,,,,0.40483,0.41036,0.40463,0.17064,0.17686,0.17011,0.037794,0.040066,0.039126,0.079947,0.081223,0.080375,0.06325,0.064647,0.062211,0.018363,0.018933,0.018622,0.00067837,0.00069258,0.00068179
897.93,,,,,,,0.39303,0.39825,0.3925,0.16783,0.17395,0.16732,0.03725,0.039504,0.038571,0.077271,0.078376,0.077528,0.061704,0.063081,0.060714,0.017928,0.01849,0.018184,0.00065178,0.00067463,0.00066404
911.53,,,,,,,0.38169,0.38663,0.38086,0.16509,0.17112,0.16459,0.03672,0.038956,0.038029,0.074595,0.075661,0.074816,0.060214,0.061571,0.059269,0.017509,0.018065,0.017764,0.00063369,0.00065747,0.00064698
925.14,,,,,,,0.37078,0.37544,0.36966,0.16241,0.16835,0.16193,0.036203,0.03842,0.0375,0.071925,0.073069,0.072226,0.058777,0.060114,0.057874,0.017105,0.017655,0.017358,0.00062533,0.00064091,0.00063057
938.74,,,,,,,0.36028,0.36466,0.35887,0.15979,0.16565,0.15932,0.035696,0.037895,0.036981,0.069328,0.070592,0.069749,0.057388,0.058705,0.056525,0.016715,0.017258,0.016966,0.00061404,0.00062483,0.00061474
952.35,,,,,,,0.35014,0.35427,0.34848,0.15722,0.16299,0.15676,0.035199,0.03738,0.036471,0.066887,0.068223,0.067379,0.056044,0.057341,0.055217,0.016337,0.016875,0.016587,0.00059319,0.00060933,0.00059947
965.95,,,,,,,0.34038,0.34425,0.33846,0.15471,0.16039,0.15426,0.034712,0.036875,0.035972,0.064654,0.065956,0.065111,0.054744,0.056021,0.053952,0.015972,0.016504,0.01622,0.00057171,0.00059449,0.00058475
979.56,,,,,,,0.33097,0.3346,0.32882,0.15226,0.15786,0.15181,0.034237,0.036382,0.035484,0.062624,0.063788,0.062943,0.053488,0.054746,0.052729,0.015619,0.016147,0.015866,0.0005597,0.00058025,0.00057058
993.16,,,,,,,0.32192,0.3253,0.31953,0.14987,0.15538,0.14942,0.033774,0.0359,0.035008,0.060736,0.061711,0.060869,0.052275,0.053514,0.051546,0.015279,0.015801,0.015524,0.00055371,0.00056645,0.00055693
1006.77,,,,,,,0.31317,0.31633,0.31058,0.14754,0.15296,0.14708,0.03332,0.035428,0.034541,0.058907,0.059718,0.058882,0.051103,0.052322,0.050402,0.014949,0.015468,0.015194,0.00054254,0.00055307,0.00054377
1020.37,,,,,,,0.30471,0.30765,0.30191,0.14523,0.15057,0.14477,0.032872,0.034961,0.034079,0.057069,0.057801,0.056972,0.049961,0.051162,0.049287,0.014629,0.015143,0.014873,0.00052356,0.00054014,0.00053101
1033.98,,,,,,,0.29655,0.29927,0.29356,0.14299,0.14824,0.14252,0.032434,0.034506,0.033628,0.055211,0.055964,0.055142,0.048859,0.05004,0.048209,0.01432,0.014829,0.014562,0.00050603,0.00052778,0.00051872
1047.58,,,,,,,0.28868,0.29119,0.28549,0.14079,0.14596,0.14032,0.032006,0.034059,0.033186,0.053363,0.054203,0.053387,0.047791,0.048954,0.047164,0.014021,0.014525,0.014261,0.00049716,0.00051587,0.00050687
1061.19,,,,,,,0.28108,0.28339,0.27772,0.13864,0.14372,0.13816,0.031588,0.033622,0.032754,0.051584,0.052515,0.051705,0.046757,0.047901,0.046152,0.013732,0.014231,0.01397,0.00049251,0.00050431,0.00049543
1074.79,,,,,,,0.27376,0.27587,0.27023,0.13655,0.14155,0.13606,0.031179,0.033195,0.032331,0.04993,0.050899,0.050093,0.045757,0.046883,0.045172,0.013453,0.013947,0.013688,0.00048268,0.00049312,0.00048442
1088.4,,,,,,,0.2666,0.26852,0.26291,0.13447,0.13938,0.13396,0.030771,0.032769,0.03191,0.048411,0.049332,0.048531,0.044777,0.045885,0.044211,0.01318,0.013668,0.013412,0.00046615,0.00048223,0.00047367
1102.0,,,,,,,0.25972,0.26145,0.25588,0.13244,0.13727,0.13192,0.030375,0.032354,0.031499,0.047031,0.047833,0.047037,0.043832,0.044922,0.043284,0.012916,0.013399,0.013146,0.00045113,0.00047184,0.00046333
1115.61,,,,,,,0.25307,0.25462,0.24909,0.13046,0.1352,0.12992,0.029986,0.031947,0.031096,0.045737,0.04639,0.045601,0.042914,0.043986,0.042382,0.012661,0.013138,0.012887,0.00044371,0.00046181,0.00045334
1129.21,,,,,,,0.24665,0.24803,0.24253,0.12852,0.13318,0.12797,0.029606,0.031549,0.030701,0.044474,0.045003,0.044222,0.042025,0.043079,0.041508,0.012414,0.012885,0.012637,0.00044036,0.00045207,0.00044369
1142.82,,,,,,,0.24039,0.2416,0.23614,0.1266,0.13117,0.12603,0.029228,0.031152,0.030308,0.04319,0.043659,0.042888,0.041154,0.04219,0.040651,0.012172,0.012637,0.012391,0.0004328,0.00044252,0.00043429
1156.42,,,,,,,0.23439,0.23544,0.23003,0.12475,0.12924,0.12416,0.028864,0.03077,0.02993,0.041891,0.042377,0.041615,0.040318,0.041337,0.039829,0.01194,0.0124,0.012156,0.00041915,0.0004334,0.00042529
1170.03,,,,,,,0.22856,0.22946,0.22408,0.12292,0.12733,0.12231,0.028504,0.030392,0.029556,0.040585,0.041139,0.040386,0.039503,0.040504,0.039026,0.011713,0.012168,0.011926,0.00040558,0.0004246,0.00041655
1183.63,,,,,,,0.22292,0.22366,0.21833,0.12113,0.12546,0.1205,0.028151,0.03002,0.029187,0.039315,0.039949,0.039203,0.03871,0.039694,0.038244,0.011492,0.011942,0.011702,0.0003983,0.0004161,0.00040807
1197.24,,,,,,,0.21747,0.21806,0.21278,0.11938,0.12363,0.11873,0.027805,0.029656,0.028827,0.038128,0.038805,0.038066,0.03794,0.038908,0.037486,0.011278,0.011723,0.011485,0.00039576,0.00040784,0.00039988
1210.84,,,,,,,0.21215,0.21261,0.20737,0.11765,0.12182,0.11697,0.027463,0.029295,0.02847,0.037038,0.037697,0.036965,0.037188,0.038139,0.036744,0.011069,0.011508,0.011272,0.0003909,0.00039974,0.0003919
1224.45,,,,,,,0.20705,0.20737,0.20218,0.11597,0.12006,0.11527,0.027132,0.028946,0.028124,0.036057,0.036637,0.035911,0.036464,0.037398,0.036028,0.010867,0.011302,0.011068,0.00038019,0.00039196,0.00038423
1238.05,,,,,,,0.20209,0.20227,0.19713,0.11432,0.11833,0.1136,0.026805,0.028601,0.027782,0.035145,0.035611,0.034894,0.035758,0.036675,0.035331,0.01067,0.0111,0.010868,0.00036755,0.00038444,0.00037678
1251.66,,,,,,,0.19728,0.19733,0.19224,0.11271,0.11664,0.11196,0.026485,0.028263,0.027447,0.034265,0.034621,0.033912,0.03507,0.035971,0.034651,0.010478,0.010904,0.010674,0.00035932,0.00037719,0.00036954
1265.26,,,,,,,0.19263,0.19255,0.18751,0.11112,0.11497,0.11035,0.02617,0.02793,0.027117,0.033382,0.033665,0.032966,0.034402,0.035286,0.03399,0.010292,0.010713,0.010485,0.00035659,0.00037013,0.00036252
1278.87,,,,,,,0.18809,0.1879,0.18291,0.10956,0.11334,0.10877,0.02586,0.027602,0.026792,0.032471,0.032739,0.03205,0.033749,0.034618,0.033344,0.01011,0.010527,0.0103,0.00035423,0.00036321,0.00035569
1292.47,,,,,,,0.18372,0.18341,0.17847,0.10805,0.11174,0.10722,0.025558,0.027282,0.026475,0.031546,0.031851,0.031171,0.033118,0.033971,0.032719,0.0099334,0.010347,0.010121,0.00034715,0.0003565,0.00034908
1306.08,,,,,,,0.17947,0.17905,0.17416,0.10656,0.11018,0.1057,0.025261,0.026967,0.026164,0.030622,0.030992,0.030322,0.032503,0.03334,0.032109,0.0097619,0.010171,0.0099472,0.00033615,0.00035001,0.00034266
1319.68,,,,,,,0.17534,0.17481,0.16998,0.10509,0.10864,0.10421,0.02497,0.026658,0.025857,0.029734,0.030163,0.0295,0.031903,0.032725,0.031515,0.0095948,0.0099997,0.0097774,0.00032673,0.00034373,0.00033642
1333.29,,,,,,,0.17134,0.1707,0.16591,0.10366,0.10713,0.10275,0.024683,0.026353,0.025555,0.028909,0.029363,0.028707,0.031319,0.032125,0.030935,0.0094321,0.0098324,0.0096116,0.00032253,0.00033763,0.00033033
1346.89,,,,,,,0.16744,0.16669,0.16197,0.10224,0.10564,0.10131,0.024401,0.026053,0.025258,0.028159,0.028587,0.027939,0.030749,0.03154,0.03037,0.0092735,0.0096693,0.00945,0.00032141,0.00033166,0.00032441
1360.5,,,,,,,0.16366,0.16282,0.15815,0.10086,0.10418,0.0999,0.024124,0.025758,0.024966,0.027481,0.02784,0.027199,0.030195,0.030971,0.029819,0.0091194,0.0095104,0.0092925,0.00031808,0.0003258,0.00031865
1374.1,,,,,,,0.16,0.15906,0.15444,0.099506,0.10275,0.098516,0.023852,0.025469,0.024679,0.026849,0.027117,0.026484,0.029655,0.030416,0.029282,0.0089694,0.0093556,0.0091391,0.00031004,0.00032011,0.00031304
1387.71,,,,,,,0.15644,0.15541,0.15084,0.098176,0.10135,0.097158,0.023586,0.025184,0.024398,0.026235,0.026416,0.025792,0.029128,0.029874,0.028759,0.0088233,0.0092046,0.0089895,0.00030024,0.0003146,0.00030758
1401.31,,,,,,,0.15297,0.15185,0.14734,0.096869,0.099971,0.095822,0.023323,0.024904,0.02412,0.025611,0.025737,0.025123,0.028615,0.029346,0.028248,0.0086807,0.0090572,0.0088434,0.00029354,0.00030926,0.00030226
1414.92,,,,,,,0.1496,0.1484,0.14394,0.095584,0.098613,0.094508,0.023065,0.024628,0.023847,0.024965,0.02508,0.024475,0.028113,0.02883,0.027749,0.0085415,0.008913,0.0087006,0.00029139,0.00030404,0.00029706
1428.52,,,,,,,0.14633,0.14504,0.14064,0.094322,0.09728,0.093217,0.02281,0.024356,0.023577,0.0243,0.024444,0.023848,0.027624,0.028326,0.027262,0.0084056,0.0087723,0.0085611,0.00029051,0.00029891,0.00029199
1442.13,,,,,,,0.14315,0.14178,0.13743,0.093084,0.095971,0.091949,0.022561,0.024088,0.023313,0.023632,0.02383,0.023242,0.027147,0.027835,0.026786,0.008273,0.0086349,0.0084251,0.0002865,0.00029388,0.00028704
1455.73,,,,,,,0.14006,0.13861,0.13432,0.09187,0.094687,0.090706,0.022316,0.023826,0.023053,0.022986,0.023235,0.022656,0.026682,0.027356,0.026323,0.0081437,0.008501,0.0082924,0.00027855,0.00028899,0.00028222
1469.34,,,,,,,0.13706,0.13554,0.13129,0.090679,0.093426,0.089485,0.022075,0.023568,0.022797,0.022382,0.022661,0.022089,0.026228,0.026888,0.025871,0.0080174,0.0083702,0.0081629,0.00027012,0.00028425,0.00027752
1482.94,,,,,,,0.13413,0.13254,0.12835,0.08951,0.092189,0.088287,0.021839,0.023314,0.022546,0.021833,0.022104,0.021539,0.025786,0.026432,0.025429,0.0078942,0.0082426,0.0080365,0.00026511,0.00027966,0.00027293
1496.55,,,,,,,0.13129,0.12963,0.12549,0.088355,0.090965,0.087103,0.021604,0.023062,0.022297,0.021338,0.021564,0.021006,0.025352,0.025985,0.024996,0.0077729,0.0081171,0.0079122,0.00026386,0.00027513,0.00026843
1510.15,,,,,,,0.12852,0.12679,0.12271,0.087226,0.089768,0.085944,0.021375,0.022815,0.022053,0.020883,0.02104,0.02049,0.024929,0.025549,0.024575,0.0076548,0.007995,0.0077913,0.00026311,0.00027069,0.00026405
1523.76,,,,,,,0.12583,0.12404,0.12001,0.086116,0.088591,0.084806,0.021149,0.022572,0.021812,0.020449,0.020533,0.019991,0.024517,0.025123,0.024163,0.0075394,0.0078757,0.0076732,0.00025921,0.00026634,0.00025978
1537.36,,,,,,,0.12321,0.12136,0.11739,0.085029,0.087437,0.083688,0.020928,0.022334,0.021576,0.020013,0.020041,0.019507,0.024115,0.024707,0.023761,0.0074267,0.0077592,0.0075578,0.00025198,0.00026211,0.0002556
1550.97,,,,,,,0.12067,0.11875,0.11483,0.083962,0.086304,0.082592,0.020711,0.0221,0.021344,0.019562,0.019563,0.019038,0.023722,0.024302,0.023369,0.0073167,0.0076454,0.0074451,0.00024463,0.00025801,0.00025153
1564.57,,,,,,,0.11819,0.11622,0.11235,0.082916,0.085193,0.081517,0.020498,0.02187,0.021117,0.01909,0.0191,0.018583,0.02334,0.023906,0.022986,0.0072094,0.0075344,0.0073353,0.00024047,0.00025403,0.00024756
1578.18,,,,,,,0.11577,0.11374,0.10993,0.081878,0.08409,0.08045,0.020285,0.02164,0.02089,0.018605,0.01865,0.018141,0.022963,0.023517,0.022609,0.0071035,0.0074248,0.0072268,0.00023964,0.0002501,0.00024365
1591.78,,,,,,,0.11342,0.11134,0.10757,0.080865,0.083013,0.079408,0.020078,0.021416,0.020668,0.018122,0.018214,0.017713,0.022596,0.023138,0.022242,0.0070007,0.0073183,0.0071213,0.00023923,0.00024624,0.00023985
1605.39,,,,,,,0.11112,0.10899,0.10528,0.07987,0.081954,0.078384,0.019874,0.021195,0.02045,0.01766,0.017791,0.017297,0.022238,0.022767,0.021883,0.0069002,0.0072141,0.0070181,0.00023605,0.00024246,0.00023613
1618.99,,,,,,,0.10889,0.10671,0.10305,0.078892,0.080913,0.077378,0.019674,0.020978,0.020236,0.017232,0.017382,0.016894,0.021888,0.022405,0.021533,0.0068021,0.0071121,0.0069173,0.00022977,0.00023878,0.00023251
1632.6,,,,,,,0.10672,0.10449,0.10089,0.077935,0.079893,0.076391,0.019478,0.020765,0.020025,0.016847,0.016984,0.016503,0.021547,0.022051,0.021191,0.0067065,0.0070126,0.0068188,0.00022312,0.00023521,0.00022897
1646.2,,,,,,,0.10459,0.10232,0.098763,0.076983,0.078879,0.075411,0.019282,0.020552,0.019815,0.016499,0.016597,0.016122,0.02121,0.021702,0.020853,0.0066122,0.0069143,0.0067215,0.00021907,0.00023171,0.00022548
1659.81,,,,,,,0.10253,0.10021,0.096706,0.076059,0.077894,0.074458,0.019092,0.020346,0.019611,0.01618,0.016221,0.015753,0.020884,0.021364,0.020526,0.006521,0.0068191,0.0066273,0.00021822,0.00022832,0.0002221
1673.41,,,,,,,0.10051,0.098153,0.094699,0.075146,0.076921,0.073518,0.018905,0.020142,0.019409,0.015872,0.015855,0.015395,0.020564,0.021032,0.020205,0.0064315,0.0067255,0.0065347,0.00021821,0.00022496,0.00021879
1687.02,,,,,,,0.098544,0.096147,0.092743,0.074248,0.075963,0.072592,0.018719,0.01994,0.01921,0.01556,0.0155,0.015046,0.02025,0.020707,0.019891,0.0063439,0.0066338,0.006444,0.00021607,0.00022166,0.00021555
1700.62,,,,,,,0.096628,0.094193,0.090838,0.073366,0.07502,0.071681,0.018537,0.019742,0.019014,0.015235,0.015154,0.014708,0.019943,0.020389,0.019583,0.0062582,0.0065439,0.0063551,0.00021092,0.00021843,0.00021238
1714.23,,,,,,,0.094762,0.092291,0.088985,0.0725,0.074096,0.070789,0.018359,0.019547,0.018821,0.014892,0.014818,0.01438,0.019644,0.020078,0.019282,0.0061745,0.0064561,0.0062682,0.00020473,0.00021531,0.00020929
1727.83,,,,,,,0.09293,0.090424,0.087167,0.071641,0.073178,0.069902,0.018181,0.019352,0.018629,0.014535,0.014489,0.014058,0.019348,0.019771,0.018986,0.0060919,0.0063694,0.0061825,0.00020035,0.00021225,0.00020625
1741.44,,,,,,,0.091153,0.088614,0.085406,0.070803,0.072283,0.069037,0.018007,0.019163,0.018442,0.014178,0.014172,0.013748,0.019061,0.019473,0.018697,0.0060115,0.006285,0.0060991,0.000199,0.00020928,0.00020329
