,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
231.28,,,,,,,2.651,2.6693,2.7057,0.58412,0.58586,0.54692,0.12885,0.1293,0.13075,0.036718,0.036742,0.033422,0.035925,0.035867,0.036237
244.89,,,,,,,2.4097,2.4273,2.4606,0.56352,0.56542,0.52927,0.12371,0.12418,0.12555,0.034622,0.034638,0.031674,0.033202,0.033173,0.033511
258.49,,,,,,,2.193,2.2098,2.2402,0.54312,0.54515,0.51156,0.1188,0.11928,0.12058,0.032628,0.032667,0.030012,0.030773,0.030771,0.031079
272.1,,,,,,,1.9983,2.0145,2.0423,0.52312,0.52527,0.49403,0.11415,0.11465,0.11587,0.030777,0.030823,0.028437,0.028632,0.028625,0.028908
285.7,,,,,,,1.8234,1.8391,1.8644,0.50363,0.50589,0.4768,0.10975,0.11027,0.11142,0.029056,0.0291,0.026948,0.026713,0.0267,0.026961
299.31,,,,,,,1.6663,1.6815,1.7045,0.48468,0.48704,0.45992,0.10558,0.10611,0.1072,0.02742,0.027487,0.025541,0.024957,0.024962,0.025204
312.91,,,,,,,1.5265,1.5411,1.5621,0.4667,0.46916,0.44381,0.10169,0.10224,0.10328,0.025942,0.026001,0.024234,0.023384,0.02341,0.023635
326.52,,,,,,,1.4009,1.415,1.4341,0.44939,0.45193,0.42822,0.098006,0.09857,0.099547,0.024548,0.024616,0.023007,0.021975,0.022001,0.022209
340.12,,,,,,,1.2882,1.3016,1.319,0.43285,0.43546,0.41325,0.094522,0.0951,0.096027,0.02325,0.023331,0.021862,0.020706,0.020722,0.020917
353.73,,,,,,,1.1865,1.1993,1.2151,0.41697,0.41964,0.3988,0.091209,0.0918,0.09268,0.022063,0.022135,0.02079,0.019533,0.019554,0.019737
367.33,,,,,,,1.0947,1.1069,1.1213,0.40177,0.4045,0.38492,0.088059,0.088661,0.089498,0.020939,0.021023,0.019788,0.018447,0.018486,0.018657
380.94,,,,,,,1.0114,1.0231,1.0362,0.38719,0.38997,0.37155,0.085063,0.085676,0.086472,0.019895,0.019987,0.01885,0.017458,0.017507,0.017668
394.54,,,,,,,0.93558,0.94684,0.95873,0.37315,0.37598,0.35863,0.082196,0.082818,0.083576,0.018936,0.019018,0.017969,0.016561,0.016604,0.016755
408.15,,,,,,,0.86663,0.87749,0.88829,0.35968,0.36255,0.3462,0.07946,0.080092,0.080813,0.018022,0.018113,0.017144,0.015735,0.015771,0.015914
421.75,,,,,,,0.80387,0.81435,0.82414,0.34677,0.34968,0.33424,0.076855,0.077496,0.078183,0.017169,0.017268,0.016371,0.014961,0.015003,0.015138
435.36,,,,,,,0.74663,0.75672,0.7656,0.33437,0.33731,0.32273,0.074364,0.075012,0.075667,0.016386,0.016476,0.015643,0.014235,0.01429,0.014418
448.96,,,,,,,0.69452,0.7042,0.71224,0.32253,0.32549,0.3117,0.071995,0.072651,0.073276,0.015641,0.015736,0.014962,0.013569,0.013632,0.013752
462.57,,,,,,,0.64697,0.65624,0.66351,0.31122,0.3142,0.30114,0.069738,0.070401,0.070997,0.014939,0.015044,0.014323,0.012961,0.01302,0.013135
476.17,,,,,,,0.60348,0.61234,0.61891,0.30039,0.3034,0.29102,0.067583,0.068252,0.068822,0.014296,0.014395,0.013722,0.012398,0.012451,0.012559
489.78,,,,,,,0.56364,0.5721,0.57803,0.29005,0.29306,0.28132,0.065528,0.066203,0.066748,0.013687,0.013785,0.013155,0.011866,0.01192,0.012023
503.38,,,,,,,0.52714,0.53522,0.54056,0.28021,0.28323,0.27207,0.063574,0.064254,0.064775,0.013105,0.013213,0.012623,0.011362,0.011426,0.011524
516.99,,,,,,,0.4935,0.50125,0.50605,0.27077,0.2738,0.26319,0.0617,0.062386,0.062883,0.012566,0.012673,0.01212,0.01089,0.010962,0.011056
530.59,,,,,,,0.46246,0.4699,0.47421,0.26171,0.26475,0.25464,0.059901,0.060591,0.061067,0.012061,0.012162,0.011642,0.010453,0.010526,0.010615
544.2,,,,,,,0.43385,0.44102,0.44488,0.25306,0.25611,0.24648,0.058185,0.05888,0.059336,0.011573,0.01168,0.011191,0.01005,0.010117,0.010202
557.8,,,,,,,0.40739,0.4143,0.41774,0.24475,0.2478,0.23861,0.056535,0.057234,0.057669,0.01111,0.011222,0.010761,0.0096677,0.0097312,0.0098121
571.41,,,,,,,0.38289,0.38956,0.39261,0.23676,0.23981,0.23105,0.054947,0.055649,0.056066,0.010681,0.010787,0.010352,0.0092992,0.009366,0.0094433
585.01,,,,,,,0.36026,0.36668,0.36938,0.22912,0.23217,0.22379,0.053426,0.054132,0.054531,0.01027,0.010375,0.0099639,0.008947,0.0090217,0.0090956
598.62,,,,,,,0.33926,0.34543,0.34781,0.22175,0.22479,0.21679,0.051958,0.052667,0.053049,0.0098697,0.0099807,0.0095924,0.0086145,0.0086947,0.0087652
612.22,,,,,,,0.31983,0.32574,0.32782,0.2147,0.21773,0.21007,0.050551,0.051263,0.051628,0.0094955,0.009607,0.0092392,0.0083064,0.0083857,0.0084529
625.83,,,,,,,0.30176,0.30742,0.30922,0.20791,0.21093,0.20359,0.049191,0.049905,0.050255,0.0091455,0.0092501,0.0089016,0.0080172,0.0080914,0.0081556
639.43,,,,,,,0.28507,0.29047,0.29202,0.20144,0.20445,0.19742,0.047899,0.048615,0.04895,0.0088082,0.0089128,0.0085821,0.0077439,0.0078146,0.0078761
653.04,,,,,,,0.26949,0.27466,0.27598,0.19521,0.19821,0.19147,0.046648,0.047367,0.047687,0.0084803,0.0085905,0.0082763,0.0074778,0.0075505,0.0076094
666.64,,,,,,,0.25499,0.25993,0.26104,0.18924,0.19223,0.18575,0.045448,0.046169,0.046475,0.0081753,0.0082841,0.0079852,0.0072215,0.0073001,0.0073565
680.25,,,,,,,0.24149,0.24623,0.24714,0.18353,0.1865,0.18027,0.044297,0.045019,0.045312,0.00789,0.0079927,0.0077082,0.0069789,0.0070626,0.0071166
693.85,,,,,,,0.22881,0.23337,0.2341,0.17801,0.18097,0.17498,0.043183,0.043906,0.044187,0.0076106,0.007714,0.0074428,0.0067517,0.0068359,0.0068874
707.46,,,,,,,0.21698,0.22137,0.22193,0.17272,0.17566,0.1699,0.042112,0.042836,0.043104,0.0073405,0.0074486,0.0071899,0.0065399,0.0066202,0.0066695
721.06,,,,,,,0.2059,0.21014,0.21055,0.16764,0.17056,0.16502,0.04108,0.041805,0.042062,0.007089,0.0071957,0.0069486,0.0063387,0.0064148,0.006462
734.67,,,,,,,0.19554,0.19962,0.1999,0.16275,0.16566,0.16031,0.040086,0.040812,0.041058,0.0068532,0.0069544,0.0067182,0.0061436,0.0062189,0.0062642
748.27,,,,,,,0.18581,0.18974,0.18989,0.15804,0.16092,0.15577,0.039124,0.039851,0.040086,0.0066226,0.0067236,0.0064976,0.0059531,0.0060317,0.0060752
761.88,,,,,,,0.17669,0.18047,0.1805,0.15349,0.15636,0.15139,0.038195,0.038922,0.039146,0.0063978,0.0065029,0.0062866,0.0057693,0.0058527,0.0058944
775.48,,,,,,,0.16814,0.17178,0.17169,0.14912,0.15197,0.14717,0.037297,0.038024,0.038239,0.0061873,0.0062922,0.0060848,0.0055956,0.0056818,0.0057216
789.09,,,,,,,0.16013,0.1636,0.16342,0.14491,0.14774,0.1431,0.03643,0.037158,0.037362,0.0059909,0.0060908,0.0058918,0.0054334,0.0055185,0.0055565
802.69,,,,,,,0.15259,0.15591,0.15564,0.14085,0.14366,0.13918,0.035591,0.036319,0.036514,0.0058,0.005898,0.005707,0.0052807,0.005362,0.0053984
816.3,,,,,,,0.1455,0.14868,0.14831,0.13694,0.13972,0.13538,0.034779,0.035506,0.035692,0.0056121,0.0057134,0.0055299,0.005134,0.0052119,0.0052469
829.9,,,,,,,0.13883,0.14186,0.14143,0.13316,0.13592,0.13172,0.033992,0.034719,0.034897,0.0054339,0.0055367,0.0053602,0.0049904,0.0050681,0.0051016
843.51,,,,,,,0.13255,0.13545,0.13494,0.12953,0.13227,0.1282,0.033234,0.033961,0.03413,0.005269,0.005368,0.005198,0.0048502,0.0049307,0.0049628
857.11,,,,,,,0.12662,0.1294,0.12882,0.12603,0.12874,0.1248,0.0325,0.033226,0.033387,0.0051107,0.0052061,0.0050424,0.0047144,0.0047988,0.0048296
870.72,,,,,,,0.12102,0.12368,0.12305,0.12265,0.12534,0.12152,0.031789,0.032515,0.032668,0.0049542,0.0050509,0.0048932,0.0045857,0.0046723,0.0047017
884.32,,,,,,,0.11573,0.11828,0.1176,0.11938,0.12205,0.11835,0.0311,0.031824,0.03197,0.0048027,0.004902,0.0047498,0.0044649,0.0045507,0.0045788
897.93,,,,,,,0.11073,0.11318,0.11245,0.11625,0.11889,0.11529,0.030437,0.03116,0.031299,0.004662,0.0047597,0.0046127,0.0043518,0.0044345,0.0044614
911.53,,,,,,,0.10599,0.10836,0.10758,0.11321,0.11583,0.11233,0.02979,0.030513,0.030644,0.0045293,0.0046225,0.0044805,0.0042427,0.0043222,0.0043479
925.14,,,,,,,0.10151,0.10379,0.10297,0.11028,0.11288,0.10948,0.029166,0.029887,0.030012,0.0043992,0.0044909,0.0043535,0.004136,0.0042144,0.0042391
938.74,,,,,,,0.097264,0.099453,0.098598,0.10744,0.11002,0.10672,0.02856,0.02928,0.029398,0.0042704,0.0043642,0.0042313,0.0040306,0.0041106,0.0041342
952.35,,,,,,,0.09324,0.095341,0.094453,0.10469,0.10724,0.10403,0.027968,0.028687,0.028798,0.004147,0.0042418,0.0041131,0.003927,0.0040101,0.0040326
965.95,,,,,,,0.089442,0.091454,0.090536,0.10206,0.10459,0.10146,0.027402,0.02812,0.028225,0.0040332,0.004125,0.0040004,0.0038287,0.0039144,0.0039359
979.56,,,,,,,0.085836,0.087758,0.086813,0.099502,0.102,0.098956,0.026848,0.027565,0.027664,0.0039238,0.0040119,0.003891,0.0037353,0.0038215,0.0038419
993.16,,,,,,,0.082415,0.084247,0.083278,0.097025,0.099502,0.096532,0.02631,0.027026,0.027119,0.003815,0.0039028,0.0037857,0.0036475,0.0037319,0.0037513
1006.77,,,,,,,0.079165,0.080907,0.079916,0.094623,0.097075,0.094181,0.025787,0.026501,0.026588,0.0037075,0.0037975,0.0036838,0.0035638,0.0036451,0.0036636
1020.37,,,,,,,0.076089,0.077744,0.076735,0.09231,0.094736,0.091914,0.025281,0.025993,0.026075,0.0036062,0.0036963,0.0035859,0.0034826,0.0035617,0.0035793
1033.98,,,,,,,0.073156,0.074727,0.073702,0.090058,0.092459,0.089706,0.024786,0.025496,0.025573,0.0035113,0.0035982,0.0034909,0.0034017,0.0034805,0.0034974
1047.58,,,,,,,0.070368,0.071861,0.070821,0.087882,0.090257,0.08757,0.024306,0.025014,0.025085,0.0034198,0.0035036,0.0033993,0.0033217,0.0034022,0.0034182
1061.19,,,,,,,0.067712,0.069131,0.068079,0.085776,0.088126,0.085502,0.023839,0.024546,0.024612,0.0033284,0.0034124,0.0033109,0.0032435,0.0033266,0.0033418
1074.79,,,,,,,0.06517,0.06652,0.065459,0.083732,0.086056,0.083493,0.023385,0.024089,0.02415,0.0032383,0.003324,0.0032253,0.0031684,0.0032533,0.0032677
1088.4,,,,,,,0.062768,0.064057,0.062986,0.081762,0.084061,0.081556,0.022945,0.023648,0.023704,0.0031538,0.0032391,0.003143,0.0030978,0.0031827,0.0031963
1102.0,,,,,,,0.060464,0.061695,0.060617,0.079845,0.082119,0.07967,0.022515,0.023216,0.023267,0.0030746,0.0031568,0.0030631,0.003031,0.0031141,0.0031269
1115.61,,,,,,,0.058267,0.059443,0.05836,0.07799,0.080238,0.077843,0.022097,0.022796,0.022843,0.002998,0.0030773,0.0029859,0.0029673,0.0030477,0.0030597
1129.21,,,,,,,0.05617,0.057294,0.056206,0.076194,0.078416,0.076073,0.021692,0.022388,0.02243,0.0029214,0.0030005,0.0029114,0.0029052,0.0029834,0.0029948
1142.82,,,,,,,0.054175,0.055248,0.054157,0.074454,0.076652,0.074358,0.021297,0.021991,0.022029,0.0028458,0.0029263,0.0028394,0.0028436,0.0029212,0.0029319
1156.42,,,,,,,0.05226,0.053282,0.052189,0.072764,0.074936,0.072691,0.020913,0.021604,0.021638,0.0027742,0.0028545,0.0027697,0.0027822,0.0028608,0.002871
1170.03,,,,,,,0.050435,0.051407,0.050313,0.071124,0.07327,0.071071,0.020538,0.021227,0.021257,0.0027074,0.002785,0.0027022,0.0027217,0.0028023,0.0028118
1183.63,,,,,,,0.048695,0.049615,0.04852,0.069532,0.071654,0.069499,0.020173,0.02086,0.020886,0.0026431,0.0027177,0.0026368,0.0026634,0.0027456,0.0027544
1197.24,,,,,,,0.047033,0.0479,0.046807,0.067989,0.070085,0.067973,0.019817,0.020502,0.020524,0.0025787,0.0026527,0.0025736,0.0026081,0.0026906,0.0026988
1210.84,,,,,,,0.045446,0.046261,0.045169,0.066491,0.068563,0.066492,0.019471,0.020154,0.020172,0.0025147,0.0025897,0.0025125,0.0025562,0.0026373,0.0026449
1224.45,,,,,,,0.043926,0.044688,0.043599,0.065036,0.067083,0.065052,0.019134,0.019814,0.019828,0.0024534,0.0025288,0.0024532,0.0025067,0.0025856,0.0025926
1238.05,,,,,,,0.042471,0.043182,0.042097,0.063621,0.065643,0.063651,0.018805,0.019482,0.019493,0.0023963,0.0024697,0.0023957,0.0024587,0.0025353,0.0025418
1251.66,,,,,,,0.041078,0.04174,0.040658,0.062246,0.064243,0.062288,0.018483,0.019158,0.019165,0.0023419,0.0024124,0.00234,0.0024111,0.0024863,0.0024923
1265.26,,,,,,,0.039744,0.040358,0.039282,0.060909,0.062881,0.060962,0.018169,0.018841,0.018845,0.0022878,0.0023569,0.002286,0.0023633,0.0024387,0.0024442
1278.87,,,,,,,0.038464,0.039034,0.037963,0.059614,0.061561,0.059677,0.017864,0.018534,0.018534,0.0022335,0.0023033,0.0022338,0.002316,0.0023927,0.0023978
1292.47,,,,,,,0.037235,0.037764,0.036699,0.058352,0.060275,0.058424,0.017566,0.018232,0.01823,0.0021806,0.0022512,0.0021832,0.0022695,0.0023479,0.0023524
1306.08,,,,,,,0.036053,0.036544,0.035486,0.057126,0.059024,0.057206,0.017274,0.017938,0.017932,0.002131,0.0022007,0.002134,0.002225,0.0023043,0.0023084
1319.68,,,,,,,0.034918,0.035374,0.034322,0.055933,0.057807,0.05602,0.01699,0.017651,0.017642,0.0020846,0.0021518,0.0020863,0.0021828,0.002262,0.0022655
1333.29,0.12267,0.1191,0.1163,,,,0.033827,0.034251,0.033206,0.054771,0.056621,0.054864,0.016711,0.017369,0.017357,0.0020391,0.0021042,0.00204,0.002143,0.0022207,0.0022237
1346.89,0.12094,0.11738,0.11463,,,,0.03278,0.033173,0.032137,0.053648,0.055474,0.053747,0.016442,0.017097,0.017082,0.0019935,0.0020583,0.0019954,0.0021052,0.0021808,0.0021835
1360.5,0.11923,0.11568,0.11298,,,,0.031774,0.032137,0.031109,0.052549,0.054351,0.052653,0.016176,0.016828,0.016811,0.0019478,0.0020136,0.0019518,0.0020679,0.0021417,0.0021439
1374.1,0.11755,0.11402,0.11136,,,,0.030807,0.031142,0.030121,0.051483,0.053261,0.05159,0.015917,0.016567,0.016546,0.0019043,0.0019702,0.0019095,0.0020308,0.0021037,0.0021055
1387.71,0.1159,0.11239,0.10978,,,,0.029877,0.030184,0.029172,0.050445,0.0522,0.050556,0.015665,0.016311,0.016288,0.0018639,0.0019282,0.0018685,0.0019936,0.0020668,0.0020682
1401.31,0.11428,0.11078,0.10822,,,,0.028984,0.029262,0.028259,0.049434,0.051165,0.049547,0.015418,0.016061,0.016035,0.0018254,0.0018872,0.0018287,0.0019565,0.0020307,0.0020318
1414.92,0.11268,0.1092,0.10669,,,,0.028126,0.028375,0.027381,0.048447,0.050154,0.048562,0.015175,0.015816,0.015787,0.001787,0.0018474,0.0017898,0.0019199,0.0019955,0.0019962
1428.52,0.11113,0.10767,0.1052,,,,0.027305,0.027525,0.02654,0.047495,0.04918,0.047612,0.014941,0.015579,0.015548,0.0017485,0.001809,0.0017524,0.0018851,0.0019617,0.001962
1442.13,0.10959,0.10615,0.10373,,,,0.026513,0.026704,0.025728,0.046563,0.048224,0.04668,0.014711,0.015345,0.015312,0.0017103,0.0017715,0.0017159,0.001852,0.0019285,0.0019283
1455.73,0.10809,0.10466,0.10229,,,,0.025752,0.025913,0.024947,0.045655,0.047294,0.045774,0.014486,0.015117,0.015082,0.0016743,0.0017351,0.0016803,0.0018208,0.0018961,0.0018956
1469.34,0.1066,0.1032,0.10087,,,,0.02502,0.02515,0.024194,0.044771,0.046387,0.044889,0.014266,0.014894,0.014856,0.0016408,0.0016996,0.0016458,0.001791,0.0018646,0.0018637
1482.94,0.10514,0.10175,0.099465,0.030722,0.02979,0.029452,0.024313,0.024414,0.023468,0.043906,0.0455,0.044024,0.01405,0.014675,0.014635,0.0016084,0.001665,0.001612,0.0017619,0.0018337,0.0018325
1496.55,0.10372,0.10035,0.098108,0.030475,0.029536,0.029202,0.023635,0.023709,0.022773,0.043072,0.044643,0.043188,0.013841,0.014463,0.014421,0.0015761,0.0016316,0.0015795,0.0017331,0.0018038,0.0018023
1510.15,0.10231,0.098961,0.096757,0.030226,0.029281,0.02895,0.022979,0.023026,0.0221,0.042251,0.0438,0.042366,0.013634,0.014253,0.014209,0.001543,0.0015988,0.0015475,0.0017039,0.0017744,0.0017725
1523.76,0.10093,0.097597,0.095434,0.029981,0.02903,0.028702,0.022346,0.022368,0.021452,0.041452,0.042979,0.041565,0.013432,0.014048,0.014001,0.0015106,0.001567,0.0015164,0.0016745,0.0017457,0.0017436
1537.36,0.099567,0.096257,0.094136,0.029739,0.028782,0.028457,0.021734,0.021733,0.020828,0.040674,0.042179,0.040785,0.013235,0.013848,0.013799,0.0014802,0.001536,0.0014862,0.0016455,0.0017178,0.0017153
1550.97,0.09823,0.09494,0.092859,0.029499,0.028537,0.028215,0.021143,0.02112,0.020225,0.039915,0.041399,0.040023,0.013042,0.013652,0.0136,0.0014519,0.0015057,0.0014567,0.0016173,0.0016905,0.0016877
1564.57,0.096907,0.093639,0.091597,0.029261,0.028293,0.027975,0.020569,0.020527,0.019643,0.039172,0.040634,0.039277,0.012852,0.013459,0.013406,0.0014243,0.0014762,0.0014279,0.0015903,0.0016638,0.0016607
1578.18,0.095625,0.092377,0.090373,0.029029,0.028055,0.02774,0.020019,0.019959,0.019085,0.038454,0.039894,0.038556,0.012668,0.013271,0.013216,0.0013967,0.0014476,0.0014,0.0015651,0.0016378,0.0016344
1591.78,0.09435,0.091124,0.089158,0.028796,0.027817,0.027506,0.019485,0.019408,0.018545,0.037748,0.039167,0.037847,0.012486,0.013086,0.013029,0.0013685,0.0014196,0.0013727,0.0015411,0.0016123,0.0016086
1605.39,0.093099,0.089894,0.087966,0.028566,0.027582,0.027274,0.018969,0.018876,0.018023,0.037061,0.038458,0.037155,0.012308,0.012905,0.012846,0.0013408,0.0013923,0.0013461,0.0015179,0.0015874,0.0015834
1618.99,0.091871,0.088687,0.086796,0.028339,0.02735,0.027045,0.01847,0.018362,0.01752,0.03639,0.037767,0.036481,0.012134,0.012727,0.012667,0.0013147,0.0013658,0.0013202,0.001495,0.0015631,0.0015588
1632.6,0.090663,0.087501,0.085646,0.028114,0.027121,0.026819,0.017987,0.017865,0.017033,0.035736,0.037092,0.035823,0.011964,0.012554,0.012491,0.0012905,0.0013399,0.0012949,0.0014721,0.0015393,0.0015348
1646.2,0.08948,0.08634,0.08452,0.027893,0.026895,0.026597,0.017524,0.017387,0.016566,0.035099,0.036435,0.035181,0.011797,0.012384,0.01232,0.0012672,0.0013147,0.0012703,0.0014489,0.001516,0.0015113
1659.81,0.08831,0.085192,0.083407,0.027673,0.026671,0.026376,0.017074,0.016922,0.016111,0.034475,0.03579,0.034552,0.011633,0.012217,0.012151,0.0012435,0.00129,0.0012462,0.0014255,0.0014933,0.0014883
1673.41,0.087159,0.084063,0.082313,0.027455,0.026449,0.026158,0.01664,0.016473,0.015672,0.033866,0.03516,0.033938,0.011473,0.012053,0.011986,0.0012192,0.0012659,0.0012227,0.0014023,0.001471,0.0014658
1687.02,0.086028,0.082954,0.081238,0.02724,0.02623,0.025942,0.016221,0.016039,0.015249,0.033271,0.034546,0.033339,0.011316,0.011892,0.011823,0.0011953,0.0012424,0.0011999,0.0013799,0.0014492,0.0014437
1700.62,0.084917,0.081866,0.080183,0.027027,0.026013,0.025728,0.015817,0.015619,0.014839,0.032691,0.033946,0.032754,0.011161,0.011735,0.011664,0.0011727,0.0012196,0.0011775,0.0013586,0.0014279,0.0014222
1714.23,0.083825,0.080797,0.079147,0.026816,0.025799,0.025517,0.015426,0.015212,0.014443,0.032125,0.03336,0.032182,0.011011,0.011581,0.011508,0.0011517,0.0011973,0.0011558,0.0013386,0.0014071,0.0014011
1727.83,0.082752,0.079746,0.078128,0.026609,0.025588,0.02531,0.01505,0.01482,0.014061,0.031573,0.032788,0.031624,0.010863,0.01143,0.011356,0.0011317,0.0011755,0.0011345,0.0013196,0.0013867,0.0013806
1741.44,0.081695,0.078712,0.077126,0.026403,0.025379,0.025105,0.014684,0.014438,0.013689,0.031032,0.032228,0.031078,0.010718,0.011281,0.011206,0.0011117,0.0011543,0.0011138,0.0013012,0.0013668,0.0013604
1755.04,0.080653,0.077694,0.076138,0.0262,0.025173,0.024902,0.01433,0.014069,0.01333,0.030504,0.03168,0.030544,0.010576,0.011136,0.01106,0.0010911,0.0011335,0.0010936,0.0012831,0.0013473,0.0013407
1768.65,0.079627,0.076691,0.075167,0.025998,0.024968,0.0247,0.013987,0.013711,0.012983,0.029987,0.031145,0.030022,0.010436,0.010993,0.010915,0.0010704,0.0011132,0.0010738,0.0012647,0.0013281,0.0013213
1782.25,0.078618,0.075705,0.074211,0.025798,0.024765,0.024501,0.013654,0.013365,0.012647,0.029482,0.030621,0.029511,0.010299,0.010853,0.010773,0.0010506,0.0010934,0.0010545,0.0012461,0.0013093,0.0013024
1795.86,0.077626,0.074736,0.073271,0.025599,0.024564,0.024303,0.013331,0.013029,0.012321,0.028989,0.030108,0.029011,0.010165,0.010715,0.010634,0.0010322,0.0010741,0.0010356,0.0012272,0.0012909,0.0012838
1809.46,0.076652,0.073785,0.07235,0.025407,0.024369,0.024111,0.013018,0.012704,0.012006,0.028508,0.029609,0.028524,0.010034,0.010581,0.010499,0.001015,0.0010553,0.0010172,0.0012087,0.0012731,0.0012657
1823.07,0.075691,0.072848,0.071441,0.025213,0.024173,0.023919,0.012713,0.012389,0.011701,0.028036,0.029119,0.028047,0.0099049,0.010448,0.010365,0.00099808,0.0010369,0.00099927,0.0011905,0.0012555,0.0012479
1836.67,0.074745,0.071926,0.070547,0.025022,0.02398,0.023729,0.012417,0.012082,0.011404,0.027575,0.02864,0.02758,0.0097783,0.010318,0.010234,0.00098069,0.0010189,0.00098171,0.0011731,0.0012383,0.0012305
1850.28,0.073812,0.071016,0.069665,0.024833,0.023788,0.023541,0.012128,0.011786,0.011117,0.027124,0.02817,0.027122,0.0096539,0.01019,0.010105,0.00096294,0.0010013,0.00096454,0.0011567,0.0012214,0.0012135
1863.88,0.072893,0.070121,0.068797,0.024644,0.023598,0.023354,0.011849,0.011498,0.01084,0.026682,0.02771,0.026674,0.0095315,0.010064,0.0099778,0.00094554,0.00098404,0.00094776,0.0011412,0.0012048,0.0011967
1877.49,0.071986,0.069238,0.067941,0.024457,0.023409,0.023168,0.011577,0.011219,0.01057,0.026249,0.02726,0.026234,0.0094108,0.0099402,0.0098525,0.00092919,0.0009672,0.00093133,0.0011263,0.0011885,0.0011802
1891.09,0.071103,0.068378,0.067108,0.024276,0.023227,0.022989,0.011313,0.010949,0.01031,0.025829,0.026822,0.025808,0.0092945,0.0098205,0.0097317,0.00091416,0.00095088,0.00091541,0.0011119,0.0011727,0.0011643
1904.7,0.070226,0.067525,0.066281,0.024093,0.023042,0.022808,0.011057,0.010686,0.010056,0.025416,0.026391,0.025388,0.0091784,0.0097011,0.0096112,0.00089968,0.00093483,0.00089976,0.0010973,0.0011571,0.0011485
1918.3,0.069365,0.066688,0.065469,0.023913,0.022861,0.022629,0.010809,0.010431,0.0098108,0.025012,0.02597,0.024978,0.009065,0.0095842,0.0094932,0.0008851,0.00091915,0.00088448,0.0010824,0.0011418,0.001133
1931.91,0.068516,0.065863,0.064669,0.023734,0.022681,0.022453,0.010568,0.010184,0.0095724,0.024616,0.025557,0.024576,0.0089536,0.0094694,0.0093774,0.00087003,0.00090381,0.00086954,0.0010673,0.0011268,0.0011179
1945.51,0.067678,0.065049,0.06388,0.023557,0.022503,0.022279,0.010334,0.0099433,0.0093412,0.024229,0.025153,0.024181,0.008844,0.0093564,0.0092635,0.00085479,0.0008888,0.00085491,0.0010521,0.0011121,0.001103
1959.12,0.066852,0.064247,0.063102,0.023381,0.022326,0.022105,0.010107,0.0097099,0.0091169,0.023848,0.024755,0.023795,0.008736,0.0092449,0.009151,0.00084008,0.0008741,0.00084058,0.001037,0.0010976,0.0010884
1972.72,0.066053,0.063471,0.06235,0.023212,0.022156,0.021938,0.0098884,0.0094837,0.0088996,0.023482,0.024372,0.023421,0.0086321,0.0091377,0.0090428,0.00082659,0.00085993,0.00082676,0.0010227,0.0010837,0.0010744
1986.33,0.065248,0.06269,0.061593,0.023038,0.021981,0.021766,0.0096757,0.0092636,0.0086884,0.023116,0.02399,0.023049,0.0085273,0.0090294,0.0089336,0.00081381,0.00084582,0.00081302,0.0010089,0.0010696,0.0010602
