,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4p,4p,4p,4s,4s,4s
1999.93,0.064462,0.061928,0.060854,0.022867,0.02181,0.021599,0.0094695,0.0090497,0.0084833,0.022761,0.023618,0.022687,0.0084252,0.0089239,0.0088272,0.00080144,0.0008321,0.00079966,0.00099588,0.001056,0.0010464
2013.54,0.063688,0.061179,0.060127,0.022699,0.021642,0.021434,0.0092691,0.0088417,0.008284,0.022413,0.023254,0.022333,0.0083251,0.0088204,0.0087228,0.0007888,0.00081869,0.00078659,0.00098362,0.0010427,0.001033
2027.14,0.062926,0.060441,0.059411,0.022533,0.021475,0.02127,0.0090743,0.0086394,0.0080903,0.022072,0.022898,0.021986,0.0082268,0.0087187,0.0086202,0.00077572,0.00080556,0.00077381,0.00097182,0.0010296,0.0010197
2040.75,0.062173,0.059712,0.058704,0.022368,0.02131,0.021108,0.0088848,0.0084425,0.0079021,0.021738,0.022547,0.021645,0.0081301,0.0086185,0.0085193,0.00076261,0.00079268,0.00076127,0.00096017,0.0010167,0.0010067
2054.35,0.061425,0.058988,0.058002,0.022202,0.021144,0.020946,0.0087002,0.008251,0.0077191,0.021408,0.022201,0.021308,0.0080342,0.0085191,0.0084191,0.00075,0.00078,0.00074892,0.0009483,0.001004,0.00099388
2067.96,0.060709,0.058295,0.05733,0.022044,0.020987,0.020791,0.0085215,0.0080659,0.0075422,0.021092,0.02187,0.020986,0.0079423,0.0084239,0.0083231,0.00073858,0.00076785,0.00073708,0.00093647,0.00099176,0.00098155
2081.56,0.059988,0.057598,0.056654,0.021883,0.020826,0.020634,0.0083466,0.007885,0.0073697,0.020777,0.02154,0.020665,0.0078502,0.0083284,0.0082268,0.00072773,0.00075576,0.00072531,0.00092419,0.00097955,0.00096923
2095.17,0.059281,0.056915,0.055991,0.021724,0.020668,0.020478,0.0081759,0.0077092,0.0072021,0.02047,0.021217,0.020351,0.0077599,0.0082347,0.0081323,0.00071709,0.00074394,0.00071381,0.00091185,0.00096758,0.00095716
2108.77,0.058584,0.056242,0.055338,0.021567,0.020511,0.020325,0.0080092,0.0075379,0.007039,0.020169,0.020901,0.020043,0.0076713,0.0081427,0.0080396,0.00070615,0.00073238,0.00070256,0.00089967,0.00095586,0.00094532
2122.38,0.057897,0.055579,0.054695,0.021412,0.020357,0.020174,0.0078463,0.0073711,0.0068802,0.019873,0.020591,0.019741,0.0075843,0.0080523,0.0079484,0.00069483,0.00072104,0.00069153,0.00088791,0.00094435,0.00093371
2135.98,0.057217,0.054923,0.054058,0.021258,0.020203,0.020023,0.0076868,0.0072085,0.0067255,0.019583,0.020286,0.019444,0.0074985,0.0079631,0.0078586,0.00068347,0.0007099,0.00068069,0.00087673,0.00093304,0.00092228
2149.59,0.056559,0.054288,0.053442,0.021107,0.020053,0.019876,0.007533,0.0070519,0.0065767,0.019302,0.01999,0.019157,0.0074149,0.0078761,0.007771,0.0006728,0.00069913,0.00067021,0.00086628,0.00092201,0.00091114
2163.19,0.055896,0.053649,0.052822,0.020956,0.019902,0.019728,0.007381,0.0068977,0.0064303,0.019022,0.019696,0.018871,0.0073317,0.0077895,0.0076837,0.00066278,0.0006884,0.00065977,0.00085631,0.00091105,0.00090007
2176.8,0.055246,0.053022,0.052214,0.020805,0.019753,0.019582,0.0072333,0.0067481,0.0062884,0.018749,0.019408,0.018591,0.00725,0.0077044,0.007598,0.00065345,0.00067792,0.00064958,0.00084675,0.00090028,0.00088921
2190.4,0.054607,0.052406,0.051616,0.020656,0.019605,0.019438,0.0070894,0.0066026,0.0061504,0.018481,0.019126,0.018317,0.0071697,0.0076207,0.0075136,0.0006443,0.00066766,0.0006396,0.00083734,0.0008897,0.00087854
2204.01,0.053977,0.0518,0.051027,0.020509,0.019459,0.019295,0.0069492,0.0064607,0.006016,0.018219,0.018849,0.018049,0.0070907,0.0075383,0.0074307,0.00063488,0.0006576,0.00062983,0.00082788,0.00087931,0.00086807
2217.61,0.053356,0.051203,0.050448,0.020364,0.019315,0.019154,0.0068124,0.0063224,0.0058851,0.017961,0.018578,0.017785,0.0070132,0.0074574,0.0073492,0.00062509,0.00064774,0.00062025,0.00081821,0.0008691,0.00085778
2231.22,0.052742,0.050612,0.049874,0.02022,0.019173,0.019014,0.0066788,0.0061873,0.0057572,0.017708,0.018311,0.017526,0.0069369,0.0073777,0.007269,0.00061522,0.00063805,0.00061083,0.00080829,0.00085907,0.00084767
2244.82,0.052143,0.050036,0.049315,0.020077,0.019032,0.018876,0.0065507,0.0060573,0.0056343,0.017463,0.018052,0.017274,0.0068619,0.0072994,0.0071901,0.00060585,0.00062863,0.00060167,0.00079822,0.00084921,0.00083774
2258.43,0.051546,0.049463,0.048758,0.019936,0.018892,0.018739,0.0064246,0.0059292,0.0055133,0.017219,0.017795,0.017024,0.0067879,0.0072221,0.0071122,0.00059711,0.00061931,0.00059261,0.00078815,0.0008395,0.00082795
2272.03,0.050958,0.048898,0.04821,0.019795,0.018753,0.018603,0.0063023,0.0058047,0.0053958,0.01698,0.017543,0.01678,0.006715,0.0071458,0.0070355,0.000589,0.00061017,0.00058373,0.0007783,0.00082994,0.00081831
2285.64,0.050379,0.048342,0.04767,0.019655,0.018615,0.018468,0.0061834,0.0056835,0.0052814,0.016746,0.017295,0.01654,0.0066432,0.0070706,0.0069598,0.00058111,0.00060121,0.00057503,0.00076886,0.00082054,0.00080882
2299.24,0.049809,0.047794,0.047138,0.019517,0.018478,0.018334,0.0060677,0.0055652,0.00517,0.016517,0.017053,0.016304,0.0065726,0.0069966,0.0068853,0.00057301,0.00059242,0.0005665,0.00075996,0.00081129,0.00079949
2312.85,0.049247,0.047256,0.046615,0.01938,0.018344,0.018203,0.0059549,0.0054498,0.0050613,0.016292,0.016815,0.016073,0.0065031,0.0069238,0.0068121,0.00056457,0.00058381,0.00055815,0.0007516,0.0008022,0.00079032
2326.45,0.048692,0.046724,0.046098,0.019245,0.018211,0.018072,0.0058441,0.0053364,0.0049546,0.016071,0.016581,0.015847,0.0064349,0.0068523,0.0067401,0.00055595,0.00057535,0.00054993,0.00074367,0.00079327,0.00078132
2340.06,0.048148,0.046203,0.045592,0.019111,0.018079,0.017944,0.0057385,0.0052281,0.0048527,0.015855,0.016352,0.015625,0.0063679,0.0067819,0.0066692,0.00054764,0.00056709,0.00054192,0.00073598,0.00078449,0.00077248
2353.66,0.047609,0.045686,0.04509,0.018979,0.017949,0.017816,0.0056337,0.0051208,0.004752,0.015642,0.016127,0.015406,0.0063017,0.0067124,0.0065994,0.00053988,0.00055895,0.00053401,0.00072833,0.00077584,0.00076376
2367.27,0.047077,0.045176,0.044595,0.018847,0.017819,0.017689,0.0055314,0.0050164,0.004654,0.015433,0.015905,0.015191,0.0062366,0.0066439,0.0065305,0.00053272,0.00055096,0.00052625,0.00072053,0.00076731,0.00075517
2380.87,0.046551,0.044674,0.044106,0.018716,0.017691,0.017564,0.0054315,0.0049146,0.0045585,0.015228,0.015688,0.01498,0.0061723,0.0065763,0.0064625,0.00052587,0.00054311,0.00051864,0.00071249,0.0007589,0.00074671
2394.48,0.046034,0.044178,0.043625,0.018586,0.017564,0.017439,0.0053338,0.0048153,0.0044654,0.015026,0.015474,0.014773,0.0061089,0.0065096,0.0063954,0.00051894,0.0005354,0.00051117,0.00070424,0.00075062,0.00073838
2408.08,0.045524,0.043691,0.043152,0.018457,0.017437,0.017316,0.0052379,0.0047183,0.0043746,0.014829,0.015264,0.01457,0.0060465,0.0064439,0.0063293,0.00051169,0.00052785,0.00050385,0.00069586,0.00074246,0.00073017
2421.69,0.045022,0.043212,0.042685,0.01833,0.017313,0.017194,0.0051437,0.0046234,0.0042858,0.014635,0.015059,0.014371,0.0059853,0.0063794,0.0062645,0.00050421,0.00052044,0.00049667,0.00068757,0.00073447,0.00072212
2435.29,0.044527,0.042739,0.042226,0.018205,0.017191,0.017075,0.0050523,0.0045315,0.0041999,0.014445,0.014857,0.014175,0.0059254,0.0063161,0.0062009,0.00049681,0.00051318,0.00048963,0.00067954,0.00072665,0.00071424
2448.9,0.044038,0.042272,0.041772,0.018081,0.017069,0.016956,0.0049618,0.0044412,0.0041155,0.014258,0.014658,0.013983,0.005866,0.0062535,0.006138,0.00048984,0.00050604,0.00048271,0.00067185,0.00071891,0.00070645
2462.5,0.043555,0.041811,0.041323,0.017957,0.016949,0.016838,0.0048732,0.004353,0.0040332,0.014074,0.014462,0.013794,0.0058076,0.0061918,0.0060759,0.00048344,0.00049902,0.00047591,0.00066461,0.0007113,0.00069878
2476.11,0.043078,0.041355,0.040881,0.017835,0.016829,0.016721,0.0047864,0.004267,0.003953,0.013893,0.01427,0.013608,0.0057499,0.0061308,0.0060147,0.00047746,0.00049212,0.00046923,0.0006578,0.00070379,0.00069122
2489.71,0.042607,0.040906,0.040444,0.017713,0.01671,0.016605,0.0047015,0.0041831,0.0038747,0.013715,0.014081,0.013425,0.0056929,0.0060706,0.0059542,0.00047157,0.00048534,0.00046266,0.00065133,0.00069637,0.00068375
2503.32,0.042142,0.040463,0.040012,0.017591,0.016592,0.016489,0.0046185,0.0041012,0.0037984,0.01354,0.013895,0.013245,0.0056367,0.006011,0.0058944,0.00046547,0.00047868,0.00045621,0.00064502,0.00068905,0.00067638
2516.92,0.041684,0.040026,0.039587,0.017471,0.016475,0.016375,0.004537,0.004021,0.0037238,0.013369,0.013712,0.013068,0.0055813,0.0059524,0.0058355,0.00045906,0.00047213,0.00044988,0.00063875,0.00068184,0.00066914
2530.53,0.041236,0.0396,0.039172,0.017355,0.016362,0.016264,0.004458,0.0039432,0.0036513,0.013202,0.013534,0.012896,0.0055277,0.0058956,0.0057785,0.0004526,0.00046576,0.00044372,0.00063248,0.00067486,0.00066212
2544.13,0.040791,0.039176,0.03876,0.017237,0.016248,0.016152,0.0043803,0.0038668,0.0035803,0.013036,0.013358,0.012725,0.0054741,0.0058388,0.0057214,0.00044629,0.00045947,0.00043763,0.00062591,0.00066788,0.0006551
2557.74,0.040352,0.038758,0.038353,0.017121,0.016135,0.016042,0.0043045,0.0037921,0.0035109,0.012874,0.013184,0.012558,0.0054214,0.0057828,0.0056652,0.00044045,0.00045329,0.00043165,0.00061915,0.00066102,0.00064822
2571.34,0.039918,0.038345,0.037951,0.017006,0.016023,0.015933,0.0042305,0.0037191,0.0034431,0.012714,0.013014,0.012393,0.0053695,0.0057277,0.0056099,0.00043509,0.00044721,0.00042577,0.00061226,0.00065427,0.00064143
2584.95,0.039488,0.037937,0.037554,0.016891,0.015912,0.015824,0.0041584,0.0036478,0.003377,0.012556,0.012846,0.012231,0.0053182,0.0056732,0.0055551,0.00042998,0.00044123,0.00041999,0.00060537,0.0006476,0.00063473
2598.55,0.039064,0.037533,0.037161,0.016777,0.015802,0.015716,0.0040882,0.0035782,0.0033124,0.012401,0.01268,0.012071,0.0052674,0.0056191,0.0055009,0.00042483,0.00043534,0.0004143,0.00059861,0.00064101,0.00062811
2612.16,0.038644,0.037134,0.036772,0.016662,0.015691,0.015607,0.0040198,0.0035103,0.0032495,0.012249,0.012517,0.011914,0.0052168,0.0055653,0.005447,0.0004194,0.00042953,0.0004087,0.00059207,0.00063446,0.00062152
2625.76,0.038239,0.036749,0.036398,0.016555,0.015587,0.015506,0.003953,0.0034439,0.003188,0.012101,0.01236,0.011762,0.0051691,0.0055144,0.0053959,0.00041382,0.00042394,0.00040329,0.00058614,0.00062826,0.00061528
2639.37,0.037832,0.036363,0.036021,0.016443,0.015479,0.015401,0.0038878,0.0033789,0.0031279,0.011954,0.012203,0.01161,0.0051204,0.0054625,0.0053438,0.00040813,0.00041836,0.00039791,0.00058041,0.00062195,0.00060894
2652.97,0.037431,0.035983,0.035651,0.016333,0.015373,0.015297,0.003824,0.0033154,0.0030691,0.01181,0.012049,0.011461,0.0050726,0.0054115,0.0052927,0.00040271,0.00041289,0.00039263,0.00057502,0.00061576,0.00060272
2666.58,0.037036,0.035608,0.035286,0.016225,0.015268,0.015194,0.0037615,0.0032532,0.0030116,0.011669,0.011897,0.011315,0.0050256,0.0053614,0.0052424,0.00039773,0.00040752,0.00038744,0.00056986,0.00060967,0.0005966
2680.18,0.036645,0.035237,0.034925,0.016117,0.015165,0.015093,0.0037004,0.0031923,0.0029554,0.011529,0.011748,0.011171,0.0049793,0.0053119,0.0051928,0.00039314,0.00040224,0.00038234,0.00056476,0.00060367,0.00059057
2693.79,0.036259,0.034871,0.034567,0.01601,0.015062,0.014992,0.0036404,0.0031328,0.0029005,0.011391,0.011601,0.011029,0.0049335,0.0052629,0.0051437,0.00038872,0.00039703,0.00037732,0.00055959,0.00059774,0.00058462
2707.39,0.035872,0.034505,0.034211,0.015902,0.014958,0.014891,0.0035816,0.0030746,0.0028468,0.011255,0.011454,0.010888,0.0048877,0.005214,0.0050947,0.00038416,0.00039185,0.00037233,0.00055418,0.00059181,0.00057868
2721.0,0.035508,0.03416,0.033874,0.015801,0.014861,0.014796,0.0035243,0.003018,0.0027946,0.011125,0.011316,0.010755,0.0048446,0.0051678,0.0050484,0.00037952,0.00038695,0.0003676,0.00054882,0.00058622,0.00057307
2734.6,0.035134,0.033805,0.033529,0.015695,0.014759,0.014696,0.0034677,0.0029623,0.0027434,0.010994,0.011175,0.010619,0.0048003,0.0051203,0.0050008,0.0003745,0.00038197,0.00036281,0.00054309,0.00058048,0.00056732
2748.21,0.034767,0.033458,0.03319,0.015591,0.014659,0.014599,0.003412,0.0029079,0.0026934,0.010865,0.011037,0.010486,0.0047568,0.0050737,0.0049541,0.00036952,0.00037711,0.00035812,0.00053732,0.00057486,0.00056168
2761.81,0.034406,0.033117,0.032857,0.015488,0.014561,0.014503,0.0033572,0.0028547,0.0026444,0.010739,0.010901,0.010356,0.0047141,0.0050278,0.0049082,0.0003648,0.00037234,0.00035352,0.00053161,0.00056934,0.00055614
2775.42,0.03405,0.03278,0.032529,0.015386,0.014464,0.014408,0.0033032,0.0028025,0.0025965,0.010615,0.010768,0.010228,0.0046721,0.0049827,0.004863,0.00036047,0.00036765,0.00034901,0.00052609,0.00056391,0.00055069
2789.02,0.033698,0.032447,0.032204,0.015286,0.014368,0.014313,0.00325,0.0027514,0.0025495,0.010492,0.010637,0.010101,0.0046307,0.0049382,0.0048185,0.00035649,0.00036303,0.00034456,0.00052085,0.00055856,0.00054532
2802.63,0.033348,0.032116,0.031881,0.015186,0.014272,0.01422,0.0031976,0.0027013,0.0025036,0.010371,0.010507,0.0099767,0.0045897,0.0048941,0.0047744,0.00035264,0.00035846,0.00034016,0.00051593,0.00055328,0.00054002
2816.23,0.033002,0.031789,0.031562,0.015086,0.014176,0.014126,0.003146,0.0026522,0.0024585,0.010252,0.010379,0.0098535,0.0045491,0.0048504,0.0047306,0.00034869,0.00035396,0.00033583,0.00051129,0.00054803,0.00053476
2829.84,0.03267,0.031476,0.031256,0.01499,0.014085,0.014037,0.0030962,0.0026049,0.0024152,0.010138,0.010256,0.0097353,0.0045099,0.0048082,0.0046884,0.0003446,0.00034963,0.00033167,0.00050701,0.00054297,0.00052968
2843.44,0.032333,0.031158,0.030946,0.014891,0.013991,0.013945,0.0030467,0.0025581,0.0023723,0.010022,0.010132,0.0096163,0.0044704,0.0047656,0.0046458,0.00034021,0.00034528,0.00032749,0.00050278,0.00053787,0.00052458
2857.05,0.032002,0.030845,0.03064,0.014794,0.013899,0.013855,0.0029982,0.0025124,0.0023303,0.0099093,0.010011,0.0094994,0.0044315,0.0047236,0.0046038,0.00033583,0.00034101,0.00032338,0.00049858,0.00053285,0.00051954
2870.65,0.031676,0.030537,0.03034,0.014698,0.013807,0.013765,0.0029506,0.0024675,0.0022893,0.0097982,0.0098914,0.0093847,0.0043931,0.0046822,0.0045624,0.00033166,0.00033682,0.00031935,0.00049431,0.00052789,0.00051458
2884.26,0.031354,0.030233,0.030043,0.014603,0.013716,0.013677,0.0029039,0.0024236,0.0022491,0.0096888,0.0097739,0.0092718,0.0043554,0.0046414,0.0045216,0.00032785,0.00033269,0.00031539,0.0004899,0.00052301,0.0005097
2897.86,0.031035,0.029933,0.02975,0.014508,0.013627,0.013589,0.0028581,0.0023805,0.0022096,0.0095811,0.009658,0.0091606,0.0043182,0.0046012,0.0044814,0.00032436,0.00032863,0.00031149,0.00048533,0.00051821,0.0005049
2911.47,0.030718,0.029634,0.029458,0.014415,0.013538,0.013502,0.0028131,0.002338,0.0021708,0.0094742,0.0095431,0.0090503,0.0042815,0.0045615,0.0044417,0.000321,0.00032461,0.00030762,0.00048061,0.00051347,0.00050015
2925.07,0.030415,0.029349,0.029179,0.014323,0.013451,0.013417,0.0027704,0.0022975,0.0021339,0.0093721,0.009433,0.0089446,0.0042455,0.0045225,0.0044027,0.00031767,0.00032074,0.00030391,0.00047585,0.00050881,0.0004955
2938.68,0.030105,0.029056,0.028893,0.014231,0.013364,0.013331,0.0027274,0.0022569,0.0020967,0.0092682,0.0093213,0.0088375,0.0042097,0.0044836,0.0043639,0.00031402,0.00031683,0.00030016,0.00047109,0.00050419,0.00049087
2952.28,0.029801,0.02877,0.028613,0.014139,0.013277,0.013246,0.0026856,0.0022173,0.0020606,0.0091664,0.0092118,0.0087325,0.0041742,0.0044452,0.0043256,0.00031019,0.000313,0.00029648,0.00046647,0.00049962,0.00048629
2965.89,0.0295,0.028487,0.028336,0.014048,0.013191,0.013162,0.0026449,0.0021786,0.0020253,0.0090664,0.0091041,0.0086292,0.0041392,0.0044072,0.0042876,0.00030632,0.00030923,0.00029286,0.00046208,0.0004951,0.00048177
2979.49,0.029205,0.028208,0.028064,0.013957,0.013105,0.013078,0.002605,0.0021406,0.0019907,0.008968,0.0089981,0.0085277,0.0041047,0.0043696,0.0042501,0.00030262,0.00030552,0.00028931,0.00045795,0.00049064,0.00047731
2993.1,0.028913,0.027934,0.027795,0.013868,0.013021,0.012996,0.002566,0.0021034,0.0019568,0.0088713,0.0088939,0.0084279,0.0040706,0.0043326,0.0042131,0.00029922,0.00030188,0.00028582,0.00045411,0.00048625,0.00047291
3006.7,0.028625,0.027663,0.02753,0.013779,0.012937,0.012914,0.0025276,0.0020669,0.0019235,0.0087761,0.0087913,0.0083296,0.004037,0.0042961,0.0041767,0.00029614,0.00029829,0.00028238,0.00045049,0.00048192,0.00046858
3020.31,0.028339,0.027394,0.027267,0.013692,0.012855,0.012833,0.0024898,0.002031,0.0018908,0.008682,0.0086899,0.0082325,0.004004,0.0042601,0.0041408,0.00029323,0.00029475,0.00027898,0.00044703,0.00047765,0.00046431
3033.91,0.02806,0.027132,0.027011,0.013605,0.012773,0.012753,0.0024537,0.0019966,0.0018595,0.0085904,0.0085911,0.0081379,0.0039713,0.0042245,0.0041053,0.00029035,0.00029129,0.00027567,0.0004436,0.00047343,0.0004601
3047.52,0.027781,0.02687,0.026755,0.013519,0.012692,0.012674,0.0024173,0.0019621,0.0018282,0.008499,0.0084926,0.0080436,0.0039391,0.0041894,0.0040703,0.00028725,0.00028785,0.00027238,0.00044012,0.00046927,0.00045594
3061.12,0.027506,0.026611,0.026501,0.013433,0.012611,0.012595,0.0023816,0.0019284,0.0017976,0.008409,0.0083955,0.0079507,0.0039072,0.0041545,0.0040355,0.00028394,0.00028446,0.00026913,0.0004365,0.00046514,0.00045182
3074.73,0.027233,0.026355,0.02625,0.013347,0.012531,0.012516,0.0023466,0.0018955,0.0017677,0.0083202,0.0082998,0.0078592,0.0038756,0.0041201,0.0040012,0.00028052,0.00028112,0.00026594,0.00043271,0.00046106,0.00044775
3088.33,0.026965,0.026102,0.026003,0.013262,0.012451,0.012438,0.0023121,0.0018632,0.0017384,0.0082328,0.0082056,0.0077691,0.0038444,0.0040859,0.0039671,0.00027718,0.00027783,0.00026279,0.00042877,0.00045702,0.00044372
3101.94,0.0267,0.025854,0.025759,0.013178,0.012372,0.012361,0.0022781,0.0018315,0.0017097,0.0081469,0.0081128,0.0076805,0.0038135,0.0040521,0.0039335,0.00027407,0.0002746,0.0002597,0.00042474,0.00045302,0.00043974
3115.54,0.026438,0.025608,0.025519,0.013094,0.012293,0.012284,0.0022444,0.0018004,0.0016815,0.0080624,0.0080216,0.0075933,0.003783,0.0040188,0.0039003,0.00027125,0.00027141,0.00025666,0.00042071,0.00044909,0.00043581
3129.15,0.02618,0.025366,0.025282,0.013012,0.012216,0.012208,0.0022109,0.0017698,0.0016537,0.0079791,0.0079317,0.0075074,0.0037531,0.0039859,0.0038675,0.00026866,0.00026828,0.00025366,0.00041677,0.00044521,0.00043195
3142.75,0.025926,0.025127,0.025048,0.012931,0.012141,0.012134,0.0021788,0.0017404,0.0016271,0.0078973,0.0078433,0.007423,0.0037238,0.0039538,0.0038356,0.00026614,0.0002652,0.00025072,0.00041304,0.00044143,0.00042817
3156.36,0.025673,0.024891,0.024816,0.01285,0.012065,0.01206,0.0021463,0.001711,0.0016005,0.0078163,0.0077559,0.0073396,0.0036946,0.0039218,0.0038037,0.0002635,0.00026215,0.00024781,0.0004095,0.00043765,0.0004244
3169.96,0.025424,0.024656,0.024586,0.012769,0.01199,0.011986,0.0021143,0.0016823,0.0015744,0.0077364,0.0076696,0.0072572,0.0036658,0.0038901,0.0037722,0.00026066,0.00025915,0.00024494,0.0004062,0.00043393,0.00042069
3183.57,0.025177,0.024425,0.024359,0.012689,0.011915,0.011913,0.0020829,0.0016541,0.0015489,0.0076574,0.0075843,0.0071759,0.0036373,0.0038588,0.003741,0.00025766,0.00025618,0.00024211,0.00040311,0.00043024,0.00041701
3197.17,0.024932,0.024195,0.024134,0.01261,0.011841,0.01184,0.002052,0.0016265,0.001524,0.0075795,0.0075003,0.0070957,0.0036091,0.0038277,0.0037101,0.00025463,0.00025325,0.00023932,0.00040017,0.00042659,0.00041337
3210.78,0.024691,0.023969,0.023912,0.01253,0.011767,0.011768,0.0020216,0.0015995,0.0014995,0.0075028,0.0074174,0.0070167,0.0035811,0.0037969,0.0036795,0.00025176,0.00025037,0.00023657,0.0003973,0.00042297,0.00040977
3224.38,0.024452,0.023746,0.023693,0.012451,0.011693,0.011696,0.0019917,0.0015729,0.0014755,0.0074273,0.0073358,0.0069389,0.0035533,0.0037664,0.0036491,0.00024913,0.00024754,0.00023387,0.00039442,0.00041938,0.00040619
3237.99,0.024218,0.023526,0.023477,0.012372,0.01162,0.011624,0.0019621,0.0015468,0.0014519,0.007353,0.0072555,0.0068624,0.0035258,0.0037361,0.003619,0.00024675,0.00024475,0.00023121,0.00039145,0.00041582,0.00040265
3251.59,0.023987,0.02331,0.023265,0.012298,0.011551,0.011557,0.0019336,0.0015215,0.0014291,0.0072801,0.0071767,0.0067874,0.0034999,0.0037074,0.0035904,0.00024453,0.00024201,0.0002286,0.00038849,0.00041244,0.00039929
3265.2,0.023757,0.023095,0.023054,0.012222,0.01148,0.011487,0.0019052,0.0014964,0.0014063,0.0072079,0.0070987,0.0067131,0.0034732,0.003678,0.0035612,0.00024228,0.0002393,0.00022602,0.00038526,0.00040899,0.00039586
3278.8,0.023531,0.022883,0.022846,0.012146,0.01141,0.011418,0.0018774,0.0014718,0.0013841,0.0071366,0.0070217,0.0066397,0.0034471,0.0036491,0.0035325,0.00023988,0.00023663,0.00022348,0.00038194,0.0004056,0.00039249
3292.41,0.023306,0.022672,0.022639,0.012071,0.01134,0.01135,0.0018501,0.0014476,0.0013623,0.0070662,0.0069456,0.0065673,0.0034213,0.0036205,0.0035041,0.0002373,0.00023399,0.00022097,0.00037855,0.00040225,0.00038917
3306.01,0.023084,0.022464,0.022435,0.011996,0.011271,0.011282,0.0018235,0.0014239,0.0013409,0.0069965,0.0068704,0.0064958,0.0033957,0.0035922,0.003476,0.00023461,0.00023138,0.00021849,0.00037516,0.00039894,0.00038587
3319.62,0.022863,0.022258,0.022232,0.011922,0.011202,0.011215,0.0017975,0.0014007,0.0013199,0.0069278,0.0067961,0.0064252,0.0033703,0.0035641,0.0034481,0.00023194,0.00022881,0.00021604,0.00037184,0.00039566,0.00038261
3333.22,0.022645,0.022054,0.022031,0.011847,0.011134,0.011147,0.001772,0.001378,0.0012994,0.0068599,0.0067228,0.0063554,0.0033451,0.0035361,0.0034204,0.00022944,0.00022627,0.00021363,0.00036865,0.00039239,0.00037936
3346.83,0.02243,0.021853,0.021834,0.011773,0.011065,0.011079,0.001747,0.0013556,0.0012793,0.006793,0.0066505,0.0062868,0.00332,0.0035083,0.0033928,0.00022718,0.00022377,0.00021125,0.00036563,0.00038914,0.00037613
3360.43,0.022222,0.021658,0.021642,0.011705,0.011002,0.011018,0.0017226,0.0013338,0.0012596,0.0067284,0.0065806,0.0062203,0.0032967,0.0034824,0.0033671,0.00022518,0.00022135,0.00020895,0.000363,0.00038612,0.00037312
3374.04,0.022012,0.021462,0.021449,0.011631,0.010934,0.010951,0.0016985,0.0013123,0.0012402,0.0066634,0.0065104,0.0061536,0.0032722,0.0034552,0.0033401,0.00022322,0.00021893,0.00020664,0.00036038,0.00038295,0.00036997
3387.64,0.021806,0.021269,0.021259,0.01156,0.010868,0.010886,0.0016749,0.0012911,0.0012211,0.0065995,0.0064413,0.006088,0.0032483,0.0034286,0.0033137,0.00022121,0.00021654,0.00020438,0.00035793,0.00037985,0.0003669
3401.25,0.021601,0.021078,0.021071,0.011489,0.010803,0.010823,0.0016516,0.0012703,0.0012024,0.0065365,0.0063732,0.0060234,0.0032248,0.0034024,0.0032878,0.00021906,0.00021419,0.00020215,0.00035555,0.0003768,0.00036387
3414.85,0.021399,0.020888,0.020885,0.011419,0.010738,0.010759,0.0016287,0.0012499,0.001184,0.0064741,0.0063059,0.0059595,0.0032015,0.0033765,0.0032621,0.00021674,0.00021186,0.00019994,0.00035317,0.00037378,0.00036088
3428.46,0.021198,0.020701,0.020701,0.011349,0.010674,0.010696,0.0016061,0.0012299,0.0011659,0.0064125,0.0062393,0.0058963,0.0031785,0.0033509,0.0032367,0.00021433,0.00020956,0.00019776,0.00035071,0.00037079,0.00035792
3442.06,0.020999,0.020515,0.020517,0.011279,0.01061,0.010633,0.0015839,0.0012102,0.0011483,0.0063514,0.0061733,0.0058337,0.0031556,0.0033253,0.0032114,0.00021197,0.00020729,0.00019561,0.00034812,0.00036782,0.00035498
3455.67,0.0208,0.020328,0.020333,0.011208,0.010545,0.010569,0.0015619,0.001191,0.0011309,0.0062903,0.0061074,0.0057713,0.0031324,0.0032995,0.0031859,0.00020974,0.00020503,0.00019346,0.00034534,0.00036482,0.000352
3469.27,0.020616,0.020157,0.020165,0.011146,0.010488,0.010513,0.0015403,0.0011721,0.001114,0.0062342,0.0060465,0.0057135,0.0031119,0.0032764,0.003163,0.00020788,0.00020293,0.00019147,0.00034271,0.00036213,0.00034933
3482.88,0.020422,0.019975,0.019986,0.011075,0.010423,0.01045,0.0015189,0.0011536,0.0010973,0.0061748,0.0059825,0.0056528,0.0030891,0.003251,0.0031379,0.00020605,0.00020073,0.00018938,0.00033974,0.00035919,0.00034642
3496.48,0.020232,0.019798,0.019812,0.011007,0.010361,0.010389,0.0014978,0.0011353,0.0010809,0.0061171,0.0059202,0.0055939,0.0030672,0.0032265,0.0031136,0.00020433,0.00019858,0.00018735,0.00033681,0.00035634,0.0003436
3510.09,0.020046,0.019624,0.01964,0.01094,0.0103,0.010328,0.0014768,0.0011174,0.0010648,0.0060604,0.0058589,0.0055358,0.0030456,0.0032023,0.0030897,0.00020255,0.00019648,0.00018536,0.00033396,0.00035354,0.00034083
3523.69,0.019861,0.019452,0.01947,0.010874,0.010239,0.010269,0.001456,0.0010998,0.0010489,0.0060044,0.0057985,0.0054786,0.0030243,0.0031784,0.0030661,0.00020064,0.0001944,0.00018339,0.00033124,0.00035079,0.0003381
