,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
231.28,,,,,,,,,,1.0103,1.0144,1.0265,0.60282,0.60725,0.58693,0.13272,0.1335,0.13496,0.016492,0.016574,0.016793
244.89,,,,,,,,,,0.88352,0.88742,0.89819,0.57016,0.57442,0.55572,0.12575,0.12651,0.12783,0.015221,0.01528,0.01547
258.49,,,,,,,,,,0.77615,0.7799,0.78946,0.53947,0.54358,0.52631,0.11931,0.12006,0.12125,0.014081,0.014144,0.014311
272.1,,,,,,,,,,0.68468,0.68821,0.69671,0.51062,0.51457,0.49859,0.11335,0.11408,0.11515,0.01307,0.013138,0.013284
285.7,,,,,,,,,,0.60626,0.6096,0.61717,0.48352,0.48734,0.47252,0.1078,0.10852,0.10949,0.012191,0.012237,0.012367
299.31,,,,,,,,,,0.5387,0.54192,0.54867,0.45807,0.46174,0.44796,0.10265,0.10335,0.10423,0.011363,0.011428,0.011543
312.91,,,,,,,,,,0.48009,0.48316,0.48919,0.43399,0.43753,0.4247,0.09779,0.098483,0.099273,0.010639,0.010691,0.010793
326.52,,,,,,,,,,0.42933,0.43222,0.43761,0.4114,0.41481,0.40285,0.093264,0.093944,0.094659,0.0099757,0.010022,0.010113
340.12,,,,,,,,,,0.38512,0.38786,0.39268,0.39016,0.39345,0.38227,0.089026,0.089693,0.090342,0.0093503,0.0094113,0.0094924
353.73,,,,,,,,,,0.34652,0.34916,0.35348,0.37027,0.37346,0.36299,0.085071,0.085725,0.086314,0.0088095,0.008854,0.0089266
367.33,,,,,,,,,,0.31271,0.31523,0.31911,0.35161,0.35469,0.34487,0.081364,0.082006,0.08254,0.0082974,0.0083428,0.0084081
380.94,,,,,,,,,,0.28301,0.2854,0.28888,0.33413,0.33711,0.32789,0.077892,0.078523,0.079008,0.007818,0.0078743,0.0079329
394.54,,,,,,,,,,0.25683,0.25909,0.26221,0.31778,0.32067,0.31199,0.074645,0.075265,0.075704,0.007403,0.0074444,0.0074971
408.15,,,,,,,,,,0.2336,0.23577,0.23858,0.30244,0.30524,0.29706,0.071594,0.072203,0.072602,0.0070065,0.0070483,0.0070959
421.75,,,,,,,,,,0.21295,0.21504,0.21756,0.28804,0.29075,0.28303,0.068723,0.069322,0.069683,0.0066311,0.0066832,0.0067261
435.36,,,,,,,,,,0.19457,0.19656,0.19882,0.27452,0.27715,0.26985,0.066023,0.066612,0.066939,0.0063059,0.0063463,0.0063849
448.96,,,,,,,,,,0.17814,0.18002,0.18206,0.26181,0.26436,0.25745,0.063478,0.064057,0.064353,0.0059975,0.0060344,0.0060695
462.57,,,,,,,,,,0.16339,0.16519,0.16702,0.2498,0.25227,0.24573,0.061062,0.061631,0.061898,0.0056966,0.0057445,0.0057763
476.17,,,,,,,,,,0.15014,0.15187,0.15351,0.23849,0.24089,0.23468,0.05878,0.05934,0.059581,0.0054339,0.005476,0.0055045
489.78,,,,,,,,,,0.13823,0.13989,0.14136,0.22785,0.23018,0.22428,0.056626,0.057176,0.057394,0.0051929,0.0052266,0.0052525
503.38,,,,,,,,,,0.12747,0.12906,0.13038,0.21775,0.22001,0.21441,0.054569,0.05511,0.055305,0.004951,0.004993,0.0050165
516.99,,,,,,,,,,0.11777,0.11928,0.12046,0.20824,0.21044,0.20511,0.052624,0.053157,0.053331,0.0047321,0.004776,0.0047971
530.59,,,,,,,,,,0.10899,0.11043,0.11149,0.19927,0.20142,0.19633,0.050782,0.051306,0.051462,0.0045401,0.0045736,0.0045926
544.2,,,,,,,,,,0.10101,0.10239,0.10334,0.19078,0.19287,0.18802,0.049028,0.049543,0.049682,0.0043495,0.0043837,0.0044009
557.8,,,,,,,,,,0.093752,0.095084,0.095927,0.18278,0.18481,0.18018,0.047366,0.047873,0.047995,0.0041646,0.0042064,0.0042219
571.41,,,,,,,,,,0.087155,0.088429,0.089178,0.17521,0.17719,0.17277,0.045785,0.046284,0.046391,0.0040032,0.0040401,0.0040539
585.01,,,,,,,,,,0.081135,0.082346,0.08301,0.16805,0.16997,0.16574,0.04428,0.044771,0.044864,0.0038541,0.0038835,0.0038961
598.62,,,,,,,,,,0.075636,0.076791,0.077376,0.16128,0.16315,0.1591,0.042852,0.043335,0.043416,0.0037022,0.0037366,0.0037479
612.22,,,,,,,,,,0.070584,0.071695,0.07221,0.15486,0.15668,0.1528,0.041489,0.041965,0.042034,0.0035593,0.0035981,0.0036081
625.83,,,,,,,,,,0.065951,0.067024,0.067474,0.14877,0.15055,0.14682,0.040189,0.040658,0.040716,0.0034353,0.0034672,0.003476
639.43,,,,,,,,,,0.061688,0.062719,0.063109,0.14298,0.14471,0.14114,0.038946,0.039408,0.039455,0.0033156,0.003343,0.0033509
653.04,,,,,,,,,,0.057779,0.058763,0.059099,0.13748,0.13918,0.13574,0.03776,0.038215,0.038253,0.0031924,0.0032255,0.0032326
666.64,,,,,,,,,,0.054179,0.055116,0.055402,0.13225,0.13391,0.13061,0.036625,0.037073,0.037102,0.0030782,0.003114,0.0031201
680.25,,,,,,,,,,0.05085,0.051747,0.051988,0.12727,0.12889,0.12572,0.035537,0.035979,0.036,0.0029785,0.0030079,0.0030132
693.85,,,,,,,,,,0.047778,0.048642,0.048842,0.12254,0.12412,0.12106,0.034496,0.034931,0.034944,0.0028806,0.0029069,0.0029115
707.46,,,,,,,,,,0.044933,0.045768,0.04593,0.11804,0.11958,0.11663,0.033498,0.033927,0.033933,0.0027791,0.0028107,0.0028147
721.06,,,,,,,,,,0.042303,0.043105,0.043233,0.11375,0.11525,0.11241,0.032542,0.032965,0.032964,0.002685,0.0027192,0.0027224
734.67,,,,,,,,,,0.03987,0.040636,0.040731,0.10965,0.11112,0.10839,0.031624,0.032041,0.032033,0.002603,0.0026317,0.0026343
748.27,,,,,,,,,,0.037616,0.038345,0.038412,0.10576,0.10719,0.10455,0.030743,0.031154,0.031141,0.0025231,0.0025482,0.0025503
761.88,,,,,,,,,,0.035518,0.036216,0.036256,0.10204,0.10344,0.10089,0.029899,0.030304,0.030285,0.0024394,0.0024685,0.0024701
775.48,,,,,,,,,,0.033562,0.034233,0.03425,0.0985,0.099867,0.097406,0.029089,0.029488,0.029465,0.0023602,0.0023925,0.0023936
789.09,,,,,,,,,,0.031737,0.032386,0.03238,0.095113,0.096449,0.09407,0.028309,0.028702,0.028674,0.0022913,0.0023197,0.0023203
802.69,,,,0.22309,0.22132,0.21548,,,,0.030038,0.030663,0.030637,0.091881,0.093187,0.090887,0.02756,0.027948,0.027916,0.0022265,0.0022501,0.0022503
816.3,,,,0.21805,0.2162,0.21045,,,,0.028457,0.029055,0.029009,0.088792,0.090071,0.087845,0.026841,0.027223,0.027186,0.002158,0.0021835,0.0021834
829.9,,,,0.21317,0.21123,0.20559,,,,0.026982,0.027551,0.027488,0.085842,0.087094,0.084938,0.026149,0.026527,0.026486,0.0020901,0.0021199,0.0021194
843.51,,,,0.20841,0.20639,0.20084,,,,0.0256,0.026142,0.026065,0.083012,0.084237,0.082149,0.025481,0.025854,0.025809,0.0020304,0.0020588,0.002058
857.11,,,,0.20379,0.20169,0.19625,,,,0.024303,0.024824,0.024732,0.080308,0.081507,0.079483,0.02484,0.025207,0.025159,0.0019769,0.0020004,0.0019993
870.72,,,,0.19931,0.19713,0.19179,,,,0.023086,0.023588,0.023484,0.077717,0.07889,0.076928,0.024221,0.024583,0.024532,0.0019217,0.0019443,0.0019429
884.32,,,,0.19495,0.19271,0.18746,,,,0.021946,0.02243,0.022314,0.075236,0.076384,0.07448,0.023625,0.023982,0.023928,0.001864,0.0018906,0.001889
897.93,,,,0.1907,0.18839,0.18324,,,,0.020877,0.021341,0.021214,0.072852,0.073974,0.072127,0.023048,0.0234,0.023343,0.0018106,0.001839,0.001837
911.53,,,,0.18659,0.18422,0.17916,0.048605,0.049103,0.048233,0.019877,0.020319,0.020182,0.070573,0.071671,0.069877,0.022493,0.02284,0.022781,0.0017647,0.0017896,0.0017874
925.14,,,,0.18258,0.18015,0.17518,0.047987,0.048451,0.047584,0.018937,0.019358,0.019213,0.068383,0.069457,0.067715,0.021956,0.022299,0.022238,0.0017207,0.001742,0.0017396
938.74,,,,0.17868,0.17619,0.17132,0.04738,0.04781,0.046946,0.018053,0.018454,0.018301,0.066281,0.067332,0.065639,0.021437,0.021775,0.021712,0.0016735,0.0016963,0.0016937
952.35,,,,0.17491,0.17236,0.16758,0.046787,0.047183,0.046323,0.017219,0.017604,0.017443,0.064268,0.065296,0.063651,0.020938,0.021271,0.021205,0.001626,0.0016525,0.0016497
965.95,,,,0.17121,0.16861,0.16392,0.046199,0.046561,0.045705,0.01643,0.0168,0.016634,0.062325,0.063332,0.061732,0.020452,0.020781,0.020713,0.0015839,0.0016102,0.0016072
979.56,,,,0.16763,0.16498,0.16037,0.045625,0.045954,0.045102,0.015687,0.016044,0.015871,0.060465,0.06145,0.059894,0.019984,0.020308,0.020239,0.0015473,0.0015696,0.0015665
993.16,,,,0.16414,0.16145,0.15693,0.04506,0.045357,0.044509,0.014989,0.01533,0.015152,0.058675,0.059641,0.058126,0.019531,0.019851,0.01978,0.0015104,0.0015305,0.0015272
1006.77,,,,0.16075,0.15801,0.15358,0.044506,0.044771,0.043927,0.014332,0.014656,0.014474,0.056956,0.057902,0.056428,0.019093,0.019409,0.019336,0.0014705,0.0014929,0.0014894
1020.37,,,,0.15745,0.15467,0.15032,0.043961,0.044195,0.043355,0.013711,0.014018,0.013832,0.055301,0.056228,0.054792,0.018669,0.01898,0.018906,0.0014315,0.0014566,0.001453
1033.98,,,,0.15424,0.15142,0.14715,0.043427,0.04363,0.042795,0.013124,0.013416,0.013226,0.053711,0.054621,0.053222,0.018259,0.018566,0.018491,0.0013977,0.0014218,0.001418
1047.58,,,,0.15112,0.14826,0.14407,0.042904,0.043076,0.042245,0.012566,0.012845,0.012652,0.052182,0.053073,0.05171,0.017862,0.018165,0.018089,0.0013678,0.0013881,0.0013842
1061.19,,,,0.14808,0.14519,0.14108,0.042389,0.042531,0.041705,0.012037,0.012305,0.012109,0.050709,0.051582,0.050253,0.017478,0.017777,0.017699,0.0013369,0.0013556,0.0013517
1074.79,,,,0.14511,0.14219,0.13816,0.041882,0.041995,0.041174,0.011537,0.011794,0.011596,0.04929,0.050146,0.04885,0.017105,0.0174,0.017322,0.0013033,0.0013242,0.0013202
1088.4,,,,0.14223,0.13927,0.13532,0.041385,0.041469,0.040653,0.011062,0.011308,0.011107,0.047923,0.048761,0.047497,0.016744,0.017035,0.016956,0.0012706,0.001294,0.0012898
1102.0,,,,0.13941,0.13643,0.13255,0.040896,0.040952,0.040141,0.010614,0.010847,0.010645,0.046607,0.047428,0.046194,0.016394,0.016682,0.016601,0.0012424,0.0012647,0.0012604
1115.61,,,,0.13667,0.13366,0.12986,0.040417,0.040444,0.039638,0.01019,0.01041,0.010207,0.045337,0.046142,0.044937,0.016055,0.016339,0.016257,0.0012174,0.0012364,0.0012321
1129.21,,,,0.134,0.13097,0.12724,0.039945,0.039945,0.039144,0.0097875,0.0099949,0.0097907,0.044112,0.0449,0.043724,0.015725,0.016006,0.015924,0.0011915,0.001209,0.0012046
1142.82,,,,0.13139,0.12834,0.12468,0.03948,0.039453,0.038657,0.0094034,0.0096,0.009395,0.04293,0.043702,0.042553,0.015405,0.015682,0.015599,0.001163,0.0011824,0.001178
1156.42,,,,0.12885,0.12577,0.12219,0.039023,0.038969,0.038179,0.0090378,0.0092253,0.0090198,0.041789,0.042545,0.041423,0.015095,0.015368,0.015284,0.0011348,0.0011567,0.0011522
1170.03,,,,0.12637,0.12328,0.11976,0.038573,0.038494,0.037709,0.0086894,0.0088688,0.0086629,0.040687,0.041429,0.040332,0.014793,0.015063,0.014979,0.0011103,0.0011319,0.0011272
1183.63,,,,0.12395,0.12084,0.11739,0.038131,0.038026,0.037247,0.0083583,0.0085294,0.0083234,0.039624,0.040351,0.039279,0.0145,0.014766,0.014682,0.001089,0.0011077,0.001103
1197.24,,,,0.12159,0.11847,0.11509,0.037697,0.037566,0.036793,0.0080444,0.0082063,0.0080003,0.038596,0.039309,0.038261,0.014216,0.014478,0.014393,0.0010674,0.0010843,0.0010796
1210.84,,,,0.11929,0.11615,0.11284,0.037267,0.037112,0.036344,0.0077465,0.0078984,0.0076926,0.037602,0.038301,0.037277,0.013939,0.014198,0.014112,0.0010434,0.0010615,0.0010568
1224.45,,,,0.11704,0.11389,0.11064,0.036846,0.036667,0.035905,0.0074634,0.0076051,0.0073997,0.036642,0.037328,0.036326,0.01367,0.013925,0.01384,0.001019,0.0010395,0.0010347
1238.05,,,,0.11485,0.11169,0.1085,0.036431,0.036228,0.035472,0.0071932,0.0073254,0.0071207,0.035714,0.036388,0.035407,0.013408,0.01366,0.013574,0.00099705,0.0010181,0.0010132
1251.66,,,,0.11271,0.10954,0.10642,0.036023,0.035797,0.035046,0.0069344,0.0070586,0.0068546,0.034818,0.035478,0.034519,0.013154,0.013403,0.013316,0.00097846,0.00099731,0.00099237
1265.26,,,,0.11063,0.10745,0.10439,0.035622,0.035373,0.034629,0.0066864,0.0068039,0.0066006,0.033951,0.034599,0.03366,0.012906,0.013152,0.013066,0.00096067,0.00097712,0.00097216
1278.87,,,,0.10859,0.1054,0.10241,0.035225,0.034954,0.034216,0.0064492,0.0065606,0.0063583,0.033112,0.033747,0.032827,0.012665,0.012908,0.012821,0.00094101,0.00095744,0.00095246
1292.47,,,,0.1066,0.10341,0.10047,0.034837,0.034544,0.033812,0.0062231,0.0063281,0.0061269,0.032301,0.032924,0.032023,0.012431,0.012671,0.012584,0.00091992,0.00093839,0.00093339
1306.08,,,,0.10466,0.10147,0.098587,0.034455,0.03414,0.033414,0.006008,0.006106,0.0059058,0.031516,0.032127,0.031244,0.012203,0.012439,0.012352,0.00090001,0.00091989,0.00091484
1319.68,,,,0.10276,0.099567,0.096747,0.034078,0.033742,0.033022,0.0058033,0.0058936,0.0056946,0.030756,0.031355,0.030491,0.011981,0.012214,0.012127,0.00088311,0.0009019,0.00089681
1333.29,,,,0.10091,0.097716,0.094953,0.033708,0.033351,0.032637,0.005608,0.0056903,0.0054927,0.030021,0.030608,0.029761,0.011765,0.011995,0.011908,0.00086814,0.00088441,0.0008793
1346.89,,,,0.0991,0.095902,0.093195,0.033342,0.032965,0.032257,0.0054206,0.0054957,0.0052994,0.029307,0.029882,0.029052,0.011554,0.011781,0.011694,0.00085239,0.00086734,0.00086223
1360.5,,,,0.097336,0.094139,0.091487,0.032985,0.032587,0.031886,0.0052406,0.0053093,0.0051145,0.028618,0.029182,0.028368,0.011349,0.011574,0.011487,0.00083482,0.00085081,0.0008457
1374.1,,,,0.09561,0.092413,0.089815,0.032632,0.032215,0.031519,0.0050674,0.0051308,0.0049376,0.027949,0.028501,0.027703,0.01115,0.011371,0.011284,0.00081682,0.00083473,0.0008296
1387.71,,,,0.093922,0.090727,0.088183,0.032284,0.031848,0.031159,0.0049011,0.0049598,0.0047681,0.0273,0.027842,0.027059,0.010955,0.011174,0.011087,0.00080078,0.00081909,0.00081393
1401.31,,,,0.092273,0.089081,0.086588,0.031942,0.031486,0.030804,0.0047419,0.0047959,0.0046059,0.026671,0.027202,0.026434,0.010765,0.010981,0.010894,0.00078731,0.00080387,0.00079868
1414.92,,,,0.090663,0.087474,0.085033,0.031605,0.031131,0.030455,0.00459,0.0046388,0.0044505,0.026061,0.026582,0.025829,0.01058,0.010794,0.010707,0.0007747,0.00078905,0.00078387
1428.52,,,,0.089082,0.085898,0.083507,0.031272,0.03078,0.03011,0.0044448,0.0044879,0.0043012,0.025467,0.025979,0.02524,0.010399,0.01061,0.010523,0.00076075,0.00077458,0.0007694
1442.13,,,,0.08754,0.084361,0.08202,0.030945,0.030435,0.029771,0.0043062,0.0043432,0.0041583,0.024893,0.025395,0.024669,0.010223,0.010431,0.010344,0.00074529,0.00076052,0.00075536
1455.73,,,,0.086032,0.082858,0.080566,0.030623,0.030095,0.029438,0.0041732,0.0042043,0.0040212,0.024335,0.024827,0.024115,0.010052,0.010257,0.01017,0.00073005,0.00074685,0.00074168
1469.34,,,,0.084556,0.081389,0.079145,0.030305,0.02976,0.029109,0.0040451,0.0040709,0.0038896,0.023793,0.024276,0.023577,0.0098837,0.010086,0.0099998,0.00071685,0.00073354,0.00072835
1482.94,,,,0.083114,0.079954,0.077757,0.029992,0.02943,0.028785,0.0039215,0.0039429,0.0037635,0.023267,0.023741,0.023055,0.0097199,0.0099199,0.0098336,0.0007057,0.00072056,0.00071537
1496.55,,,,0.0817,0.078548,0.076397,0.029683,0.029104,0.028466,0.003802,0.0038197,0.0036421,0.022756,0.023221,0.022547,0.0095598,0.0097573,0.0096712,0.00069482,0.0007079,0.00070271
1510.15,,,,0.08032,0.077176,0.075071,0.029379,0.028784,0.028152,0.0036871,0.0037014,0.0035257,0.02226,0.022717,0.022055,0.0094037,0.0095987,0.0095128,0.00068258,0.00069556,0.0006904
1523.76,,,,0.07897,0.075834,0.073774,0.029079,0.028468,0.027843,0.003577,0.0035876,0.0034139,0.021779,0.022226,0.021576,0.0092512,0.0094437,0.0093581,0.00066908,0.00068355,0.0006784
1537.36,,,,0.077648,0.074521,0.072505,0.028784,0.028157,0.027538,0.0034717,0.0034782,0.0033064,0.021311,0.02175,0.021111,0.0091022,0.0092923,0.0092069,0.00065601,0.00067186,0.0006667
1550.97,,,,0.076354,0.073238,0.071264,0.028493,0.027851,0.027238,0.0033709,0.003373,0.0032031,0.020857,0.021287,0.020659,0.0089567,0.0091443,0.0090591,0.00064484,0.00066046,0.00065529
1564.57,,,,0.075089,0.071982,0.070052,0.028206,0.027549,0.026942,0.0032743,0.0032717,0.0031037,0.020415,0.020837,0.020219,0.0088144,0.0089997,0.0089148,0.0006354,0.00064934,0.00064417
1578.18,,,,0.07385,0.070753,0.068864,0.027923,0.027251,0.026651,0.0031811,0.0031741,0.003008,0.019986,0.020399,0.019792,0.0086754,0.0088584,0.0087737,0.00062611,0.00063848,0.00063333
1591.78,,,,0.072638,0.069552,0.067704,0.027644,0.026958,0.026364,0.0030911,0.0030801,0.0029161,0.019568,0.019973,0.019377,0.0085396,0.0087203,0.0086359,0.00061555,0.00062789,0.00062276
1605.39,,,,0.071451,0.068377,0.066569,0.027369,0.026669,0.026082,0.0030038,0.0029896,0.0028275,0.019163,0.019559,0.018973,0.0084069,0.0085853,0.0085012,0.00060386,0.00061756,0.00061245
1618.99,,,,0.070289,0.067227,0.065458,0.027099,0.026384,0.025804,0.0029192,0.0029023,0.0027422,0.018768,0.019156,0.01858,0.0082772,0.0084533,0.0083695,0.00059248,0.0006075,0.00060239
1632.6,,,,0.069151,0.066101,0.064371,0.026832,0.026104,0.02553,0.0028377,0.0028182,0.0026601,0.018383,0.018764,0.018197,0.0081503,0.0083242,0.0082407,0.00058276,0.00059768,0.00059257
1646.2,,,,0.068036,0.064999,0.063307,0.026569,0.025827,0.025259,0.0027592,0.0027371,0.0025809,0.018009,0.018383,0.017825,0.0080262,0.008198,0.0081147,0.00057464,0.00058809,0.00058298
1659.81,,,,0.066945,0.063921,0.062266,0.026309,0.025555,0.024993,0.0026841,0.002659,0.0025047,0.017645,0.018011,0.017463,0.0079049,0.0080745,0.0079916,0.00056682,0.00057871,0.00057362
1673.41,,,,0.065875,0.062865,0.061247,0.026054,0.025286,0.024731,0.0026121,0.0025835,0.0024313,0.017291,0.01765,0.01711,0.0077862,0.0079536,0.0078711,0.00055797,0.00056955,0.00056448
1687.02,,,,0.064828,0.061831,0.060249,0.025802,0.025022,0.024473,0.0025428,0.0025107,0.0023604,0.016946,0.017298,0.016767,0.0076701,0.0078354,0.0077532,0.00054794,0.0005606,0.00055555
1700.62,,,,0.063801,0.060818,0.059272,0.025553,0.024761,0.024218,0.002476,0.0024404,0.0022921,0.01661,0.016955,0.016432,0.0075565,0.0077198,0.0076379,0.00053789,0.00055187,0.00054682
1714.23,,,,0.062795,0.059826,0.058315,0.025308,0.024504,0.023967,0.0024111,0.0023726,0.0022262,0.016282,0.016621,0.016106,0.0074453,0.0076065,0.007525,0.00052912,0.00054334,0.00053829
1727.83,,,,0.061809,0.058854,0.057378,0.025066,0.02425,0.02372,0.0023481,0.0023071,0.0021626,0.015963,0.016295,0.015789,0.0073364,0.0074956,0.0074144,0.00052189,0.00053499,0.00052995
1741.44,,,,0.060842,0.057903,0.056459,0.024827,0.024,0.023476,0.0022869,0.0022438,0.0021012,0.015652,0.015978,0.015479,0.0072298,0.007387,0.0073061,0.00051528,0.00052682,0.00052179
1755.04,,,,0.059894,0.05697,0.05556,0.024592,0.023753,0.023235,0.0022276,0.0021827,0.002042,0.015349,0.015668,0.015177,0.0071254,0.0072807,0.0072001,0.00050797,0.00051882,0.00051381
1768.65,,,,0.058965,0.056057,0.054679,0.02436,0.023509,0.022998,0.0021704,0.0021236,0.0019848,0.015054,0.015367,0.014883,0.0070232,0.0071765,0.0070963,0.0004995,0.00051099,0.00050601
1782.25,,,,0.058054,0.055161,0.053816,0.02413,0.023269,0.022764,0.0021154,0.0020665,0.0019296,0.014767,0.015073,0.014597,0.0069231,0.0070744,0.0069947,0.00049057,0.00050333,0.00049837
1795.86,,,,0.05716,0.054284,0.05297,0.023904,0.023032,0.022533,0.0020626,0.0020113,0.0018763,0.014486,0.014786,0.014317,0.006825,0.0069745,0.0068951,0.00048242,0.00049585,0.00049089
1809.46,,,,0.056284,0.053424,0.052141,0.023681,0.022799,0.022306,0.0020119,0.0019579,0.0018248,0.014213,0.014507,0.014045,0.0067288,0.0068764,0.0067974,0.00047571,0.00048852,0.00048357
1823.07,,,,0.055425,0.052582,0.051328,0.02346,0.022568,0.022081,0.0019629,0.0019062,0.001775,0.013947,0.014234,0.013779,0.0066347,0.0067804,0.0067017,0.00046997,0.00048134,0.0004764
1836.67,,,,0.054582,0.051756,0.050532,0.023243,0.02234,0.02186,0.0019153,0.0018563,0.0017269,0.013687,0.013968,0.01352,0.0065423,0.0066862,0.0066079,0.00046407,0.00047429,0.00046937
1850.28,,,,0.053755,0.050947,0.049752,0.023028,0.022116,0.021642,0.001869,0.0018079,0.0016803,0.013433,0.013708,0.013267,0.0064519,0.0065939,0.006516,0.00045715,0.00046739,0.0004625
1863.88,,,,0.052944,0.050153,0.048987,0.022816,0.021895,0.021426,0.0018238,0.0017611,0.0016353,0.013186,0.013455,0.01302,0.0063632,0.0065035,0.0064259,0.00044938,0.00046063,0.00045576
1877.49,,,,0.052149,0.049376,0.048238,0.022606,0.021676,0.021214,0.0017798,0.0017158,0.0015918,0.012945,0.013208,0.012779,0.0062763,0.0064148,0.0063376,0.00044174,0.00045402,0.00044916
1891.09,,,,0.051369,0.048613,0.047503,0.0224,0.021461,0.021005,0.0017371,0.0016719,0.0015497,0.012709,0.012967,0.012545,0.006191,0.0063278,0.006251,0.00043519,0.00044755,0.00044269
1904.7,,,,0.050603,0.047866,0.046783,0.022196,0.021248,0.020798,0.0016959,0.0016293,0.0015089,0.012479,0.012731,0.012315,0.0061075,0.0062425,0.0061661,0.00042986,0.0004412,0.00043636
1918.3,,,,0.049852,0.047133,0.046076,0.021994,0.021038,0.020594,0.0016562,0.0015881,0.0014695,0.012255,0.012501,0.012091,0.0060255,0.0061588,0.0060829,0.00042499,0.00043497,0.00043015
1931.91,,,,0.049114,0.046414,0.045384,0.021796,0.020831,0.020393,0.0016181,0.0015482,0.0014313,0.012036,0.012277,0.011873,0.0059452,0.0060768,0.0060012,0.00041956,0.00042886,0.00042406
1945.51,,,,0.048391,0.045709,0.044705,0.021599,0.020627,0.020195,0.0015813,0.0015095,0.0013943,0.011821,0.012058,0.011659,0.0058663,0.0059963,0.0059211,0.00041315,0.00042287,0.0004181
1959.12,,,,0.04768,0.045018,0.044038,0.021406,0.020425,0.019999,0.0015457,0.0014719,0.0013584,0.011612,0.011844,0.011451,0.005789,0.0059173,0.0058425,0.00040623,0.000417,0.00041225
1972.72,,,,0.046983,0.044341,0.043386,0.021214,0.020226,0.019806,0.001511,0.0014356,0.0013237,0.011408,0.011635,0.011247,0.0057132,0.0058399,0.0057655,0.00039975,0.00041126,0.00040653
1986.33,,,,0.046298,0.043675,0.042744,0.021025,0.02003,0.019616,0.001477,0.0014002,0.0012901,0.011209,0.01143,0.011048,0.0056388,0.0057639,0.0056899,0.00039438,0.00040563,0.00040091
1999.93,,,,0.045626,0.043022,0.042115,0.020839,0.019836,0.019428,0.0014438,0.001366,0.0012575,0.011014,0.01123,0.010854,0.0055658,0.0056892,0.0056157,0.00038997,0.0004001,0.0003954
2013.54,,,,0.044966,0.042382,0.041498,0.020654,0.019645,0.019242,0.0014114,0.0013327,0.0012259,0.010823,0.011035,0.010664,0.0054941,0.005616,0.0055428,0.00038572,0.00039468,0.00038999
2027.14,,,,0.044317,0.041753,0.040893,0.020472,0.019456,0.019059,0.0013799,0.0013005,0.0011952,0.010637,0.010845,0.010478,0.0054238,0.0055442,0.0054714,0.00038081,0.00038935,0.0003847
2040.75,,,,0.04368,0.041136,0.040299,0.020293,0.01927,0.018879,0.0013494,0.0012692,0.0011655,0.010456,0.010658,0.010297,0.0053548,0.0054736,0.0054012,0.00037503,0.00038413,0.0003795
2054.35,,,,0.043054,0.04053,0.039715,0.020115,0.019086,0.018701,0.00132,0.0012388,0.0011367,0.010278,0.010476,0.010119,0.005287,0.0054043,0.0053323,0.00036894,0.00037901,0.00037441
