,1s,1s,1s,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4s,4s,4s
231.28,,,,,,,,,,0.18597,0.18652,0.18858,0.53402,0.54019,0.53489,0.12057,0.1216,0.12093,0.014574,0.014708,0.014646
244.89,,,,,,,,,,0.15893,0.15932,0.16111,0.49541,0.50124,0.49617,0.11296,0.11396,0.11334,0.013413,0.013496,0.013439
258.49,,,,,,,,,,0.13662,0.13697,0.13854,0.46008,0.46558,0.46072,0.10601,0.10698,0.10641,0.012345,0.012416,0.012366
272.1,,,,,,,,,,0.11803,0.11849,0.11986,0.42783,0.43298,0.42833,0.099664,0.10061,0.10007,0.01133,0.011458,0.011411
285.7,,,,,,,,,,0.1027,0.1031,0.1043,0.39845,0.40326,0.3988,0.093868,0.094788,0.094285,0.010563,0.010602,0.010559
299.31,,,,,,,,,,0.089893,0.090191,0.091253,0.37164,0.37614,0.37186,0.088569,0.089464,0.088989,0.0097298,0.0098362,0.0097967
312.91,,,,,,,,,,0.078923,0.079258,0.080199,0.3471,0.35133,0.34723,0.083699,0.084572,0.08412,0.0090657,0.0091506,0.0091123
326.52,,,,,,,,,,0.069574,0.069958,0.070791,0.32462,0.32863,0.32469,0.079223,0.080075,0.079644,0.0084912,0.0085323,0.0084972
340.12,,,,,,,,,,0.061675,0.061993,0.062731,0.30395,0.30777,0.304,0.075089,0.07592,0.075508,0.0078676,0.0079754,0.007942
353.73,,,,,,,,,,0.054886,0.055138,0.055796,0.28494,0.28859,0.28496,0.071263,0.072074,0.071678,0.0074101,0.0074727,0.00744
367.33,,,,,,,,,,0.048931,0.049212,0.049799,0.26743,0.2709,0.2674,0.06771,0.068502,0.068119,0.0069698,0.0070146,0.0069843
380.94,,,,,,,,,,0.043758,0.044073,0.044596,0.25129,0.25456,0.2512,0.064404,0.065176,0.064807,0.0065003,0.0065991,0.0065697
394.54,,,,,,,,,,0.039327,0.039599,0.040066,0.2364,0.23947,0.23624,0.061329,0.062082,0.061724,0.0061656,0.0062211,0.0061921
408.15,,,,,,,,,,0.035471,0.035687,0.036104,0.22264,0.22554,0.22243,0.058465,0.059199,0.058851,0.0058357,0.0058746,0.0058473
421.75,,,,,,,,,,0.032031,0.032253,0.032628,0.20991,0.21265,0.20965,0.05579,0.056507,0.056168,0.0054712,0.005558,0.0055314
435.36,,,,,,,,,,0.028975,0.02923,0.029565,0.19811,0.20072,0.19784,0.053297,0.053997,0.053666,0.0052108,0.0052682,0.0052418
448.96,,,,,,,,,,0.026314,0.026557,0.026857,0.18718,0.18968,0.1869,0.05097,0.051654,0.051331,0.0049708,0.0050007,0.0049756
462.57,,,,,,,,,,0.023989,0.024184,0.024452,0.17701,0.17941,0.17673,0.048785,0.049453,0.049138,0.0046814,0.0047534,0.0047291
476.17,,,,,,,,,,0.021898,0.022072,0.022313,0.16757,0.16987,0.16728,0.046739,0.047392,0.047083,0.0044588,0.0045255,0.0045011
489.78,,,,,,,,,,0.019996,0.020188,0.020405,0.1588,0.161,0.15849,0.044821,0.045458,0.045155,0.0042854,0.004313,0.0042894
503.38,,,,,,,,,,0.018295,0.018502,0.018696,0.1506,0.15269,0.15027,0.043008,0.043631,0.043333,0.0040629,0.0041142,0.0040914
516.99,,,,,,,,,,0.016805,0.016992,0.017164,0.14297,0.14495,0.14261,0.041303,0.041911,0.041619,0.0038567,0.0039294,0.0039067
530.59,,,,0.35049,0.35423,0.34728,,,,0.015483,0.015635,0.015789,0.13583,0.13771,0.13544,0.039694,0.040288,0.04,0.003718,0.0037562,0.0037337
544.2,,,,0.33875,0.34221,0.33534,,,,0.01427,0.014412,0.014549,0.12915,0.13093,0.12874,0.038173,0.038753,0.038469,0.0035633,0.0035929,0.0035712
557.8,,,,0.32753,0.33073,0.32395,,,,0.013152,0.013308,0.013431,0.12289,0.12458,0.12247,0.036736,0.037303,0.037024,0.003378,0.0034401,0.0034188
571.41,,,,0.3168,0.31975,0.31305,,,,0.012144,0.01231,0.012419,0.11702,0.11864,0.11659,0.035377,0.03593,0.035655,0.0032406,0.0032968,0.0032754
585.01,,,,0.30652,0.30923,0.30262,,,,0.011254,0.011406,0.011502,0.11151,0.11307,0.11108,0.03409,0.034631,0.034359,0.0031369,0.0031614,0.0031404
598.62,,,,0.29671,0.29919,0.29266,,,,0.010458,0.010583,0.010668,0.10634,0.10784,0.10592,0.032872,0.033401,0.033133,0.0029988,0.0030338,0.0030135
612.22,,,,0.2873,0.28956,0.28312,,,,0.0097206,0.009834,0.0099089,0.10148,0.10294,0.10107,0.031718,0.032235,0.031971,0.0028545,0.0029141,0.0028939
625.83,,,,0.27829,0.28033,0.27398,0.06772,0.069958,0.068529,0.0090284,0.0091506,0.0092164,0.096925,0.098318,0.096513,0.030622,0.031128,0.030867,0.0027584,0.0028013,0.0027811
639.43,,,,0.26964,0.27147,0.26522,0.06647,0.068656,0.067238,0.0083927,0.0085255,0.0085826,0.092638,0.09397,0.092218,0.029582,0.030076,0.029819,0.002674,0.0026943,0.0026746
653.04,,,,0.26134,0.26298,0.25681,0.065254,0.067389,0.065982,0.0078266,0.0079537,0.0080028,0.088605,0.089873,0.088173,0.028593,0.029076,0.028822,0.0025565,0.0025932,0.002574
666.64,,,,0.25337,0.25482,0.24874,0.064069,0.066154,0.064757,0.0073213,0.0074291,0.0074711,0.084801,0.086006,0.084357,0.027652,0.028124,0.027873,0.0024429,0.0024981,0.0024789
680.25,,,,0.24571,0.24697,0.24099,0.062913,0.064947,0.063561,0.0068546,0.006947,0.0069826,0.081209,0.082352,0.080752,0.026755,0.027216,0.026968,0.0023705,0.002408,0.0023889
693.85,,,,0.23834,0.23943,0.23354,0.061786,0.06377,0.062394,0.0064117,0.006504,0.006534,0.07781,0.078899,0.077345,0.0259,0.02635,0.026104,0.0023032,0.0023223,0.0023036
707.46,,,,0.23126,0.23218,0.22639,0.060686,0.062621,0.061256,0.0059945,0.0060962,0.0061209,0.074593,0.075635,0.074126,0.025083,0.025523,0.02528,0.0022069,0.0022411,0.0022228
721.06,,,,0.22446,0.22521,0.21951,0.059615,0.0615,0.060145,0.0056148,0.0057204,0.00574,0.071545,0.072546,0.07108,0.024303,0.024733,0.024494,0.0021139,0.0021645,0.0021462
734.67,,,,0.21791,0.21851,0.2129,0.058568,0.060405,0.05906,0.005277,0.0053734,0.0053883,0.068653,0.06962,0.068196,0.023558,0.023978,0.023741,0.0020555,0.0020917,0.0020735
748.27,,,,0.21161,0.21207,0.20655,0.057547,0.059337,0.058001,0.0049717,0.0050526,0.0050634,0.065914,0.066849,0.065465,0.022845,0.023256,0.023022,0.0020046,0.0020223,0.0020044
761.88,,,,0.20556,0.20587,0.20044,0.056553,0.058295,0.05697,0.0046839,0.0047555,0.0047627,0.063319,0.064224,0.062878,0.022164,0.022566,0.022334,0.0019286,0.0019562,0.0019388
775.48,,,,0.19974,0.19991,0.19458,0.055585,0.05728,0.055965,0.0044064,0.00448,0.0044839,0.060861,0.061735,0.060426,0.021512,0.021905,0.021676,0.0018488,0.0018938,0.0018764
789.09,,,,0.19413,0.19417,0.18893,0.054639,0.056288,0.054982,0.0041436,0.0042244,0.0042252,0.058531,0.059371,0.058097,0.020888,0.021272,0.021045,0.001797,0.0018343,0.0018169
802.69,,,,0.18873,0.18865,0.18349,0.053719,0.055322,0.054026,0.0039043,0.0039871,0.0039848,0.056323,0.057127,0.055887,0.020291,0.020667,0.020442,0.0017596,0.0017775,0.0017603
816.3,,,,0.18353,0.18333,0.17826,0.052821,0.054379,0.053092,0.003691,0.0037664,0.0037614,0.054227,0.054993,0.053786,0.019719,0.020086,0.019863,0.0017038,0.0017231,0.0017063
829.9,,,,0.17852,0.1782,0.17322,0.051946,0.053459,0.052182,0.0034973,0.0035607,0.0035533,0.052236,0.052964,0.051789,0.01917,0.019529,0.019309,0.0016346,0.0016713,0.0016548
843.51,,,,0.17368,0.17325,0.16835,0.05109,0.052559,0.051292,0.0033133,0.0033688,0.0033594,0.050338,0.05103,0.049886,0.018643,0.018993,0.018776,0.0015831,0.001622,0.0016054
857.11,,,,0.16901,0.16847,0.16366,0.050257,0.051682,0.050424,0.0031337,0.0031898,0.0031785,0.04853,0.049189,0.048075,0.018138,0.01848,0.018264,0.0015528,0.0015747,0.0015583
870.72,,,,0.16451,0.16387,0.15914,0.049441,0.050824,0.049575,0.0029613,0.0030228,0.0030097,0.046803,0.047434,0.046349,0.017652,0.017986,0.017773,0.0015157,0.0015291,0.001513
884.32,,,,0.16016,0.15942,0.15478,0.048645,0.049984,0.048746,0.0028025,0.0028669,0.002852,0.045154,0.04576,0.044703,0.017184,0.017511,0.0173,0.0014596,0.0014855,0.0014697
897.93,,,,0.15595,0.15512,0.15056,0.047865,0.049163,0.047933,0.0026606,0.002721,0.0027045,0.043576,0.044162,0.043132,0.016734,0.017053,0.016844,0.0014064,0.0014438,0.001428
911.53,,,,0.1519,0.15097,0.1465,0.047105,0.048361,0.047141,0.002533,0.0025843,0.0025665,0.04207,0.042638,0.041634,0.016301,0.016613,0.016406,0.0013747,0.0014038,0.0013881
925.14,,,,0.14797,0.14696,0.14257,0.046361,0.047576,0.046366,0.0024128,0.0024562,0.0024372,0.040631,0.041182,0.040204,0.015884,0.016189,0.015985,0.0013512,0.0013652,0.0013497
938.74,,,,0.14419,0.14309,0.13878,0.045634,0.046808,0.045607,0.0022948,0.002336,0.0023159,0.039258,0.039791,0.038837,0.015483,0.015781,0.015578,0.0013132,0.0013279,0.0013127
952.35,,,,0.14053,0.13936,0.13513,0.044923,0.046057,0.044866,0.0021788,0.0022232,0.0022022,0.037948,0.038463,0.037532,0.015096,0.015387,0.015186,0.0012637,0.0012922,0.0012772
965.95,,,,0.13699,0.13574,0.13159,0.044228,0.045322,0.04414,0.0020689,0.0021171,0.0020952,0.036695,0.037191,0.036283,0.014723,0.015007,0.014809,0.0012249,0.001258,0.001243
979.56,,,,0.13357,0.13225,0.12817,0.043549,0.044604,0.043432,0.0019693,0.0020175,0.0019947,0.035501,0.035975,0.035089,0.014363,0.014641,0.014445,0.0012037,0.001225,0.0012101
993.16,,,,0.13026,0.12887,0.12487,0.042886,0.043902,0.042739,0.0018807,0.0019237,0.0019001,0.03436,0.034811,0.033946,0.014017,0.014288,0.014094,0.001183,0.0011931,0.0011784
1006.77,,,,0.12706,0.12561,0.12168,0.042237,0.043216,0.042062,0.0017996,0.0018353,0.001811,0.033268,0.033697,0.032853,0.013682,0.013947,0.013755,0.0011473,0.0011623,0.0011479
1020.37,,,,0.12396,0.12244,0.11859,0.041603,0.042544,0.041399,0.0017212,0.0017518,0.001727,0.032222,0.032628,0.031805,0.013359,0.013618,0.013427,0.0011053,0.0011327,0.0011185
1033.98,,,,0.12096,0.11939,0.11561,0.040983,0.041887,0.040752,0.0016428,0.001673,0.0016478,0.031219,0.031605,0.0308,0.013048,0.0133,0.013112,0.0010755,0.0011044,0.0010902
1047.58,,,,0.11806,0.11642,0.11272,0.040377,0.041244,0.040118,0.0015654,0.0015987,0.001573,0.030255,0.030623,0.029837,0.012747,0.012993,0.012806,0.0010598,0.001077,0.0010629
1061.19,,,,0.11524,0.11356,0.10992,0.039784,0.040615,0.039498,0.0014925,0.0015285,0.0015024,0.029328,0.02968,0.028913,0.012456,0.012696,0.012511,0.0010418,0.0010505,0.0010366
1074.79,,,,0.11252,0.11078,0.10721,0.039203,0.039999,0.038891,0.0014268,0.0014622,0.0014358,0.028436,0.028775,0.028026,0.012174,0.012409,0.012226,0.0010105,0.0010248,0.0010113
1088.4,,,,0.10987,0.10808,0.10459,0.038635,0.039395,0.038297,0.0013685,0.0013995,0.0013726,0.027578,0.027906,0.027174,0.011902,0.012131,0.01195,0.00097483,0.0010002,0.00098676
1102.0,,,,0.10731,0.10547,0.10204,0.038078,0.038804,0.037715,0.0013149,0.00134,0.001313,0.026753,0.027071,0.026356,0.011638,0.011862,0.011683,0.00095023,0.00097655,0.00096313
1115.61,,,,0.10482,0.10294,0.099578,0.037533,0.038224,0.037145,0.0012626,0.0012837,0.0012565,0.025959,0.026268,0.02557,0.011383,0.011602,0.011424,0.00093779,0.00095365,0.00094032
1129.21,,,,0.10241,0.10048,0.097189,0.036999,0.037657,0.036586,0.0012097,0.0012303,0.001203,0.025197,0.025496,0.024814,0.011136,0.011349,0.011173,0.0009237,0.0009314,0.00091829
1142.82,,,,0.10007,0.098102,0.094873,0.036475,0.0371,0.036039,0.0011568,0.0011797,0.0011523,0.024466,0.024754,0.024087,0.010897,0.011104,0.01093,0.00089793,0.00090987,0.00089699
1156.42,,,,0.097797,0.095794,0.092629,0.035963,0.036555,0.035503,0.0011064,0.0011318,0.0011042,0.023763,0.02404,0.023388,0.010665,0.010867,0.010695,0.00086707,0.00088918,0.00087643
1170.03,,,,0.095594,0.093554,0.090452,0.03546,0.03602,0.034977,0.0010609,0.0010863,0.0010586,0.023089,0.023353,0.022715,0.01044,0.010637,0.010467,0.00084472,0.00086926,0.00085655
1183.63,,,,0.093457,0.091382,0.088342,0.034968,0.035496,0.034463,0.0010207,0.001043,0.0010153,0.022441,0.022691,0.022068,0.010222,0.010414,0.010246,0.00083394,0.00084997,0.00083733
1197.24,,,,0.091382,0.089275,0.086296,0.034487,0.034983,0.033958,0.00098418,0.0010019,0.0009742,0.021818,0.022054,0.021444,0.010011,0.010198,0.010031,0.00082411,0.00083121,0.00081876
1210.84,,,,0.089366,0.087228,0.084309,0.034014,0.034479,0.033464,0.00094893,0.00096278,0.0009351,0.021218,0.02144,0.020844,0.0098054,0.0099881,0.009823,0.00080463,0.000813,0.00080077
1224.45,,,,0.087409,0.085243,0.082382,0.033551,0.033986,0.03298,0.00091305,0.00092552,0.00089793,0.02064,0.020849,0.020265,0.0096067,0.0097846,0.0096211,0.00077806,0.00079547,0.00078338
1238.05,,,,0.085507,0.083314,0.080512,0.033098,0.033503,0.032506,0.00087639,0.00089006,0.00086257,0.020081,0.020278,0.019708,0.0094138,0.0095869,0.0094252,0.00075611,0.00077857,0.00076654
1251.66,,,,0.08366,0.081441,0.078696,0.032654,0.033029,0.032041,0.00084045,0.00085631,0.00082891,0.019542,0.019728,0.01917,0.0092266,0.009395,0.009235,0.00074497,0.00076221,0.00075023
1265.26,,,,0.081865,0.079622,0.076932,0.032219,0.032564,0.031586,0.0008072,0.00082419,0.00079685,0.01902,0.019198,0.018652,0.0090448,0.0092087,0.0090503,0.00073838,0.00074627,0.00073443
1278.87,,,,0.080118,0.077852,0.075218,0.031791,0.032108,0.031139,0.00077777,0.00079357,0.00076632,0.018515,0.018685,0.018151,0.008868,0.0090275,0.0088708,0.00072554,0.00073074,0.0007191
1292.47,,,,0.07842,0.076133,0.073553,0.031373,0.031662,0.030701,0.00075177,0.00076435,0.00073721,0.018027,0.018191,0.017668,0.0086964,0.0088516,0.0086965,0.000704,0.00071571,0.00070425
1306.08,,,,0.076768,0.074462,0.071935,0.030963,0.031223,0.030272,0.00072757,0.00073646,0.00070947,0.017554,0.017713,0.017202,0.0085296,0.0086806,0.0085271,0.0006821,0.0007012,0.00068983
1319.68,,,,0.07516,0.072837,0.070362,0.03056,0.030793,0.02985,0.00070337,0.0007098,0.000683,0.017098,0.017252,0.016751,0.0083673,0.0085142,0.0083623,0.00066862,0.00068716,0.00067583
1333.29,,,,0.073596,0.071256,0.068833,0.030165,0.030371,0.029437,0.00067822,0.00068435,0.00065775,0.016658,0.016806,0.016316,0.0082095,0.0083523,0.008202,0.0006629,0.00067347,0.00066223
1346.89,,,,0.072073,0.069717,0.067345,0.029777,0.029956,0.029031,0.00065248,0.00066004,0.00063364,0.016232,0.016375,0.015895,0.0080559,0.0081948,0.008046,0.00065605,0.00066008,0.00064901
1360.5,,,,0.070592,0.068222,0.0659,0.029396,0.029549,0.028634,0.00062753,0.00063683,0.00061062,0.015822,0.015959,0.015489,0.0079066,0.0080415,0.0078944,0.0006412,0.00064705,0.00063617
1374.1,,,,0.069149,0.066766,0.064493,0.029023,0.02915,0.028243,0.00060477,0.00061466,0.00058862,0.015426,0.015556,0.015096,0.0077612,0.0078923,0.0077467,0.00062113,0.00063443,0.00062368
1387.71,,,,0.067745,0.06535,0.063125,0.028656,0.028758,0.027859,0.00058485,0.00059345,0.00056759,0.015045,0.015166,0.014715,0.0076197,0.007747,0.0076029,0.0006046,0.00062222,0.00061153
1401.31,,,,0.066377,0.063972,0.061794,0.028296,0.028372,0.027483,0.00056728,0.00057315,0.00054749,0.014676,0.014789,0.014348,0.0074819,0.0076054,0.0074628,0.00059645,0.00061034,0.00059971
1414.92,,,,0.065045,0.06263,0.060499,0.027942,0.027994,0.027114,0.00055077,0.00055369,0.00052825,0.01432,0.014424,0.013992,0.0073478,0.0074675,0.0073265,0.00059268,0.00059872,0.0005882
1428.52,,,,0.063748,0.061324,0.059239,0.027595,0.027623,0.026751,0.00053397,0.00053502,0.00050984,0.013975,0.014071,0.013647,0.0072171,0.0073332,0.0071936,0.00058507,0.00058734,0.000577
1442.13,,,,0.062484,0.060053,0.058012,0.027254,0.027258,0.026395,0.00051624,0.00051713,0.00049221,0.013641,0.013729,0.013314,0.0070899,0.0072023,0.0070642,0.00057007,0.00057627,0.0005661
1455.73,,,,0.061252,0.058815,0.056818,0.026919,0.0269,0.026045,0.0004979,0.00049999,0.00047532,0.013317,0.013398,0.012991,0.0069659,0.0070747,0.0069381,0.00055243,0.00056555,0.00055549
1469.34,,,,0.060052,0.057609,0.055656,0.026591,0.026548,0.025702,0.00047997,0.00048357,0.00045913,0.013002,0.013077,0.012679,0.006845,0.0069503,0.0068152,0.00053968,0.00055516,0.00054515
1482.94,,,,0.058882,0.056434,0.054524,0.026268,0.026202,0.025365,0.00046358,0.00046783,0.00044362,0.012696,0.012766,0.012376,0.0067272,0.0068291,0.0066954,0.00053424,0.00054503,0.00053508
1496.55,,,,0.057742,0.05529,0.053421,0.025951,0.025863,0.025035,0.00044928,0.00045273,0.00042874,0.012399,0.012465,0.012082,0.0066123,0.0067109,0.0065787,0.00053126,0.0005351,0.00052528
1510.15,,,,0.05663,0.054175,0.052347,0.02564,0.02553,0.02471,0.00043683,0.00043822,0.00041447,0.01211,0.012172,0.011798,0.0065003,0.0065956,0.0064648,0.00052379,0.00052539,0.00051573
1523.76,,,,0.055545,0.053088,0.051301,0.025334,0.025202,0.024391,0.00042532,0.00042426,0.00040077,0.011829,0.011889,0.011522,0.006391,0.0064831,0.0063538,0.00050997,0.00051594,0.00050642
1537.36,,,,0.054487,0.052028,0.050281,0.025034,0.02488,0.024078,0.00041368,0.00041084,0.00038762,0.011557,0.011614,0.011255,0.0062843,0.0063734,0.0062454,0.00049466,0.00050678,0.00049735
1550.97,,,,0.053454,0.050995,0.049286,0.024739,0.024564,0.02377,0.00040126,0.00039794,0.000375,0.011293,0.011348,0.010995,0.0061803,0.0062663,0.0061397,0.00048421,0.00049788,0.00048851
1564.57,,,,0.052446,0.049988,0.048317,0.024449,0.024253,0.023468,0.0003881,0.00038554,0.00036287,0.011037,0.011089,0.010743,0.0060787,0.0061618,0.0060365,0.00048015,0.0004892,0.00047989
1578.18,,,,0.051463,0.049005,0.047372,0.024164,0.023948,0.023171,0.00037488,0.00037363,0.00035122,0.010789,0.010838,0.010499,0.0059796,0.0060597,0.0059358,0.00047797,0.00048069,0.0004715
1591.78,,,,0.050502,0.048047,0.04645,0.023883,0.023648,0.022879,0.00036249,0.00036218,0.00034003,0.010549,0.010594,0.010262,0.0058828,0.00596,0.0058375,0.00047169,0.00047235,0.0004633
1605.39,,,,0.049565,0.047111,0.045551,0.023608,0.023352,0.022592,0.0003516,0.00035118,0.00032926,0.010316,0.010357,0.010031,0.0057883,0.0058626,0.0057414,0.00045971,0.00046422,0.00045532
1618.99,,,,0.048649,0.046199,0.044674,0.023336,0.023062,0.02231,0.00034227,0.00034058,0.00031891,0.010091,0.010127,0.0098077,0.005696,0.0057674,0.0056476,0.00044619,0.00045634,0.00044752
1632.6,,,,0.047755,0.045309,0.043819,0.02307,0.022776,0.022033,0.00033402,0.00033037,0.00030896,0.0098728,0.0099036,0.0095905,0.0056058,0.0056744,0.0055559,0.00043675,0.00044868,0.00043992
1646.2,,,,0.046883,0.04444,0.042985,0.022808,0.022495,0.02176,0.00032602,0.00032053,0.00029939,0.0096609,0.0096865,0.0093795,0.0055177,0.0055836,0.0054663,0.00043309,0.00044121,0.00043251
1659.81,,,,0.04603,0.043592,0.04217,0.02255,0.022219,0.021492,0.00031755,0.00031103,0.00029017,0.0094551,0.0094755,0.0091744,0.0054316,0.0054947,0.0053788,0.00043168,0.00043387,0.00042527
1673.41,,,,0.045197,0.042764,0.041376,0.022296,0.021947,0.021228,0.00030832,0.00030188,0.00028129,0.0092548,0.0092704,0.0089752,0.0053474,0.0054078,0.0052932,0.00042714,0.00042667,0.00041821
1687.02,,,,0.044383,0.041956,0.0406,0.022046,0.02168,0.020969,0.0002986,0.00029307,0.00027275,0.0090597,0.0090711,0.0087815,0.0052651,0.0053229,0.0052095,0.0004173,0.00041964,0.00041132
1700.62,,,,0.043588,0.041168,0.039844,0.0218,0.021417,0.020714,0.00028902,0.00028458,0.00026452,0.0088696,0.0088772,0.0085932,0.0051846,0.0052398,0.0051277,0.00040514,0.00041282,0.00040459
1714.23,,,,0.042811,0.040397,0.039105,0.021559,0.021158,0.020463,0.00028025,0.0002764,0.00025659,0.008684,0.0086886,0.0084101,0.0051058,0.0051585,0.0050476,0.00039572,0.00040619,0.00039801
1727.83,,,,0.042052,0.039646,0.038384,0.021321,0.020904,0.020217,0.0002727,0.00026852,0.00024895,0.0085031,0.0085053,0.0082322,0.005029,0.0050791,0.0049695,0.0003916,0.00039973,0.00039161
1741.44,,,,0.04131,0.038911,0.03768,0.021087,0.020653,0.019975,0.00026631,0.00026091,0.00024158,0.0083265,0.008327,0.0080591,0.0049536,0.0050014,0.004893,0.00039064,0.00039338,0.00038534
1755.04,,,,0.040584,0.038194,0.036992,0.020857,0.020407,0.019736,0.0002606,0.00025355,0.00023448,0.0081543,0.0081534,0.0078906,0.0048799,0.0049253,0.0048181,0.00038811,0.00038714,0.00037922
1768.65,,,,0.039875,0.037493,0.03632,0.02063,0.020165,0.019502,0.00025494,0.00024644,0.00022762,0.0079864,0.0079845,0.0077267,0.0048078,0.0048509,0.0047449,0.00038092,0.00038103,0.00037324
1782.25,,,,0.039181,0.036808,0.035664,0.020408,0.019926,0.019271,0.00024879,0.00023956,0.00022102,0.0078229,0.0078201,0.0075672,0.0047372,0.004778,0.0046733,0.00037034,0.00037509,0.0003674
1795.86,,,,0.038502,0.036139,0.035022,0.020188,0.019691,0.019044,0.00024199,0.00023292,0.00021464,0.0076638,0.00766,0.0074118,0.004668,0.0047067,0.0046031,0.00036066,0.00036931,0.00036169
1809.46,,,,0.037839,0.035486,0.034396,0.019972,0.019461,0.018821,0.00023477,0.00022651,0.00020849,0.0075094,0.0075043,0.0072608,0.0046006,0.004637,0.0045346,0.00035535,0.00036369,0.00035611
1823.07,,,,0.037189,0.034846,0.033784,0.01976,0.019233,0.018602,0.00022763,0.00022032,0.00020255,0.0073591,0.0073525,0.0071135,0.0045343,0.0045686,0.0044674,0.00035411,0.00035816,0.00035065
1836.67,,,,0.036554,0.034221,0.033186,0.01955,0.01901,0.018385,0.00022111,0.00021435,0.00019681,0.0072132,0.0072046,0.0069702,0.0044695,0.0045017,0.0044016,0.00035333,0.00035272,0.00034531
1850.28,,,,0.035932,0.033611,0.032601,0.019344,0.018789,0.018173,0.00021554,0.00020858,0.00019127,0.0070715,0.0070606,0.0068305,0.004406,0.0044362,0.0043372,0.0003492,0.00034737,0.00034008
1863.88,,,,0.035323,0.033013,0.032029,0.019141,0.018573,0.017964,0.00021089,0.000203,0.00018592,0.0069338,0.0069202,0.0066944,0.0043439,0.0043719,0.0042741,0.00034095,0.00034215,0.00033497
1877.49,,,,0.034727,0.032428,0.031469,0.018941,0.018359,0.017757,0.00020682,0.00019759,0.00018075,0.0067999,0.0067833,0.0065616,0.0042829,0.004309,0.0042123,0.00033142,0.00033706,0.00032996
1891.09,,,,0.034145,0.031858,0.030923,0.018744,0.018149,0.017555,0.00020282,0.00019235,0.00017576,0.0066698,0.0066501,0.0064326,0.0042234,0.0042474,0.0041519,0.00032448,0.00033212,0.00032507
1904.7,,,,0.033573,0.031299,0.030388,0.01855,0.017942,0.017355,0.00019846,0.00018728,0.00017093,0.0065428,0.00652,0.0063065,0.0041649,0.004187,0.0040925,0.00032177,0.00032726,0.00032026
1918.3,,,,0.033014,0.030752,0.029865,0.018359,0.017738,0.017158,0.00019353,0.00018237,0.00016626,0.0064189,0.0063932,0.0061837,0.0041075,0.0041277,0.0040343,0.00032154,0.00032248,0.00031556
1931.91,,,,0.032467,0.030217,0.029354,0.01817,0.017537,0.016965,0.00018815,0.00017762,0.00016175,0.0062979,0.0062696,0.0060639,0.0040514,0.0040696,0.0039773,0.00032012,0.00031777,0.00031095
1945.51,,,,0.031931,0.029694,0.028853,0.017985,0.017339,0.016774,0.00018269,0.00017302,0.00015738,0.0061795,0.006149,0.0059472,0.0039963,0.0040127,0.0039215,0.00031498,0.00031314,0.00030644
1959.12,,,,0.031405,0.029182,0.028363,0.017802,0.017144,0.016586,0.0001776,0.00016857,0.00015316,0.0060637,0.0060313,0.0058332,0.0039423,0.0039569,0.0038667,0.00030674,0.00030862,0.00030201
