,1s,1s,1s,2p,2p,2p,2s,2s,2s
3169.96,0.0010484,0.00096696,0.001084,2.2273e-06,1.0959e-06,1.066e-06,7.5786e-05,6.7585e-05,7.0157e-05
3183.57,0.0010325,0.00095466,0.001071,2.0387e-06,1.0752e-06,1.0475e-06,7.4398e-05,6.6678e-05,6.926e-05
3197.17,0.0010168,0.00094256,0.0010582,2.2464e-06,1.0594e-06,1.0293e-06,7.2893e-05,6.5788e-05,6.8377e-05
3210.78,0.0010013,0.00093067,0.0010457,1.8663e-06,1.0471e-06,1.0116e-06,7.1359e-05,6.4915e-05,6.751e-05
3224.38,0.00098613,0.00091899,0.0010333,8.3532e-07,1.0367e-06,9.9422e-07,6.9883e-05,6.406e-05,6.6658e-05
3237.99,0.00097121,0.00090753,0.0010211,6.4484e-08,1.0262e-06,9.7713e-07,6.8548e-05,6.3223e-05,6.5821e-05
3251.59,0.00095657,0.00089629,0.0010092,8.0579e-07,1.0143e-06,9.6076e-07,6.7411e-05,6.2404e-05,6.5e-05
3265.2,0.00094213,0.00088521,0.00099739,3.7462e-06,9.9887e-07,9.4445e-07,6.6495e-05,6.1597e-05,6.4191e-05
3278.8,0.00092792,0.00087431,0.00098578,8.408e-06,9.7976e-07,9.2851e-07,6.58e-05,6.0803e-05,6.3395e-05
3292.41,0.00091393,0.00086357,0.00097433,1.3241e-05,9.5709e-07,9.1294e-07,6.5288e-05,6.002e-05,6.2611e-05
3306.01,0.00090014,0.000853,0.00096303,1.6368e-05,9.3162e-07,8.9771e-07,6.4899e-05,5.9248e-05,6.1839e-05
3319.62,0.00088657,0.00084259,0.00095189,1.6555e-05,9.0456e-07,8.8281e-07,6.4558e-05,5.8486e-05,6.1078e-05
3333.22,0.0008732,0.00083234,0.00094091,1.3843e-05,8.7725e-07,8.6823e-07,6.4183e-05,5.7734e-05,6.0329e-05
3346.83,0.00086006,0.00082227,0.00093011,9.4947e-06,8.5098e-07,8.5391e-07,6.3705e-05,5.6994e-05,5.9593e-05
3360.43,0.00084728,0.0008125,0.00091963,5.2893e-06,8.2711e-07,8.4005e-07,6.3081e-05,5.6275e-05,5.8878e-05
3374.04,0.00083456,0.00080276,0.00090916,2.5953e-06,8.0606e-07,8.2631e-07,6.2265e-05,5.5558e-05,5.8166e-05
3387.64,0.00082208,0.00079321,0.00089887,1.7498e-06,7.8853e-07,8.1287e-07,6.1275e-05,5.4856e-05,5.7467e-05
3401.25,0.0008098,0.00078381,0.00088874,2.0583e-06,7.7458e-07,7.9971e-07,6.0144e-05,5.4166e-05,5.678e-05
3414.85,0.0007977,0.00077455,0.00087874,2.3877e-06,7.6385e-07,7.8683e-07,5.8929e-05,5.3488e-05,5.6102e-05
3428.46,0.00078578,0.00076542,0.00086887,1.9619e-06,7.5554e-07,7.7423e-07,5.7698e-05,5.2822e-05,5.5434e-05
3442.06,0.00077402,0.00075642,0.00085911,8.7856e-07,7.4855e-07,7.6189e-07,5.6523e-05,5.2167e-05,5.4774e-05
3455.67,0.00076236,0.00074747,0.0008494,4.7947e-08,7.4156e-07,7.4979e-07,5.5462e-05,5.1517e-05,5.4119e-05
3469.27,0.00075132,0.00073908,0.00084032,6.0231e-07,7.335e-07,7.3798e-07,5.4596e-05,5.0909e-05,5.3504e-05
3482.88,0.00074005,0.00073043,0.00083091,3.1357e-06,7.2329e-07,7.2633e-07,5.3886e-05,5.0283e-05,5.2871e-05
3496.48,0.00072906,0.00072201,0.00082175,7.2285e-06,7.1059e-07,7.149e-07,5.3363e-05,4.9673e-05,5.2254e-05
3510.09,0.00071826,0.00071375,0.00081274,1.1543e-05,6.9545e-07,7.0369e-07,5.2994e-05,4.9073e-05,5.1647e-05
3523.69,0.00070763,0.00070561,0.00080386,1.4444e-05,6.7834e-07,6.9268e-07,5.2729e-05,4.8482e-05,5.1051e-05
3537.3,0.00069716,0.0006976,0.0007951,1.4812e-05,6.6001e-07,6.8189e-07,5.2507e-05,4.7898e-05,5.0463e-05
3550.9,0.00068684,0.00068969,0.00078644,1.2589e-05,6.413e-07,6.7131e-07,5.226e-05,4.7321e-05,4.9882e-05
3564.51,0.00067663,0.00068185,0.00077785,8.7879e-06,6.2305e-07,6.6094e-07,5.1929e-05,4.6748e-05,4.9307e-05
3578.11,0.00066647,0.00067402,0.00076924,4.9518e-06,6.0594e-07,6.5078e-07,5.1463e-05,4.6174e-05,4.8731e-05
3591.72,0.00065698,0.00066681,0.00076134,2.3799e-06,5.9061e-07,6.4081e-07,5.0884e-05,4.5645e-05,4.8202e-05
3605.32,0.00064726,0.00065935,0.00075312,1.5351e-06,5.7739e-07,6.3102e-07,5.0124e-05,4.5097e-05,4.7653e-05
3618.93,0.00063773,0.00065203,0.00074506,1.9355e-06,5.6649e-07,6.214e-07,4.9239e-05,4.4562e-05,4.7115e-05
3632.53,0.00062837,0.00064485,0.00073714,2.5618e-06,5.5786e-07,6.1195e-07,4.8268e-05,4.4038e-05,4.6586e-05
3646.14,0.00061917,0.00063778,0.00072933,2.5263e-06,5.5116e-07,6.0266e-07,4.7267e-05,4.3523e-05,4.6066e-05
3659.74,0.00061011,0.00063082,0.00072163,1.6214e-06,5.458e-07,5.9354e-07,4.6292e-05,4.3017e-05,4.5553e-05
3673.35,0.00060117,0.00062394,0.00071401,4.428e-07,5.4101e-07,5.8458e-07,4.5396e-05,4.2519e-05,4.5046e-05
3686.95,0.00059227,0.00061706,0.00070637,3.004e-08,5.3595e-07,5.7576e-07,4.4616e-05,4.2023e-05,4.4539e-05
3700.56,0.00058391,0.0006107,0.00069932,1.2328e-06,5.3e-07,5.6724e-07,4.4015e-05,4.1562e-05,4.4069e-05
3714.16,0.00057528,0.00060403,0.00069189,4.1607e-06,5.2255e-07,5.5875e-07,4.3538e-05,4.1081e-05,4.3576e-05
3727.77,0.00056687,0.00059753,0.00068465,8.0231e-06,5.135e-07,5.5043e-07,4.3207e-05,4.0611e-05,4.3096e-05
3741.37,0.00055861,0.00059115,0.00067753,1.1453e-05,5.0298e-07,5.4225e-07,4.2988e-05,4.0149e-05,4.2624e-05
3754.98,0.00055049,0.00058488,0.00067053,1.3145e-05,4.9131e-07,5.3421e-07,4.2835e-05,3.9694e-05,4.216e-05
3768.58,0.00054251,0.00057871,0.00066363,1.248e-05,4.7895e-07,5.2629e-07,4.2696e-05,3.9245e-05,4.1704e-05
3782.19,0.00053465,0.00057264,0.00065683,9.8123e-06,4.664e-07,5.185e-07,4.252e-05,3.8801e-05,4.1254e-05
3795.79,0.00052691,0.00056664,0.00065011,6.2732e-06,4.5411e-07,5.1084e-07,4.2261e-05,3.8362e-05,4.081e-05
3809.4,0.00051925,0.00056069,0.00064342,3.2142e-06,4.425e-07,5.0331e-07,4.1883e-05,3.7926e-05,4.0368e-05
3823.0,0.00051188,0.00055501,0.00063704,1.5682e-06,4.32e-07,4.9607e-07,4.139e-05,3.7509e-05,3.9946e-05
3836.61,0.00050446,0.00054923,0.00063053,1.4596e-06,4.2269e-07,4.8881e-07,4.0759e-05,3.7085e-05,3.9517e-05
3850.21,0.00049717,0.00054355,0.00062413,2.2493e-06,4.1486e-07,4.817e-07,4.0027e-05,3.667e-05,3.9095e-05
3863.82,0.00048999,0.00053796,0.00061782,2.9611e-06,4.0851e-07,4.7472e-07,3.9232e-05,3.6261e-05,3.8679e-05
3877.42,0.00048294,0.00053246,0.0006116,2.8587e-06,4.0349e-07,4.6786e-07,3.8419e-05,3.5861e-05,3.8269e-05
3891.03,0.00047601,0.00052705,0.00060547,1.8619e-06,3.9946e-07,4.611e-07,3.7635e-05,3.5467e-05,3.7866e-05
3904.63,0.0004692,0.00052173,0.00059944,5.8726e-07,3.9596e-07,4.5444e-07,3.6924e-05,3.5082e-05,3.7469e-05
3918.24,0.00046249,0.00051649,0.00059349,1.5284e-09,3.9245e-07,4.4786e-07,3.6317e-05,3.4702e-05,3.7078e-05
3931.84,0.00045587,0.00051129,0.00058759,8.7501e-07,3.8847e-07,4.4136e-07,3.5833e-05,3.4327e-05,3.669e-05
3945.45,0.00044942,0.00050625,0.00058185,3.3264e-06,3.8392e-07,4.3526e-07,3.5482e-05,3.3962e-05,3.6313e-05
3959.05,0.00044301,0.00050121,0.00057611,6.6894e-06,3.7827e-07,4.2902e-07,3.5244e-05,3.3597e-05,3.5936e-05
3972.66,0.00043669,0.00049623,0.00057043,9.786e-06,3.7174e-07,4.2291e-07,3.5097e-05,3.3236e-05,3.5563e-05
3986.26,0.00043046,0.00049132,0.00056482,1.1455e-05,3.6446e-07,4.1692e-07,3.5007e-05,3.2878e-05,3.5195e-05
3999.87,0.00042434,0.00048647,0.00055928,1.1087e-05,3.5665e-07,4.1104e-07,3.4933e-05,3.2525e-05,3.4831e-05
4013.47,0.00041831,0.0004817,0.00055381,8.896e-06,3.4853e-07,4.0525e-07,3.4831e-05,3.2175e-05,3.4474e-05
4027.08,0.00041239,0.00047701,0.00054843,5.8048e-06,3.4032e-07,3.9954e-07,3.4665e-05,3.1831e-05,3.4121e-05
4040.68,0.00040657,0.0004724,0.00054314,3.0064e-06,3.3221e-07,3.939e-07,3.4406e-05,3.1491e-05,3.3774e-05
4054.29,0.00040085,0.00046786,0.00053792,1.4175e-06,3.2443e-07,3.8829e-07,3.404e-05,3.1156e-05,3.3432e-05
4067.89,0.00039522,0.00046338,0.00053276,1.2918e-06,3.1749e-07,3.831e-07,3.3565e-05,3.0826e-05,3.3095e-05
4081.5,0.00038967,0.00045896,0.00052766,2.1675e-06,3.111e-07,3.7774e-07,3.2996e-05,3.0501e-05,3.2761e-05
4095.1,0.0003842,0.00045459,0.00052262,3.169e-06,3.0566e-07,3.725e-07,3.2361e-05,3.0179e-05,3.2432e-05
4108.71,0.00037881,0.00045027,0.00051762,3.4873e-06,3.012e-07,3.6736e-07,3.1694e-05,2.9863e-05,3.2105e-05
4122.31,0.00037349,0.000446,0.00051268,2.8072e-06,2.9763e-07,3.6231e-07,3.1036e-05,2.9551e-05,3.1782e-05
4135.92,0.00036826,0.00044178,0.0005078,1.4667e-06,2.9474e-07,3.5736e-07,3.0423e-05,2.9244e-05,3.1464e-05
4149.52,0.00036311,0.00043762,0.00050297,2.7718e-07,2.9223e-07,3.5248e-07,2.9886e-05,2.8942e-05,3.1149e-05
4163.13,0.00035804,0.00043353,0.00049822,9.9672e-08,2.8976e-07,3.4766e-07,2.9448e-05,2.8645e-05,3.0839e-05
4176.73,0.00035307,0.00042951,0.00049355,1.3885e-06,2.8706e-07,3.4288e-07,2.9118e-05,2.8353e-05,3.0534e-05
4190.34,0.00034821,0.00042559,0.00048898,3.9313e-06,2.8417e-07,3.384e-07,2.8895e-05,2.8068e-05,3.0236e-05
4203.94,0.00034339,0.00042168,0.00048442,6.8996e-06,2.8061e-07,3.3379e-07,2.8758e-05,2.7783e-05,2.9939e-05
4217.55,0.00033866,0.00041782,0.00047992,9.2108e-06,2.7659e-07,3.2929e-07,2.8688e-05,2.7502e-05,2.9646e-05
4231.15,0.00033399,0.00041402,0.00047547,1.0002e-05,2.7214e-07,3.2486e-07,2.865e-05,2.7223e-05,2.9356e-05
4244.76,0.00032938,0.00041025,0.00047106,9.01e-06,2.6733e-07,3.2052e-07,2.861e-05,2.6947e-05,2.907e-05
4258.36,0.00032484,0.00040652,0.00046669,6.6825e-06,2.6223e-07,3.1626e-07,2.8535e-05,2.6672e-05,2.8786e-05
4271.97,0.00032036,0.00040283,0.00046236,3.9635e-06,2.569e-07,3.1208e-07,2.8395e-05,2.64e-05,2.8504e-05
4285.57,0.00031595,0.00039918,0.00045807,1.8696e-06,2.5142e-07,3.0796e-07,2.817e-05,2.613e-05,2.8226e-05
4299.18,0.00031162,0.00039559,0.00045386,1.0468e-06,2.4592e-07,3.039e-07,2.7854e-05,2.5865e-05,2.7952e-05
4312.78,0.00030747,0.00039219,0.00044986,1.5163e-06,2.4072e-07,3e-07,2.7457e-05,2.5613e-05,2.7692e-05
4326.39,0.00030325,0.00038869,0.00044572,2.7107e-06,2.3575e-07,2.9606e-07,2.6975e-05,2.5354e-05,2.7424e-05
4339.99,0.00029914,0.00038526,0.00044168,3.7864e-06,2.3136e-07,2.9219e-07,2.6444e-05,2.5102e-05,2.7162e-05
4353.6,0.0002951,0.00038189,0.0004377,4.0435e-06,2.2763e-07,2.884e-07,2.5892e-05,2.4854e-05,2.6904e-05
4367.2,0.00029111,0.00037855,0.00043375,3.2659e-06,2.2461e-07,2.8466e-07,2.5351e-05,2.461e-05,2.6649e-05
4380.81,0.00028718,0.00037525,0.00042985,1.8204e-06,2.2221e-07,2.81e-07,2.485e-05,2.4369e-05,2.6396e-05
4394.41,0.0002833,0.00037198,0.00042597,4.7529e-07,2.2028e-07,2.7741e-07,2.4414e-05,2.4131e-05,2.6145e-05
4408.02,0.00027947,0.00036873,0.00042212,2.7189e-08,2.1861e-07,2.7388e-07,2.4059e-05,2.3895e-05,2.5896e-05
4421.62,0.00027565,0.00036546,0.00041823,9.1283e-07,2.1702e-07,2.7041e-07,2.379e-05,2.3659e-05,2.5646e-05
4435.23,0.00027224,0.0003627,0.00041493,2.9851e-06,2.1542e-07,2.6702e-07,2.3639e-05,2.3455e-05,2.5431e-05
4448.83,0.00026847,0.00035941,0.00041103,5.5533e-06,2.1356e-07,2.6365e-07,2.3527e-05,2.3217e-05,2.518e-05
4462.44,0.00026488,0.00035633,0.00040736,7.6743e-06,2.1148e-07,2.6033e-07,2.3483e-05,2.2993e-05,2.4943e-05
4476.04,0.00026136,0.00035332,0.00040376,8.5546e-06,2.0913e-07,2.5707e-07,2.3473e-05,2.2772e-05,2.4711e-05
4489.65,0.00025791,0.00035035,0.00040021,7.8894e-06,2.0647e-07,2.5385e-07,2.3465e-05,2.2554e-05,2.4483e-05
4503.25,0.00025451,0.00034742,0.00039671,5.9871e-06,2.0349e-07,2.5069e-07,2.3433e-05,2.2339e-05,2.4257e-05
4516.86,0.00025116,0.00034452,0.00039324,3.6273e-06,2.0014e-07,2.4758e-07,2.3351e-05,2.2125e-05,2.4034e-05
4530.46,0.00024785,0.00034164,0.00038979,1.7206e-06,1.9646e-07,2.4452e-07,2.3199e-05,2.1912e-05,2.3812e-05
4544.07,0.00024457,0.00033877,0.00038634,9.2182e-07,1.925e-07,2.4152e-07,2.2967e-05,2.17e-05,2.3591e-05
4557.67,0.00024132,0.0003359,0.00038291,1.3665e-06,1.8838e-07,2.3858e-07,2.2656e-05,2.1489e-05,2.337e-05
4571.28,0.00023834,0.00033337,0.00037985,2.6414e-06,1.843e-07,2.3569e-07,2.2296e-05,2.13e-05,2.3174e-05
4584.88,0.00023519,0.00033057,0.00037648,3.9939e-06,1.8043e-07,2.3284e-07,2.1866e-05,2.1094e-05,2.2958e-05
4598.49,0.00023213,0.00032785,0.00037321,4.6849e-06,1.7696e-07,2.3004e-07,2.1412e-05,2.0895e-05,2.2748e-05
4612.09,0.00022912,0.00032518,0.00036999,4.3237e-06,1.7401e-07,2.2727e-07,2.0958e-05,2.07e-05,2.2542e-05
4625.7,0.00022617,0.00032256,0.00036682,3.04e-06,1.7164e-07,2.2454e-07,2.0529e-05,2.0509e-05,2.2339e-05
4639.3,0.00022327,0.00031997,0.0003637,1.421e-06,1.6981e-07,2.2185e-07,2.0148e-05,2.0321e-05,2.2139e-05
4652.91,0.00022042,0.00031741,0.0003606,2.4402e-07,1.6841e-07,2.192e-07,1.983e-05,2.0136e-05,2.1942e-05
4666.51,0.0002176,0.00031488,0.00035753,1.2699e-07,1.6734e-07,2.1658e-07,1.9585e-05,1.9952e-05,2.1745e-05
4680.12,0.0002148,0.00031232,0.00035444,1.249e-06,1.6645e-07,2.14e-07,1.9414e-05,1.9768e-05,2.1548e-05
4693.72,0.00021198,0.00030971,0.00035128,3.2623e-06,1.6565e-07,2.1148e-07,1.9308e-05,1.958e-05,2.1347e-05
4707.33,0.00020948,0.00030754,0.00034863,5.4328e-06,1.6484e-07,2.0905e-07,1.9286e-05,1.9421e-05,2.1177e-05
4720.93,0.00020681,0.00030508,0.00034564,6.9411e-06,1.6392e-07,2.0661e-07,1.9283e-05,1.9242e-05,2.0987e-05
4734.54,0.00020419,0.00030267,0.00034271,7.2265e-06,1.628e-07,2.042e-07,1.93e-05,1.9067e-05,2.0801e-05
4748.14,0.00020163,0.00030029,0.00033982,6.2143e-06,1.6141e-07,2.0183e-07,1.9312e-05,1.8893e-05,2.0617e-05
4761.75,0.00019911,0.00029796,0.00033698,4.3407e-06,1.5965e-07,1.9949e-07,1.9296e-05,1.8722e-05,2.0436e-05
4775.35,0.00019664,0.00029566,0.00033418,2.3664e-06,1.5747e-07,1.9718e-07,1.9233e-05,1.8553e-05,2.0258e-05
4788.96,0.00019421,0.0002934,0.00033141,1.0582e-06,1.5484e-07,1.9489e-07,1.911e-05,1.8386e-05,2.0083e-05
4802.56,0.00019181,0.00029116,0.00032867,8.7609e-07,1.518e-07,1.9264e-07,1.892e-05,1.8221e-05,1.9909e-05
4816.17,0.00018944,0.00028891,0.00032593,1.7934e-06,1.4847e-07,1.9038e-07,1.8662e-05,1.8056e-05,1.9735e-05
4829.77,0.00018722,0.00028687,0.00032342,3.3266e-06,1.4513e-07,1.8839e-07,1.836e-05,1.7905e-05,1.9576e-05
4843.38,0.00018489,0.00028463,0.00032068,4.7432e-06,1.4177e-07,1.8616e-07,1.8003e-05,1.7742e-05,1.9402e-05
4856.98,0.00018262,0.00028246,0.00031802,5.3868e-06,1.3871e-07,1.8405e-07,1.7629e-05,1.7584e-05,1.9234e-05
4870.59,0.0001804,0.00028032,0.0003154,4.9439e-06,1.3607e-07,1.8197e-07,1.7255e-05,1.7428e-05,1.9068e-05
4884.19,0.00017821,0.0002782,0.0003128,3.5748e-06,1.3393e-07,1.7993e-07,1.6904e-05,1.7275e-05,1.8904e-05
4897.8,0.00017606,0.00027612,0.00031024,1.8413e-06,1.3231e-07,1.7791e-07,1.6594e-05,1.7125e-05,1.8743e-05
4911.4,0.00017395,0.00027407,0.00030772,4.6832e-07,1.3114e-07,1.7591e-07,1.6339e-05,1.6977e-05,1.8584e-05
4925.01,0.00017188,0.00027205,0.00030523,4.1209e-08,1.3036e-07,1.7393e-07,1.6146e-05,1.6832e-05,1.8427e-05
4938.61,0.00016984,0.00027005,0.00030278,7.6286e-07,1.2986e-07,1.7197e-07,1.6018e-05,1.6689e-05,1.8272e-05
4952.22,0.00016784,0.00026808,0.00030035,2.3701e-06,1.2952e-07,1.6997e-07,1.5949e-05,1.6547e-05,1.8119e-05
4965.82,0.00016589,0.00026617,0.00029798,4.2505e-06,1.2947e-07,1.6831e-07,1.5933e-05,1.6409e-05,1.797e-05
4979.43,0.00016395,0.00026423,0.00029559,5.6675e-06,1.2923e-07,1.6635e-07,1.595e-05,1.6269e-05,1.7819e-05
4993.03,0.00016203,0.00026231,0.00029322,6.0912e-06,1.2894e-07,1.6449e-07,1.5985e-05,1.613e-05,1.767e-05
5006.64,0.00016014,0.00026041,0.00029087,5.384e-06,1.2844e-07,1.6268e-07,1.6017e-05,1.5992e-05,1.7522e-05
5020.24,0.00015828,0.00025852,0.00028854,3.8596e-06,1.2761e-07,1.6089e-07,1.6028e-05,1.5855e-05,1.7376e-05
5033.85,0.00015645,0.00025665,0.00028623,2.1522e-06,1.2636e-07,1.5913e-07,1.6001e-05,1.5718e-05,1.7231e-05
5047.45,0.00015465,0.00025481,0.00028394,9.5881e-07,1.2462e-07,1.5739e-07,1.5925e-05,1.5583e-05,1.7087e-05
5061.06,0.00015288,0.00025299,0.00028169,7.6089e-07,1.2241e-07,1.5566e-07,1.5791e-05,1.545e-05,1.6946e-05
5074.66,0.00015115,0.0002512,0.00027947,1.6346e-06,1.1978e-07,1.5395e-07,1.5601e-05,1.5319e-05,1.6807e-05
5088.27,0.00014945,0.00024944,0.00027729,3.2238e-06,1.1684e-07,1.5221e-07,1.536e-05,1.519e-05,1.667e-05
5101.87,0.00014778,0.00024771,0.00027514,4.897e-06,1.1406e-07,1.5079e-07,1.508e-05,1.5064e-05,1.6535e-05
5115.48,0.00014614,0.00024599,0.000273,5.9643e-06,1.1112e-07,1.4905e-07,1.4774e-05,1.4939e-05,1.6401e-05
5129.08,0.00014452,0.00024428,0.00027088,5.9996e-06,1.0853e-07,1.4741e-07,1.4462e-05,1.4816e-05,1.6269e-05
5142.69,0.00014292,0.00024259,0.00026877,4.9659e-06,1.0634e-07,1.4581e-07,1.4159e-05,1.4694e-05,1.6137e-05
5156.29,0.00014135,0.0002409,0.00026668,3.2404e-06,1.0463e-07,1.4424e-07,1.3884e-05,1.4573e-05,1.6006e-05
5169.9,0.00013979,0.00023923,0.0002646,1.4614e-06,1.0339e-07,1.4269e-07,1.3649e-05,1.4453e-05,1.5876e-05
5183.5,0.00013826,0.00023757,0.00026253,2.7819e-07,1.0258e-07,1.4116e-07,1.3464e-05,1.4335e-05,1.5747e-05
5197.11,0.00013675,0.00023593,0.00026049,1.0111e-07,1.0215e-07,1.3966e-07,1.3333e-05,1.4218e-05,1.5619e-05
5210.71,0.00013527,0.0002343,0.00025846,9.4831e-07,1.02e-07,1.3816e-07,1.3255e-05,1.4102e-05,1.5493e-05
5224.32,0.00013381,0.00023269,0.00025645,2.4466e-06,1.0204e-07,1.3666e-07,1.3225e-05,1.3987e-05,1.5367e-05
5237.92,0.00013239,0.00023112,0.0002545,3.9837e-06,1.0217e-07,1.3515e-07,1.3236e-05,1.3875e-05,1.5245e-05
5251.53,0.00013103,0.00022962,0.00025262,4.9612e-06,1.0251e-07,1.3385e-07,1.3274e-05,1.3767e-05,1.5128e-05
5265.13,0.00012965,0.00022809,0.0002507,4.9994e-06,1.026e-07,1.324e-07,1.3318e-05,1.3656e-05,1.5008e-05
5278.74,0.0001283,0.00022657,0.00024881,4.1169e-06,1.0249e-07,1.3099e-07,1.3356e-05,1.3546e-05,1.489e-05
5292.34,0.00012697,0.00022507,0.00024692,2.6976e-06,1.0205e-07,1.2959e-07,1.3371e-05,1.3437e-05,1.4773e-05
5305.95,0.00012566,0.00022357,0.00024505,1.3437e-06,1.0118e-07,1.2822e-07,1.335e-05,1.3328e-05,1.4656e-05
5319.55,0.00012436,0.00022208,0.00024319,6.403e-07,9.9843e-08,1.2687e-07,1.3284e-05,1.322e-05,1.454e-05
5333.16,0.00012309,0.00022059,0.00024134,9.28e-07,9.8028e-08,1.2554e-07,1.3167e-05,1.3112e-05,1.4425e-05
5346.76,0.00012182,0.00021911,0.00023949,2.1694e-06,9.5807e-08,1.2424e-07,1.3002e-05,1.3005e-05,1.431e-05
5360.37,0.00012057,0.00021763,0.00023764,3.9598e-06,9.33e-08,1.2294e-07,1.2793e-05,1.2898e-05,1.4195e-05
5373.97,0.00011936,0.0002162,0.00023585,5.6759e-06,9.0671e-08,1.2165e-07,1.2553e-05,1.2794e-05,1.4084e-05
5387.58,0.00011825,0.00021493,0.00023423,6.7118e-06,8.8195e-08,1.2043e-07,1.2302e-05,1.2701e-05,1.3983e-05
5401.18,0.00011706,0.0002135,0.00023245,6.683e-06,8.585e-08,1.1917e-07,1.2037e-05,1.2599e-05,1.3872e-05
5414.79,0.00011591,0.00021212,0.00023072,5.5907e-06,8.3855e-08,1.1793e-07,1.1783e-05,1.25e-05,1.3764e-05
5428.39,0.00011479,0.00021076,0.00022902,3.7994e-06,8.2274e-08,1.167e-07,1.1555e-05,1.2403e-05,1.3659e-05
5442.0,0.00011369,0.00020942,0.00022733,1.9056e-06,8.1128e-08,1.1549e-07,1.1361e-05,1.2308e-05,1.3554e-05
5455.6,0.0001126,0.00020808,0.00022566,5.1876e-07,8.0399e-08,1.1429e-07,1.1209e-05,1.2213e-05,1.345e-05
5469.21,0.00011152,0.00020675,0.00022399,4.2954e-08,8.0039e-08,1.1312e-07,1.1104e-05,1.2119e-05,1.3346e-05
5482.81,0.00011046,0.00020542,0.00022232,5.3926e-07,7.9986e-08,1.1196e-07,1.1043e-05,1.2025e-05,1.3242e-05
5496.42,0.0001094,0.00020408,0.00022065,1.717e-06,8.0164e-08,1.1082e-07,1.1024e-05,1.1931e-05,1.3139e-05
5510.02,0.00010832,0.00020266,0.00021889,3.0542e-06,8.0485e-08,1.097e-07,1.1033e-05,1.1832e-05,1.303e-05
5523.63,0.00010752,0.00020177,0.00021771,4.0017e-06,8.0912e-08,1.086e-07,1.1094e-05,1.1764e-05,1.2956e-05
5537.23,0.00010645,0.00020034,0.00021594,4.188e-06,8.1234e-08,1.0749e-07,1.1134e-05,1.1663e-05,1.2846e-05
5550.84,0.00010546,0.00019905,0.00021434,3.5623e-06,8.1405e-08,1.0641e-07,1.1179e-05,1.1572e-05,1.2747e-05
5564.44,0.00010451,0.00019781,0.00021277,2.4069e-06,8.1301e-08,1.0533e-07,1.1209e-05,1.1482e-05,1.265e-05
5578.05,0.00010357,0.00019658,0.00021124,1.2297e-06,8.0824e-08,1.0426e-07,1.1211e-05,1.1394e-05,1.2555e-05
5591.65,0.00010266,0.00019538,0.00020972,5.7119e-07,7.9912e-08,1.0321e-07,1.1176e-05,1.1307e-05,1.2461e-05
5605.26,0.00010176,0.00019418,0.00020821,7.9899e-07,7.855e-08,1.0216e-07,1.1099e-05,1.122e-05,1.2368e-05
5618.86,0.00010087,0.00019298,0.00020672,1.9656e-06,7.6781e-08,1.0114e-07,1.098e-05,1.1134e-05,1.2275e-05
5632.47,9.9993e-05,0.00019179,0.00020522,3.7803e-06,7.4697e-08,1.0013e-07,1.082e-05,1.1048e-05,1.2182e-05
5646.07,9.9112e-05,0.00019057,0.0002037,5.704e-06,7.2434e-08,9.9131e-08,1.0626e-05,1.0961e-05,1.2088e-05
5659.68,9.8244e-05,0.00018936,0.00020219,7.1345e-06,7.0141e-08,9.8159e-08,1.0411e-05,1.0875e-05,1.1995e-05
5673.28,9.7537e-05,0.00018844,0.00020099,7.6121e-06,6.7973e-08,9.7201e-08,1.0201e-05,1.0807e-05,1.192e-05
5686.89,9.668e-05,0.00018722,0.00019947,6.9761e-06,6.6044e-08,9.6248e-08,9.9776e-06,1.0721e-05,1.1826e-05
5700.49,9.5865e-05,0.00018606,0.00019802,5.4189e-06,6.4442e-08,9.5308e-08,9.772e-06,1.064e-05,1.1737e-05
5714.1,9.5073e-05,0.00018492,0.00019661,3.415e-06,6.3211e-08,9.4377e-08,9.593e-06,1.056e-05,1.1649e-05
5727.7,9.4301e-05,0.00018381,0.00019521,1.5563e-06,6.2354e-08,9.3454e-08,9.448e-06,1.0483e-05,1.1563e-05
5741.31,9.3546e-05,0.00018272,0.00019384,3.5191e-07,6.1848e-08,9.2539e-08,9.3419e-06,1.0406e-05,1.1478e-05
5754.91,9.2807e-05,0.00018164,0.00019249,6.1593e-08,6.1649e-08,9.1632e-08,9.2759e-06,1.0331e-05,1.1394e-05
5768.52,9.2079e-05,0.00018057,0.00019114,6.212e-07,6.1703e-08,9.0736e-08,9.2481e-06,1.0256e-05,1.1311e-05
5782.12,9.136e-05,0.0001795,0.0001898,1.6833e-06,6.1947e-08,8.985e-08,9.2534e-06,1.0181e-05,1.1228e-05
5795.73,9.0635e-05,0.0001784,0.00018843,2.7554e-06,6.2306e-08,8.897e-08,9.2828e-06,1.0104e-05,1.1144e-05
5809.33,8.9909e-05,0.00017728,0.00018704,3.3861e-06,6.2706e-08,8.8121e-08,9.327e-06,1.0027e-05,1.1058e-05
5822.94,8.9333e-05,0.00017644,0.00018595,3.3293e-06,6.3045e-08,8.7316e-08,9.3908e-06,9.9648e-06,1.0991e-05
5836.54,8.8641e-05,0.00017536,0.00018461,2.6289e-06,6.3218e-08,8.648e-08,9.4351e-06,9.889e-06,1.0908e-05
5850.15,8.7971e-05,0.00017431,0.0001833,1.607e-06,6.3134e-08,8.5661e-08,9.4632e-06,9.8149e-06,1.0827e-05
