,1s,1s,1s,2s,2s,2s
707.46,0.016678,0.016432,0.01562,0.00088596,0.00088638,0.00084907
721.06,0.015941,0.015669,0.014888,0.00084285,0.00084096,0.00080513
734.67,0.015247,0.014952,0.0142,0.00080019,0.0007985,0.00076408
748.27,0.014593,0.014277,0.013553,0.00076054,0.00075878,0.00072567
761.88,0.013977,0.01364,0.012945,0.00072559,0.00072154,0.00068971
775.48,0.013396,0.01304,0.012371,0.0006928,0.00068657,0.000656
789.09,0.012847,0.012474,0.01183,0.00066002,0.00065373,0.00062437
802.69,0.012328,0.011939,0.01132,0.00062887,0.00062288,0.00059466
816.3,0.011838,0.011434,0.010838,0.00060134,0.00059387,0.00056674
829.9,0.011374,0.010955,0.010383,0.00057608,0.00056654,0.00054048
843.51,0.010934,0.010503,0.0099528,0.0005508,0.00054078,0.00051576
857.11,0.010517,0.010075,0.0095457,0.00052593,0.00051651,0.00049248
870.72,0.010122,0.0096685,0.0091603,0.00050353,0.00049364,0.00047054
884.32,0.0097468,0.0092833,0.0087951,0.00048364,0.00047203,0.00044984
897.93,0.0093904,0.0089178,0.0084488,0.00046425,0.00045161,0.00043031
911.53,0.0090516,0.0085706,0.0081202,0.00044455,0.00043231,0.00041187
925.14,0.0087293,0.0082407,0.0078082,0.00042597,0.00041408,0.00039444
938.74,0.0084224,0.0079269,0.0075118,0.00040968,0.00039683,0.00037797
952.35,0.0081299,0.0076282,0.0072298,0.00039473,0.00038048,0.00036238
965.95,0.0078512,0.0073438,0.0069617,0.00037956,0.00036499,0.00034763
979.56,0.0075852,0.0070728,0.0067063,0.00036429,0.00035032,0.00033365
993.16,0.0073313,0.0068144,0.006463,0.00035031,0.00033641,0.00032041
1006.77,0.0070887,0.0065679,0.0062311,0.0003381,0.00032321,0.00030786
1020.37,0.0068569,0.0063326,0.0060099,0.00032653,0.00031066,0.00029595
1033.98,0.0066351,0.0061079,0.0057988,0.00031454,0.00029875,0.00028464
1047.58,0.0064229,0.0058932,0.0055973,0.00030258,0.00028743,0.0002739
1061.19,0.0062198,0.0056879,0.0054048,0.0002918,0.00027667,0.0002637
1074.79,0.0060252,0.0054917,0.0052209,0.00028238,0.00026644,0.000254
1088.4,0.0058388,0.005304,0.0050451,0.00027332,0.00025669,0.00024478
1102.0,0.00566,0.0051243,0.0048769,0.00026381,0.0002474,0.000236
1115.61,0.0054886,0.0049522,0.0047159,0.0002543,0.00023855,0.00022763
1129.21,0.0053241,0.0047874,0.0045619,0.00024576,0.00023013,0.00021967
1142.82,0.0051662,0.0046295,0.0044144,0.00023836,0.00022209,0.00021207
1156.42,0.0050145,0.0044782,0.0042731,0.00023127,0.00021441,0.00020483
1170.03,0.0048688,0.004333,0.0041376,0.00022379,0.00020707,0.00019791
1183.63,0.0047287,0.0041937,0.0040077,0.00021616,0.00020006,0.0001913
1197.24,0.0045939,0.00406,0.0038831,0.00020922,0.00019336,0.00018499
1210.84,0.0044643,0.0039317,0.0037636,0.00020326,0.00018695,0.00017895
1224.45,0.0043395,0.0038084,0.0036487,0.0001977,0.00018081,0.00017317
1238.05,0.0042193,0.0036899,0.0035385,0.00019183,0.00017492,0.00016763
1251.66,0.0041035,0.003576,0.0034325,0.00018565,0.00016928,0.00016233
1265.26,0.0039919,0.0034665,0.0033306,0.00017983,0.00016387,0.00015724
1278.87,0.0038843,0.0033611,0.0032327,0.00017482,0.00015869,0.00015237
1292.47,0.0037804,0.0032597,0.0031384,0.00017036,0.0001537,0.00014768
1306.08,0.0036802,0.0031621,0.0030477,0.00016579,0.0001489,0.00014319
1319.68,0.0035834,0.003068,0.0029604,0.00016082,0.00014429,0.00013886
1333.29,0.0034899,0.0029774,0.0028762,0.00015585,0.00013986,0.00013471
1346.89,0.0033997,0.0028902,0.0027953,0.00015145,0.00013561,0.00013072
1360.5,0.0033124,0.002806,0.0027171,0.00014768,0.00013151,0.00012687
1374.1,0.003228,0.0027248,0.0026418,0.00014409,0.00012756,0.00012317
1387.71,0.0031464,0.0026466,0.0025693,0.0001402,0.00012375,0.0001196
1401.31,0.0030674,0.0025711,0.0024992,0.00013603,0.00012008,0.00011617
1414.92,0.0029909,0.0024982,0.0024316,0.00013206,0.00011655,0.00011286
1428.52,0.0029171,0.0024279,0.0023665,0.00012866,0.00011315,0.00010967
1442.13,0.0028454,0.00236,0.0023035,0.0001257,0.00010987,0.0001066
1455.73,0.0027761,0.0022945,0.0022427,0.00012272,0.0001067,0.00010363
1469.34,0.0027089,0.0022311,0.0021841,0.00011942,0.00010364,0.00010077
1482.94,0.0026437,0.00217,0.0021273,0.00011597,0.00010069,9.8009e-05
1496.55,0.0025807,0.0021109,0.0020726,0.00011278,9.7853e-05,9.5348e-05
1510.15,0.0025194,0.0020537,0.0020196,0.00011009,9.5108e-05,9.2775e-05
1523.76,0.0024601,0.0019985,0.0019683,0.00010771,9.2455e-05,9.0292e-05
1537.36,0.0024025,0.001945,0.0019188,0.00010525,8.9891e-05,8.7895e-05
1550.97,0.0023466,0.0018934,0.0018709,0.0001025,8.7414e-05,8.5579e-05
1564.57,0.0022923,0.0018433,0.0018245,9.9632e-05,8.5023e-05,8.3341e-05
1578.18,0.0022397,0.001795,0.0017796,9.7008e-05,8.2717e-05,8.1181e-05
1591.78,0.0021885,0.0017481,0.0017361,9.4807e-05,8.0486e-05,7.909e-05
1605.39,0.0021388,0.0017028,0.001694,9.2866e-05,7.8328e-05,7.707e-05
1618.99,0.0020905,0.0016588,0.0016532,9.0842e-05,7.6239e-05,7.5116e-05
1632.6,0.0020435,0.0016163,0.0016137,8.8555e-05,7.4219e-05,7.3228e-05
1646.2,0.0019978,0.0015751,0.0015755,8.6144e-05,7.2268e-05,7.1401e-05
1659.81,0.0019534,0.0015351,0.0015383,8.3917e-05,7.0383e-05,6.9634e-05
1673.41,0.0019102,0.0014964,0.0015023,8.2055e-05,6.8559e-05,6.7923e-05
1687.02,0.0018682,0.0014588,0.0014674,8.0445e-05,6.6792e-05,6.6267e-05
1700.62,0.0018273,0.0014224,0.0014335,7.8803e-05,6.508e-05,6.4664e-05
1714.23,0.0017874,0.0013871,0.0014007,7.6933e-05,6.3422e-05,6.3112e-05
1727.83,0.0017487,0.0013529,0.0013688,7.4907e-05,6.182e-05,6.1611e-05
1741.44,0.0017109,0.0013197,0.0013378,7.2981e-05,6.0271e-05,6.0156e-05
1755.04,0.0016742,0.0012874,0.0013078,7.1356e-05,5.877e-05,5.8747e-05
1768.65,0.0016383,0.0012561,0.0012786,7.0004e-05,5.7315e-05,5.738e-05
1782.25,0.0016034,0.0012257,0.0012502,6.8699e-05,5.5904e-05,5.6056e-05
1795.86,0.0015693,0.0011962,0.0012227,6.7225e-05,5.4534e-05,5.4771e-05
1809.46,0.0015362,0.0011677,0.001196,6.5566e-05,5.3211e-05,5.3529e-05
1823.07,0.0015039,0.0011399,0.00117,6.3896e-05,5.1927e-05,5.2323e-05
1836.67,0.0014724,0.0011129,0.0011447,6.2436e-05,5.0684e-05,5.1153e-05
1850.28,0.0014416,0.0010866,0.0011202,6.125e-05,4.9478e-05,5.0017e-05
1863.88,0.0014116,0.0010611,0.0010963,6.02e-05,4.8306e-05,4.8914e-05
1877.49,0.0013823,0.0010363,0.001073,5.9071e-05,4.7166e-05,4.7843e-05
1891.09,0.0013539,0.0010124,0.0010505,5.776e-05,4.6065e-05,4.6807e-05
1904.7,0.001326,0.00098895,0.0010285,5.6332e-05,4.4992e-05,4.5797e-05
1918.3,0.0012988,0.00096623,0.0010072,5.4988e-05,4.3953e-05,4.4817e-05
1931.91,0.0012723,0.00094413,0.00098636,5.3869e-05,4.2945e-05,4.3865e-05
1945.51,0.0012464,0.00092264,0.00096612,5.2951e-05,4.1964e-05,4.2939e-05
1959.12,0.001221,0.00090172,0.00094639,5.2069e-05,4.1009e-05,4.2037e-05
1972.72,0.0011964,0.00088147,0.0009273,5.1063e-05,4.0084e-05,4.1166e-05
1986.33,0.0011722,0.00086164,0.00090856,4.9879e-05,3.918e-05,4.0311e-05
1999.93,0.0011486,0.00084239,0.00089036,4.8644e-05,3.8303e-05,3.9482e-05
2013.54,0.0011255,0.00082367,0.00087264,4.7527e-05,3.7452e-05,3.8675e-05
2027.14,0.001103,0.00080545,0.00085537,4.6618e-05,3.6624e-05,3.789e-05
2040.75,0.001081,0.00078771,0.00083854,4.5858e-05,3.5818e-05,3.7125e-05
2054.35,0.0010594,0.00077039,0.00082209,4.5093e-05,3.503e-05,3.6377e-05
2067.96,0.0010384,0.00075365,0.00080618,4.4204e-05,3.4268e-05,3.5654e-05
2081.56,0.0010178,0.00073726,0.00079058,4.3171e-05,3.3522e-05,3.4946e-05
2095.17,0.00099766,0.00072131,0.00077537,4.2117e-05,3.2797e-05,3.4256e-05
2108.77,0.00097797,0.00070578,0.00076055,4.1184e-05,3.2093e-05,3.3583e-05
2122.38,0.00095871,0.00069065,0.0007461,4.0435e-05,3.1406e-05,3.2928e-05
2135.98,0.00093985,0.00067591,0.000732,3.9807e-05,3.0736e-05,3.2288e-05
2149.59,0.00092145,0.00066159,0.00071828,3.9167e-05,3.0085e-05,3.1666e-05
2163.19,0.00090338,0.00064758,0.00070484,3.8404e-05,2.9447e-05,3.1056e-05
2176.8,0.0008857,0.00063393,0.00069172,3.7521e-05,2.8825e-05,3.0462e-05
2190.4,0.0008684,0.00062063,0.00067893,3.6619e-05,2.8221e-05,2.9882e-05
2204.01,0.00085147,0.00060768,0.00066645,3.5823e-05,2.7632e-05,2.9316e-05
2217.61,0.00083491,0.00059506,0.00065427,3.5191e-05,2.7058e-05,2.8764e-05
2231.22,0.00081869,0.00058275,0.00064238,3.4672e-05,2.6498e-05,2.8225e-05
2244.82,0.00080283,0.00057076,0.00063078,3.4151e-05,2.5952e-05,2.7699e-05
2258.43,0.00078727,0.00055905,0.00061944,3.3526e-05,2.5417e-05,2.7185e-05
2272.03,0.00077203,0.00054763,0.00060835,3.2785e-05,2.4896e-05,2.6683e-05
2285.64,0.0007571,0.00053649,0.00059752,3.2008e-05,2.4388e-05,2.6192e-05
2299.24,0.00074248,0.00052563,0.00058695,3.1303e-05,2.3893e-05,2.5713e-05
2312.85,0.00072816,0.00051504,0.00057662,3.0737e-05,2.3411e-05,2.5245e-05
2326.45,0.00071415,0.00050472,0.00056653,3.0285e-05,2.294e-05,2.4788e-05
2340.06,0.00070042,0.00049464,0.00055668,2.9854e-05,2.248e-05,2.4342e-05
2353.66,0.00068696,0.00048481,0.00054704,2.9346e-05,2.2031e-05,2.3906e-05
2367.27,0.00067376,0.00047521,0.00053761,2.8727e-05,2.1592e-05,2.348e-05
2380.87,0.00066082,0.00046584,0.00052839,2.8045e-05,2.1164e-05,2.3063e-05
2394.48,0.00064813,0.00045669,0.00051937,2.7397e-05,2.0746e-05,2.2655e-05
2408.08,0.0006357,0.00044775,0.00051055,2.6857e-05,2.034e-05,2.2257e-05
2421.69,0.00062353,0.00043905,0.00050194,2.6434e-05,1.9943e-05,2.1868e-05
2435.29,0.00061161,0.00043055,0.00049353,2.6064e-05,1.9555e-05,2.1489e-05
2448.9,0.00059991,0.00042225,0.00048529,2.5656e-05,1.9176e-05,2.1118e-05
2462.5,0.00058844,0.00041414,0.00047722,2.5154e-05,1.8806e-05,2.0754e-05
2476.11,0.00057718,0.00040621,0.00046932,2.4572e-05,1.8444e-05,2.0399e-05
2489.71,0.00056613,0.00039847,0.00046159,2.398e-05,1.8092e-05,2.0051e-05
2503.32,0.00055529,0.0003909,0.00045402,2.3461e-05,1.7748e-05,1.9711e-05
2516.92,0.00054467,0.00038351,0.00044661,2.3054e-05,1.7412e-05,1.9379e-05
2530.53,0.0005343,0.00037632,0.0004394,2.2734e-05,1.7086e-05,1.9055e-05
2544.13,0.00052409,0.00036928,0.0004323,2.2425e-05,1.6765e-05,1.8738e-05
2557.74,0.00051407,0.00036239,0.00042536,2.2056e-05,1.6452e-05,1.8427e-05
2571.34,0.00050425,0.00035567,0.00041856,2.16e-05,1.6146e-05,1.8124e-05
2584.95,0.0004946,0.00034909,0.0004119,2.1091e-05,1.5847e-05,1.7826e-05
2598.55,0.00048513,0.00034265,0.00040536,2.06e-05,1.5555e-05,1.7535e-05
2612.16,0.0004758,0.00033634,0.00039894,2.0188e-05,1.527e-05,1.7249e-05
2625.76,0.00046678,0.00033025,0.00039274,1.9876e-05,1.4994e-05,1.6973e-05
2639.37,0.00045783,0.00032424,0.0003866,1.9616e-05,1.4722e-05,1.67e-05
2652.97,0.00044906,0.00031837,0.00038059,1.9345e-05,1.4456e-05,1.6433e-05
2666.58,0.00044046,0.00031264,0.00037471,1.9009e-05,1.4196e-05,1.6173e-05
2680.18,0.00043202,0.00030703,0.00036895,1.8599e-05,1.3942e-05,1.5917e-05
2693.79,0.00042373,0.00030155,0.00036329,1.8155e-05,1.3694e-05,1.5667e-05
2707.39,0.00041555,0.00029615,0.0003577,1.7739e-05,1.3451e-05,1.542e-05
2721.0,0.00040767,0.00029097,0.00035236,1.7406e-05,1.3218e-05,1.5184e-05
2734.6,0.00039981,0.00028582,0.000347,1.7149e-05,1.2985e-05,1.4948e-05
2748.21,0.00039211,0.0002808,0.00034178,1.6934e-05,1.2759e-05,1.4718e-05
2761.81,0.00038457,0.00027589,0.00033666,1.67e-05,1.2537e-05,1.4493e-05
2775.42,0.00037717,0.00027109,0.00033164,1.6403e-05,1.232e-05,1.4272e-05
2789.02,0.0003699,0.0002664,0.00032673,1.6041e-05,1.2109e-05,1.4056e-05
2802.63,0.00036276,0.0002618,0.0003219,1.5651e-05,1.1901e-05,1.3844e-05
2816.23,0.00035574,0.00025729,0.00031714,1.529e-05,1.1698e-05,1.3635e-05
2829.84,0.00034892,0.00025293,0.00031255,1.5e-05,1.1503e-05,1.3434e-05
2843.44,0.00034216,0.00024862,0.00030798,1.478e-05,1.1309e-05,1.3234e-05
2857.05,0.00033553,0.0002444,0.0003035,1.4596e-05,1.1119e-05,1.3038e-05
2870.65,0.00032902,0.00024028,0.00029912,1.4398e-05,1.0933e-05,1.2846e-05
2884.26,0.00032264,0.00023625,0.00029482,1.4145e-05,1.0751e-05,1.2658e-05
2897.86,0.00031638,0.0002323,0.0002906,1.3835e-05,1.0573e-05,1.2473e-05
2911.47,0.00031022,0.00022844,0.00028646,1.3496e-05,1.0398e-05,1.2292e-05
2925.07,0.00030421,0.00022468,0.00028242,1.318e-05,1.0229e-05,1.2116e-05
2938.68,0.00029827,0.00022097,0.00027842,1.2921e-05,1.0063e-05,1.1941e-05
2952.28,0.00029244,0.00021733,0.0002745,1.2726e-05,9.8992e-06,1.177e-05
2965.89,0.00028672,0.00021378,0.00027064,1.2571e-05,9.7389e-06,1.1601e-05
2979.49,0.0002811,0.0002103,0.00026686,1.2411e-05,9.5817e-06,1.1436e-05
2993.1,0.00027559,0.0002069,0.00026316,1.2209e-05,9.4277e-06,1.1275e-05
3006.7,0.00027018,0.00020357,0.00025952,1.1954e-05,9.2769e-06,1.1116e-05
3020.31,0.00026487,0.0002003,0.00025595,1.1667e-05,9.1293e-06,1.096e-05
3033.91,0.00025966,0.00019711,0.00025244,1.1388e-05,8.9851e-06,1.0807e-05
3047.52,0.00025454,0.00019398,0.000249,1.1154e-05,8.8438e-06,1.0657e-05
3061.12,0.00024951,0.00019091,0.00024561,1.0979e-05,8.705e-06,1.0509e-05
3074.73,0.00024456,0.0001879,0.00024227,1.0848e-05,8.5687e-06,1.0363e-05
3088.33,0.00023971,0.00018495,0.000239,1.0724e-05,8.4348e-06,1.022e-05
3101.94,0.00023495,0.00018207,0.00023578,1.0571e-05,8.3033e-06,1.008e-05
3115.54,0.00023027,0.00017924,0.00023262,1.0369e-05,8.1745e-06,9.9419e-06
3129.15,0.00022569,0.00017648,0.00022953,1.0127e-05,8.0485e-06,9.8067e-06
3142.75,0.00022119,0.00017377,0.00022649,9.8752e-06,7.9252e-06,9.6739e-06
3156.36,0.00021677,0.00017111,0.0002235,9.6503e-06,7.8044e-06,9.5432e-06
3169.96,0.00021242,0.00016851,0.00022055,9.4747e-06,7.6859e-06,9.4146e-06
3183.57,0.00020816,0.00016595,0.00021766,9.3465e-06,7.5695e-06,9.2881e-06
3197.17,0.00020396,0.00016345,0.00021481,9.2415e-06,7.455e-06,9.1636e-06
3210.78,0.00019985,0.00016099,0.00021201,9.1259e-06,7.3423e-06,9.0411e-06
3224.38,0.0001958,0.00015858,0.00020925,8.9731e-06,7.2317e-06,8.9207e-06
3237.99,0.00019184,0.00015622,0.00020655,8.7782e-06,7.1234e-06,8.8025e-06
3251.59,0.00018797,0.00015393,0.00020391,8.5596e-06,7.0181e-06,8.6872e-06
3265.2,0.00018415,0.00015166,0.0002013,8.3462e-06,6.9143e-06,8.5731e-06
3278.8,0.0001804,0.00014945,0.00019874,8.1669e-06,6.8128e-06,8.4609e-06
3292.41,0.00017672,0.00014727,0.00019621,8.0326e-06,6.7131e-06,8.3506e-06
3306.01,0.00017311,0.00014514,0.00019373,7.9333e-06,6.6151e-06,8.2419e-06
3319.62,0.00016956,0.00014304,0.00019128,7.8431e-06,6.5185e-06,8.1348e-06
3333.22,0.00016606,0.00014098,0.00018887,7.733e-06,6.4234e-06,8.0293e-06
3346.83,0.00016264,0.00013896,0.00018649,7.5858e-06,6.3301e-06,7.9255e-06
3360.43,0.00015931,0.00013701,0.00018421,7.4062e-06,6.2403e-06,7.8256e-06
3374.04,0.00015601,0.00013507,0.00018191,7.2103e-06,6.1507e-06,7.7253e-06
3387.64,0.00015278,0.00013318,0.00017966,7.0282e-06,6.0634e-06,7.6271e-06
3401.25,0.00014961,0.00013132,0.00017745,6.8807e-06,5.9779e-06,7.5305e-06
3414.85,0.0001465,0.00012949,0.00017527,6.7728e-06,5.894e-06,7.4355e-06
3428.46,0.00014344,0.0001277,0.00017313,6.6916e-06,5.8114e-06,7.3419e-06
3442.06,0.00014043,0.00012594,0.00017101,6.6127e-06,5.7299e-06,7.2496e-06
3455.67,0.00013746,0.00012419,0.0001689,6.5116e-06,5.649e-06,7.1576e-06
3469.27,0.00013463,0.00012256,0.00016694,6.381e-06,5.5733e-06,7.072e-06
3482.88,0.00013177,0.00012087,0.0001649,6.2176e-06,5.4955e-06,6.9831e-06
3496.48,0.00012898,0.00011924,0.00016291,6.0458e-06,5.4201e-06,6.8967e-06
3510.09,0.00012625,0.00011765,0.00016097,5.8892e-06,5.3466e-06,6.812e-06
3523.69,0.00012358,0.00011608,0.00015905,5.765e-06,5.2746e-06,6.7287e-06
3537.3,0.00012095,0.00011454,0.00015716,5.6763e-06,5.2039e-06,6.6467e-06
3550.9,0.00011837,0.00011303,0.0001553,5.6113e-06,5.1342e-06,6.5659e-06
3564.51,0.00011582,0.00011154,0.00015346,5.5487e-06,5.0654e-06,6.486e-06
3578.11,0.00011331,0.00011006,0.00015161,5.4673e-06,4.9966e-06,6.4059e-06
3591.72,0.00011092,0.00010868,0.00014992,5.3618e-06,4.933e-06,6.3322e-06
3605.32,0.00010852,0.00010727,0.00014815,5.2288e-06,4.8677e-06,6.256e-06
3618.93,0.00010617,0.0001059,0.00014643,5.0879e-06,4.804e-06,6.1813e-06
3632.53,0.00010387,0.00010455,0.00014473,4.9593e-06,4.7418e-06,6.108e-06
3646.14,0.00010162,0.00010322,0.00014306,4.8579e-06,4.6809e-06,6.0359e-06
3659.74,9.9402e-05,0.00010192,0.00014142,4.7868e-06,4.6211e-06,5.965e-06
3673.35,9.723e-05,0.00010065,0.0001398,4.7364e-06,4.5622e-06,5.8952e-06
3686.95,9.5086e-05,9.9378e-05,0.00013819,4.6885e-06,4.5036e-06,5.8256e-06
3700.56,9.3033e-05,9.8185e-05,0.00013667,4.6279e-06,4.4482e-06,5.7601e-06
3714.16,9.0969e-05,9.6961e-05,0.0001351,4.5392e-06,4.3915e-06,5.6926e-06
3727.77,8.8953e-05,9.5768e-05,0.00013357,4.4274e-06,4.3362e-06,5.6266e-06
3741.37,8.6978e-05,9.4598e-05,0.00013206,4.3053e-06,4.2821e-06,5.5618e-06
3754.98,8.5044e-05,9.3452e-05,0.00013057,4.1907e-06,4.2292e-06,5.4981e-06
3768.58,8.3149e-05,9.2328e-05,0.00012911,4.0985e-06,4.1774e-06,5.4355e-06
3782.19,8.1292e-05,9.1226e-05,0.00012768,4.0339e-06,4.1266e-06,5.3739e-06
3795.79,7.9472e-05,9.0143e-05,0.00012626,3.9909e-06,4.0767e-06,5.3133e-06
3809.4,7.7682e-05,8.9075e-05,0.00012486,3.9549e-06,4.0272e-06,5.2533e-06
3823.0,7.5944e-05,8.8043e-05,0.00012351,3.9102e-06,3.9793e-06,5.1953e-06
3836.61,7.4224e-05,8.7012e-05,0.00012214,3.8431e-06,3.9313e-06,5.137e-06
3850.21,7.2538e-05,8.5999e-05,0.0001208,3.7527e-06,3.8843e-06,5.0797e-06
3863.82,7.0885e-05,8.5003e-05,0.00011948,3.6475e-06,3.8381e-06,5.0231e-06
3877.42,6.9266e-05,8.4026e-05,0.00011818,3.5425e-06,3.7928e-06,4.9675e-06
3891.03,6.7681e-05,8.3068e-05,0.00011689,3.4523e-06,3.7486e-06,4.9127e-06
3904.63,6.6128e-05,8.2128e-05,0.00011563,3.3851e-06,3.7052e-06,4.8589e-06
3918.24,6.4609e-05,8.1206e-05,0.00011439,3.3399e-06,3.6626e-06,4.806e-06
3931.84,6.3119e-05,8.03e-05,0.00011317,3.307e-06,3.6206e-06,4.7538e-06
3945.45,6.1661e-05,7.9412e-05,0.00011196,3.2726e-06,3.5793e-06,4.7025e-06
3959.05,6.0231e-05,7.8537e-05,0.00011077,3.2238e-06,3.5385e-06,4.6517e-06
3972.66,5.8827e-05,7.7674e-05,0.00010959,3.155e-06,3.4983e-06,4.6015e-06
3986.26,5.7452e-05,7.6825e-05,0.00010843,3.0695e-06,3.4587e-06,4.552e-06
3999.87,5.6103e-05,7.5989e-05,0.00010728,2.978e-06,3.4199e-06,4.5031e-06
4013.47,5.4783e-05,7.5169e-05,0.00010615,2.8935e-06,3.3818e-06,4.4549e-06
4027.08,5.349e-05,7.4363e-05,0.00010503,2.8259e-06,3.3444e-06,4.4074e-06
4040.68,5.2225e-05,7.3572e-05,0.00010393,2.7785e-06,3.3078e-06,4.3607e-06
4054.29,5.0989e-05,7.2799e-05,0.00010286,2.7464e-06,3.2718e-06,4.3148e-06
4067.89,4.9779e-05,7.2039e-05,0.00010179,2.719e-06,3.2364e-06,4.2696e-06
4081.5,4.8592e-05,7.129e-05,0.00010074,2.6843e-06,3.2014e-06,4.2249e-06
4095.1,4.743e-05,7.0553e-05,9.9705e-05,2.6341e-06,3.1668e-06,4.1807e-06
4108.71,4.6291e-05,6.9827e-05,9.8679e-05,2.5667e-06,3.1328e-06,4.1371e-06
4122.31,4.5174e-05,6.9111e-05,9.7664e-05,2.4885e-06,3.0993e-06,4.0939e-06
4135.92,4.4081e-05,6.8406e-05,9.6661e-05,2.4103e-06,3.0663e-06,4.0512e-06
4149.52,4.301e-05,6.7712e-05,9.567e-05,2.3431e-06,3.034e-06,4.009e-06
4163.13,4.1961e-05,6.7029e-05,9.4692e-05,2.2938e-06,3.0022e-06,3.9674e-06
4176.73,4.0937e-05,6.636e-05,9.3731e-05,2.2627e-06,2.971e-06,3.9265e-06
4190.34,3.9943e-05,6.5718e-05,9.2804e-05,2.2442e-06,2.9408e-06,3.887e-06
4203.94,3.8963e-05,6.5072e-05,9.1869e-05,2.2269e-06,2.9104e-06,3.8472e-06
4217.55,3.8005e-05,6.4439e-05,9.095e-05,2.2009e-06,2.8805e-06,3.808e-06
4231.15,3.7067e-05,6.3816e-05,9.0043e-05,2.1597e-06,2.851e-06,3.7693e-06
4244.76,3.6149e-05,6.3202e-05,8.9145e-05,2.1032e-06,2.8219e-06,3.7311e-06
4258.36,3.5249e-05,6.2596e-05,8.8256e-05,2.0378e-06,2.7933e-06,3.6932e-06
4271.97,3.4368e-05,6.1998e-05,8.7376e-05,1.9733e-06,2.765e-06,3.6556e-06
4285.57,3.3505e-05,6.1406e-05,8.6502e-05,1.919e-06,2.7372e-06,3.6184e-06
4299.18,3.2661e-05,6.0826e-05,8.5643e-05,1.8804e-06,2.7098e-06,3.5817e-06
