,1s,1s,1s,2s,2s,2s
4312.78,3.1854e-05,6.0287e-05,8.4839e-05,1.8583e-06,2.6843e-06,3.5474e-06
4326.39,3.1045e-05,5.9721e-05,8.3996e-05,1.8449e-06,2.6575e-06,3.5114e-06
4339.99,3.0259e-05,5.9173e-05,8.3175e-05,1.8328e-06,2.6313e-06,3.4764e-06
4353.6,2.9491e-05,5.8635e-05,8.2367e-05,1.813e-06,2.6056e-06,3.4419e-06
4367.2,2.8741e-05,5.8107e-05,8.157e-05,1.7801e-06,2.5802e-06,3.4079e-06
4380.81,2.8007e-05,5.7585e-05,8.0782e-05,1.7342e-06,2.5552e-06,3.3742e-06
4394.41,2.7288e-05,5.707e-05,8.0001e-05,1.6806e-06,2.5305e-06,3.3409e-06
4408.02,2.6584e-05,5.656e-05,7.9225e-05,1.6272e-06,2.5061e-06,3.3077e-06
4421.62,2.5891e-05,5.6047e-05,7.8442e-05,1.5817e-06,2.4816e-06,3.2743e-06
4435.23,2.525e-05,5.562e-05,7.778e-05,1.551e-06,2.461e-06,3.2459e-06
4448.83,2.458e-05,5.5104e-05,7.6991e-05,1.5299e-06,2.4365e-06,3.2123e-06
4462.44,2.3938e-05,5.4624e-05,7.6252e-05,1.5173e-06,2.4135e-06,3.1807e-06
4476.04,2.3313e-05,5.4156e-05,7.5528e-05,1.5053e-06,2.3909e-06,3.1497e-06
4489.65,2.2703e-05,5.3698e-05,7.4815e-05,1.4867e-06,2.3687e-06,3.1193e-06
4503.25,2.2108e-05,5.3247e-05,7.4113e-05,1.4569e-06,2.3468e-06,3.0893e-06
4516.86,2.1527e-05,5.2803e-05,7.3419e-05,1.416e-06,2.3253e-06,3.0596e-06
4530.46,2.0958e-05,5.2365e-05,7.273e-05,1.3685e-06,2.3041e-06,3.0302e-06
4544.07,2.0401e-05,5.1928e-05,7.2043e-05,1.3211e-06,2.283e-06,3.0009e-06
4557.67,1.9855e-05,5.1492e-05,7.1358e-05,1.2808e-06,2.2621e-06,2.9716e-06
4571.28,1.9339e-05,5.1109e-05,7.0743e-05,1.2528e-06,2.2435e-06,2.9453e-06
4584.88,1.8819e-05,5.0685e-05,7.0072e-05,1.2352e-06,2.2232e-06,2.9167e-06
4598.49,1.8313e-05,5.0275e-05,6.9419e-05,1.2257e-06,2.2034e-06,2.8888e-06
4612.09,1.782e-05,4.9873e-05,6.8777e-05,1.2181e-06,2.1839e-06,2.8615e-06
4625.7,1.734e-05,4.948e-05,6.8146e-05,1.2058e-06,2.1647e-06,2.8345e-06
4639.3,1.6872e-05,4.9094e-05,6.7524e-05,1.1842e-06,2.1459e-06,2.808e-06
4652.91,1.6416e-05,4.8714e-05,6.691e-05,1.1523e-06,2.1274e-06,2.7818e-06
4666.51,1.5971e-05,4.8339e-05,6.6302e-05,1.1133e-06,2.1091e-06,2.7559e-06
4680.12,1.5534e-05,4.7964e-05,6.5694e-05,1.0727e-06,2.0909e-06,2.73e-06
4693.72,1.5105e-05,4.7582e-05,6.5075e-05,1.0365e-06,2.0725e-06,2.7037e-06
4707.33,1.4702e-05,4.7257e-05,6.4535e-05,1.0105e-06,2.0567e-06,2.6806e-06
4720.93,1.4297e-05,4.6898e-05,6.3946e-05,9.9421e-07,2.0394e-06,2.6556e-06
4734.54,1.3902e-05,4.6545e-05,6.3367e-05,9.865e-07,2.0224e-06,2.631e-06
4748.14,1.3518e-05,4.6199e-05,6.2796e-05,9.8275e-07,2.0055e-06,2.6067e-06
4761.75,1.3144e-05,4.5859e-05,6.2234e-05,9.7722e-07,1.989e-06,2.5828e-06
4775.35,1.278e-05,4.5526e-05,6.168e-05,9.6508e-07,1.9727e-06,2.5593e-06
4788.96,1.2426e-05,4.5199e-05,6.1134e-05,9.4409e-07,1.9566e-06,2.5362e-06
4802.56,1.208e-05,4.4878e-05,6.0596e-05,9.1538e-07,1.9409e-06,2.5133e-06
4816.17,1.1743e-05,4.4558e-05,6.006e-05,8.8289e-07,1.9253e-06,2.4906e-06
4829.77,1.1419e-05,4.4258e-05,5.955e-05,8.5216e-07,1.9106e-06,2.469e-06
4843.38,1.1098e-05,4.3943e-05,5.9021e-05,8.2713e-07,1.8954e-06,2.4466e-06
4856.98,1.0786e-05,4.3636e-05,5.8502e-05,8.1066e-07,1.8806e-06,2.4246e-06
4870.59,1.0482e-05,4.3333e-05,5.7987e-05,8.0237e-07,1.8659e-06,2.4029e-06
4884.19,1.0186e-05,4.3033e-05,5.7478e-05,7.9933e-07,1.8513e-06,2.3814e-06
4897.8,9.8975e-06,4.2738e-05,5.6976e-05,7.9701e-07,1.8369e-06,2.3601e-06
4911.4,9.6172e-06,4.2449e-05,5.648e-05,7.9075e-07,1.8227e-06,2.3392e-06
4925.01,9.3447e-06,4.2165e-05,5.5992e-05,7.7743e-07,1.8088e-06,2.3186e-06
4938.61,9.0798e-06,4.1886e-05,5.5512e-05,7.5653e-07,1.7951e-06,2.2984e-06
4952.22,8.8222e-06,4.1612e-05,5.5038e-05,7.3032e-07,1.7816e-06,2.2784e-06
4965.82,8.5716e-06,4.1343e-05,5.457e-05,7.0289e-07,1.7685e-06,2.2587e-06
4979.43,8.3276e-06,4.1076e-05,5.4106e-05,6.7866e-07,1.7555e-06,2.2391e-06
4993.03,8.09e-06,4.0813e-05,5.3646e-05,6.609e-07,1.7427e-06,2.2198e-06
5006.64,7.8586e-06,4.0551e-05,5.3189e-05,6.5077e-07,1.73e-06,2.2006e-06
5020.24,7.6334e-06,4.0292e-05,5.2736e-05,6.4707e-07,1.7174e-06,2.1815e-06
5033.85,7.4142e-06,4.0036e-05,5.2286e-05,6.4663e-07,1.7049e-06,2.1626e-06
5047.45,7.201e-06,3.9782e-05,5.1841e-05,6.4531e-07,1.6925e-06,2.144e-06
5061.06,6.9939e-06,3.9533e-05,5.1402e-05,6.3935e-07,1.6803e-06,2.1255e-06
5074.66,6.7928e-06,3.9289e-05,5.097e-05,6.2664e-07,1.6682e-06,2.1074e-06
5088.27,6.5973e-06,3.9047e-05,5.0541e-05,6.0745e-07,1.6563e-06,2.0894e-06
5101.87,6.409e-06,3.882e-05,5.0131e-05,5.8446e-07,1.6451e-06,2.0722e-06
5115.48,6.2245e-06,3.8585e-05,4.9713e-05,5.6114e-07,1.6336e-06,2.0547e-06
5129.08,6.0456e-06,3.8357e-05,4.9302e-05,5.4137e-07,1.6225e-06,2.0375e-06
5142.69,5.8717e-06,3.813e-05,4.8896e-05,5.2759e-07,1.6115e-06,2.0205e-06
5156.29,5.7027e-06,3.7906e-05,4.8492e-05,5.2037e-07,1.6006e-06,2.0036e-06
5169.9,5.5383e-06,3.7683e-05,4.809e-05,5.1834e-07,1.5897e-06,1.9868e-06
5183.5,5.3785e-06,3.7462e-05,4.7691e-05,5.1861e-07,1.5789e-06,1.9701e-06
5197.11,5.2232e-06,3.7243e-05,4.7296e-05,5.1767e-07,1.5682e-06,1.9535e-06
5210.71,5.0725e-06,3.7026e-05,4.6904e-05,5.1246e-07,1.5575e-06,1.9371e-06
5224.32,4.9257e-06,3.6809e-05,4.6512e-05,5.0145e-07,1.5468e-06,1.9208e-06
5237.92,4.7841e-06,3.6599e-05,4.6131e-05,4.8525e-07,1.5365e-06,1.9048e-06
5251.53,4.6492e-06,3.6413e-05,4.5779e-05,4.6638e-07,1.5272e-06,1.8901e-06
5265.13,4.5159e-06,3.621e-05,4.5408e-05,4.4754e-07,1.5173e-06,1.8746e-06
5278.74,4.3869e-06,3.6012e-05,4.5043e-05,4.3207e-07,1.5076e-06,1.8593e-06
5292.34,4.2618e-06,3.5816e-05,4.4681e-05,4.2191e-07,1.498e-06,1.8442e-06
5305.95,4.1404e-06,3.5623e-05,4.4323e-05,4.1741e-07,1.4886e-06,1.8292e-06
5319.55,4.0225e-06,3.543e-05,4.3966e-05,4.1732e-07,1.4791e-06,1.8143e-06
5333.16,3.9081e-06,3.5237e-05,4.3611e-05,4.1914e-07,1.4697e-06,1.7995e-06
5346.76,3.797e-06,3.5046e-05,4.3257e-05,4.1985e-07,1.4602e-06,1.7847e-06
5360.37,3.6888e-06,3.4852e-05,4.2902e-05,4.1681e-07,1.4507e-06,1.7699e-06
5373.97,3.5844e-06,3.4664e-05,4.2555e-05,4.0879e-07,1.4414e-06,1.7554e-06
5387.58,3.4868e-06,3.4513e-05,4.2253e-05,3.9653e-07,1.4336e-06,1.7427e-06
5401.18,3.3885e-06,3.4326e-05,4.1909e-05,3.8116e-07,1.4244e-06,1.7284e-06
5414.79,3.2939e-06,3.4149e-05,4.1577e-05,3.6594e-07,1.4156e-06,1.7145e-06
5428.39,3.2026e-06,3.3976e-05,4.1251e-05,3.5347e-07,1.4071e-06,1.7008e-06
5442.0,3.1142e-06,3.3805e-05,4.0929e-05,3.455e-07,1.3987e-06,1.6873e-06
5455.6,3.0287e-06,3.3636e-05,4.0609e-05,3.4247e-07,1.3904e-06,1.674e-06
5469.21,2.9458e-06,3.3469e-05,4.0292e-05,3.4341e-07,1.3821e-06,1.6607e-06
5482.81,2.8654e-06,3.3301e-05,3.9975e-05,3.4625e-07,1.3737e-06,1.6475e-06
5496.42,2.7873e-06,3.3131e-05,3.9657e-05,3.4835e-07,1.3653e-06,1.6342e-06
5510.02,2.7105e-06,3.2948e-05,3.9324e-05,3.4718e-07,1.3563e-06,1.6202e-06
5523.63,2.6434e-06,3.2855e-05,3.91e-05,3.4243e-07,1.351e-06,1.6108e-06
5537.23,2.5707e-06,3.2666e-05,3.8762e-05,3.3223e-07,1.3417e-06,1.5966e-06
5550.84,2.5024e-06,3.2503e-05,3.8455e-05,3.1933e-07,1.3336e-06,1.5838e-06
5564.44,2.4367e-06,3.2346e-05,3.8157e-05,3.0587e-07,1.3258e-06,1.5713e-06
5578.05,2.3734e-06,3.2193e-05,3.7864e-05,2.9426e-07,1.3181e-06,1.559e-06
5591.65,2.3123e-06,3.2043e-05,3.7576e-05,2.8625e-07,1.3107e-06,1.547e-06
5605.26,2.2533e-06,3.1895e-05,3.7291e-05,2.8254e-07,1.3033e-06,1.535e-06
5618.86,2.1963e-06,3.1748e-05,3.7008e-05,2.8264e-07,1.296e-06,1.5231e-06
5632.47,2.1412e-06,3.1601e-05,3.6725e-05,2.8499e-07,1.2886e-06,1.5113e-06
5646.07,2.0877e-06,3.1451e-05,3.644e-05,2.8741e-07,1.2811e-06,1.4993e-06
5659.68,2.0359e-06,3.13e-05,3.6155e-05,2.8773e-07,1.2735e-06,1.4874e-06
5673.28,1.9888e-06,3.1194e-05,3.5924e-05,2.8484e-07,1.2678e-06,1.4776e-06
5686.89,1.9403e-06,3.1042e-05,3.5638e-05,2.7753e-07,1.2601e-06,1.4657e-06
5700.49,1.894e-06,3.0898e-05,3.5364e-05,2.6723e-07,1.2529e-06,1.4542e-06
5714.1,1.8496e-06,3.0758e-05,3.5096e-05,2.5573e-07,1.2459e-06,1.4429e-06
5727.7,1.8069e-06,3.0621e-05,3.4832e-05,2.4517e-07,1.239e-06,1.4318e-06
5741.31,1.7659e-06,3.0487e-05,3.4572e-05,2.3734e-07,1.2323e-06,1.4209e-06
5754.91,1.7265e-06,3.0356e-05,3.4316e-05,2.3321e-07,1.2258e-06,1.4102e-06
5768.52,1.6886e-06,3.0226e-05,3.4063e-05,2.3276e-07,1.2193e-06,1.3995e-06
5782.12,1.652e-06,3.0097e-05,3.3812e-05,2.3502e-07,1.2128e-06,1.389e-06
5795.73,1.6167e-06,2.9965e-05,3.3557e-05,2.3826e-07,1.2061e-06,1.3783e-06
5809.33,1.5825e-06,2.9829e-05,3.33e-05,2.405e-07,1.1993e-06,1.3675e-06
5822.94,1.5515e-06,2.973e-05,3.3085e-05,2.4041e-07,1.194e-06,1.3584e-06
5836.54,1.5201e-06,2.9599e-05,3.2835e-05,2.3656e-07,1.1874e-06,1.3479e-06
5850.15,1.49e-06,2.9472e-05,3.259e-05,2.2951e-07,1.1809e-06,1.3377e-06
5863.75,1.4613e-06,2.9346e-05,3.2348e-05,2.205e-07,1.1746e-06,1.3275e-06
5877.36,1.4337e-06,2.9223e-05,3.211e-05,2.1136e-07,1.1684e-06,1.3175e-06
5890.96,1.4074e-06,2.9102e-05,3.1874e-05,2.0388e-07,1.1624e-06,1.3076e-06
5904.57,1.3823e-06,2.8983e-05,3.1643e-05,1.9934e-07,1.1564e-06,1.2979e-06
5918.17,1.3584e-06,2.8867e-05,3.1415e-05,1.9823e-07,1.1506e-06,1.2883e-06
5931.78,1.3355e-06,2.8752e-05,3.119e-05,2.0017e-07,1.1448e-06,1.2789e-06
5945.38,1.3137e-06,2.8638e-05,3.0966e-05,2.04e-07,1.139e-06,1.2695e-06
5958.99,1.2926e-06,2.8519e-05,3.0738e-05,2.0802e-07,1.1331e-06,1.2599e-06
5972.59,1.2734e-06,2.8419e-05,3.0531e-05,2.1068e-07,1.1278e-06,1.2512e-06
5986.2,1.2544e-06,2.8305e-05,3.0311e-05,2.1042e-07,1.122e-06,1.242e-06
5999.8,1.2364e-06,2.8192e-05,3.0092e-05,2.0689e-07,1.1163e-06,1.2328e-06
6013.41,1.2193e-06,2.808e-05,2.9875e-05,2.0066e-07,1.1106e-06,1.2237e-06
6027.01,1.2031e-06,2.7968e-05,2.9659e-05,1.9305e-07,1.1049e-06,1.2147e-06
6040.62,1.1877e-06,2.7857e-05,2.9446e-05,1.8575e-07,1.0994e-06,1.2057e-06
6054.22,1.1733e-06,2.7748e-05,2.9235e-05,1.8028e-07,1.0939e-06,1.1969e-06
6067.83,1.1598e-06,2.7641e-05,2.9028e-05,1.7761e-07,1.0886e-06,1.1882e-06
6081.43,1.1471e-06,2.7537e-05,2.8824e-05,1.7798e-07,1.0834e-06,1.1797e-06
6095.04,1.1353e-06,2.7434e-05,2.8623e-05,1.8086e-07,1.0782e-06,1.1713e-06
6108.64,1.1243e-06,2.7333e-05,2.8424e-05,1.8507e-07,1.0731e-06,1.163e-06
6122.25,1.1141e-06,2.7232e-05,2.8227e-05,1.8906e-07,1.068e-06,1.1548e-06
6135.85,1.1046e-06,2.7132e-05,2.8031e-05,1.913e-07,1.0629e-06,1.1466e-06
6149.46,1.0959e-06,2.7031e-05,2.7836e-05,1.9073e-07,1.0577e-06,1.1384e-06
6163.06,1.0878e-06,2.693e-05,2.7641e-05,1.8712e-07,1.0526e-06,1.1303e-06
6176.67,1.0804e-06,2.6828e-05,2.7447e-05,1.8116e-07,1.0475e-06,1.1222e-06
6190.27,1.0736e-06,2.6727e-05,2.7253e-05,1.7415e-07,1.0424e-06,1.1141e-06
6203.88,1.0676e-06,2.6626e-05,2.7061e-05,1.6763e-07,1.0374e-06,1.1061e-06
6217.48,1.0622e-06,2.6526e-05,2.6872e-05,1.6294e-07,1.0325e-06,1.0982e-06
6231.09,1.0576e-06,2.6428e-05,2.6684e-05,1.6086e-07,1.0276e-06,1.0904e-06
6244.69,1.0537e-06,2.633e-05,2.6499e-05,1.6152e-07,1.0228e-06,1.0827e-06
6258.3,1.0506e-06,2.6239e-05,2.6321e-05,1.644e-07,1.0183e-06,1.0753e-06
6271.9,1.0483e-06,2.615e-05,2.6145e-05,1.6837e-07,1.0138e-06,1.068e-06
6285.51,1.0464e-06,2.6057e-05,2.5968e-05,1.7197e-07,1.0091e-06,1.0606e-06
6299.11,1.0452e-06,2.5966e-05,2.5792e-05,1.7386e-07,1.0046e-06,1.0533e-06
6312.72,1.0446e-06,2.5874e-05,2.5617e-05,1.7314e-07,9.9997e-07,1.0461e-06
6326.32,1.0447e-06,2.5782e-05,2.5443e-05,1.6965e-07,9.9538e-07,1.0388e-06
6339.93,1.0452e-06,2.569e-05,2.5269e-05,1.6406e-07,9.908e-07,1.0316e-06
6353.53,1.0464e-06,2.5596e-05,2.5095e-05,1.5758e-07,9.8624e-07,1.0244e-06
6367.14,1.0481e-06,2.5503e-05,2.4922e-05,1.5163e-07,9.817e-07,1.0172e-06
6380.74,1.0504e-06,2.5409e-05,2.4749e-05,1.4742e-07,9.772e-07,1.0101e-06
6394.35,1.0533e-06,2.5314e-05,2.4576e-05,1.4568e-07,9.7267e-07,1.0029e-06
6407.95,1.0571e-06,2.5227e-05,2.4412e-05,1.4661e-07,9.6845e-07,9.9613e-07
6421.56,1.0623e-06,2.516e-05,2.4268e-05,1.4983e-07,9.65e-07,9.9016e-07
6435.16,1.0669e-06,2.5065e-05,2.4099e-05,1.5406e-07,9.605e-07,9.8316e-07
6448.77,1.0725e-06,2.4979e-05,2.3937e-05,1.5823e-07,9.5627e-07,9.765e-07
6462.37,1.0787e-06,2.4894e-05,2.3779e-05,1.6102e-07,9.521e-07,9.6995e-07
6475.98,1.0855e-06,2.481e-05,2.3622e-05,1.6152e-07,9.4797e-07,9.6347e-07
6489.58,1.0929e-06,2.4725e-05,2.3466e-05,1.5947e-07,9.4383e-07,9.5701e-07
6503.19,1.1009e-06,2.464e-05,2.3309e-05,1.5535e-07,9.397e-07,9.5057e-07
6516.79,1.1094e-06,2.4554e-05,2.3153e-05,1.5021e-07,9.3555e-07,9.4412e-07
6530.4,1.1185e-06,2.4466e-05,2.2996e-05,1.4535e-07,9.3138e-07,9.3765e-07
6544.0,1.128e-06,2.4376e-05,2.2838e-05,1.4193e-07,9.2716e-07,9.3113e-07
6557.61,1.1375e-06,2.4274e-05,2.267e-05,1.4068e-07,9.2252e-07,9.2421e-07
6571.21,1.1483e-06,2.4185e-05,2.2515e-05,1.42e-07,9.1836e-07,9.1781e-07
6584.82,1.1621e-06,2.4147e-05,2.2408e-05,1.458e-07,9.1615e-07,9.1338e-07
6598.42,1.1741e-06,2.4059e-05,2.2255e-05,1.5065e-07,9.1202e-07,9.071e-07
6612.03,1.1871e-06,2.3977e-05,2.2109e-05,1.5571e-07,9.0809e-07,9.0106e-07
6625.63,1.2007e-06,2.3897e-05,2.1965e-05,1.597e-07,9.0423e-07,8.9514e-07
6639.24,1.215e-06,2.3818e-05,2.1823e-05,1.6162e-07,9.0041e-07,8.8931e-07
6652.84,1.23e-06,2.3739e-05,2.1683e-05,1.6102e-07,8.9661e-07,8.8352e-07
6666.45,1.2456e-06,2.366e-05,2.1542e-05,1.5816e-07,8.9281e-07,8.7775e-07
6680.05,1.2618e-06,2.358e-05,2.1402e-05,1.5393e-07,8.8899e-07,8.7197e-07
6693.66,1.2785e-06,2.3497e-05,2.126e-05,1.4951e-07,8.8512e-07,8.6613e-07
6707.26,1.2956e-06,2.3409e-05,2.1114e-05,1.4609e-07,8.8106e-07,8.6013e-07
6720.87,1.3135e-06,2.3325e-05,2.0973e-05,1.4465e-07,8.7719e-07,8.5432e-07
6734.47,1.3351e-06,2.3294e-05,2.088e-05,1.4591e-07,8.7533e-07,8.5049e-07
6748.08,1.3537e-06,2.3197e-05,2.0729e-05,1.4905e-07,8.7098e-07,8.4427e-07
6761.68,1.3737e-06,2.3114e-05,2.0591e-05,1.5391e-07,8.6712e-07,8.3858e-07
6775.29,1.3946e-06,2.3034e-05,2.0457e-05,1.5938e-07,8.634e-07,8.3307e-07
6788.89,1.4163e-06,2.2957e-05,2.0326e-05,1.6423e-07,8.5975e-07,8.2767e-07
6802.5,1.4389e-06,2.2882e-05,2.0197e-05,1.6733e-07,8.5616e-07,8.2238e-07
6816.1,1.4622e-06,2.2807e-05,2.007e-05,1.6799e-07,8.5261e-07,8.1714e-07
6829.71,1.4863e-06,2.2733e-05,1.9944e-05,1.662e-07,8.4907e-07,8.1195e-07
6843.31,1.5111e-06,2.2658e-05,1.9818e-05,1.6255e-07,8.4553e-07,8.0676e-07
6856.92,1.5364e-06,2.258e-05,1.9691e-05,1.5813e-07,8.4193e-07,8.0152e-07
6870.52,1.562e-06,2.2495e-05,1.9557e-05,1.5413e-07,8.3807e-07,7.9603e-07
6884.13,1.5884e-06,2.2411e-05,1.9426e-05,1.5167e-07,8.3429e-07,7.9063e-07
6897.73,1.6193e-06,2.238e-05,1.9341e-05,1.5178e-07,8.3247e-07,7.8711e-07
6911.34,1.6471e-06,2.2294e-05,1.9209e-05,1.5391e-07,8.2864e-07,7.817e-07
6924.94,1.6761e-06,2.2215e-05,1.9084e-05,1.5812e-07,8.2503e-07,7.7654e-07
6938.55,1.7061e-06,2.2137e-05,1.8962e-05,1.6355e-07,8.2149e-07,7.7149e-07
6952.15,1.737e-06,2.2062e-05,1.8842e-05,1.6905e-07,8.1801e-07,7.6654e-07
6965.76,1.7688e-06,2.1989e-05,1.8724e-05,1.7343e-07,8.1459e-07,7.6168e-07
6979.36,1.8016e-06,2.1916e-05,1.8608e-05,1.7576e-07,8.1122e-07,7.5691e-07
6992.97,1.8353e-06,2.1845e-05,1.8494e-05,1.7563e-07,8.0789e-07,7.5219e-07
7006.57,1.8699e-06,2.1775e-05,1.838e-05,1.7328e-07,8.0458e-07,7.4752e-07
7020.18,1.9052e-06,2.1703e-05,1.8267e-05,1.695e-07,8.0126e-07,7.4283e-07
7033.78,1.9409e-06,2.1625e-05,1.8149e-05,1.6543e-07,7.9775e-07,7.3798e-07
7047.39,1.9771e-06,2.1544e-05,1.8029e-05,1.6226e-07,7.9415e-07,7.3304e-07
7060.99,2.0179e-06,2.1503e-05,1.7945e-05,1.6124e-07,7.9206e-07,7.2952e-07
7074.6,2.0563e-06,2.1426e-05,1.7829e-05,1.6231e-07,7.8863e-07,7.2477e-07
7088.2,2.0957e-06,2.135e-05,1.7717e-05,1.6575e-07,7.8527e-07,7.2012e-07
7101.81,2.136e-06,2.1276e-05,1.7605e-05,1.7104e-07,7.8192e-07,7.1551e-07
7115.41,2.1773e-06,2.1202e-05,1.7495e-05,1.7723e-07,7.7859e-07,7.1097e-07
7129.02,2.2197e-06,2.1129e-05,1.7387e-05,1.8315e-07,7.7529e-07,7.0649e-07
7142.62,2.2631e-06,2.1058e-05,1.728e-05,1.8765e-07,7.7204e-07,7.0209e-07
7156.23,2.3077e-06,2.0988e-05,1.7175e-05,1.8994e-07,7.6884e-07,6.9776e-07
7169.83,2.3533e-06,2.0919e-05,1.7072e-05,1.8976e-07,7.6568e-07,6.935e-07
7183.44,2.4e-06,2.0851e-05,1.6971e-05,1.875e-07,7.6257e-07,6.8929e-07
7197.04,2.4475e-06,2.0782e-05,1.6869e-05,1.8407e-07,7.5944e-07,6.8507e-07
7210.65,2.4955e-06,2.0708e-05,1.6764e-05,1.8061e-07,7.5619e-07,6.8075e-07
7224.25,2.5465e-06,2.0652e-05,1.6673e-05,1.7844e-07,7.5356e-07,6.7699e-07
7237.86,2.5969e-06,2.0581e-05,1.6572e-05,1.7818e-07,7.5046e-07,6.7282e-07
7251.46,2.6483e-06,2.051e-05,1.6472e-05,1.8035e-07,7.4734e-07,6.6866e-07
7265.07,2.7005e-06,2.0439e-05,1.6371e-05,1.8485e-07,7.442e-07,6.645e-07
7278.67,2.7537e-06,2.0367e-05,1.6271e-05,1.9107e-07,7.4103e-07,6.6035e-07
7292.28,2.808e-06,2.0295e-05,1.6171e-05,1.98e-07,7.3786e-07,6.5623e-07
7305.88,2.8633e-06,2.0223e-05,1.6073e-05,2.0443e-07,7.3469e-07,6.5216e-07
7319.49,2.9199e-06,2.0153e-05,1.5976e-05,2.0922e-07,7.3155e-07,6.4816e-07
7333.09,2.9777e-06,2.0084e-05,1.5881e-05,2.1162e-07,7.2847e-07,6.4422e-07
7346.7,3.0368e-06,2.0017e-05,1.5787e-05,2.1143e-07,7.2544e-07,6.4035e-07
7360.3,3.0971e-06,1.995e-05,1.5695e-05,2.0913e-07,7.2247e-07,6.3654e-07
7373.91,3.1588e-06,1.9885e-05,1.5605e-05,2.0565e-07,7.1957e-07,6.3281e-07
7387.51,3.2215e-06,1.9819e-05,1.5515e-05,2.022e-07,7.1667e-07,6.2907e-07
7401.12,3.2852e-06,1.9753e-05,1.5425e-05,1.9994e-07,7.1379e-07,6.2536e-07
7414.72,3.35e-06,1.9686e-05,1.5335e-05,1.9973e-07,7.109e-07,6.2164e-07
7428.33,3.4157e-06,1.9618e-05,1.5245e-05,2.0198e-07,7.0798e-07,6.1792e-07
7441.93,3.4824e-06,1.9549e-05,1.5155e-05,2.0656e-07,7.0502e-07,6.1418e-07
7455.54,3.55e-06,1.9479e-05,1.5064e-05,2.1286e-07,7.0201e-07,6.1045e-07
7469.14,3.6186e-06,1.9409e-05,1.4974e-05,2.1987e-07,6.9898e-07,6.0671e-07
7482.75,3.6883e-06,1.9338e-05,1.4884e-05,2.2637e-07,6.9593e-07,6.03e-07
7496.35,3.7592e-06,1.9267e-05,1.4795e-05,2.3122e-07,6.929e-07,5.9933e-07
7509.96,3.8314e-06,1.9198e-05,1.4707e-05,2.3366e-07,6.8989e-07,5.9571e-07
7523.56,3.9048e-06,1.9128e-05,1.462e-05,2.3348e-07,6.8689e-07,5.9211e-07
7537.17,3.9808e-06,1.9065e-05,1.4539e-05,2.3122e-07,6.8416e-07,5.8876e-07
7550.77,4.0588e-06,1.9006e-05,1.4461e-05,2.2777e-07,6.8158e-07,5.8553e-07
7564.38,4.1362e-06,1.8939e-05,1.4377e-05,2.242e-07,6.7872e-07,5.8207e-07
7577.98,4.2152e-06,1.8873e-05,1.4295e-05,2.2183e-07,6.7597e-07,5.787e-07
7591.59,4.2956e-06,1.8808e-05,1.4214e-05,2.2154e-07,6.7323e-07,5.7536e-07
7605.19,4.3769e-06,1.8742e-05,1.4133e-05,2.2382e-07,6.7048e-07,5.7202e-07
7618.8,4.4592e-06,1.8674e-05,1.4051e-05,2.286e-07,6.6769e-07,5.6866e-07
7632.4,4.5425e-06,1.8606e-05,1.397e-05,2.3533e-07,6.6486e-07,5.653e-07
7646.01,4.6266e-06,1.8536e-05,1.3888e-05,2.4302e-07,6.6197e-07,5.6192e-07
7659.61,4.7118e-06,1.8466e-05,1.3805e-05,2.5045e-07,6.5904e-07,5.5854e-07
7673.22,4.7979e-06,1.8394e-05,1.3723e-05,2.5644e-07,6.5608e-07,5.5515e-07
7686.82,4.8847e-06,1.8321e-05,1.364e-05,2.601e-07,6.5305e-07,5.5174e-07
7700.43,4.9687e-06,1.8233e-05,1.3547e-05,2.6092e-07,6.4951e-07,5.4792e-07
7714.03,5.0758e-06,1.8225e-05,1.3513e-05,2.6056e-07,6.4882e-07,5.465e-07
7727.64,5.1628e-06,1.8139e-05,1.3422e-05,2.576e-07,6.4538e-07,5.4277e-07
7741.24,5.2558e-06,1.807e-05,1.3344e-05,2.5461e-07,6.4257e-07,5.3958e-07
7754.85,5.3509e-06,1.8004e-05,1.3269e-05,2.5261e-07,6.3989e-07,5.3651e-07
7768.45,5.4476e-06,1.7939e-05,1.3195e-05,2.5262e-07,6.3726e-07,5.3348e-07
7782.06,5.5456e-06,1.7874e-05,1.3122e-05,2.5523e-07,6.3464e-07,5.3047e-07
7795.66,5.6446e-06,1.7809e-05,1.3049e-05,2.6056e-07,6.32e-07,5.2746e-07
7809.27,5.7445e-06,1.7742e-05,1.2975e-05,2.6816e-07,6.2931e-07,5.2444e-07
7822.87,5.8451e-06,1.7673e-05,1.29e-05,2.7713e-07,6.2655e-07,5.214e-07
7836.48,5.9464e-06,1.7603e-05,1.2825e-05,2.8624e-07,6.2372e-07,5.1832e-07
7850.08,6.0481e-06,1.753e-05,1.2749e-05,2.942e-07,6.2079e-07,5.1519e-07
7863.69,6.1481e-06,1.7449e-05,1.2667e-05,2.9984e-07,6.1759e-07,5.1185e-07
7877.29,6.2545e-06,1.7383e-05,1.2596e-05,3.0299e-07,6.1489e-07,5.0896e-07
7890.9,6.3778e-06,1.736e-05,1.2557e-05,3.042e-07,6.1372e-07,5.0734e-07
7904.5,6.482e-06,1.728e-05,1.2477e-05,3.0241e-07,6.1057e-07,5.0409e-07
7918.11,6.5909e-06,1.721e-05,1.2405e-05,2.9988e-07,6.0778e-07,5.0114e-07
