,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
857.11,,,,0.045499,0.046429,0.044764,0.029713,0.030912,0.029845,0.0010469,0.0010705,0.0010377,0.0034924,0.0036118,0.003493
870.72,,,,0.043645,0.044516,0.04288,0.028895,0.030076,0.029033,0.00099512,0.0010233,0.00099107,0.0033811,0.0034987,0.0033832
884.32,,,,0.041887,0.042704,0.041095,0.028108,0.02927,0.028251,0.00095402,0.00097879,0.00094702,0.0032751,0.0033905,0.0032782
897.93,,,,0.040218,0.040985,0.039404,0.02735,0.028494,0.027498,0.00091961,0.00093661,0.0009054,0.0031737,0.0032869,0.0031777
911.53,,,,0.038636,0.039353,0.037801,0.02662,0.027747,0.026771,0.00088134,0.00089665,0.00086608,0.0030763,0.0031876,0.0030814
925.14,,,,0.037134,0.037805,0.03628,0.025917,0.027026,0.026071,0.0008389,0.00085888,0.00082888,0.0029827,0.0030925,0.002989
938.74,,,,0.03571,0.036334,0.034836,0.025239,0.02633,0.025395,0.00080158,0.00082317,0.00079367,0.002893,0.0030013,0.0029004
952.35,,,,0.034358,0.034936,0.033465,0.024585,0.025659,0.024743,0.00077312,0.00078931,0.00076033,0.0028074,0.0029137,0.0028153
965.95,,,,0.033075,0.033606,0.032162,0.023955,0.025011,0.024113,0.00074641,0.00075714,0.00072874,0.0027254,0.0028296,0.0027335
979.56,,,,0.031857,0.032341,0.030924,0.023347,0.024386,0.023505,0.00071482,0.0007266,0.0006988,0.0026466,0.0027488,0.002655
993.16,,,,0.0307,0.031137,0.029746,0.022761,0.023782,0.022918,0.00068174,0.00069767,0.0006704,0.0025707,0.0026711,0.0025795
1006.77,,,,0.0296,0.02999,0.028625,0.022195,0.023199,0.022351,0.00065468,0.00067024,0.00064346,0.0024975,0.0025965,0.002507
1020.37,,,,0.028554,0.028897,0.027558,0.021649,0.022635,0.021803,0.00063402,0.00064415,0.00061787,0.0024274,0.0025247,0.0024372
1033.98,,,,0.027558,0.027854,0.02654,0.021123,0.022091,0.021273,0.00061296,0.00061928,0.00059356,0.0023604,0.0024557,0.00237
1047.58,,,,0.026608,0.026859,0.025571,0.020615,0.021564,0.020761,0.00058749,0.00059563,0.00057046,0.0022961,0.0023893,0.0023054
1061.19,,,,0.025702,0.025908,0.024646,0.020124,0.021055,0.020266,0.00056164,0.00057317,0.0005485,0.002234,0.0023253,0.0022432
1074.79,,,,0.024836,0.025,0.023762,0.01965,0.020563,0.019787,0.00054121,0.00055182,0.0005276,0.0021741,0.0022638,0.0021833
1088.4,,,,0.024007,0.024132,0.022919,0.019191,0.020087,0.019324,0.00052565,0.00053144,0.00050771,0.0021162,0.0022045,0.0021256
1102.0,,,,0.023214,0.023302,0.022113,0.018748,0.019626,0.018875,0.00050923,0.00051199,0.00048878,0.0020607,0.0021473,0.00207
1115.61,,,,0.022454,0.022507,0.021343,0.018319,0.019179,0.018441,0.00048897,0.00049344,0.00047074,0.0020075,0.0020922,0.0020164
1129.21,,,,0.021725,0.021747,0.020606,0.017904,0.018747,0.01802,0.00046832,0.00047579,0.00045355,0.0019563,0.0020391,0.0019646
1142.82,,,,0.021025,0.021019,0.019901,0.017502,0.018327,0.017612,0.00045206,0.00045898,0.00043717,0.0019068,0.0019878,0.0019147
1156.42,,,,0.020354,0.020321,0.019227,0.017112,0.017921,0.017217,0.00044004,0.00044291,0.00042154,0.0018589,0.0019383,0.0018666
1170.03,,,,0.019709,0.019653,0.018581,0.016735,0.017526,0.016833,0.00042762,0.00042753,0.00040664,0.0018125,0.0018905,0.0018201
1183.63,,,,0.019089,0.019012,0.017963,0.016368,0.017144,0.016461,0.00041186,0.00041283,0.00039241,0.0017678,0.0018443,0.0017751
1197.24,,,,0.018494,0.018398,0.01737,0.016013,0.016773,0.0161,0.000395,0.00039881,0.00037882,0.0017249,0.0017997,0.0017318
1210.84,,,,0.017923,0.017809,0.016802,0.015668,0.016412,0.015749,0.00038127,0.00038544,0.00036584,0.0016837,0.0017567,0.0016898
1224.45,,,,0.017374,0.017243,0.016258,0.015334,0.016062,0.015409,0.00037153,0.00037263,0.00035343,0.0016437,0.001715,0.0016493
1238.05,,,,0.016847,0.0167,0.015736,0.015009,0.015723,0.015079,0.0003624,0.00036034,0.00034157,0.0016049,0.0016747,0.0016101
1251.66,,,,0.016341,0.016179,0.015235,0.014694,0.015393,0.014758,0.00035061,0.00034856,0.00033022,0.0015673,0.0016358,0.0015722
1265.26,,,,0.015856,0.015679,0.014754,0.014389,0.015072,0.014447,0.00033685,0.00033729,0.00031935,0.0015309,0.0015981,0.0015355
1278.87,,,,0.01539,0.015198,0.014292,0.014092,0.014761,0.014144,0.00032467,0.00032652,0.00030894,0.0014959,0.0015616,0.0015001
1292.47,,,,0.014942,0.014735,0.013848,0.013804,0.014459,0.01385,0.00031607,0.00031619,0.00029896,0.0014622,0.0015263,0.0014658
1306.08,,,,0.014513,0.01429,0.013422,0.013524,0.014165,0.013565,0.00030928,0.00030624,0.00028939,0.0014297,0.0014922,0.0014325
1319.68,,,,0.014101,0.013862,0.013012,0.013253,0.013879,0.013287,0.00030101,0.00029667,0.00028021,0.001398,0.0014591,0.0014003
1333.29,,,,0.013705,0.01345,0.012618,0.012989,0.013601,0.013017,0.00029027,0.00028749,0.00027139,0.0013671,0.001427,0.0013692
1346.89,,,,0.013325,0.013053,0.012239,0.012733,0.013331,0.012755,0.00027933,0.00027868,0.00026293,0.0013372,0.0013959,0.0013389
1360.5,,,,0.012959,0.01267,0.011874,0.012484,0.013068,0.012499,0.00027094,0.00027022,0.00025479,0.0013083,0.0013658,0.0013096
1374.1,,,,0.012607,0.012302,0.011522,0.012243,0.012813,0.012251,0.00026521,0.00026207,0.00024696,0.0012804,0.0013365,0.0012812
1387.71,,,,0.012268,0.011947,0.011184,0.012008,0.012564,0.012009,0.00025968,0.0002542,0.00023944,0.0012535,0.0013082,0.0012537
1401.31,,,,0.011942,0.011604,0.010858,0.011779,0.012321,0.011774,0.0002521,0.00024662,0.0002322,0.0012274,0.0012806,0.0012269
1414.92,,,,0.011627,0.011274,0.010544,0.011557,0.012085,0.011545,0.00024288,0.00023932,0.00022523,0.001202,0.0012538,0.0012009
1428.52,,,,0.011323,0.010955,0.010241,0.011341,0.011855,0.011322,0.00023445,0.00023232,0.00021852,0.0011771,0.0012279,0.0011756
1442.13,,,,0.011029,0.010648,0.0099494,0.01113,0.011631,0.011104,0.00022853,0.00022557,0.00021206,0.001153,0.0012026,0.0011511
1455.73,,,,0.010745,0.010351,0.0096681,0.010925,0.011413,0.010893,0.00022438,0.00021905,0.00020583,0.0011296,0.001178,0.0011273
1469.34,,,,0.01047,0.010065,0.0093967,0.010726,0.0112,0.010686,0.00021966,0.00021274,0.00019983,0.0011071,0.0011541,0.0011041
1482.94,,,,0.010204,0.0097879,0.0091349,0.010531,0.010992,0.010485,0.00021299,0.00020666,0.00019405,0.0010852,0.0011309,0.0010815
1496.55,,,,0.0099458,0.0095207,0.0088823,0.010342,0.01079,0.010289,0.00020529,0.0002008,0.00018848,0.001064,0.0011083,0.0010596
1510.15,,,,0.0096956,0.0092626,0.0086384,0.010157,0.010592,0.010098,0.00019867,0.00019516,0.00018311,0.0010432,0.0010863,0.0010383
1523.76,,,,0.0094531,0.0090131,0.008403,0.0099774,0.0104,0.0099113,0.00019424,0.00018972,0.00017792,0.0010229,0.0010649,0.0010175
1537.36,,,,0.0092178,0.008772,0.0081756,0.009802,0.010212,0.0097295,0.00019106,0.00018446,0.00017292,0.0010031,0.0010441,0.00099732
1550.97,,,,0.0089895,0.0085388,0.0079559,0.0096308,0.010029,0.0095522,0.00018713,0.00017936,0.00016809,0.00098391,0.0010238,0.00097765
1564.57,,,,0.0087681,0.0083134,0.0077436,0.0094638,0.0098499,0.009379,0.0001815,0.00017444,0.00016344,0.00096535,0.001004,0.0009585
1578.18,,,,0.0085535,0.0080953,0.0075385,0.0093013,0.0096757,0.0092106,0.00017508,0.00016969,0.00015894,0.00094741,0.00098481,0.00093989
1591.78,,,,0.0083453,0.0078844,0.0073402,0.0091424,0.0095054,0.0090459,0.00016968,0.00016512,0.0001546,0.00092989,0.00096607,0.00092175
1605.39,,,,0.0081436,0.0076801,0.0071483,0.0089875,0.0093393,0.0088853,0.00016616,0.0001607,0.00015041,0.00091274,0.00094782,0.00090408
1618.99,,,,0.0079481,0.0074824,0.0069627,0.0088363,0.009177,0.0087286,0.00016372,0.00015642,0.00014636,0.00089593,0.00093004,0.00088687
1632.6,,,,0.0077587,0.0072909,0.006783,0.0086886,0.0090185,0.0085754,0.00016066,0.00015226,0.00014244,0.00087949,0.00091271,0.00087009
1646.2,,,,0.0075755,0.0071056,0.0066094,0.0085447,0.008864,0.0084263,0.00015612,0.00014825,0.00013867,0.00086356,0.00089584,0.00085378
1659.81,,,,0.0073981,0.006926,0.0064411,0.0084039,0.0087127,0.0082802,0.00015076,0.00014437,0.00013501,0.0008481,0.00087936,0.00083784
1673.41,,,,0.0072265,0.006752,0.0062782,0.0082666,0.008565,0.0081376,0.00014611,0.00014063,0.00013148,0.00083313,0.0008633,0.00082232
1687.02,,,,0.0070604,0.0065833,0.0061204,0.0081325,0.0084207,0.0079984,0.00014307,0.00013701,0.00012806,0.00081857,0.00084765,0.00080719
1700.62,,,,0.0068998,0.0064198,0.0059676,0.0080015,0.0082796,0.0078623,0.00014113,0.00013351,0.00012476,0.00080431,0.00083237,0.00079243
1714.23,,,,0.0067443,0.0062612,0.0058194,0.0078736,0.0081416,0.0077293,0.00013889,0.0001301,0.00012156,0.0007903,0.00081747,0.00077803
1727.83,,,,0.0065942,0.0061077,0.0056762,0.0077489,0.0080069,0.0075995,0.0001354,0.0001268,0.00011848,0.00077659,0.00080295,0.00076401
1741.44,,,,0.0064486,0.0059585,0.0055371,0.0076268,0.0078749,0.0074723,0.00013094,0.00012361,0.00011549,0.0007632,0.00078875,0.00075031
1755.04,,,,0.0063077,0.0058139,0.0054023,0.0075076,0.0077458,0.007348,0.00012675,0.00012053,0.00011259,0.00075022,0.0007749,0.00073694
1768.65,,,,0.0061712,0.0056735,0.0052717,0.0073911,0.0076196,0.0072265,0.00012386,0.00011756,0.00010979,0.00073766,0.00076138,0.0007239
1782.25,,,,0.0060388,0.0055373,0.005145,0.0072774,0.0074961,0.0071077,0.00012217,0.00011467,0.00010708,0.00072547,0.00074818,0.00071117
1795.86,,,,0.0059101,0.005405,0.005022,0.0071662,0.0073753,0.0069915,0.00012065,0.00011186,0.00010445,0.00071356,0.00073529,0.00069875
1809.46,,,,0.0057856,0.0052769,0.004903,0.0070577,0.0072572,0.0068779,0.0001182,0.00010913,0.00010191,0.00070187,0.00072271,0.00068663
1823.07,,,,0.0056642,0.0051521,0.0047873,0.0069514,0.0071414,0.0067666,0.00011467,0.00010649,9.9444e-05,0.00069037,0.00071041,0.00067479
1836.67,0.025351,0.024547,0.024489,0.0055461,0.0050311,0.004675,0.0068475,0.0070281,0.0066578,0.00011089,0.00010393,9.7053e-05,0.00067909,0.0006984,0.00066322
1850.28,0.025093,0.024299,0.024245,0.0054312,0.0049135,0.0045661,0.006746,0.0069172,0.0065513,0.00010793,0.00010145,9.4736e-05,0.00066811,0.00068667,0.00065193
1863.88,0.024839,0.024053,0.024005,0.0053191,0.0047992,0.0044603,0.0066467,0.0068087,0.0064471,0.0001062,9.9055e-05,9.2489e-05,0.00065747,0.0006752,0.0006409
1877.49,0.024588,0.023812,0.023768,0.0052096,0.0046881,0.0043575,0.0065496,0.0067025,0.0063452,0.0001051,9.6716e-05,9.0307e-05,0.00064717,0.000664,0.00063013
1891.09,0.02434,0.023573,0.023533,0.0051031,0.0045803,0.004258,0.0064545,0.0065985,0.0062454,0.0001036,9.4444e-05,8.8195e-05,0.00063714,0.00065306,0.0006196
1904.7,0.024096,0.023338,0.023302,0.0049987,0.0044753,0.004161,0.0063615,0.0064966,0.0061478,0.00010108,9.2229e-05,8.614e-05,0.00062733,0.00064236,0.00060932
1918.3,0.023854,0.023106,0.023074,0.0048967,0.0043733,0.0040668,0.0062704,0.0063968,0.0060521,9.7866e-05,9.0083e-05,8.4145e-05,0.00061767,0.00063189,0.00059927
1931.91,0.023616,0.022877,0.022849,0.004797,0.004274,0.0039753,0.0061812,0.006299,0.0059585,9.4862e-05,8.8005e-05,8.2208e-05,0.00060815,0.00062165,0.00058943
1945.51,0.02338,0.02265,0.022627,0.0046996,0.0041776,0.0038864,0.0060938,0.0062032,0.0058667,9.2825e-05,8.599e-05,8.0327e-05,0.00059882,0.00061164,0.00057982
1959.12,0.023148,0.022427,0.022407,0.0046044,0.0040837,0.0037999,0.0060081,0.0061093,0.0057769,9.1745e-05,8.4028e-05,7.8499e-05,0.00058972,0.00060184,0.00057042
1972.72,0.022919,0.022207,0.022191,0.0045114,0.0039926,0.003716,0.0059244,0.0060175,0.0056891,9.0897e-05,8.2116e-05,7.6725e-05,0.0005809,0.00059227,0.00056124
1986.33,0.022693,0.02199,0.021977,0.0044203,0.0039036,0.0036342,0.0058422,0.0059274,0.0056029,8.9428e-05,8.0247e-05,7.4997e-05,0.00057234,0.00058289,0.00055225
1999.93,0.02247,0.021775,0.021766,0.0043314,0.0038172,0.0035546,0.0057616,0.0058391,0.0055185,8.7062e-05,7.843e-05,7.3317e-05,0.000564,0.00057371,0.00054346
2013.54,0.022249,0.021564,0.021558,0.0042446,0.003733,0.0034773,0.0056826,0.0057525,0.0054358,8.4276e-05,7.6667e-05,7.1684e-05,0.00055582,0.00056472,0.00053485
2027.14,0.022031,0.021354,0.021352,0.0041599,0.0036511,0.003402,0.005605,0.0056675,0.0053547,8.1891e-05,7.4958e-05,7.0095e-05,0.00054774,0.00055591,0.00052641
2040.75,0.021816,0.021147,0.021149,0.0040773,0.0035714,0.0033288,0.005529,0.0055842,0.0052751,8.0414e-05,7.3296e-05,6.8551e-05,0.00053976,0.00054728,0.00051816
2054.35,0.021603,0.020943,0.020947,0.0039967,0.0034938,0.0032576,0.0054543,0.0055023,0.0051971,7.967e-05,7.1676e-05,6.7047e-05,0.00053191,0.00053882,0.00051006
2067.96,0.021394,0.020742,0.02075,0.0039183,0.0034184,0.0031883,0.0053815,0.0054225,0.0051209,7.896e-05,7.0094e-05,6.5586e-05,0.00052426,0.00053057,0.00050218
2081.56,0.021186,0.020544,0.020554,0.0038419,0.0033448,0.0031208,0.0053098,0.0053439,0.0050461,7.7608e-05,6.8548e-05,6.4162e-05,0.0005168,0.00052247,0.00049443
2095.17,0.020982,0.020347,0.020361,0.0037675,0.0032731,0.0030551,0.0052396,0.0052669,0.0049726,7.5489e-05,6.7044e-05,6.2777e-05,0.00050955,0.00051452,0.00048684
2108.77,0.02078,0.020153,0.02017,0.0036951,0.0032033,0.0029911,0.0051706,0.0051913,0.0049006,7.3088e-05,6.5583e-05,6.1428e-05,0.00050248,0.00050673,0.0004794
2122.38,0.02058,0.019962,0.019981,0.0036247,0.0031353,0.0029288,0.0051029,0.005117,0.0048299,7.1109e-05,6.4165e-05,6.0115e-05,0.00049554,0.00049909,0.00047211
2135.98,0.020381,0.019772,0.019794,0.0035563,0.003069,0.0028682,0.0050364,0.005044,0.0047605,6.9939e-05,6.2786e-05,5.8836e-05,0.00048867,0.00049159,0.00046495
2149.59,0.020188,0.019586,0.019612,0.0034898,0.0030045,0.0028091,0.0049718,0.004973,0.0046929,6.9382e-05,6.1441e-05,5.7593e-05,0.00048194,0.00048429,0.00045799
2163.19,0.019995,0.019401,0.019429,0.0034251,0.0029416,0.0027516,0.0049079,0.0049027,0.0046261,6.882e-05,6.0124e-05,5.6381e-05,0.00047524,0.00047708,0.00045112
2176.8,0.019805,0.019219,0.01925,0.0033621,0.0028802,0.0026955,0.0048453,0.0048338,0.0045607,6.7683e-05,5.8838e-05,5.52e-05,0.00046868,0.00047003,0.00044439
2190.4,0.019617,0.019039,0.019073,0.0033008,0.0028204,0.0026408,0.004784,0.0047663,0.0044966,6.5868e-05,5.7584e-05,5.405e-05,0.00046229,0.00046311,0.00043781
2204.01,0.019432,0.018861,0.018897,0.003241,0.0027621,0.0025875,0.0047239,0.0047,0.0044336,6.3788e-05,5.6367e-05,5.2929e-05,0.00045607,0.00045633,0.00043135
2217.61,0.019248,0.018686,0.018724,0.0031828,0.0027051,0.0025355,0.0046649,0.0046348,0.0043718,6.2049e-05,5.5184e-05,5.1837e-05,0.00045002,0.00044967,0.00042501
2231.22,0.019066,0.018511,0.018552,0.0031261,0.0026496,0.0024848,0.0046068,0.0045707,0.0043109,6.1012e-05,5.4033e-05,5.0773e-05,0.00044409,0.00044312,0.00041878
2244.82,0.018889,0.018342,0.018385,0.0030708,0.0025956,0.0024355,0.0045504,0.0045083,0.0042518,6.0547e-05,5.2911e-05,4.9739e-05,0.00043831,0.00043675,0.00041273
2258.43,0.018712,0.018172,0.018218,0.0030167,0.0025427,0.0023874,0.0044946,0.0044466,0.0041933,6.0139e-05,5.1811e-05,4.8729e-05,0.00043254,0.00043046,0.00040675
2272.03,0.018537,0.018005,0.018053,0.0029638,0.0024912,0.0023404,0.00444,0.004386,0.004136,5.927e-05,5.0736e-05,4.7745e-05,0.00042684,0.00042429,0.00040089
2285.64,0.018365,0.01784,0.017891,0.0029121,0.0024409,0.0022946,0.0043864,0.0043266,0.0040797,5.7782e-05,4.9688e-05,4.6785e-05,0.00042123,0.00041825,0.00039515
2299.24,0.018195,0.017678,0.01773,0.0028613,0.0023917,0.0022499,0.0043338,0.0042682,0.0040245,5.5974e-05,4.8668e-05,4.585e-05,0.00041573,0.00041232,0.00038952
2312.85,0.018026,0.017516,0.017571,0.0028115,0.0023437,0.0022062,0.0042821,0.0042108,0.0039702,5.4371e-05,4.7677e-05,4.4937e-05,0.00041038,0.00040649,0.00038399
2326.45,0.017858,0.017356,0.017412,0.0027626,0.0022968,0.0021635,0.0042309,0.004154,0.0039165,5.3351e-05,4.671e-05,4.4046e-05,0.00040514,0.00040073,0.00037853
2340.06,0.017696,0.017201,0.017259,0.002715,0.0022513,0.0021222,0.0041816,0.0040991,0.0038647,5.2913e-05,4.5774e-05,4.3184e-05,0.00040013,0.00039518,0.00037327
2353.66,0.017533,0.017045,0.017106,0.0026679,0.0022067,0.0020816,0.0041325,0.0040446,0.0038132,5.2657e-05,4.4852e-05,4.2338e-05,0.00039516,0.00038966,0.00036804
2367.27,0.017373,0.016891,0.016954,0.0026216,0.0021631,0.002042,0.0040843,0.003991,0.0037627,5.2102e-05,4.395e-05,4.1515e-05,0.00039025,0.00038424,0.00036291
2380.87,0.017214,0.01674,0.016804,0.0025762,0.0021206,0.0020034,0.004037,0.0039385,0.0037131,5.0997e-05,4.3069e-05,4.0711e-05,0.0003854,0.00037893,0.00035788
2394.48,0.017057,0.01659,0.016656,0.0025314,0.002079,0.0019656,0.0039904,0.0038868,0.0036644,4.9485e-05,4.2211e-05,3.9927e-05,0.00038059,0.00037372,0.00035295
2408.08,0.016902,0.016442,0.01651,0.0024873,0.0020384,0.0019287,0.0039447,0.003836,0.0036165,4.799e-05,4.1377e-05,3.9161e-05,0.00037585,0.0003686,0.00034811
2421.69,0.016749,0.016295,0.016365,0.002444,0.0019986,0.0018927,0.0038995,0.0037859,0.0035693,4.692e-05,4.0564e-05,3.8413e-05,0.00037121,0.00036356,0.00034335
