,1s,1s,1s,2p,2p,2p,2s,2s,2s,3p,3p,3p,3s,3s,3s
2435.29,0.016598,0.016151,0.016223,0.0024017,0.0019601,0.0018577,0.0038554,0.003737,0.0035233,4.6411e-05,3.9776e-05,3.7688e-05,0.00036672,0.00035864,0.0003387
2448.9,0.016448,0.016008,0.016081,0.0023598,0.0019222,0.0018234,0.0038118,0.0036886,0.0034778,4.6227e-05,3.9e-05,3.6977e-05,0.00036232,0.00035379,0.00033411
2462.5,0.0163,0.015866,0.015941,0.0023188,0.0018853,0.0017898,0.0037688,0.003641,0.003433,4.5948e-05,3.8241e-05,3.6284e-05,0.00035804,0.00034902,0.00032961
2476.11,0.016154,0.015726,0.015803,0.0022784,0.0018492,0.0017571,0.0037265,0.0035943,0.0033891,4.5235e-05,3.7497e-05,3.5607e-05,0.00035384,0.00034433,0.00032519
2489.71,0.016009,0.015588,0.015666,0.0022389,0.0018139,0.0017251,0.003685,0.0035483,0.0033459,4.4053e-05,3.6772e-05,3.4946e-05,0.00034968,0.00033973,0.00032085
2503.32,0.015866,0.015452,0.015531,0.0022,0.0017793,0.0016937,0.0036441,0.0035031,0.0033035,4.2683e-05,3.6065e-05,3.43e-05,0.00034556,0.00033521,0.00031659
2516.92,0.015725,0.015317,0.015398,0.0021616,0.0017454,0.0016629,0.0036038,0.0034587,0.0032618,4.1516e-05,3.5372e-05,3.3665e-05,0.00034147,0.00033077,0.00031241
2530.53,0.015586,0.015184,0.015266,0.0021248,0.0017128,0.0016334,0.0035642,0.003415,0.0032208,4.0835e-05,3.4709e-05,3.3056e-05,0.00033745,0.00032642,0.00030831
2544.13,0.015447,0.015052,0.015135,0.0020882,0.0016805,0.0016041,0.0035252,0.003372,0.0031805,4.0583e-05,3.4053e-05,3.2454e-05,0.00033349,0.00032213,0.00030427
2557.74,0.015311,0.014922,0.015006,0.0020525,0.001649,0.0015755,0.0034867,0.0033297,0.0031408,4.0473e-05,3.3409e-05,3.1866e-05,0.00032963,0.00031791,0.0003003
2571.34,0.015176,0.014793,0.014879,0.0020176,0.0016183,0.0015476,0.0034489,0.003288,0.0031017,4.0135e-05,3.2778e-05,3.1291e-05,0.00032588,0.00031377,0.0002964
2584.95,0.015042,0.014665,0.014752,0.0019835,0.0015882,0.0015203,0.0034116,0.003247,0.0030633,3.9361e-05,3.2161e-05,3.073e-05,0.00032221,0.00030969,0.00029257
2598.55,0.01491,0.014539,0.014628,0.0019502,0.0015587,0.0014936,0.003375,0.0032067,0.0030256,3.8235e-05,3.1558e-05,3.0181e-05,0.00031862,0.00030569,0.00028881
2612.16,0.01478,0.014415,0.014504,0.0019176,0.0015298,0.0014674,0.003339,0.003167,0.0029885,3.706e-05,3.0969e-05,2.9643e-05,0.00031507,0.00030176,0.00028512
2625.76,0.014651,0.014292,0.014383,0.001886,0.0015019,0.001442,0.0033036,0.0031281,0.0029521,3.6173e-05,3.0401e-05,2.9121e-05,0.00031154,0.00029789,0.00028149
2639.37,0.014524,0.014171,0.014262,0.001855,0.0014743,0.001417,0.0032687,0.0030897,0.0029162,3.5719e-05,2.9841e-05,2.8607e-05,0.00030804,0.00029409,0.00027793
2652.97,0.014398,0.01405,0.014143,0.0018247,0.0014473,0.0013925,0.0032343,0.0030519,0.0028809,3.5597e-05,2.9292e-05,2.8105e-05,0.00030457,0.00029035,0.00027442
2666.58,0.014273,0.013931,0.014025,0.0017951,0.0014209,0.0013685,0.0032005,0.0030146,0.0028461,3.5509e-05,2.8753e-05,2.7613e-05,0.00030115,0.00028667,0.00027096
2680.18,0.01415,0.013813,0.013908,0.0017662,0.0013951,0.0013451,0.0031671,0.002978,0.0028118,3.515e-05,2.8224e-05,2.7133e-05,0.00029781,0.00028305,0.00026757
2693.79,0.014027,0.013697,0.013793,0.001738,0.0013698,0.0013222,0.0031343,0.0029418,0.0027781,3.4395e-05,2.7707e-05,2.6663e-05,0.00029456,0.00027948,0.00026423
2707.39,0.013906,0.013581,0.013678,0.0017104,0.0013451,0.0012997,0.003102,0.0029062,0.0027449,3.3366e-05,2.7201e-05,2.6202e-05,0.00029139,0.00027597,0.00026094
2721.0,0.013788,0.013469,0.013567,0.0016835,0.001321,0.0012779,0.0030705,0.0028715,0.0027125,3.2352e-05,2.6711e-05,2.5754e-05,0.00028832,0.00027254,0.00025774
2734.6,0.01367,0.013356,0.013455,0.001657,0.0012972,0.0012564,0.0030393,0.0028371,0.0026804,3.1619e-05,2.623e-05,2.5312e-05,0.00028526,0.00026915,0.00025456
2748.21,0.013554,0.013245,0.013345,0.001631,0.001274,0.0012353,0.0030086,0.0028032,0.0026489,3.1275e-05,2.576e-05,2.488e-05,0.00028223,0.00026582,0.00025144
2761.81,0.013439,0.013135,0.013236,0.0016056,0.0012513,0.0012147,0.0029783,0.0027698,0.0026178,3.12e-05,2.5298e-05,2.4457e-05,0.00027921,0.00026253,0.00024838
2775.42,0.013324,0.013026,0.013128,0.0015806,0.001229,0.0011945,0.0029485,0.0027369,0.0025872,3.1126e-05,2.4844e-05,2.4043e-05,0.00027621,0.0002593,0.00024535
2789.02,0.013211,0.012918,0.01302,0.0015561,0.0012073,0.0011747,0.002919,0.0027044,0.002557,3.0796e-05,2.4399e-05,2.3638e-05,0.00027324,0.00025611,0.00024238
2802.63,0.013099,0.012811,0.012914,0.001532,0.0011859,0.0011554,0.00289,0.0026724,0.0025272,3.0115e-05,2.3962e-05,2.3241e-05,0.00027032,0.00025296,0.00023944
2816.23,0.012988,0.012706,0.012809,0.0015082,0.0011651,0.0011364,0.0028614,0.0026409,0.0024979,2.9203e-05,2.3536e-05,2.2852e-05,0.00026749,0.00024987,0.00023656
2829.84,0.01288,0.012603,0.012707,0.0014849,0.0011446,0.0011179,0.0028336,0.0026102,0.0024694,2.831e-05,2.3122e-05,2.2473e-05,0.00026476,0.00024686,0.00023375
2843.44,0.012772,0.0125,0.012605,0.0014618,0.0011246,0.0010997,0.0028059,0.0025797,0.0024411,2.7671e-05,2.2716e-05,2.21e-05,0.00026206,0.00024387,0.00023096
2857.05,0.012665,0.012398,0.012503,0.001439,0.001105,0.0010819,0.0027787,0.0025496,0.0024132,2.7378e-05,2.2319e-05,2.1734e-05,0.00025942,0.00024093,0.00022821
2870.65,0.01256,0.012297,0.012403,0.0014165,0.0010857,0.0010644,0.0027518,0.0025201,0.0023857,2.733e-05,2.1929e-05,2.1376e-05,0.00025679,0.00023803,0.00022551
2884.26,0.012455,0.012197,0.012304,0.0013943,0.0010669,0.0010473,0.0027252,0.0024909,0.0023587,2.7299e-05,2.1545e-05,2.1025e-05,0.00025417,0.00023517,0.00022285
2897.86,0.012351,0.012098,0.012206,0.0013724,0.0010484,0.0010305,0.002699,0.002462,0.002332,2.7052e-05,2.1168e-05,2.0682e-05,0.00025156,0.00023235,0.00022023
2911.47,0.012247,0.011999,0.012107,0.0013507,0.0010303,0.0010141,0.0026728,0.0024334,0.0023054,2.6494e-05,2.0798e-05,2.0345e-05,0.00024894,0.00022955,0.00021763
2925.07,0.012149,0.011905,0.012014,0.0013294,0.0010127,0.00099807,0.0026481,0.0024061,0.0022802,2.5712e-05,2.0438e-05,2.0017e-05,0.00024645,0.00022688,0.00021514
2938.68,0.012048,0.011809,0.011918,0.0013084,0.00099532,0.0009823,0.0026226,0.0023783,0.0022545,2.4913e-05,2.0086e-05,1.9694e-05,0.00024392,0.00022417,0.00021262
2952.28,0.011949,0.011714,0.011824,0.0012875,0.00097832,0.00096684,0.0025978,0.0023512,0.0022293,2.4313e-05,1.9742e-05,1.9377e-05,0.00024148,0.00022152,0.00021016
2965.89,0.011851,0.01162,0.011731,0.001267,0.00096165,0.00095167,0.0025733,0.0023244,0.0022046,2.4017e-05,1.9406e-05,1.9067e-05,0.0002391,0.00021891,0.00020774
2979.49,0.011754,0.011528,0.011639,0.0012467,0.0009453,0.0009368,0.0025491,0.0022981,0.0021803,2.3966e-05,1.9075e-05,1.8763e-05,0.00023677,0.00021634,0.00020535
2993.1,0.011658,0.011436,0.011548,0.0012266,0.00092928,0.0009222,0.0025252,0.0022722,0.0021563,2.3974e-05,1.8749e-05,1.8464e-05,0.00023448,0.00021381,0.00020301
3006.7,0.011563,0.011346,0.011457,0.0012069,0.00091357,0.00090788,0.0025016,0.0022465,0.0021326,2.3829e-05,1.8429e-05,1.8172e-05,0.00023219,0.00021131,0.00020069
3020.31,0.011468,0.011255,0.011367,0.0011875,0.00089817,0.00089385,0.002478,0.0022211,0.0021091,2.3412e-05,1.8115e-05,1.7885e-05,0.0002299,0.00020884,0.00019839
3033.91,0.011377,0.011169,0.011281,0.0011685,0.00088318,0.00088018,0.0024556,0.0021967,0.0020866,2.2762e-05,1.7809e-05,1.7606e-05,0.00022767,0.00020646,0.00019619
3047.52,0.011284,0.01108,0.011193,0.0011497,0.0008684,0.00086669,0.0024326,0.002172,0.0020638,2.2039e-05,1.7509e-05,1.7331e-05,0.0002254,0.00020406,0.00019396
3061.12,0.011193,0.010993,0.011106,0.0011313,0.00085393,0.00085348,0.0024101,0.0021477,0.0020414,2.1441e-05,1.7217e-05,1.7061e-05,0.00022316,0.0002017,0.00019178
3074.73,0.011103,0.010907,0.01102,0.0011132,0.00083974,0.00084051,0.002388,0.0021239,0.0020194,2.1097e-05,1.6931e-05,1.6797e-05,0.00022098,0.00019938,0.00018963
3088.33,0.011014,0.010822,0.010936,0.0010954,0.00082581,0.00082778,0.0023661,0.0021004,0.0019977,2.1004e-05,1.665e-05,1.6538e-05,0.00021885,0.0001971,0.00018752
3101.94,0.010926,0.010738,0.010852,0.001078,0.00081214,0.00081527,0.0023445,0.0020772,0.0019764,2.1029e-05,1.6373e-05,1.6283e-05,0.00021678,0.00019485,0.00018544
3115.54,0.010838,0.010654,0.010769,0.0010609,0.00079872,0.00080298,0.0023231,0.0020543,0.0019553,2.0984e-05,1.6101e-05,1.6033e-05,0.00021475,0.00019263,0.00018338
3129.15,0.010751,0.010571,0.010685,0.0010441,0.00078554,0.00079089,0.0023018,0.0020316,0.0019344,2.0722e-05,1.5832e-05,1.5787e-05,0.00021272,0.00019043,0.00018135
3142.75,0.010667,0.010491,0.010606,0.0010279,0.00077281,0.00077924,0.0022815,0.0020097,0.0019143,2.0226e-05,1.5573e-05,1.5551e-05,0.00021077,0.00018831,0.00017939
3156.36,0.010582,0.01041,0.010525,0.0010119,0.00076017,0.00076764,0.0022608,0.0019877,0.001894,1.959e-05,1.5317e-05,1.5315e-05,0.00020877,0.00018618,0.00017742
3169.96,0.010498,0.01033,0.010445,0.0009962,0.00074779,0.00075628,0.0022404,0.001966,0.001874,1.8989e-05,1.5067e-05,1.5085e-05,0.00020678,0.00018408,0.00017548
3183.57,0.010415,0.01025,0.010366,0.00098088,0.00073566,0.00074514,0.0022203,0.0019446,0.0018544,1.8574e-05,1.4823e-05,1.4859e-05,0.0002048,0.00018201,0.00017357
3197.17,0.010333,0.010172,0.010287,0.00096589,0.00072375,0.0007342,0.0022005,0.0019235,0.001835,1.8398e-05,1.4584e-05,1.4637e-05,0.00020284,0.00017997,0.00017169
3210.78,0.010252,0.010094,0.01021,0.00095119,0.00071205,0.00072344,0.002181,0.0019028,0.0018159,1.8398e-05,1.4349e-05,1.4419e-05,0.00020093,0.00017797,0.00016984
3224.38,0.010172,0.010018,0.010134,0.00093677,0.00070055,0.00071285,0.0021618,0.0018823,0.0017971,1.8424e-05,1.4117e-05,1.4205e-05,0.00019907,0.000176,0.00016802
3237.99,0.010092,0.0099414,0.010058,0.00092258,0.00068922,0.00070241,0.0021427,0.001862,0.0017785,1.8317e-05,1.3887e-05,1.3994e-05,0.00019724,0.00017404,0.00016621
3251.59,0.010014,0.009867,0.0099833,0.00090904,0.00067835,0.00069243,0.0021241,0.0018423,0.0017604,1.8e-05,1.3667e-05,1.3792e-05,0.00019548,0.00017214,0.00016446
3265.2,0.0099356,0.0097923,0.0099087,0.00089546,0.00066748,0.0006824,0.0021055,0.0018226,0.0017423,1.7492e-05,1.3447e-05,1.359e-05,0.00019372,0.00017024,0.0001627
3278.8,0.0098582,0.0097182,0.0098348,0.00088218,0.00065684,0.00067259,0.0020872,0.0018031,0.0017244,1.6922e-05,1.3232e-05,1.3392e-05,0.00019198,0.00016836,0.00016098
3292.41,0.0097815,0.0096449,0.0097615,0.00086916,0.00064641,0.00066296,0.0020691,0.0017839,0.0017068,1.6442e-05,1.3023e-05,1.3198e-05,0.00019024,0.00016651,0.00015927
3306.01,0.0097056,0.0095724,0.0096891,0.00085637,0.00063617,0.00065352,0.0020512,0.0017649,0.0016894,1.6156e-05,1.2819e-05,1.3007e-05,0.0001885,0.00016469,0.0001576
3319.62,0.0096307,0.0095007,0.0096175,0.00084379,0.00062612,0.00064423,0.0020335,0.0017462,0.0016723,1.6074e-05,1.2618e-05,1.282e-05,0.00018677,0.0001629,0.00015595
3333.22,0.0095566,0.00943,0.0095468,0.00083137,0.00061623,0.00063509,0.0020161,0.0017278,0.0016554,1.6111e-05,1.242e-05,1.2636e-05,0.00018506,0.00016113,0.00015432
3346.83,0.0094835,0.00936,0.0094769,0.00081908,0.00060649,0.00062607,0.001999,0.0017097,0.0016388,1.6122e-05,1.2224e-05,1.2454e-05,0.00018337,0.00015939,0.00015272
3360.43,0.0094111,0.0092907,0.0094077,0.00080725,0.00059713,0.00061743,0.0019821,0.0016918,0.0016224,1.599e-05,1.2035e-05,1.228e-05,0.00018172,0.00015768,0.00015114
3374.04,0.0093393,0.0092221,0.009339,0.00079529,0.00058774,0.00060873,0.0019653,0.0016741,0.0016062,1.5657e-05,1.1845e-05,1.2105e-05,0.00018011,0.00015598,0.00014958
3387.64,0.009268,0.0091539,0.0092709,0.00078352,0.00057855,0.00060021,0.0019487,0.0016567,0.0015902,1.5182e-05,1.166e-05,1.1934e-05,0.00017854,0.00015431,0.00014805
3401.25,0.0091974,0.0090863,0.0092032,0.0007719,0.00056954,0.00059186,0.0019323,0.0016394,0.0015744,1.4685e-05,1.1479e-05,1.1766e-05,0.00017699,0.00015266,0.00014653
3414.85,0.0091273,0.0090192,0.0091361,0.00076043,0.00056071,0.00058366,0.0019161,0.0016223,0.0015588,1.4293e-05,1.1303e-05,1.1601e-05,0.00017546,0.00015102,0.00014502
3428.46,0.0090579,0.0089528,0.0090697,0.00074909,0.00055203,0.00057561,0.0019,0.0016055,0.0015434,1.4082e-05,1.113e-05,1.1439e-05,0.00017393,0.00014941,0.00014354
3442.06,0.0089893,0.0088871,0.009004,0.00073786,0.00054351,0.00056769,0.0018841,0.0015888,0.0015282,1.4045e-05,1.096e-05,1.128e-05,0.0001724,0.00014782,0.00014209
3455.67,0.0089214,0.0088221,0.008939,0.00072668,0.0005351,0.00055986,0.0018684,0.0015724,0.0015132,1.4094e-05,1.0792e-05,1.1122e-05,0.00017087,0.00014626,0.00014065
3469.27,0.0088551,0.0087586,0.0088754,0.00071586,0.00052702,0.00055236,0.001853,0.0015564,0.0014985,1.4106e-05,1.0629e-05,1.0972e-05,0.00016936,0.00014473,0.00013924
3482.88,0.0087888,0.0086951,0.0088118,0.00070488,0.00051889,0.00054477,0.0018377,0.0015404,0.001484,1.397e-05,1.0465e-05,1.0819e-05,0.00016786,0.0001432,0.00013785
3496.48,0.0087232,0.0086323,0.0087489,0.00069405,0.00051094,0.00053736,0.0018226,0.0015247,0.0014696,1.3662e-05,1.0305e-05,1.067e-05,0.00016638,0.0001417,0.00013647
3510.09,0.0086581,0.0085699,0.0086865,0.00068334,0.00050315,0.00053007,0.0018075,0.0015091,0.0014554,1.3237e-05,1.0148e-05,1.0524e-05,0.00016494,0.00014022,0.00013511
3523.69,0.0085935,0.008508,0.0086245,0.00067276,0.00049549,0.00052292,0.0017926,0.0014938,0.0014413,1.2802e-05,9.9943e-06,1.038e-05,0.00016352,0.00013876,0.00013377
3537.3,0.0085293,0.0084465,0.0085629,0.00066231,0.00048799,0.0005159,0.0017778,0.0014785,0.0014274,1.2465e-05,9.8445e-06,1.0239e-05,0.00016214,0.00013731,0.00013244
3550.9,0.0084657,0.0083855,0.0085018,0.00065199,0.00048062,0.000509,0.0017631,0.0014635,0.0014137,1.2289e-05,9.6977e-06,1.01e-05,0.00016078,0.00013588,0.00013112
3564.51,0.0084025,0.0083249,0.0084411,0.00064179,0.00047338,0.00050221,0.0017486,0.0014486,0.0014001,1.2266e-05,9.5531e-06,9.9634e-06,0.00015942,0.00013446,0.00012983
3578.11,0.0083399,0.0082648,0.0083809,0.00063167,0.00046623,0.0004955,0.0017341,0.0014339,0.0013867,1.2316e-05,9.4097e-06,9.8285e-06,0.00015807,0.00013306,0.00012854
3591.72,0.0082802,0.0082076,0.0083236,0.00062183,0.00045932,0.00048901,0.0017203,0.0014197,0.0013738,1.2334e-05,9.2704e-06,9.6981e-06,0.00015675,0.00013172,0.00012731
3605.32,0.0082194,0.0081492,0.0082651,0.00061202,0.00045245,0.00048255,0.0017062,0.0014055,0.0013608,1.2223e-05,9.1312e-06,9.568e-06,0.0001554,0.00013036,0.00012607
3618.93,0.0081592,0.0080916,0.0082073,0.00060235,0.0004457,0.00047618,0.0016924,0.0013914,0.001348,1.1958e-05,8.9944e-06,9.44e-06,0.00015406,0.00012903,0.00012485
3632.53,0.0080997,0.0080344,0.0081499,0.00059283,0.00043906,0.00046992,0.0016786,0.0013775,0.0013353,1.1584e-05,8.8603e-06,9.3141e-06,0.00015273,0.00012771,0.00012364
3646.14,0.0080405,0.0079776,0.008093,0.00058347,0.00043255,0.00046377,0.0016649,0.0013638,0.0013228,1.1192e-05,8.7294e-06,9.1903e-06,0.00015143,0.0001264,0.00012245
3659.74,0.0079817,0.0079211,0.0080363,0.00057428,0.00042616,0.00045772,0.0016514,0.0013502,0.0013104,1.0879e-05,8.6014e-06,9.0687e-06,0.00015014,0.00012511,0.00012126
3673.35,0.0079232,0.0078649,0.0079799,0.00056526,0.00041989,0.00045178,0.0016378,0.0013367,0.0012981,1.0705e-05,8.476e-06,8.9492e-06,0.00014889,0.00012383,0.00012009
3686.95,0.0078639,0.0078079,0.0079228,0.00055641,0.00041372,0.00044594,0.0016242,0.0013232,0.0012857,1.067e-05,8.3526e-06,8.8317e-06,0.00014764,0.00012255,0.00011892
3700.56,0.0078109,0.0077571,0.0078718,0.00054777,0.0004077,0.00044022,0.0016119,0.0013107,0.0012745,1.0715e-05,8.2316e-06,8.7166e-06,0.00014651,0.00012137,0.00011784
3714.16,0.0077533,0.0077016,0.0078162,0.00053926,0.00040174,0.00043457,0.0015986,0.0012976,0.0012625,1.0745e-05,8.1112e-06,8.6029e-06,0.00014529,0.00012012,0.0001167
3727.77,0.0076973,0.0076478,0.0077622,0.00053091,0.00039589,0.000429,0.0015857,0.0012848,0.0012508,1.0674e-05,7.9924e-06,8.4909e-06,0.0001441,0.00011891,0.00011559
3741.37,0.0076421,0.0075947,0.0077089,0.00052273,0.00039014,0.00042352,0.001573,0.0012722,0.0012394,1.0468e-05,7.8754e-06,8.3806e-06,0.00014291,0.00011772,0.0001145
3754.98,0.0075875,0.0075422,0.0076561,0.00051471,0.00038448,0.00041811,0.0015604,0.0012598,0.0012281,1.0153e-05,7.7607e-06,8.272e-06,0.00014171,0.00011654,0.00011342
3768.58,0.0075333,0.0074901,0.0076038,0.00050685,0.00037891,0.0004128,0.0015479,0.0012475,0.0012169,9.8028e-06,7.6484e-06,8.1651e-06,0.00014052,0.00011538,0.00011236
3782.19,0.0074794,0.0074382,0.0075517,0.00049916,0.00037345,0.00040756,0.0015355,0.0012353,0.0012058,9.5028e-06,7.5387e-06,8.0599e-06,0.00013933,0.00011422,0.0001113
3795.79,0.0074255,0.0073863,0.0074996,0.00049164,0.00036808,0.00040242,0.0015232,0.0012232,0.0011947,9.3161e-06,7.4313e-06,7.9565e-06,0.00013816,0.00011308,0.00011025
3809.4,0.0073715,0.0073343,0.0074474,0.00048428,0.00036281,0.00039737,0.0015108,0.0012111,0.0011837,9.2588e-06,7.3258e-06,7.855e-06,0.000137,0.00011194,0.00010921
3823.0,0.0073225,0.0072872,0.0074,0.00047712,0.00035766,0.00039243,0.0014995,0.0011999,0.0011736,9.293e-06,7.2224e-06,7.7557e-06,0.00013595,0.00011087,0.00010824
3836.61,0.0072697,0.0072363,0.0073489,0.00047005,0.00035256,0.00038753,0.0014874,0.0011882,0.0011629,9.3407e-06,7.1195e-06,7.6573e-06,0.00013486,0.00010976,0.00010723
3850.21,0.0072181,0.0071866,0.007299,0.00046313,0.00034756,0.00038272,0.0014756,0.0011767,0.0011524,9.322e-06,7.0179e-06,7.5606e-06,0.00013379,0.00010868,0.00010623
3863.82,0.0071673,0.0071376,0.0072498,0.00045634,0.00034263,0.00037797,0.001464,0.0011654,0.0011421,9.188e-06,6.9177e-06,7.4653e-06,0.00013273,0.00010761,0.00010525
3877.42,0.0071171,0.0070893,0.0072011,0.00044966,0.00033778,0.00037329,0.0014525,0.0011542,0.0011319,8.9431e-06,6.8193e-06,7.3714e-06,0.00013168,0.00010655,0.00010429
3891.03,0.0070674,0.0070413,0.007153,0.00044309,0.000333,0.00036868,0.0014412,0.0011432,0.0011219,8.6386e-06,6.7228e-06,7.2788e-06,0.00013063,0.00010551,0.00010334
3904.63,0.007018,0.0069937,0.0071051,0.00043663,0.0003283,0.00036413,0.00143,0.0011323,0.001112,8.3483e-06,6.6284e-06,7.1877e-06,0.00012957,0.00010448,0.0001024
3918.24,0.0069686,0.006946,0.0070571,0.00043027,0.00032367,0.00035965,0.0014187,0.0011214,0.0011021,8.1378e-06,6.5359e-06,7.0977e-06,0.0001285,0.00010345,0.00010146
3931.84,0.0069185,0.0068976,0.0070084,0.00042401,0.00031913,0.00035523,0.0014074,0.0011105,0.0010921,8.0402e-06,6.4451e-06,7.0093e-06,0.00012742,0.00010242,0.00010051
3945.45,0.0068738,0.0068545,0.0069651,0.00041796,0.00031474,0.00035099,0.0013971,0.0011005,0.001083,8.045e-06,6.3575e-06,6.9244e-06,0.00012644,0.00010148,9.9655e-05
3959.05,0.0068255,0.0068078,0.0069181,0.00041189,0.00031035,0.00034673,0.0013862,0.0010899,0.0010734,8.0943e-06,6.2693e-06,6.839e-06,0.00012541,0.00010048,9.8746e-05
3972.66,0.0067779,0.0067619,0.0068719,0.00040591,0.00030605,0.00034254,0.0013754,0.0010796,0.001064,8.1175e-06,6.1823e-06,6.7552e-06,0.00012441,9.9506e-05,9.7853e-05
3986.26,0.006731,0.0067165,0.0068263,0.00040001,0.00030181,0.00033842,0.0013647,0.0010694,0.0010547,8.0554e-06,6.0964e-06,6.6726e-06,0.00012343,9.8544e-05,9.6974e-05
3999.87,0.0066847,0.0066718,0.0067813,0.00039417,0.00029764,0.00033435,0.0013542,0.0010593,0.0010456,7.8876e-06,6.0119e-06,6.5913e-06,0.00012247,9.7596e-05,9.6108e-05
4013.47,0.006639,0.0066276,0.0067368,0.00038839,0.00029353,0.00033033,0.0013439,0.0010494,0.0010365,7.6391e-06,5.9289e-06,6.5111e-06,0.00012153,9.6662e-05,9.5254e-05
4027.08,0.0065937,0.0065838,0.0066927,0.00038266,0.00028947,0.00032637,0.0013336,0.0010396,0.0010276,7.3665e-06,5.8475e-06,6.4319e-06,0.00012059,9.5738e-05,9.4411e-05
4040.68,0.0065485,0.0065401,0.0066487,0.00037696,0.00028547,0.00032244,0.0013233,0.0010298,0.0010187,7.1332e-06,5.7677e-06,6.3535e-06,0.00011963,9.4822e-05,9.3574e-05
4054.29,0.0065029,0.0064959,0.0066042,0.0003713,0.00028152,0.00031856,0.001313,0.0010201,0.0010098,6.986e-06,5.6891e-06,6.276e-06,0.00011866,9.3902e-05,9.2733e-05
4067.89,0.0064609,0.0064553,0.0065633,0.00036592,0.0002778,0.00031493,0.0013034,0.0010109,0.0010015,6.9427e-06,5.6151e-06,6.2036e-06,0.00011773,9.3041e-05,9.1949e-05
4081.5,0.0064166,0.0064124,0.0065201,0.0003604,0.000274,0.00031119,0.0012933,0.0010015,0.00099293,6.97e-06,5.5393e-06,6.1291e-06,0.00011676,9.2151e-05,9.1135e-05
4095.1,0.0063727,0.0063699,0.0064774,0.00035496,0.00027028,0.00030753,0.0012834,0.00099212,0.00098442,7.0162e-06,5.4647e-06,6.0561e-06,0.0001158,9.1274e-05,9.0333e-05
4108.71,0.0063294,0.0063279,0.006435,0.00034958,0.00026663,0.00030393,0.0012735,0.00098289,0.00097602,7.0192e-06,5.3911e-06,5.9844e-06,0.00011486,9.0407e-05,8.9541e-05
4122.31,0.0062866,0.0062864,0.0063932,0.00034425,0.00026304,0.00030038,0.0012638,0.00097379,0.00096773,6.9371e-06,5.3184e-06,5.9137e-06,0.00011394,8.9553e-05,8.876e-05
4135.92,0.0062443,0.0062454,0.0063519,0.00033897,0.0002595,0.00029688,0.0012541,0.00096482,0.00095956,6.7657e-06,5.2469e-06,5.844e-06,0.00011304,8.8711e-05,8.7991e-05
4149.52,0.0062025,0.0062049,0.0063111,0.00033373,0.00025601,0.00029342,0.0012445,0.00095597,0.00095151,6.5366e-06,5.1767e-06,5.7752e-06,0.00011216,8.788e-05,8.7232e-05
4163.13,0.0061612,0.0061648,0.0062707,0.00032852,0.00025255,0.00028998,0.0012351,0.00094722,0.00094355,6.3023e-06,5.1077e-06,5.7069e-06,0.0001113,8.7061e-05,8.6483e-05
4176.73,0.00612,0.0061248,0.0062303,0.00032335,0.00024914,0.00028658,0.0012256,0.00093854,0.00093564,6.115e-06,5.0398e-06,5.6392e-06,0.00011043,8.6246e-05,8.5739e-05
4190.34,0.0060799,0.0060859,0.0061912,0.00031847,0.00024595,0.00028343,0.0012164,0.00093007,0.00092794,6.0136e-06,4.9766e-06,5.5766e-06,0.00010958,8.5453e-05,8.5015e-05
4203.94,0.0060394,0.0060466,0.0061516,0.00031344,0.00024266,0.00028013,0.0012071,0.00092159,0.00092021,5.9935e-06,4.9112e-06,5.5112e-06,0.00010871,8.4658e-05,8.4288e-05
4217.55,0.0059992,0.0060075,0.0061121,0.00030851,0.00023944,0.00027692,0.0011979,0.00091317,0.00091255,6.03e-06,4.847e-06,5.4472e-06,0.00010784,8.3871e-05,8.3568e-05
4231.15,0.0059592,0.0059687,0.006073,0.00030366,0.00023629,0.00027375,0.0011886,0.00090484,0.00090495,6.0719e-06,4.7836e-06,5.3845e-06,0.00010696,8.3091e-05,8.2854e-05
4244.76,0.0059196,0.0059302,0.0060341,0.00029888,0.00023319,0.00027064,0.0011795,0.0008966,0.00089744,6.0671e-06,4.7209e-06,5.3227e-06,0.00010608,8.232e-05,8.2149e-05
4258.36,0.0058804,0.005892,0.0059956,0.00029418,0.00023014,0.00026758,0.0011704,0.00088846,0.00089002,5.9848e-06,4.6592e-06,5.2619e-06,0.00010522,8.1559e-05,8.1452e-05
4271.97,0.0058416,0.0058543,0.0059576,0.00028954,0.00022713,0.00026455,0.0011615,0.00088043,0.0008827,5.8266e-06,4.5984e-06,5.2018e-06,0.00010437,8.0809e-05,8.0766e-05
4285.57,0.0058034,0.0058171,0.00592,0.00028497,0.00022416,0.00026155,0.0011526,0.00087251,0.00087548,5.6233e-06,4.5387e-06,5.1423e-06,0.00010355,8.0069e-05,8.0089e-05
4299.18,0.0057657,0.0057804,0.005883,0.00028046,0.00022122,0.00025858,0.0011438,0.00086471,0.00086837,5.4211e-06,4.4799e-06,5.0833e-06,0.00010275,7.9341e-05,7.9422e-05
4312.78,0.0057283,0.0057439,0.0058462,0.0002762,0.00021847,0.00025581,0.0011351,0.00085699,0.00086133,5.2672e-06,4.4252e-06,5.0283e-06,0.00010196,7.862e-05,7.8763e-05
4326.39,0.0056912,0.0057078,0.0058098,0.00027184,0.00021561,0.0002529,0.0011265,0.00084935,0.00085437,5.182e-06,4.3683e-06,4.9706e-06,0.00010119,7.7907e-05,7.811e-05
