,2p,2p,2p,2s,2s,2s,3d,3d,3d,3p,3p,3p,3s,3s,3s,4d,4d,4d,4p,4p,4p,4s,4s,4s,5s,5s,5s
367.33,,,,,,,1.5629,1.5902,1.6026,,,,,,,0.2198,0.22454,0.22722,0.17829,0.17985,0.16765,0.054814,0.055407,0.054846,0.0026795,0.0026712,0.0026455
380.94,,,,,,,1.4898,1.5161,1.5273,,,,,,,0.20706,0.21207,0.21441,0.17088,0.17246,0.16113,0.052287,0.052881,0.052368,0.0024805,0.0025217,0.002499
394.54,,,,,,,1.4209,1.4462,1.4563,,,,,,,0.19733,0.20034,0.2024,0.16391,0.1655,0.15495,0.049937,0.050533,0.050063,0.002353,0.0023854,0.0023642
408.15,,,,,,,1.3561,1.3806,1.3895,,,,,,,0.18812,0.18932,0.1912,0.15736,0.15896,0.14912,0.04776,0.048357,0.047924,0.0022647,0.0022593,0.0022405
421.75,,,,,,,1.2944,1.318,1.3259,,,,,,,0.1774,0.17891,0.18063,0.15111,0.15272,0.14352,0.045701,0.046298,0.045899,0.002107,0.0021418,0.0021252
435.36,,,,,,,1.2366,1.2593,1.2662,,,,,,,0.16601,0.16924,0.17079,0.14524,0.14685,0.13824,0.043784,0.044381,0.044012,0.0019972,0.0020348,0.002019
448.96,,,,,,,1.1821,1.204,1.21,,,,,,,0.15605,0.16027,0.16161,0.1397,0.14132,0.13325,0.041998,0.042595,0.042252,0.0019376,0.0019355,0.0019213
462.57,,,,,,,1.1303,1.1513,1.1566,0.30978,0.31771,0.30337,,,,0.14845,0.15182,0.15297,0.13441,0.13603,0.12845,0.040298,0.040894,0.040575,0.0018199,0.0018422,0.0018297
476.17,,,,,,,1.0814,1.1017,1.1062,0.30305,0.31095,0.29709,,,,0.14226,0.1439,0.14491,0.12942,0.13103,0.1239,0.038706,0.039301,0.039003,0.0017135,0.001757,0.001745
489.78,,,,,,,1.0351,1.0547,1.0584,0.29648,0.30436,0.29095,,,,0.13568,0.13643,0.13734,0.12467,0.12628,0.11957,0.037209,0.037802,0.037523,0.0016691,0.0016777,0.0016664
503.38,,,,,,,0.99114,1.01,1.013,0.29005,0.29789,0.28491,,,,0.128,0.1294,0.13023,0.12015,0.12175,0.11542,0.035788,0.036379,0.036117,0.0015954,0.0016028,0.0015929
516.99,,,,,,,0.94952,0.96763,0.97007,0.2838,0.2916,0.27904,,,,0.12011,0.12285,0.12357,0.11586,0.11746,0.11147,0.03445,0.03504,0.034793,0.0014935,0.001534,0.0015247
530.59,,,,,,,0.90998,0.92741,0.92927,0.2777,0.28545,0.27328,,,,0.11336,0.11671,0.11731,0.11177,0.11336,0.1077,0.033184,0.033771,0.033538,0.0014434,0.00147,0.0014609
544.2,,,,,,,0.87244,0.88921,0.89053,0.27174,0.27945,0.26766,,,,0.10827,0.11095,0.11143,0.10787,0.10945,0.10409,0.031985,0.03257,0.03235,0.0014086,0.0014096,0.0014013
557.8,,,,,,,0.83689,0.85301,0.85383,0.26596,0.27363,0.26218,0.056767,0.059139,0.058384,0.10416,0.10552,0.10592,0.10417,0.10574,0.10066,0.030854,0.031436,0.031227,0.0013305,0.0013531,0.0013457
571.41,,,,,,,0.80319,0.81869,0.81905,0.26035,0.26796,0.25686,0.055678,0.058043,0.057303,0.099865,0.1004,0.10074,0.10064,0.10221,0.097382,0.029782,0.030362,0.030162,0.0012617,0.0013009,0.0012935
585.01,,,,,,,0.77116,0.78607,0.78599,0.25487,0.26243,0.25165,0.054619,0.056975,0.056248,0.094757,0.095573,0.095877,0.09728,0.098837,0.094247,0.028765,0.029341,0.029151,0.0012378,0.0012516,0.0012445
598.62,,,,,,,0.74078,0.75511,0.75464,0.24955,0.25706,0.24658,0.053591,0.05594,0.055225,0.089243,0.091055,0.091306,0.094078,0.095624,0.091254,0.0278,0.028374,0.028191,0.0012007,0.0012048,0.0011984
612.22,,,,,,,0.71198,0.72575,0.7249,0.2444,0.25185,0.24166,0.052595,0.054936,0.054233,0.084249,0.086833,0.087013,0.091029,0.092564,0.088399,0.026886,0.027457,0.027281,0.0011314,0.0011611,0.0011551
625.83,,,,,,,0.68466,0.6979,0.69671,0.23941,0.2468,0.23689,0.05163,0.053962,0.05327,0.080391,0.082875,0.08298,0.088129,0.089652,0.085678,0.026018,0.026586,0.026417,0.0010859,0.0011203,0.0011142
639.43,,,,,,,0.65853,0.67124,0.66973,0.23449,0.24183,0.23218,0.050681,0.053003,0.052321,0.077506,0.079118,0.079163,0.085337,0.086848,0.083051,0.025187,0.025751,0.025588,0.0010714,0.0010811,0.0010753
653.04,,,,,,,0.63372,0.64592,0.64413,0.22974,0.23701,0.22761,0.049761,0.052074,0.051402,0.074908,0.075563,0.075574,0.082678,0.084176,0.080545,0.024397,0.024958,0.024801,0.0010361,0.0010438,0.0010385
666.64,,,,,,,0.61011,0.62183,0.61976,0.22511,0.23232,0.22317,0.048867,0.051171,0.050507,0.071892,0.0722,0.07219,0.080137,0.081622,0.078147,0.023645,0.024203,0.02405,0.00097783,0.0010087,0.0010036
680.25,,,,,,,0.5875,0.59875,0.59643,0.22057,0.22771,0.21879,0.047989,0.050282,0.049627,0.068268,0.069013,0.068984,0.077692,0.079163,0.075834,0.022924,0.023479,0.02333,0.00094366,0.00097552,0.00097027
693.85,,,,,,,0.56608,0.57688,0.57433,0.21619,0.22327,0.21456,0.047141,0.049424,0.048776,0.064491,0.066031,0.065972,0.075366,0.076823,0.07363,0.022239,0.02279,0.022645,0.00093393,0.0009438,0.00093868
707.46,,,,,,,0.54557,0.55592,0.55317,0.21189,0.2189,0.21041,0.04631,0.048582,0.047942,0.061161,0.063217,0.063117,0.073128,0.074571,0.071505,0.021582,0.02213,0.021988,0.00090496,0.0009132,0.00090848
721.06,,,,,,,0.52603,0.53595,0.53299,0.20771,0.21465,0.20636,0.045502,0.047763,0.047129,0.05864,0.060563,0.060419,0.070985,0.072413,0.069467,0.020955,0.021499,0.021361,0.00085557,0.00088429,0.00087971
734.67,,,,,,,0.5073,0.51681,0.51368,0.20361,0.21049,0.20239,0.044708,0.046958,0.046331,0.056792,0.058037,0.05786,0.068921,0.070334,0.067501,0.020353,0.020893,0.020757,0.0008252,0.00085685,0.00085213
748.27,,,,,,,0.4895,0.49861,0.49532,0.19965,0.20646,0.19854,0.043941,0.04618,0.045559,0.055151,0.055642,0.055447,0.06695,0.068348,0.065621,0.019779,0.020315,0.020182,0.00081825,0.00083057,0.0008259
761.88,,,,,,,0.47247,0.48119,0.47775,0.19577,0.20251,0.19478,0.043191,0.045418,0.044802,0.053214,0.053359,0.053158,0.065055,0.066437,0.06381,0.019228,0.01976,0.019629,0.00079867,0.00080515,0.00080078
775.48,,,,,,,0.45621,0.46456,0.46098,0.192,0.19867,0.19111,0.042461,0.044677,0.044066,0.050813,0.051197,0.050991,0.063236,0.064603,0.06207,0.018701,0.019229,0.019101,0.00075752,0.000781,0.00077678
789.09,,,,,,,0.44064,0.44862,0.44492,0.18832,0.19491,0.18752,0.041746,0.04395,0.043344,0.04817,0.049151,0.048934,0.061486,0.062837,0.060392,0.018194,0.018718,0.018592,0.00072633,0.0007581,0.00075377
802.69,,,,,,,0.42581,0.43344,0.42963,0.18475,0.19128,0.18403,0.041055,0.043247,0.042645,0.045725,0.047226,0.046988,0.059811,0.061147,0.058786,0.01771,0.018231,0.018106,0.00071896,0.00073623,0.00073184
816.3,,,,,,,0.4116,0.41889,0.41498,0.18127,0.18772,0.18063,0.040379,0.042559,0.041961,0.043798,0.045402,0.045139,0.058199,0.059519,0.057237,0.017245,0.017762,0.017638,0.00070933,0.00071502,0.00071082
829.9,,,,,,,0.39799,0.40496,0.40095,0.17788,0.18426,0.17731,0.03972,0.041887,0.041293,0.042432,0.043667,0.043382,0.056647,0.057952,0.055745,0.016798,0.017311,0.017188,0.00067829,0.00069469,0.00069068
843.51,,,,,,,0.38495,0.39159,0.38751,0.17457,0.18087,0.17406,0.039075,0.04123,0.04064,0.041382,0.042008,0.04171,0.055153,0.056442,0.054305,0.016368,0.016877,0.016756,0.0006453,0.00067544,0.00067138
857.11,,,,,,,0.37248,0.37882,0.37466,0.17135,0.17758,0.1709,0.038449,0.040591,0.040004,0.040286,0.040423,0.040123,0.053718,0.054991,0.052921,0.015956,0.016461,0.016341,0.00063306,0.00065713,0.00065292
870.72,,,,,,,0.36052,0.36656,0.36233,0.16821,0.17437,0.16782,0.037837,0.039967,0.039383,0.038872,0.038909,0.038611,0.052335,0.053593,0.051586,0.015559,0.01606,0.015941,0.00063068,0.00063937,0.00063523
884.32,,,,,,,0.34903,0.35478,0.3505,0.16514,0.17122,0.1648,0.037238,0.039355,0.038774,0.037125,0.037467,0.03717,0.051001,0.052243,0.050296,0.015176,0.015674,0.015555,0.00061334,0.00062218,0.00061824
897.93,,,,,,,0.338,0.34347,0.33914,0.16214,0.16815,0.16185,0.036653,0.038756,0.038178,0.035268,0.036098,0.035796,0.049713,0.050939,0.04905,0.014808,0.015301,0.015183,0.00058263,0.00060582,0.00060192
911.53,,,,,,,0.32742,0.33262,0.32825,0.15921,0.16515,0.15896,0.036081,0.038171,0.037595,0.033604,0.0348,0.034486,0.04847,0.049681,0.047846,0.014452,0.014942,0.014824,0.00056211,0.0005903,0.00058627
925.14,,,,,,,0.31727,0.32221,0.3178,0.15636,0.16222,0.15615,0.035522,0.0376,0.037026,0.032334,0.033565,0.033237,0.047272,0.048467,0.046684,0.01411,0.014596,0.014479,0.00055903,0.00057536,0.00057126
938.74,,,,,,,0.30751,0.3122,0.30776,0.15358,0.15937,0.1534,0.034977,0.037041,0.036469,0.03146,0.032384,0.032045,0.046116,0.047294,0.045561,0.01378,0.014261,0.014145,0.00055472,0.00056082,0.00055684
952.35,,,,,,,0.29813,0.30257,0.29811,0.15086,0.15657,0.1507,0.034442,0.036493,0.035924,0.030802,0.031249,0.030906,0.044997,0.046161,0.044474,0.013461,0.013938,0.013822,0.00053409,0.00054682,0.00054298
965.95,,,,,,,0.28912,0.29331,0.28883,0.14819,0.15383,0.14807,0.033919,0.035956,0.035388,0.030107,0.030159,0.029817,0.043915,0.045063,0.043421,0.013152,0.013626,0.01351,0.00050826,0.0005335,0.00052963
979.56,,,,,,,0.28045,0.28442,0.27993,0.1456,0.15116,0.14549,0.033408,0.035431,0.034866,0.029179,0.029114,0.028778,0.042871,0.044003,0.042403,0.012855,0.013325,0.013209,0.00049601,0.00052082,0.00051681
993.16,,,,,,,0.27213,0.27588,0.27137,0.14307,0.14856,0.14298,0.03291,0.034919,0.034355,0.027985,0.028117,0.027785,0.041863,0.042979,0.04142,0.012568,0.013034,0.012918,0.00049609,0.00050853,0.00050449
1006.77,,,,,,,0.26413,0.26766,0.26315,0.1406,0.14602,0.14053,0.032424,0.034419,0.033857,0.026659,0.027167,0.026836,0.040889,0.04199,0.04047,0.012291,0.012753,0.012638,0.00049033,0.00049657,0.00049265
1020.37,,,,,,,0.25642,0.25974,0.25522,0.13818,0.14352,0.13812,0.031945,0.033927,0.033366,0.025413,0.026261,0.025926,0.039943,0.041029,0.039546,0.012022,0.01248,0.012365,0.00047034,0.00048502,0.0004812
1033.98,,,,,,,0.249,0.25212,0.24761,0.13583,0.14109,0.13578,0.031479,0.033447,0.032887,0.024421,0.025398,0.025056,0.039031,0.040101,0.038654,0.011763,0.012217,0.012102,0.00044912,0.00047407,0.00047019
1047.58,,,,,,,0.24187,0.24479,0.24028,0.13352,0.13872,0.13348,0.031024,0.032977,0.032419,0.023738,0.024572,0.024224,0.038148,0.039203,0.03779,0.011512,0.011962,0.011847,0.00044098,0.00046358,0.00045957
1061.19,,,,,,,0.235,0.23773,0.23323,0.13128,0.1364,0.13125,0.030579,0.032519,0.031961,0.023283,0.023778,0.023426,0.037295,0.038335,0.036954,0.011269,0.011716,0.011601,0.00044217,0.00045336,0.00044934
1074.79,,,,,,,0.2284,0.23094,0.22645,0.1291,0.13414,0.12907,0.030146,0.032072,0.031515,0.02289,0.023014,0.022664,0.036471,0.037495,0.036146,0.011035,0.011478,0.011363,0.00043693,0.00044341,0.00043949
1088.4,,,,,,,0.22198,0.22435,0.21987,0.12694,0.13191,0.12691,0.029717,0.031628,0.031072,0.022378,0.022272,0.021928,0.035666,0.036675,0.035356,0.010807,0.011246,0.011131,0.00041929,0.00043374,0.00042989
1102.0,,,,,,,0.21582,0.21801,0.21356,0.12485,0.12975,0.12482,0.0293,0.031197,0.030642,0.021662,0.021562,0.021225,0.034889,0.035884,0.034594,0.010586,0.011022,0.010907,0.00040089,0.00042456,0.00042065
1115.61,,,,,,,0.20988,0.2119,0.20746,0.1228,0.12763,0.12277,0.028891,0.030774,0.03022,0.020762,0.020881,0.02055,0.034136,0.035116,0.033853,0.010373,0.010804,0.010689,0.0003939,0.00041573,0.00041171
1129.21,,,,,,,0.20415,0.20601,0.20159,0.1208,0.12555,0.12076,0.028492,0.030361,0.029807,0.019803,0.020232,0.019902,0.033407,0.034372,0.033136,0.010166,0.010593,0.010479,0.00039556,0.0004071,0.00040306
1142.82,,,,,,,0.19859,0.2003,0.1959,0.11883,0.12351,0.11878,0.028097,0.029952,0.029399,0.018935,0.019608,0.019278,0.032695,0.033646,0.032435,0.009964,0.010388,0.010273,0.00039238,0.00039859,0.00039463
1156.42,,,,,,,0.19326,0.19482,0.19045,0.11692,0.12153,0.11687,0.027716,0.029556,0.029004,0.018274,0.019015,0.018682,0.03201,0.032946,0.03176,0.0097698,0.01019,0.010075,0.00037805,0.00039042,0.00038653
1170.03,,,,,,,0.1881,0.18951,0.18517,0.11505,0.11959,0.11499,0.02734,0.029166,0.028614,0.017837,0.018443,0.018107,0.031343,0.032265,0.031102,0.0095806,0.0099969,0.0098818,0.0003611,0.00038257,0.00037864
1183.63,,,,,,,0.18311,0.18438,0.18006,0.11322,0.11768,0.11314,0.026971,0.028783,0.028232,0.017559,0.017891,0.017554,0.030695,0.031602,0.030462,0.0093968,0.0098093,0.0096941,0.00035315,0.00037501,0.00037098
1197.24,,,,,,,0.1783,0.17943,0.17514,0.11142,0.11581,0.11134,0.02661,0.028407,0.027857,0.01732,0.017357,0.017024,0.030066,0.030959,0.029841,0.0092183,0.0096271,0.0095118,0.00035438,0.00036762,0.00036355
1210.84,,,,,,,0.17363,0.17463,0.17037,0.10966,0.11398,0.10956,0.026255,0.028037,0.027487,0.016994,0.016838,0.016512,0.029453,0.030332,0.029235,0.0090444,0.0094494,0.0093341,0.00035402,0.00036033,0.00035631
1224.45,,,,,,,0.16914,0.17001,0.16579,0.10795,0.1122,0.10783,0.025909,0.027677,0.027128,0.016511,0.016341,0.016021,0.02886,0.029725,0.028649,0.0088763,0.0092776,0.0091621,0.00034388,0.00035325,0.00034931
1238.05,,,,,,,0.1648,0.16554,0.16135,0.10627,0.11045,0.10614,0.025569,0.027323,0.026774,0.015876,0.015862,0.015548,0.028283,0.029135,0.028078,0.0087127,0.0091103,0.0089947,0.00032832,0.00034645,0.0003425
1251.66,,,,,,,0.16059,0.16121,0.15706,0.10462,0.10873,0.10448,0.025236,0.026976,0.026427,0.015172,0.015403,0.015093,0.027723,0.02856,0.027522,0.0085536,0.0089475,0.0088318,0.0003182,0.00033991,0.00033587
1265.26,,,,,,,0.15652,0.15703,0.15291,0.10301,0.10705,0.10285,0.024909,0.026634,0.026086,0.014511,0.014963,0.014655,0.027177,0.028001,0.026982,0.0083988,0.008789,0.0086732,0.00031758,0.00033353,0.00032943
1278.87,,,,,,,0.15258,0.15297,0.14889,0.10143,0.10541,0.10126,0.024589,0.026299,0.025751,0.013983,0.014541,0.014232,0.026646,0.027457,0.026455,0.0082481,0.0086346,0.0085187,0.00031958,0.00032725,0.00032317
1292.47,,,,,,,0.14878,0.14906,0.14502,0.099895,0.1038,0.099697,0.024275,0.025971,0.025424,0.013629,0.014135,0.013825,0.026132,0.026928,0.025944,0.0081018,0.0084848,0.0083688,0.00031465,0.00032109,0.00031708
1306.08,,,,,,,0.1451,0.14527,0.14127,0.098388,0.10222,0.09817,0.023968,0.02565,0.025103,0.01342,0.013743,0.013433,0.025631,0.026414,0.025447,0.0079596,0.0083389,0.0082228,0.00030187,0.00031515,0.00031117
1319.68,,,,,,,0.14153,0.1416,0.13763,0.096912,0.10068,0.096674,0.023667,0.025334,0.024787,0.013281,0.013362,0.013055,0.025144,0.025914,0.024962,0.0078212,0.0081969,0.0080807,0.00028961,0.00030944,0.00030542
1333.29,,,,,,,0.13807,0.13804,0.13412,0.095466,0.099166,0.095207,0.023372,0.025024,0.024478,0.013118,0.012992,0.01269,0.024669,0.025426,0.02449,0.0076863,0.0080584,0.0079421,0.0002853,0.00030392,0.00029982
1346.89,,,,,,,0.13472,0.13459,0.13071,0.094048,0.097682,0.093769,0.023081,0.02472,0.024173,0.012853,0.012633,0.012338,0.024207,0.024951,0.02403,0.0075549,0.0079235,0.007807,0.0002874,0.00029849,0.00029437
1360.5,,,,,,,0.13148,0.13126,0.12741,0.092661,0.096228,0.09236,0.022797,0.024421,0.023875,0.012458,0.012287,0.011998,0.023757,0.024488,0.023582,0.007427,0.007792,0.0076755,0.0002875,0.00029315,0.00028907
1374.1,,,,,,,0.12833,0.12803,0.12422,0.091303,0.094804,0.090979,0.022518,0.024127,0.023582,0.011964,0.011953,0.01167,0.023319,0.024037,0.023146,0.0073025,0.0076639,0.0075473,0.00027978,0.00028793,0.00028392
1387.71,,,,,,,0.12529,0.12489,0.12113,0.089973,0.093409,0.089627,0.022245,0.02384,0.023294,0.01144,0.011633,0.011353,0.022893,0.023598,0.022721,0.0071812,0.0075391,0.0074224,0.00026748,0.00028291,0.0002789
1401.31,,,,,,,0.12233,0.12185,0.11813,0.088669,0.09204,0.0883,0.021976,0.023557,0.023012,0.01097,0.011325,0.011047,0.022477,0.02317,0.022306,0.007063,0.0074173,0.0073006,0.00025879,0.00027808,0.00027402
1414.92,,,,,,,0.11946,0.1189,0.11522,0.08739,0.090696,0.086997,0.021713,0.023279,0.022734,0.010611,0.011028,0.010751,0.022072,0.022752,0.021902,0.0069476,0.0072984,0.0071816,0.00025771,0.00027338,0.00026926
1428.52,,,,,,,0.11667,0.11603,0.1124,0.086135,0.089377,0.085718,0.021453,0.023005,0.02246,0.010383,0.010742,0.010465,0.021676,0.022345,0.021506,0.0068349,0.0071823,0.0070653,0.00026026,0.00026875,0.00026462
1442.13,,,,,,,0.11397,0.11326,0.10966,0.084905,0.088084,0.084464,0.021199,0.022736,0.022192,0.01026,0.010464,0.010188,0.02129,0.021947,0.021121,0.006725,0.0070689,0.006952,0.00025885,0.00026418,0.0002601
1455.73,,,,,,,0.11135,0.11056,0.10701,0.083701,0.086816,0.083235,0.020949,0.022472,0.021928,0.010185,0.010193,0.0099205,0.020915,0.021559,0.020745,0.0066179,0.0069584,0.0068413,0.00025041,0.00025974,0.0002557
1469.34,,,,,,,0.10881,0.10795,0.10444,0.08252,0.085573,0.08203,0.020704,0.022213,0.021669,0.010087,0.0099295,0.0096619,0.020548,0.021181,0.020379,0.0065134,0.0068505,0.0067334,0.00023956,0.00025547,0.00025142
1482.94,,,,,,,0.10634,0.10541,0.10195,0.081364,0.084355,0.080849,0.020464,0.021959,0.021415,0.0099112,0.0096733,0.0094115,0.020191,0.020812,0.020021,0.0064116,0.0067452,0.0066281,0.00023324,0.00025136,0.00024726
1496.55,,,,,,,0.10394,0.10295,0.099525,0.080224,0.083153,0.079684,0.020226,0.021706,0.021163,0.0096329,0.0094249,0.0091691,0.019841,0.02045,0.019671,0.0063116,0.0066418,0.0065246,0.00023355,0.00024732,0.00024318
1510.15,,,,,,,0.10161,0.10056,0.097176,0.079109,0.081977,0.078544,0.019994,0.02146,0.020917,0.0092709,0.0091852,0.0089346,0.019501,0.020098,0.01933,0.0062143,0.0065411,0.0064239,0.00023607,0.00024335,0.00023921
1523.76,,,,,,,0.099353,0.098233,0.094896,0.078016,0.080823,0.077426,0.019766,0.021217,0.020675,0.0088753,0.0089544,0.0087076,0.019168,0.019754,0.018996,0.0061192,0.0064427,0.0063255,0.00023431,0.00023943,0.00023534
1537.36,,,,,,,0.097157,0.095978,0.092683,0.076945,0.079692,0.076329,0.019541,0.020979,0.020437,0.0085074,0.0087325,0.008488,0.018843,0.019418,0.018671,0.0060264,0.0063465,0.0062293,0.00022638,0.00023562,0.00023157
1550.97,,,,,,,0.095025,0.093789,0.090536,0.075895,0.078582,0.075253,0.019321,0.020745,0.020203,0.0082169,0.0085186,0.0082753,0.018527,0.01909,0.018353,0.0059358,0.0062526,0.0061354,0.0002168,0.00023196,0.0002279
1564.57,,,,,,,0.092952,0.091661,0.088451,0.074867,0.077495,0.074199,0.019106,0.020515,0.019974,0.0080263,0.0083116,0.0080692,0.018218,0.018771,0.018043,0.0058475,0.006161,0.0060438,0.00021151,0.00022843,0.00022433
1578.18,,,,,,,0.090933,0.089589,0.086421,0.073851,0.07642,0.073158,0.018892,0.020287,0.019746,0.0079264,0.0081102,0.0078693,0.017915,0.018457,0.017739,0.0057606,0.0060707,0.0059535,0.00021211,0.00022496,0.00022081
1591.78,,,,,,,0.088973,0.087578,0.084452,0.07286,0.07537,0.07214,0.018683,0.020064,0.019523,0.0078822,0.0079141,0.0076757,0.01762,0.018151,0.017443,0.005676,0.0059829,0.0058657,0.00021466,0.00022154,0.0002174
1605.39,,,,,,,0.087067,0.085622,0.082539,0.071886,0.074339,0.071141,0.018478,0.019844,0.019304,0.0078435,0.0077227,0.0074881,0.017332,0.017852,0.017153,0.0055933,0.005897,0.0057798,0.00021345,0.00021816,0.00021406
1618.99,,,,,,,0.085214,0.083722,0.08068,0.070931,0.073327,0.07016,0.018276,0.019629,0.019089,0.0077614,0.007536,0.0073063,0.017051,0.01756,0.01687,0.0055125,0.0058129,0.0056957,0.00020664,0.00021486,0.00021081
1632.6,,,,,,,0.083412,0.081875,0.078874,0.069996,0.072334,0.069199,0.018078,0.019417,0.018878,0.0076046,0.0073544,0.00713,0.016776,0.017274,0.016593,0.0054336,0.0057307,0.0056136,0.00019792,0.00021169,0.00020763
1646.2,,,,,,,0.081653,0.080072,0.077113,0.069072,0.071354,0.068249,0.017882,0.019207,0.018668,0.0073688,0.0071779,0.0069586,0.016506,0.016994,0.016322,0.005356,0.0056499,0.0055329,0.00019261,0.00020862,0.00020452
1659.81,,,,,,,0.079947,0.078324,0.075406,0.068172,0.070398,0.067323,0.017691,0.019002,0.018464,0.0070799,0.0070079,0.0067928,0.016244,0.016721,0.016057,0.0052806,0.0055714,0.0054543,0.00019274,0.00020562,0.00020149
1673.41,,,,,,,0.078285,0.076621,0.073744,0.067286,0.069456,0.066412,0.017503,0.0188,0.018262,0.0067798,0.0068437,0.0066317,0.015987,0.016454,0.015799,0.0052067,0.0054943,0.0053773,0.00019538,0.00020265,0.00019852
1687.02,,,,,,,0.076666,0.074963,0.072127,0.066416,0.068531,0.065515,0.017318,0.018601,0.018064,0.0065137,0.0066853,0.0064754,0.015736,0.016193,0.015545,0.0051343,0.0054188,0.0053018,0.00019541,0.00019971,0.00019561
1700.62,,,,,,,0.07509,0.07335,0.070554,0.065561,0.067622,0.064635,0.017136,0.018405,0.017868,0.0063142,0.0065323,0.0063237,0.01549,0.015937,0.015297,0.0050635,0.0053448,0.0052279,0.00019029,0.00019683,0.00019277
